GEN.1.1	Kuwaripatjara mulapa Godalu ilkaṟi munu manta palyaṉu uwankara wiyangka. 
JAS.2.20+JAS.2.21+JAS.2.22	Palu wanyu nintiringkunytjikitjangku kulila tjukurpa panyatja, panya Aipuṟamanya Godalu walytjanmankunytja. Palu nyaanguṟu palunya walytjanmanu? Wiya, wati nyara paluṟu panya mulamularingkula wangaṉarangku kulinu Godalu palunya wangkanyangka, munu paluṟu palumpa katja katingu alatjiṯu pitjilta katu tjunkula pungkula Godanya ungkunytjikitjangku, munu panya nguwanpa wakaṟa iluntanu. Ka nganaṉa tjukurpa nyangatja kulintjatjanungku kulini panya mulapa paluṟu kutjaraṯu kuliningi mulamularingkunytja munu wangaṉarangku kuliṟa palyantja. 
JAS.2.23	Ka tjukurpa nyanga paluṟu nyiringka ngaṟanyi iriti walkatjunkunytja nyanga alatji,
JAS.2.23	“Aipuṟamanya mulamularingu Godaku. Ka nyara palulanguṟu Godalu palunya mulamularingkunyangka nyakula tjukaṟurunmankula walytjanmanu.” 
JAS.2.23	Munu Godalu Aipuṟamanya wangkangu, “Nyuntu ngayuku maḻpa nyinanyi, walytja mulapa.” 
JAS.2.24	Ka aṟa nyanga palulanguṟula uti nintiringama munula Godaku mulamularingkunytjatjanungku wangaṉarangku kuliṟa tiṯutjarangku palyanma wiṟu tjuṯa kutju. Ka nyara palulanguṟulta Godalu nganaṉanya walytjanmankuku nganaṉa mulamularingkunyangka nyakula munu tjukaṟurungku wiṟu tjuṯa palyannyangka kuḻu.
JAS.2.25	Wanyuya kulinma minyma panya Rayapanya. Panya paluṟu wati tjuṯangka ngunti ngaripai. Palu nyara palulanguṟu paluṟu wati Godaku walytja kutjara kutitjuṟa kanyiningi wati nguratja tjuṯangku iluntankunytjaku-tawara. Munu pulanya minyma paluṟu nintinu iwara kutjupawanu kumpiṟa ankunytjaku. Ka Godalu nyangu minyma nyara paluṟu wiṟuṟa aṯunymankunyangka, munu palunya walytjanmanu palula miṟangka wiṟuṟa palyannyangka.
JAS.2.26	Kaya nyangatja kulinma panya aṉangu kurunpa wiya puṯu wanka nyinapai munu paluṟu ilupai alatjiṯu. Ka palu puṟunypa aṉangu kutjupangku mulamularingkunytjatjanungku wiṟu tjuṯa palyalwiyangku wantira ilunytja puṟunypa nyinanyi. Ka nyura uti mulamularingkunytjatjanungku wantinytja wiyangku wiṟu tjuṯa palyalkatima.
JAS.3.1	Walytja tjuṯa, wanyuya kulila. Panya Godalu aṉangu nintilpai tjuṯa puḻkaṟa alatjiṯu nyanganyi palumpa tjukurpa tjukaṟurungku nintinnyangka ngurkantankunytjikitjangku. Ka nyara palulanguṟu nyura uwankarangku tjukurpa nintintjikitja mukuringkunytja wiyangku wantima, ka tjarangku kutju nintinma aṯatjuṟa kuliṟa. Panya Godalu nintilpai tjuṯa puḻkaṟa nyanganyi aṉangu kutjupa tjuṯangka waintaṟa. 
JAS.3.2	Nganaṉa kutjupa-aṟa uwankarangku kura palyalpai. Palu panya aṉangu palya mulapa nyanga alatji nyinapai paluṟu kutjupa tjuṯa kuralpai wiya munu kampangkaṯu wangkapai wiya, wiṟu kutju wangkapai. Uwa, aṉangu paluṟu wiṟu kutju wangkarampa palyanyku tjukaṟuru nyinapai. Kala uti palu puṟunypaṯu tjaḻinypa uriṟa wiṟu kutju wangkama.
JAS.3.3+JAS.3.4+JAS.3.5	Palu tjaḻinypa panya nyanytjuku puṟala puṟunypa, panya watingku nyanytju tjaangka puṟala tjunkupai, ka nyanytjungku wangaṉarangku kulilpai wati paluṟu ilaṟa pinkurtjingannyangka. Puṟala paluṟu tjukutjuku, palu nyanytju puḻkanya puṟalangku pinkurtjingalpai. Ka palu puṟunypa nganampa tjaḻinypa tjukutjukuṯu ngaṟanyi, palu tjukutjuku nyanga paluṟu wangka puḻkalpai, ka puḻkaringkula lipiringkupai, ka aṉangu tjuṯangku kulilpai.
JAS.3.3+JAS.3.4+JAS.3.5	Munuya pauta kuḻu palu puṟunypa kulila. Panya pauta nyara paluṟu puḻka, palu wati kutjungku uṟungka pinkurtjingaṟa katiṟinkupai paluṟu mukuringkunytjitjakutu. Panya paluṟu maḻarkunguṟu puṉu tjukutjuku uritjingalpai, ka puṉu tjukutjuku paluṟu pauta panya puḻkanya pinkurtjingalpai. Ka palu puṟunypaṯu nganampa tjaḻinypa tjukutjukuṯu ngaṟanyi, palu tjukutjuku nyanga paluṟu wangka puḻkalpai, ka aṉangu tjuṯangku kulilpai.
JAS.3.6	Wanyuya kulila waṟu ngapartji. Panya purku tjukutjuku puuṟa tilinnyangka tilingaṟala puḻkaringkupai. Ka palu puṟunypa nganaṉa tjaḻinypa tjukutjuku uriṟa wangkanyi, ka wangka puḻkaringanyi, ka panya aṉangu tjuṯangku kulini. Ka mamungku panya tjaḻinypa kura tjuṯa wangkanytjaku palyalpai, ka wangka paluṟu waṟu puṟunytju lipiringkula aṉangu tjuṯa kuralpai.
JAS.3.7	Munu kuka tjuṯa kuḻuya ngapartji kulila. Panya kuwaripatjaranguṟu aṉangu tjuṯangku kuka kutjupa kutjupa tjuṯa witiṟa nintiningi tjuḻpu, liru, uṟutja tjuṯa kuḻukuḻu tjananya wangaṉarangku kulintjaku, ka kuwari nintintjaku ngaṟanyiṯu. 
JAS.3.8	Palu wanyu kulila. Kutjupangku tjaḻinypa nyangatja nintintjaku ngaṟanyi? Wiya alatjiṯu. Kutjupangku puṯu nintini tjaḻinypa nyanga palunya wiṟu tjuṯa kutju wangkanytjaku. Panya tjaḻinypa nyangatja kura puḻkatjara aṉangu mukuringkunyangka tiṯutjara urira wangka puḻkalpai munu aṉangu iluntankupai alatjiṯu, panya lirungku patjaṟa iluntankupai, palu puṟunypa.
JAS.3.9	Ka nganaṉa kutjupa-aṟa tjaḻinypa uriṟa Mayatja Godanya waḻkulpai, munula piṟuku aṉangu tjuṯa warkipai tjaḻinypa panya palunya urira, aṉangu panya Godalu palunya puṟunypa nyinanytjaku paluntja tjuṯa. 
JAS.3.10	Ka alatji palya wiya. Uti nganaṉa palya munu kura tjunguṟa wangkawiyangku wantima. 
JAS.3.11	Panya warngalyku kutjunguṟu mina palya munu kura tjungu pakalpai wiya. 
JAS.3.12	Ka palu puṟunypa mai alipa tjuṯa puṉu iḻingka pakalpai wiya, munu iḻi tjuṯa puṉu kiṟipitjangka pakalpai wiya alatjiṯu. Nganaṉa mina palya puṯu mantjilpai mina tjaltutjaranguṟu. Kala uti aṟa nyanganpa kulintjatjanungku tjaḻinypa uriṟa palya munu kura tjunguṟa wangkawiyangku wantima.
JAS.3.13	Aṉangu kutjupa wanyu nyuralanguṟu nintipuka nyinanyi tjukaṟurungku kulilpai? Munu uti paluṟu tjukaṟuru nyinama, munu aṉangu uwankaraku mukuringama munu pukuḻṯu alpamilanma kurunpa tjaṟuringkula, kaṉany-kaṉanyarira walytjangku mirawaṉinytja wiyangku. Ka nyara palulanguṟu kutjupa tjuṯangku nyakula kulilku, “Mulapa paluṟu nintipuka nyinanyi, tjukaṟurungku kulilpai.”
JAS.3.14	Palu tjinguṟu nyura aṉangu kutjupa tjuṯaku nyakula rawa nyaṟaringkupai munu tjananya kuranmankupai. Munu tjinguṟu nyura aṉangu ngaḻṯutjara nyakula kutjupa kutjupa nyura kanyintja ungkunytja wiyangku ngurtjungku kanyilpai. Munu tjinguṟu nyura alatji mukulya wiya nyinara kaṉany-kaṉanytju wangkara walytjangku wiṟunmankupai palya-palku nyinara. Palu wiya, nyangatja kura. Uti nyura mukulya wiya nyinanytjatjanungku ngunti walytjangku mirawaṉiwiyangku wantima munuyanku tjukaṟurungku kulinma. 
JAS.3.15	Godalu wanyu nyuranya nintinu alatji kulintjaku? Wiya alatjiṯu. Nyangatja nyura mamungka kuliṟa nintiringu aṟa mantatja, panya mamungku alatji nintilpai, Godalu wiyangku. 
JAS.3.16	Panya aṉangungku walytjangku puḻkanmaṟa kutjupa tjuṯaku nyaṟaringkula pikaringkunyangka pika paluṟu lipiringkupai aṉangu winkingka, ka nyara palulanguṟu kura puḻkaringkupai.
JAS.3.17	Palu panya Godalu nintipuka puḻkangku nganaṉanya nintilpai palya mulapa nyinanytjaku pukuḻpa kalypa mulapa aṉangu tjuṯangka tjungu. Nyara paluṟu kutjungku nintilpai aṉangu tjuṯangka purkaṟangku kulintjaku, munu kuranyitja tjuṯangka wangaṉarangku kulintjaku munu tjungungku palyantjaku, munu ngaḻṯunytjungku aṯunymaṟa kanyintjaku, munu aṉangu uwankaraku puḻkaṟa mukuringkunytjaku tjara wantinytja wiya, munu wangkara kalkuntjatjanungku tjukaṟurungku palyantjaku, tjaangku kutju wangkanytja wiyangku. 
JAS.3.18	Uwa, Godalu kutjungku nganaṉanya nintilpai aṉangu tjuṯangka tjunguringkula pukuḻpa kalypa nyinanytjaku. Ka nganaṉa aṉangu tjuṯa ngapartji-ngapartji pikaringkunyangka markulku pika wantira kalypa nyinanytjaku. Kaya palulanguṟu kalyparingkula pukuḻpa tjungu nyinaku Godalu nyakula pukuḻarinytjaku.
JAS.4.1	Nyaanguṟu nyuranku pikaringkula pungkula waṉinyi, nyaa-tjiratjangku? Munta tjinguṟu nyura alatji tiṯutjara pukuḻpa-palku nyinanytjikitja mukuringanyi munu nyura ngunti tiṯutjarangku kura palyalpai nyuranku pukuḻmankunytjikitjangku. 
JAS.4.2+JAS.4.3	Panya nyura aṉangu kutjupangku kutjupa kutjupa tjuṯa kanyinnyangka nyakula mukuringkupai munu nyura aṉangu panya palunya iluntankupai palumpa kutjupa kutjupa tjuṯa mantjintjikitjangku. Munu nyura aṉangu kutjupa tjuṯaku kuḻu nyakula nyaṟaringkupai panya nyura aṉangu nyara paluṟu tjana puṟunytju wiṟu tjuṯa kanyintja wiya. Nyara palulanguṟu nyura pikaringkula tiṯutjarangku ngaparku wangkapai.
JAS.4.2+JAS.4.3	Palu nyaanguṟu nyura pala mukuringkunytja palunya puṯu mantjini? Wiya, nyura Godala tjapintja wiyangku wantira puṯu mantjini. Munta tjinguṟu nyura Godala tjapini, palu Godalu nyuranya kulintja wiyangku wantinyi, panya nyura tjinguṟu nyuranku kutju walytjangku tjapini walytja pukuḻarinytjikitjangku.
JAS.4.4	Mulapa nyura Godanya wantinyi. Nyara palulanguṟu nyura mantatja kura kutjupa kutjupa tjuṯaku mukuringkula Godaku kuraringkupai. Nyura panya watingku kuri wantikatinytja puṟunypa nyinanyi, panya paluṟu kuri wantira kutjupa tjuṯangka ngaripai, palu puṟunypa nyura Godanya wantikatira kutjupa tjuṯangka tjunguringkupai. Munu nyura kura tjuṯangka ngunti pukuḻarinytjikitja mukuringkula Godaku kuraringanyi munu palumpa maḻpa nyinanytja wiyaringanyi. 
JAS.4.5	Panya nyiringka Godaku tjukurpa tjukaṟuru ngaṟanyi munu tjakultjunanyi alatji Godalu palumpa panya kurunpa nganaṉala nyinanytjaku tjunkunytjatjanu nyaṟaringkupai nganaṉa kutjupa tjuṯangka kulinnyangka palula kutju kulintja-tjiratja. Panya paluṟu mukuringkupai nganaṉa palula kutju kulintjaku. Munu nganaṉa kutjupa tjuṯangka kulinnyangka paluṟu pukuḻaripai wiya. 
JAS.4.6	Godanya ngaḻṯunytju mukulya puḻka mulapa tiṯutjara nyinanyi munulanya kanyini. Panya ngaṉmanytju nyiringka walkatjunkunytja ngaṟanyi alatji, “Aṉangu kaṉany-kaṉanyarinyangka Godalu kulintja wiyangku wantipai, palu paluṟu ngaḻṯunytjungku kanyilpai kurunpa tjaṟuringkula kaṉany-kaṉanypa wiyangku kulinnyangka.”
JAS.4.7	Ka nyura uti nyanga palulanguṟu Godalu wangkanyangka wangaṉarangku kuliṟa palyanma. Munu mamungku wangkanyangka kulintja wiyangku wantima. Ka mamu paluṟu nyuranya puṯu wituwituṟa mapalku wantikatira ankuku nyuralanguṟu. 
JAS.4.8	Ka nyura Godala ilaringkunyangka paluṟu ngapartji nyurala ilaringkukuṯu. Kaya kura wantira kampa kutjaparira Godanya kutju kuliṟa mulamulangku waṉanma. 
JAS.4.9	Puḻkaṟaya piiwiyariwa kura tjuṯa palyantjatjanu munuya kuranguṟu pukuḻarira ikaringkunytja wiyangku wantima munuya puḻkaṟa kuṉṯaringkula tjituṟu-tjituṟurira ulama. 
JAS.4.10	Kulilaya, uti nyura Mayatja Godala miṟangka kaṉany-kaṉanyarinytja wiya tjukutjukuringama, ka nyuranya paluṟu nyakula pukuḻarira puḻkanma.
JAS.4.11	Nyura uti Jesuku walytja tjuṯangku walytja kutjupa tjuṯa nyakula kuranmankuwiyangku wantima. Panya nyura tjukurku nintingku-palku Jesuku walytja kutjupa tjuṯa kura ngurkantaṟa Godaku tjukurpa kuraṉi. Munu nyura tjinguṟu kulini tjukaṟurungku wangkara-palku. Palu wiya, nyura Godaku tjukurku mayatja wiya. Nyurampa ngaṟanyi mulamularingkula palunya kutju waṉantjaku, kaya ngunti mayatjarira Jesuku walytja kutjupa tjuṯa kuranmankuwiyangku wantima. 
JAS.4.12	Panya Godanya kutju nyinanyi tjukurpa tjunkunytjatjanu, munu paluṟu kutjungku ngurkantaṟa wangkaku tjukaṟuru munu kura nyinanytjanguṟu. Munu paluṟu kutjungku tjara wankalku, munu tjara wiyalku. Nyanga alatji paluṟu kutjungku palyalku. Ka nyura nyaaku mayatjangku-palku ngurkantaṟa kuranmananyi aṉangu kutjupa tjuṯa, panya nyura nyakula ngurkantaṟa kuranmankunytjaku wiya ngaṟanyi.
JAS.4.13	Ala, wanyuya kulila, panya nyura kutjupa kutjupa tjuṯatjara ankupai ngura tjuṯakutu tjalamilaṟa mani palyantjikitja. Munu nyura wangkapai alatji, “Munta-uwa, kuwarila ma-wirkananyi munta tjinguṟula mungawinki ngura pala palula wirkankuku. Munula pala palulalta nyinaku yiya kutju tjalamilaṟa mani puḻka palyantjikitja.” Alatji panya nyura ngaṉmanytju wangkara tamalmankupai. 
JAS.4.14	Palu kulilaya, alatji wangkawiyangkuya wantima. Nyura ngurpa. Tjinguṟu nyura ngunti wangkaku, ka mungawinki wiya ngaṟaku, panya nyura watarku wangkapai nintingku-palku. Palu nyuntu nganaṉa uwankara aṟuma puṟunypa, panya aṟumangku puḻi angatjunkupai munu mapalku wiyaringkupai, nyara palu puṟunypala nyinanyi wanka tjukutjukutjara munula mapalku wiyaringkupai. 
JAS.4.15	Ka nyanga palulanguṟu nganaṉa uti alatji wangkama, “Wiya, Godanya mukuringkunyangka kutju ngayulu wanka nyinaku munuṉa ngura kutjupa tjuṯakutu ankula palyalku, ngayulu mukuringkunytjitjangka wiya.” 
JAS.4.16	Wiya, utilanku nintingku-palku kaṉany-kaṉanytju ngaṉmanytju wangkawiyangku wantima, panya alatji wangkanyangka Godanya pukuḻaripai wiya.
JAS.4.17	Tjinguṟu aṉangungku nintingku kulini tjukaṟuru nyinanytjikitjangku, palu nyara paluṟu tjukaṟurungku palyantja wiyangku wantira paluṟu Godala tungunpunganyi, ka Godalu ngurkantananyi palumpa kura.
JAS.5.1	Kuwariṉa nyurala wangkanyi mani puḻkatjara tjuṯangka. Nyura uti puḻkaṟa ulama, panya ngula nyurala tjituṟu-tjituṟu puḻka wirkankuku. 
JAS.5.2+JAS.5.3	Panya nyura kuwari kanyintja uwankara wiyaringkuku tiṯutjara ngarinytja wiya. Ka nyurampa mai tjuṯa uṉaringkuku, munu nyurampa mantara wiṟu tjuṯa akulyungku ngalkuku, munu nyurampa mani tjiilpa gold kuḻu kuraringkuku. Ka nyura nyanganpa utiringkunyangka nyakula kulinma panya Godalu nyuranya waṟu puḻka puṟunytju wiyalku alatjiṯu. Nyanga alatjiriku panya nyura wiṟu tjuṯa mantjiṟa ngurtjungku kanyiningi munu nyuranku kutju pukuḻmanangi. Ka nyara palulanguṟu nyurampa kuwaringuṟu alatjiṯu ulanytjaku ngaṟanyi.
JAS.5.4	Ka panya nyurampa ngurangka nyura wati tjuṯa tjunkupai waṟkarinytjaku munu nyura kalkulpai mani ungkunytjikitjangku uwankara palyaṟa wiyannyangka. Munu nyura waṟka uwankara palyaṟa wiyannyangka mani tjukutjuku tjananya ungkupai, panya nyura tjananya ngunti kalkuṉu tjukaṟurungku ungkunytjikitjangku-palku. Kaya nyara palulanguṟu waṟkaripai panya tjuṯa kurunpa tjituṟu-tjituṟurira kuliṟa ulangi, “Kuraṟalanya ungu.” Ka panya Mayatja Godalu tjananya ulanyangka kuliṟa nyanganyi alatjiṯu munu witulya puḻkangku nyurampa tjituṟu-tjituṟu puḻka palyalku.
JAS.5.5	Palu panya nyura nyanga mantangka nyinara kutjupa kutjupa wiṟu tjuṯa mantjiṟa kanyilpai nyura kutju pukuḻpa nyinanytjikitjangku. Palu alatji nyinara nyura Godanya mirpaṉpa palyaṉi, ka ngula paluṟu tjiṉṯu maḻatjangka nyuranya kura nyakunytjatjanungku ngurkantaṟa tjaraṟa ngura kurangka waṉiku. 
JAS.5.6	Nyangatja kuḻuya kulinma. Panya aṉangu kutjupa tjuṯa wiṟuṟa palyanyku nyinanyi, palu nyura kura nyinara tjanampa kuraringkula tjananya ngukalpai wiyanguṟu alatjiṯu, kaya paluṟu tjana puṯu wiyanmankupai. Palu nyura tjananya tungunpungkula wangkara iluntankupai alatjiṯu. Ka nyara palulanguṟu nyuranya Godalu kura ngurkantaṟa wiyalku ngapartji.
JAS.5.7	Ngayuku walytja tjuṯa, kulinmaya. Aṉangu kutjupa tjuṯangku nyuranya anaṟa kuraṟa pungkunyangkaya ngapartji wangkawiyangku wantima. Palu pilunpa purkaṟaya nyinama kaar-kaararinytja wiya, munuya rawangku pukuḻṯu aḻa-aḻangku paṯanma Mayatjanya maḻaku pitjanytjaku. Wati panya kaana kanyilpai kulila. Panya paluṟu uṉinypa tjuṯa tjunkula waṉaṟa wantipai mantangka. Munu paluṟu nyinara paṯalpai minangku puyiṟa uṉinypa panya palunya tjananya pakaltjingantjaku. 
JAS.5.8	Ka nyara palu puṟunypa nganaṉa rapa pukuḻpa paṯantjaku ngaṟanyi pakuringkunytja wiya, panya Mayatjanya mulapa pitjaku kuwari nguwanpa.
JAS.5.9	Nyuranya kutjupa tjuṯangku kurannyangkaya ngapartji wangkawiyangku wantira pukuḻpa nyinama nyuranya kuḻu Godalu kura ngurkantankunytjaku-tawara. Panya Mayatjanya waṯalpi ilaringanyi nganaṉanya ngurkantankunytjikitja. 
JAS.5.10	Kulinmaya wati panya wangkatjara tjuṯa iriti nyinanytja. Nyara paluṟu tjana panya Mayatjaku tjukurpa wangkangi, kaya aṉangu tjuṯangku tjananya kuraṟa pungangi munu pikantanangi, kaya wantinytja wiyangku tungun-tunguntu alatjiṯu Godanya waṉaningi. Ka nganaṉa ngapartji palunya tjananya arkaṟa Godanya waṉantjaku ngaṟanyi. 
JAS.5.11	Panya nganaṉa wati wangkatjara tjuṯa kulintjatjanungku wangkapai alatji, “Wati nyaranpaya tjukaṟuru mulapa pukuḻpa nyinangi.” Munu panyala wati Tjuupanya kuḻu kulini.
JAS.5.12	Walytja tjuṯa, nyangatjaṉa tjukurpa puḻka mulapa nyurala wangkanyi kaya purkaṟangku kulinma. Panya aṉangu kutjupangku tjukaṟurungku wangkanytjikitja mukuringkula alatji wangkapai puṯu mulamularingkunytjaku-tawara, “Tjukaṟurungkuṉa wangkanyi Godala miṟangka.” Ka kutjupangku ngapartji palu puṟunypaṯu puṯu mulamularingkunytjaku-tawara tjinguṟu alatji wangkapai, “Ilkaṟitja tjuṯaya ngayuku ninti. Kaṉa tjukaṟurungku wangkanyi.” Ka piṟuku kutjupangku palu puṟunypaṯu wangkapai alatji, “Ngayuku mantatja tjuṯaya ninti. Kaṉa nyurala tjukaṟurungku wangkanyi.” Palu nyangatja palya wiya. Uti nyura ini ilkaṟitja mantatja kutjupa kutjupa tjuṯa tjunguṟa wangkawiyangku wantima. Munu nyura tjukaṟurungku wangkanytjikitja mukuringkula uwanmanama kutju munu wiyanmankunytjikitja mukuringkula wiyanmanama kutju. Palu nyura ini kutjupa tjuṯa tjunguṟa wangkanyangka Godalu nyuranya kura ngurkantankuku.
JAS.5.13	Tjinguṟu aṉangu kutjupa nyuralanguṟu tjituṟu-tjituṟu puḻka nyinanyi kura kutjupa kutjupa palula utiringkunyangka. Uti paluṟu Godala tjapinma palunya alpamilantjaku. Ka tjinguṟu kutjupa nyuralanguṟu pukuḻpa nyinanyi. Uti paluṟu inma tjuṯa inkara Godanya waḻkunma. 
JAS.5.14	Ka tjinguṟu kutjupa nyuralanguṟu pikatjararingkula ngarinyi. Uti paluṟu aṉangu kutjupa iyanma wati aṯunymankupai tjuṯa ankula aḻṯinytjaku tjana pitjala palumpa Godala tjapintjaku. Kaya pitjala palula uwila tjutiṟa maṟa tjunkula Mayatja Jesula tjapilku palunya palyaṟunguntjaku. 
JAS.5.15	Panya tjana puḻkaṟa Godaku mulamularingkula tjapinnyangka aṉangu nyara pikatjara Godalu mulapa palyaṟungulku. Tjinguṟu aṉangu nyara paluṟu kura kutjupa kutjupa palyantjatjanu pikatjararingu, ka Godalu tjapinnyangka palunya kalypangku wantiku paluṟu kura palyantjitjanguṟu. 
JAS.5.16	Palulanguṟu nyura uti kura palyantjatjanungku piiwiyaringkula Jesuku walytja kutjupangka tjakultjunama, munu nyara palulanguṟu nyura Godala tjapinnyangka paluṟu nyuranya pikatjara ngarinyangka palyaṟungulku. Panya Godalu kulilpai aṉangu wiṟu tjukaṟuru nyinapaingku palula tjapinnyangka munu palumpa puḻka mulapalta palyalku.
JAS.5.17	Nyura ninti wati panya Ilaitjaku. Wati nyara paluṟu panya aṉangu nganaṉanya puṟunypa alatjiṯu. Paluṟu panya iriti nyinangi Godaku walytja munu paluṟu Godala tjapinu mina iyantja wiyangku wantinytjaku. Ka Godalu mulapaṯu kulinu palunya munu mina iyalwiyangku wantingu. Ka yiya maṉkurpa minangku puyintja wiya rawa ngaṟangi. 
JAS.5.18	Munu nyara palula maḻangka Ilaitjalu piṟuku Godala tjapinu mina iyantjaku. Ka mapalkungku alatjiṯu minangku puyinu ka mai tjuṯa mantangka pakaṉu. Ka nganaṉa nyanga palulanguṟu nintiringkunytjaku ngaṟanyi, panya aṉangu tjukaṟuru nyinapaingku tjapinnyangka Godalu kuliṟa palyalpai puḻka mulapa.
JAS.5.19+JAS.5.20	Walytja tjuṯa kulinmaya! Tjinguṟu kutju nyuralanguṟu Jesuku walytja iwara palumpa wantira iwara kutjupangka ankuku, kurangka. Ka nyura uti nyakula palunya arkaṟa alpamilaṟa aḻṯima Jesulakutu maḻaku pitjanytjaku, ngula palunya Godalu ngurkantaṟa paiṟa iyantjaku-tawara. Ka tjinguṟu paluṟu kuliṟa mulapa maḻaku aṟuringkuku, ka Godalu palunya kura tjuṯa palyantjitjanguṟu kalypangku pungkuwiyangku wantiku, ka paluṟu kaṟalyarira wankaringkuku.
1PE.1.1	Uwa, Jesuku walytja tjuṯa, ngayuluṉa Peternya Jesuku Christaku tjukurtjara panya paluṟuṉi wituṟa iyaṉu tjukurpa palumpa aṉangu tjuṯangka wangkanytjaku. Kaṉa lita nyangatja nyurampa walkatjunanyi Jesuku walytja tjuṯaku. Panya nyuranya Godalu ngurkantanu palumpa walytja nyinanytjaku. Palu panya aṉangu tjuṯangku nyuranya rawangku kuraṟa pungkunyangka nyura ngura walytja wantikatira ngura malikitja tjuṯakutu anu Puntula, Kalaitjiyala, Kapatu-tjiyala, Aitjala munu ngura panya Pitjinila tjanalakutu. Kaṉa nyangatja palulanguṟu nyurampa lita walkatjunanyi. 
1PE.1.2	Panya Mama Godalu nyuranya ngaṉmanytju kulintjatjanungku ngurkantanu palumparinytjaku, ka panya Kurunpa Miḻmiḻṯu nyuranya palyaṉu palumpa walytjaringkunytjaku. Ka nyara palulanguṟu Godaku walytjaringkula nyura Jesula Christala wangaṉarangku kulini munu nyura Godala kalypa nyinanyi, panya Jesunya nyurampa ngalkilpa ilura milkaḻi tjuṯingu, ka milkaḻi nyara paluṟu tjutinytjitjangka Godalu nyuranya kalypangku pungkuwiyangku wantingu.
1PE.1.2	Ka Godalu nyuranya tiṯutjarangku mukulyangku kanyinma munu nyuranya kurunpa rapaṟa pukuḻmanama.
