MAT.1.1	Baa arrittiaa Yeesu Krĩstõ halaangatõõ cĩ habu Daavide
GEN.39.12	Ma ho, aku hinnia aggam ngaa nicciee Yothebo cẽrẽm pik nẽ ĩĩnnĩk, “Ijjia hõõt hatagguuth hõdẽĩ.” Ma nĩngaata, appũrccaak hinnia Yothebo ngaa cĩ makayyioohit cĩnnĩ ho cẽrẽm noho pũrũc nẽ ukul ũũk battaala.
GEN.39.13	Ma baa adtuuha ngaa nicciee ngaatĩ appũrccaakĩ Yothebo cẽrẽm cĩnnĩ athĩnĩĩ cĩgĩnnĩg ko, 
GEN.39.14	ũtũvva dticcianniook cĩg halang cĩnnĩ vẽlẽk nẽ ĩĩnnĩk, “Ĩcĩnĩt nõõ! Aaĩ occa gõõng Ebereeiniti ciee nẽ idiim aara hĩĩ ngaa cĩnnĩ inni? Aku aduknaaka ngaati noho nẽ aggamaanĩ, nĩngĩtĩ hoꞌngonyoonna nẽ hũppũrũcaa cẽrẽm cĩnnĩ noho pũrũc, nĩngĩtĩ hõkõlẽẽkĩ luulu. 
GEN.39.15	Ma adtuuha hadtahi luulu ho, ulub ngaati noho puruth hũtũngeeka cẽrẽm cĩnnĩ ho ngaati.”
GEN.39.16	Nĩngĩtĩ iyyangꞌthĩ ngaa nicciee cẽrẽm cĩ Yothebo ho ĩꞌthõng hõbõda maac cĩnnĩ ĩĩcĩ baa õkõõĩ. 
GEN.39.17	Ma baa uppwaanna maac cĩnnĩ ho, ikia uduhaak ĩĩnnĩk, “Aaĩ occa gõõng appahaca aa nunni ĩĩn Ebereeinit ngaati hutuno? Aku ngaati noho nẽ idiim aara hĩĩ ngaa cĩnnĩ. 
GEN.39.18	Ma adtuuha hadtahi luulu ho, ulub ngaati noho puruth hũtũngeeka cẽrẽm cĩnnĩ ho ngaati.”
GEN.39.19	Ma athĩhĩ makayyioohiti cĩ Yothebo thõõth icci ho, ĩlĩĩlĩ hõdõhõk hẽẽng kak. 
GEN.39.20	Ma ꞌthẽk ko, aggam Yothebo nẽ ũũhĩ baabuuthaa ꞌcĩ gõõng ecebiini baabuuthnya cĩg habuuak.
GEN.39.20	Ma baa aarĩhoothĩk Yothebo baabuuthatõõ, 
GEN.39.21	ũũk ẽẽl Makayyioohiti ĩnõõnnõ nẽ accamana gẽrrẽẽt nẽ tarĩ aaꞌnyĩk ꞌgaalac ꞌcĩ ẽbẽk baabuuthnya buúk hĩĩ tarbal hĩ ĩnõõnnõ. 
GEN.39.22	Nĩngĩtĩ ẽbẽraanĩ ꞌgaalacĩ cĩ baabuuthnyanu ho Yothebo hĩĩ makayyioohit cĩ baabuuthnyanu, hĩ dtiic vẽlẽk ꞌcĩ adtican baabuuthnya. 
GEN.39.23	Ma baa ikia ĩĩ Yothebo makayyioohit cĩ baabuuthnyanu, iittiõõ authetĩ ꞌcĩ occa nga ommothiini ꞌgaalacĩ cĩ baabuuthnyanu tarĩ tõõ, hĩnĩngĩtĩ baa aaĩ Makayyioohiti Nyekuci hĩ Yothebo nẽ baa õvvõ dtiici vẽlẽk ꞌcĩ adtican nẽẽ jurrung.
GEN.40.1	Ma baa urutaa cĩ waathinniook ũgĩ, ikia ĩlĩĩlĩeek habuui cĩ Ijjibi eet ꞌcĩ gõõng aaꞌnyĩk ĩnõõnnõ mẽrtĩ, hĩ eet ꞌcĩ gõõng ĩwaadak ĩnõõnnõ ũbũnẽẽt. 
GEN.40.2	Baa alĩĩllĩk habuui ꞌgaala ꞌcĩg ĩĩn ꞌramma ho gẽrrẽẽt, 
GEN.40.3	nẽ aarĩk ĩhõõggõ baabuuthaa ꞌcĩ baa ababuuthaniini Yothebo, halaangatõõ cĩ ꞌgaalac ꞌcĩ ĩĩn bekioohit. 
GEN.40.4	Ma nĩngaata, ikia aaꞌnyĩk ꞌgaalacĩ Yothebo hũꞌthũũtĩ eet ꞌcĩg ĩĩn ꞌramma ho.
GEN.40.4	Ma urutaa cĩ waathinniook ũgĩ, 
GEN.40.5	iita ohonooꞌthi eeta cieeg adticanoothĩk habu cĩ Ijjibi ho ꞌrammaattĩg baalin umwa. Baa aꞌnyak honoothi cĩnĩĩng ko, thooꞌthiok cũũmõ cũũmõ.
GEN.40.6	Ma baa ammũdoothĩk Yothebo ĩhõõggõ loohoth cĩnnĩ ho, ammũdoothĩk hinnia ĩhõõggõ ommoꞌthi gẽrrẽẽt. 
GEN.40.7	Acĩn Yothebo hoti noho, nĩngĩtĩ ajini ꞌgaala cĩg habuuak annẽẽkĩ, “Aꞌngurruunyi aattĩ hatĩ ngagiit muumti kõr icci noho inni?”
GEN.40.8	Ẽdẽcĩ nẽẽg aĩ, “Iyyia hohonoothinna naag vẽlẽk ꞌrammaattĩg aabaal honoothinit ꞌcĩ ꞌrĩĩng nẽ aitioonneet ẽẽtĩ ꞌcĩ etereꞌtheet honoothi icci tõõ.”
GEN.40.8	Ma ho, ĩĩnnĩk Yothebo ĩhõõggõ, “Hõllõngaa nooyyia Nyekuc dioo ꞌcĩ occa ẽddẽẽbakeet thooꞌthiok ꞌcĩg aduha honoothiniti? Uduktaahaangu da honoothi cunuung ko.”
GEN.40.9	Ma hoti ho, iꞌthianaaĩ dticciannioohiti cĩ habuuo ẽdtẽbanaak Yothebo honoothinit cĩnnĩ ĩĩ, “Hohonooꞌthi hadtuuha hẽẽt cĩ viinoo, 
GEN.40.10	ꞌcĩ aꞌnyak taba iyyio. Ma hĩdĩĩkoothong, hĩcĩna accawan nẽ õddõngõt nĩĩcĩ noho. Ma tarĩ hĩdĩĩkoothong, ibbiira. 
GEN.40.11	Ma ho, hamacũeeha viino nicci hooppoaa cĩ habuuo, nĩngĩtĩ haaꞌnyĩkĩ ĩnõõnnõ hũhũd.”
GEN.40.12	Ẽdẽcĩ Yothebo ĩnõõnnõ anneek, “Acini taba ꞌcĩg ĩĩn iyyio ho, ĩthakꞌthoothĩk waathinniook ꞌcĩg ĩĩn iyyio. 
GEN.40.13	Nẽ waathinnioohĩĩ ꞌcĩg ĩĩn iyyio ho, amaannikii hatĩ nganiit habuui nẽ õõgaiina. Õõgannii hatĩ noho nẽ obodeeki dtiicaa baa nunni tarĩ nẽ hatĩ aaꞌnyĩhuu ĩnõõnnõ mẽrtĩ hĩbaa gõõng. 
GEN.40.14	Nẽẽthĩ, má ikia edeeꞌnyia thõõth ciee ĩĩ dĩdĩ, ma baaĩ nuun hataarroꞌthanĩ. Duhaaka baaĩ habu thõõth caannĩ horoong hatĩ õõgannaanĩ. 
GEN.40.15	ꞌYioko acĩnnaa haaĩ ngaati ho, baa haggammia looccaa cĩ Ebereei nẽ tarĩ ꞌyioko ikia haꞌngaaꞌnyoothĩha baabuuth haaga.”
GEN.40.16	Ma baa adtuuha tarĩ makayyioohiti cĩ eet ꞌcĩg atturroothĩk habu ngaatĩ ẽbẽanaanĩ Yothebo thõõth cĩ honoothi cĩ ꞌgõõnõnĩ jurrung ko, ikia ẽddẽẽbak nẽẽ buúk Yothebo honoothi cĩnnĩ ĩĩnnĩk, “Thĩĩk thĩ dako honoothi caannĩ ho buúk ẽlẽ. Hohonooꞌthi naa hatattadi lohoddwa iyyio cĩg ũbũneetu õõa. 
GEN.40.17	Lohodaa cĩ lokoru, baa abbĩꞌthĩĩ ũbũnẽẽta ꞌcĩg gõõng aduk habuui. Au hinnia avvucan hĩbaallĩ õõa caannĩ hĩĩ ꞌthĩĩ.”
GEN.40.18	Ẽdẽcĩ Yothebo anneek, “Ĩthakꞌthoothĩk lohoddwaana ꞌcĩg ĩĩn iyyio ho waathinniook iyyio. 
GEN.40.19	Ma waathinnioohĩĩ ꞌcĩg ĩĩn iyyio ho, õõgannii hatĩ nganiit habuui lĩĩlĩẽẽtta nẽ ẽttẽẽdaii õõ noho dtum nẽ irimith ẽlẽ cunni hẽẽtahujjieen hadahit hodobwaana.”
GEN.40.20	Ma waathinnioohĩĩ ꞌcĩg ĩĩn iyyio ho dĩdĩ, ikia aarĩk habuui karrama cĩ ammuhaanĩ nẽẽ kõr baa arrittiaanĩ, nĩngĩtĩ aku avvaanĩ ꞌgaala cĩgĩnnĩg vẽlẽk nẽ õõga makayyiook tĩko ꞌrammaattĩg hẽbẽrẽẽnnĩĩ cĩg ꞌgaala ꞌcĩg avva nẽẽ ho vẽlẽk. 
GEN.40.21	Ma nĩngaata, õbõdẽẽhĩ habuui makayyioohit gõõng aaꞌnyĩk ĩnõõnnõ mẽrtĩ dtiicaa baa nĩnnĩ. 
GEN.40.22	Ma ho, ikia itithing makayyioohit cĩ tukurrioohu hĩ baa aduha Yothebo dẽẽdẽ.
GEN.40.23	Ma ngaati, aku hinnia atarrothi makayyioohiti baa õbõdẽẽkĩ habuui dtiica Yothebo ũdũt.
GEN.41.1	Ma urutaa cĩ irkiꞌnyia ꞌramma, ikiaak habu honoothi umwaa ꞌcĩ ꞌrĩĩng. Ohonooꞌthi nẽẽ abĩlĩ dẽmẽtaa cĩ hidioo ꞌcĩ haĩ Naaĩl. 
GEN.41.2	Ma nĩngaata, udtuuha tĩĩn tũrkĩramma ꞌcĩg adĩhĩ hĩĩtõ lũlũlũlũ adukna hidiaatõõ nĩĩcĩ nẽ iita ẽgẽẽcõ dẽmẽta. 
GEN.41.3	Ma hĩdĩĩkoothong, udtuuha tĩĩn ũgĩ tarĩ tũrkĩramma ꞌcĩg dtõkõrĩk gẽrrẽẽt, adukna hidiaatõõ cĩ Naaĩlĩ nẽ iita ĩbĩlĩt ngadiiha hõbõktõ hĩ ꞌgõõnõgĩ ꞌcĩg abĩlĩ dẽmẽtaa cĩ hidioo ho. 
GEN.41.4	Ma ngaati, ĩtĩngaayyik tĩĩna ꞌcĩg dtõkõrĩk ko ꞌgõõnõgĩ ꞌcĩg adĩhĩ ho nẽ adahit hĩĩ lõõcĩ ꞌthĩĩ. Nĩngĩtĩ acĩnẽẽnĩ habuui.
GEN.41.5	Ma baa ohoddia habu ũꞌnyaaha tarĩ, ikia õhõnõõthĩ tarĩ. Ohonooꞌthi aattĩ adtuuha ooti tũrkĩramma cĩg haal ꞌcĩg accawana bahaalitooca hõdẽẽthõng. Baa abbiiri ooti ꞌcĩg ĩĩn tũrkĩramma hĩĩtõ tũdũddũng. 
GEN.41.6	Ma tarĩ ho, accawatta ooti ũgẽẽgĩ ꞌcĩg ĩĩn tũrkĩramma tarĩ ꞌcĩg atũũth ngõõtĩ ꞌcĩ uuhana ĩĩcĩ uruto. 
GEN.41.7	Ma hĩdĩĩkoothong, ĩtĩngaayyik ooti cĩg haalu ꞌcĩg uwwatan ko ꞌcĩg abbiiri, nĩngĩtĩ akuui ĩhõõggõ noho ũthaac ũthaac hĩĩ lõõcĩ ꞌthĩĩ. Nĩngĩtĩ acĩnẽẽnĩ habuui.
GEN.41.8	Ma loohoth cĩnnĩ, ĩĩ habu ꞌthĩnĩt cadũũng cadũũng, nĩngĩtĩ ĩꞌthõõĩ dticcianniook cĩgĩnnĩg hõõt huluttia ngarĩt hĩ ꞌgeeꞌnyiak vẽlẽk cĩg looc cĩ Ijjibi, hiita õlõõ cĩnnĩ. Ma nĩngaata, ẽdtẽbanaak habuui ĩhõõggõ honoothi cĩnnĩ ho. Ammũdeek hinnia hiꞌthihi eet umwa ꞌcĩ occa ẽbẽanaak ĩnõõnnõ thõõth cĩ honoothi cĩnnĩ ho ũdũt.
GEN.41.9	Nĩngĩtĩ ĩꞌngaannĩ makayyioohiti cĩ eet ꞌcĩg aaꞌnyĩk habu mẽrtĩ baa ooggiaa baabuutha nẽ ĩĩnnĩk habu, “Hummuhunootha naa ꞌthẽccan baa nannĩ kõr nicci. 
GEN.41.10	Baa aliillihi nii makayyioohit ꞌcĩ ĩwaad ũbũnẽẽt nẽ ĩlĩĩlĩeehaa nganĩĩt buúk nẽ aarĩheet baabuutha halaangatõõ cĩ makayyioohit cĩ bekioohu. 
GEN.41.11	Nẽ baa akuunakeet honoothi umwaa ꞌcĩ ꞌrĩĩng kõr umwa baal ngagĩĩt ꞌrammaattĩg. Baa aꞌnyak honoothiniti caannĩ thõõth cĩnnĩ ẽmmẽn nẽ aꞌnyak cĩ ꞌgoonona buúk thõõth cĩnnĩ ẽmmẽn. 
GEN.41.12	Nẽẽthĩ, baa ammũdeek aaĩ buuleniti umwaa ꞌcĩ ĩĩn Ebereeinit nĩngaata, ꞌcĩ baa ĩĩn appahaca cĩ Potivarẽ. Ma baa haduhaaka ĩnõõnnõ honoothi cĩnaang ko, ikia ẽbẽanaaheet thooꞌthiok cĩg honoothi cĩnaang ko. 
GEN.41.13	Ma waathinnioohĩĩ ꞌcĩg ĩĩn iyyio ho, ikia edeeꞌnyia thõõth tĩho ĩĩ dĩdĩ. Ikia obodeeka nii nganĩĩt dtiicaa baa nannĩ haau hĩĩ ꞌyioko ho nẽ itithinguu makayyioohit baa tukurrioohu hadaak.”
GEN.41.14	Ma athĩhĩ habuui thõõth icci hoti ho, ĩꞌthõ eet ũgĩ nĩĩcĩ noho hõõt hõõgta Yothebo baabuuthatõõ, hátĩ hikia hẽbẽanaak habu thõõth cĩ honoothi cĩnnĩ ho. Ma baa õõgta nẽẽg Yothebo, aanytĩk hũtũhũũca camũn cĩgĩnnĩg nẽ itihim ceremwa ꞌcĩg tẽllĩg hataman, nĩngĩtĩ õõĩ ĩnõõnnõ ĩĩcĩ õlõ cĩ habuuo.
GEN.41.15	Ma nĩngaata, ũũk ĩĩnnĩk habuui Yothebo, “Haꞌnyahi honoothinit ꞌcĩ aꞌnyaman eet vẽlẽk thõõth cĩnnẽẽnĩ. Ma ꞌcĩ hathiknii aĩ aga ngaatĩ occa ẽbẽanaanĩ honoothi ꞌcĩ aaĩ hoti.” 
GEN.41.16	Ẽdẽcĩ Yothebo habu anneek, “Hõllõngaa nganĩĩt ꞌcĩ hẽbẽanaakii thõõth icci ho. Nyekuc ꞌcĩ hatĩ ẽbẽanaaki thõõth cĩ honoothi cunni ho.”
GEN.41.17	Ma nĩngaata, iꞌthianaaĩ habuui uduha honoothinit cĩnnĩ ho ĩĩ, “Hohonooꞌthi habili dẽmẽtaa cĩ Naaĩlĩ. 
GEN.41.18	Ma nĩngaata, hĩcĩna tĩĩn tũrkĩramma ꞌcĩg adĩhĩ hĩĩtõ lũlũlũlũ adukna hidiaatõõ nĩĩcĩ nẽ iita ẽgẽẽcõ ĩhaõõnnĩtõõ. 
GEN.41.19	Ma urutaa cĩnnĩ, hudtuuha tĩĩn tũrkĩramma tarĩ ꞌcĩg dtõkõrĩk gẽrrẽẽt, adukna hidiaatõõ nĩĩcĩ dioo nẽ iita ĩbĩlĩt ngadiiha hõbõktõ hĩ ꞌgõõnõgĩ ꞌcĩg abĩlĩ dẽmẽtaa cĩ hidioo ho. Tĩĩn ũgĩ ꞌcĩg dtõkõrĩk ꞌcĩg nga hĩcĩn nganĩngĩtĩ harittiaanĩ. 
GEN.41.20	Ma ngaati, ĩtĩngaayyik tĩĩna ꞌcĩg dtõkõrĩk ko ꞌgõõnõgĩ ꞌcĩg adĩhĩ ho nẽ adahit hĩĩ lõõcĩ ꞌthĩĩ. 
GEN.41.21	Ma adak ꞌgõõnõgĩ niccig ꞌtẽl ko, hacini tarĩ aalla aꞌnyavvaaddi haauto hĩcĩ hatĩ nga hatarit ꞌgiimwa ũdũt.
GEN.41.22	“Ma urutaa cĩnnĩ, hõhõnõõthĩ tarĩ. Hohonooꞌthi aattĩ hadtuuha ooti tũrkĩramma cĩg haalu ꞌcĩg accawana bahaalitooca hõdẽẽthõng. Baa abbiiri ooti ꞌcĩg ĩĩn tũrkĩramma ho hĩĩtõ tũdũddũng. 
GEN.41.23	Ma hĩdĩĩkoothong, iita accawatta ooti ũgẽẽgĩ ꞌcĩg ĩĩn tũrkĩramma tarĩ ꞌcĩg uwwatanĩ, hĩnĩngĩtĩ baa aku atũũthĩ ngõõtĩ ꞌcĩ uuhana ĩĩcĩ uruto. 
GEN.41.24	Ma nĩngaata, ĩtĩngaayyik haala ꞌcĩg uwwatan ko ꞌcĩg abbiiri ho, nĩngĩtĩ akuui ĩhõõggõ noho ũthaac ũthaac hĩĩ lõõcĩ ꞌthĩĩ. Ma haduhaahi ngarĩt haini, hátĩ hẽbẽattaaha honoothinit caannĩ ho, ẽbẽka hinnia muguruur noho.”
GEN.41.25	Ma nĩngaata, ẽdẽc Yothebo habu ĩĩnnĩk, “Ĩĩn nganiit honoothiniti cunni ho hõdẽẽthõng. Uppulanaahi nganiit Nyekuci ꞌgii ꞌcĩ hatĩ õkõ adĩman nẽẽnĩ. 
GEN.41.26	Acini tĩĩn ꞌcĩg ĩĩn tũrkĩramma ꞌcĩg adĩhĩ hĩĩtõ lũlũlũlũ ho, ĩthakꞌthoothĩk irkiꞌnyia tũrkĩramma. Nẽ ooti cĩg haalu ꞌcĩg ĩĩn tũrkĩramma ꞌcĩg abbiiri hĩĩtõ tũdũddũng ko buúk, ĩthakꞌthoothĩk irkiꞌnyia tũrkĩramma buúk. 
GEN.41.27	Nẽ tarĩ tĩĩna ꞌcĩg dtõkõrĩk hĩ ooti cĩg haal ꞌcĩg uwwatan, hĩnĩngĩtĩ atũũth ngõõtĩ ꞌcĩ uuhana ĩĩcĩ uruto ho, ĩthakꞌthoothĩk irkiꞌnyia tũrkĩramma cĩg nyarõnaak.
GEN.41.28	“Thõõth aa huduhaahii naa nganiit habuu ẽlẽk ciee hiinnihii, uppulanaahi Nyekuci nganiit thõõth ꞌcĩ hatĩ õkõ adĩman nẽẽnĩ. 
GEN.41.29	Irkiꞌnyiaannĩĩ ꞌcĩg hatĩ ĩĩn tũrkĩramma, abatan hatĩ ꞌgẽẽn looc cĩ Ijjibi hũtũrũũr. 
GEN.41.30	Nẽẽthĩ urutaa cĩnnĩ, anũẽẽkĩ hatĩ irkiꞌnyia tũrkĩramma tarĩ cĩg nyarõn ꞌcĩ abathĩ dtẽc. Acũda hatĩ nyarõnĩ ciee looc ĩꞌthõng hataarriothĩ eeta irkiꞌnyia baag abatanĩ ꞌgẽẽn Ijjiba. 
GEN.41.31	Ataarrothi hatĩ eeta irkiꞌnyia baag abatanĩ ꞌgẽẽn, hĩnĩngĩtĩ maka hatĩ nyarõnĩ ꞌcĩ anũẽẽkĩ ho gẽrrẽẽt. 
GEN.41.32	Ẽttẽẽd Nyekuci thõõth icci ẽlẽk, ĩnõõ ꞌcĩ aaꞌnyi nganiit hõnõõthĩ tabattĩ ꞌramma ho habuu. Adtican hatĩ ꞌthẽk nẽẽ authet icci hĩdĩĩkoothong.
GEN.41.33	“Nẽẽthĩ ꞌyioko habuu, diima eet umwa ꞌcĩ aꞌnyak ꞌgẽẽnyĩth nẽ aaꞌnyĩhuu mĩĩ hĩĩ makayyioohit cĩ thõõth icci Ijjiba hũtũrũũr. 
GEN.41.34	Aꞌnyĩĩk habu haarĩk makayyiook cĩg lootu ꞌcĩg alũta haal ꞌcĩg õhõwa eeta Ijjiba vẽlẽk irkiꞌnyiaannĩĩ ꞌcĩg ĩĩn tũkĩramma ĩcĩg abatanĩ ꞌgẽẽn ko. 
GEN.41.35	Nẽ aꞌnyĩĩk ꞌthẽk makayyiook tĩko makaaꞌthĩt cĩ habuuo ꞌcĩ alũtaanĩ haal irkiꞌnyiaannĩĩ ꞌcĩg nga abbiirri lõõcĩ ho nẽ athaddieek ĩragẽẽt ꞌtaaũnnioohĩ. 
GEN.41.36	Aꞌnyĩĩk haal niccig hẽrẽẽcõ irkiꞌnyia ꞌcĩg ĩĩn tũrkĩramma ꞌcĩg hatĩ adhukiaakĩ nyarõnĩ looc cĩ Ijjibi ho, hátĩ hiittiõõ nyarõnĩ hõllõngaa acũda looc.”
GEN.41.37	Baa adtuuha habuui hĩ ꞌgaala cĩgĩnnĩg thõõth icci aaĩ hĩcĩ abũnnaa. 
GEN.41.38	Nĩngĩtĩ annẽẽkĩ habuui ꞌgaala cĩgĩnnĩg ko vẽlẽk, “Aitiõõ ẽẽtĩ umwaa ꞌcĩ occa ũũlũ thõõth icci ꞌcĩ ĩllõõan Yothebo tõõ, hĩnĩngĩtĩ aggameek Lorii cĩ Nyekuci ĩnõõnnõ aꞌthiit.” 
GEN.41.39	Ma ngaati noho, uduhaak habuui Yothebo ĩĩnnĩk, “Nyekuc ꞌcĩ eterꞌtheeki nganiit gaa thooꞌthiok iccig ko. Aitiõõ ẽẽtĩ umwaa ꞌcĩ ẽggẽẽnyĩth haau hĩ nii tõõ. 
GEN.41.40	Hẽbẽraaii naa nganiit ĩĩ makayyioohit cĩ õlõ caannĩ nẽ athikni hatĩ gõõng eeta cĩg õlõ caannĩ vẽlẽk nganiita. Nganiit hatĩ ꞌcĩ anũeeka nganĩĩt dtaabawa cĩ makaaꞌthĩtõõ.” 
GEN.41.41	Nĩngĩtĩ annẽẽkĩ habuui Yothebo, “Hẽbẽraaii naa nganiit kõr nicci iinu ꞌgaalac cobbi looccaa cĩ Ijjibi ho vẽlẽk.”
GEN.41.42	Nĩngĩtĩ appũrccaanĩ habuui maccĩreenit cĩ makaaꞌthĩtõõ
GEN.41.43	Ma ho, aaꞌnyĩk habuui Yothebo huꞌthuhan nyangõõllẽẽ ꞌcĩ agurut ꞌgadiggadi ꞌcĩ anũẽẽkĩ cĩnnĩ nẽ awacahit eeta ĩĩtõ, “Ẽꞌnyẽẽktĩ, ũtũngtẽẽhĩ Yothebo ꞌgõõl, hĩnĩngĩtĩ ĩĩ nẽẽ ꞌgaalac cĩ Ijjibi.” Ẽbẽra habuui ĩnõõnnõ hĩĩ ꞌgaalac cĩ Ijjibi hũtũrũũr.
GEN.41.44	Ma uruta, ikia ĩĩnnĩk habuui Yothebo, “Tananga hĩĩnĩ habu, hiꞌthihi hatĩ eet ꞌcĩ adtican ꞌgii umwa hode ꞌcĩ õvvõ tahatak looccaa cĩ Ijjibi ho hatĩ nga duha niina.” 
GEN.41.45	Nĩngĩtĩ akannẽẽkĩ habuui Yothebo ꞌthaar ꞌcĩg haĩ Thavẽnath Panẽa nẽ ũꞌthũwanaak bũhẽẽc ꞌcĩ haĩ Athẽnath. Baa ĩĩn bũhẽẽcĩ ciee tĩnaatĩ ngarĩ umwa ꞌcĩ haĩ Potivẽra paadĩr cĩ ꞌtaaũn cĩ Õõnĩ.
GEN.41.46	Baa ĩĩn Yothebo irkiꞌnyia hẽẽn iyyio baa irkit ꞌcĩ eberriaanĩ hĩĩ makayyioohit ko. Ma ngaati, ĩtĩnga nẽẽ ũtũngeek habu nẽ ũũk õtõõĩ looc cĩ Ijjibi hũtũrũũr. 
GEN.41.47	Baa abbiiri lõõcĩ gẽrrẽẽt irkiꞌnyiaannĩĩ ꞌcĩg ĩĩn tũrkĩramma, ĩbaag nga hikiaaĩ nyarõnĩ. 
GEN.41.48	Nẽ irkiꞌnyiaannĩĩ tĩko, baa alũta Yothebo haal Ijjiba hũtũrũũr nẽ athadeek ĩragẽẽtĩ ꞌtaaũnnioohĩ. Baa alũt nẽẽ haal nẽ aarĩk ꞌtaaũnaa ꞌcĩ õbõhõõ hĩ olooyyiok tĩko. 
GEN.41.49	Baa ocooddiaa ꞌgii ꞌcĩ haĩ haalit hẽtẽyẽẽhĩ haau hĩ hathaac haaga. Baa attĩman Yothebo haal ĩꞌthõng hanyamattõõ.
GEN.41.50	Ma baa nga hikia nyarõnĩ, iita aꞌnyahit Yothebo hĩ Athẽnath tĩnaatĩ Potivẽra paadĩr cĩ ꞌtaaũn cĩ Õõnĩ ho, lõhõlĩ ꞌramma ꞌcĩg maacĩg. 
GEN.41.51	Baa akanneek Yothebo ꞌcĩ oou ꞌthaar ꞌcĩg haĩ Manaaꞌthe.
GEN.41.52	Ma baa urutaa cĩnnĩ, ikia akateek ꞌcĩ anũẽẽkĩ ꞌthaar ꞌcĩg haĩ Evaraim
GEN.41.53	Ma baa ũttũbattoothĩk irkiꞌnyia tũrkĩramma baag abatanĩ ꞌgẽẽn looc cĩ Ijjibi vẽlẽk, 
GEN.41.54	ikia udhukia nyarõnĩ ꞌcĩ adak eet irkiꞌnyia tũrkĩramma habath lõõcĩ dtẽc, hĩ baa aduha Yothebo. Baa adhukiaak nyarõnĩ ciee loonyin vẽlẽk. Nẽẽthĩ, baa Ijjib dioo ꞌcĩ maka ꞌgẽẽna. 
GEN.41.55	Ma baa aabur nyarõnĩ Ijjiba padtahac, iita utuluuyyik eeta habu, nĩngĩtĩ ĩꞌthõõĩkĩ habuui ĩhõõggõ ꞌgõõl annẽẽkĩ, “Õõt ummuddioothĩk Yothebo nẽ ĩdĩmattu ꞌgii vẽlẽk ꞌcĩ aduhaakuung nẽẽnĩ.”
GEN.41.56	Ma baa ꞌthẽk ahahat nyarõnĩ Ijjiba dtum, ikia idtingan Yothebo ĩragẽẽt nẽ ũtũũõĩ haal hĩ eet cĩg Ijjibi, hĩnĩngĩtĩ baa ĩꞌthanothoothĩk nyarõnĩ ciee Ijjib hũtũrũũr. 
GEN.41.57	Nĩngĩtĩ allũnganiini eeta loonyini vẽlẽk õõĩ Ijjiba hõõt hũttẽẽcõ haal hĩ Yothebo, hĩnĩngĩtĩ baa ĩꞌthaan nyarõnĩ tĩho looc vẽlẽk.
GEN.42.1	Ma baa athĩhĩ Yakobo aĩ, aattĩg haala ꞌcĩg tũũwak Ijjiba ho, ikia uduhaak buul cĩgĩnnĩg ĩĩnnĩk, “Ebehoonnu nĩnga noho ꞌrẽl ꞌrẽl, hõllõngaa ooyyu Ijjiba inni? 
GEN.42.2	Ma ꞌcĩ hathihi naa aĩ, aattĩg haala Ijjiba ho. Õõt mĩĩ utuuyyia hiita heelli nyarõn icci.”
GEN.42.3	Nĩngĩtĩ ĩꞌngaannĩ ꞌgõtõõnõgĩ Yothebo õmmõtõ õõ ũũtanĩ haal Ijjiba. 
GEN.42.4	Baa ẽdẽnĩ Yakobo ngeerĩnĩ ꞌcĩ hidici ꞌcĩ haĩ Benyemiino ho ꞌgõtõnĩ Yothebo dẽẽdẽ, ngaatĩ õõkõrĩ hĩ ꞌgõtõõnõgĩ niccig, hĩnĩngĩtĩ baa iꞌngolli nẽẽ aĩ horoong hatĩ õõ õmmõtõõ hĩ thõõth ꞌcĩ abathĩ ꞌgõõla. 
GEN.42.5	Nĩngĩtĩ õõkõrĩ buul cĩg Ĩꞌthĩraẽlĩ ho hĩ eet ꞌcĩg õõ ũũta haal Ijjiba, hĩnĩngĩtĩ baa ĩĩ maka nyarõnĩ Kanaana buúk gẽrrẽẽt.
GEN.42.6	Hĩnĩngĩtĩ baa Yothebo ꞌcĩ ĩĩn makayyioohit cĩ haalu Ijjiba, õõt akattieek ꞌgotoonoggia ĩnõõnnõ huruꞌnyia noho karabuk nẽ akatti hẽbẽrĩ looc. 
GEN.42.7	Ma baa adtuuha Yothebo ꞌgõtõõnõgĩ ho, agaõõthĩ ngaatĩ ĩĩnnĩ ĩhõõggõ nẽ aau hĩcĩ hõllõngaa aga ĩhõõggõ buúk. Ma ho, ijin ĩhõõggõ ngaꞌngaritta ĩĩnnĩk, “Iiginnu eet ꞌcĩg auunnu ĩĩna?”
GEN.42.7	Ẽdẽcĩ ꞌgotoonoggia anneek, “Hĩĩgĩnna eet ꞌcĩg haaunna looccaa cĩ Kanaanĩ, haĩ nuun hiita hutuuyyiawa haal ꞌcĩg abadtẽc.”
GEN.42.8	Tananga baa aga Yothebo ꞌgõtõõnõgĩ, baa hõllõngaa aga ꞌgotoonoggia ĩnõõnnõ. 
GEN.42.9	Ma adtuuha Yothebo ĩhõõggõ ngaatĩ akannẽẽkĩ ĩnõõnnõ huruꞌnyia ho, ummuhunõõthĩ honoothi baa nĩnnĩ nẽ ũtũhũoothĩk ĩhõõggõ ĩĩnnĩk, “Aitiõõ hõllõngaa auunnu uuttu niig haala, iiginnu niig ꞌrootti ꞌcĩg auunnu oroottu looc cĩnaang.”
