MAT.1.1	Ã ndei Jesucristo i ñiinda ã. David rei ei tuchɨ. Abraham abe no.
REV.14.6	Amae ngue ángel nongue rese cuu ra. Mbebe mbebe que equia ibei rɨ̃ cuu ra. Dios cheẽ turã ua eã je que equereco quia ra. Erenei nenei sacuã mbia ja je. Mangue chooñoa jenda ja je. Mbia cheẽ ñumumbara abe ja je. 
REV.14.7	Aque ángel que ñee nda: —Jẽɨreɨ̃ ɨreɨ̃ jiri Dios sɨ. Jeñee turã turã jiri quia ee. Achɨte Dios ñɨ mae ja mbia rese a. Uquiatoã mbasi nonde. Dios quiatu ngue mbae chao ja nguiã. Ibei. Ibi. Ama ndɨsha. Ama ndɨɨcoɨ̃. Nyebe ra mbia ñee turã ee, ɨ que ángel ñee cuu ra.
REV.14.8	Angel nongue abe que siqui seje cuu ra. Aque que ñee cote ra: —Sucha tubɨrɨã Babilonia ngue quiachãte cote ra. Babilonia nda mbia mbɨɨcuã eã cote. Mbia mbɨɨcuã tuchɨchɨ̃ equia nyii, ɨ que aque ángel ñee cuu ra.
REV.14.9	Angel nongue abe rese que amae no nda. Ñee asite que ra: —Icuã ndese chõ nda jẽɨngochɨ̃ jẽ. Icuã naanguia mbae ao ji rese abe chõ nda jẽɨngochɨ̃ jẽ. Icuã mbae marca ra jemɨɨchɨ̃ jenduba rese jẽ. Jẽo abe rese ra jemɨɨchɨ̃ jẽ. 
REV.14.10	Emo emɨɨ mose, Dios ra paama ɨ tuchɨ ee. Emo emɨɨ mose, Dios ra embasi tuchɨ. Dios ra ũquɨ̃ mbasi beɨ tata je. Azufre je abe no. Mbasi beɨ ra ángeles resa rae. Jesucristo resa rae abe no. 
REV.14.11	Ũquɨ̃ nda Dios mbasi beɨ. Mbae rasi ra eucua mbɨrɨ̃ jiriã. Siqui quiatu que equia icuã nduɨ mbaerã nda. Icuã naanguia ao ji abe rese quiatu que eriqui ra. Icuã mbae marca abe rese quiatu que eriqui mbaerã no nda.
REV.14.12	Dios quiato tuchɨ ra ũquɨ̃ saã eã. Sã eriqui beɨte Dios cheẽ nduɨ. Sã eriqui ñimbirãcuã mbeɨte, ɨ que ángel ñee cuu ra.
REV.14.13	Ibatenda mo ngue ñee seje cuu ra: —Ã embesa rã: “Jesús quiato mo mano mose, eyate riqui co”, ere chõ mɨ embesa. Espíritu Turã ñee abe chõ ũquɨ̃ nde. Jesús quiato mo mano mose, uquenea nda eucua cote. Ae mbae turã esaã saã nguia nyii nae, ũquɨ̃ sɨ ra Dios tesareɨã mbeɨ, ɨ que ibatenda ñee seje ra.
REV.14.14	Ibeishĩ ndese que amae cuu cote ra. Emo ngue chɨ̃ ngoi ibeishĩ tose ra. Jesucristo rã tuchɨ que ra. Corona ngue chɨ̃ eãquĩ ndese oro ao ji ra. Tiquise raanguia rimbete que equereco oo ra. Quiata a ucua ucua sacuã. 
REV.14.15	Angel mo ngue tu usẽ Dios chuchua sɨ ra. Ñeemombo que Jesucristo raanguia je ra. —Mbae eucua ucua tiquise raanguia je cote. Mbae a quiche jate mangue chooñoa jenda ja, ɨ que ee ra. 
REV.14.16	Ae chɨ̃ ibeishĩ tose nae, aque que tiquise raanguia mee ibi quiti ra. Aque mose tuchɨ chõ ngue mbae a ibi jenda ɨshao ja tuchɨ cote ra.
REV.14.17	Angel mo abe que usẽ u Dios chuchua ibatenda sɨ ra. Tiquise raanguia rimbete que equereco no nda. Uvas ucua ucua sacuã. 
REV.14.18	Angel mo ngue tu altar sɨ cot e ra. Tata raarõsa altar jend a rei aque ángel. Ñeemombo que tiquise raanguia rerequiasa je ra: —Uvas eucua ucua tiquise raanguia je cote. Mangue chooñoa jenda ja eucua ucua. Equiche jate, ɨ que ra. 
REV.14.19	Angel que tiquise raanguia mee ibi arõ cote ra. Aque mose tuchɨ chõ ngue uvas ibi jenda ɨshao ja tuchɨ ra. Uvas ɨshao ji que emondo ja tuchua mo nda. Erɨamɨ amɨ sacuã. Dios uquiatoã mbasi mose, mbae a rɨamɨ amɨ na ño ũquɨ̃ nde. 
REV.14.20	Ɨsho jiri que eriqui uvas rɨamɨ amɨ sucha tubɨrɨã sɨ ra. Dios uquiatoã mbasi mose, uvas rɨamɨ amɨ na ño ũquɨ̃ nde. Eruqui riquiraa tuchɨ que ra. Caballo mbuchecha tuchɨ que eruqui riquiraa ra. Trescientos kilómetros tuchɨ que eruqui seje cuu ra.
REV.15.1	Aba siquichesa mo ndese que amae ibei rĩ cuu ra. Mbia mbiirandu sacuã. Siete angeles rese que amae nda. Mbae rasi chumumbarate que ecurucuaẽ cuaẽ nguia íbii ra. Siete que mbae rasi ra. Mbae rasi tuchɨ. Ũquɨ̃ siete mbae rasi ua mose, Dios ra mbae rasi mbu sɨ eã cote.
REV.15.2	Ama ndɨsha ɨcoɨ mo ndese que amae nda. Enininya tuchɨ que ra. Vidrio raanguia. Tata abe raanguia. Ae siquíã mbeɨ icuã nduɨ Jesús quiato nae, ũquɨ̃ ndese que amae no nda. Icuã naanguia rese abe siquíã. Icuã mbae número abe que equerecoã nda. Ũquɨ̃ ndese que amae ama ndɨsha arõ nda. Arpas Dios mbae je que echɨ tocar ɨ ra. 
REV.15.3	Ae Moisés ɨraseɨ raseɨ nyii nae, ũquɨ̃ sɨ́ je que echɨ ɨraseɨ raseɨ ra. Ae mbia ɨraseɨ raseɨ Jesús je nae, ũquɨ̃ sɨ́ je que echɨ ɨraseɨ raseɨ ra. Ã ngue ɨraseɨ raseɨ ra:
REV.15.3	Ndechɨao turã tuchɨte, Dios.
REV.15.3	Ndequirãcuã tuchɨte ereɨco co.
REV.15.3	Mbia erembuchiabi jiri jiriãte quia co.
REV.15.3	Erecheẽ ɨru ɨru eãte quia co.
REV.15.3	Mbia rerecua jate ereɨco co.
REV.15.4	Mbia ra ɨreɨ̃ ɨreɨ̃ ja ndesɨ mae mose ndechɨao rese.
REV.15.4	Ñee turã ja ra nderɨɨ̃.
REV.15.4	Nde mɨɨ ño ererecua tuchɨ re.
REV.15.4	Mbia ra ngaẽ ja tuchɨ nderea. Ñee turã sacuã ndeje.
REV.15.4	Ndechɨao turã ndese quiatu ngue mbia mae nguiã,
REV.15.4	ɨ que mbia ɨraseɨ raseɨ ama ndɨsha arõ cuu ra.
REV.15.5	Aquere que mbae mo abe atea cuu ra. Dios chuchua ibatenda eɨquesa que quiata seje cuu ra. 
REV.15.6	Siete ángeles mbae rasi quereco quia nae, ũquɨ̃ ngue usẽ nyoɨ Dios chuchua sɨ cote ra. Eɨraoshĩ tuchɨ que nyoɨ usẽ nda. Oro que equereco huɨɨshɨa ati ra. 
REV.15.7	Ae rese ama e mbae reco cuatro nyii nae, ũquɨ̃ m o ngue mbae riru mee mee ja ũquɨ̃ ángeles siete je ra. Oro ao ji rei mbae riru. Mbae rasi mbisẽte que chɨ eriru ja ye ra. Dios mbia mbasi tuchɨ sacuã. 
REV.15.8	Dios nininya tuchɨ que seje cuu ra. Equirãcuã tuchɨ que ra. Nyebe que tatashĩ Dios chuchua mboo ja tuchɨ ra. Mbia mo ngue ɨque aroneate rã huee ra. Ũquɨ̃ ángeles mbae rasi icherẽ cherẽ ja eã mose.
REV.16.1	Dios chuchua jenda mo ngue ñee asite ũquɨ̃ ángeles je cuu ra. —Jẽso mbae rasi icherẽ cherẽ ibi jenda ja rese. Dios embasi sacuã, ɨ que ñee siete ángeles je ra.
REV.16.2	Angel ñiinda que oso umbae mbae riru yenda icherẽ íbii ja ra. Ae siqui quia icuã ndese nae, ae ngoi coi quia ngũíã ndese icuã naanguia je nae, ũquɨ̃ ɨre rasi rasi que cote ra. Mbae asi tubɨrɨã ngue erese cote ra. Nyerõ aroneate que ra.
REV.16.3	Segundo ángel que umbae mbae riru yenda icherẽ ama ndɨsha ja ye ra. Mbia raaque ruqui rã ngue ama ndɨsha cote ra. Ama ndɨsha rɨɨnda que mano ja tuchɨ mbae cote ra.
REV.16.4	Tercer ángel que umbae mbae riru yenda icherẽ ama ñɨ nda. Ama ndɨɨcoɨ̃ ñɨ abe que eicherẽ no nda. Mbae ruqui rã tuchɨ que ama ja cote ra. 
REV.16.5	Angel ama ndaarõsa que ñee Dios je cuu ra. —Coche rei mbia ɨcuã erembasi. Dios turã tuchɨ chõ nde re. Ndeturã mbeɨte que eriqui ra. 
REV.16.6	Ũquɨ̃ mbia ɨcuã nguiatu ngue ndequiato ɨquia ɨquiate nguiã nyii. Ndecheẽ nenei neneisa abe ɨquia ɨquia. Coche rei mbae rasi eresaanguquia ũquɨ̃ je cote. Coche rei mbae ruqui eresaanguquia ee, ɨ que ángel ñee turã Dios je ra. 
REV.16.7	Altar jenda mo abe que ñee Dios je cuu ra. —Ae beɨ. Coche mbia ɨcuã erembasi nguiã cote. Ndeturã mbeɨte chõ ereɨco nguiã nde, ɨ que Dios je ra.
REV.16.8	Cuarto ángel que umbae mbae riru yenda icherẽ tenda rese ra. Nyebe tenda riqui nguiã mbia rei ja ngacu je cote. 
REV.16.9	Tenda que mbia sei tuchɨ quia embasi ra. Ũquɨ̃ mose abe que mbia riqui ñee turã eãte Dios je ra. Dios embasi raque. Mbia que uba eã mbeɨ Dios rese ra. Ñee ɨcuã ɨcuã mbeɨ chõ ngue equia erɨɨ̃ nda.
REV.16.10	Quinto ángel que umbae mbae riru yenda icherẽ icuã nenda rese ra. Itondaru tuchɨ que icuã nimba ja je mbia cote ra. Mbia que hueecõ shɨu shɨu tuchɨ quia mbae rasi mose ee ra. 
REV.16.11	Ũquɨ̃ mose abe que mbia uba eã Dios rese ra. Huɨɨcuã ngue esecha eãte quia ra. Ñee ɨcuã mbeɨte que equia Dios rɨɨ̃ nda. Ngasi rerequia mose abe que eriqui ñee ɨcuã mbeɨte Dios rɨɨ̃ nda.
REV.16.12	Sexto ángel que umbae mbae riru yenda icherẽ Río Eufrates ye ra. Ama nguasu tuchɨ que aque ra. Aque ama ngu e ɨru cot e ra. Tenda chuɨsa quitinda soldados iasa sacuã. 
REV.16.13	Aba checuayã ɨcuã tres rese que amae nda. Emo ngue tu usẽ dragón nyuru sɨ ra. Enongue que tu usẽ icuã nyuru sɨ ra. Enongue que tu usẽ Dios cheẽ nenei ñooñosa churu sɨ no nda. Nyuɨ rã tuchɨ que ũquɨ̃ aba checuayã ɨcuã nda. 
REV.16.14	Ũquɨ̃ aba checuayã ɨcuã ngue mbia mae sayã saã saã tuchɨ quia milagros ra. Ñee ja que mbia rerecua ja je ra. Ñumunua ja sacuã pelear ɨ sacuã Dios rese. 
REV.16.15	Sã Jesús ñee no: “Mbia ndua eã mose serese ra achu. Jẽtesa tesa beɨ equia serese jẽ. Jẽɨngoquiatu beɨ equia jẽ. Ɨ̃ nda jẽɨreɨ̃ ngũíã sechu mose”, sã Jesús ɨ no. 
REV.16.16	Aba checuayã ɨcuã ngue mbia rerecua munua ja huee ra. Pelear ɨ sacuã Dios rese. Armagedón, ɨ que hebreo cheẽ hue je ra.
REV.16.17	Séptimo ángel que umbae mbae riru yenda icherẽ quɨrɨrɨãsaa ra. Aque mose que Dios ñeemombo uchuchua ibatenda sɨ ra. —Mbae rasi icherẽ ji jate cote, ɨ que Dios ñeemombo ra. 
REV.16.18	Ama ngue pirirã pirirã ɨ tuchɨte cote ra. Ama ngue sieu tuchɨ quia no nda. Ibei que ñee tuchɨ quia ra. Ibi abe que nyere tuchɨ quia no nda. Emo mose rã eã tuchɨ que ra. 
REV.16.19	Sucha tubɨrɨã Babilonia ngue obo obo nyibite rɨ̃ nda. Tres partes. Hue jenda tuchua que ngoɨ ja tuchɨ ra. Mbia chuchua que ngoɨ ngoɨ ja mangue chooñoa jenda aque mose ra. Dios quiatu ngue tesareɨãte nguiã Babilonia jenda chɨsaã ɨcuã sɨ. Nyebe eriqui nguiã paama ɨ tuchɨ ee cote. Embasi mbasi uquirãcuã je cote. 
REV.16.20	Islas abe que quiachã quiachã ja ama jenda ra. Ibi ibate abe que quiachamba chamba ja no nda. 
REV.16.21	Iquitã nguasu que ngoɨ ngoɨ quia mbia ɨquia ɨquia ra. Cuarenta kilos ja ja que ũquɨ̃ iquitã nda. Iquitã ngue mbia ɨquia ɨquia tuchɨ quia ra. Nyebe mbia riqui nguiã ñee ɨcuã ɨcuã tuchɨ Dios rɨɨ̃. Ñee turã ndocoɨ̃ ee.
REV.17.1	Ae mbae riru quereco ángeles nae, ũquɨ̃ mo ngue tu ñee seje ra. —Nyao serese. Mbae tateacuquia ndeje. Babilonia jenda ra mbae rasi saã tuchɨ cote. Ae cuña siqui chooñote quia mbia ja rese nae, aque ra mbae rasi saã tuchɨ cote. Ama ndɨsha jie eñɨ ngoi mar hue. 
REV.17.2	Mbia rerecua que siqui siqui jate quia erese ra. Mbia ataque abe no. Ae que mbia mbɨɨcuã jate quia ra, ɨ que ángel ñee seje cuu ra. 
REV.17.3	Angel que sererao turuquia rɨ̃ cuu ra. Huee que amae cuña ɨcuã ndese ra. Icuã ɨreɨ̃ átoo que eñɨ nda. Embesa ji tubɨrɨãte que chɨ̃ icuã ndese ra. Nombres mbesa ji ɨcuã tuchɨ que ũquɨ̃ Dios je ra. Icuã ãquĩ atate que ra. Siete que eãquĩ nda. Diez que erambashɨ̃ no nda. 
REV.17.4	Mbia rerecua ɨrao raãte que cuña ɨcuã ɨrao ra. Eɨrao ɨreɨ̃ turãte que ra. Oro tubɨrɨãte que equereco adorno nda. Perlas abe no. Sɨta ñetẽ aba queteamba abe no. Mbae riru abe que equereco oo ra. Oro ao ji. Huɨɨcuã ngue equereco ja quia aque mbae riru ye cuu ra. 
REV.17.5	Embesa ji que chɨ̃ eruba rese ra. Aba chɨɨcuayã tuchɨ que ra. Ã ɨ chõ ngue huɨ̃ nguiã: “Babilonia ño co re. Sucha tubɨrɨã ɨcuã ño co re. Cuña ɨcuã nderecua ja chõ co re. Mbae ɨcuã nderecua ja chõ co re”, ɨ chõ ngue embesa ji huɨ̃ nguiã eruba rese. 
REV.17.6	Quiacuate quia cuña ɨcuã ndiqui reaẽ. Jesús quiato uninya ruqui quia embei quia quiacua nonde reaẽ. Achuruɨra tuchɨ que mae erese cuu ra.
REV.17.7	Angel que ñee seje cote ra. —¿Mbaerã ereɨco nyuruɨrate mae erese re? Tarembiirandu cuña ɨcuã ndese. Ae átoo eñɨ nae, aque rese abe tarembiirandu. Ae siete eãquĩ ndiqui nae. Ae erambashɨ̃ diez riqui nae. 
REV.17.8	Ae rese eremae icuã cuu nae, aque ngue siqui rei nguiã cose. Emoate namo cote. Siquibe rae. Usẽ nda ibicua sɨ. Aque icuã quera sɨ mose, Jesús quiatoã nda nyuruɨra tuchɨ mae erese. Ae embae nombre mbesa ji eãte Jesús mbae libro rese nae, ũquɨ̃. Icuã nda oso mbae rasi raã tuchɨ tata cuasu cote. 
REV.17.9	Earacua achõ nda ã secheẽ ɨcua: Eãquĩ siete rã sɨ́ rei ibi ibate siete. Cuña ɨcuã ñɨ ngoi ibi ibate siete tose hue. 
REV.17.10	Eãquĩ siete rã sɨ́ rei mbia rerecua siete no. Cinco que mano nda. Aque mɨɨ ndiqui namo co. Emo mɨɨ nda siqui emo mose cote. Aque ra siqui mbɨrɨ̃ ño mbia rerecuarã. 
REV.17.11	Ũquɨ̃ siete mo ndei icuã ɨreɨ̃ mo. Siqui que equia nyii ra. Emoate namo cote. Siqui ɨ ra ũquɨ̃ siete ua mose cote no. Mbia rerecua octavo ra ae cote. Ae ra oso beɨ tata cuasu aquere cote. 
REV.17.12	Ae erambashɨ̃ ndese eremae diez nae, mbia rerecua diez rã sɨ́ chõ ũquɨ̃ nde. Mbia rerecua eã ño ũquɨ̃ namo nde. Emo mose quia ra mbia rerecua cote. Ererecua mbɨrɨ̃ ño ndae. Icuã ndese quiatu ra ererecua. 
REV.17.13	Hue rɨ̃ sɨ́ tuchɨ ra ũquɨ̃ ererecua ndua ndua. —Ererecuarã ño icuã jẽ, ɨ ja ra ũquɨ̃ ererecua. Uquirãcuã nda emee ja icuã je. 
REV.17.14	Ũquɨ̃ nda pelear ɨ ja Cristo rese cote. Cristo quia ra ɨ tuchɨ ũquɨ̃ ja sɨ. Ae quia mbia rerecua tuchɨ re. Ae quia equirãcuã tuchɨ mbia mo sɨ re. Ae siqui Cristo rese nae, Cristo chiirabo chõ ũquɨ̃ nde. Eturã tuchɨ chõ ũquɨ̃ Cristo je re, ɨ que ángel seje cuu ra.
REV.17.15	Ñee sɨ que seje ra. —Ae ama ndɨsha rese eremae mar nae, ae ji cuña ɨcuã ñɨ ngoi nae, mbia chumumbara rã sɨ́ chõ ũquɨ̃ nde. Mangue chooñoa jenda ja rã ño ũquɨ̃ nde. Sucha tubɨrɨã jenda ja rã ño ũquɨ̃ nde. 
REV.17.16	Erambashɨ̃ diez rese que eremae nae, mbia rerecua diez na sɨ́ chõ ũquɨ̃ nde. Ũquɨ̃ nda cuña ɨcuã ucuãyãte cote. Ũquɨ̃ nda cuña ɨcuã secha ɨcuã cote. Erete checua ra esecha cote. Eroo ra eu. Erete ra esei tata je cote. 
REV.17.17	Dios que ñee nyii ra. —Mbia rerecua ɨcuã tuchɨ ra cuña ɨcuã je, ɨ que Dios nyii ra. Echeẽ nduɨ sɨ́ ra eɨcuã ɨcuã cuña ɨcuã je cote. Dios que eɨcua nyii ra. Hue rɨ̃ sɨ́ ra ũquɨ̃ ererecua diez ndua. Umbae ra emondo ja icuã je. Icuã mɨɨ nda mbia rerecuarã ja cote. Aque mose ra Dios cheẽ ɨque. 
REV.17.18	Cuña ɨcuã ndese ereɨco mae nae, sucha tubɨrɨã na sɨ chõ aque cuña nde. Hue sucha rei ererecua tuchɨ sucha ataque sɨ. Mangue chooñoa jenda rerecua ja rei hue sucha, ɨ que ángel seje ra.
REV.18.1	Aquere que amae ángel mo ndese ra. Nguichi que u quia ibei sɨ ra. Equirãcuã tuchɨ que ra. Enininya tuchɨ que ra. Ibi resae tuchɨ qu e eu quia ra. 
REV.18.2	Angel que ñeemombo mombo tuchɨ ra. —Sucha tubɨrɨã Babilonia jenda que ngoɨ ja cote ra. Mbia tiãte que huee cote ra. Aba checuayã ɨcuã achõ ño chɨ nguiã hue cote. 
REV.18.3	Hue sucha tubɨrɨã Babilonia jenda que mbia mbɨɨcuã jate quia ra. Mbia mbuɨ mbuɨ tuchɨ que equia Dios sɨ ra. Ubi ɨcuã achõ ndese chõ ngue eriqui ndua tuchɨ ra. “Ũquɨ̃ na nda se chã” ɨ ja ja que equia mbae ja je ra, ɨ que ángel ñee cuu ra. 
REV.18.4	Ibatenda mo ngue ñee cuu ra. —Ae serimba jemo nae, hue sɨ jenyao. Ɨ̃ nda hue jenda chɨsaã ɨcuã jẽsaã eã jẽ abe. Ɨ̃ nda mbae rasi jẽsaã eã jẽ, hue jenda mbae rasi raã mose. 
REV.18.5	Hue jenda que mbae ɨcuã saã saã tuchɨte quia ra. Dios tesareɨãte quia hue jenda ɨcuã sɨ co. 
REV.18.6	Hue jenda que mbia ataque mbasi mbasi tuchɨ quia ra. Ũquɨ̃ sɨ́ ra mbae rasi saã tuchɨ cote. Dios ra mbae rasi saanguquia ɨ ɨ tuchɨ quia ee cote. 
REV.18.7	Hue jenda que ucuasu saã saã tuchɨ quia ra. Ubi achõ ndese chõ ngue eriqui ndua ra. “Co aɨ aɨco turãte co. Mbae rasi tu aroneate seje”, ɨ ja jate rei que equia ra. Nyebe ra Dios mbae rasi saanguquia tuchɨ ee cote. 
REV.18.8	Aque mose tuchɨ ra mbae ɨcuã tu tuchɨ ũquɨ̃ mbua cote. Mbae rasi ɨcuã nda esaã tuchɨ. Eriãcuã ndasi tuchɨ ra cote. Echuchua ra oquieɨ ja. Mbia ra mano ja. Dios quiatu ra mbae ɨcuã saanguquia tuchɨ mbia je eɨcuã nɨɨ cote. Dios quiarei equirãcuã tuchɨ, ɨ que ángel ñee cuu ra. 
REV.18.9	Ae ererecua mbae ɨcuã saã nguia Babilonia jenda rese nae, ũquɨ̃ ia eã tuchɨ ra erese cote. Nyeseo tuchɨ ra erese mbae rasi raã tuchɨ mose. Echuchua oquieɨ rese mae mose. 
REV.18.10	Ɨsho chõ nda echɨ mae mbae rasi raã ndese. Esiquichete quia ñene. Ñee nda ee mbae rasi raã mose. —Ureya eãte riqui jendese ã. Babilonia sucha tubɨrɨã jenda rei ngue jẽ nyii re. Sucha eã tuchɨte que jenyuchu a cote ra. Mbae rasi tu asi chõchɨ̃ nguia jẽje ã, ɨ ra maesa erese ñee ee. 
REV.18.11	Comerciantes mangue chooñoa jenda ja abe ra eya eãte, Babilonia jenda mbae rasi raã mose. Nyeseo tuchɨ ra erese. Mbia quia nda embae isi eãte nguiã cote. Nyebe ra eya eãte cote. 
REV.18.12	Ã je nda vender ɨ nguiã ña:
REV.18.12	oro
REV.18.12	plata
REV.18.12	sɨta ñetẽ aba queteamba huirã
REV.18.12	perlas
REV.18.12	tiru turã tuchɨ
REV.18.12	tiru ɨreɨ̃
REV.18.12	tiru seda
REV.18.12	ira sɨmbu turã mo
REV.18.12	marfil ao ji
REV.18.12	ira turã ao ji
REV.18.12	bronce ao ji
REV.18.12	hierro ao ji
REV.18.12	sɨtashĩ ao ji
REV.18.13	canela
REV.18.13	aba mbushɨmbusa
REV.18.13	perfumes
REV.18.13	tuchua mbusɨmbusa
REV.18.13	vino
REV.18.13	mbae quira
REV.18.13	mbae cuɨ
REV.18.13	trigo
REV.18.13	ovejas
REV.18.13	caballos
REV.18.13	ira nambacua
REV.18.13	mbia nimba
REV.18.13	Ũquɨ̃ ja je nda vender ɨ nguiã ee chã.
REV.18.14	Mbia ra ñee Babilonia jenda je cote. —Ae mbae jenyoseɨte quia nae, ũquɨ̃ mo nda tu ãte jẽje cote. Jembae tubɨrɨãte riqui nyii nae, ũquɨ̃ mo nda jendecoã cote, ɨ ra mbia ee cote. 
REV.18.15	Ae ã mondo mondo quia vender ɨ Babilonia jenda je nyii nae, ũquɨ̃ abe ra chɨ mae ɨsho erese no. Esiquichete ra chɨ mae mbae rasi raã ndese. Nyeseo ra erese. 
REV.18.16	Ñee nda Babilonia jenda je. —Ureya eãte riqui jendese ã. Babilonia sucha tubɨrɨã jenda rei ngue jẽ nyii re. Sucha eã tuchɨte jenyuchua cote. Jẽɨrao turã tubɨrɨãt e rei ngue nyii re. Oro ao ji tubɨrɨãte rei ngue adornos jembae nyii no nde.
REV.18.17	Jembae ua asi chõchɨ̃ jẽ mbae rasi raã mose, ɨ ra ee. Ae comerciantes nyoɨ choɨ quia canoa ye nae, ae nyoɨ choɨ quia barco ye nae, ũquɨ̃ nda chɨ ɨsho mae Babilonia jenda mbae rasi raã ndese. 
REV.18.18	Babilonia sucha tubɨrɨã oquieɨ mose ra ũquɨ̃ nyɨ ɨsho mae erese. —Sucha tubɨrɨã tuchɨchɨ̃ Babilonia. Babilonia na eãte emo, ɨ ra nyeseo sucha tubɨrɨã oquieɨ mose Babilonia jenda. 
REV.18.19	Ibi tuba ra emombo mombo uãquĩ ndese. Nyeseo tuchɨ rae. Sucha tubɨrɨã oquieɨ mose Babilonia jenda. Ñeemombo mombo ra Babilonia jenda je. —Ureya eãte riqui jendese ã. Mbaechate que jẽɨngochɨ̃ nyii ra. Ure abe que mbaechate ureɨco jenɨɨ nyii no nda. Mbae ua asi tuchɨ chõchɨ̃ co mose cote, ɨ ra ñee Babilonia jenda je. 
REV.18.20	Babilonia sucha tubɨrɨã ua mose ra ibatenda iate cote. Jesús chɨmbaaquiatu abe ra eya cote. Ae Dios cheẽ senei senei quia nae, ũquɨ̃ abe ra eyate cote. Dios quia ra mbae rasi mondo tuchɨ Babilonia jenda je uquiato rɨɨ̃.
REV.18.21	Angel quirãcuã mo ndese que amae cuu ra. Sɨta cuasu mo ngue esuɨ mombo ama ndɨsha ye cuu ra. Ñee ngue cote ra. —Eɨ̃ nda Dios sucha tubɨrɨã Babilonia mombo. Sã sɨta amombo ama ndɨsha ye no. Sucha tubɨrɨã eã mbeɨ ra Babilonia cote. 
REV.18.22	Nyebe ra mbia música saã eã mbeɨ huee cote. Mbia ra ɨraseɨ raseɨ eã mbeɨ huee cote no. Mbia ra nyuao eã mbeɨ mbae rese huee cote. Mbia ra mbua tocho eã mbeɨ huee cote no. 
REV.18.23	Lamparina mo nda mbae tesae eã huɨ̃ huee cote. Emo nda ngũinisirã isiã mbeɨ huee cote. Mbia mbaecha hue jenda que aba chɨɨcuate riqui nyii ra. Hue jenda que mbia ataque mbɨɨrɨ̃ ɨ rɨ̃ jate rei quia brujería je nyii no nda. 
REV.18.24	Hue jenda que Dios quiato ɨquia ɨquia beɨ quia ra. Dios cheẽ mbuchecuasa que eɨquia ɨquia tuchɨ quia ra. Nyebe ra Dios mbae rasi raanguquia tuchɨ hue jenda je cote.
REV.19.1	Aquere que mbia cheẽ tubɨrɨãte achandu ibate cuu ra. Ñeemombo mombo que ñee turã Dios je ra.
REV.19.1	Dios turã tuchɨte riqui mbia je co.
REV.19.1	Dios ae riqui mbia rirõ eɨcuã sɨ co.
REV.19.1	Dios ae chõ equirãcuã ndiqui nguiã co.
REV.19.2	Ae siqui sereãte quia Dios rese nae, ũquɨ̃ nda Dios mbasi.
REV.19.2	Mae tuchɨ ra erese embasi nonde.
REV.19.2	Sã Dios mbae rasi saanguquia cuña ɨcuã je namo no.
REV.19.2	Aque que siqui siqui jate quia mbia rese ra. Mbia mbɨɨcuã ɨcuã ja.
REV.19.2	Ae que Dios quiato ɨquia ɨquia quia no nda. Nyebe Dios embasi nguiã cote,
REV.19.2	ɨ que ibatenda cheẽ tubɨrɨãte cuu ra.
REV.19.3	Aquere que ñee sɨ ra. —Dios turã tuchɨ riqui mbia je co. Cuña ɨcuã ndiqui oquieɨ beɨte hue, ɨ que ñee nda. 
REV.19.4	Aquere que veinticuatro ameɨ ñee turãte Dios je cote ra. Mbae reco cuatro rese. Ngoi que ngũíã ndese Dios nonde ra. Dios chɨ̃ mose ngoi umbae trono tose. Ñee turã ngue Dios je ra. —Amén. Dios turã tuchɨ riqui mbia je co, ɨ que ñee turã Dios je ra. 
REV.19.5	Emo ñee ngue achandu ibate ra. —Ae Dios quiato jẽ nae, jeñee turã ja erɨɨ̃. Ae Dios cheẽ jemumba eãte quia jẽ nae, jeñee turã ja erɨɨ̃ no. Ae ecuasu nae, ae eñetẽ nae, jeñee turã ja chõ nguia erɨɨ̃, ɨ que ibatenda mo ñee cuu ra.
REV.19.6	Mbae mo ndieu que achandu cote ra. Iãcuã ndieu rã. Ama sieu rã. Mbia tubɨrɨã ñee ño ndei ngue re. Ã ño ngue mbia ñee nguiã:
REV.19.6	Dios turã tuchɨ riqui mbia je co.
REV.19.6	Equirãcuã tuchɨte riqui co.
REV.19.6	Ae riqui mbia rerecua tuchɨ co cote.
REV.19.7	Nandechɨmbia tuchɨ quia erese jẽ.
REV.19.7	Nandecheẽ turã ño nguia erɨɨ̃ jẽ.
REV.19.7	Jesús ra uquiato isi beɨ cote.
REV.19.7	Sã emo ndiqui ngũinisirã isi beɨ no.
REV.19.7	Sã eninisi ɨcoquiatu ngurã ndaarõ arõ no.
REV.19.8	Sã eninisi tirushĩ turã mingue eru eisi beɨ nonde no.
REV.19.8	Eɨ̃ sɨ ra Jesús uquiato isi cote, eru ngũinisirã isi rã,
REV.19.8	ɨ que ibatenda ñee cuu ra. Tirushĩ turã ndei Jesús quiato reco turã na.
REV.19.9	Angel que ñee seje cote ra. —Co embesa rã: “Jesús ngũinisirã isi raanguia chõ nda esaã uquiato je ibate cote. Ae je ra ñee ‘jenyu serese quiaru’ ɨ aque mose nae, Dios turã tuchɨ ra ũquɨ̃ je”, ere embesa mɨ, ɨ que ángel seje ra. —Dios cheẽ tuchɨ chõ ũquɨ̃ nde, ɨ que ángel seje ra. 
