GEN.1.4	Tsî Elob ge ge mû, ǃnâb a ǃgâi ǃkhaisa; tsî Elob ge ǀgorasa ǃnâb tsî ǃkhaenab tsîkha ǁaegu ge dī.
ACT.10.4	Ob ge ǃgapaǀî bi tsî ǃao rase ge mî: Tare-e, ǃKhūtse? Ob ge ǁîb ǃoa ge mî: Sa ǀgoredi tsî sa audi ge ǂâiǂâixūse Elob aiǃâ ge sīǃapa.
ACT.10.5	Tsî nēsi khoega sî Jopas ǃoa, î Simonni, Petrub tis tsîna ra ǂgaiheba ǂgai,
ACT.10.7	Tsî ǁnā ǀhomǃgāb, Korneliub ǀkha gere ǃhoab ge bēo, ob ge ǁîb oms ǃgāgu di ǀgamkha, tsî eloǃaoǃgâxa toro-aob, hugaǀgui ǁîb tawa hâgu diba ǂgai,
ACT.10.8	tsî hoana ǃhoaba gu, tsî Jopas ǃoa ge sî gu.
ACT.10.9	Tsî nautsē daob ai gu hâ tsî ǃāsa gu ra ǀgū, hîab ge Petruba oms ǂamais ǃoa ge ǃapa, ǀgoreb nîse, tsēs di ǃnaniǁî iri ai.
ACT.10.10	Ob ge kaise ǃâ tsî ge ǂû ǂgao. Tsî ǁāǁāba bin ra hîa i ge gagamûnanai-e ǁîb ai ge hā.
ACT.10.12	ǁÎ-i ǃnân ge hoa hakaǀnū ǀgurun ǃhūbaib din, tsî ǂhanaben, tsî anin tsîna ge hâ i.
ACT.10.13	Tsî i ge dom-e ge hāba bi: Khâi, Petrutse, ǂā î ǂû! ti.
ACT.10.16	Tsîs ge nēsa ǃnona ǃnādi kōse ge ī; os ge soasa ǁnātimîsi ǁkhawa ǀhommi ǃoa ge ūǃapahe.
ACT.10.17	Tsî Petrub ge ǁîb ǃnâ ǀgamǂâi, mâ aiǃnôa-i a ǃkhaisa, ǁnā mûb go-e, o gu ge ǁnā khoegu, Korneliub xa go sîhega Simonni omsa dîǃā, tsî oms dao-ams aiǃâ mâ,
ACT.10.18	tsî ǂgai, tsî ge dî, iseb Simonni, Petrub tis tsîna ra ǂgaiheba ǁnā oms ǃnâ hâ ǃkhaisa.
ACT.10.19	Tsî Petrub ra ais xa ǂâiǂâisen hîab ge Gagaga ǁîb ǃoa ge mî: Mû, ǃnona khoegu ra ôa tsi;
ACT.10.20	ǁnā-amaga khâi î ǁgôa, î ǁîgu ǀkha ǃgû, xū-i xare-e îganǀgē tama i tsî, tita go ǁîga sî xuige.
ACT.10.21	Ob ge Petruba ǁnā khoegu ǃoa ǁgôa tsî ge mî: Mû, tita ge ǁî ta, sago ra ôata; tare xū-i ǃaroma go go hā?
ACT.10.22	O gu ge ge mî: Korneliub, kaidisigu danakhoeb, ǂhanu-ai tsî Eloba ra ǃaoǃgâ aob, Jodeǁaes hoaragas tawa ǃgâi gom-e ūhâb, ǁîb ge ǃanu ǀhomǃgā-e xu elosi mîmā-e ge hō, ǁîb oms ǃoab nî satsa ǂgai ti, îb ga satsa xu mîde ǁnâu.
ACT.10.23	Ob ge ǂgaiǂgâxa tsî ge ǃkhōǃoa gu. Tsî nautsēb ge Petruba ǁîgu ǀkha ge ǂoa, tsî ǀnî ǃgâsagu Jopas digu ge ǁîb ǀkha ge ǃgû.
ACT.10.24	Tsî nautsē gu ge Kaesareas tawa ge sī. Tsî Korneliub ge ǁîga gere ǃâu, khoexagun tsî horesan âba ǂgaiǀhû hâǃâ.
ACT.10.25	Petrub ra ǂgâ hîab ge Korneliuba ǁîba ǃgûǃoa, tsî ǁîb ǂaira tawa ǁnā tsî kai ǃgôasib ǀkha ge tawede bi.
ACT.10.27	Tsî ǃhoa-ū bib ra, hîab ge ǂgâ tsî ǂguin, ǀhao ge hâ ina ge hō.
ACT.10.28	Tsîb ge ǁîn ǃoa ge mî: Sadu ge a ǂan, Jodeǁî ao-i mā-amhe tama hâ ǃkhaisa, ǃhaokhoe-i ǀkha ǁaeǁaesen tsî ǁî-i tawa sīsa, xaweb ge Eloba go ǁgau te, khoe-i xare-e ta khaihe tama tsî ǃanuoǃnâ ti ǂgai tide ǃkhaisa.
ACT.10.29	ǁNā-amaga ta ge ǁkhāti hā ta nîsa ǂkhā tama go i, ǂgaihe ta go-o. O ta ra dî, mâ xū-i ǃaroma du go ǂgai te ǃkhaisa.
ACT.10.30	Ob ge Korneliuba ge mî: Haka tsēdi ge go ī, tsî ta ge ǁaupexa nē khoeseǁî iri ai ti oms ai gere ǀgore. Ob ge ǃnapetamase ǂkhaisa sara-e ge anahe hâ i khoeba ti aiǃâ mâ
ACT.10.31	tsî ge mî: Korneliutse, sa ǀgoresats ǁnâu-amhe hâ, tsî Elob ge sa ǀkhaexūn xa go ǂâi.
ACT.10.32	Sî ǁnâi Jopas ǃoa, î Simonni, Petrub ti ǀon hâba ǂgai; ǁîb ge Simonni, khōǀnoro-aob di oms, hurib amǃgâ mâs ǃnâ ra hâ; ǁnāb ge, hāb kao, nîra ǃhoa-ū tsi.
ACT.10.33	O ta ge ǁnātimîsi satsa go sî, tsîts ge ǃgâise go dī, hāts go ǃkhaisa. O da hoada nēsi Elob aiǃâ ǀhao hâ, ǃKhūb xats mîmāhe hân hoana da nî ǁnâuse.
ACT.10.39	Tsî sige ge a ǀhûǀguitimî-ao, Jodeǁîn di ǃhūb tsî Jerusalems tawab gere dīn hoan xa. ǁÎban ge haib ai ǂgā tsî ge ǃgam.
ACT.10.44	Tsî ganupeb ra Petruba nē mîde ǃhoa hîab ge ǃAnu Gagaba mîsa ra ǁnâun hoan ǂama ge ǁnā.
ACT.10.45	Tsî Jodeǁî ǂgomsabegu, Petrub ǀkha ge hāgu ge ge burugâ, ǃAnu Gagab di hōs ra ǁkhāti ǀūben ǂama ǁhōǂuihe ǃkhais xa.
ACT.10.47	Khoe-e kha ǁgamma ǃkhâi ǁkhā i a, nēn ǃAnu Gagaba sage khami go hōn ǁāǁnâhe tidese?
ACT.11.1	Tsî gu ge apostelgu tsî ǃgâsan, Judeab ǃnâ hân tsîna ge ǁnâu, ǀūben go ǁkhāti Elob mîsa ǃkhōǃoa ǃkhaisa.
ACT.11.4	Ob ge Petruba tsoatsoa tsî ǁîga saogubese ǃhoaba tsî ge mî:
ACT.11.6	Tsî ǁî-i ǃnâ ta ge kō, o ta ge hōǃâ tsî ǁî-i ǃnâ hakaǀnūn ǃhūbaib din, tsî ǀgurun, tsî ǂhanaben, tsî ǀhommi di anin tsîna ge mû.
ACT.11.7	Tsî ta ge ǁkhāti dom-e ge ǁnâu: Khâi, Petrutse, ǂā î ǂû! ti ra mîǀî te-e.
ACT.11.8	O ta ge tita ge mî: Hî-i, ǃKhūtse, tātsē i kom khaihe tama i tsî ǃanuoǃnâ-i hoa-e ti ams ǃnâ ǂgâ tamao.
ACT.11.9	Ob ge domma ǀgamǁî ǃnās ai ǀhomma xu ge ǃeream te, Elob go ǃanuǃanunats ge satsa ǃanuoǃnâse ǂgai tide, ti.
ACT.11.10	Tsî nēs ge ǃnona ǃnādi kōse īo, on ge hoana ǁkhawa ǀhommi ǃoa ge ūǃapahe.
ACT.11.11	ǁNātimîsi gu ge ǃnona khoegu, Kaesareasa xu tita ǃoa go sîhega, hâǃnâ ta a oms aiǃâ ge mâ i.
ACT.11.12	Ob ge Gagaba ge mîmā te, îganǀgē tama i tsî ta nî ǁîgu ǀkha ǃgûsa. Tsî gu ge ǁkhāti tita ǀkha nē ǃnani ǃgâsaga ge sī, tsî ge ge Korneliub di oms ǃnâ ge ǂgâ.
ACT.11.13	Ob ge sige ge ǂhôa, matib ge ǁîb di oms ǃnâ ǀhomǃgāba mû ǃkhaisa, mâ tsî ǁîb ǃoa ra mîba: Khoega sî Jopas ǃoa, î Simonni, Petrub tis tsîna ra ǂgaiheba ǂgai;
ACT.11.14	ǁîb ge sats ǃoa nîra ǃhoa, ǁnāsa xuts ge sats tsî sa oms hoaragasa nî ǃgâiǃō.
ACT.11.15	Tsî ǃhoatsoatsoa ta ra hîab ge ǃAnu Gagaba ǁîn ai ge ǁnā, tsoatsoas ǃnâb ge sada ai ǁnās ǁkhās khami.
ACT.11.17	Elob ga ǁnâi ǁîn ǁkhā hōde mā, sada, ǃKhūb Jesub Xristub ǃnâ ra ǂgomdab ge mā khami, tari ta kha ǁnâi tita, o ta Eloba nî ǃkhâi ǁkhā?
ACT.11.18	Tsî nēnan ge ǁnâuo, on ge ǃnō, tsî Eloba kare tsî ge mî: Ob kom Eloba ǁkhāti ǀūbena ûib ǃoa ǃhobasensa go māo!
ACT.11.20	Tsî gu ge ǀnîga ǁîn ǃnâ ge hâ i, Sipruǁî tsî Sireneǁî khoega, ǁîgu ge Antioxias tawa sī, tsî ǁkhāti Grikeǁîn ǃoa gere ǃhoa, ǃKhūb Jesub di ǃgâiǂhôasa aoǁnâ tsî.
ACT.12.2	Tsîb ge Jakobub, Johaneb di ǃgâsaba gôab ǀkha ge ǃgam.
ACT.12.3	Tsî mûb geo, Jodeǁîn ra ǃgâibahe ǃkhaisa, ob ge ǃaruǀî Petrub ona ge ǃkhō. Tsî di ge ǀkhuruǀkhuruhe tama peren di tsēde ge ī.
ACT.12.4	Tsî ǃkhō bib geo, ob ge ǃkhō-oms ǃnâ ǂnûi bi, tsî haka ǃûidi, mâs hoas âdi haka toro-aoga ūhâde ge māǁnâ bi, ǁîba gu nî ǃûise, Pasxab khaoǃgâb nî ǁaes aiǃâ ūsī bi, ti ǂâi tsî.
ACT.12.5	Tsî Petrub ge ǃkhō-oms ǃnâ ge sâuhe, xawe ǀhaohâb ge ǀûs ose Elob ǃoa ǁîba ge ǀgoreba.
ACT.12.6	Tsî Herodeb ge ǁîba mâi-aiǃâ ǂgao ǃnubaib ge Petruba ǁkhā tsuxub ǃnâ ǀgam toro-aokha ǁaegu ge ǁom, ǀgam ǁkhamkha ǀkha ǃgaehe hâse, tsî ǃûi-aogu ge ǃkhō-oms di dao-amsa gere sâu.
ACT.12.8	Tsîb ge ǀhomǃgāba ǁîb ǃoa ge mî: ǂGaeǂgāsen î sa ǀkhapura ana! Ob ge ǁnāti ge dī. Tsîb ge ǁîb ǃoa ge mî: Anaǂamxūba ǂgaeǂgā î tita sao!
ACT.12.9	Ob ge ǂoa tsî ge sao bi, ǀhomǃgāba xu go ī-i a ama ǃkhaisa ǀū tsî, xaweb ge ai-eb ra mû, ti ge ǂâi.
ACT.12.10	Tsî ǂguro ǃûis tsî ǀgamǁîsa ǃgûǃganu tsî kha ge ǀuridao-ammi, ǃāsa-ū garub tawa ge sī; ǁîb ge aitsama ǁîkha ge ǁkhowa-amsenba, o kha ge ǂoa tsî ǃganni kōse ge ǃgû; ǃnubaib ge ǀhomǃgāba ǁnātimîsi ǁîba xu ge bē.
ACT.12.11	Tsî Petrub ge ǂâihō-o, ob ge ge mî: Nēsi ta amase a ǂan, ǃKhūb go ǁîb ǀhomǃgāba sî, tsî Herodeb di ǃomma xu tsî Jodeǁaes hoas di ǃâusa xu ore te ǃkhaisa.
ACT.12.13	Tsî Petrub ge dao-ams tawa ǃgubu-amo, os ge ǃgās Rode ti ǀon hâsa, ǃgâsas nîse ge hā.
ACT.12.14	Tsî Petrub di dommas ge ǁnâu, os ge dao-amsa ǃgâiaǂgaob xa ǁkhowa-am tama i tsî ǃkhoeǂgâ tsî: Petrub kom dao-ams aiǃâ mâo, ti ge ǂhôa.
ACT.12.16	Tsî Petrub ge ge ǃgubu-amǀgara. Tsî ǁkhowa-amn geo, on ge ǁîba mû tsî ge burugâ.
ACT.12.17	Ob ge ǃommi âb ǀkha ǁîna ge ǁgau, ǃnōn nîga, tsîb ge ǁîna ge mîba matib go ǃKhūba ǃkhō-omsa xu a ǂgaeǂguiǂui bi ǃkhaisa, tsî ge mî: Jakobub tsî nau ǃgâsagu ona nēsa mîba. ǃNubaib ge ǂoa, tsî ǀkhara ǃkhais ǃoa ge dāǁnâ.
ACT.12.19	Ob ge Herodeba ge ôa kai bi, tsî hō bi tamab ge io, ob ge ǃûi-aoga ge dîǃgâ, tsî ge ǃgam kai gu. Tsîb ge Judeaba xu Kaesareab ǃoa ǁgôa tsî ǁaero-e ǁnāpa ge hâ.
ACT.12.21	Ob ge Herodeba mîmâisa tsēs ai gao-aosi saraba ana, tsî trons ai ǂnû tsî ǁîna ge ǃhoa-ū.
ACT.13.4	O kha ge ǃAnu Gagab xa sîǂuihe hâse Seleusias ǃoa ǃgû, tsî ǁnāpa xu ge Siprus ǃoa ge ǃgâu.
ACT.13.6	Tsî ǃnāǃnuis hoaragasa kha ge ǃās Pafos kōse ǃgûǃnâǃganuo, o kha ge ǂanǂansa ǃgaidī tsî ǂkhaba kēbo-aoba ge hō, Jodeǁîb, Bar-Jesub ti ǀon hâb,
ACT.13.7	Sergiub Paulub, ǃāǃkhōmâi-aob, ǁnâuǃāxa aob ǀkha gere hâba. ǁÎb ge Barnabab tsî Saulub tsîkha ge ǂgaihā, Elob mîsa ǁnâu ǂgao tsî.
ACT.13.9	Ob ge Saulub, ǁkhāti Paulub ti ra ǂgaiheba, ǃAnu Gagab ǀkha ǀoa hâse ǃgapalî bi
ACT.13.10	tsî ge mî: Okha, gāxaǃnâsi-i hoa-i tsî ǂkhabasi-i hoa-i xa ǀoa hâts, ǁgâuab ôats, ǂhanu-aisi-i hoa-i di khākhoetse, xarets kha ǀû tide, ǃKhūb di ǂhau daoga dawaǃkhunisa?
ACT.13.11	Tsî nēsi mû, ǃKhūb di ǃommi ge ǀase sats ǂama nîra hā, ots ge nîra ǂgī tsî soresa ǁaeb kōse mû tide. Tsî ǁnātimîsi kha ge ǃkhaeb tsî ǃkhaenab tsîkha ǁîb ai ge ǁnā, ob ge ǃgûma tsî ǂgaeǂgui-aona ge ôabasen.
ACT.13.12	Tsî ǃāǃkhōmâi-aob ge ī go-e mûo, ob ge ge ǂgom, ǃKhūb di ǁkhāǁkhās ǂama burugâ hâse.
ACT.13.14	Xawe kha ge ǁîkha Pergesa xu ǃhūba ǃgûǃnâǃganu hâse Antioxias Pisidiab dis tawa ge sī, o kha ge sâtsēs ai sinagogeb ǃnâ ǂgâ tsî ge ǂnû.
ACT.13.16	Ob ge Pauluba khâi tsî ǃommi ǀkha nape tsî ge mî: Israelǁî aogo tsî eloǃaoǃgâxado, ǃgâ re!
ACT.13.35	ǁNā-amagab ra ǁkhāti ǀnî ǃkhais tawa mî: “Sa ǃanub nî ǁgaoǁgaosiba mû ǃkhaisats ge mā-am tide.”
ACT.13.37	Xawe nēb, Elob ge ǂkhaiǂkhaib, ge ǁgaoǁgaosiba mû tama hâ.
ACT.13.41	“Kō, sa ǃharaxū-aodo, buru î kā! Sîsen-e ta ra dī, sadu di tsēdi ai, sadu tātsē ǂgom tide-e, khoe-i ga ǁî-e sado ǃhoabao” ti.
ACT.13.42	Tsî sinagogeba xu kha ge ǂoa, on ge ǀūbena ge ǀkhoma, ǁkhā mîdi nî ǃgoaxa sâtsēs ai ǁîna mîbahe ǃkhaisa.
ACT.13.44	Tsî ǃgoaxa sâtsēs ais ge ǁaupexa ǃās hoaragasa ge ǀhû, Elob mîsan nî ǁnâuse.
ACT.13.49	Tsîs ge ǃKhūb mîsa ǁnā ǃhūb hoaragab ǃnâ ge khoraǂuihe.
ACT.13.50	On ge Jodeǁîna eloǃaoǃgâxa tsî ǃgôahesa taradi tsî ǁnā ǃās di ǂamsaga ǂgāǁare tsî ǃgôaǃgon-e Paulub tsî Barnabab tsîkha ǂama ge ǀkhī kai; on ge ǁîn di ǀkhariga xu ge aoǂui kha.
ACT.13.52	Tsîn ge ǁkhāǁkhāsabena ǃgâiaǂgaob tsî ǃAnu Gagab tsîkha xa ge ǀoa.
ACT.14.1	Tsî i ge Ikoniums tawa ge ī, o kha ge ǀhûpe Jodeǁîn di sinagogeb ǃnâ ǂgâ tsî ǁnāti ge ǃhoa, kaise ǂgui Jodeǁîn tsî Grikeǁîn tsîn ge ǂgoms kōse.
ACT.14.4	Tsîs ge ǃās di ǂnubisa ge khaisen; ǀnîn ge Jodeǁîn ǀkha ge hâ i, tsî nauna apostelgu ǀkha.
ACT.14.6	O kha ge ǁnāsa hōǃâ tsî ge ǃhū Likaoniab di ǃāra Listras tsî Derbes tsî ǁgoeǂnamipe hâ ǃhūb ǃoa,
ACT.14.10	tsî ǃgari dommi ǀkha ge mî: ǂHanuse mâ, sa ǂaira ai! Ob ge urikhâi tsî ge ǃgûma.
ACT.14.12	On ge Barnababa Seub ti ge ǂgai tsî Pauluba Hermeb, mîxūxab ge i xui-ao.
ACT.14.13	Ob ge Seub di pristeri, ǁîn di ǃās aiǃâ hâba gomagu tsî ǃkhā-anixūn tsîna ǁāgu aiǃâ ūsī, tsî ǁaes ǀkha ge ǁguiba ǂgao.
ACT.14.14	Tsî apostelkha Barnabab tsî Paulub tsîkha ge ǁnâuo, o kha ge saran âkha ǀkhauǃā, tsî ǁaes ǃnâ uriǂgâ tsî ǃau
ACT.14.18	Tsî nēna kha ra mî xawe kha ge ǁaesa ǁaupexa ǀû kai ǁoa ge i, ǁîkhan ǁguiba tidesa.
ACT.14.20	Tsî ǁkhāǁkhāsaben ge hâǂnamipe bio, ob ge khâi tsî ǃās ǃnâ ge ǂgâ. Tsî sao ra tsēb ge Barnabab ǀkha Derbes ǃoa ge ǂoa.
ACT.14.21	Tsî ǁnā ǃāsa kha ge ǃgâiǂhôasa aoǁnâ, tsî ǂgui ǁkhāǁkhāsabena dīo, o kha ge ǁkhawa Listras tsî Ikoniums tsî Antioxias ǃoa ge ǂoa.
ACT.14.24	Tsî kha ge Pisidiaba ǃgûǃnâǃganu, tsî Pamfiliab ǃnâ ge sī,
ACT.14.25	tsî Perges tawa kha ge mîsa ǃhoao, o kha ge Atalias ǃoa ge ǁgôa.
ACT.14.28	Tsî kha ge ǁnāpa ǂkhari tama ǁaeba ǁkhāǁkhāsaben ǀkha ge hâ.
ACT.15.3	O gu ge ǀhaohâb xa ǁnūhe tsî Fenisiab tsî Samariab tsîkha ǃgûǃnâǃganu, tsî ǀūben di ǃhobasens xa ǃhoaba, tsî ǃgâsan hoana kaise ge ǃgâiaǂgao kai.
ACT.15.5	O gu ge ǀnîgu Fariseǁî ǃnans digu ǂgomsabe kai ge hâ iga khâi tsî ge mî: ǃGaohe gu ge nî, tsî gu ge nî mîmāhe, Moseb di ǂhanuba gu nî dīsa.
ACT.15.6	O gu ge apostelgu tsî ǂnomdomgu tsîga ge ǀhû, nē ǃkhaisa gu nî kōkōse.
ACT.15.8	Tsî Elob ǂgaoba ǂan hâb ge ǁîn ǂama ge ǀhûǀguitimî, sadu khamib ge ǁîn ona ǃAnu Gagaba mās ǀkha.
ACT.15.12	ǃNubaib ge ǂguib hoaba ge ǃnō, tsî Paulub tsî Barnabab tsîkha ge ǃgâ, matikō saodi tsî buruxanab ge Eloba ǁîkha xu ǀūben ǃnâ ge dī ǃkhaisa ra ǃhoakha.
ACT.15.16	Tsî ǁnās khaoǃgâ oa tsî ta nî ǁkhawa Davib oms, khôaǁnâhe hâsa ǂnubikhâi, tsî ta nî ǂkhūhe hâ-e ǁkhawa ǂnubi tsî nî ǁîsa ǃkhōkhâi;
ACT.15.17	în ga ǃgau ge khoena ǃKhūba ôa, tsî hoa ǀūben tsîn, ǁîn ǂamas ti ǀonsa ǂgaihe hâna, tib ra ǃKhūba mî, nēn hoana ra dība.
ACT.15.18	Tib ge ǃKhūba ra mî, nēna hugasa xu ge ǂan iba.
ACT.15.19	ǁNā-amaga ta tita ra ǂâi, în ǁnān, ǀūbena xu Elob ǃoa ra ǃhobasenna tā ǃgomǃgomhega,
ACT.15.22	ǃNubain ge apostelgu tsî ǂnomdomgu tsî ǀhaohâb hoaba ge ǃgâiǂâibasen, ǁîna xu khoekha ǁhûiǂui tsîn nî ǁîkha Paulub tsî Barnabab tsîkha ǀkha Antioxias ǃoa sîsa: Judab, Barsabab tis tsîna ǀon hâb tsî Silab tsîkha, ǃgâsan ǃnâ aiǃgû-aose īkha.
ACT.15.23	Tsîn ge ǁîkha di ǃommi ǀkha ǂkhani-e ge sî, nēti ra mî-e: Sida apostelgu tsî ǂnomdomgu tsî ǃgâsada ge Antioxias tsî Siriab tsî Silisiab ǃnâ hâ ǃgâsan, ǀūbena xu hâna ra tawede.
ACT.15.25	ǁNā-amaga da ge ǀguiǂâixase ǀhû hâse go ǃgâiǂâibasen, ǀnî khoekha ǁhûiǂui tsî da nî ǁîkha sadu ǃoa sîsa, sada ǀnamǀnamsa Barnabab tsî Paulub tsîkha ǀkha,
ACT.15.26	ǁîkha ǀomde ge māǁnâ aokha sada ǃKhūb Jesub Xristub di ǀons ǃaroma.
ACT.15.27	O da ge Judab tsî Silab tsîkha go sî, mîdi tsîn ǀkha ǁkhā-e nî ǂhôakha.
ACT.15.28	ǃAnu Gagaba i go ǃgâiǂâiba xui-ao tsî sida ona, ǀnî ǃgomai-e da sado ǁgui-ai tide ǃkhaisa, nē ǂhâǂhâsa ǃâdi ǀguide:
ACT.15.29	Ūdawasen du nî ǁgôatsuiǁgoaǁguibade xu tsî ǀaoba xu, tsî ǀhomǀomhe hâ-e xu, tsî ǀaib tsîna xu, ti; ǁîna xu du ga ǃûiseno, o du ge nî ǃgâise dī. ǃGâise hâ re!
ACT.15.30	Tsî ǁnāxūhe gu geo, o gu ge Antioxias tawa sī, tsî ǂguina ǀhaoǀhao tsî ǂkhanisa ge māǁnâ.
ACT.15.31	Tsî khomain ge, on ge ǁkhaeǂgaos ǂama ge ǃgâiaǂgao.
ACT.15.33	Tsî ǁaeb kōse kha ge ǀhaweo, on ge ǃgâsana ǂkhîb ǀkha ge ǃgû kai kha apostelgu ǃoa.
ACT.15.34	Xaweb ge Silaba ge ǃgâiǂâibasen, ǁnāpab nî hâsa.
ACT.15.35	Tsî Paulub tsî Barnabab tsîkha ge Antioxias tawa ge hâ, tsî ǀnîgu ǂguigu ǀkha ǁkhāǁkhā tsî ǃKhūb mîsa gere aoǁnâ.
ACT.15.39	Tsî ǀaraǃâgus ge ǁnātikōse ge ǀā, ǀgora kha ges kōse. Ob ge Barnababa Markuba ū, tsî Siprus ǃoa ge ǃgâu.
ACT.15.40	Xaweb ge Pauluba Silaba ūǂuibasen, tsî ge dāǁnâ, ǃgâsan xa Elob di ǀkhomma māǁnâhe hâǃâ.
ACT.15.41	Ob ge Siriab tsî Silisiab tsîkha ge ǃgûǃnâǃganu, ǀhaohâga ra ǀgaiǀgaise.
ACT.16.3	ǁÎbab ge Pauluba ge ūsao ǂgao. Ob ge ū tsî ge ǃgao bi, ǁnā ǃhūǃâdi tawa hâ Jodeǁîn ǃaroma, hoan ge ǁîb îba ǂan i xui-ao, Grikeǁîb a ǃkhaisa.
ACT.16.5	O gu ge ǀhaohâga ǂgoms ǃnâ ǀgaiǀgaihe tsî ǃgôab ǃnâ tsēkorobe gere ǀarohe.
ACT.16.7	Tsî Misiab tawa gu ge sīo, o gu ge ge dītsâ, Bitiniab ǃoa dāǁnâsa, xawe Gagab Jesub dib ge ǁîsa mā-am gu tama ge i.
ACT.16.8	O gu ge Misiaba ǃgû-īǀkhā hâse Troas ǃoa ge ǁgôa.
ACT.16.9	Tsî tsuxubab ge Pauluba ai-e ge mû; Masedoniaǁî khoeb ge ǁnāpa mâ tsî ǀkhoma bi tsî ge mî: ǀKhī Masedoniab ǃoa î hui da re!
ACT.16.10	Tsî aisab ge mûo, o ge ge ǁnātimîsi Masedoniab ǃoa dāǁnâsa ge ôa-am, ǁaposase ǂâi hâse, Elob go ǁnāǀî ǂgai ge ǃkhaisa, ǁîna ge ǃgâiǂhôasa nî aoǁnâga.
ACT.16.11	O ge ge Troasa xu ǂoa tsî ǂhanuse Samotrakes tawa ge sī, tsî sao ra tsēs ai Neapolis tawa;
ACT.16.12	tsî ǁnāpa xu Filipis tawa, ǁnā ǃâs Masedoniab dis di danaǃā tsî Romeǁîn xa ge xūhe hâ isa. Tsî ge ge ǁnā ǃās ǃnâ ǀnî tsēde ge hâ.
ACT.16.13	Tsî sâtsēs ai ge ge ǃās ǃauga ǃāb amǃgâ ge ǃgû, ǀgores ra dīhe ti ge ge ǂâi ǃkhais tawa, tsî ǂnû tsî ge ge ǀhû ge taradi ǀkha ge ǃhoa.
ACT.16.15	Tsî ǁîs tsî ǁîs oms din ge ǁāǁnâheo, os ge sige ǁkhau, tsî ge mî: ǃKhūb ǃnâ ta ra ǂgom, ti go ga ǂâio, ti oms ǃnâ sī, î ǁnāpa hâ. Tsîs ge sige ge ǁgūǀkhā.
ACT.16.19	Tsî ǀhonkhoegu âs ge mûo, ǁîgu hōǂgās di ǃâubasens go kā ǃkhaisa, o gu ge Paulub tsî Silab tsîkha ǃkhō tsî ǁamaxūǃkhais ǃoa ǂamkhoegu aiǃâ ge ǃkhara.
ACT.16.21	tsî kha kom ǂūga ra ǂhôao, sada ǃkhōǃoa tsî da nî dī ǃkhaisa mā-amhe tama hâga, Romeǁîda komo.
ACT.16.23	Tsî ǂgui ǃnāde gu ge ǁîkha ǂnauo, o gu ge ǃkhō-oms ǃnâ aoǂgā kha, tsî ǃkhō-oms ǃûi-aoba ge mîmā ǂōrisaseb nî ǃûi kha ǃkhaisa.
ACT.16.24	Tsî ǁnāti ī mîmā-eb ge hō-o, ob ge ǁîkha ǂguri hâ ǃkhō-oms ǃnâ aoǂgā tsî ǂaidi âkha ǂaiǃnaos ǃnâ ge ǃgaeǀgaiǀgai.
ACT.16.25	Tsî tsuxuǃgâǁaeb ai kha ge Paulub tsî Silab tsîkha ǀgore tsî Eloba ǁnaetsanadi ǀkha gere kare, tsî ǃkhōsan ge ǁîkha gere ǃgâ.
ACT.16.26	Tsî i ge ǃhaese kai ǃhūǂgubi-e ge ī, ǃkhō-oms di ǃgaoǃgaogu ge ǁnopes kōse. O di ge ǁnātimîsi dao-amdi hoade ge ǁkhowa-amsen, tsî hoan di ǃgae-ūdade ge xoresen.
ACT.16.27	Tsî ǃkhō-oms ǃûi-aob ge ǃnoaǂkhai tsî ǃkhō-oms di dao-amde ǁkhowa-amsen hâse mûo, ob ge gôaba ǂgaeǂui tsî ge ǃgamsen ǁga, ǃkhōsan ǁhai hâ ti ǂâi tsî.
ACT.16.28	Ob ge Pauluba ǃgari dommi ǀkha ǂgai, tsî ge mî: Tā tsūdīsen, hoatsama da nēpa hâ xuige.
ACT.16.29	Ob ge ǃamamǀaeba ǂgan tsî uriǂgâ tsî ǀkhū raǃâ Paulub tsî Silab tsîkha aiǃâ ǁnāǁgoe,
ACT.16.31	O kha ge ge mî: ǂGom ǃKhūb Jesub Xristub ǃnâ, o du ge sats tsî sa oms din tsîdo nîra ǃgâiǃō.
ACT.16.32	Tsî kha ge ǁîba ǃKhūb mîsa ge ǂhôaba, tsî ǁîb oms din hoana.
ACT.16.33	Tsîb ge ǁîkha ǁkhā iri tsuxub dib ai ū tsî ǀhapina ge ǁā-aiba kha, tsîb ge ǁnātimîsi ge ǁāǁnâkaisen, ǁîb tsî ǁîb oms din hoana.
ACT.16.34	Tsîb ge ǁîkha ǁîb di oms ǃnâ ūǂgā tsî tāba ge mâi-aiǃâ kha, tsî ǁîb din hoan ǀkha ge ǃgâiaǂgao, Elob ǃnân go ǂgom ǃkhais xa.
ACT.16.35	Tsî ǁgoa i ge, o gu ge danakhoega sîsabega sî tsî ge mî: Khoekha ǁnākha ǃgû kai re!
ACT.16.36	Ob ge ǃkhō-oms ǃûi-aoba ǁnā mîde Pauluba ge ǂhôa: ǂAmkhoegu go sî, ǁnāxūhe kho nî ti. ǃGûǂoa ǁnâi î ǂkhîb ǃnâ ǃgû re.
ACT.16.38	O gu ge sîsabega nē mîde ǂamkhoega ge sī ǂhôa, o gu ge ǁîga ge ǃao, Romeǁîkha a ǃkhaisa gu ge ǁnâuo.
