MAT.1.1	Ŋwa'nyə nə ŋkhənyə Yeso Kristo mú David, mú Abraham.
EPH.3.14	A po'o tə gɑ̌ wə ŋkham mkwitə dzə̌ Tá, 
EPH.3.15	yʉ yə́ tsǒ bǎ ya tuŋdyə́ lə́ nthəm pɑ bi, kɛbəŋ bɑ m dəmcǎ' lə. 
EPH.3.16	É ghɔ gɔ́ shyə m nə dəŋ ghu'tə e, nyəŋ gʉ' nə po shyə m nə́ Zhwenyə, po'o gɑ mo nthʉ̌m nɑ pɑ nthʉɔ tʉ́ɔ, gɔ pɑ́ dzə. 
EPH.3.17	E ghə Kristo ghɔ bɑ shwə́ nthʉm tʉ̀m po shyə m nə piŋnthʉm; po kwigɛ́ biŋ bɑ ŋkwɑ nthʉ̀m ŋkhuŋnyə̀. 
EPH.3.18	A po ghə gʉ' nə ju' pu a pyə shɑ́ pɔ dɔlɔ̌ dəŋ pa' a bɑ nthə e yɔm, lɔm e yɔm, dəŋ nthə e pa' a bɑ ǎ sak gɔ thə́ biŋ shú gɔ si... 
EPH.3.19	Biŋ jyə́ ŋkhuŋnyə̀ Kristo yə a bɑ ǎ cyə́ guŋ zhyə̌nwə awɛ, po'o gɑ Si ghɔ dó nə po.
EPH.3.20	Ghu'tə pɑ bi mo yə a bɑ ě ku' nə ghə gùŋ ywə awɛ shyə m nə tʉɔ e yə a bɑ nə pɑ a, gə tɑ nthwɔk dəŋ yə pɑ do bi biŋ sɛ a. 
EPH.3.21	Ghu'tə pɑ bi e nthʉm Cu'tə pɔ Kristo bɑ m nə Yeso Kristo nə gùŋ mwɔ̌dzʉ́ awɛ, nə mgu'nəgu'. Amɛn.
EPH.4.1	Myə yə gɑ̌ bɑ gɛ cɛ̌ a m nə Cyəpɔ, gɑ̌ səso wɔ gɑ po vɔk m nə nthi pa' pu nə ŋkhe wɔ a. 
EPH.4.2	Nə fi' nɑ hɑ sì, nə byanyə́, nə nə́ kyəp tʉ̌m, bɑ bəmtə ŋkwa mnwə mɔ nthʉm ŋkhuŋnyə̀. 
EPH.4.3	Po kaktʉɔ nə tɔ̀m ŋkwishwə zhwenyə shyə m̀ nə dʉ́ hwitə̀.
EPH.4.4	Nə bɑ pɑ́ yɑmu', ba Zhwenyə pɑ́ pɑ yɑmu'; a po' tə a bɑ pu ké wɔk pɑ nə ta' mɔktə̀ yɑmu', 
EPH.4.5	ta' Cyəpɔ, ta' piŋnthʉm, ta' kwǐshyə yɑmu'; 
EPH.4.6	nə ta' Si biŋ bɑ Tá guŋ pɔ awɛ, bɑ sa' guŋ pɔ awɛ, bɑ shyə m̀ nə guŋ pɔ awɛ fǎ' biŋ bɑ shwə́ nə guŋ pɔ awɛ.
EPH.4.7	Gho' bɑ bi ba ya mo lə́ nə pɑ̀ nə dəŋ pa' Kristo nə hɑ bi a. 
EPH.4.8	A po' tə pu gɔm gɑ́:
EPH.4.8	E lě ŋkwɔ' tə thə́ gəm mghɛ cɛ́;
EPH.4.8	e lě hɑ tsə bi pɔmnəŋ.
EPH.4.9	E lě ŋkwɔ'! A bɑ gɑ́ kɑ̀ tə pɑ̌ gɑ a bɑ ě piŋ fi' tə ŋkhəm dəmcǎ'? 
EPH.4.10	Mo yə e lə fi' tə si a, bɑ mo yə e lě kwɔ' tə thə́ shyə guŋ mkɛbəŋ awɛ tə́ donyə́ nə guŋ dzʉ̌ awɛ a. 
EPH.4.11	Yʉ́ nə shwɔ' shɑ pɔ nə gə mghɛ nthəm, dɑ shɑ́ gə mghɔm ghɔm Si dɑ shɑ gə pɑ siŋ cùŋ, biŋ dɑ shɑ gə mpyapdzə́, pɑ zhi'tə pɔ ywə 
EPH.4.12	E gə po'o gɑ pɔ dɔlɔ̌ ku' nə fa' fá' nə ŋkwɑ nə Kristo, 
EPH.4.13	po'o tə̌ pɑ la' nthamtə́ guŋ yɔk pɑ awɛ nthʉm piŋnthʉm, ba nə zhyə Mú Tá pa' pɔ pyə́ wap ku'nyə pɔ a, bɑ́ nthə́ Kristo nə guŋ lonyə awɛ.
EPH.4.14	A gɔ pɑ́ po'o, pɑ̀ lə piŋ bɑ pomkəcɔkpo, pyə́ wap bvʉ mghə́ŋ mghə́ŋ a pɑ́, pɑ́ ghiŋ nə ŋkhɛ cwəpúŋ, bɑ shʉmjʉ̌m gùŋ mghɔm awɛ, pɔmnəŋ pu a mfʉ́ map pɑ dɑ wap fyə́, wap hɔ məjyə̀. 
EPH.4.15	Da' gɑ́ pɑ pɑ́ biŋ nwə nyənyɔ nthʉm ŋkhùŋnyə bɑ pɑ̌ gɔ kwyə́ nə guŋ ywə awɛ jʉ̌m mo yə e bɑ thə nwə: Kristo. 
EPH.4.16	A shyə m nə é tə guŋ nɑ́ awɛ pɑ nthamtə́ giŋ ŋkwi ŋkhɛ shyə m nə mzhəŋ myə́, bǎ ya zhə̀ŋ lə pɑ́ fa' tsyə fa' pa' a ku' nə e a, tə gùŋ nɑ́ awɛ nə ŋkwyə́, bɑ ŋkwɑ nthʉm ŋkhùŋnyə̀.
EPH.4.17	Ywə yə gɑ̌ gɔm bi po biŋ bíŋ nə Cyəpɔ á yəŋ gɑ̀: Ka po kwi' bvɔk pa' pɑ tə pɑ̀ pɑ Yudea bvɔk a, wap pyə́ zhyənwə yáp dɑ wap gɔ m nə tsʉ' pɔpɔ a. 
EPH.4.18	Mkwɛnyə map bɑ pɑ ywə jʉ́m, wap piŋ bɑ mghʉɔ nə vɔk Si, shyə m̀ nə fʉmnyə̀ yáp yə tʉm sɔk sɔk tsap hɑ bi pú a 
EPH.4.19	Nthʉm nə cyətə́ sɛnwə yap, wap lě hɑ nɑ́ tsap nə nwə ghàp, tə guŋ ŋkho nə guŋ bɔkbɔk nwə tə dhə e. 
EPH.4.20	Sɔ' m̀ nə po po la tə zhi'tə nə Kristo po'o pɑ̀. 
EPH.4.21	A ghɔ bɑ gɑ́ po lě jú' pu ghɔm pɑ́ kwa' yʉ bi po, bɑ gɑ́ pu lə́ zhi'tə pɑ́ kwa' yʉ́ bi po, ji'tə kwa' m nə nyənyɔ yə a bɑ́ nə Yeso a, 
EPH.4.22	po kəŋnyə vɔk yɔ yə a lə bɑ a, yə a lə cyə a, sya bvo mò yə a bɔptə shyə m nə fʉtə ghi'nyə a. 
EPH.4.23	Po sɑnyə̀, ŋkwyəpnyə zhyənwə yɔ shyə́ m nə zhwenyə. 
EPH.4.24	Ŋkwa mo sə́ nə po pa' dzə́ a, mo yə pu pəm e pa' Si shəŋ a, nthʉm dəŋdəŋ ba dɔlɔ̌ yə a fɑ bi nyənyɔ.
EPH.4.25	Pǒ bɑ pú té cwanwə̀ nə po: bǎ wɑlə́ ghɔm pɑ nwə nyənyɔ bi mo yə e bəŋ e, nə pa' pɑ bɑ́ pɑ bǔ ta' nɑ. 
EPH.4.26	Po yɛlúŋ, po kɑ́ hɔnwə; a nam kɑ́ nə pi po yɑwə jɛ́lúŋ. 
EPH.4.27	Po kɑ hɑ sɔm sɔ̀ bi sata. 
EPH.4.28	Mo yə e kɑ jʉ́ a wa' cwúŋ; e kaktʉɔ dɑ bu myə́ fa'fà' dəŋdəŋ tə́ gə ywə yə pu mo yə e ka ghə ywə a gɔ ghap a. 
EPH.4.29	A sɔm ghɔ̀m bɔkpɔ̌k kɑ təm shwə̌ po, po pɑ gɔ ghɔmnwə po ghɔm pɑ́ nwə pɑpúŋ, ghɔm nə ŋkwɑ́, ghɔm tsyə a gɔ lɑ hwitə sɔ' bi pɔ pyə wap yu' ghɔm bɔ a. 
EPH.4.30	Po kɑ ghə Zhwenyə Dɔlɔ̌ lǎ', Zhwenyə Dɔlɔ̌ yə Si lə nə gə mtiŋ nə po, pa' stam a nə nə byap tyɛ'dzʉ́ yə Si gɔ vɔk wɔk pɑ a. 
EPH.4.31	Nə səm, nə kam shɛ, nə yɛlúŋ, nə ŋa' gi, mcap mǐ cəcɑ̌ po, ba guŋ nthi nə cɔk awɛ. 
EPH.4.32	Po ghə tʉ́m pɑpuŋ cəcɑ̌ po, po ghə tʉ́m pɑpuŋ, po pɑ́ dɑ mhɔ mɔ shwyɛ' wɔ cəcɑ̌ po dəŋdəŋ pa' Si bɑ e lɑ mhɔ mɔ shwyɛ' wɔ shyə m nə Kristo a.
EPH.5.1	Po fo' Si nə pa' pǒ bɑ pó pyə é ŋkhùŋ wap a. 
EPH.5.2	Po vɔk nthʉm ŋkhuŋnyə dəŋdəŋ pa' Kristo lə kuŋ wɔk pɑ tə́ hɑ thə nɑ́ e bi Si pa' tsəpwɔ' a nə pɑ̀, pu lɑ é núŋpwɔ', pa' mwɑ́ damnyəlamnyə bɑ ǎ ghə zhwyə́ pɑpúŋ a. 
EPH.5.3	Sɔm nthi nwə ghap, kɑ bɔkbɔk nwə̀, kɑ ghi'nyə lə kɑ pɑ cəcɑ̌ po, yə̌ŋ bɑ pa' pɔ dɔlɔ̌ gɔ pɑ vɔk a. 
EPH.5.4	Ka po ghɔm ghɔm mnɔ̀m, kɑ ghɔm mkəkʉɔ̀, kɑ ghɔm mviŋ lə, nə pa' a ka puŋ po'o. Po hɑ nɑ tsɔ m̀ nə mcwyɛ'nyə gho'tə́. 
EPH.5.5	Nə pa' po cəŋtə́ jyə́ gɑ́ gə ghap, bɔkbɔk mò, dɑ ywə, yəŋ gámtə kətwɔk, pɔ bɔ bɑ pu tsə́ tě wap nə mcʉ̌' nthʉm Nəfo Kristo ba Nəfo Si. 
EPH.5.6	Ka sɔmmo lɑ mghɔm fʉ́ fʉtə wɔ́: Kwa' guŋ ywə bǎ nə fəŋ yɛ́luŋ Si nyəŋ nə pɑ tʉɔthə́. 
EPH.5.7	Ka pu a pú pɑ nə sɔmywə. 
EPH.5.8	Po lə bɑ dzə̀ bɑ pɑ jʉ̌m; tə́ cwəlɔ pǒ bɑ ŋkha' nə́ Cyəpɔ. Po vɔk pa' pǒ ŋkha' a. 
EPH.5.9	Mthɔ̌m ŋkha' bɑ cɔmmtsò, nwə dəŋdəŋ, nwə nyənyɔ́. 
EPH.5.10	Po zhyə ywə yə a buŋ bi Cyəpɔ a. 
EPH.5.11	Ka po tamtə nə mfa' jʉ́m, mfa' tə yǎm nthɔ̌m, po pɑ nthé pɑ bya nə. 
EPH.5.12	Ywə yə pɔ bɔ gə m̀ càm a, a bɑ kuso nə ghɔm. 
EPH.5.13	Tə́ guŋ ywə yə pu la'tə ya a, ŋkha' da'tə ya. 
EPH.5.14	Nə pa' ywə yə pu da'tə a bɑ ywə ŋkhà', a bɑ po'o tə pu pɑ́ gɔm gɑ̀:
EPH.5.14	Yam, wə yə o bɑwə di a.
EPH.5.14	Lusi cəcɑ̌ mpfə pɔ̀
EPH.5.14	a Kristo ləŋnyə dəm o.
EPH.5.15	Po cəŋtə́ diŋtə yɔ nə vɔk: Ka po ghə pu yɔ wɔ pa' mkəkʉɔ a, po pɑ pɔ pyə wap ghə zhyənwə a. 
EPH.5.16	Pɔ pyə́ wap tə bɔptə map mcwə dzʉ́ a pɑ́, nə pa' cwə dzʉ̌ ka puŋ. 
EPH.5.17	Ka po pɑ mkəkʉɔ, po cəŋtə́ jú' ywə yə Cyəpɔ jap a. 
EPH.5.18	Ka po nwə́ mlu' tə bám, a dɑ mo gɔ pɑ nə pi, da' gɑ po ló nə Zhwenyə. 
EPH.5.19	Po pɑ bəmtə́ gɔm mghɔm zhwɔp dɔlɔ̌ cəcɑ̌ po, bɑ jwɔp mzhwɔpshyə mku', ba mzhwɔpshyə́ zhwenyə; po pɑ jwɔp mzhwɔpshyə biŋ bɑ gu'tə Cyəpɔ nə guŋ tʉm tsɔ awɛ. 
EPH.5.20	Nə gùŋ mcwə awɛ, nə gùŋ mnwə awɛ, po pɑ go'tə Si Tá shyə m̀ nə tsǒ Cyəpɔ yɔk pɑ Yeso Kristo.
EPH.5.21	Wɔ pyə́ pǒ bwɔk Kristo a, po pɑ́ ju'nyə cəcɑ̌ po. 
EPH.5.22	Pɑjwǐ po pɑ ju'nyə bi mthə́ pɔ pa' bi Cyəpɔ a. 
EPH.5.23	Nə pa' dhə́ bɑ tadyə̌ bi mjwǐ dəŋdəŋ pa' Kristo bɑ tadyə̌ Cu'tə́ pɔ pyə á, yʉ́ yə e bɑ gɛvɔk cu'tə e a. 
EPH.5.24	Tə́ dəŋdəŋ pa' Cu'tə́ pɔ Kristo ju'nyə bi Kristo a, pɑjwǐ pɑ́ nə guŋ ywə awɛ ju'nyə bi mthə́ páp. 
EPH.5.25	Wɔ mthə́, po kúŋ pɑjwǐ pɔ dəŋdəŋ pa' Kristo lə kuŋ Cu'tə pɔ pyə tə biŋ hɑ vɔk e nə é á. 
EPH.5.26	E lə shəŋ po'o nə ghə e pɑ dɔlɔ̌ tə́ dɑ shyə yə a sɔk ywə a lɔ a nə shu' é, po'o biŋ shyə́ m̀ nə́ Ghɔ̀m. 
EPH.5.27	E lə shəŋ gɑ e nə yɔ e, e pɑwə dəŋnyə, tə pap sɔm mviŋ bɑ nə, tə sɔm mu ŋətə̀, tə sɔm bya. 
EPH.5.28	A po'o tə mbɛ gɔ kuŋ jwi é kwa' pa' thə́ nɑ é a. Mo yə e ŋkhuŋ jwi é a ŋkhuŋ pɑ thə nɑ é. 
EPH.5.29	Sɔmmo la m bɔ bap nɑ́ e; da' gɑ́ mo ŋkhim nɑ e kǐm, bɑ nyaptə e dəŋdəŋ pa' Kristo gə nə cu'tə pɔ pyə a; 
EPH.5.30	pɑ tə́ bɑ mkam nɑ́ myə a lə́? 
EPH.5.31	A po'o tə mbɛ gɔ sɔ' təm nə tap e pu map e, a kwɑ nɑ e nə́ jwi e, a wap pɑpʉə piŋ bɑ́ pɑ ta' bap nɑ́ yɑmu'. 
EPH.5.32	Yəŋ nwə cyə zhyənwə bɑ ǎ ghu': gɑ̌ ghɔm gɑ́ a bɑwə de Kristo pu a cu'tə pɔ pyə.
EPH.5.33	A bɑ po'o tə bǎ ya mo lə́ nə po gɔ pɑ kuŋ jwi e pa' thə nɑ e a, a mjwǐ nəŋ bɑ gə mku' dhə́ é.
EPH.6.1	Pɑkhʉ́, po pɑ́ ju'nyə bi pɑ tsə́ wɔ shyə m nə Cyəpɔ, a bɑ ywə yə a bɑ dəŋdəŋ a. 
EPH.6.2	Ghə mku' tɔ pu mɔ, a bɑ dzə̀ mco' myə a bɑ pu ka' mcwɔ'fa' nə a: 
EPH.6.3	po'o tə́ o pɑ pɑpuŋ biŋ shwə mgu' jɔmyɔ̌m dəmcǎ'. 
EPH.6.4	Wɔ pɑ tsə pǒ, ka po pɑ dwɔp lúŋ po pɔ, da' gɑ po kwyə wap nə ŋkhɛ bɑ nə nthɔ̌k myə́ a fɑ bi Cyəpɔ a.
EPH.6.5	Wɔ mkwɔ́, po yu'nyə bi mtá pɔ pyə dəmcǎ', nə yu'nyə bɑ bwɔk biŋ bɑ sə́ŋ, gə tʉ́m pɑpuŋ m̀ pa' bi Kristo a. 
EPH.6.6	Po kɑ ghə m pa' pu wə dé wɔ a, gə po'o m gɑ po puŋ mo a; po ghə m pa' mkwɔ Kristo pyə wap səŋnyə́ nə ghə ywə yə Si shəŋ a. 
EPH.6.7	Po fa' nə tʉm pɑpuŋ pa' cwə yə po fa' m bi Cyəpɔ a, po kɑ ghə m pa' po fa' m bi monəŋ a. 
EPH.6.8	Pǒ zhyə: Ywə pɑpuŋ yə mo ghə a, e gɔ la' kwyatə ya bəŋ Cyəpɔ, kɑ e bɑ pɑ ŋkwɔ kɑ e tə bɑ ŋkwɔ a lə. 
EPH.6.9	Ba wɔ yɔ mtá mkwɔ, po ghə yɔ pɑ́ po'o nə pú. Po tak paptə nəŋ pǒ zhyə́ gɑ nə pú ba nə po Tá bɑ kɛbəŋ, nə ghə kyə́ lə nə́ŋ bɑ dzə e nə sɔm mò. 
EPH.6.10	Nə nə́ mǐŋ, po ghə gʉ' m̀ nə Cyəpɔ, gʉ' nthʉɔtʉɔ yə a bɑ yə́ a. 
EPH.6.11	Po kwa dzə́ shù Si tə a ghə po ku' nə cyə Sata nə mgənyə mnwə myə́. 
EPH.6.12	Pɑ tə́ bɑwə do' pɑ mu' mo shù pɑ̀, pɑ do' pɑ sa', mtʉɔ ba nə hya yəŋ dzʉ́ jʉ̌m, do' mzhwenyə nwə cwəpuŋ myə́ a bɑ́ kɛbəŋ a. 
EPH.6.13	A po'o tə po tɔm dzə́ shù Si tə a sɔ' bɑ nə tyɛ'dzʉ́ bɔkpɔk po kɑ wuŋ bvʉtə si, po ku' nə tiŋnyə thə́ nə cwə yə pǒ ghə guŋ ywə awɛ a. 
EPH.6.14	Po lusi! Nyənyɔ pɑ tap yɔ, dəŋdəŋ pa' dzə shù yɔ a, 
EPH.6.15	mnthap pɑ mkwə po bɑ nə kʉ́dʉ̌ nə siŋ cùŋ pɑpúŋ hwítə̀. 
EPH.6.16	Po ghə kwa' kʉ'shù piŋnthʉm, a gɔ ghə po pimɔk guŋ mkǔŋgó mɔk sata. 
EPH.6.17	Po kwi co' ywə vɔk, ba nyə Zhwenyə, yəŋ la'tə gɑ́ Ghɔ̀m Si. 
EPH.6.18	A Zhwenyə pɑ shya mcwyɛ'nyə mɔ nə guŋ mghə̌ŋ awɛ, shya ywə yə pǒ do á nə guŋ mcwə awɛ; po pɑ dɑ yɔ lwɔksɛ nə shwyɛ'nyə Si tə pwa nə thə́ pɔ dɔlɔ̌. 
EPH.6.19	Ba m nə m̀ yɑ̌: A ghɔm pɑ shwə̌ m̀ nə pɑ nə siŋ nwə cyə zhyənwə Cùŋ pɑpuŋ tə pwɔk. 
EPH.6.20	Cùŋ pɑpúŋ yə gɑ̌ bɑ gɛ nthə̌m nə́, bɑ pu cəŋ a nə́. Gɑ̌ gɔ, pa' a bɑ nwə nə m̀ a, pɑ siŋ yá bɔ tə pwɔk.
EPH.6.21	Gɑ wə shəŋ gɑ ba wɔ yɔ zhyə́ pa' gɑ̌ wə nə bɑ a, jyə́ ywə yə gɑ̌ gə̀ a. Tikiko, fɑ́ yə gɑ̌ ŋkhùŋ e a, yʉ̀ yə e bɑ gɛfa' nyənyɔ m nə Cyəpɔ a gɔ siŋ wɔ guŋ mcuŋ awɛ. 
EPH.6.22	Gɑ̌ shəŋtə nthəm e pɑ gɑ́ e sɔ' siŋ wɔ tsʉ' yə pyə̌ kəm nə a, biŋ nyəŋ gʉ' nə po.
EPH.6.23	Hwitə̀ pɑ bi mfɑ̌mfɑ, ba ŋkhùŋnyə̀ pu piŋnthʉm shyə m̀ nə Si Tá ba m̀ nə Cyəpɔ Yeso Kristo. 
EPH.6.24	Gho' pɑ bi guŋ pɔ awɛ pyə́ wap ŋkhùŋ Cyəpɔ yɔk pɑ Yeso Kristo a pu a ŋkhùŋnyə̀ tə kwyəpnyə a.
PHP.1.1	Myə Polo pyə Timotio, mkwɔ Yeso Kristo, bi guŋ pɔ dɔlɔ̌ awɛ nə Yeso Kristo pyə wap Filipo a, bi pɑ lé wap pu a mghɛ fa' pap: 
PHP.1.2	A gho' ba hwitə̀ pɑ bi po shyə m̀ nə Si Tá yɔk pɑ̀ ba m̀ nə Cyəpɔ Yeso Kristo.
PHP.1.3	Guŋ mcwə awɛ myə gɑ̌ ŋkhamtə́ wɔ a, gɑ̌ hɑ pa'lə́ bi Si a; 
PHP.1.4	nə pa' nə guŋ nə cwyɛ'nyə yə gɑ̌ shwyɛ'nyə nə po awɛ a, gɑ dɑ pɑ́ ŋwɛnyə̀ shwyɛ'nyə́. 
PHP.1.5	Gɑ̌ dɑ ŋwɛnyə shwyɛ'nyə́ po'o, a cyə m̀ nə́ dəŋ pa' po lə nə fa' yɔ́ nə Cuŋ pɑpúŋ tə fɑ́ nə́ dəŋdzə́ tyɛ'dzʉ́ gɔ ŋkhəm cwəlɔ a. 
PHP.1.6	Gɑ̌ cəŋtə́ jyə́ gɑ: Mo yə e lə to' fa' pɑpúŋ nə po a gɔ lɑ nə ghɔ dzə̀ tə la' myəŋ nə tyɛ'dzʉ́ Yeso Kristo. 
PHP.1.7	A bɑ nwə dəŋdəŋ bəm gɑ́ myə ghə tʉ́m pɑpuŋ nə guŋ yɔ awɛ, nə pa' po bɑ pɑ́ nthʉm tʉm m, wɔ pyə́ gɑ̌ nə pɑ dyəcɛ̌ piŋ pɑ lo'shù gɑ pu cəŋtə́ nthɔm Cùŋ pɑpúŋ po pɑ nthamtə yɔ nə gho' yə Si gə nə m̀ a. 
PHP.1.8	Əŋ, Si bɑ ŋkwinthɛ̌ a gɑ́ gɑ̌ byɛ'tə wɔ guŋ yɔ awɛ nthʉm ŋkhuŋnyə Yeso Kristo.
PHP.1.9	Mcwyɛ'nyə mə̌ bɑ́ gɑ kùŋnyə yɔ pɑ gɔ pɑ́ dzə̀, po'o gɑ po zhyə nə yɔ biŋ jyə́ nwə nyənyɔ, 
PHP.1.10	tə́ jyə́ ywə yə a bɑ ǎ ku'nyə̀ a, po'o gɑ́ po sɔ' bɑ dɔlɔ̌, pu lə kyak wɔ nə sɔmywə nə tyɛ'dzʉ́ Kristo. 
PHP.1.11	A pɑ́ tyɛ' o bɔ bɑ pǒ lo nthɔ́m nwə dəŋdəŋ myə a sɔ' bi pɑ̀, shyə́ m̀ nə Yeso Kristo nə́ nə gu'tə Si biŋ jwɔp tso tsyə́ a.
PHP.1.12	Mfɑ̌mfɑ́, gɑ̌ shəŋ gɑ́ po zhyə gɑ́ nwə yə a nthəm nə m̀ a bɑ ǎ ghə pɑ gɑ́ Cùŋ pɑpuŋ ghɔ dzə̀. 
PHP.1.13	Nə pa' nə gùŋ buŋdyə̌ awɛ ba nə guŋ mtsʉ' awɛ cwəlɔ pu cəŋtə́ jyə́ gɑ́ pu gəm a po'o nə Kristo, 
PHP.1.14	ba bo'gwyə mfɑ̌ pyə cɛ a hɑ kaktʉɔ bi pu a wə nthégʉ' nə nə́ siŋ Ghɔm nə gɔ pɑ́ dzə̀ tə pwɔk sɔmywə. 
PHP.1.15	A nyənyɔ gɑ́ shɑ pɔ gə po'o m nə ghi'nyə pu a twɔ'nyə, da' gɑ́ pyə̀ shɑ́ pɑ́ sìŋ Kristo pɑ́ kwa' nə mkwɛnyə pɑpúŋ. 
PHP.1.16	Pɔ bɔ̌ fa' po'o m nthʉm ŋkhùŋnyə̀. Wap bɑ wap zhyə́ gɑ́ gɑ̌ bɑ́ tsɔ'ɔ gɑ́ bɑwə do' gɑ Cùŋ pɑpùŋ ghɔ dzə̀. 
PHP.1.17	Pyə shɑ́ pɔ bɑwə dɑ pɑ́ zhwenyə twɔ'nyə tə́ nə siŋ Kristo. Yap ywə yə a hɑ̀ gu' bi pu a tə́ pɑpuŋ pɑ́; wap bɑwə́ ŋkwɛ́ gɑ́ wap gɔ ghə cɛ́ a cəŋtə́ dzɑ́ a. 
PHP.1.18	Da' gɑ́ a tə́ shɛ pɑ́? Nwə̌ wə bɑ́ gɑ́ kɑ́ nə mkwɛnyə cwəpùŋ kɑ myə pɑpuŋ lə pú siŋ Kristo bi pɔmnəŋ. A ywə yə gɑ̌ ŋwɛnyə nə nə́ gɔ dzə̀ a. 
PHP.1.19	Nə pa' gɑ̌ zhyə gɑ́ ywə bɔ gɔ sɔ' miŋ nə ywə vɔk á, shyə m nə mcwyɛ'nyə mɔ ba m̀ nə zhwenyə Yeso Kristo. 
PHP.1.20	Kwa' pa' gɑ̌ wə nə byap ba nə́ yɑ mɔktə a, sǒ tə́ gɔ sɔ' kú a pɑ́, nə pa' gɑ̌ wə shəŋtə́ jyə nə pa' cwəlɔ nɑ a gɔ nyə́ŋ dəŋ nə Kristo cyə m nə vɔk a kɑ nə vʉ́ tsɑ̌ lə́. 
PHP.1.21	Nə pa' sɔ' m nə́ m̀, vɔk bɑ Kristo vʉ̌ nə́ŋ bɑ bəm bɑ yɑ pè. 
PHP.1.22	Da' gɑ́ a pɑ̀ gɑ́ nə vɔk dəmcǎ' po'o gɔ ghə gɑ́ fa' ghɔ́ dzə̀, bɑ ŋ kha zhyə yə ghə̌ŋ yə gɑ gɔ cwɔ' a 
PHP.1.23	Gɑ si cwəlɔ mnwə mɑbʉə pɑwə fəŋnyə a: gɑ bɑwə sʉm nə ghɔ gɑ pyə Kristo pɑ bəmtə bɑ, a pɑ kwa' yə gɑ̌ wə dəŋdzə shəŋ a, 
PHP.1.24	da' gɑ shyə m nə thə́ yɔ dzə̀ pɑ gɑ shwə pɑ dəmcǎ'. 
PHP.1.25	A po'o tə bɑwə jyə gɑ́ ŋ tə gɔ wuŋ ghɔ pɑ́, gɑ́ gɑ gɔ pɑ cwə pɑ bəŋ po, guŋ yɔ awɛ po'o gɑ po kaktʉɔ nə piŋnthʉm, ba nə ŋwɛnyə̀ nthʉ́m piŋnthʉm. 
PHP.1.26	Po'o gɑ a cyə m nə m̀ cwə yə gɑ̌ pɑnyə bə́ŋ po a, yɔ nə ghu'tə Yeso Kristo ghɔ dzə̀.
PHP.1.27	Da' gɑ́ po vɔk nthi vɔk yə a ku'nyə nə Cuŋ pɑpúŋ Kristo a, po'o gɑ ŋ dá sɔ́' pɑ́ nə yɔ wɔ́ kɑ nthak tak lə, nwə yə pɑ́ ju' pu ghɔm nə po a, a pɑ́ pɑ́ gɑ́ pǒ wə nthɔm a tʉɔ nthʉm ta' zhwenyə yɑmu', bɑwə bəmtə́ dɑ ta' tʉ̌m tsɑmu' do' kwa' pa' ǎ pùŋ nə piŋnthʉm nə Cuŋ pɑpúŋ a; 
PHP.1.28	po lə piŋ gɑ mghɛ bo hɛ wɔ nə sɔmywə, a pɑ́ bi pu bɑ mtiŋ gɑ wap gɔ simnyə, biŋ bɑ bi po bɑ mtiŋ ywə vɔk yɔ́: a fɑ m bi Si 
PHP.1.29	nə pa' a bɑ Si ghə gho' nə po shyə m nə Kristo tə da' gɑ pǒ piŋ é pɑ, ba m gɑ́ po yɔgo' nə e. 
PHP.1.30	Bɑ do' pɑ nthi shù yə po jɔ́ ŋ bɑwə do'; bɑ pǒ nəŋ jyə gɑ́ gɑ ŋ gɔ tə kwi' lo' a.
PHP.2.1	A pɑ́ gɑ Kristo nyəŋ gʉ' nə pɔ, bɑ gɑ ŋkhuŋnyə hɑ kaktʉɔ bi po, bɑ gɑ zhwenyə tamtə wɔ, bɑ gɑ po ghə cɔ̌mmtso cəcɑ̌ po, 
PHP.2.2	a pɑ nə po po'o, po kwi' yɑ ŋwɛnyə shyə m nə́ nə vɔk nə ta' ŋkhɛ. Po ghə pɑ́ ta' ŋkhuŋnyə yɑmu', gə pɑ́ ta' tʉ̌m; po cəŋ nthamtə; 
PHP.2.3	ka po lɑ twɔ'nyə nə gə sɔmywə kɑ ŋǎ'nɑ lə; da' gɑ́ po cyə́ m nə nə fi'nɑ hɑ si bɑ jɔ pyə shɑ pɔ pa' pɔ pyə wap m̀ dzə̌ po a. 
PHP.2.4	Ka mo pɑ jɔ pɑ da' yə́ nwə, e pɑ jɔ ba yə́ pyəshɑ pɔ. 
PHP.2.5	Po pɑ bvɔk po'o cəcɑ̌ po pa' pú bvɔk nə Yeso Kristo a:
PHP.2.6	Yʉ́ yə e bɑ̀ pa' Si a,
PHP.2.6	la' e yɔ gɑ a mɑ nwə tə'
PHP.2.6	nə pɑ̀ dəŋ pa' Si a.
PHP.2.7	E lě nthé guŋ e bɔ awɛ nə e
PHP.2.7	dɑ vɔk e pa' ŋkwɔ a
PHP.2.7	bʉɔ shʉ' pa' pɔmnəŋ a
PHP.2.7	biŋ shyə m pa' e lə bɑ a
PHP.2.7	pu yɔ e pa' monəŋ a;
PHP.2.8	E lě fi'nɑ́ e hɑ si,
PHP.2.8	ju'nyə yu'nyə tə ŋkho nə vʉ̌
PHP.2.8	vʉ́ bɛnyəpɛnyə.
PHP.2.9	A ywə yə a lə ghə
PHP.2.9	Si ŋa' e hɑ tə thə́
