GEN.1.1	Tɔɔzeizu mɔunpa GALA ge geeɠɔlɔgi ta zooi ɓɛtɛni. 
MIC.5.12	gulu zaɠaaiti ta kɔtu ziɠigiti,
MIC.5.12	wo la mɔ nɔkɔga ani nɔpɛ bu, nii wo kpɛtɛai ga yeei.
MIC.5.13	Nà wa-zale ɠɔɔ wuluiti tɔɔɠula,
MIC.5.13	gè wa-laaiti koloɠolo.
MIC.5.14	Nà potokulai ɠɛ zii ɠiligiti ma, ti la ɠoloni bɛ̀,
MIC.5.14	ga ziiɠaawanai ta ziiɠulagi.»
MIC.6.1	À woilo deɠɛmu naa ma, nii Ɠɔoɠɔ GALAGI bosu:
MIC.6.1	Wuzeɠe, è lukpɔ gizeiti kakala,
MIC.6.1	gize goiti ti è-wooi mɛni!
MIC.6.2	À woilo, wa ʋe, gizeiti, Ɠɔoɠɔ GALAGI ná-tukpɔɠaaleʋeai ma,
MIC.6.2	wa ɓalaa zooi wu ɓɛdɛgiti ti la ɲiikpiga pɛ!
MIC.6.2	Mazɔlɔɔ tukpɔi ɠa Ɠɔoɠɔ GALAGI ta ná-nuɓusɛiti zɔɠɔzu,
MIC.6.2	kpɔɛi ɠa ti yɔɠɔzu ta Izelayɛle nuiti.
MIC.6.3	Maliɠii ɠɛ ma: «Nà-nuɓusɛiti, leeni ɠa gè kɛai ga woye?
MIC.6.3	Leeni ɠa gè wo ɓɔlɔni la?
MIC.6.3	À gòoi ɠaaʋote dɛɛ!
MIC.6.4	Tɔɔzei gè wo ɠulani Ezipete yooi ʋa, wo ʋa ʋɛ!
MIC.6.4	Gè wo unmɔɔni, gè wo ɠula duɔlai zu!
MIC.6.4	Gè Moize ta Aalɔn ta Miliyameni toni wo luɠɔ!
MIC.6.5	Nà-nuɓusɛiti, à ɠizɛ su ga,
MIC.6.5	Moaɓe masagi Ɓalake faa ɲɔi leveni wo laalɔɠɔma,
MIC.6.5	wo ɠizɛ naa zu, nii Ɓeyɔɔl ná-doun zunui Ɓalaame gooɠaaʋoteni da.
MIC.6.5	Gè yɛni wo ʋa, é zo Sitime é li Gilegale,
MIC.6.5	wo kɛ̀ɛwotiiti kaani, niiti ti zɔlegai,
MIC.6.5	nɛ̀i gè ga Ɠɔoɠɔ GALAGI.»
MIC.6.6	Leeni ɠa nà li gè lo da, Ɠɔoɠɔ GALAGI ɠaazu,
MIC.6.6	siɛgi zu gè liizu nɔkɔsu da tɔun bu, GALAGI é Anii-Pɛ-Unda?
MIC.6.6	Gala zalaɠaiti ka nà li ga tiye pɔ ɓaa,
MIC.6.6	ti ga kona gila nikɛ yiʋoiti?
MIC.6.7	Ɠɔoɠɔ GALAGI ɠa yeezei nɛi, baala sinɛ ɓulugiti bu?
MIC.6.7	Ɓaa gulɔi ma ɓoigi la eɠɛ ziɛ wolaiti?
MIC.6.7	Ɓaa gè dòun mɔungi ve nà-tɔ koloɠologiti faa zu,
MIC.6.7	nii a kɛ é nà-kotoiti suvaayɛ?
MIC.6.8	Ee, ɗa ʋe nui, ti è ɠalagɛ ga tuʋa ʋele ʋagɔi,
MIC.6.8	ta nii Ɠɔoɠɔ GALAGI wɔinni ga è kɛ,
MIC.6.8	toɠa ga è ziɛ ga sɔledai,
MIC.6.8	wooɠɛɠiladai nɛɛ è ʋɛ, è ɗa ziɛ la,
MIC.6.8	è ziɛ ga pagɔ unmaayei zu, ga ɗa-ƓALAGI yiima ʋelei.
MIC.6.9	Ɠɔoɠɔ GALAGI ɠa ɓɔɛzu taa wolai ʋɔ,
MIC.6.9	ɠimalai ɠa ga nu unfe daaseigi ma:
MIC.6.9	«À woilo zelii ma, é losu wo ma, wo maaɠolo vai zu,
MIC.6.9	wo woilo naa wooi ma, zɔi é devei wosu!
MIC.6.10	Nà zoo nɛi gè va bu ga faa ɲɔu ɠɛ nuiti
MIC.6.10	ti ta-ʋɛlɛiti buulaave ga naavoloi sɔlɔɔgai yaavai zu?
MIC.6.10	Ta zɛɛ ɠɔɠɔ bo ganiiti, ti la kula ɠɛɛni su, naati wɔin la mà?
MIC.6.11	Gè la zeliloga naati ma ɓaa,
MIC.6.11	zɔiti ti zɛɛ ɠɔɠɔ ganiiti seɠezu ta-ɓɔlɔi zu,
MIC.6.11	ti ɗa nuiti yaava la?
MIC.6.12	Taai tɛi su naavolo nuiti ta ga tooma nuiti,
MIC.6.12	taaʋeai tɛiti ta ɗa zɛɛi wo, yaava nɛgi ɠa é ti-la.
MIC.6.13	Naa ɠa é ba, nà wo zopele ɲɔuzu eyɛsu wo zeeɓɛ,
MIC.6.13	gè wo ɠoloɠolo wa-ɠotoiti faa zu.
MIC.6.14	Wa daami wo, wo la yiɠoa,
MIC.6.14	pului la zeɠea wo ma.
MIC.6.14	Zɔi wa makɛ, naa la makɛga.
MIC.6.14	Zɔi wa ɓaa maazu,
MIC.6.14	nà naa ɠoloɠolo ga kɔɔi.
MIC.6.15	Wa faza, kɛlɛ wo la teʋea.
MIC.6.15	Wa wolive wulɔi ɓɛtɛ, wo la wo-maavaa ɠɛa ga ta,
MIC.6.15	wa dɔɔ ɓɔigi ɓɛtɛ, kɛlɛ wo la ma lɔɔi ta pa kpɔlea.
MIC.6.16	Wa ziɛzu ga pele ɲɔi masagi Wɔmeli dɛɛni,
MIC.6.16	ta Akaɓe ná-pɛlɛyeɠei ziɛ ʋelei ɠa wo ziɛzu la.
MIC.6.16	Naa ɠa é ba, nà ʋaazu ga wa-laai ɠoloɠolo saɓui.
MIC.6.16	Nà wo ɠɛ ga ɲɛɛɠulasu anii,
MIC.6.16	nà-nuɓusɛiti ta-unfegi ma ɠasɔi ɠa la wo unma.»
MIC.7.1	Ee! Màanɔɠɔa! Gè ɠɛa ga naama nui,
MIC.7.1	é ʋaazu gulu waa ɠulazuʋɛ, ti ɓega ʋoluma ga ti ɠula ga,
MIC.7.1	eɠɛ zɔi é gulu waa ɠɔpɔgiti gaiziɛzu kula nuiti polu ʋelei.
MIC.7.1	Kɛlɛ leezɛn ɠila kpalaa ge la ná, nu a mi,
MIC.7.1	kooleɠoole gwaa ma nɛɛnɛ gila kpalaa,
MIC.7.1	nii gòla wɔinɗai ma.
MIC.7.2	Wooɠɛɠila nuiti ti ɓega zooi ɠa,
MIC.7.2	sɔle nu nɔpɛ ge la mɔ ná.
MIC.7.2	Nu ʋaa ɠisiɛi nɔ ɠa é ti pɛ ziimaʋɛ,
MIC.7.2	ti ɗa ɓɔɠɔ ɠaaʋɛɛnɛ, ti ɠilagilagiti pɛ.
MIC.7.3	Ti ɠeleɠelegɛ faa ɲɔi ɠɛɛzu, ti yee la ɠulaa su.
MIC.7.3	Kundiɠiiti ta tukpɔɠaaleʋe nuiti ta lobɛanii ɠulazu nuiti zea ga maaɓaai,
MIC.7.3	nu wolaiti ti ɗa ti yiima vai wo ti ma,
MIC.7.3	ti pɛ ta zoloosu faa ɠila ma.
MIC.7.4	Zɔi pagai ti zaama, naa ɠɛɛʋɛ eɠɛ ɠaingiti ti ɠaalɛai ba,
MIC.7.4	ti zaama, zɔi sɔlegai ti pɛ ba, naa ɲɔu é leʋe ɠaingi ma lɔɓɔɠɛlɛgi ʋa.
MIC.7.4	Wɛlɛ, wo zala voloi ɠana ʋa,
MIC.7.4	nii wo makɛ nuiti ti boni, GALA goo wo nuiti.
MIC.7.4	Niizu, wa niina kiteʋei zu.
MIC.7.5	Mina la è-wɔɔla la,
MIC.7.5	mina ʋoluzei è-nɛɛɲɔɠɔ ʋa.
MIC.7.5	Dama, è mina laalao è ɓɔɠɔ anzai ɠaazu.
MIC.7.6	Mazɔlɔɔ doun zunui ɠa kɛɛɠɛ wɔinzeɠe,
MIC.7.6	doun anzanui wuzeɠe dee laalɔɠɔma,
MIC.7.6	leemɔɔin ná-doun anzai wuzeɠe daalɔɠɔma,
MIC.7.6	ɛsɛ sili nui ɠa ɠɛ ga tɔ ɓɔɠɔi ná-pɛlɛyeɠei wu nuiti.
MIC.7.7	Nɔ̀un nà, nà wɛlɛzu ga Ɠɔoɠɔ GALAGI ʋɔ pelei,
MIC.7.7	nà ɠitosu nà-kizo GALAGI ʋa,
MIC.7.7	nà-GALAGI ɠa gòoɠaaʋote.
MIC.7.8	Sìli nui, mina ɠoozunɛ nà-faa zu!
MIC.7.8	Mazɔlɔɔ ni nà loona, nà wuzeɠe ʋolu.
MIC.7.8	Ni nà zeini kpidii zu,
MIC.7.8	Ɠɔoɠɔ GALAGI ɠa bɛ̀ ga wozakalagi.
MIC.7.9	Nà va Ɠɔoɠɔ GALAGI ná-ziiɠaawanai wu,
MIC.7.9	tɔɔzei gè kotoi ɠɛɛni daalɔɠɔma.
MIC.7.9	Kɛlɛ yeeta toɠa màalogi wo,
MIC.7.9	é ɠula ga ze, é tò wozakalagi ɠa,
MIC.7.9	nà ná-telebodai ma ɠɛɛwotii ɠa.
MIC.7.10	Toɠa ɠɛ sìli nuiti gaazu, unfegi lɔ ti ɠaazu,
MIC.7.10	tɛiti ti ɠɛni ɠɛɛzu mà:
MIC.7.10	«Mini ɠa deɠɛmu ɗa-ƓALAGI, Ɠɔoɠɔ GALAGI ná?»
MIC.7.10	Ta ti lɛɛvɛ ɠɔɠɔwu, eɠɛ taazuʋɛ ʋalaʋalai, nà ti ʋɛtɛ!
MIC.7.11	Wɛlɛ, naama voloi ɠana ʋa,
MIC.7.11	yeei wa-laa wolai ma ziɠigiti ti losu da.
MIC.7.11	Wɛlɛ, naama volo ná,
MIC.7.11	ta ɠa ɓɔ wa-yooi ʋa, kwɛmaʋɛti.
MIC.7.12	Naama volo ná, nuiti ta ʋa è ʋɔ bɛ,
MIC.7.12	ti zeɠe Asiili yooi zu, ti zeɠe Ezipete yooi zu,
MIC.7.12	ti zeɠe ziɛ wolai ma,
MIC.7.12	ti zeɠe kpoloɗɛi ma ná pɛ,
MIC.7.12	ti zeɠe gizeiti ma.
MIC.7.13	Zooi mɔta zu ɠa wo, gaa nuiti maaʋele ma,
MIC.7.13	naa ɠa ɠɛ ga ta-ɠɛɛwoti ɲɔiti ma zalai.
MIC.7.14	Lo ɗa-nuɓusɛiti untuɠɔ ga ɗa-lukpɔi,
MIC.7.14	baala kpulugiti be ti ga ɗɔnɔi,
MIC.7.14	ti ya ɠila be ti zeini dɔɓɔi zu, Kaalemɛle gizei ma!
MIC.7.14	Ti zoo ti laami Ɓasan lufa lɛtɛiti su, ta Galaade gizei ma,
MIC.7.14	eɠɛʋelei é ɠɛni la, mɔungi ma voloiti su!
MIC.7.15	Eɠɛ foloi è gi ɠulani la Ezipete yooi ʋa,
MIC.7.15	laavɔɔ vaiti kɛ gi ʋɛ.
MIC.7.16	Zii ɠiligiti ta ti ʋɛtɛ, ti wola unfe,
MIC.7.16	anɛɛ zobogi pɛ ka ti ya.
MIC.7.16	Ta yeeʋɛɛ la, ti laavɔɔ vai ma,
MIC.7.16	ti-woizuʋɛti ta ɓɔlɔ.
MIC.7.17	Ta fufiligi ɠɔmɔ eɠɛ kaalii,
MIC.7.17	eɠɛ kpokpo aniiti ti zooi ɠa.
MIC.7.17	Ta ɠula ga duai ti-lɔɔɠuzuʋɛti,
MIC.7.17	ti ʋa ga sasuɓalii Ɠɔoɠɔ GALAGI ʋɔ, gá-ƓALAGI,
MIC.7.17	ta lua ɗa-zobogi ʋa.
MIC.7.18	GALA, ɓɛ ɠa é ga è ɠɛʋele,
MIC.7.18	a zoo é faaɠaaza golai ɓe, é tɔ koloɠologi zuvaayɛ,
MIC.7.18	ɗa-nuɓusɛi mɔtaiti bɛ, ti ga ɗa-nuiti?
MIC.7.18	Ɗɛi è la ɗa ga yɛ ziiɠaawanai zu eyɛsu ɠɔ,
MIC.7.18	mazɔlɔɔ è-yiimai ɠa ga è wooɠɛɠiladai ɠɛ.
MIC.7.19	Ɗa gi maawɔinɠaazu mɔnɔ,
MIC.7.19	è la gá-vaaɠaaza golaiti pɛtɛga,
MIC.7.19	ɗa gá-ɠotoiti kpein pili ya kpoloɗɛi ma ʋalii zu.
MIC.7.20	Ungo, ɗa ɗa-wooɠɛɠiladai ɠula kɛlɛma Zakɔɓe mavofodaiti bɛ.
MIC.7.20	È è-zaalai ɠula kɛlɛma Aɓalaame mavofodaiti bɛ,
MIC.7.20	eɠɛʋelei è ma minazeɠegi woni da kaite wɔlɔwɔlɔi gi-mɛmɛwolani bɛ.
NAM.1.1	Keela wooi ɠa ga nii, é wosu Ninive 
NAM.1.2	Ɠɔoɠɔ GALAGI ɠa ga GALAGI nii toloai ta potokula nui.
NAM.1.2	Toɠa nɔnɔi ʋotokulazu, ná-ziiɠaawanai maayikiʋɛ gola,
NAM.1.2	toɠa ɗa nɔnɔi ʋotokula sakpeɲɔɠɔiti ma,
NAM.1.2	toɠa ɗa ná-ziiɠaawanai zei yiima sili nuiti daalɔɠɔma.
NAM.1.3	Ɠɔoɠɔ GALAGI yii la ɗa ga ɠula fala,
NAM.1.3	ná-zobogi zuwɔɔlɔʋɛ,
NAM.1.3	kɛlɛ é la ɗa ga faa ɲɔu ɠɛ nui zalalalai yɛ ga.
NAM.1.3	Fiilɛ wolai ɠa ɗa lokoleʋe, siɛgi zu é leʋesu da.
NAM.1.3	Tonaɓiingiti ka ti ga kɔɠɔa vufiligiti.
NAM.1.4	Toɠa ɗa zelii lo kpoloɗɛi ma, é fɔ su,
NAM.1.4	toɠa ɗa ziɛ wolaiti pɛ fɔ su.
NAM.1.4	Ɓasan ta Kaalemɛle lufaiti ti ɓɔikpɔi,
NAM.1.4	Liɓan lufa ʋuaiti ti ʋoolo. 
NAM.1.5	Siɛgi zu é wuzeɠezu la, gizeiti ta ɗa ɓali,
NAM.1.5	gize goiti ti ɗa ɲiikpi,
NAM.1.5	eteai zasu ɠa ɗa ɓali gaazu,
NAM.1.5	eteai é ɓɔ gaa anii pɛ ba.
NAM.1.6	Ɓɛ ɠa a zoo é lo tuɠɔ ná-ziiɠaawanai zu?
NAM.1.6	Ɓɛ ɠa a yɛ loni tuɠɔ, zii a ɠulana?
NAM.1.6	Ná-ziiɠulagi ɠa ɗa ɠɛ eɠɛ abui teʋegai,
NAM.1.6	anɛɛ kɔtu wolaiti ta ɗa vuka tuɠɔ.
NAM.1.7	Ɠɔoɠɔ GALAGI ʋagɛ,
NAM.1.7	toɠa ga nu lɔɔɠuzu kidaaʋili foloi.
NAM.1.7	Toɠa ɗa ɓaa naati maazu, zɔiti ti lɔɔɠuzu pɔ bɛ.
NAM.1.8	Toɠa Ninive ɠoloɠolo mɛtu ga ziɛvegi é ʋuuzu ya,
NAM.1.8	é sili nuiti daaʋili kpidii zu.
NAM.1.9	Leeni ɠa wo ɠisiɛzu su Ɠɔoɠɔ GALAGI laalɔɠɔma?
NAM.1.9	Toɠa é faa zuɠoloɠologi ɠɛai mɛtu,
NAM.1.9	kidaaʋiligi ʋaala la ɠɛa fele!
NAM.1.10	Ti ɠɛɛʋɛ eɠɛ kpɔvɔi zu ɠaingiti ti velevelegai ɓɔɠɔ ma,
NAM.1.10	ti dɔɔi ɓɔlezu eyɛsu é ti zo.
NAM.1.10	Ta ɠala mɛtu eɠɛ tufa vɔɔi.
NAM.1.11	È ʋɔ bɛ ɠa nu zeɠeai ná,
NAM.1.11	nii é ɠɛni ɠisiɛzu faa ɲɔi zu Ɠɔoɠɔ GALAGI laalɔɠɔma,
NAM.1.11	é ɗa nu ɲaka ɠisiɛi wo.
NAM.1.12	Ɠɔoɠɔ GALAGI wooi ɠaa:
NAM.1.12	«Anɛɛ ni wo zili nuiti mɔinʋɛ, ti zuɓa,
NAM.1.12	ta ɲɛɛlɛ, gila kpalaa ge la yɛga ná.
NAM.1.12	Anɛɛ ni gè wo unfeni,
NAM.1.12	gè la mɔ naa taɠili kɛa pɛ.
NAM.1.13	Nà wo viesu niina,
NAM.1.13	gè wo ɠula wo zili nuiti ta-luɔlai zu,
NAM.1.13	gè wa-yɔlɔɠɔiti galeɠale, ti vie wo ma.»
NAM.1.14	Wɛlɛ nii ɠa Ɠɔoɠɔ GALAGI deveai è laalɔɠɔma:
NAM.1.14	«È la è-mavofoda zɔlɔɔga, è-laaseigi ʋa ʋɛɛ ti ʋa,
NAM.1.14	nà ɗa-ɠɔɔɠɔ ganigiti ti ga gului ɓa kɔlu ɠaawuungaiti kula ɗa-ɠalagi ná-pɛlɛi wu,
NAM.1.14	gè ti ɠoloɠolo.
NAM.1.14	Nà ɗa-ɠabayeɠei ɓɛtɛ,
NAM.1.14	mazɔlɔɔ nɔ̀un gaazu, wo la mɔ ga ani nɔpɛ.»
NAM.2.1	À wɛlɛ keelai ʋa, é gizeiti ma,
NAM.2.1	é ɗa ʋa ga woo niinɛ ʋagɔi,
NAM.2.1	é ziilɛi fai laazeelizu. 
NAM.2.1	Zuda nuiti, à GALA fai ma vɛtiiti kɛʋele ɓɛtɛ,
NAM.2.1	wo wa-minazeɠegiti daazeeli GALA bɛ!
NAM.2.1	Mazɔlɔɔ nu ɲakai la mɔ ziaa wo zaama pɛ,
NAM.2.1	é ɠoloɠologa mɛtu.
NAM.2.2	È ɠoloɠolo nui ɠana ʋa è laalɔɠɔma.
NAM.2.2	Ɗa-ada ɓiingiti makɛ!
NAM.2.2	Ɠaaɓa, è wɛlɛ peleiti ma,
NAM.2.2	zaamaɠili, è ɠaaɓa ga zɛbɛi pɛ!
NAM.2.3	Mazɔlɔɔ Ɠɔoɠɔ GALAGI ɠa Zakɔɓe mavofodaiti ta-lɛbiyai veezu ti ya ʋolu,
NAM.2.3	é Izelayɛle ná-bɔɔlɔlai ve zea ʋolu.
NAM.2.3	Toosu nuiti ti ti ɠaaʋalani ba,
NAM.2.3	ti ta-leezɛn ɓelei ɠoloɠolo.
NAM.2.4	Ani ɓɔigi ɠa siaai kɔɔɠɔ nuiti ta-ɠɔɔɠɔ zɛpɛgiti ma,
NAM.2.4	ta-zalaʋusuiti maaɠiliʋɛ ga seɠe ɓɔigiti.
NAM.2.4	Siɛgi zu ti ɠɛʋele ɓɛtɛai la kɔɔɠɔ vai ma,
NAM.2.4	kɔɔɠɔ wotoloiti kpɔiʋɛ eɠɛ abui,
NAM.2.4	kpɛɛinti ti ɗa ɓali.
NAM.2.5	Kɔɔɠɔ wotoloiti ti ɗa ɓizɛ taazuʋɛ ga ziiɠaawanai,
NAM.2.5	ti ɗa ɓizɛ adaʋɛti,
NAM.2.5	ɗa ti ɠa nɔ ga sɔmɔgiti ti ɠaazogai,
NAM.2.5	ti ɗa ɓizɛ mini-o-mini eɠɛ mainmain.
NAM.2.6	Ninive masagi ɠa ná-kɔɔɠuluɓaiti tolisu,
NAM.2.6	kɛlɛ ta ziɛzu, ti zu ɗa ɓali.
NAM.2.6	Ti zo nuiti ta ɓizɛzu ga lia siɠigi ʋɔ bɛ,
NAM.2.6	ɓɔɠɔ maalobosuʋɛ ɓɛtɛʋɛ miná.
NAM.2.7	Ziɛ wolai luɠɔzosuʋɛ laaʋɛ vieni,
NAM.2.7	masa pɛlɛi woloni!
NAM.2.8	Ti anzanu masagi maaɲakai ʋilɛga, ti lia la,
NAM.2.8	ná-botiɠɛ anzanuiti ta kpalagi wosu eɠɛ poopogiti,
NAM.2.8	ta-yiiɓɔlɔi zu, ta ɠekegiti suloɠazu.
NAM.2.9	Ninive ɠɛni ga ziɛ makɛ diɠi wolai,
NAM.2.9	kɛlɛ ziɛi pɛ ge ʋua ya, é ɠula su.
NAM.2.9	«À lo, wa ʋe! À lo, wa ʋe!» Kpeei ɠana é loozu,
NAM.2.9	kɛlɛ pela nui tanɔpɛ ge la ɠaleni ma.
NAM.2.10	À ná-waliiti zɛʋɛ, à ná-zanugiti zɛʋɛ!
NAM.2.10	Taai ná-naavoloi la ɓega pɛ,
NAM.2.10	ani ʋagɔi letele ka é ʋuuni ná.
NAM.2.11	Tooma vai, ɲama ʋuu vai, ta nu ʋaa vai!
NAM.2.11	Nuiti iɲɔteʋeʋɛ ti-yiimaʋɛ,
NAM.2.11	ti-ɲiibiiti su ɗa ɓali,
NAM.2.11	ti lɔtɔzuleʋea, ti-ɠaazuʋɛti maavala.
NAM.2.12	Leeni ɠa kɛai ga zalai ná-zeɠei?
NAM.2.12	Ʋɛ zala yiʋoiti ti ɠɛni ɠɔnɔgi zɔlɔɔsu ná,
NAM.2.12	nu nɔpɛ ge la ɠɛni ti ɓɔlɔzu ná,
NAM.2.12	zala zinɛi a la liina ti-ɠɔnɔ gaiziɛzuʋɛ.
NAM.2.13	Zala zinɛi ɠɛni suai zosu ma yiʋoiti bɛ,
NAM.2.13	é ɗa tanigaa ɠɔdaaleʋe zala zaaiti bɛ,
NAM.2.13	é ná-zeɠei laave su ga daamianigi,
NAM.2.13	é sulaave ga suaiti, é ti ʋaliʋaliai ga.
NAM.2.14	Ɠɔoɠɔ GALAGI Fai-Pɛ-Maliɠii wooi ɠaa:
NAM.2.14	«Wɛlɛ, nà ɠa gè è laalɔɠɔma,
NAM.2.14	nà ɗa-ɠɔɔɠɔ wotoloiti kɛɛzu ga zuʋui,
NAM.2.14	ɗa-zala yiʋoiti kpein ta za kɔɔmaʋɛ.
NAM.2.14	Toomai è kɛɛzu eteai zu, nà ɠa gè naa ɓesu,
NAM.2.14	nu la mɔ ɗa-ɠeelaiti goomɛniga.»
NAM.3.1	Maanɔɠɔ ɠa ɲama ʋuu laai ʋɛ,
NAM.3.1	nii é masadai ɠɛɛzu yaavai maazu,
NAM.3.1	é ná-kpɛtɛi wosu ga toomai,
NAM.3.1	yeenɔpɛ toɠa toomai ɠɛɛzu!
NAM.3.2	Kpakɔi lugi ɠa é mɛnisu ná,
NAM.3.2	wotoloiti kɔɠɔ lugi ta sooiti tugi,
NAM.3.2	kɔɔɠɔ wotoloiti tugi ná.
NAM.3.3	Soo ɓizɛ nuiti ti ɗa kɔɔi loo,
NAM.3.3	boɠa zɔkpɔiti ti ɗa ɲiikpi,
NAM.3.3	mɛɛinti ti ɗa mainmain zaɠa.
NAM.3.3	Nu maawanai laawɔɔlɔa,
NAM.3.3	nu ʋoomai ɠɛ adaʋɛ pɛ nɔ,
NAM.3.3	nu la zooga gaalusu,
NAM.3.3	nu ɗa ziɛ poomaiti ma nɔ ɠɔ!
NAM.3.4	Naa pɛ ge ɠɛɛni tɔɔzei koloɠolo anzanui ná-koloɠologi ʋa,
NAM.3.4	ná-pagi lɔɠɔ ɠulaai, gola zoogai sale vai la.
NAM.3.4	É ɠɛni nuɓusɛiti ta zii ɠiligiti maamiizu,
NAM.3.4	ga ná-koloɠologiti ta ná-sale vaiti maaʋele.
NAM.3.5	Ɠɔoɠɔ GALAGI Fai-Pɛ-Maliɠii wooi ɠaa:
NAM.3.5	«Wɛlɛ, nà ɠa gè è laalɔɠɔma,
NAM.3.5	nà ɗa-lookɔbai ɠulazu è ɠɔba, gè pɛɛ è ɠaazu,
NAM.3.5	gè è-maaɲakai lɛ ga zii ɠiligiti,
NAM.3.5	zɔɔma masa zooiti ti ɓaaɠula è ma.
NAM.3.6	Nà kaʋa luulai ʋilisu è ma,
NAM.3.6	gè unfegi yei ga ɗe,
NAM.3.6	gè è ɠɛ ga pɛtɛ ganii.
NAM.3.7	Nu nɔpɛ a è ɠaana, toɠa ʋela è ʋa,
NAM.3.7	é ɠɛ ma: ‹Ninive ɠoloɠologa.
NAM.3.7	Ɓɛ ɠa a maawɔinɠa?›
NAM.3.7	Mini ɠa nà gaanɛɛnɛ nua zɔlɔɔ ná è ʋɛ?»
NAM.3.8	È vizɔ ka bogai Tɛɓese 
NAM.3.8	taa wolai é ɠɛni ʋuuni ziɛ wolai Nile ma ɓekegiti zɔɠɔzuʋɛ,
NAM.3.8	ziɛi ɠakuni ma, ziɛ wolai ɗa makɛ,
NAM.3.8	naa ɠɛ ma ga siɠigi?
NAM.3.9	Etiyɔpi ta Ezipete, naati ka zeelaani ti ma,
NAM.3.9	ta-zobogi ʋolu la ɠɛni ɠulaa.
NAM.3.9	Pute nuiti ta Liɓi nuiti, ta naati ka ti yeezoni.
NAM.3.10	Anɛɛ naa ʋe, tɔ ɓalaagi liini duɔlai zu,
NAM.3.10	ungo, ti soni ga duɔi, ti lii la,
NAM.3.10	ná-doungoiti ɓalaa, ti ti ʋaani taazuʋɛ ná pɛ.
NAM.3.10	Nuiti ti zeizumaanɛɛni, ti naati seɠeni ga kpakutoomai,
NAM.3.10	ná-kundiɠi wolaiti kpein, ti yɔlɔɠɔi loni ti ʋa.
NAM.3.11	Ɗa ɓalaagi, ɗa-laɓai ɠa è zo eɠɛ dɔɔi, ɗa lɔɔɠu.
NAM.3.11	Ɗa ɓalaagi, ɗa lɔɔɠuzu ɠaiziɛ,
NAM.3.11	è ʋa ɠula è zili nuiti zea.
NAM.3.12	È-ʋoluzeizuʋɛti pɛ ti ɠɛa ga kooleɠoole gului, nii ma waai ga yɔɠɔyɔɠɔ.
NAM.3.12	Nu a ma wului ɲiikpina nɔ feya,
NAM.3.12	ti ʋu ya naama nui laaʋɛ, zɔi é wɔinni é mi.
NAM.3.13	Ɗa-zalaʋusuiti pɛtɛ,
NAM.3.13	anzanuiti nɔ ɠana ti è ya,
NAM.3.13	ɗa-yooi laaʋɛti daalaoga gola è zili nuiti tuɠɔ,
NAM.3.13	abui ta-zɔɠɔgiti gala.
NAM.3.14	Ziɛi zaɠa ɓɔɠɔ ʋɛ, tɔɔzei ɗa ga ʋa zeizu kɛlɛ su,
NAM.3.14	ta ɓɔ è maalobo fai ʋa.
NAM.3.14	Penɛ ʋɔlɔiti kpɛtɛ, è ɓiliki loɠazuʋɛti to!
NAM.3.15	Kɛlɛ ɗa zaazu, è ɠala abui zu,
NAM.3.15	ɓa è za kɔɔi zu.
NAM.3.15	Ɗa ɠoloɠolo eɠɛ daaiti, niiti koto ziʋoiti ti ti miai.
NAM.3.15	Ɗa-nuɓusɛiti ti ɓuunni ʋa eɠɛ koto ziʋoiti,
NAM.3.15	ti ɓuunni ʋa eɠɛ koto kpulugiti.
NAM.3.16	Ɗa-yaaɠoiti ti mɔinni, ti leʋe geezuʋɛ zomideɠaiti ba.
NAM.3.16	Eɠɛ koto ziʋoiti ti anii pɛ miizu, ti ɠoʋe.
NAM.3.17	È maazuʋɛtɛ nuiti ta ɠɛ eɠɛ kotogiti,
NAM.3.17	ɗa-wotiɠɛ nuiti ti ɠɛ eɠɛ koto kpulugiti,
NAM.3.17	ti ʋuuzu gulu ʋɛlɛʋɛlɛ koiti ga, kɔɔlɛ ziɛgi zu.
NAM.3.17	Foloi a ɠulana, ti zeɠe ná, nu la mɔ ti ɠaa.
NAM.3.17	Nu la mɔ kwɛɛ, ʋɛ ti liai ná.
NAM.3.18	Asiili masagi, ɗa-ɠundiɠiiti ti ɲia,
NAM.3.18	ti la wuunga eyɛsu ɠɔ.
NAM.3.18	Ɗa-ɠɔɔɠuluɓaiti ti la mɔ ɲiikpisu ɲɛgɛlɛin!
NAM.3.18	Ɗa-nuɓusɛiti ti vazaga gizeiti ma,
NAM.3.18	nu nɔpɛ ge la ti ɠaalɛɛzu ba.
NAM.3.19	Ɗa-nimizai zo keleɠele kili ge la ná!
NAM.3.19	Palai loa è ʋa, nii é la ʋaloa pɛ!
NAM.3.19	Fai nii seiɗai è ma, zɔiti pɛ ti mɛnisu,
NAM.3.19	ta yealoɠazu nɔ è ma.
NAM.3.19	Ɓɛ ɠa è-zɔ ɲɔi ta la zeelini ma, è ɠɛni kɛɛzu yeenɔpɛ?
HAB.1.1	Keela wooi ɠa ga nii, GALA ge dɛɛni ga GALA goo wo nui Aɓakuke.
HAB.1.2	Nà yɛsu è lolisu eyɛsu siɛgi ɓɛgele zeeli,
HAB.1.2	Ɠɔoɠɔ GALAGI, ga è kpɔbai ɠɛ?
HAB.1.2	È la woilosu gòoi ma.
