MAT.1.1	O le tala lenei i le gafa o Iesu Keriso le atali‘i o Tavita, le atali‘i o Aperaamo.
2PE.3.6	o le mea na faia ai le lalolagi, ‘ua lōfia ai fo‘i ma fa‘aumatia. 
2PE.3.7	‘Ae peita‘i o le lagi ma le lalolagi o ona po nei ‘ua tu‘u mo le afi i lea lava afioga, ‘ua tāofia mo le afi i le aso o le fa‘amasinoga ma le malaia o tagata fa‘alēmata‘u.
2PE.3.8	A‘u uō e, ‘aua ne‘i galo lenei mea: E tusa i le Ali‘i le aso e tasi ma le afe o tausaga, o le afe fo‘i o tausaga e tusa ma le aso e tasi. 
2PE.3.9	E lē fa‘atuai ‘ona fa‘ataunu‘uina e le Ali‘i lana folafolaga pei o le manatu o isi tagata. O lo‘o ‘onosa‘i o ia ‘iā te ‘outou, e lē finagalo o ia ‘ina ‘ia fano se isi o ‘outou, a ‘ia o‘o uma lava i le salamō.
2PE.3.10	O le aso o le Ali‘i e o‘o mai e pei o le gaoi. O le a mou atu le lagi ma le gogolo tele, o le a fa‘amuina ma fa‘aumatia ‘au a le lagi, e susunuina fo‘i le lalolagi ma mea uma o i ai. 
2PE.3.11	‘Āfai o le auala lea e fa‘aumatia ai nei mea uma, o le ā la le itū‘āiga tagata o le a i ai ‘outou? E tatau ‘ona pa‘ia o ‘outou ola ma fa‘asāina mo le Atua, 
2PE.3.12	a o ‘outou fa‘atalitali ma manana‘o tele i le o‘o mai o le aso o le Atua, o le a fa‘amuina ai ma fa‘aumatia le lagi i le mumū o le afi, e liu suāvai fo‘i mea na fai a‘i i lona vevela. 
2PE.3.13	A ‘ua folafola mai ‘iā te i tatou le lagi fou ma le lalolagi fou e mau ai le amiotonu. ‘Ia tatou fa‘atalitali i ia mea.
2PE.3.14	O le mea lea a‘u uō e, a o ‘outou fa‘atalitali i le o‘o mai o nei mea, ‘ia taumafai e fa‘amamā ma ‘ia lē mata‘uleagaina ‘outou i luma o le silafaga a le Atua, ma ‘ia ‘outou manuia fa‘atasi ma ia. 
2PE.3.15	‘Ia ‘outou mafaufau i le ‘onosa‘i o lo tatou Ali‘i; o le avanoa na tu‘uina atu e ia ‘ina ‘ia fa‘aolaina ai ‘outou, e pei lava ‘ona tusi atu lo tatou uso pele o Paulo ‘iā te ‘outou, e tusa ma le poto ‘ua foa‘iina atu ‘iā te ia, 
2PE.3.16	na tautala o ia i lenei mea e pei lava ‘ona faia e ia i ana tusi. O nisi mea e faigatā ‘ona malamalama i ai, ‘ua fa‘auiga‘eseina e tagata lē a‘oa‘oina e o‘o ai i lo latou malaia, a o ia a‘oa‘oga ‘ua lē fa‘atumauina e pei o isi Tusi.
2PE.3.17	O le mea lea a‘u uō e, ‘ia ‘outou fa‘aeteete ‘iā te ‘outou lava, ‘ina ne‘i ta‘ita‘isesēina ‘outou i le sesē o ē e fa‘alētaupulea ma pa‘u‘ū ‘ese ai ‘outou i le mea sa ‘outou tumau ai. 
2PE.3.18	A ‘ia tutupu pea ‘outou i le alofa tunoa ma le poto o lo tatou Ali‘i ma le Fa‘aola o Iesu Keriso. ‘Ia ‘iā te ia le vi‘iga, nei ma ‘ia o‘o atu i le fa‘avavau. Amene.
2JN.1.1	O le tusi lenei a le toeaina i le tama‘ita‘i ‘ua filifilia e le Atua, ma lana fānau ‘ou te alofa fa‘amaoni i ai. E lē na o a‘u, a o ē uma ‘ua iloa le ‘upu moni o lo‘o alolofa atu ‘iā te ia, 
2JN.1.2	auā ‘ua tumau ‘iā te i matou le ‘upu moni, ma o le a i ai pea ‘iā te i matou e fa‘avavau.
2JN.1.3	‘Ia ‘iā te ‘outou le alofa tunoa, ma le alofa mutimutivale, ma le manuia mai le Atua le Tamā ‘atoa ma le Ali‘i o Iesu Keriso, o le Alo o le Tamā i le fa‘amaoni ‘atoa ma le alofa.
2JN.1.4	‘Ua ‘ou fiafia lava ‘ina ‘ua ‘ou maua nisi o a ‘outou fānau o lo‘o savavali i le ‘upu moni, e pei ‘ona poloa‘iina i matou e le Tamā. 
2JN.1.5	O lenei le tama‘ita‘i e, ‘ou te ‘ai‘oi atu ‘iā te oe ‘ia tatou fealofani. E lē o se poloa‘iga fou ‘ou te tusi atu ai ‘iā te oe; o le poloa‘iga lava na tatou maua talu le amataga.
2JN.1.6	O lenei lava le alofa, ia savavali i tatou e tusa ma ana poloa‘iga. O le poloa‘iga lenei e pei ‘ona ‘outou fa‘alogo ai talu le amataga: ia ola i le alofa.
2JN.1.7	Auā e to‘atele o ē e fa‘asesē ‘ua ō atu i le lalolagi, o ē ‘ua lē taliaina le mea moni ‘ua maliu mai Iesu Keriso i le tino. O le fa‘asesē lava lenei ma anetikeriso. 
2JN.1.8	‘Ia ‘outou fa‘aeteete ‘iā te ‘outou lava, ne‘i maumau a ‘outou galuega na ‘outou galulue ai, a ‘ia maua e ‘outou lo ‘outou taui ‘ato‘atoa.
2JN.1.9	So o se isi e alu ‘ese i a‘oa‘oga a Keriso ‘ae lē tumau i ai, ‘ua lē ‘iā te ia le Atua. A o lē e tumau i le a‘oa‘oga ‘ua ‘iā te ia le Tamā ma le Alo. 
2JN.1.10	‘Āfai e alu atu se isi ‘iā te ‘outou ‘ae na te lē avatua lenei a‘oa‘oga, ‘aua ne‘i ‘outou taliaina o ia i o ‘outou ‘āiga; ‘aua fo‘i tou te fai atu i ai, “ ‘Ia manuia ‘outou.” 
2JN.1.11	Auā o sē e ofo atu ‘iā te ia, ‘ua ‘auai fa‘atasi o ia i ana galuega leaga.
2JN.1.12	E tele mea ‘ou te fia fa‘aali atu ‘iā te ‘outou ‘ae ‘ou te lē mana‘o e fa‘aaogāina pepa ma le vaitusi; ‘ou te fa‘amoemoe ‘ou te alu atu ‘iā te ‘outou, ‘ia tatou fetautalatala‘i, ‘ina ‘ia ‘ato‘atoa ai lo ‘outou ‘oli‘oli.
2JN.1.13	O lo‘o alolofa atu ‘iā te oe le fānau a lou uso,
3JN.1.1	O le tusi lenei a le toeaina ‘iā Kaio, o le pele, o lē ‘ou te alofa fa‘amaoni i ai.
3JN.1.2	La‘u uō pele, ‘ou te tatalo ‘ina ‘ia manuia oe i mea uma lava, ia mālōlōina lou tino e pei ‘ona manuia o lou agaga. 
3JN.1.3	‘Ua ‘ou matuā fiafia ‘ina ‘ua ō mai nisi uso ma fa‘aali mai o lo‘o e fa‘amaoni lava i le ‘upu moni, fa‘apei ‘ona e ola ai i le ‘upu moni. 
3JN.1.4	E leai so‘u fiafia e sili atu i lo lo‘u fa‘alogo atu o lo‘o ola la‘u fānau i le ‘upu moni.
3JN.1.5	La‘u uō pele e, ‘ua e fa‘amaoni lava i mea uma na e faia mo le ‘au uso, e ui lava o tagata ‘ese i latou; 
3JN.1.6	na molimau mai i latou i lou alofa i luma o le ekalesia. Fa‘amolemole ia fesoasoani ‘iā te i latou i ala e fiafia ai le Atua. 
3JN.1.7	Auā na ō atu i latou i le galuega a Keriso e aunoa ma le taliaina o se fesoasoani mai tagata o Nu‘u ‘ese. 
3JN.1.8	E tatau ‘ona tatou lagolagoina na tagata, ‘ina ‘ia tatou fesoasoani atu ‘iā latou galuega mo le ‘upu moni.
3JN.1.9	Na ‘ou tusi atu i le ekalesia; a o Tioterifi o lē ‘ua fia sili ‘iā te i latou, na te le‘i taliaina i matou. 
3JN.1.10	O le mea lea ‘āfai ‘ou te alu atu, ‘ou te fa‘amanatu atu ‘iā te ‘outou mea na faia e ia, o mea mata‘utia na fai atu e ia e uiga ia i matou, ‘atoa ma le pepelo na fa‘aali mai e ia ‘iā te i matou. E lē gata fo‘i i ia mea, ‘ae le‘i talia fo‘i e ia le ‘au uso, na vavao atu fo‘i i ē na loto i ai, ma fa‘ate‘a i latou i le ekalesia.
3JN.1.11	La‘u uō pele e, ‘aua ‘e te fa‘aa‘oa‘o i le leaga, a ‘ia fa‘aa‘oa‘o i le lelei. O lē e faia mea lelei e mai le Atua lava ia; o lē e fai mea leaga, e le‘i iloa atu lava e ia le Atua.
3JN.1.12	‘Ua logoleleia Temetiu e tagata uma lava ‘atoa ma le ‘upu moni. E fa‘aopoopo atu fo‘i i ai la matou molimau, ‘ia iloa ai e ‘outou e moni la matou molimau.
3JN.1.13	E tele mea ‘ou te fia tusi atu ai ‘iā te oe, ‘ae ‘ou te lē mana‘o e fa‘aaogāina le peni ma le vaitusi. 
3JN.1.14	‘Ou te fa‘amoemoe e fia feiloa‘i ma oe i se taimi e lē o mamao, ‘ina ‘ia ta fetautalatala‘i.
3JN.1.15	‘Ia ‘iā te oe le manuia. O lo‘o alolofa atu ‘iā te oe au uō uma.
3JN.1.15	‘Ou te alofa atu ‘iā tatou uō uma lava.
JUD.1.1	O a‘u o Iuta, le ‘au‘auna a Iesu Keriso, ma o le uso o Iakopo. ‘Ua ‘ou tusi atu ia i latou o ē ‘ua vala‘auina, ma ‘ua alofaina e le Atua le Tamā, ma ‘ua leoleoina mo Iesu Keriso:
JUD.1.2	‘Ia fa‘ateleina ‘iā te ‘outou le alofa mutimutivale, ma le manuia, ma le alofa.
JUD.1.3	Le ‘au pele e, ‘ona o lo‘u naunau tele e tusi atu ‘iā te ‘outou e uiga i le fa‘aolataga faitele, o lea ‘ua tatau ai lava ‘ona ‘ou tusi atu ‘iā te ‘outou, e apoapoa‘i atu ‘iā te ‘outou, ‘ina ‘ia ‘outou fa‘amalosi e finau mo le fa‘atuatua na tu‘uina mai fa‘atasi i le ‘au pa‘ia. 
JUD.1.4	Auā ‘ua tu‘uina atu fa‘alilolilo le avanoa i nisi tagata, o ē ‘ua leva ‘ona fa‘atatauina mo lenei lava fa‘asalaga, o i latou o tagata lē mafaufau o ē ‘ua liua le alofa tunoa o lo tatou Atua i le matāitu, ma ‘ua fa‘afitia e i latou lo tatou Matai e to‘atasi ma lo tatou Ali‘i, o Iesu Keriso.
JUD.1.5	‘Ou te fia fa‘amanatu atu ‘iā te ‘outou le mea na fa‘aalia manino ‘iā te ‘outou anamua, na lavea‘iina e le Ali‘i le nu‘u mai le nu‘u o Aikupito, ‘ae mulimuli ane ‘ua fa‘aumatia e ia i latou o ē na lē fa‘atuatua.
JUD.1.6	O agelu fo‘i o ē na lē tāofiina lo latou tulaga mamalu, a ‘ua tu‘ua e i latou le mea sa nonofo ai, ‘ua tāofia i latou e ia i noataga e fa‘avavau i lalo o le pogisā, se‘ia o‘o i le fa‘amasinoga o le Aso tele. 
JUD.1.7	E pei o Sotoma ma Komoro, ma ‘a‘ai o lo‘o si‘omia ai, ‘ua faita‘aga e pei lava o i latou, ma ‘ua mulimuli atu i tu‘inanau ‘ese o le tino, o lea ‘ua tu‘uina mai ai i latou e fai ma fa‘ailoga, ‘ua fa‘asalaina i latou i le afi e fa‘avavau.
JUD.1.8	E fa‘apenā fo‘i nei tagata moemiti, e fa‘aleaga e i latou le tino, ma tete‘e atu i le pule, ma ‘ua fai ‘upu leaga i latou i ē e mamalu. 
JUD.1.9	Peita‘i, ‘ina ‘ua finau Mikaele le agelu silisili, ma le tiapolo, e uiga i le tino o Mose, sa le‘i lafoina atu fa‘amalosi e ia se ‘upu leaga e fa‘asala ‘iā te ia, a ‘ua fai atu, “ ‘Ia a‘oa‘i oe e le Ali‘i.” 
JUD.1.10	A o tagata nei, ‘ua fai ‘upu leaga i mea latou te lē malamalama i ai; o mea fo‘i e iloa e i latou e pei ‘ona iloa e meaola e leai se mafaufau, o mea lava ia e fa‘aleagaina i latou. 
JUD.1.11	Talofa ‘iā te i latou! Auā ‘ua savavali i latou i le ala o Kaino, ma ‘ua tu‘uina atu i latou e i latou lava i le sesē o Palaamo ‘ona o le totogi, ‘ua fano fo‘i i latou i le fouvale o Koru.
JUD.1.12	‘Ua fai i latou ma ila ia ‘outou faiga‘ai o le mafutaga, pe a ‘a‘ai i latou fa‘atasi ma ‘outou ma le lē mata‘u, ‘ua na ‘ona ‘a‘ai lava i latou. O i latou o ao e lē o i ai se vai, o lo‘o lelea i matagi; o i latou o la‘au ‘ua to‘ulu o latou lau, ‘ua lē fua, ‘ua mate fa‘alua, ‘ua lia‘iina lava. 
JUD.1.13	O peau sousou o le sami, ‘ua puna a‘e ai mea e māasiasi ai i latou; o fetū fegasoloa‘i ‘ua tu‘u mo i latou le pogisā o le pouliuli e fa‘avavau.
JUD.1.14	Na valo‘ia fo‘i i latou nei e Enoka i lona fitu o tupulaga talu mai Atamu, fai mai, “O lenei, e afio mai le Ali‘i ma ana ‘au pa‘ia e to‘atele naunau, 
JUD.1.15	‘ina ‘ia fa‘amasinoina tagata uma, ma fa‘asalaina tagata lē mafaufau uma ‘ona o a latou amioga lē mafaufau uma lava na faia i auala lē mafaufau, ‘atoa fo‘i ma a latou ‘upu fa‘atigā na fai ‘iā te ia e tagata agasala lē mafaufau.”
JUD.1.16	O i latou nei o tagata muimui ma fa‘ameo, o lo‘o gaua‘i atu i o latou lava tu‘inanau, ma ‘ua tautala mai o latou gutu i ‘upu fa‘alialiavale, e fa‘avi‘ivi‘i atu fo‘i i latou i tagata ‘ina ‘ia maua ai ni mea.
JUD.1.17	A o ‘outou, le ‘au pele e, ‘ia ‘outou manatua ‘upu na fai mai ai le ‘au ‘aposetolo a lo tatou Ali‘i o Iesu Keriso; 
JUD.1.18	sa fai atu i latou ‘iā te ‘outou, “O le a i ai tagata tauemu i aso o i luma o ē e savavali e tusa ma o latou lava tu‘inanau ma le lē mafaufau.” 
JUD.1.19	O tagata lava nei e fa‘atupuina fevaevae‘iga; o tagata amio fa‘aletino, e lē o i ai le Agaga. 
JUD.1.20	A o ‘outou, le ‘au pele e, ‘ia ‘outou ati a‘e ‘outou lava i le fa‘atuatua e silisili ‘ona pa‘ia; o le Agaga Pa‘ia tou te tatalo ai; 
JUD.1.21	‘ia ‘outou fa‘atumauina ‘outou lava i le alofa o le Atua, ma fa‘atalitali atu i le alofa mutimutivale o lo tatou Ali‘i o Iesu Keriso, e o‘o atu i le ola e fa‘avavau.
JUD.1.22	‘Ia ‘outou alolofa atu i nisi o ē ‘ua fa‘alētonu; 
JUD.1.23	a o isi ia ‘outou lavea‘iina ma ia se‘i ‘iā te i latou nai le afi; a o isi ‘ia ‘outou alolofa i ai fa‘atasi ma le mata‘u, ma ‘ia ‘outou ‘ino‘ino i le ‘ofu ‘ua pisia i le tino.
JUD.1.24	O lenei, ia ‘iā te ia o lē na te mafaia ‘ona leoleoina ‘outou ‘ina ne‘i pa‘u‘ū, ma tu‘uina atu ‘outou ‘ua lē ponā i luma o lona lava mamalu ma le fiafia tele, 
JUD.1.25	ia i le Atua e to‘atasi, o lo tatou Fa‘aola e ala ‘iā Iesu Keriso lo tatou Ali‘i, le vi‘iga ma le mamalu, o le malosi ma le pule, i le amataga, ma aso nei, e o‘o lava i le fa‘avavau. Amene.
REV.1.1	O le fa‘aaliga a Iesu Keriso, na tu‘uina atu e le Atua ‘iā te ia, ‘ina ‘ia fa‘aali atu i ana ‘au‘auna mea o le a vave o‘o mai; ‘ua ‘auina mai fo‘i e ia lana agelu e fa‘ailoa mai i lana ‘au‘auna o Ioane, 
REV.1.2	o lē na molimau i le afioga a le Atua, ma le mau ‘iā Iesu Keriso, e o‘o lava i mea uma na va‘aia e ia. 
REV.1.3	‘Amu‘ia lē na te faitauina ‘upu o le valo‘aga; ‘amu‘ia fo‘i i latou o ē e fa‘alogo ma usiusita‘i i mea ‘ua tusia ai; auā ‘ua latalata mai aso e tutupu ai ia mea.
REV.1.4	O le tusi mai ‘iā Ioane i ekalesia e fitu o lo‘o i Asia. ‘Ia ‘iā te ‘outou le alofa tunoa ma le manuia mai lē o lo‘o soifua, na soifua fo‘i, o le a afio mai; ‘atoa fo‘i ma agaga e to‘afitu o lo‘o i luma o lona nofoāli‘i; 
REV.1.5	i le ma Iesu Keriso fo‘i le molimau fa‘amaoni, o le ulumatua o ē ‘ua oti, ma o le pule i tupu o le lalolagi.
REV.1.5	‘Ia ‘iā te ia o lē o lo‘o alofa mai ‘iā te i tatou, ma ‘ua na fa‘asa‘olotoina i tatou mai a tatou agasala i lona lava toto, 
REV.1.6	na ‘avea fo‘i i tatou e ia ma mālō, o ositaulaga i lona Atua ma lona Tamā, ia ‘iā te ia le vi‘iga ma le pule e fa‘avavau fa‘avavau lava. Amene.
REV.1.7	O lenei, o lo‘o afio mai o ia ma ao, e iloa atu fo‘i o ia e mata o tagata uma, ‘atoa ma ē na tu‘ia o ia; e taufaitagi fo‘i tagata uma o le lalolagi ‘ona o ia. E moni lava! Amene.
REV.1.8	“O a‘u le Alefa ma le Omeka,” ‘ua fetalai mai ai le Ali‘i le Atua, lē o lo‘o soifua, na soifua fo‘i, o le a afio mai, o ia e ona le malosi uma lava.
REV.1.9	O a‘u o Ioane, lo ‘outou uso, o lē ‘ua fa‘atasi ma ‘outou ‘iā Iesu i le puapuagā, ma le mālō, ‘atoa ma le ‘onosa‘i; na ‘ou i le motu e igoa ia Patamo ‘ona o le afioga a le Atua ma le mau ‘iā Iesu. 
REV.1.10	Na ‘ou i le Agaga i le aso o le Ali‘i; ‘ona ‘ou fa‘alogo ai lea i o‘u tua i le leo tele e pei o se pū, 
REV.1.11	fai mai, “ ‘Ia e tusia i se tusi mea ‘ua e va‘aia, ma avatu i ekalesia e fitu o Efeso, ma Semurana, ma Perekamo, ma Tuatira, ma Sarataisa, ma Filatelefaia, ma Laotikaia.”
REV.1.12	Na ‘ou liliu atu e va‘ai po o ai o lo‘o tautala mai ‘iā te a‘u; na ‘ou liliu atu, ma ‘ua ‘ou va‘aia ai tu‘ugāmolī auro e fitu. 
REV.1.13	O lo‘o tu i le ogātotonu le tagata e foliga mai o le atali‘i o le tagata, e ‘ofu o ia i le ‘ofu talaloa umi, ma ‘ua fusi fo‘i lona fatafata i le fusi auro. 
REV.1.14	‘Ua sinasina fo‘i lona ao ma ona lauao e pei o le sinasina o le fulufulu mamoe, e pei o le kiona lava; o ona fofoga fo‘i e pei o le mumū o le afi. 
REV.1.15	O ona vae e pei o le ‘apa ‘i‘ila, e peiseaī ‘ua fa‘amamāina i totonu o se ogāumu; o lona si‘ufofoga fo‘i e pei o le ta‘alili o vai e tele. 
REV.1.16	‘Ua umia e ia i lona ‘a‘ao taumatau fetū e fitu; ‘ua alu atu fo‘i mai lona fofoga le pelu e taufai ma‘ai ona itū, ma e ma‘ama‘ai lava; o ona fofoga fo‘i e pei o le susulu o le la ‘ina o mū toto‘a.
REV.1.17	‘Ua ‘ou iloa atu o ia, ‘ona ‘ou pa‘ū ifo lea i ona vae e peiseaī ‘ua ‘ou oti; a ‘ua fa‘ae‘e mai e ia lona ‘a‘ao taumatau i o‘u luga, ma fetalai mai ‘iā te a‘u, “ ‘Aua ‘e te fefe; o a‘u lē e muamua ma lē e mulimuli; 
REV.1.18	o lē o lo‘o ola nei lava; sa ‘ou oti, a o lenei, ‘ou te ola e fa‘avavau fa‘avavau lava; o lo‘o ‘iā te a‘u ki o le oti ma seoli. 
REV.1.19	‘Ia e tusia mea na e iloa, ma mea o i ai nei, ‘atoa ma mea e tutupu i aso o i luma. 
REV.1.20	O le uiga lilo lenei o fetū e fitu na e iloa i lo‘u lima taumatau, ma tu‘ugāmolī auro e fitu. O fetū e fitu o agelu ia a ekalesia e fitu; o tu‘ugāmolī fo‘i e fitu na e iloa, o ekalesia ia e fitu.
REV.2.1	“ ‘Ia e tusi i le agelu o le ekalesia o i Efeso:
REV.2.1	“O ‘upu nei a lē o lo‘o ona umia fetū e fitu i lona lima taumatau, o ia fo‘i lea o lo‘o savali i totonu o tu‘ugāmolī auro e fitu. 
REV.2.2	‘Ua ‘ou iloa au galuega, ma lou tigā, ma lou ‘onosa‘i, ‘ina ‘ua e lē lavātia le feagai ai ma tagata leaga; ‘ua e tofotofoina fo‘i ē ‘ua fai mai o i latou o ‘aposetolo, ‘ae leai lava, ma ‘ua e iloa fo‘i o tagata pepelo i latou; 
REV.2.3	‘ou te iloa ‘ua e lavātia, ma ‘ua e ‘onosa‘i fo‘i ‘ona o lo‘u igoa, ma ‘e te le‘i fa‘avaivai lava. 
REV.2.4	Peita‘i ‘ua ‘ou le fiafia ‘iā te oe, ‘ona ‘ua e tu‘ua lou ulua‘i alofa. 
REV.2.5	‘Ia e manatua le mea na e pa‘ū ‘ese mai ai, ma ‘ia e salamō ma fai galuega sa e faia muamua. ‘Āfai e leai, o le a ‘ou alu atu loa ‘iā te oe, ma ‘ou ‘ave‘esea lau tu‘ugāmolī mai le mea e tu‘u ai, pe ‘āfai ‘e te lē salamō. 
REV.2.6	A ‘ua ‘iā te oe le mea lenei, ‘ua e ‘ino‘ino i galuega a le ‘au Nikalaitai, ma o a‘u fo‘i ‘ou te ‘ino‘ino i ai.
REV.2.7	“O lē ‘ua i ai taliga, fa‘alogo lelei mai ia i le mea ‘ua fetalai mai ai le Agaga i ekalesia.
REV.2.7	“O lē e manumālō, ‘ou te fa‘atagaina o ia e ‘ai i le fua o le la‘au o le ola o lo‘o i totonu o le parataiso o le Atua.
REV.2.8	“ ‘Ia e tusi fo‘i i le agelu o le ekalesia o i Semurana:
REV.2.8	“O ‘upu nei a lē e muamua ma lē e mulimuli, o lē na oti, a ‘ua ola mai. 
REV.2.9	‘Ua ‘ou iloa lou puapuagā, ma lou mativa (a o lo‘o e tamao‘āiga), ma le fai ‘upu taufa‘aleaga o i latou o ē e fai ane o i latou o tagata Iutaia, ‘ae leai lava, a o le sunako o Satani i latou. 
REV.2.10	‘Aua ‘e te fefe i mea o le a e puapuagātia ai. O le a tu‘uina atu nisi o ‘outou e le tiapolo i le falepuipui, ‘ina ‘ia tofotofoina ai ‘outou; e puapuagātia fo‘i ‘outou i po e sefulu. ‘Ia e fa‘amaoni se‘ia o‘o i le oti, ‘ona ‘ou avatua lea ‘iā te oe le paleāli‘i o le ola.
REV.2.11	“O lē ‘ua i ai taliga, fa‘alogo lelei mai ia i le mea ‘ua fai mai ai le Agaga i ekalesia.
REV.2.11	“O lē e manumālō e lē afaina lava o ia i le oti fa‘alua.
REV.2.12	“ ‘Ia e tusi fo‘i i le agelu o le ekalesia o i Perekamo:
REV.2.12	“O ‘upu nei a lē o lo‘o i ai le pelu e taufai ma‘ai ona itū e lua, ma e ma‘ama‘ai lava. 
REV.2.13	‘Ua ‘ou iloa le mea ‘e te nofo ai, o lo‘o i ai le nofoāli‘i o Satani; ‘ua e tāofi mau i lo‘u igoa, ma ‘ua e lē fa‘afitia le fa‘atuatua ‘iā te a‘u i aso o Anetipa la‘u molimau fa‘amaoni, o lē na fasiotia a o i ai ‘iā te ‘outou i le mea o lo‘o nofo ai Satani. 
REV.2.14	A o lo‘o i ai ni nai mea ‘ua ‘ou lē fiafia ai ‘iā te oe; o lo‘o ‘iā te oe nisi o ē ‘ua tāofi i le a‘oa‘oga a Palaamo, o lē na a‘oa‘o ia Palako e tu‘u atu i luma o le fānauga a Isaraelu le mea e ta‘ita‘isesēina ai, ‘ina ‘ia ‘a‘ai i latou i mea ‘ua fasia mo tupua, ma ‘ia fai amioleaga. 
REV.2.15	E fa‘apenā fo‘i ‘ona i ai ‘iā te oe ē ‘ua tāofi i le a‘oa‘oga a le ‘au Nikalaitai. 
REV.2.16	O lea ia e salamō ai. ‘Āfai e leai, o le a ‘ou vave alu atu ‘iā te oe, ma o le a ‘ou tau ma i latou i le pelu i lo‘u gutu.
REV.2.17	“O lē ‘ua i ai taliga, fa‘alogo lelei mai ia i le mea ‘ua fetalai mai ai le Agaga i ekalesia.
REV.2.17	“O lē e manumālō, ‘ou te avatua ‘iā te ia le manai lilo; ‘ou te avatua fo‘i ‘iā te ia le ma‘a sinasina, ‘ua tusia fo‘i i le ma‘a le igoa fou, e leai se isi na te iloa vaganā ai lē ‘ua na maua.
REV.2.18	“ ‘Ia e tusi fo‘i i le agelu o le ekalesia o i Tuatira:
REV.2.18	“O ‘upu nei ‘ua fai mai ai le Atali‘i o le Atua, o lē e pei o le mumū o le afi ona mata, o ona vae fo‘i e pei o le ‘apamemea ‘i‘ila. 
REV.2.19	‘Ua ‘ou iloa au galuega ma lou alofa, ma lou fa‘atuatua, ma lou ‘au‘auna mai, ma lou ‘onosa‘i; ‘ua sili fo‘i au galuega mulimuli i lo galuega muamua. 
REV.2.20	A o le mea lenei ‘ua ‘ou lē fiafia ai ‘iā te oe, ‘ona ‘ua e tu‘u fa‘asa‘oloto le fafine o Iesepela, ‘ua ta‘ua o ia e ia o le perofeta fafine, e a‘oa‘o ma fa‘asesē i a‘u ‘au‘auna, ‘ina ‘ia faita‘aga, ma ‘a‘ai i mea ‘ua fasia mo tupua.
REV.2.21	‘Ua ‘ou tu‘u atu fo‘i se taimi ‘iā te ia e salamō ai i lana amioleaga, a ‘ua lē salamō lava o ia. 
REV.2.22	O lenei, o le a ‘ou lafoina o ia i le moega o le tigā, ‘ou te fa‘ao‘o atu fo‘i le puapuagā tele ia i latou ‘ua mulilulua fa‘atasi ma ia, pe ‘āfai e lē salamō i latou i ana galuega. 
REV.2.23	‘Ou te fasia fo‘i lana fānau ia oti; e iloa fo‘i e ekalesia uma, o a‘u lē e su‘esu‘eina manatu ma loto; ‘ou te foa‘iina atu fo‘i ‘iā te ‘outou ta‘ito‘atasi e tusa ma a ‘outou galuega.
REV.2.24	“A o isi o ‘outou o lo‘o totoe i Tuatira, o ē ‘ua lē i ai lenei a‘oa‘oga, ma ‘ua ‘outou lē iloa mea ‘ua ta‘ua e i latou o mea loloto a Satani, ‘ou te fai atu ‘iā te ‘outou: ‘ou te lē tu‘uina atu se isi avega ‘iā te ‘outou; 
