GEN.1.1	Yäput peŋpäŋ Anututä kunum kenta kome pewän ahäŋkumän. 
ROM.6.16	 Unita ŋode nämo nadäkaŋ? Äma kubätä äma kubä täŋo mani buramiŋpäŋ epän täŋ imikta yäŋpäŋ iwareko uwä äma unitäŋo gämori-kengän kuŋarek. Udegän momita watä epän täŋ iminayäŋ täŋo uwä unitäŋo gämori-kengän itkaŋ kumäŋ-kumäŋta biŋam api täneŋ. Täŋ, Anututa watä epän täŋpäŋ gämori-kengän kuŋatnayäŋ täŋo uwä Anututä mominin peŋpäŋ siwoŋi ämawebe yäŋ api yäŋtäreŋ nimek. 
ROM.6.17	Täŋpäkaŋ bian in momi täŋo gämori-ken itpeŋ kuŋatkuŋo upäŋ tägagämän kubä, Anutu täŋo man täwetpäŋ täwoŋärewani u buramikta gup nadäk-nadäkjin siwoŋi kubägän peŋkuŋ. Unita Anutu iniŋ oretna! 
ROM.6.18	 Ude täŋkuŋo unita Anututä momi täŋo topmäk-topmäk däpmäŋ däkŋeŋ tamiŋpäŋ siwoŋi kuŋat-kuŋat täŋo watä epän ämawebe ude tepmaŋkuk. 
ROM.6.19	(Täŋkaŋ man wärani terak yäyat ŋo mebäri ŋodeta; Man burenigän yäwawä unita yäyak yäŋ bäräŋeŋ täga nämo nadäwä tumneŋo unita.) Eruk, bianä inä gupjin kudup wakita watä epän täŋ imikta iniŋ kireŋkaŋ kädet wakitä wakiinik u täŋ yäpmäŋ äbuŋ. Eruk apiŋo udegän, in gupjin kudup kädet tägata watä epän täŋ imikta iniŋ kireŋkaŋ kudupigän kaŋ kuŋarut.
ROM.6.20	In nadäkaŋ? Bian inä momi täŋo watä epän täŋpani ude itpäŋ siwoŋi täktäk täŋo watä epän äma ude nämo itkuŋ. 
ROM.6.21	 Ude itkaŋ kädet wakiwaki unita apiŋo mäyäk nadäk täkaŋ unitä täŋkentäk kubä täŋ tamiŋkuk ba nämo? Nämoinik, kädet udewanitä mähemiye kumäŋ-kumäŋ kädet-ken yepmak täyak. 
ROM.6.22	Upäŋkaŋ apiŋo Anututä momi täŋo topmäk-topmäkken nanik däpmäŋ däkŋeŋpäŋ tämagut päbä iniken watä epän ämawebeniye ude tepmaŋkuko unitä täŋkentäk tägagämän kubä tamik täyak. Uwä ŋode; Ämawebe kudupi äworeŋpäŋ irit kehäromi api yäpneŋ. 
ROM.6.23	 Eruk, unita äneŋi ŋode nadäwut; Momitä epän ämaniyeta gwäki yämik täyak uwä kumäŋ-kumäŋ tärek-täreki nämo. Täŋpäkaŋ Anututä iron kowatani nämo täŋ nimik täyak uwä Ekäninin Jesu Kristo terak irit kehäromi tärek-täreki nämo u.
ROM.7.1	Notnaye, man yäŋ yäpmäŋ äbätat unita yäŋpäŋ man wärani ŋode täwera nadäwut. In baga man täŋo mebäri nadäk täkaŋ unita täwerira u nadäwä tärenayäŋ yäŋ nadätat. Eruk Moses täŋo baga manta nadäwut. Äma kodak it täkaŋ uwä baga man terak ittäŋ kuŋtäŋgän kumäŋirä baga man gämori-ken irit u tärek täyak. 
ROM.7.2	Yanäpi täktäktä udegän kwawak niwoŋäretak. Moses täŋo baga mantä ŋode yäyak; Äpitä kodak irirän webeni uwä äma unitä inita biŋam täŋpek. Eruk äpitä kumbeko uwä baga man unitä wari nämo topmäŋpäŋ iŋirek. 
ROM.7.3	Upäŋkaŋ äpitä kodak irirän webe unitä päŋku äma kubä yäpeko uwä webe u kubokäret webe yäŋ iwetneŋ. Täŋ, äpitä kumbeko uwä baga mantä wari nämo topmäŋpäŋ iŋirek. Nämo, u äma kubä yäpayäŋ nadäŋpäŋä täga yäpek. U kubokäret nämo täŋpek.
ROM.7.5	 In nadäkaŋ; Bänep nadäk-nadäk biani ärowani it nimiŋkuk-ken uken baga mantä gupnin täŋo nadäŋ gärip peŋ iwerirän kumäŋ-kumäŋ tärek-täreki nämo unitäŋo watä epän täk täŋkumäŋonik. 
ROM.7.6	 Kadäni uken baga mantä topmäŋpäŋ nipmaŋkuko upäŋkaŋ kumbumäŋo unita baga man topmäŋpäŋ nipmäŋitkuko u imaka, däkŋeŋkuk. Unita apiŋo kädet kodaki iwatpäŋ Anutu oraŋ imiŋpäŋ watä epän täŋ imik täkamäŋ. U baga man kudän täwani uterak nämo, Kudupi Munapiktä bänep nadäk-nadäknin täŋpidäm taŋirän iwatpäŋ täk täkamäŋ.
ROM.7.8	 Täŋkaŋ baga man u täga upäŋkaŋ momitä baga man uterak yeŋgämä pewäkaŋ kaŋgärip nadäk kädet mebäri mebäri bänepna-ken pewän ahäŋkuŋ. Täŋ, baga man ukät nämowä momi täktäk kädet uwä kehäromini nämo. 
ROM.7.9	 Unita ŋode yäwa; Baga manta nämo nadäwa täreŋkuŋ-ken, guŋi, momi nämo täŋpani bumik itkut. Upäŋkaŋ baga manta nadäwa-tumäŋirä momi täktäk kädettä näkken weŋ patkuk. Ude täŋirän näk kumäŋ-kumäŋta biŋam täŋkut. 
ROM.7.10	 Butewaki, baga man u irit täga pewä ahäkta yäwanipäŋ kumäŋ-kumäŋ tärek-täreki nämo u pewän ahäŋ namiŋkuk.
ROM.7.12	 Eruk unita Moses täŋo baga manta jide yänayäŋ? Ŋode; Ini uwä kudupi, ba baga man u gänaŋ jukuman kubäkubä u imaka, kudupi siwoŋi-inik, Anutu-ken nanik. 
ROM.7.13	 Täŋpäkaŋ jide? Baga man täga unitä täŋpewän näk kumäŋ-kumäŋta biŋam täŋkut? Nämoinik, momi-tägän täŋpewän kumäŋ-kumäŋta biŋam täŋkut. Momitä imaka täga kubä uterak yeŋgämän pewäpäŋ itkaŋ kumäŋ-kumäŋ kädet-ken nämagutkuk. Ude täŋirän baga mantä momi täŋo mebäri u kwawakinik ŋode pewän ahäŋ däkŋeŋkuk; Momi täktäk kädet u imaka wakitä wakiinik.
ROM.7.15	 Wära! Näkŋaken mebärina nämo nadäwa tärekaŋ! Täktäkna täga täŋpayäŋ gäripi nadäk täyat u nämo täk täyat. Upäŋkaŋ täktäk waki yäŋ nadäk täyat upäŋ täk täyat! 
ROM.7.16	Täŋpäkaŋ waki unita nämo täkta nadätat ugänpäŋ täk täyat unitä ŋode näwoŋäretak; Anutu täŋo baga man u waki nämo, täga. 
ROM.7.17	Upäŋkaŋ imaka waki täk täyat u näkŋaken gärip terak nämo. Nämo, u momi täktäk kädet nadäk bänepna-ken itak unitä täk täyak. 
ROM.7.18	 Unita bänep nadäk-nadäkna bianken imaka täga kubä nämoinik itak yäŋ nadätat. Imata, kädet tägatäga u täkta gäripi nadäk täyat upäŋkaŋ bureni pewä ahäkta täŋpawak täkaŋ. 
ROM.7.19	Unita imaka täga täkta nadäk täyat u nämo täk täyat. Täŋ, imaka waki u täkta gäripi nämo nadäk täyat, ugänpäŋ wari täk täyat. 
ROM.7.20	Eruk, imaka nämo täkta nadäk täyat upäŋ täk täyat unita ŋode nadätat; Kädet ude u näkŋa nämo täk täyat. Nämo, u momi näk gänaŋ käbop it täyak unitä täk täyak.
ROM.7.21	Unita näkŋa ŋode kaŋpäŋ nadätat; Kädet täga täŋpayäŋ nadäk täyat-ken uken waki kädet unitä kädet täŋpipiŋ namik täyak. 
ROM.7.22	Täŋpäkaŋ bänepnatä Anutu täŋo baga man iwatta gäripi nadäk täyat. 
ROM.7.23	 Upäŋkaŋ gupnatä baga mebäri kubä iwat täyak. Baga uwä bänepnatä baga u iwatta gärip nadäk täyak ukät ämik täk täkamän. Täŋkaŋ baga kubä uwä momi, gupna kudup topmäŋpäŋ nepmäŋit täyak u. 
ROM.7.24	Wära, butewaki pähap! Bäräpi unitä näk täŋpewän wakinik täyat. Netätä waki täŋkentäŋ namänpäŋ bänep nadäk-nadäk biani kumäŋ-kumäŋ kädet-ken nämagurayäŋ täyak u pewet? 
ROM.7.25	 Eruk nadätat! Anututä täŋkentäŋ namayäŋ. U Ekäninin Jesu Kristo täŋo kumäk-kumäkita yäŋpäŋ api täŋkentäŋ nameko unita Anutu bänep täga pähap iwet täyiwa!
ROM.7.25	Täŋpäkaŋ ŋode kaŋpäŋ nadäk täyat; Näkŋawä nadäk-nadäknatä Anutu täŋo man kädet iwatta nadäk täyat. Täŋkaŋ bänep nadäk-nadäk biani näkken itak unitäwä momi täktäk kädetta watä epän täŋ imikta nämagut täyak.
ROM.8.1	Eruk, man säkgämän kubä ŋode täwetat; Ämawebe Jesu Kristo-kät kowat-kwasikorän täŋpäŋ it täkaŋ uwä Anututä momi täŋo kowata nämo api yämek. 
ROM.8.2	 U imata, Kristo Jesu terak irit kodaki Munapiktä nin kubäkubäta nimani unitä momi ba kumäŋ-kumäŋ tärek-täreki nämo unitäŋo kehäromi-ken nanik ketäreŋpäŋ nipmaŋkuk. 
ROM.8.3	 Bureni, imaka baga mantä täga tänaŋi nämo u Anututä ini täŋkuk. Bänep nadäk-nadäknin bianitä baga man täŋo kehäromi yäpmäŋ äpäŋirän baga man uwä nin yäpätägakta kehäromi nämo. Upäŋkaŋ Anututä iniken nanaki-inik momita yäŋpäŋ momi äma nin täŋo gup iŋam-dapun terak tewän äpuk. Tewän äpäŋpäŋ momi täktäk kädet äma bänepi-ken pätak unitäŋo kehäromi utpewän maŋkuk. 
ROM.8.4	 Anututä ude täŋkuko unita apiŋo nibäŋirän baga man täŋo jukuman siwoŋi u kudup iwat morewani täk täkaŋ. Imata, apiŋo nin bänep nadäk-nadäk biani u gämori-ken nämo kuŋat täkamäŋ. Nämo, Kudupi Munapik täŋo nadäk tawaŋ terak kuŋat täkamäŋ.
ROM.8.5	Unita nadäkaŋ? Äma bänep nadäk-nadäk biani iwaräntäk täkaŋ uwä bänep nadäk-gäripi uterakgän parirän iwaräntäk täkaŋ. Täŋ, äma Kudupi Munapik täŋo kädet iwaräntäk täkaŋ uwä bänep nadäk-gäripi uterakgän parirän iwaräntäk täkaŋ. 
ROM.8.6	 Bureni, äma bänep nadäk-nadäk kädet bianitä peŋ yäweränpäŋ iwaräntäk täkaŋ uwä kumäŋ-kumäŋta biŋam täkaŋ uba. Täŋ, äma Kudupi Munapik täŋo bänep nadäk-nadäk kädettä peŋ yäweränpäŋ iwaräntäk täkaŋ uwä irit tägata biŋam täŋpäŋ bänep pidäm terak itkaŋ. 
ROM.8.7	 Mebäri ŋodeta yäyat; Bänep nadäk-nadäk biani uwä Anutu täŋo iwan uba. Nadäk nadäk u Anutu täŋo baga man iwaräntäkta bitnäk-inik täk täyak. Bureni-inik, u täga iwatnaŋi nämo. 
ROM.8.8	Nämoinik, ämawebe bänep nadäk-nadäk bianita juku pek täkaŋ uwä imaka kubä Anututä kaŋirän tägawekta täga nämo täneŋ.
ROM.8.10	 Täŋpäkaŋ momitä täŋpewän gupnin kumäkta biŋam täk täyak upäŋkaŋ Kristotä bänepnin-ken bureni iränä ninä ämawebe Anututä siwoŋi ämawebe yäŋ yäŋtäreŋ nimani itkamäŋ unita mäjonintä irit kehäromita biŋam täkaŋ. 
ROM.8.11	In nadäkaŋ; Anututä Jesu kumbukopäŋ äneŋi Munapiki täŋo kehäromi terak awaŋ gänaŋ nanik wädäŋ tädotkuk. Eruk udegän, Munapik unitä inken iränä Anutu, Kristo kumbani-ken nanik wädäŋ tädotkuko unitä gupjin kumäkta biŋam u Munapiki täŋo kehäromi terak api täŋkodak täwek.
ROM.8.12	Notnaye, mebäri unita nin kuŋat-kuŋat mebäri kubä pena ahäkta yäŋ nimani. Uwä bänep nadäk-nadäk biani u iwatta nämo yäyat. Nämoinik. 
ROM.8.13	 Bänep biani täŋo nadäk-nadäk waki unitäŋo kädet iwatpäŋä kumäŋ-kumäŋ tärek-täreki nämo unita biŋam api täneŋ. Upäŋkaŋ Munapiktä kehäromi tamiŋirän gupjin täŋo kuŋat-kuŋat waki u utpewä maŋpänä, eruk irit burenita biŋam täŋpeŋ api kuŋatneŋ. 
ROM.8.14	U imata, ämawebe Anutu täŋo Munapiktä irit kuŋat-kuŋat täga yäwoŋärek täyak uwä Anutu täŋo nanak ämawebeniye bureni. 
ROM.8.15	 Täŋpäŋ apiŋo Anutu iŋamiken kuŋat täkamäŋ. Upäŋkaŋ Munapik, Anututä nimiŋkuko unitä täŋpewän in epän watä äma jopi, Anutu iŋamiken umun terak kuŋat täkaŋ ude nämo itkaŋ. Nämoinik! Munapiktä täŋpewän Anututä nipmäŋ towiwani nanakiye bureni-inik itkaŋ Munapik täŋo kehäromi terak nin Anututa gäripi-inik nadäŋpäŋ Nan! Nan! yäŋ iwet täkamäŋ.
ROM.8.17	 Eruk, Anutu täŋo nanakiye bureni ude itkamäŋ u täŋpäwä imaka tägatäga Anututä ninta biŋam peŋ nimiŋkuko u api yäpne. Imaka tägatäga u notninpak Kristo-kät penta api yäpne. Upäŋkaŋ intäjukun, Jesutä komi nadäŋkuko u moräki nintä nadänayäŋ täkamäŋ uwä, eruk kämiwä ukät wäpnin biŋam ikek ba irit tägagämän u täga api yäpne.
ROM.8.19	 Bureni-inik! Anututä nanakiye bureni kwawak pewän ahäkta kadäni peŋkuk. Täŋpäkaŋ kadäni u bäräŋeŋ ahäwänpäŋ kwawak käna yäŋkaŋ imaka imaka kumän-tagän Anututä täŋ-peŋkuko u dapun käroŋ täŋ itkaŋ. 
ROM.8.20	 U imata, imaka kuduptagän Anututä täŋ-peŋkuko u pengän-inik säkgämän itkuŋopäŋ Anututä täŋpewän gapuntaŋ moreŋkuŋo itkaŋ. U ini nadäŋpäŋ nämo; Anututä ini imaka säkgämän-inik kubäta kaŋ itsämbut yäŋpäŋ täŋpewän ude täŋkuŋ. 
ROM.8.21	 Eruk nadäk tawaŋ Anututä peŋ yämiŋkuko uwä ŋode; Apiŋo imaka pewän ahäwani kuduptagän käbäŋ taŋpäŋ pärakta biŋam täkaŋ u täŋkentäŋ yämiŋirän tägaŋpäŋ Anutu täŋo nanak ämawebeniye ninkät säkgämän-inik, bänep pidäm terakgän api itne.
ROM.8.22	Bureni, imaka imaka kudup Anututä täŋ-peŋkuko u komi, webetä nanak bäyanayäŋ nadäk täkaŋ ude nadäŋkaŋ kähän yäŋ yäpmäŋ äbäŋ itkaŋ yäŋ nadäkamäŋ. 
ROM.8.23	 Täŋpäkaŋ imaka unitägän nämo, nin imaka udegän täk täkamäŋ. Anututä Kudupi Munapikpäŋ iron intäjukunta ude täŋ nimiŋkukopäŋ apiŋo moräki pat nimitak u yäpna yäŋkaŋ bänepnintä komi nadäŋkaŋ yäŋkähän-kähän yäŋ itkamäŋ. Nin Anututä Nanak ämawebenaye yäŋ kwawa yäŋahäŋpäŋ komegup täŋo bäräpi-ken nanik ketäreŋ nimikta itsämäŋkaŋ dapun käroŋ täŋ itkamäŋ. 
ROM.8.24	 Imaka tägagämän u kämi nimikta Anututä nin inita biŋam nimagutkuk. Upäŋkaŋ imaka kämi yäpmäkta yäwani u apiŋo käbop itak. Täŋ, unitä käbop nämo ireko uwä u yäpmäkta imata itsämne? Nämo, imaka ketnintä iŋirani udewanita nämo itsämäk täkamäŋ. 
ROM.8.25	Upäŋkaŋ imaka tägagämän käbop itak u bureni api yäpne yäŋ nadäkinik täkamäŋ unita bänepnin täŋkehärom taŋpäŋ kwikinik itsämäŋ itkamäŋ.
ROM.8.26	Täŋkaŋ ugän nämo. Nin kehäromi nikek nämo iritna Kudupi Munapiktä täŋkentäŋ nimik täyak. Täŋkaŋ Anutu-ken imaka unita yäŋapine yäŋ nämo nadäŋkaŋ jop bänepnin-kengän nadäŋ bäräp täŋitna Munapiktä bänep nadäŋ bäräpnin u yäpmäŋkaŋ Anutu-ken butewaki man, ämatä täga yäŋahänaŋi nämo, uterak yäŋahäŋ nimik täyak. 
ROM.8.27	 Ude täŋirän Anutu, äma täŋo bänep kaŋpäŋ nadäwanitä Kudupi Munapik täŋo nadäk u kawän tägak täyak. U imata, Munapiktä Anutu täŋo nadäk ugän iwatpäŋ Anutu täŋo kudupi ämawebeniye nin täŋkentäŋ nimikta Anutu-ken yäŋapik man yäk täyak.
ROM.8.29	 U imata, kunum kenta kome nämo pewän ahäŋkumän-ken uken Anututä iniken ämawebeniye u nadäŋ yämiŋkuk. Täŋkaŋ ämawebe u Nanaki unitäŋo täktäk udegän täŋpeŋ kuŋatta iwoyäŋpäŋ yepmaŋkuk. Ude täŋkuko unita nanak ämawebe mäyap irirä Jesutä u bämopi-ken noripaki intäjukun ahäwani ude it yämiŋkukotä it täyak. 
ROM.8.30	Täŋpäŋ ämawebe yäput peŋpäŋ inita iwoyäŋkuko u yämagut päbä yepmaŋpäŋ siwoŋi ämawebenaye yäŋ yäŋtäreŋ yämiŋkuk. Täŋkaŋ ämawebe siwoŋi ämawebenaye yäŋ yäŋtäreŋ yämiŋkuko unitä irit täga kaŋ-ahäneŋta iniken wäpi biŋam yäniŋ kireŋkuk.
ROM.8.32	 Anututä kudän inide kubä täŋ nimiŋkuko u nämo nadäkaŋ? U nin kudup täŋkentäkta iniken nanaki-inik u nämo iyap taŋpäŋ iniŋ kireŋpewän äpuko unita ŋode bureni täŋ nimek; U oraŋ nimiŋpäŋ nanaki nimiŋkuko ukät imaka kudup bureni-inik api nimek! 
ROM.8.33	 Unita Anututä ämawebe inita iwoyäŋkuko u man käbeyä-ken mominita yäŋpäŋ netätä äma uwä siwoŋi nämo yäŋ täga yäŋtäreŋ yämek? Ude nämo! Anututä ini ämawebe unita siwoŋi ämawebe yäŋ yäŋtäreŋ yämiŋkuko unita täga nämo! 
ROM.8.34	 Ba netätä Anutu täŋo kudupi ämawebe u geŋita biŋam täŋput yäŋ yäŋtäreŋ yämek? Kubätä täga nämo! Imata, Kristo Jesu ninta yäŋpäŋ kumbuk. Täŋkaŋ kumbani-ken nanik yäpmäŋ päŋaku kodak tewani unitä apiŋowä Anutu nan keri bure käda itkaŋ nin täŋkentäŋ nimikta iwet yabäk täyak unita ude täga nämo. 
ROM.8.35	Eruk Kristotä nadäŋ nimikinik täk täyak upäŋ imatäken kubätä täga duŋ-weŋpäŋ nipmaŋirän Kristo u inigän nin niningän api itne? Nadäŋ-bäräp ba komi nadänero unitä täga duŋ-weŋpäŋ nipmaŋpek? Ba Jesuta yäŋpäŋ ämatä waki täŋ nimineŋo ba nakta jop irit unitä täga? Ba jäwäri-inik itne ba umuri gänaŋ itnero unitä täga täŋpek? Ba ämatä kumäŋ-kumäŋ nidäpnayäŋ täneŋo unitä täga duŋ-weŋpäŋ nipmaŋpek? Nämoinik! 
ROM.8.36	 Bureni, Anutu täŋo man kudäntä imaka bäräpi udewani ahäŋ nimik täkaŋ unita ŋode yäŋahätak;
ROM.8.38+ROM.8.39	Unita nadäkinik ŋode täyat; Imaka kubätä Anututä ninta nadäŋ nimikinik täk täyak u täga ukät-pipinaŋi nämo. Nämoinik! Anututä nadäŋ nimikinik täŋpäŋ Ekäninin Jesu Kristo nimiŋkuko unita kumäŋ-kumäŋ ba irit, aŋero ba mäjo wära kehäromi nikek u, imaka apiŋode ahäŋ nimik täkaŋ ba imaka kämi ahäkta yäwani u, ba imaka imaka kehäromi nikek u, ba imaka kunum terak nanik ba kome gänaŋ nanik ba imaka ätu kome pähap terak ittäŋ kukaŋ, imaka udewani unitä Anututä ninta nadäŋ nimikinik täk täyak u täga teŋpipinaŋi nämo.
ROM.9.1+ROM.9.2	Notnaye, ŋode täwera nadäwut; Juda ämawebenaye unita yäŋpäŋ näk kadäni kadäni bänepnatä butewaki nadäwätäk pähap bumta täk täyat. U jop nämo yäyat. Nämo, näk Kristo täŋo äma unita manna u bureni-inik yäŋ nadäwut. Ba Kudupi Munapiktä bänep nadäk-nadäkna kaŋ-iwarirän unita bänepnatä näk man bureni täwetat yäŋ nadätat. 
ROM.9.3	 Butewaki! Näk jide täŋpäŋ nägät moräknaye, Isrel ämawebe äbot u täŋkentäŋ yämiŋira Kristota biŋam kaŋ täneŋ? Kristota biŋam täŋput yäŋpäŋ bänepna kädäp ijik täyak u ŋode; Anutu täŋo kokwawak näkä terak ärowänkaŋ Kristo täŋo iwan äworeŋpäŋ guŋ ude irira Isrel ämawebenayetä näkŋo kome kaŋ yäput! yäŋ nadäk täyat. 
ROM.9.4	 Isrel ämawebe uwä äbot jopi nämo, Anututä nanak ämawebenaye yäŋpäŋ iwoyäŋpäŋ yepmaŋkuk. Ude täŋkaŋ Ekänitä iniken mebäri yäŋahäŋpäŋ yäwetkuk. Täŋpäŋ ämawebe ukät topmäk-topmäk kubägän täŋpäŋ baga man yämiŋpäŋ Anutu iniŋoret kädet siwoŋi u yäwetpäŋ yäwoŋäreŋkuk. Täŋkaŋ imaka säkgämän säkgämän täŋ yämikta yäŋkehäromtak man yäwetkuk. 
ROM.9.5	 Täŋpäkaŋ äbot uwä oranin wäpi biŋam ikek bian itkuŋo unitäŋo äbekiye oraniye. Kristo uwä komegup ikek uken naniktä ahäŋkuk. Uwä Anutu bureni-inik, imaka kuduptagän täŋo intäjukun irirän wäpi biŋam tärek-täreki nämo iniŋoret täkäna! U Bureni!
ROM.9.7	 Ba udegän, Abraham täŋo äbotken nanik u kudup u Abraham täŋo oraniye bureni ude nämo itkaŋ. Nämo, Abraham täŋo oraniye mäyap upäŋkaŋ Anututä Abraham ŋode iwetkuk; Yäŋkehärom taŋkuro ude, oraŋkaye ahänayäŋ täkaŋ u yäpmäŋ daniŋpäŋ nanaka Aisak täŋo tawaŋ terak nanik u yabäwa oraŋkaye bureni api täneŋ. 
ROM.9.8	 Täŋpäkaŋ man unitä mebäri ŋode niwoŋäretak; Ämawebe Abraham täŋo tawaŋken nanik u kudup Anutu täŋo oraniye bureni-inik ude nämo itkaŋ. Nämo, oraniye bureni-inik uwä Anututä yäŋkehäromtak man Abraham iwetkuko uterak ahäŋkuŋo ugän. 
ROM.9.9	 Eruk Anututä Abraham yäŋkehäromtak man iwetkuko u ŋode; Kadäni näkä nadätat-ken uken Sara nanak bäyaŋpäŋ iŋirirän äneŋi api äbet yäŋ iwetkuk.
ROM.9.11+ROM.9.12	 Täŋpäkaŋ Anutu iniken gärip kadäni kadäni iwatpäŋ täk täyak udegän iwatpäŋ äma inita biŋam yäpmäŋ daniŋpäŋ yepmak täyak. Ämawebe epän täktäki terak nämo yäpmäŋ danik täyak. Nämo, ini-tägän äma yäpmäŋ daniŋpäŋ iwoyäk täyak. Unita nanak yarä u kädet waki ba täga nämo täŋkaŋ Rebeka koki-ken pen irirän Anututä Rebeka ŋode iwetkuk;
ROM.9.14	Unita jide yäne? Anututä ude täk täyak uwä kädet siwoŋi nämo täk täyak? Ude nämo! 
ROM.9.15	Unita Anututä Moses ŋode iwetkuk;
ROM.9.17	 Unitäŋo wärani kubä Anutu täŋo man kudän täwani terak pätak u ŋode; Anututä Isip kome täŋo intäjukun äma Fero ŋode iwetkuk; Mebäri ŋode unita nadäŋ gamiŋira intäjukun äma wäp biŋam yäpmäŋpäŋ itan; Gäkä terak kehäromina kwawak pewa ahäŋirän biŋam nadäŋpäŋ ämawebe wäpna biŋam komeni komeni api yäŋahäŋ yäpmäŋ kuneŋ yäk. 
ROM.9.18	 Unita manbiŋam unitä ŋode niwoŋäretak; Anututä äma kubä kaŋ-korekta nadäŋpäŋä u udegän täŋ imek. Täŋkaŋ Anututä äma kubä bänep nadäk-nadäki täŋpipiŋ imayäŋ nadäŋpäŋä iniken nadäk-gärip ugän iwatpäŋ udegän täŋpek.
ROM.9.19	Täŋpäkaŋ in kubätä man u nadäŋpäŋ ŋode käwep näwerek; Netätä täga kehärom taŋpäŋ Anutu täŋo nadäk-gärip tawaŋ u täga irepmirek? Täga nämo upäŋ imata äma nin ätu momininta kokwawak nadäŋ nimik täyak? Anutu ude uwä siwoŋi nämo täk täyak yäŋ näwerek. 
ROM.9.20	 Täŋpäkaŋ yäŋyabäk udewani ämatä täga yänaŋi nämo. Gäk äma jidewani unita Anutu ude goret täyan yäŋ iweren? Ude yäweno u ŋode bumik; Käbotinik kubätä äma u täŋpeko u ŋode täga iwerek? Gäk imata näk goret ude tän? 
ROM.9.21	 Ude nämo! Äma käbot täŋpani kubätä iniken gärip iwatpäŋ gäŋ yäpmäŋpäŋ käbotinik yarä täŋpek. Kubä säkgämän, äŋnak-äŋnak täkta. Täŋkaŋ kubäwä jiraŋ pekta täŋpek. Ude täŋpeko unita goret täyak yäŋ täga yäwen? Nämoinik!
ROM.9.22	Täŋpäkaŋ Anututä täŋkuko u udewanigän. U iniken kokwawak kwawak pewa ahäŋirän kehäromina kaŋpäŋ nadäwut yäŋpäŋ ŋode täŋkuk; Käbot kokwawaki yäpmäkta biŋam täkaŋ uwä bäräŋeŋ täŋpän wanaŋipäŋ kadäni käroŋi kehärom taŋpäŋ kwikinik it yäpmäŋ äbuk. 
ROM.9.23	 Täŋpäkaŋ udegän, iniken bänep iron tägagämän-inik u kwawak pewän ahäkta käbot butewakini yäpmäkta biŋam täkaŋ uterak ironi u piŋ yäbatkuk. Täŋpäŋ ämawebe uwä irit täga, wäp biŋam ikek u yämikta bian yäpmäŋ daniŋpäŋ yepmaŋkuk. 
ROM.9.24	Tägagämän kubä! Ämawebe u uwä nin Anututä ini nimagutkuko u. Täŋkaŋ ämawebe nin Juda äbotken nanik ugän nämo, guŋ äbotken nanik imaka, bok nimagutkuk. 
ROM.9.25	Unita guŋ äbotta nadäŋpäŋ Anututä profet Hosea meni-ken ŋode yäŋahäŋkuk;
ROM.9.27	Täŋpäkaŋ Aisaiatä udegän Isrel ämawebeta nadäŋpäŋ man ŋode yäŋahäŋkuk;
ROM.9.29	Täŋpäkaŋ unitagän yäŋpäŋ Aisaiatä man kubä pen ŋode yäkgän täŋkuk;
ROM.9.31	 Täŋ, Isrel ämawebe uwä Anutu iŋamiken siwoŋi ämawebe itta komi epän terak Moses täŋo baga man iwatna yäkŋat täŋpä waŋkuŋ. 
ROM.9.32	 Mebäri ŋodeta täŋpä waŋkuŋ; U Anututä yäpän-siwoŋ tawäpäŋ yepmaŋpekta nadäkiniki Anutu terak nämo peŋkuŋ. Nämo, iniken komi epäni uterak Anutu iŋamiken siwoŋi ämawebe api itne yäŋ nadäŋkuŋ. Butewaki, u mobä pähap uterak jänani yäputkaŋ maŋkuŋo bumik. 
