GEN.1.1	Er pen kenta Doue a grouaz an env hag an douar.
1TH.3.1	Dre‐ze, o veza na hellemp gortoz pelloc’h, eo bet gwelloc’h ganeomp choum hon‐unan en Athen, 
1TH.3.2	hag hon euz kasset Timoteus, hor breur, ministr da Zoue, hag hor c’hen‐labourer en Aviel ar C’hrist, evit ho krenvaad, hag hoc’h exhorti divarben ho feiz; 
1TH.3.3	evit na deuio den da goll courach en afflictionou‐man; rag c’houi a oar hoc’h‐unan penaos ez omp destinet da gement‐se. 
1TH.3.4	Ha, pa oamp ganeoc’h, e lavaremp deoc’h penaos e rankjemp kaoud afflictionou, ha kement‐se a zo c’hoarvezet, her gouzoud a rit. 
1TH.3.5	O veza eta ne hallen gortoz pelloc’h, e kassiz 
1TH.3.6	Mes Timoteus, o veza distroet, a‐nevez zo, euz ho pro d’hor c’havoud, hen deuz digasset deomp kelou mad euz ho feiz hag euz ho karantez, hag 
1TH.3.7	Dre‐ze, breudeur, ez omp bet consolet dre ho feiz, en hon holl afflictionou hag 
1TH.3.8	Rag breman e vevomp, pa’z eo gwir e choumit stard en Aotrou. 
1TH.3.9	Ha pebez actionou a c’hras na hellomp‐ni ket renta da Zoue abalamour deoc’h, evit an holl joa hon euz enoc’h dirag hon Doue! 
1TH.3.10	Hen pedi a reomp calonec meurbed, noz‐deiz, 
1TH.3.11	Ra zeuio Doue he‐unan, hon Tad, hag hon Aotrou Jesus‐Christ, da ren hor c’hammajou etrezeg enoc’h. 
1TH.3.12	Ha ra zeuio an Aotrou d’ho lakaad da greski er garantez ha d’he c’haoud enoc’h en abondans an eil e‐kenver egile, hag e‐kenver an holl, evel ma c’hoarvez ganeomp‐ni en ho kenver; 
1TH.3.13	ha ra zeuio da grenvaad ho calonou, evit ma vezint direbech er zantelez dirag Doue hon Tad, pa zeuio hon Aotrou Jesus‐Christ gant he holl zent.
1TH.4.1	A‐hend‐all, breudeur, e pedomp, hag ec’h adpedomp ac’hanoc’h dre an Aotrou Jesus, evit, hervez ma hoc’h euz desket ganeomp penaos e tleit bale evit plijoud da Zoue, ma her greot muioc’h‐mui. 
1TH.4.2	Rag gouzoud a rit pe seurt gourc’hemenou hon euz roet deoc’h en hano an Aotrou Jesus; 
1TH.4.3	rag setu aman bolontez Doue: ma veot rentet santel, ha ma en em virot ouz al libertinach, 
1TH.4.4	ma teuio pep hini ac’hanoc’h da c’houzoud derc’hel he gorf er zantelez hag en honestis; 
1TH.4.5	heb 
1TH.4.6	Diwallit na zeufe den da drompla he vreur, na da ober gaou ouz he nessa en afferou; rag an Aotrou 
1TH.4.7	Rag, Doue n’hen deuz ket hor galvet d’al louzdoni, mes d’ar zantelez. 
1TH.4.8	Dre‐ze ’ta, an hini a ra disprij 
1TH.4.9	Evit ar pez a zell ar garantez euz an eil breur e kenver egile, n’hoc’h euz ket ezom e vez scrivet deoc’h; rag c’houi hoc’h‐unan a zo bet desket gant Doue d’en em garoud an eil egile; 
1TH.4.10	ha kement‐se a rit ive e‐kenver an holl breudeur pere 
1TH.4.11	ha da veza aketus da veva en peoc’h, da ober hoc’h afferou hoc’h‐unan, ha da labourat gant ho taouarn hoc’h‐unan, evel ma hon euz gourc’hemenet deoc’h; 
1TH.4.12	evit ma valeot gant honestis e‐kenver ar re a‐ziaveaz, ha ma n’ho pezo ezom a netra.
1TH.4.13	Hogen, na fell ket d’in, 
1TH.4.14	Rag mar credomp ez eo Jesus maro, hag ez eo resussitet, 
1TH.4.15	Rag ni a lavar an dra‐man deoc’h dre c’her an Aotrou, penaos ni, ar re veo pere a vezo choumet evit donedigez an Aotrou, ne vezimp ket araog ar re a zo maro; 
1TH.4.16	rag an Aotrou he‐unan a ziskenno euz an env, pa vezo roet ar signal, gant mouez eun arc’h‐eal, ha gant eun drompil a Zoue; hag ar re varo er C’hrist a resussito dagenta; 
1TH.4.17	goude‐ze, ni ar re veo pere a vezo choumet, a vezo savet assambles ganthe var goabrennou, da zialben an Aotrou, en ear, hag evel‐se e vezimp da viken gant an Aotrou. 
1TH.4.18	Dre‐ze en em gonsolit an eil egile gant ar c’homzouman.
1TH.5.1	Evit ar pez a zell an amzeriou hag ar momanchou, breudeur, n’hoc’h euz ket ezom e vez scrivet deoc’h. 
1TH.5.2	Rag c’houi hoc’h‐unan a oar ervad, penaos deiz an Aotrou a zeuio evel eul laer en noz. 
1TH.5.3	Rag pa livirint: Peoc’h hag assurans! neuze eun distruj subit a zeuio varnezhe, evel ar gouentrou gant ar vreg a zo brazez; ha na echappint ket. 
1TH.5.4	Mes evidoc’h‐hu, breudeur, n’emoc’h ket en devalijen, evit ma teufe an deiz‐ze varnoc’h evel eul laer, 
1TH.5.5	rag c’houi a zo holl bugale ar sclerijen, ha bugale an deiz; n’omp ket euz an noz, nag euz an devalijen. 
1TH.5.6	Rag‐se na gouskomp ket evel ar re all, mes veillomp ha bezomp sobr. 
1TH.5.7	Rag ar re a gousk, a gousk en noz; hag ar re a zeu d’en em vezvi, hen gra en noz. 
1TH.5.8	Mes ni pere a zo euz an deiz, bezomp sobr, o veza gwisket gant cuirassen ar feiz, hag ar garantez, ha gant tok‐houarn an esperans euz ar zilvidigez. 
1TH.5.9	Rag Doue n’hen deuz ket hon destinet d’ar goler, mes da gaoud ar zilvidigez dre hon Aotrou Jesus‐Christ, pehini a zo bet marvet evidomp, 
1TH.5.10	evit ma vevimp assambles ganthan, pe ni a vezo dihun, pe ni a vezo kousket. 
1TH.5.11	Rag‐se roit courach an eil d’egile, hag en em edifiit an eil egile, evel ma 
1TH.5.12	Hogen, ho pedi a reomp, breudeur, da gaoud respet evit ar re a labour en ho touez, hag a zo lakeat dreist‐hoc’h hervez an Aotrou, hag a zo ouz ho kelen, 
1TH.5.13	ha da gaoud ar brassa karantez evithe, abalamour d’ho labour. Bezit en peoc’h etrezoc’h. 
1TH.5.14	Ho pedi a reomp, breudeur, gourdrouzit ar re a zo direiz, consolit ar re a zo dinerz a galon, harpit ar re febl, bezit leun a batianted e‐kenver an holl. 
1TH.5.15	Diwallit na zeufe hini ac’hanoc’h da renta da zen an droug evit an drouk; mes heullit bepred ar pez 
1TH.5.16	Bezit joaus bepred. 
1TH.5.17	Pedit heb ehan. 
1TH.5.18	Rentit grasou en pep tra; rag kement‐se 
1TH.5.19	Na vougit ket ar spered. 
1TH.5.20	Na zisprijit ket ar profesiou. 
1TH.5.21	Amprouvit an holl draou; dalc’hit stard ar pez a zo mad. 
1TH.5.22	En em virit euz a bep apparans a zrouk.
1TH.5.23	Ha ra zeuio an Doue a beoc’h he‐unan, d’ho santifia holl, ha ra vezo kement a zo enoc’h, ar spered, an ene hag ar c’horf miret divlam da zonedigez hon Aotrou Jesus‐Christ! 
1TH.5.24	An hini hen deuz ho kalvet, 
1TH.5.25	Breudeur, pedit evidomp.
1TH.5.26	Saludit an holl vreudeur gant eur pok santel. 
1TH.5.27	Me ho ped stard dre an Aotrou, ma vezo lennet al lizer‐man d’an holl vreudeur santel.
1TH.5.28	Gras hon Aotrou Jesus‐Christ 
2TH.1.1	Paol, Silvan ha Timoteus, da Iliz an Thessalonied 
2TH.1.2	Gras deoc’h ha peoc’h digant Doue an Tad, hag an Aotrou Jesus‐Christ.
2TH.1.3	Trugarekaad a dleomp Doue bepred evidoc’h, breudeur, evel ma’z eo deread, pa’z eo gwir e cresk meurbed ho feiz, ha ma teu da veza brassoc’h ho karantez holl an eil e‐kenver egile, 
2TH.1.4	en hevelep doare ma tennomp gloar ac’hanoc’h en Ilizou Doue, abalamour d’ho patianted ha d’ho feiz en hoc’h holl bersecutionou hag 
2TH.1.5	ar pez a zo eur breuven euz ar varnedigez just a Zoue, evit ma veot rentet dign euz a rouantelez Doue, evit pehini e c’houzanvit. 
2TH.1.6	Rag just 
2TH.1.7	ha 
2TH.1.8	evit tenna venjans euz ar re na anavezont ket Doue, ha na zentont ket ouz Aviel hon Aotrou Jesus‐Christ. 
2TH.1.9	Souffr a raint 
2TH.1.10	pa zeuio en devez‐ze, da veza glorifiet en he zent, ha da veza admiret er re holl ho devezo credet; (rag c’houi hoc’h euz credet d’hon testeni.) 
2TH.1.11	Abalamour da ze ive, ni a bed heb ehan evidoc’h, evit ma teui hon Doue d’ho renta dign euz ar vocation 
2TH.1.12	evit ma vezo hano hon Aotrou Jesus‐Christ glorifiet enoc’h, ha c’houi enhan, hervez gras hon Doue, hag 
2TH.2.1	Evit ar pez a zell donedigez hon Aotrou Jesus‐Christ, hag hon union adare ganthan, 
2TH.2.2	e pedomp ac’hanoc’h breudeur, n’en em lezot ket da veza troublet gant neubeud a dra en 
2TH.2.3	Diwallit na zeufe den d’ho trompla en doare e‐bed; rag 
2TH.2.4	an enebour hag an hini a zav dreist kement a c’halver Doue, pe a adorer, beteg dond da azeza evel Doue en templ Doue, o lavaret he‐unan ez eo Doue . . . . 
2TH.2.5	Ha n’hoc’h euz‐hu ket a zonj penaos, pa oann c’hoas ganeoc’h, e lavaren an traou‐man deoc’h? 
2TH.2.6	Ha c’houi a oar petra a harz anezhan breman, evit 
2TH.2.7	Rag myster ar fallentez a labour dija; 
2TH.2.8	Ha neuze en em diskouezo an impi‐ze, pehini a vezo distrujet gant an Aotrou dre ar c’houezaden euz he c’henou, hag a vezo kasset da netra gant ar skeud euz he zonedigez. 
2TH.2.9	Donedigez 
2TH.2.10	ha gant holl dromplerez an injustis e‐touez ar re a ia da goll, dre n’ho deuz ket recevet ar garantez euz ar wirionez evit beza salvet. 
2TH.2.11	Abalamour da ze Doue a gasso dezhe eur 
2TH.2.12	evit ma vezo condaonet ar re holl pere n’ho deuz ket credet d’ar wirionez, mes ho deuz kemeret plijadur er fallentez.
2TH.2.13	Mes evidomp‐ni, breudeur muia‐karet gant an Aotrou, ni a dle renta heb ehan grasou da Zoue abalmour deoc’h, dre ma hen deuz Doue choazet ac’hanoc’h adaleg ar penkenta evit ar zilvidigez dre zanctification ar Spered, ha dre ar feiz er wirionez; 
2TH.2.14	ho kalvet hen deuz da gement‐se dre hon Aviel, evit m’ho pezo ar gloar euz hon Aotrou Jesus‐Christ. 
2TH.2.15	Dre‐ze, breudeur, choumit ferm ha dalc’hit mad ar c’helenadurezou hon euz roet deoc’h, pe dre hor c’homz, pe dre hon lizerou.
2TH.2.16	Hogen ra zeui hon Aotrou Jesus‐Christ he‐unan, ha Doue hon Tad, pehini hen deuz hor c’haret, hag hen deuz roet 
2TH.2.17	da gonsoli ho calonou, ha d’ho krenvaad en pep deskadurez santel hag en pep œuvr vad.
2TH.3.1	A‐hend‐all, breudeur, pedit evidomp, evit ma vezo ger an Aotrou libr da redec, ha ma vezo glorifiet 
2TH.3.2	ha ma vezimp delivret euz a dud noazus ha drouk; rag an holl n’
2TH.3.3	An Aotrou a zo fidel hag a grenvaio ac’hanoc’h, hag 
2TH.3.4	Ha bez’ hon euz ar fizians‐
2TH.3.5	Ra zeuio an Aotrou da ren ho calonou da garantez Doue, ha da c’hortoz ar C’hrist gant patianted.
2TH.3.6	Breudeur, recommandi a reomp deoc’h ive, en hano hon Aotrou Jesus‐Christ, pellaad diouz peb breur hag a vev en dizurz, ha nann hervez ar gelennadurez hen deuz recevet diganeomp. 
2TH.3.7	Rag gouzoud a rit hoc’h‐unan penaos e tleit imita ac’hanomp, pa’z eo gwir n’hon euz ket bevet en ho touez en dizurz, 
2TH.3.8	ha n’hon euz debret bara den e‐bed evit netra, mes ma’z 
2TH.3.9	 dre ma n’hon doa ket a urz d’hen ober, mes evit rei deoc’h enomp hon‐unan eur skouer deoc’h da imita. 
2TH.3.10	Rag ive pa oamp ganeoc’h, e lavaremp deoc’h freaz, penaos piou‐benag na fell ket dezhan labourat, na dle ket dibri ken neubeud. 
2TH.3.11	Koulskoude e klevomp lavaret penaos ez euz hinienou en ho touez hag a vev en dizurz; ne labouront ket, ha koll a reont ho amzer en traou didalvoudus. 
2TH.3.12	Hogen, alia a reomp ar re 
2TH.3.13	Evidoc’h‐hu, breudeur, na skuizit ket oc’h ober ar mad. 
2TH.3.14	Ha mar d’euz unan‐benag ha na zent ket ouz ar pez a leveromp dre al lizerman, taolit pled dezhan, ha na zarempredit ket anezhan, evit m’hen devezo mêz. 
2TH.3.15	Koulskoude, na gemerit ket 
2TH.3.16	Ra zeuio an Aotrou a beoc’h da rei deoc’h he‐unan ar peoc’h en pep tra hag en peb amzer! 
2TH.3.17	Ar zalud a zo euz va dorn va‐unan, me, Paol; hennes eo va zinatur em holl lizerou; evel‐se eo e scrivan. 
2TH.3.18	Gras hon Aotrou Jesus‐Christ 
1TI.1.1	Paol, abostol Jesus‐Christ, hervez gourc’hemen Doue, hor Zalver, hag an Aotrou Jesus‐Christ, hon esperans, 
1TI.1.2	da Dimoteus, va gwir vab er feiz. Gras, trugarez 
1TI.1.3	Exhorti a ran ac’hanoud, evel m’em euz great dija pa guitaiz Macedonia, da choum en Ephesus evit recommandi da eur certen tud diwall da brezeg eun doctrin estranjour, 
1TI.1.4	ha d’en em rei da fablennou ha da ligneou ha n’ho deuz fin e‐bed, pere a laka da zevel disputou, e‐leac’h edifia en Doue dre ar feiz. 
1TI.1.5	Ar fin euz ar gourc’hemen eo ar garantez, 
1TI.1.6	Lod anezhe, o veza dilezet kement‐se, a zo en em faziet gant ho c’homzou didalvoudus; 
1TI.1.7	o pretanti ez int doctored euz al lezen, petra‐benag ne gomprenont nag ar pez a leveront, nag ar pez a assuront. 
1TI.1.8	Hogen, ni a oar penaos al lezen 
1TI.1.9	 a oar penaos al lezen n’eo ket bet great evit an den just, mes evit ar re direiz ha dizent, an dud impi hag ar bec’herien, ar re n’ho deuz relijion e‐bed, ar re ne reont van e‐bed euz ar pez a zo santel, evit muntrerien ho zad hag ho mam, 
1TI.1.10	ar re a ra louzdoni gant goazed, laeron tud, an dud gaouiad, ar re a ra leou faoz, ha kement tra a zo control d’an doctrin vad, 
1TI.1.11	hervez Aviel glorius an Doue benniget, pehini a zo bet fiziet enoun‐me.
1TI.1.12	Ha trugarekaad a ran Jesus‐Christ hon Aotrou, pehini hen deuz va c’hrenveet, abalamour ma hen deuz kavet ac’hanoun fidel, ouz va lakaad en he zervich, 
1TI.1.13	 pehini a oa diagent eur gwall‐gomzer, eur persecuter, eun den ter; mes kavet em euz trugarez, abalamour ma em euz great kement‐se dre ignorans, 
1TI.1.14	Ha gras hon Aotrou a zo cresket dreist bar 
1TI.1.15	Ar gomz‐man 
1TI.1.16	Mes abalamour da gement‐man eo em euz kavet trugarez, evit ma teuje Jesus‐Christ da ziskouez, enoun‐me da genta, eur vadelez parfet, evit 
1TI.1.17	Da Roue an holl amzeriou, immortel, 
1TI.1.18	Ar c’hemen‐man a roan d’id, 
1TI.1.19	o terc’hel ar feiz hag eur goustians vad; hinienou o veza kollet 
1TI.1.20	en niver ar re‐ze ema Hymeneus hag Alexandr, pere em euz livret da Satan, evit ma teskint diwall da lavaret gwallgomzou.
1TI.2.1	Exhorti a ran eta, araog pep tra, ma vezo great goulennou, pedennou, supplicationou 
1TI.2.2	evit ar rouane, hag ar re holl a zo er c’hargou huel, evit ma c’hellimp heuil en peoc’h eur vuez tranqil, en pep piete hag honestis. 
1TI.2.3	Rag kement‐se 
1TI.2.4	pehini a fell dezhan e vez salvet an holl dud, ha ma teufent da anaoud ar wirionez; 
1TI.2.5	rag n’euz nemed eun Doue hep‐ken, hag eur Mediator hep‐ken etre Doue hag an dud, an den Christ Jesus, 
1TI.2.6	pehini a zo en em roet he‐unan da rançon evit an holl; hennes 
1TI.2.7	Evit 
1TI.2.8	Me a fell d’in eta e pedfe an dud en pep leac’h, o sevel daouarn pur, hep coler hag 
1TI.2.9	hag er memeus doare ive, ma teui ar gragez d’en em gempen gant dillad deread, gant furnez ha gant honestis, n’e ket gant bleo ganset, na gant aour, perlez ha dillad coustus; 
1TI.2.10	mes gant oberou mad, evel ma tere ouz merc’hed hag a ra profession da zervicha Doue. 
1TI.2.11	Ra zeui ar vaouez da zelaou ar gelennadurez er silans, gant pep soumission; 
1TI.2.12	rag ne bermettan ket d’ar vaouez kelen, na kemeret otorite var ar goaz; mes ar silans 
1TI.2.13	Rag Adam a zo bet great da genta, 
1TI.2.14	Ha n’e ket Adam a zo bet tromplet; mes ar vaouez, o veza bet tromplet, a zo bet kwezet er pec’hed. 
1TI.2.15	Koulskoude saveteet e vezo o tond da veza mam, mar kendalc’h gant modesti er feiz, er garantez hag er zantelez.
1TI.3.1	Ar gomz‐man 
1TI.3.2	Red eo eta da eun eskop beza didamal, pried da eur vreg hep‐ken, moderet, leun a evez, renket‐mad, prest da zigemer en he di, capabl da gelen; 
1TI.3.3	arabat eo e vez douget d’ar gwin, na ter, na douget d’ar gounid dizhonest, mes dous, aketus da dec’het euz ar c’hannou, hag heb avaristed, 
1TI.3.4	 hag a c’houarn mad he di, o terc’hel 
1TI.3.5	Rag mar d’euz unan‐benag ha na oar ket gouarn he di he‐unan, penaos ec’h hallo hen gouarn Iliz Doue? 
1TI.3.6	Arabat eo 
1TI.3.7	Red eo ive hen defe testeni vad digant ar re a‐ziaveaz, gant aoun ne gwezfe, en dismegans hag 
1TI.3.8	Er memeus doare, 
1TI.3.9	o terc’hel stard myster ar feiz gant eur goustians pur. 
1TI.3.10	Ha ravezo ar re‐man ive eprouvet da genta: ha ma raint neuze ho c’harg, mar d’int didamal. 
1TI.3.11	Er memeus doare, 
1TI.3.12	Ra n’ho devezo an diaconed nemed eur vreg hep‐ken, o ren mad 
1TI.3.13	Rag ar re ho devezo great mad ar garg‐
1TI.3.14	An traou‐man a scrivan d’id, oc’h esperout mond hep dale d’az kavout, 
1TI.3.15	mes mar talean pell, evit ma ouezi penaos e tleer en em gomporti en ti Doue, pehini eo Iliz an Doue beo, ar pilier hag ar fount euz ar wirionez. 
1TI.3.16	Hag, evel ma teu an holl d’hen anzav, braz eo ar myster euz ar biete: Doue a zo en em ziskouezet er c’hig, 
1TI.4.1	Ar Spered a lavar sclear penaos en amzeriou diveza darn a droio kein d’ar feiz, oc’h en em rei da sperejou tromplus, ha da zoctrinou an droug‐sperejou; 
1TI.4.2	dre hipocrizi doctored faoz, euz a bere ar goustians a vezo merket gant an houarn tom, 
1TI.4.3	o tifen dimezi, hag 
1TI.4.4	Rag kement tra a zo bet crouet gant Doue, 
1TI.4.5	rag santifiet eo dre c’her Doue, ha dre ar beden.
1TI.4.6	En eur lakaad an traou‐ze d’ar breudeur, dirag ho daoulagad, e vezi eur servicher mad da Jesus‐Christ, maget gant komzou ar feiz hag an doctrin vad ec’h euz heulliet gant aked. 
1TI.4.7	Mes taol diouzid ar fablennou profan ha sod, ha laka da boan da greski er biete. 
1TI.4.8	Rag an exercis euz ar c’horf n’eo talvoudec nemed evit neubeud a dra; mes ar biete a zo talvoudec evit pep tra, o veza m’he deuz ar bromessa euz ar vuezman hag euz an hini da zond. 
1TI.4.9	Ar gomz‐man 
1TI.4.10	Rag abalamour ma c’hesperomp en Doue beo, pehini eo Salver an holl dud, ha dreist pep tra 
1TI.4.11	Kemen ha desk an traou‐ze. 
1TI.4.12	Ra ziwallo pep den da ober disprij var da yaouankiz; mes bez da‐unan eur skouer d’ar re a gred, dre ar gomz, dre ar vuez vad, dre ar garantez, dre ar spered, dre ar feiz, dre ar burete. 
1TI.4.13	Ken a zeuin, en em ro da lenn, da exhorti, da gelen. 
1TI.4.14	Na lez ket didalvoud an donezon 
1TI.4.15	Sonj mad en traou‐ze, dalc’h da spered bepred sourciet ganthe, evit ma vezo anaten pep tra penaos e creskez. 
1TI.4.16	Laka evez ouzid da‐unan hag ouz an doctrin; kendalc’h en traou‐ze, rag en eur ober kement‐se, en em zavetei da‐unan, hag ar re a zelaou ac’hanoud.
1TI.5.1	Na repren ket rust eun den koz; mes exhort 
1TI.5.2	ar gragez koz evel mammou; ar re yaouank evel c’hoarezed, gant pep purete.
1TI.5.3	Rent henor d’an intanvezed pere a zo gwir intanvezed. 
1TI.5.4	Mes mar he deuz eun intanvez‐benag bugale, pe bugale d’he bugale, ra zeskint da genta henori ho famill ho‐unan, ha renta d’ho zadou ha d’ho mammou ar pez ho deuz bet diganthe; rag kement‐se a zo mad hag agreabl da Zoue. 
1TI.5.5	Hogen, an hini 
1TI.5.6	Mes an hini a vev er plijadurezou, a zo maro hag hi o veva. 
1TI.5.7	Kemen 
1TI.5.8	Mar d’euz unan‐benag ha na zeu ket da bourvei d’he dud, ha dreistholl d’ar re euz he di he‐unan, hennes hen deuz nac’het ar feiz, hag a zo gwassoc’h eged eur paian. 
1TI.5.9	Eun intanvez na dle ket beza lakeat var ar rol, nemed oajet e vez a dri‐ugent vloaz, hag intanvez euz eur pried hep‐ken; 
1TI.5.10	ha nemed beza he defe an desteni euz he œuvrou mad, 
1TI.5.11	Mes diwall da receo an intanvezed yaouankoc’h; rag pa zeu al lubricite d’ho lakaad a‐enep ar C’hrist, e fell dezhe dimezi; 
1TI.5.12	ha kement‐se a reont evit ho c’hondaonation, abalamour ma ho deuz dilezet ho feiz kenta. 
1TI.5.13	Ha gant kement‐se e teskont 
1TI.5.14	Me a fell d’in eta e teufe ar re yaouank da zimezi, da gaoud bugale, da c’houarn ho zi, ha ne rofent d’an enebour leac’h e‐bed da zroug‐komz. 
1TI.5.15	Rag hinienou a zo dija troet da heuil Satan. 
1TI.5.16	Mar hen deuz eur goaz pe eur vaouez fidel‐benag intanvezed, sicourint anezhe, ha na lezit ket an Iliz da veza bec’hiet ganthe, evit ma hello sicour ar re a zo gwir intanvezed.
1TI.5.17	Ra vezo ar re Ancien hag a c’houarn mad, istimet dign euz a eun henor doubl; dreistholl ar re a labour evit prezeg hag evit kelen. 
