GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
2CO.7.9	Nka enang dotumaramaung, teka dii' orarunsi-antarampiru'noo'koo deea', teeo teie diikaange orarunsie orara aarumo-ita bere'antaruru'nung-koo. Ai' tee temurii' orarunsi dii'ke oro'antaveru'nung tee Kumponinge miru'uu'nung dii'koo. Tee'koo tee' oki'noo' nii'ke baike-antararampia'. 
2CO.7.10	Tenang nantoong Kumponing piavomana' orarunsiarima bere'ariko tee domang-antavurimaung, ee'noko tee-koo domang manki'oroarupeu', teka kansi' bakaang aarumo siompai orarunsiarima Kumponing-koo domang-anta nkavaavaung. 
2CO.7.11	Ooveriai, Kumponing piavomana' orarunsirariko kapoo' arekee' oro' basiaru' dii'koo. Bakei dii' namu'ke avoro' ninka tanterarira Kumponing-koo maia'dorira aa'na' aroo'eri kake'iirariru' tee orara aarumo naninge nkovuu'nung ampankeena' ooveri otoko koomperira simpiri'darii'naang tee' naurampiru'na'. Bakei aa'na' ning dii'anko mora pakurampii'naang piaroru'. Napo' aa'na' noru'eru' ee'noko motekaro'dariri tee kapoo' koonto' deeaung koomperu'. Ookutunairu-koo dii' masikeerariru'nung dii' koonto'nuka deentarii'naang tenai'koo tee naning bakanai'koo.
2CO.7.12	Ninge dii'anko temu' daariantu'noo' tee dii'ke nii' aa'na' deto noru'mererimana' Ovoringe sira'puu'naang. Tee naning oraka' nkoaru'nung baru' koong-anta-koo deea', napo' tee naning oraka' nkovuu'nung baru' paku-koo deea'. 
2CO.7.13	Tee' deto noru'mererimana' naumererira nii' tee aa'na' domang kuaa'antamerereru'nung. Ee'noko daua napo' tee Taitas doturotuari poio' ooampira dotumariru' dii'ke ookarai teing kapoo' naurarampiru'ning siomperima domang kuaa'antaveru'noo'koo. 
2CO.7.14	Temu' tee aa'na' daangantampiko'nung dii' tee-ankoi ee'noko dii' beero'durima tampa' ooruru'noo'koo dotu-antamuu'. Dii'ke masikee-antaverira maia'antameria' daangantampiko' noo'koo. Ookara kapoo' dii' daangantampima minkuantu'ning teing masikeng deemparu'ning tee' ookara kapoo' minkurampimaing masika'paramana'. 
2CO.7.15	Ee'noko Taitasie bakei aa'na' noru'durimaung dii' aroo'keta onkeonke'eru'nung-koo amaiaa'dori dankuranku'darima. 
2CO.7.16	Tee'koo ning bakei dotumaramaung dii' aroo'dariaining-pina' noru'dampima.
2CO.8.1	Enang tee mmaikori', nii'ke pia-antararampimaang tee' avusiro'ari oto'na' Kumponinge piaavurima teing Masedonia'nameensi'koo osi kante-koo dootuu'nupoong avuru'nung noru'erii'naang. 
2CO.8.2	Bane aa'na' arikanankai paaravuriko ee'noko aa'na' ata'kai, teka doturotue maanto'uri avusiro'ariri avuavu' nkoaako'. 
2CO.8.3	Koonto' ooamira ninge sira'pamaang makosiau'na' biikaang avuavu' nkoau'nung-koo, ee'noko bono' divu'au' avu'koo makosi-pina' oro'noo'. 
2CO.8.4	Maroita bii'ka aa'na' tana'maako' nii'ke taura'parampiko nii'ning ninka nari' pakuei nantoong Kumponing bakaning meekupoong teka Judia'ka pakuaarii'naang. 
2CO.8.5	Nii'ke ee' noru'ampiko', “Ai' pang tang nii'ning mooni' sipaava'naang,” teka teing bii'ka tutung avariru' Ovoring-koo ee'noko napo' nii'koo Kumponing bakaang pia-koo kuunge. 
2CO.8.6	Tee'koo Taitas tana'ampiko aroo'ario' botoampiru' teie koompaara'durii'naang temurii' pakupaku piaa-koong dupeverii'naang, ai' dii' teing ee'narai tutung-antaruru'ning tee' nko-koo. 
2CO.8.7	Dii' bakei dau basinoo' amutemurii' aarumo Kumponing-etaning tampa' nko-koo bia'dorimaung aa'ning-koo: masika'anta-koo, kara-koo, noru'koo, ookutuari aroo'koo ee'noko nii' piaa-koo. Enang napo' tanatarariai nari' dau basinoo' avusiro'dariri nko-koo.
2CO.8.8	Ninge eturampia' naurampimang diikaang piaa taa'ni'poaina' oo-koo nii'ning ninka. 
2CO.8.9	Ai' dii'ke tee noru'eri otong tee piaa niikaang Ovoring Jiisuu' Karistoo' bakaang. Tee aa' bane maanto'ari otoitaa', teka dii' noru'duri boonko batari'arara ata'kuu' dii' teie bakaang ataata'ke maanto'antararii'naang. 
2CO.8.10	Ee'noko ning nkaang tautau aung dii'koo, aung amurii' aarumo avuavu'koong nkoveriaina'koo: Boonamare'koo tee dii' ee'ning dootuu'nupoong ookara osi-koo avuavu'koo tutuna' tutuntariru'ning, ee'noko tee narung-koo deea', tee avuavu' nko-koong pia tee dii'keta tutumparu'. 
2CO.8.11	Enang tee tampa'na' ee': dupeveriaing temurii' nko-nko nari' dompirompi'doritaa' otori tutuntariru'na' tee' dii'ka-koo makosina' noru'darimana'. 
2CO.8.12	Kapoo' oto'deruriaung-eta deea', nka oto'derurining-eta avu'koo makosi. Arekee' basi tee avuavu' averiko tee Kumponing dotuaravaing diikaang aroaroo' oovui.
2CO.8.13	Nii' tee dii'koo manki' pante'koo piamoria' teing pakuererimaing tamung kuaa'oroi otoroko, teka ookamenta nari' basi-koo piamori otong. 
2CO.8.14	Enanung batei-koo tee mmau' oto'derurining-eta nii'ning pakuereriaing apuka'pariko tenang dii' apuka'dariko pakuraariaina'. Ee'noko ookara naro' basinoo' oto'deruriai. 
2CO.8.15	Tee' Daari Meekunge maana' ukuau'na' minkuvuma aa'pumana',
2CO.8.15	“Bane tee naning mmau' oosivuu'nung, nka baru' deepo' oto'evua', ee'noko bane tee naning oki'ning oosivuu'nung nka apuka'parava'.” 
2CO.8.16	Ninge tampara tampamang Kumponing-koo tee Taitas napo' Kumponinge siong-antavumaung-koo dii' aa'na' pakururii'naang tee' ee'na' nari' ninge dii' noru'dampimana'. 
2CO.8.17	Ai' tee Taitas tee aa'na' dotuari otong nkaang pia siompui napo' dii' beero'durii'naang, teka ee' noru'amaang, ninge nauamparuko dei baka beero'duripeu', ai' tee tee bakei dii' oo-koo aa'na' piavomaung. 
2CO.8.18	Teka nii'ke Taitas ninka narung nii'maiko' nari' botoampimang dii'anko uroresi beree'naang, tee ee'nara ookarai dootuu'nupoonge osi kante-koo tampa' noru'aamaung doorenang tampara tampa' bereng-koo pakuvuriko. 
2CO.8.19	Aung tee naning tampara, ai' ookarai dootuu'nupoonge osi kante-koo miru'au'nung nii' ninka nari' nanu'koo tee mooni' Karistoo' siompaamainge amaarimaung nari' kompampira dama' Jerusalema'ke tankaampampii'naang. Tee' ookara avuavu'nanka tavo'ampima tee Kumponing bakaang miring pankaing-antavampii'naang ee'noko niikaang paku-koong pia oro'antavampii'naang tee' pakumeeri. 
2CO.8.20	Nii'ke bokuampiru'nung aung naning pakumurii'naang nantoonge tee mooni' avusiro'ariri sipau'nung oraka' tankaang-koo tuumpimaari'neeng-koo. 
2CO.8.21	Nii'ke tampa' pukeampiri nkoampimaung kapoo' tampa' nari' nko-koo, Kumponing-koo dutakanoo'ke naro'ke deea', teka aa' nantoong-koo dutakanoo'ke tee' nari' nkoampimaunge.
2CO.8.22	Napo' tenaanka ninka nari' narung nii'maiko' motekaro' dii'anko botoampimang tee ookara batei-koo kake'iiari amutemurii' manki'nanka-koo pakumuriko tampa' ooampimaung, ee'noko dii' tampa' noru'duritaa' aa'na' masika' pakururii'naang noru'durimang.
2CO.8.23	Taitas tee ni'ninka manta'maresi pakumeeremaung dii' paku-koo ee'noko anaanka nii'maikorori'ka tenaanka ainge dootuu'nupoonge osi kante-kooninge anke otoromainge miru'aaretu'naanka biikaang noru' sira'puree'naang. Napo' teie tee Karistoo' pankaing-antavuremanaanka. 
2CO.8.24	Tee'koo dii'ke diikaang piaa oro'antaveriaing aing-koo, ai' nii'ke tee diikaang piaa pankaing-koo biivintarampimaung, ee'noko ookarai dootuu'nupoonge ooaava'naang piamomaang.
2CO.9.1	Ee aing, aung a'noo' tamung dii'ke noru'eri otoing daariamang teing nii'ning Kumponing bakaning meekupoong paku-koo. 
2CO.9.2	Ninge noru'ansi otong dii' Koorin-nupoong aa'na' paku-koo piarori otong, ee'noko tee'koo ninge dii' Akaia'nameensi'nupoong daangantampimaung aing Masedonia'nameensi'nupoong-ankoi ee' nauarama: dii' boonamare'keta maamurariru'ning tee avuavu' nko-koo ee'noko dii' tee' dompirompi'doriko ooraarira teing-koo mmau' daa'ariru' tee' nari' nko-koo. 
2CO.9.3	Teka ninge teing aing nii'maikorori' botoaransinoo' tee nkaang kara biivintampimaung-koong tamunsi'nung deemparavaroo'naang diikaang avuavu'koong ee'noko dii' maamurariri tampa' nkoveriko ooraarii'naang tee' nari' minkuamana'. 
2CO.9.4	Teka dii' daangantampimanoo'koo ning maia'mo'neenga tenang Masedonia'nameensi'nupoong ni'ninka nari' merira dii' maamurariaruko oorarampira. Ee'noko dii' teie, maia'doripeu'. 
2CO.9.5	Tee'koo ninge ee' noru'ansing: ainge nii'maikorori'ke tutung beero'daarima pakuraarii' naang tampa' maamurariri dupe-anta-koo tee avuavu' avusiro'dariri nko-koo mau'dariru'nung. Bera ning moma tampa' maamuari otoko ooampai tee diikaang avuavu' domang-eta avusiro'ari avu' deempari otoko, minkuminku-po'nung deea'.
2CO.9.6	Aung kapoo' dii'ke noru'eriaing: Naning tee oki'ning sinang keempumaung tee oki'ning kavumaung. Ee'noko baa naning mmau' keempumaung tee mmau' kavumaung. 
2CO.9.7	Narunge baka bakaang domange miru'uaina' avuai, domang manki'dori averi'neenga. Nii'narai botovuaina' avuauka', ai' Kumponinge tee naning aroo'keta avu' nkovumaung piaavumaung. 
2CO.9.8	Ee'noko Kumponinge tee aa'na' aruripeu' apuka'darimanoo'keta deto, ee'noko bera teie teing-koo apuka'darimaing-koo ookara batei-koo makosiri oto'deruriaing, ee'noko enang tee dau basinoo' oto'deruriaing ookara tampeng nko-nkonanka-koo nii'ning paku-anta-koo makosina'. 
2CO.9.9	Tee' Daari Meekung-koo aa'puu'noo'ka daariari otoina',
2CO.9.9	“Teie bakaang avuavu'nanka bereng-antavuu'nung teing-koo ata'oi'nuka-koo, ee'noko tee bakaang aarumo koonto' tee tee' nari' otoi otomatoaing.” 
2CO.9.10	Kumponinge tee keenkeeng nkonuka sinang avurimaung ee'noko dama'ke keenavaang tampeng avurikoo' nantoonge nai-koo, ee'noko tee' nari' teie ee'narai deepo' amutemu'ke sinananka du'antarerurimatoaing, mmau' kaverima tankaamperimaatoaina' tampara aarumoi meena'dori. 
2CO.9.11	Ee'noko dii' teing anatenairu-koo maanto'duri otoriaing tampa' avusiro'dariri otoriaina' ookara batei-koo, ee'noko tee' nari' avusiro'dariri tee diikaang avuavu' niikaang bireng-koo siperiko teinge Judia'nupoonge Kumponing-koo tampa' tampaavaing. 
2CO.9.12	Tee aung pakupaku dii'ke nkoveriaing tee, teing Kumponing bakaning meekupoong naing paku-koong deea' kapoo'koo apuka'pariko, teka tee Kumponing dotuaravai amutemu'ke teinge napo' Kumponing-koo tampa' tampaako. 
2CO.9.13	Ee'noko teie nko-nko tamparai dii'ka tasi'antarariaing-koo nantoonge tee Kumponing pankaing-antavaavaing, dii'ke tee doorenang tampara Karistoo' bakaang mavo'peri sira'perimaung-koo tee meumperi. Enang tee diikaang avusiro'dariri avuavu' teing-koo ee'noko nii'ning-koo averereriaing ooaara Jerusalema'nupoonge Kumponing daangampaavai. 
2CO.9.14	Ee'noko biikaang kunsi-koo dii' pakuraarima pankaruntoonge noru'daariaing tee-koo Kumponinge aa'na' deto basinoo' avusiro'antaruru'nung-koo.
2CO.9.15	Tampara masikung Kumponing-koo tee-koo bakaang avuavu' minku-paa'koo.
2CO.10.1	Enang tee, kontampiri ning eentamaramaang dii'koo, ning ee'nara Paula', tee naning nkaning too'de-nupoonge aa'maamaung, “Tenang nari' karompima aa'na' karoarukoo', teka tenang isipo' otoitaa' aa'na' karamurikoo';” 
2CO.10.2	Teka enang ninge daarirerompima Karistoo' doonko noru'ari navu ninka karomana' dii'koo eentamaramaang teing-eta tonta'dariaing. Tenang ning mora teing ning too'demaamaing turamparama dii'koo nii'ning nari' turantampi'neenga. Ai' teinge ning tasi'maavainge ning kansi'nung aarumo siompamaung-pina' noru'maama aa'maamaung, “Paula'ke kiimatamuriarupeu'.” 
2CO.10.3	Teka tee bane kansi'koo o'noring, teka turang tovang kansi'nupoonge nkoaamana' nkoampiaung. 
2CO.10.4	Tee iri' nii' oto'memurimaung tee kansi'nupoong biikaning kapatau-pina' oro' deea', teka tee Kumponing-etaing ee'noko Sietani' bakaang e'maniang pesi'koo makosie. 
2CO.10.5	Tee Kumponing bakaang iri' ninka nii'ke siinka'parampimaung teing kara dairai'kooning ee'noko ookara daang minkunanka maavai'arima Kumponing tampa' noru'koo parapara'aama minkuaamaing. Ee'noko ookara biikaang mataunanka nii'ke pinka'ampiri bere'antavampimaung Karistoo' bakaang kara narung siompaava'naang. 
2CO.10.6	Enang tee teing-eta tonta'dariri otoriko ning mora teing ning too'demaamaing kiimatavarampaing ookara biikaning taarapiikananka-koo.
2CO.10.7	Kapoo' diikaang duta-koo uro'kanoo'ke otoing ee ooveria' otong? Arekee'koo ning Kumponinge dii' tare-koo miru'muu'nung-koo ampankeena'dorimaang nii'ninge tosiraariko? Naning Karistoo' bakaang kara-okovui-nka-pina' noru'ari otoing deeko' tee ning tee' Karistoo' bakaang kara-okovui-nka-pina' noru'muainge tee' baka noru'aramana' nari'. 
2CO.10.8	Ai' Kumponinge taa'ni'antamui pakumumaung, ee'noko naninge maia'antamuarupeu' bane deepo' daangamaramaung-pina' noru'mura, Kumponinge makosi-antamumana' nantoong tare-koo minkuanko. 
2CO.10.9	Teka aa'dampimang, tee dii' tare-koong iri' Kumponinge amuu'nung tee dii' orari-anta-koong deea' nka dii' puring-anta-koong, nkaang karavoto dii' avoro'anta-koong-pina' noru'eri'neeng. 
2CO.10.10	Ai' dii'koo nii'ninge aa'perikoo', “Paula'ke bakaning karavotonanka-koo aa'na' purimpari ivekung kara daarivukoo', teka nii' ninka o'nori amaiaa'omaung ee'noko bakaang kara tarii'oarukoo'.” 
2CO.10.11	Teinge tee' kareaamainge ee' tasi'paavaing: Tee aa' kapoo' oovunamurii' otoa' teing-koo aing-koo aa'ning-koo, karavoto daariamaung tenang isipo' o'noitaa' ee'noko tee kapoo' ninge nkoampaing tenang dii' ninka nari' o'nori.
2CO.10.12	Ning tee makosi-pina' dooremaravaung teing-koo maavai'arima nau-antanuka tamparimaing ninka navaatang-koo oto'koo, ee'noko teing ninka naro' basi tang-koo bii'ka pankenanka tamparimaing ninka. Teka teing matauna' nkoaria' bii'ka miru'aamana' ooai paaravarima daang makosi-antavarikoo'. 
2CO.10.13	Ning tee, teing-pina' deea'. Ninka doore karoma Kumponinge miru'muu'noo' divu'ampauka'nung. Teka miring-koo biivimaravaing deeko' tee makosi miru'muu'noo' basiario' biivimaravaing nantoong tare-koo miru'muu'noo'koo, ee'noko dii' teinge nkaang tanata-koo kuunge otoring. 
2CO.10.14	Ning taapo' toonampa' Ovoringe miru'muu'noo'keta tenang dii' tautaurampima, ai' tenang tutung ning dii'anko mera tampara doorenang Karistoo'koong naurampiru'nang Ovoring bakaang iri' oro'paravaruu'nung dei ning Ovoringe miru'muu'noo'keta taapo' toonamaung tammeripeu'. Teka tee' nkomarava', ai' tenang tutung mou'nang Ovoringe iri' amuu'nung tee taa'ni'poi ning-koo oro'parako dii'ke ooverima domang bere'dariru'nung Ovoring-aape. 
2CO.10.15	Ee'noko dii'koo mintoomaramana'koo daangamarama nii'ning biikaang nko-nko noru'ansi deepo' daangamaravaung. Nkaang pia tee diikaang masika'anta deto nari' dupui oto'koo bera niikaang mintoong dii'koo aa'na' kato panka'paravainge. 
2CO.10.16	Aa'noaina', doorenang tampara napo' daankiampiai dii'ankoita kato anatenairu-koo. Ai' ning nii'nung bakaang nko-nko-koo daangang-koo piamoa' bakanoo'ke nkovuing-koo. 
2CO.10.17	Teka Daari Meekunge ee' minkuvui otong,
2CO.10.17	“Naning daangang-koo piavora deeko' tee-koo Ovoring-koo daangamparavaing.” 
2CO.10.18	Ai' naning baka daangamparama makotuarupeu', teka Ovoringe daangampuko deeko' makosi.
2CO.11.1	Io' taura'meri otoko oki'nanaare nkaang minkunaa-koo minkuampai. Bane biivimaring-pina' minkumarako teka dii'ke daangamaring-pina' taaraverima domang ima'dariauka'. 
2CO.11.2	Ninge dii' bakei Kumponing-koo kuunge tokontampimaing dii' orarirari'neeng-koo. Ai' ninge tee dii' narung naning-koo konteerii'naang miru'dampiru'ning tee ee'nara Karistoo'. Ee'noko tee-anko tavo'dampii'naang dii' manikuma nerai'na' kuukuma˜pina' kiiroraa'oi otoko ba'ung-anko nampeesina'mung taavo'aamana'. 
2CO.11.3	Teka amoromaang ning tee' Iivi aavavuu'na' teie boru'ke ampirinunge˜ dii' tee' nari' naninge diikaang onou tokoona' kaake'antaruri'neeng Karistoo'koo pinka'dariri otorimanoo'keta. 
2CO.11.4	Ai' dii' teing ou'ou'nuka-pina' oorampimaing. Naninge dii'anko pora nii'namurii' Jiisuu' minkuvuma nii'na' daankivuko teieta' ninge dii'ankoi daankiantu'nung-eta tee tamung danto siomperikoo'. Napo' tee onou Tanuaang Meekung-etaing tero nkaveru'nung siperima oovunamurii' onou siomperikoo'. Napo' doorenang tampara mare'ai nii'na' daankiaako tero daankianko'na'keta tee napo' domang ima'dariarukoo' tee-koo. 
2CO.11.5	Ning tee bakei teing-koo boong basi-pina' noru'marava' teing-koo diikaning nau-antanuka-koo kara okovuri nkanuka pankeng tamparimaing-koo. 
2CO.11.6	Ning tee bane matau-pina' karompaunge, teka ning noru' o'nong. Ninge tee temu'keta avuntevunge tee' dii' tasi'antarampimaung.
2CO.11.7	Arekee'koo pa ning tee' tokomerimaunge? Tero ninge Kumponing bakaang doorenang tampara dii'koo daankiama moo' eentamarava'. Ai' tee' tompimari pankaing-antarampiko orara aarumo nkoamaung-pina' oomerimaunge? 
2CO.11.8	Ninge tee mooni' nii'ning dootuu'nupoong-eta nkavantu'nung tee dii' paku-antarampii'naang. 
2CO.11.9	Tenang ning dii' ninka o'noritaa'nange kapoo' piamoma nii'nung naning manki'antavampa', teka teinge nii'maikorori'ke Masedonia'keta porora pakumau' piamoko'ning-koo. Ninge dii' ookara taung-koo manki'anta avu'koo para'maramaung, ee'noko tee' nari' nkomaramatoaing. 
2CO.11.10	Jiisuu' bakaang kara masikung ning-koo otoina' masika' minkuamaang, naninge dii' Akaia'nameensi'nupoong-koonge napu'muauka'nung tee' daangamaramaung-koo. 
2CO.11.11	Aming-koo, ai' dii' piaarampia' ee? A, tee aa' Kumponinge noru'ui otong aa'na' piaarampimana'. 
2CO.11.12	Ee'noko tee si'maravauka'nung tee' nari' nkoamana' nko-nko nko-koo. Teing nantoong ning-pina' basinuka tamparima moo' piavoroma bii'ka daangamparimaing e'mantoma oto'antavevorompauka'nung.
2CO.11.13	Teing aing nantoong teing daang kara okovuri nkanuka tamparima, oovunung kara nau-anta-koo mintoomparikoo', daang tosie Karistoo' bakaning-pina' oro'antavarima. 
2CO.11.14	Ai' Sietani' tee'ke, baka nantoong tosivurima daang avitoitoi bere'aramaung maroita nantoonge koosinung˜ araka-koong Kumponing-etaing-pina' noru'aara siompaava'naang. 
2CO.11.15	Tee'koo kapoo' ta'nimpaarii' deea' tenang bakaning botovotonaa'nukai tee bakaang aarumo siompai nantoong tosiaariko, tee' Kumponing bakaning-pina' oro'antavarima kara nau-antaraariko. Aing nantoong tee' oraka' nari' nkoarima botu basiariainoo'ke moo' makosina' kompaavaing.
2CO.11.16	Napo' unampama aa'pamaang, naninge ning baru' biivimaramaung-pina' noru'meauka', teka tokomerira deeko' tang taura'meriaing nii'ning taura'perererimana', ee'noko oki'noo' dooremaravaing dii'koo. 
2CO.11.17	Aung ee' oro' aarumo ninka biivimaramana' tee Ovoringe baka nko-antavuaung ee'noko tee'koo tee' amako-pina' nkomaramang. 
2CO.11.18	Teka tee aing nantoong daangamparimaung deeko' tee' kansi'nupoong daangamparimana' ning teie tee' daangamaravaing. 
2CO.11.19	Makosi ape' aing? Amakonuka doturariri taura'perererimaung avutevu'daarimaatoo'naang dii' norukasi'nuka deentarima. 
2CO.11.20	Napo' tang ooveri otoriko aa'na' deto bia'oroi biikaning botovotonaa'nuka deeng-antaraarikoo', ee'noko opantaarimaatoo'naang. Daua'daarima miita'daarii'naang, napo' maavai'arima botoraarikoo'. Ee'noko oing-koo tanko'daarimaatoo'naang. 
2CO.11.21	Aming-koo tee' taura'daririo' oraka' nkoraarimaunge? Ai' tee' tampa'pina' noru'erimaunge? Ee'noko tee' teinge taura'daririo' nkoraarimana' ninge nkorampiri dei ee doturaripeu'? Tee' ee maimaia'na' tamperiarupeu'?
2CO.11.21	Teka teing aing bii'ka biivimparimana'koo deeko' ning tee'ke, ninka biivimarapeu', teka tee' minkumarama ning makotua'na'pina' karomang. 
2CO.11.22	Teing Iiburu-nupoong deeko' ning tee'ke teing ninka nari' Iiburu-koonge. Teing Isireeli-nupoong deeko' ning tee'ke Isireeli-nunge. Teing Eebaraami' bakanaving-koo-nupoong deeko', ning tee'ke, Eebaraami' bakanaving-koonge. 
2CO.11.23	Teing Karistoo' bakaning botovotonaa'nuka deeko' ninge noru'dopa-pina' karoma aa'dampii'naang: Ning tee teing-koo dau basinoo' puru'aransitaa' aa'na' mintoomaramaung. Tee'koo kiimatanava-koo mmau'namu'pie be'antamaakoo'; mura'maariko ninge aa'na' dau basinoo' sisikeera tora'pankoo'; dapi' moonkoo' amutemu'ke. 
2CO.11.24	Nii'nang pa'noko'namu'pie Ju'nupoonge aa'na' oraka' tora'antamau', deerunoo'koo asi'namu' otoa' teing mura'mau'ning karenaumo kivora deemparaa'naang (39) te' taura'nii'noo' nantoong mura'koo. 
2CO.11.25	Beemu'pie teinge Ju'deeainge bana'ke mura'mau'. Napo' nii'na'mung Ju'nupoonge kapange dupisi'maava'naang too'maako'. Beemu'pie aarerie˜ nananko aareri naka'aru'. Teing-koo nii'na'mung aa'nou' muung na'mung ee'noko doong na'mung maiara'koo tamung koi'koo komari naampemarama o'nou'. 
2CO.11.26	Ookara batei-koo tee diiri'mari o'nomaung. Tee' nanama aing aa'ning-koo koraposimarakoo': doua dovang-koo minki-koo, bakisipunankai tavu'koo, nkaning nantoonge ee'noko Ju'deeainge dapi' tamaakoo', osi pankeng-koo ee'noko pora'ka dapi' tamaakoo'. Pirung-koo dapi' minkimarakoo', ee'noko daang mmaikori' tamparimainge dapi' orari-antamaakoo'. 
2CO.11.27	Aa'na' pore'moi mintoomaramaung. Nii'nang baru' aatumparukoo'. Peeramoma ntong-koo nukaa'mokoo'. Nii'nang taamang-koo ata'ankoo'. Kamaarie dupisi'mukoo' baarong nopa'maravaing oto'memuaruko. 
