GEN.1.2	Erd vikîvala û bêşikil bû, tariyê kûrahî rapêçabû. Ruhê Xwedê li ser rûyê avê digeriya.
JHN.21.1	Piştî van bûyeran, Îsa dîsa xwe li perê Gola Teberiyayê nîşanî şagirtên xwe da. Ev bi vî awayî çêbû: 
JHN.21.2	Şimûn-Petrûs, Tûmayê ku jê re Cêwî digotin, Natanyêlê ji Qenaya Celîlê, kurên Zebedî û du şagirtên Îsa yên din bi hev re bûn. 
JHN.21.3	Şimûn-Petrûs ji wan re got: «Ez diçim ku masiyan bigirim.» Wan jî ji wî re got: «Em jî bi te re tên.» Derketin derve, li qeyikekê siwar bûn, lê wê şevê tu tişt negirtin.
JHN.21.4	Êdî çaxê bû sibe Îsa li qeraxê golê sekinî, lê şagirtan nizanibûn ku ew Îsa ye. 
JHN.21.5	Îsa ji wan re got: «Zarono, ma pêxwarina we heye?» Wan lê vegerand û gotin: «Na.» 
JHN.21.6	Îcar Îsa ji wan re got: «Torê bavêjin aliyê rastê yê qeyikê, hûnê bigirin.» Wan jî tor avêt; êdî ji pirrbûna masiyan hêza wan têrê nekir ku torê bikişînin.
JHN.21.7	Hingê şagirtê ku Îsa jê hez dikir ji Petrûs re got: «Ev Xudan e!» Gava ku Şimûn-Petrûs bihîst ku ew Xudan e, wî kirasê xwe li xwe kir – çimkî wî ew ji xwe kiribû – û xwe avêt golê. 
JHN.21.8	Şagirtên din jî tora tije masî kişandin û bi qeyikê hatin nêzîk. Çimkî ji bejê ne dûr bûn, lê nêzîkî sed metreyan dûr bûn.
JHN.21.9	Gava ku ew derketin bejê, dîtin ku li wir agirê ji komirê heye; masî li ser e û nan li ber e. 
JHN.21.10	Îsa ji wan re got: «Hinek ji wan masiyên ku we niha girtine bînin.» 
JHN.21.11	Şimûn-Petrûs ket qeyikê û tora ku bi sed û pêncî û sê masiyên mezin tije bû kişand bejê. Bi ser ku ewqas gelek bûn jî dîsa tor neçiriya.
JHN.21.12	Îsa ji wan re got: «Werin taştê bixwin.» Ji şagirtan tu kesî newêribû ku jê bipirse: «Tu kî yî?» Çimkî wan dizanibû ku ew Xudan e. 
JHN.21.13	Îsa nêzîk bû, nan hilda, dan wan û bi vî awayî masî jî da wan. 
JHN.21.14	Piştî rabûna ji nav miriyan, ev cara sisiyan bû ku Îsa xwe nîşanî şagirtan dida.
JHN.21.15	Îcar piştî ku wan taştê xwar, Îsa ji Şimûn-Petrûs pirsî: «Ey Şimûnê kurê Yûhenna, ma tu ji van bêtir ji min hez dikî?» Petrûs jê re got: «Erê ya Xudan, tu dizanî ku ez ji te hez dikim.» Îsa ji wî re got: «Berxên min biçêrîne.»
JHN.21.16	Îsa cara diduyan ji wî re got: «Ey Şimûnê kurê Yûhenna, ma tu ji min hez dikî?» Wî ji Îsa re got: «Erê ya Xudan; tu dizanî ku ez ji te hez dikim.» Îsa jê re got: «Şivantiya miyên min bike.»
JHN.21.17	Îsa cara sisiyan ji Petrûs pirsî: «Ey Şimûnê kurê Yûhenna, ma tu ji min hez dikî?» Li ser pirsîna Îsa ya cara sisiyan «Ma tu ji min hez dikî?» kederê Petrûs girt û got: «Ya Xudan, tu her tiştî dizanî; tu dizanî ku ez ji te hez dikim.» Îsa ji wî re got: «Miyên min biçêrîne. 
JHN.21.18	Bi rastî, bi rastî ez ji te re dibêjim, gava ku tu xort bûyî, te xwe girêdida û dera ku te dixwest tu diçûyiyê. Lê gava ku tu pîr bibî, tê destên xwe dirêj bikî û yekî din wê pişta te girêbide û te bibe cihê ku tu naxwazî heriyê.» 
JHN.21.19	Wî ev got, ji bo nîşan bide ku ewê bi çi cûreyê mirinê Xwedê bi rûmet bike. Piştî vê yekê wî ji Petrûs re got: «Li pey min were.»
JHN.21.20	Gava ku Petrûs bi şûn de vegeriya, dît ew şagirtê ku Îsa jê hez dike li pey wan tê. Ev, ew şagirt bû ku di şîva êvarê de pala xwe dabû singê Îsa û gotibû: «Ya Xudan, yê ku wê te bide dest kî ye?» 
JHN.21.21	Dema ku Petrûs ew dît, ji Îsa pirsî: «Ya Xudan, îcar evê bibe çi?»
JHN.21.22	Îsa ji wî re got: «Eger ez bixwazim ew bimîne heta ku ez bêm, te çi ji vê ye? Tu li pey min were!»
JHN.21.23	Loma gotina ku ew şagirt namire, di nav birayan de belav bû. Lê belê Îsa ji bo wî negotibû ku ew namire, lê gotibû: «Eger ez bixwazim ew bimîne heta ku ez bêm, te çi ji vê ye?»
JHN.21.24	Yê ku ji van tiştan re şahidiyê dike û ev nivîsîne, ev şagirt e. Em dizanin ku şahidiya wî rast e.
JHN.21.25	Hê gelek tiştên din ên ku Îsa kirine hene. Eger ew yek bi yek bihatana nivîsîn, ez dibêjim qey kitêbên ku bihatana nivîsîn wê di dinyayê de bi cih nebûna.
ACT.1.1	Têyofîlosê hêja,
ACT.1.1	min li ser hemû tiştên ku Îsa ji destpêkê ve û
ACT.1.2	heta roja ku ber bi ezmanan ve hat hilkişandin, kir û hîn kir, di kitêba pêşî de nivîsî. Berî hilkişandina xwe, wî bi Ruhê Pîroz emir dan Şandiyên ku bijartine.
ACT.1.3	Piştî ku cefa kişand, wî bi gelek delîlan xwe sax nîşanî Şandiyan da, di nav çil rojan de li wan xuya bû û li ser Padîşahiya Xwedê peyivî.
ACT.1.4	Gava ku Îsa bi wan re bû, wî tembîh li şagirtan kir ku ji Orşelîmê dernekevin, lê li hêviya soza Bav bin. Wî got: «We ev soz ji min bihîstiye.
ACT.1.5	Yûhenna bi avê imad kir, lê piştî çend rojan hûnê bi Ruhê Pîroz imad bibin.»
ACT.1.6	Îcar gava ku ew hatin ba hev, wan ji Îsa pirsî: «Ya Xudan, ma tê di vê demê de padîşahiyê bi şûn de bidî Îsraêl?» 
ACT.1.7	Îsa li wan vegerand û got: «Ev ne karê we ye ku hûn wan wext û demên ku Bav bi hukumdariya xwe biryar dide, bizanin. 
ACT.1.8	Lê gava ku Ruhê Pîroz bê ser we, hûnê hêzê bistînin û li Orşelîmê, li tevahiya Cihûstanê, li Sameryayê û heta bi kujê dinyayê yê herî dûr bibin şahidên min.»
ACT.1.9	Çaxê wî ev tişt gotin, hê wan lê dinêrî, ew bi ezmên ve hat hilkişandin û ewrekî ew ji ber çavê wan stand.
ACT.1.10	Gava Îsa diçû û wan zîq li ezmên dinêrî, ji nişkê ve du mirovên cilspî li ba wan rawestan. 
ACT.1.11	Wan got: «Celîlîno, çima hûn li vir radiwestin û li ezmên dinêrin? Ev Îsayê ku ji nav we ber bi ezmên ve hat hilkişandin, çawa we dît ku ew hilkişiya ezmên, wisa jî wê vegere.»
ACT.1.12	Hingê ew ji dera ku jê re digotin Çiyayê Zeytûnê vegeriyan Orşelîmê. Ev çiya bi qasî kîlometreyekê ji Orşelîmê dûr bû. 
ACT.1.13	Gava ku ew ketin bajêr, çûn oda jorîn a ku lê rûdiniştin. Petrûs, Yûhenna, Aqûb, Endrawis, Filîpos, Tûma, Bertolomeyos, Metta, Aqûbê kurê Halfayos, Şimûnê welatparêz û Cihûdayê kurê Aqûb li wir bûn.
ACT.1.14	Van hemûyan hergav bi hev re, tevî hinek jinan, bi Meryema diya Îsa û birayên wî re, xwe dan duakirinê.
ACT.1.15	Di wan rojan de Petrûs di nav xwişk û birayan de, ku hejmara wan li dora sed û bîst mirovan bû, rabû û got: 
ACT.1.16	«Birano, diviya ew nivîsara ku ji pêşî ve bi Ruhê Pîroz bi devê Dawid li ser Cihûda hatibû gotin, bihata cih. 
ACT.1.17	Çimkî Cihûda bi ser ku yek ji me hat hesabkirin û di vê xizmetê de pareke wî jî hebû, bû rêberê wan ên ku Îsa girtin. 
ACT.1.18	Îcar vî mirovî bi heqê xerabiya xwe erdek kirrî; piştre bi serserkî ket, zik lê qelişî û ûr û roviyên wî derketin derve. 
ACT.1.19	Ev yek ji hemûyên ku li Orşelîmê rûdinin re kifş bû, wisa ku bi zimanê wan ji vê zeviyê re ‹Hakeldama› tê gotin, ku tê mana «zeviya xwînê».
ACT.1.20	Çimkî li dereke Kitêba Zebûran ev hatiye nivîsîn:
ACT.1.20	‹Bila mala wî wêran be
ACT.1.20	Û bila kes tê de rûnene.›
ACT.1.20	û li dereke din jî:
ACT.1.20	‹Bila karê wî yê çavdêriyê yekî din bistîne.›
ACT.1.21	Îcar divê yek ji wan zilamên ku di hemû dema ku Xudan Îsa di nav me de bihûrandiye de, bi me re bû, bê bijartin. 
ACT.1.22	Divê ew ji roja ku Yûhenna imad kiriye heta roja ku ew ji nav me ber bi ezmên ve hatiye hilkişandin bi me re be, da ku bi me re ji vejîna wî re şahidiyê bike.»
ACT.1.23	Hingê wan du kes, Ûsivê ku jê re Barsabas digotin û bi navê Yûstos dihat naskirin û Matiyos anîn pêş. 
ACT.1.24	Wan dua kir û got: «Ya Xudan, tu bi dilê her kesî dizanî. Nîşanî me bide ka te ji van herduyan kîjan bijart, 
ACT.1.25	da ku di vê xizmet û şandîtiyê de wî cihî bistîne, ku Cihûda berdaye, da ku here cihê xwe yê heqkirî.» 
ACT.1.26	Ji bo wan pişk avêtin; pişk li Matiyos ket û ew bi yanzdeh Şandiyan re hat hesabkirin.
ACT.2.1	Gava ku Roja Pentîkostê hat, ew hemû bi hev re li derekê civiyabûn.
ACT.2.2	Û ji nişkê ve ji ezmên dengek wek rabûna bayekî xurt hat û ew mala ku ew lê rûdiniştin tije kir. 
ACT.2.3	Zimanên wek pêlên agir di nav wan de xuya bûn û li ser her yekî ji wan danîn. 
ACT.2.4	Hemû bi Ruhê Pîroz tije bûn û bi gotina ku Ruhê Pîroz dabû wan, dest pê kirin bi zimanên din peyivîn.
ACT.2.5	Hingê li Orşelîmê, Cihûyên xwedêtirs ji hemû miletên ser rûyê erdê hebûn. 
ACT.2.6	Li ser vî dengî elaleteke mezin civiya û tevlihev bû, çimkî her kesî dibihîst ku bi zimanê wî dipeyivin. 
ACT.2.7	Matbûyî û şaşmayî pirsîn: «Ma ev hemû yên ku dipeyivin ne ji Celîlê ne? 
ACT.2.8	Ma çawa çêdibe ku her yek ji me zimanê xwe yê dê dibihîze? 
ACT.2.9	Di nav me de Partî, Mêdî û Elamî hene. Ji Mezopotamyayê, Cihûstan, Kepedokya, Pontos û Asyayê,
ACT.2.10	ji Firîgya û Pamfîlyayê, ji Misrê û ji herêma Kûrenê ya Lîbyayê, mêvanên ku ji Romayê hatine, 
ACT.2.11	Cihû û Xwedêperestên ji miletên din, Girîtî û Ereb hene. Em dibihîzin ku ev bi zimanên me li ser karên Xwedê yên mezin dibêjin.» 
ACT.2.12	Hemû şaş û heyirî man û ji hev pirsîn: «Ma ev çi ye?» 
ACT.2.13	Lê hinekên din jî tinazên xwe dikirin û digotin: «Ev bi şeraba nû serxweş bûne.»
ACT.2.14	Lê Petrûs bi yanzdehan ve rabû, dengê xwe bilind kir û ji wan re got: «Gelî Cihûyan û hûn hemû yên ku li Orşelîmê ne! Guh bidin peyvên min, vê yekê qenc bizanin. 
ACT.2.15	Wek ku hûn difikirin, ev ne serxweş in. Çimkî niha saet nehê sibê ye. 
ACT.2.16	Lê ev ew e ku bi devê Yoêl pêxember hatiye gotin:
ACT.2.17	‹Di rojên dawîn de, Xwedê dibêje:
ACT.2.17	Ezê ji Ruhê xwe bi ser hemû mirovan de birijînim.
ACT.2.17	Kur û keçên we wê pêxemberîtiyê bikin
ACT.2.17	Û xortên we wê dîtiniyan, kal û pîrên we wê xewnan bibînin.
ACT.2.18	Di wan rojan de, ezê ji Ruhê xwe
ACT.2.18	Birijînim ser xulam û cêriyên xwe
ACT.2.18	Û ewê pêxemberîtiyê bikin.
ACT.2.19	Û ezê li jor, li ezmên, tiştên ecêb nîşan bidim
ACT.2.19	Û li jêr jî, li ser rûyê erdê, nîşanan xuya bikim:
ACT.2.19	Xwîn û agir, mij û dûman.
ACT.2.20	Berî hatina Roja Xudan ya mezin û navdar,
ACT.2.20	Roj wê tarî bibe û heyv wê rengê xwînê bistîne.
ACT.2.21	Hingê, her kî ku gazî navê Xudan bike, wê xilas bibe.›
ACT.2.22	«Gelî Îsraêliyan, guhdariya van gotinan bikin: Îsayê Nisretî, ji aliyê Xwedê ve ji we re bi kerametan, bi karên mezin û nîşanan hat erê kirin. Hûn bi xwe bi karên ku Xwedê bi destê wî, di nav we de kirine dizanin. 
ACT.2.23	Li gor armanc û pêşzanîna Xwedê ew ji aliyê we ve hat girtin û we ew bi destê yên ku Şerîetê nas nakin li xaçê xist û kuşt.
ACT.2.24	Lê Xwedê ew vejand û êşên mirinê rakirin, çimkî îmkan nebû ku ew ji aliyê mirinê ve girtî bima.
ACT.2.25	Dawid jî li ser wî weha dibêje:
ACT.2.25	‹Min Xudan hergav li pêşiya xwe dît,
ACT.2.25	Ew li milê min ê rastê ye, da ku ez veneleqim.
ACT.2.26	Ji ber vê yekê dilê min geş û zimanê min gelekî şa bû.
ACT.2.26	Bedena min jî wê bi hêviyê bijî.
ACT.2.27	Çimkî tu canê min li diyarê miriyan nahêlî
ACT.2.27	Û tu nahêlî ku Pîrozê te rizîbûnê bibîne.
ACT.2.28	Te riyên jiyanê bi min dan zanîn;
ACT.2.28	Tê bi dîdara xwe min di nav şahiyê de bihêlî.›
ACT.2.29	«Birano, divê bi eşkereyî ji we re li ser bavê me Dawid bê gotin ku ew hem mir û hem jî hat veşartin û gora wî jî heta îro li ba me ye. 
ACT.2.30	Lê ji ber ku ew pêxember bû, wî dizanibû ku Xwedê ‹jê re sond xwariye ku wê yekî ji dûndana wî li ser textê wî bide rûniştin.›
ACT.2.31	Dawid ev ji pêşî ve dît û li ser vejîna Mesîh got:
ACT.2.31	‹Ew ne li diyarê miriyan hat hiştin
ACT.2.31	Û ne jî bedena wî rizîbûn dît.›
ACT.2.32	Xwedê ev Îsa ji nav miriyan rakir û em hemû şahidên vê yekê ne. 
ACT.2.33	Îcar ew hatiye hilkişandin milê Xwedê yê rastê û ji Bav soza Ruhê Pîroz stand û çawa ku hûn dibînin û dibihîzin ew rijandiye. 
ACT.2.34	Erê, Dawid hilnekişiya ezmanan, lê ew bi xwe dibêje:
ACT.2.34	‹Xudan ji Xudanê min re got:
ACT.2.34	Li milê min ê rastê rûne,
ACT.2.35	Heta ku ez dijminên te bikim pêgeha lingên te.›
ACT.2.36	Îcar bila hemû mala Îsraêl qenc bizane ku Xwedê ew Îsayê ku we xaç kir, hem kiriye Xudan û hem Mesîh.»
ACT.2.37	Îcar gava ku wan ev bihîst, wek ku tîrek li dilê wan ketibe, ji Petrûs û Şandiyên din re gotin: «Birano! Ma em çi bikin?» 
ACT.2.38	Petrûs ji wan re got: «Tobe bikin û ji bo ku li gunehên we bê bihûrtin bila her yek ji we bi navê Îsa Mesîh imad bibe û hûnê diyariya Ruhê Pîroz bistînin. 
ACT.2.39	Çimkî ev soz ji bo we, ji bo zarokên we û ji bo hemûyên ku dûr in; ji bo her kesî ye ku Xudan Xwedayê me gazî wî dike.» 
ACT.2.40	Wî hê bi gelek peyvên din şahidî kir, ew şidandin û got: «Xwe ji vî nifşê jirêderketî xilas bikin.» 
ACT.2.41	Îcar yên ku peyvên wî qebûl kirin imad bûn û wê rojê li dora sê hezar mirovî beşdarî wan bûn. 
ACT.2.42	Wan herdem xwe da hîndariya Şandiyan, hevpariya ruhanî, şikandina nên û duakirinê.
ACT.2.43	Tirs ket dilê her kesî. Û gelek karên mezin û nîşan bi destê Şandiyan dihatin kirin. 
ACT.2.44	Hemû bawermend bi hev re bûn û her tiştê wan hevpar bû. 
ACT.2.45	Mal û milkên xwe difirotin û bi perên wan li gor hewcedariya her kesî leva dikirin. 
ACT.2.46	Her roj bi hev re di Perestgehê de diciviyan, li malên xwe nan dişikandin, bi şahî û bi dilekî xwerû xwarin dixwarin. 
ACT.2.47	Pesnê Xwedê didan û di nav hemû xelkê de qedrê wan dihat girtin. Û Xudan jî roj bi roj hejmara yên xilasbûyî zêdetir dikir.
ACT.3.1	Rojekê piştî nîvro saet di sisiyan de, çaxê duakirinê, Petrûs û Yûhenna hildikişiyan Perestgehê. 
ACT.3.2	Zilamekî ku ji zikmakî şeht bû dianîn û ew her roj li ber dergehê Perestgehê yê ku jê re Bedew digotin, datanîn, da ku ji wan ên ku dikevin Perestgehê parsê bike. 
ACT.3.3	Gava ku wî dît Petrûs û Yûhenna dikin bikevin Perestgehê, wî ji wan xwest ku xêrekî bi wî bikin. 
ACT.3.4	Petrûs jî bi Yûhenna re bi baldarî li wî nêrî û got: «Li me binêre.» 
ACT.3.5	Bi hêviya ku ewê tiştekî bidinê, çavê wî li wan bû. 
ACT.3.6	Lê Petrûs got: «Ne zêrê min û ne jî zîvê min heye; lê tiştê ku bi min re heye, ezê bidim te. Bi navê Îsa Mesîhê Nisretî rêve here.» 
ACT.3.7	Û bi destê wî yê rastê girt û rakir ser lingan; di cih de piyên wî û gûzikên wî sipîsax bûn. 
ACT.3.8	Xwe hilavêt, li ser lingan rawesta û dest pê kir rêve çû. Ew bi wan re ket Perestgehê, rêve diçû, xwe hildavêt û pesnê Xwedê dida. 
ACT.3.9	Hemû xelkê dît ku ew rêve diçe û pesnê Xwedê dide. 
ACT.3.10	Û gava wan ew nas kir û dîtin ku ev ew e, ku li ber dergehê Perestgehê yê bi navê Bedew rûdinişt ku parsê bike, ew bi tiştê ku bi wî hatibû, heyirî û mat man.
ACT.3.11	Hê ku wî xwe bi Petrûs û Yûhenna digirt, hemû xelk bi hev re ecêbmayî bezîn ba wan, wê eywana ku jê re Eywana Silêman digotin. 
ACT.3.12	Gava Petrûs ev yek dît, ji xelkê re got: «Gelî Îsraêliyan, hûn çima li vê yekê şaş dimînin, an hûn çima bi baldarî li me dinêrin? Hûn dibêjin qey me bi hêz an bi dîndariya xwe kiriye ku ew rêve here? 
ACT.3.13	‹Xwedayê Birahîm, Xwedayê Îshaq û Xwedayê Aqûb, Xwedayê bav û kalên me›
ACT.3.14	Lê we Yê Pîroz û Rast înkar kir û we xwest ku mêrkujek ji we re bê berdan.
ACT.3.15	We Serokê Jiyanê kuşt, lê Xwedê ew ji nav miriyan rakir. Em şahidên vê yekê ne. 
ACT.3.16	Navê Îsa ev mirovê ku hûn dibînin û nas dikin, sipîsax kir. Wî bawerî bi navê Îsa anî û bi saya Îsa, wê baweriyê li ber çavê we hemûyan saxîtiya temam da wî.
ACT.3.17	«Û niha birano, ez dizanim ku we jî wek serekên xwe bi nezanî ev yek kir. 
ACT.3.18	Îcar bi vî awayî Xwedê, ev tiştên ku ji pêşî ve bi devê hemû pêxemberan gotibû ku Mesîh wê cefayê bikişîne, anî cih. 
ACT.3.19	Loma tobe bikin û li Xwedê bizivirin, da ku gunehên we bên xîşkirin, 
ACT.3.20	da ku ji ba Xudan wextên nûvejeniyê bên û Mesîhê ku ji berê ve ji bo we destnîşan kiriye, yanî Îsa bişîne. 
ACT.3.21	Divê ew li ezmên bimîne, heta ku Xwedê her tiştî nûvejen bike, wek ku wî ji berê ve bi devê pêxemberên xwe yên pîroz gotiye. 
ACT.3.22	Mûsa jî got: ‹Xudan Xwedayê we wê ji nav birayên we, ji we re pêxemberekî wek min rake. Ew her çi ji we re bêje, divê hûn guhdariya wî bikin. 
ACT.3.23	Îcar her kesê ku guhdariya wî pêxemberî neke, wê ji nav gel bê derxistin û helak bibe.›
ACT.3.24	Û hemû pêxemberan, ji Samûêl bigire heta yên pey wî, her kî peyivîbe, li ser van rojan gotine. 
ACT.3.25	Zarokên pêxemberan û wêrisên peymana ku Xwedê bi bav û kalên we re girêdaye hûn in. Xwedê ji Birahîm re got: ‹Wê bi dûndana te, hemû bavikên li ser rûyê erdê bên pîrozkirin.›
ACT.3.26	Gava ku Xwedê Xizmetkarê xwe rakir, pêşî wî ew şand ba we, da ku we pîroz bike û her yekî ji we ji xerabiyên wî vegerîne.»
ACT.4.1	Hê ku Petrûs û Yûhenna bi xelkê re dipeyivîn, kahîn, serwerê parêzgerên Perestgehê û Sadûqî bi ser wan de hatin. 
ACT.4.2	Ew pirr hêrs bûn, çimkî şagirtan gel hîn dikir û li ser vejîna miriyan a ku bi Îsa ye dipeyivîn. 
ACT.4.3	Wan ew girtin û ji ber ku ji xwe êvar bû, heta dotira rojê ew di girtîgehê de hiştin. 
ACT.4.4	Lê gelekên ku peyv bihîstin, bawerî anîn û hejmara wan gihîşt dora pênc hezar kes.
ACT.4.5	Îcar dotira rojê serwer, rihspî û Şerîetzan li Orşelîmê civiyan, 
ACT.4.6	Serokkahîn Henan, Qeyafa, Yûhenna, Skender û hemû yên ku ji malbata Serokkahîn dihatin li wir bûn. 
ACT.4.7	Çaxê ku yên girtî li holê dan rawestandin, wan pirsî: «We bi kîjan hêzê an bi çi navî ev kir?» 
ACT.4.8	Hingê Petrûs bi Ruhê Pîroz tije, ji wan re got: «Gelî serekên gel û rihspîno! 
ACT.4.9	Eger îro em ji bo qenciya ku bi mirovê nexweş bûye, tên pirsyarkirin ka ew çawa sax bûye, 
ACT.4.10	bila ev ji aliyê we hemûyan û ji aliyê hemû gelê Îsraêl ve bê zanîn ku ev mirov, bi navê Îsa Mesîhê Nisretî yê ku we xaç kir û yê ku Xwedê ji nav miriyan rakir, sipîsax li ber we radiweste. 
ACT.4.11	Ev ew e,
ACT.4.11	‹Ew kevirê ku ji aliyê we hostayan ve kêm hat dîtin,
ACT.4.11	Bû kevirê serê rikin.›
ACT.4.12	Xilasî bi tu kesî din tune; çimkî di bin ezmên de, di nav mirovan de, navekî din nehatiye dayîn ku em bikarin pê xilas bibin.»
ACT.4.13	Gava ku wan biziraviya Petrûs û Yûhenna dît û fêm kirin ku ew nexwenda û di halê xwe de ne, şaş man. Wan tê derxist ku ev mirov bi Îsa re mane. 
ACT.4.14	Lê wan zilamê qencbûyî bi wan re rawestayî dît û nikaribûn tiştekî li dij bêjin. 
ACT.4.15	Îcar li wan emir kirin ku ji civîna giregiran derkevin û dest pê kirin di nav xwe de şêwirîn. 
ACT.4.16	Wan got: «Em bi van mirovan çi bikin? Çimkî ji hemûyên ku li Orşelîmê rûdinin re eşkere ye ku bi destê van nîşaneke berbiçav hatiye kirin û em nikarin vê înkar bikin. 
ACT.4.17	Lê ji bo ku ev hê bêtir di nav gel de belav nebe, em gef li wan bixwin ku ji niha û pê ve bi navê Îsa ji kesî re tiştekî nebêjin.» 
ACT.4.18	Gazî wan kirin û li wan emir kirin ku êdî bi navê Îsa qet nepeyivin û kesî hîn nekin. 
ACT.4.19	Lê Petrûs û Yûhenna bersîva wan dan û gotin: «Ma li ber Xwedê kîjan rast e? Em guhê xwe bidin we, an bidin Xwedê? Hûn bêjin. 
ACT.4.20	Çimkî em nikarin tiştên ku me dîtine û bihîstine nebêjin.» 
ACT.4.21	Piştî ku dîsa gef li wan xwarin ew berdan. Ji ber xelkê tu rê nedîtin ku wan ceza bikin, çimkî hemûyan ji bo tiştê bûyî pesnê Xwedê dida. 
ACT.4.22	Emrê wî mirovê ku bi vê kerametê qenc bûbû, di ser çilî re bû.
ACT.4.23	Piştî ku ew hatin berdan, çûn ba hevalên xwe û her tiştê ku serekên kahînan û rihspiyan ji wan re gotibû, ji wan re gotin. 
ACT.4.24	Gava ku wan ev bihîst, bi hev re dengê xwe bilind kirin û ji Xwedê re gotin: «Ya Xwedayê hukumdar! Yê ku erd û ezman, derya û hemû tiştên di wan de afirandiye, tu yî.
