GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
JER.48.42	izarimburwa kuko yigometse ku Uhoraho.
JER.48.43	Bantu b'i Mowabu,
JER.48.43	ubwoba n'urwobo n'umutego birabategereje.”
JER.48.43	Uko ni Uhoraho avuze.
JER.48.44	“Uzahunga ubwoba azagwa mu rwobo,
JER.48.44	uzarokoka urwobo azagwa mu mutego.
JER.48.44	Koko igihe kizagera mpane Mowabu.”
JER.48.44	Uko ni Uhoraho avuze.
JER.48.45	Impunzi zinaniwe zihungiye i Heshiboni,
JER.48.45	nyamara umuriro uturutse i Heshiboni,
JER.48.45	ibirimi by'umuriro biturutse mu murwa wa Sihoni.
JER.48.45	Umuriro utwitse imbibi za Mowabu,
JER.48.45	utwitse imisozi miremire y'abarwanyi b'i Mowabu.
JER.48.46	Mowabu igushije ishyano!
JER.48.46	Abayoboka Kemoshi bararimbutse,
JER.48.46	abahungu n'abakobwa banyu bajyanywe ho iminyago.
JER.48.47	Nyamara igihe kizagera Mowabu nzayisubize amahoro.
JER.48.47	Urwo ni rwo rubanza ruciriwe Mowabu.
JER.49.1	Ubu butumwa bwagenewe Abamoni.
JER.49.1	Uhoraho aravuga ati:
JER.49.1	“Mbese Isiraheli nta bana igira?
JER.49.1	Mbese ntifite abagenewe umurage?
JER.49.1	Kuki ikigirwamana Moleki cyigaruriye intara ya Gadi?
JER.49.1	Kuki Abamoni batuye mu mijyi yaho?
JER.49.2	Igihe kizagera numvikanishe ijwi ry'intambara,
JER.49.2	nzaryumvikanisha i Raba, umurwa w'Abamoni.
JER.49.2	Hazahinduka amatongo imidugudu yaho itwikwe,
JER.49.2	Isiraheli izamenesha abari barayimenesheje.
JER.49.3	Heshiboni, boroga kuko umujyi wa Ayi urimbutse!
JER.49.3	Baturage b'i Raba, nimurire,
JER.49.3	nimwambare imyambaro igaragaza akababaro,
JER.49.3	nimujye mu cyunamo.
JER.49.3	Nimubuyere hirya no hino mu mujyi,
JER.49.3	imana yanyu Moleki ijyanywe ho umunyago,
JER.49.3	ijyanywe ho umunyago hamwe n'abatambyi bayo n'ibyegera byayo.
JER.49.4	Kuki mwiratana ibibaya byanyu birumbuka?
JER.49.4	Mwa bagome mwe, mwishingikiriza ku butunzi bwanyu,
JER.49.4	muravuga muti: ‘Ni nde wahangara kudutera?’ ”
JER.49.5	Uhoraho Nyiringabo aravuga ati:
JER.49.5	“Ngiye kubashyiraho iterabwoba ry'abaturanyi banyu bose,
JER.49.5	buri muntu azameneshwa,
JER.49.5	nta muntu uzaboneka wo gukoranya impunzi.
JER.49.6	Hanyuma Abamoni nzabasubiza amahoro.”
JER.49.6	Uko ni ko Uhoraho avuze.
JER.49.7	Ubu ni ubutumwa bw'Uhoraho Nyiringabo bwagenewe Abedomu.
JER.49.7	Mbese i Temani ntihakirangwa abanyabwenge?
JER.49.7	Mbese abanyabwenge baho ntibagitanga inama?
JER.49.7	Ese ubwenge bwabo bwarayoyotse?
JER.49.8	Bantu b'i Dedani, nimuhunge,
JER.49.8	nimuhindukire muhungire mu buvumo.
JER.49.8	Ngiye guteza ibyago abakomoka kuri Ezawu,
JER.49.8	igihe cyo kubahana kirageze.
JER.49.9	Mbese abajura nibaza kwiba imizabibu yanyu, nta na mike bazabasigira?
JER.49.9	Abajura nibaza nijoro bazasahura ibyo bashaka byose.
JER.49.10	Nyamara ni jye ubwanjye uzanyaga abakomoka kuri Ezawu ibintu byose,
JER.49.10	nzagaragaza aho bihisha ku buryo batazongera kwihisha.
JER.49.10	Abana babo n'abavandimwe n'abaturanyi babo bazarimbuka,
JER.49.10	nta n'umwe uzarokoka.
JER.49.11	Nimusige impfubyi zanyu nzazitaho,
JER.49.11	abapfakazi banyu na bo bazanyizera.
JER.49.12	Uhoraho aravuga ati: “Abo ntari narageneye igikombe cy'igihano bakinywereyeho. None se mwebwe mwibwira ko muzakirokoka? Reka da! Muzahanwa nta kabuza. 
JER.49.13	Ndahiye ko umurwa wanyu Bosira uzahinduka amatongo n'igiterashozi, uzahinduka urw'amenyo n'iciro ry'imigani. Imijyi yose iwukikije na yo izahinduka amatongo iteka ryose.”
JER.49.14	Numvise Uhoraho ambwira ati:
JER.49.14	“Intumwa yoherejwe gutangariza amahanga iti:
JER.49.14	‘Nimwishyire hamwe mutere Edomu,
JER.49.14	nimuhaguruke muyirwanye.’ ”
JER.49.15	Uhoraho arakomeza ati:
JER.49.15	“Wowe Edomu nzaguhindura muto mu mahanga,
JER.49.15	bityo abantu bose bazagusuzugura.
JER.49.16	Iterabwoba n'ubwirasi bwawe byaragushutse,
JER.49.16	wibera mu buvumo bwo mu bitare.
JER.49.16	Uba mu mpinga z'imisozi,
JER.49.16	wishyize ahirengeye nka kagoma,
JER.49.16	nyamara nzagucisha bugufi.
JER.49.17	“Edomu izaba amatongo ateye ubwoba,
JER.49.17	uzahanyura wese azatangara yumirwe,
JER.49.17	azatangara kubera ibyago byayo byose.
JER.49.18	Uko Sodoma na Gomora n'imijyi ihakikije byarimbutse,
JER.49.18	ni na ko nta muntu uzasigara muri Edomu.”
JER.49.18	Uko ni ko Uhoraho avuze.
JER.49.19	Uhoraho aravuga ati:
JER.49.19	“Uko intare iturumbuka mu bihuru byo kuri Yorodani,
JER.49.19	uko iturumbuka igana mu rwuri rutoshye,
JER.49.19	ni na ko nzamenesha Abedomu mu gihugu cyabo mu kanya gato,
JER.49.19	nzagiha umuyobozi nzitoranyiriza.
JER.49.19	Ni nde wakwigereranya nanjye?
JER.49.19	Ni nde ushobora kundega?
JER.49.19	Ni nde mushumba wampangara?”
JER.49.20	None rero nimwumve imigambi Uhoraho afitiye Edomu,
JER.49.20	nimwumve ibyo yagambiriye ku batuye Temani:
JER.49.20	koko rero bazabakurubana nk'ukurura amatungo,
JER.49.20	bazatuma igihugu cyabo gitsembwa.
JER.49.21	Induru yo kurimbuka kwabo izakangaranya isi,
JER.49.21	umuborogo wabo uzumvikana ku Nyanja Itukura.
JER.49.22	Dore umwanzi aje ameze nka kagoma iguruka, irambuye amababa hejuru y'umurwa wa Bosira. Icyo gihe imitima y'intwari z'Abedomu izaba nk'umutima w'umugore uribwa n'ibise.
JER.49.23	Ubu ni ubutumwa bwagenewe Damasi.
JER.49.23	Abatuye mu mijyi ya Hamati na Arupadi bakozwe n'isoni,
JER.49.23	babitewe n'inkuru mbi bumvise.
JER.49.23	Bakangaranye bameze nk'inyanja irimo umuhengeri idashobora gutuza.
JER.49.24	Abantu b'i Damasi bacitse intege,
JER.49.24	barahindukiye ngo bahunge.
JER.49.24	Bafite ubwoba bwinshi,
JER.49.24	barashengurwa n'umubabaro nk'umugore uribwa n'ibise.
JER.49.25	Bishoboka bite ko umujyi w'icyamamare watereranwa?
JER.49.25	Wari umujyi wanezezaga!
JER.49.26	Uhoraho Nyiringabo aravuga ati:
JER.49.26	“Abasore baho bazicirwa mu mayira,
JER.49.26	ingabo zaho zose zizumirwa.
JER.49.27	Nzaha inkongi inkuta zizengurutse Damasi,
JER.49.27	nzatsembesha umuriro ibigo byubatswe na Benihadadi.”
JER.49.28	Ubu ni ubutumwa bwagenewe Abarabu b'i Kedari n'abami b'i Hasori, ari bo Nebukadinezari umwami wa Babiloniya yateye akabatsinda. Uhoraho aravuga ati:
JER.49.28	“Nimuhaguruke mutere Kedari,
JER.49.28	nimutsembe abantu b'iburasirazuba.
JER.49.29	Amahema yabo n'amatungo yabo bizanyagwa,
JER.49.29	imyambaro n'ibikoresho n'ingamiya byabo na byo bizanyagwa.
JER.49.29	Abantu bazabaha induru bavuga bati:
JER.49.29	‘Murugarijwe impande zose!’
JER.49.30	“Bantu b'i Hasori, nimuhunge,
JER.49.30	nimugire bwangu muhungire mu buvumo.
JER.49.30	Koko rero Nebukadinezari umwami wa Babiloniya yabagambaniye,
JER.49.30	yabacuriye imigambi mibi.
JER.49.31	Nimuhaguruke mutere igihugu kibwira ko kimerewe neza,
JER.49.31	igihugu kitagira icyo kikanga,
JER.49.31	ni igihugu kitaruye ibindi.
JER.49.32	Ingamiya zabo zizanyagwa,
JER.49.32	amatungo yabo menshi azajyanwa ho iminyago.
JER.49.32	Abimoza imisatsi nzabatatanyiriza mu mpande zose,
JER.49.32	nzabateza ibyago impande zose.
JER.49.32	Uko ni ko Uhoraho avuze.
JER.49.33	“Umujyi wa Hasori uzaba isenga rya za nyiramuhari,
JER.49.33	uzaba amatongo iteka ryose,
JER.49.33	nta muntu uzahasigara.”
JER.49.34	Mu ntangiriro y'ingoma ya Sedekiya umwami w'u Buyuda, Uhoraho yahaye umuhanuzi Yeremiya ubutumwa bwagenewe Abanyelamu
JER.49.35	Uhoraho Nyiringabo aravuga ati:
JER.49.35	“Ngiye kuvunagura umuheto w'Abanyelamu,
JER.49.35	wa muheto bari bishingikirijeho.
JER.49.36	Nzabateza imiyaga iturutse mu mpande enye z'isi,
JER.49.36	nzabatatanyiriza impande zose,
JER.49.36	impunzi zabo zizakwira ibihugu byose.
JER.49.37	Nzabatera ubwoba imbere y'abanzi babo,
JER.49.37	nzabatera ubwoba imbere y'abashaka kubica,
JER.49.37	nzabateza ibyago bivuye ku burakari bwanjye bukaze,
JER.49.37	nzabakurikirana mbatsembeshe inkota.
JER.49.38	Nzashinga intebe yanjye muri Elamu,
JER.49.38	nzatsemba umwami waho n'ibyegera bye.
JER.49.39	Nyamara igihe kizagera Elamu nyisubize amahoro.”
JER.50.1	Ubu ni ubutumwa Uhoraho yahaye umuhanuzi Yeremiya, bwagenewe umujyi wa Babiloni na Babiloniya yose.
JER.50.2	Uhoraho aravuga ati:
JER.50.2	“Nimumenyeshe amahanga ubwo butumwa,
JER.50.2	nimuzamure ibendera mubutangaze,
JER.50.2	nimubumenyekanishe ntimubuhishe.
JER.50.2	Nimuvuge muti: ‘Babiloni irafashwe,
JER.50.2	imana yabo Mariduku yacitse intege,
JER.50.2	Beli
JER.50.2	ibigirwamana byabo byakozwe n'isoni bicika intege.’
JER.50.3	Igihugu giturutse mu majyaruguru giteye Babiloni,
JER.50.3	kirayiteye kiyihindura amatongo.
JER.50.3	Nta kintu na kimwe kizayisigaramo,
JER.50.3	abantu n'amatungo bazahunga.”
JER.50.4	Uhoraho aravuga ati:
JER.50.4	“Icyo gihe Abisiraheli n'Abayuda bazaza hamwe barira,
JER.50.4	bazaza bashaka Uhoraho Imana yabo.
JER.50.5	Bazabaririza inzira igana i Siyoni bajyeyo.
JER.50.5	Bazaza biyunge n'Uhoraho,
JER.50.5	bazagirana na we Isezerano rihoraho ritazibagirana.
JER.50.6	Abantu banjye ni nk'intama zazimiye,
JER.50.6	abayobozi babo barabayobeje,
JER.50.6	batumye bajya kwangara mu misozi,
JER.50.6	bavaga ku misozi bajya ku dusozi,
JER.50.6	bityo bibagirwa ikiraro cyabo.
JER.50.7	Abababonaga bose babamereraga nabi,
JER.50.7	abanzi babo baravugaga bati:
JER.50.7	‘Ibyo tubakorera si amakosa,
JER.50.7	koko aba bantu bacumuye ku Uhoraho.
JER.50.7	Bamucumuyeho nubwo ameze nk'urwuri rwabo,
JER.50.7	Uhoraho ni we wari amizero ya ba sekuruza.’ ”
JER.50.8	Uhoraho aravuga ati:
JER.50.8	“Nimuhunge i Babiloni,
JER.50.8	nimuve muri Babiloniya.
JER.50.8	Nimugenze nk'amapfizi y'intama arangaje imbere y'umukumbi.
JER.50.9	Nzahagurutsa ibihugu bikomeye byo mu majyaruguru,
JER.50.9	bizatera Babiloniya.
JER.50.9	Bizishyira hamwe biyitere biyigarurire,
JER.50.9	imyambi yabo izaba nk'iy'abarwanyi b'abahanga,
JER.50.9	izaba nk'iy'abarwanyi badatahuka amara masa.
JER.50.10	Babiloniya izasahurwa,
JER.50.10	abazayisahura bose bazihāza iminyago.”
JER.50.11	Uhoraho aravuga ati:
JER.50.11	“Mwa Banyababiloniya mwe, mwasahuye igihugu cyanjye.
JER.50.11	Dore muranezerewe murishimye,
JER.50.11	murikinagura nk'inyana ziri mu rwuri,
JER.50.11	murasakuza nk'amafarasi afite imbaraga.
JER.50.12	Nyamara igihugu cyanyu kizakozwa isoni bikomeye,
JER.50.12	igihugu cyababyaye kizakorwa n'ikimwaro.
JER.50.12	Kizaba icya nyuma mu bindi bihugu,
JER.50.12	bityo kizaba ikidaturwa n'agasi n'ubutayu.”
JER.50.13	Kubera uburakari bw'Uhoraho Babiloni ntizaturwa,
JER.50.13	nta n'umwe uzahatura.
JER.50.13	Uzayigeramo wese azatangara,
JER.50.13	aziyamirira kubera ibikomere byayo.
JER.50.14	Mwebwe mwese abarwanisha imiheto,
JER.50.14	nimushinge ibirindiro mugote Babiloni,
JER.50.14	nimuyirase ntimuzigame umwambi n'umwe.
JER.50.14	Koko rero Babiloni yigometse ku Uhoraho.
JER.50.15	Nimuyivugirize induru muyiturutse impande zose,
JER.50.15	dore yemeye gutsindwa.
JER.50.15	Inkuta n'iminara biyizengurutse byaguye,
JER.50.15	uko ni uguhōra ku Uhoraho.
JER.50.15	Nimuyihīmureho muyigenze uko yagenje abandi.
JER.50.16	Nimuyitsembemo ababibyi n'abasaruzi,
JER.50.16	nimuhunge ubwicanyi,
JER.50.16	buri muntu asubire iwabo mu gihugu cye.
JER.50.17	Uhoraho aravuga ati:
JER.50.17	“Abisiraheli bameze nk'intama yazimiye,
JER.50.17	bari nk'intama yazimiye intare zahigaga.
JER.50.17	Uwabatoteje mbere ni umwami wa Ashūru,
JER.50.17	Nebukadinezari umwami wa Babiloniya arabashegesha.”
JER.50.18	Nyamara Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati:
JER.50.18	“Ngiye guhana umwami wa Babiloniya n'igihugu cye,
JER.50.18	nzamuhana nk'uko nahannye umwami wa Ashūru.
JER.50.19	Ngiye kugarura Abisiraheli mu gihugu cyabo,
JER.50.19	bazatungwa n'ibyo bejeje i Karumeli n'i Bashani,
JER.50.19	bazatungwa n'ibyo ku misozi ya Efurayimu na Gileyadi,
JER.50.19	bazarya bashire ipfa.
JER.50.20	Icyo gihe bazashaka ubugome bwa Isiraheli babubure,
JER.50.20	bazashaka icyaha cy'u Buyuda bakibure.
JER.50.20	Koko rero nzababarira abo nzaba ndokoye.”
JER.50.21	Uhoraho aravuga ati:
JER.50.21	“Nimugabe igitero mu gihugu cya Meratayimu,
JER.50.21	nimugitere kimwe n'abatuye i Pekodi,
JER.50.21	nimugitere barimbuke he kugira urokoka,
JER.50.21	nimubikore uko mbibategetse.
JER.50.22	Urusaku rw'intambara ni rwose mu gihugu,
JER.50.22	ni urusaku ruteye ubwoba.
JER.50.23	Mbese bishoboka bite?
JER.50.23	Dore Babiloni yari nk'inyundo imenagura isi,
JER.50.23	none ni yo yabaye ubushingwe.
JER.50.23	Mbese bishoboka bite?
JER.50.23	Dore Babiloniya ihindutse amatongo,
JER.50.23	ibaye amatongo hagati y'amahanga.
JER.50.24	Babiloni we, umutego naguteze uwuguyemo,
JER.50.24	watahuwe utabizi none urafashwe,
JER.50.24	uzize ko wihaye kundwanya, jyewe Uhoraho.”
JER.50.25	Uhoraho afunguye ububiko bw'intwaro ze,
JER.50.25	kubera uburakari ngiye kuzivanamo.
JER.50.25	Koko ni igikorwa cya Nyagasani Uhoraho Nyiringabo,
JER.50.25	ni igikorwa cye mu gihugu cya Babiloniya.
JER.50.26	Nimutere Babiloni muturutse impande zose,
JER.50.26	nimutobore ibigega byayo mukoranye iminyago,
JER.50.26	nimuyisenye he kugira igisigara.
JER.50.27	Nimutsembe intwari zayo zose,
JER.50.27	nimuzijyane mu ibagiro.
JER.50.27	Zigushije ishyano,
JER.50.27	umunsi wazo wo guhanwa urageze!
JER.50.28	Nimwumve urusaku rw'abatahuka bava i Babiloni,
JER.50.28	bazanye inkuru nziza i Siyoni.
JER.50.28	Koko Uhoraho Imana yacu yarihōreye,
JER.50.28	yahōreye Ingoro yayo nziranenge.
JER.50.29	Koranya abarwanisha imiheto,
JER.50.29	bakoranye bose batere Babiloni,
JER.50.29	nibayigote ntihagire n'umwe urokoka.
JER.50.29	Niryozwe ibyo yakoze byose,
JER.50.29	nigenzerezwe uko yagenje abandi.
JER.50.29	Koko yasuzuguye Uhoraho Umuziranenge wa Isiraheli.
JER.50.30	Bityo abasore baho bazicirwa mu mayira,
JER.50.30	ingabo zaho zizatsindwa.
JER.50.30	Uko ni ko Uhoraho avuze.
JER.50.31	Nyagasani Uhoraho Nyiringabo aravuga ati:
JER.50.31	“Dore ngiye kurwana nawe wa munyagasuzuguro we,
JER.50.31	igihe cyo kuguhana kirageze.
JER.50.32	Wa munyagasuzuguro we, uzasitara ugwe,
JER.50.32	nta wuzakubyutsa.
JER.50.32	Nzatwika imijyi yawe yose,
JER.50.32	nzatwika n'ibiyikikije byose.”
JER.50.33	Uhoraho Nyiringabo aravuga ati:
JER.50.33	“Abisiraheli barakandamijwe,
JER.50.33	Abayuda na bo ni uko.
JER.50.33	Ababajyanye ho iminyago barabazitiye bababuza gutahuka.
JER.50.34	Nyamara Umucunguzi wabo ni umunyambaraga,
JER.50.34	Uhoraho Nyiringabo ni ryo zina rye.
JER.50.34	Azabarengera bagire umutekano mu gihugu cyabo,
JER.50.34	muri Babiloniya nta mahoro bazagira.”
JER.50.35	Uhoraho aravuga ati:
JER.50.35	“Inkota nitsembe Abanyababiloniya,
JER.50.35	nitsembe abatuye Babiloni,
JER.50.35	nitsembe abayobozi baho,
JER.50.35	nitsembe n'abanyabwenge baho.
JER.50.36	Inkota nitsembe abahanurabinyoma baho,
JER.50.36	koko rero ni abapfapfa.
JER.50.36	Inkota nitsembe intwari zaho zite umutwe,
JER.50.37	inkota nitsembe amafarasi yaho,
JER.50.37	nitsembe n'amagare y'intambara yaho.
JER.50.37	Nitsembe abanyamahanga bose barwanirira Babiloniya,
JER.50.37	nibatsembe bacike intege,
JER.50.37	inkota niyibasire umutungo wabo usahurwe.
JER.50.38	Amazi yaho nakame amapfa atere,
JER.50.38	koko Babiloniya ni igihugu cy'ibigirwamana,
JER.50.38	ibyo bigirwamana bizabatera ibisazi.
JER.50.39	Inyamaswa ndetse na za nyiramuhari zizahatura,
JER.50.39	mbuni na zo zizahaba.
JER.50.39	Nta muntu uzongera kuhatura,
JER.50.39	hazaba ikidaturwa iteka ryose.
JER.50.40	Uko narimbuye Sodoma na Gomora
JER.50.40	ni na ko nzarimbura Babiloni.
JER.50.40	Nta muntu uzahasigara,
JER.50.40	nta muntu uzahaba.
JER.50.41	Dore ingabo ziturutse mu majyaruguru,
JER.50.41	ziturutse mu gihugu gikomeye cya kure,
JER.50.41	abami benshi biteguye intambara.
JER.50.42	Izo ngabo zitwaje imiheto n'amacumu,
JER.50.42	ni inkazi ntibagira imbabazi,
JER.50.42	imirindi yabo ni nk'inyanja ihorera.
JER.50.42	Buriye amafarasi yabo nk'abiteguye intambara,
JER.50.42	baraguteye wowe Babiloniya.
JER.50.43	Umwami wa Babiloniya yumvise iyo nkuru acika intege,
JER.50.43	yashenguwe n'umubabaro nk'umugore uribwa n'ibise.
JER.50.44	Nzaba nk'intare iturumbutse mu bihuru byo kuri Yorodani,
JER.50.44	nzaba nk'intare iturumbutse mu rwuri rutoshye,
JER.50.44	nzamenesha Abanyababiloniya mu gihugu cyabo mu kanya gato,
JER.50.44	nzahashyira umuyobozi nitoranyirije.
JER.50.44	Ni nde wakwigereranya nanjye?
JER.50.44	Ni nde ushobora kunshinja?
JER.50.44	Ni nde muyobozi wampangara?”
JER.50.45	None rero nimwumve imigambi Uhoraho afitiye Babiloni,
JER.50.45	nimwumve ibyo yagambiriye gukorera igihugu cya Babiloniya.
JER.50.45	Koko rero bazabakurubana nk'ukurura amatungo,
JER.50.45	bazatuma igihugu cyabo gitsembwa.
JER.50.46	Induru y'ukurimbuka kwa Babiloni izakangaranya isi,
JER.50.46	umuborogo wayo uzumvikana mu mahanga.
JER.51.1	Uhoraho aravuga ati:
JER.51.1	“Ngiye guteza umurimbuzi Babiloniya n'abayituye.
JER.51.2	Nzayiteza abanyamahanga bayirimbure,
JER.51.2	bazayirimbura nk'uko umuyaga uhuha umurama.
JER.51.2	Icyo gihe bazatera bavuye impande zose,
JER.51.2	bazasiga igihugu kibaye umusaka.
JER.51.3	“Ntiwemerere Abanyababiloniya gufora imiheto,
JER.51.3	ntubemerere kwambara imyambaro y'intambara.
JER.51.3	Ntugirire imbabazi abasore baho,
JER.51.3	utsembe ingabo zaho zishire.
JER.51.4	Koko Abanyababiloniya bazashiraho,
JER.51.4	inzira zaho zizuzura inkomere.
JER.51.5	Nyamara jyewe Imana Uhoraho Nyiringabo,
JER.51.5	sinatereranye Abisiraheli n'Abayuda,
JER.51.5	sinabatereranye bakiri muri Babiloniya.
JER.51.5	Sinabatereranye nubwo cyari igihugu cyancumuyeho,
JER.51.5	cyancumuyeho jyewe Umuziranenge wa Isiraheli.
JER.51.6	“Nimusohoke muri Babiloniya muhunge,
JER.51.6	nimuhunge mudapfa muzize ibyaha byaho.
JER.51.6	Igihe cyanjye cyo guhōra kirageze,
JER.51.6	Babiloniya iziturwa ibyo yakoze.
JER.51.7	Babiloniya yari nk'igikombe cya zahabu,
JER.51.7	yari nk'igikombe mu ntoki zanjye,
JER.51.7	yari nk'igikombe cyagenewe gusindisha amahanga.
JER.51.7	Amahanga yanyoye divayi yacyo,
JER.51.7	yarayinyoye ata ubwenge.
JER.51.8	Babiloniya izatungurwa igwe isenyagurike,
JER.51.8	nimuyiririre mwomore ibikomere byayo,
JER.51.8	nimuyomore ahari yazakira.
JER.51.9	Abanyamahanga baransubiza bati:
JER.51.9	‘Twagerageje komora Babiloniya ariko ntizakira.
JER.51.9	Nimureke tuyisohokemo dusubire buri wese mu gihugu cye,
JER.51.9	koko rero ibyago byayo birenze urugero.’
JER.51.10	Abisiraheli na bo baravuga bati:
JER.51.10	‘Uhoraho yaraturenganuye,
JER.51.10	nimuze tubyamamaze i Siyoni,
JER.51.10	nimuze twamamaze igikorwa cy'Uhoraho Imana yacu.’ ”
JER.51.11	Nimutyaze imyambi mufate n'ingabo,
JER.51.11	Uhoraho yahagurukije abami b'Abamedi.
JER.51.11	Koko Uhoraho agambiriye kurimbura Babiloniya,
JER.51.11	Uhoraho azihōrera kubera Ingoro ye.
JER.51.12	Nimushinge ibendera murwanye Babiloni,
JER.51.12	nimwongere abarinzi mushyireho n'abanyezamu,
JER.51.12	nimuce abantu mo ibico.
JER.51.12	Uhoraho agiye gusohoza umugambi we,
JER.51.12	agiye gusohoza ibyemezo yafatiye Abanyababiloniya.
JER.51.13	Babiloniya, wowe uturiye amazi magari,
JER.51.13	wowe ufite ubutunzi bwinshi,
JER.51.13	iherezo ryawe rirageze,
JER.51.13	ibyawe bikurangiriyeho.
JER.51.14	Uhoraho Nyiringabo ararahiye ati:
JER.51.14	“Nzaguteza abantu benshi nk'inzige,
JER.51.14	bazakuvugiriza induru bakwigambaho.”
JER.51.15	Uhoraho ni we waremesheje isi ububasha bwe,
JER.51.15	ni we wahanze isi akoresheje ubwenge bwe,
JER.51.15	ni we wabambye ijuru akoresheje ubushishozi bwe.
JER.51.16	Iyo Uhoraho avuze amazi yo mu kirere arahōrera,
JER.51.16	ni we ukoranya ibicu bikava ku mpera z'isi.
JER.51.16	Yohereza imirabyo imvura ikagwa,
JER.51.16	avana umuyaga mu ndiri yawo.
JER.51.17	Abantu iyo babibonye barumirwa bakagwa mu rujijo.
JER.51.17	Abakora amashusho y'ibigirwamana bakorwa n'isoni,
JER.51.17	ibishushanyo bakora ni amanjwe ntibigira ubuzima.
JER.51.18	Ibyo bishushanyo ni imburamumaro,
JER.51.18	ni ibyo gusekwa,
JER.51.18	igihe cyo guhanwa nikigera bizarimburwa.
JER.51.19	Nyamara Imana ya Yakobo si ko iteye,
JER.51.19	ni yo Muremyi wa byose.
JER.51.19	Yatoranyije Abisiraheli ngo babe abantu bayo,
JER.51.19	Uhoraho Nyiringabo ni ryo zina rye.
JER.51.20	Uhoraho aravuga ati:
JER.51.20	“Babiloniya we, uri inyundo,
JER.51.20	uri intwaro yanjye y'intambara,
JER.51.20	nagukoresheje mu gutsemba amahanga n'ibihugu.
JER.51.21	Nagukoresheje mu kwica amafarasi n'abayarwaniraho,
JER.51.21	nagukoresheje mu kwica abarwanira mu magare y'intambara.
JER.51.22	Nagukoresheje mu kwica abagabo n'abagore,
JER.51.22	nagukoresheje mu kwica abasaza n'abasore,
JER.51.22	nagukoresheje mu kwica abahungu n'abakobwa.
JER.51.23	Nagukoresheje mu kwica abashumba n'abayoborwa,
JER.51.23	nagukoresheje mu kwica abahinzi n'ibimasa bahingisha,
JER.51.23	nagukoresheje mu kwica abategetsi n'ibyegera byabo.”
JER.51.24	Uhoraho aravuga ati:
JER.51.24	“Muzirebera ukuntu nzitura Babiloniya n'abayituye,
JER.51.24	nzayiryoza ibibi byose yakoreye Yeruzalemu.
JER.51.25	Dore ndakwibasiye wowe Babiloniya,
JER.51.25	wowe umeze nk'umusozi kirimbuzi,
JER.51.25	ni wowe urimbura isi yose.
JER.51.25	Nzarambura ukuboko kwanjye nkubirindure ku bitare,
JER.51.25	nzaguhindura umuyonga.
JER.51.26	Nta buye na rimwe ryo mu matongo yawe rizubakishwa ukundi,
JER.51.26	uzaba nk'ubutayu iteka ryose.”
JER.51.27	Nimushinge ibendera mu gihugu,
JER.51.27	nimuvugirize impanda mu mahanga,
JER.51.27	nimutegurire amahanga kurwanya Babiloniya.
JER.51.27	Nimuhuruze ibi bihugu biyirwanye,
JER.51.27	ni byo Ararati na Mini na Ashikenazi.
JER.51.27	Nimushyireho umugaba w'ingabo,
JER.51.27	nimwohereze amafarasi menshi nk'inzige.
JER.51.28	Nimutegurire amahanga kurwanya Babiloniya,
JER.51.28	nimuhuruze abami b'Abamedi,
JER.51.28	nimuhuruze abategetsi babo n'ibyegera byabo,
JER.51.28	nimuhuruze ibihugu byose bayobora.
JER.51.29	Igihugu kirahinda umushyitsi cyatashywe n'ubwoba,
JER.51.29	koko umugambi Uhoraho afitiye Babiloniya urasohojwe.
JER.51.29	Yagambiriye guhindura Babiloniya ubutayu,
JER.51.29	izahinduka ikidaturwa.
JER.51.30	Ingabo za Babiloniya zaretse urugamba,
JER.51.30	zigumiye mu birindiro byazo,
JER.51.30	imbaraga zazo zakendereye, zacitse intege.
JER.51.30	Inkambi zabo zatwitswe,
JER.51.30	inzugi z'amarembo zamenaguritse.
JER.51.31	Intumwa ziriruka zikurikiranye,
JER.51.31	zigiye kubwira umwami wa Babiloniya,
JER.51.31	zigiye kumubwira ko umujyi wose wafashwe.
JER.51.32	Ibyambu byafashwe,
JER.51.32	inkuta ntamenwa zatwitswe,
