GEN.1.1	Mbere na mbere Imana yaremye ijuru n'isi. 
LUK.11.52	“Muzabona ishyano abigishamategeko, kuko mwatwaye urufunguzo rw'ubwenge ubwanyu ntimwinjira, n'abashakaga kwinjira mwarababujije!”
LUK.11.53	Nuko asohotse, abanditsi n'Abafarisayo batangira kumuhataniraho cyane no kumwiyenzaho
LUK.11.54	bashaka kumutega kugira ngo bamufateho ijambo rizamushinja.
LUK.12.2	 kuko ari nta cyatwikiriwe kitazatwikururwa, cyangwa icyahishwe kitazamenyekana. 
LUK.12.3	Nuko ibyo mwavugiye mu mwijima byose bizumvikanira mu mucyo, n'icyo mwongoreraniye mu mazu imbere kizavugirwa hejuru yayo.
LUK.12.4	“Kandi ndababwira mwebwe ncuti zanjye nti ‘Ntimugatinye abica umubiri, hanyuma ntibagire ikindi babatwara. 
LUK.12.5	Ahubwo ndabereka uwo mukwiriye gutinya: mutinye umara kwica umuntu agashobora kumujugunya muri Gehinomu. Ni koko, ndababwira abe ari we mutinya.’
LUK.12.6	“Mbese ibishwi bitanu ntibigurwa amakuta abiri? Nyamara nta na kimwe muri byo cyibagirana mu maso y'Imana. 
LUK.12.7	Ndetse n'umusatsi wo ku mitwe yanyu wose warabazwe. Ntimutinye rero, kuko muruta ibishwi byinshi.
LUK.12.8	“Kandi ndababwira yuko uzampamiriza imbere y'abantu, nanjye Umwana w'umuntu nzamuhamiriza imbere y'abamarayika b'Imana, 
LUK.12.9	ariko unyihakanira imbere y'abantu, na we azihakanirwa imbere y'abamarayika b'Imana.
LUK.12.12	kuko Umwuka Wera azabigisha ibyo muzaba mukwiriye kuvuga muri uwo mwanya.”
LUK.12.13	Nuko umuntu umwe wo muri iryo teraniro aramubwira ati “Mwigisha, bwira mwene data tugabane imyandu.”
LUK.12.14	Na we aramusubiza ati “Wa mugabo we, ni nde wanshyizeho kuba umucamanza wanyu, cyangwa ngo ngabanye ibyanyu?” 
LUK.12.15	Arababwira ati “Mwitonde kandi mwirinde kwifuza kose, kuko ubugingo bw'umuntu butava mu bwinshi bw'ibintu bye.”
LUK.12.16	Nuko abacira umugani ati “Hariho umukungu wari ufite imirima irumbuka cyane, 
LUK.12.17	nuko aribaza mu mutima we ati ‘Ndagira nte ko ntafite aho mpunika imyaka yanjye?’ 
LUK.12.18	Aribwira ati ‘Ndabigenza ntya: ndasenya urugarama rwanjye nubake urundi runini, abe ari mo mpunika imyaka yanjye yose n'ibintu byanjye. 
LUK.12.19	Ni bwo nzabwira umutima wanjye nti: Mutima, ufite ibintu byinshi bibikiwe imyaka myinshi, ngaho ruhuka, urye unywe, unezerwe.’ 
LUK.12.20	Ariko Imana iramubwira iti ‘Wa mupfu we, muri iri joro uranyagwa ubugingo bwawe. Ibyo wabitse bizaba ibya nde?’
LUK.12.21	“Ni ko umuntu wirundaniriza ubutunzi amera, atari umutunzi mu by'Imana.”
LUK.12.22	Abwira abigishwa be ati “Ni cyo gituma mbabwira nti: Ntimukīganyire ngo mutekereze iby'ubugingo muti ‘Tuzarya iki?’ Cyangwa iby'umubiri muti ‘Tuzambara iki?’ 
LUK.12.23	Kuko ubugingo buruta ibyokurya, n'umubiri uruta imyambaro. 
LUK.12.24	Mwitegereze ibikona bitabiba ntibisarure, ntibigire ububiko cyangwa ikigega, nyamara Imana irabigaburira. Mwe se ntimuruta ibisiga cyane? 
LUK.12.25	Ni nde muri mwe wabasha kwiyunguraho umukono umwe, abiheshejwe no kwiganyira? 
LUK.12.26	Nuko ubwo mutabasha gukora igito rwose, ni iki kibaganyisha ibindi? 
LUK.12.27	 Mwitegereze uburabyo uko bumera: ntibugira umurimo bukora, ntibuboha imyenda, ariko ndababwira yuko Salomo mu bwiza bwe bwose atarimbaga nka kamwe muri bwo. 
LUK.12.28	Ariko Imana ubwo yambika ubwatsi bwo mu gasozi ityo, buriho none n'ejo bakabujugunya mu muriro, ntizarushaho kubambika mwebwe abafite kwizera guke mwe?
LUK.12.29	“Ntimugahagarike umutima wo gushaka ibyokurya n'ibyokunywa, kandi ntimwiganyire. 
LUK.12.30	Ibyo byose abapagani bo mu isi ni byo bashaka, burya So aba azi ko namwe mubikennye. 
LUK.12.31	Ahubwo mushake ubwami bwe, kuko ari ho ibyo muzabyongerwa.
LUK.12.32	“Mwa mukumbi muto mwe, ntimutinye kuko So yishimira kubaha ubwami. 
LUK.12.33	Mugure ibyo mufite, mutange ku buntu. Mwidodere udusaho tudasaza, ari bwo butunzi budashira buri mu ijuru, aho umujura atabwegera n'inyenzi ntizibwonone, 
LUK.12.34	kuko aho ubutunzi bwanyu buri, ari ho n'imitima yanyu izaba.
LUK.12.36	 mumere nk'abantu bategereza shebuja aho agarukira ava mu bukwe, kugira ngo ubwo azaza nakomanga bamukingurire vuba. 
LUK.12.37	Hahirwa abagaragu shebuja azaza agasanga bari maso. Ndababwira ukuri yuko azakenyera, akabicaza akabahereza. 
LUK.12.38	Naza mu gicuku cyangwa mu nkoko agasanga bameze batyo, bazaba bahirwa. 
LUK.12.39	 Kandi mumenye ibi yuko nyir'inzu iyaba yamenyaga igihe umujura azazira, yabaye maso, ntiyakunze ko inzu icukurwa. 
LUK.12.40	Namwe muhore mwiteguye, kuko Umwana w'umuntu azaza mu gihe mudatekereza.”
LUK.12.41	Petero aramubaza ati “Databuja, uwo mugani ni twe twenyine uwuciriye cyangwa ni abantu bose?”
LUK.12.42	Umwami Yesu aramusubiza ati “Ni nde gisonga gikiranuka cy'ubwenge, shebuja azasigira abo mu rugo rwe ngo abagerere igerero igihe cyaryo? 
LUK.12.43	Hahirwa uwo mugaragu shebuja azaza agasanga abikora. 
LUK.12.44	Ndababwira ukuri yuko azamwegurira ibyo afite byose. 
LUK.12.45	Ariko uwo mugaragu niyibwira ati ‘Databuja aratinze’, agatangira gukubita abagaragu n'abaja, no kurya no kunywa no gusinda, 
LUK.12.46	shebuja w'uwo mugaragu azaza umunsi atamutegereje n'igihe atazi, azamucamo kabiri amuhanane n'abakiranirwa.
LUK.12.47	“Kandi uwo mugaragu wari uzi ibyo shebuja ashaka, ntiyitegure ngo akore ibyo ashaka, azakubitwa inkoni nyinshi. 
LUK.12.48	Ariko uwari utabizi agakora ibikwiriye kumuhanisha, azakubitwa nkeya. Uwahawe byinshi wese azabazwa byinshi, n'uweguriwe byinshi ni we bazarushaho kwaka byinshi.
LUK.12.49	“Naje kujugunya umuriro mu isi, none niba umaze gufatwa ndacyashaka iki kandi? 
LUK.12.50	 Hariho umubatizo nkwiriye kuzabatizwa. Nyamuna uburyo mbabazwa kugeza aho uzasohorera! 
LUK.12.51	Mbese mutekereza yuko nazanywe no kuzana amahoro mu isi? Ndababwira yuko atari ko biri, ahubwo naje gutanya abantu! 
LUK.12.52	Kuko uhereye none hazabaho batanu mu nzu imwe badahuje, abatatu n'ababiri, kandi n'ababiri n'abatatu badahuje. 
LUK.12.53	 Umwana ntazahuza na se, na se n'umwana we ntibazahuza. Umukobwa ntazahuza na nyina, na nyina n'umukobwa we ntibazahuza. Umukazana ntazahuza na nyirabukwe, na nyirabukwe n'umukazana we ntibazahuza.”
LUK.12.54	Nuko abwira abateraniye aho na bo ati “Iyo mubonye igicu kivuye iburengerazuba, uwo mwanya muravuga ngo ‘Imvura iragwa’, kandi ni ko biba. 
LUK.12.55	N'iyo mubonye umuyaga uturutse ikusi, muravuga ngo ‘Haraba ubushyuhe’, kandi ni ko biba. 
LUK.12.56	Mwa ndyarya mwe, ko muzi kugenzura isi n'ijuru, ni iki kibabuza kugenzura iby'iki gihe?
LUK.12.57	“Kandi namwe ubwanyu, ni iki kibabuza guhitamo ibitunganye? 
LUK.12.58	Nujyana n'ukurega kuburanira ku mutware, ugire umwete mukiri mu nzira wikiranure na we ngo ye kugukururira ku mucamanza, umucamanza akagushyikiriza umusirikare, na we akagushyira mu nzu y'imbohe. 
LUK.12.59	Ndakubwira yuko utazavamo rwose, keretse umaze kwishyura umwenda wose hadasigaye ikuta na rimwe.”
LUK.13.1	Muri icyo gihe hari abantu bari bahari bamutekerereza iby'Abanyagalilaya, abo Pilato yavangiye amaraso yabo n'ibitambo byabo. 
LUK.13.2	Yesu arabasubiza ati “Mbese mugira ngo abo Banyagalilaya bari abanyabyaha kuruta abandi Banyagalilaya, ubwo bababajwe batyo? 
LUK.13.3	Ndababwira yuko atari ko biri, ahubwo namwe nimutihana muzarimbuka mutyo mwese. 
LUK.13.4	Cyangwa se ba bandi cumi n'umunani, abo umunara w'i Silowamu wagwiriye ukabica, mugira ngo bari abanyabyaha kuruta abandi b'i Yerusalemu bose? 
LUK.13.5	Ndababwira yuko atari ko biri, ahubwo namwe nimutihana muzarimbuka mutyo mwese.”
LUK.13.6	Kandi abacira uyu mugani ati “Hāriho umuntu wateye umutini mu ruzabibu rwe, bukeye araza awushakaho imbuto arazibura. 
LUK.13.7	Abwira umuhinzi ati ‘Dore none uyu mwaka ni uwa gatatu, nza gushaka imbuto kuri uyu mutini sinzibone. Uwuce, urakomeza kunyunyuriza iki ubutaka?’ 
LUK.13.8	Na we aramusubiza ati ‘Databuja, uwureke uyu mwaka na wo, nywuhingire nywufumbire, 
LUK.13.9	ahari hanyuma wakwera imbuto. Icyakora nutera uzawuce.’ ”
LUK.13.10	Nuko ku munsi w'isabato yigishiriza mu isinagogi. 
LUK.13.11	Asangamo umugore ufite dayimoni utera ubumuga, uwo mugore yari amaze imyaka cumi n'umunani ahetamye, atabasha kunamuka na hato. 
LUK.13.12	Yesu amubonye aramuhamagara aramubwira ati “Mugore, ubohowe ubumuga bwawe.” 
LUK.13.13	Amurambikaho ibiganza, muri ako kanya aragororoka ahagarara yemye, ahimbaza Imana.
LUK.13.15	Umwami Yesu aramusubiza ati “Mwa ndyarya mwe, mbese umuntu wese muri mwe ntazitura inka ye cyangwa indogobe ye, ayikura mu kiraro ku isabato, akayijyana akayuhira? 
LUK.13.16	Kandi uyu ko ari umukobwa wa Aburahamu, akaba amaze iyi myaka cumi n'umunani aboshywe na Satani, ntiyari akwiye kubohorwa iyi ngoyi ku munsi w'isabato?” 
LUK.13.17	Amaze kuvuga atyo abanzi be bose baramwara, abahateraniye bose bishimira imirimo myiza itangaza yose yakoze.
LUK.13.18	Nuko arabaza ati “Mbese ubwami bw'Imana bwagereranywa n'iki, cyangwa nabushushanya n'iki? 
LUK.13.19	Dore bugereranywa n'akabuto ka sinapi, umuntu yenze akakabiba mu murima we, kagakura kakaba igiti maze inyoni zo mu kirere zikarika ibyari mu mashami yacyo.”
LUK.13.20	Yongera kuvuga ati “Ubwami bw'Imana ndabugereranya n'iki? 
LUK.13.21	Busa n'umusemburo umugore yenze akawuhisha mu myariko itatu y'ifu, kugeza aho yose iri butubukire.”
LUK.13.22	Ajya mu midugudu n'ibirorero yigisha, ari mu nzira ajya i Yerusalemu, 
LUK.13.23	umuntu aramubaza ati “Databuja, mbese abakizwa ni bake?”
LUK.13.23	Na we aramusubiza ati 
LUK.13.24	“Mugire umwete wo kunyura mu irembo rifunganye. Ndababwira yuko benshi bazashaka kurinyuramo ntibabibashe. 
LUK.13.25	Nyir'inzu namara guhaguruka agakinga urugi, namwe mugatangira kurukomangaho muhagaze hanze muvuga muti ‘Mwami, dukingurire’, azabasubiza ati ‘Simbazi, sinzi n'aho muturutse.’ 
LUK.13.26	Ni bwo muzavuga muti ‘Kandi twarīraga imbere yawe, tukanywera imbere yawe, ndetse ukīgishiriza mu nzira z'iwacu!’ 
LUK.13.27	 Ariko azababwira ati ‘Sinzi aho muturutse. Nimumve imbere mwa nkozi z'ibibi mwe!’ 
LUK.13.28	 Aho ni ho bazaririra bakahahekenyera amenyo, mubonye Aburahamu na Isaka na Yakobo n'abahanuzi bose bibereye mu bwami bw'Imana, namwe mukaba mujugunywe hanze. 
LUK.13.29	Hazaza abava iburasirazuba n'iburengerazuba, n'ikasikazi n'ikusi, bicare basangirire mu bwami bw'Imana. 
LUK.13.30	 Kandi rero, hariho ab'inyuma bamwe bazaba ab'imbere, n'ab'imbere bamwe bazaba ab'inyuma.”
LUK.13.31	Uwo munsi haza Abafarisayo bamwe baramubwira bati “Va hano, ugende kuko Herode ashaka kukwica.”
LUK.13.32	Arababwira ati “Nimugende mubwire iyo ngunzu muti ‘Dore arirukana abadayimoni, arakiza abantu none n'ejo, maze ku munsi wa gatatu azaba arangije rwose.’ 
LUK.13.33	Ariko nkwiriye kugenda none n'ejo n'ejo bundi, kuko bidashoboka ko umuhanuzi yicwa atari i Yerusalemu.
LUK.13.34	“Ayii! Yerusalemu, Yerusalemu we, wica abahanuzi ugatera amabuye abagutumweho! Ni kangahe nashatse kubundikira abana bawe, nk'uko inkoko ibundikira imishwi yayo mu mababa yayo ntimunkundire? 
LUK.13.35	 Dore inzu yanyu muyisigiwe ari umusaka, kandi ndababwira yuko mutazambona kugeza ubwo muzavuga muti ‘Hahirwa uje mu izina ry'Uwiteka.’ ”
LUK.14.1	Ku munsi w'isabato, yinjiye mu nzu y'umwe mu batware b'Abafarisayo ngo basangire baramugenza. 
LUK.14.2	Imbere ye hariho umuntu urwaye urushwima. 
LUK.14.3	Yesu abaza abigishamategeko n'Abafarisayo ati “Mbese amategeko yemera ko ari byiza gukiza umuntu ku isabato, cyangwa ntiyemera?”
LUK.14.4	Maze baraceceka. Amukoraho aramukiza, aramusezerera. 
LUK.14.5	 Nuko arababaza ati “Ni nde muri mwe waba ufite indogobe cyangwa inka, icyagwa mu iriba ntiyagikuramo muri ako kanya nubwo ari ku isabato?”
LUK.14.6	Ntibagira icyo bamusubiza muri ibyo.
LUK.14.7	Nuko acira abararitswe umugani, abonye uko bashaka intebe z'icyubahiro arababwira ati 
LUK.14.8	 “Nutorerwa gutaha ubukwe ntukicare ku ntebe y'icyubahiro, hataboneka undi watowe ukurusha igitinyiro 
LUK.14.9	maze uwabatoye mwembi akaza akakubwira ati ‘Imukira uyu’, nawe ukahava umarwa n'isoni ujya kwicara inyuma y'abandi bose. 
LUK.14.10	Ahubwo nutorwa ugende wicare inyuma y'abandi bose, kugira ngo uwagutoye aze kukwibwirira ati ‘Ncuti yanjye, igira imbere.’ Ni bwo uzabona icyubahiro imbere y'abo mwicaranye musangira, 
LUK.14.11	 kuko umuntu wese wishyira hejuru azacishwa bugufi, kandi uwicisha bugufi azashyirwa hejuru.”
LUK.14.12	Kandi abwira uwamuraritse ati “Nurarika abantu ngo musangire ku manywa cyangwa nijoro, ntukararike incuti zawe cyangwa bene so, cyangwa bene wanyu cyangwa abaturanyi b'abatunzi, batazakurarika nawe bakakwitura. 
LUK.14.13	Ahubwo nurarika utumire abakene n'ibirema, n'abacumbagira n'impumyi, 
LUK.14.14	ni bwo uzahirwa kuko bo badafite ibyo bakwitura, ahubwo uziturwa abakiranuka bazutse.”
LUK.14.15	Nuko umwe muri abo bicaranye basangira abyumvise aramubwira ati “Hahirwa uzarīra mu bwami bw'Imana.”
LUK.14.16	Na we aramubwira ati “Hariho umuntu watekesheje ibyokurya byinshi, ararika benshi. 
LUK.14.17	Igihe cyo kurya gisohoye atuma umugaragu we kubwira abararitswe ati ‘Nimuze kuko bimaze kwitegurwa.’ 
LUK.14.18	Bose batangira gushaka impamvu z'urwitwazo bahuje umutima. Uwa mbere ati ‘Naguze umurima nkwiriye kujya kuwureba, ndakwinginze mbabarira.’ 
LUK.14.19	Undi ati ‘Naguze amapfizi cumi yo guhinga ngiye kuyagerageza, ndakwinginze mbabarira.’ 
LUK.14.20	Undi ati ‘Narongoye ni cyo gituma ntabasha kuza.’
LUK.14.21	“Nuko uwo mugaragu agarutse abwira shebuja uko byagenze. Maze nyir'urugo ararakara, abwira umugaragu we ati ‘Sohoka vuba ujye mu nzira nini n'into zo mu mudugudu, uzane hano abakene n'ibirema, n'impumyi n'abacumbagira.’ 
LUK.14.22	Umugaragu we agarutse aravuga ati ‘Databuja, icyo utegetse ndagikoze, nyamara haracyari umwanya w'abandi.’ 
LUK.14.23	Shebuja abwira umugaragu we ati ‘Sohoka ugende mu nzira nyabagendwa no mu mihōra, ubahāte kwinjira kugira ngo urugo rwanjye rwuzure. 
LUK.14.24	Ndababwira yuko ari nta muntu wo muri ba bararikwa, uzarya ibyo nabīteguriye.’ ”
LUK.14.25	Abantu benshi bajyanaga na we, arahindukira arababwira ati 
LUK.14.26	 “Umuntu uza aho ndi ntiyange se na nyina, n'umugore we n'abana be, na bene se na bashiki be ndetse n'ubugingo bwe, uwo ntashobora kuba umwigishwa wanjye. 
LUK.14.27	 Utikorera umusaraba we ngo ankurikire, ntashobora kuba umwigishwa wanjye.
LUK.14.28	“Ni nde muri mwe ushaka kubaka inzu y'amatafari ndende, utabanza kwicara akabara umubare w'impiya zayubaka, ngo amenye yuko afite izikwiriye kuyuzuza? 
LUK.14.29	Kugira ngo ahari ataba amaze gushyiraho urufatiro, akananirirwa aho atayujuje, maze ababireba bose bagatangira kumuseka bati 
LUK.14.30	‘Uyu yatangiye kubaka inzu, ariko ntiyabasha kuyuzuza.’
LUK.14.31	“Cyangwa se hari umwami wajya kurwana n'undi, ntabanze kwicara ngo ajye inama yuko yabasha gutabarana n'ingabo ze inzovu imwe, ngo arwane n'umuteye afite ingabo ze inzovu ebyiri? 
LUK.14.32	Bitabaye bityo, wa wundi akiri kure cyane atuma intumwa ze, akamubaza icyo yamuhongera ngo babane amahoro. 
LUK.14.33	Nuko rero namwe, umuntu wese muri mwe udasiga ibyo afite byose, ntashobora kuba umwigishwa wanjye.
LUK.14.34	“Umunyu ni mwiza, ariko umunyu iyo ukayutse uryoshywa n'iki? 
LUK.14.35	Nta n'ubwo ukwiriye umurima habe n'icukiro, bapfa kuwujugunya hanze. Ufite amatwi yumva niyumve.”
LUK.15.2	Abafarisayo n'abanditsi barabyivovotera bati “Uyu yiyegereza abanyabyaha, kandi agasangira na bo.”
LUK.15.3	Abacira uyu mugani ati 
LUK.15.4	“Ni nde muri mwe waba afite intama ijana akazimiza imwe muri zo, ntasige izindi mirongo urwenda n'icyenda mu gasozi, akajya gushaka iyazimiye kugeza aho ari buyibonere? 
LUK.15.5	Iyo ayibonye ayiterera ku bitugu yishimye, 
LUK.15.6	yagera mu rugo agahamagara incuti ze n'abaturanyi be akababwira ati ‘Twishimane kuko mbonye intama yanjye yari yazimiye.’ 
LUK.15.7	Ndababwira yuko mu ijuru bazishimira batyo umunyabyaha umwe wihannye, kumurutisha abakiranuka mirongo urwenda n'icyenda badakwiriye kwihana.
LUK.15.8	“Cyangwa umugore waba afite ibice cumi by'ifeza, yaburamo kimwe ntiyakongeza itabaza, agakubura mu nzu, akagira umwete wo gushaka kugeza aho akibonera? 
LUK.15.9	Iyo akibonye ahamagara incuti ze n'abaturanyi be akababwira ati ‘Twishimane kuko mbonye igice nari nabuze.’ 
LUK.15.10	Ndababwira yuko ari ko haba umunezero mwinshi imbere y'abamarayika b'Imana, bishimira umunyabyaha umwe wihannye.”
LUK.15.11	Kandi arababwira ati “Hariho umuntu wari ufite abahungu babiri. 
LUK.15.12	Umuhererezi abwira se ati ‘Data, mpa umugabane w'ibintu unkwiriye.’ Nuko agabanya amatungo ye. 
LUK.15.13	Iminsi mike ishize umuhererezi ateranya ibintu bye byose, aragenda ajya mu gihugu cya kure, yayisha ibintu bye ubugoryi bwe. 
LUK.15.14	Abimaze byose inzara nyinshi itera muri icyo gihugu, atangira gukena. 
LUK.15.15	Aragenda ahakwa ku muntu wo muri icyo gihugu, amwohereza mu gikingi cye kuragira ingurube. 
LUK.15.16	Yifuza guhazwa n'ibyo izo ngurube zaryaga, ariko ntihagira ubimuha. 
LUK.15.17	Nuko yisubiyemo aribwira ati ‘Abagaragu ba data ni benshi kandi bahazwa n'imitsima bakayisigaza, naho jye inzara intsinze hano. 
LUK.15.18	Reka mpaguruke njye kwa data mubwire nti: Data, nacumuye ku Yo mu ijuru no maso yawe, 
LUK.15.19	ntibinkwiriye kwitwa umwana wawe, mpaka mbe nk'umugaragu wawe.’ 
LUK.15.20	Arahaguruka ajya kwa se.
LUK.15.20	“Agituruka kure, se aramubona aramubabarira, arirukanka aramuhobera, aramusoma. 
LUK.15.21	Uwo mwana aramubwira ati ‘Data, nacumuye ku Yo mu ijuru no mu maso yawe, ntibinkwiriye kwitwa umwana wawe.’ 
LUK.15.22	Ariko se abwira abagaragu be ati ‘Mwihute muzane vuba umwenda uruta iyindi muwumwambike, mumwambike n'impeta ku rutoki n'inkweto mu birenge, 
LUK.15.23	muzane n'ikimasa kibyibushye mukibage turye twishime, 
LUK.15.24	kuko uyu mwana wanjye yari yarapfuye none akaba azutse, yari yarazimiye none dore arabonetse.’ Nuko batangira kwishima.
LUK.15.25	“Ariko umwana we w'imfura yari ari mu murima, amaze kuza ageze hafi y'urugo yumva abacuranga n'ababyina. 
LUK.15.26	Ahamagara umugaragu amubaza ibyabaye ibyo ari byo. 
LUK.15.27	Aramubwira ati ‘Murumuna wawe yaje none so yamubagiye ikimasa kibyibushye, kuko amubonye ari muzima.’
LUK.15.28	“Undi ararakara yanga kwinjira, nuko se arasohoka aramwinginga. 
LUK.15.29	Maze asubiza se ati ‘Maze imyaka myinshi ngukorera, ntabwo nanze itegeko ryawe. Ariko hari ubwo wigeze umpa n'agasekurume, ngo nishimane n'incuti zanjye? 
LUK.15.30	Maze uyu mwana wawe yaza, wamaze ibyawe abisambanisha, akaba ari we ubagira ikimasa kibyibushye!’ 
LUK.15.31	Na we aramubwira ati ‘Mwana wanjye, turabana iteka kandi ibyanjye byose ni ibyawe, 
LUK.15.32	ariko kwishima no kunezerwa biradukwiriye rwose, kuko murumuna wawe uyu yari yarapfuye none arazutse, yari yarazimiye none dore arabonetse.’ ”
LUK.16.1	Kandi abwira abigishwa be ati “Hariho umutunzi wari ufite igisonga cye, bakimuregaho ko cyaya ibintu bye. 
LUK.16.2	Aragihamagara arakibwira ati ‘Ibyo nkumvaho ni ibiki? Murikira ibyo nakubikije kuko utagikwiriye kuba igisonga cyanjye.’ 
LUK.16.3	Icyo gisonga kirībwira kiti ‘Ko databuja ari bunyage ubutware bwanjye nkaba ntashobora guhinga, nkagira isoni zo gusabiriza, ndagira nte? 
LUK.16.4	Have! Nzi icyo nzakora kugira ngo nimara kunyagwa bazandaze mu mazu yabo.’
LUK.16.5	“Ahamagara ufite umwenda wa shebuja wese, abaza uwa mbere ati ‘Harya databuja akwishyuza iki?’ 
LUK.16.6	Aramusubiza ati ‘Incuro ijana z'amavuta ya elayo.’ Na we ati ‘Enda urwandiko rwawe, wicare vuba wandike mirongo itanu.’ 
LUK.16.7	Maze abaza undi ati ‘Harya wishyuzwa iki?’ Aramusubiza ati ‘Incuro ijana z'amasaka.’ Aramubwira ati ‘Enda urwandiko rwawe wandike mirongo inani.’
LUK.16.8	“Nuko shebuja ashima icyo gisonga kibi kuko cyakoze iby'ubwenge, kuko abana b'iyi si ari abanyabwenge mu byo ku ngoma yabo kuruta abana b'umucyo.
LUK.16.9	“Kandi ndababwira nti ‘Ubutunzi bubi mubushakisha incuti, kugira ngo nibushira bazabākīre mu buturo bw'iteka. 
LUK.16.10	Ukiranuka ku cyoroheje cyane, aba akiranutse no ku gikomeye. Kandi ukiranirwa ku cyoroheje cyane, aba akiraniwe no ku gikomeye. 
LUK.16.11	Niba mutakiranutse mubikijwe ubutunzi bubi, ni nde uzababitsa ubutunzi bw'ukuri? 
LUK.16.12	Kandi niba mutakiranutse ku by'abandi mubikijwe, ni nde uzabaha ibyo mwitegekaho?’
LUK.16.14	Abafarisayo kuko bari abakunzi b'ubutunzi, bumvise ibyo byose baramukoba cyane. 
LUK.16.15	Arababwira ati “Mwebwe mukunda kwigira abakiranutsi imbere y'abantu ariko Imana izi imitima yanyu, kuko icyogejwe imbere y'abantu ari ikizira mu maso y'Imana.
LUK.16.17	 Icyoroshye ni uko ijuru n'isi byashira, kuruta ko agace k'inyuguti imwe yo mu mategeko kavaho.
LUK.16.19	“Hariho umutunzi wambaraga imyenda y'imihengeri n'iy'ibitare byiza, iminsi yose agahora adamaraye. 
LUK.16.20	Kandi hariho n'umukene witwaga Lazaro, wahoraga aryamye ku muryango w'uwo mukire, umubiri we wuzuyeho ibisebe. Imbwa na zo zarazaga zikamurigata mu bisebe, 
LUK.16.21	kandi yifuzaga guhazwa n'ubuvungukira buva ku meza y'umutunzi.
LUK.16.22	“Bukeye umukene arapfa, abamarayika bamujyana mu gituza cya Aburahamu, n'umutunzi na we arapfa arahambwa. 
LUK.16.23	Ageze ikuzimu arababazwa cyane, yubuye amaso areba Aburahamu ari kure na Lazaro ari mu gituza cye. 
LUK.16.24	Arataka ati ‘Aburahamu sogokuru, mbabarira wohereze Lazaro, akoze isonga y'urutoki rwe mu tuzi antonyangirize ku rurimi, kuko mbabazwa n'uyu muriro.’
