MAT.1.1	Aganay sləm aŋa azla­baba madzi­dziga aŋa Yesu Kristu, bəzi aŋa David, bəzi aŋa Abəraham. 
REV.3.21	Azla­uwana tadà­guwa à uda la abà la makəɗaslay, kiya uwanay gədàvà à atà tetəvi kà mas à waŋ aŋa madàdzah madzay la kursi gulo la afik, bokuba uwana gəguwa à uda la abà la makəɗaslay, ŋgaha gədà­madzay la Baba gulo la kursi aŋha la afik. 
REV.3.22	Kəla dza uwana sləm lakəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla”, Sufəl Yesu agòɗ.
REV.4.1	Mok uwana gay uwanay akə̀ɗ gəl à ahəŋ, la lig la ahəŋ, gənəŋàŋ aya gamagày mapəzl vok gà la zagəla. Gətsənà kuda aŋa dza uwana avàts à gi gay uwarà aya, kuda uwaga la uwana atsə̀n bokuba matsənay aŋa mazlazliŋ. Dza uwatà agòɗ à gi: “Sà à afik à abanay, kà gi aŋa mapəha­kala uwana adàsa à waŋ la huma la gay.” 
REV.4.2	Katskats Masasəɗok Zəzagəla akə̀s gi, ŋgaha gənəŋà kursi Sufəl la zagəla la afik, dza nɗzəɗaffa la afik. 
REV.4.3	Mahəɗay aya aŋa dza uwatà la afik aw. Huɗ adi aŋha kà awutsəɗay, bokuba akur kuyah ku­yahga, uwana tazalalla yaspe atà la saruwan, kursi uwatà makəsal gay à adi gà la agəla mako­zakoz dikəts, azlaagəla mako­zakoz uwatà tawutsəɗay bokuba azlaakur uwaga babay.
REV.4.4	Kursi anik dzik səla gəl aŋha ufaɗ uwatà la afik azla­ma­dza­haga tadzàh madzay la afik dikəts tatsòkwàh kà azla­lukut me­ɗe­kuga à abà, gara­musa aga atà lakəl, azla­ga­ra­musa uwatà kà maɗehəŋ ga la luwà­luwà. 
REV.4.5	La kursi sufəl uwatà la afik la tataka la abà kà, mawutsəɗay la maslàh məlo aŋa habaga asà à uda la abà aya. Aga la ahəŋ la abatà babay azlaakàl mavats à ahəŋ gà məɗəf tauɗay la huma kursi. Azlaakàl mavats à ahəŋ gà məɗəf uwaga kà, apəhla ala kà azla Masasəɗok məɗəf uwana tadza à ahəŋ la huma Zəzagəla. 
REV.4.6	Tatak anik la ahəŋ la huma kursi aya, masla aga bokuba take­ne­ɗeka uwana dzəraŋ dzadzəraŋ.
REV.4.6	Aga la ahəŋ azla­tatak ufaɗ uwana taduw kursi à tataka à abà. Atà la sifa, huma la lig aŋatà kà bà yewdi, yewdi gesina. 
REV.4.7	Maftsa vok aŋa matera kà bokuba sika­la­veri, masəla kà bokuba kokur kaslaga, mamakər kà, huɗ adi aŋha kà bokuba dza, ŋgaha maufaɗ, kà zulo uwana ahoyay kagoɗay. 
REV.4.8	Atà ufaɗ nna kà, atà la gogozlàh mukwa mukwa. Vok gesina kà, bà yewdi, yewdi tsa­tsa­basla huɗga la uda gà, takəs gay kà mahabay aw. Vəɗ la afats bà mahamay tahabay. Tagòɗ:
REV.4.8	ˈKak Sufəl Zəzagəla, kak la maslay gesina tsi­kasla, kak tekula.
REV.4.8	Kak la ahəŋ la sifa à mok uwana gudəŋ à vok la ahəŋ dadàŋ aw. Lakana kak la ahəŋ la sifa aya, ŋgaha kadàsa à waŋ à gudəŋ à vok.ˈ
REV.4.9	Kiya uwaga azla­tatak ufaɗ uwaga la sifa tahaba à dza madza madzayga uwaga la kursi Sufəl la afik, masla uwana adzà à ahəŋ aŋa tsəràh à awtày, mazləɓay, la maslay, la kikay agay la masla. 
REV.4.10	Bà kəla uwana taɗehəŋ kiya uwaga kà, azla­ma­dza­haga dzik səla gəl aŋha ufaɗ uwaga kà, takədeɗ à ahəŋ la huma Zəzagəla, uwana madza madzayga la kursi Sufəl la afik, ŋgaha masla uwana la sifa aŋa koksi­koksi, atà tazləɓa masla, tahalàh gara­musa lakəl ala, taɓakàh à vəɗah la huma aŋha. 
REV.4.11	Tagoɗ: ˈHaɗay, kak Sufəl Zəzagəla gami. Kak uwana kaɗahà tatak gesina, kà uwana asà à ka, à uwana kaɗahà à atà, ŋgaha atà la ahəŋ lagwa. Ka uwaga à uwana, kaslà kà, kəla uwa­be­yuwi aŋa mazləɓ ka, la masləkaw ka, ŋgaha la makəs mapəhay aŋak babay.ˈ
REV.5.1	Ŋgaha gənəŋà wakità makəlbaga la ahàl aŋa dza uwatà la kursi Sufəl la afik. Masla adakəsay la ahàl kaf. Wakità uwatà matse­tseray gà gay səla nna. Maɗa­halla masəlay à vok gà sla­slaka məɗəf, kà dza aŋa mapəzlay aw. 
REV.5.2	La lig la ahəŋ gənəŋà məŋ malika uwana anavà la kuda zləkkà: “Uwa à uwana azlayla kà mafətal masəlay uwanay la vok ala uwa? Ŋgaha mapəzlay wakità uwanay uwa?”, agòɗ. 
REV.5.3	Dza la ahəŋ azlayla aw, adàgay dza uwana la vəɗah adàgay la zagəla, adàgay la tsəh iyaw, adà­guwaŋ mali bay kà, taslala vok aŋa mapəzl wakità uwanay, ŋgaha aŋa manərəz huɗ aŋha aw. 
REV.5.4	Kà uwana dza la ahəŋ azlayla aŋa mapəzlay, à kà manərəz huɗ gà gà aw, gətùw məŋga, kà uwatà. 
REV.5.5	Kiya uwaga tekula la tataka azla­ma­dza­haga uwaga la abà agòɗ à gi: “Katuw aw, aganay dza uwana bokuba sika­la­veri, uwana asa à uda la tsəhay aŋa Yahuda la abà, masla mayyi à tsəh ala aŋa sufəl David, masla akəɗàslla tatak gesina la maɗuwəŋ. Masla adàfətalla vok ala masəlay uwaga, ŋgaha adàpəlz wakità uwaga”, agòɗ à gi.
REV.5.6	La mapəh uwaga la gay ala kà, gənəŋà dza la slaka matsizlla ala dzawwa la tataka azla­kursi la abà. Azla­ma­dza­haga la azla­tatak ufaɗ uwaga la sifa, takə̀salla gay à adi. Maftsa à vok aŋha kà bokuba magadzaw, la yewdi gulo kà bokuba takəɗay uwarà. Dza­dzukwa dərew məɗəf lakəl, ŋgaha yewdi məɗəf la vok babay. Azla­yewdi uwaga kà azla Masasəɗok məɗəf uwana tadza à ahəŋ la huma Zəzagəla, uwana Zəzagəla aslala atà gesina à gudəŋ à vok. 
REV.5.7	Kiya uwaga magadzaw uwaga azà à vok à awtày, azə̀ɓ wakità la ahàl kaf aŋa masla madza madzayga uwaga, la kursi Sufəl la afik. 
REV.5.8	Mok uwana adazəɓay kà, azla­tatak ufaɗ uwaga la sifa, ŋgaha la azla­ma­dza­haga dzik səla gəl aŋha ufaɗ uwaga takədèɗ à ahəŋ gesina aŋatà, ŋiziŋ agà atà la ahàl gesina, kəla uwa­be­yuwi aŋatà azla­tasà dewni la ahàl aŋatà, mahənlaga la kidzidzi. Uwaga apəhla ala kà madəv kuɗa aŋa azlaməna gay Zəzagəla.
REV.5.9	Atà tahàb mahabay mawga. Tagòɗ:
REV.5.9	ˈKak azlayla kà aŋa mazəɓ wakità uwanay aŋa mapəzlay,
REV.5.9	kà uwana takə̀ɗ ka, ŋgaha kapəzl gəl à azladza à ahəŋ.
REV.5.9	La aŋiz gəl aŋak kà awùlla atà à slaka Zəzagəla.
REV.5.9	Azladza uwaga tasà à uda la azlatsəhay la azlagay anik anik gesina.
REV.5.9	Ŋgaha tasà à waŋ la makəɗ gəl à ahəŋ gudəŋ à vok gesina.
REV.5.10	Kak kapà­ka­tàla, kà azlatsəhay aŋak, kà uwana kak, Sufəl gà gà.
REV.5.10	Kaɗahàŋ kiya uwanay, kà mapa­ka­tàla kà azlaməna makaɗ tatak à Zəzagəla gami.
REV.5.10	Atà tadàgay azla­su­fəl, lakəl aŋa azladza gudəŋ à vok.ˈ
REV.5.11	La lig la ahəŋ gənəŋà azla­ma­lika aŋuvaw, uwana dza aslala vok aŋa matugway aw. Tanuɗà kursi à abà la azla­tatak ufaɗ uwaga, ŋgaha la azla­ma­dza­haga uwaga gesina dikəts. Kiya uwaga gətsənà mahabay aŋatà. 
REV.5.12	Tahàb la kuda zləkkà à magadzaw uwana takə̀ɗ kà aŋa matulay:
REV.5.12	ˈNdzer, masla azlayla kà mazəɓay la slaka azladza maslay,
REV.5.12	La gorobu, la matsi­hila, la ndzəɗa,
REV.5.12	La mazləɓay, la masləkəway, ŋgaha la kikay gesina la ahàl aŋha.
REV.5.12	Kay nə̀ŋàwwàŋ məŋga aŋha tsi!ˈ
REV.5.12	tagòɗ. 
REV.5.13	La lig la ahəŋ aya gotənaŋ dèwdèw tatak uwana Zəzagəla aɗahàŋ kà, tahàb mahabay azla­uwana la zagəla, azla­uwana la gudəŋ la vok, azla­uwana la tsəh iyaw, ŋgaha la azla­uwana la iyaw la abà, gesina aŋatà tahàb mahabay tekula:
REV.5.13	ˈMəzləɓa dza uwana la kursi la afik, ŋgaha la uwana maftsa à vok aŋa magadzaw uwana taɗàhla matulay məsləkaw atà.
REV.5.13	Maslay gesina atsa à waŋ kà la atà la ahàl. Məta­tasl atà à ahàl aŋa koksi­koksi.ˈ
REV.5.14	Mok uwana tahabay kiya uwanay azla­tatak ufaɗ uwaga tagòɗ: “Amen”, ŋgaha azla­ma­dza­haga uwaga takədèɗ à azla­uwana à ahəŋ la kursi la afik, ŋgaha tasləkàw atà aya.
REV.6.1	Mok uwana magadzaw azə̀ɓ wakità masəlay məɗəf uwaga à ahàl, kiya uwaga gənəŋà adzəkà mapəzl masəlay matera. Mok uwana adafətalla à ama ala, matera aŋa azla­tatak ufaɗ uwaga la sifa agòɗ: “Sà à waŋ”, matsənay aŋa kuda aŋha bokuba habaga. 
REV.6.2	Kiya uwaga gənəŋà pəlis me­ɗe­kuga asà à uda. La pəlis uwatà la afik kà, dza la afik alàk la ahàl, tavàl gara­musa. Ahàd la makəɗaslay kà mats à atà à ahəŋ.
REV.6.3	Magadzaw afətà à masəlay masəla la ama ala. Gətsənà masəla aŋa azla­tatak ufaɗ uwaga la sifa agòɗ aya: “Sà à waŋ.” 
REV.6.4	Ŋgaha pəlis anik asà à uda aya mativga vikuza. Dza uwana la afik aya kà, masla masəlla guvəl à gudəŋ à vok, kà azladza aŋa makaɗ vok kà à atà kà atà. Tavàl magol katsakar à ahàl.
REV.6.5	Ŋgaha aya magadzaw afətà masəlay mamakər la ama ala, ŋgaha gətsənà mamakər aŋa azla­tatak ufaɗ uwaga la sifa agòɗ: “Sà à waŋ.” Gənərə̀z, ŋgaha gənəŋà pəlis marsiga, dza uwana la afik kà daram la ahàl. 
REV.6.6	Gətsənàŋ tatak anik atsə̀n la tataka azla­tatak ufaɗ uwaga la abà la sifa, bokuba kuda aŋa dza. Masla agòɗ: “Sili aŋa sləray mavakay tekula aŋa dza kà asukway pəra kà hi tsergi nagoda tekula pəra, ama məra­kala kà, nagoda makər.” Agòɗ à dza aŋa pəlis aya: “Kà aŋa amàl la iyaw aŋa matavəruk maməsliga kà, tadza à ahəŋ kiya uwanay”, agòɗal.
REV.6.7	Ŋgaha magadzaw afətà masəlay maufaɗ la ama ala, ŋgaha gətsənàŋ maufaɗ aŋa azla­tatak uwaga la abà la sifa, agòɗ: “Sà à waŋ.” 
REV.6.8	Gənərə̀z à awtày, ŋgaha gənəŋaŋà pəlis uwana kufo­ruh ruhga. Dza uwana la afik kà, sləm aŋha kà: Mamətsay, ŋgaha mezewi anəfay la tsəh. Tavà à atà ndzəɗa kà aŋa makaɗ à gay tekula aŋa maufaɗ, aŋa gudəŋ à vok à gay. Tadà­kaɗah atà la katsakar, la may, azladza anik tadà­matsah à ɗuvats à abà ŋgaha azla­tatak fəta tadà­kaɗah azladza anik aya.
REV.6.9	Kiya uwaga magadzaw afətà à masəlay mazlo la ama ala. Ŋgaha gənəŋà azla­ma­sasəɗok aŋa azla­ma­matsay la slaka uwana takaɗah tatak à Zəzagəla. Takàɗ azladza uwaga, kà uwana tazà gay Zəzagəla, ŋgaha kà uwana tagə̀ɗ à gay aŋa Yesu à afik. 
REV.6.10	Mok uwana gənəŋà atà tawiyà la kuda zləkkà, tagòɗ: “Sufəl, kak tsi­kasla, kak dziriga. Azladza uwaga la vəɗah, la gudəŋ la vok takàɗ anu, ma mana kaɗehəŋ aŋa maɗàh à atà seriya à gəl ma, ŋgaha kà seriya aŋa matəɗ atà à gel suwaŋ ma?” 
REV.6.11	Ŋgaha tatsòkwàh atà à lukut me­ɗe­kuga à abà, tagòɗ à atà: “Basàwwàŋ ŋuv aya, say takaɗ azla­deda aŋkul, uwana tanəfa Zəzagəla, bokuba uwana takàɗ akul dadàŋ. Baŋa takàɗ atà bokuba uwana Zəzagəla agòɗ kà pəra, seriya adàgay la ahəŋ.”
REV.6.12	Ŋgaha aya magadzaw afətà masəlay maməkwa uwatà la ama ala. Gənəŋà kutso aɓəlakà à vok, afats apakà marsiga. Ama təla kà apakà mativga vikuza bokuba aŋiz. 
REV.6.13	Azla­tse­tsiliŋ tasòkw à ahəŋ la zagəla bokuba mayyay ahàf ŋuwa­zlaga, uwana magol kular asakwə̀ŋ à ahəŋ. 
REV.6.14	Zagəla azalà tuwiz, bokuba uwana takə̀l tatak à abà. Azla­gu­dəŋ uwana iyaw akàs atà à gay à adi tazàhla. Azla­gu­dəŋ gesina taɓà­ɗàhà vok la slaka aŋatà la abà. 
REV.6.15	Kiya uwaga azladza gudəŋ à vok gesina tahà­ɗàhà vok à gudəŋ à afik, ŋgaha tahà­ɗàhà vok à azla­tsakur uwana à agu la tataka azladzəgəla la abà. Azla­mayà la azla­uwana azla­mayà aw gesina tahòy kà mahaɗàh vok à ahəŋ. Amiyaka azla­su­fəl, la azla­ma­dza­haga, la azlaməŋga aŋa azla­slodzi, la azla­go­robu, la azla­uwana sləm aŋatà atsən ala, gesina aŋatà tahàd kà mahaɗ vok à ahəŋ. 
REV.6.16	Atà tadàvà kuɗa à azla­gu­dəŋ la azladzəgəla: “Fətèkàw anu à gəl, kamkam, tsakàw anu à ama, kà dza uwana la kursi la afik aŋa manəŋ anu aw, ŋgaha kà magadzaw aŋa madukw à anu seriya à gəl aw! 
REV.6.17	Iyay, mavakay aŋa məŋ mapak ləv aŋha kà adaslay. Uwa à uwana aslay aŋa matəfal à gay ala uwa? Dza la ahəŋ aslay aw”, tagòɗ.
REV.7.1	Kiya uwaga la lig aŋa uwaga la ahəŋ aya, gənəŋà azla­ma­lika ufaɗ tatsizlla ala la gay tər gudəŋ ufaɗ kà makəs azla­kular ufaɗ aŋatà à ahəŋ, uwana taɗəɗay, kà atà aŋa maɗəɗay à gudəŋ à abà aw kà mawis kutso amiyaka iyaw ŋgaha la azlaahàf ala aw. 
REV.7.2	Gənəŋà malika anik uwana asà à waŋ la mas à afik afats, tatak maɗàh masəlay à azladza à madəgay aŋa Zəzagəla, uwana la sifa, la ahàl. Azalà azla­ma­lika ufaɗ uwaga à tsəh azla­uwana Zəzagəla, avà à atà ndzəɗa kà mawis gudəŋ à vok ala, ŋgaha la iyaw ala. 
REV.7.3	Agòɗ à atà: “Kawisaw kutso, iyaw, ŋgaha la azlaahàf ala dadàŋ aw. Kùdàw tsəràh à uwana anu mənàh masəlay aŋa Zəzagəla à madəgay aŋa azladza aŋha dadàŋ.”
REV.7.4	Kiya uwaga la lig la ahəŋ atà tapə̀h à gi matugway aŋa azladza uwana tanahà à atà masəlay uwaga à madəgay. Tagà dəbow dzim bəzi aŋha dzik ufaɗ, gəl aŋha ufaɗ. Azladza uwanay kà mayyi à tsəh ala aŋa azlatsəhay Isərayel gesina. 
REV.7.5	Aga la ahəŋ dəbow kulo gəl aŋha səla mayyi à tsəh ala aŋa Yahuda, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Ruben, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Gad. 
REV.7.6	Dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Asər, dəbow kulo gel aŋha səla la mayyi à tsəh ala aŋa Neftali, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Manase. 
REV.7.7	Dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Səmeyyon, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Levi, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Isakar. 
REV.7.8	Dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Zabulon, dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Yusufu, ŋgaha dəbow kulo gəl aŋha səla la mayyi à tsəh ala aŋa Ben­yamin bay. Azladza uwaga gesina taga la masəlay aŋa Zəzagəla la vok aŋatà.
REV.7.9	La lig aŋa uwaga la ahəŋ, gənəŋà maham à ahəŋ dza aŋuvaw, dza aslala vok aŋa matugway aw. Azladza uwaga tasà à uda la azlatsəhay, la azlagay, ŋgaha tasà à waŋ la makaɗ gəl à ahəŋ gudəŋ à vok gesina. Tatsizlla à ahəŋ la huma kursi, ŋgaha la huma aŋa magadzaw, tatsòkwàh lukut me­ɗe­kuga à abà, ŋgaha la azla­ba­ɓasl la ahàl aŋatà kà mazləɓla. 
REV.7.10	Tawiyà la kuda zləkkà: “Zəzagəla uwanay la kursi la afik atà la magadzaw la uwana tatəfà anu”, tagòɗ. 
REV.7.11	Azla­ma­lika gesina tatsàzl à makəla kursi, ŋgaha à makəla aŋa azla­ma­dza­haga, ŋgaha à azla­tatak ufaɗ uwatà la sifa. Atà takədèɗàh à huma kursi, la makas gəl à vəɗah, ŋgaha tasləkàw Zəzagəla, 
REV.7.12	la magoɗay: “Haɗay gà, mazləɓay, la matsi­hila, la kikay gami, la masləkaway, la ndzəɗa, la makoray gesina taga la ahàl aŋha. Azlau­waga kà Zəzagəla gami akoray aŋa tsəràh à awtày. Amen!” 
REV.7.13	Tekula aŋa azla­ma­dza­haga dzik səla gəl aŋha ufaɗ uwaga agòɗ à gi: “Kasəl azladza uwaga tatsòkwàh lukut me­ɗe­kuga à abà ay? Tasà à waŋ à ama la?” 
REV.7.14	Gəgòɗal: “Kak, la uwana kasəl məŋga, gi kà, gəsəl aw.” Agòɗ à gi: “Azla­uwanay kà, azla­uwana tasà ŋgərpa məŋga, uwana aɗuwa ndzəɗa aŋatà la makaɗ gəl à ahəŋ. Tadza à ahəŋ la dziriga la abà. Atà tapalàh lukut aŋatà kuze­kaka la aŋiz aŋa magadzaw la abà. 
REV.7.15	Kà uwaga à uwana tatsizlla à huma kursi aŋa Zəzagəla, tazləɓ masla la məŋ gày aŋha la aku, mavakay la mahənay, dza uwaga la kursi la afik adàhuɓ atà à gəl. 
REV.7.16	Kà may aŋa maz atà à aya aw, nəlay aŋa makəs à atà babay aya aw. Marabak aŋa maslərnàhatàla aya aw, tatak anik la ahəŋ adàvəɗ à atà la maz à atà aya aw. Kà mana ma? 
REV.7.17	Kà uwana magadzaw, uwana la tataka aŋatà la kursi la afik adàgay masla manəŋla atà. Adà­dahla atà à gay aŋa iyaw aŋa sifa uwana akəlay. La kità aya, Zəzagəla adà­sla­slaɗàh atà iyaw tugwi la adi ala.”
REV.8.1	Bà gotənaŋ magadzaw afətà masəlay maməɗəf la ama ala, uwana agà makəɗ gəl à ahəŋ. Mok uwana ada­fətal la ama ala, tatak gesina la zagəla ‘Məslək’, tagoɗ aw, tadzà à ahəŋ titi tsəràh à tenma aŋa sa. 
REV.8.2	Ŋgaha la lig aŋa madz à ahəŋ titi la ahəŋ, gənəŋà azla­ma­lika məɗəf uwana tatsàzl à ahəŋ la huma Zəzagəla, taɓəzàl mazla­zliŋ məɗəf la slaka aŋha.
REV.8.3	La abatà aya, malika anik asà à waŋ la slaka makaɗ tatak la abà, la ahàl aŋha daram maɗehəŋ gà la luwà­luwà, tavàl kidzidzi aŋuvaw, kà masla aŋa maɓəkay, la slaka makaɗ tatak luwà­luwà gà uwatà la afik, la huma Zəzagəla, ŋgaha la mavày la slaka gà azla­ma­dəv kuɗa aŋa məna madiŋal gəl à vok. 
REV.8.4	Kəsək aŋa kidzidzi uwana aduwal à akàl à tsəh, asà à malika uwatà la ahàl ala dze­dzika la huma Zəzagəla, ŋgaha la madəv kuɗa aŋa azladza aŋha, uwaga adàl à sləm à agu aya. 
REV.8.5	Mok uwana malika ada­ɗe­həŋ kiya uwanay, azə̀ɓ daram uwaga ahənàŋ ala la slaslay akàl la slaka makaɗ tatak la abà, ŋgaha adùw à vəɗah. Uwaga masləh məlo aŋa habaga atsən azla­ma­wutsəɗay tawutsə̀ɗàh, ŋgaha kiya uwaga kutso aɓəlakà vok.
REV.8.6	La lig la ahəŋ, azla­ma­lika məɗəf uwana mazlazliŋ agàhà à atà la ahàl taɗahà vok à ahəŋ kà aŋa matsay.
REV.8.7	Malika matera atsà mazlazliŋ aŋha, matsatsay iyaw, la akàl maho­ho­ɗe­laga la aŋiz asùw à vəɗah. Kiya uwaga tekula aŋa mamakər aŋa gudəŋ à vok abaɓə̀h à gay, la azlaahàf la azlakəsaf aŋha gesina, ɗenna.
REV.8.8	Malika masəla atsa mazlazliŋ aŋha aya. Azə̀ɓ məŋ tatak anik, bokuba məŋ gudəŋ dzəgərha, akàl abaɓəhay la afik. Atsàl gəl à magol dərəv à abà, ŋgaha tekula aŋa mamakər aŋa iyaw apakà aŋiz. 
REV.8.9	Azla­tatak uwana la iyaw uwaga la abà gesina, tamə̀ts à gay hənats; azlakəslah iyaw tawìs ala gesina babay.
REV.8.10	Kiya uwaga aya, malika mamakər atsà mazlazliŋ aŋha. Magol tse­tsiliŋ məŋga aɓə̀ɗ à vok la zagəla, uwana abaɓəhay bokuba akàl atə̀ɗ à azla­mukwà à tsəh la azlazləlok. 
REV.8.11	Tse­tsiliŋ uwatà kà sləm aŋha kà vəzlma­ɗiya. Tekula aŋa mamakər aŋa iyaw uwatà, apakà ɗehakak, mok uwana azladza tas iyaw uwatà, aŋuvaw la tataka aŋatà la abà tamàts, kà iyaw uwatà.
REV.8.12	Bà gotənaŋ aya, malika maufaɗ atsà mazlazliŋ aŋha. Mok uwana adatsay, tekula aŋa mamakər aŋa afats, ŋgaha la təla apakà marsiga tsik­t­setsik. Ŋgaha tekula aŋa mamakər aŋa azla­tse­tsiliŋ apakà marsiga babay. Kiya uwaga taùɗ aya aw. Tekula aŋa mamakər aŋa mavakay aŋa afats atə̀f à zagəla, ŋgaha tekula aŋa mamakər mahənay vəɗ aŋa təla atə̀f à zagəla bay.
REV.8.13	La kità aya, gənəŋà zulo uwana ahoyay la ləv zagəla la abà la magoɗay: “Kayyà, kayyà, ŋgərpa adàgay la azladza uwana la vəɗah. A baŋa mazlazliŋ aŋa azla­ma­lika makər uwanay adàtsənay, ndzer”, agòɗ.
REV.9.1	Kiya uwaga aya gotənaŋ malika mazlo atsà mazlazliŋ aŋha aya, gənəŋà tse­tsiliŋ uwana atə̀ɗ à ahəŋ la zagəla. Tavàl tsəku­rəm kà mapəzlla afək zəŋzəŋga kà mələs tuwisl la abà. 
REV.9.2	Mok uwana tse­tsiliŋ uwaga apə̀zl afək uwaga, ɗəhut, kəsək asà à uda la abà bokuba kəsək aŋa matəl tatak. Kəsək uwatà atsàk afats à ama taɓa­ɗamma akə̀l mələs. 
REV.9.3	Dəmda­dəm dawa­nagay asà à uda la kəsək uwaga la abà, taslə̀hà gəl à gudəŋ à vok. Tavà à atà ndzəɗa kalkal la aŋa aliz. 
REV.9.4	Ŋgaha tagòɗ à atà kà: “Pàɗàw azlakəsaf, la azlaahàf uwana atsà à uda la kutso la abà aw, ama dàw kà mawisəŋla kà azladza gudəŋ à vok ala pəra, azla­uwana kokuɗa masəlay aŋa Zəzagəla la madəgay aŋatà”, tagòɗ à atà. 
REV.9.5	Tavà à atà tetəvi kà aŋa makaɗ azladza aw, ama pəra kà: “Katərəɓaw atà”, tagòɗ atà, tatərə̀ɓ atà kà aŋa təla zlo, azlamazay uwaga kalkal la mazay aŋa aliz. 
REV.9.6	La təla zlo uwatà, azladza tayàh mamətsay ama taɓəzàl aw. “Sà à waŋ, sà à waŋ”, tagòɗ à mamətsay, ama mamətsay ahòy atà à ahàl.
REV.9.7	Nə̀ŋàw azla­daw­nagay gà uwana tadəɓànì à vok la azlapəlis aŋa guvəl, tapakà tatagà à gəl, bokuba gara­musa aŋa luwà­luwà. Huɗ adi aŋatà kà kalkal la huɗ adi aŋa azladza. 
REV.9.8	Ŋgaha aŋidz aŋatà kà bokuba aŋidz aŋa azlamis, sliɗ aŋatà kà kiya aŋa sika­la­veri. 
REV.9.9	Tawàɗàh sla­rapay aŋa ada à makəla aŋatà, ŋgaha maho­humay aŋa azla­go­gozlàh aŋatà kà, kalkal la maho­humay aŋa azladərkwa uwana azlapəlis tabiyəŋ, kà mad à guvəl aya. 
REV.9.10	Gudaz aŋatà godam la gay, bokuba aŋa azlaaliz, gudaz aŋatà uwaga la uwana avà à atà ndzəɗa kà mamalla azladza tsəràh à təla zlo. 
REV.9.11	Məŋga aŋatà kà masla la uwana akoray lakəl aŋa afək zəŋzəŋga uwaga, sləm aŋha la gay ibəra­nəŋkowen kà 
REV.9.12	Kiya uwanay à uwana, ŋgərpa matera adà à lig. Aganay azlaŋ­gərpa səla tazla­ŋalay aya zlà.
REV.9.13	Kiya uwaga malika maməkwa atsà mazlazliŋ aŋha, gətsənàŋ kuda, atsə̀n la gay ndzika ufaɗ aŋa slaka makaɗ tatak, uwana maɗehəŋ gà la luwà­luwà la huma Zəzagəla. 
REV.9.14	Kuda uwaga agòɗ à masla mats mazlazliŋ uwaga la ahàl à ahàl: “Pàlla azla­ma­lika ufaɗ uwaga ala, uwana tawàɗàh atà à ahəŋ la gay məŋ mukwà uwana tazalalla Efərat.” 
