MAT.1.1	Hehakaho Jesu Keriso oni amuhija vejajina. Jesuho Teviti 'ee Eparahami puni amuja.
GAL.2.8	Godi ka'ene Pita oni vaji kaukara maa vejume sisa 'uhuahi'ini jihipuni vaji apasorua kaukara venajara nuni vaja kaukara maa 'u'o vejume na Jenitaru puni vaja kaukara vejuta. 
GAL.2.9	Jemisine Sipasine (Pita) 'ee Joni ijano tukeja'omo maiji vwihani'ina ka'ene na mihaji kamareja pu nú Panapasi'i ahuma Jenitaru puni va'e ni'ajihe 'ee pu sisa 'uhua'ini jihipuni vahuna'e nimaa vetiarame ija 'ekuara. 
GAL.2.10	Pu ea ka'ene uneunecha pa'anaka pivusahi'inijiru vwihani'avarono 'waravara. Ijaho iraka ka'ene na 'u'o vehuna'e ura renia paranajina.
GAL.2.11	Vea ka'ene Sipasira (Pita) Enitioki roajaho na huni una'i ninama 'urarahuta. Ijihuni maijaho hu 'unama ka'ene areri parehuniji vena jihuna'e avajuta. 
GAL.2.12	Iji'a ea 'aho'a Jemisi oni una'i rena ro'avarono hu va'e Jenitaru pu'úmo 'iruma inuna kaivo vea ka'ene pura roajaho hu sisa 'uhuahi'iniji juhame Jenitaru maki'ika'i ruva'e hunanu hinana. 
GAL.2.13	'Ejume Jua 'aho'a ni'ajahe ira'ata kaja'ina vejara. 'Ene pura ira'ata ka'ene ija'ina veja kajara rejume Panapasi 'u'o ira'ata kajara tairiume va'ana. 
GAL.2.14	'Enaka'ivo na kivume pu vu'a maa maiu'ina nimaiji areri pavejume kimarejo na puni una'a kajino Sipasi (Pita) ijá 'wavo A areri Jua kaivo a Jua puna'i pahi'i kaivo Jenitaru epuna'i hinu 'ee a ichá vene Jenitaru Jua puna'i hi'avarono 'ejahio?
GAL.2.15	Nú Jua'e nahenuajija nú Jenitaru puni sisea vaji rena rohuna pana. 
GAL.2.16	'Enavo hena ka'amana! Emaa varapa tamaniji venareje ariramaa'e rehuna pana kaivo Jesu Keriso nimaa ro'avajina. 'Ene nú 'u'o Jesu Keriso nimaa rojara. 'Ejume Keriso nimaa rojajara venume ariramaa'e rejara. 'Ene varapa tamana'e venareje ariramaa'e rehuna pana. 'Ena'omo varapa tamana'e ve'avajara ea pina veje ariramaa rehuna mai'o pana. 
GAL.2.17	Nú Jua Keriso oni vaji ariramaa'e re'irono savari vajijino nú roe hena kavajaho areri Jenitarua ea sisei ija'ina'e nú 'u'o sisea rukina'e kavara. 'Ú Kerisoho sisea vehuniji 'waravi'ine? Niho'o pana. 
GAL.2.18	Ijihuni maijaho nara niruarahume pa'arenaji na kú'o 'uname vena aji'ipisa ijara naji'amajaho na sisea vejuta reja'a. 
GAL.2.19	Ijihuni maijaho varapa tamani jihuni harura vaji hijuta. 'Enarejo tamana vaja kajaho kwavume pa'are'eju'e Godoni jihuna'e hiju. 
GAL.2.20	Na Keriso'i korosia 'ahi 'aniara. 'Ena'omo iviamaa nara nanasu hihuna pana kaivo Kerisora nuni vaji hinu. 'Ene nara hia ka'ene iviamaa haha kehunijino hijujaho Godoni Hariha ka'ene na oja miharena Huhusu nunijihuna'e mihaji nimaa roji'i hiju. 
GAL.2.21	'Enajihuna'e na Godoni maiji vwihani'inijaho pakarano ranavura. Ijihuni maijaho varapa tamana 'arariha'areje ariramaa rehuna'e re'ipisa Kerisora kwamajaho maa pa'ana'e reja'a.
GAL.3.1	Karesia ora ka'ene vwiha pa'akije ea irara ja pisimiane? Jesu Keriso korosia 'ahi 'anaajaho na eriri joni una'a panajahume samaa'e parenane? 
GAL.3.2	Na unenu'u pina kwinu ikeru hehuna'e ura reniu. 'Ú Godoni 'Avena ka'ene ja apejajaho varapa tamani jihuni kaukara'e venareja apejara ho ja hene nimaa ronareja apejare? 
GAL.3.3	Ja vwiha pa'ane ja Godoni 'Avena vajijino marani'amarono aneja ka'ene vejajaho are'ika'i ja ivi'a hahijihuni ura ijino veje mara'amarono vejo? 
GAL.3.4	A uneunecha mapoka vajijino sisei hinajaho maa pana raka? Ijija maa pa'ana'e re'avajaho nimaa'e maa pa'ana. 
GAL.3.5	'Ú Hu 'Avena ka'ene mihe emaa areri pavehuna ka'ene veju'e joni vaji rejajija ja tamana hene vejujihuna'e vajihana ho ja henareja nimaa rojajihuna'e venune? 
GAL.3.6	Ijí 'unama nikwinu'ina kajino Eparahamiho Godi nimaa rojumakame Godira hu ea arira 'wamana. 
GAL.3.7	'Enajihuna'e ea ka'ene nimaa roji'inijija Eparahami oni harihija. 
GAL.3.8	'Ene Godoni irijara Godira túna'i Jenitarupo nimaa rojakame venae arira'e rehuniji kamarena mai'o Godoni vu'a maiu'inijaho Eparahami ika'ina'e 'waramana Kwaa ara maho'o ikija oni vaji merajihuna. 
GAL.3.9	'Ena'omo ea irahipo nimaa rojujaho Eparahamira nimaa rojume merajaha ja'ina'e merajihuna. 
GAL.3.10	'Enakaivo ea mapoka ka'ene Varapa Tamana 'ahi mine hijujija ijara siripamani hari hiju. Ijihuni maijaho ika'ina'e vejara Ea irahipo Varapa Tamanijaho pa'ajohe 'ee uneunecha maho'o ka'ene puka vajakino vejajija'e pahene vejujija siripavara 'iamana. 
GAL.3.11	'Unama ka'ene samaa'e rehunijaho ikena Ea pina varapijara veje Godoni una'i arira'e rehuna pana. Ijihuni maijaho ika'ina'e vejara Ea aririjaho Huni nimairoa 'ahijino hihuna 'úmana. 
GAL.3.12	'Enaka'ivo Varapa Tamanijaho nimairoa vaja parena roana. 'Enakaivo ani'inijaho ika'ina'e vejara Ea irara ijihi venujaho hu ijihuni toi hinuna 'úmana. 
GAL.3.13	'Enavo Kerisora Varapa Tamani jihuni vaji siripumajaho siriruma 'ekuana. Ijihuni maijaho varapijara siripuma jihuni eha ijaho Hura apenana. Ijihuni maijaho ika'ina'e vejara
GAL.3.13	Ea irahipo icha 'ahi 'aninamiume kurinamie navujija siripavara 'úmana.
GAL.3.14	'Ene Jesu Keriso oni vaji Jenitarua merajihi'ina nikwinu'ina ka'ene Eparahami merajahajino merajihuna. 'Ene pu nimaa rojajihuna'e Godoni 'Avena ka'ene nahama 'waramajaho apehuna.
GAL.3.15	Vwehu nune uneunecha ka'ene na'ia mapoka veji'i hijujino manura veji'i 'waravu. Emaapo 'wame nimaa vejajija vea ka'ene ijara roe nimaa'e renujaho ei pini ijí ani ranahuna pane 'ee 'unama 'aho'a huri vehuna areri pana. 
GAL.3.16	'Ene ikaho Eparahamiho 'ee huni 'Iniji nahama 'waramana. Hu 'ina mapoka'e rone 'warahuna pana kaivo Hu Ea kwinu rone 'waramana. Ijaho Keriso rone 'waramana. 
GAL.3.17	Na 'unama ike 'wara'i 'ahiu'e 'waravu. Varapa Tamana ka'ene juara mapoka mapoka (430) pa'are'eme mihajaho pavejume Godira nimako nimaa venajaho pataurumana. Hu ijí tauru'ipisa Hura nahama 'waramaji 'eja'a. 
GAL.3.18	'Enajihuna'e aachijaho varapiji 'ajohareje 'ekahuna'e re'amajaho ivi'a nahama 'waravaji venareje 'ekahuna pa'ana'e rehuna. 'Enakaivo Godira nahama 'waramani 'unamijino Eparahami aachia vajahana. 
GAL.3.19	'Enakaivo vu irakijihuna'e varapijaho múhane? Varapiji múhajihuni maijaho emaapo puni siseiji ki'avarono múhana. 'Enakaivo varapakaho ona'oji'inapo apena roe emaa 'ee Godiho ea ka'ene riramo'oi hinuji mahakame varapa huni 'unamijino veji'i hi'eje ijí 'ina ka'ene nahama 'waravajara roajino pa'arenana. 
GAL.3.20	'Enaka'ivo ea ka'ene rira mu'oijaho ea ronu kwinu reji'ina pana kaivo Godira Eparahami nahama 'wara'i venajaho Hu rira mu'oi ea pa'a Huhusu 'waramana.
GAL.3.21	'Enajihuna'e 'ú varapiji'o nahama 'warumaji'o ajikaravu raka? Niho'o pana. 'Enakaivo varapa ka'ene múhajara hia maa múhuna'e re'ipisa varapijara reje nú arira reja'a. 
GAL.3.22	'Enaka'ivo Godoni irijara 'warumajaho ea maho'o sisea huni hari hiju. 'Enajihuna'e ea irahipo Jesu Keriso nimaa ro'avajaho pu raka ka'ene nahama 'waravajaho apehuna. 
GAL.3.23	'Enakaivo nimaa roijaho iji'a ro'amarono nú varapi jihuni harura hari hijara. Nimairoa ka'ene túna'i roe samaa'e reje kahuni 'unamiji kuturúhume hijara. 
GAL.3.24	'Enajihuna'e Varapijara núni najuhi'ina'e rene aheruma roe Kerisora roajino 'e'unana. 'Ejume nú nimaa rojajihuna'e nú venume arira'e rejara. 
GAL.3.25	'Enakaivo nimaa rojujaho niroajihuna'e nú iviamaa varapa najuhi'ini jihuni hara pahiju. 
GAL.3.26	Ijihuni maijaho ja iviamaa Jesu Keriso oni vajijino nimai rojajihuna'e ja maho'o Godoni harihija'e rejara. 
GAL.3.27	Ja ea maho'o ka'ene Keriso oni vaji samaume 'urijajija Kerisora ateha puna'i samahana. 
GAL.3.28	'Enajihuna'e ja Jua 'aho Kuriki 'ee pwea ho pwea pana 'ee napara ho parua ja ijá maho'o Jesu Keriso oni vajijino nikwisu'ina. 
GAL.3.29	'Ene Keriso ona'e rejara'e re'avajaho ja Eparahami oni harihija. 'Ene aachia ka'ene nahama 'waramajaho ivi'a jona'e renana.
GAL.4.1	Na iviamaa ja 'waravu Omahi kwamajaho hariahi omahoni aachia mapokijaho 'ekahuna. 'Ene ijí hariaha kajaho areri uneunecha mapoka 'ajohi'ina parehuna kaivo vea ka'ene hu emakina re'amajiano hu 'ekahuna. 'Eju'e hariaha kajaho areri pwea sa'ina rena hinu. 
GAL.4.2	'Enaka'ivo hu ea ka'ene hua'e 'ajohau jihipuni hari hine 'ee ijipo aachi'a kajija 'ajoha va'u va'o omahi vea ka'ene ranamaji ape'eju'e iji'a 'ekuna. 
GAL.4.3	'Ena'omo nú sesamaa'e hijajaho nú mwe'a ikehuni ichá'ini jihuni harurijara unúnamúume ijihuni hari hijara. 
GAL.4.4	'Enaka'ivo vea nimaiji roa apejumakavi'i Godi Huni Hariha ranavume roe varapa tamana vajijino napari nahenana. 
GAL.4.5	'Ejakame Hura tamani jihuni hari ea ka'ene hijujija kú'o nú 'imene 'eke piruve Huni harihija nimaa'e re'avarono avanana. 
GAL.4.6	'Ene ijihuna'e ja Huni harihija'omo Godira Huni Harihijihuni 'Avena ranavume núni oja vaji roana. 'Ene Amo Amo 'umenuna. 
GAL.4.7	Ijihuni hahi ja pwea pana kaivo Huni harihija'e rejara. A Godoni hariha'omo Godoni vaji aachi'a 'ekahuna.
GAL.4.8	'Enavo nú nitama Godi pahene pakavari veijaho nú mwe'a ikehuni godi ira'ati jihipuni hari pwea rene hijara. 
GAL.4.9	'Enaka'ivo ja iviamaa roe Godi hena kavu'e vu ika'ina'e 'warahuna Godiho ja hena kimu kaivo irakijihuna'e ja kú'o 'unama va'e uneunecha maa pa'ana ka'ene sisei jihipuna'a va'o 'ee ijihipuni pwea kú'o 'unama rehuna ura renao? 
GAL.4.10	Ja vea masapa juara 'ee vea vutua kwinu kwino puni veijihi hine akuma 'ararihiu. 
GAL.4.11	Na jonijihuna'e juvu. 'Ene nara kaukara ka'ene jonijihuna'e vejujaho maa pa'ana vejuta'e roe renu. 
GAL.4.12	Vwehu nune na ja jarirame 'waravukúne ro naa'ina'e re'avara. Ijihuni maijaho na varapa tamanijaho niare'i kaivo roe jaa'ina'e rejuta. 'Ene ja na maraku'a pasise'i 'ahiara. 
GAL.4.13	'Enakaivo ja nihena kivaja'ina'e na vu'a amura ka'ene najahujaho haha vaja atami 'uniri'eme 'waravuta. 
GAL.4.14	'Ene nuni haha vaji atamijaho jonuna'a ahija renana vo ja na papataarorihare 'ee pasenamana kaivo ja na areri Godi oni 'ona oji'ina 'ekau ja'ina'e apeniara 'ee Jesu Kerisora Ori roakame ape'ava ja'ina'e apeniara. 
GAL.4.15	Ja marako merajiha paranajaho ichihune? Na ijá roju Ja areri ija'ina vehuna re'ipisa joni niakuha jahene vajiha'a. 
GAL.4.16	Na nimai ijí rone 'waravu jihuna'e na ivi'a joni naka rejuta raka? 
GAL.4.17	Ira'ata najahi'inijija pu ura rena para'eju'e ja saravu. 'Enakaivo pu mamaa'e ve'irono sarahuna pana kaivo pu ja tanu'urihe ja nuna paro'avarono avaju. 'Ejakame ja puni ura ija'ina'e ve'avarono avaju. 
GAL.4.18	'Enakaivo mamaijaho na'ia mapoka'e ura rena para'eje kaukara ve'avara. 'Ene nara ijine ja pu'úmo hi'eje vehunaru pana vo na'ia mapoka'e ve'avara. 
GAL.4.19	Sesahu nune na kú'o hejujaho hariha nahe'irono haha ka'ene hejuja'ina'e heju. 'E'eje Kerisoho joni vaja areri rena parahuna. 
GAL.4.20	'Enakaivo na ura ja pu'úmo ijí hihuna ura reniu. 'Ene jara ichá'ina ka'ene hine 'ee vejuji hejujaho na ira ichá'ina'e 'warahunijaho puruva retiu.
GAL.4.21	Ijinakúne ja ea ka'ene Varapa Tamanahuni hari hihuna ura renaujija 'wariva hejuma. Ja Varapa Tamani jihuni ira hene vejura raka? 
GAL.4.22	Ijihuni maijaho Godi oni ira vaji ija'ina'e vejara. Eparahamiho harihwaha no'ohe'ina'omo pina pwea naparijara nahejume 'ee pina huni napara maijara nahenana. 
GAL.4.23	'Ene pwea naparijara hariha ka'ene nahenajaho haha huni ura ijino nahenana kaivo napara maijara nahenajaho 'unama ka'ene nahama 'warama jihunijino nahenana. 
GAL.4.24	Ikeja areri haa sa'ina. Ijihuni maijaho napara ikeja tamana no'o ka'ene 'wame nimaa vetiaravajina. 'Ene pina huri'a ka'ene Sainai rena roe sisemaa ka'ene nahenajaho pu pwearu rehuna'e nahenana'omo ijaho Hekana. 
GAL.4.25	'Ena'omo ikehuni maijaho Hekaho Sainai huri'a ka'ene Arepia vaji naminujina 'ee ijaho areri Jerusaremi ka'ene iviamaa namujina. 'Ena'omo pu sesahwa pu'úmo pwea rena hiju. 
GAL.4.26	'Enakaivo Seraho Jerusaremi ka'ene ichutoi namujina. 'Ena'omo hu varapa huni hara pahinu. Hu núni oha. 
GAL.4.27	'Ena'omo Godi oni ira vaji ija'ina'e vejara.
GAL.4.27	Napara ka'ene amuja paveji'inijija temarasaha. 'Ene ja hariha panahene haha hejujihuna'e mwasiriha. Ijihuni maijaho napara ka'ene temuka apeji'ini jihuni sesamaijija mapoka kaivo parua rukini jihunijaho mapoka pana 'úmana.
GAL.4.28	'Ena'omo vwehu núne ja Aisiki vare'ina ka'ene nahama 'waramani sesamaijihina. 
GAL.4.29	'Enakaivo vea kajino hariha ka'ene haha huni 'unamijino nahejajara Godoni 'Avenijara 'wara'eme nahejajaho sise'i 'ahaa rurahana. 'Ena'omo iviamaa ija'ina'e renu. 
GAL.4.30	'Enaka'ivo Godoni irijaho ichá'ina'e 'waramane? Ika'ina'e 'waramana. Napara ka'ene pweijaho no'o hariahe'i irechamie va'ava. Ijihuni maijaho pweijihuni harihijaho hariha pina ka'ene napara nimai jihuni aachijija pa'ekahuna 'wamana. 
GAL.4.31	'Ena'omo vwehu nune nú napara ka'ene pweijihuni sesamaa pana kaivo napara ka'ene nimai jihuni sesamaa.
GAL.5.1	Nú 'ahijaho unenu'a 'ahopuni harura hara pahihuni jihuna'e Kerisoho nú venume hanasina'e rejara. 'Enakúne majamano kisina'e rene namina va'avara kaivo kú'o pwea rene harura hari hijuja'ina'e pare'avara. 
GAL.5.2	Heha! Na Porura ja 'waravu. Ja sisa 'uhua'avajaho Kerisoho jonuna'a maa pa'ana'e rehuna. 
GAL.5.3	Na kú'o 'waravu. Ea irara sisa 'uhuujaho hu tamana maho'o 'ararihihuni harura hari hinu. 
GAL.5.4	'Enakaivo ja tamanijara venae arira rehuna'e sara'avajaho ja maiji vwihaniujaho ja niarihume paranana. 'Ene Kerisoho jonuna'a 'uhuusahana. 
GAL.5.5	Ijihuni maijaho nú 'Avena vaja 'ee nimairoa vajijino ariramaiji nimaa roji'i 'ajaha hiju. 
GAL.5.6	Ijihuni maijaho Jesu Keriso oni vajijaho sisa 'uhuahi'ina ho pa'uhuahi'inijaho natohwa pana kaivo nimaa rone oja 'ekaravujara natohwijahuna. 
GAL.5.7	Ja nimamaa'e vejara vo irara tanu'urihu'e nimaijaho pavejo? 
GAL.5.8	Ike iraka ka'ene venau'e ja panimaa vejujaho Godi ka'ene ja 'umena jihuna'i rena rohuna pana. 
GAL.5.9	'Enaka'ivo isitia ma'u'ua vo ijara veju'e harava emarena 'urinuna. 
GAL.5.10	'Ene na Natohwi jihuni vaji nimaa vetiujaho ja vwiha 'aho'a karaa ani pa'ekahuna. 'Enakaivo ea ka'ene joni vwiha veju'e puruva retiujaho hu ea irara avamajaho hu mai'o huni eha apehuna. 
GAL.5.11	'Enakaivo vwehu nune na sisa 'uhuahuji rone majaa najahujaho irakijihuna'e Jua na majaa ruariho? Ija'ina'e re'amajaho korosi jihuni vu'a ka'ene rone 'wavujaho areve parahuna. 
GAL.5.12	Maijaho ea ka'ene ja ruarahujija sisa 'ee maiji'i maho'o 'uhuahe paare'ipisa mamaa veja'a. 
GAL.5.13	Vwehu nune ijihuni maijaho ja unenu'u 'ahopuni harura hari pahihuni jihuna'e iji pijihana. 'Enakúne hanasina ka'ene jara apejujaho paveje hahijihuni ura ijaho pave'avara. 'Enakaivo oja 'ekaravuri vajijino ni'ajaravara. 
GAL.5.14	Ijihuni maijaho varapa mapokijaho roe ira kwinu'wi ikehuni vaji ahume 'waramana. Ja joni haha oja mihuja'ina'e ea ka'ene joni rori hijujija oja mi'avara. 
GAL.5.15	'Enakaivo ja kari mwatume iki mwatume 'ee pija'o'aravi'i hi'avajaho hami 'ajo'aravara vejuro'i ja maho'o i'isúmahe pa'are'ejakúne oja ma'ara'avara.
GAL.5.16	'Ene na ijá 'iavu 'Avena vaji hina onareje hahijihuni ura ijija pave'avara. 
GAL.5.17	Ijihuni maijaho hahijihuni ura ijija 'Aveni jihuni ura iji'o ninakaramuna 'ee 'Aveni jihuni ura iji'o hahijihuni ura kwino parena namuna. 'Ene pu no'o ninakaravu jihuna'e ja iraka ka'ene ura renaujija pavejura. 
GAL.5.18	'Enakaivo ja 'Avenijara uranie va'amajaho ja tamana huni harura hara pahiju. 
GAL.5.19	'Ena'omo hahijara ura reju'e mi'imi'imujaho ikena. 'Uasa vejujine hurecharavujine 'ee hahijara itumujihi vejujina. 
GAL.5.20	'Ene godi ira'ata'e oja mihura 'ee masiharame 'ee sena viti'arame 'ee ura'arame ea 'ahopuni ruha ho kukua kime ajiname 'ee matatasu vene 'ee rana'arame 'ee ahaarame 'ee ituha 'oi'oi remaravura. 
GAL.5.21	'Ene itunume 'ee toa sisea ine nanamie 'ee ruasarame 'ee uneunecha ika'ina ka'ene na ni'waravu ja'ina'e 'waravu. Ea ka'ene uneunecha sisea ikihi vejujija Godoni ara ka'ene Hura Kinia'e rena hinuni kwaa ijaho areri pavahuna. 
GAL.5.22	'Enakaivo 'Aveni jihuni 'inijija ikena. Oja 'ekaravujine 'ee mari'uvujine matauma hijujine 'ee chochumano hijujine 'ee swasina rejujine 'ee mamaa vejujine 'ee paucha'asahi'i vena ihajinanavujina. 
GAL.5.23	Vivinui hiji'ine 'ee 'ajo'aravujine uneunecha ika'inijija varapa pa'ana. 
GAL.5.24	'Ena'omo iviamaa ea ka'ene Kerisouna'e rejajija pu hahijara itumuna 'ee ura rena paranujija nikorosia 'ahi 'aniara. 
GAL.5.25	'Ene nú Godoni 'Avena vaji hijura re'avajaho roe ijí Godoni 'Avena vaja kajino 'urahoja. 
GAL.5.26	'Enakúne roe nú pakehi kehi one 'ee ea sivia 'waravujija areme 'ee ea 'ahopuni ruha 'eka ka'irono itunavujija areva.
GAL.6.1	Vwehu nune ei pini sisei vaji oja ka'avajaho ja ea ka'ene ni 'Aveni vaji emakina'e rejajipo va'e masuanu ni'ajahe 'uri'amana. 'Enakaivo ojono hami 'ajo'ara'avara vejuro'i ja 'u'o ija'ina'e vena ve'ejakúna. 
GAL.6.2	Keriso oni tamaniji venareje ea 'ahopuni ahija ni'ajihe 'uri'avara. 
GAL.6.3	Ea irara vwihaju'e hu ea pina ni'ina ronujaho hu ori pisivaramuna. Hu niho'o maa pa'ana. 
GAL.6.4	'Enakaivo veje ea kwinu kwino huni kara ijija ori piuhara'amana. 'Enareje iji'a ijara rejakame hu ori kehi kehi ohuna kaivo ea 'ahopuni jihuna'e pajarika'e rene ohuna. 
GAL.6.5	Ijihuni maijaho ea kwinu kwino puni ahija ori tapahuna. 
GAL.6.6	'Ene veje ea ka'ene ira naja'eme henajara ea ka'ene hu nahajaho uneunecha mamaijija hu hu'úmo vajúsara'amana. 
GAL.6.7	'Ene ja papisivarame Godi sivaa'ava. Ijihuni maijaho ea irara hu uné raka uja 'onujija hu uneka kajihi jahene 'ekuna. 
GAL.6.8	Ijihuni maijaho ea irara huni hahijihuni 'unami ja'ina'e hinujaho haha huni 'unamijino sisea piunihuna. 'Enakaivo ea irara 'Avena huni 'unamijino 'ina 'onujaho hu 'Avena vajijino majama hihuna apehuna. 
GAL.6.9	Roe nú mamaiji vehunijaho paucha'asa'avara. Ijihuni maijaho vea nimaa ro ape'eje a pasena'eje ve'amajaho ijihuni eha apehuna. 
GAL.6.10	'Enakúne nú vea mamaa ape'avajaho roe nú ea maho'o puna'i hami ve'avara vo maraku'a ea ka'ene nimaa roji'ini jihipuna'i hami ve'avara.
GAL.6.11	Asura oma mama'ina ka'ene nara nuni ijijino vejujija ki'avara. 
GAL.6.12	Ea ka'ene haha kehunijino ta'arorahuni jihuna'e ura renaukame ja sisa 'uhuhuna'e 'ejahiu. Ijihuni maijaho Keriso oni korosi jihuna'e pasise'i 'ahi'avarono avaju. 
GAL.6.13	Ijihuni maijaho ea ka'ene sisa 'uhuahi'inijija tamana 'u'o paakuavura. 'Enakaivo pu mají ja sisa 'uhu'avarono ura renau. 'Ejakame joni hahijihuna'e kehi kehi o'irono avaju. 
GAL.6.14	'Enakaivo 'unama ija'inijaho na pakehi kehi o'i'ahiu. 'Enavo núni Natohwa Jesu Keriso oni korosi jihuna'e ijiru mari'uvi'i ojura. 'Ene nuni ura ka'ene mwe'a ikehunijaho korosi 'ahi 'anaume paranana 'ee mwe'a kehuni ura ka'ene nuni vaji navajija 'u'o korosi 'ahi 'anaume pa'arenana. 
GAL.6.15	'Ena'omo sisa 'uhuahura ho sisa pa'uhua'ujaho unenu'u pina pana kaivo ea maiu'ina'e rejujara ni'ima'urijahuna. 
GAL.6.16	'Ene ea ka'ene 'unama maiu'ina 'arariha'i o'avajaho matauvi'ina 'ee numiravujaho puni toine 'ee Godoni Isureri 'ahina. 
GAL.6.17	Iviamai iki rene iki kaha ijaho ja ea pina varapa 'aho'a nununaa pave'avara. Ijihuni maijaho Jesuni jihuna'e na sise'i 'ahiari matana 'avena nuni haha 'aha navu. 
GAL.6.18	Vwehu nune núni Natohwa Jesu Keriso oni maiji vwihanú'inijaho joni 'avenijihi pu'úmuna. Ameni.
EPH.1.1	Na Porura Godoni ura ijino Jesu Keriso oni apasorua rejuta. 'Ena'omo Godoni ehija Epasasi hijura ka'ene Jesu Keriso oni vaji uchaha pa'ajihi puna'e veju. 
EPH.1.2	Maiji vwihani'ina 'ee matauvi'ina ka'ene Godi núni Oma 'ee Natohwa Jesu Keriso oni rena roajija ja pu'úmuna.
EPH.1.3	Núni Natohwa Jesu Keriso oni Godi 'ee Omiji ta'aroha. Hura 'Avena Huni merajihi'ina ka'ene akúpi 'ahi navujija Keriso oni vaji maho'o merajúha paranana. 
EPH.1.4	'Ene Hu nú mwe'a paveji'ini Huni vaji iji pijúhana. 'Ejakame nú Huni una'i oja mahi'ina rene akuavi'ina rene 'ee sisea panamuhi'ina'e re'avarono iji pijúhana. 
EPH.1.5	'Ene Jesu Keriso oni vaji Huni Harihija'e 'ekuhunijaho nitama Huni ura ijino Hu ura renaja'ina'e amairiaramana. 
EPH.1.6	'Ene Huni maiji vwihanii'ini jihuni pinaniji ta'aro'avarono Hura oja múhi'ini jihuni vaji ma'ekuana. 
EPH.1.7	'Ene Hura ori Huni 'aa vajijino ni'ajúhe kú'o 'ekuana. Huni maiji vwihanii'ina ka'ene itu'o'una namuna vajijino núni sisea vwihanúe aremana. 
EPH.1.8	'Ene Hura Huni maiji vwihanii'ina ka'ene itu'ona namuna vajijino vwiha mamaa maho'one 'ee henaka maho'o 'usesamúhana. 
EPH.1.9	Godi Huni ura ijihuni hemijaho vejume núnuna'a samaumaa renana. Godi Huni ura ijino Keriso oni vaji Hu ura renaja'ina'e venana. 
EPH.1.10	'Ene vea roe areri rena parajakavi'i uneunecha mapoka Keriso oni vaji ichutoi navura 'ee mwe'i navura 'ekaroe Huni harura hari nahuna. 
EPH.1.11	Hura nitama Huni ura ijino iji pijúhana. Hura amairiarama ja'ina'e 'ee Huni aachia 'u'o 'ekara. 'Ene uneunecha maho'o Hura ura rene 'ee 'warama ja'ina'e rejara. 
EPH.1.12	'Ejakame ikehuni urijaho nú ea ka'ene amura'e Keriso nimaa rojujaho Huni mamaiji ta'arohuna. 
EPH.1.13	Ja 'u'o Huni vaji Huni ira nimaiji hene 'ee vu'a maa maiu'ina ka'ene ja ni'ajihana ka ja nimaa rojume Huni 'Avena ka'ene nahama 'waramajaho joni vaji Huni tatua vene mihana. 
EPH.1.14	Huni 'Avena ka'ene nú múhajaho Huni aachiji 'ekahuna tatua vene múhana. 'Ene Godi Oma'e rehuna'e kú'o 'uname 'imenúa avanana. 'Ene Huni mamaiji ta'aro'avarono avanana.
EPH.1.15	Ikehuni hahi na joni vaji Natohwa Jesu nimaa rojuji hene 'ee jara Godoni ehija maho'o oja mihuji hejujaho pa'uhuname paturana'ika'i 
EPH.1.16	na jonijihuna'e joni ihi 'urihe siporua 'one teimani 'wavura. 
EPH.1.17	'Ejakame núni Natohwa Jesu Keriso oni Godi 'ee Oma ka'ene pinana rukinijara vwiha ka'ene vwiha mamaa vwihane 'ee jonuna'a veje samaumaa rene 'ee Hu hena kahunijaho samaumaa rehuna. 
EPH.1.18	'Ene na siporua 'ojujaho joni oja jaraa kame Hura maa irakijihuna'e ja 'umenaajaho hena kahuna. 'Ene Huni uneunecha mapoka mavarasa'ina ka'ene Huni ehijijipo 'ekujija hena kihuna. 
EPH.1.19	'Ene Huni harura ni'ima'ura ka'ene nú nimaa roji'ina kihipuna'i ve'amajaho hena kahuna. Ike harura ni'ima'ura ka'ene núni vaji kaukara venujaho 
EPH.1.20	ijí harura kajara Kerisora kwamajaho vejume 'urinana. 'Ene vejume akúpi 'ahi Godoni ija mana'inija'i asuma hinana. 
EPH.1.21	Iviamai ikehuni vea ikeru pana kaivo túna'a 'u'o 'ajohai'ina mama'ina harura 'ee harura maho'o 'ee iha icha'ina ka'ene ja 'urihujaho asitaha parane huri hinana. 
EPH.1.22	'Ene Godira uneunecha maho'o Huni mumora hari irechamana. 'Ene uneunecha maho'o 'ee sosia Hura húmata rehuna'e mahana. 
EPH.1.23	'Ene sosijaho Huni haha ka'ene Hu ijihuni vaji maho'o areri rena paranujina 'ee Hu uneunecha maho'o areri rena paranu.
