GEN.1.1	Uniotabakin ka Nukën 'Ibu Diosan uniokëxa, naíkamë 'ëo 'imainun me. 
REV.13.16	Usaquin 'anan ca camabi uni, 'apu unicama 'imainun 'apuma unicamaribi, ñuñu unicama 'imainun ñuñuma unicamaribi, an uni ñu mëëxuncëma unicama 'imainun an uni ñu mëëxuncë unicamaribi, camabi aín mëcën mëqueu parúnpapanuax uax 'irucë ñuinacan'ëonan 'inun 'unántioquin cuënëocë 'inun 'amiaxa. 'Amianan ca aín mëcën mëqueu 'unántiocëma 'icë, aín bëmánanu 'unántioquin cuënëomiaxa. 
REV.13.17	'Unántioquin cuënëocë bana ax ca parúnpapanuax uax 'irucë ñuinacan'ëo aín anë 'iaxa. Aín anë 'acëma 'ain ca aín número cuënëocë 'iaxa. Ui unicamax cara 'unántioquin cuënëocëma 'icë an ñu maruanan ñu biti ca 'aíma 'iaxa. 
REV.13.18	An ñu 'unáncë unin ca parúnpapanuax uaxa 'irucë ñuinacan'ëo uisai quicë cara aín número 'icë quixun 'unánti 'icën. Aín númeronëx ca, seiscientos sesenta y seis (666) 'icën. Anëñu 'aíshbia númeroñu unisaribi ca a ñuinacan'ëon número 'icën.
REV.14.1	Usaquin istancëxun istëcënquin cana Carnero 'icësaribitia unin 'ucha cupí bama, a matá me Sión cacë, anua Jerusalén 'icë, anu nicë isan. 'Ën iscëx ca abë 'aisamaira uni, ciento cuarenta y cuatro mil (144,000) unicama, axa aín bëmánanu Cristonën anë 'imainun Nucën Papa Diosan anënribi cuënëocë, a unicamax 'iaxa. 
REV.14.2	A isanan cana naínuaxa banaia cuan. A banax ca baca xuqui cushíinra banaruia cuacësa 'ianan caná munuma banacësaribi 'aish 'itsa unían aín arpa 'aia cuacësaribi 'iaxa. 
REV.14.3	Acama ciento cuarenta y cuatro mil unicamax ca anun cantacëma, canta iotan cantaxa. A cantax ca anu Nucën Papa Dios 'icë a bëmánon 'imainun axa bamatimoi tsócë 'itsa bëruñu rabë́ 'imainun rabë́ ñu, acama 'imainun anu 'icë caniacëcë unicama mëcën rabë́ 'imainun taë rabë́ 'imainun rabë́ 'imainun rabë́, acaman bëmánauncüaxa cantacë 'iaxa. Uinu 'icë unínbi ca a canta 'unántima 'icën, unicama ciento cuarenta y cuatro mil (144,000) a Nucën Papa Diosan ainan 'inun ië́micë, acaman cuni ca a canta 'unánxa. 
REV.14.4	A unicamax ca xanubë 'uchacëma 'ianan ñu 'atima 'ati cuëënima Carnero 'icësaribitia unin 'ucha cupí bama ainanshi 'aish, ax quicësabi oi 'ia. Acamax ca Nucën Papa Diosan ainan 'inun ië́micë 'ianan Carnero 'icësaribitia unin 'ucha cupí bama, ainanribi 'inun aín 'uchacama tërë́ncë a 'icën. 
REV.14.5	Ënë unicamax ca aín nuitu asérabi upí 'aish cëmëi banacëma 'aish anu Nucën Papa Dios 'icë aín bëmánon 'ia.
REV.14.6	Usa 'ain cana bëtsi ángelribi isan. Camabi unin cuanun ca naínu nuani munuma banai, Cristo cupí ca unicamax xëníbua 'aínbi Nucën Papa Diosnan 'iti 'icë quiaxa. Camabi menu 'icë unicama bëtsi bëtsi unibu, bëtsi bëtsi menu 'icë, bëtsi bëtsi banan banacë an cuanun, 
REV.14.7	ca ësai munuma banaquin caxa:
REV.14.7	—Anun Nucën Papa Diosan camabi uni aín ñu 'acësabi oquin, uisa cara oti 'icë usoquin 'ati nëtë ca uaxa. Usa 'ain camina ami racuë́quin a rabiti 'ain. An naícama, mecama, parúnpapacama, xëxácama unio, a camina rabiti 'ain.
REV.14.8	Usai quicëbë ca bëtsi ángelribi a caxu ai quiaxa:
REV.14.8	—Babilonia, a ëma chaira, anu 'icë unicaman ca aín xanuma 'aínbi xanu itsin ñunshini cuëënti, 'imainun 'aisamaira ñu 'atima, an 'acësaribi oquian 'anun quixun camabi menu 'icë unicama 'unánmiaxa. A ëma 'imainun anu 'icë unicamax ca bërí cëñúaxa, ca 'aíma 'icën.
REV.14.9	Usai 'icëbë ai ca bëtsi ángelribi munuma banai ësai quiaxa:
REV.14.9	—Uicaman cara parúnpapanuax uax 'irucë ñuinacan'ëo 'imainun a tanquian a iscësa oquin unin 'acë ñu a rabicë cupí aín bëmánanu cuënëocë unicama, 'imainun aín bëmánanu cuënëocëma 'aish aín mëcë́nu cuënëocë 'icë 
REV.14.10	a unicama ca Nucën Papa Diosan 'aisamairai ami nishquin castícanti 'icën. Acaman ca anuaxa manë tsi 'imainun azufre rëquirucë, anuxun 'aisamaira oquin paë tanti 'icën. Nucën Papa Diosan ángelcama 'imainun Carnero 'icësaribitia unin 'ucha cupí bama, acaman ca atúxa usai 'ia isti 'icën. 
REV.14.11	Manë tsi anuxuan atun xënibua 'aínbi paë tanti, anuax ca aín cuin nëtëtima tëxëquiruia. Usai ca an parúnpapanuax uax 'irucë ñuinacan'ëo, 'imainun a tanquian a iscësa oquin unin 'acë ñu a rabicë unicama, 'imainun ñuinacan'ëon anë anu cuënëocë unicaman nëtë́timoquin nëtë́nbi imë́bi paë tanti 'icën. 
REV.14.12	Usa 'ain ca Nucën Papa Diosan unicama, an aín bana quicësabi oquin 'anan Jesúsmi catamëcë, acaman uisai cara ñu 'icëbë tëmëraquinbi asérabi ami sinánti ëntima 'icën.
REV.14.13	Usai ángel banaia cuatancëxun cana naínuaxa ësaquin 'ë cai banaia cuan:
REV.14.13	—Ënë bana ca cuënëot: Ax Nucën 'Ibu Jesucristomi catamëcë unicamax ca bamatancëx chuámarua tani cuëënti 'icën. Naínuaxa banai quicësaribi oi ca Nucën Papa Diosan Bëru Ñunshin Upí ësai quia: Usa unicaman ca bamatancëxun tëmëratëcënquin paë tantëcëntima 'icën. Añu ñucama cara Jesucristonan 'ixun a 'axuanxa, acama ca Nucën Papa Diosan manuquinma sinania. Usa 'ain ca a unicama chuámarua tani cuëënti 'icën.
REV.14.14	Usaquin istancëxun istëcënquin cana nëtë cuin uxuanua unisa 'aish tsócë isan. Aín maxcánu curi 'acë mañuti 'imainun ca aín mëcënan machítusa 'aíshbi tëntúñu manë cuënucë tuíncë 'iaxa. 
REV.14.15	Usai 'imainun ca anuxun Nucën Papa Dios rabiti xubu anuax bëtsi ángel chiquíaxa. Chiquiti munuma banaquin ca axa nëtë cuínu tsócë a caxa:
REV.14.15	—Bimicama ca pëcëti sënë́anxa, anun a biti nëtë ca uaxa. Min manë cuënucë, anun camina bimicama biti 'ain, bixun camina timëti 'ain.
REV.14.15	Usai bimi biti ñui quíbi ca ángel, uni biti ñui quiaxa. 
REV.14.16	Quicëbëtainshi ca axa nëtë cuínu tsócë an, unían manën tëaquin bimi upíbu bicësaribi oquin, camabi uni upíbu biaxa.
REV.14.17	Usoquian axa nëtë cuínu tsócë uni an upí unibu bicëbë ca bëtsi ángel naínu 'icë anuxun Nucën Papa Dios rabiti xubunuax chiquíaxa. Chiquíquiani ca anribi machítusa 'aíshbi tëntúñu manë cuënucë buánxa. 
REV.14.18	Buania chiquícëbë ca ángel itsi, an ñu tsi nëënmianan tsi bënánti cushiñu, ax anuxun sanutanun tsëpasa ñu nëënti anuan chiquíaxa. Chiquítancëxun ca munuma banaquin axa manë cuënucëñu ángel caxa:
REV.14.18	—Uvas bimicama ca pëcëti sënë́anxa. Usa 'ain camina min manë cuënucë, anun tëaquin uvas bimicama biti 'ain, bixun camina timëti 'ain.
REV.14.19	Quicëbëtan ca ángelcaman aín manë cuënucë, anun tëaquin biquin timëtancëxun, anuxun chinínti anu buánxun bucúanxa. Usoquin 'acë, ax ca an aín bana cuaisama tanquin Nucën Papa Dios nishmia unicama a ñui quicë 'icën. Ax ca uisaira oquinshi cara Nucën Papa Diosan a unicama castícanti 'icë qui quicë 'icën. 
REV.14.20	Usoquian anuxun uvas bimi chinínti anu bucunia cana isan. Iscëx ca ëmanuax anuxuan chiníncancëx 'aisamaira imi ëbánquianxa. A imi ëbanquianxa racácë, aín nëmin ca caballo nicë aín cuëbí sënën 'iaxa. Usa 'aish ca a imia me mapubiani ëbánquiancë, ax trescientos kilómetros sënën 'iaxa.
REV.15.1	Usai 'icëbëtan cana bëtsi ñuribi naínu 'icë isan. A isi cana ratúan. Ratúquin cana ángel mëcën achúshi 'imainun rabë́ isan. Acama achúshi achúshinëx ca anun menu 'icë unicama aín 'ucha cupí castícanti ñuñu 'iaxa. Usoquin ca anuishi sënë́onquin aín nishcë sënë́ntanun Nucën Papa Diosan 'amiaxa.
REV.15.2	Usoquin ángelcama isanan cana parúnpapa upí, bëxnan bëxnánquicë iscësa 'aíshbi 'unpáxma 'aish tsi rëquirucëcëñun mëscucë iscësa isan. Anu ca 'aisamaira uni, arpa, anun Nucën Papa Dios rabiti, a ñuñu sëtë́axa. A unicamax ca parúnpapanuax uaxa 'irucë ñuinacan'ëo, a rabicëma, 'ianan a tanquin unin 'acë ñu rabicëma, 'ianan aín número aín bëmánan 'imainun aín mëcë́nu 'acëma 'iaxa. 
REV.15.3	Anuax ca Nucën Papa Dios rabi cantaxa. Moisés, an Nucën Papa Diosan cacësabi oquin 'á, a sinánan Carnero 'icësaribitia unin 'ucha cupí bama, an Nucën Papa Dios cuëëncësabi oquin 'á, aribi sinani ca Nucën Papa Dios rabi cantaxa. Ësai quicë ca a canta 'iaxa:
REV.15.3	Minmi 'acë ñucamax ca upíira 'icën, unin sináncësamaira oquin sinánquin camina ñu 'acën. Mix camina Nucën 'Ibu Dios 'ain. Min cushix ca chaira 'aish bëtsi cushisama 'icën. Mix cushiira 'aish camina camabi menu 'icë unicaman 'Apu 'ain. Usa 'aish camina sinánñuira 'ixun paránquinma atúxribia upí 'inun 'iminux atun 'Apu 'ain. 
REV.15.4	Nucën 'Ibu Dios, ¿uix cara mimi racuë́tima 'ic? ¿Uin cara mi rabitima 'ic? Mixëshi camina upíira upí sinánñu 'ain. Mix upí sinánñu 'ixun ñu upíshi 'aia iscë 'ixun ca camabi menu 'icë unicaman mimi sinánquin mi rabiti 'icën.
REV.15.5	A unicama cantaia istancëxun istëcënquin cana naínu 'icë anuxun Nucën Papa Dios rabiti xubu, aín xëcuëa xëóquia isan. A xubu mëúira 'icë 'iti anu ca bunánti anua Nucën Papa Diosan cuënëo maxax pará rabë́ nancë 'iaxa. 
REV.15.6	Xëóquicëbë ca ángel, axa anun menu 'icë unicama 'aisamaira oquin tëmëramiti ñuñu mëcën achúshi 'imainun rabë́, acamax anuax chiquíaxa. Aín chupax ca xapusa ñu uxuira 'acë, 'ianan chuañuma upíira upí 'iaxa. Anúan shitëcërëquicë ax ca curi 'acë 'iaxa. 
REV.15.7	Usa 'ain ca ángelcama chiquitia axa 'itsa bëruñu rabë́ 'imainun rabë́ ñu acama achúshinën a ángelcama achúshi achúshi, xanpa curi 'acë 'inánxa. A xanpacamanu ca axa bamatimoi tsócë Nucën Papa Diosan, anun atumi nishquin an 'atima ñu 'acë unicama castícanti ñu 'iaxa. 
REV.15.8	Angelcama anuax chiquícëbë ca anuxun Nucën Papa Dios rabiti xubu anua aín cushi 'ain, tsin cuinan nuturucësa 'iaxa. Usai 'icë cupí ca a mëcën achúshi 'imainun rabë́ ángelcaman ñu 'atia sënë́ntamainun uinu 'icë uníxbi a xubunu atsíncëma 'icën.
REV.16.1	Usai 'icëbëtan cana anuxun Nucën Papa Dios rabiti xubu 'ucë mëúcüax munuma banaquin a ángelcama caía ësai quia cuan:
REV.16.1	—Mitsun xanpa buani camina anu 'icë ñucama, anun Nucën Papa Diosan an ñu 'atima 'acë unicama castícanti, acama menu tutucai cuanti 'ain.
REV.16.2	Cacëx cuanxun ca achúshi ángelnën pain aín xanpanua 'icë ñu menu tutucaxa. Tutucacëbë ca uicamax cara axa parúnpapanuax uax 'irucë ñuinacan'ëonan 'icë 'unántioquin cuënëocë, 'ianan a tanquian a iscësa oquin unin 'acë ñu rabicë unicamanu 'aisamaira chancu 'iruaxa. Usai 'iquin ca aín nami chëquimiquin 'aisamaira oquin paëoxa.
REV.16.3	Usai 'icëbëtan ca bëtsi ángelnën aín xanpanu 'icë ñu parúnpapanu tutucaxa. Tutucacëbë ca parúnpapa, uni bamacënën imisa 'iaxa. Parúnpapa axa imi 'ain ca anu 'icë ñuinacama bamaxa.
REV.16.4	Usai 'icëbëtan bëtsi ángelnënribi aín xanpanu 'icë ñu bacacamanu 'anan xëxácamanu tutucacëbë ca a 'unpáxcamaribi imi 'iaxa. 
REV.16.5	Usaía 'unpáxcama 'icëbëtan cana an bacacama iscë ángel ësai quia cuan:
REV.16.5	—Nucën 'Ibu Dios 'aish ca min sinan usabi asérabi upíira upí 'icën. Mix camina usabi 'iá 'aish usabi 'ain. A 'unpáxcamami usoquin imi 'imia isquin cana 'unan, min sinan upí 'ixúnmi ñu 'aisama cuëëncëma cupí camina usoquin 'an. 
REV.16.6	Minmi usoquin tëmëramicë unicama an ca min uni 'itsaira 'anan an mixmi quicë bana uni ñuixuncë uni 'itsaira bamamiaxa. Usaquian 'acë cupí camina a xëanun imi 'inan. Atun 'ucha cupíbi ca usai 'ia.
REV.16.7	Usaquin cuanan cana anuxun tsëpasa ñu sanutanun nëënti, anuax ësai qui banaia cuan:
REV.16.7	—Usa ca. Nucën 'Ibu Dios 'aish camina min cushi chaira 'aish, bëtsi cushisama 'ain. Min sinan upíira 'ixun camina uisa caramina oti 'ai usoquin 'an. Mixmi ñu 'atima cuëëncëma cupí camina usoquin 'an.
REV.16.8	Usai 'icëbëtan ca bëtsi ángelnënribi aín xanpanu 'icë ñu tutucaquin barinu anpë́ncaxa. Anpë́ncacëbëtan ca cushiira pëquiquin, barin 'itsisan unicama xaronun Nucën Papa Diosan 'imiaxa. 
REV.16.9	Usoquian 'aisamaira oquin 'itsis oquin xarocëxunbi ca unicaman sinanaquin atun ñu 'aisama 'acëcama ëncëma 'icën. Ëníma 'ianan ca Nucën Papa Dios rabicëma 'icën. Nucën Papa Diosan ca anúan atu castícancë ñucama nëtë́ntsianxa. Usaquian 'ati 'aíshbi ca sinanatíma ami xuamati nishi Nucën Papa Diosmi 'atimati banaxa.
REV.16.10	Usai 'icëbëtan ca bëtsi ángelnënribi aín xanpanu 'icë ñu, anua parúnpapanuax uax 'irucë ñuinacan'ëo 'icë, anu tutucaxa. Tutucacëbë ca anua an 'ibuacë unicama 'icë ax bëánquiaxa. Usai 'icëbëtan 'aisamaira oquin paë tani ca aín unicama bënë́axa. 
REV.16.11	Paë tani bënë́quin ca aín paë 'imainun aín chancu 'aisamaira 'ain, axa naínu 'icë Nucën Papa Dios, ami nishi 'atimati banaquin ñuiaxa. Usai 'i ca ñu 'atima 'ati ëni sinanacëma 'icën.
REV.16.12	Usai 'icëbëtan ca bëtsi ángelnënribi aín xanpanu 'icë ñu Eufrates bacanu tutucaxa. Tutucacëbë ca aín 'unpax ësquiaxa, aucüaxa bari urucë menu 'icë 'apucamaxa anun unun. 
REV.16.13	Ësaquin isanan cana capë́sa ñuina chaira, 'imainun parúnpapanuax uax 'irucë ñuinacan'ëo, 'imainun an Nucën Papa Dios rabiquinma ñuinacan'ëo rabinun quixun unicama paráncë, acaman cuëbínuaxa ñunshin 'atima, tuan tita iscësa ñu rabë́ 'imainun achúshi chiquitia isan. 
REV.16.14	A ñunshin 'atimacama tuan tita iscësa, acaman ca unicama paránuxun unin 'acëma ñu 'axa. Usoquin 'anan ca camabi menu cuanquin, anu 'icë 'apucama aín suntárucamaxa bëtsi menu 'icë suntárubë 'acananux tsuáquirunun sinánmiaxa. Usa 'ixun ca camabi uni timëaxa, axa aín cushi chaira 'aish bëtsi cushisamaira Nucën Papa Dios, an anun 'aisamaira oquin atu castícanti nëtë sënë́ncëbëtan. 
REV.16.15	“Ësai ca 'iti 'icën: An ñu mëcamacë uníxa unin sináncëma 'aínbi 'icësaribicuatsini cana 'ëx uti 'ain. 'Ëx ucëbë ca an upí ñu 'aquin 'ëx uti caíncë uni, ax cuëënti 'icën. Ax ca chupa upí pañucësa 'aish rabíntima 'icën. Usa 'aish ca chupañuma 'icëa uni raírinën iscë́xa uni rabíncësaribi 'itima 'icën”. 
REV.16.16	Ñunshin 'atimacama tuan tita iscësa, an sinánmicëx ca camabi menu 'icë 'apucama 'imainun aín suntárucamax Armagedón cacë me anu timë́axa. A mex ca hebreo banan Armagedón cacë 'icën.
REV.16.17	Usai 'icëbëtan ca anuxun Nucën Papa Dios rabiti xubunuax chiquícë ángel itsínribi aín xanpanu 'icë ñu tutucaxa. Tutucacëbëa naínu 'icë anuxun Nucën Papa Dios rabiti xubu anua Nucën Papa Dios 'icë anuax ësai banaia cana cuan:
REV.16.17	—Anuishi sënë́nquin cana 'an.
REV.16.18	Usai 'icëbë ca caná mëriti banacëbë bëtsi ñuribi sharámainun mecama shaíquiaxa, uisa nëtë́nbia unin tansamaira oi. 
REV.16.19	'Icëbë ca Babilonia cacë ëma, ax achúshi 'aíshbi rabë́ 'imainun achúshisa 'itánun tuquimainun camabi menu 'icë ëma chanu 'icë xubucamax rurucubuaxa. Usaribi oquin ca Nucën Papa Diosan Babilonianu 'icë unicamami nishquin, atun ñu 'atima 'acë a manucëma 'ixun paë tanía tëmëratanun castícanxa. 
REV.16.20	Mecama shaíquicëbë ca nasícama 'imainun matá me 'imainun aín bashicamaribi 'aíma 'inun nëtë́axa. 
REV.16.21	'Imainun ca 'uí 'aíshbi matsiira 'aish iru, acamax naínuax achúshi achúshinëx cuarenta (40) kilosa 'aish rëucubuaxa. Rëucubucëbëtan 'aisamaira oquin paë tani ca ami nishi a unicamax Nucën Papa Diosmi 'atimati banaxa.
REV.17.1	Usai 'icëbëtan ca xanpañu mëcën achúshi 'imainun rabë́ ángelcama, a achúshinëx 'ënu uquin, xanu ñuicësoquinbi Babilonia ñuiquin ësaquin 'ë caxa:
REV.17.1	—'Aisama 'aish ca Babilonia ëmanu 'icë unicamax ënë xanusa 'icën. Ca ut. Mi cana xanu 'atima, axa parúnpapa camánan tsócë, a cara aín 'ucha cupí uisoquin Nucën Papa Diosan castícanti 'icë quixun mi ismiti 'ain. 
REV.17.2	A ëmanu 'icë unicaman ca bëtsi menu 'icë unicamacëñun atun 'apuburibi, atun 'acësaribi oquian ñunshínquin 'atima ñu 'anun 'amiaxa.
REV.17.3	Usaquin catancëxuan ángelnën, namáquin iscësa oquin isnun anu uni 'icëma menu 'ë buáncëxun cana xanu achúshi ñuinacan'ëo ushían a camánan tsócë 'isan. A ñuinacan'ëo anu ca 'itsa anë cuënëocë 'iaxa, anë 'aisama, Nucën Papa Diosmi 'atimati banacë ca a anëcamax 'iaxa. Usa 'aish ca aín maxcácama mëcën achúshi 'imainun rabë́ 'aish aín matúxcacama mëcën rabë́ 'iaxa. 
REV.17.4	A xanu anu tsócë ax ca aín chupa minanën pucucësa 'imainun ushían 'iaxa. 'Imainun ca ñun curánan curi 'acë 'ianan maxax upíira upí 'acë 'ianan perla pañucë 'ixun curi 'acë xanpa tuíncë 'iaxa. A xanpanu ca aín ñu 'aisama 'acëcama purucësa 'iaxa. 
REV.17.5	Usa 'aish ca aín bëmánanu achúshi anë unin 'unáncëma 'aíshbi ësai quicë 'iaxa: “Ënë ëma cha, Babilonia, ax ca 'aisama xanusaribi 'icën. Usa 'aish ca a an 'unánmicë 'aish camabi uni 'imainun xanu, an nu 'aisama 'acë aín titasa 'icën”. 
REV.17.6	A xanúxa, Nucën Papa Diosan uni 'icëa unin 'acë 'imainun an Jesucristo ñuiquin uni bana ñuixuncë cupía unin 'acëx bamacë unicaman imi xëax, anun paë́anx cuëëinra cuëënia cana isan. Isi, cana ratúira ratúan. 
REV.17.7	Ratutiabi ca xanpa tuíncë ángelnën 'ë caxa:
REV.17.7	—¿Uisacatsi caramina ratutin? A xanu 'imainun ñuinacan'ëo anu a xanu tsócë, axa aín maxcá mëcën achúshi 'imainun rabë́ 'ianan aín matúxca mëcën rabë́, a rabëtax cara uisa 'icë quixuan unin 'unáncëbëtanmabi cana mi 'unánmiti 'ain. 
REV.17.8	A ñuinacan'ëo a min iscë, ax ca 'iacëxa, 'aíshbi ca bërí 'aíma 'icën. Ca quini cha nëmíinra anu 'icën. Anu 'aíshbi ca anu xënibua 'aínbi paëira tani tëmërati anu cuanux, quini cha nëmíinra anuax chiquíti 'icën. A ñuinacan'ëo anua xanu tsócë, axa parúnpapanu 'ia, axa anu 'iá, 'aíshbi nëtë́a 'aish utëcënia isi ca a Nucën Papa Diosan nëtënu 'iti oquin nëtë ióñubi aín anë cuënëoma unicama, ax ratúira ratúti 'icën.
REV.17.9	Sinánñu 'ixun camina 'ën mi cacë bana upí oquin cuati 'ain. Ënëx ca ësa 'icën: Anua xanu tsócë ñuinacan'ëo, aín maxcácama mëcën achúshi 'imainun rabë́, acamax ca matá me mëcën achúshi 'imainun rabë́, anu a xanu tsócë, asaribi 'icën. 
REV.17.10	Usa 'aish ca mëcën achúshi 'imainun rabë́ 'apucama asaribi 'icën. A 'apucamax ca mëcën amo 'icë sënën, axira paían cushi 'icë axa bamacëbë bamacëbë 'apu 'iacëxa. Achúshinëx ca bërí usaribi 'apu 'icën, bëtsi ca 'icëma pain 'icën. Ax ca 'apu 'aíshbi xënibunuxunma 'aia. 
REV.17.11	Acamax achúshi achúshinëx 'icëbë ca acama 'icësaribi 'aíshbi bëtsi axribi 'apu 'iti 'icën. Ax ca ñuinacan'ëo, anu a xanu tsócë, axa 'iá 'aíshbi nëtë́cë, a 'iti 'icën. 'Apu 'itancëx ca anu ax xënibua 'aínbi paëira tani tëmërati anu cuanti 'icën.
REV.17.12	A ñuinacan'ëon matúxca mëcën rabë́ isquin camina mëcën rabë́ 'apu sinánti 'ain. Ax 'apu 'aíshbi ca 'apu 'icëma pain 'icën. Atux ca a ñuinacan'ëo abë 'apu 'iti 'icën, 'aíshbi ca xënibuti 'ima achúshi horaishi 'apu 'iti 'icën. 
REV.17.13	A mëcën rabë́ 'apucaman ca raírinën sináncësaribi oquin sinania. Acaman ca a ñuinacan'ëon cacësabi oquin 'anan atúan 'ibuacë unicama usaribi oquin 'anun 'amiti 'icën. 
REV.17.14	Acamax ca Carnero 'icësaribitia unin 'ucha cupí bama abë 'acananti 'icën. 'Acananquin ca Carnero 'icësaribitia unin 'ucha cupí bama, ax cushiira 'aish, 'ibucaman 'Ibu 'ianan 'apucaman 'Apu 'ixun axa abë 'acanancëcama ñusmoti 'icën. Axa abë 'icëcaman ca a amia catamënun caísquin Nucën Papa Diosan sinánmicë 'ixun uisai cara ñu 'icëbëtanbi a ëncëma 'icën. Usa 'ixun ca Carnero 'icësaribitia unin 'ucha cupí bama abë 'icëcaman axa abë 'acanancëcama ñusmoti 'icën.
REV.17.15	Usaquin catancëxun ca ángelnën ësaquin 'ë catëcëanxa:
REV.17.15	—Parúnpapacama, anua 'atima xanu tsócë, a isquin camina 'aisamaira uni, camabi menu 'icë unibu 'ianan camabi banan banacë unibu acama sinánti 'ain. 
REV.17.16	A mëcën rabë́ matúxca a isquinmi mëcën rabë́ 'apu sináncë, acaman ca ami nishquin a xanu ñusmoti 'icën. Ñusmonan ca chupañuma 'imianan aín nami pianan tsin nëënti 'icën. 
REV.17.17	Usaía 'inun ca Nucën Papa Diosan a mëcën rabë́ 'apucama bëtsin sináncësaribi oquían sinánun 'imiaxa. Nucën Papa Diosan 'imicëxun ca atun, anua a xanu tsócë ñuinacan'ëon cacësabi oquin 'anan atúan 'ibuacë unicama usaribi oquin 'anun 'amiaxa. Aín banacama sënë́ntamainun usai 'inun ca Nucën Papa Diosan 'imiaxa. 
REV.17.18	Ami iscë xanu a sinánquin camina ëma cha, anu 'icë unicama 'aisama 'ixun camabi menu 'icë 'apucama 'imainun atun unicama, asaribia 'inun 'unánmicë, a sinánti 'ain.
REV.18.1	Usai 'icëbëtan cana bëtsi ángel naínuax aia isan. Ax cushiira 'ixun ca aín pëcacën mecama pëcaxa. 
REV.18.2+REV.18.3	Ai ca munuma banai quiaxa:
REV.18.2+REV.18.3	—Babilonianu 'icë unicaman 'aisamaira oquin ñu 'atima 'acë 'ixun ca bëtsi mecamanu 'icë unicamanribia usaquin 'anun sinánmiaxa. Camabi nëtënu 'icë 'apucamaxribi ca Babilonianu 'icë unicaman 'aia isi aín unicamabë usaribiti 'i cuëëanxa. Babilonianu 'icë an ñu marucë unicamax ca 'itsa ñu upíira 'imainun cupíira bianan maruanan aín nuitunën upí oquin sinanima 'itsa curíquiñuishi 'iti sinánxa. Atúxa usai 'ia isi ca camabi menu 'icë an ñu marucë uni, Babilonianu 'icë ñu biquin marui 'itsa curíquiñu 'iaxa. A ëmanu 'icë unicamaxa usai 'i 'aisama 'icë ca Nucën Papa Diosan ñusmoxa. Ñusmocëbë ca anu 'icë xubucama rurucubuaxa. Usa 'ain ca ñunshin 'atimacama anu bërí 'ia, uisaira ñunshin 'atimacama cara, ax ca anu 'ia, 'imainun ca uisa ñu pëchiu 'atima cara unin cuëëncëma, axribi anu 'ia.
