MAT.1.1	Naunaekhimayun Jesus Christim hivullingita atingit, tamna Davidim kingullia, Abrahamlu kingullia. 
ACT.4.16	ukakhutik, “Huliniakkita ukununga? Ilaa ukununa naunaikutak hapengnakpiaktuk tautugnakpiaktuk Jerusalemiunun tamainun; tamna ikutigilimaitakkut uvagut. 
ACT.4.17	Kihimi inuit tuhaavallaakunagit tapfuminga uvagut akhun pitaililaptigik ukakfaakunagik tapfuma atiagun.” 
ACT.4.18	Talva kaitkugamigik pitkuyait akhun ukakunagik ilihauyyikunagillu Jesusim atiagun.
ACT.4.19	Peterm Johnimlu kiuyain, “Nalliak nagutkiyaumangan tuhaagumnuk ilipfingnun, Godmunlunin; ilipfi ihumayukhaugaluaktuhi. 
ACT.4.20	Uvagugli takuyaptingnik, tuhaayaptingniglu uniuyyiyumaaktuguk nipliyuilimainamnuk.” 
ACT.4.21	Talva katimayun akhun pitailigamitigik anititait. Anullakhaaktingitagaluagait inuit kuyagimayyuk God tapfumuna. 
ACT.4.22	Inuk tamna naguhivaktuk naunaikutagun, ukiukangman 40nik.
ACT.4.23	Tapkuaglu anititaukaktillugik ilannaminun utektuk uniutivlugit tamanik angayyuvikpagyuakut ataningita, atanekpaitalu ukagvigivagmatigik. 
ACT.4.24	Tapkualu tapkuninga tuhaagamik kengakatigiktun tuhaanaktumik Godmun ukakhutik, “Atanek, ilvit kilangmik, nunamiglu, tagiugmiglu tapkua iluaniitunik hanavaktutin. 
ACT.4.25	Anengnikun Naguyukun ukakpaktutin kivgangnun Davidmun,
ACT.4.25	'Hug Jewmiungitun mamiahukpiaktun,
ACT.4.25	inuit ihumaliukpakpat hungitunik?
ACT.4.26	Nunaum ataningit kaiyauyun, atanekpaillu katimalektun hugiyukuvlugit Atanengmun Christingaanullu.'
ACT.4.27	Ilumun Herod, Pontius Pilatelu, Jewmiungitullu, Israelmiullu hamani iglukagvingmi katimavaktun hugiyukuvlugu kivgan naguyuk Jesus, pilluakpagan. 
ACT.4.28	Tapkua katimavaktun taimaliukuvlugit ilvit pipkagapkit ihumaliugavin taimatun. 
ACT.4.29	Tayyalu, Atanek, nalaugupkin ukauhiit, ekhinaktun ikayukit kivgatin ukauhingnik uvagut uniuyyikuvluta kanguhukhimaitumik, 
ACT.4.30	ilvit naguhipkaitillutin naunaikutanik hapengnaktinuglu havaktautillugit kivgakpit naguyum Jesusim atiagun.” 
ACT.4.31	Talva kengagmata, iglu katimavigiyangat ingutakpiaktuk, tamangmiglu ilumektauyun Anengnimik Naguyumik; tapkuatauk Godim ukauhiit ukautigilektain kanguhukhimaitumik.
ACT.4.32	Talva ukpekatigiktun tamangmik katimayun atauhektun-ilivaktun umatimingni ihumakatigikpakhutik; tapkua nanminigiyain nanminigiyakhainik taiyuitugaluit tamaiyatik avittugit tunipkaikuvlugit allanun. 
ACT.4.33	Apostlellu talvangaanin naunaektaat Jesus Christim makiyyutaa hakugiktumik, ikayuktauvlutik akhun Godmin tamangmik. 
ACT.4.34	Ilaa tapkunani tamangmik naamainaktun munagiyauvlutik iglulgit, nauttivilgillu pikutitik niuvgutigimatigik maninikhutik. 
ACT.4.35	Aahin manit tuniyaumata apostlenun, tapkua tunipkaiyun tapkuninga tamainun aiyukalekkata.
ACT.4.36	Talva inuk, atikaktuk Jospehmik, Barnabasmik apostlet attiktagaluangat atik tapfuma itkumayyuta imaatun – “Ikayuktiuyum engninganik”. Levitiuyuk tamna Cyriotmiunin kaithimayuk, 
ACT.4.37	nauttivikakagamilu niuvgutigiyaa tunivlugit apostlet maninik.
ACT.5.1	Inugaluagli atikaktuk Ananiasmik nuliyangalu Sapphira pikutini niuvgutigiyain. 
ACT.5.2	Nuliyanga ilihimaktillugu, tamna inuk akingita ilainik inminun piyuk ilangillu aitutigivlugit apostlenun kihimi. 
ACT.5.3	Peter ukallaktuk, “Ananias, hug Satanim ilumektipauk umatin ikukuvlutin Anengnimun Naguyumun nanminigigapkit manit ilait nauttivium akingingnin? 
ACT.5.4	Ila tamna niuvgutigiyautinagu nanminigingitpiuk; niuvgutigigangni akingit manit tapkualu nanminigihimayatin? Hug ihumaliukpin? Ikungitgaluaktutin inungnun, Godmulli kihianun.” 
ACT.5.5	Ananiaslu ukauhiit tapkua nalautillugit ulguinaktuk tukuvluni. Tamangmiglu inuit tamna tuhaagamitku ekhiukpaktun. 
ACT.5.6	Talva inuhuktun makittugit uliktaat; aahin tigumiakamitku aavunga iluvektaat.
ACT.5.7	Uatiagutauk, ikangnit pingahut nungumata, nuliyanga itektuk ilihimangngitillugu uinga tukunman. 
ACT.5.8	Talva Peter ukallautiyaa, “Ukallautinga, tamna nauttivik niuvgutigivakpitku imaitumun manimun?” “Ilaa, tapfumunga” ukaktuk. 
ACT.5.9	Peter ukautimiyaa, “Hug iliptik ihumaliukatigikpitik uktukuvlugu Atangum Anengniga? Ata! Tapkua iluvekpagaat uin itegmigamik tigumiagnialektaatintauk.” 
ACT.5.10	Tayyainalgu angnak ulgugami Peterm itigainun tukuinaktuk. Inuhuktullu itegamik takugamitku tukungayuk tigumiaktaat iluvekhugu uingata hanianun. 
ACT.5.11	Tapfumanilu ukpekatigiktun tapfumingalu tuhaavaktun ekhitakpiaktun akhun.
ACT.5.12	Talva aglingnaktun naunaikutallu amihun havaktauyun inungni apostlenin. Tapkualu katimavaktun Solomonim tukhuani. 
ACT.5.13	Allat kamahukpallaagamik tapkununga ilauyumangngitpiaktun, inuilli kuyagiyagaluangit. 
ACT.5.14	Kihimi Atanengmun ukpeguhuktun amigaitkiyauvlutik ilauvaktun, amigaitpiaktun angutit angnallu. 
ACT.5.15	Aahin agitiyain apkutinun aaniakhimayun ilivlugit ulingnun kipingnullu Peterm taggangata tikitkuvlugit ilait. 
ACT.5.16	Talva iglukagvimiut allat Jerusalemun akuiyun aullautivlugit aaniakhimayun agiuktulgillu; tamangmiglu tapkua naguhipkaktauyun.
ACT.5.17	Angayyuvikpagyuam ataningat, tapfuma inungillu, Sadducekut tapkua, hingnayun. 
ACT.5.18	Makinamiglu apostlet tigugamitigit itektauvigmungaktitain. 
ACT.5.19	Unulektilluguli Atangum ihalgulingata ukuigutigamigit anititain ukakhuni, 
ACT.5.20	“Taki, nangekpagluhi angayyuvikpagyuam iluani uniutilugit inuit inugutikun umuna.” 
ACT.5.21	Tapkua tamna tuhaagamitku angayyuvikpagyuamungauyun kaulgaktillugu, ilihauyyiyullu.
ACT.5.21	Angayyuvikpagyuakut ataningat, tapfuma inungillu kaigamik kaitkuyain katimayukhat tamaita, Israelmiullu atanekpait; aahin tiliyun itektauvigmun apostlet kagitiyaukuvlugit. 
ACT.5.22	Tiliyauyulli tikinamik katkagnginamitigit taikani utegmiyun uniuyyivlutik katimayunun, 
ACT.5.23	“Itektauvik ukuakhimayuk, hilataanilu amekhiyun nangekpaktun, ukuiman itegapta hunauva inuekpiaktuk ilua.” 
ACT.5.24	Talva Angayyuvikpagyuam amekhiyit ataningat, angayyuvikpagyuakut ataningillu kuglukpiaktun apostletigun naluvlutik tapkuninga. 
ACT.5.25	Talva inum tikinami uniutiyain, “Tapkuak itektauvigmungaktitahi tayya angayyuvikpagyuam iluaniitugaluak ilihautilugit inuit.”
ACT.5.26	Talva amekhiyit ataningata, inungitalu tavungaulektun kagitivlugik akhukhimaitumik milluktaukunagit inungnin, tapkua ekhigigamitigit. 
ACT.5.27	Kagitigamigik nangektitait katimayun tungani. Angayyuvikpagyuam ataningata apekhuktait, 
ACT.5.28	ukakhuni, “Uvagut pitkuvaktapfi ilihauyyikunahi Jesusim atiagun, ilipfili Jerusalemiut tamaita ilihautitpagahi ihuigiyaukuvluta tamna tukutauvangman.” 
ACT.5.29	Peter apostlellu kiuyun, “Uvagut tuhaayakhagiyaakput God amigaikiyamik inungnin. 
ACT.5.30	Hivullipta Godingata makittitaat Jesus, tamna ilipfi tukutpagakhi kikiaktugapfiuk napaaktumi. 
ACT.5.31	Tamnauyuk, Godim makittitpagaa maiyuktitugu talikpingmigun Hivulliuktitun, Annauyyitullu, tapfumuna Israelmiut ihumaliukikuvlugit huinekutaillu ihumagiyauyunaekuvlugillu. 
ACT.5.32	Tapkunungalu uvagut ilihimayiuyugut, taima Anengnik Naguyuk ilihimayuktauk tuniyauvlugu Godmin tamainun tuhaapayyuk.”
ACT.5.33	Tapkua tamna tuhaagamitku mamiatakpiaktun tukutumavlugit tapkua. 
ACT.5.34	Pharisekut ilangalli, atikaktuk Gamalielmik, ilihauyyiuyuk pitkuyainik nangaktauvluni inungnin tamainin, katimayuni nangektuk pitkuvlugit tapkua anititkuvlugit angutit hilami utakigafukuvlugit. 
ACT.5.35	Ukallautiyain, “Israelmiut, hapkununga piniaktapfingnik ihumavagluhi. 
ACT.5.36	Kangagaaluk, inuk Theudasmik atikaktuk tikittuk inminik ataniunahugivlugu. Tapfumungalu angutit 400guyun ilauvaktun. Theudas tukutaugami, maliktullu aptekpiagamik tamangmik tamakpaktun. 
ACT.5.37	Kinguagullu, Judas Galilemiutak tikittuk, inuit naunaektautillugit, malikuivluni inungnik inminun ihuitumik pikuvlugit atanekunun. Tamnatauk tukutauvaktuk, maliktingillu aptekpiakhutik. 
ACT.5.38	Tayyali ukautigipfi, ihuitumik pitailuhi hapkununga tigutailugillu. Tapkua havaktakhait kaitaupata inuktigun humangitpiaktuk; 
ACT.5.39	kaitaupatalunin Godmin, ilipfi nungutilimaitpiaktahi anguyautiginakhavakhi God.” Tapkualu tuhaayat. 
ACT.5.40	Talva kaitkugamigit apostlet kektuktain unipkaktailivlugit talvangaanin Jesusim atkagun, anititugillu.
ACT.5.41	Tapkualu katimayunin anigamik aliatkapiaktun naglihaktitaugamik kanguhukhimaitumik Jesusim atia pivlugu, 
ACT.5.42	Uvluk tamanlu angayyuvikpagyumai, inuin igluinilu ilihauyyingnaktun, unipkautigivlugu naguyumik Jesus Christiuman nutkakhimaitumik.
ACT.6.1	Tapfumani, ukpeguhuktun amigaikiyaulektillugit, Jewmiut ukayuktun Greektun kuviahugunaektun Jewmiunun allanun ukayuktunun Aramaictun, tapkunani uilgaktun angnait ikayuktaunginmata aiyukalektun ikayukhiaktillugit. 
ACT.6.2	Apostlellu 12guyun, kaitkugamitigit ukpekatigiktun ukallaktun, “Ilaa ihuituk uvagut havaguekupta Godim ukauhianik tunipkaikuvluta inuit timaita piyakhainik. 
ACT.6.3	Katangutitka, ilipfingnin pilluaglugit angutit 7n naguyunik, ilumektaupata Anengnimik Naguyumik, ihumatukpiakatalu, uvagut havakukuvlugit tapkua imaatun. 
ACT.6.4	Uvagulli akhun nutkakhimaitumik kengainakhunguyugut ilihauyyiluta Ukauhianik.” 
ACT.6.5	Tapkua ukauhiit nagumata, ukpekatigiktun naamagigamitigit pilluaktait Stephen, ukpegluaktuk, ilumektauvluni Anengnimik Naguyumik, Philiplu, Prochoruslu, Nicanorlu, Timonlu, Parmenaslu, Nicolaslu Antiochmiutak Jewmiutanguktuk 
ACT.6.6	Tikiutimatigik apostlet, tapkua kengautiyain patekhugit.
ACT.6.7	Taima Godim ukauhiit tuhaanakiyauyun. Jerusalemilu ukpekatigiktun amigaikiyaulektun, angayyuvikpagyuakullu amihut tuhaayun ukpegluahutik.
ACT.6.8	Stephenlu ilumektaugami ikayuktikhamik hakugiknengmiglu, havaktuk aglingnaktunik naunaikutaniglu inungni. 
ACT.6.9	Ilangilli, taiyauyun Kivgaktuguekhimayunik atugvigmin, Cyrenemin, Alexandriamillu, Ciliciamillu, Asiamillu tikihimayun, kangutiyun Stephenmun. 
ACT.6.10	Tapkuali aiyukaktitauyun Stephenim ukagvigimatik ihumatuyutun ikayuktauvlunin Anengnimin. 
ACT.6.11	Tapkualu tautugnaitillugit pitkumatigik angutit allat tapkua ukallaktun, “Tamna inuk ukanilukpagman Mosesmun Godmullu tuhaayakkut.” 
ACT.6.12	Aahin tapkua ihuektimatigit inuit, atanekpaita, tiitigaktillu upaktaat Stephen tiguvlugu agitivlugulu katimayunun. 
ACT.6.13	Talva tapkua ikutuyun kagitiyain ikutigikuvlugu Stephen. Tapkua ukaktun, “Una inuk ukaguegumangngitpiaktuk ihuitumik angayyuvikpagyuakun pitkuyaitigullu. 
ACT.6.14	ukakhimangman, tuhaatilluta, Jesusguk Nazarethmiutam nungutiniamagu angayyuvigpagyuak, allanguktilugit Mosesim pitkuhiit pihimayavut hivulliptingnin.” 
ACT.6.15	Tapkuatauk tamangmik katimayuni ikhivayun Stephen iigilektillugu tautuktaat akulianga allangukpiaktillugu ihalguliktun.
ACT.7.1	Angayyuvikpagyuakut ataningat ukallaktuk, “Tamna itkumayuk?” 
ACT.7.2	Stephen ukaktuk: “Katangutitka, atanekpaillu nalaugitti. Hivullikput Abraham, Mesopotamiamiitillugu, Haran nunamiitinagu, tapfumunga God kaumalik hagyaekpaktuk, 
ACT.7.3	ukautivlugu, 'Kimagiyagin nunangnin, ilatingnillu, tikitkuvlutin nunamun takupkagniaktamnun.' 
ACT.7.4	Talva Chaldeamiun nunainin aullakpaktuk Haran tikittugu. Aahin tapfuma angutaa tukukaktillugu, Godim aullaktimiyaa talvanga hamunga nunamun hamna tayya nunagiyakhi. 
ACT.7.5	Tapfumanili Godim Abraham pipkakngitpagaa tamna nuna nanminigikuvlugu, mikigaluakhuni tuningitpiaktaa; ukagiaktugaluak tuniniagamiuk tapfuminga nunamik, Abraham, kitungaillu atukuvlugit, ukakhuni Abraham nutagaitillugu. 
ACT.7.6	God imaitumik ukakpaktuk, 'Tapfuma kingullingit tuyugmiaktutun-iniaktun naluyun nunaini, kivgaktuinaglutik naglihaktitaulutiglu ukiuni 400ni. 
ACT.7.7	Talva uvanga uvamnik uktugiyaktugniaktatka tapkua naluyun, kivgaktuktimatigik tapkua; kinguaguntauk aullakaalugit talvanga angayyuviginiaktangma hamunga.' 
ACT.7.8	Talva tapfumunga ukagiyakpaktuk tamna timaani naunaikuhekuvlugu kipiyauvluni. Taimaligami Abraham engnigigamiuk Isaac kipiyaa naunaikutaaniktauk uvlut 8n nungumata anikaktillugu. Taimatauk Isaacim Jacob engnigiyaa, Jacobillu engnigiyain engnini 12guyun, Israelmiun hivullingit tapkua, tamangmiglu tapkua naunaikuhekpaktun kipiyauvlutik.
ACT.7.9	Tapkua hivullit kulit hingnagigamitku Jospeh niuvgutigiyaa Egyptliaktunun, Godimli ilagiyagaluanga, 
ACT.7.10	annautivlugu aiyukalegagan, aahin Godim aiyukhektugmagu Pharaom, Egyptmiut ataningata, aiyuinahugiyaa, ataninguktitugu Egyptmiunun, iglukpagminullu. 
ACT.7.11	Talva Egyptmi Canaanmilu inuit nekaekpaktun aiyukalekhutik; hivullivullu nekaekpaktuntauk. 
ACT.7.12	Jacobli tuhaagami, Egyptmi inuit nekihakhiungmata, tiliyain engnini akuilgakuvlugit talvunga. 
ACT.7.13	Tapkualu akuikigmata Joseph ilitagiyaulektuk angayuminun, Josephim ilait naunaekpaktun Pharaohmun. 
ACT.7.14	Talva Josephim anguni Jacob ilanilu tamaita, 75guyun, kaitkuyain. 
ACT.7.15	Taimatun Jacob Egyptmungakpaktuk takananilu tamna hivullivut allatauk tukuvaktun. 
ACT.7.16	Kinguagun tapkua timait tigumiaktauvaktun Shechemun iluvektaukuvlugit iluvekhamun Abraham niuvekpagaanun Hamorkunin Shechemiitunin.
ACT.7.17	Talva Godim ukagiyautaa Abrahamun naunaektinagu, Egyptmi inuit amigaikiyauvaktun. 
ACT.7.18	Aahin atanek nutaak ataninguktuk Egyptmiunun, tapfumali Joseph ilihimangngitagaluanga. 
ACT.7.19	Tapfuma hivullivut aiyukaktitpagain naglihaktitugit pitkuvlugit inuit nutakatik igitkuvlugit anilihaktillugit inukunagit nutakat. 
ACT.7.20	Tapfumanilu Moses inuvaktuk, pinekpiaktuglu tamna nutagak, Tatkekhiuni pingahuni Moses angayukaminiituk iglumi. 
ACT.7.21	Talva anititauvagman Pharaohm paniata tiguagivaktaa munagivakhugu naminitun. 
ACT.7.22	Talvagaanin Moses ilihainakpaktuk Egyptmiutun aiyuitpiakhuni ukauhimigun, havaamigullu.
ACT.7.23	Moses ukiukangman 40nik nunakatini Israelmiut pulaagumainakpiaktain. 
ACT.7.24	Talva tapfumani ilangat aiyukaktitautillugu Egyptmiutagmin Mosesim tautukamiuk upaktaa ikayukuvlugu tukutugulu Egyptmiutak akihaktukhugulu aiyukalektuk pivlugu. 
ACT.7.25	Moses ihumavaktuk Israelmiut ilitukhiniagunakhiyun Godim annautiniamagit inmigun, tapkuali ilitukhingitpiaktugaluit taimatun. 
ACT.7.26	Akaguguman Mosesim tautuktaik Israelmiuk malguk ningakatigiktillugik ingmingnun. Tayyainak tapfuma ningaktailivaktaik ukakhuni, 'Angutik nunakatikka hug iliptingnun ningalekkitik?' 
ACT.7.27	Aipali, ningaktum, aahivaktitugu Moses ukaktuk, 'Kia ataninguktipatin uktukuvlutin uvaptingnun? 
ACT.7.28	Inuktaginiakkinga taima ikpakhak inuktagivagangni Egyptmiutak?' 
ACT.7.29	Talva tayyainak Moses kimauvaktuk naiyugahuakhuni tuyugmiaktun Midiamiun nunaani. Takananiitillugulu engnikakpaktuk malgunik.
ACT.7.30	“Talvangaaninlu ukiut allat 40 nungumata, ihalgulik Mosesmun hagyaekpaktuk inuilgulmiitillugu, manilgum taiyauyum Sinaimik ataani, hagyaekhuni ukpilingmi ikualaaktumi. 
ACT.7.31	Moses tapfuminga takugagami kuglukpiaktuk, upagmaguli Atangum nipaa tuhaanakpiaktuk; 
ACT.7.32	'Godiuvaktunga hivullipfingnun Abrahamun, Isaacmullu, Jacobmullu.' Moses hayulekpaktuk ukuvluni kanguhukpallaagami. 
ACT.7.33	Atangum ukallautiyaa, 'Kamieklutin nuna tamna tutiyan Godim naguguktinmagu. 
ACT.7.34	Ilaa tautukpaktatka inutka Egyptmiitun naglikhaktitaulengmata tuhaavlugillu nipyaaktillugit. Atkaulekkunga annautiyumavlugit. Taki tiliniaktagin Egyptmun.'
ACT.7.35	“Tamna Moses, inuit piyumangngitpiaktaat ukakhutik, 'Kia ataninguktipatin uktukuvlutin?”, Tamna ihalgulgum hagyaegvigimani ukpilengmin ikualaaktumin tiliyauvaktuk Godmin ataningukuvlugu annauyyikuvlugulu. 
ACT.7.36	Tapfumalu inuit aullautiyain aglengnaktumik naunaikutaniglu havakhuni Egyptmi, tahengmi atikaktumi aukpayaktumik, inuilgumilu ukiuni 40ni. 
ACT.7.37	Tamnatauk Israelmiunun ukagiyakpaktuk, 'Ilaa Godim ataninguktimanga uvanga, ilipfingnin nalautaiyi pilluakhunguyaa uvaptun.' 
ACT.7.38	Tamna Moses Israelmiuni-itpaktuk inuilgulmiitillugit. Tapfumalu ihalgulik ilagiyaa manilgulumi Sinaimi ukauyyaukuvlugu, aahin, hivullivut ilagivaktaillu. Tamnatauk tuhaavagami ukauhinik inugutilengnik, ukautigiyain tapkua uvaptingnun.
ACT.7.39	“Hivulliptali Moses tuhaayumangngitpiaktagaluangat; aahivaktitugu tuhaanginamitku umatimingni utegumainaktun Egyptmun. 
ACT.7.40	Aaronmun ukakpaktun, 'Godihaptingnik hivulliuktikhaptingniglu hanagiagin pivluta, tamna Moses, aullautivagatigut Egyptmin, namungaumangan nalugapta.' 
ACT.7.41	Tapfumanilu nugaguamik hanavaktun hanahimayumun aitukhutik hanayatik aliagivlugit. 
ACT.7.42	Godillu taimaktait tapkua angayyukuvlugit kilangmiitunun, tiitigakhimayuk nalautaiyit tiitigaini.
ACT.7.42	'Uvamnun aitukpakpihi negyutinik tukuhimayunik,
ACT.7.42	inuilgulmiitilluhi ukiuni 40ni, Israelmiun?
ACT.7.43	Imanak, Molochim tupkaa kihimi natkakpagaat, godipfilu
ACT.7.43	Rompham uvlugianga, hanahimayullu hanavaktahi ilipfingnik
ACT.7.43	angayyuvigiyumavlugit. Ilaa aullaktihungugipfi Babylonim avataanun.'
ACT.7.44	“Inuilgulmilu hivullivut tupikakpaktun ilumuktumik naunaitumiglu. Tamna hanayauvaktuk ayyikutaanik Godim pitkumagu Moses, tamna hanakuvlugu takuyaminik. 
ACT.7.45	Taima hivullipta tamna pivaktaat Joshuamlu natkakhugu tikinamitigit nunat, tapkua inukangnigit aullaktitaukaktillugit Godmun. Taimalivaktuk David inulaktinagu. 
ACT.7.46	David ilaa nagugiyaugami Godmin apekhuivaktuk Godmun iglulikuvlugu tapfumunga, angayyuvikhamik Jacobim kitungainun. 
ACT.7.47	Solomon kihimi kinguagun iglulivaktuk Godmun. 
ACT.7.48	Tatpingali kingikpiaktuk naiyugngitugaluak iglukpaini hanahimayuni inuktigun. Nalautaiyi ukakhimangman,
ACT.7.49	'Kilak ikhivautagiyaga, nunalu itigagma tungavigivlugu.
ACT.7.49	Atanek ukaktuk iglukhamnik kanu-itumik hananiakkin uvamnun
ACT.7.49	inikhagalu nanitpa unanguekhekuvlunga?
ACT.7.50	Uvangainak uvamnik hapkuninga tamainik hanangilanga?'
ACT.7.51	“Tuhaalimaitpiaktuhi, naluyutun ihumavluhi kangekluanginapfilu.
ACT.7.51	Tuhaayumangngitpiaktuhi Anengnimun Naguyumum, taima ingilgat hivullihi tuhaayumangngimata. 
ACT.7.52	Nalautaiyit nallit naglihaktitaungitpat hivullipfingnin? Tapkua hivuniugiyakpaktun Ilumuktum kaiyyutaanik hivullipfi inuktagivagain. Tayyalu ilipfi tamna inuk ilumuktuk ikutigivaktakhi inuktagivlugulu. 
ACT.7.53	Ilipfi ilaa Pitkuyain pivaktahi ihalguliktigun maligumangngitagaluahi.”
ACT.7.54	Inuillu tapfumunga nalautillugit mamiatakpiaktun kiipkaktivlutiklu. 
ACT.7.55	Stephenli, ilumektauvluni Anengnimik Naguyumik, aagluktuk kilangmun tautukhugit Godmin kaumangniga, Jesuslu nangektillugu Godim talekpiata tungani. 
ACT.7.56	Ukaktuk, “Kilangmik angmakhimayumik, Inum engninganiglu Godim talekpiata tungani nangekhuni, tauktukkakhunga.” 
ACT.7.57	Inuillu igialaaktun hiutitik matukhugit, atautimullu hugiyuktaat, 
ACT.7.58	aullautivlugu iglukagvium avaluatta hilataanun millukuvlugu. Milluktullu anugatik iliyain inuhuktum atikaktum Saulmik tunganun 
ACT.7.59	Inuillu milluktillugu Stephen tamna kukuaktuk Atanengmun ukakhuni, “Atanek Jesus anengniga piguk.” 
ACT.7.60	Hitkuvlunilu tukhulayuk nipikuktuyumik, “Atanek, imaitumik huinekimata ihuigitailugit.” Taima ukaguegami tukuinaktuk. Stephen tukutaumallu Saulim naamagnahugiyaa.
ACT.8.1	Tapfumanilu ukpekatigiktun Jerusalemiitun naglikhaktitauvallaakun, aptektitauvlutik aahinun Judeamun Samariamullu, apostlet kihimi. 
ACT.8.2	Angutit naguyun Stephen iluvektaat kiavlugu akhun. 
ACT.8.3	Talvalu Saulim aanektilektain ukpekatigiktun iglunun itegami tiguyain ukpekatigiktun angutin angnallu itektauvigmungaktitugit.
ACT.8.4	Apfimayullu nunakun aullainaktuk ukauyivlutik unipkagmik naguyumik. 
ACT.8.5	Philiplu atkauyuk iglukagvingmun Samariamun ukautigivlugu Christ tapkununga. 
ACT.8.6	Inuillu atautimun tuhaayain Philipim ukauhiit, nalautillugillu tautuktain Philipim naunaikutain tapkuninga pivangman. 
ACT.8.7	Tapfumani amigaitun agiuktukaktun, tapkunangalu agiuktun aniyun igialaakhutik; tumangayullu, niuluktullu naguhipkaktauyun. 
ACT.8.8	Tapfumanili iglukagvingmi inuit aliahukpiaktun.
ACT.8.9	Aahintauk takanani inuk atikaktuk Simonmik naiyuktuk aglingnaktunik havakpangman angakuktun ukainaktuk aiyuinahugivluni Samariamiullu agligutautigiyaat. 
ACT.8.10	Tamangmiglu inuit tapfumunga tuhaaningnakpaktun ukakhutik, “Tamna inuk hakuginikakpaktuk Godmin taiyauyuk angiyumik. 
ACT.8.11	Ilaa tuhaaningnaktaat agligutautigigamitigit havaangit tapfuma. 
ACT.8.12	Philipli tapkununga ilihauyyivaktugaluak ukautigivlugit Godim atanguviata ukauhiit naguyun, Jesus Christillu atinga. Tapkuatauk ukpegigamitku baptaiektauyun angutit angnallu. 
ACT.8.13	Simonlu inminik ukpegumayuk baptaiektaugamilu Philip ilagiyaa akhun tapfuma. Kungniaktillugu naunaikutanik hapengnaktuniglu agligutakpiaktuk Simon.
ACT.8.14	Talva apostlet Jerusalemiitun tuhaagamik, Samariamiut aliagimatigit Godim ukauhiit, tapkununga tiliyait Peter Johnlu. 
ACT.8.15	Tapkuak akuigamik kengautiyait inuit aituhiakuvlugit Anengnimik Naguyumik, 
ACT.8.16	tapfuma tikingimagit tapkua. Baptaiektauhimayugaluit kihimi Atangum Jesusim atiagun. 
ACT.8.17	Aahin Peterm Johnillu patigmatigik tayyainak aituhiaktun Anengnimik Naguyumik.
ACT.8.18	Talva Simon tautukami, Anengnek Naguyuk tuniyauman apostlet algamigun, patigagata, tuniyumayait manimik, 
ACT.8.19	ukakhuni, “Aituktingalu hakugignengmik uminga, patigaiguma inugmik tamna aituhiakuvlugu Anengnimik Naguyumik.” 
ACT.8.20	Peterm ukallautiyaa, “Silvat manin ilvillu tamaglit ihumagavin Godim aitutaa pinagianigman manitigun. 
ACT.8.21	Maligngitutin ilaungitkivlutillu Ukauhingnun umatin nagungitpiagman Godim takuani. 
ACT.8.22	Huinekivallaagavin ihumaliukiglutin Atanengmullu tukhiakpaglutin umativit ihumangit ihumagiyauyunaekuvlugit aiyunagngitpan, 
ACT.8.23	ilihimagama ihuitumun kivgaktuktitaugavin ilumektauvlutillu kuvianaitumik.” 
ACT.8.24	Simon kiuyuk, “Ilaa pivlunga kengagiagin Atanengmun ukakhimayatin tikikunagit uvamnun.”
ACT.8.25	Tapkuaglu inuit ukagvigiyain akhun ukautigivlugu Atangum unipkaa. Kinguagun Jerusalemun utiuvaktuk ilihauyyivluni unipkagmik naguyumik Samariamiunun iglukagluangitunun.
ACT.8.26	Talva Atangum ihalguliata Philip ukallautiyaa ukakhuni, “Makitin aullagiagillu paunga apkumun aullayuk Jerusalemin Gazamun.” (Taman apkun aullayuk inuilgulmi.) 
ACT.8.27	Makinami Philip aullaktuk. Tapfumanilu inuk Ethiopaimiutak, nulianiyuituk, kivgauyuk aiyuitpiaktuk Ethiopiamiun ataninganun. Tamna angnak atikakhuni Kandakimik. Kivgak tamna amekhivaktuk atanimi pikutainik tamainik, Jerusalemungakpaktuk angayyukuvlugu. 
