GEN.1.1	Pada mulanya, ketika Allah mula menciptakan alam semesta,
DAN.2.2	Oleh itu raja memanggil semua penilik, ahli sihir, bomoh, dan orang berilmu untuk mentafsirkan mimpinya itu. Ketika semua orang itu menghadap, 
DAN.2.3	raja bertitah kepada mereka, “Beta bermimpi, dan beta gelisah kerana beta hendak tahu erti mimpi itu.”
DAN.2.4	Mereka menjawab dalam bahasa Aram:
DAN.2.5	Raja bertitah, “Beta telah mengambil keputusan ini. Kamu harus menyatakan mimpi itu dengan tafsirannya kepada beta. Jika kamu gagal, kamu akan dipotong-potong dan rumah kamu dirobohkan dan dijadikan timbunan puing. 
DAN.2.6	Tetapi jika kamu berjaya memberitahu beta mimpi itu serta tafsirannya, beta akan mengurniakan hadiah yang istimewa dan kehormatan yang besar kepada kamu. Sekarang beritahukan mimpi beta itu dan tafsirannya.”
DAN.2.7	Mereka menjawab lagi, “Jika tuanku menceritakan mimpi itu kepada kami, barulah kami dapat mentafsirkannya.”
DAN.2.8	Raja bertitah, “Tepat sekali sangkaan beta! Kamu hanya mahu melengah-lengahkan masa, kerana kamu tahu bahawa beta telah bertekad 
DAN.2.9	hendak menjatuhkan hukuman yang sama kepada kamu semua jika kamu tidak dapat menceritakan mimpi itu kepada beta. Kamu berpakat untuk berdusta kerana kamu berharap bahawa beta akan mengubah keputusan beta. Ceritakanlah dahulu mimpi beta itu, barulah beta yakin bahawa kamu juga dapat mentafsirkannya.”
DAN.2.10	Para penasihat raja berkata, “Tiada seorang pun di seluruh bumi ini dapat memberitahu tuanku apa yang dikehendaki tuanku. Bahkan raja yang agung dan kuat tidak pernah menuntut penilik, ahli sihir, dan orang berilmu berbuat demikian. 
DAN.2.11	Permintaan tuanku amat susah sehingga tiada sesiapa dapat mengabulkannya, kecuali para dewa; dan para dewa pula tidak tinggal di kalangan manusia.”
DAN.2.12	Mendengar hal itu, raja naik murka dan menitahkan supaya semua penasihat raja di Babel dibunuh. 
DAN.2.13	Maka perintah raja pun diumumkan dan semua orang cerdik pandai, termasuk Daniel dan kawan-kawannya dicari untuk dibunuh.
DAN.2.14	Maka Daniel menemui Ariokh, ketua pengawal raja. Dialah yang telah diperintahkan untuk menjalankan hukuman bunuh itu. Dengan berhati-hati, 
DAN.2.15	Daniel bertanya kepada Ariokh, sebabnya raja memberikan titah yang kejam itu. Ariokh pun menceritakan apa yang telah berlaku.
DAN.2.16	Daniel segera memohon lebih masa daripada raja agar dia dapat mentafsirkan mimpi itu bagi raja. 
DAN.2.17	Kemudian Daniel pulang dan memberitahu kawan-kawannya Hananya, Misael, dan Azarya, perkara yang telah berlaku. 
DAN.2.18	Dia menyuruh mereka berdoa kepada Allah penguasa di syurga agar Dia mengasihani mereka dan menjelaskan rahsia mimpi itu kepada mereka, supaya mereka tidak dibunuh bersama-sama penasihat lain di Babel. 
DAN.2.19	Pada malam itu juga Allah menjelaskan rahsia mimpi itu kepada Daniel dalam satu penglihatan. Daniel memuji Allah penguasa di syurga dengan berkata,
DAN.2.20	“Allah sungguh bijak dan berkuasa!
DAN.2.20	Pujilah Dia selama-lamanya.
DAN.2.21	Dialah yang menguasai musim dan masa;
DAN.2.21	Dia melantik dan memecat raja;
DAN.2.21	Dialah yang memberikan kebijaksanaan dan pengertian.
DAN.2.22	Dia menyatakan rahsia yang amat dalam;
DAN.2.22	Dia tahu akan hal yang tersembunyi dalam kegelapan,
DAN.2.22	Dia diliputi oleh cahaya.
DAN.2.23	Aku memuji dan menghormati Engkau, ya Allah nenek moyangku.
DAN.2.23	Engkau telah memberi aku kebijaksanaan dan kekuatan;
DAN.2.23	Engkau telah mengabulkan doaku,
DAN.2.23	dan memberi kami jawapan bagi raja.”
DAN.2.24	Kemudian Daniel pergi kepada Ariokh, orang yang ditugaskan untuk membunuh para penasihat raja. Daniel berkata kepadanya, “Janganlah bunuh para penasihat itu. Bawalah saya menghadap raja dan saya akan mentafsirkan mimpi raja.”
DAN.2.25	Dengan segera, Ariokh membawa Daniel menghadap Raja Nebukadnezar. Dia berkata kepada raja, “Hamba telah menjumpai seorang Yahudi dalam buangan, yang dapat mentafsirkan mimpi tuanku.”
DAN.2.26	Kemudian raja bertanya kepada Daniel yang juga disebut Beltsazar, “Dapatkah kamu memberitahu beta mimpi beta dan mentafsirkannya?”
DAN.2.27	Daniel menjawab, “Tiada orang berilmu, ahli sihir, penilik atau ahli nujum yang dapat melakukan hal itu. 
DAN.2.28	Tetapi Allah penguasa di syurga, menyatakan segala rahsia; Dia telah memberitahu tuanku hal masa depan. Oleh itu perkenanlah hamba menceritakan mimpi tuanku, iaitu penglihatan yang tuanku nampak ketika tuanku beradu.
DAN.2.29	Ketika tuanku beradu, tuanku bermimpi tentang perkara masa depan, dan Allah yang menyatakan segala rahsia telah memperlihatkan perkara yang akan berlaku itu kepada tuanku. 
DAN.2.30	Allah telah menjelaskan rahsia mimpi itu kepada hamba, bukan kerana hamba lebih bijak daripada sesiapa pun, tetapi supaya tuanku boleh memahami tafsiran mimpi itu dan mengerti akan isi hati tuanku.
DAN.2.31	Dalam penglihatan itu tuanku nampak sebuah patung di hadapan tuanku. Patung itu sangat besar, berkilau-kilauan, dan sungguh menakutkan. 
DAN.2.32	Kepalanya dibuat daripada emas tulen; dada dan lengannya daripada perak; pinggang dan pinggulnya daripada gangsa; 
DAN.2.33	paha dan betisnya daripada besi, sedangkan kakinya sebahagian daripada besi dan sebahagian lagi daripada tanah liat. 
DAN.2.34	Ketika tuanku sedang memandangnya, sebuah batu besar jatuh dari tebing dengan sendirinya, dan menimpa kaki patung yang dibuat daripada besi dan tanah liat itu, lalu menghancurkannya. 
DAN.2.35	Dengan serta-merta patung itu roboh dan menjadi timbunan besi, tanah liat, gangsa, perak, dan emas yang hancur luluh seperti debu di tempat mengirik gandum pada musim panas. Lalu angin pula meniupnya tanpa meninggalkan sebarang kesan. Tetapi batu itu menjadi sebuah gunung yang memenuhi seluruh bumi.
DAN.2.36	Itulah mimpi tuanku. Sekarang ini pula tafsirannya. 
DAN.2.37	Tuanku raja yang agung. Allah penguasa di syurga menjadikan tuanku seorang maharaja. Dia memberi tuanku kuasa, kekuatan, dan kehormatan. 
DAN.2.38	Dia menjadikan tuanku penguasa atas seluruh bahagian bumi yang berpenduduk, bahkan penguasa atas binatang dan burung sekalipun. Tuankulah kepala yang dibuat daripada emas itu. 
DAN.2.39	Selepas kerajaan tuanku berakhir, akan bangkit sebuah kerajaan yang tidak seagung kerajaan tuanku. Selepas itu akan muncul kerajaan ketiga, yang dilambangkan oleh gangsa, yang akan memerintah seluruh bumi. 
DAN.2.40	Kemudian sebuah kerajaan keempat yang sekuat besi akan meremukkan dan menghancurkan segala sesuatu. Sebagaimana besi menghancurkan segala sesuatu, demikian juga kerajaan itu akan meremukkan dan menghancurkan semua kerajaan yang lain itu. 
DAN.2.41	Tuanku nampak kaki dan jari kaki patung itu dibuat daripada besi dan tanah liat. Itu bermakna bahawa kerajaan itu akan terbahagi. Kerajaan itu juga mempunyai kekuatan seperti besi kerana tanah liat itu bercampur besi. 
DAN.2.42	Jari kakinya yang sebahagian daripada besi dan sebahagian daripada tanah liat bermakna bahawa sebahagian daripada kerajaan itu kuat dan sebahagian lagi lemah. 
DAN.2.43	Tuanku nampak juga besi yang bercampur tanah liat. Hal itu bermakna penguasa-penguasa kerajaan itu akan cuba menyatukan kerajaan mereka dengan mengadakan kahwin campuran, tetapi sebagaimana besi tidak dapat sebati dengan tanah liat, demikian juga mereka tidak akan berjaya. 
DAN.2.44	Pada masa pemerintahan penguasa-penguasa itu, Allah penguasa di syurga akan mendirikan sebuah kerajaan yang kekal dan yang tidak dapat dikalahkan. Sebaliknya kerajaan itu akan memusnahkan sama sekali semua kerajaan yang lain, lalu kerajaan itu akan memerintah selama-lamanya. 
DAN.2.45	Tuanku nampak batu itu jatuh dari tebing dengan sendirinya, serta menimpa patung yang dibuat daripada besi, gangsa, tanah liat, perak, dan emas itu. Allah yang besar sedang memberitahu tuanku hal masa depan. Itulah mimpi tuanku yang sebenarnya, dan tafsirannya dapat dipercayai.”
DAN.2.46	Kemudian Raja Nebukadnezar pun sujud di hadapan Daniel dan memerintahkan agar korban bijirin dan kemenyan dipersembahkan kepada Daniel. 
DAN.2.47	Raja bertitah, “Sesungguhnya Allahmu agung antara semua dewa; Dialah Tuhan semua raja, dan Dia menyatakan segala rahsia. Beta tahu akan hal itu kerana kamu dapat menjelaskan rahsia itu.” 
DAN.2.48	Selepas itu raja menganugerahi Daniel kedudukan yang tinggi, memberinya hadiah-hadiah yang istimewa, melantik dia menjadi penguasa wilayah Babel dan ketua penasihat raja. 
DAN.2.49	Atas permintaan Daniel, raja menyerahkan pentadbiran wilayah Babel kepada Sadrakh, Mesakh, dan Abednego. Tetapi Daniel tinggal di istana raja dan berkhidmat di situ.
DAN.3.1	Pada suatu masa Raja Nebukadnezar mendirikan sebuah patung daripada emas: tingginya 27 meter dan lebarnya hampir 3 meter. Baginda mendirikan patung itu di dataran Dura di wilayah Babel. 
DAN.3.2	Kemudian raja memerintahkan semua pegawainya berkumpul - para raja wilayah, gabenor, ketua daerah, penasihat negara, bendahara, hakim, majistret, dan semua pegawai daerah. Mereka diwajibkan hadir pada upacara perasmian patung yang telah didirikan oleh Raja Nebukadnezar. 
DAN.3.3	Ketika mereka semua berkumpul untuk upacara perasmian dan berdiri di hadapan patung itu, 
DAN.3.4	terdengarlah seorang bentara mengumumkan dengan suara yang lantang, “Hai orang daripada semua bangsa, kaum, dan bahasa, dengarlah titah raja ini: 
DAN.3.5	Kamu akan mendengar bunyi trompet, diikuti oleh permainan seruling, rebab, gambus, kecapi, dan alat-alat muzik yang lain. Sebaik sahaja muzik bermula, hendaklah kamu sujud dan menyembah patung emas yang telah didirikan oleh Raja Nebukadnezar. 
DAN.3.6	Sesiapa yang tidak sujud dan menyembahnya akan segera dilemparkan ke dalam relau yang bernyala-nyala.” 
DAN.3.7	Oleh itu, sebaik sahaja mereka mendengar bunyi alat-alat muzik itu, orang daripada semua bangsa, kaum, dan bahasa sujud serta menyembah patung emas yang didirikan oleh Raja Nebukadnezar.
DAN.3.8	Ketika itulah beberapa orang Babilonia mengambil kesempatan untuk mencari kesalahan orang Yahudi. 
DAN.3.9	Mereka berkata kepada Raja Nebukadnezar, “Daulat tuanku! 
DAN.3.10	Tuanku telah bertitah bahawa sebaik sahaja muzik bermula, setiap orang harus sujud dan menyembah patung emas itu. 
DAN.3.11	Sesiapa yang tidak sujud untuk menyembahnya akan dibuang ke dalam relau yang bernyala-nyala. 
DAN.3.12	Beberapa orang Yahudi yang tuanku lantik menjadi pentadbir wilayah Babel tidak patuh akan perintah tuanku. Mereka ialah Sadrakh, Mesakh, dan Abednego. Mereka tidak sujud dan menyembah dewa tuanku, mahupun patung yang tuanku dirikan itu.”
DAN.3.13	Mendengar hal itu raja naik murka lalu memberikan perintah supaya ketiga-tiga orang itu dibawa menghadapnya. 
DAN.3.14	Raja bertitah kepada mereka, “Sadrakh, Mesakh, dan Abednego, betulkah kamu tidak mahu menyembah dewa beta dan tidak mahu sujud di hadapan patung emas yang telah beta dirikan itu? 
DAN.3.15	Sekarang apabila kamu mendengar bunyi trompet, seruling, rebab, gambus, kecapi, dan alat-alat muzik yang lain, sujudlah serta sembahlah patung itu. Jika tidak, kamu akan segera dilemparkan ke dalam relau yang bernyala-nyala. Dewa manakah yang dapat menyelamatkan kamu?”
DAN.3.16	Sadrakh, Mesakh, dan Abednego menjawab, “Tuanku, kami tidak akan cuba membela diri. 
DAN.3.17	Jika Allah yang kami sembah itu sanggup menyelamatkan kami dari relau yang bernyala-nyala dan daripada kuasa tuanku, Dia akan menyelamatkan kami.
DAN.3.18	Tetapi seandainya Dia tidak melakukannya juga, hendaklah tuanku maklum bahawa kami tidak akan menyembah dewa tuanku mahupun sujud menyembah patung emas yang tuanku dirikan itu.”
DAN.3.19	Ketika itu Raja Nebukadnezar sangat murka terhadap Sadrakh, Mesakh, dan Abednego sehingga mukanya menjadi merah padam. Oleh itu raja memerintahkan orang-orangnya memanaskan relau tujuh kali lebih panas daripada biasa. 
DAN.3.20	Baginda memerintah beberapa orang askar yang paling kuat untuk mengikat ketiga-tiga orang itu dan melemparkan mereka ke dalam relau yang bernyala-nyala itu. 
DAN.3.21	Askar raja pun mengikat tiga orang itu yang masih berpakaian lengkap - baju labuh, jubah, serban dan semua pakaian lain - lalu melemparkan mereka ke dalam relau yang bernyala-nyala. 
DAN.3.22	Oleh sebab raja memberikan perintah supaya relau itu dipanaskan lebih daripada biasa, api itu membakar sampai mati askar-askar yang melemparkan tiga orang itu ke dalam relau. 
DAN.3.23	Sadrakh, Mesakh, dan Abednego jatuh ke dalam relau yang bernyala-nyala itu, dalam keadaan terikat.
DAN.3.24	Tiba-tiba Raja Nebukadnezar berdiri kerana terkejut dan bertanya kepada pegawai-pegawainya, “Bukankah kita mengikat tiga orang dan melemparkan mereka ke dalam relau yang bernyala-nyala itu?”
DAN.3.24	Mereka menjawab, “Benar, tuanku.”
DAN.3.25	“Tetapi mengapakah beta nampak empat orang berjalan-jalan di tengah-tengah api itu?” tanya raja. “Mereka tidak terikat, dan nampaknya mereka tidak cedera. Orang keempat itu rupanya seperti malaikat.”
DAN.3.26	Lalu Raja Nebukadnezar menghampiri pintu relau itu dan bertitah, “Sadrakh! Mesakh! Abednego! Hamba-hamba Allah Yang Maha Tinggi, keluarlah!” Mereka pun keluar dengan segera. 
DAN.3.27	Semua raja, gabenor, ketua daerah, dan pegawai-pegawai yang lain berkumpul untuk melihat tiga orang yang tidak terbakar oleh api itu. Rambut mereka tidak hangus, pakaian mereka tidak terbakar, bahkan mereka tidak berbau asap pun.
DAN.3.28	Lalu raja bertitah, “Pujilah Allah yang disembah Sadrakh, Mesakh, dan Abednego! Dia telah mengutus malaikat untuk menyelamatkan orang yang berbakti serta percaya kepada-Nya. Mereka melanggar perintah beta dan berani mempertaruhkan nyawa daripada sujud menyembah dewa lain kecuali Allah mereka.
DAN.3.29	Sekarang dengarlah titah beta: Sesiapa daripada bangsa, kaum, atau bahasa apa pun yang menghina Allah Sadrakh, Mesakh, serta Abednego, akan dipotong-potong, dan rumahnya akan dirobohkan dan dijadikan timbunan puing. Tiada dewa yang dapat melakukan hal yang telah dilakukan Allah mereka.”
DAN.3.30	Selepas itu raja menaikkan pangkat Sadrakh, Mesakh, dan Abednego di wilayah Babel.
DAN.4.1	Raja Nebukadnezar mengirim pengumuman berikut kepada orang daripada semua bangsa, kaum, dan bahasa di seluruh dunia:
DAN.4.1	“Salam! 
DAN.4.2	Dengarlah cerita beta tentang keajaiban dan mukjizat yang telah dinyatakan kepada beta oleh Allah Yang Maha Tinggi!
DAN.4.3	Alangkah besarnya keajaiban yang dinyatakan Allah!
DAN.4.3	Alangkah hebatnya mukjizat yang dilakukan-Nya!
DAN.4.3	Allah adalah raja selama-lamanya;
DAN.4.3	Dia memerintah sepanjang masa.
DAN.4.4	Beta hidup selesa di istana beta, dan menikmati kemewahan. 
DAN.4.5	Tetapi pada suatu hari ketika beta beradu, beta bermimpi dan mendapat penglihatan yang mengerikan. 
DAN.4.6	Beta memerintahkan semua penasihat di Babel supaya datang menghadap dan mentafsirkan mimpi beta itu. 
DAN.4.7	Semua penilik, ahli sihir, orang berilmu, dan ahli nujum dibawa menghadap. Beta menceritakan mimpi beta, tetapi mereka tidak dapat mentafsirkannya. 
DAN.4.8	Kemudian Daniel datang menghadap beta. Dia juga dinamakan Beltsazar, menurut nama dewa beta. Daniel memperoleh kuasa daripada roh dewa-dewa
DAN.4.9	Hai Beltsazar, ketua orang berilmu, beta tahu bahawa roh dewa-dewa
DAN.4.10	Ketika beta beradu, beta nampak sebatang pokok yang besar di tengah-tengah bumi. 
DAN.4.11	Pokok itu bertambah besar dan kuat sehingga puncaknya sampai ke langit dan dapat dilihat oleh setiap orang di dunia. 
DAN.4.12	Daun-daunnya segar dan buahnya lebat sekali - cukup untuk dimakan orang di seluruh dunia. Binatang buas berteduh di bawahnya; burung membuat sarang di dahannya, dan semua makhluk hidup makan buah-buahnya.
DAN.4.13	Sedang beta memikirkan penglihatan itu, beta nampak satu malaikat turun dari syurga. Malaikat itu siap sedia dan berwaspada. 
DAN.4.14	Dia berkata dengan suara yang lantang, ‘Tebanglah pokok itu, dan potonglah dahan-dahannya. Gugurkanlah daunnya dan taburkanlah buah-buahnya. Usirlah binatang di bawahnya dan burung yang bersarang di dahannya. 
DAN.4.15	Tetapi tinggalkanlah tunggulnya di tanah, dan ikatlah dengan rantai besi dan gangsa. Tinggalkanlah tunggul itu di padang rumput.
DAN.4.15	Biarlah lelaki itu kena embun dan biarlah dia tinggal bersama-sama binatang dan tumbuh-tumbuhan lain. 
DAN.4.16	Selama tujuh tahun akal manusianya akan berubah menjadi seperti akal binatang. 
DAN.4.17	Itulah keputusan malaikat-malaikat yang bijak dan berwaspada. Oleh itu, hendaklah orang di mana-mana mengetahui bahawa Allah Yang Maha Tinggi mempunyai kuasa atas kerajaan manusia, dan Dia berkuasa memberikan kerajaan itu kepada sesiapa yang dikehendaki-Nya, malah kepada orang yang tidak penting sekalipun.’
DAN.4.18	Itulah mimpi beta. Hai Beltsazar, berikanlah tafsirannya sekarang. Tiada seorang penasihat beta pun dapat mentafsirkannya, tetapi kamu dapat kerana kamu memperoleh kuasa daripada roh dewa-dewa
DAN.4.19	Daniel, yang juga dinamakan Beltsazar, begitu terkejut untuk seketika sehingga tidak dapat berkata-kata. Tetapi raja bertitah, “Hai Beltsazar, janganlah berasa cemas kerana mimpi itu dan tafsirannya.”
DAN.4.19	Beltsazar menjawab, “Tuanku, sesungguhnya hamba berharap mimpi itu serta tafsirannya tentang musuh tuanku, dan bukan tentang tuanku. 
DAN.4.20	Pokok itu amat tinggi dan memuncak ke langit, sehingga dapat dilihat oleh setiap orang di bumi. 
DAN.4.21	Daunnya segar dan buahnya lebat sehingga cukup bagi makanan orang di seluruh dunia. Binatang buas berteduh di bawahnya dan burung membuat sarang di dahannya.
DAN.4.22	Ya tuanku, tuankulah pokok yang tinggi dan kuat itu. Kebesaran tuanku bertambah sehingga memuncak ke langit, dan kekuasaan tuanku meluas ke seluruh bumi. 
DAN.4.23	Ketika tuanku sedang memandang, satu malaikat turun dari syurga dan berkata, ‘Tebanglah pokok itu dan musnahkannya, tetapi biarkan tunggulnya di tanah. Ikatlah tunggul itu dengan rantai besi dan gangsa, lalu tinggalkan tunggul itu bersama-sama rumput di padang. Biarlah orang itu kena embun, dan biarlah dia tinggal di situ bersama-sama binatang selama tujuh tahun.’
DAN.4.24	Inilah tafsirannya, hai tuanku, dan inilah yang dinyatakan Allah Yang Maha Tinggi tentang hal yang akan berlaku kepada tuanku. 
DAN.4.25	Tuanku akan diusir daripada masyarakat, dan akan tinggal bersama-sama binatang buas. Selama tujuh tahun tuanku akan makan rumput seperti lembu, beradu di lapangan terbuka sehingga dibasahi embun. Barulah tuanku tahu bahawa Allah Yang Maha Tinggi mempunyai kuasa atas segala kerajaan manusia, dan Dia berkuasa memberikan kerajaan itu kepada sesiapa yang dikehendaki-Nya. 
DAN.4.26	Perintah yang diberikan supaya tunggul itu ditinggalkan di tanah bermakna tuanku akan menjadi raja lagi setelah tuanku mengakui bahawa Allah menguasai seluruh dunia. 
DAN.4.27	Oleh itu, hai tuanku, turutlah nasihat hamba. Janganlah berdosa lagi. Lakukanlah apa yang baik dan adil, dan kasihanilah orang yang ditindas.
