MAT.1.1	BAHWA inilah surat katurunan Isa Almasih, iya itu anak Daud, dan anak Ibrahim.
GAL.4.2	Mŭlainkan iya itu dibawah prentah guru, dan pŭmrentah, sahingga pada masa yang akan ditŭntukan ulih ayahnya.
GAL.4.3	Maka dŭmkian pula kami inipun tŭtkala lagi kanak kanak, kami adalah pŭrhambaan dibawah alif ba ta dunia.
GAL.4.4	Tŭtapi apabila sampie gŭnap waktunya itu, maka disuroh Allah akan Anaknya itu yang tŭlah jadi deripada sa’orang pŭrampuan, tŭrta’lok dibawah hukum tauret;
GAL.4.5	Supaya ditŭbusnya akan sagala orang yang tŭrta’lok dibawah hukum tauret, supaya kami bŭrulih pangkat anak anak angkat.
GAL.4.6	Adapun ulih sŭbab kamu anak anak adanya, maka Allah tŭlah mŭnyurohkan Roh Anaknya laki laki itu masok kadalam hati kamu yang bŭrsru, Abba, Ayah.
GAL.4.7	Maka sŭbab itulah kamu bukannya lagi sa’orang hamba, mŭlainkan sa’orang anak, dan jikalau sa’orang anak, maka bahwasanya sa’orang warithlah bagie Allah dŭngan bŭrkat Almasih.
GAL.4.8	Akan tŭtapi tŭtkala bŭlom kamu mŭngŭnal Allah, kamu tŭlah dipŭrhambakan kapada yang bukannya mŭmpunyai tabiat Allah.
GAL.4.9	Tŭtapi skarang kumdian deripada kamu tŭlah mŭngŭnal akan Allah, atau tŭrutamalah dikŭnal ulih Allah akan kamu, maka bŭtapakah kamu handak bŭrpaling pula kapada sagala pŭngajaran alif ba ta yang lŭmah dan mŭskin itu, sŭrta handak pŭrhambakan lagi pula dirimu kapadanya?
GAL.4.10	Bahwa kamu mŭngindahkan hari, dan bulan, dan waktu, dan tahun.
GAL.4.11	Maka kutakotlah akan hal kamu itu, asal jangan tŭrbuang lŭlahku atas kamu dŭngan sia sia.
GAL.4.12	Saudara saudaraku, kupintalah kapada kamu, jadilah spŭrti aku, kŭrna aku ini spŭrti kamu adanya; kamu tiada skali kali mŭmbuat susah bagieku.
GAL.4.13	Maka kamu tŭlah mŭngatahui, bahwa aku mŭngajar Injil pada kamu mula mulanya dŭngan kalŭmahan tubohku,
GAL.4.14	Dan pŭrchobaanku yang ada dalam tubohku itu tiada kamu kŭjikan, atau mŭnolakkan dia, mŭlainkan kamu tŭlah mŭnŭrima akan daku spŭrti sa’orang mŭliekat Allah, spŭrti Isa Almasih juga.
GAL.4.15	Manakah bŭrkat yang kamu mŭngatakan itu? Kŭrna aku mŭnjadi saksi, bahwa jikalau dapat kiranya, tŭntu kamu handak mŭnyongkilkan biji matamu sŭndiri itu mŭmbrikan padaku.
GAL.4.16	Maka deri sŭbab itu, aku mŭnjadi sŭtrumukah, sŭbab aku kata padamu yang bŭnar itu?
GAL.4.17	Maka marika itu chŭndrong kapada kamu dŭngan rajin, tŭtapi bukan dŭngan baiknya; iya mahu mŭnchŭriekan kamu, supaya kamu chŭndrong kapada dia.
GAL.4.18	Tŭtapi baik juga mŭnjadi rajin slalu dalam pŭrkara yang baik, bukannya pada waktu aku ada bŭrhadapan dŭngan kamu sahja.
GAL.4.19	Hie anak anakku yang kugandongkan kabratan akan mŭmpranakkan kamu pula, sahingga Almasih disifatkan dalam kamu;
GAL.4.20	Maka kahandakku bŭrhadapan dŭngan kamu skarang ini, dan mŭnukarkan pŭrkataanku, kŭrna bimbanglah hatiku sŭbab kamu.
GAL.4.21	Katakanlah kapadaku, hie orang yang handak ta’lok dibawah hukum tauret itu, tiadakah kamu mŭnŭngar akan pŭrkataan tauret itu?
GAL.4.22	Kŭrna tŭlah tŭrsurat, Ibrahim itu adalah dua anak laki lakinya, iya itu sa’orang deripada sahya pŭrampuan, dan sa’orang deripada pŭrampuan mŭrdehka.
GAL.4.23	Tŭtapi anak deripada sahya pŭrampuan itu tŭlah dipranakkan dŭngan pri hawa nafsu, tŭtapi anak deripada pŭrampuan mŭrdehka itu sudah jadi sŭbab pŭrjanjian.
GAL.4.24	Maka pŭrkara itulah mŭnjadi suatu ibarat, kŭrna iya itu dua pŭrjanjian adanya, maka yang suatu itu asalnya deri bukit Tŭrsina yang mŭmpranakkan pŭrhambaan, iya itulah Hagar.
GAL.4.25	Adapun Hagar itu ibaratnya bukit Tŭrsina ditanah Arab, maka iya itu stuju dŭngan Jerusalem yang ada skarang ini mŭnjadi hamba sŭrta dŭngan anak anaknya.
GAL.4.26	Akan tŭtapi Jerusalem yang ada diatas itu mŭrdehka adanya, maka iya itulah bondah kami skalian.
GAL.4.27	Kŭrna tŭlah tŭrsurat, Bŭrsuka sukaanlah hie pŭrampuan mandol yang tiada branak; bŭrsoraklah sŭrta bŭrsru, hie angkau yang bŭlom kŭna sakit branak, kŭrna yang kosong itulah ada tŭrlebih banyak anak anak deripada yang bŭrswami.
GAL.4.28	Adapun kami ini skarang hie saudara saudara, spŭrti ka’adaan Isahak, anak anak pŭrjanjian itu.
GAL.4.29	Adapun spŭrti tŭtkala dahulu itu, yang tŭlah dipranakkan dŭngan hawa nafsu itu, tŭlah mŭngannyayai akan yang tŭlah dipranakkan deri pada Roh itu, maka dŭmkian lagi sampie kapada skarang ini.
GAL.4.30	Kŭndatilah, apakah pŭrkataan kitab? Buangkanlah sahya pŭrampuan ini bŭsŭrta anaknya, kŭrna anak sahya pŭrampuan itu tiada kŭlak mŭnjadi warith sama dŭngan anak pŭrampuan mŭrdehka itu.
GAL.4.31	Dŭmkianlah hie saudara saudaraku, bukannya kami anak anak deripada sahya pŭrampuan itu, mŭlainkan anak anak deripada pŭrampuan mŭrdehka itu.
GAL.5.1	ADAPUN sŭbab itu bŭrdirilah tŭtap kami dalam hal bibas yang tŭlah dibibaskan ulih Almasih akan kami, maka janganlah pula lagi kamu bŭrsangkotan dŭngan kok pŭrhambaan itu.
GAL.5.2	Bahwa sŭsungguhnya aku Paulus bŭrkata pada kamu, maka jikalau kiranya kamu bŭrsunat, maka Almasih itu kŭlak tiadalah mŭnjadi guna pada kamu.
GAL.5.3	Kŭrna bŭrsaksilah pula lagi aku kapada barang siapa yang bŭrsunat, maka iya itulah sa’orang bŭrhutang akan bŭrbuat sagala pŭrkara hukum tauret.
GAL.5.4	Maka Almasih itu kŭlak mŭnjadi satu pun tiadalah guna pada kamu, barang siapa deripada kamu yang tŭlah dibŭnarkan ulih tauret; maka kamu tŭlah gugorlah deripada anugrah.
GAL.5.5	Kŭrna kami ini dŭngan bŭrkat Roh itu mŭnantikan harap akan dibŭnarkan ulih iman.
GAL.5.6	Kŭrna pada Isa Almasih itu tiada bŭrguna, baik bŭrsunat atau tidak bŭrsunat, mŭlainkan iman yang dilakukan dŭngan kasih.
GAL.5.7	Maka kamu dahulu lari baik, maka siapakah yang tŭlah mŭnahankan kamu supaya jangan kamu mŭnurot yang bŭnar itu.
GAL.5.8	Adapun ajak itu bukannya deripada yang tŭlah mŭnjumpot kamu.
GAL.5.9	Maka ragi yang sŭdikit itu mŭnghamirkan samua gumpal tŭpong.
GAL.5.10	Maka adalah kuharap kamu dŭngan bŭrkat Tuhan, tiadalah kamu mŭnaroh ingatan yang lain; tŭtapi orang yang mŭngarukan kamu itu, iya kŭlak akan mŭnanggong hukumnya, siapa pun baik.
GAL.5.11	Adapun aku ini, hie saudara saudara, jikalau ada lagi aku mŭngajar deri hal bŭrsunat itu, mŭngapakah aku ini diannyayakan juga? maka jikalau dŭmkian, kadŭngkian deri kŭrna salib itu bŭrhŭntilah sudah.
GAL.5.12	Hie, kukahandakilah supaya marika itu dichŭriekan juga yang mŭngarukan kamu itu.
GAL.5.13	Kŭrna, hie saudara saudara, kamu ini tŭlah dijŭmpot dalam hal kabibasan; maka jaganlah kamu mŭmakie kabibasan itu, akan mŭnurotkan hawa nafsu, mŭlainkan dŭngan kasihlah kamu bŭrlaku sa’orang dŭngan sa’orang.
GAL.5.14	Kŭrna sagala hukum tauret itu, tŭlah tŭrhimpon dalam sa’patah kata juga, iya itu dŭmkian ini; Handaklah angkau mŭngasihi samamu manusia itu spŭrti dirimu sŭndiri.
GAL.5.15	Tŭtapi jikalau kamu mŭngigit, atau mŭmakan sa’orang akan sa’orang, maka ingatlah kamu supaya jangan kŭlak kamu hangus kaduanya.
GAL.5.16	Maka inilah pŭrkataanku, Bahwa handaklah kamu mŭnurot jalan Roh, maka tiadalah kŭlak kamu bŭrbuat kainginnan hawa nafsu itu.
GAL.5.17	Kŭrna hawa nafsu itu ingin handak mŭlawan Roh, dan Roh itupun mŭlawan hawa nafsu itu: maka kaduanya itu bŭrlawan lawanan adanya: sahingga tiadalah dapat kamu mŭngadakan barang yang kamu kahandaki itu.
GAL.5.18	Tŭtapi jikalau kamu kŭlak dipimpin ulih Roh, nŭschaya kamu tiadalah dibawah hukum tauret,
GAL.5.19	Skarang adapun sagala pŭkŭrjaan hawa nafsu itu nyatalah, iya itu dŭmkian, bŭrzinah, dan bŭrsundalan, dan kachŭmaran, dan pŭrchabolan;
GAL.5.20	Mŭnyŭmbah bŭrhala, dan hubatan, dan pŭrsŭtruan, dan pŭrbantahan, dan iri hati, dan pŭrkŭliehan, dan pŭrchŭdraan, dan salah fikiran dalam agama;
GAL.5.21	Dan kadŭngkian, dan bunoh, dan mabok, dan pŭrlentean, dan barang sŭbagienya; maka deri hal pŭrkara itulah aku tŭlah bŭrkata pada kamu dahulu, spŭrti yang tŭlah kukatakan pada masa yang tŭlah lalu, bahwa marika itu yang bŭrbuat pŭrkara pŭrkara yang tŭrsŭbut itu, maka iya itu tiada kŭlak akan mŭmpusakai krajaan Allah.
GAL.5.22	Tŭtapi buah buahan Roh itu, iya itu kasih, dan kasukaan, dan pŭrdamiean, dan panjang hati, dan lŭmah lŭmbut, dan kabajikan, dan sŭtia,
GAL.5.23	Dan karŭndahan hati, dan mŭnahan nafsu; bahwa tiadalah hukum yang mŭlawan akan pŭrkara yang dŭmkian.
GAL.5.24	Tŭtapi sagala orang yang milik Almasih itu tŭlah mŭnsalibkan hawa nafsunya itu, sŭrta dŭngan chita chita dan kainginannya pun.
GAL.5.25	Maka jikalau kiranya kami hidop ulih Roh, maka biarlah kiranya kami mŭnurot jalan Roh.
GAL.5.26	Maka janganlah kami ini mŭnghandaki hormat yang sia sia, mŭnyakitkan hati sa’orang akan sa’orang, dan bŭrdŭngki sa’orang akan sa’orang.
GAL.6.1	SAUDARA saudara, maka jikalau kiranya sa’orang kŭdapatan salah, maka handaklah kamu yang digŭrakkan ulih Roh itu mŭmbaiki orang yang dŭmkian itu dŭngan prangie yang lŭmah lŭmbut, sambil mŭnimbang dirimu pun, asal jangan angkau pun kŭna pŭrchobaan.
GAL.6.2	Tanggong mŭnanggong kamu akan tanggongan sa’orang dŭngan sa’orang, maka dŭngan hal yang dŭmkianlah kamu kŭlak mŭnggŭnapi hukum Almasih.
GAL.6.3	Kŭrna jikalau sa’orang mŭnyangkakan dirinya tŭlah mŭnjadi apa apa, apabila tiada apa apa, nŭschaya iya mŭnipu dirinya.
GAL.6.4	Tŭtapi handaklah masing masing orang mŭmreksai pŭrbuatannya sŭndiri, maka kumdian kŭlak bulihlah iya mŭndapat kasukaan bagie dirinya sŭndiri sahja, bukannya bagie orang lain.
GAL.6.5	Kŭrna masing masing orang patutlah kŭlak mŭnanggong tanggongannya sŭndiri.
GAL.6.6	Biarlah orang itu yang diajarkan pŭrkataan Allah itu, mŭmbahgikan sagala pŭrkara yang baik kapada orang yang mŭngajar itu.
GAL.6.7	Janganlah kamu tŭrtipu, bahwa Allah tiada bulih dipŭrdayakan; kŭrna barang apa yang ditanami ulih sa’orang, maka itu juga akan dituwienya.
GAL.6.8	Kŭrna barang siapa yang tŭlah mŭnanam bagie hawa nafsunya, maka deripada hawa nafsu juga iya akan mŭnuwie kabinasaan; akan tŭtapi barang siapa yang mŭnanam bagie Roh Allah, maka deripada Roh itu juga iya akan mŭnuwie slamat yang kŭkal.
GAL.6.9	Maka jaganlah kita mŭnjadi pŭnat dalam pŭkŭrjaan yang baik: kŭrna pada masa yang patut kamu akan mŭnuwie, jikalau kamu tiada lŭlah.
GAL.6.10	Sŭbab itu apabila kami mŭndapat kutika yang baik biarlah kami bŭrbuat baik kapada sagala manusia, tŭrutamalah kapada orang yang deripada isi rumah iman.
GAL.6.11	Maka lihatlah ulihmu brapa panjang surat yang kukirimkan pada kamu ini dŭngan tulisan tanganku sŭndiri.
GAL.6.12	Adapun sŭbanyak orang yang mŭnghandaki mŭngunjokkan muka muka dŭngan nafsu manusia, maka marika itu mŭmaksa akan kamu handak mŭnyurohkan bŭrsunat; asal jangan marika itu mŭrasai anyaya ulih sŭbab salib Almasih.
GAL.6.13	Kŭrna marika itu sŭndiri pun yang bŭrsunat tiada mŭmliharakan hukum tauret itu; tŭtapi marika itu mŭnghandaki kamu bŭrsunat, supaya iya tŭrmŭgahkan dirinya ulih sŭbab sunatmu itu.
GAL.6.14	Tŭtapi dijauhkan Allah asal jangan tŭrmŭgah aku dŭmkian, mŭlainkan kŭrna salib Tuhan kami Isa Almasih, maka ulih sŭbabnya juga dunia ini tŭlah disalibkan kapada aku, dan aku pun disalibkan kapada dunia.
GAL.6.15	Kŭrna adapun kapada Isa Almasih itu tiada bŭrfiedah satu pun tiada; baik bŭrsunat itu, atau tidak bŭrsunat, mŭlainkan suatu kajadian yang bahru.
GAL.6.16	Maka slamat dan rahmatlah kiranya atas sŭbanyak orang yang mŭnjalani spŭrti hukum ini, dan atas Israil Allah.
GAL.6.17	Maka deripada masa ini kŭlak janganlah barang sa’orang jua pun mŭngusahkan aku, kŭrna adalah pada tubohku ini bŭbrapa bŭkas parut ulih sŭbab Tuhan Isa.
GAL.6.18	Saudara saudaraku, anugrah Tuhan kami Isa Almasih adalah kiranya bŭsŭrta dŭngan nyawa kamu: Amin.
GAL.6.18	¶ Tŭrmaktob surat ini dinŭgri Rom, datang kapada orang Galatia.
EPH.1.1	ADAPUN Paulus, sa’orang rasul Isa Almasih, iya itu dŭngan kahandak Allah datang kapada orang orang salih yang ada dinŭgri Efesus, sŭrta kapada sagala orang yang bŭrsŭtia kapada Isa Almasih.
EPH.1.2	Maka biarlah kiranya atas kamu anugrah dan slamat deri pada Allah Ayah kami, dan deripada Tuhan Isa Almasih.
EPH.1.3	Puji bagie Allah, iya itu Ayah Tuhan kami Isa Almasih, yang tŭlah mŭmbŭrkati kami dŭngan sagala bŭrkat rohani yang deri dalam shorga ulih Almasih.
EPH.1.4	Spŭrti tŭlah dipileh Allah akan kami ulih Isa tŭrdahulu deripada kajadian dunia, supaya kami patut mŭnjadi suchi dŭngan tiada bŭrchachat dihadapannya kŭrna kasih.
EPH.1.5	Maka tŭlah ditakdirkan Allah akan kami kapada pangkat anak anak angkat bagienya, iya itu ulih Isa Almasih mŭnurot kŭrelaan kahandaknya.
EPH.1.6	Akan mŭmuji kamulian anugrahnya, dalam itupun iya tŭlah mŭnjadikan kami dipŭrkŭnankannya ulih sŭbab kakasihnya.
EPH.1.7	Maka deripada Isalah kami tŭlah tŭrtŭbus ulih sŭbab bŭrkat darahnya, iya itu ampunan sagala dosa, mŭnurot kŭkayaan anugrahnya,
EPH.1.8	Yang tŭlah dilempahkan Allah bagie kami dŭngan sagala hikmat dan bijaksana;
EPH.1.9	Sŭbab sudah dibrinya tahu pada kami akan rahsia kahandaknya itu mŭnurot kŭrelaannya yang tŭlah ditŭntukannya dalam dirinya;
EPH.1.10	Supaya dalam pŭratoran sagala waktu yang akan digŭnapi itu bulihlah Tuhan mŭnghimponkan sama sama mŭnjadi satu sagala pŭrkara itu bagie Almasih, iya itu baik yang dishorga, baik yang didunia, bagienya juga.
EPH.1.11	Maka deripadanyalah juga kami tŭlah bŭrulih suatu pusaka, sŭbab kami tŭlah ditakdirkan mŭnurot kahandak Allah yang mŭlakukan sagala sŭsuatu mŭnurot mufakat kahandaknya sŭndiri.
EPH.1.12	Supaya kami kŭlak bulih mŭnjadi kapujian bagie kamuliannya, yang tŭrdahulu tŭlah bŭrgantong akan Almasih.
EPH.1.13	Dan kapadanyalah juga kamu pun bŭrgantong, kumdian deripada kamu tŭlah mŭnŭngar pŭrkataan yang bŭnar, iyaani Injil slamat kamu itu; maka dalam Isa juga, sŭtlah sudah kamu pŭrchaya, maka kamu dimutriekan dŭngan Roh Alkudos yang tŭlah dijanjikan itu.
EPH.1.14	Iya itulah haluan pusaka kami, sahingga pŭndapatan tŭbusan yang tŭlah tŭrbli itu, akan mŭndatangkan puji bagie kamuliannya.
EPH.1.15	Maka sŭbab itulah aku pun, sŭtlah sudah mŭnŭngar derihal iman kamu bagie Tuhan Isa, sŭrta kasih kamu akan sagala orang salih itu,
EPH.1.16	Tiadalah aku bŭrhŭnti deripada mŭnguchapkan shukor kŭrna kamu itu, sambil kusŭbutkan hal kamu dalam sagala doaku;
EPH.1.17	Supaya Allah Tuhan kami Isa Almasih, iya itu Ayah kamulian itu bulih mŭngurniakan pada kamu roh budiman, dan pŭrtunjokkan akan mŭngŭnal dia.
EPH.1.18	Adapun sŭbab mata akal kamu itu tŭlah ditrangkan, bulihlah kamu dapat mŭngatahui akan hal hara jpŭmpotannya itu, dan apakah kŭkayaan kamulian pusakanya itu bagie orang orang salih adanya.
EPH.1.19	Dan apakah tŭrsangat kabŭsaran kwasanya kapada kami yang pŭrchaya ini, mŭnurot pŭkŭrjaan yang deripada amat kwasanya itu?
EPH.1.20	Yang tŭlah dilakukannya kapada Almasih, tŭtkala dibangkitkannya akan dia deripada matinya, dan didudokkannya akan dia disŭblah kanannya sŭndiri dalam shorga.
EPH.1.21	Iya itu tŭrlebih tinggi deripada sagala kŭpala pŭmrentah, dan pŭnguasaan, dan kwasa, dan pŭmrentahan, dan deripada sagala nama yang dinamai, bukannya dalam dunia ini sahja, mŭlainkan dalam yang akan datang pun.
EPH.1.22	Dan lagi Allah tŭlah mŭnarohkan sagala sŭsuatu itu kabawah kaki Isa, sŭrta dijadikannya akan dia kŭpala atas sagala sŭsuatu bagie sidang jŭmaah.
EPH.1.23	Maka iya itulah tubohnya, dan kalempahannya yang mŭmŭnohi sagala sŭsuatu dalam sagala sŭsuatu.
EPH.2.1	MAKA kamu tŭlah dihidopkannya yang tŭlah mati dalam kŭsalahan dan dosa.
EPH.2.2	Dalam hal yang dŭmkian, pada masa yang tŭlah lalu, kamu tŭlah mŭlakukan mŭnurot kahandak hawa nafsu dunia, mŭnurot pŭnghulu pŭnguasaan udara ini, iya itu roh yang ada bŭkŭrja skarang ini dalam hati anak anak dŭrhaka.
EPH.2.3	Maka diantaranyalah kami skalian inipun, pada masa yang tŭlah lalu, mŭlakukan mŭnurot sagala kainginan nafsu kami, mŭnchukopi kahandak hawa nafsu dan ingatan itu, dan tŭlah jadi deripada asalnya anak anak yang kŭna morka, spŭrti orang lain lain pun;
EPH.2.4	Tŭtapi Allah yang kaya dŭngan rahmat itu, ulih sŭbab kasihnya yang bŭsar itu, dŭngan itulah iya tŭlah mŭngasihi akan kami;
EPH.2.5	Sungguh pun tŭtkala kami tŭlah mati dalam dosa itu, dihidopkannya kami bŭsŭrta dŭngan Almasih; maka ulih anugrahlah kamu dislamatkan.
EPH.2.6	Dan lagi tŭlah dibangkitkannya bŭrsama sama, dan tŭlah didudokkan kami bŭrsama sama dalam shorga dŭngan bŭrkat Isa Almasih.
EPH.2.7	Supaya pada zaman zaman akan datang kŭlak, Allah akan mŭngunjokkan kŭkayaan anugrahnya yang amat sangat itu, ulih kamurahannya akan kami dŭngan bŭrkat Isa Almasih.
EPH.2.8	Kŭrna ulih anugrah juga kamu tŭlah dislamatkan sŭbab iman, iya itu bukannya dŭngan kwasa kamu sŭndiri, mŭlainkan pŭmbrian Allah adanya.
EPH.2.9	Bukannya dŭngan amal, asal jangan sa’orang pun kŭlak mŭmŭgahkan dirinya.
EPH.2.10	Kŭrna adalah kami ini pŭrbuatannya, dijadikannya dalam Isa Almasih itu kapada pŭrbuatan yang baik, yang tŭlah ditŭntukan Allah dahulu, supaya kami patut bŭrjalan dalamnya.
EPH.2.11	Maka sŭbab itu ingatlah, bahwa kami yang dahulu kala orang sŭsat, dalam pri hawa nafsu itu, yang disŭbut tiada bŭrsunat ulih orang yang disŭbut bŭrsunatkan daging, iya itu pŭrbuatan tangan;
EPH.2.12	Maka pada masa itu kamu dŭngan tiada bŭrAlmasih, sŭbab mŭnjadi orang orang asing deripada bilangan orang Israil; dan lagi orang orang dagang bagie sagala waad pŭrjanjian, ta’da mŭmpunyai harap, dan dŭngan tiada bŭrAllah dalam dunia.
EPH.2.13	Tŭtapi skarang ini dalam Isa Almasih, kamu yang dahulu jauh, sudah mŭnjadi hampir dŭngan bŭrkat darah Almasih.
EPH.2.14	Kŭrna Isa itulah juga pŭrdamiean kami yang tŭlah mŭnjadikan kaduanya itu satu, dan lagi tŭlah mŭrobohkan dinding tembok yang ditŭngah diantara kami.
EPH.2.15	Sŭbab tŭlah dihapuskannya dŭngan tubohnya akan pŭrsŭtruan itu, mŭskipun hukum yang bŭrisi sagala undang undang rukun, supaya dijadikannya bagie dirinya kaduanya itu suatu manusia bahru, dŭmkianlah mŭnjadi pŭrdamiean;
EPH.2.16	Dan supaya dipŭrdamiekannya kaduanya itu kapada Allah dalam suatu tuboh juga ulih salib itu, sŭbab tŭlah dibunohnya pŭrsŭtruan itu disitu.
EPH.2.17	Maka datanglah iya sŭrta mŭmashorkan pŭrdamiean kapada kamu yang ada jauh, dan kapada orang yang ada dŭkat pun.
EPH.2.18	Kŭrna dŭngan bŭrkatnyalah kami kadua tŭlah bŭrulih jalan akan mŭnghadap Ayah dŭngan suatu roh juga.
EPH.2.19	Maka sŭbab itu, skaranglah kamu bukannya lagi orang asing, dan orang dagang, mŭlainkan orang sa’nŭgri dŭngan sagala orang salih, dan orang isi rumah Allah.
EPH.2.20	Maka kamu ini dibangunkan diatas kaki tembok rasul rasul, dan nabi nabi, maka adalah Isa Almasih itu sŭndiri mŭnjadi batu kŭpala pŭnjuru.
EPH.2.21	Maka kapadanyalah sagala rumah itu bŭrhubong baik baik, sahingga tŭrbangunlah satu ka’abah yang suchi bagie Tuhan.
EPH.2.22	Maka padanyalah juga kamu ini tŭlah dibangunkan bŭrsama sama, mŭnjadi suatu tŭmpat kadiaman bagie Allah dŭngan bŭrkat Roh.
EPH.3.1	MAKA sŭbab itulah aku ini Paulus, yang ada tŭrblunggu kŭrna Isa Almasih, ulih sŭbab kamu orang sŭsat.
EPH.3.2	Jikalau kiranya kamu tŭlah mŭnŭngar pratoran anugrah Allah, yang tŭlah disampiekan padaku itu bagie kamu,
EPH.3.3	Bagimana ulih pŭrtunjokkan Allah tŭlah mŭnyatakan padaku rahsia itu, spŭrti yang tŭlah aku sŭbutkan dalam surat kirimanku dahulu itu dŭngan rengkasnya.
EPH.3.4	Maka apabila kamu mŭmbachakan dia itu, bulihlah kamu mŭngarti pŭngatahuanku akan rahsia Isa Almasih itu,
EPH.3.5	Yang bŭlom pŭrnah dinyatakannya pada zaman dahulu diantara sagala anak anak manusia, spŭrti yang skarang ini yang tŭlah nyata kapada sagala rasul rasul, dan sagala nabi nabi yang suchi itu, ulih Roh.
EPH.3.6	Iya itu supaya orang orang sŭsat itupun jadi sama warith, dan sama tuboh, dan sama pŭrulihan pŭrjanjiannya dalam Almasih, ulih sŭbab Injil.
EPH.3.7	Deri sŭbab itulah aku tŭlah mŭnjadi sa’orang surohan, iya itu spŭrti kŭdar anugrah Allah yang tŭlah dikurniakannya padaku dŭngan pŭkŭrjaan kuat kwasa Tuhan.
EPH.3.8	Kapada aku inilah orang yang tŭrkŭchil skali deri antara sagala orang salih itu, tŭlah dikurniakannya anugrah ini, supaya kumashorkan diantara orang sŭsat kŭkayaan Almasih yang tiada dapat tŭrduga itu.
EPH.3.9	Dan supaya bulih ditampak ulih sagala orang akan hal pŭrulihan rahsia yang deripada pŭrmulaan dunia, tŭlah tŭrsŭmbunyi kapada Allah, yang tŭlah mŭnjadikan sagala pŭrkara ulih Isa Almasih.
EPH.3.10	Supaya skarang hikmat Allah yang bŭrbagie bagie itu dinyatakan kŭlak ulih sidang jŭmaah kapada sagala pŭmrentah, dan pŭnguasaan dalam shorga itu.
EPH.3.11	Maka iya itu mŭnurot kahandak yang kŭkal, yang tŭlah diadakannya ulih Isa Almasih Tuhan kami.
