MAT.1.1	Ekitabu kyesyondengo sya Yesu Kristo, mugala wa Dawidi, mugala wa Abrahamu.
1PE.2.9	Nikwa inywe muri kihanda kyayiso gawa, abahereri bobwami, ekihanda kibuyirire, abandu bo Mungu, imwatoka erikangania emibiri yeriswekera yoyo wababirikira erilwa omo mwirimya erihika omo kyakakala kiwe kyeriswekera. 
1PE.2.10	Erimbere simwabya ekitunga nikwa lino muri kitunga kyoMungu; kera isimwetabana olukogo nikwa lino mwabiribana olukogo.
1PE.2.11	Abanze, ngabago nga babunga nabakalaba, mugane esyongumbu syomubiri, esikalwa nekirimu. 
1PE.2.12	Muyire emibere yowene omukati-kati keBihanda, nomo bangabahula nga bakolanabi, balangire emibiri yenyu mibuya ibapipa Mungu oko kiro kyeribalamirwa.
1PE.2.13	Mowe eritegeka ryosi ryabandu busana noMukama, kutse ryamabya ryomwami oyu lengire abosi, 
1PE.2.14	kutse ryabarongani abakatumawa naye erisuyira abakakola ebibi nerisima abakakola ndeke. 
1PE.2.15	Kusangwa ni sonda ryoMungu erisinga eritinda minya ryabandu bikiru omwikola ndeke ryenyu. 
1PE.2.16	Mubyeho nga bandu abakayigenderaya, nikwa simukuningire eriyigende rya ryenyu omo bibi; nikwa mubyeho nga bakobe boMungu. 
1PE.2.17	Musikaye abandu bosi. Mwanze abagala benyu. Mubahe oMungu. Musikaye omwami.
1PE.2.18	Abagombe, mowe abakama benyu nerikenga ryosi, butsira oko babuya nabakakola ndeke basa nikwa noko bakalire. 
1PE.2.19	Nikwa omundu akasimawa amasika omwagalibwa bosa iniakaganiraya oMungu. 
1PE.2.20	Mwamaswiribwa busana nerikola nabi nomo mwangasika, erisimwa ni ryahi kwehi? Nikwa mwamakola eritunganene mukagalwa busana naryo mukasika, imukasimawa noMungu. 
1PE.2.21	Kusangwa mwabirikirawa busana nebyo, kusangwa Kristo nibya mwagalwa busana nenyu, mwa basigira ekisosekanio, imwakwamirira olugobe luwe. 
1PE.2.22	Mwa takola ekibi neriyihambulya moritabanika omo buno buwe. 
1PE.2.23	Omugulu atsumawa mwataswatsuma; omugulu agalawa, mwatakangitsya; nikwa mwayiketera oyo katswera ekitunga nene. 
1PE.2.24	Iye mwaheka ebibi byetu omo mubiri wuwe oko muti, neryo itwe itwatoka erihola oko bibi neribyaho omo ritunganene. Busana nemibibu yiwe yo yabalamaya. 
1PE.2.25	Ku sangwa mwabya imukatala ngesyombuli; nikwa lino mwama bisubula oko Mulisya noMuteya webirimu byenyu.
1PE.3.1	Ritya inywe bakali, mowe abibanywe, neryo abandi, nomo batiowa eKinywa, babanike omwiliga, isihari kinywa, omo mibere yabakali babo, 
1PE.3.2	omugulu bakalebaya emitsye yenyu migenge mibuyabuya. 
1PE.3.3	Eriyisuga ryenyu siribye ryeyihya eryerihunga esyonzwiri, neriyisuga omo zahabu, kutse eri ambala esyongimba, 
1PE.3.4	nikwa ribye omundu oyu bisamire womutima, kyekirimu kitehonda kihehere kyobuholo, ni kyo buguri bunene embere syoMungu. 
1PE.3.5	Kusangwa omo musindo oyu kera abakali babuyirire abahira amaha oko Mungu moba yisuga batya neriowa abibabo, 
1PE.3.6	ngoko Sera owa Abrahamu, nerimwahula mo mukama. Nenyu lino muri bana buwe mwamakola ndeke kandi simuleke ekindu eribubahirirya.
1PE.3.7	Nenyu ritya abibabo, mwikale na bakali benyu erikangania amenge omobyo mukakolerabo, imukasikaya omukali ngoyu tenamaka manene, kusangwa muri abari bomwandu wolukogo lwengebe, erisaba ryenyu sirikakiribawe.
1PE.3.8	Eribuga, inywe bosi, mubye nekirimu kiguma, neriganyira, neribya nolwanzo lwabagala babo, nomutima ahehere, nobu ringikania bweriyikehya. 
1PE.3.9	Simukisaye ebibi busana nebibi kutse eritsuma busana neritsuma; nikwa kumbe eritsumula, kusangwa mwabirikirawa busana nebi, imwatoka eribana omuyisa. 
1PE.3.10	Kusangwa ati,
1PE.3.10	Oyu wanzire engebe,
1PE.3.10	Nerilola oko biro byowene,
1PE.3.10	Akakiraye olulimi luwe oko bibi,
1PE.3.10	Neminywa yiwe sibuge ebyeriteba;
1PE.3.11	Ahutatire ebibi akole ebyowene,
1PE.3.11	Asonde obuholo akwamebo ndeke.
1PE.3.12	Kusangwa ameso woMukama ari oko batunganene,
1PE.3.12	Namatwi wuwe ari oko byo bakasaba.
1PE.3.12	Nikwa ekitsure kyoMukama kiri oko bakakola ebibi.
1PE.3.13	Nikwa ni ndi wasyabayira nabi mwamabya nomuhwa werikola ebibuya kwehi? 
1PE.3.14	Nikwa mwamagalwa busana neritunganene, mwasyabya nomuyisa. Simubahebo, kandi simuhahukaye omutima, 
1PE.3.15	nikwa omo mitima yenyu mukenge Kristo ngoMukama. Imunasikire endambi yosi erisubirya oburi mundu oyu kababulaya busana namaha awari omwisi wenyu, nikwa mukolekyo nobolo nerikenga; 
1PE.3.16	mubye nomu lenge womutima owate nolubanza, neryo, omugulu bakabane gulira, abakatsuma emibere yenyu mibuya omwisi wa Kristo bitawe esisoni. 
1PE.3.17	Kusangwa ryowene ndeke eriagalwa busana nerikola ebibuya, ryamabya ni sonda ryoMungu, kwilaba eriagalwa busana nerikola nabi. 
1PE.3.18	Kusangwa Kristo mwahola busana nebibi engendo nguma busana nebyosi, oyu tunganene busana nabatatunganene, iniatoka erituleta oko Mungu, abiitwa omo mubiri nikwa mwayirwa mo oyuriho omo kirimu; 
1PE.3.19	mukyo mwagenda eriyakangirirya ebirimu omo nyumba yomuliki, 
1PE.3.20	abatowa erimbere, omugulu erilinda ryoMungu ryalinda oko biro byaNoa, omugulu obwato bukabatswa, mubo mohalama bake, banabandu munani, abalamibawa omo magetsi. 
1PE.3.21	Nago ni kisosekanio kyeribatisya, eribalamya lino, butsira erilusya eriku ryoko mubiri nikwa ni lagana busana nomulenge owene womutima, oko Mungu busana nerilubuka ryaYesu Kristo, 
1PE.3.22	Oyuri oko byala byamali byoMungu iniabiriya elubula, nabalaika nabehamuli nabamaka ibakamowa.
1PE.4.1	Nikwa kusangwa Kristo mwagalwa omo mubiri, nenyu mwambale oburingikania obo, kusangwa oyu kagalawa omo mubiri iniamabiombya oko bibi, 
1PE.4.2	neryo abyeho oko biro bikisiya akiri omo mubiri busana nerisonda ryoMungu butsira oko syongumbu syabandu. 
1PE.4.3	Omugulu owabirilaba abye ungaho erikola ebye Bihanda byanzire erikola, erilendera omwi singira, nesyongumbu, nerikunda, eriya lumba, neritamira, nebyamalolo awerisaba esisumba. 
1PE.4.4	Nabo bakasweka ko mutesangira nabo omo syonye esyo, kandi bakabanegulira; 
1PE.4.5	nikwa basyatulirago oyu sikire eritwa esyombanza syabariho nabaholire. 
1PE.4.6	Kusangwa eki kyalekire engulu yowene iyatulwa oko baholi, neryo nomo batswerawa omo mubiri nga bandu, ibatoka eribyaho omo kirimu ngo Mungu.
1PE.4.7	Enduli yemyatsi yosi iri hakuhi; neryo mubye noburingi kania bwamenge neriyiteya busana nerisaba. 
1PE.4.8	Kwilaba emyatsi yosi musike omo muhwa werianzana, kusangwa olwanzo lukakuningira ebibi bingi. 
1PE.4.9	Mukokanaye butsira eritongana. 
1PE.4.10	Ngoko oburi mundu abiribana erihitya, ko mwangakolerana mutya, nga babiki bolukogo misindomisindo lwoMungu; 
1PE.4.11	omundu amabuga, abuge ngakabwirawa noMungu; noyu kakola omubiri akolego ngoyu awite amaka Mungu akaha; ritya Mungu apipawe omo myatsi yosi busana na Yesu Kristo. Olukengerwa neritabala ni biwe na kera na kera. Bibye bitya.
1PE.4.12	Abanze, simusweke busana nerilengwako ryomuliro eri kabahikako eribalengako, nga kindu kitasibwe kikabahikako. 
1PE.4.13	Nikwa mutseme aho mukasangira amagali wa Kristo, imwa toka eritsema neritsanga omugulu olukengerwa luwe lwasyabi sulwa. 
1PE.4.14	Mwamatsumwa busana nerina ryaKristo, imuri nomuyisa, kusangwa ekirimu kyolukengerwa nekyoMungu kikere kwinywe. 
1PE.4.15	Nikwa sihabye omundu kwinywe oyu kagalawa ngomwiti, kutse mwibi, kutse omukoli wekibi, kutse oyu kayihira oko myatsi ite yiwe; nikwa omundu amagalwa nga muKristiano, 
1PE.4.16	siakwe esisoni, nikwa apipe Mungu omo rina eryo. 
1PE.4.17	Kusangwa endambi yabirihika eritswera ritsuke omo nyumba yoMungu; neryo ryamatsuka ukwitwe, enduli yaba teowa engulu yowene yoMungu yasyabya iti kwehi?
1PE.4.18	Kandi kyamasonda erilemana erilamya oyu tunganene, oyu tekenga Mungu na mukola nabi basyaminyikala hahi kwehi? 
1PE.4.19	Neryo abakagalawa ngerisonda ryoMungu basyakola ndeke neribika emitima yabo oko Muhangiki oyu tesiganiraya.
1PE.5.1	Neryo ngahana abakulu omukati-kati kenyu, ingye mukulu mulikenyu, nomulangiri owamagali wa Kristo, kandi ngo musangiri wolukengerwa olukandisyabisulwa. 
1PE.5.2	Mulisaye ekihyo kyoMungu ekyo muri nakyo, imwalebya butsira eriha tikanwa nikwa nerianza, ngerisonda ryoMungu; butsira eri yitsutsa ebitsipa ebyesyonye, nikwa nomuhwa; 
1PE.5.3	butsira eriyiyira mo bakama ukwabo muri nabo nikwa mubye ekiso sekanio kyekihyo. 
1PE.5.4	Kandi omugulu oMulisya mukulu asyaminyikalibwa mwasyabana embita yolukengerwa eyitehi nduka. 
1PE.5.5	Ritya abalere mukenge abakulu. Ega, inywe bosi mwambale eriyikehya busana nerikolerana, kusangwa Mungu akalwa na bakayihamaya, nikwa akaha olukogo oko bakayike haya. 
1PE.5.6	Muyikehaye nibya omwisi webyala byamaka byo Mungu, naye iniatoka eribahamya oko mugulu atolere. 
1PE.5.7	Mumuhire kwamaganiryo wenyu gosi, kusangwa akabagani raya. 
1PE.5.8	Muyitegaye, mulebaye. Enzigu yenyu Satani nge ndale eyikaruruma, nerigendagenda, nerisonda oyo yangarya. 
1PE.5.9	Mulwe nayo, imunasikire omwikirirya ryenyu, imunasi ngoko emyatsi eyo yeriagalwa kwiri oko balikyenyu omo kihugo kyosi. 
1PE.5.10	Kandi nenyu mwamabiagalwa akatambi, Mungu wolukogo losi, oyo wababirikira oko lukengerwa luwe lwerikota omwisi waKristo, asyabasubya, eribasikya, neribaha akagala. 
1PE.5.11	Eri tabala ribye kwiye kera na kera. Bibye bitya.
1PE.5.12	Omo byala byaSilvano, omugala wetu oyu tesiganiraya, ngamuganza nyitya, ngabasakira omo binywa bike, erihana neritulago nyiti olu ni lukogo lwakwenene lwoMungu; mu hangane mulo musike. 
1PE.5.13	Oyuri eBabeli oyo wayisogawa haguma nenyu akabakeraya; na Mariko mugala wage. 
1PE.5.14	Mu keranaye neriryatsirira ryolwanzo. Obuholo bubye ninywe bosi abari omwisi waKristo.
2PE.1.1	Simoni Petero, omugombe nomukwenda wa Yesu Kristo, kwabo babiribana erikirirya rye nzwere nene nge ryetu omo ritunganene ryoMungu wetu noMulamya Yesu Kristo: 
2PE.1.2	Olu kogo nobuholo bikanyibawe kwinywe omwiminya ryoMungu nerya Yesu Mukama wetu.
2PE.1.3	Akagala kuwe koMungu kabirituha emyatsi yosi eyikabya oko ngebe nerikenga Mungu, busana neriminya ryoyo watubi rikira omo lukengerwa luwe nobubuya buwe, 
2PE.1.4	ebyo byaleka iniatuha esyondagane siwe nene kutsibu syesyonzwere nene, musyo imwatoka eribala erihonda eriri omo kihugo busana nesyongumbu, imwabya abasangiri omo musindo woMungu. 
2PE.1.5	Busana nomwatsi oyu mulenge kutsibu eritomeka okwikirirya ryenyu obubuya, noko bubuya eriminya, 
2PE.1.6	nokwiminya erikakirya, nokwikakirya erisika, nokwisika erikenga Mungu, 
2PE.1.7	nokwikenga Mungu erianza abagala benyu, nerianza abagala benyu olwanzo. 
2PE.1.8	Kusangwa emyatsi eyi yamabya yenyu ikakanya, ikabayira eritendibya abagata kutse abatebuta ebi guma omwiminya ryoMukama wetu Yesu Kristo. 
2PE.1.9	Kusangwa oyu kabula emyatsi eyi ini mbumi eyikalangira ebiri hakuhi bisa kandi abiribirirwa kweribawa kwebibi biwe bya kera. 
2PE.1.10	Neryo, bagala betu, mubye nomuhwa kwilaba erisikya eribirikirwa ryenyu neriyisogwa ryenyu, kusangwa mwamakola ebi isimwendisyawa; 
2PE.1.11	Mwasyahabwa eriingira ryendeke omo bwami bwerikota bwoMukama wetu noMulamya Yesu Kristo.
2PE.1.12	Busana neki ngandisyabya ngabibukya emyatsi eyi ebiro byosi, nomo mwangabya mwasibyo imusikire omo kwenene eyo muri nayo. 
2PE.1.13	Ngaganiraya nyiti ryowene, omugulu nyikine omo hema eyi, eribabukya omo nzira yeribibukya, 
2PE.1.14	kusangwa nyinasi erilusya ryehema yage rikandisyabya luba, ngoko Mukama wetu Yesu Kristo abirinyiminyisya, 
2PE.1.15	Ega, nasya kola nomuhwa neryo enyuma woluholo lwage mutoke eribuka emyatsi eyi emigulu yosi. 
2PE.1.16	Kusangwa sitwetakwama esyo nganu esyo bakokotaya namenge omugulu twabaminyisaya akagala neriasa byoMukama wetu Yesu Kristo, nikwa twabya balangiri omo meso wetu bobukengwa buwe. 
2PE.1.17	Kusangwa omugulu abana erisikya nolukengerwa byalwa oko Mungu Tata, oLukengerwa lwoBwami molwaheka omulenge okwiye ati, Oyu ni Mugala wage mwanze, namatsemesibwa ndeke mwiye. 
2PE.1.18	Netu motowa omulenge oyo akaletwa erilwa elubula, kusangwa twabya haguma naye oko kitwa kibuyirire. 
2PE.1.19	Kandi tuwite eKinywa kyeriminyerera ekisikire kwilaba. Nenyu mukakola ndeke eriowakyo ngoluseke lukakoleraya ahari omwi rimya, erihika aho bukakera, nengununu yengyakya-ngyakya ikahangana omo mitima yenyu. 
2PE.1.20	Mutsuke eriminya eki, ko hate eriminyerera ryamasako erikabya omwatsi weribindula ryomundu iyowene, 
2PE.1.21	kusangwa sihari eriminyerera na kera eryasa omwisonda ryomundu, nikwa abandu mobabuga ebi kalwa oko Mungu ibakakunawa neKirimu Kibuyirire.
2PE.2.1	Nikwa abaminyereri bamabihi mobahangana omukati-kati kabandu, ngoko hakandisyabya abakangirirya bamabihi omukati-kati kenyu abakandisingirya erikangirirya ryeriherya, ibakagana oMukama oyo wagulabo, ibayiletera erihera ryoluba. 
2PE.2.2	Kandi abangi basyakwama emitsye yabo yerisingira, kandi busana nabo enzira yekwenene yasyatsumwa. 
2PE.2.3	Nomo ngumbu yerirumwa basyabatundya omo binywa byeriteba; eritswerwa lubi ryabo eritsuka kera siryelinda, neriheribwa ryabo siriri yato. 
2PE.2.4	Kusangwa Mungu amabya imwatabalya abalaika omugulu bakola nabi, nikwa mwagusabo omo kyuna kandi mwa hirabo omo mahya gomwirimya eribikabo busana neritswerwa; 
2PE.2.5	kandi mwatabalya e kihugo kyakera, nikwa mwateya Noa, omutuli weritunganene, haguma nabandi bandu barinda, omugulu aleta erigunga ryamagetsi oko kihugo kyabatekenga Mungu; 
2PE.2.6	kandi mwasindula emiyi yaSodoma na Gomora mwibu mwatswerayo okwihera mwayirayo mo kisosekanio busana nabo basyabya batekenga Mungu; 
2PE.2.7	Mwalamya Loti oyu tunganene, iniakakwa obulige busana nerisingira ryabakola nabi 
2PE.2.8	(kusangwa omundu utunganene oyo mwikala omukati kati kabo, busana nebyo alangira neriowa mwagalwa omo mutima wuwe ekiro nekiro busana nemibiri yabo mibi), 
2PE.2.9	kandi oMukama anasi erilamya abagenge okwilengwako neribika abatatunganene erihika aho asyasuyirabo oko kiro kyeritswera, 
2PE.2.10	nikwa okwilaba abakakwama omubiri nengu mbu yesyonye nabakapona ehamuli. Ni bobulumelume neriyipipa, sibariubaha eritsuma abolukengerwa, 
2PE.2.11	nikwa abalaika, nomo balengirebo omo maka nobutoki, sibetswerabo neritsuma embere syoMukama. 
2PE.2.12	Nikwa aba ngesyonyama esitawite oburingikania, esyahangikawa butsira menge esika butirawa eritegwa neriitwa, bakatsuma omo myatsi batasi, basyaheribwa nerihera eryo haguma nabo, 
2PE.2.13	ibakagalawa nabi busana nerikola nabi; bakaganza nga butseme erikunda omwitungi, ni bitingu nebirema, ibakatsema omwiteba ryabo, omugulu bakarira haguma nenyu. 
2PE.2.14	Bawite ameso oswire neri singira, sibariuguta ebibi. Bakateba emitima itasikire. Bawite emitima yabiribegera erirumwa. Ni bana beritakira! 
2PE.2.15	Babi rileka enzira itunganene babiritala; babirikwama enzira ya Balama, omugala waBeori, oyo wanza endundi yebibi, 
2PE.2.16	nikwa akungawa oko bibi biwe; epunda itebuga moyabuga omo mulenge womundu nerikakirya obusire bwomuminyereri. 
2PE.2.17	Ebo ni isoko site momagetsi, ni luhohe lukahekawa nekikomo kyerihunga; balindirwe nomwirimia wenyahinda. 
2PE.2.18	Ku sangwa, eribuga binywa binene byeriyianza, bakatebaya nesyo ngumbu syomubiri syerisingira abo bakabibala okwabo bikere omwitala. 
2PE.2.19	Bakalagabo eriyigenderya, nikwa ebo ni bakobe berihonda; kusangwa ekikakinda omundu, ikyamamuyira mo mukobe wakyo. 
2PE.2.20	Kusangwa, bamabibala esyonye sye kihugo busana neriminya ryoMukama noMulamya wetu Yesu Kristo, bamaswayigobya musyo isyaswakindabo, enduli yabo yabiribya enyibi kwilaba erimbere. 
2PE.2.21	Kusangwa ryowene kubo kumbe sibaminya enzira yeritunganene kwilaba eriminyayo nerisuba enyuma erilwa oko kihano kibuyirire bahabawa. 
2PE.2.22	Ryabirihika kubo ebyo musyo wekwenene ati, Embwa ikasubira ebisalo byayo, kandi ati engulube yabyeribwa iyaswayigalagalya omo londo.
2PE.3.1	Abanze, eyi ni barua ya kabiri nabiribasakira, omwibiri syosi ngabukaya oburingikania bwenyu obwekwenene eribibukya; 
2PE.3.2	mwibuke ebinywa byabugawa erimbere na baminyereri babuyirire, nekihano kyoMukama noMulamya omo bakwenda benyu. 
2PE.3.3	Mutsuke eriminya eki, ngoko ebiro byenyuma abatenyi basyasa ibakatenya nerikwama esyongumbu syabo ebobene, 
2PE.3.4	neribuga bati, Erilaga ryerihika riwe riri hahi kwehi? Kusangwa eritsuka aho abotata wetu bagotserera, emyatsi yosi ine ngoko itula okwitsuka erihangika. 
2PE.3.5	Nabo bakagana omwatsi oyu nepono, ngoko busana nekinywa kyo Mungu elubula molwabyaho kera, ne kihugo mokyalwa omo magetsi nomokatikati kamagetsi, 
2PE.3.6	kandi e kihugo kyomugulu oyo mokyalenga kwa magetsi mokyahera. 
2PE.3.7	Nikwa busana nekinywa ekyo olubula ne kihugo ebiri lino byabiribikirwa omuliro, bibikire erihika aho ekiro kyeritswera nerihera rya bandu abatekenga Mungu.
2PE.3.8	Nikwa abanze, simwibirirawe omwatsi muguma oyu, busa na noMukama ekiro kiguma kiringene nge mituta amagana iku mi, nemituta amagana ikumi iri nge kiro kiguma. 
2PE.3.9	OMukama siari nobolo busana nerilaga riwe ngoko abandi bakaganza obolo, nikwa akalindirira busana nenyu, isianzire nomuguma akahera, nikwa akasonda abosi bahike okwibinduka. 
2PE.3.10	Nikwa ekiro kyoMukama kyasyasa ngomurahi, noko mugulu oyo olubula lwasyahwaho nolukanda lunene, nebyahangikawa bya syakirira omo muliro we seke-seke ne kihugo nemibiri irimo byasyahisiriribwa. 
2PE.3.11	Kusangwa emyatsi eyi yosi yasyakirira itya, mwangabya bandu bomusindo wahi omo migendere yibuyirire nerikenga Mungu kwehi? 
2PE.3.12	erilindirira neriangu hya erihika ryekiro kyoMungu, busana nakyo olubula lwasyaka neriakirira, nebyahangikawa byasyanagukala omo muliro we seke-seke! 
2PE.3.13	Nikwa ngerilaga riwe tukalindirira olubula luhyaluhya ne kihugo kihyakihya, nomwisi wabyo mwikere eritunganene.
2PE.3.14	Neryo, abanze, kusangwa mukalindirira ebi, mubye nomuhwa eryeyibwa naye nobuholo, butsira ekitingu kutse obulema oko meso wuwe. 
2PE.3.15	Kandi muganze erilinda ryo­Mukama wetu ngerilama. Ngoko mugala wetu mwanze Paulo abasakira nga menge ahabawa, 
2PE.3.16	nomo syobarua siwe syosi akahula emyatsi eyi. Hari eyindi myatsi musyo eyikalire eriminyayo, abatasi nabatasikire bakahengemayayo ngoko baka hengemaya awandi amasako okwihera ryabo. 
2PE.3.17	Neryo inywe abanze, kusangwa munasi ebi emuliro, muyitegaye, simuhekawe omwi tala rya bakolanabi, mukawa erilwa okwisika ryenyu. 
2PE.3.18	Nikwa mukurire omo lukogo neriminya ryoMukama wetu noMulamya Yesu Kristo. Olukengerwa lubye luwe lino nerihika oko kiro kyerikota. Bibye bitya.
1JN.1.1	Ekyo ekyabya okwitsuka, ekyo towa, nekyo twabirilangira nameso wetu, ekyo twabirilebya nebyala byetu byabiritulako, ekikahula eKinywa kyengebe— 
1JN.1.2	nengebe moyaminyikalibwa, motwalola kuyo, itukatula omwatsi wayo, tukabakaniraya engebe, engebe yerikota, eyabya haguma na Tata kandi moya minyikalibwa okwitwe— 
1JN.1.3	eyo twabirilolako twabiriowatukabakaniraya, ritya imwatoka erisakana haguma netu; ega, nerisakana ryetu riri haguma na Tata na Mugala wuwe Yesu Kristo. 
1JN.1.4	Kandi tukabasakire emyatsi eyi, obutseme bwetu buhikane.
1JN.1.5	Nengulu yeyi twabirimuwako tukabakaniraya, ko Mungu ni kyakakala nomwisi wuwe sihari mwirimya na hake. 
1JN.1.6	Twa mabuga tuti twabirisakana naye itunemulendera omo mwiri mya, tukabiha isitwekwamirira omwatsi wakwenene; 
1JN.1.7	nikwa twamalendera omo kyakakala, ngoko iye ari omo kyakakala, tukasakana, nomusasi wa Yesu oMugala wuwe akatweraya kwebibi byosi. 
1JN.1.8	Twamabuga tuti situri kwebibi, tukayiteba, ekwenene siri omwisi syetu. 
1JN.1.9	Twamakangya ebibi byetu, iye siarisiganiraya kandi atunganene, asyatubugira ebibi byetu neritwerya oko bitatunganene byosi. 
1JN.1.10	Twamabuga sitweta kola ekibi, tukamuyira mo mubihi, nekinywa kiwe sikiri omwisi syetu.
1JN.2.1	Abana bage balere, ngabasakira eki isimwakola ekibi; nikwa omundu amakola ekibi, tuwite omwimiri oko Tata, Ye Yesu Kristo mutunganene; 
1JN.2.2	naye ni mbanulo yebibi byetu, kandi butsira byetu ibyobyene nikwa busana ne kihugo kyosi. 
1JN.2.3	Busana neki tukaminya ndeke ko tumwasi, twamateya ebihano biwe. 
1JN.2.4	Oyu kabuga ati, Nyimwasi, atebika ebihano biwe ni mubihi, nekwenene isiri omwisi wuwe; 
1JN.2.5	nikwa oburi mundu oyu kabika eKinywa kiwe, olwanzo lwoMungu lukahikana omwisi wuwe kwenene. Busana neki tukaminya ndeke ko turi omwisi wuwe: 
1JN.2.6	oyu kabuga ati ikere omwisi wuwe atolere erilendera omo nzira eyo alenderamo.
1JN.2.7	Abanze, sindibasakira ekihano kihyakihya, nikwa ekihano kyakera ekyo mwabya nakyo okwitsuka: ekihano ekyo kyakera kyo kinywa mwabiriowa. 
1JN.2.8	Nikwa ngabasakira ekihano kihya kihya, ekiri kwenene omwisi wuwe nomwisi wenyu, kusangwa omwirimya akahwa nekyakakala kyekwenene kyo kikakoleraya. 
1JN.2.9	Oyu kabuga ati ari omo kyakakala akakwa omugala wabo yobusu akine omo mwirimya. 
1JN.2.10	Oyu kanza mugala wabo ikere omo kyakakala, kandi sihari ekyeritwikalya omwisi wuwe. 
1JN.2.11	Nikwa oyu kakwa mugala wabo yobusu iniari omo mwirimya kandi akalendera omo mwirimya, isiasi eyo akaya, kusangwa omwirimya abirimuyira mo mbumi.
1JN.2.12	Ngabasakira, abana balere, kusangwa ebibi byenyu bya biribugirwa busana nerina riwe. 
1JN.2.13	Ngabasakira, inywe abise, kusangwa munasi oyo wabyaho okwitsuka, ngabasakira, inywe abalwana, kusangwa mwabirikinda omubi. Ngabasakira bana, kusangwa mwabiriminya Tata. 
1JN.2.14	Ngabasakira, abise, ku sangwa munasi oyu wabyaho okwitsuka. Ngabasakira, abalwana, kusangwa muri bamaka, nekinywa kyoMungu kikere omwisi wenyu, kandi mwabirikinda omubi. 
