MAT.1.1	Mɛkana maka kɛ lɛpɔ kasi Yesus Krist nɛ̀ mɛɗinɔ mɛ ɓesaŋmbambɔ ɓenɛ. Nyɛ nday Davit, nday Abaraham. 
HEB.8.10	Ma mbon te yi mi ta nje kelɔ sinɛ ɓotu ɓe kandɔ Isarayɛl kɛ́, yo nde, kɛ mɛŋgimɔ mɛte yite si kwa̧, mi ta ŋgba mɛmboŋga mɛmbɛ kɛ ɗyanɔ ɗyan kɛtɔ yo kɛ mɛtemɔ man. Mi ta ɓɛ Njambiyɛ wan, ɓo má ɓɛ kandɔ ɗyembɛ. 
HEB.8.11	Ko mbaŋa mumɔ tí lɛpɔ se nyɛ jakɔsɔ ho nyɛ maŋ teɗye nyɛ nde, a dûkwɛ Baba Mbokɔ na. Kɛto mumɔ hɛnɛ ta duwɛ mi kandɛ ɓɔnɔsikɛ kumɔ ɓetomba hɛnɛ. 
HEB.8.12	Yo ta kelna ɗete, kɛto mi ta tikɔ ɓo nɛ ŋgwɛtɛ kɛ kɔtu mɛkele man. Mi tí takɛ se mɛɓeyɔ mɛte yi ɓo kelma kɛ́ na.› 
HEB.8.13	Ma ŋgɛ Njambiyɛ lɛpɛ kasi jɔnja mbon, yite téɗya nde, a pɛsima nde, bosate sima jombɛ. Ma ŋgɛ yiŋa njombu yasi si jombɛ, yite yo ta ɓɛ kɛ yambile.
HEB.9.1	Bosa mbon ɓa̧ nɛ mɛmboŋga mɛte yenɛ yí teɗye nda yi ɓomɔ yâkaŋgwɛ kelɔ nɛ mɛsay nyɛ Njambiyɛ kɛ́. Yo ɓa̧ sendi nɛ mbɛy kiyɔ te wenɛ yi ɓomɔ summa nɛ mɛɓɔ man kɛ́. 
HEB.9.2	Yo nde, ɓo kelma tu̧ nɛ to mɛlambɔ. Bosa toŋgari te yi ɗiyɛ kɛte kɛ́, ɓo jéɓaŋgwɛ nde Mbɛy te yi nɛ kiyɔ. Ɓo ɗikima tikɔ yasi te yi ɓo kasɛ lambo kɛte kɛ́ womɛte, ɓu̧ teɓel nɛ̀ mɛmampa mɛte yi ɓo kaŋɛ nyɛ Njambiyɛ kɛ́ kɛte. 
HEB.9.3	Kɛ kɔŋ lambɔ yiɓate yi ɓo kɛsa kɛ kɔŋ toŋgari te ɛte kɛ́, wɛ kúm kɛ wɛtɛ toŋgari sendi. Ɓo jéɓaŋgwɛ mbɛte nde Mbɛy te yi nɛ kiyɔ laŋsa yɔru. 
HEB.9.4	Kɛ mɔy toŋgari te, yo ɓa̧ nɛ wɛtɛ mbɛy te yi ɓo ɗiki loɗyɛ mɛyasi mɛte yi nɛ kimɔ mɛtul kɛ́. Mbɛy te ɓa̧ hɛnɛ tandɛ lɔr nɛ lɔr. Ɓo ɗikima loɗyɛ yiŋa kwalɔ mutɔ te yi nɛ kimɔ mɛtul kɛ́ kɛte. Kpoŋgi te yi teɗye mbon kɛ njoka Njambiyɛ ɓenɛ ɓotu ɓenɛ kɛ́ ɓa̧ sendi kɛ toŋgari te. Kɔŋ kpoŋgi te ɓa̧ hɛnɛ tandɛ lɔr nɛ lɔr. Wɛtɛ pan ɓa̧ kɛ mɔyte tandɛ lɔr nɛ lɔr, yiŋa mɛɗye nde man ɓa̧ kɛ mɔyte. Wakatiki te yi *Arɔn ɓa̧ nɔ yi mɛnjam mɛjeti loma kɛte kɛ́ ɓa̧ sendi kɛ mɔy kpoŋgi yinɔri. Mɛpɛl mɛtari yiɓa te yi Njambiyɛ kɛtima mɛmboŋga mɛte yi teɗye mbon nɛ ɓenɛ kandɔ Isarayɛl kɛ́ ɓa̧ sendi kɛ mɔyte. 
HEB.9.5	Ɓo sama yekambiyɛ nyaŋgwɛ ɓaŋa ɓejaki ɓe Njambiyɛ yi ɓo jeɓa nde Ɓeseruɓɛ̧ ɓaka kasɛ kɛ to kpoŋgi yinɔri. Ɓejaki ɓenɔri téɗya nyaŋgwɛ mɛluksa mɛ Njambiyɛ. Wukumɛ mɛpapɔ man petima to kpoŋgi komɛ ɓo ɗiki kelɔ sadaka te yi soŋna mɛɓeyɔ mɛ ɓomɔ kɛ́. Ma ŋgimɔ te yi nɛmbɛ nɛ yo ndana nɛ kwɛt kwɛt yeti na. 
HEB.9.6	Yo nde, kɛ ɓo ma si kombile mɛyasi hɛnɛ ɗete kɛ́, ɛ ɓotu ɓe nyɛna sadaka nyɛ Njambiyɛ nje ɗiki nyiŋɛ kɛ bosa toŋgari mɛŋgimɔ hɛnɛ yí kelɔ mɛsay man. 
HEB.9.7	Ma kɛ ɓɛ toŋgari yiɓate, ndi nyaŋgwɛ kum ɓotu ɓe nyɛna sadaka nyɛpɔ nyiŋɛ mate. Kɛ sew wɛtɛ, a nyíŋa ndi tu wɛtɛ. A ti yaka nyiŋɛ kinɛ kɛ̀ nɛ mɛkiyɔ mɛ nyamɔ yí kelɔ nɛ sadaka kɛto mɛɓeyɔ mɛte yenɛ nɛ ŋguru wenɛ nɛ̀ kɛto mɛɓeyɔ mɛte yi ɓotu ɓe kandɔ kelɛ nɛ jekwɛ kɛ́ na. 
HEB.9.8	Kimɔ Sisiŋ kwaɗya teɗye komɛte nde, piŋɔ te yi bosa toŋgari ɓa̧ ndi kɛte, nje te yi kumɔ nɔ kɛ toŋgari te ɛ nɛ kiyɔ laŋsa yɔru kɔ tì pa ɓutuna pundɔ puyɛ na. 
HEB.9.9	Mɛyasi mɛnɔri téɗya yekambiyɛ mɛyasi mɛte yi kwaŋna ndana kɛ́. Yo téɗya nde, mɛyasi mɛte yi ɓo nyɛ Njambiyɛ nɛ̀ mɛsadaka mɛ ɓenyamɔ te yi ɓo kelɛ nyɛ nyɛ kɛ́ tí kelɔ nde, temɔ mɔ te ɛ nyɛ yo kɔ ɓɛ̂ki nɛ tɛ kɛ mɛnje hɛnɛ na. 
HEB.9.10	Mɛmboŋga mɛte ɓɛ́ŋa ndi kasi mɛyasi mɛte yi mɛmbundɔ, kasi mɛɗye nɛ̀ mɛyasi mɛte yi mumɔ hɔɓiye nɛ̀ ɓuɗya jaki jaki kasi weyna yotu nɛ̀ weyna mɛyasi. Mɛmboŋga mɛnɔri ɗiyma kumɔ kɛ ŋgimɔ te yi Njambiyɛ nja̧ sɛnjɔ nɛ mɛyasi hɛnɛ kɛ́.
HEB.9.11	Ma *Krist sima nje, nyɛ nyaŋgwɛ kum ɓotu ɓe nyɛna sadaka nyɛ Njambiyɛ, nɛ́ wusɛ ɓɛ nɛ kimɔ mɛyasi mɛte yi nyɛ sima kombile, na nyɛ wusɛ kɛ́. A kél mɛsay mɛnɛ kɛ mbɛy te yi nɛ ɗɔkɔ kwa̧ tu̧ lambɔ te ɛ mbɔmbu. Yo sendi kpasate ɓuɗyate, yo nɛ nyɔŋɔ kwa̧ ɛte. Yeti ɓomɔ sumɛ yo na. Yo yeti sendi waka kɛ to mɛnɛti na. 
HEB.9.12	Kɛ yi *Krist nyiŋma nɔ ndi tu wɛtɛ nɛ sat kɛ mbɛy te yi nɛ kiyɔ kɛ́, a tì ɓu̧ mɛkiyɔ mɛ ɓembam taɓɔ ho mɛkiyɔ mɛ ɓembam ɓenday kɛ̀ nɔ na. Yasi wɛtɛ, yo ŋgbak ŋgbak mɛkiyɔ mɛnɛ yi nyɛ ka̧ nɔ. Yo mɛkiyɔ mɛnɛ soŋɛ mɛɓeyɔ musu, joŋgwɛ wusɛ kpo nɛ kpo. 
HEB.9.13	Ɓo ɗikima ɓu̧ mɛkiyɔ mɛ ɓembam taɓɔ nɛ̀ yi ɓembam ɓenday, nyanje kɛ yotu ɓotu ɓete ɓe nɛ sɛmbɔ kɛ yotu yí weyɛ nɛ ɓo soŋɛ nɛ sɛmbɔ kɛ yotu yan. Ɓo ɗikima ɓiye sendi nyari nday wo ɓa nyɛ loɗyɛ, ɓu̧ su te kelɔ sendi nɔ ɗete. 
HEB.9.14	Ma ŋgɛ ɓɛ nde, mɛkiyɔ mɛ ɓenyamɔ nɛ̀ su te yite ɓa̧ nɛ ɗeti te yi kelɔ ɗete ’suŋgwa nɛ mɛkiyɔ mɛ Krist? ’Yenɛ kina kél kwa̧ yite na? Nɛ ɗeti te yi Kimɔ Sisiŋ te ɛ ɗiyɛ kpo nɛ kpo kɔ, Krist mɔ te ɛ kinɛ mbulma mɛɓeyɔ kɔ nya yotu nɛ nɛ sadaka nyɛ Njambiyɛ. Mɛkiyɔ mɛnɛ ta pupuɗye mɛtemɔ musu gbate soŋɛ kɛ mɛkele mɛte yi kɛ̀ nɛ mumɔ kɛ nje sɔŋ, nɛ́ wusɛ kel mɛsay nyɛ Njambiyɛ te ɛ nɛ joŋ kɔ.
HEB.9.15	Yo ɗete nde, *Krist kelma say njuŋɔ te yí kelɔ jɔnja mbon, nɛ́ ɓotu ɓete ɓe Njambiyɛ jeɓama ɓaka ɓɛ nɛ kimɔ mɛyasi mɛte yi nyɛ sima kpo kɛ́. Kɛto Krist gwa̧ yí soŋɛ nɛ mɛɓeyɔ mɛte yi ɓomɔ kelma kɛ ŋgimɔ njombu mbon kɛ́. Mɛyasi mɛte yi nyɛ kpoma ɗete kɛ́ ta ɗiyɔ kpo nɛ kpo. 
HEB.9.16	Yo nde, ŋgɛ mumɔ si nyɛ numbu kɛtɔ nda yi ɓo yâkaŋgwɛ kaɓɔ nɛ mɛlikɔ mɛnɛ kɛ́, ɓo dísi kaɓɔ mɛyasi mɛte, ŋgɛ ɓo lɛpɛ nde, mɔ te gwa̧. 
HEB.9.17	Ma piŋɔ te yi mɔ te ndi kɛte nɛ joŋ, mɛkana mɛte yi nyɛ kɛtima kɛ́ yeti kɛ nyɛ ɓomɔ ɗeti te yi kelɔ yaŋa na, kɛto yo nyɛ́ki ɓomɔ ɗeti, ŋgɛ mɔ te gwe. 
HEB.9.18	Ɗete sendi, mɛsay mɛ bosa mbon tì kandɛ kinɛ nde, mɛkiyɔ pâŋ pa nyanja na. 
HEB.9.19	Nɛ mbɔmbu, kɛ Mɔyisi ma si nɛmbɛ to mɛmboŋga wɛtɛ wɛtɛ nyɛ ndiŋgɛlɛ kandɔ hɛnɛ nda yi yo ɗiyɛ kɛtinate kɛ mɛkana mɛ mɛmboŋga mɛ Njambiyɛ kɛ́, ɛ nyɛ ɓu̧ mɛkiyɔ mɛ ɓɔnɔ ɓenday nɛ̀ yi ɓembam taɓɔ saŋgwɛ nɛ mɔrɔku. Ɛ nyɛ nje ɓu̧ yiŋa tena lambɔ nɛ haŋgbe haŋgbe nɛ̀ toŋa wɛtɛ mɔnɔ jeti nde *yisɔp tɔpɛ kɛte kwa̧ nyanje kɛ gba mɛkana mɛ mɛmboŋga nɛ̀ kɛ yotu ɓomɔ hɛnɛ lɛpɔ nde: 
HEB.9.20	‹Yikɛ mɛkiyɔ mɛte yi Njambiyɛ kelɛ nɛ mbon yí pɛsɔ nde, wunɛ wókunaŋgwɛ nɛ nyɛ.› 
HEB.9.21	A nyanja sendi mɛkiyɔ mɛte ndi ɗete kɛ tu̧ te yi ɓo kelma nɛ to mɛlambɔ nɛ̀ kɛ ndiŋgɛlɛ mɛjɔlɛ mɛte yi ɓo ɗikima kelɔ nɛ mɛsay yí kanɔ nɛ Njambiyɛ kɛ́. 
HEB.9.22	Ɓeŋgwɛ yasi te yi mɛmboŋga lɛpɛ kɛ́, yo mɛkiyɔ pupuɗye sulɔ mɛyasi hɛnɛ. Yite nde, ŋgɛ mɛkiyɔ ti nyanja na, Njambiyɛ yeti kɛ tikɔ mɛɓeyɔ mɛ mumɔ nɛ ŋgwɛtɛ na.
HEB.9.23	Ɗete, nda ɓo kɛ pupuɗye mɛyasi mɛte yi teɗye ŋgbak ŋgbak mɛyasi mɛte yi ɗiyɛ kɛ ɗyoɓɔ kɛ́ nɛ nje te yite, yo díya nde, ɓo pûpuɗya sendi ŋgbak ŋgbak mɛyasi mɛte yi ɗiyɛ kɛ ɗyoɓɔ kɛ́ nɛ nje kpasa sadaka te yi kwaŋma mɛsadaka mɛte yiri hɛnɛ. 
HEB.9.24	Kɛto mbɛy te yi nɛ kiyɔ yi *Krist nyiŋma kɛte kɛ́, yeti yikɛ yi ɓomɔ sumɛ nɛ mɛɓɔ man kɛ́ na. Yikɛ yi ɓo sumɛ kɛ́ téɗya gbɛla yekambiyɛ ŋgbak ŋgbak mbɛy te yi Krist nyiŋma kɛte kɛ́. Yasi wɛtɛ, Krist nyíŋa nɛ kɛ gba ɗyoɓɔ yí kɛ̀ ŋgwɛta nɛ Njambiyɛ kɛto su. 
HEB.9.25	A ti nyíŋa mate, na kɛ̀ mbɔmbu yí nyɛ yotu nɛ nɛ sadaka na. A tì kelɛ nda yi nyaŋgwɛ ɓekum ɓe ɓotu ɓe nyɛna sadaka nyɛ Njambiyɛ ɗiki kelɔ kɛ́ na. Kɛto kɛ yi nyaŋgwɛ kum ɓotu ɓe nyɛna sadaka nyɛ Njambiyɛ, yo sew hɛnɛ yi nyɛ ɗiki ɓu̧ mɛkiyɔ mɛ ɓenyamɔ nyiŋɛ nɔ kɛ toŋgari te ɛ nɛ kiyɔ laŋsa yɔru kɔ. 
HEB.9.26	Má ɓɛki nde, Krist nyîŋa sew hɛnɛ mate ɗete, ma yo ɓa̧ nde, a sâŋgwaŋgwɛ nɛ mɛbɔnɛ mɛŋga ɓuɗyate kandɛ kɛ yi Njambiyɛ ma kúsu nɛ mbokɔ kɛ́. Ma ndana, kɛ ŋgimɔ te yi mbokɔ te yɔkɔ kɛ siyɔ kɛ́, a nja̧ punjɛ yotu ndi tu wɛtɛ nɛ sat yí nyɛ yotu nɛ nɛ sadaka yí soŋɛ nɛ mɛɓeyɔ mɛ ɓomɔ. 
HEB.9.27	Ma nda yo kponate nde, mumɔ gwâki ndi tu wɛtɛ, kɛ kɔŋte, Njambiyɛ kɛ pɛsɔ jɔsi nɛ kɛ́, 
HEB.9.28	ɗete sendi, Krist nya yotu nɛ ndi tu wɛtɛ yí soɓɛ nɛ mɛɓeyɔ mɛ ɓuɗya ɓomɔ. A ta ɓasiɗye nje kɛ mɛŋga yiɓate, yeti se yí soɓuna mɛɓeyɔ na, yasi wɛtɛ, yo yí joŋgwɛ ɓotu ɓete ɓe laɗye nyɛ ɓaka.
HEB.10.1	Yo nde, mɛmboŋga mɛ Njambiyɛ yi Mɔyisi kɛtima kɛ́ téɗya yekambiyɛ kimɔ mɛyasi mɛte yi kɛ nje kɛ́. Yo yeti kɛ teɗye ŋgbak ŋgbak mɛyasi mɛte nɛ yotu na. Ɗete, ko mɛmboŋga mɛte yeti nɛ ɗeti te yi kelɔ nde, ɓotu ɓete ɓe nje kɛ yi Njambiyɛ nɛ nje kelna kiya mɛsadaka mɛsew hɛnɛ ɓaka ɓɛ̂ki nɛ njololo kɛ mɛyasi hɛnɛ na. 
HEB.10.2	Yo má ɓɛki nde, ɓotu ɓete ɓe nyɛ mɛsadaka ɗete ɓaka njáki nje ɓɛ pupunate ndi tu wɛtɛ nɛ sat, ma ɓo yeti kɛ kɛ̀ se mbɔmbu yí kala nyɛ mɛsadaka na, kɛto yiŋa mɛɓeyɔ mɛte yi ɓo ta takɛ sendi kɛ temɔ yan yeti se na. 
HEB.10.3	Ma yasi wɛtɛ, nyɛna mɛsadaka mɛte yinɔri kél nde, mumɔ kɛ̂ taka mɛɓeyɔ mɛte yi nyɛ kelɛ kɛ́ yaka nɛ mɛsew wɛtɛ wɛtɛ. 
HEB.10.4	Yite nde, mɛkiyɔ mɛ ɓembam ɓenday nɛ̀ yi ɓembam taɓɔ yeti nɛ ɗeti te yi soŋɛ mɛɓeyɔ mɛ mumɔ na. 
HEB.10.5	Yori, kɛ ŋgimɔ te yi *Krist ɓa̧ nɛdɔ te yi nje kɛ mbokɔ kɛ́, ɛ nyɛ lɛpɛ nyɛ Njambiyɛ nde: ‹Ko wona ɓenyamɔ yí nyɛ nɛ wɛ sadaka ko nyɛna yɔ yiŋa mɛyasi, wɛ tì gɔrɛ na, yasi wɛtɛ, wɛ nya mi yotu te yi mumɔ. 
HEB.10.6	Ko mɛnjay mɛte yi ɓo loɗyɛ loɗyukwɛ yí kelɔ nɛ sadaka nyɛ wɛ kɛ́ ko mɛsadaka mɛte yi ɓo kelɛ yí soŋna mɛɓeyɔ, wɛ tì nyɛ temɔ kɛ yite hɛnɛ na. 
HEB.10.7	Ɗete, ɛ mi lɛpɛ nde: Njambiyɛ ɓɛŋa, mi yima, nɛ́ mi kɛ̀ kel yasi te yi wɛ kwaɗyɛ ɓeŋgwɛ yasi te yi yo kɛtinate kɛ kasi mbɛ kɛ mɔy mɛkana mɔ kɛ́.› 
HEB.10.8	Bosa yasi te yi Krist lɛpima kɛ́, ɛ nde: ‹Ko nyɛna yɔ mɛsadaka ko nyɛna yɔ yiŋa mɛyasi ko loɗya mɛnjay ko nyɛna sadaka te yi soŋna mɛɓeyɔ, mɛyasi mɛnɔri hɛnɛ, wɛ tì gɔrɛ, ko nyɛ temɔ yɔ kɛte na.› Ko ɓɛkɔ ɗete, mɛmboŋga kɛ lɛpɔ nde, yo kêlnaŋgwɛ ɗete. 
HEB.10.9	Kɛ kɔŋte, Krist kɛ lɛpɔ sendi nde: ‹Njambiyɛ ɓɛŋa, mi yima, nɛ́ mi kɛ̀ kel yasi te yi wɛ kwaɗyɛ!› Ɗete, Krist kɛ tikɔ bosa mɛsadaka mɛte yiri yí nje tɛmbiɗye yiɓate. 
HEB.10.10	Nɛ nje te yite Yesus Krist kelma yasi te yi Njambiyɛ kwaɗya kɛ́. Ɗete, ɛ Njambiyɛ pupuɗye wusɛ kɛto sadaka te yi Krist nya nɛ yotu nɛ ndi tu wɛtɛ nɛ sat kɛ́.
HEB.10.11	Mɔ nyɛna sadaka nyɛ Njambiyɛ hɛnɛ kɛ ɗiyɔ kɛ tɛri mɛtu hɛnɛ yi kelɔ mɛsay mɛnɛ. A ɗíki kelɔ sadaka ndi nɛ kiya mɛyasi mɛte yi kinɛ ɗeti te yi soŋɛ mɛɓeyɔ wɛtɛ yesɔ na. 
HEB.10.12	Ma kɛ ɓɛ *Krist, a nya yotu nɛ nɛ sadaka nyɛ Njambiyɛ ndi tu wɛtɛ yí soŋɛ nɛ mɛɓeyɔ. Kɛ kɔŋte, ɛ nyɛ kwa̧ kɛ̀ ɗiyɔ mɛtiɗyɛ kɛ mbam ɓɔ Njambiyɛ kpo nɛ kpo. 
HEB.10.13	A ɗíy ndana yí laɗye ŋgimɔ te yi Njambiyɛ ta kawule ɓependɔ ɓenɛ tikɔ kɛ nji̧ mɛkol mɛnɛ. 
HEB.10.14	Ɗete, nɛ nje nyɛna sadaka wɛtɛ nɛ wɛtɛ nyɛ Njambiyɛ, a kelma nde, ɓotu ɓete ɓe Njambiyɛ sima pupuɗye ɓaka ɓɛ̂ki nɛ njololo kɛ mɛyasi hɛnɛ kpo nɛ kpo. 
HEB.10.15	Ma Kimɔ Sisiŋ sendi kɛ jayɛ lɛpɔ nyɛ wusɛ nde, yo gbate ɗete. A kandima si lɛpɔ lɛpi kɛ nɛ mbɔmbu nde: 
HEB.10.16	‹Mbon te yi sinɛ ɓo ta kelɔ kɛ́, yo ta ɓɛ ɗekɛ: Mi, Baba Mbokɔ kɛ lɛpɔ nde: Kɛ kɔŋ mɛtu mɛte, mi ta nyɛ mɛmboŋga mɛmbɛ kɛ mɛtemɔ man, mi má kɛtɔ yo sendi kɛ mɛɗyanɔ man. 
HEB.10.17	Mi tí takɛ se mɛɓeyɔ man ko kɔtu mɛkele man wɛtɛ yesɔ na.› 
HEB.10.18	Yite nde, komɛ Njambiyɛ si tikɔ mɛɓeyɔ mɛ mumɔ nɛ ŋgwɛtɛ kɛ́, yo yeti kɛ diyɛ se nde, ɓo nyɛ̂ki sendi yiŋa sadaka yí soŋɛ nɛ mɛɓeyɔ na.
HEB.10.19	Wunɛ njɔŋ, ɗete wusɛ mɛ nɛ gba ɓiɓina temɔ te yi nyiŋɛ lalɛ kɛ mbɛy te yi nɛ kiyɔ kɛto mɛkiyɔ mɛ Yesus. 
HEB.10.20	Yí nyiŋɛ nɔ mate, Yesus ɓutuma wusɛ nje te, kandɛ kwa̧ kɛte. Yo jɔnja nje, yo sendi nje te yi nyɛ wusɛ joŋgwɛ. A ɓúta nje te nyɛ wusɛ komɛ lambɔ te yi ɓa̧ kɛsate kɛ mbanjɔ Njambiyɛ nyaliya nɔ kɛ́. Lambɔ te yi nyaliya kɛ́ téɗya yotu nɛ yi ɓo ŋgbama kɛ kroa kɛ́. 
HEB.10.21	Ndana wusɛ nɛ nyaŋgwɛ kum ɓotu ɓe nyɛna sadaka nyɛ Njambiyɛ ɛ kɛndɛ nɛ ndiŋgɛlɛ *Kandɔ Njambiyɛ kɔ. 
HEB.10.22	Ma ɗete, hɛ kɛ̂n ndana kɛ kɛki Njambiyɛ nɛ temɔ te yi nɛ ŋgbeŋ kinɛ mɛseɓila na, tikɔ temɔ hɛnɛ kɛ yenɛ yí kɛ̀ nɔ kinɛ mɛso na. Hɛ kêl ɗete, kɛto mɛkiyɔ mɛ Yesus sima pupuɗye mɛtemɔ musu soŋɛ ɓeya mɛtakɛ. A weyma sendi wusɛ nɛ pupuna mɔrɔku. 
HEB.10.23	Ma ndana, hɛ kɛ̂n mbɔmbu yí lɛpɔ yasi te yi wusɛ tikɛ temɔ kɛte kɛ misi ɓomɔ kinɛ yɔkwɛ nɛ kɔŋ na, kɛto mɔ te ɛ kpoma mɛyasi mɛte kɔ tónjukwɛ ndi mɛyasi mɛte yi nyɛ si kpo kɛ́. 
HEB.10.24	Yo kimɔte nde, ɓaka tâka ɓɛsɔ, nyɛna mɛŋgitɛ yí kelɔ nde, wusɛ kwâɗyaŋgwɛ kelɔ kimɔ mɛkele. 
HEB.10.25	Ma hɛ tî tiki kinɛ ɗiki wesiɗya se na nda yi ɓaŋa ɗiki kelɔ kɛ́ na. Yasi wɛtɛ, ɓaka nyɛ̂ki ɓɛsɔ ɗeti kɛ temɔ, jekɔ kwa̧ kwaŋgɔ nda yi wunɛ duwɛ nde, *Yesɔ te yi Nyaŋgwɛ Kumande ta nje kɛte kɛ́ kɛ wuta.
HEB.10.26	Yo nde, wusɛ sima wokɔ duwɛ faŋ nje Njambiyɛ. Ma kɛ wusɛ nje kɛ̀ mbɔmbu kɛ kɔŋte kelɔ ɓeya yasi nɛ nyalɔ, komɛte, kinɛ se sadaka wɛtɛ nɛ wɛtɛ ta nyɛna sendi yí soŋɛ nɛ mɛɓeyɔ na. 
HEB.10.27	Yite wusɛ ta ɗiyɔ nɛ nyaŋgwɛ wɔ̧ yí laɗye nɛ pɛsina jɔsi nɛ̀ ŋgwɛ̧y ŋgwɛ̧y joŋ ɗitɛ te yi ta girise ɓependɔ ɓe Njambiyɛ kɛ́. 
HEB.10.28	Wunɛ duwa̧ nde, ŋgɛ mumɔ ɓekiɗye mɛmboŋga mɛte yi Mɔyisi kɛtima kɛ́, ma ŋgɛ ɓomɔ yiɓa ho yitati kɛ njoka ɓotu ɓete ɓe ɗiyma kɛ mbɛy te ɓaka nje jayɛ nde, mɔ te kelma gbate ɗete, ɔ ɓɛ́ŋa, ɓo kɛ wo nyɛ kinɛ mɔnɔ gwena ŋgwɛtɛ na. 
HEB.10.29	Ŋgɛ ɓɛ ɗete, ’ma wunɛ táka nde, yo ta nje ɓɛ nan pɛ yi mɔ te ɛ ɓɛŋɛ Mɔnɔ Njambiyɛ nda sara mbaya kɛ misi mɛnɛ, ɓɛsile mɛkiyɔ mɛnɛ yi Njambiyɛ kelma nɛ mbon yí pupuɗye nɛ mɔ te kɛ́? Yo ta nje ɓɛ ɓa nan pɛ yi yɔkɔ ɛ wuŋgwɛ Sisiŋ te ɛ kelɛ ŋgikwa nɛ wusɛ kɔ? ’Wunɛ táka nde, njɛl pɔnsi te yi mɔ te ta saŋgwa nɔ kɛ́ ta ɓɛ nan? 
HEB.10.30	Hɛ lɛ́pi ɗete, kɛto hɛ duwa̧ mɔ te ɛ lɛpima nde: ‹Mɛkundɔ, yo yembɛ, yo mi yɔkiɗye ndi ɓeya yasi te yi ɓomɔ kelɛ kɛ́ nyɛ ndi ɓo.› A lɛpima sendi nde: ‹Yo mi, Baba Mbokɔ ta pɛsɔ jɔsi ɓotu ɓembɛ.› 
HEB.10.31	Ma yo gba ɓeyate ɓuɗyate nde, mumɔ ɓâl kɛ mɛɓɔ mɛ Njambiyɛ te ɛ nɛ joŋ kɔ. 
HEB.10.32	Wunɛ tâka nda yi wunɛ joŋnama nɔ mbɔmbu kɛ kɔŋte yi Njambiyɛ paniya nɛ mɛjasi nyɛ wunɛ kɛ́. Wunɛ saŋgwama nɛ ɓeya nyaŋgwɛ mɛbɔnɛ kɛ ŋgimɔ te yite, ɛ wunɛ sumɛ kol jeliyɛ. 
HEB.10.33	Kɛ yiŋa mɛŋgimɔ ɓo ɗikima tɛmbiɗye wunɛ kɛ misi mɛ ɓomɔ yí wuŋgwɛ wunɛ teɗye sendi wunɛ mɛbɔnɛ. Kɛ yiŋa mɛŋgimɔ sendi, wunɛ nya sendi yotu yí saŋgwa nɛ mɛbɔnɛ wúnɛ ɓotu ɓete ɓe saŋgwama nɛ mɛyasi mɛnɔri ɓaka. 
HEB.10.34	Yo nde, wunɛ jayma yí saŋgwa nɛ mɛbɔnɛ wúnɛ ɓenjɔŋ ɓun ɓe ɓa̧ kɛ jɔɓɔ ɓaka. Ɛ wunɛ jayɛ sendi lalɛ nɛ mɛsosa nde, ɓomɔ ŋgâŋgila mɛyasi mun, kɛto wunɛ duwa̧ nde, wunɛ nɛ mɛyasi mɛte yi nɛ nyɔŋɔ laŋsa yite. Yo mɛyasi mɛte yi ɗiyɛ njombu ɗiyɔ. 
HEB.10.35	Ɗete, wunɛ tî tiki ɓiɓina temɔ te yi wunɛ ɓɛ nɔ kɛ yi Njambiyɛ kɛ́ na. Ŋgɛ wunɛ kɛ̀ mbɔmbu yí ɓɛ nɛ ɓiɓina temɔ ɗete, wunɛ ta ɓɛ nɛ nyaŋgwɛ sol. 
HEB.10.36	Yasi te yi wunɛ yâkaŋgwɛ kelɔ, yo nde, wunɛ ɓɛ̂ki nɛ tiŋ yí kelɔ yasi te yi Njambiyɛ kwaɗyɛ kɛ́, nɛ́ wunɛ nje ɓɛ nɛ yasi te yi nyɛ kpoma nyɛ wunɛ kɛ́. 
HEB.10.37	Yori yi Njambiyɛ lɛpɛ nde: ‹Ma ŋgimɔ ɓukwa̧ ndi nɛ mbɛt, yo ɓukwa̧ ndi gba nɛ mbɛt, nɛ́ mɔ te ɛ yâkaŋgwɛ nje kɔ ɗya̧. A tí kikɔ nɛ ɗyaŋnate na.› 
HEB.10.38	Njambiyɛ lɛpima sendi nde: ‹Mɔ te yi mi si pɛsɔ nde, a mɛ nɛ ŋgbeŋ kɛ mbɔmbu wombɛ kɔ ta ju̧ ndi nɛ nje tikina temɔ te yi nyɛ tikɛ kɛ yembɛ kɛ́. Ma ŋgɛ nyɛ yɔkwɛ kɛ̀ njimɛ, temɔ mbɛ tí ɓiye nyɛ na.› 
HEB.10.39	Ma kɛ ɓɛ wusɛ, wusɛ yeti su kɛ njoka ɓotu ɓete ɓe yɔkwɛ kɛ̀ njimɛ yí yambile nɔ na. Wusɛ su kɛ njoka ɓotu ɓete ɓe tikɛ temɔ kɛ yi Njambiyɛ yí joŋgwɛ nɛ sisiŋ yan ɓaka.
HEB.11.1	Tikina temɔ kɛ yi Njambiyɛ, yo komɛ mumɔ ɓɛ nɛ ɓiɓina temɔ nde, mɛyasi mɛte yi nyɛ tikɛ temɔ kɛte kɛ́ ta kelna gbate. Yo sendi komɛ mumɔ jayɛ gbate nde, mɛyasi mɛte yi nyɛ yeti kɛ ɓɛŋɛ nɛ misi kɛ́ kɛte gbate. 
