MAT.1.1	Tone nüri bama pünanaquiti Jesucristo tücañe, bama ipiarientetorrti David y arrti Abraham.
REV.6.5	Yasacatito caüma ümo quiatarrü cabayurrü, cübüsi nicütüpürrü. Arrti maniqui anati chacu ane taman mapesatarrü mecuti. 
REV.6.6	Rabotü taman tosibirri uturuqui manuma cuatro süborico, nanti sane:
REV.6.6	—Tamantai kilo trigo itobo taman sapese trabacorrü y trerrü kilo narorrü (cebada) itobo taman sapese trabacorrü. Tapü nasaite y niyü uva champürrtü carurrapae.
REV.6.7	Isoquisünata ito Nobirrama arrümanu quiatarrü nitomoento manu librurrü. Rabotü nitosibirrti maniqui tacürurrü uturuqui manuma cuatro süborico, nanti sane:
REV.6.7	—Ariacu.
REV.6.8	Yasacatito caüma ümo quiatarrü cabayurrü, choriopatai nicütüpürrü. Arrti maniqui anati chacu, concorrü nürirrti. Isiuti caüma cuamatü bama macoiñoca auqui manu cauta amoncoma. Torrio ümoma üriacaboma na atabaimia ümo cuarta parterrü macrirrtianuca icuqui cürrü, ui guerra, cürüpürrü, norrococa y oboi numuquianca arrüba patabaiyo genterrü.
REV.6.9	Numo soquisüro manu quiatarrü nitomoentorrü, yasacatü ñome nausüpü bama coiñoma tücañe itopiqui urapoimia nurarrti Tuparrü. Abe iquiana altar. 
REV.6.10	Botosibico nurria, munantü sane:
REV.6.10	—Arrücü Señor, urria nachücoi, cumplibocü aübu nura. ¿Auchepü ñana atoco ümo manuma uiche aitabairoma somü tücañe taha icu cürrü, na aiña ito ümoma tacana arrüna yachücoimia suiñemo tücañe?
REV.6.11	Auqui torrio aibiboma purusubi. Bacüpucurrü ito ümoma arrüperamainqui pario cheperrtü tiñatai nubiqui bama maquiataca yaruquitorrüma, bama imostorrti Tuparrü, bama abomainqui icu cürrü. Coiñomainquito tacana arrüma tücañe.
REV.6.12	Numo soquisüro manu quiatarrü nitomoentorrü ui Nobirrama, paichoconono cürrü. Surrü caüma cübüsi nisurrü, tacana luto, tapü pama cüturiqui tacana notorrü. 
REV.6.13	Norrtoñeca bupaquio acü auqui napese, tacana arrobe nobüta higo bupaquio icütüpüqui nihirri, arrtü maquiütüca fuerte. 
REV.6.14	Masamuña ensoro napese tacana arrone quiñoencana quichonimiacarrü. Nanaiña yirituca y cüca arrüba abe cümuinta turrü mopeneco auqui na cauta amonquion. 
REV.6.15	Nanaiña arrübama mayüriabuca icuqui cürrü ichepe bama tarucu nane ümoma, bama rricurrü, y bama üriatu masortaboca, bama tarucu nüriacarrüma ichepe bama imostorrüma y arrübama abomantai, matanecanama omeana yirituca au arrüba nusutu canrrü, y ñoquiana canca. 
REV.6.16	Namatü sane ñome manio yirituca y ñome manio canca:
REV.6.16	—Aupaqui somonü, na apiñanecanasomü ñünanati Tuparrü, maniqui tümonso au tronorrü, y ñünana nitübori manu Nobirrama. 
REV.6.17	Chauqui tiñatai arrüna nanenese nesa carrticurrü suiñemo. ¿Quitipü naqui puerurrü avantabo ümo?
REV.7.1	Auqui yasaratü ümo manuma cuatro angelerrü atüraimia au cuatro nerrquina cürrü. Iñanamacü ñocümenu ba cuatro maquiütüca, tapü upausücüro ümo cürrü ñome sueca, ni ümopü narubaitu turrü. 
REV.7.2	Yasacatito cümenuti maniqui quiatarrü ángel, cuati auqui tauna ümo tansürü, ane uiti arrümanu sellorrü nesarrti Tuparrü, naqui ñemanauncurratoe süborico. Tosibicoti maniqui ángel sane ümo manuma cuatro angelerrü, bama torrio üriacaboma na puerurrüma aiñamesocoma cürrü y narubaitu turrü. Nanti sane ümoma:
REV.7.3	—Tapü ane causane aboi ümo cürrü y ümo narubaitu turrü, tapü ane causane ito aboi ñome sueca, cheperrtü tüsüro sobi sellorrü icuta bama imostorrti Tuparrü.
REV.7.4	Ñoncoito caüma arrümanu nubiqui bama sellabobo: ciento cuarenta y cuatro mil eanaqui manuma israelitarrü. Tarinan auna arrümanu listarrü:
REV.7.5	Doce mil eanaqui nesarrti familiarrü Judá, doce mil eanaqui nesarrti familiarrü Rubén, doce mil eanaqui nesarrti familiarrü Gad, 
REV.7.6	doce mil eanaqui nesarrti familiarrü Aser, doce mil eanaqui nesarrti familiarrü Neftalí, doce mil eanaqui nesarrti familiarrü Manasés, 
REV.7.7	doce mil eanaqui nesarrti familiarrü Simeón, doce mil eanaqui nesarrti familiarrü Leví, doce mil eanaqui nesarrti familiarrü Isacar, 
REV.7.8	doce mil eanaqui nesarrti familiarrü Zabulón, doce mil eanaqui nesarrti familiarrü José y doce mil eanaqui nesarrti familiarrü Benjamín.
REV.7.9	Auqui yasacatito ümo manuma sürümanama macrirrtianuca auqui nanaiña nacioneca y aruqui nanaiñantai ñanitacarrüma, bama champüti puerurrü aipiacümuncunuma. Aboma esa manu tronorrü y esa manu Nobirrama. Purusubi naibirrimia. Ane nasu mutacürrü mecuma. 
REV.7.10	Enterurrüma tosibicoma, namatü sane:
REV.7.10	Arroñü utaesübuca eanaqui nomünantü uiti naqui tümonso au tronorrü y ui manu Nobirrama (uiti Tuparrü y uiti Jesucristo).
REV.7.11	Arrümanuma angelerrü aboma itupecu manu tronorrü ichepe manuma mamayoreca y arrümanuma cuatro süborico bachesoiyoma esa manu tronorrü, mataconoconoma, manaunuma ümoti Tuparrü, namatü sane:
REV.7.12	Amén, sane te.
REV.7.12	Tari champü nitacüru numanauncu ümoti Tuparrü, numachampiencaca ümoti.
REV.7.12	Tarucu nipiacarrti, nüriacarrti, nicusüurrti, y nanentacarrü esati.
REV.7.12	Amén.
REV.7.13	Auqui tamanti eanaqui manuma mamayoreca ñanquitioti rropünanaquiñü:
REV.7.13	—¿Tusio aemo quiti bama purusubi naibirrimia y auquiche ayematü?
REV.7.14	Sucanañü ümoti:
REV.7.14	—Chütusiopü iñemo, pero arrücü te tusio aemo.
REV.7.14	Auqui urapoiti isucarüñü:
REV.7.14	—Tonema bama cuamatü icuqui cürrü, auquina cauta tarucu nitaquisürücürrüma tücañe. Pero caüma arrüma chauqui tirrimiacana tato nomünantü uimia ui noto Nobirrama. Sane nauquiche purusubi naibirrimia. 
REV.7.15	Sane nauquiche aboma esa nesarrti tronorrü Tuparrü. Baserebioma ümoti naneneca y tobiquia au niporrti, arrti bacuirarati itacuma. 
REV.7.16	Chanantopü tato acürüpüma ni atosüpüma, ni ataquisürüpüma ui nipequi surrü. 
REV.7.17	Arrümanu Nobirrama esa tronorrü yasaparama, ichamanama turrü, arrüna uiche asüborimia, y arrti Bae Tuparrü isübutati nisucürrüma, bacheboti ipucünuncuboma.
REV.8.1	Nauquiche soquisüro manu quiatarrü nitomoento manu quichonimiacarrü ui Nobirrama, cüchenaña au napese, media horarrü, champü isane rabotü.
REV.8.2	Auqui yasacatü ümo manuma siete angelerrü aboma esati Tuparrü. Botorrio ümoma cornetaca. 
REV.8.3	Cuatito maniqui quiatarrü ángel atüraiti esa manu altar. Torrio ümoti taman nausürrü oro aübu chama rroriocorrü, na aicubiti icu altar, na aürotü ape nausirri ichepe neanca bama icocoromati Tuparrü. Arrümanu altar pururrü oro, ane esa nesarrti tronorrü Tuparrü. 
REV.8.4	Y arrümanu nausi manu rroriocorrü mecuquiti maniqui ángel sürotü ape esati Tuparrü ichepe manu neanca bama icocoromati. 
REV.8.5	Auqui arrti maniqui ángel iñatamacatati manu nausü rroriocorrü ui sücüborrü icuqui manu altar. Auqui yarutaübutati icu cürrü. Auqui rabotü manitacaca, nisüurrü, ñasünarrü y paichoconono cürrü.
REV.8.6	Auqui caüma arrümanuma siete angelerrü acomoraboma na aipununioma nesarrüma cornetarrü.
REV.8.7	Arrti maniqui primeru ipunutati nesarrti cornetarrü. Auqui bupaquio noñoca, pese y notorrü icu cürrü. Üro arrüna tercera parterrü currü, tercera parterrü sueca y nanaiña arrüba narrüchopüro.
REV.8.8	Arrti maniqui quiatarrü ángel ipunutatito nesarrti cornetarrü. Auqui yasacatü ümo arrümanu tacana arrone yiriturrü omo, paquiancana cümuinta narubaitu turrü auqui ape. Y arrümanu tercera parterrü narubaitu turrü campiabo au manu rratorrü tacana notorrü. 
REV.8.9	Tercera parterrü arrüba bosüborico au narubaitu turrü mocoiño, y tercera parterrü arrüba barcorrü, arrüba mamenco isu, omiñarrio.
REV.8.10	Arrti maniqui quiatarrü ángel ipunutatito nesarrti cornetarrü. Auqui paquio arrümanu porrirratoe nostoñese arrone nurria noncorrü, tacana arrone ane isane omo icutacu baparrü. Paquio onü manu tercera parterrü niyosütu nusüruca y nantaituca. 
REV.8.11	Arrümanu nostoñese nürirri pichananene. Sane nauquiche caüma arrüba tuca mopichananene. Cütüpürrü macrirrtianuca coiñoma uirri.
REV.8.12	Arrti maniqui quiatarrü ángel ipunutatito nesarrti cornetarrü. Auqui caüma mameso tercera parterrü surrü, tercera parterrü pama y tercera parterrü nostoñeca, na tapü anentarrü ümo arrüba cuatro horarrü au sapese y cuatro horarrü au tobirri, tari tomiquianene ñome.
REV.8.13	Auqui yasacatü ümo manu taman nutamonrrirri basoro apetaisürü cümuinta napese. Ñoncoi nitosibirri sane:
REV.8.13	—Autaquisürücatai, bama süboricoiqui icu cürrü, arrtü tübupuruito manio piquiataca cornetaca ui bama maquiataca trerrü angelerrü.
REV.9.1	Auqui arrti maniqui quiatarrü ángel ipunutatito nesarrti cornetarrü. Yasacatü ümo taman nostoñese omeanaqui manio bupaquio acü auqui napese, abu arrti taman ángel. Torrio ümoti uiti Tuparrü yaberrü na aiyaübuti nusutu cürrü, arrüna champü nitacürurrü. 
REV.9.2	Auqui iyaübutati. Cuatanene nausirri cübüsi, tacanapae arrone auqui horno arrüna champü tacanache nisunaunrrü. Rruparrio surrü ui manu nausirri auqui nusutu cürrü, tomiquianene uirri. 
REV.9.3	Eanaqui manu nausirri omümio nubasoroca arrüba bupasoro au nanaiña cürrü. Torrio ñome obüriacabo na abosi tacana nupataca, nirri cürrü. 
REV.9.4	Bacüpucurrü ñome tapü ane causane oboi ñome sueca, narrüchopüro y nanaiña arrüba obütaürrü, tari ümo arrübamantai macrirrtianuca, bama champü sellorrü nesarrti Tuparrü icutama. 
REV.9.5	Bacüpucurrü ito ñome tapü opitabairomampae, tari taquisürüma ñome cinco panca. Y arrümanu norrocorrü ui nobosiquirri tacanarrtü osiyohoñü nupatarrü. 
REV.9.6	Au manio naneneca arrübama macrirrtianuca yapachetioma causane nauqui acoma, pero ta, chütorriopü ümoma. Tarucu nirrancarrüma acoma, pero chücoiñopüma.
REV.9.7	Arrümanio nubasoroca tacana arrobe cabayuca paborio ümo guerra. Ane niyutarusürrü tacana oro yuta. Arrüba niyusurrü tacana nisurrti ñoñünrrü. 
REV.9.8	Arrüna niñutanurrü tacana niqui nitanu paürrü, y nomohorrü tacana noho nocütürüquiorrü. 
REV.9.9	Ane arrümanu nubaibirri tacana fierro ubauquibo. Süuru nurria niyupasocorrü, tacanapae arrobe carroca motonono yusiu cabayuca, nomequirri ümo guerra. 
REV.9.10	Icutacu nobiyorrü ane nomeamporrü tacana nomeampo arrobe nupataca, nirri cürrü, arrüna uiche abosi ümo macrirrtianuca na ataquisürüma ñome cinco panca. 
REV.9.11	Anati taman ángel auqui infierno obüriatubu manio nubasoroca, nürirrti “Abadón” auqui hebreo, tapü auqui griego “Apolión”, y auqui besüro “yatabayorrü” nürirrti.
REV.9.12	Pasao arrümanu primer taquisürücürrü, pero cuantionqui torrü.
REV.9.13	Ipunutatito maniqui quiatarrü ángel nesarrti cornetarrü. Rabotü tosibirri omeanaqui manio tapacüca oro abe icu altar esa nesarrti tronorrü Tuparrü. 
REV.9.14	Nantü sane manu tosibirri ümoti maniqui ángel aübu cornetarrü:
REV.9.14	—Aisoquisünasama manuma cuatro angelerrü aboma tomoenoma esa manu narubaitu sapoco, nürirri Eufrates.
REV.9.15	Soquisüroma manuma angelerrü arrübama samamecana ümo arrümanu horarrü y ümo arrümanu nanenese, panrrü y añorrü, na aitabaimia arrüna tercera parterrü macrirrtianuca icuqui cürrü. 
REV.9.16	Ñoncoi nubiqui bama esarrüma soldadorrü, bama aboma yuchacu cabayuca: doscientos millones nubiquirrimia.
REV.9.17	Auqui quiatarrü niyasata, yasacatü caüma ümo manuma mañoñünca aboma yuchacu manio cabayuca. Ane auquiboma auna nitusirrimia yerurrü cüturiqui, asuru y amariyu. Arrümanio cabayuca niñutanurrü tacana nitanu nocütürüquiorrü. Ubahiqui paecüburu pese, nausirri y azufre. 
REV.9.18	Tercera parterrü macrirrtianuca coiñoma ui arrümanu pese, nausirri y azufre ubahiqui manio cabayuca. Coiñoma aboi manio trerrü plagarrü. 
REV.9.19	Arrümanu nopipiaca manio cabayuca, arrüna uiche apatabai, ane icutacu nobiyorrü y ubahi. Arrümanio nobiyorrü tacana arrobe noirroboca, abe niñutanurrü.
REV.9.20	Pero arrümanuma nisobüratu macrirrtianuca, bama chücoiñopü ui arrümanu taquisürücürrü, chorronenepü ümoma, isamutemainqui nomünantü. Manaunumainqui ümo bama machoboreca y ümo masantuca, arrübama urriancama uimia oro, plata, bronce, canrrü y suese. Abu chasarapümatü, ni amenpüma, ni anempü isane oncoimia. 
REV.9.21	Chiñocotapüma arrüna yatabaiquirrimia, nicheserucurrüma, niturapacarrüma, nicusüpücürrüma.
REV.10.1	Yasacatito cümenuti quiatarrü ángel naqui tarucu nicusüurrti, cuati auqui napese eana taman cüsaüborrü. Ane cuara nurria nirrirri onü nitanurrti. Anentarrtai ui nisurrti, tacanarrtü cuara ui surrü. Tapü arrüba nitaparrti butusio tacana nonco pese. 
REV.10.2	Ane taman chimiamantai libruma aurübo mecuti. Ui nepanauncu nipoperrti icümotenti isu narubaitu turrü, tapü nepaurrü icümote icu cürrü. 
REV.10.3	Auqui tosibicoti fuerte nurria tacana nitosibi nocütüriquiorrü, arrtü tüborico. Arrümanu nitosibirrti opiñumuta caüma siete mapaesoca, arrüba opipiaca apanita. 
REV.10.4	Irrancapü iconomo arrümanu nuburarrü, pero ñoncoi taman manitacarrü, nantü sane iñemo:
REV.10.4	—Aiñahübu aemoantai arrümanu nubura manio siete mapaesoca, tapü aiconomota.
REV.10.5	Auqui arrti maniqui ángel icümotenti isu narubaitu turrü y icu cürrü iquiampetati nepanauncu nipiarrti, asaratitü ape. 
REV.10.6	Itusiancatati curusürrü isucarüti Tuparrü, naqui champü nitacüru nisüboriquirrti, naqui uiche urriane napese, cürrü, narubaitu turrü y nanaiña arrüba abe ubahu. Nanti sane:
REV.10.7	—Tüsaiapae acoco nanaiña arrüna pasabobo. Arrtü ipunutati nesarrti cornetarrü maniqui tacürurrü ángel, tusio, ta tücumplibo arrümanu anecanatai ñapensacarrti Tuparrü, arrümanu turapoiti tücañe isucarü bama nesarrti profetarrü, bama baserebio ümoti.
REV.10.8	Arrümanu manitacarrü cuatü iñemo tücañe auqui napese, nanti tatito iñemo sane:
REV.10.8	—Acosi asuriu manu aurübo libruma mecuquiti maniqui ángel icümote isu narubaitu turrü y icu cürrü.
REV.10.9	Yacatü rranquiriu pünanaquiti. Nanti sane iñemo:
REV.10.9	—Asusui, anse. Usiña baeta ahicü tacana nuhurrü, pero arrtü tütane acübobicü, ta pichananene.
REV.10.10	Yasutiu manu libruma mecuquiti maniqui ángel. Irrate. Ñemanauntu, usiña baeta sahiñü, pero numo tipiuncuta, ta pichananene sübobiñü. 
REV.10.11	Nantito iñemo:
REV.10.11	—Urria arrtü aeca tatito uraboi nurarrti Tuparrü yocütüpü manio sürümana puebluca, nacioneca, mayüriabuca y arrübama auqui piquiataca manitacaca.
REV.11.1	Auqui torrio iñemo taman boquirri na yerotü imeriraca niporrti Tuparrü y arrümanu altar ane acamanu. Bacüpucurrü ito iñemo ipiacünuncunuma manuma aboma manaunuma acamanu.
REV.11.2	—Arrümanu nusuara tapü aimeriracata —sane bacüpucurrü iñemo—, itopiqui torrio ümo bama extranjerurrü, bama uiche emeonoma manu pueblurrü samamecana ümoti Tuparrü (Jerusalén) ñome ba cuarenta y dos panca. 
REV.11.3	Rracüpuca ito ümo bama torrü niyesa terrticurrü —nanti Tuparrü—, nauqui ariorrüma anitama au nisüri. Süromatü ñome ba mil doscientos sesenta naneneca. Cübüsi naibirrimia.
REV.11.4	Arrümanuma torrü terrticurrü, ta tonema arrümanio torrü suema olivos y arrümanio torrü cantreruca abe esati Tuparrü, naqui üriabucati icu cürrü. 
REV.11.5	Omo pese ahiquimia, ümo arrtü anati naqui rranrrü ane causane uiti ümoma, üroti ui arrümanu noncorrü ahiquimia. 
REV.11.6	Puerurrüma ito aiñamama napese na tapü rrobeoca ümo manu tiemporrü nacarrüma manitanama, cheperrtü tütacürusu ñanitacarrüma au nürirrti Tuparrü. Puerurrü ito aisamunü turrü notorrü uimia. Puerurrüma achema taquisürücürrü ümo macrirrtianuca isiu nirrancarrüma.
REV.11.7	Arrtü tütacürusu arrümanu ñanitacarrüma, cuatü caüma arrümanu numuquianrrü auqui infierno ahi ümoma. Macanana ümoma, coiñoma uirri. 
REV.11.8	Nicunturrüma caüma omonconatai isiu cayaca au manu yarusürürrü pueblurrü nürirri Jerusalén, nürirrito Sodoma o Egipto. Acamanu ito coiñoti naqui Señor tücañe. 
REV.11.9	Arrübama macrirrtianuca auqui nanaiña puebluca, manitacaca, y nacioneca, trerrü naneneca y medio yasaboriquirrimia ümo nicunturrüma. Chichebopü uimia nauqui aüroma cütu. 
REV.11.10	Arrümanu nanenese ñana yarusürürrü pucünuncurrü ui bama süborico icu cürrü. Macumananamantai ümomantoe, nipucünuncurrüma, itopiqui ta tücoiñoma arrümanuma torrü nesarrti terrticurrü Tuparrü, bama uiche churriampatai nacarrüma tücañe. 
REV.11.11	Pero yopürücü manio trerrü naneneca y medio, arrümanuma torrü profetarrü süboricoma tato uiti Tuparrü. Atüraimia tato uiti. Enterurrüma bama arrtai, yarusürürrü nirrucurrüma. 
REV.11.12	Auqui arrümanuma torrü terrticurrü oncoimia manitacarrü ümoma auqui napese, nantü sane:
REV.11.12	—Ausiapata tauna ape.
REV.11.12	Arrüma caüma süromatü ape eana taman cüsaüborrü. Y arrübama tüboricoma icuatama arrtayomatü isiuma.
REV.11.13	Au arrümanu horarrü paichoconono cürrü, y decima parterrü arrümanu pueblurrü iñarrio. Coiñoma siete mil macrirrtianuca uirri. Arrübama chücoiñopü aüboqui ui nirrucurrüma iñanaumumati Tuparrü, naqui anati au napese.
REV.11.14	Chauqui tüpasao arrümanu segundo taquisürücürrü, pero contoatai tücuatü quiatarrü.
REV.11.15	Auqui arrti maniqui tacürurrü ángel ipunutatito caüma nesarrti cornetarrü. Rabotio tosibiquia auqui napese, munantü sane:
REV.11.15	Nanaiña caüma nüriacaca icuqui cürrü omeno iquiana nüriacarrti Tuparrü y arrti Cristo.
REV.11.15	Champü nitacüru nüriacarrti.
REV.11.16	Auqui arrümanuma veinticuatro mamayoreca, bama aboma au nesarrüma tronorrü esati Tuparrü bachesoiyoma, mataconoconoma, manaunuma ümoti, 
REV.11.17	namatü:
REV.11.17	Supachampiencaca aemo, Tuparrü, itopiqui arrücü tarucu nacusüu.
REV.11.17	Anancüatai tücañe, acaiqui caüma, y acaiquito ñana.
REV.11.17	Arrücü ane yarusürürrü nüriaca, aübapae üriabucü.
REV.11.18	Tüboricoma bama macrirrtianuca icu cürrü aemo, pero caüma arrücü atococa atübori ümoma.
REV.11.18	Tiñatai manu horarrü cauta acurrtama obi bama tücoiño.
REV.11.18	Iñata ito caüma manu horarrü cauta aitorrimia nacumanata ümo bama aesa profetarrü arrübama manunecana tücañe nüri.
REV.11.18	Aitorrimia ito nacumanata ümo bama samamecana aemo, y ümo nanaiña bama iñanaunumacü, champü ümoche obi arrtü tarucu nicuarrüma icu cürrü, o champü.
REV.11.18	Chauqui tiñatai ito arrümanu horarrü auche acoma obi bama uiche mameso na cürrü, bama uiche aenso nicoñococorrü.
REV.11.19	Auqui aurübo manu niporrti Tuparrü ane au napese. Tusinaña manu baurirri uiche atusi nesarrti tratorrü Tuparrü aübu bama icocoromati. Auqui masünaca, süuru y buyarrü. Paichoconono cürrü y bupaquio noñoca sürümana.
REV.12.1	Auqui yasacatü ümo quiatarrü yarusürürrü señarrü au napese. Itusiancanü ito taman paürrü, cüburrio ui nicua surrü, tacanarrtü naibirri. Ñoquiana nipopese ane pama. Ane ito ita taman tarusürrü, pururrü nostoñeca, doce nububiquirri. 
