GEN.1.1	Ar y dechrau cyntaf, dyma Duw yn creu y bydysawd a'r ddaear. 
ROM.14.5	Dyma i chi enghraifft arall: Mae rhai pobl yn gweld un diwrnod yn wahanol i bob diwrnod arall, hynny ydy, yn gysegredig. Ond mae pobl eraill yn ystyried pob diwrnod yr un fath. Dylai pawb fod yn hollol siŵr o'i safbwynt. 
ROM.14.6	Mae'r rhai sy'n meddwl fod rhywbeth arbennig am un diwrnod, yn ceisio bod yn ffyddlon i'r Arglwydd. Mae'r rhai sy'n dewis bwyta cig eisiau cydnabod mai'r Arglwydd sy'n ei roi, drwy ddiolch i'r Arglwydd amdano. Ond mae'r rhai sy'n dewis peidio bwyta, hwythau hefyd, yn ceisio bod yn ffyddlon i'r Arglwydd, ac yn rhoi'r diolch i Dduw. 
ROM.14.7	Dŷn ni ddim yn byw i'r hunan nac yn marw i'r hunan. 
ROM.14.8	Wrth fyw ac wrth farw, dŷn ni eisiau bod yn ffyddlon i'r Arglwydd. Pobl Dduw ydyn ni tra byddwn ni byw a phan fyddwn ni farw. 
ROM.14.9	Dyna pam gwnaeth y Meseia farw a dod yn ôl yn fyw – i fod yn Arglwydd ar y rhai sydd wedi marw a'r rhai sy'n dal yn fyw.
ROM.14.10	Felly pam wyt ti mor barod i feirniadu dy gyd-Gristnogion ac edrych i lawr arnyn nhw? Cofia y bydd rhaid i bob un ohonon ni sefyll o flaen llys barn Duw. 
ROM.14.11	Fel mae'r ysgrifau sanctaidd yn dweud:
ROM.14.12	Bydd rhaid i bob un ohonon ni ateb drosto'i hun o flaen Duw.
ROM.14.13	Felly gadewch i ni stopio beirniadu'n gilydd o hyn ymlaen. Yn lle hynny, gadewch i ni benderfynu peidio gwneud unrhyw beth fydd yn rhwystr i Gristion arall. 
ROM.14.14	Dw i fy hun, wrth ddilyn yr Arglwydd Iesu, yn credu'n gydwybodol fod yna ddim bwyd sy'n ‛aflan‛ ynddo'i hun. Ond os ydy rhywun yn meddwl fod rhyw fwyd yn ‛aflan‛, mae wir yn aflan i'r person hwnnw. 
ROM.14.15	Felly os wyt ti'n bwyta rhywbeth gan wybod ei fod yn broblem i Gristion arall, ti ddim yn dangos rhyw lawer o gariad. Paid gadael i dy arferion bwyta di wneud niwed i rywun arall wnaeth y Meseia farw drosto. 
ROM.14.16	A phaid gadael i beth sy'n iawn yn dy olwg di wneud i bobl sydd ddim yn Gristnogion amharchu'r Meseia. 
ROM.14.17	Dim beth wyt ti'n ei fwyta na'i yfed sy'n dangos fod Duw'n teyrnasu yn dy fywyd di. Perthynas iawn gyda Duw sy'n cyfri, a'r heddwch dwfn a'r llawenydd mae'r Ysbryd Glân yn ei roi. 
ROM.14.18	Mae'r un sy'n dilyn y Meseia fel yma yn plesio Duw ac yn cael ei barchu gan bobl eraill.
ROM.14.19	Felly gadewch i ni wneud beth sy'n arwain at heddwch, ac sy'n cryfhau pobl eraill. 
ROM.14.20	Peidiwch dinistrio gwaith da Duw er mwyn cael bwyta beth fynnwch chi. Mae pob bwyd yn iawn i'w fwyta, ond ddylech chi ddim bwyta rhywbeth os ydy e'n creu problemau i rywun arall. 
ROM.14.21	Mae'n well dewis peidio bwyta cig am unwaith, a pheidio yfed gwin, a pheidio gwneud unrhyw beth fyddai'n achosi i Gristion arall faglu. 
ROM.14.22	Beth bynnag rwyt yn ei gredu am hyn i gyd, cadwa hynny rhyngot ti a Duw. Mae bendith fawr i'r un sydd ddim yn ei gondemnio ei hun drwy fynnu gwneud beth mae e'n gredu sy'n iawn o hyd! 
ROM.14.23	Ond mae'r person sydd ddim yn siŵr beth sy'n iawn yn ei gondemnio ei hun wrth fwyta – am beidio gwneud beth mae'n gredu fyddai Duw am iddo'i wneud. Mae peidio gwneud beth dŷn ni'n gredu mae Duw am i ni ei wneud yn bechod.
ROM.15.1	Dylen ni sy'n credu'n gryf ein bod ni'n gwybod beth sy'n iawn feddwl bob amser am y rhai sy'n ansicr. Yn lle bwrw ymlaen i blesio'n hunain, 
ROM.15.2	gadewch i ni ystyried pobl eraill, a cheisio eu helpu nhw a'u gwneud nhw'n gryf. 
ROM.15.3	Dim ei blesio ei hun wnaeth y Meseia – fel mae'r ysgrifau sanctaidd yn dweud: 
ROM.15.4	Cafodd pethau fel yma eu hysgrifennu yn y gorffennol i'n dysgu ni, er mwyn i'r ysgrifau sanctaidd ein hannog ni i fod yn amyneddgar wrth edrych ymlaen i'r dyfodol.
ROM.15.5	Dw i'n gweddïo y bydd Duw, sy'n rhoi'r amynedd a'r anogaeth yma, yn eich galluogi chi i fyw mewn heddwch gyda'ch gilydd wrth i chi ddilyn y Meseia Iesu. 
ROM.15.6	Drwy wneud hynny byddwch gyda'ch gilydd yn rhoi clod i Dduw, sef Tad ein Harglwydd Iesu Grist.
ROM.15.7	Rhowch glod i Dduw drwy dderbyn eich gilydd, yn union fel gwnaeth y Meseia eich derbyn chi. 
ROM.15.8	Daeth y Meseia at yr Iddewon fel gwas, i ddangos fod Duw wedi cadw'r addewidion a wnaeth i Abraham, Isaac a Jacob.
ROM.15.9	Felly mae pobl o bob cenedl yn clodfori Duw am ei drugaredd. Fel mae'r ysgrifau sanctaidd yn dweud:
ROM.15.10	Maen nhw'n dweud hefyd,
ROM.15.11	a,
ROM.15.12	Yna mae'r proffwyd Eseia'n dweud hyn:
ROM.15.13	Felly dw i'n gweddïo y bydd Duw, ffynhonnell gobaith, yn llenwi'ch bywydau gyda'r llawenydd a'r heddwch dwfn sy'n dod o gredu ynddo; ac y bydd yr Ysbryd Glân yn gwneud i obaith orlifo yn eich bywydau chi!
ROM.15.14	Does dim amheuaeth gen i, frodyr a chwiorydd, eich bod chi'n gwybod beth sy'n dda ac yn iawn, a'ch bod chi'n gallu dysgu eich gilydd. 
ROM.15.15	Ond dw i wedi dweud rhai pethau yn blwmp ac yn blaen yn y llythyr yma, er mwyn eich atgoffa chi. Dyna'r gwaith mae Duw wedi'i roi i mi – 
ROM.15.16	gwasanaethu y Meseia Iesu ymhlith pobl sydd ddim yn Iddewon. Dw i'n cyflwyno newyddion da Duw i chi, er mwyn i'r Ysbryd Glân eich glanhau chi a'ch gwneud chi sydd o genhedloedd eraill yn offrwm derbyniol i Dduw.
ROM.15.17	Dw i'n falch o beth mae'r Meseia Iesu wedi'i wneud trwof fi wrth i mi wasanaethu Duw. 
ROM.15.18	Wna i ddim meiddio sôn am ddim arall! Mae'r Meseia wedi gwneud i bobl o'r cenhedloedd ufuddhau i Dduw. Mae wedi defnyddio beth dw i'n ei ddweud a'i wneud, 
ROM.15.19	ac wedi cyflawni gwyrthiau rhyfeddol drwy nerth yr Ysbryd Glân. Dw i wedi cyhoeddi'r newyddion da am y Meseia yr holl ffordd o Jerwsalem i dalaith Ilyricwm. 
ROM.15.20	Beth dw i wedi ceisio'i wneud ydy cyhoeddi'r newyddion da lle doedd neb wedi sôn am y Meseia o'r blaen. Does gen i ddim eisiau adeiladu ar sylfaen mae rhywun arall wedi'i gosod. 
ROM.15.21	Fel mae'r ysgrifau sanctaidd yn dweud eto:
ROM.15.22	Dyna sydd wedi fy rhwystro i rhag dod atoch chi dro ar ôl tro. 
ROM.15.23	Ond bellach does unman ar ôl i mi weithio yn yr ardaloedd yma, a dw i wedi bod yn dyheu am gyfle i ymweld â chi ers blynyddoedd. 
ROM.15.24	Dw i am fynd i Sbaen, ac yn gobeithio galw heibio chi yn Rhufain ar y ffordd. Ar ôl i mi gael y pleser o'ch cwmni chi am ychydig, cewch chi fy helpu i fynd ymlaen yno. 
ROM.15.25	Ar hyn o bryd dw i ar fy ffordd i Jerwsalem, gyda rhodd i helpu'r Cristnogion yno. 
ROM.15.26	Mae'r Cristnogion yn Macedonia ac Achaia wedi casglu arian i'w rannu gyda'r Cristnogion tlawd yn Jerwsalem. 
ROM.15.27	Roedden nhw'n falch o gael cyfle i rannu fel hyn, am eu bod yn teimlo fod ganddyn nhw ddyled i'w thalu. Mae pobl y cenhedloedd wedi cael rhannu bendithion ysbrydol yr Iddewon, felly mae'n ddigon teg i'r Iddewon gael help materol. 
ROM.15.28	Pan fydda i wedi gorffen hyn, a gwneud yn siŵr eu bod wedi derbyn yr arian, dw i'n mynd i alw heibio i'ch gweld chi ar fy ffordd i Sbaen. 
ROM.15.29	Dw i'n gwybod y bydda i'n dod i rannu bendith fawr gan y Meseia gyda chi.
ROM.15.30	Frodyr a chwiorydd, sy'n perthyn i'r Arglwydd Iesu Grist ac yn rhannu'r cariad mae'r Ysbryd yn ei roi, dw i'n apelio arnoch chi i ymuno gyda mi yn y frwydr drwy weddïo drosto i. 
ROM.15.31	Gweddïwch y bydd Duw yn fy amddiffyn i rhag y rhai yn Jwdea sy'n gwrthod ufuddhau i Dduw. Gweddïwch hefyd y bydd y Cristnogion yn Jerwsalem yn derbyn y rhodd sydd gen i iddyn nhw. 
ROM.15.32	Wedyn, os Duw a'i myn, galla i ddod atoch chi yn llawen a chael seibiant gyda chi. 
ROM.15.33	Dw i'n gweddïo y bydd Duw, sy'n rhoi ei heddwch perffaith i ni, gyda chi i gyd. Amen.
ROM.16.1	Dim ond pethau da sydd gen i i'w dweud am Phebe, ein chwaer sy'n gwasanaethu yn eglwys Cenchrea. 
ROM.16.2	Rhowch groeso brwd iddi – y math o groeso mae unrhyw un sy'n credu yn yr Arglwydd yn ei haeddu. Rhowch iddi pa help bynnag sydd arni ei angen. Mae hi wedi bod yn gefn i lawer iawn o bobl, gan gynnwys fi.
ROM.16.3	Cofiwch fi at Priscila ac Acwila, sy'n gweithio gyda mi dros y Meseia Iesu.
ROM.16.4	Dau wnaeth fentro'u bywydau er fy mwyn i. A dim fi ydy'r unig un sy'n ddiolchgar iddyn nhw, ond holl eglwysi'r cenhedloedd hefyd!
ROM.16.5	Cofion hefyd at yr eglwys sy'n cyfarfod yn eu tŷ nhw.
ROM.16.5	Cofiwch fi at fy ffrind annwyl Epainetws – y person cyntaf yn Asia i ddod yn Gristion.
ROM.16.6	Cofiwch fi at Mair, sydd wedi bod yn gweithio'n galed ar eich rhan. 
ROM.16.7	Hefyd at Andronicus a Jwnia,
ROM.16.8	Cofion at Ampliatus, sy'n ffrind annwyl i mi yn yr Arglwydd.
ROM.16.9	Cofion hefyd at Wrbanus, sy'n gweithio gyda ni dros y Meseia, ac at fy ffrind annwyl Stachus.
ROM.16.10	Cofiwch fi at Apeles, sydd wedi profi ei hun yn ffyddlon i'r Meseia.
ROM.16.10	Cofion at bawb sy'n gwasanaethu yn nhŷ Aristobwlus.
ROM.16.11	Cofiwch fi at Herodion sydd yntau'n Iddew, ac at y Cristnogion hynny sy'n gwasanaethu yn nhŷ Narcisws.
ROM.16.12	Cofiwch fi at Tryffena a Tryffosa, dwy wraig sy'n gweithio'n galed dros yr Arglwydd.
ROM.16.12	A chofiwch fi hefyd at Persis annwyl – gwraig arall sydd wedi bod yn gweithio'n arbennig o galed dros yr Arglwydd.
ROM.16.13	Cofion at Rwffus, gwas arbennig i'r Arglwydd, ac at ei fam sydd wedi bod fel mam i minnau hefyd.
ROM.16.14	A chofiwch fi at Asyncritus, Phlegon, Hermes, Patrobas, Hermes a'r brodyr a'r chwiorydd eraill gyda nhw.
ROM.16.15	Cofion at Philologws a Jwlia, Nerews a'i chwaer, ac Olympas a phob un o'r credinwyr eraill sydd gyda nhw.
ROM.16.16	Cyfarchwch eich cyd-Gristnogion yn llawn cariad. Mae eglwysi'r Meseia i gyd yn anfon eu cyfarchion atoch chi.
ROM.16.17	Dw i'n apelio atoch chi frodyr a chwiorydd, i wylio'r bobl hynny sy'n creu rhaniadau ac yn ceisio'ch cael i wneud yn groes i beth wnaethoch chi ei ddysgu. Cadwch draw oddi wrthyn nhw. 
ROM.16.18	Gwasanaethu eu boliau eu hunain mae pobl felly, dim gwasanaethu'r Meseia, ein Harglwydd ni. Maen nhw'n twyllo pobl ddiniwed gyda'u seboni a'u gweniaith. 
ROM.16.19	Ond mae pawb yn gwybod eich bod chi'n ufudd i'r Arglwydd, a dw i'n hapus iawn am hyn. Dw i am i chi fod yn ddoeth wrth wneud daioni ac yn ddieuog o wneud unrhyw ddrwg. 
ROM.16.20	A bydd Duw, sy'n rhoi'r heddwch dwfn, yn eich galluogi i ddryllio Satan dan eich traed yn fuan.
ROM.16.20	Dw i'n gweddïo y byddwch chi'n profi haelioni rhyfeddol ein Harglwydd Iesu.
ROM.16.21	Mae Timotheus, sy'n gweithio gyda mi yn anfon ei gyfarchion atoch chi; hefyd Lwcius, Jason a Sosipater, fy nghyd-Iddewon.
ROM.16.22	(A finnau, Tertiws, sydd wedi rhoi'r llythyr yma ar bapur. Dw i'n eich cyfarch chi yn yr Arglwydd hefyd.) 
ROM.16.23	Mae Gaius yn anfon ei gyfarchion (yn ei gartref e dw i'n aros), ac mae'r eglwys sy'n cyfarfod yma yn anfon eu cyfarchion hefyd.
ROM.16.23	Cyfarchion hefyd oddi wrth Erastus, trysorydd cyngor y ddinas, a hefyd oddi wrth y brawd Cwartus.
ROM.16.25	Clod i Dduw, sy'n gallu'ch gwneud chi'n gryf drwy'r newyddion da sydd gen i – sef y neges sy'n cael ei chyhoeddi am Iesu y Meseia. Mae'r cynllun dirgel yma wedi bod yn guddiedig ar hyd yr oesoedd, 
ROM.16.26	ond bellach mae wedi'i ddwyn i'r golwg. Fel mae'r ysgrifau proffwydol yn dweud, y rhai gafodd eu hysgrifennu drwy orchymyn y Duw tragwyddol – mae pobl o bob cenedl yn cael eu galw i gredu ynddo a byw'n ufudd iddo. 
ROM.16.27	O achos beth wnaeth Iesu y Meseia, mae e, yr unig Dduw doeth, yn haeddu ei foli am byth! Amen!
1CO.1.1	Llythyr gan Paul, wedi fy newis gan Dduw a'm galw i fod yn gynrychiolydd personol i'r Meseia Iesu. A gan y brawd Sosthenes hefyd.
1CO.1.2	At eglwys Dduw yn Corinth.
1CO.1.3	Dw i'n gweddïo y byddwch chi'n profi'r haelioni rhyfeddol a'r heddwch dwfn mae Duw ein Tad a'r Arglwydd Iesu Grist yn ei roi i ni.
1CO.1.4	Dw i bob amser yn diolch i Dduw amdanoch chi. Mae wedi bod mor hael, ac wedi rhoi cymaint o ddoniau i chi sydd wedi dod i berthyn i'r Meseia Iesu. 
1CO.1.5	Mae wedi'ch gwneud chi'n gyfoethog yn eich gallu i siarad am bethau ysbrydol, a'ch gwybodaeth ysbrydol. 
1CO.1.6	Mae'r neges am y Meseia wedi gwreiddio'n ddwfn yn eich bywydau chi. 
1CO.1.7	Mae gynnoch chi bob dawn ysbrydol sydd ei angen arnoch tra dych chi'n disgwyl i'r Arglwydd Iesu Grist ddod yn ôl. 
1CO.1.8	Bydd e'n eich cadw chi'n ffyddlon i'r diwedd un. Mae e am i chi fod yn ddi-fai ar y diwrnod mawr pan fydd ein Harglwydd Iesu Grist yn dod yn ôl. 
1CO.1.9	Gallwch chi drystio Duw yn llwyr. Mae'n gwneud beth mae'n ei ddweud. Fe sydd wedi'ch galw chi i rannu bywyd gyda'i Fab, y Meseia Iesu ein Harglwydd ni.
1CO.1.10	Frodyr a chwiorydd, dw i'n apelio atoch chi ar ran ein Harglwydd Iesu Grist – stopiwch ffraeo. Dw i eisiau i chi ddangos undod go iawn, yn lle bod wedi'ch rhannu'n ‛ni‛ a ‛nhw‛. 
1CO.1.11	Dw i'n gwybod y cwbl amdanoch chi – mae rhai o bobl Chloe wedi dweud wrtho i am yr holl gecru yn eich plith chi. 
1CO.1.12	Mae un ohonoch chi'n dweud, “Paul dw i'n ei ddilyn”; rhywun arall yn dweud, “Apolos dw i'n ei ddilyn,” neu, “Dw i'n dilyn Pedr”;
1CO.1.13	Ydy hi'n bosib rhannu'r Meseia yn ddarnau? Ai fi, Paul, gafodd ei groeshoelio drosoch chi? Wrth gwrs ddim! Gawsoch chi'ch bedyddio i berthyn i enw Paul? Na! 
1CO.1.14	Diolch byth, wnes i fedyddio neb ond Crispus a Gaius. 
1CO.1.15	Felly all neb ohonoch chi ddweud eich bod wedi cael eich bedyddio i'm henw i! 
1CO.1.16	(O ie, fi fedyddiodd y rhai o dŷ Steffanas hefyd; ond dw i'n reit siŵr mod i ddim wedi bedyddio neb arall.) 
1CO.1.17	Cyhoeddi'r newyddion da ydy'r gwaith roddodd y Meseia i mi, dim bedyddio pobl. A dw i ddim yn trio bod yn glyfar wrth wneud hynny chwaith, rhag ofn i rym y neges am groes y Meseia fynd ar goll.
1CO.1.18	Mae'r neges am y groes yn nonsens llwyr i'r bobl hynny sydd ar y ffordd i ddistryw. Ond i ni sy'n cael ein hachub, dyma'n union lle mae grym Duw i'w weld. 
1CO.1.19	Fel mae'r ysgrifau sanctaidd yn dweud:
1CO.1.20	Ble mae'r bobl glyfar? Ble mae athrawon y Gyfraith? Ble mae'r dadleuwyr i gyd? Mae Duw wedi gwneud i ddoethineb dynol edrych yn dwp! 
1CO.1.21	Mae Duw mor ddoeth! Wnaeth e ddim gadael i bobl ddefnyddio'u clyfrwch eu hunain i ddod i'w nabod e. Beth wnaeth e oedd defnyddio ‛twpdra'r‛ neges dŷn ni'n ei chyhoeddi i achub y rhai sy'n credu. 
1CO.1.22	Mae'r Iddewon yn mynnu gweld gwyrthiau syfrdanol i brofi fod y neges yn wir, a'r cwbl mae'r Groegiaid eisiau ydy rhywbeth sy'n swnio'n glyfar. 
1CO.1.23	Felly pan dŷn ni'n sôn am y Meseia yn cael ei groeshoelio, mae'r fath syniad yn sarhad i'r Iddewon, ac yn nonsens llwyr i bobl o genhedloedd eraill. 
1CO.1.24	Ond i'r rhai mae Duw wedi'u galw i gael eu hachub (yn Iddewon a phobl o genhedloedd eraill) – iddyn nhw, y Meseia sy'n dangos mor bwerus ac mor ddoeth ydy Duw. 
1CO.1.25	Mae ‛twpdra‛ Duw yn fwy doeth na chlyfrwch pobl, a ‛gwendid‛ Duw yn fwy pwerus na chryfder pobl.
1CO.1.26	Ffrindiau annwyl, cofiwch sut oedd hi arnoch chi pan ddaethoch chi i gredu! Doedd dim llawer ohonoch chi'n bobl arbennig o glyfar, na dylanwadol, na phwysig. 
1CO.1.27	Pobl gyffredin oeddech chi. Ond chi wnaeth Duw eu dewis – y rhai ‛twp‛, i godi cywilydd ar y rhai hynny sy'n meddwl eu bod nhw'n glyfar! Dewisodd Duw bobl gyffredin yng ngolwg y byd i godi cywilydd ar y pwysigion hynny sy'n dal grym. 
1CO.1.28	Dewisodd y bobl sy'n ‛neb‛, y bobl hynny mae'r byd yn edrych i lawr arnyn nhw, i roi taw ar y rhai sy'n meddwl eu bod nhw'n ‛rhywun‛. 
1CO.1.29	Does gan neb le i frolio o flaen Duw! 
1CO.1.30	Fe sydd wedi'i gwneud hi'n bosib i chi berthyn i'r Meseia Iesu. Ac mae doethineb Duw i'w weld yn berffaith yn Iesu. Fe sy'n ein gwneud ni'n iawn gyda Duw. Mae'n ein gwneud ni'n lân ac yn bur, ac mae wedi talu'r pris i'n rhyddhau ni o afael pechod. 
1CO.1.31	Fel mae'r ysgrifau sanctaidd yn dweud: 
1CO.2.1	Frodyr a chwiorydd annwyl, nid dawn dweud slic a rhyw areithiau clyfar gawsoch chi gen i pan oeddwn i'n cyhoeddi beth oedd cynllun Duw i chi. 
1CO.2.2	Rôn i'n benderfynol mai dim ond un peth oedd i gael sylw – marwolaeth Iesu y Meseia ar y groes. 
1CO.2.3	Pan oeddwn i gyda chi roeddwn i'n teimlo'n wan iawn, yn ofnus ac yn nerfus.
1CO.2.4	Dim llwyddo i'ch perswadio chi gyda geiriau clyfar wnes i. Roedd hi'n gwbl amlwg fod yr Ysbryd Glân ar waith! 
1CO.2.5	Rôn i eisiau i chi ymateb i rym Duw ei hun, dim i ryw syniadau oedd yn swnio'n ddoeth.
1CO.2.6	Ac eto mae'r neges dŷn ni'n ei chyhoeddi yn neges ddoeth, ac mae'r bobl sy'n gwrando arni yn dangos eu bod nhw'n bobl aeddfed. Ond dim ffordd ein hoes ni o edrych ar bethau ydy hi. A dim ffordd y rhai sy'n llywodraethu chwaith – mae hi ar ben arnyn nhw beth bynnag! 
1CO.2.7	Na, dirgelwch gan Dduw ydy'r doethineb dŷn ni'n sôn amdano. Roedd wedi'i guddio yn y gorffennol, er fod Duw wedi'i drefnu cyn i amser ddechrau. Roedd wedi'i gadw i ni gael rhannu ei ysblander drwyddo. 
1CO.2.8	Ond wnaeth y rhai sy'n llywodraethu ddim deall. Petaen nhw wedi deall fydden nhw ddim wedi croeshoelio ein Harglwydd bendigedig ni. 
1CO.2.9	Fel mae'r ysgrifau sanctaidd yn dweud:
1CO.2.10	Ond dŷn ni wedi deall, am fod Ysbryd Duw wedi'i esbonio i ni – ac mae'r Ysbryd yn gwybod cyfrinachau Duw i gyd! 
1CO.2.11	Pwy sy'n gwybod beth sydd ar feddwl rhywun arall? Does neb, dim ond y person ei hun. Felly Ysbryd Duw ydy'r unig un sy'n gwybod beth sydd ar feddwl Duw. 
1CO.2.12	A dŷn ni ddim yn edrych ar bethau o safbwynt y byd – mae Duw wedi rhoi ei Ysbryd i ni er mwyn i ni allu deall yr holl bethau gwych sydd ganddo ar ein cyfer ni. 
1CO.2.13	A dyma'r union neges dŷn ni'n ei rhannu – dim rhannu ein syniadau doeth ein hunain ond beth mae'r Ysbryd yn ei ddweud. Dŷn ni'n rhannu gwirioneddau ysbrydol gyda phobl sydd wedi derbyn yr Ysbryd. 
1CO.2.14	Os ydy'r Ysbryd ddim gan bobl, dŷn nhw ddim yn derbyn beth mae Ysbryd Duw yn ei ddweud – maen nhw'n gweld y cwbl fel nonsens pur. Dydyn nhw ddim yn gallu deall am fod angen dirnadaeth ysbrydol i ddeall. 
1CO.2.15	Os ydy'r Ysbryd gynnon ni, mae'r cwbl yn gwneud sens! Ond dydy pobl eraill ddim yn ein deall ni:
1CO.2.16	Ond mae'r gallu gynnon ni i weld pethau o safbwynt y Meseia.
1CO.3.1	Pan oeddwn i acw, frodyr a chwiorydd, roedd hi'n amhosib siarad â chi fel Cristnogion aeddfed.
1CO.3.2	Roedd rhaid i mi eich bwydo chi â llaeth, am eich bod chi ddim yn barod i gymryd bwyd solet! Ac mae'n amlwg eich bod chi'n dal ddim yn barod! 
1CO.3.3	Dych chi'n dal i ymddwyn fel pobl sydd heb dderbyn yr Ysbryd. Mae'r holl genfigennu a'r ffraeo sy'n mynd ymlaen yn warthus. Dych chi'n ymddwyn fel petaech chi ddim yn Gristnogion o gwbl. 
1CO.3.4	Pan mae un yn dweud, “Dw i'n dilyn Paul,” ac un arall, “Dw i'n dilyn Apolos,” dych chi'n ymddwyn yn union fel pawb arall!
1CO.3.5	Pwy ydy Apolos? Pwy ydy Paul? Dim ond gweision! Trwon ni y daethoch chi i gredu, ond dim ond gwneud ein gwaith oedden ni – gwneud beth oedd Duw wedi'i ddweud wrthon ni. 
1CO.3.6	Fi blannodd yr had, wedyn daeth Apolos i'w ddyfrio.
1CO.3.7	Dydy'r plannwr a'r dyfriwr ddim yn bwysig. Dim ond Duw, sy'n rhoi'r tyfiant. 
1CO.3.8	Mae'r plannwr a'r dyfriwr eisiau'r un peth. A bydd y ddau'n cael eu talu am eu gwaith eu hunain. 
1CO.3.9	Dŷn ni'n gweithio fel tîm i Dduw, a chi ydy'r maes mae Duw wedi'i roi i ni weithio ynddo. Neu, os mynnwch chi, dych chi fel adeilad – 
1CO.3.10	fi gafodd y fraint a'r cyfrifoldeb o osod y sylfaen (fel adeiladwr profiadol), ac mae rhywun arall yn codi'r adeilad ar y sylfaen. Ond rhaid bod yn ofalus wrth adeiladu, 
1CO.3.11	am mai dim ond un sylfaen sy'n gwneud y tro i adeiladu arni, sef Iesu y Meseia. 
1CO.3.12	Mae'n bosib adeiladu ar y sylfaen gydag aur, arian, a gemau gwerthfawr, neu gyda choed, gwair a gwellt 
1CO.3.13	– bydd safon gwaith pawb yn amlwg ar Ddydd y farn. Tân fydd yn profi ansawdd y gwaith sydd wedi'i wneud. 
1CO.3.14	Os bydd yr adeilad yn dal i sefyll, bydd yr adeiladwr yn cael ei wobrwyo. 
1CO.3.15	Ond os bydd gwaith rhywun yn cael ei ddinistrio, bydd y person hwnnw'n profi colled fawr. Bydd pobl felly yn cael eu hachub – ond dim ond o drwch blewyn y byddan nhw'n llwyddo i ddianc o'r fflamau!
1CO.3.16	Ydych chi ddim yn sylweddoli mai chi gyda'ch gilydd ydy teml Dduw, a bod Ysbryd Duw yn aros yn y deml yna? 
1CO.3.17	Bydd Duw yn dinistrio unrhyw un sy'n dinistrio'i deml e. Mae teml Dduw yn gysegredig. A chi ydy'r deml honno!
1CO.3.18	Mae'n bryd i chi stopio twyllo'ch hunain! Os ydych chi wir yn meddwl eich bod chi'n ddoeth, rhaid i chi fod yn ‛dwp‛ yng ngolwg y byd i fod yn ddoeth go iawn! 
1CO.3.19	Mae clyfrwch y byd yn dwp yng ngolwg Duw. Yr ysgrifau sanctaidd sy'n dweud: 
1CO.3.20	a hefyd, 
1CO.3.21	Felly, peidiwch brolio am ddynion! Mae'r cwbl yn eiddo i chi – 
1CO.3.22	Paul, Apolos, Pedr,
1CO.3.23	A dych chi'n eiddo i'r Meseia, a'r Meseia i Dduw.
1CO.4.1	Dylech chi'n hystyried ni fel gweision i'r Meseia – gweision sydd â'r cyfrifoldeb ganddyn nhw o esbonio pethau dirgel Duw. 
1CO.4.2	Wrth gwrs, mae disgwyl i rywun sydd wedi derbyn cyfrifoldeb brofi ei fod yn ffyddlon. 
1CO.4.3	Felly dim beth dych chi na neb arall yn ei feddwl sy'n bwysig gen i; yn wir, dim beth dw i fy hun yn ei feddwl sy'n bwysig hyd yn oed! 
1CO.4.4	Mae nghydwybod i'n glir, ond dydy hynny ddim yn profi mod i'n iawn. Beth mae Duw ei hun yn ei feddwl ohono i sy'n cyfri. 
1CO.4.5	Felly peidiwch cyhoeddi'ch dedfryd ar bethau yn rhy fuan; arhoswch nes i'r Arglwydd ddod yn ôl. Bydd y gwir i gyd yn dod i'r golau bryd hynny. Bydd cymhellion pawb yn dod i'r amlwg, a bydd pawb yn derbyn beth mae'n ei haeddu gan Dduw.
1CO.4.6	Ffrindiau annwyl, dw i wedi defnyddio fi fy hun ac Apolos fel esiampl, er mwyn i chi ddysgu beth ydy ystyr “peidio mynd y tu hwnt i beth mae'r ysgrifau sanctaidd yn ei dweud.” Byddwch chi'n stopio honni fod un yn well na'r llall wedyn. 
1CO.4.7	Beth sy'n eich gwneud chi'n well na phobl eraill? Beth sydd gynnoch chi ydych chi ddim yn y pen draw wedi'i dderbyn gan Dduw? Ac os mai rhodd gan Dduw ydy'r cwbl, beth sydd i frolio amdano? – fel petaech chi'ch hunain wedi cyflawni rhywbeth!
1CO.4.8	Edrychwch arnoch chi! Dych chi'n meddwl fod popeth gynnoch chi yn barod! Dych chi mor gyfoethog! Dyma chi wedi cael eich teyrnas – a ninnau'n dal y tu allan! Byddai'n wych gen i tasech chi yn teyrnasu go iawn, er mwyn i ninnau gael teyrnasu gyda chi. 
1CO.4.9	Wyddoch chi, mae'n edrych fel petai Duw wedi'u gwneud ni, ei gynrychiolwyr personol, fel y carcharorion rhyfel sydd ar ddiwedd y prosesiwn – y rhai sydd wedi'n condemnio i farw yn yr arena. Dŷn ni wedi cael ein gwneud yn sioe i ddifyrru'r byd – pobl ac angylion. 
1CO.4.10	Ni yn edrych yn ffyliaid dros achos y Meseia, a chi'n bobl mor ddoeth! Ni yn wan, a chi mor gryf! Chi yn cael eich canmol a ninnau'n destun sbort! 
1CO.4.11	Hyd heddiw dŷn ni'n brin o fwyd a diod, a heb ddigon o ddillad i'n cadw'n gynnes. Dŷn ni wedi cael ein cam-drin a does gynnon ni ddim cartrefi. 
