GEN.1.1	Tô tigkanayan ka langun, igimu ka Manama tô langit
HEB.11.24	Ukit ka kapamaké i Moises ka Manama, tô igdakál sikandin, dì malyag na tawarán na apù katô harì,
HEB.11.25	su igpanámdám sikandin na agad irrayatan sikandin duma katô mga sakup ka Manama, asal tuu pa madigár ka tandingán katô kadayawan ukit ka salà tun ta mabbabà dád timpo. 
HEB.11.26	Igpanámdám sikandin na agad buyasán asta kayyaan sikandin tingód ka kapamaké din katô Mesiyas, asal tuu pa madigár ka tandingán katô dakál kaduwánnan din tun ta Ehipto. Tô gó é igsalin din su gimanan din tô pulusán na bággén ka Manama kandin. 
HEB.11.27	Ukit ka kapamaké din ka Manama, igpanó sikandin tikud tun ta Ehipto. Ándà máddang din katô sókó katô harì. Igpabákkár sikandin su iring na ágkitanán din tô Manama na dì ágkakita.
HEB.11.28	Ukit ka kapamaké i Moises ka Manama, igkagi sikandin na kailangan matayan dan tô karnero asta pólétán tô dipanug tun ta sállat ka balé dan ébô dì matayan tô tambang kaké katô mga gabatà ka Hebreo ka papiddán ka Manama tô Panaligan na Ágmaté.
HEB.11.29	Ukit ka kapamaké dan ka Manama, ikatalipag dan tun ta Dagat Mallutù asta igpanó dan tun ta matákkang tanà. Asal tô mga taga Ehipto na iglupug kandan, tô igkinnam dan na ágtalipag, ilánnád tô langun asta inaté.
HEB.11.30	Ukit ka kapamaké katô mga Hebreo ka Manama, iglibut dan tun ta mallayat koral ka lunsud ka Jerico sippang ka ikapittu álló, asta igbantang ka Manama tô mallayat koral.
HEB.11.31	Si Rahab na madat bayi, ukit ka kapamaké din ka Manama, madigár tô katanggap din katô duwa espiya na igpasadun i Josue, asta ándà sikandin matayi tákkás katô mga taga Jerico na ándà bánnal ka Manama.
HEB.11.32	Dakál pa tô kagin ku pád ákniyu tingód katô mga manubù na igpamaké ka Manama, asal ánnà nángngà tô álló ébô mulitta ákniyu tingód ki Gideon, ki Barak, ki Samson, ki Jepte, ki David, ki Samuel, asta katô duma mga propeta ka Manama sayyan.
HEB.11.33	Ukit katô kapamaké dan ka Manama, duwán mga manubù na ikatalu ka mga harì na igusig kandan. Duwán mga igbánnal ka Manama asta igtanggap dan tô igtandô din kandan. Duwán mga igpagtangkáb ka babbà ka mga liyun na kumagat pád kandan. 
HEB.11.34	Duwán mga ikapadáng ka dakál apuy. Duwán mga ikaluwà tikud tun ta bállad ka mga manubù na mimmaté pád kandan. Duwán mga malómét na inému mabákkár. Duwán magani na igatu ka mga usig dan, asta igpanalu dan katô mga igsulung kandan tikud tun ta ássa banuwa.
HEB.11.35	Duwán pagsik mga gabayi na igpamaké ka Manama, asta inanté puman tô kandan mga gabatà na inaté. Duwán mga duma na igpamaké ka Manama na igirrayatan sippang na inaté, asal ándà dan tanan katô kapamaké dan agad makaluwà dan pád, su isóddóran dan na dumunggù tô álló na antén dan ka Manama asta matanggap dan tô tuu madigár kantayan.
HEB.11.36	Duwán igpamaké ka Manama na ihirapan su igbuyas-buyas asta iglagpás. Tô mga duma igbagkás ka kadina, asta igpriso. 
HEB.11.37	Duwán mga duma na igtimbag ka batu ébô maté. Iggabas tô lawa katô mga duma, asta igmatayan tô mga duma ukit ka kampilan. Igpanó-panó tô duma mga manubù na igumpak ka kindal ka karnero asta kambing su ándà ássa umpak dan. Ágkayù-ayuan dan, igpahirapan dan, asta igirrayatan dan. 
HEB.11.38	Igpapalaguy dan tun ta disyerto asta tun ta pabunganán, asta igóddô dan tun ta mga takub asta tun ta kóbbang ka tanà. Agad madigár dan mga manubù, asal ándà dan respetowi ka duma mga manubù nit banuwa.
HEB.11.39	Agad igdurung ka Manama tô langun dan tingód ka kapamaké dan kandin, asal ándà dan pa ikatanggap katô igtandô ka Manama, 
HEB.11.40	su duwán ágdantulán din na tuu pa madigár para áknita langun ka tandingán kandan, su kakalyag ka Manama na masakup ki tun kandan ébô makatanggap ki katô madigár na igtandô din.
HEB.12.1	Na, tuu marapung tô mga manubù na igpamaké ka Manama sayyan, asta ágpasóddór dan áknita na tuu ágkasarigan tô Manama. Purisu kailangan tumanan ki katô langun na makabaring áknita iring na ágpatónaé ágpalaguy. Kailangan sumódô ki lumumu ka salà na inalayun pakékát áknita. Kailangan mallayat tô ginawa ta róggun na malaguy ki sippang ka dumunggù ki tun ta ágtamanán. 
HEB.12.2	Kailangan sumállág ki ki Jesus su sikandin tô ágkéringan ta katô kapamaké ta, asta sikandin tô ágpabákkár katô kapamaké ta. Ikatiis si Jesus katô kahirapan tô igpansalan sikandin tun ta krus. Ándà kayyai sikandin katô igimu dan kandin, asal ikatiis sikandin katô kamaté dan kandin, su isóddóran din na kadayawan sikandin ka mapángnga tô langun. Gunsad dán sikandin dadan tun ta kawanan katô Ámmà din na Manama asta ágpangulu duma kandin.
HEB.12.3	Tuu madat tô kahirapan na igtiis i Jesus, su igirrayatan katô mga manubù na masalà-salà. Purisu panámdám kó tingód kandin ébô dì kó sumódô sumarig kandin. 
HEB.12.4	Agad gusigán kó katô mga masalà-salà, ándà pa palang manubù tun ákniyu na igmatayan. 
HEB.12.5	Iring na ilingawan yud tô kagi ka Manama tun ta langun yu na mga gabatà din, su mà katô igsulat,
HEB.12.5	“Batà ku, atin ka disiplinan ka katô Áglangngagán,
HEB.12.5	yaka ágpadannan kandin.
HEB.12.5	Atin ka supakan ka ikandin,
HEB.12.5	yaka ágsódô ágsarig kandin,
HEB.12.6	su ágdisiplinan katô Áglangngagán tô langun na ágginawaan din,
HEB.12.6	asta ágsupakan din tô langun na igimu din mga gabatà din.”
HEB.12.7	Purisu ka dungguan kó ka kahirapan, kailangan manayun kó tumiis, su disiplinan kó ka Manama ukit katô kahirapan. Atin ka disiplinan kó ikandin, tô gó é pató na sikiyu tô bánnal mga gabatà din, su ándà palang batà na dì disiplinan ka ámmà din. 
HEB.12.8	Ágdisiplinan ka Manama tô langun yu na igpasakup tun kandin. Atin ka dì kó ikandin disiplinan ánnà kó bánnal mga gabatà din asta ánnà sikandin Ámmà yu. 
HEB.12.9	Agad igdisiplina ki katô áknita mga ámmà nit banuwa, ágrespetowan ta sikandan. Purisu tuu pa madigár ka dì ki géllé katô kadisiplina katô Ámmà ta tun datas ta langit ébô makatanggap ki katô kantayan na ándà ágtamanán. 
HEB.12.10	Tô mga ámmà ta nit banuwa, tô gó é ágdisiplina áknita tun ta mabbabà dád timpo tingód ka agad ándin na igpanámdám dan na madigár. Asal tô Ámmà ta tun datas ta langit, tô gó é ágdisiplina áknita ébô tabangan ki ikandin asta ébô tanggapán ki ikandin na nángngà ki tun ta saruwan din. 
HEB.12.11	Atin ka ágdisiplinan ki katô Manama, dì ki ágkadayawan asal ágkaranu ki su mahirap tô pókitan din áknita. Asal pángnga katô kadisiplina din áknita, duwán pulusán ta, su masunay tô pusung ta, asta katig ki lumumu katô nángngà tun ta saruwan din.
HEB.12.12	Purisu yakó ágmalómét iring na ágpatónaé ágpalaguy. Agad ihirapan kó, yakó ágsódô, asal kailangan pabákkár kó asta pabákkárrán yu tô kasarig yu katô Manama. 
HEB.12.13	Yakó ágsuwé tikud tun ta dalan ka kabánnalan ébô kumabákkár tô mga kadumaan yu na malómét é kasarig tun ta Manama.
HEB.12.14	Ággár-ággár kó pasábbadé asta tô langun manubù. Ággár-ággár kó lumu katô nángngà tun ta saruwan ka Manama, su tô manubù na dì nángngà tun ta saruwan ka Manama dì gó kumita katô Áglangngagán. 
HEB.12.15	Banté kó agó duwán dì makatanggap katô kédu ka Manama. Banté kó agó duwán mimu ka samuk tun ákniyu, su ukit kani, kadattan tô marapung manubù. 
HEB.12.16	Banté kó agó duwán lumayuk katô ánnà kandin sawa ó duma, asta tumayyug ka Manama. Makéring dan ki Esau sayyan, su agad sikandin tô panganayan batà na makatanggap pád katô langun tikud tun ta ámmà din, igbullas din dád ka sábbad kakan. 
HEB.12.17	Isóddóran yu na pángnga igbullas din, kakalyag din na bággayan sikandin ka langun, asal igéllé tô ámmà din. Dì mapalin tô iglumu din, agad tuu igsággó sikandin asta igpédu-édu.
HEB.12.18	Tô igpadani kó tun ta Manama, ánnà iring katô kapadani katô mga kamónaan ta tun ta pabungan ka Sinai, su igkita dan tô dakál apuy, tô kangittángngan na makamáddang, asta igriyu dan tô mabákkár karamag. 
HEB.12.19	Igdinág dan tô kédup ka trumpeta asta tô kagi ka Manama. Tô igdinág dan katô kagi din, tuu dan imáddangan, asta igpédu-édu dan na dì sikandin kumagi kandan. 
HEB.12.20	Ándà dan ikatiis katô igkagi din kandan, na mà din, “Agad manubù asta mannanap, ka lumapas dan tun ta pabungan, kailangan timbagán dan ka batu ó panaán dan ébô maté.”
HEB.12.21	Tuu dan imáddangan tingód katô igkita dan, agad si Moises igkagi na igkárkár sikandin ka máddang din.
HEB.12.22	Asal ánnà iring kanan tô kapadani ta tun ta Manama, su iring na igpadani kid tun ta pabungan na ágngadanan Sion, tô lunsud na góddóan ka manté Manama. Tô gó é lunsud tun datas ta langit na ágngadanan Mantu Jerusalem na ágkalimudan ka tuu marapung panaligan ka Manama na dì ágkéyap. 
HEB.12.23	Isakup kid duma katô mga gabatà ka Manama na iring katô tambang kaké din. Igsulat tô ngadan dan tun datas ta langit. Igpadani kid tun ta Manama na rumuud ka langun, su igsakup ki ikandin tun ta langun duma mga sakup din na inaté dán asta igtanggap din sikandan na nángngà tun ta saruwan din tun datas ta langit. 
HEB.12.24	Igpadani kid tun ki Jesus na igtigkané katô mantu kasabotan ébô makapadani ki tun ta Manama. Iglinisan kid katô dipanug din tikud tun ta salà, asta tô gó é pató na duwán kédu ka Manama áknita. Tô igpasóddór ukit katô dipanug i Jesus tuu pa madigár ka tandingán katô dipanug i Abel.
HEB.12.25	Na, yakó géllé katô kagi ka Manama. Igsupakan ka Manama tô mga kamónaan ta sayyan su igéllé dan katô kagi ka Manama na igulit i Moises nit banuwa. Atin ka méllé ki katô igkagi ka Manama tikud tun ta langit, tuu ki ikandin supakan. 
HEB.12.26	Tô igkagi tô Manama tun ta pabungan ka Sinai sayyan, ikálláng tô tanà ukit katô kabákkárran ka kagi din. Asal duwán pa igtandô din, na mà din, “Makasábbadda pa kumagi, asta ánnà dád tanà tô kállángngán ku, su kállángngán ku pagsik tô langit.”
HEB.12.27	Ukit kani igkagi ka Manama, isóddóran ta na kállángngán din tô langun na igimu din asta iwaán din ébô masamà dád tô dì ágkakálláng.
HEB.12.28	Purisu kailangan pasalamat ki tun ta Manama su igsakup kid ikandin tun ta pagpangulu din tun ta langit na dì ágkéwà. Kailangan mangadap ki kandin magunawa katô kakalyag din na lumun ta, asta tuu ki rumespeto kandin, 
HEB.12.29	su tô Manama na ágpangadapán ta iring na apuy na pakagóbbó.
HEB.13.1	Kailangan panayunán yu tô dakál ginawa tun ta mga kataladi yu. 
HEB.13.2	Yakó ágkalingó na kailangan malit-alit kó katô mga manubù agad ándà yu kilalayi, su duwán mga manubù na igalit-alit katô mga panaligan ka Manama na igádding tun kandan, asal ándà dan kasóddóri.
HEB.13.3	Yakó ágkalingó na kailangan tumabang kó katô mga ágpampamaké na igpriso iring na sikiyu tô igpriso duma kandan. Kailangan tumabang kó katô mga ágpampamaké na igirrayatan iring na sikiyu tô igirrayatan duma kandan.
HEB.13.4	Kailangan manámdám tô langun na madigár asta malinis tô ágkémun katô taladuma. Kailangan ándà lumibug, su supakan ka Manama tô lumibug asta lumayuk katô ánnà kandin sawa ó duma.
HEB.13.5	Yakó ágginawa ka salapì, asal kailangan kanángngaan kó katô kaduwánnan yu áknganni, su igkagi tô Manama, na mà din, “Diya tumanan ákniyu. Diya dumiyà ákniyu.”
HEB.13.6	Purisu dì ki kamáddangan, asal makakagi ki, na mà ta,
HEB.13.6	“Su Áglangngagán tô ágtabang kanak,
HEB.13.6	diya kamáddangan,
HEB.13.6	agad ándin tô lumun ka duma manubù kanak.”
HEB.13.7	Sampát yu tô mga tarapid ka simbaan na igtinurù ákniyu ka kagi ka Manama dángngan. Panámdám kó tingód katô madigár linumuwan dan tô ándà dan pa kamaté, asta iring kó kandan. 
HEB.13.8	Si Jesu-Cristo dì ágkapalin agad sayyan, áknganni, asta tun ta ándà ágtamanán. 
HEB.13.9	Atin ka duwán tuminurù ákniyu ka ássa klasi ka katinurù na ánnà iring katô kabánnalan na taganà igtinurù ákniyu, yakó ágbánnal kandan. Ukit katô tabang ka Manama, kumabákkár tô kasarig ta kandin. Dì kumabákkár tô kasarig ta kandin ukit katô katuman ta katô mga sugù na ágtinuruán dan tingód katô makan ta, su dì ágkatabangan tô mga ágtuman katô mga sugù ka Judio.
HEB.13.10	Inaté si Jesus ébô tábbusán din tikud tun ta salà tô langun ta na igpamaké kandin. Asal tô langun na ágtuman katô sugù tingód ka kamaté ka mannanap tun ta templo, dì dan makapil katô langun ta na igtábbus i Jesus tikud tun ta salà. 
HEB.13.11	Kada ámmé ka matayan ka mallayat pangulu na parì tô mannanap tingód katô salà ka manubù, piddán din tô dipanug tun dalám katô Tuu Ugis Lugar ka templo. Asal piddán din tô lawa katô mannanap tun ta luwà katô lunsud asta góbbón.
HEB.13.12	Iring kani tô inému ki Jesus, su igmatayan sikandin tun ta luwà katô lunsud ébô linisan din tô mga manubù ukit katô kandin dipanug. 
HEB.13.13	Purisu kailangan madun ki tun ki Jesus na inaté tun ta luwà katô lunsud agad buyasán ki asta payayyaán ki iring kandin. 
HEB.13.14	Makatiis ki su nit banuwa ni ándà palang góddóan ta na ándà ágtamanán. Asal gimanan ta pa tô lunsud na óddóan ta tun datas ta langit ka tapuri álló. 
HEB.13.15	Purisu kailangan duwán dán bággén ta tun ta Manama ukit ki Jesus, tô gó kadurung ta katô Manama ka ándà ágtamanán. Kailangan inalayun ki ágpasalamat tun kandin. 
HEB.13.16	Yakó ágkalingó na kailangan madigár tô áglumun yu, asta kailangan tumabang kó katô mga kadumaan yu na ágkahirapan, su atin ka tô gó é áglumun yu para katô Manama, kadayawan sikandin.
HEB.13.17	Bánnal kó katô mga tarapid ka simbaan. Yakó géllé kandan, su ágtómmóngan kó ikandan. Kailangan ágkasarigan sikandan, su duwán álló na ruudan dan ka Manama. Atin ka mánnal kó kandan, kadayawan dan. Asal ka dì kó mánnal kandan, maranu dan, asta dì ni makabággé ka kadigárran ákniyu.
HEB.13.18	Inalayun kó dasal tun ta Manama para áknami. Isóddóran dé na ándà linumuwan dé na mému buyasán, asta kakalyag dé na ándà palang lumun dé na dì durungán ka Manama. 
HEB.13.19	Kakalyag ku gó na dumasal kó tun ta Manama ébô sékótta makalónód tun ákniyu.
HEB.13.20+HEB.13.21	Manama tô ágbággé ka kasunayan, asta mólà pa ka bággayan kó ikandin katô langun madigár tabang din ébô makatuman kó katô kakalyag din. Iganté puman ka Manama tô Áglangngagán ta na si Jesus, su ukit katô kamatayan din, igtigkanayan din tô mantu kasabotan ébô makapadani ki tun ta Manama ka ándà ágtamanán. Iring sikandin na Taradóppón ta, su iring ki na mga karnero na ágdóppónan din. Mólà pa ka tabangan kó ikandin ébô makabággé kó ka dayó kandin ukit katô tabang i Jesu-Cristo ákniyu. Mólà pa ka durungán sikandin ka ándà ágtamanán. Matuman ni.
HEB.13.22	Mga kataladi, ágpédu-éduwa na tuu kó maminág kani mga tinurù ku, su mabbabà dád ni sulat ku ákniyu. 
HEB.13.23	Kakalyag ku na kasóddóran yu na igpaluwà dán tô kataladi ta na si Timoteo tikud tun ta prisowan. Atin ka sékót sikandin dumunggù, patákkássán ku sikandin ka madunna tun ákniyu.
HEB.13.24	Uliti yu tô mga tarapid ka simbaan asta tô langun sakup ka Manama na ágpangumusta a kandan. Ágpangumusta pagsik ákniyu tô mga taga Italia.
HEB.13.25	Mólà pa ka kéduwan tô Manama ákniyu langun. Matuman ni.
JAS.1.1	Sakán si Santiago na ágsuguánnán katô Manama asta katô Áglangngagán na si Jesu-Cristo. Igsulatta ákniyu na mga Judio na ágpamaké na ikatalap asta igóddô tun ta duma mga banuwa. Ágpangumusta a ákniyu!
JAS.1.2	Mga kataladi ku, atin ka ágdungguan kó katô marapung mga klasi ka kahirapan, kailangan kadayawan kó, 
JAS.1.3	su ikasóddór kó na ágkinnaman tô kapamaké yu ébô makému kó tumiis katô kahirapan. 
JAS.1.4	Purisu tiis kó katô mga kahirapan, su atin ka makatiis kó, mému kó nángngà, asta ándà kulang diyan ákniyu.
JAS.1.5	Na, atin ka duwán tun ákniyu na ándà sóddór ka ándin tô kakalyag ka Manama na lumun din, kailangan mamuyù sikandin tun ta Manama, asta pasóddórán ka Manama kandin, su mabasa tô Manama, asta dì sikandin géllé katô mga ágpamuyù tun kandin. 
JAS.1.6	Asal atin ka ágpamuyù kó, kailangan sumarig kó na tabangan kó katô Manama. Kailangan dì kó ágduwa-duwa, su tô ágduwa-duwa inéring katô balud na gidupán asta ágpiddán katô karamag. 
JAS.1.7	Tô manubù na ágduwa-duwa, ándà gó tanggapán din tikud tun ta Áglangngagán, 
JAS.1.8	su dì sikandin ágkasarigan tingód katô mga áglumun din.
JAS.1.9	Na, tô kataladi na ágkayù-ayuan kailangan kadayawan su igpabantug ka Manama sikandin. 
JAS.1.10	Asta tô kataladi na ágkaduwánnan kailangan kadayawan su igpabbabà ka Manama sikandin, su duwán ágtamanán katô kantayan asta kaduwánnan din, iring katô mga bulak ka sigbát. 
JAS.1.11	Atin ka ágménit tô álló, ágkalanás tô sigbát, ágkómpad tô mga bulak, asta ágkandà tô kadigárran. Iring kani tô mga ágkaduwánnan, su maté dan agad marapung pa pád tô lumun dan.
JAS.1.12	Ágkadayawan tô mga manubù na pakatiis katô mga kahirapan. Su ka makatiis sikandan katô pagkinnam kandan, tanggapán dan tô pulusán
JAS.1.13	Atin ka ágdunggù tô mga kahirapan asta duwán kakalyag ka manubù na lumumu ka madat, dì mému ka kumagi sikandin na Manama tô igtintal kandin, su dì ágkatintal tô Manama, asta dì sikandin ágtintal katô manubù. 
