MAT.1.1	Yisúʻ Masíh, ibn i Dáúd, ibn i Ibráhím ká nasabnáma.
GAL.3.1	Ai nádán Galatío, kis ne tum par afsún kar liyá? tumhárí to goyá áṉkhon ke sámne Yisúʻ Masíh salíb par dikháyá gayá. 
GAL.3.2	Maiṉ tum se sirf yih daryáft karná cháhtá húṉ, ki tum ne sharíʻat ke aʻmál se Rúh ko páyá, yá ímán ke paigám se? 
GAL.3.3	Kyá tum aise nádán ho, ki Rúh ke taur par shurúʻ karke, ab jism ke taur par kám púrá karná cháhte ho? 
GAL.3.4	Kyá tum ne itní taklífeṉ befáida uṭháíṉ? magar sháyad befáida nahíṉ. 
GAL.3.5	Pas jo tumheṉ Rúh baḳhshtá, aur tum meṉ muʻjize záhir kartá hai, kyá wuh sharíʻat ke aʻmál se aisá kartá hai, yá ímán ke paigám se? 
GAL.3.6	Chunáṉchi Ibráhím Ḳhudá par ímán láyá, aur yih us ke liye rástbází giná gayá. 
GAL.3.7	Pas ján lo, ki jo ímánwále haiṉ, wuhí Ibráhím ke farzand haiṉ. 
GAL.3.8	Aur kitáb i muqaddas ne peshtár se yih jánkar, kí Ḳhudá gairqaumoṉ ko ímán se rástbáz ṭhahráegá, pahle hí se Ibráhím ko yih ḳhushḳhabarí suná dí, ki Tere báʻis sárí qaumeṉ barakat páeṉgí. 
GAL.3.9	Pas jo ímánwále haiṉ, wuh ímándár Ibráhím ke sáth barakat páte haiṉ. 
GAL.3.10	Kyúṉkí jitne sharíʻat ke aʻmál par takya karte haiṉ, wuh sab laʻnat ke mátaht haiṉ: chunáṉchi likhá hai, ki Jo koí un sab bátoṉ ke karne par qáim nahíṉ rahtá, jo sharíʻat kí kítáb meṉ likhí haiṉ, wuh laʻnatí hai. 
GAL.3.11	Aur yih bát záhir hai, kí sharíʻat ke wasíle se koí shaḳhs Ḳhudá ke nazdík rástbáz nahíṉ ṭhahrtá: kyúṉki likhá hai, kí Rástbáz ímán se jítá rahegá: 
GAL.3.12	aur sharíʻat ko ímán se kuchh wásta nahíṉ; balki likhá hai, ki Jis ne in par ʻamal kiyá, wuh in ke sabab se jítá rahegá. 
GAL.3.13	Masíh jo hamáre liye laʻnatí baná, us ne hameṉ mol lekar sharíʻat kí laʻnat se chhuṛáyá: kyúṉki likhá hai, ki Jo koí lakṛí par laṭkáyá gayá, wuh laʻnatí hai: 
GAL.3.14	táki Masíh Yisúʻ meṉ Ibráhím kí barakat gairqaumoṉ tak bhí pahuṉche; aur ham ímán ke wasíle se us Rúh ko hásil kareṉ, jis ká waʻda húá hai.
GAL.3.15	Ai bháiyo, maiṉ insán ke taur par kahtá húṉ: ki agarchi ádmí hí ká ʻahd ho, jab us kí tasdíq ho gayí, to koí us ko bátil nahíṉ kartá, aur na us par kuchh baṛhátá hai. 
GAL.3.16	Pas Ibráhím aur us kí nasl se waʻde kiye gaye. Wuh yih nahíṉ kahtá, ki nasloṉ se, jaisá bahutoṉ ke wáste kahá játá hai; balki jaisá ek ke wáste, ki Terí nasl ko; aur wuh Masíh hai. 
GAL.3.17	Merá yih matlab hai, ki Jis ʻahd kí Ḳhudá ne pahle se tasdíq kí thí, us ko sharíʻat chár sau tís baras ke baʻd ákar bátil nahíṉ kar saktí, ki wuh waʻda láhásil ho. 
GAL.3.18	Kyúṉki agar mírás sharíʻat ke sabab se milí hai, to waʻde ke sabab se na húí: magar Ibráhím ko Ḳhudá ne waʻde hí kí ráh se baḳhshí. 
GAL.3.19	Pas sharíʻat kyá rahí? Wuh náfarmáníoṉ ke sabab se baʻd meṉ dí gayí, ki us nasl ke áne tak rahe jis se waʻda kiyá gayá thá; aur wuh firishtoṉ ke wasíle se ek darmiyání kí maʻrifat muqarrar kí gayí. 
GAL.3.20	Ab darmiyání ek ká nahíṉ hotá; magar Ḳhudá ek hí hai. 
GAL.3.21	Pas kyá sharíʻát Ḳhudá ke waʻdoṉ ke ḳhiláf hai? Hargíz nahíṉ! kyúṉki agar koí aisí sharíʻat dí játí, jo zindagí baḳhsh saktí, to albatta rástbází sharíʻat ke sabab se hotí. 
GAL.3.22	Magar kitáb i muqaddas ne sab ko gunáh ká mátaht kar diyá, táki wuh waʻda jo Yisúʻ Masíh par ímán láne par mauqúf hai, ímándároṉ ke haqq meṉ púrá kiyá jáe.
GAL.3.23	Iʹmán ke áne se peshtar sharíʻat kí mátahtí meṉ hamárí nigahbání hotí thí, aur us ímán ke áne tak jo záhir honewálá thá, ham usí ke páband rahe. 
GAL.3.24	Pas sharíʻat Masíh tak pahuṉcháne ko hamárá ustád baní, táki ham ímán ke sabab rástbáz ṭhahreṉ. 
GAL.3.25	Magar jab ímán á chuká, to ham ustád ke mátaht na rahe. 
GAL.3.26	Kyúṉki tum sab us ímán ke wasíle se jo Masíh Yisúʻ meṉ hai, Ḳhudá ke farzand ho. 
GAL.3.27	Aur tum sab jitnoṉ ne Masíh meṉ shámil hone ká baptisma liyá Masíh ko pahin liyá. 
GAL.3.28	Na koí Yahúdí raha, na Yúnání; na koí gulám, na ázád; na koí mard, na ʻaurat: kyúṉki tum sab Masíh Yisúʻ meṉ ek ho. 
GAL.3.29	Aur agar tum Masíh ke ho, to Ibráhím kí nasl, aur waʻde ke mutábiq wáris ho.
GAL.4.1	Maiṉ yíh kahtá húṉ, ki wáris jab tak bachcha hai, agarchi wuh sab ká málik hai, magar us meṉ aur gulám meṉ farq nahíṉ; 
GAL.4.2	balki jo míʻád báp ne muqarrar kí, us waqt tak sarparastoṉ aur muḳhtároṉ ke iḳhtiyár meṉ rahtá hai. 
GAL.4.3	Isí tarah ham bhí jab bachche the, to dunyawí ibtidáí bátoṉ ke páband hokar gulámí kí hálat meṉ rahe: 
GAL.4.4	lekin jab waqt púrá ho gayá, to Ḳhudá ne apne Beṭe ko bhejá, jo ʻaurat se paídá húá, aur sharíʻat ke mátaht paidá húá, 
GAL.4.5	tákí sharíʻat ke mátahtoṉ ko mol lekar chhuṛá le, aur ham ko lepálak hone ká darja mile. 
GAL.4.6	Aur chúṉki tum beṭe ho, is liye Ḳhudá ne apne Beṭe kí Rúh hamáre diloṉ meṉ bhejí, jo Abbá, yaʻní, Ai Báp, kah kahkar pukártí hai. 
GAL.4.7	Pas ab tú gulám nahíṉ, balki beṭá hai; aur jab beṭá húá, to Ḳhudá ke sabab wáris bhí húá.
GAL.4.8	Lekin us waqt Ḳhudá se náwáqif hokar, tum un maʻbúdoṉ kí gulámí meṉ the, jo apní zát se Ḳhudá nahíṉ: 
GAL.4.9	magar ab jo tum ne Ḳhudá ko pahcháná, balki Ḳhudá ne tum ko pahcháná, to un zaʻíf aur nikammí ibtidáí bátoṉ kí taraf kis tarah phir rujúʻ hote ho, jin kí dobára gulámí karní cháhte ho? 
GAL.4.10	Tum dinoṉ, aur mahínoṉ, aur muqarrará waqtoṉ, aur barasoṉ ko mánte ho. 
GAL.4.11	Mujhe tumhárí bábat ḍar hai, kahíṉ aisá na ho, ki jo mihṉat maiṉ ne tum par kí hai, befáida jáe.
GAL.4.12	Ai bháiyo, maiṉ tumhárí minnat kartá húṉ, ki merí mánind ho jáo, kyúṉki maiṉ bhí tumhárí mánind húṉ. Tum ne merá kuchh bigáṛá nahíṉ: 
GAL.4.13	balki tum jánte ho, ki maiṉ ne pahlí dafʻa jism kí kamzorí ke sabab se tum ko ḳhushḳhabarí sunáí thí: 
GAL.4.14	aur tum ne merí us jismání hálat ko, jo tumhárí ázmáish ká báʻis thí, na haqír jáná, na us se nafrat kí; aur Ḳhudá ke firishte, balki Masíh Yisúʻ kí mánind mujhe mán liyá. 
GAL.4.15	Pas tumhárá wuh ḳhushí manáná kaháṉ gayá? Maiṉ tumhárá gawáh húṉ, ki agar ho saktá, to tum apní áṉkheṉ bhí nikálkar mujhe de dete. 
GAL.4.16	To kyá tum se sach bolne ke sabab maiṉ tumhárá dushman ban gayá? 
GAL.4.17	Wuh tumheṉ dost banáne kí koshish to karte haiṉ, magar nekníyatí se nahíṉ; balki wuh tumheṉ ḳhárij karáná cháhte haiṉ, táki tum unhíṉ ko dost banáne kí koshish karo. 
GAL.4.18	Lekin yih achchhí bát hai, ki nek amr meṉ dost banáne kí har waqt koshish kí jáe, na sirf usí waqt ki jab maiṉ tumháre pás maujúd húṉ. 
GAL.4.19	Ai mere bachcho, tumhárí taraf se mujhe phir janne ke se dard lage haiṉ, jab tak ki Masíh tum meṉ súrat na pakaṛ le. 
GAL.4.20	Jí cháhtá hai, ki ab tumháre pás maujúd hokar âur tarah se bolúṉ, kyúṉki mujhe tumhárí taraf se shubha hai.
GAL.4.21	Mujh se kaho to, tum jo sharíʻat ke mátaht honá cháhte ho, kyá sharíʻat kí bát ko nahíṉ sunte? 
GAL.4.22	Yih likhá hai, ki Ibráhím ke do beṭe the; ek lauṉḍí se, dúsrá ázád se. 
GAL.4.23	Magar lauṉḍí ká laṛká jismání taur par, aur ázád ká laṛká waʻde ke sabab se paidá húá. 
GAL.4.24	In bátoṉ meṉ tamsíl páí játí hai: is liye ki yih ʻaurateṉ goyá do ʻahd haiṉ; ek Koh i Síná par ká, jis se gulám hí paidá hote haiṉ, aur wuh Hájira hai. 
GAL.4.25	Aur Hájira ʻArab ká Koh i Síná hai; aur maujúda Yarúshalem us ká jawáb hai, kyúṉki wuh apne laṛkoṉ samet gulámí meṉ hai. 
GAL.4.26	Magar ʻálam i bálá kí Yarúshalem ázád hai, aur wuhí hamárí máṉ hai. 
GAL.4.27	Kyúṉki likhá hai, ki
GAL.4.27	Ai báṉjh! tú jis ke aulád nahíṉ hotí, ḳhushí maná;
GAL.4.27	Tú jo dard i zih se náwáqif hai, áwáz baland karke chillá:
GAL.4.27	Kyúṉki bekas chhoṛí húí kí aulád shauharwálí kí aulád se ziyáda hogí.
GAL.4.28	Pas, ai bháiyo, ham Izháq kí tarah waʻde ke farzand haiṉ. 
GAL.4.29	Aur jaise us waqt jismání paidáishwálá rúhání paidáishwále ko satátá thá, waise hí ab bhí hotá hai. 
GAL.4.30	Magar kitáb i muqaddas kyá kahtí hai? Yih, ki Lauṉḍí aur us ke beṭe ko nikál de, kyúṉki lauṉḍí ká beṭá ázád ke beṭe ke sáth hargiz wáris na hogá. 
GAL.4.31	Pas, ai bháiyo, ham lauṉḍí ke farzand nahíṉ, balki ázád ke haiṉ.
GAL.5.1	Masíh ne hameṉ ázád rahne ke liye ázád kiyá hai. Pas qáim raho, aur dobára gulámí ke júe meṉ na juto.
GAL.5.2	Dekho, maiṉ Paulus tum se kahtá húṉ, ki agar tum ḳhatna karáoge, to Masíh se tum ko kuchh fáida na hogá. 
GAL.5.3	Balki maiṉ har ek ḳhatna karánewále shaḳhs pár phir gawáhí detá húṉ, ki use tamám sharíʻat par ʻamal karná farz hai. 
GAL.5.4	Tum jo sharíʻat ke wasíle se rástbáz ṭhahrná cháhte ho, Masíh se alag ho gaye, aur fazl se mahrúm. 
GAL.5.5	Kyúṉki ham Rúh ke báʻis ímán se rástbází kí ummed bar áne ke muntazir haiṉ. 
GAL.5.6	Aur Masíh Yisúʻ meṉ na to ḳhatna kuchh kám ká hai, na námaḳhtúní; magar ímán, jo mahabbat kí ráh se asar kartá hai. 
GAL.5.7	Tum to achchhí tarah dauṛ rahe the; kis ne tumheṉ haqq ke mánne se rok diyá? 
GAL.5.8	Yih targíb tumháre bulánewále kí taraf se nahíṉ hai. 
GAL.5.9	Thoṛá sá ḳhamír sáre guṉdhe húe áṭe ko ḳhamír kar detá hai. 
GAL.5.10	Mujhe Ḳhudáwand meṉ tum par yih bharosá hai, ki tum âur tarah ká ḳhayál na karoge: lekin jo tumheṉ ghabrá detá hai, wuh koí kyúṉ na ho, sazá páegá. 
GAL.5.11	Aur ai bháiyo, maiṉ agar ab tak ḳhatne kí manádí kartá húṉ, to ab tak satáyá kyúṉ játá húṉ? Is súrat meṉ salíb kí ṭhokar to játí rahí. 
GAL.5.12	Kásh ki tumháre beqarár karnewále apná taʻalluq qataʻ kar lete.
GAL.5.13	Ai bháiyo, tum ázádí ke liye; buláe to gaye ho; magar aisá na ho, ki wuh ázádí jismání bátoṉ ká; mauqaʻ bane, balki mahabbat kí ráh se ek dúsre kí ḳhidmat karo. 
GAL.5.14	Kyúṉki sárí sharíʻat par ek hí bát se púrá ʻamal ho játá hai, yaʻní is se, ki Tú apne paṛausí se apní mánind mahabbat rakh. 
GAL.5.15	Lekin agar tum ek dúsre ko káṭte aur pháṛe kháte ho, to ḳhabardár rahná, ki ek dúsre ká satyanás na kar do.
GAL.5.16	Magar maiṉ yih kahtá húṉ, ki Rúh ke muwáfiq chalo, to jism kí ḳhwáhish ko hargiz púrá na karoge. 
GAL.5.17	Kyúṉki jism Rúh ke ḳhiláf ḳhwáhish kartá hai, aur Rúh jism ke ḳhiláf; aur yih ek dúsre ke muḳhálif haiṉ; táki jo tum cháhte ho, wuh na karo. 
GAL.5.18	Aur agar tum Rúh kí hidáyat se chalte ho, to sharíʻat ke mátaht nahíṉ rahe. 
GAL.5.19	Ab jism ke kám to záhir haiṉ, yaʻní harámkárí, nápákí, shahwatparastí, 
GAL.5.20	butparastí, jádúgarí, ʻadáwateṉ, jhagṛá, hasad, gussa, tafriqe, judáíáṉ, bidʻateṉ, 
GAL.5.21	bugz, nashebází, náchrang, aur âur in kí mánind: in kí bábat tumheṉ pahle se kahe detá húṉ, jaisá ki peshtar jatá chuká húṉ, ki aise kám karnewále Ḳhudá kí bádsháhat ke wáris na hoṉge. 
GAL.5.22	Magar Rúh ká phal mahabbat, ḳhushí, itmínán, tahammul, mihrbá-ní, nekí, ímándárí, 
GAL.5.23	hilm, parhezgárí hai: aise kámoṉ kí koí sharíʻat muḳhálif nahíṉ. 
GAL.5.24	Aur jo Masíh Yisúʻ ke haiṉ, unhoṉ ne jism ko us kí ragbatoṉ aur ḳhwáhishoṉ samet salíb par kheṉch diyá hai.
GAL.5.25	Agar ham Rúh ke sabab se zinda haiṉ, to Rúh ke muwáfiq chalná bhí cháhiye. 
GAL.5.26	Ham bejá faḳhr karke, na ek dúsre ko chiṛáen, na ek dúsre se jaleṉ.
GAL.6.1	Ai bháiyo, agar koí ádmí kisí qusúr meṉ pakṛá bhí jáe, to tum jo rúhání ho, us ko hilmmizájí se bahál karo; aur apná bhí ḳhayál rakh, kahíṉ tú bhí azmáish meṉ na paṛ jáe 
GAL.6.2	Tum ek dúsre ká bár uṭháo, aur yúṉ Masíh kí sharíʻat ko púrá karo. 
GAL.6.3	Kyúṉki agar koí shaḳhs apne áp ko kuchh samjhe, aur ho kuchh nahíṉ, to apne áp ko dhoká detá hai. 
GAL.6.4	Pas har shaḳhs apne hí kám ko ázmá le; is súrat meṉ use apní hí bábat faḳhr karne ká mauqaʻ hogá, na dúsre kí bábat. 
GAL.6.5	Kyúṉki har shaḳhs apná hí bojh uṭháegá.
GAL.6.6	Kalám kí taʻlím pánewálá taʻlím denewále ko sab achchhí chízoṉ meṉ sharík kare. 
GAL.6.7	Fareb na kháo; Ḳhudá ṭhaṭṭhoṉ meṉ nahíṉ uṛáyá játá: kyúṉki ádmí jo kuchh botá hai, wuhí káṭegá. 
GAL.6.8	Jo koi apne jism ke liye botá hai, wuh jism se halákat kí fasl káṭegá; aur jo Rúh ke liye botá hai, wuh Rúh se hamesha kí zindagí kí fasl káṭegá. 
GAL.6.9	Ham nek kám karne meṉ himmat na háreṉ, kyúṉki agar bedil na hoṉge, to ʻain waqt par káṭeṉge. 
GAL.6.10	Pas jaháṉ tak mauqaʻ mile, sab ke sáth nekí kareṉ, ḳhásskar ahl i ímán ke sáth.
GAL.6.11	Dekho, maiṉ ne kaise baṛe baṛe harfoṉ meṉ tum ko apne háth se likhá hai. 
GAL.6.12	Jitne log jismání namúd cháhte haiṉ, wuh tumheṉ ḳhatna karáne par majbúr karte haiṉ; sirf is liye ki Masíh kí salíb ke sabab satáe na jáeṉ. 
GAL.6.13	Kyúṉki ḳhatna karánewále ḳhud bhí sharíʻat par ʻamal nahíṉ karte; magar tumhárá ḳhatna is liye karáná cháhte haiṉ, ki tumhárí jismání hálat par faḳhr kareṉ. 
GAL.6.14	Lekin Ḳhudá na kare, ki maiṉ kisí chíz par faḳhr karúṉ, siwá apne Ḳhudáwand Yisúʻ Masíh kí salib ke, jis se dunyá mere iʻtibár se maslúb húí, aur maiṉ dunyá ke iʻtibár se. 
GAL.6.15	Kyúṉki na ḳhatna kuchh chíz hai, na námaḳhtúní, balki naye sire se maḳhlúq honá. 
GAL.6.16	Aur jitne is qáʻide par chaleṉ, unheṉ, aur Ḳhudá ke Isráíl ko, itmínán aur rahm hásil hotá rahe.
GAL.6.17	Áge ko koí mujhe taklíf na de: kyúṉki maiṉ apne jism par Yisúʻ ke dág liye húe phirtá húṉ.
GAL.6.18	Ai bháiyo, hamáre Ḳhudáwand Yisúʻ Masíh ká fazl tumhárí rúh ke sáth rahe. Ámín.
EPH.1.1	Paulus kí taraf se, jo Ḳhudá kí marzí se Masíh Yisúʻ ká rasúl hai, un muqaddasoṉ ke nám jo Ifisus meṉ haiṉ aur Masíh Yisúʻ meṉ ímándár haiṉ. 
EPH.1.2	Hamáre Báp Ḳhudá aur Ḳhudáwand Yisúʻ Masíh kí taraf se tumheṉ fazl aur itmínán hásil hotá rahe.
EPH.1.3	Hamáre Ḳhudáwand Yisúʻ Masíh ke Ḳhudá aur Báp ki hamd ho, jis ne ham ko Masíh meṉ ásmání maqámoṉ par har tarah kí rúhání barakat baḳhshí: 
EPH.1.4	chunáṉchi us ne ham ko biná e ʻálam se peshtar us meṉ chun liyá, táki ham us ke nazdík mahabbat meṉ pák aur beʻaib hoṉ: 
EPH.1.5	aur us ne apní marzí ke nek iráde ke muwáfiq hameṉ apne liye peshtar se muqarrar kiyá, ki Yisúʻ Masíh ke wasíle us ke lepálak beṭe hoṉ, 
EPH.1.6	táki us ke us fazl ke jalál kí sitáish ho, jise hameṉ us ʻAzíz meṉ muft baḳhshá: 
EPH.1.7	ham ko us meṉ us ke ḳhún ke wasíle se maḳhlasí, yaʻní qusúroṉ kí muʻáfí, us ke us fazl kí daulat ke muwáfiq hásil hai, 
EPH.1.8	jise us ne har tarah kí hikmat aur dánáí ke sáth kasrat se ham par názil kiyá; 
EPH.1.9	chunáṉchi us ne apní marzí ke bhed ko apne us nek iráde ke muwáfiq ham par záhir kiyá, jise apne áp meṉ ṭhahrá liyá thá: 
EPH.1.10	táki zamánoṉ ke púre hone ká aisá intizám ho, ki Masíh meṉ sab chízoṉ ká majmúʻa ho jáe, ḳhwáh wuh ásmán kí hon, ḳhwáh zamín kí; 
EPH.1.11	usí meṉ ham bhí us ke iráde ke muwáfiq, jo apní marzí kí maslahat se sab kuchh kartá hai, peshtar se muqarrar hokar mírás bane; 
EPH.1.12	táki ham jo pahle se Masíh kí ummed meṉ the, us ke jalál kí sitáish ke báʻis hoṉ: 
EPH.1.13	aur usí meṉ tum par bhí, jab tum ne kalám i haqq ko suná, jo tumhárí naját kí ḳhushḳhabarí hai, aur us par ímán láe, pák mauʻúda Rúh kí muhr lagí; 
EPH.1.14	wuhí Ḳhudá kí milkíyat kí maḳhlasí ke liye, hamárí mírás ká baiʻána hai, táki us ke jalál kí sitáish ho.
EPH.1.15	Is sabab se maiṉ bhí us ímán ká, jo tumháre darmiyán Ḳhudáwand Yisúʻ par hai, aur sab muqaddasoṉ par záhir hai, hál sunkar, 
EPH.1.16	tumhárí bábat shukr karne se báz nahíṉ átá, aur apní duʻáoṉ meṉ tumheṉ yád kiyá kartá húṉ; 
EPH.1.17	ki hamáre Ḳhudáwand Yisúʻ Masíh ká Ḳhudá, jo jalál ká Báp hai, tumheṉ apní pahchán meṉ hikmat aur mukáshafe kí rúh baḳhshe; 
EPH.1.18	aur tumháre dil kí áṉkheṉ raushan ho jáeṉ, táki tum ko maʻlúm ho, ki us ke buláne se kaisí kuchh ummed hai, aur us kí mírás ke jalál kí daulat muqaddasoṉ meṉ kaisí kuchh hai; 
EPH.1.19	aur ham ímán lánewáloṉ ke liye us kí baṛí qudrat kyá hí behadd hai, us kí baṛí quwwat kí tásír ke muwáfiq, 
EPH.1.20	jo us ne Masíh meṉ kí, jab ki use murdoṉ meṉ se jilákar apní dahiní taraf ásmání maqámoṉ par biṭháyá, 
EPH.1.21	aur har tarah kí hukúmat, aur iḳhtiyár, aur qudrat, aur riyásat, aur har ek nám se bahut baland kiyá, jo na sirf is jahán meṉ, balki ánewále jahán meṉ bhí liyá jáegá: 
EPH.1.22	aur sab kuchh us ke páṉwoṉ tale kar diyá, aur us ko sab chízoṉ ká sardár banákar, kalísiyá ko de diyá; 
EPH.1.23	yih us ká badan hai, aur usí kí maʻmúrí jo har tarah se sab ká maʻmúr karnewálá hai.
EPH.2.1	Aur us ne tumheṉ bhí zinda kiyá, jab apne qusúron aur gunáhoṉ ke sabab murda the, 
EPH.2.2	jin meṉ tum peshtar dunyá kí rawish par chalte the, aur hawá kí ʻamaldárí ke hákim, yaʻní us rúh kí pairawí karte the, jo ab náfarmání ke farzandoṉ meṉ tásír kartí hai; 
EPH.2.3	in meṉ ham bhí sab ke sab pahle apne jism kí ḳhwáhishoṉ meṉ zindagí guzárte, aur jism aur ʻaql ke iráde púre karte the, aur dúsroṉ kí mánind tabaʻí taur par gazab ke farzand the: — 
EPH.2.4	magar Ḳhudá ne apne rahm kí daulat se, us baṛí mahabbat ke sabab, jo us ne ham se kí, 
EPH.2.5	jab qusúroṉ ke sabab murda hí the, to ham ko Masíh ke sáth zinda kiyá, (tum ko fazl hí se naját milí hai,) 
EPH.2.6	aur Masíh Yisúʻ meṉ shámil karke us ke sáth jiláyá, aur ásmání maqámoṉ par us ke sáth biṭháyá; 
EPH.2.7	táki wuh apní us mihrbání se, jo Masíh Yisúʻ meṉ ham par hai, ánewále zamánoṉ meṉ apne fazl kí beniháyat daulat dikháe: 
EPH.2.8	kyúṉki tum ko ímán ke wasíle fazl hí se naját milí hai: aur yih tumhárí taraf se nahíṉ: Ḳhudá ki baḳhshish hai: 
EPH.2.9	aur na aʻmál ke sabab se hai, táki koí faḳhr na kare. 
EPH.2.10	Kyúṉ-ki ham usí kí karígarí haiṉ, aur Masíh Yisúʻ meṉ un nek ʻamál ke wáste maḳhlúq húe, jin ko Ḳhudá ne pahle se hamáre karne ke liye taiyár kiyá thá.
EPH.2.11	Pas yád karo, ki tum jo jism ke rú se gairqaumwále ho — aur wuh log jo jism meṉ háth se kiye húe ḳhatne ke sabab maḳhtún kahláte haiṉ, tum ko námaḳhtún kahte haiṉ — 
EPH.2.12	agle zamáne meṉ Masíh se judá, aur Isráíl kí saltanat se ḳhárij, aur waʻde ke ʻahdoṉ se náwáqif, aur náummed, aur dunyá meṉ Ḳhudá se ʻaláhida the. 
EPH.2.13	Magar tum jo pahle dúr the, ab Masíh Yisúʻ meṉ Masíh ke ḳhún ke sabab se nazdík ho gaye ho. 
EPH.2.14	Kyúṉki wuhí hamárí sulh hai, jis ne donoṉ ko ek kar liyá, aur judáí kí díwár ko jo bích meṉ thí, ḍhá diyá; 
EPH.2.15	chunáṉchi us ne apne jism ke zaríʻe se dushmaní, yaʻní wuh sharíʻat jis ke hukm zábitoṉ ke taur par the, mauqúf kar dí; táki donoṉ se apne áp meṉ ek nayá insán paidá karke sulh kará de; 
EPH.2.16	aur salíb par dushmaní ko miṭákar, aur us ke sabab se donoṉ ko ek tan banákar, Ḳhudá se miláe; 
EPH.2.17	aur us ne ákar, tumheṉ jo dúr the, aur unheṉ jo nazdík the, donoṉ ko sulh kí ḳhushḳhabarí dí: 
EPH.2.18	kyúṉki us hí ke wasíle se ham donoṉ kí ek hí Rúh meṉ Báp ke pás rasáí hotí hai. 
EPH.2.19	Pas ab tum pardesí aur musáfir nahíṉ rahe, balki muqaddasoṉ ke hamwatan aur Ḳhudá ke gharáne ke ho gaye, 
EPH.2.20	aur rasúloṉ aur nabíoṉ kí neo par, jis ke kone ke sire ká patthar ḳhud Masíh Yisúʻ hai, taʻmír kiye gaye ho; 
EPH.2.21	usí meṉ har ek ʻimárat mil milákar Ḳhudáwand meṉ ek pák maqdis bantí játí hai; 
EPH.2.22	aur tum bhí us meṉ báham taʻmír kiye játe ho, táki Rúh meṉ Ḳhudá ká maskan bano.
EPH.3.1	Isí sabab se maiṉ Paulus jo tum gairqaumwáloṉ kí ḳhátir Masíh Yisúʻ ká qaidí húṉ — 
EPH.3.2	sháyad tum ne Ḳhudá ke us fazl ke intizám ká hál suná hogá, jo tumháre líye mujh par húá; 
