MAT.1.1	Iga nyigo marina ga waku wa Yesu Kristo awei o kyishari kya Dawidi na Abrahamu.
1JN.4.15	Orio mndu aiṙikyie kye Yesu nyi Mono-Ruwa, Ruwa nekyekaa kokye, na oe nekyekaa ko Ruwa. 
1JN.4.16	Na soe lomanya ikunda Ruwa awoṙe koṙu soe, na ilyiiṙikyia. Ruwa nyi ikunda, na ulya ekyekaa ikundenyi, nekyekaa ko Ruwa, na Ruwa nekyekaa kokye. 
1JN.4.17	Kyipfa kya ikyo ikunda lying'anyi lyikyeri koṙu, kundu luwaṙe wukari na wuṟango mfiri ulya o ianduyo; cha kyipfa, chandu oe akyeri, nyi wuṙo lukyeri na soe kunu wuyanenyi. 
1JN.4.18	Ikundenyi kuwoṙe wuowu-pfo; kyaindi ikunda lya loi lyekyewiyitsa wuowu nja, cha kyipfa wuowu wuwoṙe ngapo; na awoṙe wuowu awoṙe ikunda lying'anyi-pfo. 
1JN.4.19	Soe lukundi cha kyipfa oe nalelukunda soe kuwooka. 
1JN.4.20	Mndu kagamba, “Ngyikundi Ruwa,” na oe nasuuye mono-wama okye, nai moṙeṙa wongo; cha kyipfa alakundi mono-wama okye ulya ammbonyi, eiṙima ikunda Ruwa ulya alandemmbone-pfo. 
1JN.4.21	Na iwawaso-lyi luleenengo nyi Kristo, kye ulya akundi Ruwa, nakunde na mono-wama okye.
1JN.5.1	Orio mndu aiṙikyie kye Yesu nyi oe Kristo namfee nyi Ruwa. Na orio mndu akundi mfee, nakundi maa ulya amfee nyi mfee-cho. 
1JN.5.2	Kyipfa kya ikyo luichi kye lukundi wana wa Ruwa kyiyeri lokunda Ruwa, na iosha shilya mawawaso gakye gagamba. 
1JN.5.3	Cha kyipfa ipfo nyipfo ikunda Ruwa, kye luoshe shilya mawawaso gakye gagamba; maa mawawaso gakye gamalemeri-pfo. 
1JN.5.4	Cha kyipfa orio mndu amfee nyi Ruwa nekyewinga wuyana; na kunu nyipfo iwinga lyiwingyie wuyana kui iiṙikyia-lyo lyaṙu. 
1JN.5.5	Awingyie wuyana nyi wui, sile nyi ulya aiṙikyie kye Yesu nyi Mono-Ruwa?
1JN.5.6	Ichu nyi oe alecha kui mṟinga o wupatiso wokye na samu, Yesu Kristo; chi kui mṟinga tupu-pfo, indi kui mṟinga na kui samu. Na Mumuyo nyi oe ekyeṟingyishia, cha kyipfa Mumuyo nyi oe loi. 
1JN.5.7	Wakyeri waṟaaṟu waiṟingyishia: 
1JN.5.8	Mumuyo, mṟinga, na samu. Na ishi shoose shiwoṙe wuṟingyishi wulya wulya. 
1JN.5.9	Lukoambilyia wuṟingyishi wo wandu, wuṟingyishi wo Ruwa nyi wung'anyi ngoseṟa; cha kyipfa wuṟingyishi wo Ruwa nyiwo iwu, kye naṟingyishia Mono-kye. 
1JN.5.10	Ulya aiṙikyie Mono-Ruwa nawoṙe wuṟingyishi-wo mrimenyi kokye. Alaiṙikyie Ruwa namgaluo mndu ekyeṙeṙa wongo, cha kyipfa aiṙikyia wuṟingyishi-wo Ruwa aṟingyishia Mono-kye-pfo. 
1JN.5.11	Na iwu nyiwo wuṟingyishi, kye Ruwa naleluenenga moo o mlungana; na moo-chu ukyeri ko Mono-kye. 
1JN.5.12	Ulya awoṙe Mana mrimenyi kokye, nawoṙe moo; ulya alawoṙe Mana mrimenyi kokye awoṙe moo-cho-pfo.
1JN.5.13	Ngamuṟeia nyoe shindo-sho, kundu mumanye kye muwoṙe moo o mlungana, nyoe muiṙikyie Rina lya Mono-Ruwa. 
1JN.5.14	Na iwu nyiwo wukari na wuṟango luwoṙe kokye, kye lukoterewa kyindo chandu akundi, nekyeluaṙanyia. 
1JN.5.15	Na kokooya lomanya kye nekyeluaṙanyia, kyoose loterewa, luichi kye luwoṙe shilya lokyeterewa. 
1JN.5.16	Mndu kawona mono-wama okye ewuta kyindo kyiwicho kyilekyeende upfu, neterewa Ruwa, na Ruwa nechimwenenga moo. Moo-cho nyi ko walya wekyewuta shindo shiwicho shilekyeende upfu. Kuwoṙe kyindo kyiwicho kyekyeende upfu. Ngyigamba kye nechiterewa Ruwa kyipfa kya ikyo-pfo. 
1JN.5.17	Orio kyindo kyilakyeri kya wusumganyi nyi wunyamaṟi, na kuwoṙe wunyamaṟi wulekyeende upfu.
1JN.5.18	Luichi kye orio mndu amfee nyi Ruwa ekyewuta kyindo kya wunyamaṟi-pfo; indi ulya amfee nyi Ruwa nekyekuṟumaa, maa Satana ekyempaaya-pfo. 
1JN.5.19	Luichi kye soe lukyeri wana wa Ruwa; na wandu wa wuyana woose taa wekyekaa ko Satana. 
1JN.5.20	Na soe luichi kye Mono-Ruwa amcha, na oe naluenengyie wuṟango kye lumanye Ruwa o loi, na soe lokyekaa ko Ruwa ulya akyeri o loi. Kyimwi na igamba ko Mono-kye Yesu Kristo. Ichu nyi oe Ruwa o loi, na ichu nyi moo o mlungana. 
1JN.5.21	Wana wako, wikyienyi mrima yanyu kuleshi na mafano.
2JN.1.1	Inyi meeku, ngyikuṟeia iyoe paruo-i, wama msambuṟe, na wana wakye ngyiwakundi kyiiṙi kya loi; maa chi inyi ngyimonyi-pfo, indi na woose waichi loi iya, 
2JN.1.2	kyipfa kya loi-yo ikyeri mrimenyi koṙu, nayo yechikaa hamwi na soe mṟasa mlungana. 
2JN.1.3	Isaṟia na iwonio wukyiwa, na ufoṟo, shiwukyie ko Ruwa Awu na ko Yesu Kristo Mana o Awu, shechikaa hamwi na soe kyiiṙi kya loi na ikunda.
2JN.1.4	Ngyilechihiyo mnu kyipfa kya ilyi ngyilewona wana wapfo waata wechichumia kyiiṙi kya loi, chandu luleambilyia iwawaso ko Awu. 
2JN.1.5	Na wulalu, mama, ngyikuterewa, chi kye ngyikuṟeia iwawaso lyihya-pfo, indi lyilya luwei nalyo wookyia mawookyionyi, kye lukundane. 
2JN.1.6	Na ilyi nyilyo ikunda, luchumie lochiosha mawawaso gakye. Ilyi nyilyo iwawaso lyilya, chandu muleicho wookyia mawookyionyi, kye muchumie kyiiṙi kya ilyo, 
2JN.1.7	cha kyipfa walembi wafoi wammboneka wuyanenyi, walaiṙikyie kye Yesu Kristo naicha kyiiṙi kya mmbiu. Icho nyi oe mlembi ulya na mowingana na Kristo. 
2JN.1.8	Ringyenyi mrima yanyu mulaṙetse shilya mulewuta, indi muambilyie wori wuafutsie. 
2JN.1.9	Orio mndu alailosha na ikaa maloshonyi ga Kristo, indi nekyegalega, awoṙe Ruwa-pfo. Indi icho ekyekaa ipfo maloshonyi, nawoṙe Awu na Mana taa. 
2JN.1.10	Mndu kacha na konyu, na oe aiende malosho-go-pfo, maa mulamwambilyie kanyi konyu, maa imwiṟikyiṟa. 
2JN.1.11	Kyipfa icho momwiṟikyiṟa naoshana na oe mawutonyi gakye mawicho.
2JN.1.12	Cha kyipfa ngyiwoṙe shindo shifoi, ngyikundi ishiṟeia kui karitasi na wiino-pfo, kyaindi ngyikusurie icha na konyu, na iṙeṙa na nyoe ṙumbu kui ṙumbu, kundu sia yaṙu iafutsio. 
2JN.1.13	Wana wa mono-wama opfo ai msambuṟe, wakuiṟikyiṟa.
3JN.1.1	Inyi meeku ngyikuṟeia paruo-i iyoe Gayo mkunde, ngyikukundi mnu. 
3JN.1.2	Mkunde, ngyiterewa uwone kyiira shindonyi shoose na iwaṙa wukyesi wo mmbiu, chandu uwoṙe wukyesi wo mrima. 
3JN.1.3	Kyipfa ngyilechihiyo mnu kyiyeri wana wa wama waiṙikyie Ruwa waleṟingyishia chandu okyeafutsia shilya oteṟia na chandu okyewuta shindo sha wuloi. 
3JN.1.4	Ngyiwoṙe sia ing'anyi kuta iicho kye walya wakyeri cha wana wako waiwuta shindo sha wuloi-pfo.
3JN.1.5	Mkunde, kyindo-kyo uwutia wana wa wama-wo waiṙikyie Ruwa na wayenu taa nyi kyindo kyilawoṙe ngyeṟo; 
3JN.1.6	wandu waleṟingyishia ikunda lyapfo mbele ya siṟi. Nochiwuta necha kokooya owatarama kyaronyi chandu kyiwaṟi ko Ruwa. 
3JN.1.7	Cha kyipfa, kyipfa kya Rina-lyo, walefuma, walaambilyie kyindo ko walya walaiṙikyie Yesu. 
3JN.1.8	Kyasia kyiluwaṟi soe iambilyia wandu cha iwo, kundu luwe waṟundi hamwi na wuloi.
3JN.1.9	Ngyileṟeia siṟi paruo, kyaindi Diotirefe, akundi iwa o kuwooka kyiiṙi kyawo, aleluaṙanyia-pfo. 
3JN.1.10	Koikyo ngacha ngyechikumbuo mawuto gakye, chandu awoṙe maṙeṙo mawicho galawoṙe kyiira; maa isho shekyemshika-pfo, kyipfa oe amonyi ekyeambilyia wana wa wama-wo waiṙikyie Ruwa-pfo; na walya wakundi iwaambilyia nekyewashingyia, na iwawuta siṟinyi.
3JN.1.11	Mkunde, ulakunde wuwicho, indi kunda wucha. Ulya ekyewuta wucha nyi o Ruwa, indi ulya ekyewuta mawicho alandewone Ruwa-pfo. 
3JN.1.12	Demetirio naṟingyishio nyi wandu woose, lyingyi-se na wuloi wulya wumonyi. Na soe taa loṟingyishia, na iyoe nuichi kye wuṟingyishi woṙu nyi loi.
3JN.1.13	Ngyiwewoṙe shindo shifoi shekuṟeia kyaindi ngyikundi ikuṟeia kui wiino na kalamu-pfo. 
3JN.1.14	Kyaindi ngyikusaṟie ichekuwona mfiri ya kufuhi, na soe lochiṙeṙa ṙumbu kui ṙumbu. 
3JN.1.15	Ufoṟo kopfo. Mbuya tsaṙu tsakuiṟikyiṟa. Iṟikyiṟa mbuya-tso tsaṙu, orio mndu kui rina lyakye.
JUD.1.1	Inyi Yuda, mṟundi o Yesu Kristo, na mono-wama o Yakobo, ngyimuṟeia paruo-i nyoe muwalage nyi Ruwa, mulekundo nyi Ruwa Awu, na ikoomo kyipfa kya Yesu Kristo. 
JUD.1.2	Muengeṟio iwonio wukyiwa na ufoṟo na ikunda.
JUD.1.3	Wakunde, kyiyeri ngyiwepfuṟukana mnu imuṟeia mbonyi tsa wukyiṟo wukyeri nyi woṙu loose, ngyilewona kyangyikooya imuṟeia, kundu ngyimtutume kye mukapanie iiṙikyia lyileenengo wandu wa Ruwa lyimwi tikyi. 
JUD.1.4	Kyipfa kuwoṙe wandu walekuwika pfo kui kyiṟika, wandu waleṟeio wookyia kacha ianduyo-lyi, mando mawicho, gekyegaluo isaṟia lya Ruwa oṙu lyiwe ukoe, nawo wekyemkana icho akyeri Ruwa amonyi tikyi, na Mndumii oṙu Yesu Kristo.
JUD.1.5	Lyingyi-se ngyikundi imukumbuṟa maa chandu mommanye isho shoose kye Mndumii, amkyiṟe wandu urukyenyi lo Misiri, nalewarumatsa numa ya iho walya walaiṙikyie. 
JUD.1.6	Na malaika walaleringa wuchilyi wowo wawenyi, kyaindi wakaṙa kanyi kowo kuwewaṟi nalewawika shipfungonyi sha mlungana kundu ko meema ko ianduyo lya mfiri ulya ung'anyi. 
JUD.1.7	Chandu kyiwei Sodoma na Gomora hamwi na mṟi iwekyeri mṟasenyi, waleosha wuṟui kui mbaṟe imwi na iwa, wakandeosha mbonyi tsa kyimmbiu tsilawaṟi wookyia kacha, kyilewiko kyiwe kyiṟingyishio, wechianduyo moṙonyi o mlungana. 
JUD.1.8	Nyi wuṙo na iwa, ndoṙo tsawo tsekyewasongoya kyiiṙi kya ifanyiṟa mmbiu yawo wawenyi, imina wuchilyi wo Ruwa, na ilahia shigumbe shiwoṙe mng'ano sha Ruwa ai wuye. 
JUD.1.9	Kyaindi Mikaelyi, malaika ang'anyi, kyiyeri alewingana na Mokyiriinzi, na igaluana na oe kyipfa kya mmbiu o Mose, alekaria imshitakyi-pfo, indi nalegamba, “Mndumii nakuṟoṟome.” 
JUD.1.10	Kyaindi wandu-wa wekyelahia shindo walashiichi; shindo shilya shilya washiichi wookyia kacha nyisho shiwarumatsa cha mando ga saka. 
JUD.1.11	Ochia lowo! Kyipfa waleosha njia ya Kaini, na iosha ṙeko lya Balaamu kyipfa kya heleri. Walenyamaṟa chandu na Kora alenyamaṟa, nawo walerumatso cha oe. 
JUD.1.12	Wandu-wa nyi wandu wa ngataṟa, wekyefanyiṟa shelya shanyu mokyelya kyiyeri mosanzia handu hamwi, wechilya kulawoṙe wuowu. Nyi mapuchi galawoṙe mṟinga, gekyeṙoo nyi mkuma. Nyi mashiṙi galawoṙe maṟa, galawoṙe ndunda, gapfiie kawi, na gamakuluo piu. 
JUD.1.13	Nyi shiwiṟi sha ipalyipalyinyi shilekyewa ishingyia, mawuto gawo ga sonu gakyeri cha iwia lyifanyi lya ipalyipalyi lyifoikyie. Nyi nyenyeri tsikyama-kyama, walya Ruwa awaṟeyeṟie handu mlungana meemenyi ung'anyi.
JUD.1.14	Na Enokyi, mndu o mfungaaṙe numa ya Adamu, naleonguo shisuku kyipfa kyawo, echigamba, “Ambuya, Mndumii nalecha na waele wakye, shiku kui shiku, 
JUD.1.15	kundu naanduye wandu woose, na itoṟisha woose walaiṙikyie Ruwa, kyipfa kya mawuto gawo goose ga wuṙetsi, walewuta kulawoṙe iowuo na ikunda Ruwa na kyipfa kya maṙeṙo goose malemeri galeṙeṙo nyi iwo wanyamaṟi walekyeindia Ruwa.” 
JUD.1.16	Wandu-wa wekyenunuwa, wekyeyenda kui lango tsawo, na maṙumbu gawo gekyeṙeṙa maṙeṙo gang'anyi ga tiri, wechikundia wandu wawoṙe kyiṟumi kyipfa kya iwona kyiira.
JUD.1.17	Indi nyoe, wakunde, kumbuonyi maṙeṙo galeṙeṙo kacha nyi wasu wa Mndumii oṙu Yesu Kristo, 
JUD.1.18	kye walemmbia, “Kyiyeri kyefurumia kowaṙa wandu wetaluo, wechiosha lango tsawo wawenyi tsa wuṙetsi.” 
JUD.1.19	Wandu-wo iwo nyiwo wekyeende nduutsano, wandu wa wuyana-wu tikyi, walawoṙe Mumuyo. 
JUD.1.20	Indi nyoe, wakunde, mochikukarisha kui iiṙikyia lyanyu lyikyeri lyiele mnu, na iterewa Mumuyonyi Mweele, 
JUD.1.21	kuringyenyi ikundenyi lya Ruwa, kunu mochiweṙelyia iwonio wukyiwa lya Mndumii oṙu Yesu Kristo, mṟasa muambilyie moo o mlungana. 
JUD.1.22	Woṙonyi nyi wukyiwa mrimenyi kyipfa kya wengyi waikapa kawi, 
JUD.1.23	na wengyi wakyiṟenyi kui iwarakuo iwuka moṙonyi; na wengyi woṙonyi nyi wukyiwa mrimenyi kyipfa kyawo kui wuowu; mochisuo maa nguwo ingyifanyiṟe nyi mmbiu.
JUD.1.24	Icho eiṙima imuringa nyoe mulakape ṙende, na imugoṟotsa mbele ya mng'ano okye kulawoṙe iteiya sienyi ing'anyi; 
JUD.1.25	icho akyeri Ruwa amonyi kulawoṙe ungyi; Mkyiṟa oṙu kui Yesu Kristo Mndumii oṙu; mng'ano nyi okye, na wuchilyi, na wuiṙimi, na pfinya; wookyia mlungana, na wulalu, mṟasa mlungana. Amen.
REV.1.1	Ishi nyi shindo Ruwa aleshukuya Yesu Kristo kundu nashiloṟe waṟundi wakye. Shindo shechiwutika iwinyi kyipfa Ruwa naṙumbuo shiwe kuṙo; na Yesu Kristo kashienenga malaika okye, malaika-cho kashishukuya Yohane na Yohane kashigamba ko wandu wa Ruwa. 
REV.1.2	Yohane aleṟingyishia Ṙeṙo lya Ruwa, na wuṟingyishi wo Yesu Kristo, wo shindo shoose alewona. 
REV.1.3	Agusu mndu ulya asomia wandu ulogo-lu luwukyie ko Ruwa, na walya waaṙanyia na iosha kyilya logamba wechichihiyo. Cha kyipfa hechiiṙa kyiyeri kyileshi shindo-shi shilaafukyia-pfo.
REV.1.4	Inyi Yohane, ngaṙika shiiṟikyiṟo ko siṟi tsilya mfungaaṙe tsikyeri urukyenyi lo Asia. Isaṟia lyikae konyu na ufoṟo, shiwukyie ko ulya awekyeri pfo na akyeri pfo na echicha. Isaṟia na ufoṟo shiwukyie ko mumuyo iya mfungaaṙe ikyeri mbele ya kyitima kya Ruwa kya mng'ano. 
REV.1.5	Lyingyi-se shiwukyie ko Yesu Kristo, mṟingyishi ekyeafutsia shilya ateṟia, mmbele o wapfu, na ang'anyi o wamangyi wa wuyana. Ulya alukundi na ilusanja ngyuunyamaṟi tsaṙu samunyi yakye, 
REV.1.6	na ilugaluo iwa wumangyi na makohanyi wechichilyia na oe na iṟundia Ruwa okye na Awu. Kyiṟumi na mng'ano ukyeri na oe mṟasa mlungana na mlungana. Amen. 
REV.1.7	Kristo naicha iwinyi akyeri mapuchinyi; na orio riso lyechimmbona, na iwo walemmbaaga, na mbaṟe tsoose tsa wandu wa wuyana tsechikapa ṟanyi kyipfa kyakye. Yee. Amen.
REV.1.8	Inyi nyi Alyifa na Omeka, mawookyionyi na mafurumionyi, Mndumii Ruwa nagamba, awekyeri pfo na akyeri pfo na echicha, Mopfinya.
REV.1.9	Inyi Yohane, mono-wama onyu ekyelya wukyiwa hamwi na nyoe, na Wumangyi na iweṙelyia Yesu Kristo, ngyiwekyeri kyiṟingyitinyi kyekyelago Patimo, kyipfa ngyilekongaonguo Ṙeṙo lya Ruwa na wuṟingyishi wuleloṟo nyi Yesu. 
REV.1.10	Mumuyo nalecha na koko mfiri o Ruwa. Ngaicho ṟui lying'anyi numa yako, cha ṟui lya iganda, 
REV.1.11	lyechigamba, “Ṟeia kyitapunyi ishi ushiwonyi, ushiṙuo ipfo siṟinyi mfungaaṙe: Efeso, Simirina, Perigamo, Tiatira, Saridi, Filadelyifia na Laodikyia.” 
REV.1.12	Ngainduka ngyiwone ṟui-lyo lyaṙeṙa na inyi. Na kyiyeri ngyileinduka, ngyilewona shindo sheyekyia taa mfungaaṙe sha sahapu; 
REV.1.13	na halya shindonyi ngawona kyindo kyikyeri cha mndu, aṟee mkoṟoṟi ushikyie maṙendenyi gakye, na iinewo mkanda o sahapu maweenyi gakye. 
REV.1.14	Mṙoe okye na njui tsakye tsiwekyeri uwiṟo cha mberi ngyiilyi tsa ondo, cha koṟa; na meso gakye cha ulumi lo moṙo; 
REV.1.15	na maṙende gakye aṟeṟa ngyiilyiṟe mnu, cha ilyi ingyisanje nyi moṙo ung'anyi; na ṟui lyakye cha ṟui lya mṟinga ufoi. 
REV.1.16	Na oe nawewoṙe nyenyeri mfungaaṙe kuwokonyi kokye ko kulyoe; na ushu luohi, lo mmbega kuwi, lochiwuka ṙumbunyi kokye; na kyaam kyakye cha mnengyeṟi uiwaa na pfinya. 
REV.1.17	Na inyi kyiyeri ngyilemmbona, ngyileoloka maṙendenyi gakye cha mndu apfiie. Kayekyia kuwoko kokye ko kulyoe wuye yako, echigamba, “Molaowuoe. Inyi nyi o kuwooka na o mafurumionyi, 
REV.1.18	na ai na moo; na inyi ngyiwepfiie na wulalu ngyii na moo mṟasa mlungana na mlungana. Na inyi ngyiwoṙe ngyuupfunguo tsa upfu, na tsa halya-ndu wapfu wekyekaa. 
REV.1.19	Kyasia, uṟeie shindo-sho owona, na shilya shikyeri pfo, na shilya shechicha numa ya isho. 
REV.1.20	Wuṟikyi wo nyenyeri tsilya mfungaaṙe owona kuwokonyi koko ko kulyoe, na wuṟikyi wo shindo shilya mfungaaṙe sha sahapu. Nyenyeri tsilya mfungaaṙe nyi malaika wa siṟi tsilya mfungaaṙe; na shindo-sho mfungaaṙe nyi siṟi mfungaaṙe.”
REV.2.1	“Ko malaika o siṟi ikyeri Efeso ṟeia: ‘Ishi nyisho agamba ulya awoṙe nyenyeri-tso mfungaaṙe kuwokonyi kokye ko kulyoe, ulya ekyechumia ipfo shindonyi mfungaaṙe sha sahapu. 
REV.2.2	Ngyiichi mawuto gapfo, na wukyiwa wopfo, na iweṙelyia lyapfo, na kye oiṙima ikaa na wandu wawicho-pfo. Lyingyi-se nuleyesha walya wekyegamba kye wo nyi wasu, nawo chi wasu-pfo, kowona kye wekyeṙeṙa wongo. 
REV.2.3	Lyingyi-se nuwewoṙe iweṙelyia na ikarishia kyipfa kya rina lyako, maa ulewina-pfo. 
REV.2.4	Kyaindi ngyiwoṙe ṙeṙo kyipfa kyapfo, kye noṙa ikunda lyilya lyapfo lya kuwooka. 
REV.2.5	Kyasia, kumbuo nyi hanga uleoloka; uṙumbuye wunyamaṟi, uwute mawuto ga mfiri ya numa. Kyaindi ulandewute kuṙo, ngyiicha na kopfo, na inyi ngyechiwuta kyindo kyapfo kyeyekyia taa iho-ndu kyikyeri, ulandeṙumbuye wunyamaṟi. 
REV.2.6	Kyaindi nuwoṙe kyindo-kyi, kye nusuuye mawuto ga Wanikolai, galya na inyi ngyigasuuye. 
REV.2.7	Ulya awoṙe kuṙwi, naicho mbonyi-tsi Mumuyo aiwia siṟi. Ulya mowinga, ngyechimwenenga ilya ndunda tsa ikyiṙi lya moo, lyikyeri bustanyinyi ya Ruwa.’ ”
REV.2.8	“Na ko malaika o siṟi ikyeri Simirina ṟeia: ‘Ishi nyisho agamba ulya akyeri o kuwooka na o mafurumionyi, awepfiie, numa ya iho kawaṙa moo. 
REV.2.9	Ngyiichi wukyiwa wopfo na wufofo wopfo (kyaindi nui mnjama.) Ngyiichi na shilahio sha walya wekyegamba kye nyi Wayuda, nawo chi Wayuda-pfo, indi nyi sinagogi lya Satana. 
REV.2.10	Ulaowuoe shindo shechikukooya. Manya kye Mokyiriinzi-cho nechiṟukucha wengyi kyiiṙi kyanyu kyipfungonyi kundu muyesho, na nyoe mochilya wukyiwa mfiri ikumi. Uwe msimiri mṟasa ipfa, na inyi ngyechikuenenga oṟo ya moo. 
REV.2.11	Ulya awoṙe kuṙwi, naicho mbonyi-tsi Mumuyo aiwia siṟi. Ulya mowinga nechikyia iwiyitso kulya nduwenyi ya moṙo, kyindo kyikyeri nyi upfu lo kawi.’ ”
REV.2.12	“Na ko malaika o siṟi ikyeri Perigamo ṟeia: ‘Ishi nyisho agamba ulya awoṙe ushu-lo luohi, lo mmbega kuwi. 
REV.2.13	Ngyiichi handu okyekaa. Nyi ho-ndu hawoṙe kyitima kya mng'ano kya Satana; na iyoe nuwoṙe mnu rina lyako, maa ulekana iiṙikyia lyako-pfo, maa mfiri ulya Antipa, mṟingyishi oko, mndu oko ekyeafutsia shilya ateṟia, alewoogo kyiiṙi kyanyu, halya-ndu Satana ekyekaa. 
REV.2.14	Kyaindi ngyiwoṙe mbonyi ngyaangu kyipfa kyapfo, cha kyipfa nuwoṙe pfo wandu wekyeosha malosho ga Balaamu, ulya alelosha Balakyi nawikye kyindo kyetewe Waisiraelyi, kye walye shindo shileṙasio mafano na iwuta shindo sha wuṟui. 
REV.2.15	Na wuṙo na iyoe nuwoṙe wandu wekyeosha malosho ga Wanikolai. 
REV.2.16	Kyasia ṙumbuya wunyamaṟi. Ulandeṙumbuye wunyamaṟi, ngyiicha na kopfo iwinyi, na inyi ngyechiwaṙa shiṙa nawo kui ushu lo ṙumbu lyako. 
REV.2.17	Ulya awoṙe kuṙwi naicho mbonyi-tsi Mumuyo aiwia siṟi. Ulya mowinga ngyechimwenenga ṙombo lya Manna ingyiṟikye, na inyi ngyechimwenenga igoe lya uwiṟo, na wuye ya igoe-lyo hahaṟeie rina lyihya mndu alalyiichi sile ulya ailyiambilyia.’ ”
REV.2.18	“Na ko malaika o siṟi ikyeri Tiatira ṟeia: ‘Ishi nyisho agamba Mono-Ruwa, ulya awoṙe meso gakye cha ulumi lo moṙo na maṙende gakye mfano o aṟeṟa ngyiilyiṟe mnu. 
REV.2.19	Ngyiichi mawuto gapfo, ikunda, iiṙikyia, wuṟundi na iweṙelyia lyapfo. Lyingyi-se kye mawuto gapfo ga mafurumionyi gang'ana kuta galya ga mawookyionyi. 
REV.2.20	Kyaindi ngyiwoṙe ṙeṙo kyipfa kyapfo, kye okyelega kyindo mndu mka ulya ekyelago Yesebelyi akundi-pfo. Ulya ekyegamba kye nyi moonguo shisuku na ilosha waṟundi wako na iwaṙetsa, kundu wawute shindo sha wuṟui na ilya shindo shaṙasio mafano. 
REV.2.21	Na inyi ngamwenenga ṙaawa kundu naṙumbuye wunyamaṟi, maa akundi iṙumbuya wuṟui wokye-pfo. 
REV.2.22	Manya kye ngyechimṟukucha wuye ya ulyii, na iwo wekyewuta na oe shindo sha wuṟui, walye wukyiwa wung'anyi, walandeṙumbuye mawuto gakye. 
REV.2.23	Na inyi ngyewaaga wana wakye. Na siṟi tsoose tsechimanya kye inyi nyi oe aichi makusaṟo gakyeri mrimenyi ko wandu. Na inyi ngyechitaa orio umwi onyu iṙuana na mawuto gakye. 
REV.2.24	Kyaindi ngammbia nyoe mukyeri Tiatira, woose walawoṙe malosho-go, walaichi ngyeṟo tsa Satana, chandu wekyegamba, ngyechimṙika ṟio lyingyi-pfo. 
REV.2.25	Indi kyilya muwoṙe kyiwaṙenyi tapu, mṟasa ilyi ngyechicha. 
REV.2.26	Na ulya mowinga, na iringa mawuto gako mṟasa mafurumionyi, ngyechimwenenga ichilyia walya walaiṙikyie Ruwa. 
REV.2.27	Na oe nechiwachilyia kui upoi lo kyichakari, chandu shindo sha teri yeachikyia shinungu shekyeachikyio, chandu inyi ngyileshiambilyia ko Awu oko. 
REV.2.28	Na inyi ngyechimwenenga nyenyeri ya ngamenyi. 
REV.2.29	Ulya awoṙe kuṙwi, naicho mbonyi-tsi Mumuyo aiwia siṟi.’ ”
REV.3.1	“Na ko malaika o siṟi ikyeri Saridi ṟeia: ‘Ishi nyisho agamba ulya awoṙe mumuyo-yo mfungaaṙe ya Ruwa, na nyenyeri tsilya mfungaaṙe. Ngyiichi mawuto gapfo, kye nuwoṙe rina lya iwaṙa moo, na iyoe nupfiie. 
REV.3.2	Uwe mndu molaa kyiṙombo, uikare shindo shilya shitsugae, shikyeri kufuhi na ipfa. Kyipfa ngyiwonyi kye mawuto ganyu nyi galya muwaṟi iwuta mbele ya Ruwa-pfo. 
REV.3.3	Kyasia kumbuo chandu uleambilyia, na chandu uleicho. Osha isho na iṙumbuya wunyamaṟi. Kyaindi ulandelae kyiṙombo, ngyechicha cha mbafu, maa ochimanya saa ngyechicha na kopfo-pfo. 
REV.3.4	Kyaindi nuwoṙe marina maangu ipfo Saridi, wandu walekyefanyiṟa nguwo tsawo na ukoe. Nawo wechiyenda hamwi na inyi waṟee nguwo ngyiilyi cha itso, cha kyipfa wawaṟi. 
REV.3.5	Ulya mowinga nechiṟiko nguwo-tso ngyiilyi, maa ngyechiwuta rina lyakye kyitapunyi kya moo-pfo, na inyi ngyechiṟingyishia rina-lyo mbele ya Awu oko, na mbele ya malaika wakye. 
REV.3.6	Ulya awoṙe kuṙwi, naicho mbonyi-tsi Mumuyo aiwia siṟi.’ ”
REV.3.7	“Na ko malaika o siṟi ikyeri Filadelyifia ṟeia: ‘Ishi nyisho agamba ulya akyeri mweele, na akyeri o loi, awoṙe na upfunguo lo Dawidi, ulya mopfunguo maa kulawoṙe mopfunga, na oe nekyepfunga maa kuwoṙe ekyepfunguo-pfo. Ngyiichi mawuto gapfo. 
REV.3.8	Ngakuenenga moongo mpfunguoe mbele yapfo, moongo kulawoṙe mndu echiiṙima iushinga, cha kyipfa nuwoṙe pfinya kyitutu, na iyoe noosha mawawaso gako, maa ulekana rina lyako-pfo. 
REV.3.9	Ngakuenenga wandu wafoi wakyeri wa sinagogi lya Satana, wekyegamba kye nyi Wayuda, nawo chi Wayuda-pfo, indi wekyeṙeṙa wongo. Ngyechiwaitika wachepfiria ndi maṙendenyi gapfo, na imanya kye ngakukunda. 
REV.3.10	Cha kyipfa noosha mawawaso gako ga ikarishia, inyi ngyechikuringa, ulekane na kyiyeri kyilya kya iyesho kyikyiṟeyeṟe icha na wuyanenyi, iyesha walya wekyekaa urukyenyi. 
REV.3.11	Ngyiicha iwinyi. Waṙa mnu kyilya uwoṙe, kulache mndu nakusokye oṟo yapfo. 
