MAT.1.1	Jesucristo Abrahampaj Davidpajpiwan mirayninmanta carkan. Cayka Jesucristopaj abueloncuna: 
EPH.1.10	Cay ruway munaskanman jina Dios Cristopaj mandaskanpi ujchanka tucuy cajcunata janaj pachapi cay pachapipas. Ciertota chayta junt'ankapuni ruwanan tiempopi.
EPH.1.11	Ñaupajmanta Dios pay quiquinpaj munaskanman jina ajllawaskanchis, Cristowan ujchaska caspa herenciata jap'ekananchispaj. Dios tucuy imata ruwan, payman allin yuyacuskanman jina. 
EPH.1.12	Chay jinata ruwan, nokanchis, Cristopi ñaupaj confiajcuna, causananchispaj, Dios athun caynincunamanta alabaska cananpaj. 
EPH.1.13	Kancunapas verdad salvación evangeliota uyarispa, Cristopi creenquichis. Paywan ujlla canquichis, prometicuskan Santo Espirituwan señalaska, Diospajña caskayquichisraycu. 
EPH.1.14	Santo Espíritu garantiaka, Diospaj konan herenciata ciertota jap'ekananchispaj, wawancunapaj salvación junt'acunan tiempopi Dios athun caynincunamanta alabaska cananpaj.
EPH.1.15	Yachani Señor Jesuspi creejcuna caskayquichista, Diospi tucuy creyentecunata munacuskayquichistapas. 
EPH.1.16	Diosman graciasta konipuni, oracionniycunapi kancunata yuyarispa. 
EPH.1.17	Señorninchis Jesucristopaj sumaj glorioso Dios Tatanmanta mañani konasunquichispaj cristiano causanamanta yachayta, Diospaj cayninmanta sut'inchaskacunata entendinayquichispaj, Diosta astawan allinta rejsinayquichispaj. 
EPH.1.18	Mañani Dios yuyayniyquichista c'anchaycunanpaj, yachanayquichispaj imapajchus wajaska canquichis chay suyacuyta, janaj pacha khapaj herenciata Dios creyentencunaman kon, chaytawan. 
EPH.1.19	Mañani Diospaj athun mana yupay atiy atiyninta yachanayquichispaj. Chay atiyninwan Dios ruwan nokanchis creyentecunapi. Chay quiquin athun atiyta Dios ricucherkan 
EPH.1.20	Cristota causarichispa, janaj pachapi paña ladonpi tiyaycuchispa, 
EPH.1.21	tucuy atiyniyoj cajcuna pataman payta churaspa: gobernajcunapas, mandacojcunapas, atiyniyojcunapas, tucuy ima pataman churaspa cay pachapipas jamoj pachapipas. 
EPH.1.22	Dios Cristopaj mandacuskanpi tucuy cajcunata churarkan, Cristo quiquintataj tucuy creyentecunapaj umanta churarkan. 
EPH.1.23	Creyentecunaka Cristopaj cuerpon cancu, Cristopaj junt'a caynin; Cristopaj caynintaj tucuy imapi junt'a cachcan.
EPH.2.1	Ñaupajka, kancuna wañuska jina cachcarkanquichis juchayquichiscunaraycu. 
EPH.2.2	Mana creejcunapaj ruwaskanpi purispa, causarkanquichis. Tutayajpi mandacoj supay Diosta mana casucojcunata animan munayninta ruwanancupaj. 
EPH.2.3	Ñaupajka tucuyninchis ajinallatataj causarkanchis, cuerponchispaj mana allin munaskancunapi purispa, juchasapa cayninchista yuyayninchistawan junt'aspa. Chay jinata causaskanchisraycu Diospaj sinchi castigonpaj carkanchis, tucuy runacunawan cusca. 
EPH.2.4	Astawanka Dios sinchi qhuyapayacuyniyoj caspa, sinchita munacuwanchis. 
EPH.2.5	Juchanchiscunapi wañuskaraj cachcajtinchis, Dioska Cristowan cusca causayta kowarkanchis. Diospaj qhuyapayacuyninraycu kancunaka salvacionta jap'ekanquichis. 
EPH.2.6	Cristo Jesuswan cusca Dioska causarichiwanchis. Cristowan cusca tiyachiwanchis, janaj pacha bendicioncunata kospa. 
EPH.2.7	Cayta ruwarkan athun munacuwaskanchista qhuyapayawaskanchistawan wiñaypaj ricuchinanpaj Cristo Jesuspi. 
EPH.2.8	Diospaj favorninraycu salvaska canquichis creespalla, mana kancuna quiquiyquichis ruwaskayquichisraycuchu. Salvacionka Diospaj regalon, 
EPH.2.9	mana runa quiquinpaj ruwaskanchu, mana pipas ni imamantapas alabacunanpaj. 
EPH.2.10	Dios Cristo Jesuspi mosojmanta ruwawanchis allincunata ruwananchispaj, ñaupajmantaña pay churaskanman jina.
EPH.2.11	Kancuna mana judiocuna canquichis, judiocunapaj “mana circuncidaska” niskancuna. Judiocuna circuncisión costumbreta ruwaspa, “circuncidaska canchis” nincu. 
EPH.2.12	Yuyaricuychis, ñaupaj mana Cristowanchu carkanquichis, Israel llajtamanta t'ipiska. Diospaj compromisoncuna promesancunapas mana kancunapajchu carkan. Cay pachapi causarkanquichis mana verdadero Diosniyoj, salvacionmanta mana suyacuyniyoj. 
EPH.2.13	Cunanka Cristo Jesuswan ujlla canquichis. Ñaupajtaj Diosmanta carunchaska cachcajtiyquichis, Cristopaj wañuspa jich'aska yawarninwan kayllachachisunquichis. 
EPH.2.14	Cristoka allinyachejninchis. Judiocunamanta mana judiocunamantawan uj ch'ulla familiata ruwan, chejninacuy perka separajta ñut'uspa. 
EPH.2.15	Wañuskanwan tucuchan leypaj mandacuskancunata. Iscaynin familiacunamanta uj ch'ulla mosoj familiata ruwan, Cristowan ujlla. Ajinapi allinyacherkan. 
EPH.2.16	Cruzpi wañuskanwan Cristo iscaynin familiacunapaj chejninacuyninta tucuchan. Dioswantaj allinyachin, uj cuerpollaman tucuchispa.
EPH.2.17	Cristo jamorkan allinyacunamanta allin noticiata tucuyman willaspa, Diosmanta carupi cajcunaman kayllapi cajcunamanpas. 
EPH.2.18	Cristoraycu judiocuna mana judiocunapas quiquin Santo Espirituwan Dios Tataman kayllachacunchis. 
EPH.2.19	Chayraycu kancuna manaña waj llajtayojchu canquichis, manaña mana rejsiskacunachu, manachayri cunanka Diospaj llajtanwan quiquin derechoyoj canquichis Diospaj familianpi caskayquichisraycu. 
EPH.2.20	Kancuna uj wasi jina canquichis, apostolcuna profetacuna patapi sayarichiska, Jesucristo quiquin astawan importante rumi caskan, wasi esquinapi tiyachiska. 
EPH.2.21	Cristowan ujchaska, tucuy wasi jatarichcan, tucuyninpi sapa uj c'ascanaska, uj templo jina Señorllapaj canancama. 
EPH.2.22	Ajinallatataj kancunapas Cristoman ujchaska, tucuy kancunapura ujchacunquichis, Diospaj templon canayquichispaj. Chaypi Dios Santo Espirituwan causan.
EPH.3.1	Noka, Pablo, preso cachcani Cristo Jesusmanta willaskayraycu, kancuna mana judiocunapaj allinniyquichispaj. 
EPH.3.2	Yachanayquichisña, Dios favorninwan cay llanc'anata kowan kancuna allinniyquichispaj. 
EPH.3.3	Dios pacapi caj ruway munaskanta sut'inchawan; chaymanta uj chhicanta escribimuyquichisña. 
EPH.3.4	Leespaka reparanquichis Cristomanta pacaskata noka yachaskayta. 
EPH.3.5	Ñaupaj mana pipaj yachaskan pacaskata, cunan Dios Santo Espíritu uqhunta sut'inchan apostolnincunaman profetacunamanpas. 
EPH.3.6	Caymi chay pacaskaka: Salvación evangeliowan mana judiocuna judiocunapaj quiquin salvación herencianta jap'ekankacu, creyente judiocunawan ujllaña caspa; Cristo Jesusraycu Diospaj prometicuskanta jap'ekallankacutaj.
EPH.3.7	Dios favorninraycu atiyninwan churawan cay evangeliota willanaypaj. 
EPH.3.8	Tucuy creyentecunamanta nejtinpas sullc'a jina cachcajtiy, Dios favorninwan churawan mana judiocunaman cay evangeliota willanaypaj mana yupay atiy Cristopaj khapaj caynincunamanta. 
EPH.3.9	Apóstol cargota kowan, tucuy imata ruwaj Diospaj ñaupaj pacaska ruway munaskanta tucuyman sut'inchanaypaj. 
EPH.3.10	Ajina carkan, cunan creyentecuna uqhunta Diospaj tucuy ima yachaynin rejsichiska cananpaj janaj pachapi atiyniyojcunaman mandacojcunamanpas. 
EPH.3.11	Dios cayta ruwarkan wiñay ruway munaskanman jina. Chay ruway munaskaka Señorninchis Jesucristopi junt'acorkanña. 
EPH.3.12	Cristopi creeskanchismanta confianzata capuwanchis Diosman chimpacunanchispaj. 
EPH.3.13	Chayraycu rogayquichis, kancunapaj allinniyquichispaj ñac'ariskaywan ama desanimacunayquichispaj. Cay ñac'ariskayka astawanpas uj honor allinniyquichispaj.
EPH.3.14	Chayraycu Dios Tatapaj ñaupakenpi konkoriycuni. 
EPH.3.15	Janaj pachapi cay pachapipas tucuy creyentecuna paypaj sutinta apancu. 
EPH.3.16	Tatamanta mañani, sumaj glorioso khapaj cayninmanta konasunquichispaj, Diospaj Espíritun uqhunta cristiano causayniyquichispi callpachaska canayquichispaj, 
EPH.3.17	creeskayquichisraycu sonkoyquichispi Cristo causananpaj. Ajina munacuypi uqhucama saphiyoj jina firme canquichis. 
EPH.3.18	Chhica tucuy creyentecunawan cusca entendiyta atinquichis may ancho, largo, uqhu, alto Cristopaj munacuynin caskanta. 
EPH.3.19	Mañani chay munacuyta sumajta rejsinayquichispaj, mana tucuy rejsiy atina athun munacuyta, ajinapi Dioswan junt'aska canayquichispaj.
EPH.3.20	Cunanka Diosman gloria cachun. Payka atiyniyoj astawan astawan ruwananpaj mañacuskanchismanta pensaskanchismantapas nejtin, nokanchispi ruwaj chay quiquin atiywan. 
EPH.3.21	¡Diosman gloria cachun creyentecunapi Cristo Jesuspipas wiñaypaj wiñaynintinpaj! Ajina cachun.
EPH.4.1	Señorpaj llanc'askayraycu preso cachcaspa, rogayquichis, Diospaj wajaskan creyentecuna jina causanayquichispaj. 
EPH.4.2	Humilde caychis sumaj caywan, pacienciawan, munacuywan uj ujcuna aguantanacuspa. 
EPH.4.3	Santo Espiritupaj yanapacuyninwan sonko tiyaycuywan ujllapuni caychis. 
EPH.4.4	Uj ch'ulla cuerpo, uj ch'ulla Santo Espíritu can. Ajinata Dios wajasunquichis uj ch'ulla suyacuy salvacionman. 
EPH.4.5	Can uj Señorlla, uj creeylla, uj bautismolla, 
EPH.4.6	uj Dios Tatalla tucuyninpaj. Payka tucuypi mandacoj, tucuynin uqhunta ruwaj, tucuynincupi cachcaj.
EPH.4.7	Sapa uj nokanchis jap'ekanchis Cristopaj koy munaskan ruway atinacunata. 
EPH.4.8	Escritura nin:
EPH.4.8	“Janaj pachaman purispa presocunata apan,
EPH.4.8	runacunamantaj ruway atinacunata kon.”
EPH.4.9	“Janaj pachaman purispa” nispa, ¿ima niytataj munanri? Niyta munan ñaupajta cay pachaman jamuskanta. 
EPH.4.10	Chay jamoj quiquintaj astawan alto janaj pachaman purin, paypaj cayninwan tucuy imata junt'aycunanpaj. 
EPH.4.11	Pay quiquin korkan ujcunaman apóstol canata, ujcunaman profeta canata, ujcunaman salvación evangeliomanta willaj canata, ujcunaman pastor canata, ujcunamantaj yachachej canata. 
EPH.4.12	Ajinata Cristo paypi creejcunata waquichin, paypaj obranpi llanc'anancupaj, cristiano causaypi creyentecunata wiñachinancupaj, 
EPH.4.13	tucuyninchis creeyninchispi Diospaj Churinta rejsinapi ujlla cananchiscama. Ajinamanta pokosunchis astawan astawan Cristo jina sumaj cananchispaj. 
EPH.4.14	Amaña wawacuna jina casunchischu, apaycachachicuspa engañaj mañoso pantaska purej runacunapaj yachachiynincunawan. 
EPH.4.15	Astawanka munacuywan verdadta parlaspa, Cristonejman wiñananchis tucuy causayninchispi. Paymi creyentecunapaj umanka. 
EPH.4.16	Tucuyninchis creyentecuna Cristopaj cuerpon cajtinchis, pay ujchawanchis imayna cuerpopaj partencuna ujchaska jinata. Sapa uj imayna cananta allinta ruwajtin, tucuy cuerpo wiñan astawan astawan munacuypi.
EPH.4.17	Señorpaj sutinpi yuyaychaspa cayta niyquichis: Amaña causaychischu waj dioscunapi creej runacuna jina. Paycunaka causancu mana sirvej pensaskancunaman jina, 
EPH.4.18	tutayaj yuyaynincuwan. Diosmanta jamoj causay paycunapaj mana canchu. Khoru sonkoyoj caskancuraycu mana yachaj cancu. 
EPH.4.19	Khoruyachiska sonkowan viciocunaman purincu; mana p'enkacuspa tucuy ima khelli juchata ruwancu. 
EPH.4.20	Kancunaka Cristomanta yachakarkanquichis mana chay jinata causanapajchu. 
EPH.4.21	Ciertota Cristomanta uyarerkanquichis chayka, paymanta yachakarkanquichis imacaj verdad caskanta. 
EPH.4.22	Ñaupaj mauc'a millay causanayquichismanta, mana allin munaskayquichiscuna ismuska engañomantawan carunchacuychis. 
EPH.4.23	Yuyayniyquichiscunata espirituyquichiscunatawan mosojyachiychis. 
EPH.4.24	Mosoj runa caychis Diospaj munayninman jina ruwaska, verdad evangelioman jina justo cabal ch'uwata causanayquichispaj.
EPH.4.25	Chayraycu amaña llullacuychischu, sapa uj runamasinman verdadta nichun, tucuyninchis uj quiquin cuerpolla caskanchisraycu.
EPH.4.26	Sichus phiñacunquichis chayka, ama juchallicuychischu. Ama ch'isiyanancama phiñacuychischu. 
EPH.4.27	Ama dejaychischu supay juchaman urmachinasunquichista.
EPH.4.28	Suwacojka amaña suwacuchunchu. Llanc'achun sumaj ruwaypi, imallatapas pisichicojcunaman konanpaj.
EPH.4.29	Ama mana allinta parlaychischu, manachayri allincunallata, ujcunata yanapananpaj cristiano causaypi wiñanancupaj, uyarejcuna bendiciska cananpaj. 
EPH.4.30	Diospaj Santo Espiritunta ama llaquichiychischu. Chay Santo Espirituwan señalaska canquichis Diospaj, pay junt'aska salvacionta konasunquichis p'unchaycama.
EPH.4.31	Sakepuychis k'ellicuyta, mana allin munayta, phiñacuyta, ch'ajwaspa wajach'anacuyta, insultacuyta, tucuy mana allincunatapas. 
EPH.4.32	Manachayri sumaj caychis, qhuyapayanacuychis. Uj ujcuna perdonanacuychis, imaynatachus Dios Cristopi perdonasunquichis, ajinata.
EPH.5.1	Kancuna Diospaj munaska wawancuna, pay jina caychis. 
EPH.5.2	Cristo nokanchista munacuspa, wañorkan nokanchisraycu, Diosman sumaj k'apayniyoj ofrenda jina. Ajinaka munacuywan puriychis.
EPH.5.3	Kancuna, Diospi creyente cajcunaka, mana parlanayquichispaschu adulterio jucha ruwanamanta, ni ima khelli ruwaycunamanta, nitaj munapayaycunamantapas. 
EPH.5.4	P'enkay millaycunata sonso jina ama parlaychisñachu. Chaycunaka mana allinchu. Astawanka Diosta alabaychis. 
EPH.5.5	Yachanquichisña caycuna ruwajcunaka mana Diospaj Cristopajwan gobiernonman yayconkacuchu: adulterio jucha ruwajcuna, khelli ruwajcuna, munapayajcuna (cayka waj diosta adoray jina). 
EPH.5.6	Ama pipas engañacuchunchu ch'usaj parlaycunawan. Chayraycu Diospaj mana aguantay atiy castigonka mana casucojcunaman jamun. 
EPH.5.7	Ama paycunapaj mana allin ruwajmasincoka caychischu.
EPH.5.8	Kancunaka ñaupaj tutayajpi causarkanquichis, cunantaj Señorwan ujchaska caspa c'anchaypi causanquichis. Allinta causaychis c'anchay wawacuna jina. 
EPH.5.9	Allin causayka urin sumaj cayta, recto cayta, verdad caytapas. 
EPH.5.10	Ruwaychis Señorman agradajtapuni. 
EPH.5.11	Ama ruwaysiychischu mana creyentecunapaj mana sirvej ruwaskancunapi; astawanka sut'inchaychis mana allin caskancuta. 
EPH.5.12	Pacapi ruwaskancumantaka p'enka parlanapajpas. 
EPH.5.13	C'anchay tucuy imata sut'inchajtinri, sut'ipi capun. 
EPH.5.14	C'anchayka lliujta sut'inchan. Chayraycu Escritura nin:
EPH.5.14	“Puñuskayquimanta rijch'ariy;
EPH.5.14	wañuskacunamanta jatariy,
EPH.5.14	Cristotaj c'anchaycusunqui.”
EPH.5.15	Chayraycu causayniyquichista sinchita cuidacuychis. Ama sonso jina causaychisñachu, manachayri yachaywan. 
EPH.5.16	Tiempoyquichista ama usuchiychischu, mana allin p'unchaycuna caskanraycu. 
EPH.5.17	Ama ruwaychischu mana yachaj jina. Señorpaj munayninta entendiyman puriychis. 
EPH.5.18	Ama machaycuychischu. Chayka tucuy ima mana allinman apan. Astawanka Santo Espirituwan junt'a caychis. 
EPH.5.19	Uj ujcunawan parlanacuychis salmocunawan, himnocunawan, taquiycunawan; creyentecunapaj taquiynincunawan tucuy sonkowan Señorta alabaychis. 
EPH.5.20	Señorninchis Jesucristopaj sutinpi tucuy imamanta Dios Tataman graciasta koychispuni.
EPH.5.21	Cristota respetaspa uj ujcuna casunacuychis.
EPH.5.22	Esposacuna kosancuta casuchuncu Señorta jina. 
EPH.5.23	Imaraycuchus kosaka esposapaj uman, Cristopas creyentecunapaj uman. Creyentecunaka paypaj cuerpon, Cristotaj creyentecunata Salvaj. 
EPH.5.24	Imaynatachus creyentecunaka Cristota casuncu, ajinallatataj esposacunaka kosancuta tucuy imapi casunancu.
EPH.5.25	Kosacuna, esposayquichista munacuychis, imaynatachus Cristo creyentecunata munacun ajinata, paycunaraycutaj wañorkan. 
EPH.5.26	Cayta ruwarkan creyentecuna Diosllapaj canancupaj, palabrawan ch'uwanchaska, unuwan jina mayllaska, 
EPH.5.27	payllapaj uj gloriosa iglesia canancupaj, mana khelliyoj, ni ima mana allinman rijch'acoj, Diosllapaj, mana juchachana jina. 
EPH.5.28	Imaynatachus kosaka quiquin cuerponta munacun, ajinallatataj esposanta munacunan. Esposanta munacojka pay quiquinta munacun. 
EPH.5.29	Pipas chejninchu quiquin cuerpontaka, manachayri miqhuchin, cuidantaj; Cristopas creyentecunata jinata ruwan. 
EPH.5.30	Creyentecunaka Cristopaj cuerpon, nokanchistaj cuerponpaj partencuna canchis. 
EPH.5.31	“Chayraycu khareka tata mamanta sakenka esposanwan ujlla cananpaj, iscaynincutaj uj ch'ulla runa jinalla cankacu.” 
EPH.5.32	Cayka may athun pacaska caj. Noka chayta nichcani Cristomanta creyentemantawan. 
EPH.5.33	Chaywanpas sapa uj kancuna esposayquichista munacuychis kancuna quiquiyquichista jina; esposaka kosanta respetachun.
EPH.6.1	Wawacuna, tata mamayquichista casucuychis Señorta munaskayquichisraycu, imaraycuchus caymi allenka. 
EPH.6.2	Ñaupajcaj promesayoj mandamientoka cay: “Tata mamayquita honrawan respetay, 
EPH.6.3	cay pachapi cusiska achqha watata causanayquipaj.”
EPH.6.4	Tata mamacuna, wawayquichiscunata ama yankhamanta phiñachiychischu, manachayri casucojta uywaychis, yachachispa Señorta munacunancupaj.
EPH.6.5	Patronniyojcuna, cay pachapi patronniyquichista casucuychis respetowan, manchacuywan, sumaj sonkowan, Cristotapas sirvichcawajchis ajinata. 
EPH.6.6	Allinta ruwaychis, ama khawachcajtillancoka paycunawan allinpi canallapajka, manachayri Cristopaj sirvejnin jina, tucuy sonkowan Diospaj munayninta ruwaspa. 
EPH.6.7	Ganaswan ruwaychis, Señorta sirvichcaj jina, manataj runacunallapajchu. 
EPH.6.8	Yachanquichisña, sapa uj allinta ruwaskancuman jina Señormanta jap'ekanka, patroncunapas patronniyojcunapas.
EPH.6.9	Patroncuna, runayquichiscunawan allinta causaychis, ama amenazaspa. Yuyaricuychis kancunapaj paycunapajpas janaj pachapi ujlla Señorniyquichis caskanta. Paypajka mana waj wajchu canquichis.
EPH.6.10	Cunanka hermanoycuna, Señorwan ujlla cachcaspa fuerte caychis, Cristopaj mana atipay atina callpanwan. 
EPH.6.11	Diospaj koskan tucuy fierro p'achawan churacuychis, supaypaj engañoncuna contra firme canayquichispaj. 
EPH.6.12	Mana runacuna contrachu canchis, manachayri millay sajra atiyniyoj espiritucuna contra. Paycuna mandancu, autoridadwantaj gobernancu supaypaj cay pacha tutayaj gobiernonpi. 
EPH.6.13	Chayraycu Diospaj koskan tucuy fierro p'achata okhariychis, prueba chayamojtin ama urmanayquichispaj. Allinta waquichicuy pasayta, firme caychis.
EPH.6.14	Ajinaka firme caychis verdadwan recto causaywan p'achalliska. 
EPH.6.15	Listopuni caychis, sonko tiyaycuy salvación evangeliota willaj llojsinayquichispaj. 
EPH.6.16	Tucuymantapas astawanka creeyniyquichiscaj jarc'ajka cachun, supaypaj laurachcaj wach'incunamanta jarc'anasunquichispaj. 
EPH.6.17	Salvacionniyquichis fierro ch'ullu jina cachun, umayquichista jarc'ananpaj. Diospaj palabrantaj espada jina cachun, Santo Espiritupaj koskan. 
EPH.6.18	Mana konkaspa Diosman oracionta ruwaychispuni, Santo Espiritupaj pusaskan. Waquichiskapuni caychis, ama desanimacuspa. Tucuy creyentecunapaj oracionta ruwaychis. 
EPH.6.19	Nokapajpas oracionta ruwallaychistaj, parlanay cajtin Dios palabranta konawanpaj, mana manchacuspa ñaupaj pacaska salvación evangeliota willanaypaj. 
EPH.6.20	Dios paypaj cuentanmanta jina cachamuwan cay evangeliota willanaypaj. Chayraycu preso cani. Oracionta ruwaychis, mana chhicanta mancharicuspa evangeliomanta parlanaypaj.
EPH.6.21	Munaskaycu hermano Tíquico, Señorpaj obranpi fiel yanapajniy, pay willasunquichis nokamanta tucuy noticiacunata, imatachus ruwachcaskaytawan. 
EPH.6.22	Chayraycu kancunaman cachamuni, imayna caskaycuta willananpaj, chay jinamanta animanasunquichispaj.
EPH.6.23	Dios Tata, Señor Jesucristopiwan creyentecunaman kochun sonko tiyaycuyta, munacuyta, astawan creeytawan. 
EPH.6.24	Dios favorninwan wiñay munacuyninwan bendicichun Señorninchis Jesucristota tucuy munacojcunata. Ajina cachun.
PHP.1.1	Pablo Timoteopiwan, Jesucristopaj sirvejnincuna, cay cartata escribimuycu Filipos llajtapi caj tucuy kancuna Diospi creejcunaman, Cristo Jesuswan ujlla cajcunaman, curaj pastorniyquichiscunaman, diaconoyquichiscunamanpiwan. 
PHP.1.2	Dios Tatanchis Señor Jesucristopiwan favorninwan sonko tiyaycuyninwan kancunata bendicichun.
PHP.1.3	Sapa cuti kancunamanta yuyaricuspa, Diosniyman graciasta koni. 
PHP.1.4	Oracionta ruwaspataj, cusicuywan mañacunipuni tucuy kancunapaj. 
PHP.1.5	Creeskayquichismantapacha cunancama kancunapas nokaycupas evangeliota willachcanchis. 
PHP.1.6	Dios kancunapi sumaj obranta kallarin, payllataj sumajta tucuchanka Jesucristo cutimunan p'unchaycama. Chaymanta seguro cani. 
PHP.1.7	Ajinata kancunamanta pensanayka allinpuni; imaraycuchus sinchita munacuyquichis. Nokawan cusca quiquin bendicioncunata jap'ekanquichis, carcelpi cachcajtiypas, autoridadcunapaj ñaupakenpi salvación evangeliota defendichcajtiy, willachcajtiypas. 
PHP.1.8	Dios yachan tucuy kancunata sinchita watuy munaskayta, Jesucristopaj wawayaska sonko munacuyninwan kancunata munaskayraycu. 
