MAT.1.1	SIN AK'SIN Jesus Christ David okkuai' Abraham okkuai' un'ix o sĭnaks' oaiĕxĕsts. 
MAT.26.55	Neto'ik itai'ksĭstsikumiopik Jesus an'ĭstsiuax akai'tappix, kikŭt'anĭstsipuksipa'akipuaua kanĭst'sitappopuau kŏmos'iepĭtsi annŏk' pa'tŭkkiuŏk inus'stoax ki sŏksĭs'tsĭsts, kŏk'otoksuai? Anĭs'tsiksĭstsikuĭsts kitopokau'pimopuau omŭk'atoiapioyĭs kŏkŭsksĭnĭmats'opuau ki kimatseen'okipuauă. 
MAT.26.56	Ki am'ostsk ikŏnaiĭstutsipi mŏks'enŭpanĭstosau prophetix osĭnak'suauĕsts. Ikŏnŭsksĭnĭmatsax itŭm'skĭttsiiau ki ai'tsĭmmutaiau. 
MAT.26.57	Ki anniks'isk een'ixkaie Jesus itŭpĭpiauaie Caiaphas, sp'atoiapiekuŭn, itomoi'piawpiau ai'sĭnakix ki omŭks'ĭmix nĭn'ax. 
MAT.26.58	Ki Peter piaapŭtsitŭpa'tseuaie sp'atoiapiekuŭn oko'ai, kiitsipim' ki ipokau'pimiuax ap'otŭkkix mŏkitokŏnai'nĭsi. 
MAT.26.59	Annok', omŭk'atoiapiekuax ki omŭks'imix nĭn'ax ki ikŏnau'kŏkitsĭmax, ĭstŭp'iksĭstapenŭpanĭssĭnni ap'satsĭmiau mŏks'enitŏsauaie Jesus; 
MAT.26.60	Ki matokonim'axau; otsito'tosax akai'tappix aiksĭstapenŭpanix, matokonĭm'axau. Sako'okhtsim ito'toĭau na'tsitappiix ai'tapksĭsenŭpanix, 
MAT.26.61	Ki an'iau, am'o nin'au an'iu nitokot'opŭksĭnip Ap'istotok'iuă otatoi'apioyis ki nitokot'sokapĭstutsip nioks'kai ksĭstsiku'i. 
MAT.26.62	Ki Sp'atoi'apiekuŭn itsipuau', ki an'ĭstsiuaie, kitakstaie'puyipa? Tsanĭstapiu'a am'ox kitse'nŭpanipiau? 
MAT.26.63	Ki Jesus matsepuyiu'ats. Ki Sp'atoi'apiekuŭn mat'anĭstsiuaie, kita'tauŭnĭsto Ӑp'istotokiua ipai'tappiiuă, kŏk'aniksĭnan ikŭm'ŭmeniki Christ, Ap'ĭstotokiuă okku'i. 
MAT.26.64	Jesus an'istsiuaie, kitsemŭniani; ki kitan'ĭsto sako'okhtsim kitaks'ĭnoauai'ĭni Nin'au okku'i, otsitau'pĭssi otŭmap'sĭnni ĭstset'otsĭsi ki umutsipuk'sipusi Spots'im ĭstsisoksĭs'tsikuĭsts. 
MAT.26.65	Sp'atoi'apiekuŭn itŭmai'pinotsĭmĕsts otsĭstotos'ĭsts ki an'iu, itŭpepo'atomaie Ap'ĭstotokiuă; nitak'otsikipĭnana stsik'ix e'ĕnŭpanix? Sat'sik, kikai'okhtoauau oksĭs'tapinikŏttsimani. 
MAT.26.66	Tsa kit'stapuauă? An'iau, mŏks'eĭnsi. 
MAT.26.67	Itŭm'itaisokuttŭttsiauaie ostoksĭs'aie, ki oto'auĕsts itsĭtauaiak'iauaie: ki stsĭk'ix omi'tsĭxikĭnstspuauĕsts itsĭtauaiak'iauaie. 
MAT.26.68	Ki an'iau, ksĕsto'a Christ e'ĕnŭpanikĭnan, Tŭkka' kĭtauaiak'ioka? 
MAT.26.69	Annok' Peter sauauts'im itau'piu, ĭstokĭtsĭm'i pĭstots'im: ki ake'kuŭn itoto'aie, ki an'iu, ksĕsto'a kitopokom'au Jesus Galilee ĭstsitappim'i. 
MAT.26.70	Ki paiot'anĭstsiuax matap'pix nimatsksĭnoau'ats nimatsksĭnipa kitan'ipi 
MAT.26.71	Ki otsitŭp'sŭxsi kĭtsĭm'iapioyĭs, stsĭk'i ake'kuŭn nan'nuyenaie ki an'ĭstsiuax anniks'isk matap'pixk itau'pixk, ani'o nin'au nokŭt'opoksimiuaie Jesus, Nazareth istsitappim'i. 
MAT.26.72	Ki mata'toŭniu, ki an'iu, nimatsksĭn oau'ats nĭn'au. 
MAT.26.73	Ki otai'pĭstsĭksisŭmmosi anniks'ĭsk itai'puyixk itoto'iauaie, ki an'ĭstsiauaie Peter, E'mŭniu, ksĕsto'akauk tuks'kŭmă: kitse'poawsĭsts kitse'ĕnŭpaniki. 
MAT.26.74	Itŭmaumŭtŭpipako'sĭnepuyiu, ki itaumŭtŭpŭtau'ŭniu, nimats'ksĭnoau'ats nĭn'au. Ki nipuau'ă sokĭt'okumiu. 
MAT.26.75	Ki Peter ĭsksĭnĭm'aie Jesus ote'poawsinniaie, annik' itanĭs'tsiuaie, otsauomokh'kumsi nipuau'a nioks'kai kitak'ani kimatsksĭnokĭpats. Ki itsŭx'iu, ki itsok'auasainiu.
MAT.27.1	OTAP'INŎKKUSI, kŏnau'mŭkatoiapiekuax ki matap'pix otsĭn'aimoauax itŭp'okŏkitsĭmaiau Jesus mŏks'enitŏsauaie; 
MAT.27.2	Ki otai'ĭsksipĭstŏssauaie, itŭnĭstŭppĭp'iauaie, ki itŭp'aumŭtskaiauaie Pontius Pilate, anni'ĭsk nĭnai'isk. 
MAT.27.3	Judas, anni'isk otse'mŭtskaukĭsk, otsĭnno'ŏsaie, otanĭs'sax mŏks'eĭnsi, itsisauai'tsitau, ki mat'skittotsĭpotuyiuax omŭk'atoiapiekuax ki omŭks'imix nĭn'ax niĭp'pix ksĭxĭx'kĭmix, 
MAT.27.4	Ki an'iu, nikai'sauumitsitappi nitse'mŭtskatop mokŏm'otsaapŭnni. Ki an'iau, Tsanĭstappi nitokanĭstappikipĭnan'a? Ksĕsto'a kitak'satsip. 
MAT.27.5	Ki itsipsts'ĭstŭpapiksĭstsiuax ksixĭx'kĭmix omŭk'atoiapioyĭs, ki itsĭs'tapu, ki itsiko'kŏpsiu. 
MAT.27.6	Ki omŭk'atoiapiekuax mat'tuyiauax ksĭxĭx'kĭmĭx, ki an'iau, matŏkhsiu'ats ŏk'itsŭppitsŏsau atsĭm'isokaiĭs, tŭk'ka aa'pŭnni ipum'attomiau. 
MAT.27.7	Ki itau'kŏkotomotseiau ki itopum'attomiau potter otsĭn'sĭmman, pie'tappix mok'itstsŏsau. 
MAT.27.8	Ŭn'nikaie itŭsks'unnĭstainikŏttop a'apŭnni ĭstsĭn'sĭmman. 
MAT.27.9	Itŭmeĕnŭpanĭstomaie annik' otan'ipikaie Jeremy prophet, ki an'iu, Ki mat'tuyiauax niĭp'pix ksĭxĭx'kĭmix, umutopum'attopiaie annŏk' Israel itŭniau ŭnni mŏkanĭstsĭxkĭmasi; 
MAT.27.10	Ki itopum'attomiauaie potter otsĭn'sĭmman, nanĭstŭn'ik Ap'ĭstotokiuă. 
MAT.27.11	Ki Jesus paio'tsipuyimiuaie, nĭn'aii; ki nĭn'auă ai'sŭppoŏttsesattsiuaie, ki an'iu kikŭtam'ipa Jews otsĭn'aimoauai? Ki Jesus an'ĭstsiuaie, kitan'i. 
MAT.27.12	Ki Omŭk'atoiapiekuax ki omux'ĭnax ote'ĕnŭpanĭstŏsauaie, matsepuyiu'ats. 
MAT.27.13	Pilate itŭm'anĭstsiuaie, kikŭttaisauokhtoau'axau akauo'yi kĭtse'nŭpanikoĭsts? 
MAT.27.14	Ki tuks'kai epo'awsĭn matanĭstsiu'atsaie; ki Nĭn'auă eik'skaietŭkkiu. 
MAT.27.15	Annok' oye'tani nĭn'aua itŭsksaipotoyiuaie tukskŭm'i eĕn'naii ot'statauaie matap'pix. 
MAT.27.16	Annik', nannan'attsiau tuks'kŭmi eĕn'naii, Barabbas an'ĭstau. 
MAT.27.17	Ŭn'nikaie otokŏnau'moŏsax, Pilate itŭnĭs'tsiuax, Tŭkka' kĭt'statauă kŏks'ipotomosuai? Tsŏktau Barabbas, tsŏktau Jesus, annŏk' anĭstauŏk Christ? 
MAT.27.18	Tŭk'ka ĭsksĭnĭm'aie umutsiksĭssat'siuŏsau, itaumŭts'kau. 
MAT.27.19	Otsitau'pĭssi okŏk'itsimani ĭstsiso'pŏtsĭs, otokem'an itŭpŭt'okŏttsiuaie ki an'ĭstsiuaie, pinotokan'ĭstappikit om'ă mokŏm'otsitappiuă: tŭk'ka akauo'iĕsts nit'okuyipists pu'ĭnasĭsts ni'papaukanĭsts annok' ksĭstsiku'ik, osto'i itots'tsiĕsts. 
MAT.27.20	Ki omŭk'atoiapiekuax ki omŭx'ĭnax eikakĭmattsiauax matap'pix mŏk'aukŏmŏnĭstŏsauaie Barabbas, ki Jesus mŏks'eĭnsaie. 
MAT.27.21	Nin'auă an'ĭstsiuax, Tŭkka' na'tokŭmix kitstatauau'a kŏks'ipotomoŏssuai? An'iau Barabbas. 
MAT.27.22	Pilate an'istsiuax Tsa nitakŭnnĭstutoau'ats Jesus, anĭstauŏk Christ. Ikŏn'auanĭstsiauaie, ŭnnianĭstauai'ĭstais. 
MAT.27.23	Ki nĭn'auă an'iu, kumauk'anĭstauaisksĭks? Tsanĭstapiu'ăts otsauum'itsĭstutŭksĭnni? Ki akauo'yi itsokse'puyiau ŭnnianĭstauai'ĭstais. 
MAT.27.24	Otsĭnĭs'si, otsau'otokanĭstappikĭssaie, ki otai'akitstsĭssi ăsĭnata'pii ito'tŭkkiu okke', ki itŭs'tsĭmmiu otsipot'aipuyimŏsax matap'pix, ki itŭniu', nimat'ototoimoko'ă am'o mokŏm'otsitappiaă otsa'apŭnni: ksĕsto'auă sat'sĭk. 
MAT.27.25	Itŭmokŏnai'puyiau matap'pix, otsa'apŭnni ŭnnianĭsttots'tsĭsaie nĕstŭn'an ki no'kosĭnanix. 
MAT.27.26	Itŭmipo'tomoyiuax Barabbas: ki otai'ksĭstĭstsipĭsŏsaie Jesus, emŭts'kaiuaie ŏksiksĭs'toxŏsaie. 
MAT.27.27	Ninauă otseĕnnakem'ix itŭpĭp'iauaie Jesus itokŏno'paupi, ki itokŏnaumoi'piiau eĕn'nakex. 
MAT.27.28	Ki itsau'tomoyiauaie otsĭstotos'ĭstsaie, ki mawks'isokŏsĭmi itsŭps'kaiauaie. 
MAT.27.29	Otai'amitsĭnĭssau ksĭssiĭstsŭmmokŏni, itsĭs'tsŭmmokiauaie ki apai'i itstom'iauaie onet'otsĭsaie: ki auanaukopĭstuksĭs'akŏttsiauaie, ki ai'ksĭstapanĭstsiauaie, ki an'iau, Hail, Jews otsĭn'aimoauai! 
MAT.27.30	Ki ai'sokotuttsiauaie, ki matsĭmiau apai'i ki otokŏn'iaie itsitau'aiak iauaie. 
MAT.27.31	Otai'ksĭstsiksĭstapanĭstŭsauaie, asso'kŏsĭmi itsauts'imiauaie, ki otau'ŭtsisokŏsĭmaie itsŭps'kaiauaie, ki itsĭstapĭp'iauaie mŏk'auaiistasauaie. 
MAT.27.32	Ki otsŭks'au, ikonoyiauaie nĭn'aii Cyrene istsitappim'i, otsĭnikŏsim Simon: ĭsskuopa'atsiauaie otauai'staksĭn, 
MAT.27.33	Ki otsito'tosau Golgotha an'ĭstop, itokĭsasiĭk, mŭksikĭnŭkotokŏnik, 
MAT.27.34	Ikotsi'auaie moksĭmatossaiaii' ĭstsipoku'yi ki gall ipa'sokasuyĭnĭmiauaie: ki otŭt'totsĭsaie, mat'skaksĭmattom'atsaie. 
MAT.27.35	Ki itau'aiistaiiauaie, ki otsĭstotos'ĭsts, ki aiaketotsipiests, itsi'kŏtsotsiĕsts: mŏks'eĕnŭpanĭstosi annik' otan'ipik prophet, itai'aketotsipiĕsts nitsĭstotos'ĭsts ki itsi'kŏtsopnaaiua. 
MAT.27.36	Ki ito'piiau ki ŭs'sŭmmiiauaie annim'; 
MAT.27.37	Ki itstom'iauaie otokŏn'i spots'i ksĭs'tapanĭssĭnni sinaip', Am'ok Jesus, Jews otsĭn'aimoauai. 
MAT.27.38	Na'tsitappix kŏmos'iepitsix ipauai'istauax tukskŭm'i onet'otsĭsi ki stsĭk'i otse'aksĭssautsĭs. 
MAT.27.39	Ki anniks'isk itsits'skuixk au'kapsĭtsĭpsattsiauaie, ki auauŭkia'pĭxiau, 
MAT.27.40	Ki an'iau ksĕsto'a annŏk' ipŭxĭn'ĭmŏk omŭkatoi'apioyĭs, ki nioks'kai ksĭstsikuĭsts itsiksĭst'apĭstutsimŏk, kŏmotse'piosit. Ikŭm'ŭmeniki Ap'istotokiuă okku'i ĭnĭsa'atoat auai'staksĭn. 
MAT.27.41	Neto'i omŭk'atoiapiekuax netoi'nitaiksĭstapanĭstsiauaie, kiai'sĭnakix ki omŭx'ĭmix ipokaniau, 
MAT.27.42	Kŏmotse'piuax stsĭk'ix ki matokotsikŏmotsepiosiu'ats. Ikŭmŭm'ĭssi Israel otsĭn'aim, ŭnanistsĭnnĭsa'atos auai'staksĭn, ki nitakaumai'tauŭnan. 
MAT.27.43	Au'maituyiuaie Apĭstotoki'i: annok' ŭnnianistsikŏmotse'piŏsaie, maksinan'attŭsaie: tŭk'ka iŭniu', nĕsto'akauk Ap'istotokiuă okku'i. 
MAT.27.44	Kŏmos'iepitsix ipok'auaistapixk neto'yistsk nokŭtsitŭp'apiximiauĕsts okhpe'kĭsts. 
MAT.27.45	Nau'yi itai'ksĭstsikŭmiopi konŭs'ksŏkkumă itŭp'skinatsiu piksu'yi itaiksĭstsikumiopi. 
MAT.27.46	Ki otsipik'susi itai'ksĭstsikumiopi, Jesus aisokse'puyiu. Ki itŭni'u, Eli, Eli, lama sabachthani? Annik' ito'kĭsasiik, Nitap'ĭstotokim, Nitap'ĭstotokim, kumauk'skĭkiks? 
MAT.27.47	Stsĭk'ix itai'puyĭxk, otokh'tsĭmsau', an'iau, Am'o nĭnau nan'nikŏttsiuaie Elias. 
MAT.27.48	Ki tuks'kŭmă itauks'kasiu ito'tukkiu ai'ksĭppuyĭnip, ki ito'kĭmiuaie ĭstsipoku'yi, ki itstom'aie apai'i, ki ikotsiu'aie mŏksĭmattosaiai'i. 
MAT.27.49	Stsĭk'ix an'iau, ki'ka, ŏk'satsip maks'ikŭmipuksipusi mŏksikŏmotse'piĭsaie. 
MAT.27.50	Jesus ota'atsoksepuyĭssi, itaumŭts'kaiuaie Sta'aw. 
MAT.27.51	Ki Sat'sit, omŭk'atoiapioyĭs itsi'koksok'iakiopi ai'aketsĭnikau, spots'im itots'ipinikau; ki ksŏk'kumă itsi'papuyiu, ki ok'otokskuĭsts ai'aketopiiau; 
MAT.27.52	Ki a ken 'i man ists kau'opiiau; ki atsĭm'six anniks'ĭsk ai'okaxk akaiĕm ostŭm'oauĕsts itsipuau'ax, 
MAT.27.53	Ki ota'atsipuawsi Jesus, itsux'iau aken'imanĭsts, ki itŭp'ipimiau atsĭmakap'ioyĭsi, ki otsĭnok'oaiau akai'tappiix. 
MAT.27.54	Annok' eĕnakin'au'ă, ki otopokom'ixk, otopokŭs'satŭkkimaxk Jesus, otsĭnno'ŏsau ksŏk'kumi otsi'papuyiisi, ki otsĭnĭs'sau annists'isk ĭstutsip'ĭstsk, eks'kaikopumiau, ki an'iau am'o emŭn'iŭmiu Ap'ĭstotokiuă okku'i. 
MAT.27.55	Ki akai'tappix akex' pie'tsi itŭs'sŭmmiauaie, anniks'isk itotopokiuo'iĭxk Jesus Galilee, ki apotomoyiĭxkaie: 
MAT.27.56	Ki ipokom'iauax Mary Magdalene, ki Mary, James ki Joses oksĭs'toauaii, ki Zebedee okku'ix oksĭs'toauai. 
MAT.27.57	Otau'tŭkkussi, akotsin'auă Arimathæa istsitappim'i anĭstau Joseph, ito'to, tuks'kŭma Jesus otŭsksĭnĭmats'aie: 
MAT.27.58	Itappo' Pilate, ki ikŏm'ŏnĭstomaie Jesus stŭm' i aie. Pilate itŭmŭn'iu mŏkaumŭtskatosaie mostŭm'i. 
MAT.27.59	Ki Joseph otots'ĭssi mostŭm'i, itsĭsso'monĭmaie ksĭxĭstokh'aipĭstsi, 
MAT.27.60	Ki itsĭpststotomaie otauŭt'sinani aken'iman, maniu'aie, annik' itatŭn'ipik ok'otokskui: ki omŭk'okotoki itŭp'auapĭmiuaie aken'imani ĭstokĭtsĭm'i, ki itsĭstapu. 
MAT.27.61	Ki Mary Magdalene, ki stsĭk'i Mary, itotau'piauaie aken'imani. 
MAT.27.62	Ki annik' ksĭstsiku'ik otŏkhs'apĭstutosau, mat'apinŏkkusi, omŭk'atoiapiekuax ki Pharisees ikŏnitoto'iauaie Pilate, 
MAT.27.63	Ki an'iau, Nin'a, nitŭsksksĭnipĭnan om'ă ai'pĭstsĭksĭstutŭkkiuă otan'ipi, otsakiaitap'piisi, nioks'kai ksĭstsiku'i nitak'aatsipuau. 
MAT.27.64	Anit' ŏkhs'ĭstutsĭssĭ aken'imani nioks'kai ksĭstsiku'ĭsts, otŭs'ksĭnĭmatsax mŏkstai'sepiotosax, mŏkstai'kŏmosaĭ'ĭsax, mŏkstai'anĭstosauax matap'pix, ŭk'aipuau: ki sako'ipatsĭstutŭksĭnni aks'ĭstŭpskĭts top matom'ipatsĭstutŭksĭnni. 
MAT.27.65	Pilate an'ĭstsiuax mattok'au eĕn'akex; ĭs'tapuk, mi'ĭstutsik. 
MAT.27.66	Ki itappo' iau, ki mi'ĭstutsĭmiau ake'niman, ĭskskŭm'iauaie ok'otoksŏkh'sepĭstan, ki ĭstsi'iauaie eĕn'akex.
MAT.28.1	ISSĬK'SĬSTSIKUYII ksĭstsiku'i otai'ksiuosaie, otaumŭtŭpapinŏk'kusaie ĭssĭk'atoiksĭstsikui, Mary Magdalene ki stsĭk'i Mary itoto'iau mŏks'ĭniĭsau ake'nimani. 
MAT.28.2	Ki, sat'sĭt, ksŏk'kumă ai'papuyiu: tŭk'ka Ap'ĭstotokiua oto'tokatatsĭs spots' im itsĭnnĭsso'iĭnai, ki ito'to ki matskoap'imiuaie ok'otoksokh'sepĭstan ki itop'aiuaie. 
MAT.28.3	Ostoksĭs'si netoinitai'natsiuaie popos'ists, ki kaii'ksĭstotosiu neto'i kon'skui: 
MAT.28.4	Ki ŭsks'katŭkkix stun'noyiauaie, ki ai'papuyeian netoi'nitsiiau enix'. 
MAT.28.5	Ki oto'tokatatsĭs an'ĭstsiuax a kex', piniko'puk; nits'ksĭnip kitap'ŭssŭmmauau Jesus annŏk' kaiĭs'toksauŏk. 
MAT.28.6	Matsĭnakuaiĕm'ats: tŭk'ka, ŭk'aipuau otan'ipi. Puk'sipuk, sat'sĭk otsit'sipi Nĭn'ă. 
MAT.28.7	Ki kĭpi'tappoak, ki anĭstok'ax otŭs'ksĭnĭmatsax otse'ĭnsĭnni ŭkaipua'atomaie; ki, sat'sit, kitse'tomomattaak Galilee; omim' kitak'itsĭnnoauau: sat'sik, kikau'anĭstopuau. 
MAT.28.8	Ki itsikĭp'ĭstupaatomiauaie ake'niman ai'kopumau, ki eks'kaetametŭkkiau; ki auks'kasiau mokitots'ipotosauaie otŭs'ksĭnĭmatsaxaie otse'poawsĭniaie. 
MAT.28.9	Ki otsitappo'sauax mŏkitsĭnnikoŏsauax otŭs'ksĭnĭmatsaxaie, sŭm'mĭs, Jesus ito'tatsemiuax ki an'ĭstsiuax All hail! Ki ito'toiauaie ki eĭn'ĭmiauaie okŏt'sĭstsaie, ki ita'tsĭmmĭmmiauaie. 
MAT.28.10	Jesus itŭm'itŭnĭstsiuax, Pinikopuk; mĭs'tapuk, anĭstok'au nĭx'okoax mŏk'ittapposau Galilee, ki omim' nitak'itsĭnokiau. 
MAT.28.11	Annok' otsa'kiaitapposau, sŭm'mĭs, stsĭk'ix ŭsks'katŭkii itoto'iau akap'ioyĭs, ki aitsĭn'nikoyiauax omŭk'atoiapiekuax nitap'ii. 
MAT.28.12	Kiotokŏnau'moŏsau ki omŭx'ĭnax otokŏnai'puyĭsau, ikotsi'auax eĕn'akex akaiĕm'i itawk'pumaupix, 
MAT.28.13	Ki an'ĭstsiauax, ŭnnik' otŭs'ksĭmĭmatsax nitsa'kiaiokasĭnan, sepioto'iax ki itsikŏmos'attsiauaie. 
MAT.28.14	Ki nĭn'a okhtsĭs'saie, nitaksemŭnan ki kitakitsikŏmotse'piopĭnan. 
MAT.28.15	Mat'toyiauax itawk'pumaupix, ki otsksĭnĭmatseipuauaiax iia'tutsĭmiau ki annik' anĭssĭn'nik Jews sa'kiauanĭstomiax. 
MAT.28.16	Nitsi'koputsiax otŭs'ksĭnĭmatsax itappo'iax Galilee nitum'mo, Jesus otan'ĭstopi. 
MAT.28.17	Ki otsĭnno'ŏsauaĭe itatsĭm'mĭmmiauaie: ki stsĭk'ix sai'etŭkkiax. 
MAT.28.18	Ki Jesus ito'toax ki ai'sitsĭpsattsiuax, ki an'ĭstsiuax, kŏnau'tŭmapsinni spots'im ki ksŏk'kum nit'okoko. 
MAT.28.19	Ŭn'nikaie, ĭs'tapuk, ĭsksĭnĭmats'okau kŏnau'mianĭstsitappii, ŭs'tapĭnokau ninikŏt'tokĕsts otsĭn'ikŏsĭmĕsts kĭn'un, ki okku'i, ki atsĭm'istaaw: 
MAT.28.20	Isksĭnĭmats'okau mŏk'satsĭsauĕsts kĭtan'ĭstopuauĕsts; ki sat'sit, kitŭsks'opoksemopuau anĭstsiksĭs'tsikuĭsts aiksiuo'si ksŏk'kum.
