GEN.1.1	Kezdetben 
MRK.5.37	És senkinek sem engedé, hogy vele menjen, csak Péternek és Jakabnak és Jánosnak, a Jakab testvérének. 
MRK.5.38	És méne a zsinagóga fejének házához, és látá a zűrzavart, a sok síránkozót és jajgatót. 
MRK.5.39	És bemenvén, monda nékik: Mit zavarogtok és sírtok? A 
MRK.5.40	És nevetik vala őt. Ő pedig kiküldvén valamennyit, maga mellé vevé a gyermeknek atyját és anyját és a vele levőket, és beméne oda, a hol a gyermek fekszik vala. 
MRK.5.41	És megfogván a gyermeknek kezét, monda néki: Talitha, kúmi; a mi megmagyarázva azt teszi: Leányka, 
MRK.5.42	És a leányka azonnal fölkele és jár vala. Mert tizenkét esztendős vala. És nagy csodálkozással csodálkozának. 
MRK.5.43	Ő pedig erősen megparancsolá nékik, hogy ezt senki meg ne tudja. És mondá, hogy adjanak annak enni.
MRK.6.1	És kiméne onnét, és méne az ő hazájába, 
MRK.6.2	És a mint eljött vala a szombat, tanítani kezde a zsinagógában; és sokan, a kik őt hallák, elálmélkodának vala, mondván: 
MRK.6.3	Avagy nem ez-é az az ácsmester, Máriának a fia, Jakabnak, Józsénak, Júdásnak és Simonnak pedig testvére? És nincsenek-é itt közöttünk az ő nőtestvérei is? És megbotránkoznak vala ő benne. 
MRK.6.4	Jézus pedig monda nékik: Nincs próféta tisztesség nélkül csak a maga hazájában, és a rokonai között és a maga házában. 
MRK.6.5	Nem is tehet vala ott semmi csodát, csak nehány beteget gyógyíta meg, rájok vetvén kezeit. 
MRK.6.6	És csodálkozik vala azoknak hitetlenségén. Aztán köröskörül 
MRK.6.7	Majd magához szólítá a tizenkettőt, 
MRK.6.8	És megparancsolá nékik, hogy az útra semmit ne vigyenek egy pálczán kívül; se táskát, se kenyeret, se pénzt az övükben; 
MRK.6.9	Hanem kössenek sarut, de két ruhát ne öltsenek. 
MRK.6.10	És monda nékik: A hol valamely házba bementek, ott 
MRK.6.11	A kik pedig nem fogadnak titeket, sem nem hallgatnak rátok, onnét kimenvén, verjétek le a port lábaitokról, bizonyságul ő ellenök. Bizony mondom néktek: Sodomának vagy Gomorának tűrhetőbb lesz a dolga az ítélet napján, mint annak a városnak. 
MRK.6.12	Kimenvén azért, prédikálják vala, hogy térjenek meg. 
MRK.6.13	És sok ördögöt űznek vala ki, és olajjal 
MRK.6.14	És meghallá ezeket Heródes király (mert nyilvánvalóvá lőn az ő neve) és monda: Keresztelő János támadt 
MRK.6.15	Némelyek azt mondják vala, hogy Illés ő; mások meg azt mondják vala, hogy Próféta, vagy olyan, mint egy a próféták közül. 
MRK.6.16	Heródes pedig ezeket hallván, monda: A kinek én fejét vétetém, az a János ez; ő támadt fel a halálból. 
MRK.6.17	Mert maga Heródes fogatta el és vettette vala börtönbe Jánost, Heródiás miatt, Fülöpnek, az ő testvérének felesége miatt, mivelhogy azt vette vala feleségül. 
MRK.6.18	Mert János azt mondá Heródesnek: Nem szabad néked 
MRK.6.19	Heródiás pedig ólálkodik vala utána, és meg akarja vala őt ölni; de nem teheté. 
MRK.6.20	Mert Heródes fél vala Jánostól, igaz és szent embernek ismervén őt, és oltalmazá őt; és ráhallgatván, sok dologban követi, és örömest hallgatja vala őt. 
MRK.6.21	De egy alkalmatos nap jöttével, mikor Heródes a maga születése ünnepén nagyjainak, vezéreinek és Galilea előkelő embereinek lakomát ad vala, 
MRK.6.22	És ennek a Heródiásnak a leánya beméne és tánczola, és megtetszék Heródesnek és a vendégeknek, monda a király a leánynak: Kérj tőlem, a mit akarsz, és megadom néked. 
MRK.6.23	És megesküvék néki, hogy: Bármit kérsz tőlem, megadom néked, még ha országom 
MRK.6.24	Az pedig kimenvén, monda az ő anyjának: Mit kérjek? Ez pedig mondja: A Keresztelő János fejét. 
MRK.6.25	És a királyhoz nagy sietve azonnal bemenvén, kéré őt mondván: Akarom, hogy mindjárt add ide nékem a Keresztelő János fejét egy tálban. 
MRK.6.26	A király pedig noha igen megszomorodék, eskűje és a vendégek miatt nem akará őt elutasítani. 
MRK.6.27	És azonnal hóhért küldvén a király, megparancsolá, hogy hozzák el annak fejét. 
MRK.6.28	Ez pedig elmenvén, fejét vevé annak a börtönben, és előhozá a fejét egy tálban és adá a leánynak; a leány pedig az anyjának adá azt. 
MRK.6.29	A tanítványai pedig, a mikor ezt meghallották vala, eljövének, és elvivék a testét, és sírba tevék.
MRK.6.30	És az apostolok 
MRK.6.31	Ő pedig monda nékik: Jertek el csupán ti magatok valamely puszta helyre és pihenjetek meg egy kevéssé. Mert sokan valának a járó-kelők, és még evésre sem volt alkalmas idejök. 
MRK.6.32	És elmenének hajón egy puszta helyre csupán ő magok. 
MRK.6.33	A sokaság pedig meglátá őket, a mint mennek vala, és sokan megismerék őt; és minden városból egybefutának oda gyalog, és megelőzék őket, és hozzá gyülekezének. 
MRK.6.34	És kimenvén Jézus nagy sokaságot láta, 
MRK.6.35	Mikor pedig immár nagy idő vala, hozzámenvén az ő tanítványai mondának: Puszta ez a hely, és immár nagy idő van: 
MRK.6.36	Bocsásd el őket, hogy elmenvén a körülfekvő majorokba és falvakba, vegyenek magoknak kenyeret; mert nincs mit enniök. 
MRK.6.37	Ő pedig felelvén, monda nékik: Adjatok nékik ti enniök. És mondának néki: Elmenvén, vegyünk-é kétszáz pénz árú kenyeret, hogy enni adjunk nékik? 
MRK.6.38	Ő pedig monda nékik: Hány kenyeretek van? Menjetek és nézzétek meg. És megtudván, mondának: Öt, és két halunk. 
MRK.6.39	És parancsolá nékik, hogy ültessenek le mindenkit csoportonként a zöld pázsitra. 
MRK.6.40	Letelepedének azért szakaszonként, százával és ötvenével. 
MRK.6.41	Ő pedig vette vala az öt kenyeret és a két halat, és 
MRK.6.42	Evének azért mindnyájan, és megelégedének; 
MRK.6.43	És maradékot is szedének fel tizenkét tele kosárral, és a halakból is. 
MRK.6.44	A kik pedig a kenyerekből ettek, mintegy ötezeren valának férfiak.
MRK.6.45	És 
MRK.6.46	Minekutána pedig elbocsátotta őket, fölméne a hegyre imádkozni. 
MRK.6.47	És mikor beesteledék, a hajó a tenger közepén vala, ő pedig egymaga a szárazon. 
MRK.6.48	És látá őket, a mint vesződnek az evezéssel; mert a szél szembe fú vala velök; és az éj negyedik szakában hozzájuk méne a tengeren járva; és el akar vala haladni mellettük. 
MRK.6.49	Azok pedig látván őt a tengeren járni, kisértetnek vélték, és felkiáltának; 
MRK.6.50	Mert mindnyájan látják vala őt és megrémülének. De ő azonnal megszólítá őket, és monda nékik: Bízzatok; én vagyok, ne féljetek. 
MRK.6.51	Ekkor beméne hozzájuk a hajóba, és elállt 
MRK.6.52	Mert nem okultak a kenyereken, mivelhogy a szívök meg vala keményedve.
MRK.6.53	És átkelve, eljutának a Genezáret földére, és kikötének. 
MRK.6.54	De mihelyt kiszálltak a hajóból, azonnal megismerék őt, 
MRK.6.55	És azt az egész környéket befutván, kezdék a betegeket a nyoszolyákon ide-oda hordozni, a merre hallják vala, hogy ő ott van. 
MRK.6.56	És a hová bemegy vala a falvakba vagy városokba vagy majorokba, a betegeket letevék a piaczokon, és kérik vala őt, hogy legalább a ruhája szegélyét illethessék. És valahányan csak illeték, 
MRK.7.1	És 
MRK.7.2	És látván, hogy az ő tanítványai közül némelyek közönséges, azaz mosdatlan kézzel esznek kenyeret, panaszkodának. 
MRK.7.3	Mert a farizeusok és a zsidók mind, a régiek rendelését követve, nem esznek, hanemha kezöket erősen megmossák; 
MRK.7.4	És piaczról jövén sem esznek, ha meg nem mosakodnak; és sok egyéb is van, a minek megtartását átvették, poharaknak, korsóknak, rézedényeknek és nyoszolyáknak megmosását. 
MRK.7.5	Azután megkérdék őt a farizeusok és az írástudók: Mi az oka, hogy a te tanítványaid nem járnak a régiek rendelése szerint, hanem mosdatlan kézzel esznek kenyeret? 
MRK.7.6	Ő pedig felelvén, monda nékik: Igazán jövendölt felőletek, képmutatók felől Ésaiás 
MRK.7.7	Pedig hiába tisztelnek engem, ha oly tudományokat tanítanak, a melyek embereknek parancsolatai. 
MRK.7.8	Mert az Isten parancsolatját elhagyva, az emberek rendelését tartjátok meg, korsóknak és poharaknak mosását; és sok egyéb efféléket is cselekesztek. 
MRK.7.9	És monda nékik: Az Isten parancsolatját szépen félre teszitek, azért, hogy a magatok rendelését tartsátok meg. 
MRK.7.10	Mert Mózes azt mondotta: 
MRK.7.11	Ti pedig azt mondjátok: Ha valaki ezt mondja atyjának vagy anyjának: Korbán (azaz: templomi ajándék) az, a mivel megsegíthetnélek: 
MRK.7.12	Úgy már nem engeditek, hogy az atyjával vagy anyjával valami jót tegyen, 
MRK.7.13	Eltörölvén az Isten beszédét a ti rendelésetekkel, a melyet rendeltetek; és sok effélét is cselekesztek. 
MRK.7.14	És előszólítván az egész sokaságot, monda nékik: Hallgassatok reám mindnyájan és értsétek meg: 
MRK.7.15	Nincs semmi az emberen kívülvaló, a mi bemenvén ő belé, 
MRK.7.16	Ha valakinek van füle a hallásra, hallja. 
MRK.7.17	És mikor házba ment vala be a sokaság közül, megkérdezék őt tanítványai a példázat felől. 
MRK.7.18	És monda nékik: Ti is ennyire tudatlanok vagytok-é? Nem értitek-é, hogy a mi kívülről megy az emberbe, semmi sem fertőztetheti meg őt? 
MRK.7.19	Mert nem a szívébe megy be, hanem a gyomrába; és az árnyékszékbe kerül, a mely minden eledelt megtisztít. 
MRK.7.20	Monda továbbá: A mi az emberből jő ki, az fertőzteti meg az embert. 
MRK.7.21	Mert onnan belőlről, az emberek szívéből származnak a gonosz gondolatok, házasságtörések, paráznaságok, gyilkosságok, 
MRK.7.22	Lopások, telhetetlenségek, gonoszságok, álnokság, szemérmetlenség, gonosz szem, káromlás, kevélység, bolondság: 
MRK.7.23	Mind ezek a gonoszságok belőlről jőnek ki, és megfertőztetik az embert.
MRK.7.24	És 
MRK.7.25	Mert hallván felőle egy asszony, a kinek leányában tisztátalan lélek vala, eljőve és lábaihoz borula. 
MRK.7.26	Ez az asszony pedig pogány vala síro-fenicziai származású. És kéré őt, hogy űzze ki az ő leányából az ördögöt. 
MRK.7.27	Jézus pedig monda néki: Engedd, hogy először a fiak elégíttessenek meg. Mert nem jó a fiak kenyerét elvenni, és az ebeknek vetni. 
MRK.7.28	Az pedig felele és monda néki: Úgy van Uram; de hiszen az ebek is esznek az asztal alatt a gyermekek morzsalékaiból. 
MRK.7.29	Erre monda néki: E beszédért, eredj el; az ördög kiment a te leányodból. 
MRK.7.30	És haza menvén, úgy találá, hogy az ördög kiment, a leány pedig az ágyon feküvék.
MRK.7.31	Aztán ismét kimenvén Tírus és Sídon határaiból, a galileai tengerhez méne, a Tízváros határain át. 
MRK.7.32	És hozának néki egy nehezen szóló siketet, és kérik vala őt, hogy vesse reá kezét. 
MRK.7.33	Ő pedig, mikor kivitte vala azt a sokaság közül egy magát, az újjait annak fülébe bocsátá, és köpvén illeté annak 
MRK.7.34	És 
MRK.7.35	És azonnal megnyilatkozának annak fülei: és nyelvének kötele megoldódék, és helyesen beszél vala. 
MRK.7.36	És 
MRK.7.37	És szerfelett álmélkodnak vala, ezt mondván: Mindent jól cselekedett; a siketeket is hallókká teszi, a némákat is beszélőkké.
MRK.8.1	Azokban a 
MRK.8.2	Szánakozom e sokaságon, mert immár harmad napja hogy velem vannak, és nincs mit enniök; 
MRK.8.3	És ha éhen bocsátom haza őket, kidőlnek az úton; mert némelyek ő közülök messzünnen jöttek. 
MRK.8.4	Az ő tanítványai pedig felelének néki: Honnan elégíthetné meg ezeket valaki kenyérrel itt e pusztában? 
MRK.8.5	És megkérdé őket: Hány kenyeretek van? Azok pedig mondának: Hét. 
MRK.8.6	Akkor megparancsolá a sokaságnak, hogy telepedjenek le a földre. És vevén a hét kenyeret, és hálákat adván, megszegé, és adá az ő tanítványainak, hogy eléjök tegyék. És a sokaság elé tevék. 
MRK.8.7	Volt egy kevés haluk is. És hálákat adván mondá, hogy tegyék eléjök azokat is. 
MRK.8.8	Evének azért, és megelégedének; és fölszedék a maradék darabokat, hét kosárral. 
MRK.8.9	Valának pedig a kik ettek mintegy négyezeren; és elbocsátá őket. 
MRK.8.10	És azonnal a hajóba szálla tanítványaival, és méne Dalmánuta vidékére.
MRK.8.11	És kijövének a 
MRK.8.12	Ő pedig lelkében felfohászkodván, monda: Miért kíván jelt ez a nemzetség? Bizony mondom néktek: Nem 
MRK.8.13	És ott hagyván őket, ismét hajóba szálla, és a túlsó partra méne. 
MRK.8.14	De elfelejtének kenyeret vinni, és egy kenyérnél nem vala velök több a hajóban. 
MRK.8.15	És ő inti vala őket, 
MRK.8.16	Ekkor egymás között tanakodván, mondának: Nincs kenyerünk. 
MRK.8.17	Jézus pedig észrevévén ezt, monda nékik: Mit tanakodtok, hogy nincsen kenyeretek? 
MRK.8.18	Szemeitek lévén, nem láttok-é? és füleitek lévén, nem hallotok-é? és nem emlékeztek-é? 
MRK.8.19	Mikor az öt kenyeret megszegtem az ötezernek, hány kosarat hoztatok el darabokkal tele? Mondának néki: Tizenkettőt. 
MRK.8.20	Mikor pedig a hetet a négyezernek, hány kosarat hoztatok el darabokkal tele? Azok pedig mondának: Hetet. 
MRK.8.21	És monda nékik: Hogy nem értitek hát?
MRK.8.22	Azután Bethsaidába méne; és egy vakot vivének hozzá és kérik vala őt, hogy illesse 
MRK.8.23	Ő pedig megfogván a vaknak kezét, kivezeté őt a falun kívül; és a szemeibe köpvén 
MRK.8.24	Az pedig föltekintvén, monda: Látom az embereket, mint valami járkáló fákat. 
MRK.8.25	Azután kezeit ismét ráveté annak szemeire, és feltekintete véle. És megépüle, és látá messze és világosan mindent. 
MRK.8.26	És haza küldé, mondván: Se a faluba be ne menj, se senkinek 
MRK.8.27	És elméne Jézus és az ő tanítványai Czézárea Filippi 
MRK.8.28	Ők pedig felelének: Keresztelő Jánosnak; és némelyek 
MRK.8.29	És ő monda nékik: Ti pedig kinek mondotok engem? Felelvén pedig Péter, monda néki: Te vagy a Krisztus. 
MRK.8.30	És rájok parancsola, hogy 
MRK.8.31	És kezdé őket tanítani, hogy az ember Fiának sokat 
MRK.8.32	És ezt nyilván mondja vala. Péter pedig magához vonván őt, kezdé dorgálni. 
MRK.8.33	És ő megfordulván és az ő tanítványaira tekintvén, megfeddé Pétert, mondván: Távozz tőlem Sátán, mert nem gondolsz az Isten dolgaira, hanem az emberi dolgokra. 
MRK.8.34	A sokaságot pedig az ő tanítványaival együtt magához szólítván, monda nékik: Ha valaki én utánam akar 
MRK.8.35	Mert valaki 
MRK.8.36	Mert mit használ 
MRK.8.37	Avagy mit adhat az ember váltságul az ő lelkéért? 
MRK.8.38	Mert valaki szégyel engem 
MRK.9.1	űAzután monda nékik: Bizony mondom néktek, hogy vannak némelyek az itt állók között, a kik nem kóstolnak addig halált, 
MRK.9.2	És hat nap 
MRK.9.3	És a ruhája fényes lőn, igen fehér, mint a hó, mihez hasonlót a ruhafestő e földön nem fehéríthet. 
MRK.9.4	És megjelenék nékik Mózes Illéssel együtt, és beszélnek vala Jézussal. 
MRK.9.5	Péter pedig megszólalván, monda Jézusnak: Mester, jó nékünk itt lenni: csináljunk azért három hajlékot, néked egyet, Mózesnek is egyet, Illésnek is egyet. 
MRK.9.6	De nem tudja vala mit beszél, mivelhogy megrémülének. 
MRK.9.7	És felhő támada, mely őket befogá, és a felhőből szózat jöve, mondván: 
MRK.9.8	És mikor nagyhirtelen körültekintének, senkit sem látának többé maguk körül, egyedül a Jézust. 
MRK.9.9	Mikor pedig a hegyről leszállának, megparancsolá nékik, 
MRK.9.10	És ezt a szót megtarták magukban, tudakozván egymás között, mit tesz a halálból feltámadni? 
MRK.9.11	És megkérdezék őt, mondván: Miért mondják az írástudók, hogy előbb Illésnek kell eljőnie? 
MRK.9.12	Ő pedig felelvén, monda nékik: Illés ugyan előbb eljövén helyre állít mindent; de hogyan van az embernek Fiáról 
MRK.9.13	De 
MRK.9.14	És mikor 
MRK.9.15	És az egész sokaság meglátván őt, azonnal elálmélkodék, és hozzásietvén köszönté őt. 
MRK.9.16	Ő pedig megkérdezé az írástudókat: Mit versengetek ezekkel? 
MRK.9.17	És felelvén egy a sokaságból, monda: Mester, ide hoztam hozzád az én fiamat, a kiben néma lélek van. 
MRK.9.18	És a hol csak előfogja, szaggatja őt; ő pedig tajtékot túr, a fogát csikorgatja, és elfonnyad. Mondám hát tanítványaidnak, hogy űzzék ki azt, de nem tudták. 
MRK.9.19	Ő pedig felelvén néki, monda: Óh hitetlen nemzetség, meddig leszek még veletek? Meddig szenvedlek még titeket? Hozzátok őt hozzám. 
MRK.9.20	És hozzá vivék azt; és mihelyt ő meglátta azt, a lélek azonnal szaggatá azt; és leesvén a földre, tajtékot túrván fetreng vala. 
MRK.9.21	És megkérdezé az atyját: Mennyi ideje, hogy ez esett rajta? Az pedig monda: Gyermeksége óta. 
MRK.9.22	És gyakorta veté őt tűzbe is, vízbe is, hogy elveszítse őt; de ha valamit tehetsz, légy segítségül nékünk, könyörülvén rajtunk. 
MRK.9.23	Jézus pedig monda néki: Ha hiheted azt, 
MRK.9.24	A gyermek atyja pedig azonnal kiáltván, könnyhullatással monda: Hiszek Uram! Légy segítségül az én hitetlenségemnek. 
