MAT.1.1	 A Krisztus Jézus származásáról 
2TI.3.15	 és mert kisgyermek korodtól ismered a szent írásokat, melyek képesek bölccsé tenni téged annak a menekülésnek dolgában, mely a Krisztus Jézusba vetett hiten keresztül 
2TI.3.16	 Az egész írást Isten sugallta s hasznos az a tanításra, meggyőzésre, helyreállításra, igazságosságban való nevelésre,
2TI.3.17	 hogy az Isten embere az 
2TI.4.1	 Erős bizonyságot teszek Isten és a Krisztus Jézus előtt, ki eleveneket és holtakat fog ítélni, arról, hogy ő meg fog jelenni és királyságra lép.
2TI.4.2	 Hirdesd az igét, állj ki, akár alkalmas az idő rá, akár nem, győzz meg, dorgálj, bátoríts teljes hosszútűréssel és tanítással.
2TI.4.3	 Mert olyan idő jön, mikor az egészséges tanítást nem fogják elviselni, hanem saját kívánságaik szerint fognak felhalmozni maguknak tanítókat, mert viszket a fülük.
2TI.4.4	 Mert az igazságtól elfordítják fülüket, és mesékhez fordulnak.
2TI.4.5	 Te azonban légy mindenekben józan, szenvedd el a gonoszt, tedd az örömhirdető munkáját, töltsd be egészen szolgálatodat.
2TI.4.6	 Mert engem már italáldozatként öntenek ki, elköltözésem ideje beállott.
2TI.4.7	 A nemes harcot megküzdöttem, futásomnak végére érkeztem, a hűséget megőriztem.
2TI.4.8	 A jövendőre félretették nekem az igazságosság koszorúját és azt ama napon az Úr, az igazságos bíró meg fogja nekem adni, de nemcsak nekem, hanem mindazoknak, akik szeretettel várják az ő megjelenését.
2TI.4.9	 Siess, jöjj el hamar hozzám.
2TI.4.10	 Démász, miután a mostani kort megszerette, magamra hagyott engem, elment Tesszalonikába, Kreszcensz Galáciába ment, Titusz Dalmáciába.
2TI.4.11	 Lukács van velem egyedül. Márkuszt vedd magadhoz és hozd magaddal avégre, hogy engem kiszolgáljon, nagyon hasznos nekem.
2TI.4.12	 Tihikuszt Efézusba küldtem.
2TI.4.13	 Ha jössz, azt a köpenyt, melyet Troászba Kárpusznál hagytam, hozd magaddal, a könyveket is, különösen a pergameneket.
2TI.4.14	 Az ércműves Sándor sok gonoszt tanúsított irányomban, fizessen meg neki az Úr tette szerint.
2TI.4.15	 Óvakodj te is tőle, mert nagyon ellene állott beszédeinknek.
2TI.4.16	 Első védekezésemkor senki a jelenlétével nem 
2TI.4.17	 Ám mellém állt az Úr s hatalomhoz juttatott, hogy rajtam keresztül teljes célját elérje az igehirdetés és meghallják ezt a nemzetek mind. Engem az Úr kiragadott az oroszlán szájából.
2TI.4.18	 Ki is fog ragadni minden rossz munkából, s át fog menteni mennyei királyságába. Övé legyen a dicsőség, el az örök korok korain át. Ámen.
2TI.4.19	 Köszöntsd Priszkát és Akvilát és Onéziforosz házanépét.
2TI.4.20	 Erasztoszt Korintuszban hagytam, Trofimoszt Milétoszban elerőtlenülten.
2TI.4.21	 Serénykedj, hogy a tél előtt eljöhess. Köszöntenek téged Eubulosz, Pudensz, Linosz. Klaudia és az összes testvérek.
2TI.4.22	 Az Úr 
TIT.1.1	 Én Pál, Isten rabszolgája, a Krisztus Jézus apostola, 
TIT.1.2	 Ez 
TIT.1.3	 aki igéjét az igehirdetésben az ő saját időpontjaiban láthatóan kijelentette 
TIT.1.4	 Kegyelem és békesség neked Istentől, az Atyától és Megmentőnktől, a Krisztus Jézustól.
TIT.1.5	 Amiatt hagytalak Krétában, hogy a még el nem 
TIT.1.6	,
TIT.1.7	 Mert a felügyelőnek, mint Isten sáfárának, feddhetetlennek kell lennie, nem önhittnek, nem hirtelen haragúnak, nem bor mellett ülőnek, nem civakodónak, nem rút nyereséghajhászónak,
TIT.1.8	 hanem vendégekhez kedvesnek, a jó kedvelőjének, meggondoltnak, igazságosnak, jámbornak, önmegtartóztatónak,
TIT.1.9	 olyannak, aki ragaszkodik a tanítással megegyező megbízható igéhez, hogy képes legyen bátorítani is az egészséges tanítással, de meggyőzni is 
TIT.1.10	 Mert sokan vannak engedetlenek, hiábavalóságokat fecsegők, és félrevezetők, leginkább a körülmetélkedésből valók,
TIT.1.11	 kikre szájkosarat kell tenni, kik egész házakat felforgatnak, mikor gyalázatos nyereség kedvéért oly dolgokat tanítanak, melyeket nem kellene.
TIT.1.12	 Közülük valaki, saját prófétájuk mondta: „A krétaiak folyton hazudnak, gonosz vadak, rest hasak.”
TIT.1.13	 Ez a tanúságtétel igaz. Ez okból kímélet nélkül bizonyíts rájuk, hogy a hitben egészségesek legyenek
TIT.1.14	 és ne figyeljenek zsidó mesékre s az igazságot elforgató emberek parancsolataira.
TIT.1.15	 A tisztáknak minden tiszta, de a fertőzötteknek és hitetleneknek semmi sem tiszta, ellenkezőleg, fertőzött mind az értelmük, mind a lelkiismeretük.
TIT.1.16	 Azt vallják, hogy ismerik Istent, de tetteikkel megtagadják, amennyiben utálatosak, engedetlenek és semmi jó munkában ki nem állják a próbát.
TIT.2.1	 Te ellenben azt beszéld, ami az egészséges tanításhoz illik:
TIT.2.2	 Az öreg férfiak józanok 
TIT.2.3	 Éppen úgy az öregasszonyok szentekhez illő állapotban 
TIT.2.4	 tegyék a fiatalasszonyokat józanokká, férjükhöz, gyermekeikhez kedvesekké,
TIT.2.5	 épeszűekké, szentül-tisztákká, háziasokká, jókká, saját férjüknek alávetettekké, hogy miattuk az Isten igéjét ne káromolják.
TIT.2.6	 Éppen úgy kérleld a fiatalabb férfiakat, hogy ép ésszel járjanak.
TIT.2.7	 Minden dolgodban magadat add nemes tettek példaképéül, a tanításban romlatlanságot, tisztességet,
TIT.2.8	 egészséges, gyanútól mentes beszédet 
TIT.2.9	 A rabszolgák a nekik parancsolóknak mindenben alávessék magukat, kedvüket keressék, ellent ne mondjanak,
TIT.2.10	 semmit el ne csenjenek, hanem teljes derekas hűséget tanúsítsanak, hogy 
TIT.2.11	 Mert Istenünk megmentő kegyelme minden ember számára ragyogott fel,
TIT.2.12	 s ez arra nevel bennünket, hogy az istentelenséget és a világi vágyakat megtagadjuk, hogy ép ésszel, igazságosan és istenfélelemmel éljünk a mostani korban,
TIT.2.13	 s úgy várjuk a boldog reménységet, hogy a nagy Istennek és Megmentőnknek, a Krisztus Jézusnak dicsősége felragyogjon,
TIT.2.14	 aki magát odaadta értünk, hogy a törvény mindenfajta megrontásából megváltson bennünket és így egy gazdag, nemes munkákban buzogó népet tisztítson magának.
TIT.2.15	 Ezeket szóljad, bátoríts, feddj teljes tekintéllyel, senki az eszével túl ne járjon rajtad.
TIT.3.1	 Hozd emlékezetükbe, hogy a fejedelemségeknek, hatóságoknak vessék magukat alá, a felsőbbségnek engedelmeskedjenek, minden jó munkára készen legyenek,
TIT.3.2	 senkit rossz hírbe ne hozzanak, ne legyenek harciasak, legyenek kíméletesek, minden ember iránt szelídséget tanúsítók.
TIT.3.3	 Hiszen egykor mi is esztelenek, engedetlenek, tévelygők, sokféle kívánságnak és kéjnek rabszolgái voltunk, gonoszságban és irigységben töltöttük életünket, utálatosak voltunk, egymást gyűlöltük.
TIT.3.4	 Mikor azonban megmentő Istenünk jóságos volta és az emberekhez való kedvessége felragyogott,
TIT.3.5	 kimentett bennünket, nem igazságosságban véghezvitt tettek alapján, melyeket 
TIT.3.6	 akit Megmentőnkön, a Krisztus Jézuson át gazdagon kiöntött ránk.
TIT.3.7	 Hogy miután kegyelme igazságosakká tett, az örökélet reménységének megfelelően örök sorsrész elnyerői lehessünk.
TIT.3.8	 Megbízható az ige, s azt akarom, hogy e dolgok felől teljes biztonságot nyújts 
TIT.3.9	 Az ostoba vitatkozások, a leszármazási táblázatok, a civódás és harcok elől ellenben térj ki, mert hasznuk nincs, hiábavalók.
TIT.3.10	 A szakadár embert egy vagy két intés után utasítsd el,
TIT.3.11	 azt tudva, hogy az ilyen ki van ficamodva és vétkezik, mialatt magában hordja ítéletét.
TIT.3.12	 Mikor majd Artemászt vagy Tihikuszt elküldöm hozzád, siess, jöjj hozzám Nikopoliszba, mert úgy határoztam, hogy ott telelek át.
TIT.3.13	 A törvénytudó Zénászt és Apollóst sietve készítsd el az útra, hogy semmi hiányuk ne legyen.
TIT.3.14	 Tanulják meg a mieink is, hogy a kényszerteremtette szükségekkel szemben nemes tettekkel álljanak az élre, hogy gyümölcstelenek ne legyenek.
TIT.3.15	 Köszöntenek téged mind a velem levők. Köszöntsd azokat, akik hűségben kedvelnek minket. A kegyelem legyen mindnyájatokkal!
PHM.1.1	 Pál, a Krisztus Jézus foglya és Timóteus testvér 
PHM.1.2	 továbbá Appia nőtestvérnek, Arhipposznak a harcostársunknak és a házadnál lévő eklézsiának.
PHM.1.3	 Kegyelem 
PHM.1.4	 Mindenkor hálával említlek meg Istenemnek imádságaimban,
PHM.1.5	 mikor szeretetedről és arról a hűségről hallok, melyet az Úrhoz, Jézushoz és az összes szentek iránt 
PHM.1.6	 hogy a hiteddel való közösség hatékony legyen minden olyan jónak felismerésére, ami bennünk a Krisztus iránt 
PHM.1.7	 Mert sok örömet és bátorítást leltem a te szeretetedben, mert a szentek lelkére megnyugatólag hat a te 
PHM.1.8	 Ezért, bár a Krisztusban sok bátorságot nyertem arra, hogy elrendeljem neked azt, ami illik 
PHM.1.9	 de a szeretetért inkább kérlellek én, minthogy olyan ember vagyok, amilyen vagyok: vén és most még hozzá a Krisztus Jézus foglya is.
PHM.1.10	 Én kérlellek hát gyermekemért, akit fogságomban nemzettem, Onézimoszért,
PHM.1.11	 akinek valamikor nem tudtad hasznát venni, de aki most neked is, nekem is hasznos.
PHM.1.12	 Most visszaküldöm hozzád őt, az én 
PHM.1.13	 Magamnál akartam őt tartani, hogy helyetted szolgáljon nekem az örömüzenetért viselt bilincseimben.
PHM.1.14	 Mégis a te szándékod 
PHM.1.15	 Hiszen alighanem azért váltál el tőle egy kis időre, hogy örökre megmaradónak nyerd őt vissza,
PHM.1.16	 többé nem rabszolgának, hanem rabszolgánál többnek, szeretett testvérnek, főképpen nekem, de mennyivel inkább neked a húsban is, az Úrban is.
PHM.1.17	 Ha már most a közösségben társadnak tartasz engem, úgy vedd őt pártfogásodba, mintha én volnék a helyében.
PHM.1.18	 Ha valamit ártott volna vagy tartoznék neked, nekem rójad fel.
PHM.1.19	 Én, Pál, írom a saját kezemmel: Én megfizetem, hogy azt ne mondjam neked: Te 
PHM.1.20	 Bizony testvérem, én az Úrban hasznot akarok belőled húzni. A Krisztusban csillapítsd le az én bensőmet.
PHM.1.21	 Úgy írtam neked, hogy bíztam engedelmességedben, sőt, hogy többet teszel annál, mint amit mondok.
PHM.1.22	 Egyúttal azonban készíts nekem is szállást, mert remélem, hogy imádságaitokon át a kegyelem nektek fog engem ajándékozni.
PHM.1.23	 Köszöntenek téged a Krisztus Jézusban
PHM.1.24	 fogolytársam Epafrász, Márk, Arisztarhosz, Démnász, Lukács, az én munkatársaim.
PHM.1.25	 Az Úrnak, a Krisztus Jézusnak kegyelme 
HEB.1.1	 Miután az Isten a régi időben a próféták által sok ízben és sokféleképpen beszélt az atyákhoz,
HEB.1.2	 a mostani napok utólján hozzánk is szólt Fiában, akinek a mindenséget örökrészéül rendelte, akin át az örök korokat is elkészítette.
HEB.1.3	 A 
HEB.1.4	 miután annyival hatalmasabbá lett az angyaloknál, amennyivel azokénál különb névnek lett örökrészesévé.
HEB.1.5	 Mert az angyalok közül ugyan melyiknek mondtak 
HEB.1.6	 Mikor pedig ismét bevezeti az elsőszülöttet a lakott földre, így szól: „Boruljanak mind lába elé Istennek angyalai.”
HEB.1.7	 Az angyalokra ezt mondja: „Angyalait szelekké és szolgálattevőit tűzlánggá teszi.”
HEB.1.8	 A Fiúhoz ellenben így szól: „Trónod, oh Isten, az örök kornak korain át 
HEB.1.9	 Igazságosságot szerettél, törvénytiprást gyűlöltél, ezért kent fel téged az Isten, a te Istened részestársaid fölé az ujjongás olajával.”
HEB.1.10	 Továbbá: „Te Uram, kezdetben vetetted meg a föld alapját, az egek kezednek művei,
HEB.1.11	 elvesznek azok, de te megmaradsz, megavul mindenki, mint a ruha,
HEB.1.12	 mint egy fátyolt úgy göngyölöd össze őket, vagy mint egy köpenyt, és elváltoznak. Te ellenben ugyanaz vagy, esztendeid ki nem hagynak.”
HEB.1.13	 Ugyan melyik angyalhoz szólt valaha is így: „Ülj el jobbomon, míg ellenségeidet lábad zsámolyává nem teszem?”
HEB.1.14	 Nem mindannyian szolgálattevő szellemek-e, kiket mások kiszolgálására küldtek el azok érdekében, akik örökrészül fogják kapni a megmenekülést.
HEB.2.1	 Ezért kell még több figyelmet fordítanunk a hallottakra, hogy a 
HEB.2.2	 Mert ha az angyalokon át szólt ige szilárdnak bizonyult, úgyhogy minden áthágás és engedetlenség elnyerte méltányos bérét,
HEB.2.3	 akkor hogy menekülhetünk mi el, miután ekkora meneküléssel nem törődtünk? Erről 
HEB.2.4	 Isten ezután megtetézte jelek, csodák és sokféle hatalomnyilvánulás bizonyságtételével, Szent Szellemének széjjelosztásával, kit ú
HEB.2.5	 Mert nem angyaloknak vetette alá a jövendő lakott földet, melyről beszélünk.
HEB.2.6	 Valahol valaki határozott bizonyságot tett: „Kicsoda az ember, hogy megemlékezel róla? Az embernek fia, hogy reá tekintesz?
HEB.2.7	 Kevés 
HEB.2.8	 mindent lába alá vetettél.” Azzal ugyanis, hogy a mindenséget alája vetette, 
HEB.2.9	 De Jézusról, akit kevés időre az angyaloknál 
HEB.2.10	 Mert úgy illett, hogy szenvedéseken keresztül tegye bevégzetté azt, akiért és akin keresztül a mindenséget 
HEB.2.11	 Így tudniillik mind a megszentelő, mind a megszenteltek mind egytől származtak, ez okból nem szégyenli őket testvéreinek nevezni.
HEB.2.12	így szól: „Hírül adom nevedet testvéreimnek, az eklézsia közepette énekkel magasztallak.”
HEB.2.13	 Majd ismét: „Bizalmam benne lesz.” Aztán megint: „Itt vagyok én és a gyermekek, akiket nekem adott az Isten.”
HEB.2.14	 Miután a gyermekekkel a vér és hús közösségébe lépett, neki is hasonlóképpen részt kellett kapnia a 
HEB.2.15	 és szabadon bocsáthassa azokat, akiket a haláltól való félelem egész életükön át rabszolgaságban tartott.
HEB.2.16	 Mert bizonyára nem angyaloknak megy a segítségére, hanem Ábrahám magvának visz segítséget.
HEB.2.17	 Ezért tartozott mindenben hasonlóvá válni a testvérekhez, hogy könyörülő és Isten felé 
HEB.2.18	 Amennyiben ugyanis őt magát is megkísértették szenvedésekkel, képes azokon segíteni, akik kísértést szenvednek.
HEB.3.1	 Azért hát, szent testvéreim, mennyei elhívás részestársai, figyeljetek vallástételünk Apostolára és Főpapjára, Jézusra,
HEB.3.2	 ki hű volt ahhoz, aki őt annak rendelte, mint ahogy Mózes is hű volt annak egész házán.
HEB.3.3	,
HEB.3.4	 Hiszen minden házat készít valaki, az, aki mindent készített, az Isten.
HEB.3.5	 Mózes az ő egész házán úgy volt hű, mint cseléd, és fe
HEB.3.6	 ellenben a Krisztus fiúként 
HEB.3.7	 Azért amint a Szent Szellem mondja: „Ma, ha esetleg az ő szavát hallani fogjátok,
HEB.3.8	 meg ne keményítsétek szíveteket, mint az elkeseredéskor, az istenkísértés napján a pusztában,
HEB.3.9	 ahol atyáitok próbára tettek és azzal kísértettek engem, annak ellenére, hogy negyven éven át látták tetteimet.
HEB.3.10	 Azért haragudtam meg arra a nemzedékre, és mondtam: Szívükben mindig tévelyegnek. Utaimat nem ismerték meg,
HEB.3.11	 úgyhogy 
HEB.3.12	 Vigyázzatok testvéreim, hogy valamelyikőtökben valamikor rossz szív ne legyen, olyan, mely elpártol az élő Istentől.
HEB.3.13	 Ellenkezőleg, minden egyes napon bátorítsátok egymást, amíg csak MÁT mondanak, hogy közületek senkit meg ne keményítsen a vétek tévelyítő 
HEB.3.14	 Mert a Krisztus birtokostársaivá lettünk, ha a kezdetbeli állhatatosságot csakugyan végig szilárdan megtartjuk.
HEB.3.15	 Vajon, mikor azt mondja: „Ma, ha az ő szavát halljátok, meg ne keményítsétek szíveteket, mint az elkeseredéskor,”
HEB.3.16	 kiket ért azok alatt, akik elkeseredtek, mikor meghallották 
HEB.3.17	 (Ugyan kikre haragudott negyven éven át? Nem azokra, akik vétkeztek, akiknek tagjai a pusztában elhullottak?
HEB.3.18	 Kiknek esküdött meg, hogy nem mennek be az ő nyugalmába, ha nem azoknak, akik engedetlenekké lettek?
HEB.3.19	 Látjuk, hogy hitetlenségükért nem mehettek be.
HEB.4.1	 Hadd fogjon el hát minket a félelem attól, hogy mikor még fennáll ígérete, hogy be lehet menni az ő nyugalmába, közületek valaki esetleg úgy tűnhetik fel, mint aki elkésett abból.
HEB.4.2	 Mert nekünk is éppen úgy hirdették az örömüzenetet, mint azoknak. De azoknak a hallott ige nem használt, mert a hallottakat nem kapcsolták össze hittel.
HEB.4.3	 Mi tudniillik, akik hittünk, bemegyünk a nyugalomba, ahogy megmondotta: „Ahogy megesküdtem haragomban: Nem mennek be nyugalmamba,” ámbár munkái a világ megalapítása óta megtörténőben vannak.
HEB.4.4	 Valahol ugyanis így szól a hetednapról: „S megnyugodott az Isten a hetedik napon minden munkájától,”
HEB.4.5	 A következő helyen újra szól: „Nem fognak bemenni nyugalmamba.”
HEB.4.6	 Miután tehát még hátra van, hogy némelyek abba bemenjenek, és azok, akik előzőleg hallották az örömüzenetet, engedetlenségük miatt nem mentek be,
HEB.4.7	 ismét meghatároz egy napot: „Ma” – mondja Dávidnál, annyi idő elmúltával, ahogy előbb már mondottam: „Ma, ha szavát halljátok, meg ne keményítsétek szíveteket.”
HEB.4.8	 Ha ugyanis Józsué nyugalomba vitte volna őket, azok után az 
