MAT.1.1	Ǝntanay da esmawan n aljadan ǝn Ɣaysa Ǝlmǝsix, ahaya n ǝnnǝbi Dawǝd, d ǝnnǝbi Ibrahim:
EPH.5.11	Amaran ad wǝr tǝdrǝwam wala ǝd mazalan ǝn bannan n aytedan win ǝhanen šiyyay, kalar tugǝyat sǝr-san tǝsafaggim-tan. 
EPH.5.12	Fǝlas illikan as awa taggin aytedan win di daɣ ǝssir, isikarakad fadda awal daɣ batu-net. 
EPH.5.13	Mišan as ǝffǝggan aratan win, ǝwaran azzahir, ad nǝfilǝlan mazalan-nasan ezal a mallan. 
EPH.5.14	Amaran arat kul wa daɣ innǝflay ǝnnur, wǝdi ǝnnur a imos. Awen daɣ a fǝl itawanna:
EPH.5.14	«Ǝnkǝr-in kay wa insan,
EPH.5.14	Ǝnkǝr-in daɣ nǝmmǝttan,
EPH.5.14	Ǝddi a fall-ak
EPH.5.14	isǝmmǝlǝwlǝw Ǝlmǝsix ǝnnur-net.»
EPH.5.15	Daɣ adi ǝnkǝdat wǝllen y alxal-nawan, ad wǝr tǝqqǝlam zun imeskelan, kalar ǝqqǝlat imalan ǝn tayttay. 
EPH.5.16	Ad wǝr tǝsabannanam šimazayyaten šin tǝgarrawam, fǝlas ark azzaman a nǝha. 
EPH.5.17	Awen daɣ a fǝlas ad wǝr tǝqqǝlam zun aljahilan, kalar ǝqqǝlat aytedan ǝgranen awa fall-awan ira Ǝmǝli. 
EPH.5.18	Amaran ad wǝr tǝsamaswadam iman-nawan s esmad, arat wǝdi ǝjǝmmǝjǝllǝd a zʼagu tǝmǝddurt-nawan. Kalar ǝqqǝlat aytedan idnây Infas ǝn Mǝššina, almaɣna n awen as: 
EPH.5.19	tinǝmǝggiwat ǝlmaɣizatan gar-ewwan ǝs tǝsarnaten n Azzabur, ǝd tǝgaytalen, ǝd sakkan a d-ǝgmadnen ɣur Infas wa Zǝddigan. Agiwat isakkan ǝmosnen tǝmmalen ǝn Mǝššina. Agiwat awen y Ǝmǝli s ǝwǝl iyyanda. 
EPH.5.20	Tigudǝyat faw arat kul i Mǝššina di n Abba, s esǝm n Ǝmǝli-nana Ɣaysa Ǝlmǝsix.
EPH.5.21	Akkiyyan daɣ-wan abbardaget i win hadatnen, tǝgâm awen daɣ tǝksǝda n Ǝlmǝsix. 
EPH.5.22	Šidoden, bardagmat i meddan-nakmat zun ǝmmǝk as tǝbbǝrdagmat y Ǝmǝli; 
EPH.5.23	id alǝs ǝnta a imosan ǝmuzar ǝn tǝntut zund ǝmmǝk as Ǝlmǝsix a imosan ǝmuzar n Ǝlkǝnisat tǝmosat taɣǝssa-net, amaran ǝnta iman-net a imosan Ǝnǝssefsi-net. 
EPH.5.24	Zund ǝmmǝk as tǝbbǝrdag Ǝlkǝnisat y Ǝlmǝsix, tantut kul tabbardaget y alǝs-net daɣ arat kul.
EPH.5.25	Meddan, iriwat šidoden-nawan, s ǝmmǝk as ira Ǝlmǝsix Ǝlkǝnisat har as iman-net a ikfa fǝl ǝddǝlil-net, 
EPH.5.26	fǝl a tat-iskǝt ǝs man-net dǝffǝr as tat-izzizdag s aman, almaɣna Awal ǝn Mǝššina. 
EPH.5.27	Awen igmay sǝr-ǝs ad taknu Ǝlkǝnisat šihussay, wǝr tat-tǝwer a imosan tǝtǝnǝqqet, wala ǝnǝkǝmmi, wala arat zun awen, fǝl ad tizdag daɣ a imosan lahan. 
EPH.5.28	Ǝmmǝk en daɣ âs meddan da iwâr-tan ad iren šidoden-nasan zun tara ta ǝgan i man-nasan. Awedan wa iran taɣurǝs, wǝdi iman-net a ira. 
EPH.5.29	Illikan âs wǝr kala ad itawanay awedan ikyâdan taɣǝssa-net. Kalar awedan ǝšǝtši a itaggu iman-net, innittaf ǝd tǝɣǝssa-net zun awa iga Ǝlmǝsix y Ǝlkǝnisat, 
EPH.5.30	id nakkanay šisǝllad ǝn tǝɣǝssa n Ǝlmǝsix a nǝmos. 
EPH.5.32	Arat wa ǝnne da daɣ batu n Ǝlmǝsix d Ǝlkǝnisat, imos ǝssir zǝwwǝran ǝn Mǝššina. 
EPH.5.33	Xasil ǝkkulluk n iyyan daɣ-wan agiwet i taɣurǝs tara ta iga i man-net, tantut deɣ tǝssǝɣmǝret alǝs-net.
EPH.6.1	Bararan, bardagat i marwan-nawan [zun as tǝbbirdagam y Ǝmǝli], fǝlas awen daɣ a oɣadan. 
EPH.6.2	Alwajib wa azzaran as iga Mǝššina arkawal n as ad ilu arozan, a inna: 
EPH.6.4	Kawanay amaran abbatan, ad wǝr tǝšiɣǝšǝšem bararan-nawan, kalar sassaɣriwat-tan, tagim-tan daɣ tarrayt tǝmǝlam-asan awa fǝl irɣam Ǝmǝli.
EPH.6.5	Eklan, bardagat i mǝssawwan win ǝddǝnet ǝs saɣmar ǝd tǝksǝda. Agiwat awen s ǝwǝl iyyanda, zun âs Ǝlmǝsix as tǝbbǝrdagam. 
EPH.6.6	A dasan-wǝr-tǝtaggim ǝššǝɣǝl olâɣan fǝl as kawan-ewalan, zun as wǝr tagǝmmǝyam ar awa igrazan y aggadǝm. Kalar agiwat y ǝššǝɣǝl wa igi n âs eklan n Ǝlmǝsix a tǝmosam. As tu-tǝtaggim tǝgammayam s ǝwǝl iyyanda a du-tǝssǝxsǝlam tara ǝn Mǝššina. 
EPH.6.7	Agiwat-asan ǝššǝɣǝl igân ǝs man ǝrdânen, zun as Ǝmǝli as tǝšɣalam, wǝrgeɣ aggadǝm. 
EPH.6.8	Tǝssanam as: Arat kul olaɣan wa iga awedan, ad igrǝw maruzat-net ɣur Ǝmǝli, gǝr imos awedan wen akli wala ǝllǝlli.
EPH.6.9	Kawanay deɣ mǝssawǝs n eklan, agiwat aqqad en da y eklan-nawan. Ayyiwat-tan šihǝrǝšša, id tǝssânam as Ǝmǝli a ihan ijǝnnawan ǝnta a imosan mǝššikkawan kawanay dǝr-san. Ǝmǝli amaran wǝr fall-as t-illa igi ǝn tǝmǝrit.
EPH.6.10	Xasil, a obazan ɣur ǝmǝrǝdda, ǝgmǝyat daɣ Ǝmǝli ad isǝssuhǝt tartǝyt-nawan d Ǝlmǝsix ǝs tarna-net wǝr nǝla ǝddukad. 
EPH.6.11	Ǝttǝfat tǝzoli n ǝmǝgǝr ta n Mǝššina fǝl ad tǝzmǝram i tǝmǝrkas n Iblis, 
EPH.6.12	id tǝbǝllant ta nǝga, wǝrgeɣ aytedan a dǝr tat-nǝga ǝmosnen taɣǝssa d ǝzni, kalar taɣmaren, d ǝlxǝkuman, ǝd muzaran ǝlanen tarna ǝd fǝrregat a tan-imosan taɣmaren šin ǝxkamnen daɣ šiyyay ǝd kǝl ǝtǝnkul win ǝhanen ijǝnnawan tawayan-du tǝkma a dǝr nǝmmǝgar. 
EPH.6.13	Awen daɣ a fǝlas ǝttǝfat tǝzoli n ǝmǝgǝr ta n Mǝššina fǝl ad tǝfrǝgam zǝmmerat y ark ǝzǝl, taqqamim da wǝr tǝqqelam dǝffǝr-wan daɣ tǝbǝllant ta tǝgam dǝffǝr as du-tǝssifalam dǝnnǝg aratan win den.
EPH.6.14	Xasil zǝzzǝwǝtat daɣ ǝzǝgzan-nawan, almaɣna n awen âs: Tǝqqǝlet tidǝt ǝsatǝb was totabam; tǝqqǝl taqqat asalsaw n ǝmǝgǝr wa tǝzlagam. 
EPH.6.15	Sǝmmutǝgat i tǝbǝllant ta dǝr d-osa Ǝlinjil n alxer wa nǝzzǝgzan, iqqǝl Ǝlinjil en zun iɣateman-nawan. 
EPH.6.16	Dǝnnǝg adi kul, iqqǝlet ǝzǝgzan aɣǝr-nawan. Ǝnta a kawan-z-akfin fǝrregat n ad tanɣim abalagleg kul wa zʼintǝs Iblis. 
EPH.6.17	Sǝwǝrat tǝkǝbbut ta n ǝlɣillas, tǝzlǝgam takoba ta n Infas wa Zǝddigan a tat-imosan Awal ǝn Mǝššina.
EPH.6.18	Tattarat faw da ǝs tilalt n Infas wa Zǝddigan, ad tǝtaggim ǝzzǝnǝfan kul ǝn tǝwatriwen, ǝd mansayan ǝn Mǝššina. Ǝglǝyat daɣ awen, a tu-tǝtaggim ǝs zǝmmerat, ad tǝtaggim deɣ šiwatriwen i mǝzzǝgzan di ǝn mizdagan ketnasan; 
EPH.6.19	a di-tanat-tǝtaggim nak da fǝl ad ǝgrǝwaɣ masnat n awal, ǝššiwǝlaɣ s ikus n aššak, agaɣ isalan n ǝssir n Ǝlinjil ǝs tanaya. 
EPH.6.20	Ǝlinjil en daɣ as ǝmosaɣ almawakkil-net daɣ ǝddǝnet, amaran ǝddǝlil-net a fǝl aheɣ iɣunan. Tattarat-in fǝl ad t-ǝmmala y aytedan s ikus n aššak, s ǝmmǝk was ihor a sǝr-ǝs ǝššiwǝla.
EPH.6.21	Amadray-nana Tišik wa n ǝmǝri-nin imosan amaššaɣal iɣdâlan n Ǝmǝli, a dawan-agu kawanay da isalan-in kul, fǝl ad tǝssǝnam alxalat ta aheɣ d awa tagga. 
EPH.6.22	Ǝgmâyaɣ-in ǝsuki wa dawan-t-in-z-aga, fǝl a dawan-agu isalan-nana, alǝm-awan fǝl man.
EPH.6.23	Onsaya Mǝššina di n Abba d Ǝmǝli Ɣaysa Ǝlmǝsix ad akfu imǝdrayan-nana kul alxer ǝd tara daɣ ǝttâfan ǝzǝgzan-nasan. 
EPH.6.24	Ya Mǝššina tǝgeɣ arraxmat-nak y aytedan kul win ǝranen Ǝmǝli-nana Ɣaysa Ǝlmǝsix, ǝgân-as tara wǝr nǝtǝmǝttǝy.
PHP.1.1	Awa nak Bulǝs ǝd Timotay ǝmosnen eklan n Ǝlmǝsix Ɣaysa. Nǝhul-in aytedan kul n ǝɣrǝm ǝn Filib win ǝmosnen arat daɣ tamattay ǝn Mǝššina ǝs tǝrtǝyt-nasan d Ǝlmǝsix Ɣaysa, ǝd muzaran n Ǝlkǝnisat ǝd madhalan-nasan. 
PHP.1.2	Ǝgmâya daɣ Mǝššina di n Abba-nana d Ǝmǝli Ɣaysa Ǝlmǝsix a fall-awan d-izazzabben arraxmat d alxer.
PHP.1.3	I kawan-d-ǝkteɣ ad ǝggudǝyaɣ y Ǝmǝli-nin Mǝššina. 
PHP.1.4	Šiwatriwen kul šin dawan-tagga, fawda tǝfalawist a daɣ-wan tanat-tagga, 
PHP.1.5	fǝl ǝddǝlil ǝn tǝdhǝlt ta di-tǝtaggim daɣ ǝzǝwwǝziwǝz n Ǝlinjil, a d-obazan ɣur ǝzǝl wa azzaran har ǝmǝrǝdda. 
PHP.1.6	Fadda ǝkkasaɣ aššak as, ǝššǝɣǝl olaɣan wa daɣ-wan issǝnta Mǝššina ǝddi, wǝr tu-z-izzǝrǝz iket wǝr t-issǝnda ǝzǝl wa daɣ du-z-azzabbat Ǝlmǝsix Ɣaysa. 
PHP.1.7	Wǝrgeɣ bannan ifarray ǝwǝl-in y adi daɣ talɣa-nawan ketnawan fǝlas ǝkneq-qawan tara kawanay win dǝr-i ǝdrawnen arraxmat ta di-iga Mǝššina gǝr za ǝmǝrǝdda ad ǝheɣ kasaw wala deɣ daɣ tǝbǝllant ta ǝgeɣ fǝl Ǝlinjil d ǝsǝttǝddi-net. 
PHP.1.8	Mǝššina issan as tara ta dawan-ǝgeɣ ketnawan Ɣaysa Ǝlmǝsix iman-net a du-tǝfal. 
PHP.1.9	Amaran awa gammaya daɣ tǝwatriwen-in, a daɣ-wan tǝtittǝy tara ta kawan-tǝhat daɣ masnat ta n tidǝt d ǝgǝrri n id t-illa arat. 
PHP.1.10	As iga adi ad tǝfrǝgam ǝsǝnnǝfrǝn n awa iknan ǝlluɣ, tǝqqǝlam aytedan zaddognen wǝr iwer lahan waliyyan ǝzǝl wa du-z-iqqǝl Ǝlmǝsix, 
PHP.1.11	tǝssǝgǝtam imazalan win oɣadnen as Ɣaysa Ǝlmǝsix a ɣur d-ǝfalan fǝl ad itǝwǝsǝɣmǝr Mǝššina attamal.
PHP.1.12	Areɣ ad tǝssǝnam imǝdrayan-in as, arat wa di-igrawan da eway-du fadda as ǝslan aytedan aggotnen y Ǝlinjil. 
PHP.1.13	Tǝzzar eway-du awen as ǝssanan sojitan kul win tagaznen ǝmǝnokal d aytedan kul sa hadan as ǝddǝlil n Ǝlmǝsix a fǝl aheɣ kasaw. 
PHP.1.14	Amaran wǝrgeɣ adi ɣas, kalar iguz-in kasaw eway-du ǝs taššam ǝn mǝdrayan-nana daɣ ǝzǝgzan tǝttǝyt ǝn tǝflǝst ta ǝgan y Ǝmǝli, a daɣ-san tǝtittǝy taholat n amel n awal ǝn Mǝššina wǝr tan-taha tasa.
PHP.1.15	Tidǝt a imos as wiyyad daɣ-san manjaɣ ǝd tara n ǝmǝzrǝy a fǝl taggin isalan n Ǝlmǝsix. Mišan win hadatnen taggin-tan s ǝnnǝyat tolaɣat, 
PHP.1.16	amaran tara a fǝl taggin adi id ǝssânan as ǝddǝlil ǝn tǝbǝllant fǝl Ǝlinjil a fǝl aheɣ kasaw. 
PHP.1.17	Mišan, aytedan win hadatnen wǝrgeɣ ǝwǝl iyyanda as taggin isalan n Ǝlmǝsix, kalar tǝnfa-nasan ɣas a gammayan, ǝgân iduf n as a fall-i ǝššitin s adi arkanay wa ǝnnaya daɣ kasaw. 
PHP.1.18	Wǝr imos adi wala! Ǝlmǝxsud as, gǝr za taggin adi s ǝwǝl iyyanda wala deɣ s ark ǝnnǝyat, isalan n Ǝlmǝsix a taggin amaran isifalawas-i adi.
PHP.1.18	A di-aknu deɣ ǝsǝffǝliwǝs. 
PHP.1.19	Fǝlas ǝssanaɣ as, adi ketnet a d-awǝy ad ǝgrǝwaɣ efsan s ǝssǝbab ǝn tǝwatriwen-nawan ǝd tilalt n Infas ǝn Ɣaysa Ǝlmǝsix. 
PHP.1.20	Amaran ǝkneɣ ǝsǝddirǝn wǝllen ǝge deɣ attama n as wǝr di-za-tabǝz tǝkarakit daɣ arat waliyyan. Kalar gǝr za dat awa wala ǝmǝrǝdda, fawda ǝmosaɣ amaqqajay fǝl ad itǝwǝsǝɣmǝr Ǝlmǝsix gǝr za ǝs tǝmǝddurt-in wala ǝs tǝmattant-in.
PHP.1.21	Fǝlas nak Ǝlmǝsix a imosan tǝmǝddurt-in, amaran tǝmattant tǝnfa-nin a tǝmos. 
PHP.1.22	Mišan ya as imos as ǝššǝɣǝl n Ǝlmǝsix tǝh-as tǝnfa ad aglaɣ ǝddara, wǝdi wǝr ǝssena awa za sǝnnǝfrǝna. 
PHP.1.23	Ǝttirkaba fǝl ǝššin gannatan. Sinahala tara n agamad n ǝddǝnet ǝmǝla ɣur Ǝlmǝsix, arat s ǝnta a di-ofan wǝllen. 
PHP.1.24	Mišan ya fǝl ǝddǝlil-nawan ogar tǝnfa ta tahat ad aheɣ ǝddǝnet. 
PHP.1.25	Arat wǝdi ǝkkasa daɣ-as aššak. Ǝssanaɣ as ad aglaɣ ǝlle ɣur-wan fǝl a dawan-ilala ketnawan s ad ittǝy ǝzǝgzan-nawan, akn-iwan adi ǝsǝffǝliwǝs. 
PHP.1.26	Adi a zʼiššitin saɣmar wa tǝgam Ɣaysa Ǝlmǝsix ǝs tarrayt-in, s ǝssabab ǝn tawaɣlay ta kawan-in-z-aga.
PHP.1.27	Taɣara tǝgat da, agiwat alxal was immǝkkan ad t-agin aytedan ǝzzigzannen s Ǝlinjil n Ǝlmǝsix. As iga adi, gǝr za oseq-qawan-in wala deɣ imos as isalan-nawan ɣas a ǝgrawa, ad ǝssǝnaɣ as tǝglayam daɣ igi n aɣaf iyyanda, tǝnimannakam s ǝwǝl iyyanda daɣ tǝbǝllant ta tǝgam fǝl ǝzǝgzan isihaddan fǝl Ǝlinjil. 
PHP.1.28	A daɣ-wan wǝr agin aytedan win kawan-ǝzzǝngatnen tasa s arat waliyyan. A sǝr-san d-awǝy adi ikus n aššak daɣ ǝhluk-nasan, kawanay awǝy-du sǝr-wan ikus n aššak daɣ iguz wa tǝgam tarrayt ta n efsan. Amaran Mǝššina a zʼagin adi. 
PHP.1.29	Mǝššina wǝrgeɣ arraxmat n ǝzǝgzan s Ǝlmǝsix ɣas a kawan-ikfa, kalar ikf-iwan harkid ta n alɣazab fǝl ǝddǝlil-net. 
PHP.1.30	Ǝmǝrǝdda tǝgâm fall-as tǝbǝllant šilat ǝn tas kala di-tǝnayam ǝgeq-qat fall-as, ǝnta deɣ as tǝsallim as harwa da taggaq-qat.
PHP.2.1	Dad zamas tǝnayam tǝsasmit ǝs tǝrtǝyt-nawan d Ǝlmǝsix, tǝnayam allam fǝl man wa du-tǝtaway tara-net, tǝnayam tassaq ta ihakku Infas wa Zǝddigan, tǝnayam deɣ tǝhanint d ǝlluɣ n Ǝlmǝsix, 
PHP.2.2	daɣ adi sǝkmǝlat tǝfalawist-in s ad tagim tǝmǝddurt daɣ tǝnimannakam, tǝnimaram, tǝrtǝyam s ǝwǝl iyyanda, tagim ǝnnǝyat iyyadda. 
PHP.2.3	Ad wǝr tagim arat waliyyan a daɣ wǝr tǝgǝmmǝyam ar tǝnfa ǝn man-nawan ɣas, wala tǝzzǝzwǝram iman-nawan id wǝr infa awen wala. Kalar akkiyyan daɣ-wan isǝmmǝdrǝyet iman-net i win hadatnen, tagim fawda i midawan-nawan iduf n as ogaran-kawan. 
PHP.2.4	Akkiyyan daɣ-wan igmǝyet tǝnfa ǝn midawan-net, wǝrgeɣ ta-net ɣas.
PHP.2.5	Agiwat tiddawt tǝgât s alxal wa n Ǝlmǝsix Ɣaysa.
PHP.2.6	Ǝnta di da a daɣ du-tǝxsal tišit ǝn Mǝššina ketnet.
PHP.2.6	Mišan tugdat ǝd Mǝššina ta igraw den
PHP.2.6	Wǝr igmay d a tat-ittǝf fǝl man-net.
PHP.2.7	Kalar oyya awen ketnet
PHP.2.7	s igi wa iga iman-net akli,
PHP.2.7	iga-du tǝhǝwt ta du-taggin aytedan.
PHP.2.7	Awa imos kul issikna tulat-net d aytedan.
PHP.2.8	Isammadray iman-net
PHP.2.8	s ǝbǝrdǝg wa iga har tǝmattant.
PHP.2.8	Tamattant en daɣ ta tǝgat fǝl tǝgǝttawt.
PHP.2.9	Adi a fǝl t-ikfa Mǝššina edag wa ogaran adkul,
PHP.2.9	ikf-ay deɣ s arraxmat-net esǝm
PHP.2.9	ǝs tu-wǝr-illa esǝm wǝr oger,
PHP.2.10	fǝl ad issǝjǝd i t-illan kul gǝr za daɣ jǝnnawan
PHP.2.10	wala fǝl amaḍal wala deɣ daw amaḍal,
PHP.2.10	fǝl saɣmar n esǝm ǝn Ɣaysa;
PHP.2.11	aggayyat deɣ i t-illan kul
PHP.2.11	as Ɣaysa Ǝlmǝsix a imosan Ǝmǝli.
PHP.2.11	Imos awen arat izzizwaran Mǝššina di n Abba.
PHP.2.12	Daɣ adi imaran-in zund ǝmmǝk as faw da tǝbbirdagam y Ǝmǝli agliwat tǝsinǝfililam ǝs mazalan-nawan efsan win kawan-ikfa tǝgâm awen daɣ tǝksǝda-net. Awen daɣ a tǝgam harwa a ɣur-wan ǝlle. Daɣ adi ad wǝr tammazzayam d igi n adi, wǝllen ǝmǝrǝdda ad wǝr ǝlle ɣur-wan. 
PHP.2.13	Tǝfrâgam igi n adi fǝlas Mǝššina iman-net a išɣâlan daɣ wallan-nawan, ihakk-iwan ǝnnǝyat ǝd fǝrregat n igi n arat kul, ilkâm awen i tara-net.
PHP.2.14	Arat kul wa tǝtaggim, agat-tu da wala agatanten wala tamazaq 
PHP.2.15	fǝl ad tǝqqǝlam aytedan wǝr iwer lahan waliyyan, zaddognen, ǝmosan bararan ǝkmâlnen ǝn Mǝššina, ǝhanen ammas n ark aytedan, ǝxraknen ǝn nǝllubas. Tǝgâm daɣ-san ǝmǝlǝwlǝw wa iga ǝnnur daɣ šiyyay, 
PHP.2.16	tǝzizawem daɣ salan win hakkinen tǝmǝddurt ta tǝɣlalat. As tǝgam adi, ad ǝflǝsaɣ iman-nin ǝzǝl wa du-z-asu Ǝlmǝsix, fǝlas ad assaknu adi âs ǝššǝɣǝl-in d arkanay wa ǝnaya wǝr ǝbbǝnnanan.
PHP.2.17	Mišan mijas a daɣ-i tǝwǝkkǝsan man, ǝqqǝla šilat ǝn tǝkutay tǝtiwanɣalat a du-tǝssindat ǝššǝɣǝl wa kawan-isassagan ǝzǝgzan-nawan. Kud iga adi da ad fǝliwǝsa nak, fǝliwǝsa deɣ nak dǝr-wan. 
PHP.2.18	Kawanay da fǝliwǝsat, tǝfǝliwǝsam deɣ nak dǝr-wan.
PHP.2.19	Ǝgeɣ attama daɣ Ǝmǝli Ɣaysa n a kawan-in-ǝssuka Timotay. As kawan-d-ifal ad ǝgrǝwaɣ isalan-nawan tansu tayttay-nin. 
PHP.2.20	Fǝlas Timotay ɣas a ifarrayan y awas farraya, tewây-as talɣa-nawan ǝd man. 
PHP.2.21	Amaran aytedan kul win hadatnen tǝnfa ta n man-nasan ɣas a gammayan, wǝrgeɣ talɣa ta n Ɣaysa Ǝlmǝsix. 
PHP.2.22	Amaran tǝssânam daɣ tǝmǝwit tas isitadda Timotay tišit-net awedan ilan almaɣna, fǝlas ǝnǝmǝšɣal wa itaggu barar d abba-net a dǝr-i inamagga, iddew dǝr-i daɣ ǝššǝɣǝl wa n amel n Ǝlinjil. 
PHP.2.23	Daɣ adi ǝnta as ǝgeɣ attama n a dawan-t-in-ǝssuka. Wǝr ǝqqelaɣ ar y ad ǝssǝnaɣ awa daɣ-i zʼagin. 
PHP.2.24	Amaran ǝkkasaɣ aššak ɣur Ǝmǝli, as a kawan-in-asa nak iman-in daɣ alwaq ihozan.
PHP.2.25	Ǝnâyaɣ as olâɣ as kawan-in-ǝssoɣala Ebafroditǝs, imosan amadray-nin imos deɣ ǝmidi-nin daɣ ǝššǝɣǝl ǝd tǝbǝllant ta ǝgeɣ tǝmosat amel n Ǝlinjil s ǝnta a sǝr-i du-tǝzammazalam ewây tadhǝlt tas ǝddǝrara. 
PHP.2.26	Isidaran wǝllen anay-nawan ketnawan, fǝlas tǝdgâz-tu tasalay ta tǝgam tafrǝyt-net. 
PHP.2.27	Awalla tǝdâs-tu tǝfrǝyt zǝwwǝrat har zama ad t-aba. Mišan ihanattat-as Mǝššina. Amaran wǝrge ǝnta ɣas as ihannattat, kalar nak da ihinattat-i, igdal-i aɣšud ǝn man ogaran wa di-igrawan. 
PHP.2.28	Adi fǝl ǝdgaza daɣ a t-in-zǝmmizǝla sǝr-wan fǝl a tu-tǝlǝsam anay tǝfǝliwǝsam, isǝssikǝy-i adi aɣšud ǝn man nak da. 
PHP.2.29	Agiwat-as ǝlqǝbulat tǝgât ǝs tǝfalawist tagget id amadray-nawan a imos daɣ ǝzǝgzan s Ǝmǝli Ɣaysa, tǝssǝɣmǝram aytedan win šilat-net. 
PHP.2.30	Fǝlas har iga iman-net daɣ alɣarar ǝn tǝmattant fǝl ǝššǝɣǝl y Ǝlmǝsix. Awen kul ig-ay fǝl a di-agu tilalt tas wǝr tǝfregam a di-tat-tagim kawanay fǝlas igǝg a di-tǝgam.
PHP.3.1	Amaran, imǝdrayan-in, tǝsǝffǝliwǝset-kawan tassaq ta tǝgam d Ǝmǝli Ɣaysa. Wǝr fall-i imos ǝzuk a dawan-in-ǝlǝsaɣ akatab n aratan win as kala dawan-tan-in-ǝktaba, fǝlas tǝha tǝnfa awen daɣ aggaz-nawan. 
PHP.3.2	Ǝnkǝdat y aytedan win wǝr nǝzlay ǝd ḍan, taggin ǝššur, sisahen ǝmǝnkǝd ǝttafan as ǝnta a itaggin daɣ tamattay ǝn Mǝššina. Ǝnkǝdat-asan wǝllen. 
PHP.3.3	Nakkanay a igan ǝmǝnkǝd wa n tidǝt, fǝlas ǝlɣibada a nǝga Mǝššina s Infas wa Zǝddigan. Ɣaysa Ǝlmǝsix a imosan abarag-nana. Wǝr nǝga attama waliyyan daɣ arat iga aggadǝm.
PHP.3.4	Amaran nak iman-nin ǝleɣ ǝddǝlilan s igi n attama-nin daɣ aratan ǝgân aytedan. Kud ill-ay awedan ilân ǝddǝlil s igi n attama-net daɣ arat iga aggadǝm, awedan wǝdi ogaraq-qu tǝla n ǝddǝlil s awen, 
PHP.3.5	fǝlas nak a itiwasammankadan ǝzǝl wa n ǝttam dǝffǝr tǝhǝwt-in. Ǝgmâda-du Kǝl-Israyil, tǝl-i tawšet ta n Benyamin, ǝmosaɣ aw Ɣibri wa n ǝlǝsǝl, ǝssinda-du ǝššǝrǝdan ketnasan win ǝššǝriɣa wa n Ǝttawret id Farisay as kala ad t-ǝmosa. 
PHP.3.6	Awa ǝgeɣ daɣ gǝlleyat daɣ tarrayt ten, iyyǝwanaɣ ǝzǝɣɣǝzzǝb n ǝlmǝsixitan. Daɣ batu ta tǝqqalat aqqad daɣ ǝššǝriɣa, wǝdi wǝr ǝleɣ lahan waliyyan. 
PHP.3.7	Aratan kul win di, kala daɣ-san ǝgeɣ iduf n as ǝmosan-i tǝttǝyt, mišan ǝmǝrǝdda ǝge daɣ-san iduf n as afanaz a di-ǝmosan, fǝl ǝddǝlil n awa iga Ǝlmǝsix. 
PHP.3.8	Fadda wǝrge aratan win di ɣas, kalar arat kul ǝge daɣ-as asawad n as afanaz a di-imos fǝl ǝddǝlil n ǝdkul a dǝnnǝg wǝr illa iyyan a tǝga masnat n Ǝlmǝsix Ɣaysa, Ǝmǝli-nin. Ǝddǝlil-net fǝl ǝqbalaɣ a di-igmǝd arat kul, amaran arat kul ǝgeɣ-as iduf n as tajjargant a imos, fǝl ad ǝttǝya daɣ tarrayt n Ǝlmǝsix, 
PHP.3.9	almaɣna tassaq dǝr-ǝs. Wǝrgeɣ lǝkkum y ǝššǝriɣa wa n Ǝttawret a di-ikfan taqqat dat Mǝššina, kalar ǝzǝgzan-in s Ǝlmǝsix. Mǝššina a ihakkin taqqat, amaran ihakk-et s ǝzǝgzan s Ǝlmǝsix. 
PHP.3.10	Arat wa areɣ masnat n Ǝlmǝsix, almaɣna ad ǝssǝna tarna ǝn tanakra-net daɣ tǝmattant, ǝd tǝrtǝyt dǝr-ǝs daɣ alɣazab wa iga, ala dǝr-ǝs deɣ daɣ tǝmattant ta iga. 
PHP.3.11	Adi a di-z-issǝfrǝgan igi n attama n a di-d-issǝnkǝr Mǝššina daɣ tǝmattant.
PHP.3.12	Wǝr ǝnneɣ ǝgrâwaɣ masnat tǝdi, ǝnta wala tišit n awedan ikmâlan, kalar azzal a ǝgeɣ daɣ agamay n a tanat-ǝgrǝwa, fǝlas ǝddǝlil n awen da a fǝl di-d-obaz Ǝlmǝsix Ɣaysa ǝs man-net. 
PHP.3.13	Imǝdrayan-in, wǝr ǝnneɣ ǝgrâwa aratan win di; mišan ya arat iyyanda a tagga a t-imosan as: wǝr din-sǝggǝda daɣ awa okayan, kalar arat wa ǝfragaɣ a tagga fǝl ad awǝdaɣ awa illan dat-i. 
PHP.3.14	Azzal a ǝgeɣ s ǝsǝrkǝn, fǝl ad ǝgrǝwa tefert tǝmosat teɣaray ta danaɣ-iga Mǝššina ǝs jǝnnawan ǝs tǝrtǝyt d Ǝlmǝsix Ɣaysa. 
PHP.3.15	Daɣ adi nakkanay ketnana win as ikna ǝzǝgzan-nana assahat immikkan ad nagu alxal wen, amaran wala ad tǝgâm alxal iyyan, Mǝššina a dawan-z-isǝnnǝfilǝlan awas ihor a tu-tǝssǝnam daɣ batu tǝdi. 
PHP.3.16	Arat iyyanda a dawan-z-annaɣ as: dad zamas newad-du edag wa nǝha da ǝmǝrǝdda, aglatana nǝddew daɣ anamod wa da.
PHP.3.17	Ya imǝdrayan-in, ǝqqǝlat ketnawan imattalalan-in, tattalalam aytedan win ǝlkamnen y almasal wa kawan-nǝkfa. 
