MAT.1.1	Taariika iwdi Iisaa *Almasiihu mo Daawuuda mo Ibraahiima.
HEB.13.20	Yo Alla Jom Ɓuttu on, on Artirɗo e hakkunde mayɓe ɓen Iisaa Joomi men, Ngaynaako Mawɗo baali ɗin, rewrude e ƴiiƴan *ahadi poomayankeeri ndin, 
HEB.13.21	yo o wawnu on e kala ko moƴƴi fii waɗugol faale makko on, o waɗa e men ko welata mo, tippude e Iisaa Almasiihu on, on mo mangural wonani haa poomaa. Aamiina!
HEB.13.22	Mi torike on, yo musiɓɓe an, jaɓugol ngol kongol wakkilinayngol, ko fii mi windanii on, mi raɓɓinɗinii.
HEB.13.23	Awa andee wonde, Timotee, oo musiɗɗo men, yaltinaama ka kaso. Si o hewtitii law, mi yaaday e makko, men yiida e mon. 
HEB.13.24	Hiwranee lan ardotooɓe on ɓen fow e yimɓe Alla ɓen fow. Ɓee ɓe Italii salminii on.
HEB.13.25	Yo moƴƴere Joomiraaɗo on wonu e hoore mon on fow.
JAS.1.1	Salminaango an min Yaaquuba, oo jiyaaɗo Alla e Iisaa Almasiihu Joomi on, haa e ɗii *bolondaaji sappoo e ɗiɗi saakitiiɗi e nder aduna on.
JAS.1.2	Ko onon yo musiɓɓe, si on rewrii e kala noone ndarndanɗe, haray jogitoree ɗun weltaare fow, 
JAS.1.3	ko fii hiɗon andi, ndarndagol gomɗinal mon ngal adday ŋaɲɲaare. 
JAS.1.4	Kono bee ŋaɲɲaare nden waɗa golle timmuɗe, fii no woniron mokobaaɓe timmuɓe, e hara on ŋakkiraaka huunde. 
JAS.1.5	Si goɗɗo e mon ŋakkira faamu, yo o toro ɗun Alla, on okkay mo ɗun. Ko fii kanko Alla ko Yeɗoowo fow no yaajiri e ɓaawo feloore. 
JAS.1.6	Kono yo o toror mo gomɗinal ngal aldaa e sikkitaare. Ko fii on sikkitiiɗo no wa'i wa morlooɗe ndiyan ɗan ka baharu, ɗe hendu ndun duɲata ƴeƴa. 
JAS.1.7	Wota sifa on neɗɗo sikku hendoto goɗɗun e juuɗe Joomiraaɗo on, 
JAS.1.8	on ko neɗɗo sikkitiiɗo, mo tabitaa e laawi mun ɗin fow.
JAS.1.9	Yo musiɗɗo miskiino on weltor ko Alla towni mo kon, 
JAS.1.10	alɗuɗo on kadi weltora ko Alla tippini mo kon, ɓay fii makko on feƴƴiray wa piindi ngesa. 
JAS.1.11	Si naange ngen fuɗii, nge toowidii e nguleendi magge muusundi ndin, hinge yornude kuɗi ɗin, piindi majji on saama, ŋari majji on bonta, ko non alɗuɓe ɓen saamirta e nder golle maɓɓe ɗen.
JAS.1.12	Maloore wonanii on neɗɗo ŋaɲɲiiɗo ndarndanɗe ɗen, ko fii si o dartike ndarndanɗe ɗen, o hendoto *meetelol ngurndan, ngol Joomiraaɗo on fodi yiɗuɓe mo ɓen.
JAS.1.13	Wota hay gooto wi'u e nder ko jarribetee kon: «Ko Alla jarribii mi.» Ko fii Alla jarribortaake ko boni, kanko kadi o jarribotaako hay gooto. 
JAS.1.14	Nde jarribaɗen woo, ko himmeeji bonɗi ɗi wonduɗen ɗin woni en pooɗude murtina. 
JAS.1.15	Ɓawto ɗun, himme bonɗo on fuɗa haa rima junuubu, si junuubu on kadi heewii, o rima mayde.
JAS.1.16	Wota on ɗaynito, yo musiɓɓe an yiɗaaɓe, 
JAS.1.17	kala dokkal moƴƴal e kala dokkal timmungal ko ka dow iwrani en, e immorde e Baabaajo ndayguuji ɗin, on mo waylotaako, mo ɗowdi mun dillataa, 
JAS.1.18	on Woodintinirɗo en Daaluyee makko goongaajo on no o yiɗiri non, fii no laatoren dikkuruuɓe e tagu makko ngun.
JAS.1.19	Andee ɗun, yo musiɓɓe an yiɗaaɓe, yo neɗɗo kala yaawu heɗaade, nenna si yewta, nenna si tikka. 
JAS.1.20	Ko fii tikkannde neɗɗanke nden laatintaa peewal ngal Alla yiɗi ngal. 
JAS.1.21	Awa sertee e kala ko tuuninta e kala bonki layuki, jaɓiron newaare daaluyee aawaaɗo e mon on, ɗun ko on waawuɗo dandude wonkiiji mon ɗin.
JAS.1.22	Wonee huutorooɓe daaluyee on, hara hinaa on heɗotooɓe mo tun, si hinaa ɗun, haray onon tigi on ɗaynitoto woni. 
JAS.1.23	Ko fii si goɗɗo heɗike daaluyee on, o huutoraali mo, haray himo wa'i wa neɗɗo wonɗo tintaade, yi'a yeeso mun ngon. 
JAS.1.24	Si o gaynii ndaaritaade, o yahii, o yejjita kisan ko honno o wa'i. 
JAS.1.25	Kono on waɗuɗo giiɗe mun ɗen ka nder sariya timmuɗo, ɗun ko on sariya rinɗinoowo, o tabiti, hara hinaa fii heɗagol yejjita, kono hara ko huutorgol, onɗon wonay malaaɗo e nder kala ko o waɗata.
JAS.1.26	On mo sikki ko dewo, e ɓaawo waawugol ɗenngal mun ngal, haray on ɗaynii hoore mun, ngal dewal ko meerewal. 
JAS.1.27	Dewal laaɓungal, ngal aldaa e koju ngal yeeso Alla Baabaajo on, ko dankagol aliyatiimaaɓe ɓen e dankagol keynguuɓe ɓen e nder satteendeeji maɓɓe ɗin, e rentagol e tuundiiji aduna ɗin.
JAS.2.1	Musiɓɓe an, ɓay ko on gomɗinɓe Iisaa Almasiihu Joomi men mo darja wonani on, reenee e ɓurdindingol yimɓe. 
JAS.2.2	Si wattiiɗo hurundaare kaŋŋe, ɓornii conci dimi aru e naatude ka *moftal mon, baaso kadi ɓorniiɗo conci yakkiiɗi ara e naatude, 
JAS.2.3	si on hittinii fii ɓorniiɗo conci dimi on, on wi'ii mo: «Onon toolii mon ka ndaɗɗudi ɗoo!», wi'on baaso on: «An daro ɗaa!», maa: «Jooɗo ka ley koyɗe an ɗoo!», 
JAS.2.4	e hara on waɗaali sendondiral hakkunde mon onon tigi? E on ɲaawiraali miijooji bonɗi?
JAS.2.5	Heɗitee, yo musiɓɓe an yiɗaaɓe! E hara hinaa miskinɓe ɓen ka aduna ɗoo Alla suɓii fii no ɓe wonira alɗuɓe e nder gomɗinal ngal, e heɓooɓe geɓal e laamu ngu o fodi yiɗuɓe mo ɓen ngun? 
JAS.2.6	Kono onon, on hersinii baaso on. E hara wonaa alɗuɓe ɓen woni on tampinde, naɓa on ka ɲaawirɗi? 
JAS.2.7	E hinaa ɓen woni hoynooɓe innde teddunde nde inniraɗon nden?
JAS.2.8	Kono si on ɗoftike sariya mawɗo on, wano bindi ɗin wi'iri non wonde: «Yo a yiɗir ɲokondo maa on wano yiɗirɗaa hoore maa non»,
JAS.2.9	Kono si on ɓurdindinii yimɓe ɓen, haray on waɗii junuubu, Sariya on no jogori on wa bonnuɗo Sariya. 
JAS.2.10	Ko ɗun waɗi, on mo yeddi yamiroore wootere e nder Sariya on, hay si o ɗoftike ɗeya heddiiɗe fow, haray o wonii bonnuɗo Sariya on fow. 
JAS.2.11	Ko fii on Wi'uɗo: «wota mo jeena», no wi'i kadi: «wota mo itta hoore.» E hin-le si on waɗaali jinaa, kono on ittii hoore, haray on wonii bonnuɗo Sariya on.
JAS.2.12	Awa yewtiree huuwiron wa yimɓe ɲaawiroyteeɓe Sariya rinɗinoowo on. 
JAS.2.13	Ko fii ɲaawoore nden aldanaa mo yurmetaake e yurmeende, kono yurmeende nden foolay ɲaawoore nden.
JAS.2.14	Musiɓɓe an, ko nafa honɗun woodani neɗɗo wi'ugol himo mari gomɗinal, si o alaa ɓanginirde ɗun kuuɗe? Taw si sifa ngal gomɗinal no waawi dandude mo? 
JAS.2.15	Si musiɗɗo men gorko maa bandiraawo men no holi, no ŋakkiri ɲaametee kadi ɲande woo, 
JAS.2.16	goɗɗo e mon ara e wi'ude ɓen: «Yahee e jam, ɓornoɗon, ɲaamon haa haaron», e ɓaawo jonnugol ɓe ko ɓalli maɓɓe ɗin handi e mun kon, haray ko honɗun ɗun nafata? 
JAS.2.17	Gomɗinal ngal kadi ko wano non: si ngal aldaa e kuuɗe, ko ngal mayngal kangal tigi.
JAS.2.18	Kono si goɗɗo wi'ii: «An hiɗa mari gomɗinal e min miɗo mari kuuɗe», haray min mi wi'ay mo: «Hollan gomɗinal maa ngal e ɓaawo kuuɗe, min non mi hollirte gomɗinal an ngal kuuɗe an ɗen.» 
JAS.2.19	Hiɗa gomɗini ko Alla gooto woodi? No moƴƴi! Jinnaaji ɗin kadi no gomɗiniri non, haa hiɗi diwna.
JAS.2.20	Ko an yo njofoojo! Hiɗa faalaa faamude wonde gomɗinal ngal aldaa e kuuɗe ko meerewal?
JAS.2.21	Enee, wonaa ko Ibraahiima, on maamiraawo men, waɗunoo kon fewndo o weeɓiti *Issaaqa ɓiɗɗo makko on fii layyagol ka *layyorde kon waɗi si o jogitoraa feewuɗo? 
JAS.2.22	A yi'ii, gomɗinal ngal yaadii e kuuɗe makko ɗen, awa kadi ko kuuɗe makko ɗen timmini gomɗinal makko ngal. 
JAS.2.23	Ko non ko bindi ɗin wi'i kon laatori: «Ibraahiima gomɗini Alla, ngal gomɗinal makko jogoranaa mo peewal», haa o noddaa giɗo Alla. 
JAS.2.24	On yi'ii, ko sabu kuuɗe ɗen neɗɗo on jogoraa feewuɗo, hinaa sabu gomɗinal ngal tun.
JAS.2.25	Enee, oo cagaajo wi'eteeɗo *Raabi, kanko kadi, taw si hinaa sabu kuuɗe ɗen o jogoranoo feewuɗo fewndo ko o wernunoo nulanooɓe fii tefugol ɓen, o holli ɓe laawol goo ngol ɓe rewa? 
JAS.2.26	Wano tawiri non ɓandu ndu aldaa e ruuhu ko mayndu, ko wano non kadi gomɗinal ngal aldaa e kuuɗe ko mayngal.
JAS.3.1	Musiɓɓe an, wota buy e mon himman jannugol, ko fii hiɗon andi enen jannooɓe ɓen en ɲaawete ɲaawoore ɓurnde sattude. 
JAS.3.2	Ko fii en fow en waɗay ellaaji ɗi tawata ko nooneeji ɗuuɗuɗi. On mo waɗaali ella e nder konguɗi, haray on neɗɗo ko timmuɗo, waawuɗo huɓindaade ɓandu mun ndun fow.
JAS.3.3	Si en waɗii lagambe ɗen ka kundule pucci ɗin fii yo ɗi ɗofto en, haray en huutoray kadi ɓalli majji on fow. 
JAS.3.4	Ndaaree kadi, ɗee laaɗe e njanɗude mun, ko hendu dolnundu naɓata ɗe, hiɗe ardoree aalahun ɓurkun fanɗude ka naɓoowo on faaliraa ɗon. 
JAS.3.5	Wano non, ɗenngal kadi ko terun fanɗukun, kono hingal waawi mantorde piiji mawɗi. On yi'ii wano giitun tosokun waawi sunnirde buruure mawnde? 
JAS.3.6	Ɗenngal ngal kadi ko yiite, hingal heewi boneeji, hingal tawdaa e tere ɓandu men ndun, ngal tuuninay ɓandu ndun fow, ko ka yiite jahannama ngal huɓɓinaa, ngal sunnay ngurndan men ɗan fow.
JAS.3.7	Kala noone kulle, wano colli ɗin e ko daasotoo kon e kulle ɗen ka nder ndiyan, no huɓindoo, ɗen-le neɗɗanke no huɓindii ɗe. 
JAS.3.8	Kono ɗenngal, hay gooto waawataa ngal huɓindaade. Ko bone mo waawotaako huɓindaade, hingal heewi tooke warooje. 
JAS.3.9	Ko kangal mantirten Ben men Joomiraaɗo on, ko kangal kadi huɗirten yimɓe tagaaɓe e mbaadi Alla ɓen. 
JAS.3.10	Ko e kon hunduko wooto du'aa e kuddi yaltata. Kono yo musiɓɓe, wota ɗun wonir non. 
JAS.3.11	Taw si ndiyan welɗan e ndiyan haaɗuɗan no tubba e ɓundu wooturu, hara ko e ngayka woota? 
JAS.3.12	Enee musiɓɓe an, hara ƴibbehi no waawi rimude kaccu, maa piyahi rima ƴibbe? Ko wano non kadi, ɓundu ndiyan lanɗan waawataa tubbinde ndiyan welɗan.
JAS.3.13	Ko hombo e hakkunde mon mari faamu e hakkil? Yo o ɓanginir ɗun jikku makko moƴƴo on wondude e kuuɗe newiiɗe iwruɗe e faamu. 
JAS.3.14	Kono si tawii hiɗon mari ka ɓerɗe mon nawliigu tiiɗungu e haasidi, haray wota on mawnintino, e wota on yeddu goonga on. 
JAS.3.15	Sifa ngun faamu hinaa ka kammu iwri few, ko ngu aduna e ngu neɗɗanke e ngu Ibuliisa. 
JAS.3.16	Ko fii, kala ka nawliigu e haasidi woni, ko ɗon kadi jiiɓoldu e kala noone kuuɗe bonɗe woni. 
JAS.3.17	Kono faamu iwrungu ka Alla ngun, ko adii taho, ko ngu laaɓungu, awa kadi ko ngu ɓuttu, ko ngu newiingu, ko ngu deeƴinayngu, heewungu yurmeende e kuuɗe moƴƴe, ngu aldaa e ɓurnondiral e faasiqankaaku. 
JAS.3.18	Ko tabintinooɓe ɓuttu ɓen aawata e nder ɓuttu kon, rimay peewal.
JAS.4.1	Ko honto ɗee poodotire e ɗee yeddondire hakkunde mon iwri? E hara hinaa faaleeji bonɗi woni waɗude hare ka ɓerɗe mon? 
JAS.4.2	Hiɗon himmani, kono on alaa heɓude. Ko on warooɓe, ko on miilaaɓe e ɓaawo waawugol heɓude hay huunde. Hiɗon wondi e yeddondire e pooɗotiro. E hin-le on hendotaako, ɓay on alaa toraade, 
JAS.4.3	maa hiɗon toraade, on alaa heɓude, ɓay hiɗon tororde anniyee bonɗo fii no huutoriron ɗun fii faaleeji mon.
JAS.4.4	Ko onon, yo jamaa jinooɓe! E on andaa yiɗugol aduna on ko aɲugol Alla? Awa si goɗɗo no faalaa yiɗude aduna on, haray o waɗitike gaɲo Alla. 
JAS.4.5	On sikku bindi ɗin ko wi'i kon ko meere, wonde: «Alla no nawlani ruuhu mo o waɗi e men on.»?
JAS.4.6	Kono ko o ɓuri en yeɗude e ko mawni kon ko sulfu. Awa e hino ko bindi ɗin wi'i kon:
JAS.4.6	«Alla liddoto mawnintiniiɓe ɓen,
JAS.4.6	o yeɗa jippinɓe hoore mun ɓen sulfu.»
JAS.4.7	Awa yankinanee Alla, dartoɗon Ibuliisa, ɗun o dogay, o woɗɗoo on. 
JAS.4.8	Ɓadee Alla, ɗun o ɓadoto on. Laɓɓinee juuɗe mon ɗen, yo onon junuubankeeɓe. Laɓɓinon ɓerɗe mon ɗen, yo onon sikkitiiɓe. 
JAS.4.9	Woytee, yoomon, wullon. Yo jaleeɗe mon ɗen wontu yoomugol, weltaare mon nden wonta ɓiɗagol. 
JAS.4.10	Jippinee hoore mon yeeso Joomiraaɗo on, ɗun o ɓantoyay on.
JAS.4.11	Wota on ɲakkin ɓee ɗoo maa ɓee ɗaa, yo musiɓɓe an. Mo ɲakkinii musiɗɗo mun, maa ɲaawii musiɗɗo mun, haray ko Sariya on o ɲakkini, o ɲaawi. Si a ɲaawii-le Sariya on, haray hinaa a huutorɗo mo, kono ko a ɲaawoowo mo. 
JAS.4.12	Ko fii ko Gooto pet woni Waɗoowo Sariya ɲaawa, ɗun ko on Waawuɗo dandude e mulude. An non, ko a hombo, si hiɗa ɲaawa ɲokondo maa?
JAS.4.13	Ko onon, yo wi'uɓe jooni: «Hande maa jango men yahay e ndee saare ɗoo, men wona ton hitaande, men waɗoya ton goɗɗun, men heɓa tono.» 
JAS.4.14	Onon on andaa toode no ngurndan mon ɗan wonirta jango. Ko on norngal feeɲungal fii saa'ihun nii, ɓawto ɗun muta. 
JAS.4.15	Ko haanuɗon wi'ude: «Men wuuray, men waɗa ɗunɗoo maa ɗunɗaa, si Joomiraaɗo on jaɓii.» 
JAS.4.16	Kono jooni, hiɗon mawnintinaade e nder townitaare mon. Sifa nden mawnintinaare fow ko bonnde. 
JAS.4.17	Si goɗɗo no andi moƴƴere nde o haani waɗude, o waɗaali ɗun, haray o waɗii junuubu.
JAS.5.1	Jooni non, yo onon alɗuɓe, wullee sowru tiiɗundu, sabu tampereeji aroyayɗi e hoore mon ɗin! 
JAS.5.2	Ngalu mon ngun bonii, conci mon ɗin mooƴii, 
JAS.5.3	kaŋŋe mon ɗen e kaalisi mon on kornii. Kori mun on immoyto seeditoo e hoore mon, ɲaamira ɓalli mon ɗin wa yiite. On mooɓii ngaluuji e nder ɗee ɲalaaɗe sakkitore. 
JAS.5.4	Njoddi ndi on yoɓaali wa'uɓe gese mon ɗen ndin no woytaade e hoore mon. E woyaaɗi soɲituɓe ɓen arii haa e noppi Joomiraaɗo Jom Bawɗe on. 
JAS.5.5	On wuuririi ka aduna ɗoo e nder mbeleeɗe e ko foti. On fayinii hoore mon e ndee ɲalaande nde hirseteɗon e mun. 
JAS.5.6	On ɲaawii, on warii feewuɓe ɓe dartaaki on.
JAS.5.7	Awa muɲɲee, yo musiɓɓe an, haa nde Joomi on ari. Ndaaree no remoowo habbori coɲal tiiɗungal, ngal o habbori muɲal haa ndiyan setto e ndiyan dabbunde toɓɓa. 
JAS.5.8	Onon kadi muɲɲee, tabintinon ɓerɗe mon ɗen, ko fii ardu Joomi on ko ɓadiiɗun. 
JAS.5.9	Wota on ŋermindir, yo musiɓɓe an, fii wota on ɲaawe, ɓay Ɲaawoowo on no darii ka yeeso dambugal.
JAS.5.10	Musiɓɓe an, ƴettee misal tampere e muɲal ɓen annabaaɓe yewtuɓe e innde Joomiraaɗo on. 
JAS.5.11	Ndaaree, hiɗen wi'a maloore wonanii ɓen ŋaɲɲiiɓe. On nanii fii ŋaɲɲaare Ayyuuba nden no wowlee, awa kadi on yi'ii ko Joomiraaɗo on waɗani mo kon ka sakkitorun. Ko fii Joomiraaɗo on ko heewuɗo giggol e yurmeende.
JAS.5.12	Ko adii kon taho, yo musiɓɓe an, wota on woondir kammu ngun maa leydi ndin, maa kala ko woni e woondoore. Ko yo «hiiyii» mon on wonu «hiiyii», «oo'o» mon on wona «oo'o», fii wota on wonu e nder ɲaawoore nden.
JAS.5.13	E hara goɗɗo e mon no e nder tampere? Yo ontigi toro Alla. Kaa hara goɗɗo e mon no e nder weltaare? Yo ootigi beytu. 
JAS.5.14	E hara kadi goɗɗo e mon no nawni? Yo ontigi noddu ardotooɓe *moftal ngal, ɓentigi toranoo mo e hoore juurugol nebban e hoore makko e innde Joomiraaɗo on. 
JAS.5.15	Toraare waɗiraande gomɗinal no sellina nawnuɗo. E hoore ɗun, Joomiraaɗo on imminay mo. Si tawii ontigi no waɗi junuubi, ɗi yaafante mo. 
JAS.5.16	Awa, qirritee junuubaaji mon ɗin hakkunde mon, torondiranon kadi, fii no sellinireɗon. Torndeeji ɗi aaden feewuɗo torii ɗin ko dolnuɗi duncayɗi.
JAS.5.17	Ko fii Iiliiya kadi hari ko neɗɗo wa'unooɗo wa men nii, nde o duuminoo e toraare fii wota ndiyan aru, ɗan ronki arude ka hoore leydi e nder duuɓi tati e lebbi jeegoo. 
JAS.5.18	Ɓawto ɗun kadi o torii, kammu ngun sammini ndiyan, onsay leydi ndin funtini ko rimata ɓiɓɓe.
JAS.5.19	Ko onon yo musiɓɓe an, si goɗɗo e hakkunde mon selii goonga on, goɗɗo artirii mo, 
JAS.5.20	haray andee, on ittuɗo on junuubankeejo ka o selunoo ton, artiri mo ka laawol, haray o montii junuubaaji ɗuuɗuɗi, o dandii wonkii mayde.
1PE.1.1	Immorde e an min Petruusu, *sahaabaajo Iisaa Almasiihu on, haa e ɓee suɓaaɓe Alla, tuŋarankeeɓe e oo aduna, e nder ɗee leyɗe Pontii e Galaasi e Kapadoosi e *Aazii e Bitinii. 
1PE.1.2	Ko onon yo suɓiranooɓe eɓɓoore Alla, on Ben men, e dow *laɓɓinireede Ruuhu makko on, fii ɗoftagol Iisaa Almasiihu on, wiccee ƴiiƴan
1PE.1.3	Mantoore wonanii Alla, Ben Iisaa Almasiihu Joomi men on. Ko yurmeende makko mawnde nden o yeɗiri en jibintineede sabu immintineede Iisaa Almasiihu on e hakkunde mayɓe ɓen fii no heɓiren tama'u selluɗo, 
1PE.1.4	e fii no heɓiren ndondi ndi bontataa, ndi tuunataa, ndi mbaadi mun waylotaako, maraniindi on ka kammu, 
1PE.1.5	ɗun ko onon ɓee ɓe Alla hiwiri bawgal mun sabu gomɗinal ngal fii kisiyee hebuliiɗo feɲɲineede on ka saa'iiji sakkitori.
1PE.1.6	Ko ɗun wonani on ndee weltaare tiiɗunde, hay si tawii fewndo ɗoo maa satteendeeji seeɗa wona ko aanini on, 
1PE.1.7	fii no gomɗinal mon ngal ndarndoree. Gomɗinal mon ngal-le no ɓuri kaŋŋe hittude, ɓay kaŋŋe ko ko mulata, ɗen-le ko yiite ndarndoraa. Ko nii gomɗinal mon ngal wonirta maniniingal, darjingal, e teddungal ɲande Iisaa Almasiihu on feeɲitoyi. 
1PE.1.8	On yiɗii mo kanko Iisaa e hoore on yi'aali mo, on hoolike mo kadi e ɓaawo yi'ugol mo. E hoore ɗun, hiɗon hebbinori weltaare tiiɗunde, nde wonkii woo waawataa sifaade fii mun, 
1PE.1.9	ɓay hiɗon hendaade faandaare gomɗinal mon ngal, ɗun ko kisiyee wonkiiji mon ɗin.
1PE.1.10	Oo kisiyee ko huunde nde annabaaɓe ɓen ɗaɓɓitunoo tefi fii mun, ɗun ko ɓee *hiitinooɓe fii oo sulfu sutiiɗo on. 
1PE.1.11	Hiɓe ɗaɓɓaynoo andugol ko e saa'i hombo maa ko honno ko Ruuhu *Almasiihu on andini ɓe kon waɗiroyta, fewndo on Ruuhu wonɗo e maɓɓe hiitantonoo ɓe fii tampereeji heɓoyaynooɗi Almasiihu on ɗin e darjaaji hikkotooɗi e mun ɗin. 
1PE.1.12	Ɓe ɓanginanaa kadi wonde, wonaa fii maɓɓe kamɓe tigi ɓe wonnoo kurkanaade, kono ko fii mon, fewndo ɓe wowli fii ɗii piiji ɗi ɓee waajiiɓe on fii Kibaaru Moƴƴo on yottiniri e mon fewndo ɗoo *Ruuhu Seniiɗo iwruɗo ka kammu on, ɗin piiji ɗi tawata hay malaa'ikaaɓe ɓen tigi no faalaa andude fii mun.
1PE.1.13	Ko ɗun si mi wi'ay on, hebulinee hakkillaaji mon ɗin, waawon hoore mon, waɗon tama'u mon on fow e oo sulfu mo yeɗoyteɗon ɲande Iisaa Almasiihu on feeɲitoyi. 
1PE.1.14	Wa'ee wa paykoy ɗoftiikoy, hara on accaali hande kadi ɗiya himmeeji ardoo on, ɗun ko ɗin ɗi wondunoɗon e nder angal andugol mon. 
1PE.1.15	Kono ɓay Nodduɗo on on ko Laaɓuɗo, onon kadi wonee laaɓuɓe e nder jikku mon on, 
1PE.1.16	ko fii e hino ko Allaahu on daali kon ka deftere: «Wonee laaɓuɓe, ko fii ko mi Laaɓuɗo.»
1PE.1.17	Ɓay on noddirii oo Fonnuɗo fow «Baaba», ɗun ko on Ɲaawiroowo mo bee embere kuuɗe mun ɗen, haray yo on hulu mo fannin hiɗon koɗii aduna on. 
1PE.1.18	Hiɗon andi wonaa huunde bonaynde wano kaalisi maa kaŋŋe sottiraɗon e nder ɗan ngurndan meerejan ɗan ronunoɗon baabiraaɓe mon ɓen, 
1PE.1.19	kono ko ƴiiƴan Almasiihu hittuɗan ɗan, on wa'itayɗo wa baalun kun alaa ella, alaa waadere, 
1PE.1.20	on adaaɗo toɗɗeede ado fuɗɗoode aduna on, kono o feɲɲinaa ka saa'iiji sakkitori fii mon. 
1PE.1.21	Ko sabu on gomɗinirɗon Alla, on Immintinɗo mo e hakkunde mayɓe ɓen, yeɗi mo kadi mangural, fii no gomɗinal mon ngal e tama'u mon on fawora e Alla. 
1PE.1.22	Ɓay on laɓɓinirii hoore mon ɗoftagol goonga on, haa on heɓii giggol siɗɗankaaku sellungol, jooni yiɗindiree giggol tiiɗungol ka ɓerɗe mon, 
1PE.1.23	ɗun ko onon ɓee jibinaaɓe kesun, ɓe tawata hinaa awdi muloori kono ko luttoori, immorde e daaluyee Alla wuuruɗo tabiti on. 
1PE.1.24	E hin-le:
1PE.1.24	«Kala neɗɗo no wa'i wa huɗo,
1PE.1.24	darja makko on fow kadi
1PE.1.24	no wa'i wa piindi kon huɗo.
1PE.1.24	Huɗo kon no yooriri, piindi ndin no saamude,
1PE.1.25	kono daaluyee Joomiraaɗo on
1PE.1.25	ko luttayɗo haa poomaa.»
1PE.1.25	On daaluyee ko Kibaaru Moƴƴo mo feɲɲinanaɗon on.
1PE.2.1	Awa tertee kala bonki e kala kippugu e faasiqiyaagal e nawliigu e kala ɲoore, 
1PE.2.2	yiɗiron daaluyee on wano boobo kecco yiɗiri ɓiraaɗan kencan laaɓuɗan, fii no mawniron e nder kisiyee on sabu makko, 
1PE.2.3	ɓay on mettike, on andii Joomi on no moƴƴi.
1PE.2.4	Ɓadee mo kanko ndee hayre wuurunde, nde yimɓe ɓen bugitinoo, ɗun ko on mo Alla suɓii, hittuɗo yeeso makko. 
1PE.2.5	Ɓay onon kadi hiɗon wa'i wa kaaƴe wuuruɗe mahindiraaɗe, woni suudu ndu Ruuhu Alla on hoɗi e mun, fii wonugol *yottinooɓe sadaka laaɓuɓe fii no waɗiranon Alla sadakaaji ruuhuyankeeji, hara ko no hawrirani mo, rewrude e Iisaa Almasiihu on. 
1PE.2.6	E hin-le no windii wondema:
1PE.2.6	«Miɗo tippinde ka hoore Fello *Siyuuna
1PE.2.6	hayre wonaynde ka soɓɓundu,
1PE.2.6	ɗun-le ko nden suɓaande hittunde.
1PE.2.6	Kala gomɗinɗo e makko hersinoytaake.»
1PE.2.7	Nden hayre no hittani on, onon ɓee gomɗinɓe. Kono fii ɓe gomɗinaa ɓen:
1PE.2.7	«Hayre nde mahooɓe ɓen hawkunoo nden
1PE.2.7	wontii hittunde ka soɓɓundu,
1PE.2.8	hayre fegginaynde,
1PE.2.8	e fetere liɓaynde.»
1PE.2.8	Ɓe feggike e mayre sabu yeddugol maɓɓe daaluyee on, tawde ko ɗun ɓe muuyananoo.
1PE.2.9	Kono onon, ko on leɲol suɓaangol, yottinooɓe sadaka fii *laamu Alla ngun, awa kadi ko on jamaa laaɓuɗo, yimɓe jeyaaɓe ka Alla fii ko feɲɲina kuuɗe moƴƴe mawɗe on Nodduɗo on fii yo on yaltu ka niwre, aron ka ndaygu makko hawniingu. 
1PE.2.10	Ɗun ko onon ɓee ɓe tawata hari hinaa jamaa Alla, kono jooni ko on jamaa makko, ɗun ko onon ɓee ɓe heɓaano yurmeende makko nden, kono jooni on heɓii yurmeende makko nden.
1PE.2.11	Ko onon, yo yiɓɓe, hoɓɓe jananɓe, mi wakkilinii on e reenagol ɗii himmeeji neɗɗanke, ɗi tawata ko haɓooji wonkii. 
1PE.2.12	Wuuriree no moƴƴiri e hakkunde ɓe gomɗinaa ɓen fii nde hiɓe tooɲira on wa waɗooɓe ko boni, yo ɓe yi'u kuuɗe mon moƴƴe ɗen, ɗun ɓe mawninoyay Alla nde o aroyi.
1PE.2.13	Sabu Joomiraaɗo on, yankinanee kala laamu neɗɗanke, woni lanɗo mawɗo, marɗo mbawdi, 
1PE.2.14	woni ɓen ɓe o lammini fii donkingol ɓen waɗooɓe ko boni, manta ɓen waɗooɓe ko moƴƴi. 
1PE.2.15	Awa, ko Alla faalaa e nder ko waɗoton ko moƴƴi kon, ko yo ɗun ɗahu fankina majjuɓe ɓe alaa hakkil ɓen. 
1PE.2.16	Wuuriree wa rindinaaɓe, e ɓaawo waɗugol ngun ndimu wirngallo buumayngo bonki, kono wa kurkantooɓe Alla. 
1PE.2.17	Teddinee fow, yiɗon musiɓɓe gomɗinɓe ɓen, hulon Alla, teddinon lanɗo on.
1PE.2.18	Jiyaaɓe, yankinanee jeyɓe on ɓen e nder teddungal timmungal, hara hinaa non moƴƴuɓe ɓen tun e newiiɓe ɓen, kono e mettuɓe fii ɓen kadi, 
1PE.2.19	ko fii, si e nder miijitagol fii Alla, ontigi ŋaɲɲike tampere nde ontigi foddaa, ɗun ko huunde moƴƴere. 
1PE.2.20	Ko hongal e teddungal marɗon, si on muɲɲike tampere sabu waɗugol junuubu? Kono si on muɲɲike tampere sabu waɗugol ko moƴƴi, ɗun ko huunde moƴƴere yeeso Alla. 
