MAT.1.1	Leꞌe naŋ titinge loumwah tikin Jisas Krais. Loumwah kin kiŋ Dewit hindi Abraham.
PHP.2.16	Taꞌe luku pe, yip pa yini lenge wusyep ŋaiye Got tatame ka ungwis lenge ka yurp nye nyermbe. Ŋaiye pa yende tuꞌe luku pe, ŋam se ma hriphrip me yip dindiꞌ ŋup tikin Krais ŋaiye ka ot. Luku ka sasambe nange wah nihe ŋam yukur nal luh paka pakaiye. 
PHP.2.17	Ŋaiye lenge Rom ka pumbe ma mule no, wim ŋam ka turuꞌ e tus pe, ka tuꞌe ŋaiye lenge pris yuruꞌe pinip wain ŋupe ŋaiye tinge yende ofa yalme Got, topoꞌe ŋoihmbwaip yip ŋaiye teŋeime Krais bongol, ki taꞌe ŋaiye ofa yip yende yalme Got, kom ma hriphrip topoꞌme yip. 
PHP.2.18	Taꞌe luku pe, ŋai uku ŋaiye ka ot pe, prepwan ŋaiye pa ŋoihmbwaip mane. Pa hriphrip topoꞌme ŋam.
PHP.2.19	Ŋaiye ŋasande tikin Lahmborenge Jisas pe, sehei woh ma member Timoti ka otme yip. Taꞌe luku pe, ŋupe ŋaiye ka plihe enge wusyep ote ini ŋam me yarp yip pe, luku ka ende bongolme ŋam. 
PHP.2.20	Yukur miyeꞌ ende ŋoihginirme yip, topoꞌe ŋende nihararme yip taꞌe Timoti. 
PHP.2.21	Lenge mitiŋ lalme tinge ŋoiheryembe ŋaiye ka yende ŋaiꞌe ŋaiꞌe tititinge ilyeh ilyeh tongonose, kut yukur tinge ŋoiheryembe ŋaimune ŋaiye Jisas Krais ŋasande. 
PHP.2.22	Topoꞌe yip lalme si sisyeme wah bwore ŋaiye Timoti ŋende nungwisme ŋam ŋaiye ŋam malaŋatme wusyep bwore mise. Bwore mise, kin nungwisme ŋam taꞌe ŋaiye talah nungwisme yai kin. 
PHP.2.23	Ŋam de ma member kin ka ot me yip hihwaiye, ŋupe ŋaiye ma musyunde ŋaimune ŋaiye lenge miyeꞌ embep Rom ka yende me ŋam. 
PHP.2.24	Topoꞌe ŋoihmbwaip ŋam teŋeime Lahmborenge bongol pe, ka se ende ŋahwikin ŋaiye ma muta metekeꞌ yip hihwaiye.
PHP.2.25	Ŋam da member Epafroditus ka plihe elme yip. Kin toꞌ poi, topoꞌe wah ilyeh poi, topoꞌe miyeꞌ yaŋam ŋam ŋaiye poi hindi mende wah taꞌe miyeꞌ wondoh tikin Got. Pe yip yember kin nat ŋaiye ka ungwisme ŋam. 
PHP.2.26	Kin ŋasande tikin ŋaiye ka etekeꞌe yip lalme, topoꞌe kin garnge ŋaiye pa yusyunde nange kin ŋende wahriꞌ epwa. 
PHP.2.27	Kin ŋende wahriꞌ epwa ŋembere pe, sehei kin de ka ole, kom Got ŋoihginirme kin pe, kin nungwisme kin. Taꞌe luku pe, ŋam hriphrip. Detale, yukur kin plihe pwale ŋoihmbwaip mane nanah hlaꞌ. 
PHP.2.28	Taꞌe pe, ŋam masande tikin ŋaiye ma member kin ka ot me yip no, yip pa plihe hriphrip ŋupe ŋaiye pa yetekeꞌe kin. Pe ŋoihmbwaip mane ŋam ka huhwai. 
PHP.2.29	Pa hriphrip yambaꞌe kin tuꞌe toꞌ yip, detale, ŋoihmbwaip yip lalme teŋeime Lahmborenge. Pa yahraꞌe naŋ lenge mitiŋ ŋaiye ŋahilyeh taꞌe Epafroditus. 
PHP.2.30	Detale, sehei kin de ka ole e oto wah tikin Krais, ŋupe ŋaiye kin nungwisme ŋam ŋaiꞌe ŋaiꞌe, ŋaiye yip yukur tatame pa yende. Detale, yip yarp wohe.
PHP.3.1	Lenge toꞌ tatai ŋam, wusyep ŋam da miꞌe nom, ŋam da mininge tuꞌe leꞌe, pa yurp hriphrip me Lahmborenge. Ŋam yukur gwarnge ŋaiye ma plihe mininge wusyep eꞌe kom ŋam sisyeme nange wusyep eꞌe se ka ungwisme yip enge yip tupwaihme, ŋaimune ŋaiye ka ende yumbune bilip yip. 
PHP.3.2	Ŋoihme lenge lahmende ŋaiye tinge yende ŋaiꞌe ŋaiꞌe tetehei pupwa. Tinge taꞌe ŋumbwat telpei. Lenge miyeꞌ uku tinge yisande ŋaiye pa yotombo wahriꞌ hiꞌ tuꞌe lenge Juta no, pa yurp bwore bwarme ŋaiye Got ka ambaꞌe yip. 
PHP.3.3	Yaŋah ŋaiye yotombo wahriꞌ pe, yukur ka ende poi ya tuhur tuꞌe talah tikin Got, pakai. Yohe Yirise tikin Got ŋende poi mahraꞌe naŋ tikin Got, topoꞌe poi hriphrip ŋaiye Krais Jisas kin ŋende poi tahar talah tikin Got. Taꞌe luku pe, yaŋah ŋaiye yotombo wahriꞌ si miꞌe ko. Prepwan ŋaiye ya maŋaꞌe ŋoihmbwaip poi mil me ŋaiꞌe ŋaiꞌe tetehei tikin wahriꞌ wicherꞌ. 
PHP.3.4	Yusyunde! Ŋaiye ŋaiꞌe ŋaiꞌe tikin wahriꞌ wicherꞌ ŋaiye ki tatame ka ungwisme poi pe, ŋam tatame ma murp bwore pe, ŋam mengelyembe lenge miyeꞌ ŋaiye hriphrip me ŋaiꞌe ŋaiꞌe ŋaiye tinge yende me wahriꞌ tinge. 
PHP.3.5	Ŋupe ŋaiye ŋam sande ende supule pe, tinge yotombo wahriꞌ ŋam. Ŋam miyeꞌ Israel, topoꞌe ŋam bamtihei tikin Benjamin. Ŋam Hibru, topoꞌe lenge yai mam ŋam tinge Hibru. Nye nyermbe ŋam gwande wusyep erŋeme tikin Moses. Detale, somohon ŋam Farisi ende. 
PHP.3.6	Ŋam mende wah nihe ŋaiye lenge miyeꞌ tuweinge lalme ka junde wusyep erŋeme pe, luku ŋam mende yumbune lenge miyeꞌ tuweinge ŋaiye ŋoihmbwaip tinge teŋeime Jisas. Ŋaiye lenge miyeꞌ tuweinge ka ŋoihyeryembe wusyep erŋeme tikin Moses no, ka yiyarꞌe ŋaimune ŋaiye ŋam mende pe, luku ŋam yukur mende pupwa, pakai.
PHP.3.7	Somohonme ŋam ŋoiheryembe nange yaŋah ŋaiye ŋam mende gwande wusyep erŋeme ki bwore supule. Pe ŋam mengelyembe lenge mitiŋ syeꞌ. Kom tukwini ŋam si sisyeme Krais pe, yaŋah somohonme luku ŋaiye ŋam mende pe, ki pupwa me ŋembep ŋam. 
PHP.3.8	Ŋam ma tongorꞌ mal Krais pe, ŋam masme ŋaiꞌe ŋaiꞌe lalme tikin kekep eꞌe. Ŋam ŋoiheryembe ki pupwa yehe supule. Detale, ŋam mala tongorꞌ mil Krais pe, ma murp tuwihme kin. 
PHP.3.9	Tukwini ŋam tikin Krais pe, ŋaiꞌe ŋaiꞌe luku yukur kin nat gande ŋaiye ŋam gwande wusyep erŋeme, pakai. Kin nat gande ŋoihmbwaip ŋam ŋaiye teŋeime Krais. Taꞌe luku pe, Got galme ŋam miyeꞌ bwore bwarme. 
PHP.3.10	Ŋam de ma sisyeme Krais, topoꞌe bongol kin ŋaiye kin nule no, kin plihe tahar. Ŋam de ma motop Krais mambaꞌe nihe syohe, topoꞌe mule tuꞌe ŋaiye kin nule. 
PHP.3.11	Ŋaiye ŋoihmbwaip ŋam ka si me ŋaiꞌe ŋaiꞌe luku pe, ŋam ŋoiheryembe nange ŋaiye ma mule pe, Got ka plihe ahraꞌe ŋam.
PHP.3.12	Ŋam yukur ŋoiheryembe nange ŋam si bwore taꞌe Krais no, ŋam miyeꞌ bwore bwarme, pakai. Nye nyermbe ŋam mende wah nihe ŋaiye ma gunde nasande tikin Krais. Tehei kin taꞌe leꞌe, Krais Jisas kin nalaŋatme ŋam ŋaiye ŋam kitikin. 
PHP.3.13	Ŋam ŋoihmeryembe nange ŋam yukur bwore bwarme taꞌe Krais. Kom ki ŋahilyeh taꞌe miyeꞌ ŋaiye gertetenge susungurh pe, yukur ka se plihe bep tekeme, pakai. Kut kin ŋembep dilndil sai yaŋah ŋaiye kin gertetenge na gere wutuꞌ kin no, ka se ambaꞌe yitini. Ki ŋahilyeh taꞌe ŋaiye ŋam yukur ŋoihmeryembe ŋaimune ŋaiye somohon ŋam mende. 
PHP.3.14	Taꞌe luku pe, ŋam mende wah nihe ŋaiye ma gwertetenge marnge mil gwere wutuꞌ kin no, ma mambaꞌe yitini. Got si galme ŋam ŋaiye ma murp motop kin munuh moihlaꞌ. Detale, ŋam tikin Krais. 
PHP.3.15	Poi lahmende ŋaiye ŋoihmbwaip poi teŋei bongol me Krais pe, ya ŋoihmeryembe gunde yaŋah ilyeh uku. Ŋaiye yip syeꞌ pa junde yaŋah ŋoinde pe, Got ka asamb yip pe, ka tus halhale. 
PHP.3.16	Kom poi ya murp mende ŋaiꞌe ŋaiꞌe bwore bwore ŋaiye somohon poi mende pe, ya murpe gare ŋaiye ya mende menge mil mil.
PHP.3.18	Detale, somohon ŋam si mana yip ni wula wula, kom tukwini ŋam mana yip topoꞌe ŋembep pinip ŋam. Lenge mitiŋ wula wula tinge jande yaŋah ŋaiye yende wachaihme wah ŋaiye Krais ŋende no, kin nule nanah loutungwarmbe. 
PHP.3.19	Tinge ka yil hel. Detale, tinge jande ŋaimune ŋaiye wahriꞌ tinge ŋasande nange ka yende pe, luku ki taꞌe got tinge kuli. Tinge ŋoihyeryembe ŋaiye ka yende ŋaiꞌe ŋaiꞌe pupwa lalme luku ŋaiye tikin kekep eꞌe, topoꞌe tinge hriphrip ŋaiye ka yende ŋaiꞌe ŋaiꞌe luku no, tinge yukur ka hiꞌe. 
PHP.3.20	Kom poi lenge miyeꞌ tuweinge tikin Got pe, pakai. Poi lalme miyeꞌ tuweinge tikin moihlaꞌ. Poi marp meseperhme Lahmborenge Jisas Krais ŋaiye ka osme moihlaꞌ ote guh no, ka ambaꞌ poi enge e unuh. 
PHP.3.21	Tehei kin taꞌe leꞌe, ŋaiꞌe ŋaiꞌe lalme ka yurp tuwihme kin ilyeh. Bongol ŋembere kin ŋaiye ka ende ŋaiꞌe ŋaiꞌe lalme ka si tuwihme kin pe, ka bunjenge wahriꞌ poi ŋaiye mambaꞌe nihe syohe el tuꞌe wahriꞌ kitikin ŋaiye yirise supule.
PHP.4.1	Lenge toꞌ tatai ŋam, ŋam mende nihararme yip, topoꞌe ŋam masande ma metekeꞌe yip, topoꞌe ŋam mahraꞌe naŋ yip. Yip pasam yip tip ŋaiye yip bwore miꞌ supule pe, luku ki yitini bwore ŋaiye wah nihe ŋaiye ŋam mende me yip. Pa jin bongole junde Lahmborenge tuꞌe ŋaiye ŋam si mana yip. 
PHP.4.2	Ŋam mana yip hindi Yuodia topoꞌe Sintike ŋaiye pa hindi yusme tuhwar no, pa hindi ŋoihmbwaip ilyeh. Detale, yip tikin Lahmborenge. 
PHP.4.3	O nin Sisigus, wahilyeh ŋam, ŋam misilih nin, tatame ŋaiye na ungwis lenge tuweinge hoi uku no, ka hindi ŋoihmbwaip ilyeh. Detale, tinge hindi jan bongol yotop ŋam ŋaiye poi lalme malaŋatme wusyep mise. Klemen ŋotop lenge wahilyeh ŋam syeꞌ, tinge topoꞌe yende wah yotop poi. Naŋ tinge si ŋanar nato tup laip. 
PHP.4.4	Nye nyermbe yip pa lalme hriphrip me Lahmborenge. Ma plihe mininge na, yip lalme pa hriphrip! 
PHP.4.5	Pa syumbe yurp ŋumwaiye yisambe yip yil lenge mitiŋ lalme no, ka yetekeꞌe yarp bwore yip uku. Ŋoiheryembe, Lahmborenge sehei ka ot. 
PHP.4.6	Prepwan ŋaiye pa ŋoihyeryembe wula wula. Kut yininge wusyep yisilihme Got ŋaiye ka ungwisme yip ŋaimune ŋaiye yip seheiꞌe. Ŋupe ŋaiye pa yisilihme Got me ŋainde pe, yukur pa ŋoihsipe ŋaiye pa yininge wusyep yirisukwarme kin me ŋaiꞌe ŋaiꞌe lalme ŋaiye kin yal yip. 
PHP.4.7	Ŋaiye pa yende tuꞌe luku pe, Got ka ende ŋoihmbwaip yip ka si ŋumwaiye pe, ŋoihmbwaip ŋumwaiye kin nengelyembe ŋoiheryembe yip. Ŋoihmbwaip ŋumwaiye kin ka bepeteme ŋoihmbwaip yip, topoꞌe ŋoiheryembe yip, ŋupe ŋaiye pa tongorꞌ yil Krais Jisas.
PHP.4.8	Taꞌe luku pe, ŋam mala mininge wusyep yuwo ŋam syeꞌ milme yip. Lenge toꞌ tatai ŋam, nye nyermbe pa ŋoiheryembe wula wula me ŋaimune ŋaiye ki bwore mise, topoꞌe pa yende ŋaiꞌe ŋaiꞌe bwore ŋaiye yahraꞌe naŋ tikin Got. Ŋaiꞌe ŋaiꞌe luku pe, ki bwore bwarme. Pa ŋoiheryembe ŋaimune ŋaiye bwore prihe, topoꞌe bwore yilihe, topoꞌe miꞌ supule. Pa junde yaŋah ŋaiye lenge miyeꞌ tuweinge sisyeme nange luku ki ŋembere nal ŋembep tikin Got. 
PHP.4.9	Taꞌe luku pe, yende junde ŋaimune ŋaiye ŋam si mana yip, topoꞌe ŋam si yal yip. Pa yende junde wusyep ŋaiye ŋam si mana yip, topoꞌe yende junde ŋaimune ŋaiye yip si yetekeꞌe ŋam mende. Taꞌe luku pe, Got tikin ŋoihmbwaip ŋumwaiye ka orp topoꞌme yip.
PHP.4.10	Ŋam mahraꞌe naŋ Lahmborenge pe, ŋam hriphrip ŋaiye yip pasam ŋam nange yip pa plihe yungwisme ŋam. Nye nyermbe yip ŋoihyeryembe ŋam, kom tukwini yip si yahaiꞌe ŋahwikin ŋaiye pa yungwis ŋam ŋai topoꞌe wuhyau. 
PHP.4.11	Wusyep ŋaiye ŋam manange leꞌe pe, ŋam yukur manange wusyep bongol nange ŋam seheiꞌe ŋainde, pakai. Ŋam si sisyeme yaŋah ŋaiye ma murp ŋumwaiye, topoꞌme ŋaimune ŋaiye ŋam si tatame. 
PHP.4.12	Ŋupe ŋaiye ŋam marp ŋaipwa ŋiꞌ, lakai ŋam tatame ŋaiꞌe ŋaiꞌe pe, ŋam syumbe marp ŋumwaiye. Ŋam si sisyeme yaŋah ŋaiye ma murp ŋumwaiye ŋupe ŋaiye ŋam tatame ŋai ŋaiye ma mono, lakai nimbot pwambe. Topoꞌe ŋaiye ŋam tatame ŋaiꞌe ŋaiꞌe wula wula, lakai ŋam seheiꞌe e ŋaiꞌe ŋaiꞌe. Ŋaiꞌe ŋaiꞌe tetehei lalme luku ki tatame ŋaiye ka otme ŋam, kom ŋam syumbe marp topoꞌe ŋoihmbwaip ŋumwaiye. 
PHP.4.13	Krais si pwale bongol ŋaiye ma murp bwore ŋumwaiye, ŋupe ŋaiye ŋup bwore, lakai ŋup pupwa ŋaiye ka ot me ŋam. 
PHP.4.14	Kom ki bwore supule ŋaiye yip yungwisme ŋam ŋupe ŋaiye ŋam sehei me wuhyau topoꞌe ŋai.
PHP.4.15	Yip lenge miyeꞌ tuweinge ŋaiye yarp Filipai, yip si sisyeme somohon ŋendeheiyeh ŋaiye ŋam manange malaŋatme wusyep mise gwan iki. Ŋupe ŋaiye ŋam masme provins Masedonia pe, yip sios ilyeh iki, yip yungwis ŋam wuhyau. 
PHP.4.16	Topoꞌe ŋupe ŋaiye ŋam marp moi embere Tesalonaika pe, yip plihe yungwis ŋam wuhyau, topoꞌe ŋaiꞌe ŋaiꞌe ni hoi. 
PHP.4.17	Bwore kin ki taꞌe leꞌe, ŋam yukur misilih yip ŋaiye pa pule ŋaiꞌe ŋaiꞌe, pakai. Kom ŋam masande ŋaiye pa yambaꞌe ŋoihmbwaip bwore ŋaiye pa yiyarꞌe ŋaiꞌe ŋaiꞌe pe, Got ka yul yip yitini bwore. 
PHP.4.18	Taꞌe luku pe, tukwini ŋam tatame ŋaiꞌe ŋaiꞌe wula wula sekete. Epafroditus nenge ŋaiꞌe ŋaiꞌe ŋam ŋaiye yip yaŋaꞌe pe, kin nenge natme ŋam. Pe ki taꞌe ofa ŋaiye naihe sengehrepe miꞌ supule nalme Got. Got se ka ambaꞌe ofa luku pe, ka hriphrip. 
PHP.4.19	Got ŋam pe, ki nalaŋatme ŋaiꞌe ŋaiꞌe bwore bwore me poi, miyeꞌ tuweinge tikin Krais Jisas. Taꞌe luku pe, kin se ka ikil unuh hlaꞌ me ŋaimune ŋaiye poi seheiꞌe. 
PHP.4.20	Ya mahraꞌe mirisukwarme Got Yai poi nyermbe nyermbe! Bwore mise.
PHP.4.21	Ŋam member ŋau bwore malme yip lenge miyeꞌ tuweinge ilyeh ilyeh tikin Krais. Lenge toꞌ tatai syeꞌ ŋaiye yotop ŋam yarp eꞌe, tinge topoꞌe yember ŋau bwore tinge yalme yip. 
PHP.4.22	Lenge miyeꞌ tuweinge tikin Got ŋaiye yarp eꞌe yember ŋau bwore tinge yalme yip. Topoꞌe lenge Kristen miyeꞌ tuweinge ŋaiye yende wah yarp yokoh Sisa plihe yember ŋau bwore yalme yip. 
PHP.4.23	Ŋoihmbwaip ŋumwaiye tikin Lahmborenge Jisas Krais ka si topoꞌme yip lalme.
COL.1.1+COL.1.2	Got si nalaŋatme ŋam, ŋaiye ŋam si tahar aposel tikin Jisas Krais. Ŋam topoꞌe toꞌ poi Timoti member tup eꞌe malme yip lenge Kristen miyeꞌ tuweinge Kolosi ŋaiye yarp holi bwore mise supule. Poi misilihme Yai Got poi ŋaiye ka ember ŋoihmbwaip ŋumwaiye topoꞌe ŋoih miꞌmiꞌ kin otme yip.
COL.1.3	Ŋupe ŋaiye poi manange wusyep topoꞌe Got pe, nye nyermbe poi ŋoihmeryembe yip ŋaiye manange wusyep hriphrip malme Got ŋaiye Yai tikin Lahmborenge poi Jisas Krais. 
COL.1.4	Detale, poi si masande ŋaiye ŋoihmbwaip yip teŋeime Jisas Krais, topoꞌe ŋoih miꞌmiꞌ yip ŋaiye yende niharar lenge miyeꞌ tuweinge tikin Got. 
COL.1.5	Ŋendeheiyeh ŋaiye wusyep bwore mise tikin Got natme yip pe, yip yarp yeseperhme ŋaimune bwore tikin Got ŋaiye kin si nupwaiꞌe sai nanah moihlaꞌ ŋaiye ka yul yip. 
COL.1.6	Wusyep tikin Got ŋende wah nato ŋoihmbwaip lenge miyeꞌ tuweinge pe, kin nalꞌe nalꞌe moiye moiye kekep lalme. Ŋahwikin ilyeh uku ŋaiye ki ŋende gah bumbe yip ŋaiye ŋendeheiyeh yip yisande yetekeꞌe wusyep bwore mise luku. Ki nasambe ŋoih miꞌmiꞌ embere tikin Got nal lenge miyeꞌ tuweinge ŋaiye yende hwap. 
COL.1.7	Yip si yambaꞌe wusyep bwore mise tikin Got natme Epafras. Kin ŋimei bwore poi, topoꞌe miyeꞌ wah bwore bwarme tikin Krais. Pe kin ŋende wah tikin Krais ŋaiye ka ungwisme yip. 
COL.1.8	Kin si ŋana poi me ŋoihmbwaip ŋaiye ŋende nihararme lenge miyeꞌ tuweinge ŋaiye Yohe Yirise si yal yip.
COL.1.9	Taꞌe luku pe, ŋendeheiyeh ŋaiye poi masande wusyep me yip pe, poi mende wah misilihme Yai me yip. Topoꞌe poi misilihme Got ŋaiye ka yul yip sande tekeꞌe embere no, pa sisyeme ŋaimune ŋaiye ka ende oto laip yip gunde ŋasande kitikin, topoꞌe poi misilihme kin ŋaiye pa sisyeme ŋoihmbwaip tikin Yohe Yirise bworerme. 
COL.1.10	Miꞌe pe, yip pa yurp junde ŋaiye Lahmborenge ŋasande no, nye nyermbe laip yip ka ahraꞌe naŋ tikin Lahmborenge. Pe nye nyermbe yip pa yende ŋaiꞌe ŋaiꞌe bwore bwore yil lenge mitiŋ, topoꞌe sande tekeꞌe tikin Got ka tuhur ŋembere oto yip enge el el. 
COL.1.11	Topoꞌe poi misilihme ŋaiye ka yul yip bongol kitikin ŋaiye pa jin bongole, ŋupe ŋaiye pa yambaꞌe hwap pe, ka ende yip pa yurp ŋumwaiye, topoꞌe pa hriphrip.
COL.1.12	Topoꞌe pa yininge wusyep hriphrip yilme Yai. Detale, kin ŋende yip tatame ŋaiye pa yambaꞌe yitini yiptip ŋaiye Got si nupwaiꞌe wusyep topoꞌe lenge Kristen miyeꞌ tuweinge lalme, ŋaiye ka yul yip lalme e oto moi yirise. 
COL.1.13	Kin si nambaꞌe poi nenge tupwaihme bongol tikin Satan ŋaiye yepelmbe pe, kin nenge poi nato lemame Talah kitikin ŋaiye kin ŋende nihararme. 
COL.1.14	Kin miyeꞌ ŋaiye ŋende poi marp hlaininge, topoꞌe kin ŋoihsipe hwap poi.
COL.1.15	Lenge miyeꞌ tuweinge yukur tatame ŋaiye ka yetekeꞌe Got,
COL.1.15	kut tinge tatame ka yetekeꞌ Krais.
COL.1.15	Kin ŋahilyeh taꞌe Got, topoꞌe talah miyeꞌ ŋendehei Got
COL.1.15	ŋaiye somohonme kin narp yerme ŋaiꞌe ŋaiꞌe ŋaiye Got ŋende.
COL.1.16	Nato Krais ti, Got ŋende ŋaiꞌe ŋaiꞌe lalme
COL.1.16	ŋaiye sai nanah moihlaꞌ, topoꞌe nate gah kekep.
COL.1.16	Ŋaimune ŋaiye poi menge ŋembep poi metekeꞌe,
COL.1.16	topoꞌe ŋaimune ŋaiye yukur tatame ya metekeꞌe.
COL.1.16	Ŋaiꞌe ŋaiꞌe luku taꞌe walip hlaꞌ bongol, topoꞌe yipihinge bongol,
COL.1.16	topoꞌe ŋaiꞌe ŋaiꞌe lalme ŋaiye bongol supule.
COL.1.16	Kin nangange bongol nal lenge miyeꞌ syeꞌ
COL.1.16	ŋaiye ka bepteme lenge mitiŋ lalme.
COL.1.16	Got ŋende ŋaiꞌe ŋaiꞌe lalme luku nato Krais pe,
COL.1.16	ŋaiꞌe ŋaiꞌe lalme luku tikin Krais.
COL.1.17	Krais si narp yer ti, ŋaiꞌe ŋaiꞌe lalme nate sai.
COL.1.17	Pe kin ŋende ŋaiꞌe ŋaiꞌe lalme luku sai luh tititinge tongonose.
COL.1.18	Kin Talah miyeꞌ endehei, ŋaiye tahar nasme nule.
COL.1.18	Taꞌe luku pe, kin ka orp miyeꞌ ondoh me ŋaiꞌe ŋaiꞌe lalme.
COL.1.19	Got ŋasande ŋaiye bongol embere
COL.1.19	topoꞌe ŋoihmbwaip bwore bwore kitikin ka ote guhunuhme
COL.1.19	Talah kitikin pe, ka ŋahilyeh tuꞌe Got.
COL.1.20	ŋaiye sai kekep, topoꞌe nanah moihlaꞌ ote guhilyeh
COL.1.20	ŋaiye ka lalme yahraꞌe ŋoihmbwaip ilyeh.
COL.1.20	Wim tikin Jisas turuꞌ nase loutungwarmbe gah pe,
COL.1.20	Got kin ŋonombe ŋinise yaŋah
COL.1.20	ŋaiye ya mende wachaih mile mut me potopoi topoꞌe Got.
COL.1.21	Somohon yip yende hwap pupwa yehe supule pe, yip yende wachaihme Got, topoꞌe yip yarp wohme kin. 
COL.1.22	Kom tukwini Talah esep kin ilyeh uku ŋaiye si nule nal loutungwarmbe pe, Got ŋende yip taꞌe ŋimei kin. Kin ŋende taꞌe luku no, kin nenge yip nate sehei me kin ŋaiye pa yurp bwore bwarme miꞌ supule, topoꞌe ŋaiye ŋembep kin pe, yip hwap pakai supule. 
COL.1.23	Yip pa yurpe ŋoiheryembe mise yip uku bongol pe, pa jin bongole tuꞌe tumwange miyeꞌ. O ŋainde pupwa ŋaiye ka ota ondolꞌme yip pe, yukur pa yusme ŋoiheryembe mise yip ŋaiye yip si yisande wusyep bwore mise luku, na pakai. Tinge yanange yalaŋatme wusyep bwore mise ilyeh uku yalme lenge miyeꞌ tuweinge lalme ŋaiye yarp kekep pe, Got si nalaŋatme ŋam Pol ŋaiye ma mininge malaŋatme wusyep uku.
COL.1.24	Tukwini ŋam hriphrip ŋaiye ma mikirh mande mungwisme yip. Detale, ŋam da mungwisme sios tikin Krais ŋaiye wahriꞌ kin. Nihe syohe ŋaiye Krais nambaꞌe nungwisme sios pe, yukur ki miꞌe. Taꞌe luku pe, nihe syohe ŋaiye ŋam mambaꞌ me wahriꞌ ŋam pe, ŋam da mambaꞌe tutume syohe ŋaiye Krais nambaꞌe. 
COL.1.25	Taꞌe luku pe, Got si nalaŋatme ŋam ŋaiye ma murp tuꞌe miyeꞌ wah yip lenge miyeꞌ tuweinge ŋaiye ŋoihmbwaip teŋeime Jisas pe, ma mungwisme yip. Wah uku ki sai me ŋam, ŋaiye ma mininge malaŋatme wusyep mise lalme tikin Got. 
COL.1.26	O somoho somohonme nenge nat pe, Got ŋinise wusyep uku sai tasme lenge miyeꞌ tuweinge lalme, kom tukwini Got si nember wusyep uku nate tas halhale nal lenge miyeꞌ tuweinge kitikin. 
COL.1.27	Got ŋoiheryembe ŋaiye ka asambe wusyep tase luku otme poi lenge miyeꞌ tuweinge kitikin, ŋaiye ya sisyeme. Wusyep tase luku ki bwore miꞌ supule tatame ŋaiye ka ungwisme lenge mitiŋ lalme. Wusyep tase luku ki taꞌe leꞌe, Krais kin narp nato yip. Pe luku ki taꞌe leꞌe, yip pa yambaꞌe yirise bwore bwore tikin Got. 
COL.1.28	Taꞌe luku pe, poi manange malaŋatme wusyep mise tikin Krais mal lenge mitiŋ lalme. Poi manange masamb lenge wusyep, topoꞌe wusyep erŋem lenge gwande sande tekeꞌe, topoꞌe ŋoihmbwaip bwore tikin Got ŋaiye ya menge lenge milme Got pe, ka yurp tuꞌe miyeꞌ tuweinge tikin Krais ŋaiye si tahar bworenge. 
COL.1.29	Taꞌe luku pe, ŋam mende wah nihe supule topoꞌe bongol embere ŋaiye Krais si pwale.
COL.2.1	Ŋam de ma mini yip yaŋah, ŋaiye ŋam mende wah nihme yip, topoꞌe lenge miyeꞌ tuweinge ŋaiye yarp moi embere Laodisia, topoꞌe lenge lahmende miyeꞌ tuweinge, ŋaiye yukur sisyeme ŋam bworerme. 
COL.2.2	Ŋam mende bongolme ŋoihmbwaip yip no, pa yende niharar lenge mitiŋ tuꞌe ŋimei yip no, pa yurp ilyeh. Topoꞌe pa yambaꞌe gondoume wusyep tase tikin Got. Pe Krais kitikin wusyep tase luku. 
COL.2.3	Kin lousikan ŋaiye kumbur kohmap me sande tekeꞌe, topoꞌe ŋoihmbwaip bwore bwore lalme tikin Got ŋaiye tase ŋanar. 
COL.2.4	Ŋam mana yip! Ŋam gwarnge ŋaiye lenge miyeꞌ syeꞌ ka yuta homboꞌe yaŋaih yip me wusyep syeꞌ ŋaiye yip yisande nange luku ki bwore mise, na pakai. 
COL.2.5	Tukwini leꞌe ŋam yukur marp topoꞌe yip, kom nato ŋoihmbwaip ŋam pe, ŋam ŋoihmeryembe yip, topoꞌe ŋam hriphrip ŋaiye yip jan ilyeh yende wah bongol ŋaiye ŋoihmbwaip yip teŋeime Krais.
COL.2.6	Yip si yambaꞌe Krais Jisas taꞌe ŋaiye Lahmborenge yip pe, pa yurp tongorꞌ yil kin. 
COL.2.7	Pa yurp bongole tongorꞌ yil kin tuꞌe lou, ŋaiye gere nase kekep anah, topoꞌe yarp yip pe, ŋoiheryembe mise yip ka teŋeime kin. Pa jin bongole junde yaŋah mise, ŋaiye poi masamb yip. Pe pa yininge wusyep hriphrip wula wula yilme Got. 
COL.2.8	Ŋoihme ŋaiye miyeꞌ ende se ka ota homboꞌe alaŋatme wusyep homboꞌe ŋaiye sande tekeꞌe topoꞌe ŋoihmbwaip tikin miyeꞌ ot elme yip, ŋaiye ka ende yip pa junde kin. Wusyep uku kin natme lenge mwan kaꞌ, topoꞌe lenge yipihinge pupwa ŋaiye bepteme kekep lalme. Yukur kin natme Krais. 
COL.2.9	Nato Krais pe, Got gahanahme wahriꞌ tikin miyeꞌ pe, ki paparar supulme Got. 
COL.2.10	Topoꞌe yip yarp tongorꞌ yal Krais pe, Got ki yal yip laip ŋaiye yip paparar supulme laip tikin Got. Kin miyeꞌ ondoh me lenge miyeꞌ ondoh lalme ŋaiye tikin kekep eꞌe. 
