GEN.1.1	IN die 
REV.3.18	Ek raai jou aan 
REV.3.20	Kyk, Ek staan by die deur en 
REV.3.21	Aan hom wat oorwin, sal Ek gee 
REV.3.22	Wie 'n oor het, laat hom hoor wat die Gees aan die gemeentes sê.
REV.4.1	NÁ hierdie dinge het ek gesien — kyk, 'n geopende deur in die hemel, en die eerste stem wat ek 
REV.4.2	En dadelik 
REV.4.3	En Hy wat daarop sit, het in sy voorkoms gelyk soos die steen 
REV.4.4	En rondom die troon was daar 
REV.4.5	En daar het 
REV.4.6	en voor die troon was daar 
REV.4.7	En 
REV.4.8	En die vier lewende wesens het elkeen vir homself 
REV.4.9	En elke keer as die lewende wesens heerlikheid en eer en danksegging gee aan Hom wat op die troon sit, wat tot in alle ewigheid lewe,
REV.4.10	val die vier-en-twintig ouderlinge neer voor Hom wat op die troon sit, en aanbid Hom wat tot in alle ewigheid lewe, en werp hulle krone voor die troon en sê:
REV.5.1	EN ek het in die regterhand van 
REV.5.2	En ek het 'n sterk engel gesien wat met 'n groot stem uitroep: Wie is waardig om die boek oop te maak en sy seëls te breek?
REV.5.3	En niemand in die hemel of op die aarde of onder die aarde kon die boek oopmaak of daarin kyk nie.
REV.5.4	En ek het baie geween, omdat daar niemand waardig bevind is om die boek oop te maak en te lees of daarin te kyk nie.
REV.5.6	En ek het gesien, en kyk, in die middel van die troon en die vier lewende wesens en in die midde van die ouderlinge staan daar 
REV.5.7	Hy het gekom en die boek geneem uit die regterhand van Hom wat op die troon sit;
REV.5.8	en toe Hy die boek neem, val 
REV.5.9	Toe sing hulle 'n nuwe lied en sê: U is waardig om die boek te neem en sy seëls oop te maak, want U is geslag en het 
REV.5.10	en 
REV.5.11	Toe sien ek, en ek hoor 'n stem van baie engele rondom die troon en van die lewende wesens en die ouderlinge; en hulle getal was 
REV.5.12	en met 'n groot stem het hulle gesê: 
REV.5.13	En elke skepsel wat in die hemel en op die aarde en onder die aarde en wat op die see is, en alles wat in hulle is, het ek hoor sê: Aan 
REV.5.14	En 
REV.6.1	EN 
REV.6.2	En ek het gesien, en kyk, daar was 'n 
REV.6.3	En toe Hy die tweede seël oopgemaak het, hoor ek die tweede lewende wese sê: Kom kyk!
REV.6.4	En 'n ander 
REV.6.5	En toe Hy die derde seël oopgemaak het, hoor ek die derde lewende wese sê: Kom kyk! En ek het gesien, en kyk, daar was 
REV.6.6	En ek het 'n stem tussen die vier lewende wesens hoor sê: 'n Rantsoen koring vir 'n penning en drie rantsoene gars vir 'n penning; en 
REV.6.7	En toe Hy die vierde seël oopgemaak het, hoor ek die stem van die vierde lewende wese sê: Kom kyk!
REV.6.8	En ek het gesien, en kyk, daar was 'n 
REV.6.9	En toe Hy die vyfde seël oopgemaak het, sien ek 
REV.6.10	En hulle het met 'n groot stem uitgeroep en gesê: Hoe lank, o heilige en waaragtige Heerser, 
REV.6.11	En aan elkeen van hulle is 
REV.6.12	En ek het gesien toe Hy die sesde seël oopgemaak het, en kyk, 
REV.6.13	en 
REV.6.14	en 
REV.6.15	en die konings van die aarde en die grotes en die rykes en die owerstes oor duisend en die magtiges en al die slawe en al die vrymense 
REV.6.17	want 
REV.7.1	EN ná hierdie dinge het ek vier engele op die vier hoeke van die aarde sien staan, en hulle het 
REV.7.2	En ek het 'n ander engel sien opkom van die opgang van die son, met die seël van 
REV.7.3	en gesê: 
REV.7.5	uit die stam van Juda twaalfduisend verseëldes; uit die stam van Ruben twaalfduisend verseëldes; uit die stam van Gad twaalfduisend verseëldes;
REV.7.6	uit die stam van Aser twaalfduisend verseëldes; uit die stam van Náftali twaalfduisend verseëldes; uit die stam van Manasse twaalfduisend verseëldes;
REV.7.7	uit die stam van Símeon twaalfduisend verseëldes; uit die stam van Levi twaalfduisend verseëldes; uit die stam van Íssaskar twaalfduisend verseëldes;
REV.7.8	uit die stam van Sébulon twaalfduisend verseëldes; uit die stam van Josef twaalfduisend verseëldes; uit die stam van Benjamin twaalfduisend verseëldes.
REV.7.9	NÁ hierdie dinge het ek gesien, en kyk, daar was 'n groot menigte wat niemand kon tel nie, 
REV.7.10	en hulle het met 'n groot stem geroep en gesê: 
REV.7.11	En al die engele het rondom die troon en die ouderlinge en die vier lewende wesens gestaan, en hulle het voor die troon op hulle aangesig neergeval en God aanbid
REV.7.12	en gesê: 
REV.7.13	Toe het een van die ouderlinge gespreek en vir my gesê: Hulle wat bekleed is met die wit klere, wie is hulle en waarvandaan het hulle gekom?
REV.7.14	En ek sê vir hom: My heer, u weet dit. En hy sê vir my: Dit is hulle wat uit die groot verdrukking kom, en hulle het 
REV.7.15	Daarom is hulle voor die troon van God en dien Hom dag en nag in sy tempel; en Hy wat op die troon sit, 
REV.7.17	want die Lam wat in die middel van die troon is, 
REV.8.1	EN toe Hy 
REV.8.2	En ek het die sewe engele gesien wat voor God staan, en sewe 
REV.8.3	En 'n ander engel het gekom en met 
REV.8.4	en die rook van die reukwerk het met die gebede van die heiliges uit die hand van die engel opgegaan voor God.
REV.8.5	En die engel het die wierookbak geneem en 
REV.8.6	En die sewe engele met die sewe basuine het hulle gereed gemaak om te blaas.
REV.8.7	En die eerste engel het geblaas, en daar het 
REV.8.8	En die tweede engel het geblaas, en iets soos 'n 
REV.8.9	en 'n derde van die lewende skepsele in die see het gesterwe, en 'n derde van die skepe het vergaan.
REV.8.10	En die derde engel het geblaas, en 
REV.8.11	En die naam van die ster word genoem 
REV.8.12	En die vierde engel het geblaas, en 'n derde van 
REV.8.13	En ek het gesien en gehoor 'n engel wat in die middel van die hemel vlieg, wat met 'n groot stem sê: 
REV.9.1	EN toe die vyfde engel blaas, sien ek 
REV.9.2	En hy het die put van die afgrond oopgemaak, en daar het rook opgekom uit die put soos rook van 'n groot oond, en die son en die lug is deur die rook van die put verduister.
REV.9.3	En uit die rook het daar 
REV.9.4	En aan hulle is gesê 
REV.9.5	En dit is aan hulle gegee, nie om hulle dood te maak nie, maar dat hulle vyf maande lank gepynig sou word; en hulle pyniging was soos die pyniging van 'n skerpioen wanneer hy 'n mens steek.
REV.9.6	En in dié dae 
REV.9.7	En 
REV.9.8	En hulle het hare gehad soos vrouehare, en 
REV.9.9	En hulle het borsharnasse gehad soos van yster, en die gedruis van hulle vlerke was 
REV.9.10	En hulle het sterte gehad soos 
REV.9.11	En hulle het 
REV.9.13	EN die sesde engel het geblaas, en ek het 'n stem gehoor uit 
REV.9.14	en dié het aan die sesde engel met die basuin gesê: Maak die vier engele los wat gebind is by 
REV.9.15	Toe is die vier engele losgemaak wat gereed gehou was vir die uur en dag en maand en jaar, om 'n derde van die mense dood te maak.
REV.9.16	En die getal van die leërs van perderuiters was 
REV.9.17	En só het ek in hierdie gesig die perde gesien en die wat op hulle sit, met vuurrooi en blou en swawelgeel borsharnasse. En die koppe van die perde was soos leeukoppe, en uit hulle bekke het 
REV.9.18	Deur hierdie drie 
REV.9.19	want hulle mag is in hulle bek en in hulle sterte; want hulle sterte is soos slange en het koppe, en daarmee rig hulle skade aan.
REV.9.20	En die orige mense wat deur hierdie plae nie gedood is nie, het hulle nie bekeer van 
REV.9.21	En hulle het hul nie bekeer van hul moorde en hul towerye en hul hoerery en hul diefstalle nie.
REV.10.1	EN ek het 'n ander sterk engel uit die hemel sien neerdaal, bekleed met 'n wolk, en 
REV.10.2	en in sy hand het hy 'n geopende boekie gehad, en hy het sy regtervoet op die see gesit en sy linkervoet op die land;
REV.10.3	en hy het met 'n groot stem uitgeroep soos 'n leeu wat brul, en toe hy uitgeroep het, het die sewe donderslae hulle stemme laat hoor.
REV.10.4	En toe die sewe donderslae hulle stemme laat hoor het, wou ek skrywe; maar ek het 'n stem uit die hemel vir my hoor sê: 
REV.10.5	En die engel wat ek op die see en op die land sien staan het, het 
REV.10.6	en hy het gesweer 
REV.10.7	maar in die dae van die stem van die sewende engel, wanneer hy met die basuin sal blaas, dan is die verborgenheid van God volbring, soos Hy die blye tyding verkondig het aan sy diensknegte, die profete.
REV.10.8	En die stem wat ek uit die hemel gehoor het, het weer tot my gespreek en gesê: Gaan, neem die geopende boekie in die hand van die engel wat op die see en op die land staan.
REV.10.9	En ek het na die engel gegaan en aan hom gesê: Gee my die boekie. Toe sê hy vir my: Neem en 
REV.10.10	Toe neem ek die boekie uit die hand van die engel en 
REV.10.11	En hy het vir my gesê: Jy moet weer profeteer oor baie volke en nasies en tale en konings.
REV.11.1	EN 
REV.11.2	Maar 
REV.11.3	En Ek sal aan my 
REV.11.4	Hulle is 
REV.11.5	En as iemand hulle wil beskadig, gaan daar 
REV.11.6	Hulle het mag 
REV.11.7	En wanneer hulle hul 
REV.11.8	en hulle lyke 
REV.11.9	En mense uit die volke en stamme en tale en nasies sal hulle lyke drie en 'n halwe dag lank sien en nie toelaat dat hulle lyke in die graf gelê word nie.
REV.11.10	Die bewoners van die aarde sal bly en verheug wees oor hulle en sal vir mekaar geskenke stuur, omdat 
REV.11.11	En ná die drie en 'n halwe dag het 'n 
REV.11.12	En hulle het 'n groot stem uit die hemel vir hulle hoor sê: Kom op hierheen! En hulle het opgevaar na die hemel 
REV.11.13	En in dié uur het daar 'n groot aardbewing gekom, en 
REV.11.15	EN 
REV.11.16	En 
REV.11.17	en gesê: Ons dank U, Here God, Almagtige, 
REV.11.18	En die nasies was vertoornd, en u 
REV.11.19	En 
REV.12.1	EN 'n groot teken het in die hemel verskyn: 'n vrou wat met die son bekleed was, en 
REV.12.2	en 
REV.12.3	En 'n ander teken het in die hemel verskyn, en daar was 'n groot vuurrooi 
REV.12.4	en sy stert het die derde van die sterre van die hemel meegesleep en 
REV.12.5	En sy het 'n manlike kind gebaar, 
REV.12.6	En die vrou het na die woestyn gevlug waar sy 'n plek het wat deur God gereed gemaak is, dat hulle haar daar sou onderhou 
REV.12.7	En daar het oorlog in die hemel gekom: 
REV.12.8	en hulle kon nie oorwin nie, en 
REV.12.9	En die groot draak 
REV.12.10	Toe hoor ek 'n groot stem in die hemel sê: Nou het die heil en die krag en 
REV.12.11	En 
REV.12.12	Daarom, wees verheug, o hemele en die wat daarin woon; 
REV.12.13	En toe die draak sien dat hy neergewerp is op die aarde, het hy 
REV.12.14	maar die twee vlerke van die groot arend is aan die vrou gegee, sodat sy na die woestyn, na haar plek, kon vlieg, waar sy uit die gesig van die slang onderhou word, 
REV.12.15	En die slang het uit sy bek water soos 'n rivier agter die vrou aan uitgegooi, om haar te laat wegvoer deur die rivier.
REV.12.16	En die aarde het die vrou te hulp gekom, en die aarde het sy mond oopgemaak en die rivier opgesluk, wat die draak uit sy bek uitgegooi het.
REV.12.17	En die draak was vertoornd op die vrou, en hy het weggegaan 
REV.12.18	EN ek het op die sand van die see gaan staan.
REV.13.1	EN ek het 
REV.13.2	En die dier wat ek gesien het, was 
REV.13.3	En ek het een van sy koppe gesien net of dit dodelik gewond was, en sy dodelike wond is genees. 
REV.13.4	En hulle het die draak aanbid wat die dier mag gegee het, en die dier aanbid en gesê: Wie is aan die dier gelyk? Wie kan teen hom oorlog voer?
REV.13.5	En 
REV.13.6	En hy het sy mond oopgemaak om te laster teen God, om sy Naam en sy tabernakel en die wat in die hemel woon, te laster.
REV.13.7	Dit is ook aan hom gegee om oorlog te voer teen die heiliges en hulle te oorwin, en aan hom is mag gegee oor elke stam en taal en nasie.
REV.13.8	En al die bewoners van die aarde sal hom aanbid, 
REV.13.11	EN 
REV.13.12	En hy oefen 
REV.13.14	En hy 
REV.13.15	En dit is hom gegee om 'n gees aan die dier se beeld te gee, sodat die dier se beeld ook sal praat en maak dat almal gedood word wat 
REV.13.16	En hy maak dat aan almal, klein en groot, en die rykes en die armes, en die vrymense en die slawe 'n 
REV.13.17	sodat niemand kan koop of verkoop nie, behalwe hy wat die merk of die naam van die dier of 
REV.13.18	Hier kom die wysheid te pas. Wie die verstand het, laat hom die getal van die dier bereken, want dit is 
REV.14.1	EN ek het gesien, en kyk, 
REV.14.2	En ek het 'n geluid uit die hemel gehoor 
REV.14.3	En hulle het 
REV.14.4	Dit is hulle wat hulself met vroue nie besoedel het nie, want 
REV.14.5	En 
REV.14.6	EN ek het 'n ander engel in die middel van die lug sien vlieg met 
REV.14.7	En hy het met 'n groot stem gesê: Vrees God en 
REV.14.8	En 'n ander engel het gevolg en gesê: Geval, geval het 
REV.14.9	En 'n derde engel het hulle gevolg en met 'n groot stem gesê: As iemand 
REV.14.11	En 
REV.14.13	En ek het 'n stem uit die hemel aan my hoor sê: 
REV.14.14	EN ek het gesien, en kyk, daar was 'n wit wolk en een 
REV.14.15	En 'n ander engel het 
REV.14.16	En Hy wat op die wolk sit, het sy sekel oor die aarde laat gaan, en die aarde is afgemaai.
REV.14.17	En 'n ander engel het 
REV.14.18	en 'n ander engel wat mag oor die vuur gehad het, het uit 
REV.14.19	En die engel het sy sekel oor die aarde laat gaan en die wingerdstok van die aarde afgeoes en dit gegooi in 
REV.14.20	En 
REV.15.1	EN ek het 
REV.15.2	En ek het gesien iets soos 
REV.15.3	En hulle het 
REV.15.5	En ná hierdie dinge het ek gesien, en kyk, 
REV.15.6	En 
REV.15.7	En een van 
REV.15.8	En 
REV.16.1	EN ek het 'n groot stem uit die tempel aan 
REV.16.2	Toe gaan die eerste een weg en gooi sy skaal 
REV.16.3	En die tweede engel het sy skaal 
REV.16.4	En die derde engel het sy skaal uitgegooi 
REV.16.5	En ek het die engel van die waters hoor sê: 
REV.16.6	want hulle het die bloed van 
REV.16.7	En 
REV.16.8	En die vierde engel het sy skaal 
REV.16.9	En die mense is geskroei met 'n groot hitte, en hulle het 
REV.16.10	En die vyfde engel het sy skaal uitgegooi op 
REV.16.11	en hulle 
REV.16.12	En die sesde engel het sy skaal uitgegooi 
REV.16.13	En ek het uit die bek van 
REV.16.14	Want dit is geeste van duiwels 
REV.16.15	Kyk, Ek kom 
REV.16.16	En 
REV.16.17	En die sewende engel het sy skaal uitgegooi in die lug, en 'n groot stem het 
REV.16.18	En daar het stemme gekom en donderslae en bliksemstrale, en daar het 'n groot aardbewing gekom 
REV.16.19	En 
REV.16.20	En 
REV.16.21	en 
REV.17.1	EN 
REV.17.3	En hy het my 
REV.17.4	En die vrou was bekleed met purper en skarlaken en versierd 
REV.17.5	en op haar voorhoof was 'n naam geskrywe: 
REV.17.6	En ek het 
REV.17.7	Toe sê die engel vir my: Waarom het jy jou verwonder? Ek sal jou 
REV.17.8	Die dier wat jy gesien het, was en is nie en 
REV.17.9	Hier 
REV.17.10	En hulle is sewe konings: vyf het geval en een is; die ander een het nog nie gekom nie; en wanneer hy kom, moet hy 'n kort tydjie bly.
REV.17.11	En die dier wat was en nie is nie, is self ook die agtste, en hy behoort by die sewe en gaan na die verderf.
REV.17.12	En 
REV.17.13	Hulle het een gesindheid en sal hulle krag en mag oorgee aan die dier.
REV.17.14	Hulle 
REV.17.15	En hy sê vir my: 
REV.17.16	En 
REV.17.17	Want God het dit in hulle harte gegee om sy bedoeling uit te voer en een bedoeling uit te voer, en 
REV.17.18	En die vrou wat jy gesien het, is 
REV.18.1	EN ná hierdie dinge het ek 
REV.18.2	En hy het met 'n groot stem kragtig uitgeroep en gesê: 
REV.18.3	omdat 
REV.18.4	En ek het 'n ander stem uit die hemel hoor sê: 
REV.18.8	daarom sal haar plae op een dag kom: dood en droefheid en honger; en 
REV.18.9	En 
REV.18.10	terwyl hulle ver weg staan uit vrees vir haar pyniging, en sê: 
REV.18.11	En 
REV.18.12	koopware van goud en silwer en edelgesteente en pêrels en fyn linne en purper en sy en skarlaken; en allerhande geurige hout en allerhande voorwerpe van ivoor en allerhande voorwerpe van die kosbaarste hout en van koper en yster en marmer
REV.18.13	en kaneel en reukwerk en salf en wierook en wyn en olyfolie en fynmeel en koring en grootvee en skape; en van perde en waens en slawe en 
REV.18.14	En die vrugte wat jou siel begeer, het van jou gewyk, en al die blinkende en die skitterende dinge het van jou gewyk, en jy sal dit nooit weer kry nie.
REV.18.15	Die handelaars in hierdie dinge, 
REV.18.16	en sê: Wee, wee die groot stad wat bekleed was met fyn linne en purper en skarlaken en versierd met goud en edelgesteente en pêrels, omdat in een uur soveel rykdom verwoes is!
REV.18.17	En elke 
REV.18.18	en het uitgeroep toe hulle die rook van haar verbranding sien, en gesê: 
REV.18.19	En 
REV.18.21	En een sterk engel 
REV.18.22	En 
REV.18.23	En die lig van 'n lamp sal nooit meer in jou skyn nie, en 
REV.18.24	En 
REV.19.1	EN ná hierdie dinge 
REV.19.2	Want 
REV.19.3	En vir die tweede maal het hulle gesê: Halleluja! En 
REV.19.4	En 
REV.19.5	En 'n stem het uit die troon uitgegaan en gesê: Prys onse God, al 
REV.19.6	En ek het iets gehoor soos 
REV.19.7	Laat ons bly wees en ons verheug en aan Hom die heerlikheid gee, want 
REV.19.8	En 
REV.19.9	Toe sê hy vir my: Skryf — 
REV.19.10	En 
REV.19.11	TOE het ek 
REV.19.12	En 
REV.19.13	En Hy was bekleed met 
REV.19.14	En die leërs in die hemel het Hom gevolg 
REV.19.15	En 
REV.19.16	En Hy dra op sy kleed en op sy heup die Naam wat geskrywe is: 
REV.19.17	En ek het een engel sien staan in die son; en hy het met 'n groot stem uitgeroep en vir al die voëls gesê wat in die middel van die lug vlieg: 
REV.19.19	En ek het 
REV.19.20	En die dier is gevange geneem, en saam met hom 
REV.19.21	En die ander is gedood met die swaard wat uit die mond gaan van 
REV.20.1	EN ek het 'n engel uit die hemel sien neerdaal, 
REV.20.2	En hy het 
REV.20.3	en hom in die afgrond gewerp en hom toegesluit en 
REV.20.4	En ek het 
REV.20.5	En die ander dode het nie herlewe totdat die duisend jaar voleindig was nie. Dit is 
REV.20.6	Salig en heilig is hy wat deel het aan die eerste opstanding; oor hulle het 
REV.20.7	EN wanneer die duisend jaar voleindig is, sal die Satan 
REV.20.8	en hy sal uitgaan om die nasies te verlei wat in die vier hoeke van die aarde is, 
REV.20.9	En 
REV.20.10	En die duiwel wat hulle verlei het, 
REV.20.11	EN ek het 'n groot wit troon gesien en Hom wat daarop sit, voor wie se aangesig 
REV.20.12	En ek het die dode, klein en groot, voor God sien staan, en 
REV.20.13	En die see het die dode gegee wat daarin was, en 
REV.20.14	En 
REV.20.15	En as dit bevind is dat iemand nie opgeskryf was in die boek van die lewe nie, is hy in die poel van vuur gewerp.
REV.21.1	EN ek het 
REV.21.2	En ek, 
REV.21.3	En ek het 'n groot stem uit die hemel hoor sê: Kyk, 
REV.21.4	En 
REV.21.5	En 
REV.21.6	En Hy het vir my gesê: Dit is verby! 
REV.21.8	Maar wat die vreesagtiges aangaan en die ongelowiges en gruwelikes en 
REV.21.9	EN 
REV.21.10	En 
REV.21.11	en 
REV.21.12	En dit het 'n groot en hoë muur met 
REV.21.13	Aan die oostekant was daar drie poorte, aan die noordekant drie poorte, aan die suidekant drie poorte, aan die westekant drie poorte.
REV.21.14	En die muur van die stad het twaalf fondamente gehad, en 
REV.21.15	En hy wat met my gespreek het, het 'n goue 
REV.21.16	En die stad het vierkantig gelê, en sy lengte was net so groot as sy breedte. En hy het die stad met die meetroede gemeet op duisend-vyfhonderd myl; sy lengte en breedte en hoogte was gelyk.
REV.21.17	En hy het sy muur gemeet op honderd-vier-en-veertig el, volgens 'n mens se maat, wat die 
REV.21.18	En die boustof van sy muur was jaspis, en die stad was suiwer goud soos suiwer glas.
REV.21.19	En 
REV.21.20	die vyfde sardoniks, die sesde sardius, die sewende chrisoliet, die agtste beril, die negende topaas, die tiende chrísopraas, die elfde hiasint, die twaalfde ametis.
REV.21.21	En die twaalf poorte was twaalf pêrels; elkeen van die poorte was uit een pêrel, en 
