GEN.1_1.1	I. 
2TI.3_1.11	ba wolohi andrõ, ba ba wamakao andrõ, si no gõna ndraʼo, ba Gandriochia ba ba Nikonia ba ba Lisitera; no oetaõgõ wolohi si manõ, ba no iʼefaʼõ ndraʼo Soʼaja, ba daʼõ fefoe. 
2TI.3_1.13	Ba ba niha si lõ sõchi, samowõhõ niha bõʼõ, ba tedooedooe manõ walõsõchi, lafaeloengoe niha bõʼõ, ba nifaeloengoe gõi ira.
2TI.3_1.14	II. 
2TI.3_1.15	awõ wa no õʼila zoera niʼamoniʼõ andrõ, iʼotarai iraono ndraʼoegõ, sangila mangatoeatoeaʼõ jaʼoegõ, ba wangaloei fangorifi ba mbanoea foeri andrõ, soroi ba wamati andrõ, chõ Keriso Jesoe. 
2TI.4_1.1	I. 
2TI.4_1.2	Ombachaʼõ daroma li, bõi boelõʼõgõ, he baw̃a, ba he tenga baw̃a, otoeʼõ ira, farooe dõdõra, ba fetaʼoe ira, ba jaʼaʼoi so waʼebolo dõdõoe, awõ wamahaõ, 
2TI.4_1.3	Iroegi sa dania baw̃a, si tebai lataha wamahaõ si ndroehoe andrõ, ba lahõna dania chõra zamahaõ somasi ira, si maoso mbõrõ dalingara, 
2TI.4_1.4	ba laʼerogõ zi doehoe, lõ lafondrondrongo, ba laʼotahõgõ wajafaja andrõ. 
2TI.4_1.5	Ba jaʼoegõ andrõ, ba bõi fawoeka dõdõoe, gofoe hadia ia ngawalõ, taha wamakao, halõ halõw̃õoe, halõw̃õ zangombacha toeria somoeso dõdõ andrõ; foʼahonoa nibajabajaoe andrõ, 
2TI.4_1.6	II. 
2TI.4_1.9	III. 
2TI.4_1.10	Noa sa irõido Dema andrõ, me no omasi ia gõtõ daʼe, ba no mõi ia ba Desalonika; Kereke andrõ, ba no mõi ba Galatia, ba Tito, ba no isaw̃a Dalamatia; 
2TI.4_1.11	ha Loeka nawõgoe; ohe awõoe Mareko andrõ, mogoena sa ia chõgoe, ngoningonigoe. 
2TI.4_1.12	Tichiko andrõ, ba no oefatenge ba Nefeso. 
2TI.4_1.13	Baroe seboea andrõ, nirõigoe ba Deroa, chõ Garafo, ohe, na mõiʼõ ba daʼe, ba soera andrõ, ofõna goeli geoe andrõ. 
2TI.4_1.14	No oja ilaoe chõgoe zi lõ sõchi Alesandro, siamboe andrõ; isoelõni dania chõnia Soʼaja mboeaboeania andrõ; 
2TI.4_1.15	ba jaʼoegõ gõi , angelama chõnia; noa sa iforege wamadaõ niw̃aʼõma andrõ. 
2TI.4_1.16	Me tesechegõ ndraʼo, si fõfõna andrõ, ba samõsa lõ sangoʼawõgõ jaʼo, noa sa ahori larõi ndraʼo; bõi jatebeʼe õmõra! 
2TI.4_1.17	Ba no faʼawõ chõgoe Zoʼaja, ba no iʼabõlõʼõ ndraʼodo, enaʼõ oeʼasiwai wangombacha andrõ, ba enaʼõ larongo fefoe soi; ba no teʼefaʼõ ndraʼo ba mbawa zingo. 
2TI.4_1.18	Ba iʼefaʼõ dania ndraʼo Soʼaja, ba nifachai dõdõ andrõ, si lõ sõchi, fefoe, ba iʼorifi ndraʼo, iʼohedo ba mbanoeania andrõ, ba zoroego. Ja chõnia lachõmi, gõtõgõtõ waʼara! Jadoehoe. 
2TI.4_1.19	IV. 
2TI.4_1.20	No torõi ba Gorindro Geraso; Terofimo andrõ, ba no oerõi ba Mileti, mofõchõ. 
2TI.4_1.21	Taʼitaʼi weʼamõi, fatoea lõ baw̃a deoe. Laʼowai ndraʼoegõ ira Oiboelo Foedeo ba Lino ba Kalaoedia ba talifoesõ andrõ, fefoe. 
2TI.4_1.22	Ja awõ dõdõoe Zoʼaja! Jafaloecha ami waʼeboea dõdõ! 
TIT.1_1.1	I. 
TIT.1_1.2	bõrõ wanõtõna andrõ, fanõtõna faʼaoeri si lõ aetoe andrõ, nifaboeʼoe Lowalangi, si lõ mofaja, fõna gõtõ danõ andre. 
TIT.1_1.3	Ba noa sa ifaʼeleʼõ daroma linia, me inõtõnia, ba wangombacha andrõ, nibeʼe ba dangagoe, dali goroisa Lowalangi andrõ, sangorifi jaʼita. 
TIT.1_1.4	Chõ Dito andrõ, si ndroehoe nonogoe, dali wa no faoma wamati. Jafaloechaʼõ waʼeboea dõdõ ba faʼohahaoe dõdõ, chõ Lowalangi Ama, ba chõ Keriso Jesoe, sangorifi jaʼita andrõ. 
TIT.1_1.5	II. 
TIT.1_1.6	na so zi lõ sinegoe, si ha samboea donga, si so ono samati, si lõ toeria waʼasilõjaw̃a, ba he toeria wa lõ moloʼõ li. 
TIT.1_1.7	Sanaro andrõ sa, ba lõ tola mosinegoe, ja si mane satoea zangai halõw̃õ, chõ Lowalangi, bõi sameʼe manõ ba nichoi dõdõnia hadia ia, ba bõi si ono wõnoetõ, ba bõi samadoemadoe toeo, ba bõi si fabagobago, ba bõi sangaloei anaʼa si lõ atoelõ; 
TIT.1_1.8	ha sameʼemeʼe gõ dome, somasi si sõchi, satoeatoea, satoelõ tõdõ, sohaoehaoe, si hõndrõgõ si lõ sõchi; 
TIT.1_1.9	si lõ mamõhõi taroma li si ndroehoe andrõ, si faoedoe ba wamahaõ andrõ, enaʼõ faoma iʼila, he famarooe tõdõ, ba wamahaõ si ndroehoe andrõ, ba he famadoehoeʼõ tõdõ zamadaõ andrõ. 
TIT.1_1.10	III. 
TIT.1_1.11	Nifaʼafoe bawa daʼõ; jaʼira zamakoejoe niha, so, ba samba omo manõ, ba wamahaõ si lõ tola andrõ, chõra, wangaloei anaʼa si lõ sõchi. 
TIT.1_1.12	No iw̃aʼõ samaʼeleʼõ chõra, oi jaʼira, imane: ”Sofaja manõ Ndrawa Gereta andrõ, oetoe ndroeʼoe safaito, sedõna manõ mangamanga lõ halõw̃õ.” 
TIT.1_1.13	Ba si ndroehoe niw̃aʼõnia andrõ, ba andrõ abeʼeʼõ wangotoeʼõ jaʼira, enaʼõ atoelõ wamatira; 
TIT.1_1.14	ba bõi ndramoeʼoʼõ wajafaja niha Jehoeda andrõ, ba amachoita niha sangerogõ si doehoe. 
TIT.1_1.15	Ba zohaoehaoe tõdõ, ba lõ hadia ia zalacha, ba ba zi raʼiraʼiõ, ba ba zi lõ mamati, ba oi salacha manõ, fefoe, hadia ia; noa sa modaʼi geraʼerara, ba he tõdõra. 
TIT.1_1.16	Law̃aʼõ sa, no aboto ba dõdõra Lowalangi, ba ba mboeaboeara, ba laʼosilõʼõgõ ia; niʼogorofi ira, si lõ mamondrongo li, ba si tebai ba mboeaboea si sõchi andrõ fefoe. 
TIT.2_1.1	I. 
TIT.2_1.2	enaʼõ, bõi sambõ eraʼera ndra matoea satoea andrõ, enaʼõ si sõchi amoeata ira, satoeatoea, enaʼõ atoelõ wamati, awõ waʼomasi, awõ wanaha tõdõ andrõ. 
TIT.2_1.3	Ba si manõ ndra alawe satoea, ba gamoeatara, enaʼõ soadoe ba niʼamoniʼõ andrõ, bõi samõbõgõ si lõ doehoe, bõi samorege famadoe toeo, enaʼõ samahaõ ba zi sõchi, 
TIT.2_1.4	enaʼõ lafamaha zawena moehalõ, ba wangomasiʼõ ira matoeara ba onora; 
TIT.2_1.5	lafamaha, enaʼõ atoeatoea ba ohaoehaoe, enaʼõ lahaogõ halõw̃õra baomora, ba enaʼõ laʼoʼõ li ndra matoeara, fa bõi tetandraw̃aisi daroma li Lowalangi andrõ. 
TIT.2_1.6	Si manõ gõi ba nono matoea: õfarooe dõdõra, enaʼõ atoeatoea. 
TIT.2_1.7	Fefoe hadia ia, ba beʼe doemadoema ndraʼoegõ, ba mboeaboea si sõchi, ba ba wamahaõ, ba bõi fabaja zi lõ gõna, jamoadoe, 
TIT.2_1.8	fehede satoelõ wehedeoe, si lõ sinegoe, enaʼõ aila zi faʼoedoe andrõ, na tebai ibõbõgõ chõda zi lõ sõchi. 
TIT.2_1.9	Sawoejoe andrõ, ba farooe dõdõ, enaʼõ laʼoʼõ li zochõ jaʼira: enaʼõ lafaigi zomasi zochõ, fefoe, hadia ia, bõi ndramamadaõ, 
TIT.2_1.10	bõi managõ, enaʼõ aʼoi so wa lõ farõi ira, si sõchi, enaʼõ motoeria lala Lowalangi, sangorifi jaʼita ba chõra andrõ, fefoe, labeʼe.
TIT.2_1.11	II. 
TIT.2_1.15	Daʼõ ombachaʼõ, ba farooe dõdõra, ba oigõ dõdõoe wangotoeʼõ. Bõi jamoeʼositengagõ ndraʼoegõ niha, ha niha ia. 
TIT.3_1.1	I. 
TIT.3_1.2	Bõi latandraw̃aisi niha, ha niha ia, bõi fasosososo, enaʼõ lahaogõhaogõ, enaʼõ oroma, wa no aʼoi so waʼebolo dõdõra, ba niha fefoe. 
TIT.3_1.3	Jaʼita gõi fõna, ba noa sa si lõ tõdõ, ba si lõ moloʼõ li, ba si no eloengoe, ba sawoejoe wangisõ andrõ, ba sawoejoe zomasi dõdõ andrõ, si no oja ngawalõ; no tatõrõ lala si lõ sõchi, awõ lala waʼafõchõ dõdõ; no niʼogorofi ita, ba no faoma fatioe dõdõda chõ nawõda. 
TIT.3_1.4	Ba me no toʼele waʼasõchi dõdõ Lowalangi, sangorifi jaʼita, awõ waʼomasinia niha, 
TIT.3_1.7	enaʼõ satoelõ ita, iw̃aʼõ Lowalangi, moroi ba waʼeboea dõdõnia, ba tõtõnafõda gondrõita andrõ, faʼaoeri si lõ aetoe. 
TIT.3_1.8	Si ndroehoe daroma li andrõ, ba omasi ndraʼo, na õfadoehoeʼõ sibai daʼõ, enaʼõ owõlõʼõlõ zi no mamati ba Lowalangi, wamaloea boeaboea si sõchi. Daʼõ zi sõchi, ba daʼõ zogoena ba niha. 
TIT.3_1.9	II. 
TIT.3_1.10	Na so zi fasamboea famahaõ, ba bõhõli, na no õtenaw̃a ia, irege mendroea, 
TIT.3_1.11	jaʼaboto ba dõdõoe, wa no tefoejoe dõdõ zi manõ, awõ wa samazõchi horõ ia, awõ wa jaʼia zangoehoekoe jaʼia. 
TIT.3_1.12	III. 
TIT.3_1.13	Tolo Zena andrõ, sangila amachoita, ba Afolo andrõ, wamaʼanõ jaʼira, ba wofanõ, haogõ, fa bõi ambõ chõra hadia ia. 
TIT.3_1.14	Ba ndramoefamaha gõi ira banoeada, wanolo niha bõʼõ ba zogoena, ndramoehaogõ, fa bõi si lõ boeaboea si sõchi ira. — 
TIT.3_1.15	Laʼowai ndraʼoegõ awõgoe andre fefoe. Owai fefoe zomasi jaʼita, ba wamati. Jafaloecha ami fefoe waʼeboea dõdõ! 
PHM.1_1.1	I. 
PHM.1_1.2	ba chõ Gafia, talifoesõ alawe andrõ, ba chõ Garichifo, awõma andrõ, ba wasõndrata, ba ba mbanoea andrõ, jomo chõoe. 
PHM.1_1.3	Jafaloecha ami waʼeboea dõdõ ba faʼohahaoe dõdõ, chõ Namada Lowalangi, ba chõ Jesoe Keriso, Soʼaja jaʼita! 
PHM.1_1.4	II. 
PHM.1_1.5	bõrõ me oerongo waʼomasioe andrõ, ba famati andrõ chõoe, chõ Zoʼaja, Jesoe, ba ba niʼamoniʼõ andrõ, fefoe; 
PHM.1_1.6	enaʼõ abõlõ waʼawõsa andrõ ba wamatimõ, ba wamotochi ba dõdõoe fefoe hadia ia zi sõchi, ba chõda, chõ Keriso. 
PHM.1_1.7	Noa sa abõlõ waʼomoeso dõdõgoe, ba fondrara dõdõgoe, ba waʼomasioe andrõ, me no teʼokafoei dõdõ niʼamoniʼõ andrõ, ba chõmõ, jaʼoegõ talifoesõ.
PHM.1_1.8	III. 
PHM.1_1.9	Faoelo satoea andre, ba nikoeroe gõi iadaʼe, chõ Keriso Jesoe, 
PHM.1_1.10	oeʼandrõ chõoe, ba chõ nonogoe andrõ, nisõndragoe onogoe, ba goeroenga andre, Onesimo (”sogoena”) andrõ, 
PHM.1_1.11	si no si lõ goena chõoe fõna, ba sogoena iadaʼe, he chõoe, ba he chõgoe. 
PHM.1_1.12	Oefatenge ia mangawoeli; tõdõgoe nifatengegoe. 
PHM.1_1.13	Oetaha ia menaʼõ chõgoe, enaʼõ ngoningonigoe ia, salahioe, ba goeroenga andre, ba doeria somoeso dõdõ andrõ. 
PHM.1_1.14	Ba lõʼõ sa edõnado oelaoe hadia ia, na lõ niteheoe, fa bõi hoelõ zaboea õlõ ndraʼoegõ, ba dolotolomõ andrõ, enaʼõ saoha gõlõ. 
PHM.1_1.15	Ma andrõ aefa ia chõoe maʼifoe, enaʼõ lõʼõ saʼae teboelõ ia chõoe, 
PHM.1_1.16	tenga saʼae sawoejoe, si tõra moroi ba zawoejoe, no talifoesõ niʼomasiʼõ, ofõna chõgoe, ba mendroea manõ na i chõoe, he botonia, ba he ba chõ Zoʼaja. 
PHM.1_1.17	Ba na belaoe ndraʼodo, õw̃aʼõ, ba tema ia, hoelõ na jaʼo menaʼõ. 
PHM.1_1.18	Ba na no teʼala ndraʼoegõ, ibeʼe mege, ba ma na so gõmõnia chõoe, ba beʼe õmõgoe. 
PHM.1_1.19	Jaʼo, Faoelo, zanoera daʼe, tangagoe: Jaʼo zamoeʼa; fa lõ oew̃aʼõ chõoe, õmõoe chõgoe ndraʼoegõ andrõ gõi. 
PHM.1_1.20	Si ndroehoe, jaʼoegõ gaʼa, enaʼõ mohare ndraʼo chõoe, ba chõ Zoʼaja! Okafoei dõdõgoe andre, ba chõ Keriso! 
PHM.1_1.21	IV. 
PHM.1_1.22	Ba endrongagõ gõi wamaigi naha chõgoe; oedõnadõna sa, tebeʼe boeala ndraʼo chõmi, bõrõ wangandrõmi andrõ. 
PHM.1_1.23	Iʼowai ndraʼoegõ Efafera, awõgoe nikoeroe andrõ, ba chõ Keriso Jesoe, 
PHM.1_1.24	ba Mareko ba Arisaro ba Dema ba Loeka, awõgoe ba halõw̃õ andrõ. 
PHM.1_1.25	Jafaloecha dõdõmi waʼeboea dõdõ Zoʼaja, Jesoe Keriso. 
HEB.1_1.1	I. 
HEB.1_1.2	II. 
HEB.1_1.3	si no haga lachõminia andrõ ba doemadoema mbotonia, sanaja fefoe hadia ia, taroma li faʼabõlõnia andrõ, ba no isõndra wangehao andrõ, fameta horõ, ba no moedadao ia ba gambõlõ waʼasalaw̃a andrõ, ba zalaw̃a jaw̃a; 
HEB.1_1.4	ba no tohoede ia moroi ba malaʼika, ndrohoendrohoe waʼatohoede dõi andrõ, nitemania, moroi ba dõira. 
HEB.1_1.5	Ha niha sa malaʼika, ba zi no irai iw̃aõ: ”Onogoe ndraʼoegõ, maʼõchṍ andre no moʼono ndraʼo jaʼoegõ?” Ba imane zoei: ”Amania ndraʼodo ba Onogoe ia.” 
HEB.1_1.6	Ba so zoei, me ifataro ba goeli danõ zi aʼa ba waʼatoemboe andrõ, ba imane: ”Ba jamangaloeloe chõnia malaʼika Lowalangi, fefoe.” 
HEB.1_1.7	Ba imane sa ba malaʼika andrõ: ”Samaliʼõ angi malaʼikania, ba samaliʼõ holahola galitõ enoninia”. 
HEB.1_1.8	Ba ba Nono andrõ, ba imane: ”Dadaomamõ, jaʼoegõ Lowalangi, ba no si lõ teboelõ, gõtõgõtõ waʼara, ba siʼo ba waʼatoelõ ziʼo zalaw̃a andrõ chõoe. 
HEB.1_1.9	No omasi ndraʼoegõ waʼatoelõ, ba no faʼoedoe ndraʼoegõ ba zi lõ atoelõ; andrõ no ibajoini ndraʼoegõ Lowalangioe, jaʼoegõ Lowalangi, fanicha faʼowoeawoea dõdõ, no ihoedeʼõ ndraʼoegõ, moroi ba nawõoe.” 
HEB.1_1.10	Ba: ”Jaʼoegõ Soʼaja zolata tanõ, ba mbõrõta, ba nifazõchi dangaoe mbanoea si jaw̃a; 
HEB.1_1.11	jaʼia, ba sadoedoe dania, ba jaʼoegõ, ba si lõ teboelõ; ba atoea dania daʼõ fefoe, timba mbaroe, 
HEB.1_1.12	ba õgõloegõ dania, hoelõ lembe, ba tobali dania, ba jaʼoegõ, ba jaʼoejaʼoegõ manõ, ba si lõ aetoe ndrõfioe.” 
HEB.1_1.13	Ba ha niha ba malaʼika, ba zi no irai iw̃aʼõ: ”Dadao ba gambõlõgoe, irege no oebeʼe danedane gaheoe zi fatioe tõdõ chõoe?” 
HEB.1_1.14	Tenga no aʼoi bechoe enoni ira, nifatenge sanolo ba zanema fangorifi andrõ dania? 
HEB.2_1.1	I. 
HEB.2_1.2	Na no aro saʼae daroma li andrõ, niʼombachaʼõ malaʼika, ba na no tesoelõni si nangea chõnia fefoe ngawalõ wanawõ, awõ ngawalõ wa lõ moloʼõ fefoe, 
HEB.2_1.3	ba he tawisa wangefaʼõ jaʼita, na taʼositengagõ wangorifi si manõ faʼeboea? nifobõrõ ba wangombacha Zoʼaja andrõ, nifadoehoeʼõ zamondrongo chõnia andrõ, chõda, 
HEB.2_1.4	nifoʼawõ famadoehoeʼõ andrõ chõ Lowalangi, ba dandra andrõ, ba ba gilaʼila, ba ba ngawalõ hadia ia waʼabõlõ, ba ba wameʼemeʼe Eheha niʼamoniʼõ andrõ, dali zomasi ia. 
HEB.2_1.5	II. 
HEB.2_1.6	Ba noa sa so zamadoehoeʼõ, samoeza, no imane: ”Hadia niha, wa itõrõ tõdõoe? ba ono niha, wa õfaigi ia? 
HEB.2_1.7	No õʼideʼideʼõ ia, si lõ ararā, tooe malaʼika; no õfotakoela ia, lachõmi ba soemange, 
HEB.2_1.8	no õbeʼe barõ gahenia fefoe, hadia ia.” Ba wameʼe barõ mbawa andrõ sa fefoe, hadia ia, ba lõ nisaigõnia, si lõ moebeʼe barõ mbawania. Ba iadaʼe, ba lõʼõ na taʼila, no moebeʼe barõ mbawania fefoe, hadia ia. 
HEB.2_1.9	Ba niʼideʼideʼõ andrõ, tooe malaʼika, si lõ ararā, Jesoe, ba taʼila, nifoʼaja lachõmi ba soemange, bõrõ wamakao andrõ, nitahania, faʼamate andrõ, enaʼõ itandra waʼamate, salahi niha fefoe, balazi waʼeboea dõdõ Lowalangi. 
HEB.2_1.10	Daʼõ sa zi nangea chõnia, si no bõrõ hadia ia, fefoe, ba zoroi fefoe, hadia ia, me ato ndraono iʼohe ba lachõmi: ba wamakao ifoʼahonoa solohe jaʼira ba wangorifi andrõ. 
HEB.2_1.11	III. 
HEB.2_1.12	imane: ”Oeʼombachaʼõ dõimõ ba dalifoesõgoe andrõ, ba zowoelo banoea oesoeno ndraʼoegõ.” 
HEB.2_1.13	Ba imane zoei: ”Sanõtõna chõnia dania ndraʼodo.” Ba so zoei, ba imane: ”Hiza, jaʼo ba iraono andrõ, nibeʼe Lowalangi chõgoe.” 
HEB.2_1.14	Ba me no õsi niha gõi nõsi ndraono, ba no itema gõi dána chõnia daʼõ, no fachilichili, enaʼõ ifakiko ba waʼamate andrõ zi so faʼabõlõ waʼamate. Afõcha andrõ; 
HEB.2_1.15	ba enaʼõ iʼefaʼõ zi no sawoejoe, sagõtõ jaʼira, ba waʼataʼoera waʼamate andrõ. 
HEB.2_1.16	Tenga sa atṍ malaʼika nitolonia, no maʼoewoe Gaberahamo andrõ itolo. 
HEB.2_1.18	Ndrohoendrohoe zi no itaha famakao sa, si no tetandraigõ ia, ba iʼila itolo nitandraigõ andrõ. 
HEB.3_1.1	I. 
HEB.3_1.2	si lõ farõi andrõ, chõ zamataro jaʼia, si mane Moze gõi, jomo chõnia fefoe. 
HEB.3_1.3	Eboea sa dána chõnia lachõmi, moroi chõ Moze, ndrohoendrohoe waʼatohoede waʼeboea zotomo, moroi ba waʼeboea nomo. 
HEB.3_1.4	Fefoe nomo sa, ba so zotomo, ba samazõchi fefoe, hadia ia, ba jaʼia Lowalangi. 
HEB.3_1.5	Ba Moze, ba si lõ farõi sa, jomo chõnia fefoe, enoni ia, ba wamadoehoeʼõ niʼombachaʼõ dania. 
HEB.3_1.6	Ba Keriso, ba no Ono, ba nomonia; ba omonia ita, na lõ tabõhõli wa lõ mangiwa, awõ doeriada andrõ, ba wanõtõna iroegi gamozoea; na taʼaroʼõ chõda. 
HEB.3_1.7	II. 
HEB.3_1.8	ba bõi miʼabeʼeʼõ dõdõmi, si mane ba waʼabao dõdõ andrõ, me loeo wanandraigõ andrõ, ba danõ si mate, 
HEB.3_1.9	me latandraigõ ndraʼo ira toeami, wombaja jaʼo, banoa saʼae laʼila nilaoegoe, õfa woeloe fache waʼara; 
HEB.3_1.10	andrõ mofõnoe ndraʼo, ba niha andrõ, ba oemane: Lõ mamalõmalõ waʼeloengoe dõdõra; ba lõ aboto ba dõdõra lalagoe andrõ, 
HEB.3_1.11	tobali fahõloe ndraʼo, ba wõnoegoe andrõ, oemane: Bõi jalachamõ wolombase andrõ, chõgoe.” 
HEB.3_1.12	Mifaigi, jaʼami ira talifoesõ, bõi jatesõndra ba chõmi, ha niha ia, si so tõdõ si lõ sõchi, tõdõ ba wa lõ mamati, ba wangerogõ Lowalangi saoeri; 
HEB.3_1.13	faoma mifarooe dõdõ nawõmi, ero maʼṍchõ, gõtõ wa law̃aʼõ ”maʼõchṍ andre,” fa bõi tesõndra ba chõmi, ha niha ia, niʼabeʼeʼõ tõdõ, ba walimosa horõ andrõ. 
HEB.3_1.14	Noa sa tobali awõ Keriso ita, na lõʼõ sa atṍ tabõhõli mbõrõta wa fadoehoe dõdõ andrõ, iroegi gamozoea, na taʼaroʼõ chõda. 
HEB.3_1.15	Na no moew̃aʼõ: ”Maʼõchṍ andre, na mirongo linia, ba bõi miʼabeʼeʼõ dõdõmi, si mane ba waʼabao dõdõ andrõ,” — 
HEB.3_1.16	ba ha niha ira, samondrongo, sabao tõdõ andrõ? Tenga dozi ira, si otarai danõ Miseraji, niʼoloiʼõ Moze? 
HEB.3_1.17	Ba ha chõ mofõnoe ia, si õfa woeloe fache andrõ? Hadia, tenga ba zanao horõ andrõ? botora, ba no adoedoe ba danõ si mate. 
HEB.3_1.18	Ba ha chõ tetandrõsaigõ, me fahõloe ia, bõi jalachamõ wolombase andrõ chõnia, na tenga ba zi lõ moloʼõ andrõ? 
HEB.3_1.19	Ba no taʼila, wa tebai lachamõ, bõrõ wa lõ mamati. 
HEB.4_1.1	I. 
HEB.4_1.2	Noa sa moeʼombachaʼõ chõda gõi, si mane chõra, ba ba chõra, ba lõ sonahia daroma li wangombacha andrõ, me lõ si tefabõbõ ba zamondrongo andrõ, ba wamati. 
HEB.4_1.3	Sogamõ folombase andrõ sa ita, jaʼita samati, si mane niw̃aʼõnia: ”Tobali fahõloe ndraʼo, ba wõnoegoe andrõ, oemane: Bõi jalachamõ wolombase andrõ chõgoe,” he w̃aʼae no awai nilaoe andrõ, iʼotarai wamazõchi danõʼa andrõ. 
HEB.4_1.4	Noa sa itõrõ linia, samoeza, loeo si fitoe andrõ, no imane: ”Ba molombase Lowalangi, ba loeo si fitoe andrõ, me no awai nilaoenia fefoe.” 
HEB.4_1.5	Ba imane zoei ba daʼe: ”Bõi jalachamõ wolombase andrõ chõgoe!” 
HEB.4_1.6	Ba me so sa na dania, lachamõ ia õsa, ba me lõ nichamõ nitoeriagõ jaia, si fõfõna, ba wa lõ moloʼõ, 
HEB.4_1.7	ba ifoeli iʼõtõ mbongi: ”maʼõchṍ,” Dawido zamaʼema linia, me no si manõ waʼara gotaloea, si mane niw̃aʼõ mege: ”Maʼõchṍ andre, na mirongo linia, ba bõi miʼabeʼeʼõ dõdõmi.” 
HEB.4_1.8	Na Josoea sa menaʼõ zolohe jaʼira ba wolombase, ba lõ itõrõ enaʼõ linia loeo bõʼõ, foeri daʼõ no mege. 
HEB.4_1.9	Tobali so na sa dania wolombase mbanoea Lowalangi andrõ, folombase ba loeo sabato. 
HEB.4_1.10	Si no mogamõ folombase chõnia sa, ba molombase gõi, na awai halõw̃õnia, si mane Lowalangi, me no awai halõw̃õnia. 
HEB.4_1.11	Ba dataforege, ba wogamõ folombase andrõ, enaʼõ lõ faloecha so zalaoe, ha niha ia, woloʼõ famaedo andrõ, ba wa lõ moloʼõ. 
HEB.4_1.12	II. 
HEB.4_1.13	ba lõ hadia ia, nifazõchi Lowalangi, si tobini fõnania, fefoe, hadia ia, ba lõ baloebaloe, no moebokai, ba wamaigi zanofoenofoe chõda andrõ. 
HEB.4_1.14	III. 
HEB.5_1.1	I. 
HEB.5_1.2	si no mangila ndrohoendrohoe wamologõ tõdõnia, ba zi lõ mangila watahõgõ, ba ba zeloengoe, me jaʼia gõi zi no faloechaloecha faʼambõ faʼabõlõ. 
HEB.5_1.3	Ba me bõrõ daʼõ, wa lõ tola lõ ibeʼe zoemange, ba chõnia gõi, si mane ba zato, fameta horõ. 
HEB.5_1.4	Ba lõ iraʼoe chõnia waʼeboea andrõ niha, ha nikaoni Lowalangi, si mane Aʼaroni andrõ gõi 
HEB.5_1.5	Si manõ gõi Keriso, lõ niʼeboeaʼõnia jaʼia, ba weʼamõi ere seboea, ha sangoemaʼõ chõnia: ”Onogoe ndraʼoegõ, maʼõchṍ andre no moʼono ndraʼo jaʼoegõ.” 
HEB.5_1.6	Si mane niw̃aʼõnia, si samoeza gõi: ”Ere ndraʼoegõ, iroegi zi lõ aetoe, dali gamoeata Melechisede andrõ.” 
HEB.5_1.7	Me loeo niha ia, ba no iʼohe wangandrõ, awõ wakaosa, chõ zangila mangefaʼõ jaʼia ba waʼamate, no fao weʼaoʼao sabõlõbõlõ, ba taw̃a hõrõ, ba no moefondrondrongo linia, ba no moeʼefaʼõ ia ba waʼataʼoe andrõ. 
HEB.5_1.8	Ba he w̃aʼae Ono ia, ba no itamaha ia ba woloʼõ, ba wamakao andrõ, nitaõgõnia; 
HEB.5_1.9	no moefoʼahonoa ia, ba no tobali bõrõ wangorifi ba mbanoea foeri ia, ba zamondrongo linia, fefoe, 
HEB.5_1.10	nifotõi Lowalangi ere seboea, dali gamoeata Melechisede andrõ. 
HEB.5_1.11	II. 
HEB.5_1.12	Samahaõ saʼae ami enaʼõ, me no ara, ba tobali mogoena chõmi lafahaõ zoei ami, ba wamobõrõ daroma li Lowalangi andrõ, ba tobali mogoena chõmi zoesoe, ba tenga õ sabeʼe; 
HEB.5_1.13	ba ha niha zamadoe soesoe, ba lõ iʼila watahõgõ hoehoeo satoelõ andrõ, me no iraono ia. 
HEB.5_1.14	Ba ba zi no moʼahonoa, ba õ sabeʼe nibeʼe, ba zi no mamamaha jaʼira, si no toʼõlõ tõdõ, ba wamaehoesi hadia zatoelõ, hadia zi lõ atoelõ. 
HEB.6_1.1	I. 
HEB.6_1.2	ba famahaõ ba wamajagõ idanõ andrõ, ba ba wanoefa tanga, ba ba wemaoso zi mate, ba ba wangoehoekoe si lõ teboelõ andrõ. 
HEB.6_1.3	Ba daʼõ nilaoeda, na itehe Lowalangi. 
HEB.6_1.4	Tebai sa, na so zi no moehagaini tõdõ zamoeza, si no manandra ameʼela andrõ moroi ba zoroego, ba si no moʼoeracha Eheha niʼamoniʼõ andrõ, 
HEB.6_1.5	ba si no manandra taroma li Lowalangi andrõ, si sõchi, awõ waʼabõlõ andrõ, 
HEB.6_1.6	ba gõtõ dania, ba na lafoeli foeri, ba tebai teʼaʼazõchi zoei ira, ba wamalalini eraʼera, jaʼira, si no mamorõfa chõra zamoeza tõ Ono Lowalangi, si no mameʼe niʼoʼaja jaʼia. 
HEB.6_1.7	Tanõ andrõ sa, samadoe teoe andrõ, sasese aechoe ba chõnia, si so sinanõ, sogoena ba zamahaogõʼõ jaʼia, ba no itema dána chõnia howoehowoe chõ Lowalangi. 
HEB.6_1.8	Ba na saʼasaʼa mao ba lato zi toemboe chõnia, ba lõ fadoehoe dõdõda chõnia, ba no ahatõ chõnia wangelifi; ba fozoenia, ba fanoenoe jaʼia. 
HEB.6_1.9	Ba ba chõmi, jaʼami niʼomasiʼõ, ba no fadoehoe dõdõma, ba zi sõchi, ba zogoena ba wangorifi andrõ, he w̃aʼae no si manõ lima. 
