MAT.1.1	Ăṭṭarex n-
PHP.1.2	Năhuul-kăwăn-in, ikfʼ-iwăn Măssinăɣ-i n-Abba-nănăɣ d-Emăli Ɣisa Ălmasex ănnuɣmăt d-ălxer.
PHP.1.3	E-d kăwăn-dd-əkteɣ-dăɣ, ad-dd-ăqqəlăɣ ɣas tumayăɣ i-Măssinăɣ dăɣ-təssəba-năwăn, 
PHP.1.4	e-d t-dălăɣ-dăɣ, ad-has-ăjăɣ tamădilt-hawăn tăddewăt d-tedăwit 
PHP.1.5	făl-a-s ɣur-ašăl-i-dăɣ d-kăwăn-in-ăssawăḍăɣ isălan n-
PHP.1.6	Ǝkkasăɣ ăššăk a-s Măssinăɣ-i kăwăn-dd-intăjăn s-a-wa-dăɣ olăɣăn, ənta a kăwăn-e-idhəlăn s-amišəl-net s-sărho hundăɣ har ašăl-wa dd-e-iqqəl 
PHP.1.7	Inəzjam-in hawăn-den-dăɣ, ənta-den-dăɣ daɣ a-wa ăniihăjjăn ed wăr kăla okăy ašăl s-wădden təjraw-ahi tenere-năwăn ed, ămašal-wa hi-issăɣlăf Măssinăɣ dăɣ-ănnuɣmăt-net, oharăɣ-t dăr-wăn hărwa wăr heɣ takărmut ăzzăman wa d-xaṭṭăbăɣ Ălənžil, əknasăɣ fălla-s băršeɣ ašăl-i-dăɣ d-heɣ tišəm. 
PHP.1.8	Măssinăɣ a ăjjəyhăn i-tărha ta măqqărăt hawăn-jeɣ, tărha-nin daɣ hawăn, toolăh d-ta hawăn-ija Ɣisa Ălmasex. 
PHP.1.9	Tattărăɣ s-Măssinăɣ, ad-timɣar tărha-năwăn, təhələm s-data, təjrəwăm musnăt wa n-tidət, ăddewăn d-sărho 
PHP.1.10	i-ad-tudabem tăbəḍḍawt jer-a-wa olăɣăn d-a-wa lăbasăn, i-ad-tišdajăm, tumasăm ăddinăt wăr-iwer ălɣib, ăqqalnen i-ašăl wa dd-e-iqqəl Ălmasex. 
PHP.1.11	Ɣisa Ălmasex-en-dăɣ a kăwăn-e-idhəlăn i-ad-tumas tămudre-năwăn, tămudre dd-tirəwăt iqqud ed a-wen-dăɣ a ămoosăn ălxurmăt d-təmmal i-Măssinăɣ.
PHP.1.12	Ayətma-ɣ, ărheɣ ad-təlmədăm a-s a-wa səmmăn hi-irmăsăn, ehel n-s-data n-
PHP.1.13	făl-a-s, ašăl-i-dăɣ, jer-dăɣ-ehăn n-ămănokal wa măqqărăn wăla dăɣ-idăggan wi iyyăḍnen diha-dăɣ, wăr t-illa ere s-wădden issan a-s tišəm ti heɣ, təssəba n-isəm wa n-
PHP.1.14	Təššəm n-ayətma dăɣ-ăddin, təkkăs ăššăk dăɣ-alkum i-Ɣisa ed hannăyăn tišəm ti-heɣ, ikfʼ-en a-wen-dăɣ hi-irmăsăn taholăt tăynayăt d-iba n-tasăja dăɣ-iji n-isălan n-Măssinăɣ. 
PHP.1.15	Tidət, ăddinăt iyyăḍ, erk ənniyăt d-utăr n-asəgdah n-iman dăr-i a tăn-ijăn dăɣ-iji n-isălan n-Ălmasex măšan, a-wen, wăr hin-ikkes a-s ăddinăt iyyăḍ, ənniyăt olaɣăn a-s xaṭṭăbăn Ălənžil. 
PHP.1.16	Wi əntăneḍ, ărhan a-wa hăn, əjlayăn dăɣ-s ed əssanăn a-s Măssinăɣ a hi-ăsnăfrănăn i-ad-sətbətăɣ i-ăddinăt tidət ta ămoos Ălənžil. 
PHP.1.17	Wi tattărnen asəgdah n-iman-năsăn dăr-i dăɣ-iji n-isălan n-Ălmasex, erk ənniyăt wa n-əjrăhăt-ahʼ-in a ăwwayăn, ordan a-s a-wen-dăɣ a făll-i dd-e-isiwəḍăn təsəmme d-erk əmmək wa heɣ dăɣ-tišəm-in.
PHP.1.18	Ămăra, ma iɣšad a-wen? Jer-s-isoran wăla s-tidət, Ălmasex, ad-titwəjjin isălan-net i-ăddinăt. Ǝnta-den-dăɣ a-wa hi-ăsidăwen, hak ašăl daɣ timɣar-dd tedăwit-in 
PHP.1.19	ed əflasăɣ a-s a-wa hannăyăɣ dăɣ-ălɣizabăt iket-net, i n-tănfo-nin. Ǝssanăɣ a-s, ad-dd-əzjărăɣ a-wen-dăɣ iket-net ed, təddalăm-ahi Măssinăɣ, idhal-ahi daɣ Unfas n-Ɣisa Ălmasex. 
PHP.1.20	Ǝkneɣ asəddărhən n-ad-ăj a-wen-dăɣ ed, wăr-əkkesăɣ ăṭṭăma-net, a-wen-dăɣ a făl, wăr hi-ăskărakăḍ iji n-isălan-net. A-wa ărheɣ dăɣ-Măssinăɣ a-s jer-ašăl-i-dăɣ wăla ašəkka, umaset derhan-in asəmɣar n-isəm n-Ɣisa Ălmasex dăɣ-taɣəssa-nin jer-əddarăɣ wăla ămmuɣ 
PHP.1.21	făl-a-s ɣur-i, Ălmasex a-s tămudre-nin, tămoos-ahi tamăttant tăsonḍaḍt.
PHP.1.22	A hi-ikfa Măssinăɣ dăɣ-taɣrəst-dăɣ, ad-əšɣalăɣ a ihʼ ălfăyda i-Ɣisa Ălmasex, a-wen-dăɣ a făl wăr-əssenăɣ əndek a-wa he-sənnəfrənăɣ jer-tamăttant d-tămudre; 
PHP.1.23	ănimăntăšăɣ jer-hărătăn-win-dăɣ n-əssin: itajjăš-ahi-dd derhan n-a-s ufʼ-ahi, ad-əjmăḍăɣ ăddunya, ăkkăɣ diha t-illa Ălmasex, ənta-den-dăɣ daɣ a-wa ufăn s-a ăjjeen, 
PHP.1.24	măšan daɣ hannăyăɣ a-s, dăɣ-təssəba-năwăn, iššăm-ahʼ-in, ăqqiimăɣ əddarăɣ edes-hawăn. 
PHP.1.25	Ǝkkasăɣ ăššăk a-s ad-əkkəsăɣ hărwa ăzzăman jere-wăn i-ad-təhələm s-data, timɣar daɣ tedăwit n-immun-năwăn. 
PHP.1.26	Dihen, ašăl wa d-kăwăn-in mad-ăqqəlăɣ, ad-hawăn-umas ašăl n-tedăwit s-dd-tăssibăb tassaɣt-nănăɣ d-Ɣisa Ălmasex făl təssəba n-a-wa hi-ija.
PHP.1.27	Təssəba n-a-wen a făl, əṭṭəfăt dat-ăddinăt tămudre tăssitbătăt alkum-năwăn i-
PHP.1.28	A ijăn-dăɣ, wăr kăwăn-sărmaɣnet išənja-năwăn s-wăla a ənḍărrăn. A-wa tamašalăn a-s tasətbat n-əlhəllak-năsăn, a-s ija a-wen kăwăneḍ, tămudre-năwăn a salmadăt s-əlɣəllas wa kăwăn-ikfa Măssinăɣ, a-wen, Măssinăɣ a t-ijăn. 
PHP.1.29	A-wen, janneɣ-awăn-t, i-ad-təssanăm a-s teɣăre ta hanăɣ-dd-ija Măssinăɣ dăɣ-ănnuɣmăt-net s-Ălmasex, ijʼ-anăɣ-tăt-dd i-ad-săr-s namən, nənhəy daɣ aɣăna dăɣ-təssəba n-isəm-net, 
PHP.1.30	tahərəm dăr-i daɣ kăwăneḍ, anmănɣ wa s-hi-tənhăyăm heɣ-t, heɣ-t daɣ har ašăl-i-dăɣ.
PHP.2.1	Ămăra, šămad tinmədhilăm jer-iman-năwăn dăɣ-təssəba n-tassaɣt ta jăm d-
PHP.2.2	Ămăra d-jăm tartit jat s-iyyăn n-ulh, kunta tărham ad-hi-ijrəẓ a-wa hăm, adiš, nəməṭṭəfăt jer-iman-năwăn, tənmărhəm jer-iman-năwăn, tumasăm šund iyyăn n-ăwadəm, talăhăm d-ăddinăt oharnen iyyăn n-ittus. 
PHP.2.3	Wăr tăjjăt a dăɣ-wăr kəttəwăm ar iman wi-năwăn, wăr săjarăt iman-năwăn ăddinăt, ănn-ak, sărəsăt iman-năwăn, təjəm făw ăddinăt wi iyyăḍnen jənnəj-wăn. 
PHP.2.4	Wăr tošelăm ɣas ḍarăt tənfa n-iman-năwăn, ănn-ak, immăɣet hak iyyăn dăɣ-wăn i-a-wa he infun tamətte iket-net.
PHP.2.5	Tălălăt ənniyăt wa făll-igla Ɣisa Ălmasex, təgləm fălla-s kăwăneḍ-dăɣ.
PHP.2.6	Ǝnta, a-wa ămoos Măssinăɣ, ămoos-t iket-net
PHP.2.6	măšan, wăr-itter ad-has-tumas tumast n-Măssinăɣ măltaɣ
PHP.2.6	dăɣ-ăkkermămmăy i-ad-isigdăh iman-net
PHP.2.6	d-Măssinăɣ s-ăššil,
PHP.2.7	ănn-ak, oyyă a-wen-dăɣ iket-net,
PHP.2.7	ijă-dd iman-net akli,
PHP.2.7	olăh-dd d-dăgg-adəm i-ad-dăr-săn alăh hărăt iket-net.
PHP.2.8	Ăsrăs iman-net i-ad-ămašăl erhet n-Măssinăɣ,
PHP.2.8	irḍa s-tamăttant, tamăttant ta səmmăt n-tajəttewt.
PHP.2.9	Təssəba n-a-wen-dăɣ ămešăl,
PHP.2.9	a făl t-iḍkăl Măssinăɣ jənnəj-hărăt iket-net,
PHP.2.9	ikfʼ-e isəm t-illan jənnəj-ismawăn iket-năsăn.
PHP.2.10	A-wen, ijʼ-e Măssinăɣ dăɣ-təssəba n-a-s
PHP.2.10	ed ătwăɣra isəm wa n-Ɣisa,
PHP.2.10	ad-data-s irkăɣ a-wa ihăn išənnawăn
PHP.2.10	d-a-wa ihăn ăkall d-a-wa t-illăn daw-ăkall,
PHP.2.10	iɣbəd-t;
PHP.2.11	ăjjayhən ăddinăt iket-dăɣ-năsăn,
PHP.2.11	a-s Ɣisa Ălmasex, a-s Emăli;
PHP.2.11	itwəsəmɣăr s-a-wen-dăɣ isəm wa n-Abba Măssinăɣ.
PHP.2.12	Ayətma, kăwăneḍ-i əkneɣ tărha, mašălăt măjrăd n-Măssinăɣ, săxdəmăm əlɣəllas wa kăwăn-ikfa Măssinăɣ dăɣ-tuksəḍa-net d-asəmɣar-net. A-wen ăjăt-t jer-əlleɣ-t jere-wăn băršeɣ ašăl-i-dăɣ d-wăr ɣur-wăn t-əlleɣ, əjləyăt daɣ hullan dăɣ-a-wen-dăɣ ed 
PHP.2.13	Măssinăɣ iman-net i săr-wăn dd-orăwăn tărha d-tădabit n-iji n-a-wen a kăwăn-e-idhəlăn i-ad-tudabem amišəl n-erhet-net.
PHP.2.14	A tăjjăm-dăɣ, ăjăt-t wăla abjənjən, wăla tekenẓart. 
PHP.2.15	Wăr kăwăn-itəggaret uḍlem wălʼ iyyăn, išdajăt, umasăt aratăn n-Măssinăɣ wăr-iwer ălɣib wălʼ iyyăn kud-dăɣ təzzaɣăm jer-əzzurəyăt təfraɣăt, tănimăšrăyăt i-Măssinăɣ. Umasăt i-ăddinăt šund ănnur ămilăwlăwăn dăɣ-tihay s-əmmək-wa-dăɣ s-ăsimăɣmăɣăn etran dăɣ-išənnawăn. 
PHP.2.16	Ăjăt-asăn isălan n-
PHP.2.17	Təssəba n-a-wen a făl wăr hi-issărmăɣ făw ad-inɣəl ašni-nin, ămmătăɣ făw, umasăɣ šund takute tăwweḍăt făll-immun-năwăn s-Măssinăɣ. Ăddiweɣ, oharăɣ dăr-wăn daɣ tedăwit-ten-dăɣ. 
PHP.2.18	A-wen-dăɣ a făl dăwătăt i-ad-dăr-wăn ahărăɣ năkk-dăɣ tedăwit ta jăm.
PHP.2.19	Kunta otăs Emăli 
PHP.2.20	Ǝnta-en-dăɣ ɣas a dăr-i oharăn ăddăgaẓăt wa jeɣ fălla-wăn, wăr ɣur-i t-illa daɣ ere săl ənta. 
PHP.2.21	A-wa iyyăḍăn dăɣ-ăddinăt, əššăɣəlăn n-iman-năsăn ɣas a dăɣ-ošalăn wădden dăɣ-wi n-Ɣisa 
PHP.2.22	Dăɣ-a-wa dd-iqqălăn Timoti, təssanăm kăwăneḍ iman-năwăn a-s ănaxdim s-tidət a ămoos; ikfʼ iman-net hullan i-iji n-isălan n-
PHP.2.23	Ǝnta-en-dăɣ a-s jarăɣ ăṭṭăma n-ad-t-in-šəmmišəlăɣ săr-wăn, afăl əlmădăɣ a-wa dăɣ-i-dd-e-išrəyăn. 
PHP.2.24	Ǝkkasăɣ ăššăk a-s kunta otas Emăli a-wen-dăɣ, wăr-e ăhajăɣ wăr kăwăn-in-oseɣ năkk iman-in. 
PHP.2.25	Măšan, iket-di d-ităjj a-wen, ăšimašălăɣ-in săr-wăn Ibbafărodit wa n-ăŋŋa-ɣ dăɣ-ăddin dăr-oharăɣ ălxidmăt i-Ɣisa. Wăr t-illa anmănɣ əjjašăɣ dăɣ-iji n-isălan n-Ălənžil s-wădden ănmăjjaš-t dăr-i, ənta-en-dăɣ a săr-i dd-tăšmašălăm, ăwway-ahi tirjət-năwăn. 
PHP.2.26	Naqqʼ-e tenere-năwăn. Ikmʼ-e măsăllăt wa jăm n-a-s ărhin hullan. 
PHP.2.27	Tidət-dăɣ a-s ărhin har ăbas t-norda tămudre măšan, oḍăn-as Măssinăɣ tăhanint, oḍăn-ahi-tăt năkk-dăɣ i-ad-wăr făll-i dd-tiwwaḍ tisnant tojărăt ta hi-tărmasăt ămăra-dăɣ. 
PHP.2.28	A-wen-dăɣ a făl t-in-ăsrarădăɣ săr-wăn i-ad-t-taləsăm ahănay, tăddăwem, təfnəẓ făll-i tisnant năkk-dăɣ. 
PHP.2.29	Səbbărrəkăt-t afăl kăwăn-in-iqqăl, təjəm-as daɣ asəbbărrək wa dăr-ănihăjja ere ila Emăli ed ăddinăt šund-win-dăɣ a ănihăjjănen d-ad-tăn-səmɣărăm. 
PHP.2.30	Ǝnta-en-dăɣ a dăɣ-hawăn-ăssewălăɣ, ənneɣ-awăn, dăroɣ hin-ăssijjă a-wa-dăɣ has-ija ălxidmăt i-Ălmasex. Iglă har ijă iman-net dăɣ-miši, ijʼ-ahi dăɣ-idăggan-năwăn a-wa s-ănihăjja a-s kăwăneḍ a hi-t-ijăn ənnăr t-təllam edes-hahi.
PHP.3.1	Ḍarăt-a-wen, ayətma-ɣ, səddəwətet-kăwăn tassaɣt ta jăm d-Emăli. Wăr hi-ikma ad-hawăn-sənniləsăɣ măjrăd wa s-ăru d-hawăn-in-əktăbăɣ dăɣ-isălan-net. Tănfo-năwăn a ihan a-wen i-ad-taɣədăm. 
PHP.3.2	Agəẓăt iman-năwăn dăɣ-erk inaxdimăn, olăhăn ɣas d-iyyăḍan ənsaynen, agəẓăt iman-năwăn dăɣ-săn; agəẓăt iman-năwăn dăɣ-erk ăddinăt-win-dăɣ ɣur-ija s-bahu a-s amili a itajjăn ăwadəm dăɣ-tamətte n-Măssinăɣ. 
PHP.3.3	Ǝnhəywăt! Năkkăneḍ-i-dăɣ a-s ăddinăt wi jănen amili wa n-tidət s-ənta Măssinăɣ a-s əssəbab-net, nəɣabbăd-t s-tărna n-Unfas, abăraj-nănăɣ 
PHP.3.4	Ǝnnăr t-illa ere ăddooben ad-isəffullət iman-net făll-fărəḍăn wăla ălɣadatăn ăssiibdădăn dăgg-adəm, adiš năkk a he-izarăn s-əlɣəllas. Lăɣătăt-ahi ɣas ere hi-ojărăn dăɣ-isălan-win-dăɣ? 
PHP.3.5	Năkk, ămelăyăɣ ašăl wa s-əttam ḍarăt tiwit-in, ăgg-Iṣrayil wa n-tidət a ămoosăɣ, la-hi tawset ta n-Bănyamin, ămoosăɣ Ɣăbrani orawăn Ɣăbranităn. Dăɣ-a-wa ămoosăn alămăr wa n-ănnăbi Mosa, kăla heɣ taggayt ta n-
PHP.3.6	wăr t-illa ere hi-ojărăn əjjəluyăt wăla akfor, ăqquzzăbeɣ 
PHP.3.7	Ămăra, hărătăn-win-dăɣ jeɣ ibda abăraj, ăbas dat-i əẓlayăn d-a wărăn infa hărăt dăɣ-təssəba n-
PHP.3.8	əgleɣ făw har ašăl-i-dăɣ, ija ɣur-i a-s wăr t-illa a hi-infan s-hărăt făl təssəba n-azəzăr-i jeɣ i-muzəyăt wa jeɣ i-
PHP.3.9	ăqqaymăɣ daɣ osaɣăɣ dăr-s hak ašăl, ăttăjrăwăɣet ăsifăllăɣ iqqud-in făll-alkum-has ənta uhən iqqud i-alkum i-a-wa innă alămăr ed ɣur-Măssinăɣ, wăr t-illa iqqud ilan idəm data-s săl wa ihăkk immun s-Ălmasex.
PHP.3.10	Wăr t-illa a ăsidărhănăɣ a săl muzəyăt-net ənta, ăknăɣ daɣ muzəyăt n-tărna ta t-dd-təssənkărăt jer-inəmmuttan, ăhərăɣ dăr-s tersəmmawen ti inhăy, alăhăɣ dăr-s tamăttant ta ija 
PHP.3.11	ed a ijăn-dăɣ, jarăɣ ăṭṭăma n-ad-dd-aləsăɣ năkk-dăɣ tanăkra jer-inəmmuttan, əjrəwăɣ tămudre ta tăynayăt.
PHP.3.12	A-wen janneɣ-awăn-t wădden i n-a-s innin əssəmdăɣ azzal wa heɣ, meɣ daɣ i n-a-s innin ăsisăgdăhăɣ dăɣ-hărăt iket-net; ăbo! Ănn-ak, diha t-əlleɣ, osasăɣ hullan dăɣ-azzal-wen-dăɣ i-ad-əjrəwăɣ marušăt wa hi-itwăr Măssinăɣ ed năkk, ijrăw-ahi 
PHP.3.13	Ayətma-ɣ, wăr-ordeɣ hărwa a-s năkk-i-dăɣ, hărătăn-win-dăɣ, ăzizăbbeɣ-tăn măšan, hărăt iyyăn ɣas a iwwayăn inəzjam-in: əkfeɣ ărori-nin i-a-wa s-kăla hi-išla ibda iket-net, wăr t-illa a dăɣ-ədgaẓăɣ ar a-wa t-illăn dat-i. 
PHP.3.14	A-wen-dăɣ a făl əjlayăɣ hullan dăɣ-a-wa hi-išlăn i-ad-əjrəwăɣ marušăt wa hanăɣ-itwăr Măssinăɣ dăɣ-išənnawăn s-hanăɣ-ija Măssinăɣ ărkăwăl-net dăɣ-idəm n-Ɣisa Ălmasex.
PHP.3.15	Ămăra, năkkăneḍ-i ămoosnen meddən əmdanen dăɣ-isălan wi n-immun s-Măssinăɣ, nəṭṭəfet ălxal-wen-dăɣ hak ašăl, kunta daɣ təllʼ-e talɣa tămiišăkkem, ədəlăt Măssinăɣ i-ad-arr tiṭṭawen-năwăn dăɣ-isălan-win-dăɣ. 
PHP.3.16	Hakd a-wen-dăɣ, a ijăn-dăɣ, šămad nărmăs tabarăt-ten-dăɣ toɣădăt, adiš nəjləyet dăɣ-s, nəmsidăɣet dăɣ-tekle-nănăɣ.
PHP.3.17	Ayətma-ɣ, tălălăt tămudre ta əṭṭăfăɣ, səjrăhăm daɣ tămudre n-meddən-wi əlkămnen i-ălmital wa tăn-nəkfă, tălălăm-tăn əntăneḍ-dăɣ.
PHP.3.18	Ǝllan-t ăddinăt ăjjootnen wăren əja tamăttant ta ija Ălmasex făll-tajəttewt hărăt. Ăddinăt-en, ăru d-kăwăn-ăsmătărăɣ i-ad-hasăn-təjəm ənniyăt, ărheeɣ daɣ ămăra ad-kăwăn-aləsăɣ aɣătal fălla-săn. Ăsninăn iman-in a-s hawăn-janneɣ a-wa-dăɣ. 
PHP.3.19	Ilkam dăɣ-săn erk ajilal, əšlăyăn i-Măssinăɣ, ənnăhăḍnăt dăɣ-săn tisatten-năsăn. A-wa s-kăla inăqq, ăbas tăn-ăsikărakăḍ, jăn-t abăraj; wăr-əlkemăn inəzjam-năsăn ar i-a-wa făll-təglʼ ăddunya.
PHP.3.20	Win-ăddinăt, wăr dăr-săn noleh ed năkkăneḍ, ăkall-nănăɣ wa ăynayăn, išənnawăn a iha. Išənnawăn-en-dăɣ a-s ilkam ad-hanăɣ-tăn-dd ifəl Emăli 
PHP.3.21	Ǝnta a iha ăṭṭăma-nănăɣ ed afăl dd-iqqăl, ad-fălla-năɣ-in-ikkəs taɣəssa-ta-dăɣ tărna tamăttant, ăkfʼ-anăɣ tiyyăt tăynayăt lat ălxurmăt šund ta-net ed ila tărna s-innăhăḍ dăɣ-hărăt iket-net.
PHP.4.1	Ayətma-ɣ-i əkneɣ tărha, naqqʼ-ahi tenere-năwăn ed tedăwit-in d-abăraj-in a tămoosăm; ayətma-i əkneɣ tărha, ăknăt uḍəf n-Emăli.
PHP.4.2	Iwədya d-Sintəkya-i n-šătma-năɣ, əttarăɣ dăɣ-snăt ad-əjənăt ălxer jer-iman-năsnăt, əṭṭəfnet iyyăn n-ənniyăt dăɣ-alkum-năsnăt i-Emăli. 
PHP.4.3	Kăyy daɣ-i n-ămaɣdal wa n-tidət dăɣ-ălxidmăt-wa nohăr, səlɣən-tănăt Iblis, tilalăd-asnăt i-ad-ənməẓəlnăt. A-wa tiḍeḍen hi-ədhălnen hullan hullan dăɣ-iji n-isălan n-
PHP.4.4	Ayətma-ɣ, dăwătăt hărkuk dăɣ-Emăli; a-wen, olăsăɣ-t tənna, ənneɣ-awăn: dăwătăt hărkuk.
PHP.4.5	Ǝlmədnet ăddinăt iket-dăɣ-năsăn s-tăẓude-năwăn ed Emăli ya, osʼ-iwăn făw. 
PHP.4.6	Wăr kăwăn-ităšăwwašet hărăt wălʼ iyyăn, a-s tămɣatărăm-dăɣ, tăllăɣem-t i-Măssinăɣ s-tamădilt d-tittar əjlaynen ăddewnen d-tămayit; 
PHP.4.7	afăl jăm a-wen, ad-ăj Măssinăɣ ălxer dăɣ-ulhawăn-năwăn, ăjʼ-asăn igguẓ ojărăn a-wa s-ăddobăt ənniyăt n-ăgg-adəm ad-t-dd-awəy, asăɣ ulhawăn-năwăn d-ənniyăt-năwăn d-
PHP.4.8	Ḍarăt-a-wen daɣ, ayətma-ɣ, a-wa ădduutten, a-wa ilăn təmmal, a-wa oɣădăn, a-wa šăddijăn, a-wa ămoosăn isəssărha d-iẓəjraẓ d-a-wa ilăn tənna d-a-wa ilăn ălxal olaɣăn d-təmmal, əntăneḍ-den-dăɣ hărătăn wi s-ăniihăjja a-s jam-asăn edăgg dăɣ-ulhawăn-năwăn. 
PHP.4.9	Mašălăt a-wa kăwăn-əssăɣrăɣ d-a-wa tənhăyăm făll-i d-a-wa s-hi-təslăm har t-ənneɣ d-a-wa jeɣ iket-net. Afăl jăm a-wen, ad-kăwăn-idhəl Măssinăɣ, ăkfʼ-iwăn ălxer.
PHP.4.10	Wăr t-ihʼ ăššăk a-wen, ăddiwen iman-in hullan dăɣ-Emăli dăɣ-təssəba n-əmmək wa s-hi-dd-təktăm, təssəlmădăm-ahi a-s wăr hin-jerăm. Ǝssanăɣ a-s ăru d-tăsdărhănăm iji n-a-wen, ănn-ak, ăddăbara-net ɣas a wăr təjrewăm. 
PHP.4.11	A-wen janneɣ-awăn-t wădden i n-a-s innin ămiɣatărăɣ s-hărăt, diha t-əlleɣ, əzzayăɣ ad-ăjăɣ ărramăt dăɣ-a-wa leɣ dăɣ-talɣiwen iket-dăɣ-năsnăt. 
PHP.4.12	Wăr t-illa a-s wădden onanăɣ-as, jer-əllăqqu wăla terše n-ehăre. Wăr t-təlla talɣa s-wădden ənhayăɣ-tăt, jer-tewwant wăla laẓ, wăr săr-i təẓley terše d-iba-net. 
PHP.4.13	Wăr t-təlla tanfust s-wădden, əštăfăɣ-dd dăɣ-s iman-in dăɣ-təssəba n-tărna ta hi-ikfa Ălmasex. 
PHP.4.14	Măšan, hakd a-wen-dăɣ, a-wen, wăr hin-ikkes a-s irăš-awăn Măssinăɣ tadhəlt ta hi-jăm făll-i təfnăẓăt timɣutar.
PHP.4.15	Ya ayətma-ɣ wi əzzăɣnen aɣrəm wa n-Fəlibb, təssanăm kăwăneḍ iman-năwăn a-s, a-s əssəntăɣ iji n-isălan n-
PHP.4.16	A-wen, kăwăneḍ ɣas a t-ijăn ed hărwa heɣ aɣrəm wa n-Tăslonika, har əssin ihăndăggan tirəjəm-ahi a-s əkkăsăɣ timɣutar-in. 
PHP.4.17	Wădden ihuk-năwăn a ḍarăt ošalăɣ, ănn-ak, derhan a tattărăɣ n-ad-ijatăn imărkedăn-năwăn ed ilkam, ad-təjrəwăm imraš-năsăn ɣur-Măssinăɣ. 
PHP.4.18	Ǝlmədăt a-s a-wa hi-dd-tăssawăyăm, əjrăwăɣ-t iket-dăɣ-net. A ija Ibbafărodit a-wa hi-dd-tăssawăyăm dăɣ-ifassăn-in-dăɣ, wăr t-illa făw a făll-in ăba wăla a hin-oḍanăɣ. Ămoos dat-i a-wa jăm a olăhăn d-aḍutăn n-nefran isihəwhəw ăwadəm. Tirjit-năwăn-hahi, toolăh d-takute lat idəm dat-Măssinăɣ, irḍa săr-s, təjraẓ-as. 
PHP.4.19	Măssi-ɣ, Măssinăɣ, wăr t-illa a-s wădden iṭṭaf-t, ənta-en-dăɣ a kăwăn-e-ikkəsăn dăɣ-e d t-təllăm tămăɣatert s-a-wa dăr-togdăh terše-net i-ad-itwəsəmɣăr isəm-net dăɣ-təssəba n-
PHP.4.20	Imɣaret isəm n-Măssinăɣ-i n-Abba-nănăɣ hărkuk. Amin!
PHP.4.21	Tăhuulăm-in iməššeddəjăn n-
PHP.4.22	Ăhuulăn-kăwăn-in daɣ iməššeddəjăn iket-năsăn, hullan wi ăxdămnen dăɣ-ehăn wa n-Qăyṣăr-i n-ămănokal n-ăkall wa măqqărăn.
PHP.4.23	Ija Emăli Ɣisa Ălmasex ănnuɣmăt-net dăɣ-ənniyăt-năwăn iket-dăɣ-năwăn. Amin!
COL.1.1	A-wa năkk, Buləs, wa ija erhet n-Măssinăɣ ănămmašul n-
COL.1.2	ayətma-năɣ wi n-iməššeddəjăn n-imaɣdalăn dăɣ-tassaɣt d-Ălmasex əzzăɣnen aɣrəm wa n-Kuləs. Ikfʼ-iwăn Abba-nănăɣ Măssinăɣ d-Emăli Ɣisa Ălmasex ănnuɣmăt-net d-ălxer-net.
COL.1.3	Wăr kăla hanăɣ-okăy ašăl d-wăr nămmoy i-Măssinăɣ-i n-Abba n-Emăli-nănăɣ 
COL.1.4	Nətumay-as hak ašăl făl-a-s, osăn-anăɣ-dd isălan n-immun wa jăm s-Ɣisa Ălmasex d-tărha ta n-tidət jăm i-iməššeddəjăn. 
COL.1.5	A-wen, jăm-t ed təssanăm făl ăṭṭăma wa kăwăn-ăsjăr Măssinăɣ-i ihăn išənnawăn. Ăṭṭăma-en, măjrăd wa n-tidət ămoos 
COL.1.6	Ălənžil daɣ wa s-kăwăn-in-əwwăḍăn isălan-net, əmmək-wa-dăɣ s-has-təslăm a-s titwəjjin isălan-net dăɣ-ăddunya iket-net, jarrăwăn ăddinăt tămudre ta tăɣlălăt dăɣ-təssəba-net. Ǝmmək-wen-dăɣ daɣ s-takkăn isălan-en s-data ɣur-wăn, ɣur-ašăl wa d-hasăn-təslăm, təjrăhăm əddəttu wa ija ănnuɣmăt n-Măssinăɣ, əmmək-wen-dăɣ daɣ a-s təhhalăn s-data dăɣ-ifăyyăn n-ăkall. 
COL.1.7	Ălənžil wa s-təslăm, issăɣrʼ-awăn-t Ibbafras wa n-emărh-nănăɣ dăr-nohăr əššăɣəl, ənta-i n-ămaɣdal ixdămăn i-Ălmasex dăɣ-idăggan-nănăɣ-hawăn. 
COL.1.8	Ǝnta-en-dăɣ a hanăɣ-ijăn isălan n-tărha ta dd-iššənšăr 
COL.1.9	Təssəba n-a-wen-dăɣ a făl năkkăneḍ-dăɣ, ɣur-ašăl-i-dăɣ d-hanăɣ-əjjăšăn isălan-năwăn-dăɣ, wăr kăla năssunfa dăɣ-tamădilt n-Măssinăɣ-hawăn, nətattăr dăɣ-s ad-kăwăn-ăkf musnăt imdan n-erhet-net, ăkfʼ-iwăn daɣ s-tărna n-Unfas Šăddijăn sărho d-ujreh iket-net 
COL.1.10	i-ad-təlmədăm əmmək wa s-ăniihăjja ad-săr-s təlkəmăm i-Emăli, təjrəẓăm-as dăɣ-hărăt iket-net. Dihen, ad-təkrəšăm ănnuɣ n-imărkedăn iket-năsăn, təhələm daɣ s-data dăɣ-təməzzuyt n-Măssinăɣ, 
COL.1.11	təṣṣuhum s-tărna n-ălxurmăt-net, tudabem tebădde dăɣ-hărăt iket-net s-taẓidert tăddeewăt d-tedăwit.
