MAT.1.1	Dawute naa, Abrahaame naa gidida Yesus Kirstoosa yeletetha zarkey hayssafe kaallizayssa;
2CO.9.7	Xoossi dosizay ba dosan immizade gidida gish issi issi asi immanas ba woznan qoppidaro ufayssan immo attin modhetishe coo wolqara immofo. 
2CO.9.8	Ubba wode haniza ubban inte intes gidi palahidi hara lo7o oosos gidana mala Xoossi intes ba anjo gujji immanas dandayees. 
2CO.9.9	Hessika
2CO.9.9	“Manqotas kiyatethan immides;
2CO.9.9	iza Xillotethi mernas deyana”
2CO.9.9	geetetti Geeshsha Maxaafan xaafettida mala. 
2CO.9.10	Zerizades zerethi, maanas kath immiza Goday inte zeriza zeretha izi keehi darsi immana. Izi inte kiyatetha oosoza ayfe intes darsana. 
2CO.9.11	Inte kiyatethan immoyssi nu baggara ista gakkiza asati Xoosse galatana mala inte ubba wode kiyatethi immana mala Xoossi intena ubbasora duresana.
2CO.9.12	Hayssi inte immiza kiyatetha oosoy ammanizayta meto maadoppe bollara asay Xoossa darsi galatana mala ooththes. 
2CO.9.13	Hayssi inte kiyatetha oosozi inte Kirstoosa Mishiraachcho qaalan ammanidi ammanettidayta gididayssa, istasinne harataska inte kiyateth immidayssa erissizaz gidida gish isti wurikka Xoosse galatana. 
2CO.9.14	Isti qasse Xoossi intes immida gita kiyatetha geedon intena siiqiza gish intes woossana. 
2CO.9.15	Asa qaalan qoncisethafe bolla gidida Xoossa imotetha gish Xoossi galattetto.
2CO.10.1	Ta Phawuloosi intenara dishin izi ashike geetettadis shin ta intefe haakkishin qas inte bolla xalidade geetettida ta Phawuloosi Kirstoosa ashketethaninne iza lo7etethan intena woossays. 
2CO.10.2	Tani intena woossizay ta inteko hee biza wode inte tana xalatethan hasayissonta aggana mala. Nuni asho qofan simeretiza mala nuna xeelliza issi issi asata sinthan tani xalatethan haasayanas koyays. 
2CO.10.3	Nuni dizay hayssa alameza bolla gidikkoka nu oletizay ha alameza asa ola mala gidenna. 
2CO.10.4	Nu ola miishayka ola miixa laallanas dandayiza Xoossa wolqay dizayssa attin hayssa alameza ola toora gidenna. 
2CO.10.5	Xoosse eronta mala dhuphe gidi dendiza palamanne otoreteth nu laalloos. Asa qofa wursi di7i ekkidi Kirstoosas azazettana mala ooththoos. 
2CO.10.6	Inte azazetethi poletiza wode azazettonta ay miisheka qaxayanas nuni giigeti uttidos.
2CO.10.7	Inte xeellizay kare baggara beettizazi xalala. Oonikka tani Kirstoosasko gi ammanettikko zaarethi qoppo. Nuka iza malaka Kirstoosayta gididayssa izaadey woznan woththo. 
2CO.10.8	Goday nuus immida maata gish tani izan ceeqqikkokka yeelatikke. Hessi maatay taas imettiday nuni intena minisanas attin laallanas gidenna. 
2CO.10.9	Tani ha kiitan intena babisos ooththiza misatoppo. 
2CO.10.10	Oone erizay issi issi asati “Phawuloosa kiitati deexxonne wolqama; gido attin izi nu achchan diza wode izi laafa; Iza haasayayka leqettidazakko!” gizazi gidana. 
2CO.10.11	Hessatho giza asati nuni hahon dishe xaafi kiittidayssassinne qas intenara dishe nu ooththizayssa giddon aykko dummateththi bayndayssa shaakki eretto.
2CO.10.12	Gidikkoka barka bana nashshiza issi issi asatara nuna nurka gaththi xeellanas woykko istara nuna giigissanas xalokko. Isti qasse barka bana banara gaththi xeelliza gish isti yuushi qoppizayta gidettenna. 
2CO.10.13	Nu qasse inteko gakkana gakkanaas Xoossi nuus immida ooso zawan simeretos attin wogappe aaththi ceeqqettizayta gidokko. 
2CO.10.14	Inte qasse nu ooththizason diza gish Kirstoosa Mishiraachcho qaala tamarsanas nu inteko bida wode nuni hee nu zawappe aadhdhibeekko. 
2CO.10.15	Hessa gish Xoossi nuus immida zawappe aadhdhidi hara asata ooththon gelidi wogappe aadhdhi ceeqqettokko. Hessafe bollara inte ammanoy diccana malanne nu oosoykka Xoossi nuus immida zawan inte giddon aakkanayssa naagon doos. 
2CO.10.16	Hessa gish nu hara asi ooththiza zawa aadhdhidi kasetidi ooththettida ooson ceeqqettonta dishe intefe henin diza deretas Mishiraachcho qaala yootanas dandayoos.
2CO.10.17	Gido attin Xoossa Maxaafay “Ceeqqettiza asi Godan ceeqqetto” gides. 
2CO.10.18	Asi galattettanas dandayizay Goday gaalatikko attin barka bana gaalatin gidenna.
2CO.11.1	Ta guutha eeyateththa inte dandayana mala ta hidota ooththoyssa hayana dandayite. 
2CO.11.2	Issi gelonta geeshsha geela7oya ba geela7ottethan issi azinas giigiza mala takka intena Kirstoosas giigissida gish ta inte gish lo7o qofa qoppays. 
2CO.11.3	Shooshay ba genera Hewaano baleththidayssatho oone erizay inte qofaykka mooretin Kirstoosas diza suurenne geesh gidida ammanetetha intena aggagandeto gaada ta hirgays. 
2CO.11.4	Issi asi inteko yiidi nu kase intes sabakidayssa gidonta hara Yesusa sabakikko woykko kase ekkida Ayana gidonta hara ayana ekkikko woykko kase inte ekkida Mishiraachcho qaala gidonta hara Mishiraachcho qaala ekkiko coo mela inte xoonetideta guussa.
2CO.11.5	Gidikkoka tani hayta gita Hawaaretappe aykonka guuxiza taas misatenna. 
2CO.11.6	Haasayan cinca gidonta aggikkokka taas eray paccibenna. Hessa nuni intes dumma dumma ogera qoncen ersidos.
2CO.11.7	Tani intes Xoossa Mishiraachcho qaala damozay baynda sabakidaynne intena dhoqu histanas tani tana kawushshidayssi oone erizay taas nagara gidi qoodetideshaa? 
2CO.11.8	Intes ooththanas hanko Woosa Keeththatappe tani maado ekkidayssi istafe shiisha ekkadakko. 
2CO.11.9	Tani intenara dishin tana metin Maqidooniyappe yida ishati taas koshshizazan tana maaddida gish oonaska tooho gidabeekke. Hanno gakkanaaska ay miishanka intes tooho gidabeekke. Sinthafekka ta intes tooho gidikke. 
2CO.11.10	Kirstoosa tumatethi tanan diza gish tani ceeqqettonta mala tana diggizay Akaaya deren oonikka baawa. 
2CO.11.11	Hessas gaasoy aazee? Tani intena siiqonta gishee? Ta intena siiqizayssa Xoossi erees.
2CO.11.12	Heyti wordo Hawaareti “Nuka istatho ooththoos” gishe isti ceeqqettizayssa digganas ta ha7i ooththizayssatho sinthafekka ooththana. 
2CO.11.13	Heytanta mala asati Kirstoosa Hawaareta misatanas barka bana laammiza wordancha Hawaaretanne baleththiza oosanchata. 
2CO.11.14	Hessika daro malalisizazi gidenna. Xala7eykka bana poo7o kiitancha misatisidi laamettes. 
2CO.11.15	Hessa gish heyti Xala7e oosanchati hanko xillo oosanchata misatanas barka banateththa laammikko aykkokka malalisenna. Wursethan isti ba ooso waaga ekkana.
2CO.11.16	Oonaska tani eeya gididazi misatoppo gaada qasseka yootadis. Ta istas eeya misatikkokka guutha wodes ta ceeqqettana mala tana inte eeya mala qoodite. 
2CO.11.17	Tani hessatho duuna kuntha haasayizay Goda shene mala gidonta eeya asa mala gidada. 
2CO.11.18	Daroti ba asho qofan ceeqqettizayssaththo takka ceeqqettana. 
2CO.11.19	Inte qas yuushi qoppizayta gidida mala hanko eeyata ufayssanas dandayeeta. 
2CO.11.20	Hessathoka oonikka intena baasi aylleskonne oonikka intena bonqikko, oonikka intenan go7ettikko, oonikka intena leqqikko, oonikka intes shagalan baqqikko inte dandayeeta. 
2CO.11.21	Izi tana yeelasizazi gidikkoka hayta ha hanota ooththanas nuni mino gidontayssa tani intes qoncisays.
2CO.11.21	Gido attin oonikka ceeqqettanas xaalikko takka izatho xaalada ceeqqettana. Tani hessa gizay ha7ikka eeya gidada. 
2CO.11.22	Heytanti isti Ibraawe asatee? Takka Ibraawekko! Isti Isra7eele asatee? Takka Isra7eele asakko! Isti Abrahaame zerethatee? Takka Abrahaame zerethikko! 
2CO.11.23	Heytanti Kirstoosa oosanchatee? Tani qas istafe bollara Kirstoosas ooththizade. Ta hessatho gizay gooshsha mala gidadakko! Tani istafe daro wode ooson daaburadis; daro wode qashetadis; daro wode garafettadis; daro wode hayqos gakkadis. 
2CO.11.24	Heedzdzu tammanne uddufun xuurqafe ichashuto Ayhudatan garafettadis. 
2CO.11.25	Heedzdzuto durqan bukettadis; issito shuchchan cadettadis; heedzdzuto markabe giddon ta bolla metoy gakkides; issi omarsinne issi gallas abba giddon gam7adis. 
2CO.11.26	Ta hammutha daro gaason haaththa kixxaynne di7oy, pangatappe metoy tana gakkides. Ta qommo Ayhuda asappenne Ayzaabetappe waayeynne metoy tana gakkides. Katamanka bazzonka abba bollanka tana metoy gakides; hessathoka wordo ammanizaytappe metoy tana gakkides. 
2CO.11.27	Daro ooththa daaburadis; daro wode dhiskabeekke; gafaninne haaththa saamon waayetadis; daro wode miza kathi taas dhayides, meeggoynne kalloteth tana gakkides. 
2CO.11.28	Tani hara miishi qopponta, gallas gallas tana qoppisizay Woosa Keeththata ubba gish qoppiza qofa. 
2CO.11.29	Issi asi daaburishin tani izara daaburonta ayde aggadinaa? Issi asi nagaran kundishin ta qasse iza hanqettonta ayde aadhdha erazinaa?
2CO.11.30	Ceeqqettanas koshshizazi gidikko ta ceeqqettanay ta daburancha gididayssa tana bessiza miishan ceeqqettays. 
2CO.11.31	Mernas galattettida Goda Yesus Kirstoosa Aawa Xoossi ta wordotontayssa erees. 
2CO.11.32	Tani Demasqo kataman dishin kawo Arsixosiyossappe garsara dere ayssizayssi tana oykkanas koydi he katama pengeta zabetan naagissides. 
2CO.11.33	Gidikkoka asay tana keeshen yeggidi he katama ginbe maskotera duge woththi yeddin kessa ekka attadis.
2CO.12.1	Ceeqeteththan aynne go7ay baynda agikkoka ceeqqettanas koshshikko Goday taas qoncisi immidayssaninne izi bessida ajjutan ta ceeqqettana. 
2CO.12.2	Kirstoosas gidida issade ta erays. He addezi tammanne oyddu laythafe kase heedzdzantho salo ekketi bides. (Izi ekkettiday ba ashora gidin woykko ashora gidonta aggin erikke shin Xoossi qasse eres.)
2CO.12.3	Gidikkoka izi ba ashozara biin woykko mela biin ta erike. Xoossi qasse erees. 
2CO.12.4	Izaadeyka pude Gannate ekketidi asa qaalan qoncisanassinne asi gaanas dandayontaz izi siydes. 
2CO.12.5	Tani hessa mala asan ceeqqettays. Ta hu7es gidikko ta dabursafe hara ta izan ceeqqettana miishi taas deenna. 
2CO.12.6	Histin tani tuma haasayiza gish ceeqqettanas koyikkokka ta eeya gidikke. Gido attin oonikka ta bolla ba beyizazappenne taappe siyizayssafe bollara qopponta mala gaada ceeqqettanappe naagetays.
2CO.12.7	Hayta taas qoncida gita hanota gaason tani otoretonta mala ta asateth aguntha mala caddiza sakoy taas imettides. Hessika Xala7eppe kiitetidi tana cachchan waayssidi ta ceeqqettonta mala diggees. 
2CO.12.8	Hayssi tana waayssizaysi taappe kichchana mala tani Goda heedzdzuto woossadis. 
2CO.12.9	Gido attin Goday qasse “Ta wolqay kumeth gidi qoncanay ne daabursan gidida gish ta kiyatethi nees gidana” gides. Hessa gish Kirstoosa wolqay ta bolla gidana mala ay wodeppekka bollara tani daaburshin he wode ufayssan ceeqqettanas dosays. 
2CO.12.10	Tani wolqa demmizay daaburiza wode gidida gish ta Kirstoosa gish daaburishin, cayettishin, metotishin, goodetishin, muuzotishin tana ufaysses.
2CO.12.11	Tani eeya asa mala haasayadis! Tani hessatho haasayana mala ooththiday intenakko! Inte tana galatanas besseesikko shin ta oonakkonne eretontade gidikkoka hanko gita geetettida Hawaaretappe tani aazanka guuxikke. 
2CO.12.12	Tani tumu Hawaare gididayssa erissiza hanoti ta intenara dashe dandayan polida oosota. Heytikka malatata, gita ooratha miishetanne malalisiza oosota. 
2CO.12.13	Tani intes tooho gidonta aggorippe attin hanko hara Woosa Keeththatappe intena aazan paccisadinaa? Hessika mooro gidikko inte tana maarite.
2CO.12.14	Tani he inteko baanas giigettishin hayssi heedzdzantho. Tani intes toho gidanas koyikke. Tani intena koyays attin inte miisha koyikke. Aawati naytas miisha shiisheetes attin nayti Aawatas miisha shiishshi erettenna. 
2CO.12.15	Tani inte gish tanaka taas dizaz wursa intes aaththa immidako tana daro ufaysses. Histin tani intena hayssa mala daro siiqishin inte qas tana waani guuthara siiqetii?
2CO.12.16	Ay gidikkoka ta intes tooho gidabeekke shin intes ta intena coo genen baleththa oykkidazi misatees. 
2CO.12.17	Ta inteko kiita yeddida asataappe issade baggarakka intefe go7ettadinaa? 
2CO.12.18	Titoosi inteko baana mala ta iza woossadis. Hessa nu ishazaka izara gaththa yeddadis. Histin Titoosi intefe aykko go7ettidee? Taninne izi intes ooththiday issi woznan gidenee? Kase nu hanoy issi mala gidenee?
2CO.12.19	Inte wurikka ha7i gakkanaas qoppizay nu inte sinthan nuna ashshanas haniza miisha mala xeelletii? Nuni Kirstoosan gididi intes yootizaysi Xoossa sinthanna. Ta siiqoto! Nu hayssa wursi yootizay intena go7anas giidikko! 
2CO.12.20	Tani hee biza wode oone erizay inte ta koyda mala hanonta aggikko takka inte koyiza mala gidonta dashe gaggettanesha gaada hirgays. Hessathoka inte giddon ooshi, qanatetethi, hanqoy, zupetethi, asa sunth iisoy, zigirsi, otoretethinne kachchi duus aggenna gaada hirgays. 
2CO.12.21	Tani qasseka he inteko bishin oone erizay ta Goday tana inte sinthan kawushshande gaada hirgays. Hayssafe kase nagara ooththidi he ooththida tunatethan, laymaninne coo mela yeda duussas maarotethan gelonta asata gaason ta muuzotethan wodhandina gaada hirgays.
2CO.13.1	Histikko tani inteko bishin hayssi taas heedzdzantho. Aydekka gidin yo7oy minnizay nam7u markan woykko heedzdzu markanna.
2CO.13.2	Intena beyanas ta nam7antho boyssan ta intenara dashe inte naagettana mala ta intes mintha yootadiskoshin; ha7ikka qasse hahon daada hayssafe kase nagara ooththidaytassinne hankoytas mintha yootays. Ha7i ta inteko hee simma biikko istafe oonaska mishetikke. 
2CO.13.3	Hessika qasse tanan gididi intes yootizay Kirstoosa gididayssa inte shaakki eranas koyizayssa besses. Inte achchan diza Kirstoosi wolqama attin laafa gidenna. 
2CO.13.4	Izi masqale bolla kaqettidi daburan hayqqikkoka ha7i qas Xoossa wolqan paxa dees. Nuka izara laafata gidikkoka inte gish giidi Xoossa wolqan minni doos.
2CO.13.5	Inte ammanon minni dizaakkonne eranas ane interka intena paaci xeellite. Yesus Kirstoosi intenan dizayssa shaakki eribeyketii? Hessatho hanonta aggikko inte paacen kundideta guussa. 
2CO.13.6	Nuni paacen kundontayssa inte shaakki erana gaada hidota ooththays. 
2CO.13.7	Inte iita miishi ooththonta mala nuni Xoosse woossos. Nuni woossizaykka nu aykkokka dandayizayta gidonta aggikkokka inte ubba wode lo7o ooso ooththanappe attin nu goobateththi intena bessanas gidenna. 
2CO.13.8	Nuni tumatethas ooththos attin tumappe karera aykkokka ooththana dandayokko. 
2CO.13.9	Nuni daburanchata gidin inte qas minota gidishin nuna ufaysses. Nu woossay inte bolla wosoy bayndayta gidana malassa. 
2CO.13.10	Tani hayssa intes yeddiza kiitaza intefe haakka dashe xaafiday hessa gishassa. Hessa malan ta inteko biza wode taas Goday immida Aawatethan ta intena waayssikke. Goday taas Aawateth immiday intena minthanas attin laallanas gidenna.
2CO.13.11	Ane ha7i ta ishato! Saro diite; inte duussa lo7ethite; ta intena zoroyssa kaallite; asay issoy issara sigetite. Saron diite; siiqonne saro Goday intenara gidana. 
2CO.13.12	Siiqo yeereteth yeeretidi issoy issara saroketite.
2CO.13.13	Ammaniza asay wurikka intena saro gees. 
2CO.13.14	Goda Yesus Kirstoosa kiyatethi, Xoossa siiqoynne Xillo Ayana issifeteth intenara ubbatara gido.
GAL.1.1	Asi kiittidade gidonta Yesus Kirstoosa hayqoppe denthida iza aawa Xoossafe kiitettida Phawuloosappe. 
GAL.1.2	Tanara diza ishata ubbafe Galatiyan diza Woosa Keeththatas. 
GAL.1.3	Nu Aawa Xoossafe Goda Yesus Kirstoosappe Xoossa kiyatethinne saroy intes gido. 
GAL.1.4	Nu Aawa Xoossa shene gidin iita alamezappe nuna ashshanas bana aaththi immidayssas, 
GAL.1.5	merppe merna gakkanaas izas bonchoy gido.
GAL.1.6	Inte Kirstoosa kiyatethan xeygidayssa aggagidi hara dumma shaako Mishiraachcho qaalakko simmidayssi tana daro malalises. 
GAL.1.7	Ta hessa gida gaasoy intena baleththizaytinne Kirstoosa Mishiraachcho qaala mirqiza issi issi asati diza gishassa; tuma giikko Mishiraachcho qaalay issino xalla. 
GAL.1.8	Gido attin nuna gidin woykko salo kiitancha gidinka nu intes sabakida Mishiraachcho qaalappe hara dumma Mishiraachcho qaala sabakikko hessadey mernas qangetidade gido. 
GAL.1.9	Ta kase gida malaka Ha7ikka zaaradakka kase inte eko Mishiraachcho qaalappe hara dumma Mishiraachcho qaala sabakikko izaadey mernas qangetidade gido gays.
GAL.1.10	Ha7i ta asi tana eroshsho! Hashshu gaana mala koyazinayee? Xoossi hashshu gaana mala koyazinaa? Woykko as ufayssana koyazinaa? Ta as ufayssana koyizakko Kirstoosa oosancha gidikke.
GAL.1.11	Ta ishato! Ta intes sabakida Mishiraachcho qaalay asa ooso gidontayssa inte erana mala koyays. 
GAL.1.12	Hayssa ha Mishiraachcho qaalaza Yesus Kirstoosi taas qoncisides attin ta oonappekka ekkabeekke; woykko oonikka tana tamarsibenna.
GAL.1.13	Tani kase Ayhudata ammanon waana dizaakkonne Xoossa Woosa Keeththe ta ay mala goodidakkonne qasse mule dhayssanas ta ay mala dafettidakkonne inte siyideta. 
GAL.1.14	Kase ta diza woden diza daro Ayhuda asata darotappe ammanon aadhdhays. Kase nu aawata woga naaganas daro dafettayssishin. 
GAL.1.15	Gido attin kase koyro tani ta aayi ulon dishin baasi dooridi ba kiyatethan tana xeygida Xoossay 
GAL.1.16	Ayzaabeta giddon iza naaza gish ta sabakana mala ba naaza tanan qoncisanas dosida gish ta oona asarakka zoretabeekke. 
GAL.1.17	Taappe kase Hawaare gididaytakko Yerusalame babeekke shin ammanida mala heerakka Arabe biitta badis; heeppeka Damasqo simmadis. 
GAL.1.18	Heeppeka heedzdzu laythafe guye Phexroosara gaagganas Yerusalame badis. Izara gaaggada tammanne ichashu gallas gakkanaas heen gam7adis. 
GAL.1.19	Gido attin Goda isha Yaqoobeppe attin Hawaaretaappe oonakka beyabekke.
GAL.1.20	Hayssa ta intes xaafizayssan ta wordo hasayontayssa Xoossa sinthan yootays. 
GAL.1.21	Hessafe guye gede Sooriyanne Kilqiya geetettiza dere badis. 
GAL.1.22	Yuhuda deren diza Kirstoosan ammaniza asay tana beybenna. 
GAL.1.23	Gido attin “Beni nuna ammano gish goodi dhayssana koyiza addezi ha7i he ammano zaari sabakkes” giza wore xalla siyida. 
GAL.1.24	He asay ta gaason Xoosse galatides.
GAL.2.1	Tammanne oyddu laythafe guye qasseka Yerusalame badis; he wode Barnabaasara days; Titoosakka tanara ekka badis. 
GAL.2.2	Taas qoncida gish he badis. Ayzaabeta giddon ta sabakiza Mishiraachcho qaalakka istas yootadis. Gido attin ta kase mela woxxidakko gaadanne qasseka sinthafe coo mela woxxonta mala hirgada waannatizaytas dumma erisadis. 
GAL.2.3	Haray attoshin tanara diza Titoossi izi Girike as shin izi qaxxarettana mala wolqathibetenna. 
GAL.2.4	Hayssi ha yo7ozi dendiday issi issi wordo ammanizayti nuni Yesus Kirstoosan demmida geeshshatetha yuuyi yuuyi paaci beyanassinne nuna aylletethan zaari gelthanas loddara nuukko salli gelida gishassa. 
GAL.2.5	Hayta he asatas nuni issitokka haarettibeekko. Hessika inte Mishiraachcho qaala tumatethan eqi daana mala giidikko.
GAL.2.6	Waanna misatiza asati taas aykkokka misatetenna; Xoossi asa ayfeso beyidi maado ooththi erenna. Heyti he asati ta kiittiza yo7otas taas aykkokka gujjibettenna. 
GAL.2.7	Gido attin Phexroossi qaxaretidaytas Mishiraachcho qaala sabakanas hadara ekidaysa mala takka qaxxaretontaytas Mishiraachcho qaala sabakanas hadara ekidaysa isti erida. 
GAL.2.8	Phexroossi Ayhudatas Hawaare gidi ooththana mala ooththida Xoossay takka Ayzaabetas Hawaare gida ooththana mala taas ooththides. 
GAL.2.9	Waannati Yaqoobey, Phexroossinne Yohansikka taas imettida Xoossa imota akeekidi taasinne Barnabaasas ba ushacha kushe immida; hessafe guye nuni Ayzaabetas isti qas Ayhudatas qaala yootanas qaala ero gi ekkida. 
GAL.2.10	Isti nuus hadara giday manqotas qofa nu aggonta mala. Ta amoyka hessa ooththanasa.
GAL.2.11	Phexroossi Anxokiya yida wode eretida bala ooththida gish ta iza qoncen qophadis. 
GAL.2.12	Issi issi asati Yaqoobe achchafe yaanappe kase Phexroossi Ayzaabetara issife kath mizayssa aggidi asati yidappe guye qaxxaretida asatas babbidi Ayzaabetappe shaakettida guye guye gussi oykkides. 
GAL.2.13	Barnabaassikka istatho qoodheppe qommon hanon ekettana gakkanaas hara Ayhuda baggafe ammanida asaykka izara issifettides. 
GAL.2.14	Ista oosoy Mishiraachcho qaala tuman gidontayssa ta erada kumeththa asa achchan Phexroosa “Ne Ayhuda as shin Ayzaabeta wogan attin Ayhudata wogan dabeyikka; histin Ayzaabeti Ayhudata woga kaallana mala aazas wolqathay?” gadis.
GAL.2.15	“Nuni nu yeletethan Ayhudatappe attin Ayzaabeta mala nagarancha gidokko. 
GAL.2.16	Asi Yesus Kirstoosan ammanon xillana attin woga naagon xillontayssa nu eroos. Hessa gish woga naagon gidonta Kirstoosa ammanon nu xillana mala nukka qasse Yesus Kirstoosa ammanidos. Woga naagon oonikka xillenna. 
