GEN.1.1	Bunso zaa piiligu, Naawunni n daa n maalini saazu ni tiŋŋa. 
GEN.47.1	Lala jemani, Yisifu wa ti yeli naaba maa, “M ba ni m mabiisi, ni ba peeri ni naagi, a ni ba bunso zaa, yi Keenan paaligu ba Goosin tiŋgbaŋŋu niŋi pimparaŋa.” 
GEN.47.2	O nyisi o mabiisi banu zaali naaba maa yiya. 
GEN.47.3	Naaba maa boosi ba, “Bo tuma n na ya tumina?” Ba yeli u, “E gurunsi niŋini pekpagiriba, a maa ti ba dima.” 
GEN.47.4	Ka ba lee n yeli u, “Ti ya n ti zinni paa jemani yinni, a kpali kom maa ba kpeeŋu ga yi Keenan, ka e gurunsi peeri ka bindira. A zu, jaande ti e gurunsi ba zi Goosin tiŋgbaŋŋu niŋi.”
GEN.47.5	Naaba maa yeli Yisifu, “E ba ni e mabiisi ta e saani, 
GEN.47.6	Yijipiti tiŋgbaŋŋu zaa bani e nuusi niŋi, ti e ba ni e mabiisi maa ba zi tiŋgbaŋŋu maa zimaŋŋa ziya. Ti ba zi Goosin tiŋgbaŋŋu niŋi. Ka e baŋŋi ba seesi n baŋŋi buŋkobiri yela nene, e ti ba nyaasira m gba buŋkobiri ŋa.”
GEN.47.7	Niŋi n na, Yisifu mari o ba Yakubu ti wusi naaba maa. Ka Yakubu dibi n ti naaba maa. 
GEN.47.8	Naaba maa boosi u, “E yuma a la?”
GEN.47.9	Yakubu yeli naaba maa, “Yumseesi ni ma n chaŋŋi n poli n jili ba koowa ni pisita. M yuma bi zoo, ka a ba toom. M ki tee n naag a bugisi m ba dima yuma yi ba cheni puwa.” 
GEN.47.10	Niŋi n na, Yakubu lee n maali n dibi n ti naaba maa, ka yi o saani.
GEN.47.11	A zu, Yisifu ziili o ba ni o mabiisi yi Yijipiti, a ti ba bindaalim yi tiŋgbaŋŋu maa zimaŋŋa ziya, Ramasi paaligu, seema naaba maa n wusi. 
GEN.47.12	Yisifu lee n ti o ba ni o mabiisi maa ni o ba laanta dima zaa bindira, a maa seema so zaa biisi n sagi.
GEN.47.13	Kom maa n daa ba niŋi ti niŋi aligaaya zu, bindirigu daa n lee ka seela zaa, Yijipiti ni Keenan niriba zaa daa n lee ka kpeeŋu, a kpali kom maa zu. 
GEN.47.14	Yisifu n koosira bindira maa, o dee Yijipiti ni Keenan dima ligiri zaa, a naag a wa ti ti naaba maa. 
GEN.47.15	Jemanso Yijipiti ni Keenan dima ligiri n baasi, Yijipiti dima zaa ta Yisifu saani ti yeli u, “Ti ti bindira, a daga ti n kpi e nufu a niŋi? Ti ligiri zaa baasiya.”
GEN.47.16	Yisifu yeli ba, “Ya ligiri n baasi a, ya mari ya buŋkobiri ti tagira.” 
GEN.47.17	A zu, ba mari ba buŋkobiri chena Yisifu saani, o naa bindira maa tagira ba binduurigusi, peeri ni buusi, naagi ni buŋsi. Lala yumini maa, ba naa ba buŋkobiri zaa tagi bindira. 
GEN.47.18	Lala yumini maa n ti gaari, yumiso n lee n pa, ba ta o saani ti yeli u, “Ti ki tee n naa yamonsi sogi ti yidaana niŋi, ti ligiri zaa baasiya, ka ti buŋkobiri zaa loobi e toori, ti bi lee n mari, ti ti tiyidaana, ama ti maŋsi, a ni ti tiŋgbana. 
GEN.47.19	Wula zu n na ti ya n kpi e nufu niŋi, ti ni ti tiŋgbana zaa, Ti ni naa ti maŋsi ni ti tiŋgbana tagi bindira, ka ti ni ti tiŋgbana zaa, a loobi naaba maa toori. Ti ti bindira, ka ti da kpi, ka che tiŋgbaŋŋu yoo digili.” 
GEN.47.20	A la zu, Yisifu da Yijipiti tiŋgbaŋŋu maa zaa ti naaba maa. Yijipiti dima zaa nyem daa n koosi ba tiŋgbana, a ti Yisifu, a kpali, kom maa daa n ba kpeeŋu ga ti ba. Tiŋgbaŋŋu maa zaa loobi naaba maa toori. 
GEN.47.21	Yisifu naa niriba maa zaa loobi daaba, a za Yijipiti kigbunfu ŋa, a wa ti tuusi. 
GEN.47.22	Ama, o daa n bi da tiŋgbana maaniba la tiŋgbana, a kpali naaba maa daa n yi yoora ba ni ligiri, a puu n na ba daa n nyaara ba bindira. Bunso n ti ba bi koosi ba tiŋgbaŋŋu n na la. 
GEN.47.23	Yisifu yeli niriba maa, “Pimparaŋa ni da ya ni ya tiŋgbana ti naaba maa ŋa. Bumbura n na la, ya naa n wa ti buri. 
GEN.47.24	Ama, ka a ti niŋi, ya che, ya digili a bunu zu, naaba maa n su buluŋko zu. Bunaasi seesi n che la, ya naag a zaali ya ni ya pogiba ni biisi bindira ni bumbura.”
GEN.47.25	Ba yeli u, “Ti yidaana, e moligi ti nyevuya. Ka a peri i, ti ni loobi naaba maa daaba.” 
GEN.47.26	A zu, Yisifu piili u maa zaaligu, a wara Yijipiti tiŋgbaŋŋu pelli, a ti paa zinni, o na tuminini, a maa bindira bunu daana niŋini naaba maa toori. Tiŋgbana maaniba la ko tiŋgbaŋŋu n daa bi niŋi naaba maa toori.
GEN.47.27	A jemani, Izireel dima daa n zinni Yijipiti paaligu, Goosin tiŋgbaŋŋu niŋi. Ba nye kapete bini niŋi, ka dogi bidamta. 
GEN.47.28	Yakubu n daa n zi Yijipiti, o yuma pii ni ayapoin, o yuma zaa daa n ba ni koowa ni pisinaasi ni ayapoin. 
GEN.47.29	Yakubu kum jemani n daa n ti paagira, o booli o bii Yisifu ti yeli u, “Ka e ni sagi n ti ma, e naag e nuu tabi m kpiiligu tiŋini, ka digili noori maa e ni wusi ma kpabirisim ni yamonsitiri. Da pa ti pi ma yi Yijipiti. 
GEN.47.30	Ama ka m pa ti kpi, ya zi ma yi, a wa ti pi ma yi m ba dima noba see.” O yeli u, “M ni niŋi i seema e n yeli maa.” 
GEN.47.31	Yakubu yeli u, “Pe n ti ma.” Niŋi n na, Yisifu pe n ti u, ka Yakubu zulisi o zu o bindoori niŋi.
GEN.48.1+GEN.48.2+GEN.48.3+GEN.48.4+GEN.48.5+GEN.48.6+GEN.48.7+GEN.48.8+GEN.48.9+GEN.48.10+GEN.48.11+GEN.48.12+GEN.48.13+GEN.48.14+GEN.48.15+GEN.48.16+GEN.48.17+GEN.48.18+GEN.48.19+GEN.48.20+GEN.48.21+GEN.48.22	blank
GEN.49.1+GEN.49.2+GEN.49.3+GEN.49.4+GEN.49.5+GEN.49.6+GEN.49.7+GEN.49.8+GEN.49.9+GEN.49.10+GEN.49.11+GEN.49.12+GEN.49.13+GEN.49.14+GEN.49.15+GEN.49.16+GEN.49.17+GEN.49.18+GEN.49.19+GEN.49.20+GEN.49.21+GEN.49.22+GEN.49.23+GEN.49.24+GEN.49.25+GEN.49.26+GEN.49.27+GEN.49.28	blank
GEN.49.29	Ŋama nyaaŋa, Yakubu yeli o biisi, “M jemani paagira, m di n gaari m yaadima saani. Ka m pa si n ti kpi, ya pi ma yi m badima noba see, a yi zovoori la n ba Efuron n niŋi Hititi nira tiŋgbaŋŋu la niŋi. 
GEN.49.30	Zovooriso n ba Makipela tiŋgbaŋŋu niŋi, a leeli Mamiri, Keenan paaligu, so Ibrahim n daa n da, a yi Efuron n niŋi Hititi nira la saani, o niŋi o niriba piibu ziya la. 
GEN.49.31	Niŋi n na, ba daa n pi Ibrahim ni o poga Saara, a pi Yisaaka ni o poga Rabeeka, ka m gba pi m poga Liya niŋi la. 
GEN.49.32	Tiŋgbaŋŋu maa ni zovoori maa zaa ba daa n da n yi Hititi niriba saani.”
GEN.49.33	Yakubu n togsi n ŋa ti o biisi baasi, o laasi o noba du bindoori niŋi, ka vuusi o baasigu vuusim, a gaari o yaadima saani.
GEN.50.1	Niŋi n na, Yisifu li n pa o ba niŋi, a kumi, ka mugisi u. 
GEN.50.2	Yisifu yeli o dokitesi, ni ba naa tiim niŋi o ba Yakubu, o da saami. Dokitesi maa niŋi lala, 
GEN.50.3	ba naa dapisinaasi tumi lala tuma, seema n daga. Ka Yijipiti dima maa naa dapisiyapoin kumi o kuuri.
GEN.50.4	Jemanso kuuri kuminisim n ti baasi, Yisifu yeli naaba maa kpemba, “Ka ya n zo ma nimbaa, ya togsi naaba maa saani ti ma, ya yeli u, 
GEN.50.5	‘Poin ka m ba kpi, o ti ma digili noori maa, m pi u yi seela o n gbi o kaa, a yi Keenan paaligu. Jaande, ka m wa ti pi m ba, ka pori n chena.’” 
GEN.50.6	Naaba maa yeli u, “Wa ti pi e ba, a maa seema o n ti e digili noori la.”
GEN.50.7	A zu, Yisifu gaa, o wa ti pi o ba. Nivudamta paag u gaa, Yijipiti naaba kpemba, a ni Yijipiti kpemba zaa, 
GEN.50.8	a ni Yisifu laanta dima zaa, a ni o beya, a ni o ba laanta zaa. Ama, ba biisi ni peeri, buusi, a ni naagi ko n daa che Goosin tiŋgbaŋŋu niŋi. 
GEN.50.9	Turukusi ni binduurigusi dima zaa n paag u gaari. Zamutintaa n daa pa o zu gaari.
GEN.50.10	Ba n paa Atadi chibuura gbantali, a leeli Joodan mogiri, ba chaari kpeeŋutiri, a ni sufusaaŋu. Nisaaniŋi n na, Yisifu naa dabaayapoin kumi o ba kuuri. 
GEN.50.11	Keenan nivuseesi n ba niŋi maa, ka nye ba n kumina kuuri maa, a yi Atadi gbantali niŋi, ba yeli, “Yijipiti dima daankaari ni sufusaaŋu nimbirimoo kumsi n na la.” A zu n na, ba boona nisaaniŋi Yijipiti dima kuuri kumsi.
GEN.50.12	Lala n na, Yakubu biisi niŋi seema ba ba n yeli ba. 
GEN.50.13	Ba zi u gaa Keenan tiŋgbaŋŋu niŋi, a wa ti pi u yi zovoori n ba Makipela tiŋgbaŋŋu niŋi, a leeli Mamiri, so Ibrahim n daa n da, o niriba piibu ziya, a yi Efuron n niŋi Hititi nira saani, a ni tiŋgbaŋŋu maa. 
GEN.50.14	Yisifu n pi o ba baasi, o ni o mabiisi ni seesi zaa n paa ba gaa la pori n gaa Yijipiti.
GEN.50.15	Ba ba kum nyaaŋa, Yisifu mabiisi la yeli taaba, “Saŋa, Yisifu ni chisi ti, a yo ti yabeseesi ti n daa n niŋi u la samini.” 
GEN.50.16	A zu, ba tumi nira Yisifu saani, a wa ti yeli u. “Seema e ba n yeli ti, ka kpi n ŋa, 
GEN.50.17	‘Ya yeli Yisifu n ŋa: M suusira i, e che n paŋŋi e mabiisaa, yabeseesi ni namsigu seesi zaa ba n daa n niŋi i la.’ A zu, jaande, che n paŋŋi e ba Naawunni gurunsi ba yabeeri.” Ba yatogiraa n paa Yisifu, o kumi.
GEN.50.18	Niŋi n na, o mabiisi maa ti li n do o yiya, ka yeli u, “E daaba n niŋi ti.” 
GEN.50.19	Yisifu yeli ba, “Ya da zora dabeem, m bi niŋi Naawunni. 
GEN.50.20	Ya wune zani ya niŋi ma daaŋu, ama Naawunni wune naag u loobi binsuŋŋu, o ti niŋi bunso n niŋi moligirisim ti nivudamta nyevuya. 
GEN.50.21	Lala zu, ya da zora dabeem, m ni nyaasi ya ni ya biisi.” O togsi yatogsuma ti ba, a maa ba sufusi.
GEN.50.22	Yisifu daa n zinni Yijipiti, o ni o ba biisi zaa. O daa n dini yuma koowa ni piiya. 
GEN.50.23	O zi n nye Efirem biisi ni yaŋsi. Ka Manaasi bii Makiya gba daa n dogi biisi, ba naa ba pa Yisifu noba niŋi.
GEN.50.24	Niŋi n na, Yisifu yeli o mabiisi maa, “M kum jemani paaya. Ama, Naawunni ni paasi ya niŋi, a nyisi ya kpe gaa tiŋgbanso o n digili noori ti Ibrahim, Yisaaka ni Yakubu la niŋi.”
GEN.50.25	Yisifu ti Yakubu biisi pe, a yeli maa, “Jemanso Naawunni n nyisi ya kpe, a wara tiŋgbaŋŋu maa niŋi, ya naa m koba yi kpe paasi n wara.” 
GEN.50.26	Lala jemani maa, Yisifu daa n dini yuma koowa ni piiya, ka kpi. Ba niŋi tiim sariga u, o da saami zu, ka naag u niŋi daka puu yi Yijipiti.
