MAT.1.1	Neney na ɗeriwel ma mezley ma baba tete ma Yezu Kriste hay, bəzey ma David, bəzey ma Abraham.
EPH.1.11	Ta ŋga tiyatsa na, la ka ndzafakwa na ŋgalakwa ba; andza ma me dzeley ma ndaw, me key tek andza ma ŋga me wuɗey ana: lakwa ma kaya ba zla ka vaw, 
EPH.1.12	ma da səmbəra da maram aŋga, ndaw ma pamar dey a Kriste zla ka vaw ana hay. 
EPH.1.13	Da ŋga satsa na, kuray ka tsənadama mey ma dərka ba, Mey Wayna na ma buwakwar ana. Da ŋga satsa na, kuray ka pam 'ar ba, ma kafakwar zeheɗ ma Mesəfrey na ma tsəmawa kava na: Mesəfrey Kokwoɗ ana, 
EPH.1.14	ma rada sek ma tek a lakwa ma da zəmey ana, kasl ka ma da buwəmandukwar madakwaydok ana, na i da dzafakwa, ma səmbərada maram aŋga na.
EPH.1.15	Nəkafama hərway ma mey na, yah ana tiyatsa na, zla i ka tsənada me pey 'ar a kwar da mezəley ma Bay’ərlam Yezu, ta kuray ma wuɗəmata ndaw 
EPH.1.16	Kwa i ka mbəkada ma madara sise a 
EPH.1.17	Hayna Bay ma Bəla ma Bay’ərlam a lakwa Yezu Kriste, Baba na maram ma vəla ha ma ŋga na, ka vəlakwar mesəfrey ma ma səra 'ar, ka ɓadakwar kuray ka səradama dərka na. 
EPH.1.18	Ka wuradakwar mevel a kwar ka dey waw aŋga, ma kuray ka səradama, ma zəlakwar aŋga na a vəlakwar na me pey dey waray, zleley ma maram aŋga na na, na waray? Tek a kwar, ma da zəmam, ma da wanəkadama andza ndaw 
EPH.1.19	gədaŋ aŋga ɗuhwa ha na ta ma slafa ŋga ma kwasləɗa hərway lakwa ndaw me pey 'ar ana hay na hadzəgay; ta gədaŋ aŋga ma slafa tabiyaha na, 
EPH.1.20	ŋga ka padata ba ka kam mber da Kriste, da har andza ma ŋga ma mbəladərawa da walaŋ ma ndaw ma mətsa na hay, arka mandzada ta har zəmay ŋga da 'ərlam. 
EPH.1.21	Ma pa ha tsaŋ ka 'ar ma maram hay, ka 'ar ma bay hay ta ma slafa, Ŋgalaka ta mezəley a sa na hay, akwa ka zələmata na, ka bəla ɗey dada tsa kakay, ama satsa na, ta bəla ma da sawa ka mey ana dzay. 
EPH.1.22	Ayaw, ŋga ka padatara tek hay tsoy tabiyaha ka slam sek aŋga, ŋga ka vəladara ba ka ndzey lets ma tek hay tabiyaha, ka tərey bay 'ar ma Egliz, 
EPH.1.23	na vaw ŋga hana, me rəhey ma ndaw ana Bay ma Bəla ma rəhada, ta 'ar aŋga na kərem ana.
EPH.2.1	Arka kuray a neney hay ma mətsam ba hərway ma malay kwar ta meŋgəsey kwar hay, 
EPH.2.2	na kuray ma vəla vaw ahiya da huɗa zlekete na, da har andza ka səpam aha 'ərlam ma bəla neney hay, bay ma ma slafa haya kakay ana hay me key bay ka mabaŋ ma 'ərlam ta dala, ŋga na mesəfrey ma tek haya kakay ana me key mber ekəɗey ana da walaŋ ma ndaw ma tsənadama sləmay kakay ana hay. 
EPH.2.3	La da walaŋ ata tiyatsa, la neney tabiyaha, ma mbəkadəmara vaw zlekete a tek ma slaw vaw ma sar ana, la kam andza ma ŋga me wuɗey ana, la səpam me dzeley 'ar aŋga, arka la ma kaya na kalkal andza sa ma ndaw hay, ma vəlaya a me tsey mevel. 
EPH.2.4	Ama Bay ma Bəla na, ndaw a kar da vaw bəza kakay, hərway ma ma wuɗa vaw ŋga na ɗuhwa ha na, ma wuɗandukurawa na, 
EPH.2.5	da har ana na, lakwa ma mətsaya tsoy hərway ma malay lakwa hay. Ŋga ka vəlandakwar mendzey ba ta Kriste - a buwandakwar na, hərway ma hahaya ŋga-, 
EPH.2.6	Ta ŋga na, ka mbəladandukurawa ba da walaŋ ma ndaw ma mətsa na hay, a ndzadandakwar da 'ərlam da Yezu Kriste. 
EPH.2.7	Kəɗey tok na, ta haya aŋga me key hərway lakwa da Yezu Kriste na na, a wuɗey ma ɓada da mevey temere na hay ma da səmawa ka mey ana hay, zleley ma hahaya ŋga, na tek ma malada dakay ana. 
EPH.2.8	Akwa a da buwəmakwar na, kuse ma hahaya ŋga ta gwedey ma me pey 'ar, kuray ka kam təke mekelehe kava dakay, na ŋga na na, tek ma Bay ma Bəla ma vəlawa ma hayaha na. 
EPH.2.9	Tek ana a sawa na, da meslərey ma ndaw me key ana kakay, ma aza ndaw ka slafa ma ŋgalakada zlay. 
EPH.2.10	Hərway ma ləmandukurawa na ŋga, a kandukurawa na ta Yezu Kriste, ma da key mber hayna hay, na Bay ma Bəla ma ləmərawa zla ka vaw ana, ma aza lakwa ka da kakwama andza ha.
EPH.2.11	Sərafama ka ma ndzawa kwar ana zlezle na! kuray na zuif na ma yadəmukurawa da hwaɗ ana hay kakay, 
EPH.2.12	sərafama da varay ana ŋga na na, Ndaw ma vaha 'ar ana ma kwar tsaray dakay, a mbəsləmakwar a dey ma səkway ma Bay ma Bəla kakay, kuray ma warzlaya ba da ma dzəma vaw na ma tsəmawa kava na, mandzara me pey dey, mandzara Bay ma Bəla ka bəla neney. 
EPH.2.13	Ama ekəɗey da 
EPH.2.14	Akwa zozoy lakwa ha na ŋga, ta tek ma wanəkaya ba ka vaw ana na, ka tərada ba tek asləta ha. Ta me mətsey ŋga ka ’ar ma tuwaw na, ka mbəzlada zleɗ ma me ŋgəley dey a vaw kakay ana, ma tsadata 
EPH.2.15	Ŋga ka həlafa gədaŋ ma mewey ma Moiz ba ta mey ma mewey hay, ma səpəmata tərre na hay, a wuɗey na, andza neney, ta ndaw 
EPH.2.16	ma dzəmadata ka vaw ta Bay ma Bəla tsetsuwe ta hiya, da vaw asləta, ta gwedey ma tuwaw ma gazləla na; da huɗa na, ŋga ka zəga səkwom ba ma tsoy aha. 
EPH.2.17	A sawa «ma tələkadukuraɓa mey ta zozoy a kuray a neney dəreŋ ana hay, ta zozoy a ndaw bəse na hay.» 
EPH.2.18	Kuse ma ŋga na, ka ndaw ka ndaw, da Mesəfrey ana asləta na, a wuradandakwar tsəveɗ me gurey ka Baba. 
EPH.2.19	Kəɗey na, kuray mbəlak ahiya sakay, kuray ndaw ma sawa ta sek ana hay sakay, wurow a kwar na asləta andza ndaw kokwaɗ ana hay, kuray na ndaw ma veɗ 'ay ma Bay ma Bəla hay. 
EPH.2.20	Ka fuləkwadəmakwar tsoy a mezley ’ay ana, na bəzay ana na, maslaŋ hay ta ndaw sek hay, arka Yezu Kriste na ta 'ar aŋga na na, ŋgwa ma mede na. 
EPH.2.21	Da ŋga na, mendzey ma ay tabiya ha, a tserzley mambay aha, a tsəley a 'ərlam ma da tərey 'ay me kuley kokwaɗ ana na, da mezəley ma Bay’ərlam. 
EPH.2.22	Da ŋga na, kuray ana tiyatsa na, ka masləta ha na, kuray ka tələkam ba a me zley 'ay ana, ma da tərey 'ay mendzey ma Bay ma Bəla ta har ma Mesəfrey.
EPH.3.1	Hərway ma mey na, yah Pol, beke ma Yezu Kriste, ma vəday kwar ndaw 
EPH.3.2	Hana akwa dakay dakay na, kuray ka səradama hahaya ma Bay ma Bəla, ma vəladiyawa ma da kada tek, andza ma ŋga ma dzeley hərway kwar ana. 
EPH.3.3	Ma wuradaya dey ma da ɓadaya tek aŋga ma kəzla na, i ka tsakwar ba kava ketewɗey. 
EPH.3.4	Da ma dzaŋgəmaya kwar na, ka da tsənadama ka səradəmaya na kasl ka waray da tek ma kəzla na ka Kriste. 
EPH.3.5	Tek ana hana ma kəzla na na, Bay ma Bəla ka ɓadatərawa a ndaw zlezle na hay, andza neney ma ɓadatara ekəɗey ana ta Mesəfrey a maslaŋ aŋga kokwoɗ ana hay, ta ndaw sek hay ana kakay. 
EPH.3.6	Ndaw 
EPH.3.7	A da təradəmaya bəzey me slərey ma Mey Wayna, ta tek ma hayaha ma hahaya ma Bay ma Bəla ma vəladiyawa ta ma kwasləɗa ma slafa aŋga na. 
EPH.3.8	Yah a neney gudar, madakwaydok ana ma ndaw kokwaɗ ana tabiyaha na, i ma ndzefey hahaya ma tələkadatara mey a ndaw 
EPH.3.9	arka ma da ɓada ka dey waw, Bay ma Bəla a ka tek aŋga na ma kəzla ha na na teŋgey? Ma wa vaw aha, ma kəzlaha zla ekəɗey kakay da ŋga na, ŋga ndaw ma kərawa bəla zla ekəɗey kakay ana ma wa vaw aha da ŋga na. 
EPH.3.10	Zla ekəɗey na, ndaw me wey ndaw hay ta bay hay, da 'ərlam, a səradama ma səra ’ar ma Bay ma Bəla haɗadzidzay ana na, kuse ma Egliz. 
EPH.3.11	Andza ma tek aŋga me dzeley, ma da key a ndəvey kakay ana na, ma ka da Yezu Kriste Bay’ərlam lakwa. 
EPH.3.12	Ta Kriste tok na, da me pey 'ar a lakwa ka ŋga na, lakwa ma ndzafakwa ’ar a lakwa ma gurey ka tsakay ŋga ta mevel asləta. 
EPH.3.13	satsa na, i tsəhafakwar: har ka da mətsakwar da viya neney i me sey hərway kwar ana zlay, na ŋga na na, maram kwar.
EPH.3.14	Ekəɗey i gərdey ka mey 'ərdey ma Baba na hərwuiya. 
EPH.3.15	Baba na veɗ 'ay hay tabiyaha a ndzafam mezəley na da ŋga, da 'ərlam ta ka dala. 
EPH.3.16	Hayna ka wuɗey andza zleley ma maram aŋga, ka vəlatar tek ma har ma ma slafa ŋga, ta Mesəfrey ŋga, ka vəlar gədaŋ a ndaw ana da vaw kwar ana. 
EPH.3.17	Hayna ka ndzada Kriste da mevel a kwar ta me pey 'ar, ma pa slasləlay aha, ma kar ha ha da ma wuɗa vaw, 
EPH.3.18	kəɗey tok na, ka da ndzafam gədaŋ ma tsənada, andza ndaw 
EPH.3.19	Arka ma sərada ma wuɗa vaw ma Kriste na, a fənata tek me sərey hay tabiyaha, ma ka rəham, ma kuray ka ndzafama ɗuhwa ma Bay ma Bəla tabiyaha. 
EPH.3.20	A Ndaw ma slafa ta gədaŋ aŋga me key mber da vaw lakwa, me key a fəna, a fəna haya haya dzay sa ka na lakwa ma slafakwa ma tsəhakwa na ta na lakwa ma dzalakwa na, 
EPH.3.21	maram da Egliz hay tabiyaha, ma vəlaya ma ŋga da Yezu Kriste, ka bəzey ma hwaɗ ka bəzey ma hwaɗ, da mevey temere da mevey temere. 
EPH.4.1	I həladakwar bəzay tok na, da mezəley ma Bay’ərlam, yah a neney da daŋgay ana: mendzey kwar ana na, ka dam ka vaw ta me zəley ana, kuray ma ndzafəmawa na, 
EPH.4.2	da ləfeɗeɗe, da kokwoɗ, da me sey mevel, ɓəsam vaw ka 'ar vaw kwar ana hay da ma wuɗa vaw. 
EPH.4.3	Slafama ma zəgada me dzəmey vaw ma mesəfrey, da ma zəga har ma zozoy. 
EPH.4.4	Vaw ana ŋga asləta, Mesəfrey ana ŋga asləta, andza ma mber a kwar 
EPH.4.5	Bay’ərlam ana asləta, ma pey 'ar ana asləta, me dzuhəɓey ana asləta; 
EPH.4.6	Bay ma Bəla ana asləta, Baba ma ndaw hay tabiyaha, a wata ndaw hay tabiyaha, a key meslərey da ndaw hay tabiyaha, arka ma ndza ha da ndaw hay tabiyaha. 
EPH.4.7	Ama ka ndaw ka ndaw da walaŋ a lakwa na, ka vəlamar tek ma haya ha ba, kassla andza ma tek ma hayaha ma Kriste me vəley ana. 
EPH.4.8	Andza ma mewindey ma ləvey ana: «Me tsəley a 'ərlam na, ka zəgawa beke hay ba, ŋga ma vəlatar tek ma hayaha ma Mesəfrey a ndaw hay. 
EPH.4.9	Ŋga me tsəley təŋga!» Ka ləva na teŋgey? Na ŋga na na, ŋga ka harɗawa ba a gwadaw ka dala a tsəvay tiyatsa. 
EPH.4.10	Ndaw ana ma harɗawa na na, ndaw ana ŋga na me tsəley dəreŋ a 'ərlam, a fənata sa ma 'ərlam hay tabiyaha tiyatsa, ma aza ka rəhada bəla. 
EPH.4.11	Tek ma haya ha ŋga ma kawa na na maslaŋ hay, ndaw sek hay, ndaw me tələkey mey ta Mey Hayna Wayna hay, ndaw me kəley ka mey hay ta ma tatəkadata ndaw hay. 
EPH.4.12	Ma aza ma padata ndaw 
EPH.4.13	Arka tabiya ha ka masləta ha na, arka nekəɗey nekəɗey na i ndzafakwa ’ar me pey asləta, ma sərada Bəzey ma Bay ma Bəla na asləta. A dəba na na i da tərakwama kretieŋ ma səka na hay, ma da ndzefey zozom ma Kriste na kassla ha na. 
EPH.4.14	Kəɗey na, i da kakwama na, andza wawa hay sakay, lakwa ma dawaraya so ha, ta me tetəkey na ma dahəɗata ndaw andza memeɗ ana, ta ma kadəmata wasa ta ndaw hay, ta wewer a ta na ma zləgaɗəmata ndaw hay a tek hay ana. 
EPH.4.15	Ama da ma taləkada mey ta dərka na, da ma wuɗa vaw na, i da gəlakwama da tek hay tabiyaha ma dada 'ar 'ay ndaw andza bay 'ar a lakwa na: Kriste. 
EPH.4.16	Ta ŋga na, vaw tabiyaha a daw təɗe təɗe, ma dzəma ha ka masləta ha, kuse ma mezəvey hay tabiyaha, ma kam mber andza ma gədaŋ ma ndaraw ana ma vəladəmatərawa na ka mezəvey ka mezəvey ana, ma ndaslada me gəley ŋga, ma da ndərada bay 'ar ma vaw ŋga na da ma wuɗa vaw.
EPH.4.17	Nəkafama tek a ɗaw me ləvey, ma ɓada da mezəley ma Bay’ərlam: ana tok na, ɗaɗa ka da ndzam andza ma ndaw 
EPH.4.18	Me dzeley 'ar ata ma vəlaha na, ma ləvaŋ, arka na, taya mbəlak ahiya ka mendzey ma Bay ma Bəla, kavəday ma sərada tek ata kakay ana na, a dahəɗata a mevel a ta na təɗo təɗo na. 
EPH.4.19	Da me dzeley 'ar ata na ka vaw kakay ana na, ka vəladəmara vaw ba a me tsəley so, ha ma vəladəmara vaw a ma zləɓey, mandzara ka wam 'ar ka vaw. 
EPH.4.20	Ma kwar na, ka səradəmərawa Kriste na andza ha kakay. 
EPH.4.21	hana dakay dakay ha tsənadama a tsaməkurawa na ka ŋga na, haɗaw a tatəkadəməkurawa na ŋga na, kassla andza ma dərka ana da Yezu ana na. 
EPH.4.22	a dafa na mbəkadama mendzey kwar gurma na, tsukwama ndaw gurma na ba ka vaw kwar, na me key ger me ŋgəsey kakay ana, hərway ma tek hay ma kamar dey me zləgey ndaw ana. 
EPH.4.23	A dafa na təram waya ahiya da ma tərada ndaw ma mesəfrey ma ma sərada tek a kwar. 
EPH.4.24	Arka na, kəlam ndaw wayana ka vaw, na Bay ma Bəla ma ləmərawa na, da dzerey, da kokwoɗ na ma sawa da dərka na. 
EPH.4.25	Nəkafama kuray ka kuiyadama malwaɗay tsoy ka vaw kwar: «Kwa way way ka tsar dərka a ndaw ka tsakay ŋga na», hərway lakwa na mezəvey ma vaw hay, ka 'ar vaw lakwa na. 
EPH.4.26	Kendzey mevel a tsakwar na, ka da ŋgəsam zlay: hayna pas ka da kəlafa ka tek a kwar a hana ma tsakwar mevel ana zlay. 
EPH.4.27	Ka da ŋgwahwadəmara vaw a fakalaw zlay. 
EPH.4.28	Ndaw ana kete a huley aha na, ka mbəkada me huley, ka zəgey mevel me key mber ta har aŋga na da dzerey, ma aza ka ndzefey tek ma da wanəkada ta ndaw, tek ma hətsar ana. 
EPH.4.29	Guma haykakay ana ka da bawa da huɗa mey kwar kwa asləta zlay, ama haɗaw a saka me tsey guma na, tsey guma hayna nekəɗey, na ma slafa ma gəlada ndaw ka mey ana, ma vəlatar hahaya a ndaw ma tsənadama na hay. 
EPH.4.30	Ka da kamar tek me tsey mevel aha a Mesəfrey Kokwoɗ ana zlay, na Bay ma Bəla ma kadakwar andza zeheɗ aha, ma pas ma ma da buwey ndaw hay. 
EPH.4.31	Me zəgey ndaw da mevel, me key mevel, mevel me tsey, me bebətsey, me tseɗey ndaw, tek a neney hay tabiyaha na, ka da kam da 'ay kwar daha sazlay, ta sa ma seweɗ ana sa na hay dzay. 
EPH.4.32	Kam haya ha ka 'ar vaw kwar ana hay, ndaw hay ka kəmakwar da vaw, sam yam ka vaw ka 'ar vaw kwar ana, andza na ma Bay ma Bəla ma safakwar yam ta Kriste ana.
EPH.5.1	Tsam dey ka Bay ma Bəla, hərway kuray na, bəzey na ŋga ma wuɗata na hay sana. 
EPH.5.2	Ndzam da ma wuɗa vaw andza ma Kriste ma wuɗandəkurawa na, ma vəladərawa vaw ŋga na ta 'ar aŋga na a Bay ma Bəla hərway lakwa, andza tek ma ger ma kuley aha, andza wurdey me zey hayna ha. 
EPH.5.3	Me tsəley so, me zləɓey, kwa na waray na waray, kwa dey me key na, ka da key daha da walaŋ akwar zlay. A dam ka vaw ta ndaw kokwaɗ ana hay kakay. 
EPH.5.4	Guma me tseɗey ndaw zlay, guma ma dəla zlay ta luweɗ aha zlay: tek na ŋga na hay na a kam vaw kakay! Ama dzadzak kendzey ka tsam guma na, kama na ma madara sise. 
EPH.5.5	Hərway hayna səradama haya hayaha, ndaw me tsəley so, me zləɓey, ndaw həzay aŋga ma tərafa ba kuley aha na na, ma wurzla ahiya ba ka me zəmey Slala ma Kriste, ta na ma Bay ma Bəla. 
EPH.5.6	Ɗaɗa ndaw ka da zləgadakwar ta guma ma me petəney ndaw ana zlay: Tek ana ŋga na hay na, ma zələrawa me tsey mevel ma Bay ma Bəla, ka ndaw ma bəra na hay. 
EPH.5.7	Ka da kam andza ma ta zlay. 
EPH.5.8	Zlekete na kuray ləvaŋ ahiya, ekəɗey na kuray waw me nəkey dey ahiya da me dzəmey vaw ta Bay’ərlam, ndzam na, andza bəzey ma waw me nəkey dey hay. 
EPH.5.9	Tek ma bawa da waw me nəkey dey na, a zələmata na: kokwoɗ, dzerey ta dərka. 
EPH.5.10	Hayna sasəkəmata, tek ma dar 'ar a Bay’ərlam ana. 
EPH.5.11	Ka da dzəmam a mber ma ləvaŋ dəlay ana hay zlay, dzadzak na, ka ɓadəmata a bəla. 
EPH.5.12	Tek ma ndaw a neney hay ma kam ta mahal ana hay na, hwaray a key me təkərey. 
EPH.5.13	Ama na haɗaw ma karsa hiya ba na, tek ana hay a da nəkam ka dey waw. 
EPH.5.14	Hərway tek na ma ɓawa vaw ana na, waw me nəkey dey aha. Mewindey kokwaɗ ana a ləvey andza neney na hərwuiya:
EPH.5.14	pərkey, kah a neney ma nara ha na!
EPH.5.14	Lətsawa ba da walaŋ ma ndaw ma mətsa na hay!
EPH.5.14	Ka kah na, Kriste a da wezley dey.
EPH.5.15	Dərka na, hayna wam daw ka vaw ka mendzey kwar ana! Ka da təradama vaw kwar dəla hiya zlay, ama hayna təram na, ndaw me dzeley 'ar ahiya. 
EPH.5.16	Na ma səradama me yəmey da mendzey a neney, hərway da har a neney na, meney ana hay, haya hiya kakay. 
EPH.5.17	Ka da təram ndaw ma səradama tek kakay ana hay zlay, amana, səradama haya haya ha tek ma Bay’ərlam me wuɗey ana na, na waray. 
EPH.5.18	Ka da wam ta zom zlay, a dada ndaw a me zəɗey, ama hayna, rəham ta Mesəfrey. 
EPH.5.19	Ka masləta kwar aha na, səmam vaw ka 'ar vaw kwar ana ta Pəsom hay, ta walay hay, ta walay na Mesəfrey ma ɓakwar ana hay, kam walay, tsakaslama Bay’ərlam ta mevel a kwar adzay. 
EPH.5.20	Da mendzey kwar, da tek hay tabiyaha na, madəmara sise a Bay ma Bəla Baba, da mezəley ma Bay’ ərlam a lakwa Yezu Kriste.
EPH.5.21	Kuray a neney ma wasam ta Kriste na hay na, tsənam sləmay a vaw ka 'ar vaw kwar ana hay. 
EPH.5.22	Ŋgwas hay, tsənəmatar sləmay a zel a kwar hay, kal kal andza a Bay’ərlam. 
EPH.5.23	Hərway zel na Bay ma ŋgwas, kalkal andza ma Kriste, Bay ma Egliz ana, ŋga Ndaw me buwey vaw ŋga na. 
EPH.5.24	Ama andza ma Egliz ma tsənar sləmay a Kriste na na, hayna ŋgwas hay ka tsənəmatar sləmay a zel ata hay, ta tek hay tabiyaha. 
EPH.5.25	Zel hay, wuɗəmata ŋgwas a kwar hay, andza ma Kriste ma wuɗa Egliz, ma haɗəkada vaw ŋga hərway ŋga na. 
EPH.5.26	andza ha tok na, a wuɗey na ma tərada kokwoɗ aha, ŋga ma bazləma ta yam me pərey vaw ana, arka sa na ta Guma. 
EPH.5.27	A wuɗey ka ɓadara vaw na, a bay 'ar ma vaw ŋga na, mambay aha, mandzara luweɗ, mandzara həzlay ma vaw ka gerɗesey, kwa tek ma ŋgəsa ha kava dakay: a wuɗey na, Egliz aŋga ka key na kokwoɗ aha, me ŋgəley bəzay kava dakay. 
EPH.5.28	Hayna zel ka wuɗa ŋgwas aŋga na, kal kal andza vaw ŋga na, ndaw me wuɗey ŋgwas aŋga na, a key na a wuɗey bay 'ar ma vaw ŋga na. 
EPH.5.29	Ɗaɗa ndaw ka rəsa vaw ŋga na na, dakay seŋgey, dzadzak na a vəlamar tek me zəmey, a wafama vaw andza ma Kriste ma kada ta Egliz aŋga. 
EPH.5.30	Lakwa na, mezəvey ma vaw ŋga hay kakay ɗaw? 
EPH.5.31	Ma tsa ha na:«Kavəday ma mey na, mawal a da mbəkadata andza baba ŋga ta may ŋga, a da dzəmam ta ŋgwas aŋga, tsetsuwe ta hiya na, a da təram na, slaw vaw ma ndaw asləta.» 
EPH.5.32	Tek a neney ma kəzla ha na na, ɗuhwa ha: i ɓada tek a neney na, a nəkey dey na ka Kriste ta Egliz. 
EPH.5.33	Akwa na, kwa way way da walaŋ a kwar, ka wuɗa ŋgwas aŋga andza vaw ŋga na, arka ŋgwas tey na, ka ɗar ndaw a zel aŋga.
EPH.6.1	Bəza hay, tsənəmatar sləmay a baba kwar, ta may kwar hay da mezəley ma Bay’ərlam, na ŋga na na, kassla. 
EPH.6.2	Tsənatar sləmay andza baba ɗek ta may ɗek, neney na mey ma mewey tsəfəmey ana, a dam ka vaw na ta guma neney ma tsəmawa na: 
EPH.6.3	ma aza ka ndzefey wuiya ta sifa haɗadzidzay ka dala neney. 
EPH.6.4	Kuray tey andza baba ta maya, ka da kəmatar tek me tsey mevel aha a wawa kwar hay zlay, ama kendzey ma ka gəlam na, səpam ma ləmadəmata, ta me tsey guma a 'ar na, ma sawa da Bay’ərlam ana.
EPH.6.5	Beke hay, tsənəmatar sləmay a ndaw ma wumakwar ka dala na hay, ta me wesey aha kwasl kwasl, ta mevel ləfeɗeɗe ha, andza a Kriste. 
EPH.6.6	Hərway a tsukurəmakwar aha seŋgey kakay, andza ka səpam na ka datar 'ar a ndaw hay kakay, amana, andza beke ma Kriste hay, ma kam tek tsam tsam ma dar 'ar a Bay ma Bəla ana. 
EPH.6.7	Kam mber ta mevel asləta, andza ka kam na, meslərey ma Bay’ərlam zləna, ma ndaw hay kakay. 
EPH.6.8	Kuray ana ka səradama seŋgey: tek ma ndaw me key hayna na, kwa way way a da ndzafa ka tsakay ma Bay’ərlam, a da key na beke, dakay ndaw ma wa 'ar aŋga na na. 
EPH.6.9	Kuray tey ndaw ta beke na hay, kəmatar andza ha tey, mbəkadama ma tsəlafəmata zluwer, ka səradama ha ma ta na na, andza ma kwar ana tsa, Bay na, ŋga da 'ərlam, ka slam dey ŋga na, me weley ndaw dakay.
EPH.6.10	Ma da ndəvada na, dzuwam vaw ta gədaŋ da mezəley ma Bay’ərlam, ta gədaŋ aŋga ma slafa tabiyaha na. 
EPH.6.11	Dzuwam vaw na, ta tek ma har ma Bay ma Bəla, ma kuray ka slafama me dzəŋgərey ka vaw kwar, ka wewer ma 
EPH.6.12	I da kakwama vərom na, ta ndaw hay kakay, amana, ta Ndaw me wey ndaw hay, ta Bay hay, ta Ndaw me kərey ndaw hay, ka bəla ma ləvaŋ a neney, ta gədaŋ ma mesəfrey haya kakay ana hay da 'ərlam. 
EPH.6.13	Zəgam tok na, tek ma har ma Bay ma Bəla, ma aza ta pas haya kakay ana na, ha slafama me dzəŋgərey ta me lətsey, andza tek a neney hay ma kaya tsoy tabiyaha na. 
EPH.6.14	Lətsam tok: dərka na andza kanda me rey a bəzay, dzerey na andza mbal ma me dzəŋgərey ka vaw ana. 
EPH.6.15	Andza tahərak aha a sek na, me mbəɗey sek a kwar, ma tələkada mey ta Mey Wayna ma zozoy. 
EPH.6.16	Mbaray aha na, zəgam me pey 'ar, a slafa ma təkafakwar sumbor ta waw aha kava, ma Ndaw Werwer ana ba. 
EPH.6.17	A dəba na tok na, təɓam mbəram daw ma me buwey ta sleɗ ma tsakay ma Mesəfrey, ka ləva na Guma ma Bay ma Bəla. 
EPH.6.18	Ɗulam mey zarra, ta me ɗuley mey waray waray na, ta me dzəney ma Mesəfrey kokwaɗ ana, har ma me tufəkwey kwar hay tabiyaha na, padama na a me ɗuley mey, mandzara ka mətsakwar har, hərway ma ndaw 
EPH.6.19	hərway ɗaw tiyatsa: hayna guma na ka key da huɗa mey ɗaw na, ma tələkada mey ta mey ma kəzla na ma Mey Wayna ta matanduroŋ aha. 
EPH.6.20	na yah adziya ŋga na, ma dzuwa ha ta megesele ana. Ɗulam mey tok na, ma i ka ndzefey matanduroŋ da Mey a neney Wayna ka nefey ma i ka tsey andza na a dafa i ka tsa andza ha na.
EPH.6.21	A saya na kuray ka səradama tiyatsa, mendzey ɗaw ana, tek a ɗaw me key ana. Tisik malam na i ma wuɗa haɗa na, bəzey me slərey hayna, ma tsəney sləmay ana da mezəley ma Bay’ərlam, a da ɓadakwar tek ana wayna hay tabiya ha. 
EPH.6.22	I sləradəkuraɓa na ta har, ma aza ka tsakwar na, la ka waray, arka ka makwar 'ərev. 
EPH.6.23	Malam a ɗaw hay, hayna ndzafam zozoy, ma wuɗa vaw ta me pey 'ar, ta har ma Bay ma Bəla Baba, ta Bay’ərlam Yezu Kriste. 
EPH.6.24	Hayna hahaya ka ndzey ta ndaw ma wuɗama Bay’ərlam a lakwa Yezu Kriste, da ma wuɗa vaw me ndəvey kakay ana tabiyaha.
PHP.1.1	La, Pol ta Timotey, gawla ma Yezu Kriste hay, la windəmatar a ndaw kokwaɗ ana hay tabiyaha da Yezu Kriste, a bay ’ar ata na ma kəlatar ke mey ana ta diyakre ta hay, na taya tabiyaha da Filipi ana. 
PHP.1.2	Hayna hahaya ta zozoy ma Bay ma Bəla Baba lakwa, ta Bay’ərlam Yezu Kriste ka ndzey ta kuray.
PHP.1.3	Ka pas a ɗaw andza i dzeley aha 'ar ka kuray na, i madara sise a Bay ma Bəla ɗaw. 
PHP.1.4	Ka pas ka pas da ma ɗuley mey ka kuray tabiyaha na, i ɗuley mey na ta wuiya ha. 
PHP.1.5	Hərway ma lakwa ma dzəmakwa dzaya ka Mey Wayna, zla ta pas tsəfəmey aha na, kasl ekəɗey. 
PHP.1.6	Me dzeley 'ar a ɗaw na, andza neney: Ndaw ana ma zələrawa me key mber mambay mambay aha da vaw kwar ana na, a da husada, a da ndaslada ba kasl ka pas ma Yezu Kriste. 
PHP.1.7	Təɗe kassla i ma ndzaha andza neney hərway kwar tabiyaha na na, hayaha, hərway i wuɗakwar aha da mevel a ɗaw, kuray a neney andza da daŋgay ɗaw, andza da me dzəŋgərey ta ma ɓadama ta Mey Wayna ta gədaŋ, ndzam tobiya kwar ahiya da hahaya ma kəmiyawa na. 
PHP.1.8	Ayaw, Bay ma Bəla a key seydewe ɗaw ana, i wuɗakwar tabiyaha da kokwoɗ ma Yezu Kriste. 
PHP.1.9	Arka me ɗuley mey ɗaw na ŋga kəɗey: hayna ma wuɗa vaw kwar ka səkey a fənada adiya sa, ma ka vəlakwar tsəveɗ ma nəkada tek hay haya haya ha ta ma sərada tek. 
