GEN.1.1	Na počátku Bůh stvořil nebe a zemi. 
ACT.20.13	My ostatní jsme vyrazili napřed. Vypluli jsme na lodi k Assu, kde jsme měli přibrat Pavla; přál si tam totiž jít sám pěšky. 
ACT.20.14	Když jsme se v Assu setkali, vzali jsme ho na palubu a připluli do Mitylény. 
ACT.20.15	Odtud jsme pokračovali dál a druhého dne jsme se přiblížili k ostrovu Chios. Nazítří jsme připluli k Sámu a dalšího dne jsme dorazili do Milétu. 
ACT.20.16	Pavel se totiž rozhodl minout Efes, aby se v Asii nezdržel. Spěchal do Jeruzaléma, kam se chtěl dostat pokud možno na den Letnic. 
ACT.20.17	Z Milétu poslal zprávu do Efesu a zavolal k sobě starší církve. 
ACT.20.18	Když k němu přišli, řekl jim: „Sami víte, jak jsem strávil všechen čas, kdy jsem byl s vámi, od prvního dne, kdy jsem přišel do Asie: 
ACT.20.19	Jak jsem sloužil Pánu se vší pokorou, v slzách a uprostřed mnoha zkoušek, které mě potkaly kvůli židovským úkladům; 
ACT.20.20	jak jsem vám nezamlčel nic užitečného, ale kázal vám a učil veřejně i po domech; 
ACT.20.21	jak jsem Židům i Řekům vydával svědectví o pokání k Bohu a o víře v našeho Pána Ježíše. 
ACT.20.22	Teď ale jdu, puzen Duchem, do Jeruzaléma. Nevím, co mě tam čeká, 
ACT.20.23	ačkoli mi Duch svatý v každém městě potvrzuje, že mě čekají pouta a soužení. 
ACT.20.24	Já však na to nedbám; v životě mi nejde o nic víc, než abych dokončil svůj běh a službu, kterou jsem přijal od Pána Ježíše: abych byl svědkem evangelia o Boží milosti. 
ACT.20.25	Teď vím, že nikdo z vás, mezi nimiž jsem chodil a kázal o Božím království, mě už nikdy neuvidí. 
ACT.20.26	Proto před vámi dnešní den prohlašuji, že jsem čistý od krve všech, 
ACT.20.27	neboť jsem nic nezamlčel, ale oznámil vám veškerou Boží vůli. 
ACT.20.28	Dbejte tedy na sebe i na celé stádo, jehož správci vás Duch svatý ustanovil, abyste pásli Boží
ACT.20.29	Vím, že po mém odchodu mezi vás přijdou draví vlci, kteří nebudou šetřit stádo. 
ACT.20.30	I z vás samotných povstanou lidé, kteří budou překrucovat pravdu, aby strhli učedníky za sebou. 
ACT.20.31	Proto bděte a pamatujte, že jsem po tři roky dnem i nocí bez přestání v slzách napomínal jednoho každého z vás. 
ACT.20.32	Teď vás tedy svěřuji Bohu a slovu jeho milosti, které má moc vybudovat vás a dát vám dědictví mezi všemi posvěcenými. 
ACT.20.33	Od nikoho jsem nechtěl stříbro, zlato ani šaty. 
ACT.20.34	Sami víte, že jsem těmato rukama vydělával na potřeby své i svých společníků. 
ACT.20.35	Tím vším jsem vám ukázal, že máme poctivě pracovat, pomáhat slabým a pamatovat na slova Pána Ježíše, který řekl: ‚Požehnanější je dávat než dostávat.‘“ 
ACT.20.36	Po těch slovech s nimi všemi poklekl a modlil se. 
ACT.20.37	Všichni se dali do velikého pláče, objímali Pavla a líbali ho. 
ACT.20.38	Nejvíce se rmoutili nad jeho slovy, že už ho nikdy neuvidí. Tak ho doprovázeli až k lodi. 
ACT.21.1	Když jsme se konečně rozloučili, zvedli jsme kotvy a vypluli přímým směrem na ostrov Kós. Druhý den jsme dorazili na Rhodos a odtud do Patary. 
ACT.21.2	Tam jsme našli loď, která plula do Fénicie, nalodili se a vypluli. 
ACT.21.3	Přiblížili jsme se na dohled ke Kypru, nechali jej vlevo a plavili se dál do Sýrie. Když jsme pak přistáli v Týru, kde měla loď vyložit náklad, 
ACT.21.4	vyhledali jsme místní učedníky a týden u nich zůstali. Ti Pavla skrze Ducha varovali, ať nechodí do Jeruzaléma. 
ACT.21.5	Když jsme po týdnu měli pokračovat v cestě, všichni nás i s ženami a dětmi vyprovodili za město, kde jsme na břehu poklekli a modlili se. 
ACT.21.6	Po rozloučení jsme nastoupili na loď a oni se vrátili domů. 
ACT.21.7	Z Týru jsme zamířili do Ptolemaidy, kde naše plavba skončila. Pozdravili jsme bratry a strávili s nimi jeden den. 
ACT.21.8	Nazítří jsme pokračovali pěšky do Cesareje. Navštívili jsme evangelistu Filipa (jednoho z oněch sedmi)
ACT.21.9	Filip měl čtyři mladé dcery, které prorokovaly. 
ACT.21.10	Když jsme tam strávili několik dní, dorazil z Judska jeden prorok jménem Agabos. 
ACT.21.11	Přišel k nám, vzal Pavlův pás a svázal si ruce i nohy se slovy: „Tak praví Duch svatý: Muže, jemuž patří tento pás, takto spoutají židovští vůdci v Jeruzalémě a vydají ho do rukou pohanů.“ 
ACT.21.12	Když jsme to uslyšeli, prosili jsme ho spolu s místními učedníky, ať nechodí do Jeruzaléma. 
ACT.21.13	„K čemu ten pláč?“ odpověděl Pavel. „Proč mi lámete srdce? Pokud jde o mě, jsem připraven nejen být svázán, ale také v Jeruzalémě zemřít pro jméno Pána Ježíše!“ 
ACT.21.14	Protože se ale nedal přesvědčit, nechali jsme toho se slovy: „Děj se vůle Páně!“ 
ACT.21.15	Po několika dnech jsme byli připraveni, a tak jsme se vydali vzhůru do Jeruzaléma. 
ACT.21.16	Několik učedníků z Cesareje šlo s námi, aby nás dovedli k jistému Mnásonovi z Kypru, dávnému učedníkovi, u něhož jsme měli být ubytováni. 
ACT.21.17	Když jsme došli do Jeruzaléma, bratři nás tam vřele přijali. 
ACT.21.18	Druhého dne šel Pavel s námi k Jakubovi, kde se shromáždili všichni starší. 
ACT.21.19	Pavel je pozdravil a vyprávěl jim postupně všechno, co Bůh skrze jeho službu vykonal mezi pohany. 
ACT.21.20	Když to uslyšeli, vzdali slávu Bohu. Potom mu řekli: „Vidíš, bratře, kolik tisíc Židů už uvěřilo, a ti všichni jsou horliví milovníci Zákona. 
ACT.21.21	O tobě ale mají zprávy, že učíš všechny Židy mezi pohany, aby odpadli od Mojžíše. Prý je navádíš, aby nedávali obřezat své syny a nezachovávali naše zvyky. 
ACT.21.22	Co s tím? Určitě se doslechnou, že jsi přišel. 
ACT.21.23	Udělej tedy, co ti říkáme: Máme tu čtyři muže, kteří na sebe vzali slib. 
ACT.21.24	Podrob se spolu s nimi očistnému obřadu a zaplať za ně, co je potřeba, aby si oholili hlavy.
ACT.21.25	Pokud jde o věřící z pohanů, těm jsme napsali rozhodnutí, ať se vyhýbají masu obětovanému modlám, dále krvi, masu zardoušených zvířat a smilstvu.“ 
ACT.21.26	Druhého dne se tedy Pavel spolu s oněmi muži podrobil očistnému obřadu. Potom šel do chrámu ohlásit, kdy uplyne doba jejich očišťování a za každého z nich bude přinesena oběť. 
ACT.21.27	Když už těch sedm dní mělo uplynout, uviděli ho v chrámu Židé z Asie. Vzbouřili všechen lid a vrhli se na něj 
ACT.21.28	s křikem: „Izraelité, pomozte! To je ten člověk, který všude všechny učí proti tomuto lidu, Zákonu i tomuto místu! Navíc ještě do chrámu přivedl Řeky, aby toto svaté místo poskvrnil!“ 
ACT.21.29	(Předtím s ním totiž ve městě viděli Trofima z Efesu a domnívali se, že ho Pavel přivedl do chrámu.) 
ACT.21.30	Byl z toho rozruch po celém městě. Lidé se sběhli, chopili se Pavla a táhli ho ven z chrámu. Dveře se za ním ihned zavřely. 
ACT.21.31	Už se ho chystali zabít, když k veliteli římské posádky dorazila zpráva, že se celý Jeruzalém bouří. 
ACT.21.32	Ihned vzal vojáky a setníky a seběhl k nim. Jakmile uviděli velitele s vojáky, přestali Pavla bít. 
ACT.21.33	Velitel přistoupil, zatkl ho a dal ho spoutat dvěma řetězy. Potom se ptal, kdo to je a co udělal. 
ACT.21.34	V davu však jedni křičeli to a druzí ono. Nemohl kvůli hluku zjistit nic jistého, a tak poručil, ať ho odvedou do pevnosti. 
ACT.21.35	Po schodišti ho vojáci kvůli násilí davu museli nést. 
ACT.21.36	Šla za ním totiž spousta lidí a křičeli: „Pryč s ním!“ 
ACT.21.37	Když už měl být Pavel zaveden do pevnosti, oslovil velitele: „Mohu s tebou mluvit?“ 
ACT.21.37	„Ty umíš řecky?“ odpověděl velitel. 
ACT.21.38	„Takže ty nejsi ten Egypťan, který nedávno vzbouřil a odvedl na poušť ty čtyři tisíce hrdlořezů?“ 
ACT.21.39	„Jsem Žid z Tarsu v Kilikii, občan onoho významného města,“ odvětil Pavel. „Proto tě žádám, dovol mi promluvit k lidu.“ 
ACT.21.40	Pavel se s velitelovým svolením postavil na schodišti a pokynul rukou lidu. Když se rozhostilo ticho, promluvil k nim hebrejsky:
ACT.22.1	„Bratři a otcové, vyslechněte prosím mou obhajobu před vámi!“ 
ACT.22.2	Když uslyšeli, že k nim mluví hebrejsky, ztišili se ještě více. 
ACT.22.2	Pavel pokračoval: 
ACT.22.3	„Jsem Žid narozený v kilikijském Tarsu, ale vychovaný zde v tomto městě. Zákonu našich otců jsem byl vyučen v největší přísnosti u nohou Gamalielových a byl jsem horlivcem pro Boha, jako jste dodnes vy všichni. 
ACT.22.4	Tu Cestu jsem pronásledoval až k smrti. Zatýkal jsem muže i ženy a dával je do vězení, 
ACT.22.5	jak může dosvědčit i velekněz a všichni starší. Od nich jsem také přijal dopisy pro naše bratry v Damašku, kam jsem se vypravil, abych i tamější přívržence přivedl v poutech do Jeruzaléma k potrestání. 
ACT.22.6	Když už jsem se cestou blížil k Damašku, okolo poledne mě náhle obklopilo veliké světlo z nebe. 
ACT.22.7	Padl jsem na zem a uslyšel hlas: ‚Saule, Saule, proč mě pronásleduješ?‘ 
ACT.22.8	Zeptal jsem se: ‚Kdo jsi, Pane?‘ a on odpověděl: ‚Já jsem Ježíš Nazaretský, kterého ty pronásleduješ.‘ 
ACT.22.9	Moji společníci viděli světlo; hlas, který ke mně mluvil, ale neslyšeli. 
ACT.22.10	Zeptal jsem se: ‚Pane, co mám dělat?‘ a Pán mi řekl: ‚Vstaň a jdi do Damašku; tam se dozvíš všechno, co máš dělat.‘ 
ACT.22.11	Byl jsem oslepen jasem toho světla, a tak mě moji společníci museli do Damašku odvést za ruku. 
ACT.22.12	Jistý Ananiáš, zbožný stoupenec Zákona s dobrou pověstí u všech místních Židů, 
ACT.22.13	přišel za mnou. Postavil se ke mně a řekl: ‚Bratře Saule, prohlédni!‘ Hned v tu chvíli jsem ho uviděl 
ACT.22.14	a on řekl: ‚Bůh našich otců tě vyvolil, abys poznal jeho vůli, spatřil jeho Spravedlivého a uslyšel hlas z jeho úst. 
ACT.22.15	Přede všemi lidmi mu budeš svědkem toho, co jsi viděl a slyšel. 
ACT.22.16	Na co ještě čekáš? Vstaň, pokřti se, smyj své hříchy a vzývej jeho jméno!‘ 
ACT.22.17	Potom jsem se vrátil do Jeruzaléma. Při modlitbě jsem v chrámu upadl do vytržení 
ACT.22.18	a viděl jsem Pána. Řekl mi: ‚Pospěš si! Rychle opusť Jeruzalém, neboť tvé svědectví o mně tu nepřijmou.‘ 
ACT.22.19	Namítl jsem: ‚Pane, oni vědí, že jsem v synagogách zatýkal a bičoval ty, kdo věřili v tebe. 
ACT.22.20	Když byla prolévána krev tvého svědka Štěpána, stál jsem tam, schvaloval to a hlídal pláště těch, kdo ho zabíjeli.‘ 
ACT.22.21	Na to mi Pán řekl: ‚Jen jdi. Pošlu tě k dalekým národům.‘“ 
ACT.22.22	Až po to slovo mu naslouchali. Teď ale začali křičet: „Pryč s ním ze světa! Nemá právo žít!“ 
ACT.22.23	Když takto křičeli, rvali si pláště a házeli do vzduchu prach, 
ACT.22.24	velitel ho nechal odvést do pevnosti. Nařídil, ať ho vyslýchají bičováním, aby zjistil, proč na něj tolik křičeli. 
ACT.22.25	Poté, co ho připoutali řemeny, Pavel oslovil velícího setníka: „Vy smíte bičovat římského občana – navíc bez soudu?“ 
ACT.22.26	Jakmile to setník uslyšel, odešel to ohlásit veliteli: „Dej si pozor, co děláš. Ten člověk je římský občan!“ 
ACT.22.27	Velitel se šel Pavla zeptat: „Pověz mi, ty jsi římský občan?“ 
ACT.22.27	„Ano,“ odpověděl Pavel. 
ACT.22.28	Velitel mu řekl: „Já jsem získal občanství za spoustu peněz!“ 
ACT.22.28	„Já jsem se tak už narodil,“ odpověděl Pavel. 
ACT.22.29	Ti, kdo ho měli vyslýchat, od něj okamžitě ustoupili. I velitel dostal strach, když si uvědomil, že nechal spoutat římského občana. 
ACT.22.30	Velitel chtěl zjistit, z čeho přesně jej Židé obviňují. Nazítří ho proto nechal vyvést z vězení a nařídil, ať se sejdou vrchní kněží i celá Velerada. Pak přivedl Pavla a postavil ho před ně. 
ACT.23.1	Pavel se pozorně rozhlédl po Veleradě a řekl: „Bratři, v každém ohledu mám čisté svědomí; až dodneška jsem se řídil Božími zákony.“ 
ACT.23.2	Velekněz Ananiáš hned přikázal těm, kdo stáli u něj, aby ho bili přes ústa. 
ACT.23.3	Pavel mu odpověděl: „Tebe bude bít Bůh, ty zbílená stěno! Sedíš tu, abys mě soudil podle Zákona, a proti Zákonu mě nařizuješ bít?!“
ACT.23.4	Ti, kdo stáli u něj, mu řekli: „Ty spíláš Božímu veleknězi?“ 
ACT.23.5	„Nevěděl jsem, bratři, že je to velekněz,“ odpověděl Pavel. „Je přece psáno: ‚Vůdci svého lidu nespílej.‘“
ACT.23.6	Pavel věděl, že ve Veleradě je jedna strana saduceů a druhá farizeů, a tak zvolal: „Bratři, já jsem farizeus, farizeův syn. Stojím před soudem kvůli naději zmrtvýchvstání!“ 
ACT.23.7	Jakmile to řekl, farizeové se začali se saduceji hádat, a tak se shromáždění rozdělilo. 
ACT.23.8	(Saduceové totiž tvrdí, že není žádné vzkříšení ani anděl nebo duch, ale farizeové to obojí vyznávají.) 
ACT.23.9	Strhl se veliký křik. Z farizejské strany povstali někteří znalci Písma a bojovali za něj: „Nenašli jsme na něm nic zlého. Co když k němu mluvil duch nebo anděl?“ 
ACT.23.10	Hádka narůstala tak, že se velitel začal obávat, aby Pavla neroztrhali. Poručil tedy vojákům, ať jdou dolů, vyrvou jim ho a odvedou do pevnosti. 
ACT.23.11	Tu noc před ním stanul Pán. „Buď statečný,“ řekl mu. „Jako jsi o mně svědčil v Jeruzalémě, musíš svědčit i v Římě.“ 
ACT.23.12	Když se rozednilo, někteří Židé se spolčili a zapřísáhli se, že nebudou jíst ani pít, dokud Pavla nezabijí. 
ACT.23.13	Těch spiklenců bylo nejméně čtyřicet. 
ACT.23.14	Přišli k vrchním kněžím a starším a řekli: „Složili jsme přísahu, že se nedotkneme jídla, dokud nezabijeme Pavla. 
ACT.23.15	Vy teď spolu s Veleradou vzkažte veliteli, ať ho přivede k vám, jako byste chtěli jeho věc důkladněji prozkoumat. Ještě než k vám dojde, jsme připraveni ho zabít.“ 
ACT.23.16	O té léčce se však doslechl syn Pavlovy sestry. Vydal se tedy za Pavlem do pevnosti a pověděl mu to. 
ACT.23.17	Pavel pak k sobě zavolal jednoho ze setníků a řekl mu: „Vezmi toho mladíka k veliteli. Má pro něj zprávu.“ 
ACT.23.18	Setník ho dovedl za velitelem s hlášením: „Vězeň Pavel mě zavolal a požádal, abych k tobě přivedl tohoto mladíka, že ti má něco říci.“ 
ACT.23.19	Velitel ho vzal za ruku, poodešel s ním stranou a ptal se: „Co mi chceš povědět?“ 
ACT.23.20	Mladík mu řekl: „Židé se dohodli, že tě požádají, abys zítra přivedl Pavla do Velerady, jako by chtěli jeho věc důkladněji prozkoumat. 
ACT.23.21	Ty jim ale nevěř! Číhá na něj nejméně čtyřicet mužů, kteří se zapřisáhli, že nebudou jíst ani pít, dokud ho nezabijí. Jsou už připraveni a čekají jen na tvé rozhodnutí!“ 
ACT.23.22	Velitel pak mladíka propustil a přikázal mu: „Nikomu neříkej, že jsi mi to prozradil!“ 
ACT.23.23	Zavolal si dva setníky a řekl jim: „Na devátou večer připravte dvě stě vojáků k cestě do Cesareje. Vezměte také sedmdesát jezdců a dvě stě lehkooděnců. 
ACT.23.24	Přiveďte mezky pro Pavla a bezpečně ho dopravte k prokurátoru Felixovi.“ 
ACT.23.25	Potom napsal dopis tohoto znění: 
ACT.23.26	Klaudius Lysiáš zdraví vznešeného prokurátora Felixe. 
ACT.23.27	Tohoto muže se zmocnili Židé a chtěli ho zabít. Když jsem se dozvěděl, že je to římský občan, zasáhl jsem se svým oddílem a zachránil ho. 
ACT.23.28	Protože jsem chtěl zjistit, z čeho jej obviňují, přivedl jsem ho do jejich Velerady. 
ACT.23.29	Shledal jsem, že jej obviňují kvůli sporným otázkám jejich Zákona a že nespáchal nic, zač by zasloužil smrt nebo vězení. 
ACT.23.30	Když jsem se pak dozvěděl, že se ho chystají úkladně zavraždit, ihned jsem ho odeslal k tobě. Jeho žalobcům jsem přikázal, ať svá obvinění vůči němu přednesou tobě. 
ACT.23.31	Vojáci vzali Pavla a podle rozkazu ho v noci odvedli do Antipatridy. 
ACT.23.32	Nazítří se vrátili do pevnosti a zanechali ho v doprovodu jezdců. 
ACT.23.33	Ti po příjezdu do Cesareje doručili dopis prokurátorovi a předali mu Pavla. 
ACT.23.34	Poté, co si dopis přečetl, zeptal se, z které je provincie. Když zjistil, že z Kilikie, 
ACT.23.35	řekl: „Vyslechnu tě, jakmile se dostaví tvoji žalobci.“ Zatím ho nechal hlídat v Herodově paláci. 
ACT.24.1	Po pěti dnech do Cesareje dorazil velekněz Ananiáš s některými staršími a s jistým řečníkem Tertullem, aby Pavla obvinili před prokurátorem. 
ACT.24.2	Jakmile byl Pavel předvolán, Tertullus přednesl obžalobu: „Vznešený Felixi! Díky tobě již dlouho zakoušíme pokoj a díky tvé prozíravosti vše v tomto národě spěje k lepšímu, 
