GEN.1.1	Na počátku
JHN.1.48	Natanael mu řekl: “Odkud mne znáš?” Ježíš mu odpověděl: “Viděl jsem tě dříve, než tě Filip zavolal, když jsi byl pod tím fíkovníkem.” 
JHN.1.49	Natanael mu odpověděl: “Rabbi, ty jsi Syn Boží, ty jsi král Izraele.” 
JHN.1.50	Ježíš mu odpověděl: “Věříš proto, že jsem ti řekl: "Viděl jsem tě pod fíkovníkem"? Uvidíš větší 
JHN.1.51	A řekl mu: “Amen, amen, pravím
JHN.2.1	Třetího dne byla svatba v Káně
JHN.2.2	Na svatbu byl pozván také Ježíš a jeho učedníci. 
JHN.2.3	Když došlo víno, řekla Ježíšovi jeho
JHN.2.4	[A] Ježíš jí řekl: “Co mi chceš,
JHN.2.5	Jeho matka řekla služebníkům: “Cokoli vám řekne, učiňte.” 
JHN.2.6	Bylo tam šest kamenných nádob na vodu, určených k židovskému očišťování, 
JHN.2.7	Ježíš jim řekl: “Naplňte ty nádoby vodou.” A naplnili je až po okraj. 
JHN.2.8	Pak jim řekl: “Teď naberte a neste správci hostiny.” I donesli. 
JHN.2.9	Jakmile správce hostiny ochutnal vodu učiněnou vínem -- nevěděl, odkud je, ale služebníci, kteří tu vodu nabrali, 
JHN.2.10	a řekl mu: “Každý člověk podává nejprve dobré víno, a když se 
JHN.2.11	Toto Ježíš učinil v Káně Galilejské 
JHN.2.12	Potom sestoupil on, jeho matka, jeho bratři i jeho učedníci do Kafarnaum a zůstali tam několik
JHN.2.13	Byly blízko židovské velikonoce
JHN.2.14	V chrámě našel prodavače dobytka, ovcí a holubů i penězoměnce sedící 
JHN.2.15	I udělal z provazů bič 
JHN.2.16	A prodavačům holubů řekl: “Odneste to odsud! Nedělejte z domu mého Otce tržnici!
JHN.2.17	Jeho učedníci si vzpomněli, že je napsáno: "Horlivost pro tvůj dům mne stráví." 
JHN.2.18	Židé mu na to řekli: “Jaké znamení nám ukážeš, že toto činíš?” 
JHN.2.19	Ježíš jim odpověděl: “Zbořte tuto svatyni, a ve třech dnech ji postavím.” 
JHN.2.20	Židé tedy řekli: “Tato svatyně byla budována čtyřicet šest let, a ty ji postavíš ve třech dnech?” 
JHN.2.21	On však mluvil o svatyni svého těla. 
JHN.2.22	Když byl 
JHN.2.23	Když byl o velikonocích
JHN.2.24	Ježíš se jim však sám nesvěřoval, protože znal všechny 
JHN.2.25	a nepotřeboval, aby 
JHN.3.1	Mezi
JHN.3.2	Ten přišel k Ježíšovi
JHN.3.3	Ježíš mu odpověděl: “Amen, amen, pravím tobě, nenarodíli se kdo znovu,
JHN.3.4	Nikodém mu řekl: “Jak se může člověk narodit, když je starý? Nemůže podruhé vstoupit do lůna
JHN.3.5	Ježíš odpověděl: “Amen, amen, pravím tobě, nenarodíli se kdo z vody a Ducha,
JHN.3.6	Co se narodilo z těla, je tělo, a co se narodilo z Ducha,
JHN.3.7	Nediv se, že jsem ti řekl: Musíte se narodit znovu.
JHN.3.8	Vítr
JHN.3.9	Nikodém mu odpověděl: “Jak se to může stát?” 
JHN.3.10	Ježíš mu odpověděl: “Ty jsi učitel Izraele, a toto nevíš? 
JHN.3.11	Amen, amen, pravím tobě, že mluvíme, co víme, a svědčíme 
JHN.3.12	Když jsem vám pověděl věci pozemské, a nevěříte, jak uvěříte, povímli vám věci nebeské? 
JHN.3.13	Nikdo nevystoupil do nebe kromě toho, který sestoupil z nebe, Syna člověka, [který je v nebi]. 
JHN.3.14	A jako Mojžíš vyvýšil hada v pustině, tak musí být vyvýšen Syn člověka, 
JHN.3.15	aby každý, kdo v něho věří,
JHN.3.16	“Neboť tak Bůh miluje
JHN.3.17	Vždyť Bůh neposlal [svého] Syna na svět, aby svět odsoudil, ale aby byl svět skrze něj zachráněn. 
JHN.3.18	Kdo v něho věří, není souzen, kdo však nevěří, již je odsouzen, protože neuvěřil ve jméno jediného
JHN.3.19	Toto je ten soud, že světlo přišlo na svět, ale lidé si zamilovali více tmu než světlo, protože jejich skutky byly zlé. 
JHN.3.20	Neboť každý, kdo jedná zle, nenávidí světlo a nepřichází ke světlu, aby jeho skutky nebyly odhaleny.
JHN.3.21	Kdo však činí pravdu, přichází ke světlu, aby se ukázalo, že jeho skutky jsou vykonány v Bohu.”
JHN.3.22	Potom
JHN.3.23	Také Jan křtil v Ainon,
JHN.3.24	Jan totiž ještě nebyl uvržen do vězení. 
JHN.3.25	Mezi 
JHN.3.26	Přišli k Janovi a řekli mu: “Rabbi, 
JHN.3.27	Jan odpověděl: “Člověk si nemůže vzít nic, neníli mu 
JHN.3.28	Vy sami jste [mi] svědky, že jsem řekl: "Já nejsem Mesiáš," ale "Jsem poslán před ním." 
JHN.3.29	Ženich je 
JHN.3.30	On musí růst, já však se menšit.”
JHN.3.31	“Kdo přichází shůry, je nade všechny. Kdo je ze země, je pozemský
JHN.3.32	svědčí o tom, co viděl a slyšel, ale jeho svědectví nikdo nepřijímá. 
JHN.3.33	Kdo přijal jeho svědectví, zpečetil, že Bůh je pravdivý. 
JHN.3.34	 koho poslal
JHN.3.35	Otec miluje Syna a všechno dal do jeho rukou. 
JHN.3.36	Kdo věří v Syna, má věčný život; kdo však Syna odmítá, nespatří život, ale zůstává na něm Boží hněv.”
JHN.4.1	Když se Pán
JHN.4.2	 -- ačkoli Ježíš sám nekřtil, nýbrž jeho učedníci -- 
JHN.4.3	opustil Judsko a odešel [opět] do Galileje. 
JHN.4.4	Musel však projít Samařskem. 
JHN.4.5	Přišel tedy do samařského města zvaného Sychar,
JHN.4.6	Tam byl Jákobův pramen. Ježíš, unaven cestou, se posadil
JHN.4.7	 přišla samařská žena, aby načerpala vodu. Ježíš jí řekl: “Dej mi napít.” 
JHN.4.8	Jeho učedníci totiž odešli do města, aby nakoupili jídlo. 
JHN.4.9	Samařská žena mu řekla: “Jak to, že ty, ač jsi Žid, žádáš mne, samařskou ženu, abych 
JHN.4.10	Ježíš jí odpověděl: “Kdybys znala ten Boží dar a 
JHN.4.11	[Žena] mu řekla: “Pane, nemáš ani vědro a studna je hluboká;
JHN.4.12	Jsi snad větší než náš otec Jákob, který nám tuto studnu dal a pil z ní 
JHN.4.13	Ježíš jí odpověděl: “Každý, kdo pije z této vody, bude opět žíznit. 
JHN.4.14	Kdo by se však napil z vody, kterou
JHN.4.15	Ta žena mu řekla: “Pane, dej mi tuto vodu, abych 
JHN.4.16	[Ježíš] jí řekl: “Jdi, zavolej svého muže a přijď sem.” 
JHN.4.17	Žena mu odpověděla: “Nemám muže.” Ježíš jí řekl: “Dobře jsi řekla: "Nemám muže." 
JHN.4.18	Vždyť jsi měla pět mužů, a 
JHN.4.19	Žena mu řekla: “Pane, vidím, že jsi prorok. 
JHN.4.20	Naši otcové se klaněli 
JHN.4.21	Ježíš jí řekl: “Věř mi, ženo, že přichází hodina, kdy se nebudete klanět Otci ani na této hoře ani v Jeruzalémě. 
JHN.4.22	Vy se klaníte 
JHN.4.23	Ale přichází hodina, a již je 
JHN.4.24	Bůh 
JHN.4.25	Žena mu řekla: “Vím,
JHN.4.26	Ježíš jí řekl: “Já jsem 
JHN.4.27	Vtom přišli jeho učedníci a divili se, že rozmlouvá se ženou. Nikdo však neřekl: "Nač se ptáš?" nebo "Proč s ní mluvíš?" 
JHN.4.28	Žena 
JHN.4.29	“Pojďte se podívat
JHN.4.30	Vyšli z města a šli k němu.
JHN.4.31	Mezitím ho učedníci prosili: “Rabbi, najez se.” 
JHN.4.32	On jim však řekl: “Já mám jíst pokrm, který vy neznáte.” 
JHN.4.33	Učedníci se mezi sebou ptali:
JHN.4.34	Ježíš jim řekl: “Můj pokrm je, abych činil vůli toho, který mne poslal,
JHN.4.35	Což neříkáte: "Ještě čtyři měsíce a přijde
JHN.4.36	Žnec již bere odměnu a shromažďuje úrodu
JHN.4.37	Neboť v tom je pravdivé přísloví, že jiný rozsévá a jiný žne. 
JHN.4.38	Já jsem vás poslal žnout 
JHN.4.39	Mnoho Samařanů z onoho města v něho uvěřilo pro slovo té ženy, která svědčila: “Řekl mi vše, co jsem udělala.” 
JHN.4.40	Když tedy k němu ti Samařané přišli, prosili ho, aby u nich zůstal. I zůstal tam dva dny. 
JHN.4.41	A mnohem více 
JHN.4.42	Té ženě pak říkali: “Teď už věříme ne pro to, co jsi říkala ty, ale sami jsme 
JHN.4.43	Po dvou dnech odtamtud odešel do Galileje. 
JHN.4.44	Neboť Ježíš sám vydal svědectví, že prorok ve své vlasti nemá vážnost. 
JHN.4.45	Když tedy přišel do Galileje, Galilejci ho přijali, protože viděli všechno, co učinil o svátku v Jeruzalémě; neboť i oni přišli na svátek.
JHN.4.46	[Ježíš] opět přišel do Kány Galilejské, kde 
JHN.4.47	Když uslyšel, že Ježíš přišel z Judska do Galileje, odešel k němu a prosil [ho], aby přišel
JHN.4.48	Tu mu Ježíš řekl: “Neuvidíteli znamení a divy, jistě neuvěříte.” 
JHN.4.49	Královský 
JHN.4.50	Ježíš mu říká: “Jdi, tvůj syn žije.” Ten člověk uvěřil slovu, které mu Ježíš řekl, a šel. 
JHN.4.51	Ještě byl na cestě dolů, když mu vyšli naproti jeho otroci a řekli, že jeho chlapec
JHN.4.52	Vyptal se jich tedy na hodinu, ve které 
JHN.4.53	Tu otec poznal, že 
JHN.4.54	Toto 
JHN.5.1	Potom byl židovský svátek
JHN.5.2	V Jeruzalémě je u Ovčí 
JHN.5.3	V nich lehávalo množství nemocných, slepých, chromých a ochrnutých, [kteří čekali na pohyb vody. 
JHN.5.4	Neboť Pánův anděl občas sestupoval do rybníka a vířil vodu. Kdo po zvíření vody první vstoupil 
JHN.5.5	Byl tam jeden člověk, nemocný 
JHN.5.6	Když ho Ježíš spatřil, jak 
JHN.5.7	Nemocný mu odpověděl: “Pane, nemám nikoho,
JHN.5.8	Ježíš mu řekl: “Vstaň, vezmi své lehátko a choď.” 
JHN.5.9	A hned byl ten člověk uzdraven, vzal své lehátko a chodil.
JHN.5.9	 Ten den však byla sobota. 
JHN.5.10	Židé tomu uzdravenému říkali: “Je sobota; není dovoleno, abys nosil [své] lehátko.” 
JHN.5.11	On jim však odpověděl: “Ten, který mě uzdravil, mi řekl: "Vezmi své lehátko a choď."” 
JHN.5.12	Otázali se ho: “Kdo je ten člověk, který ti řekl: "Vezmi [své lehátko] a choď"?” 
JHN.5.13	Uzdravený však nevěděl, kdo 
JHN.5.14	Potom ho Ježíš nalezl v chrámě a řekl mu: “Hle, jsi uzdraven. Už nehřeš, aby se ti nepřihodilo něco horšího.”
JHN.5.15	Ten člověk odešel a oznámil Židům, že tím, kdo ho uzdravil, je Ježíš. 
JHN.5.16	Proto Židé Ježíše pronásledovali [a usilovali ho zabít], že tyto 
JHN.5.17	Ježíš jim však odpověděl: “Můj Otec až dosud pracuje, i já pracuji.” 
JHN.5.18	Proto ho Židé 
JHN.5.19	Ježíš jim odpověděl: “Amen, amen, pravím vám: Syn nemůže sám od sebe činit nic než 
JHN.5.20	Neboť Otec miluje
JHN.5.21	Jako totiž Otec křísí
JHN.5.22	Vždyť Otec ani nikoho nesoudí, ale všechen soud svěřil
JHN.5.23	aby všichni ctili Syna, jako ctí Otce. Kdo nectí Syna, nectí Otce, který ho poslal. 
JHN.5.24	Amen, amen, pravím vám, že kdo slyší mé slovo a věří tomu, kdo mne poslal, má věčný život a nejde na soud, ale přešel ze smrti do života. 
JHN.5.25	Amen, amen, pravím vám, že přichází hodina, a nyní je 
JHN.5.26	Neboť jako Otec má život sám v sobě, tak dal i Synu, aby měl život sám v sobě. 
JHN.5.27	A dal mu pravomoc konat soud, protože je Syn člověka. 
JHN.5.28	Nedivte se tomu; vždyť přichází hodina, v níž všichni, kteří 
JHN.5.29	a vyjdou. Ti, kdo činili dobře, budou vzkříšeni k životu,
JHN.5.30	“Já sám od sebe nemohu dělat nic. Jak slyším, 
JHN.5.31	“Svědčímli já sám o sobě, není mé svědectví pravé.
JHN.5.32	Je jiný, kdo o mně svědčí, a vím, že svědectví, které o mně vydává,
JHN.5.33	Vy jste poslali k Janovi a 
JHN.5.34	Já sice nepřijímám svědectví od člověka, ale toto říkám, abyste byli zachráněni. 
JHN.5.35	On byl lampou hořící a zářící, a vám se zachtělo zaradovat se na chvíli v jeho světle. 
JHN.5.36	Já však mám větší svědectví než Janovo: skutky, které mi dal Otec, abych je vykonal. Právě ty skutky, které činím, o mně svědčí, že mne poslal Otec. 
JHN.5.37	A sám Otec, který mne poslal, vydal o mně svědectví. 
JHN.5.38	a jeho slovo ve vás nezůstává, protože nevěříte tomu, koho on poslal. 
JHN.5.39	Zkoumáte Písma, protože se domníváte, že v nich máte věčný život, a 
JHN.5.40	Ale nechcete přijít ke mně, abyste měli život.”
JHN.5.41	“Slávu od lidí nepřijímám. 
JHN.5.42	Ale vím o vás, že v sobě nemáte lásku k Bohu.
JHN.5.43	Já jsem přišel ve jménu svého Otce, a nepřijímáte mě. Kdyby přišel 
JHN.5.44	Jak vy můžete uvěřit, když přijímáte slávu jedni od druhých, ale slávu, která 
JHN.5.45	Nemyslete si, že já vás budu obviňovat u Otce; vaším žalobcem je Mojžíš, v něhož doufáte. 
JHN.5.46	Kdybyste totiž věřili Mojžíšovi, věřili byste mně, protože on psal o mně. 
JHN.5.47	Nevěříteli jeho zápisům, jak uvěříte mým výrokům?”
JHN.6.1	Potom Ježíš odešel na druhý břeh Galilejského 
JHN.6.2	Šel za ním velký zástup, protože viděli znamení, která činil na nemocných. 
JHN.6.3	Ježíš vystoupil na horu a tam se posadil se svými učedníky. 
JHN.6.4	Byly blízko velikonoce,
JHN.6.5	Když Ježíš pozdvihl oči a uviděl, že k němu přichází velký zástup, řekl Filipovi: “Kde nakoupíme chleba, aby se tito 
JHN.6.6	To říkal, aby ho zkoušel; sám totiž věděl, co chce dělat. 
JHN.6.7	Filip mu odpověděl: “
JHN.6.8	Jeden z jeho učedníků, Ondřej, bratr Šimona Petra, mu řekl: 
JHN.6.9	“Tady je chlapec, který má pět ječných chlebů a dvě ryby; ale co je to pro takové množství!” 
JHN.6.10	Ježíš řekl: “Postarejte se,
JHN.6.11	Ježíš vzal ty chleby, vzdal díky a rozdělil 
JHN.6.12	Když se nasytili, řekl svým učedníkům: “Seberte zbylé
JHN.6.13	Sebrali 
JHN.6.14	Když ti lidé viděli znamení, které [Ježíš] učinil, říkali: “To je skutečně ten Prorok, který má přijít
JHN.6.15	Když Ježíš poznal, že se chystají přijít a zmocnit se ho, aby 
JHN.6.16	Když nastal večer, sestoupili jeho učedníci k moři, 
JHN.6.17	nastoupili do lodi a plavili se 
JHN.6.18	Moře se začalo vzdouvat, protože vál silný
JHN.6.19	Když ujeli asi dvacet pět nebo třicet stadií,
JHN.6.20	On však jim řekl: “Já jsem 
JHN.6.21	Chtěli jej vzít do lodi, a hned se loď ocitla u břehu,
JHN.6.22	Zástup, který zůstal na druhé straně moře, si druhého dne všiml,
JHN.6.23	Jiné čluny z Tiberiady [však] připluly blízko k místu, kde pojedli chléb, když Pán vzdal díky. 
JHN.6.24	Když tedy zástup uviděl, že tam není Ježíš ani jeho učedníci, nastoupili do člunů a přijeli do Kafarnaum, hledajíce Ježíše. 
JHN.6.25	Když ho na druhé straně moře nalezli, řekli mu: “Rabbi, kdy ses sem dostal?” 
JHN.6.26	Ježíš jim odpověděl: “Amen, amen, pravím vám, hledáte mne ne 
JHN.6.27	Pracujte ne 
JHN.6.28	Řekli mu: “Co máme dělat, abychom konali Boží skutky?” 
JHN.6.29	Ježíš jim odpověděl: “Toto je ten Boží skutek: abyste věřili v 
JHN.6.30	Řekli mu: “Jaké ty tedy činíš znamení, abychom 
JHN.6.31	Naši otcové jedli v pustině manu, jak je napsáno: "Dal jim jíst chléb z nebe."” 
JHN.6.32	Ježíš jim řekl: “Amen, amen, pravím vám, ne Mojžíš vám dal chléb z nebe, nýbrž můj Otec vám dává ten pravý chléb z nebe. 
JHN.6.33	Neboť chléb Boží je ten, který sestupuje z nebe a dává život světu.”
JHN.6.34	Řekli mu tedy: “Pane, dávej nám tento chléb stále.” 
JHN.6.35	Ježíš jim řekl: “Já jsem
JHN.6.36	Ale řekl jsem vám, že jste mne i viděli, a přece nevěříte. 
JHN.6.37	Každý, koho mi Otec dává, přijde ke mně, a 
JHN.6.38	Neboť jsem sestoupil z nebe, ne abych činil svou vůli, ale vůli toho, který mne poslal. 
JHN.6.39	A toto je vůle toho, který mne poslal, abych neztratil nic z toho, co mi dal, ale vzkřísil to v poslední den. 
JHN.6.40	Neboť toto je vůle mého Otce, aby každý, kdo vidí Syna a věří v něho, měl život věčný; a já ho vzkřísím v poslední den.”
JHN.6.41	Židé proti němu reptali, že řekl: "Já jsem chléb, který sestoupil z nebe" 
JHN.6.42	a říkali: “Copak to není Ježíš, syn Josefův? My známe jeho otce i matku. Jak tedy
JHN.6.43	Ježíš jim odpověděl: “Nereptejte mezi sebou. 
JHN.6.44	Nikdo nemůže přijít ke mně, jestliže ho nepřitáhne Otec, který mne poslal; a já ho vzkřísím v poslední den. 
JHN.6.45	V Prorocích je napsáno: "A budou všichni vyučeni od Boha." Každý, kdo od Otce uslyšel a vyučil se, přichází ke mně. 
JHN.6.46	Ne že by někdo Otce viděl, kromě toho, kdo je
JHN.6.47	Amen, amen, pravím vám, kdo věří 
JHN.6.48	Já jsem chléb života. 
JHN.6.49	Vaši otcové jedli v pustině manu, a zemřeli. 
JHN.6.50	Toto je chléb, který sestupuje z nebe, aby 
JHN.6.51	Já jsem ten živý chléb, který sestoupil z nebe. Kdo jí z tohoto chleba, bude žít na věčnost.
JHN.6.52	Židé se hádali mezi sebou a říkali: “Jak nám tento 
JHN.6.53	Ježíš jim tedy řekl: “Amen, amen, pravím vám, nebudeteli jíst tělo Syna člověka a nebudeteli pít jeho krev, nebudete mít v sobě život. 
JHN.6.54	Kdo jí mé tělo a pije mou krev, má život věčný a já ho vzkřísím v poslední den. 
JHN.6.55	Neboť mé tělo je pravý
JHN.6.56	Kdo jí mé tělo a pije mou krev, zůstává ve mně a já v něm. 
JHN.6.57	Jako mne poslal živý Otec a já žiji skrze Otce, 
JHN.6.58	Toto je ten chléb, který sestoupil z nebe; ne jako 
JHN.6.59	Toto řekl, když vyučoval v synagoze v Kafarnaum.
JHN.6.60	Mnozí z jeho učedníků, když 
JHN.6.61	Ježíš v sobě věděl, že jeho učedníci na to reptají, a řekl jim: “To vás pohoršuje? 
JHN.6.62	 tedy, kdybyste viděli Syna člověka vystupovat 
JHN.6.63	Duch je ten, který obživuje, tělo nic neznamená.
JHN.6.64	Ale jsou někteří z vás, kteří nevěří.” Ježíš totiž od počátku věděl, kteří jsou nevěřící a kdo je ten, který ho vydá.
JHN.6.65	A říkal: “Proto jsem vám řekl, že nikdo ke mně nemůže přijít, pokud mu 
JHN.6.66	Z toho 
JHN.6.67	Ježíš řekl Dvanácti: “I vy chcete odejít?” 
JHN.6.68	Šimon Petr mu odpověděl: “Pane, ke komu půjdeme? Máš slova věčného života 
JHN.6.69	a my jsme uvěřili a poznali, že ty jsi 
JHN.6.70	Ježíš jim odpověděl: “Nevyvolil
JHN.6.71	 řekl o Judovi, 
JHN.7.1	Potom chodil Ježíš po Galileji; nechtěl chodit po Judsku, protože ho Židé chtěli
JHN.7.2	Byl blízko židovský svátek stánků. 
JHN.7.3	Jeho bratři mu řekli: “Odejdi
JHN.7.4	Vždyť nikdo nedělá nic vskrytu, chceli být 
JHN.7.5	Ani jeho bratři totiž v něho nevěřili. 
JHN.7.6	Ježíš jim řekl: “Můj čas ještě nepřišel; ale váš čas je vždy připraven. 
JHN.7.7	Vás nemůže svět nenávidět, mne však nenávidí, protože já o něm svědčím, že jeho skutky jsou zlé. 
JHN.7.8	Vy vystupte na svátek 
JHN.7.9	To [jim] řekl a zůstal v Galileji.
JHN.7.10	Když jeho bratři vystoupili na svátek 
JHN.7.11	Židé ho během svátku hledali a říkali: “Kde je ten 
JHN.7.12	A mezi lidem
JHN.7.13	Nikdo o něm ovšem ze strachu před Židy nemluvil otevřeně.
JHN.7.14	 již bylo uprostřed svátků, vystoupil Ježíš do chrámu a učil. 
JHN.7.15	Židé se divili a říkali: “Jak to, 
