MAT.1.1	Antuyawino neturakkanneno gagginafuwera i Jesu Kristo a gaka i Ari David a gaka kappayi Abraham. 
REV.9.16	Nasapit sikwakino kaodduweno sindalurera a nakkabayu, e adwatuta milyon. 
REV.9.17	Kunnayawino kaitanino kabayuwera annino nattakayira a napaita sikwak si kunnangke tenap. Nadwattapanino taꞌganda si tallu nganana kolor. Aneno nalibaga a kunnangke afuy, alungisitana kunnangke batuwa safiro, anna duddulawa kunnangke asufre. Ino kabayuwera, kunnangke uluna layonino ulura, e aneno mallawana afuy, atok, anna asufre sino sangira. 
REV.9.18	Natayino pakkaꞌluna katotolay gafu so afuy, atok, anna asufre a nallawan sino sangira. 
REV.9.19	Se ino pannakadameno kabayuwera, ana sino sangira anna sino ifuꞌda. Ino ifuꞌda, kunnangke ulagga nulu e antuweno panukkora si tolay.
REV.9.20	Udde ino tolayira a nabuna a ammera natay sinoya dyat, ammera inibbattanino maddayaw sino anituwera annino sinandiosdera a inangwarangkepay si bulawan, gumbang, baliyang, batu, anna kayu. Ammerera sinalekkuran inaya sinandiosda, massiki ammera makaita, ammera makadingngag, anna ammera makalakad. 
REV.9.21	Ammera pelang neboboliyeno narakkatta aggangwara a mamapatay, makkammangnga mattanna, makibulun, anna mattakaw.
REV.10.1	Wasin nabalinin inoy, aneno initaka natuyaggingke a anghela bumabbafa a naggabwat sey langit. Nakulmutanino baggina si dulam e aneno bullun sino uluna. Ino mutungnga, kunnangke sinag, e ino takkina, kunnangke gatangnga afuy. 
REV.10.2	Aggaiggammanneno naboꞌliyara bibissangnga papel. Ino diwanana takkina, nepiꞌnaꞌnga sino bebay e ino dawina, nepiꞌnaꞌnga sino lubag. 
REV.10.3	E nakkulawu, e kunnangke natuyagga garanna layon. E sinombatino pituwa natuyagga addug. 
REV.10.4	Wasin iyafuꞌngadda iturakkino sinapitino addug, aneno damita diningngagguwa naggabwat sey langita sinapiꞌna si, “Ammem iturakkino sinapitino pituwa addug se ammena mepakaammuwenay.”
REV.10.5	Wasin aggitangkuweno anghela aggataꞌdag sino bebay anna sino lubag, netayangngeno diwanana kamaꞌna, 
REV.10.6	a nesapataneno angani Dios a mabiyag si makkikiyad anna namaratu sino langit, lubag, bebay, anna ammina ana sikwara. Sinapiꞌna si, “Awaninna mataronan, 
REV.10.7	se nanu paddamitannino mekapituwa anghelino tangguyumma, antuwennenayino pangwani Dios sino planona a netulduna sino gumalabbunnera a nasserbi sikwana a ammena nepakaammu si korwana tolay.”
REV.10.8	Wasinoy, diningngaggu kappayino damit sey langita sinapiꞌna sikwak si, “Umangngu appannino bibissangnga papela naboꞌliyara aggaiggammanino anghela aggataꞌdag sino bebay anna sino lubag.”
REV.10.9	Wasin inaraꞌniyak sino anghel, inarangkuweno papel, e sinapiꞌna sikwak si, “Appannu ta akkanannu. Namiꞌna sino sangim a kunnangke diyuna ayokan, udde nu sillunannu, maloneno kuyungngu gafu sino peꞌna.” 
REV.10.10	Inappakino papel sino anghel e inakkangku. E gakkuruwa namit a kunnangke diyuna ayokan, udde wasin sinillungku, malowino kuyungku. 
REV.10.11	Nasapit sikwak si, “Ipakaammummaggappayino makwana sino ariyera andino tolerera si palulubbuna naddadarumeno damiꞌda.”
REV.11.1	Waso kunnenoy, naaꞌdanak si gukura kunnangke tokud, e netulduweno nangaꞌda sikwak si, “Umangka ta annu kamangannino templowi Dios annino assikkulanda. E bilangannu kappayino tolayira a maddayaw ki Dios sinay. 
REV.11.2	Udde ammem kamangannino lasinna se neyaꞌden sino tolaya ammera mangurug ki Dios. Dakkutandeno nadiosana lubbun si appatafulu e adwa dakkag. 
REV.11.3	Udde sinaya tarifuwe kaꞌluwatut si annammafuluwa aw, ananeno dundunangkuwa adwera a tistiguka mangitulduna sino mappeafu sikwak. Mabbarawasiyerana si saku se antuweno mangipaita si pabbobolindeno nalliwatira.”
REV.11.4	Ino adwera a tistigu, ireno keampariyanino adwa a kayuwa olibo annino adwa a sirwata nagyan sino aꞌlangi Dios a matturay sito lubag. 
REV.11.5	Nu wara manalodawa mangwa si narakkat sikwara, aneno mallawana afuy sino sangira ta masikkulanira, e antuweno ipatayino kalingera. 
REV.11.6	Ana kappayino pannakadamara a mappalammat si uran ta ammena muran sino panulduwanda sino sapiti Dios. E ana kappayino pannakadamara a mappabalin si danum si ada. E damara kappaya padyatanino tolayira sito lubag si massiki sanna a dyat nu antuweno angganda.
REV.11.7	Wasin nabalininnino netulduweno adwera a tistigu, kasena mallawanino kattalatalawa animala maggabwat sino bituwa awana pakkiyaranna, e makiyubaꞌna sikwara. E papatayannera se affutannera. 
REV.11.8	E ino baggira, mekulidangnga sino kalasadaneno dokalla lubbun a antuweno lubbuna nelansanino Afutam sino krus. Inaya lubbun, mingngangkappay si Sodoma anna Egipto, se nakkunnera si kinarakkat. 
REV.11.9	Si unangnga tallu aw anna kagadwa, buyabuyanneno tolayireno adwera a natay, e ammerera anggamma itanam. E ino tolayira a mabbuya sikwara, maggabwatirana si ammina lulubbuna naddadarumeno damiꞌda. 
REV.11.10	Maanggamma ammina tolay e mallalanggakirana anna makkaaaꞌdera si rigalu gafu sino natayanino adwera a gumalabbuni Dios, se pinadyatandera.
REV.11.11	Udde wasin nallaꞌwutino kappata aw, binyayi Diosino adwera, e ginabwatira. E nakatalawingke ino nakaitera. 
REV.11.12	Kasena aneno diningngaggino adwera a tistiguwi Dios a dokalla damita naggabwat sey langita sinapiꞌna si, “Umangkayu taw.” E nebulunira si dulamma sinullu sey langita aggitanino kakontarera. 
REV.11.13	Wasinoy, kakaꞌmeng kelanga nalunig si natuyag, e nadarallino pakkatafuluneno lubbun, e piturifuweno tolayira a natay. Nakatalawino tolayira a nabuna e naddayawira ki Dios sey langit.
REV.11.14	Nabalininnino mekadwa a kattalatalawa dyat,
REV.11.15	Wasin nepadamitino mekapituwa anghelino tangguyumma, aneno natuyaggira a damit sey langit e sinapiꞌda si, “Mangiyafu sitawa aw, awana matturay sey lubag nu bakkampelangi Dios anni Jesu Kristo a dinundunna, e matturayira si makkikiyad.” 
REV.11.16	Kasena namaliturino kaꞌlufuluwera si appata pangafuwana aggatuttud sino aꞌlangi Dios ta maddayawira sikwana, 
REV.11.17	e sinapiꞌda si,
REV.11.17	“Afu Dios a mannakadama si ammina ana siꞌin anna ana kepay ingkein, mappasalamakkami sikwam, se sitoya, nepaitamino pannakadamam e neyafumunnino matturay. 
REV.11.18	Nabbungubungutingke ino tolayira a ammena nangurug sikwam, se nadatangnginnino pangastiguwannu sikwara. E nadatangngingkappayino pangukumannu ammin sino natayira. Sitawingkappayino pangaꞌdannu sino labutino gumalabbunira a nasserbi sikwam andino amminira a tolema mangiyatal sikwam, massiki ino pobiriyera andino bafaꞌnangngira. Sitawingkappayino panarallannu sino tolayira a nanaral sito lubag gafu sino kinarakkaꞌda.”
REV.11.19	Wasinoy, nabukkatanino templowi Dios sey langit, e initakino kafona agyananino neturakka lintiyi Dios. Kasena nakakilakilat, nakadaddug si natuyag, nalunig, e nuran si alalawuwa darokkal.
REV.12.1	Wasin nasinduwenoy, aneno kakkaꞌbawa senyala maita sey langit. Aneno bafaya aggataꞌdag sino dakka nabbarawasi si mangngilikilita kunnangke sinag. Nakoronan si karadwa a bitun. 
REV.12.2	Gapapanakin, e maddaying gafu se mallowin.
REV.12.3	Wasinoy, ana kappayino kakkaꞌbawa senyala maita sey langit. Se aneno kunnangke lamagga dokal a ngananda si dragon.
REV.12.4	Siniꞌbatanino ifuꞌneno pakkaꞌluweno bitunira, e nadaraꞌnira sito lubag. E inaꞌlangngeno bafaya gapapanak, ta nanu mallawanino kaluꞌbit, akkananna. 
REV.12.5	Udde wasin neyanakinnino abbingnga a lalaki, nafulattino abbing e neang sino agyanani Dios a matturay. Se antuneno matturay si ammina lubbun, e awana mangaffut sikwana sino turena. 
REV.12.6	Udde ino bafay, nabbukala inang sino ginufat sino nedadani Dios a pagyananna, takesi maimut sinay si kadwarifu si adwatut e annammafuluwa aw.
REV.12.7	Wasinoy, aneno gubat sey langit. Da Miguel annino kasiꞌanghelnera, nakiyubattira sino dragon annino bulunnera a anghel. 
REV.12.8	Naaffutino dragon annino bulunnera, e ammeran dama a makiagyan sey langit. 
REV.12.9	Netakkufino dragon annino anghelnera sito lubag. Inaya dragon, antuweno ulag siꞌin, a mingngangkappay si Diablo onnu Satanas. Antuweno mamalabali si ammina tolay sito lubag.
REV.12.10	Wasin nabalinin inoy, diningngagguweno dokalla damit sey langita sinapiꞌna si,
REV.12.10	“Neakkuruwinnino nisalakani Dios sino tolenera, se nepaitananino pannakadamana a matturay. Nepaitanangkappayino kalintiyani Kristo a pinilina a matturay. Se i Satanas a nappaliwat sino kakkolattamira sino aꞌlangi Dios si aw anna gafi, nepaanoran sito langit. 
REV.12.11	Inaffutino kakkolattamira gafu sino adaneno Karnero a nebubbu sino natayanna anna gafu kappay sino nassapitanda sino kakuruwana tuldu. Se nattalaginarira a nangurug ki Kristo, massiki nu antuweno katayanda. 
REV.12.12	Antu gafuna a ammingkayuwa ana sito langit, maanggangkayungke. Udde ikkayuwa ayan sitan lubag anna bebay, kakallakkayu ammin, se antuyanino netakkufani Satanas. E nappelalotino bunguꞌna, se ammuna si bisangke ino tiyempona a pangwanna sino anggamma akwan.”
REV.12.13	Wasin naammuwanino dragon si netakkub sito lubag, dinaddangngeno bafaya niyanak sino lalaki. 
REV.12.14	Udde naaꞌdanino bafay si adwa a payaꞌnga a kunnangke payaꞌnga dokalla mammanuk ta pakkayamma a umang sino ginufat, takesi amme madoꞌmanino dragon, e sinayino kaimutanna si kappatarun si gadwa. 
REV.12.15	Wasinoy, nuteno dragon si odduwa danum takesi maanurino bafay, 
REV.12.16	udde dinuffunanino lubaggino bafay, se nabbartakino lubag e sinannappino danuma naggabwat sino sangiyeno dragon. 
REV.12.17	Nabbungutingke ino dragon sino bafay, e inangnga ginubattino korwana abbingino bafay a ireno mangurug sino sapiti Dios annino kakuruwana tulduwa nepakaammuwi Jesus. 
REV.12.18	E inangngino dragona nattaꞌdag sino dappiꞌna bebay.
REV.13.1	Wasinoy, aneno initaka kattalatalawa animala naggabwat sino bebaya pituweno uluna anna tafuluweno taꞌgunna. Nakoronan amminino taꞌgunna, e kadda tata a uluna, naturakkan si angani Dios, massiki awana kalintiyanna a musar. 
REV.13.2	Kunnangke leopardoweno baggineno animala initak. Ino takkina, kunnangke takkina bear a natarammino kukuna.
REV.13.3	Ino tata uluneno kattalatalawa animal, nadamanino biyanna e ipatena nad, udde napilatin. Nakkaꞌbaw ammina tolayira sito lubag e antuweno dinandananda sikwana. 
REV.13.4	E dinayoreno dragon se neaꞌdaneno kalintiyanna sino animal, e dinayora kappayino kattalatalawa animal e sinapiꞌda si, “Awaningke a kakunnaneno animal, e awaningke a makaaffut sikwana.”
REV.13.5	Kakaꞌmeng kelanga nakadamitino animal, e nassangelet anna nassapit si narakkat mappeafu ki Dios. Nepurayi Dios a matturay si kalimafulu si adwa a dakkag. 
REV.13.6	Netuluyna a nassapit si narakkat mappeafu ki Dios, ino anganna, ino pagyananna sey langit, anna ammina agyan sinay. 
REV.13.7	E nurekappaya naggubat sino tolayira i Dios, e inaffuꞌnera. Nurekappaya matturay sino tolayira sito lubag anna si ammina lulubbuna naddadarumeno damiꞌda. 
REV.13.8	Antu gafuna, ammina tolay sito lubag, dayawandeno kattalatalawa animal, fera pelang ino tolayira a nelisteno anganda sino leburuwa neturakkanino anganino mabiyayira si makkikiyad. Sin ammena kepay naparatu yo lubag, neturakkinnino angandera sino leburuneno Karnero a napapataya newaꞌlat.
REV.13.9	Nu ammuyuwa maddingngag, dingngaggandonad yaw. 
REV.13.10	Ino tolaya gasaꞌdeno mebalud, mebalurirana mantu. E ino tolaya gasaꞌdeno mapapatay si saset, mapapatayirana kappay. Antu gafuna, ino tolayira i Dios, pattuyagganda naddino angngurudda takesi attammandeno massiki sanna a dyata makwa sikwara.
REV.13.11	Waso kunnenoy, ana kappayino initaka kattalatalawa animala naggabwat sino lubag. Adweno taꞌgunna a mallanga taꞌgunna ubbunna karnero, udde ino damiꞌna, kattalatalawa kunnangke damiꞌna dragon. 
REV.13.12	Ino ammina kalintiyanino palunguwa animal, ana ammin sikwana se antuweno pannakabaggina. E pinatuꞌna amminino tolayira sito lubagga maddayaw sino palunguwa animala napilatinnino biyanna a ipatena nad. 
REV.13.13	Ino mekadwa a animal, aneno nepaitana a kakkaꞌbaw, se niyamug si afuya maggabwat sey langit sino aꞌlangino tolayira. 
REV.13.14	E binalabaliyanna ammina tolay sito lubag gafu sino kakkaꞌbawa akwanna gafu sino pannakadameno palunguwa animal. E netulduna sino tolayira ta mangwera si sinan animal ta dayawandeno palunguwa animala nadamanino biyanna si saset, udde nabiyaggappay. 
REV.13.15	E naaꞌdanino mekadwa a animal si pannakadamana a mappaangat sino sinan animal takesi makadamit anna massapit si matenad amminino ammera maddayaw sikwana. 
REV.13.16	E pinatutino mekadwa a animal ammina tolaya mamarkanino kirera onnu ino diwanana kamaꞌda. Massiki ino kasoꞌdan annino kaabbafawan, ino baꞌnang annino pobiri, ino aripan annino bakkanna aripan, mamarkanira nad ammin. 
REV.13.17	Awaningke a makalaku onnu makagatang nu ammera namarkan sino anganneno palunguwa animal onnu ino numerowa pimunuwan sino anganna.
REV.13.18	Ino pelang nalainga tolayino makaammu sitaw. Se ino nalaing, madistuneno anggamma sapitannino numeroneno palunguwa animal. Se anganna tolayino itulduneno numero. E ino numero, annammatut e annammafulu si annam.
REV.14.1	Wasin nallangalangak kappay, initakino Karnero a aggataꞌdag sino kulura ngananda si Sion. E aneno bulunnera a tatut e appatafulu e appata rifuwa tolaya naturakkanino kirera sino anganino Karnero annino anganino Amana a i Dios. 
REV.14.2	E ana kappayino diningngagguwa damita naggabwat sey langit a kunnangke danurungnga utu onnu natuyagga addug. Kakunna kappayino damiꞌna odduwa arpa. 
REV.14.3	Aggataꞌdaggino tatut e appatafulu e appata rifuwera a tolay sino aꞌlangino trono annino appatira a pinaratu andino pangafuwanira. E nakakkantera si bawuwa kanta a awana korwan si makaammu, nu bakkannira pelang, se ireno sinubbutino Karnero sito lubag. 
REV.14.4	Inayira a tolay, awaningke nallokolokuwanda si bafabbay, se nadalusirangke. E dumadandanira sino Karnero massiki sintawino anganna. Ireno napili sino tolayira a nabbali si tolayi Dios a meamparig sino palunguwa maganiya mewaꞌlat ki Dios annino Karnero. 
REV.14.5	Ammerangke nassisiri anna awaningke kabalawanda.
REV.14.6	Wasin nabalinin inoy, initak kappayino tata anghela makakkayab sey kalekay, e aneno nalawara damaga ammena mangkakwa si makkikiyad a ibanyangnga sino ammina tolay si palulubbuna naddadarumeno damiꞌda. 
REV.14.7	Nekokwaneno massapit si, “Iyataldonaddi Dios anna dayawandonaddino kinalawanna, se nadatangnginnino pangukumanna si tolay. Dandayawandonad se antuweno namaratu sino langit, lubag, bebay, anna ammina bitufut.”
REV.14.8	Wasinoy, aneno mekadwa a anghela netufara nassapit si, “Nadarallinnino Babilonia a naddinnama lubbuna nakastiguwanino tolayira sinay. Se ino tolayira sinay, nappainumira si napeta tayug sino ammina tolay si palulubbun. Ino keampariyanna, sinutunggungandera takesi tuntulandeno narakkatta aggangwara.”
REV.14.9	Waso kunnenoy, aneno mekatalluwa anghela netufara nikokwa a nassapit si, “Ino tolayira a maddayaw sino kattalatalawa animal annino sinan animala kakunnana, a namarkanino kirera anna kamaꞌda sino anganna, 
REV.14.10	painumannira i Dios si napeta tayuwa awana bababangnga a antuweno pangastiguna sikwara gafu sino bunguꞌna, e awaningke allaꞌnga sikwara. Madyatanirangke si afuy anna gumigillayafa asufre sino aꞌlangino anghelira i Dios annino Karnero. 
REV.14.11	E ino afuya kadyatanda, awana kaaddappanna si makkikiyad e awana lumammattanneno atoꞌnga. Aw anna gafi, awaningke a pimwanganda sino kadyatanda, se ireno naddayaw sino kattalatalawa animal annino sinan animala kakunnana, anna namarkanira kappay sino anganino animal.”
REV.14.12	Gafu sinaya makwana sikwara a ammena mangurug, ino tolayira i Dios a mangwa sino sapiꞌna anna mangurug ki Jesus, pattuyagganda naddino angngurudda takesi attammandeno massiki sanna a dyata makwa sikwara.
REV.14.13	Wasinoy, diningngaggu kappayino damita naggabwat sey langit, e sinapiꞌna sikwak si, “Ituraꞌngu yaw. Mangiyafu sitaw, maanggammira a mangurug ki Afutam nu matayira.” E sinabbaggappayino Espirituwi Dios e sinapiꞌna si, “Gakkurug, maanggammirana, se antuweno pimwangandan sino nadammatta tarabafura, e malabutanira gafu sino nalawara inangwara.”
REV.14.14	Wasinoy, nallangalangak kappay, e aneno initaka nafurawa dulam, a aneno aggatuttud sinaya kunnangke tolaya nakkorona si bulawana nakaiggam si nataramma gapas. 
REV.14.15	E nallawanino tata a anghel sino templo sey langit, e nekokwana a nassapit sino aggatuttud sino dulam si, “Usarannu yan gapasnuwa maggani, se nadatangnginnino pagganiyan sito lubag.” 
REV.14.16	E newaraꞌwat mantuweno aggatuttud sino dulammino gapasna, e naganiyennino lubag.
REV.14.17	Wasinoy, ana kappayino tata anghela nallawan sino templo sey langita nakaiggangkappay si nataramma gapas. 
REV.14.18	E nallawangkappayino tata anghela naggabwat sino assikkulanda, a antuweno mimut sino afuy. E nekokwana a nassapit sino miggam sino nataramma gapas si, “Iwaraꞌwaꞌnu yan gapasnu ta mabuwat amminino bungana ubasa nemula sito lubag se nalutuweran ammin.” 
REV.14.19	E newaraꞌwaꞌneno gapasna sito lubag, e binuwaꞌna amminino bungana ubas, e netakkummera si dokalla ammasan. Ino anggamma sapitannino ammasan, antuweno kattalatalawa pangastiguwani Dios sino ammera mangurug sikwana sito lubag. 
REV.14.20	Napappattino binuwaꞌna sino ammasana ana sino lasinneno lubbun. E ino ada a nallawan sino ammasan, nayit si kappatatut si adwafuluwa kilometro, e manikadwa metro si kagadweno kataꞌnangnga.
REV.15.1	Wasin nabalinin inoy, ana kappayino initaka kakkaꞌbawa senyal sey langit. Ino initak, pituwa anghela nitalakkan si pituwa dyat. Antuweno mauddiyera a dyat, se ireno kauddiyana kastiguwi Dios sino tolayira sito lubag.
REV.15.2	Ana kappayino initaka kunnangke sarminga bebaya nalamuran si afuy. E initak kappayino tolayira a nangaffut sino kattalatalawa animal gafu se ammera naddayaw sikwana annino sinan animala kakunnana, e ammera ammin namarkan sino numeroneno anganino animal. E aggataꞌdaggira sino dappiꞌna bebaya aggaiggam si arpa a neyaꞌda i Dios sikwara. 
REV.15.3	E kakkantandeno kanta i Moises a nasserbi ki Dios siꞌin, a antu kappayino kanteno Karnero. Kunnayawino kantara,
REV.15.3	“Afu Dios a mannakadama si ammin, kakkaꞌbaw anna madandayawino ammina akwannu. Ikkeno afafu si palulubbun, e passiyingke naggaddang anna nalawarino akwannu. 
REV.15.4	Awaningke amme miyatal sikwam, e awangkappaya amme midayaw sino angannu se awana kakunnaneno kinalawannu. Antu gafuna, ammina tolay si palulubbun, umangngirana ammin sitawa maddayaw sikwam se initara amminino naggaddangnga inangwam.”
REV.15.5	Wasin nakkanteran, initaka nabukkatanino Kadidiosan a Kwartuneno templowi Dios sey langita antuweno gakkuruwa agyanani Dios. 
REV.15.6	E nallawanino pituwa anghel sino templowa ireno netalakkanino pituwa dyat. Nabbarawasiyera ammin si nafurawa awana mansana, e nealukaꞌbatino bulawan sino taꞌganda. 
REV.15.7	E ino tata sino appatira a pinaratu, inannayanneno pituwa anghel si malukunga bulawana napannu si kastiguwa naggabwat ki Dios a mabiyag si makkikiyad. 
