MAT.1.1	Nkanda ya mbutukulu ya Yesu Klisto, mwana ya Davidi, mwana ya Abalahami. 
2CO.5.12	Beto disonga kitemo diaka kwa beno, kansi beto ikele kupesa beno mambu ya kuyana sambu na beto, na beno lenda kubaka mvutulu na bau ya ikele kuyana mu yina ya ikele kumonika, kansi mu yina ya ikele mu ntima ve. 
2CO.5.13	Kansi kana beto ikele buzoba, beto ikele na yo kwa Nzambi, kana beto ikele na mabanza ya mbote, beto ikele na yo kwa beno.
2CO.5.14	Kadi zola ya Klisto ikele kukwikidisa beto, kadi beto ikele kuzenga mpilayai, kana mosi kufwaka sambu na yonso, mpilayai bau yonso kufwaka,
2CO.5.15	yandi kufwilaka bantu yonso, na bau ya ikele na moyo tavenda na moyo kwa bau kibeni ve, kansi kwa yandi ya kufwilaka bau ye fulukiswaka diaka sambu na bau. 
2CO.5.16	Sambu na yai, tuka ntangu yai beto zaba muntu ve bonso mu nsuni; kansi kana beto imene kuzaba Klisto mu nsuni, kansi ntangu yai beto zaba yandi mpilayina diaka ve.
2CO.5.17	Sambu na yai, kana muntu ikele mu Klisto, yandi ikele nsemono yampa, mambu ya nkulu imene kuluta, tala, mambu yonso imene kwiza yampa. 
2CO.5.18	Kansi mambu yonso imene kubasika na Nzambi, yandi vutulaka beto kwa yandi kibeni mu Klisto, ye yandi pesaka beto kisielo ya kuvutula kwa Nzambi.
2CO.5.19	Kadi Nzambi vandaka mu Klisto kuvutula nsi kwa yandi kibeni, yandi tangaka ve masumu ya bau kwa bau, ye yandi pesaka beto mambu ya kuvutula kwa Nzambi. 
2CO.5.20	Mpilayai beto ikele bantumwa na sika ya Klisto, mpilamosi Nzambi ikele kubombidila beno mu beto. Beto bombidila beno na sika ya Klisto: Beno vutuka kwa Nzambi. 
2CO.5.21	Yandi ya zabaka masumu ve, Nzambi kitulaka yandi masumu na sika ya beto, na beto lenda kuvanda lunungu ya Nzambi sambu na yandi. 
2CO.6.1	Bonso basadi sikamosi na yandi, beto ikele kubombidila beno mpe, na beno tabaka nlemvo ya Nzambi mpamba ve, 
2CO.6.2	kadi yandi tubaka: Mono kuwaka nge mu ntangu ya lunga, mono sadisaka nge mu kilumbu ya mpulusu. Tala, ntangu yai ikele ntangu ya lunga, tala, ntangu yai ikele kilumbu ya mpulusu. 
2CO.6.3	Beto ikele kutesisa muntu sakuba ve mu mambu mosi, na kisielo ya beto tasembwa ve, 
2CO.6.4	kansi beto ikele kudisonga kitemo mu mambu yonso, bonso basielo ya Nzambi mu mvibudulu mingi, mu mpasi, mu nsatu, mu ntantu, 
2CO.6.5	mu kubula ya fimbo, mu boloko, mu makalele, mu bisalu ya mpasi, mu tomatala, mu kubuya ya madia, 
2CO.6.6	mu mvedolo, mu nzailu, mu mvibudulu, mu nlembami, mu Mpeve Yanlongo, mu zola ya konda luvunu, 
2CO.6.7	mu kieleka, mu ngolo ya Nzambi, mu bima ya nwanina ya lunungu na diboko ya kibakala ye kinkento, 
2CO.6.8	mu nkembolo ye mu konda nzitusu, mu nsangu mbi, ye mu nsangu mbote, bonso bakusi, kansi beto ikele bankwa kieleka,
2CO.6.9	bonso konda kuzabwa, ye beto zabwa mbote, bonso beto ikele kufwa ye tala beto ikele na moyo, bonso longwa ndongi ye beto ikele kufwa ve, 
2CO.6.10	bonso bankwa ntantu, kansi beto ikele kuyangalala ntangu yonso, bonso bansukami, kansi beto ikele kutula bantu mingi mu kimvwama, bonso na kima ve, kansi beto ikele na bima yonso. 
2CO.6.11	Beno bantu ya Kolinto, munoko ya beto kanguka kwa beno, ntima ya beto kutulwa nene. 
2CO.6.12	Sika ya beno mu ntima ya beto ikele fioti ve, kansi sika ya ikele mu ntima ya beno ikele fioti mingi. 
2CO.6.13	Beno mpe sala mutindu mosi—mono tuba bonso kwa bana—beno yidikila beto sika mu ntima ya beno.
2CO.6.14	Beno tulwa vangu ve sikamosi na bankwa ya konda lukwikilu, kadi lunungu ikele na kintuadi nki na masumu ? Keti kinduku nki ikele na mwini ye tombe ? 
2CO.6.15	Kansi luwawanu nki ikele na Klisto ye Beliali ? Keti kintuadi nki ikele na yandi ya kwikila ye yandi ya konda lukwikilu ? 
2CO.6.16	Ye tempelo ya Nzambi ikele na kintuadi nki na biteki ? Kadi beno ikele tempelo ya Nzambi ya moyo, bonso Nzambi tubaka: Mono tavanda mu bau ye tambula mu bau. Mono tavanda Nzambi ya bau, ye bau tavanda bantu ya mono 
2CO.6.17	Sambu na yai beno basika nakati na bau ye vanda beno mosi, Mfumu ikele kutuba, ye valakana ve kima ya sumuka, ye mono tabaka beno. 
2CO.6.18	Mono tavanda Tata kwa beno, ye beno tavanda bana babakala ye bana bankento ya mono, Mfumu Nkwa Ngolo ikele kutuba. 
2CO.7.1	Sambu na yai beno bazolwa, sambu na beto ikele na bansilulu yai, bika beto divedisa tuka nsumukunu yonso ya nsuni ye ya mpeve, ye lungisa mvedolo mu vumi ya Nzambi. 1 Yoa. 3:3
2CO.7.2	Beno kangudila beto ntima ya beno; beto salaka mbi ve kwa muntu, beto bivisaka muntu ve, beto bakaka kima ya muntu mu luvunu ve. 
2CO.7.3	Mono tubaka yo ve kubedisa beno; kadi mono tubaka ntete, beno ikele mu mintima ya beto, beto lunga kufwa na beno ye kuvanda na moyo na beno.
2CO.7.4	Mono ikele na vuvu mingi sambu na beno, mono ikele kuyana mingi sambu na beno: mono fuluka na mbombolo, mono fuluka na kiese mu mpasi yonso ya beto. Paulu bombwaka kwa Tito
2CO.7.5	Kadi bu beto kumaka na Makedonia, nsuni ya beto vundaka ve, kansi beto moniswaka mpasi mu ndambu yonso; nanganda vandaka mvita, nakati vandaka boma.
2CO.7.6	Kansi Nzambi ya bomba bankwa ntantu bombaka beto mu kwiza ya Tito,
2CO.7.7	ikele sambu na kwiza ya yandi kaka ve, kansi sambu na mbombolo ya yandi bombwaka sambu na beno. Bu yandi zabisaka beto tonda mingi ya beno ye nionga ya beno ye mabanza ya ngolo ya beno sambu na mono, buna mono lutaka kuyangalala.
2CO.7.8	Kadi kana mono salaka beno ntantu sambu na nkanda ya mono, mono ikele na ntantu ve sambu na yo, kansi ntete mono vandaka na ntantu, bu mono zabaka nkanda ya mono salaka mintima ya beno ntantu, kansi yo vandaka ntangu fioti kaka,
2CO.7.9	ntangu yai mono ikele kuyangalala, ikele ve na beno salwaka ntantu, kansi na beno salwaka ntantu ya kupindula ya mabanza; kadi beno salwaka ntantu ya Nzambi zola; buna beno konda kima ve sambu na mambu yai.
2CO.7.10	Kadi ntantu ya Nzambi zola ikele kubasisa kupindula ya mabanza ku mpulusu, ya konda kupesa ntantu, kansi ntantu ya nsi ikele kubasisa lufwa. 
2CO.7.11	Kadi tala, ntantu yai vandaka bonso ya Nzambi zola, yo basisaka kutula ngolo mingi mu beno, e kudifundisa, e makasi, e boma, e lutondo mingi, e kimpala, e mvutula ya ndinda. Mu mambu yonso beno disonga na beno ikele kuvedila mu mambu yai.
2CO.7.12	Mpilayai bu mono sonikaka kwa beno, mono sonikaka ve sambu na muntu ya salaka mbi, ye ve sambu na muntu ya salwaka mbi, kansi na mvibudulu ya beno sambu na beto tamonika kwa beno na luse ya Nzambi.
2CO.7.13	Sambu na yai beto bombwaka. Kansi mu mbombolo ya beto, beto luta kuyangalala sambu na kiese ya Tito, sambu na mpeve ya yandi siamiswaka sambu na beno yonso.
2CO.7.14	Kadi kana mono yanaka sambu na beno kwa yandi, mono moniswaka nsoni ve, kansi bonso beto tuba mambu yonso kwa beno mu kieleka, buna luyanu ya beto mpe ikele ya kieleka na luse ya Tito.
2CO.7.15	Zola ya yandi ikele kuluta kwa beno, bu yandi ikele kubambuka kulemvuka ya beno yonso, bonso beno bakaka yandi mu boma ye kuzakama.
2CO.7.16	Mono ikele kuyangalala, bu mono ikele na vuvu sambu na beno mu mambu yonso.
2CO.8.1	Bampangi, beto ikele kuzabisa beno, nlemvo ya Nzambi ya peswaka kwa Mabundu ya Makedonia, 
2CO.8.2	mu kumeka mingi ya mpasi, fuluka ya kiese ya bau, ye kinsukami mingi ya bau, kulaka kimvwama ya kupesa.
2CO.8.3	Kadi bonso bau lendaka, mono ikele kutuba kitemo, mu luzolo ya bau kibeni, bau pesaka ya luta ngolo ya bau.
2CO.8.4	Bau lombaka beto mingi kubika bau kuvanda na kintuadi mu kusadila banlongo,
2CO.8.5	bau pesaka ve bonso beto banzaka, kansi bau dipesaka ntete kwa Mfumu, nanima kwa beto, mu luzolo ya Nzambi.
2CO.8.6	Buna beto tubaka kwa Tito kulungisa nlemvo yina nakati na beno mpe, bonso yandi yantikaka ntete.
2CO.8.7	Bonso beno nunga mu mambu yonso, mu lukwikilu, mu kutuba, mu nzailu, mu mvibudulu yonso, mu zola ya beno sambu na beto, tala, na beno nunga mu nlemvo yina mpe. 
2CO.8.8	Mono tubaka yo ve bonso nsiku, kansi sambu na mvibudulu ya bankaka, mono ikele kumeka kieleka ya zola ya beno. 
2CO.8.9	Kadi beno zaba nlemvo ya Mfumu ya beto Yesu Klisto, bu yandi vandaka mvwama, yandi kitukaka nsukami sambu na beno, na beno lenda kuvanda mvwama sambu na kinsukami ya yandi. 
2CO.8.10	Mono tuba kwa beno mabanza ya mono, kadi yai tasadisa beno, kadi mu mvu ya lutaka, beno yantikaka kusala kaka ve kansi mu luzolo mpe.
2CO.8.11	Kansi ntangu yai manisa mpilayai mpe, kadi mpilamosi beno lungaka mu luzolo beno tamanisa yo mpe kupesa bonso ikele na beno.
2CO.8.12	Kadi kana luzolo ya kupesa ikele, buna yau zolakana kwa Nzambi, bonso ya ikele na muntu, ikele ve ya yandi konda, 
2CO.8.13	kadi mono tuba ve na bankaka tabaka mingi ye beno konda, kansi kuvanda kitezo mosi. Mu ntangu yai kimvwama ya beno tasadisa nsatu ya bau,
2CO.8.14	buna kimvwama ya bau mpe tavanda lusadusu mu nsatu ya beno, sambu na kuvanda kitezo mosi,
2CO.8.15	bonso ya imene kusonama: Yandi ya yonzikaka mingi lutaka ve, ye yandi ya yonzikaka fioti kondaka kima ve.
2CO.8.16	Matondo kwa Nzambi ya pesaka ntima ya Tito zola ya ngolo mpilayai sambu na beno.
2CO.8.17	Kadi yandi bakaka mbote mbombodolo ya beto, kansi sambu na yandi tulaka ngolo, yandi kwendaka kwa beno mu luzolo ya yandi kibeni.
2CO.8.18	Sikamosi na yandi beto fidisaka mpangi yankaka. Mabundu yonso pesaka yandi nsikulu mu nsamu mbote;
2CO.8.19	sambu na yai kaka ve, kansi yandi solwaka na mabundu, mu kwenda na beto, mu kisalu yai ya zola, ya beto ikele kusala mu nkembo ya Mfumu, ye kusonga luzolo ya mbote ya beto.
2CO.8.20	Kadi mu yai beto dikeba na muntu tasemba beto ve mu lusadusu ya matabisi yai ya nene. 
2CO.8.21	Kadi beto ikele kutula ngolo konda kubediswa na luse ya Mfumu kaka ve, kansi na luse ya bantu mpe. 
2CO.8.22	Beto fidisaka yau na mpangi ya beto, ya beto monaka ikele nkwa ya ngolo, ya beto imene kuteza ntangu mingi mu mambu mingi, kansi ntangu yai yandi luta kutula ngolo mu vuvu ya nene ya ikele na yandi sambu na beno.
2CO.8.23	Yandi Tito nkwa ntuadi ya mono ye musadi sikamosi na mono, kwa beno, ye bampangi ya beto, bankaka ikele bantumwa ya mabundu ye nkembo ya Klisto.
2CO.8.24	Sambu na yai beno songa kitezo ya zola ya beno, ye luyanu ya beto sambu na beno, na luse ya mabundu. 
2CO.9.1	Kadi sambu na lusadusu kwa banlongo, beno ikele na nsatu ve na mono sonika kwa beno. 
2CO.9.2	Kadi mono zaba beno lunga mu zola; mu yai mono yana sambu na beno kwa bantu ya Makedonia, na Akaya lungaka tuka mvu ya vandaka, ye kutula ngolo ya beno imene kusikimisa bau mingi. 
2CO.9.3	Kansi mono fidisaka bampangi, na luyanu ya beto sambu na beno lenda kuvanda mpamba ve mu mambu yai, na beno lenda kulunga bonso mono tubaka.
2CO.9.4	Keti kana bantu ya Makedonia takwiza na mono, ye kuta beno na konda kulunga, buna beto— tuba beno ve—tamona nsoni mu vuvu yai.
2CO.9.5	Sambu na yai mono banzaka, yo lunga kufidisa bampangi nantwala kwa beno, kuyidika matabisi ya beno, ya beno silaka ntete, kuyidika yo bonso matabisi ya lusakumunu ye ya kubotulwa ve.
2CO.9.6	Kansi mu mambu yai: Muntu ya kuna nkeni fioti tayonzika fioti, muntu ya kuna mu lusakumunu tayonzika mu lusakumunu. 
2CO.9.7	Muntu na muntu bonso yandi zengaka mu ntima, bika yandi kupesa, kansi mu ntantu keti mu ngolo ve, kadi Nzambi zola mupesi ya kiese. 
2CO.9.8	Nzambi lenda kulutisa nlemvo yonso kwa beno, na beno lenda kuluta mu bisalu yonso ya mbote, bu beno ikele ya lunga mu mambu yonso ntangu yonso, 
2CO.9.9	bonso yo sonama: Yandi mwangisaka, yandi pesaka kwa bansukami, lunungu ya yandi tavanda mvu ya mvu. 
2CO.9.10	Yandi ya pesa nkeni kwa mukuni, ye mampa kudia tapesa ye lutisa bankeni ya beno kukuna, ye lutisa nkeni ya lunungu ya beno, 
2CO.9.11	na beno vanda mvwama mu mambu yonso ku luzolo ya kukabila, ikele kubasisa matondo kwa Nzambi mu beto.
2CO.9.12	Kadi kisielo yai ya lusadusu ikele kusadisa nsatu ya banlongo kaka ve, kansi yo ikele kukula mpe mu matondo mingi kwa Nzambi.
2CO.9.13	Bu bau bakaka lusadusu ya beno, bau zitisaka Nzambi sambu na kulemvuka ya kitemo ya beno mu nsamu mbote ya Klisto ye sambu na zola ya kukabila kwa bau ye kwa bau yonso. 
2CO.9.14	Bau ikele kulombila beno mu zola mingi sambu na nlemvo ya nene ya Nzambi mu beno.
2CO.9.15	Bika Nzambi kupeswa matondo sambu na matabisi ya yandi ya konda kutuba.
2CO.10.1	Mono kibeni Paulu bombidila beno mu nlemvo ya Klisto ye nlembami ya yandi, mono ikele kudikulumusa na luse ya beno, kansi bu mono ikele na beno ve, mono ikele na kikesa kwa beno. 
2CO.10.2	Mono lomba beno, na mono lenda kutula kikesa ve bu mono ikele na beno, bonso mono fwiti kusala kwa bankaka ya banza beto tambulaka mpilamosi mu nsuni.
2CO.10.3	Kadi kana beto ikele kutambula mu nsuni, kansi beto ikele kunwana ve bonso mu nsuni.
2CO.10.4	Kadi bima ya beto ya mvita ikele ya kinsuni ve, kansi ya ngolo mu Nzambi, kupasula sika ya ngolo. 
2CO.10.5	Mu yo beto ikele kupasula makani ye bima yonso ya kuditombolo kuluta nzailu ya Nzambi, beto ikele kutwala mabanza yonso mu kimpika ku lemvukilu ya Klisto.
2CO.10.6	Beto diyidika kuvutula ndinda kwa bakolami yonso, bu lemvukilu ya beno talunga.
2CO.10.7	Beno tala bima ya monika. Kana muntu tula vuvu mu yandi kibeni, na yandi ikele Klisto, bika yandi banza diaka mu yandi kibeni, bonso yandi ikele ya Klisto, buna beto mpe. 
2CO.10.8	Kadi kana mono lenda kuluta kuyana sambu na ngolo ya beto, ya Nzambi pesaka kutunga beno, ikele ve kupasula beno, mono ikele kuwa nsoni ve, 
2CO.10.9	beno banza ve, mono zola kutitisa beno mu minkanda ya mono.
2CO.10.10	Kadi bau tuba: Minkanda ya yandi ikele kizitu ye ngolo, kansi kana yandi monika, nitu ya yandi ikele lebakana ye ndinga ya yandi ikele mpamba.
2CO.10.11	Muntu ya mpilayai, bika yandi zaba bonso beto ikele kutuba mu mambu ya minkanda bu beto ikele ve, buna beto ikele mu bifu, bu beto ikele. 
2CO.10.12	Kadi beto lenda ve kuditanga keti kuditeza na bankaka ya bau ya dizitisa, kansi bu bau kibeni diteza na kitezo ya bau kibeni ye ditanga na bau kibeni, bau konda ngangu. 
2CO.10.13	Beto luta kuyana ve, kansi bonso kitezo ya Nzambi tezilaka kwa beto ikele kitezo ya kuma ti beno. 
2CO.10.14	Kadi beto luta kitezo ve, bonso bu beto kumaka kwa beno ve; kadi beto kumaka ti beno mu nsamu mbote ya Klisto,
2CO.10.15	beto yana ve ya luta kitezo ya beto mu kisalu ya bankaka, kansi beto ikele na vuvu bu lukwikilu ya beno kwiza nene, beto tazitiswa mu beno bonso kitezo ya beto ti ya luta,
2CO.10.16	kusamuna nsamu mbote mu nsi nantwala na beno, ye kuyana ve mu kisalu ya bankaka ya bankaka imene kusala.
2CO.10.17	Kansi yandi ya yana, bika yandi kuyana mu Mfumu. 
2CO.10.18	Kadi ikele ve yandi ya dizitisa ya ikele kubakwa, kansi yandi ya Mfumu zitisa. 
2CO.11.1	Kana beno zola kuvibidila na mono, mu ndambu ya buzoba. E, beno vibidila na mono.
2CO.11.2	Kadi mono ikele na beno kimpala na kimpala ya Nzambi. Kadi mono silaka beno kwa bakala mosi kaka, na mono lenda kupesa beno kwa Klisto ndumbu ya vedila. 
2CO.11.3	Kansi mono ikele na boma, keti bonso nioka kusaka Eva mu mayele ya yandi, buna mabanza ya beno tabiviswa ye katuka na kwikama mu Klisto. 
2CO.11.4	Kadi kana muntu kwiza kusamuna Yesu yankaka, ya beto samunaka ve, keti kana beno baka mpeve ya mpila yankaka ya beno bakaka ve, keti nsamu mbote ya mpila nkaka ya beno bakaka ve, buna beno sala mbote kuvibidila yandi. 
2CO.11.5	Kadi mono banza mu mambu tafioti ve, mono bika nanima na bantumwa yanene. 
2CO.11.6	Kana ndinga ya mono ikele kitoko ve, kansi nzailu ikele na mono, ye mu mambu yonso beto zabisaka beno yai.
2CO.11.7	Keti mono salaka masumu bu mono dikulumusaka, na beno lenda kutombulwa, bu mono samunaka kwa beno nsamu mbote ya Nzambi na lufutu ve ? 
2CO.11.8	Mono yibaka mabundu yankaka, bu mono bakaka lufutu ya bau na mono lenda kusadila beno. Bu mono vandaka na beno ye mono monaka nsatu, mono lombaka kima ya muntu ve. 
2CO.11.9	Kadi bu mono vandaka na beno ye kondaka bima, mono vandaka kizitu kwa muntu ve bampangi lungisaka yo, bu bau katukaka na Makedonia; mu mambu yonso mono dikebaka, na mono lenda kulomba beno kima ve. 
2CO.11.10	Bonso kieleka ya Klisto ikele mu mono, muntu tabikisa mono ve mu luyanu yai mu nsi ya Akaya. 
2CO.11.11	Sambu na nki ? Sambu na mono zola beno ve ? Nzambi zaba yo.
2CO.11.12	Yina ya mono sala, mono tasala na mono lenda kukatula mambu ya bau ya tonda mambu, mu yina ya bau yana, bau lenda kumonika bonso beto.
2CO.11.13	Kadi bantu mpilayai ikele bantumwa ya luvunu, ye basadi ya lukusu, bau ikele kukitula bonso bantumwa ya Klisto. 
2CO.11.14	Ikele mambu ya nyitukulu ve, kadi Satana kibeni kitukaka bonso wanjo ya mwini.
2CO.11.15	Mpilayai ikele mambu ya nene ve kana basielo ya yandi ikele dikitula bonso basielo ya lunungu; nsuka ya bau tavanda bonso bisalu ya bau.
2CO.11.16	Diaka mono tuba: Bika muntu banza ve mono ikele nzoba, kana beno banza yo, baka mono bonso nkwa nzoba, na mono lenda kuyana ndambu. 
2CO.11.17	Mambu ya mono tuba mu luyanu ya mono, mono tuba ve bonso mu Mfumu kansi bonso mu buzoba.
2CO.11.18	Bantu mingi ikele kuyana mu nsuni, buna mono mpe ikele kudiyana. 
2CO.11.19	Kadi bu beno ikele na ngangu, beno vibidila mu kiese bau ya ikele buzoba.
2CO.11.20	Kadi beno vibidila, kana muntu tula beno bampika, kana muntu kudia beno, kana muntu kanga beno, kana muntu ditombola, kana muntu bula beno va luse.
2CO.11.21	Mono tuba mu nsoni, bonso beto vandaka lebakana. Kansi kana muntu ikele na kikesa mu mambu, mono mpe ikele na kikesa, mono tuba mu kizoba.
2CO.11.22	Bau ikele baEbeleo ? Mono mpe. Bau ikele baIsaeli ? Mono mpe. Bau ikele nkuna ya Abalahami ? Mono mpe. 
2CO.11.23	Bau ikele basielo ya Klisto ? Mono tuba bonso mono lauka: Mono luta. Mono luta mu bisalu, mono luta mu boloko, mono luta mu fimbu ya kitezo ve, mono luta mu mpasi ya lufwa mbala mingi.
2CO.11.24	Mbala tanu baYuda bulaka mono fimbu makumi tatu ye uvwa;
2CO.11.25	mono bulwaka na sikoti mbala tatu, mono loswaka na matadi mbala mosi, mbala tatu mono vandaka na masua ya kufwa, mpimpa mosi ye mwini mosi mono vandaka mu mbu.
2CO.11.26	Mono zietaka mbala mingi, mono monaka mpasi mu banzadi, mpasi sambu na mintani, mpasi sambu na kikanda ya mono, mpasi sambu na bapaien, mpasi mu mbanza, mpasi mu ntoto ya mpamba, mpasi mu mbu mpasi nakati bampangi ya luvunu, 
2CO.11.27	mu kisalu ye mpasi, mu tomatala mbala mingi, mu nzala ye kiwini, mu konda ya madia mbala mingi, mu madidi ye kinkonga. 
2CO.11.28	Na zulu na mambu yankaka mingi ya mono tuba ve, kilumbu na kilumbu mono ikele kubanza sambu na mabundu yonso. 
2CO.11.29	Nani ikele lebakana, ye mono ikele lebakana na yandi ve ? Nani kuta sakuba, ye mono mona mpasi ve ?
2CO.11.30	Kana mono fwiti kuyana, mono tayana mu lebakana ya mono. 
2CO.11.31	Nzambi ye Tata ya Mfumu ya beto Yesu Klisto, yandi ya sakumunwa mvu ya mvu, yandi zaba mono ikele kutuba luvunu ve. 
2CO.11.32	Mu Damasko, nyadi nanima na ntinu Aleta kengaka mbanza ya bisi Damasko, kusimba mono.
2CO.11.33	Tuka madidisi ya vandaka na kibaka, bau kulumukaka mono mu kitunga, ye mono tinaka tuka maboko ya yandi.
2CO.12.1	Mono fwiti kuyana, kansi yina ikele kusadisa mono ve, mono tatuba sambu na mona-meso ye nzaikusu ya Mfumu.
2CO.12.2	Mono zaba muntu mu Klisto, mvu kumi ye iya imene kuluta— kana yandi vandaka mu nitu, mono zaba ve, keti nanganda ya nitu, mono zaba ve, kansi Nzambi zaba —muntu ya mpilayai tombolwaka ti zulu ya tatu.
2CO.12.3	Mono zabaka muntu mpilayai— kana mu nitu, keti nanganda ya nitu, mono zaba ve, Nzambi zaba—
2CO.12.4	yandi tombolwaka ti Paladiso, ye kuwaka mambu ya lenda kutubwa ve, nsiku buya muntu kutuba yo.
2CO.12.5	Mu muntu mpilayai, mono ikele kuyana, kansi mono kibeni tayana ve, kaka mu lebakana ya mono.
2CO.12.6	Kadi kana mono tonda kuyana, mono tavanda buzoba ve, kadi mono tatuba kieleka kansi mono bika, keti muntu tabanza na mono luta yina ya yandi mona mu mono keti kuwa na mono.
2CO.12.7	Sambu na mono konda kuditombola mu nzaikusu yina yanene, mono peswaka nsende mu nsuni, wanjo ya Satana kubula mono makofi, na mono luta kuditombola ve.
2CO.12.8	Sambu na mambu yai mono lombaka Mfumu mbala tatu, na yo lenda kukatulwa na mono.
2CO.12.9	Yandi tubaka kwa mono: Nlemvo ya mono lunga kwa nge, kadi ngolo ya mono lunga mu lebakana. Sambu na yai mu kiese mingi mono tayana mu lebakana ya mono, na ngolo ya Klisto lenda kufuka mono.
2CO.12.10	Sambu na yai mono ikele na kiese mu lebakana, mu mambu ya kulwala, mu nsatu, mu nzomono, mu mpasi sambu na Klisto, kadi bu mono ikele lebakana, mono ikele ngolo.
2CO.12.11	Mono imene kwiza nzoba mu kusonika yai, kansi beno kitulaka mono mpilayai, kadi yo lunga kana beno imene kuzitisa mono, kadi mu mambu ta fioti ve, mono bikaka nanima ya bantumwa ya luta nene, kansi mono ikele kima ve.
2CO.12.12	Kieleka, kidimbu ya bantumwa salwaka nakati na beno, mu mvibudulu yonso, mu bidimbu ye mambu ya kuyituka ye bisalu ya ngolo. 
2CO.12.13	Kadi mu mambu nki beno konda kulunga na mabundu yankaka, kana yo ikele yai ve, na mono lombaka kima na beno ve ? Beno vidisa mono mbi yai. 
2CO.12.14	Tala, yai ikele mbala ya tatu ya mono yidikaka kwiza kwa beno; mono talomba kima ve, kadi mono ikele kusosa ya beno ve, kansi beno kibeni. Kadi bana fwiti kulunda bima kwa tata ye ngudi ve, kansi tata ye ngudi kwa bana. 
2CO.12.15	Mu kiese mingi mono takwiza ye dipesa sambu na miela ya beno. Kana mono luta kuzola beno, buna mono ikele kuzolwa na beno luta fioti ? 
2CO.12.16	Ikele mambu ve, mono lombaka beno kima ve kansi bu mono ikele na mayele, mono bakaka beno mu mayele. 
2CO.12.17	Kadi na bau ya mono fidisaka kwa beno, mono dibakila ndandu ya beno ?
2CO.12.18	Mono lombaka Tito, ye mono fidisaka mpangi sikamosi na yandi. Tito dibakilaka ndandu ya beno ? Beto tambulaka mu Mpeve mosi ve ? Beto tambulaka mu bitambi mosi ve ?
2CO.12.19	Tuka ntama beno banza beto ikele kusweka mambu ya beto kwa beno. Kansi na luse ya Nzambi mu Klisto beto ikele kutuba mambu yonso, bazolwa sambu na kutunga beno.
