MAT.1.1	ایسّا مَسیه، 
ACT.23.15	پمێشکا شما گۆن سرۆکانی دیوانا هۆریگا، لشکرئے مسترا بگوَشێت که آ پولُسا شمئے کِرّا بیاریت. گۆن لشکرئے مسترا شمئے نیمّۆن اے ببیت که شما پولُسئے بارئوا گێشتر زانگ و جُست و پُرس کنگَ لۆٹێت. ما تئیار اێن، رَسگا پێسر، راها آییا کُشێن.»
ACT.23.16	بله پولُسئے گهارزاتک که چه اے پَندلا سهیگ بوت، کلاتا شت و پولُسی سهیگ کرت. 
ACT.23.17	پولُسا یک رومی پئوجی اَپسرے لۆٹت و گوَشتی: «اے ورنایا وتی مسترئے کِرّا بَر که اِشیا چیزے گوَشگی اِنت.» 
ACT.23.18	آییا ورنا وتی مسترئے کِرّا برت و گوَشتی: «منا کئیدیێن پولُسا لۆٹتگ و گوَشتگ که اے وَرنایا تئیی کِرّا بیاران، چیا که اِشیا گۆن تئو چیزے گوَشگی اِنت.» 
ACT.23.19	لشکرئے مسترا وَرنائے دست گپت و یک کِرّے برت و جُست کرت: «ترا گۆن من چۆنێن هبرے هست؟» 
ACT.23.20	آییا گوَشت: «لهتێن یَهودیا شئور کرتگ که ترا بگوَشنت باندا پولُسا دیوانئے دێما پێش بکنئے، په اے شئورا آیانی نیمّۆن اِش اِنت که آ پولُسئے بارئوا گێشتر جُست و پُرس کنگَ لۆٹنت، 
ACT.23.21	بله تئو آیانی اے هبرئے مَنّگا تئیار مبئے، چیا که چه آیان چِل مردما گێش، راها پولُسئے سرا اُرُش کنگ و آییئے کُشگا تئیار اِنت. آیان سئوگند وارتگ که تان پولُسا مکُشنت، نه آپَ ورنت و نه وَرَگ. آ تئیار نِشتگ‌اَنت و وداریگ اَنت که تئو آیانی واهگا بمَنّئے.» 
ACT.23.22	لشکرئے مسترا ورنا رُکست کرت و گوَشت: «هچکَس سهیگ مبیت که تئو منا اے هال داتگ.»
ACT.23.23	گڑا لشکرئے مسترا دو اَپسر لۆٹت و گوَشتنت: «دوسَد پئیادگێن سپاهیگ، هپتاد اَسپ‌سوار و دوسَد نئیزهبندێن سپاهیگ تئیار بکنێت که اِنشپی، ساهت نُها
ACT.23.24	په سواریا، پولُسا اسپ هم بدئیێت تان آییا په وشّی و سلامتی، والی پیلیکْسئے کِرّا برسێننت.» 
ACT.23.25	لشکرئے مسترا، رومی والیئے ناما یک کاگدے هم اے ڈئولا نبشت:
ACT.23.26	«چه کْلئودیوس لیسیاسئے نێمگا په شرپدارێن والی پیلیکْسئے ناما:
ACT.23.26	دْرود و دْرَهبات!
ACT.23.27	اے مرد، یَهودیان گپتگ‌اَت و آییا کُشگی اتنت. بله وهدے من سهیگ بوتان که آ 
ACT.23.28	من لۆٹت بزانان که اے مردئے سرا چۆنێن بُهتامے جننت، پمێشکا آیانی سرۆکانی دیوانئے دێما پێش کرت. 
ACT.23.29	سهیگ بوتان که آییا وتی 
ACT.23.30	وهدے منا هال رَست که په آییئے کُشگا پندلے سازگ بوتگ، هما دمانا تئیی گوَرا راهُن دات. من، هما مردم که آییئے سرا بُهتامَ جننت، پرمان داتگ‌اَنت که گۆن آییا وتی اَڑا تئیی دێما پێش بکننت.»
ACT.23.31	گڑا سپاهیگان، پرمانئے سرا، هما شپا پولُس چه اورْشَلیما زرت و اَنْتیپاتْریسئے شهرا
ACT.23.32	دومی رۆچا، اسپ‌سوارێن سپاهیگِش پولُسئے همراهیا رئوان داتنت و وت کلاتا پِر ترّتنت. 
ACT.23.33	کئیسَریَهئے رَسگا، آیان کاگد آ دَمگئے والی پیلیکْسا دات و پولُسِش آییئے دێما پێش کرت. 
ACT.23.34	کاگدے وانگا رَند، والیا چه پولُسا جُست کرت: «تئو کجام دَمگئے مردمے ائے؟» پَسّئوی دات: «من کیلیکیَهئے دَمگئے مردمے آن.» 
ACT.23.35	گڑا گۆن پولُسا گوَشتی: «وهدے تئیی سرا بُهتام جنۆکێن مردمَ کاینت، من تئییگ و آیانی هبران وت گۆشَ داران.» گڑا آییا سپاهیگ هُکم کرتنت که پولُسا هما کلاتا ببرنت که 
ACT.24.1	پنچ رۆچا رَند، یَهودیانی مسترێن دینی پێشوا هَنّانیا گۆن کئومئے لهتێن کماش و تِرتولُس نامێن وکیلێا کئیسَریَها شت، تان پولُسئے سرا وتی بستگێن بُهتاما والیئے دێما پێش بکننت. 
ACT.24.2	وهدے پولُس آرگ بوت، تِرتولُسا والیئے دێما پولُسئے سرا بُهتام اے ڈئولا پێش کرت: «مَڑاهدارێن
ACT.24.3	پمێشکا ما هر جاه و هر کجا تئیی باز مَنّتوار اێن. 
ACT.24.4	من گێشێن هبر کنگ و ترا دلسیاه کنگَ نلۆٹان، بله په کَستری گۆن تئو دَزبندیَ کنان که مئے یک و دو هبرا گۆش دار و مارا وتی مِنّتوار بکن. 
ACT.24.5	گپّ اِش اِنت که اے مرد، پولُس، مزنێن پلێنڈ و پِتنهسازے و سرجمێن 
ACT.24.6	چه اِشان و اَبێد، 
ACT.24.7	لۆٹتِن آییا وتی 
ACT.24.8	نون تئو وت آییا جُست و پُرس بکن، هما بِڈّ و بُهتام که ما آییئے سرا جتگ‌اَنت، آیانی راستیا سهیگ ببئے.» 
ACT.24.9	یَهودی هم گۆن آییا همتئوار بوتنت و گوَشتِش: «هرچے که تِرتولُسا گوَشتگ، همے پئیما اِنت.»
ACT.24.10	نون والی پیلیکْسا پولُسئے نێمگا اِشاره کرت که آ وتی هبران بکنت. پولُسا گوَشت: «منَ زانان باز سال اِنت که تئو مئے یَهودی کئومئے دادرسیا کنگا ائے، پمێشکا په دلجمی وتی بێمئیاریئے پَدّر کنگا گۆن تئو هبرَ کنان. 
ACT.24.11	اگن تئو جُست بکنئے گڑا زانئے که دوازده رۆچا گێشتر نگوَستگ که من په 
ACT.24.12	، منا هچکَسا گۆن یکّێا په جێڑه و دَپ‌جاکا ندیستگ، شهر و 
ACT.24.13	اے بِڈّ و بُهتامان که انّون منی سرا جننت، تئیی دێما آیانی راستیا پَدّر کرتَ نکننت. 
ACT.24.14	بله تئیی دێما اے هبرا مَنّان که ‹اے راهئے› رَندگیر و مَنّۆک آن که مردم آییا ناراهێن دینی ٹۆلیے گوَشنت. وتی پت و پیرُکانی هُدایا پرستشَ کنان و هرچے که 
ACT.24.15	من هم، همایانی ڈئولا، چه هُدایا اُمێتوار آن و دلجم آن که سجّهێن مُردگ، نێکێن و بدێن، پدا زندگَ بنت. 
ACT.24.16	پمێشکا، مُدام جُهدَ کنان که گۆن هُدا و سجّهێن مردمان منی جَبین و وجدان پاک و پَلگار ببیت.
ACT.24.17	«نون لهتێن سالان و رَند، پِر ترّت و اورْشَلیما آتکان، تان هما هئیراتان که منا په کُمک کنگا گۆن اتنت وتی کئوما برسێنان و کُربانیگ هم بکنان. 
ACT.24.18	وتا پاک و پَلگار کرتگ‌اَت که آیان منا 
ACT.24.19	بله آسیائے دَمگئے لهتێن یَهودی همۆدا اَت، اگن آیان گۆن من جێڑهے هست‌اَت، آ تئیی کِرّا بیاتکێننت و منا مئیاریگِش بکرتێن. 
ACT.24.20	چه اے مردمان جُست کن، وهدے من 
ACT.24.21	اَبێد چه اے یکّێن هبرا که من اۆدا جار جت و گوَشت: ‹من پمێشکا اے هَکدیوانئے دێما اۆشتارێنگ بوتگان که گوَشتگ‌اَتُن: «هُدا مُردگان پدا زندگَ کنت.»›»
ACT.24.22	اے هبرانی اِشکنگا رَند، پیلیکْسا، که «اے راهئے» بارئوا زانتکار اَت، هَکدیوانئے دادرسی دێما نبرت و گوَشتی: «وهدے لشکرئے مستر لیسیاسَ کئیت، هما وهدا اے اَڑ گیشّێنگَ بیت.» 
ACT.24.23	گڑا، یک پئوجی اَپسرے پرمانی کرت پولُسا اَنگت بدارنت، بله آییا گێشتر آسودگی بدئینت و آییئے دۆست و سنگتان هم چه آییئے گِندُک و هِزمتکاریا مکن مکننت.
ACT.24.24	لهتێن رۆچا رَند، پیلیکْس وتی یَهودیێن زال دْروسیلائے همراهیا آتک و پولُسی هم لۆٹت و آورت. گۆن پولُسا گوَشتی: «ایسّا مَسیهئے سرئے 
ACT.24.25	بله وهدے پولُسا هَکّ و اِنساپ، پهرێزکاری و جُست و پُرسئے آیۆکێن رۆچئے بارئوا هبر کرت، گڑا پیلیکْسا تُرست و گوَشتی: «انّون تئو برئو، وهدے دَزگٹّ نبوتان، ترا پدا لۆٹان.» 
ACT.24.26	آ اُمێتوار اَت بلکێن پولُس آییا چیزُکے زَرّ لالِچَ دنت، پمێشکا باز رَندا لۆٹت و آورتی و گۆن آییا گپّ و تْرانیَ کرت.
ACT.24.27	دو سال همے دابا گوَست و پیلیکْسئے جاگها، پورکیوس پِستوس والی بوت. پیلیکْسا په یَهودیانی رزا کنگا، پولُس بَندیجاها داشت.
ACT.25.1	والی پِستوس، اے دَمگئے رَسگا سئے رۆچا رَند، چه کئیسَریَها دێم په 
ACT.25.2	اۆدا، مزنێن دینی پێشوا و یَهودیانی سرۆکان آییئے دێما پولُسئے سرا بُهتام جت و 
ACT.25.3	دَزبندی‌اِش کرت که آیان وتی مِنّتوار بکنت و پولُسا اورْشَلیما راه بدنت. شئورِش کرتگ‌اَت که پولُسئے آیگئے وهدا، راها آییئے سرا اُرُش بکننت و بکُشنتی. 
ACT.25.4	پِستوسا پَسّئو دات: «پولُس کئیسَریَها بندیگ اِنت، منا وت په همے زوتان همۆدا رئوگی اِنت. 
ACT.25.5	چه شما لهتێن مستر و کماش منی همراهیا همۆدا بیئیت، اگن آییا مئیار و گناهے کرتگ گڑا همۆدا آییئے سرا بُهتام بجنێت.»
ACT.25.6	هَشت تان ده رۆچا گۆن آیان نندگا رند، پِستوس کئیسَریَها پِر ترّت. دومی رۆچا آییا هَکدیوان کرت و هُکمی دات که پولُسا بیارنت. 
ACT.25.7	وهدے پولُسِش آورت، چه 
ACT.25.8	پولُسا په وتی بێمئیاریئے پَدّر کنگا درّاێنت: «من په یَهودی 
ACT.25.9	بله پِستوسا لۆٹت یَهودیان وتی مِنّتوار بکنت، پمێشکا چه پولُسا جُستی کرت: «تئو اورْشَلیمئے رئوگا رزا ائے، که من همۆدا هَکدیوان بکنان و اے اَڑا بگیشّێنان؟» 
ACT.25.10	پولُسا گوَشت: «من رومئے کئیسرئے هَکدیوانئے دێما اۆشتاتگان. منی دادرسی باید همِدا ببیت. انچُش که تئو وت شَرَّ زانئے من په یَهودیان هچ مئیار و گناهے نکرتگ. 
ACT.25.11	اگن من انچێن مئیارے بکرتێن که مَرکئے سِزایا هکدار بوتێنان، گڑا مَرکئے سِزائے سَگّگا هم تئیار بوتگ‌اتان، بله اگن منی سرا یَهودیانی اے بُهتام راست نه‌اَنت، هچکَس منا په کُشگا آیانی دستا داتَ نکنت. منا کئیسرئے هَکدیوانا ببرێت.» 
