MAT.1.1	Igioroni jio abuk ana afureta hohonyiok Yesu Kristo to woyo ba Dafide, lonyi Abramo.
JUD.1.21	Oduloro awanan iko abuaran taji Hollum, buo itilati Lamonye hohoi Yesu Kristo. Isiarak adi inyi jihatai nesu onno osio 'to 'tulaŋ, ta amehino ottononyi.
JUD.1.22	Omehiniete jio hullo okuayai 'to. 
JUD.1.23	Italuahuna aati hullomuk to hima; buo jio hullomuk, omehiniete ta agenyan. Ati ihara aboŋojin hosi hunne itiboti eyyata hosi huno asomon.
JUD.1.24	Hollum hama oremik itik itai iyyauniere, ette italibo itai, ette itamuno itai to hosiere kuatan honyi. 
JUD.1.25	Itahabuyete Hollum etalahani hohoi to Yesu Kristo, Lamonye hohoi. Many tetteri fau iko ihuania, hatawana akuatan, olohuo, agolon, iko elohittok jio Hollum hama, 'tulaŋ, 'tulaŋ! 
REV.1.1	Igioroni jio abuk ana erre hunyia italeyehi Yesu Kristo. Itifuotok nyia Hollum jihonyi aleyehino ania itahutaniere ejifak honyi erre hunyia iliahai 'to luŋa iduoŋ. Ifahu nyia Kristo ajilo honyi itahutaniere erre hunia jio egiamani honyi Yoane, 
REV.1.2	elle iramak 'to erre 'daŋ hunyia igonyu inyi. Ekenita honyi huna, te eram sayyo Hollum iko nelahode enne italeyehi Yesu Kristo. 
REV.1.3	Hotomunohi lia, elle ihianak 'to ekenita Hollum hutto tua abuk ana jio aati! Hotomunohi buo fe hia, hulle itaniŋie 'to jio ekenita Hollum, buo fe oniŋie erre hunne igioroni jio abuk ana! Nyio, iliahai oŋitek hunno ofuarik erre hunia 'daŋ iduoŋ.
REV.1.4	Hatawana jihatai ayiji taji iko nelik taji onno ottu 'to jio Hollum iko jio oloholioo huna hattarik hutto hosiere seger ilohittok honyi. Hollum, ollo owon 'to ihuania, linyia owon 'to berien, buo fe olo ittuna. 
REV.1.5	Hatawana buo fe jihatai ayiji taji iko nelik taji onno ottu 'to jio Yesu Kristo, asuut oloyijio, etteri jio hia hulle itubuhuni toye, buo fe ara elettok olo obuok hutta fau.
REV.1.5	Obuor ataji honyi hohoi, ette ihohina eyyata hohoi ta naye honyi likruce, 
REV.1.6	ette buo fe ihanana hohoi a hobuore hehumak, igiamari jio Hollum Monyonyi. Hatawana akuatan iko aduaran jio Yesu Kristo 'tulaŋ 'tulaŋ! 
REV.1.9	Ani alia illatai Yoane. Ta arahan hoŋ a hejifani Yesu, ettubanio ni arabotie ikatai idihuniere dee, ettigemita hunno onyurani hia hulla arai 'to a hulo Olobie honyi. Ihanani nyia nani iful anna anya 'to Patmos, te ettittoyo hoŋ eram Hollum iko elahode ninyia italeyehi Yesu. 
REV.1.10	To oloŋ ono Lamonye, inef nyia Oloholio ani, ette ni itayiruna obo etuk onno okuat ihua afuruju itayiruno tettehalu hoŋ, 
REV.1.11	onno ojio jio, “Igiorok erre hunne igonyu iyye, osulsak abuk ania jio eluluŋi heruhok hutto borejin gala huna hattarik huna: Efeso, Simirna, Pergamum, Tiatira, Sardis, Filadelfia buo Laudisia.”
REV.1.12	Attati ni iyito imijiere ŋai elle ikiana 'to alia jihoŋ, ette ni igonyuna etawojita 'lomohien hattarik hunna arai ayyel. 
REV.1.13	Ihiji etawojita 'lomohien hunia, egonyu nyia ni obo ariŋ anna ara ihuo atulo, elle iyyafatio aboŋo onno ohodo buo ottodok agas 'yel isuhe honyi. 
REV.1.14	Obuori nyia oofir honyi biny biny ihua agutuny, kuyya ihuo eriri; buo oŋite honyi owulori hile hile ihuo eema. 
REV.1.15	Opipiahi nyia eejek honyi ihuo abilata enne ihumi ipuar buo fe ihumi ipot; buo etuk honyi itir ihuo ecuri hari. 
REV.1.16	Oŋuahatio nyia inyi elelefi hattarik ta aani iŋet honyi, buo ademi erremit onno ofi aŋacio arrihai ojiŋu to hutuk honyi; buo omom honyi afaŋ bebe ihuo oloŋ fanni. 
REV.1.17	Ninyia hégonyu ni inyi ihuania, ette ni iruboho ifau iger hejek honyi ihuo atulo alla aye. Ati, ottir nyia inyi ani ta aani iŋet honyi, ette jiaran, “Hèbaŋ! Ani alia, Ani etteri iko ecuŋi. 
REV.1.18	Ani alia esuoni! Aye nyia ni, ati ihuania, esu ni 'tulaŋ 'tulaŋ. Owoni buo fe eŋanyiti huno naye iko huno amaji hayaak jihoŋ. 
REV.1.19	Ihuania, igiorok ti erre hunne igonyu iyye; 'daŋ hunno owoni 'to ahana iko hunno ofuoi 'to iduoŋ moi. 
REV.1.20	Inyi ana awoyo hiram ono elelefi hattarik, hunne igonyu iyye ta hani iŋet hoŋ iko etawojita 'lomohien hattarik. Elelefi huna hattarik, isi ajilohien hulo eluluŋi heruhok hattarik, buo etawojita 'lomohien hattarik, isi eluluŋi heruhok huna hattarik.
REV.2.1	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Efeso:
REV.2.1	“Asayyo huna hunne ifahu lia, ollo oŋuahatio 'to elelefi hattarik ihani iŋet honyi, buo fe adaha ihiji etawojita 'lomohien ayyeli huna hattarik. 
REV.2.2	Amijak ni ehanita hoi; amijak ni apulo hoi bebe iko adihan hoi. Amijak ni jio ittallik iyye idihan eyyak, ati ikem nyia iyye aati hullo ojiori 'to isi lefahat, buo obeŋi arai ihuo nyia; itte iyye inyurana agesemi hosi. 
REV.2.3	Amijak ni adihan iko arumana hoi ettigemita te eram fure hoŋ, buo ibeŋ ihorok. 
REV.2.4	Ati eloŋojita ni jihoi te eram ana: Idehi iyye ihuania etabuorio taji jihoŋ, ninyia owon 'to jihoi tetteri. 
REV.2.5	Ogilu amanya hoi ninyia oyyu 'to bebe; hèbeŋ iyye iyyau! Idehi eyyata hoi, ihanie erre hunyia ihanio iyye tetteri. Elle ibeŋ iyye idehi eyyata hoi, attu adi ni jihoi iduhari etawoji 'lomo hoi addi to maji honyi. 
REV.2.6	Ati eram onno oyyu 'to jihoi ana: Iliwari iyye ehanita waati Nikolaus ihuo ani.
REV.2.7	“Jio hia, hulle itatturi 'to egoliti huno neyyau, aŋatak adi ni isi oŋiye eŋija 'yani ono nesu, onno owon 'to iginana Hollum.
REV.2.8	“Asayyo huna hunne ifahu lia, alla ara 'to etteri iko ecuŋi, linyia oye 'to ette inyiak isu. 
REV.2.9	Amijak ni ettigemita iko elociaŋ hoi, ati isam iyye! Amijak ni etisiahita hunne itisiahiniere iyye aati hullo ojiori 'to jio, isi Yudei buo obeŋi arai ahode. Isi hulia, aati hutte iluluŋ Sittan! 
REV.2.10	Hèbaŋata ettigemio onno olo 'to iduoŋ jihatai. Imijie! Ottu adi Olorroho ibironia omuk jihatai ibabus ikemiere itai. Oŋitek 'tomon, owon adi ettigemio jihatai. Iyihina jihoŋ many iye, nyio, esio adi ni jihatai nesiorio ono nesu.
REV.2.11	“Hia, hulle itatturi 'to egoliti huno neyyau, obeŋ adi naye etarrihi
REV.2.12	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Pergamum jio:
REV.2.12	“Asayyo huna hunne ifahu lia, ollo owon 'to iko ademi erremit onno ofi 'to aŋacio arrihai. 
REV.2.13	Amijak ni amaji enne imanyari iyye, inyi amaji anna awanari aseger ilohittok Sittan; ati igottiere iyye afure hoŋ. Ibeŋ nyia iyye ibusak neruk hoi nani, duadi bu to ninyia ottohiniere Antipas, egiamani hoŋ oloyijio, dinia, imaji anna amanyari Sittan. 
REV.2.14	Ati owoni omuk erre kai hunne eloŋojitari ni jihoi. Owoni omuk aati ihiji hatai hulle iruhi nettiyenita Balaam, linyia ittiyanak 'to Balak irihori aati Israele iyyau. Isusuhi nyia inyi isi iŋiyere erre hunne isiori jio arrijiorita jiohin, buo fe ihaniere erre somon. 
REV.2.15	Ihuo nyia buo fe, owoni omuk hulatai hulle iruhi ettiyenita huno lejifak Nikolaus. 
REV.2.16	Ihuania, idehina eyyata hatai. Elle ibiaŋata itai idehina eyyata hatai, attu adi ni kuak jihatai irriomoniere iko aati hia ta ademi erremit otto hutuk hoŋ.
REV.2.17	“Alla awoni ayyaha jihatai, itaniŋiete eram enne ikiana Oloholio jio eluluŋi heruhok!
REV.2.17	“Jio hia, hulle itatturi 'to egoliti huno neyyau, esio adi ni aŋiria enne idimani anna anya manaa. Esio adi ni buo fe jihosi amoruo anaboŋ, enne ikiafanierek afure aŋejuk onno obeŋ tulo omijak, arari fe lia elle ifuotu 'to inyi.
REV.2.18	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Tiatira jio:
REV.2.18	“Asayyo huna, hunne ifahu Lonyi Hollum, ollo owulori oŋite ihuo eema, buo eejek honyi opipiahi ihuo abilata onno opoti. 
REV.2.19	Amijak ni ehanita hoi. Amijak ni abuaran taji hoi, neruk hoi, egiama hoi iko nadihan hoi. Amijak ni jio, igiama iyye agalik ninyia tetteri. 
REV.2.20	Ati eram ana enne eloŋojitari ni jihatai, ta adihan hatai aŋotte ania, Jesebel, onno ojio 'to jio ara inyi a hekianani Hollum. Te ettiyenita honyi, itisiaba inyi egiamak hoŋ ihaniere erre somon buo fe iŋiyere erre hunne isiarani jio arrijiorita jiohin. 
REV.2.21	Esiarak nyia ni jihonyi oŋitek idehiniere eyyata honyi, ati, obeŋ inyi iruk edehina erre somon huttononyi. 
REV.2.22	Tania, abuarak adi ni inyi ijiara ififiata ijotit, buo hia hulle ihanie 'to erre somon ikonyi onyurani ettigemio onno orroho, arari fe elle idehini isi ehanio hirre hunno orrohoji 'to, hunne ihanie isi ikonyi. 
REV.2.23	Attoho adi ni ejifak honyi, buo eluluŋi heruhok 'daŋ ette imijana jio, ani alia alla amijak 'to egigilita iko ewahiti waati 'daŋ ababo. Esio adi ni jihatai 'daŋ ababo erre hunno osiruni 'to te ehanita hatai.
REV.2.24	“Ati jihatai aati Tiatira hullomuk, hulle ibiaŋata 'to ijifatiete nettiyenita hunno orrohoji 'to hunia; itai hulle hèbiaŋata 'to ittiyenuna erre hunne iloŋoi aati hullomuk ‘Erre Sittan hunno oddiŋi 'to’, ajio ni jihatai jio, abeŋ adi ni enyiak ifuanana obo ettigemio jihatai. 
REV.2.25	Ati ogolihina jio erre hunno owoni 'to jihatai many attuniere ni. 
REV.2.26+REV.2.27	Jio hia, hulle itatturi 'to egoliti huno neyyau, hia hullo odulori 'to many isidi ehanio erre hunna awak ni, attu adi ni isiarana jihosi elohittok ninyia efuotu ni jio Monyoŋ. Esiarak adi ni jihosi agolon ilohittohori ifauhien 'daŋ obeŋ amehino, buo fe ibiboriere isi sar sar ihuo atobuaha. 
REV.2.28	Esiarak adi ni buo fe jihosi elelef otto taŋatio motie.
REV.2.29	“Alla awoni ayyaha jihoi, itaniŋie eram enne ikiana Oloholio jio eluluŋi heruhok!
REV.3.1	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Sardis jio:
REV.3.1	“Asayyo huna, hunne ifahu lia, ollo owon 'to iko oloholioo Hollum huna hattarik iko elelefi hattarik. Amijak ni ehanita hoi; ileyo iyye ihuo elle isu ati ira iyye a hayaani. 
REV.3.2	Tania odiotoi, itagolo ariŋ anna harasa 'to jihoi hobeŋ onitok. Nyio, egonyu ni jio hobeŋ ariŋ enne ihan iyye ihum ittuba to hosiere Hollum hoŋ. 
REV.3.3	Ike iyyaha yo igiluna ettiyenita hunyia ifuotu iyye iko hunyia itaniŋu iyye; oniŋie isi, idehi eyyata hoi. Elle ibeŋ iyye idioto, attu adi ni jihoi ihuo olohoho. Itimo adi iyye asaa anna attuniere ni. 
REV.3.4	Ati owoni omuk aati jihatai dinia hullo hobeŋi itiboti aboŋojin hosi. Osiru adi jihosi idahari ikoŋ ta aboŋojin hunna abuoŋi. 
REV.3.5	Hia, hulle itatturi 'to egoliti huno neyyau, itiyyefi adi buo fe isi ihuo nyia ta aboŋojin abuoŋi. Abeŋ adi ni efufuso addi afureta hosi to buk ono nesu. To hosiere Monyoŋ iko to hosiere ajilohien honyi, eruhok adi ni sar sar arahan hosi ahuloŋ.
REV.3.6	“Alla awoni ayyaha jihoi, itaniŋie eram enne ikiana Oloholio jio eluluŋi heruhok!
REV.3.7	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Filadelfia:
REV.3.7	“Asayyo huna, hunne ifahu lia, ollo olibo 'to buo fe ara ahode. Owon eŋanyit ono Dafide jihonyi. Alla aŋany inyi ekat, ittallik obo ihianana, buo elle ihianak inyi, ittallik obo iŋany. 
REV.3.8	Amijak ni ehanita hoi iko amutari golon hoi. Ati ihum iyye igottiere ettiyenita hoŋ, buo fe ibeŋ irisa nani. Aŋahi ni jihoi ekat enne ittallik tulo ihianana. 
REV.3.9	Imijie! Alla ara eram ono eluluŋ waati anna ara 'to ahono Sittan, agesomok hullo ojiori 'to jio, isi Yudei buo obeŋi arai; etarigoŋok adi ni isi ihosiere hejek hatai. Ofuonni adi isi 'daŋ imijana jio obuor ataji hoŋ itai. 
REV.3.10	Ta agottiere hatai efahi hoŋ ono adihan, amijio adi ni itai onno oyyu jio asaa ono ettigemio, onno ottu 'to ifau 'daŋ, ikemiere aati 'daŋ hutta fau. 
REV.3.11	Eliaha ni attuna. Ogottiere onno oyyu ariŋ ottonohoi, ŋadi obo atulo ottu ihoruna esiorio enne itahutak 'to etattur hoi egoliti huno neyyau. 
REV.3.12	Hia, hulle itatturi 'to egoliti huno neyyau, ehanak adi ni isi etawojita Ihaji emojit enne ittokon ono Hollum hoŋ. Obeŋi adi isi ofuoi addi teya. Egiorok adi ni jihosi afure Hollum hoŋ iko afure ono abore gala Hollum hoŋ; Yerusalem aŋejuk, onno ottu adi tedou jio Hollum hoŋ. Egiorok adi buo fe ni jihosi, afure hoŋ aŋejuk.
REV.3.13	“Alla awoni ayyaha jihoi, itaniŋie eram enne ikiana Oloholio jio eluluŋi heruhok!
REV.3.14	“Igiorok erre huna jio ajilo olo eluluŋ heruhok otto Laudisia jio.
REV.3.14	“Asayyo huna, hunno ofuonni jio 
REV.3.15	Amijak ni ehanita hoi. Ibeŋ iyye ilik kuyya inok. Oyyu duo jihoŋ elle ilik iyye kuyya elle inok iyye. 
REV.3.16	Ati ta arahan hoi ihuo ariŋ onno ollullu 'to, onno obeŋ 'to ilik kuyya onok, alo ni imitara iyye addi to hutuk hoŋ. 
REV.3.17	Ijio iyye jio, ‘Asam ni, owoni erre 'daŋ jihoŋ, obeŋ riŋ aŋaramahi nani.’ Ati ibeŋ iyye imijak eratta hoi, amehino hoi, aŋodo iko eŋaturo hoi. 
REV.3.18	Esiŋ ni iyye jio, inyiaŋu jihoŋ ayyel enne italibori te neema, oŋida bati isam. Inyiaŋu aboŋojin abuoŋi oŋida iyyafak itihoniere eŋaturo hoi enne iyaŋuno 'to ania ariri. Inyiaŋu buo fe obo ayyani hoŋite oŋida ifiotok ihoŋite hoi, oŋida bati imijio. 
REV.3.19	Eriŋio ni buo fe abahio hia 'daŋ hullo obuor ataji hoŋ. Tania, omunoi ehanio onno oyyu, idehi eyyata hoi. 
REV.3.20	Imijie! Awotia ni ikat buo ekukuho. Elle itaniŋu obo etuk hoŋ, ette iŋa ekat, ajiŋa adi ni jihonyi, ette iŋiyo ikonyi buo fe inyi eŋiyo ikoŋ. 
REV.3.21	Jio hia, hulle itatturi 'to egoliti huno neyyau ihuo ninyia etatturiere ni, aŋatak adi ni isi itoŋoi iger hoŋ, iseger ilohittok hoŋ, ihuo enne etoŋori ni ihuania iger Monyoŋ, iseger ilohittok honyi.
REV.3.22	“Alla awoni ayyaha jihoi, itaniŋie eram enne ikiana Oloholio jio eluluŋi heruhok!”
REV.4.1	Ihalu erre hunia, inyiak obo ariŋ ileyehino jihoŋ ihuo arigia, ette ni igonyuna obo ekat aŋaa lidou.
REV.4.1	Attati ni itaniŋuna etuk, ninyia ikiana 'to jihoŋ ahosiere ihuo afuruju, ojio, “Waŋ ihide dini, etahutak adi ni iyye erre hunno ofuoi 'to luŋa iduoŋ ihalu erre hunia.” 
REV.4.2	Teya teya, ette Oloholio inef ani, ette ni igonyuna aseger ilohittok owon lidou, buo obo atulo itoŋo diya. 
REV.4.3	Opipiak nyia omom atulo lia ihuo amuoro enne egara iko anna ariet, buo atolohe onno opipiak egara okudak aseger ilohittok ania. 
REV.4.4	Owoni nyia asegeri ilohittok atomuana arrihai haŋuan hunno okudani aseger ilohittok ania. Itoŋoi nyia lahou atomuana arrihai haŋuan jio asegeri hunia. Iyyafatie nyia isi aboŋojin abuoŋi iko egoriahien 'yeli ihossi hosi. 
REV.4.5	Ofuonni nyia emedehita iko etirita hilai, buo attorr hutuhe jio aseger ilohittok nyia, buo allomohien hattarik owulori ihosiere honyi. Arai nyia allomohien hunia oloholioo Hollum huna hattarik. 
REV.4.6	Ihosiere aseger ania buo fe, ifut nyia obo ariŋ ihuo atafar gilas onno olibo lir lir ihua nafalaŋa.
REV.4.6	Okudani nyia asaŋ aŋuan hunne isui 'to, aŋacio huno aseger ania. Ifuti nyia asaŋ hunne isui 'to hunia iko oŋite, ihosiere buo fe ihalu. 
REV.4.7	Iyyalu nyia etteri elemie; buo etarrihi iyyalu attamot hiteŋ; buo etahunihi owon iko omom enne iyyalu omom tulo; buo etaŋuani iyyalu asollir elle iddarrata. 
REV.4.8	Owoni nyia isi 'daŋ ababo iko ewwa ille ille hunne ifuti iko oŋite 'daŋ totto 'let iko totto tua hiwwa. Odulori nyia isi edolo afanni iko arue 'daŋ jiojio:
REV.4.8	“Olibo, olibo, olibo Hollum Lamonye Laduarani,
REV.4.8	linyia owon 'to, ollo owon 'to ihuania, ollo olo 'to ittuna.”
REV.4.9	Idoloi nyia asaŋ huna aŋuan hunne isui 'to, edolita huno akuatan iko huno etahabuta buo huno ahumo jio lia elle itoŋo 'to iseger ilohittok; lia, elle isu 'to 'tulaŋ 'tulaŋ. Elle idoloi isi ihuo nyia, 
REV.4.10	buo lahou hula atomuana arrihai haŋuan ette irigoŋo ifau ihosiere lia, linyia itoŋo 'to iseger ilohittok, ette itahabuyo inyi, elle isu 'to 'tulaŋ 'tulaŋ. Ibirotiai nyia isi egoriahien hosi ifau ihosiere seger ilohittok, buo ojiori,
REV.4.11	“Lamonye iko Hollum hohoi! Osiru jihoi
REV.4.11	ifuotuniere akuatan iko olohuo buo aduaran.
REV.4.11	Nyio, iyye nyia iyyeu erre 'daŋ,
REV.4.11	awanarik isi buo fe isui ta awahan hoi.”
REV.5.1	Egonyu nyia ni agagar ta hani iŋet lia, elle itoŋo 'to iseger ilohittok. Owoni nyia egierita jio omomite 'daŋ huno agagar ania, ninyia oduanyani te eduanyiti hattarik; 
REV.5.2	ette ni igonyuna obo ajilo elettok ifiyo woŋ woŋ jio, “Ŋai ollo oremik 'to ifedeheny eduanyiti, ette iwalak agagar ania?” 
REV.5.3	Ati obeŋ nyia tulo idou kuyya ifau kuyya hutto tua fau
REV.5.4	Ayyoo nyia ni onno orroho bebe nyio, obeŋ nyia tulo onyuranio ollo osiru jihonyi iwalahiere agagar ania, ette imi atua honyi. 
REV.5.5	Attati obo olo lahou jiaran jihoŋ, “Hèluaha! Imijie, Elemie otto woyo Yuda, ollo ohu 'to, ollo odetuno 'to to woyo Dafide; agalik inyi erre 'daŋ. Oremik inyi ifedeheny eduanyiti huna hattarik hunia, ette iwalak agagar ania.”
REV.5.6	Attati ni igonyuna Olosobe owotia ihiji maji anna awanari aseger ilohittok, buo asaŋ huna aŋuan hunne isui 'to iko lahou okudani inyi. Ara nyia Olosobe alia ihuo alla attohori. Owon nyia inyi iko amuarrak hattarik, buo oŋite hattarik; isi hunia oloholioo Hollum huna hattarik hunyia ifahini ifau 'daŋ. 
REV.5.7	Olo nyia Olosobe, ette iduhuna agagar nyia ta hani iŋet lia linyia itoŋo 'to iseger ilohittok. 
REV.5.8	Ninyia iduhu inyi agagar ania, ette asaŋ huna aŋuan hunne isui 'to 'daŋ iko lahou hula atomuana arrihai haŋuan irigoŋo ifau ihosiere Olosobe. Owoni nyia isi 'daŋ ababo iko adorri buo arranyi 'yeli hunne ifuti iko ottogoŋ, ninyia ara 'to emojiti waati Hollum. 
REV.5.9	Idoli nyia isi afure aŋejuk jiojio:
REV.5.9	“Osiru jihoi iduhuniere agagar ania,
REV.5.9	itte ifedeheny eduanyiti honyi.
REV.5.9	Nyio, ottohori nyia iyye; buo to nooto hoi, iyaŋuno nyia iyye jio Hollum,
REV.5.9	aati to woi 'daŋ iko ta fauhien 'daŋ.
REV.5.10	Ilohittohi adi isi ifau.”
REV.5.11	Attati ni inyiak imi, ette ni itayiruna etuhe ajilohien hullo oluaji bebe, bebe, hullo owotia buo okudani ihiji, aseger ilohittok iko asaŋ hunne isui 'to buo lahou. 
REV.5.12	Idoloi nyia isi woŋ woŋ jiojio:
REV.5.12	“Osiru jio Olosobe linyia ottohori
REV.5.12	ifuotuniere aduaran, asaman, elofioro, agolon,
REV.5.12	olohuo, akuatan iko etahabuyo.”
REV.5.13	Etayiru nyia buo fe ni edolo hirre hunno oyyeuni 'daŋ; huttedou, hutta fau, hutto tua fau iko hutto tua hari enne ittokon…erre 'daŋ huno owoni 'to diya. Ojiori nyia isi jio:
REV.5.13	“Hatawana 'tulaŋ 'tulaŋ, etahabuyo, olohuo, akuatan iko aduaran jio,
REV.5.13	lia elle itoŋo 'to iseger ilohittok iko jio Olosobe!”
REV.5.14	Itarraŋi nyia asaŋ huna aŋuan hunne isui 'to jiojio, “
REV.6.1	Attati ni igonyuna Olosobe awalak eduanyit etteri jio eduanyiti huna hattarik, ette ni itaniŋuna obo jio asaŋ huna aŋuan hunne isui 'to iloŋo te etuk anna ara ihuo etiri hilai jio, “Waŋ!” 
REV.6.2	Ami ni ihuania, ette ni igonyuna obo akusan aboŋ. Oŋuahatio nyia lia, linyia adahari 'to inyi, arraŋ. Isiarani nyia jihonyi egoriai, buo inyi ette leten addi a hetatturoni, irriehiniere amiorok honyi.
REV.6.3	Attati Olosobe iwalak eduanyit etarrihi, ette ni itaniŋuna ariŋ etarrihi enne isu 'to ojio jio, “Waŋ!” 
REV.6.4	Ette obo akusan ariet ittuna. Isiori nyia agolon jio, lia linyia adahari 'to inyi, iyaŋuniere afere lifau jio, oŋida aati hutta fau ottohie ahuattek. Isiori nyia jihonyi ademi erremit enne ittok.
REV.6.5	Attati Olosobe iwalak eduanyit etahunihi; ette ni itaniŋuna ariŋ etahunihi enne isu 'to ojio jio, “Waŋ!” Ami ni ihuania, ette ni igonyuna obo akusan emoli. Ottoŋotio nyia lia, linyia adahari 'to inyi, amijan ekemit. 
REV.6.6	Etayiru nyia ni obo ariŋ ihuo etuk, ottu tehiji hirre huna aŋuan hunne isui 'to, ette jiaran jio, “Iŋohini amoyya huno oloŋ abotie ikilo hifua ometi ijiai, buo fe iŋohini amoyya huno oloŋ abotie ikilohien hunihoi huno efua jatta ijiai. Ati hètarrohojata eŋuro iko amana fino!”
REV.6.7	Attati Olosobe iwalak eduanyit etaŋuani; ette ni itaniŋuna ariŋ etaŋuani enne isu 'to ojio jio, “Waŋ!” 
REV.6.8	Ami ni ihuania, ette ni igonyuna obo akusan ahiddaŋ. Ifurani nyia lia, linyia adahari 'to inyi, Naye. Ijifuno nyia Amaji Hayak inyi nyik nyik. Isiarani nyia jihosi elohittok jio ebuanyit etaŋuani ono afau ittohiere aati ta arrem, ta ahure, ta aŋuai iko ta aciaŋi ahuanyak.
REV.6.9	Attati Olosobe iwalak eduanyit etamiyeti; ette ni igonyuna oloholioo hia, hinyia ottohori te ettittoyo hosi asayyo Hollum onno oyyu. Owoni nyia oloholioo hunia iwoyo ititiek ehumi. 
REV.6.10	Iwuwoŋitai nyia isi jiojio, “Lamonye, Laduarani, olibo buo fe ara ahode! Many baya 'tadi ittu iyye iŋot eram waati hutta fau, inienuniere attohoro hosi hohoi.” 
REV.6.11	Aharani nyia jihosi 'daŋ ababo aboŋojin abuoŋi, ette iramana isi iyiriari obo kai, many ottubari anamba ono egiamak iko eruhok hullomuk 'daŋ hullo ofuoi ittohoro, ihuo ninyia ottohorik isi.
REV.6.13	Oddoddouni nyia elelefi ifau ihua aŋabolo hunne hefolleji 'to hunne ipipuos oyyami onno ohut 'to bebe. 
REV.6.14	Olitohi nyia edou ihua agagar onno obobinie, buo ette ituhut adoŋiok 'daŋ ababo iko afuli ta masik hosi. 
REV.6.15	Attati obuok fau iko elettaha, ojio ajafiti oseŋer, asamak, aati hullo ohuji 'to bebe, atulo 'daŋ, apiti iko hullo obeŋi 'to arai apiti, idima inomi iko iwok muruoi hutto doŋiok. 
REV.6.16	Iloŋoi nyia isi adoŋiok iko amoruoi jiojio, “Okuahiniete jihohoi! Itihonia hohoi to hosiere lia elle itoŋo 'to iseger ilohittok iko jio ajore ono Olosobe! 
REV.6.17	Nyio, afany oloŋ onno ofuarik isi ittigemiere aati 'daŋ. Ŋai adi oremik iwojuna inyi?”
REV.7.1	Ihalu eram ania, egonyu ni ajilohien aŋuan owotiai iguli fau huna aŋuan, hulle itihotie oyyamihien huna aŋuan jio ŋadi obo oyyami ohut ifau, kuyya ihari enne ittokon, kuyya ohut obo ayyani. 
REV.7.2	Attati ni igonyuna obo ajilo ottu tetteduoŋi holoŋ, ollo owon iko emoi Hollum lesuoni; ette iloŋ woŋ woŋ ajilohien hula aŋuan hunyia isiori jihosi aduaran ittarrohojiere afau iko aari enne ittokon. 
REV.7.3	Ojio nyia ajilo lia jio, “Hètarrohojiata afau, kuyya aari enne ittokon, kuyya ayyani many ehananiere hohoi emoi ihomomite hegiamak hulo Hollum hohoi.” 
REV.7.4	Iramani nyia jihoŋ anamba ono aati hunyia ihanani emoi Hollum ihomomite hosi, alif esiha abotie iko atomuana aŋuan haŋuan (144,000). Ofuonni nyia isi jio awoi Israele huna 'tomon harrihai: 
REV.7.5+REV.7.6+REV.7.7+REV.7.8	alif 'tomon harrihai (12,000) jio awoi hunia 'daŋ ababo, to woyo Yuda, to woyo Ruben, to woyo Gad, to woyo Aser, to woyo Naftali, to woyo Manase, to woyo Simion; to woyo Lefi, to woyo Isakar, to woyo Sebulun, to woyo Yosefu, iko to woyo Benyamin.
