MAT.1.1	Jiꞌi sen kuachrjenixin ndo Jesucristo. Jeꞌe ndo kuachrjenixin ndo, ndo David ko ndo Abraham.
COL.1.9	Méxin, janꞌanna, nchakon kuinꞌanna xranchi stenta, kain nchakon tjanchaꞌana ndo Dio tsingijnanta ndo ixi jian tsonoꞌanta ngeꞌe tjaun ndo, ko tjanchiana ixi tsajon ndo juachaxin tsienxinnta kain ngeꞌe tjaun ndo. 
COL.1.10	Jaña chao tsinteenta xranchi tjaun Ncháina Jesucristo ko jian sincheꞌenta xrée ndo ko jaña ícha jian xrochuxinnta ndo. 
COL.1.11	Ko tjanchiana ixi jeꞌe ndo sintasojinta ndo asáanta ixi juachaxin ijié chónda ndo ko xrotjáanta ndo juaxruxin, ko soji tsakeꞌenta maski tsi̱i̱ juachjaon ngataꞌanta. 
COL.1.12	Ko tájonnta juasianta ngajin ndo Ndotáina Dio ixi jian jincheꞌe ndo xra̱ ngaya asáanta, meꞌe tsayéꞌena ngeꞌe ti jii ngajní ti tingasáña, ko jiꞌi tsajon ndo ngajin kain sen titikaon ndo. 
COL.1.13	Jeꞌe ndo kuakintsjexinna ndo ti naxixeꞌe ko chjai̱na ndo juachaxin tsinteena ti tetuanꞌan Chjenꞌen ndo, xjan ícha tjueꞌe ndo, ko jai ti naxixeꞌe ítetuanꞌi ngaya aséei̱na 
COL.1.14	*ixi jeꞌe ndo kuenꞌen ndo ixi jai̱na ko kuajon ndo jnié ndo kontjúáxin aséei̱na.
COL.1.15	Ndo Dio juaꞌi tikonni ko Chjenꞌen ndo, jeꞌe xjan juakoxin xjan xranchi jii Ndotée xjan. Ko jeꞌe xjan ó saꞌó bakeꞌe xjan nchakon xrangíxixín konchjian kain ngeꞌe jii. 
COL.1.16	Ko ndo Dio chjée ndo Chjenꞌen ndo juachaxin sinchekonchjian xjan kain ngeꞌe jii ngajní ko ngataꞌa nunte xasintajni, ko kain ngeꞌe tikonni ko ti tikonꞌani. Kaxon kain ngeꞌe tetuanꞌan jii ngataꞌa chrinto ko kain juachaxin jii ngajní, kain meꞌe juinchéña ndo ixi jiꞌi sincheꞌe ixra̱ ngajin ndo. 
COL.1.17	Ndo Cristo ó bakeꞌe ndo ti xroꞌan ngeꞌe jii, ko ixi jeꞌe ndo chjée ndo juachaxin kain ngeꞌe jii ixi chónda ndo kain juachaxin. 
COL.1.18	*Kaxon jeꞌe ndo jaa ningue ndo, ko ningue ndo meꞌe cuerpoe ndo, ko jeꞌe ndo tetuenꞌen ndo cuerpoe ndo ixi jeꞌe ndo ícha saꞌó xechón ndo ngakjenꞌen ni tsikenꞌen ko méxin jeꞌe ndo tetuenꞌen ndo kain ngeꞌe. 
COL.1.19	Méxin, ndo Dio bakeꞌe ndo juaxruxin ko jaña chjée ndo Chjenꞌen ndo kain juachaxin chónda jeꞌe ndo. 
COL.1.20	*Ko kaxon tjaun ndo Dio ixi juachaxien ndo Cristo xrobakeꞌe juaxruxin nunte xasintajni ko nchijíi ngajní ixi ti kuenxin ndo Cristo nganito nta̱cru.
COL.1.21	Saꞌó jaꞌanta kuachuxinꞌanta ndo Dio ko baningakonꞌenta ndo ngaya asáanta kondeexin ti ñaꞌi kuaxraxaonnta ko kuancheꞌenta. Ko jai juasie ndo Dio kuajon ndo juachaxin ixi juaxruxin tsintekuꞌunta ndo ixi titikaonnta ndo. 
COL.1.22	Ko ti bikaon cuerpoe ndo Cristo ko kuenꞌen ndo ixi jai̱na, jaña konꞌen ndo ixi tjaun ndo jaꞌanta tsontjúá asáanta ko xroꞌan ijie̱ xrochondanta, jaña tjaun ndo tsakeꞌenta ngajin ndo. 
COL.1.23	Méxin, xrokonda ícha xrochuntianta Ncháina, ko tsakeꞌenta xranchi naa nta̱a̱ soji ixi yasoꞌe jii nueꞌe nta̱a̱, ko tintueꞌanta ti jian stechonꞌennta ixi kuinꞌennta chijnie ndo Dio. Chijni meꞌe stetinꞌen chujni nchijíi nunte xasintajni, ko janꞌan Pablo tjako chijni meꞌe.
COL.1.24	Janꞌan ritjén juaxruxin maski ritatsinga juachjaon ixi jaꞌanta, ixi jaña ntaxetaxin ngajin cuerpona ti xranchi tangi konꞌen ndo Cristo ixi kain sen ningue ndo, sen ikjan cuerpoe ndo. 
COL.1.25	Ndo Dio kuincheꞌena ndo ixi sintaꞌa ixra̱ ngajin sen ningue ndo, ixi ixra̱ meꞌe kuetuanna ndo ixi jian tsinteenta ko tjako chijni jian kuajon ndo Dio. 
COL.1.26	Chijni meꞌe saꞌó ninaa chujni banoeꞌa, ko jai ndo Dio juinchenoꞌe ndo kain sen titikaon ndo. 
COL.1.27	Ko ndo Dio tjaun ndo tsonoꞌe sen jeꞌa judío ti tjintee kuanoeꞌa sen ó saꞌó, méxin Ndo Dio xruanꞌan ndo ndo Cristo ixi tsakeꞌe ndo ngajinnta, ko jeꞌe ndo tajon ndo juachaxin ixi tsayeꞌenta kain juachaxin ijié chónda ndo.
COL.1.28	Janꞌanna nichjana ngajin kain chujni chijnie ndo Cristo, ko juachaxien ndo Cristo jian ntaxraxaꞌonna chujni ko ntakuanꞌana na̱ ixi tsienxin na̱ jian. Ko jaña ngujngu sen tsitikaon sen ko tsontjúá aséen sen ngajin ndo Cristo. 
COL.1.29	Méxin, janꞌan soji ntaꞌa ixra̱ ixi juachaxin jié chjána ndo Cristo.
COL.2.1	Tjaꞌon tsonoꞌanta ixi tsango taa juachjaon ixi jaꞌanta ko sen ste tjajna Laodicea ko kain sen xra chuxinꞌana. 
COL.2.2	Tjaꞌon ixi tsakeꞌe juaxruxin ngaya aséen sen, ko xrajeꞌo xroxraxaon sen ko xrotjueꞌe kichuu sen. Jaña tsienxin sen jian ko jaña tsonoꞌe sen ngeꞌe ninaa ngisen kuanoaꞌa ti xraxaon Ndotáina Dio, meꞌe ti kui̱i̱ Ncháina, ndo Jesucristo. 
COL.2.3	Ko jeꞌe ndo noꞌe ndo kain ngeꞌe noꞌe ndo Dio, meꞌe ti ícha tjintee. 
COL.2.4	Kain jiꞌi ntatjunta ixi xroꞌan ngisen sintayaꞌanta maski chaxro xronichja na̱. 
COL.2.5	Ko maski ritjénꞌa ngajinnta, janꞌan kain nchakon xraxaonnta ko chjána juaxruxin ixi tsango jian stenta ko nduaxin stechuntianta ndo Cristo.
COL.2.6	Méxin, xranchi kuayeꞌenta Ncháina Jesucristo, jaña jian ncheꞌenta. 
COL.2.7	Xranchi naa nta̱a̱ yasoꞌe jii nueꞌe nta̱a̱, jaña jian ncheꞌenta ko jian chuntianta ndo Jesucristo xranchi juinchekuaꞌannta sen, ko tájonnta juasianta ngajin ndo Dio kain nchakon.
COL.2.8	Jian tsjeꞌenta ixi xroꞌan ngisen sintayaꞌanta ixi jeꞌe na̱ jeꞌo tjako na̱ ti xraxaon na̱ ko ti xraxaon chujni nunte xasintajni, ko tjakoꞌa na̱ ti tjaun ndo Cristo.
COL.2.9	Ixi kain juachaxin chónda ndo Dio, meꞌe chónda ndo Cristo nchakon bakeꞌe ndo nunte xasintajni. 
COL.2.10	Jaꞌanta chondanta juachaxien ndo Dio ixi titikaonnta ndo Cristo. Ko jeꞌe ndo tetuenꞌen ndo kain juachaxin jii ngajní ko nunte xasintajni. 
COL.2.11	Kaxon nchakon kuaxinta kuitikaonnta ndo Cristo, jeꞌe ndo tjáanta ndo naa ngeꞌe tsichuxixinnta ndo, ko meꞌe jeꞌa itja chujni kóñaxin. Naꞌi. Jeꞌe ndo ixi juincheméꞌe ndo ijie̱ kuancheꞌenta, méxin jai tikinixinꞌennta ndo Cristo. 
COL.2.12	*Jaꞌanta nchakon bikitéenta, kaxon xranchi jaꞌanta xroxrabaakuꞌunta ndo Cristo. Ko jaña kaxon xrokjui xranchi xroxechónnta xranchi jeꞌe ndo xechón ndo ixi chuntianta juachaxien ndo Dio ixi ndo Dio juinchexechón ndo ndo Cristo.
COL.2.14	*Ndo Dio juincheméꞌe ndo kain ngeꞌe tsiketuanꞌan saꞌó, ti juaꞌi kuitikaonna, ko jeꞌe ndo kuantsje ndo kain ijie̱ kuachondana ixi ndo Cristo kuenꞌen ndo nganito nta̱cru. 
COL.2.15	Ndo Cristo nchakon kuenꞌen ndo nganito nta̱cru juacha ndo ko kuantsjeꞌe ndo Xixronꞌanxrée kain juachaxin kuachónda xa ti baketuanꞌan xa, ko jaña juincheꞌe ndo ixi xrokosueꞌe xa ko juinchekatsinga ndo kain ti ñaꞌi ngatoxin
COL.2.17	Kain ngeꞌe jiꞌi meꞌe tsaꞌon kain ngeꞌe tsi̱i̱. Ko ti tsi̱i̱ meꞌe ndo Cristo. 
COL.2.18	Tintueꞌanta ixi xrojan ngisen sintayaꞌanta ixi ncheꞌe na̱ xranchi xrokjui na̱ jian na̱ ko tajon na̱ juasie na̱ ngajin sen ángel. Ni meꞌe ndachro na̱ ixi kuxienxin na̱ naa ngeꞌe ijié ko méxin nchejié na̱ aséen na̱ ixi ngeꞌe xraxaon na̱. 
COL.2.19	*Ko jeꞌe na̱ nduaxinꞌa titikaon na̱ ndo Cristo ixi jeꞌe ndo jaa niꞌngo ko meꞌe cuerpoe ndo, ko jeꞌe ndo tayakonꞌen ndo niꞌngo ko nchesoji ndo sen niꞌngo, ko jaña ncheꞌe ndo ixi naakua xroxraxaonna ixi jaña tjaun ndo Dio.
COL.2.20	Jaꞌanta ó kuenꞌennta kao ndo Cristo ko kuintuꞌenta ngeꞌe xraxaon chujni xasintajni.
COL.2.21	Xranchi ndachro na̱: “Tséꞌanta jiꞌi, nteꞌanta meꞌe ko tséxinꞌanta tjáanta xrojan ngeꞌe.” 
COL.2.22	Kain ngeꞌe tetuanꞌan na̱ meꞌe kondee ngeꞌe tsjexin, ko jiꞌi naa ngeꞌe jeꞌo xraxaon chujni. 
COL.2.23	Ngeꞌe titikaon na̱ ncheꞌe na̱ xranchi naa ngeꞌe nduaxin ixi nchejiéꞌa aséen na̱, ko kaxon ncheniꞌe na̱ ntauꞌe na̱, ko ixi ti ncheꞌe na̱ meꞌe juaꞌi tsintuꞌe na̱ xroxraxaon na̱ ngeꞌe ñaꞌi.
COL.3.1	Méxin, jaꞌanta ó tsixechónkuꞌunta ndo Cristo. Méxin, tjéenta ngeꞌe jii ngajní ti no jii ndo Cristo ndatsjonxin jian ti jii ndo Dio. 
COL.3.2	Xroxraxaonnta ngeꞌe jii ngajní ko jeꞌa ngeꞌe jii nunte xasintajni. 
COL.3.3	Ixi jaꞌanta ó kuenꞌennta kao ndo Cristo ko jai stechonꞌennta xrochondanta juachaxin tsaricho̱nnta ko tsinteenta kain nchakon ngajní ti jii ndo Dio. 
COL.3.4	Ixi ndo Cristo chondaxina juachaxin stechónna ko nchakon xrokjan jeꞌe ndo, jaꞌanta kaxon tsakeꞌenta ngajin ndo ko tsikonnta juachaxin ijié chónda ndo.
COL.3.5	Méxin, tintuꞌenta kain ngeꞌe ndakoꞌa xraxaonnta ntiꞌi nunte xasintajni. Ninaánta tarichrinkoꞌinta inaa ngisen jeꞌa sen tsikutaꞌanta, ko ncheꞌanta ngeꞌe ñaꞌi, ko ncheꞌanta ti ndakoꞌa xraxaon asáanta, ko kaxon takeꞌanta juaxruxin ixi xrochondanta kueya ngeꞌe ixi meꞌe xrokjui kaxon xranchi xrokuitikaonnta naa ídolo. 
COL.3.6	Kondeexin jiꞌi toñao ndo Dio, ko meꞌe ti̱ꞌxi̱n ti tangi tonꞌenni ixi titikaonꞌani ngeꞌe tituanꞌan ndo. 
COL.3.7	Ko kain jiꞌi kuancheꞌenta saꞌó. 
COL.3.8	Méxin, jai tintuꞌenta kain ngeꞌe ñaꞌi, ko tintuꞌenta kain juañao, ko ngeꞌe ndakoꞌa tjaun asáanta, ko ti nichjangíꞌenta kichuunta ko ngeꞌe ndakoꞌa tachrjexin roꞌanta. 
COL.3.9	*Ncheyeꞌa kichuunta ixi ó saꞌó jaña kuancheꞌenta, ko jai ínaꞌi ixi jaꞌanta íncheꞌanta ngeꞌe juincheꞌenta saꞌó. 
COL.3.10	*Meꞌe jai ó tsikjannta chujni natjúá ko Ndo Dio tajon ndo juachaxin ixi xrokjannta xranchi jeꞌe ndo, ixi jeꞌe ndo juinchekonchjiannta ndo ko tjaun ndo xrochuxinnta ndo ícha jian. 
COL.3.11	Ítjinteꞌa á ni judío o̱ á ni griego o̱ á ni tsikaa chjiꞌe o̱ á ni tsiki̱ꞌxi̱n ikjín o̱ á ni noꞌe o̱ á ni noeꞌa o̱ á ni tituenꞌen sincheꞌe ixra̱ o̱ á ni tituanꞌan. Ti ícha tjintee meꞌe ti titikaꞌonna ndo Cristo ixi jeꞌe ndo tituenꞌen ndo kain ngeꞌe.
COL.3.13	*Ningakuenꞌa kichuunta, ko tjáñaꞌanta xrojan ngeꞌe ndakoꞌa juintaꞌanta chujni, ixi ndo Cristo jaña kaxon jeꞌe ndo juincheméꞌe ndo ijie̱ juincheꞌenta, méxin jaña ncheꞌenta kaxon. 
COL.3.14	Ko ti ícha tjintee ti xrotjueꞌe kichuunta ko naakua xroxraxaonnta ixi ña̱ jian ko ña̱ ncheꞌe ixi kain ngeꞌe ndako tsakeꞌe. 
COL.3.15	Ti juaxruxin tajon ndo Cristo tsetuenꞌen asáanta ixi ña̱ kuiyaxinnta ndo Dio ixi xrokjannta xranchi naakua cuerpoe ndo ko jaña tsajonnta juasianta ngajin ndo.
COL.3.17	Kain ixra̱ ncheꞌenta ko kain ngeꞌe xrondachronta, kain meꞌe tjanchiaxinnta juachaxien nombrée Ncháina Jesús, ko tájonnta juasianta ngajin Ndotáina Dio ixi titikaonnta ndo Jesucristo.
COL.3.19	*Jaꞌanta sen xi, xrotjueꞌenta janchriꞌanta ko ningakuenꞌanta jan. 
COL.3.20	*Jaꞌanta chjan, titikaonnta kain ngeꞌe tetuanꞌan ndotánta ko janáanta ixi jaña tjaun Ncháina Jesucristo. 
COL.3.21	*Jaꞌanta ndotée ichjan, ncheñaoꞌanta chjanꞌanta ixi tsoníeꞌa aséen xjan. 
COL.3.22	*Jaꞌanta ni ncheꞌe ixra̱, titikaonnta ni xrée rincheꞌenta ntiꞌi nunte xasintajni. Ko jeꞌa jeꞌo nchakon jitsjeꞌe xi xrée. Naꞌi. Ncheꞌanta meꞌe. Cháña ixi nchijíi asáanta ncheꞌenta ixra̱ ixi titikaonnta ndo Dio. 
COL.3.23	Kain ixra̱ sincheꞌenta, ncheꞌenta ixra̱ ixi nchijíi asáanta xranchi titikaonnta Ncháina Jesucristo, jeꞌa ixi titikaonnta chujni. 
COL.3.24	Ó noꞌanta ixi Ncháina Jesucristo sintaki̱to̱nꞌannta ndo ngeꞌe chónda ndo ixi ncheꞌenta xrée ndo, ko jeꞌe ndo nduaxin Ncháina. 
COL.3.25	*Ko ni ncheꞌe ngeꞌe ñaꞌi tangi tsonꞌen na̱ kondeexin ti ñaꞌi juincheꞌe na̱ ixi ndo Dio naxrajeꞌo tikon ndo kain na̱, á tituanꞌan na̱ o̱ naꞌi.
COL.4.2	Tintueꞌanta nichjeꞌenta ndo Dio ko jian xraxaonnta ti ó nichjeꞌenta ndo, ko kain nchakon tájonnta juasianta ngajin ndo. 
COL.4.3	Kaxon tjancheꞌenta ndo Dio tsingijnana ndo ixi tsajon Ncháina Jesucristo juachaxin xronichjana ngeꞌe banoeꞌa na̱ kondee ndo Cristo. Kondeexin jiꞌi jija̱ꞌna ntiꞌi ndoꞌachjiso. 
COL.4.4	Tjancheꞌenta ndo Dio ixi tsingijnana ndo ixi jian sintakuanꞌan na̱ xranchi tikinixin sintaꞌana.
COL.4.6	Nichjeꞌentana jian kain nchakon ko xraxaonnta jian xranchi tsjateꞌenta ixi ngeꞌe tsjanchangi ngujngu na̱.
COL.4.8	Méxin, xruanꞌan ndo tsiji ndo ti stenta ixi tsonoꞌanta xranchi stena ko kaxon ixi tsakeꞌenta juaxruxin. 
COL.4.9	*Kaxon xroxruanꞌan ndo Onésimo, naa ndo kichuuna tjuaꞌa ixi jian ncheꞌe ndo ixra̱ ngajin Ncháina, ndo meꞌe ndo tjajnánta kaxon. Kayui sen tsikitsjaꞌanta sen ko tsekiꞌanta sen kain ngeꞌe jitonꞌen ntiꞌi.
COL.4.11	Kaxon xruanꞌannta ndo Jesús juajna, jeꞌe ndo kaxon ndatinꞌin ndo Justo. Jeꞌo jeꞌe sen jiꞌi, sen judío titikaon Ncháina tingijnana ixra̱ rintaꞌa, ti nichjana kondee ti tetuanꞌan ndo Dio. Ko jeꞌe sen tingijnana sen ixi juaxruxin tsakeꞌe. 
COL.4.12	*Ndo Epafras xruanꞌannta ndo juajna. Jeꞌe ndo ncheꞌe ndo xrée ndo Cristo xranchi jaꞌanta. Jeꞌe ndo kain nchakon tinóatée ndo ngajin ndo Dio ixi ndako tsakeꞌenta tsitikaonnta xranchi tjaun ndo Dio. 
COL.4.13	Janꞌan bikon ixi ndo Epafras tsango yaa ndo juachjaon ixi jaꞌanta ko ixi kain sen ste tjajna Laodicea ko Hierápolis. 
COL.4.14	*Ndo Lucas, ndo nchéña xro̱a̱n, ndo tjuaꞌa,
COL.4.15	Tájonnta juajna ngajin sen kichuuna ste tjajna Laodicea ko kaxon ngajin jan Ninfas ko sen xraꞌo ndoꞌa jan. 
COL.4.16	Nchakon tsjexin sinchekuanxinnta xroon jiꞌi, xruanꞌannta xroon ngajin sen ste niꞌngo tjajna Laodicea sinchekuanxin sen xroon ko kaxon nchekuanxinnta xroon kuayéꞌe jeꞌe sen nchakon tsiji xroon ti stenta. 
COL.4.17	*Ndachenta ndo Arquipo ixi tsitikaon ndo jian ixra̱ tsikajon Ncháina sincheꞌe ndo.
COL.4.18	Janꞌan Pablo tjáana kji̱nxi̱n chijni jiꞌi, chijni nichjaꞌanta. Xraxaonnta ixi janꞌan ritjén ngaxinꞌin ndoꞌachjiso, ko tjaꞌon ixi ndo Dio sintanchaonnta ndo. Jaña tsonꞌen.
1TH.1.2	Nanaó tajonna juasiana̱na ngajin ndo Dio ixi kain jaꞌanta ko xraxaꞌonnanta. 
1TH.1.3	Nchakon nichjaꞌana Ndotáina Dio xraxaꞌonnanta ixi jian tjakonta ko nchijíi asáanta chuntianta Ncháina Jesús ko rincheꞌenta xrée ndo Dio ixi ícha tjueꞌenta ndo ko soji stenta ixi stechonꞌennta xrokjan Ncháina
1TH.1.4	Kichuuna, ndo Dio tsango tjuaꞌanta ndo ko nónana ixi jeꞌe ndo ó kuinchaꞌanta ndo. 
1TH.1.5	Nchakon juasona tjajnánta juintakuanꞌannanta chijni jian tajon juachaxin tsechónni, méxin ngeꞌe nichjana jeꞌa jeꞌo chijni. Naꞌi. Kaxon ixi juachaxien Espíritue ndo Dio nichjaxinna ko Espíritue ndo Dio juinchenónana ixi chijni nichjana meꞌe chijni nduaxin. Ó noꞌanta ixi jian juakoxinna ngajinnta ixi jian tsakeꞌenta.
1TH.1.7	Jaña jaꞌanta jian juakoxinnta ngajin kain sen titikaon Ncháina nunte Macedonia ko nunte Acaya. 
1TH.1.8	Ixi jaꞌanta itsjé chujni konoꞌe na̱ chijnie ndo Dio, jeꞌa jeꞌo nunte Macedonia ko nunte Acaya. Naꞌi. Kaxon kain tjajna stetjenka ntiꞌa kuinꞌen na̱ xranchi chuntianta ndo Dio, ko janꞌanna íxrokondaꞌi inaa ngeꞌe xronichjana, 
1TH.1.9	ixi jai jeꞌe na̱ chronga na̱ xranchi juasona tjajnánta, ko kainnta kuajonnta juachaxin kuinteena ntiꞌa ko tjumeꞌe kuintuꞌenta kain ídolo ixi kuaxinta kuitikaonnta ndo Dio, ndo nduaxin jichón. 
1TH.1.10	Ko kaxon ndachro na̱ ixi jaꞌanta stechonꞌennta xrokjanxin ngajní Chjenꞌen ndo Dio, meꞌe ndo Jesús, ngisen ndo Dio juinchexechón, ko jeꞌe ndo tsingijnana ndo ixi xroꞌan ngeꞌe tsoi̱na nchakon tsi̱i̱ ijié juachjaon xroxruanꞌan ndo Dio ngataon nunte ntiꞌi.
1TH.2.1	Kichuuna, kainnta noꞌanta jian ixi jeꞌa xruenxon juasona tjajnánta. 
1TH.2.2	*Ó noꞌanta ixi saꞌó chujni tjajna Filipos chinga juinchena̱na na̱ ko nichjangina̱na na̱. Ko maski jaña konꞌen, ndo Dio bingijnana̱na ko íxronkaꞌina juakona chijnie ndo, chijni tajon juachaxin tsechónna kain nchakon. 
1TH.2.3	Jeꞌa naa ngeꞌe ndakoꞌa juakona ko jeꞌa ndakoꞌa nichjana ixi tjaꞌonna xrojuintayaꞌana chujni. 
1TH.2.4	Ndo Dio ndachro ndo ixi jian juintaꞌana, meꞌe chjána̱na ndo ixra̱ ixi sintakuanꞌanna chujni chijnie ndo, chijni tajon juachaxin tsechón na̱ kain nchakon, méxin, ndako nichjana. Tjaunꞌana ixi jeꞌo chujni sincheꞌe juaxruxin ixra̱ ntaꞌana. Naꞌi. Tjaꞌonna ixi ndo Dio sincheꞌe ndo juaxruxin, ko jeꞌe ndo noꞌe ndo kain ngeꞌe xraxaon aséei̱na. 
1TH.2.5	Jaꞌanta ó noꞌanta ixi nichjaꞌina chijni ícha chaxro ixi jaña xrojuintayaꞌananta ko xrojuachana kueya tomi. Naꞌi. Ndo Dio noꞌe ndo juintaꞌina jaña. 
1TH.2.6	Tjéꞌana ixi chujni xrochjána na̱ juasaya, kaxon tjaunꞌana ixi jaꞌanta ko ikaxin na̱ tsajonnta juasaya ngajinna. Ntaꞌina jaña, maski chondana juachaxin xrojuanchiana jaña ixi ndo Cristo xruanꞌanna. 
1TH.2.7	Jian kuanichjaꞌananta xranchi naa janána jian tayakonꞌen jan chjenꞌen jan. 
1TH.2.8	Tsango tjuaꞌananta ko jeꞌa jeꞌo chijnie ndo Dio xrotjáꞌananta. Naꞌi. Kaxon naaxrokuenxónna ixi jaꞌanta ixi tsango tjuaꞌananta. 
1TH.2.9	Kichuuna, xraxaonnta ixi nchakon bakeꞌena tjajnánta tsango juintaꞌana ixra̱ tiie ko nchakon ixi jaña juachana tomi sinexinna ixi tjaunꞌana xrokuajontaxinna ixra̱ ngajinnta ixi ngeꞌe sinena nchakon nichjaꞌananta chijnie ndo Dio.
1TH.2.10	Jaꞌanta noꞌanta ko noꞌe ndo Dio ixi jian kuinteena ngajinnta jaꞌanta chujni titikaon Ncháina Jesucristo ko xroꞌan ngisen tsjankataꞌana ijie̱ ixi xrojan ngeꞌe ndakoꞌa juintaꞌana. 
1TH.2.11	Jaꞌanta noꞌanta ixi jian nichjaꞌananta ixi ícha tsitikaonnta, méxin, nichjana xranchi naa ndotata nichja ngajin chjenꞌen ndo. 
1TH.2.12	Ko ntatjunanta ixi jian sincheꞌenta xranchi tjaun ndo Dio sincheꞌe kain chjenꞌen ndo ixi kuinchaꞌanta ndo ixi tsayeꞌenta juachaxien ndo ko tsakeꞌenta ti jii jeꞌe ndo.
1TH.2.13	Méxin, kain nchakon tajonna juasaya ngajin ndo Dio ixi nchakon kuinꞌennta chijnie ndo, chijni jian, meꞌe nichjana ko kuayeꞌenta chijni xranchi chijnie ndo Dio, jeꞌa xranchi chijnie chujni. Ko jiꞌi nduaxin chijnie ndo Dio, chijni ncheꞌe ixra̱ ngaya asáanta, jaꞌanta ti titikaonnta ndo. 
1TH.2.14	*Kichuuna, nchakon chjinga juintaꞌanta ni tjajnánta, jaña konꞌen xranchi konꞌen sen ningue ndo Dio titikaon Ncháina Cristo Jesús ste nunte Judea, ixi nchakon kuaxi kuitikaon sen ndo, ni judío, ni tjajnée sen, kuaxi na̱ kuaningakonꞌen na̱ sen ko bengi na̱ sen. 
1TH.2.15	*Ko ni judío naakóñaxón na̱ Ncháina Jesús ko jaña kaxon naakóñaxón na̱ sen kuachronga chijnie ndo Dio ó saꞌó, ko janꞌanna bengina na̱. Ko ningakonꞌen na̱ kain chujni, ko ti ncheꞌe na̱ ncheꞌa ndo Dio juaxruxin. 
1TH.2.16	Méxin, nchakon tjaꞌonna xronichjaꞌana chujni jeꞌa judío chijnie ndo Dio, chijni tajon juachaxin tsechónni kain nchakon, ni judío kuintunaꞌina na̱ tsjakona. Jaña ícha tsama na̱ ijie̱. Ko jai tangi tsonꞌen na̱ ixi ó tsi̱i̱ juañaue ndo Dio ngataꞌa na̱.
1TH.2.17	Kichuuna, maski sakjuixinna ngajinnta kaxin nchakon ko í bikonꞌa kichuuna, xraxaꞌonnanta ngaya aséena̱na ko tsango tjaꞌonna xrokuitsjaꞌananta íjngo. 
1TH.2.18	Tjaꞌonna xrojuasótsjaꞌananta; janꞌan Pablo itsjé tjaꞌon xrojuasótsjaꞌanta, ko Xixronꞌanxrée bingakoꞌna̱ xa ko juaꞌi juasona. 
1TH.2.19	¿Ngeꞌe stechonꞌenna ko ngeꞌe stenchecháxinna?, ko, ¿sonda juaxruxin stena? Jaꞌanta stexin janꞌanna juaxruxin nchakon tsi̱i̱ Ncháina Jesucristo ixi kuitikaonnta ndo. 
1TH.2.20	Méxin, janꞌanna stena juaxruxin ixi jaꞌanta kuitikaonnta.
1TH.3.2	méxin xruanꞌanna ndo kichuuna Timoteo tsijitsjaꞌanta ndo. Jeꞌe ndo naxrajeꞌo ncheꞌe ndo xrée ndo Dio ko tjako ndo chijnie ndo Cristo. Jeꞌe ndo sintaxraxaonnta ndo chijnie Ncháina Jesús, meꞌe soji tsakeꞌe asáanta, 
1TH.3.3	ko jaña ninaánta tsonchrjenꞌa asáanta ixi ngeꞌe tangi stetatsinganta. Ko ó noꞌanta ixi xrokonda tsatsinganta juachjaon. 
1TH.3.4	Ko ti xrobakeꞌena ngajinnta, xrjaꞌngana ixi kainna xrokonda tsatsingana juachjaon, ko jai jaña stetatsinganta. 
1TH.3.5	Méxin, janꞌan ícha yaa juachjaon ixi jaꞌanta ko xruanꞌan ndo Timoteo tsijitsjaꞌanta ndo xranchi stenta, ixi, ¿á xrastechuntianta Ncháina?, ixi jixronkana ba Xixronꞌanxrée sinchengachruenta xa ko tsintuꞌenta chijnie Ncháina. Ixi siá jaña xrokonꞌen, xruenxon juintaꞌana xra̱ ngajinnta.
1TH.3.7	Méxin, kichuuna, maski tsango tangi stena ntiꞌi, tsango chéꞌe aséena̱na ixi kuinꞌanna ixi xranchijíi asáanta chuntianta Ncháina Jesús. 
1TH.3.8	Ko kuinꞌanna xranchi stenta, meꞌe ícha ijié juaxruxin kuayéꞌe aséena̱na ixi konónana soji stenta ko titikaonnta Ncháina Jesús. 
1TH.3.9	¡Ko xranchi tsjengaꞌana ꞌna̱ ndo Dio ixi tsango ijié juaxruxin kuayéꞌe aséena̱na ixi jaꞌanta titikaonnta ndo! 
1TH.3.10	Méxin, tiie, nchakon tinóatána̱na ngajin ndo ixi tuinxin tsajon ndo juachaxin tsjasotsjaꞌananta íjngo, ko meꞌe tsingijnananta ícha xrochuntianta Ncháina.
1TH.3.11	Tjanchaꞌana ndo Dio, Ndotáina, ko Ncháina Jesucristo ixi tsingijnana ndo tuinxin tsjasotsjaꞌananta, 
1TH.3.12	ko tjanchaꞌana Ncháina ixi tsingijnanta ndo ícha xrotjueꞌe kichuunta ko xrotjueꞌenta kain chujni xranchi janꞌanna tjuaꞌananta. 
1TH.3.13	Ko tjanchaꞌana ndo ixi sintasojinta ndo ixi nchijíi asáanta tsitikaonnta ndo ko jaña xroꞌan ijie̱ xrochondanta ngajin Ndotáina Dio nchakon xrokjan Ncháina Jesús ko tsikaꞌo ndo kain sen tjúá aséen.
1TH.4.1	Jai kichuuna, tinóatána̱na ko ntaxraxaonnanta ixi juachaxien nombrée Ncháina Jesús ixi jian tsinteenta ko tsitikaonnta Ncháina Jesús xranchi juintakuanꞌannanta ko jaña ncheꞌenta ngujngu nchakon ícha titikaonnta Ncháina.
1TH.4.2	Ko ó noꞌanta kain ti kuetuanꞌannanta ixi juachaxien Ncháina Jesús. 
