MAT.1.1	Níilii caasamuncii Yéesu 
EPH.4.9	Kon woꞌeenii wii an, ya lapin ɗook asamaanɗa, waaꞌ ya kiwoꞌ? Wërí en an ya ɗeɓ kiyoosuk hen bi ga ɗekataa wëñ kihuutɗa. 
EPH.4.10	Ɓaama yoosukeeɗa yërí lap, hanohha asamaancii ɗook doonaa ya gom ga iñaa en tóoh. 
EPH.4.11	Yërí on ɓuwii: ɓii, kiꞌen apotaaꞌ; ɓíinoo, kiꞌen 
EPH.4.12	Ya oninɓa iñcaama kiwaayuk ɓuwii en ɓuu Koohɗa doonaa ɓa mëtíꞌ lëgëyaa ɓa tumi Kiristaaniiɗa ga kiɓaat kiyëgísíꞌ ngëmii ɓuwii en faanfii Kiristaaniiɗa. 
EPH.4.13	Ee iñaama, bi ga daa ɗu ɓéeɓpuu ɗu bokan kiꞌen wíinoo ga ngëmii na ɓan kiꞌínoh 
EPH.4.14	Fodaama, ɗu ensisoo tuꞌoomaa, taa ɓaa koluk kijëgíroh tóoh nookɓa na woꞌeen-nof-moroocaa gëmlukohiɓa iñaa enndii kayoh, en fan gaal-loocaa dúuscaa gek, uurisaa egisohiwa daa en ɓéeɓɗa. 
EPH.4.15	Wayee ɗu hay kiwoꞌi kayoh, taam na kiwaaroh ee ɗu aawi kiyak bi, ga iñaa en tóoh, ɗu madi na Kiristaanii en hafii jaangiiɗa. 
EPH.4.16	Yërí en ɓii hídíroh ɓéeɓ ɓuwii, ɓa abohha wíinoo fodii céeꞌcii en ga faan aboh ga tëpísciiɗa. Fodaama, kiwaarohkaa laak ga díkaantiɓaɗa onanɓa kiwëñ kiyak na kiyëgís ga ngëm, binaa yaa en ɓéeɓ tum iñaa waꞌtiɗanaa.
EPH.4.17	Iñii yii yërí mi woꞌꞌúu ee mi yii seediꞌka ga teekii Haꞌmudii an: Ɗú jomissii kipes fodii yiifaꞌcii taabuki halaatciigaɓa laakoo hafɗa. 
EPH.4.18	En kiꞌenaa, helciigaɓa kúnuk hen. Ɓa bokkii ga kipeskii Kooh onohɗa ndaga ɓa ínohoo dara ee ɓa súwin ga keeñ. 
EPH.4.19	Ɓa laakoo kaci ga dara, ɓa taabuk kibonkaa en tóoh ee ɓa kapoo ga kitum iñaa moroo.
EPH.4.20	Ɗú nak, enndii iñaa manɗa yërí ɗú jëgíru ga loo 
EPH.4.21	Man ɗú abin iñaa Yéesu woꞌ na iñaa ya jëgírohɗa? Ee ɗú ínohin an kayoh. 
EPH.4.22	Kon ɗú jomin kifoñ kipeskaa ɗú enukohee kuɗewaaɗa. Ɓadukeenaama hewiꞌin, ee iñcaa cibóníꞌcaa wa meekisohɗa ɗúki ɓoꞌ hen, yasohiri. 
EPH.4.23	Ɗú íis Helaa Kooh ga kihafci ya onndúu kiɓay halaat ciꞌas, 
EPH.4.24	ɗú ɓay ɓadukeen wiliis wiꞌas, waa Kooh tum garúu fodaa daa ya manɗa; en ɗanaa, ɗú laak kipeskaa júwin, ee selaꞌin, kaa límuk ga kayohfii.
EPH.4.25	Kon nak íisat kiwoꞌ saboh. Ɓaa en ɓéeɓ garúu woꞌat na mooroomci kayoh ndaga ɗu ɓéeɓpuu ɗu en faan fíinoo. 
EPH.4.26	Binaa ɗú aylukaa, leenaa watukat kikeen ga baakaaꞌ; aylukkúu hanat kihoowuk bi ga noh-soos. 
EPH.4.27	Kaa onat Seytaani hal garúu. 
EPH.4.28	Ɓaa lokeeranaa, ya íisat kilok, ya anagohat, ya lëgëy bi jof na kihafci; fodaama ya laak iñaa ya dímalohan ɓuwaa sooluk dímalɗa. 
EPH.4.29	Kaa meƴdohat woꞌeencaa moroo ga kúuwrúu. Kiwoꞌ naꞌ kilaakaa, enat woꞌeencaa jofin, caa laakin solu ga kiꞌon ɓuwii ɓíinoo kiyëgís ga ngëmii, ee fodaama ca haydohi yijófíꞌ ga ɓuwaa kelohicaɗa. 
EPH.4.30	Kaa léehɗat keeñii Helii yiselaꞌíꞌyii meyoh ga Koohɗa. En kiꞌenaa, Heliima, Kooh yërí tummbi garuu, ya en mandarga bi ga besaa Kooh ƴahhúu kiɓëgís ga ɓéeɓ iñaa bonin. 
EPH.4.31	Kaa abat aylook, kaa tamohat, kaa aylukohat, kaa ñarohat, kaa ɓasohat, meƴdohat kisoot ga díkaantirúu. 
EPH.4.32	Ɓaa en ɓéeɓ jofat ga mooroomci ee ya teeɓpi kimoꞌ keeñ. Bayalohat ga díkaantirúu fodaa daa Kooh bayallúu ndaga dii ɗú en wíinoo na Kiristaaniiɗa.
EPH.5.1	Waa ɗú ɓërí en towutii Kooh keeñukɗa, guuꞌguulukat kon ga kitum fodaagari. 
EPH.5.2	Teewohat kiwaaroh ga kipeskiigarúu besaa en ɓéeɓ, fodii dii 
EPH.5.3	Ɗú bok ga heetii Kooh, kërí tah kifaanuk na ɓaa en ɓéeɓ, kitum iñcaa moroo, caa mín kiꞌen tóoh, wala kiɗíibuk iñaa en yuu mooroomfu, iñcaama jomoo sah kiꞌen woꞌeen ga díkaantirúu. 
EPH.5.4	Jekkii ɓan ɗú meƴdoh ga kúuwrúu woꞌeenca korukkii, wala woꞌeencaa laakoo haf, wala woꞌeen-ƴéenɗah cisépíꞌíꞌ. Namat kay kimeƴdoh woꞌeencaa gërëmi Kooh. 
EPH.5.5	Ee nak, ínohat dijófíꞌ an ɓuwii faanuki na ɓaa en ɓéeɓɗa, ɓuwii tumi iñaa morooɗa boksanndii ga nguuraa Kiristaa na Kooh. Ɓuwii gooñi tóoh ga hafɓaɗa ɓan boksanndii ga ndaga man na ɓa jaamuki alalaa ɓa laakɗa.
EPH.5.6	Ken hanattúu kiɗúk na woꞌeencaa laakoo haf. En kiꞌenaa, iñcaama cërí tah aylukaa Kooh keeni ga ɗook ɓuwaa saŋngi kikelohiꞌɗa. 
EPH.5.7	Ɓuwaa man ɗa, kaa bokat naɓa dara. 
EPH.5.8	Kuɗewaa, ɗú enee ga ñúus. Diimaɗa, ɗú ɓii ga leeꞌlaat ndaga ɗú enin wíinoo na 
EPH.5.9	En kiꞌenaa, leeꞌlaat wërí lími kijofkaa en tóoh, kijúɓkaa en tóoh na kayohfaa en tóoh. 
EPH.5.10	Kon nak guuꞌguulukat ga kiꞌínohsoh iñaa neɓ Haꞌmudii. 
EPH.5.11	Kaa bokat ga tumeencaa caama laakoo jeriñ, ɓuwaama enukohi ga ñúusɗa. Ɓuwaama sah namatɓa kiwíiñ hen. 
EPH.5.12	En kiꞌenaa, ɓéeɓ iñcaama ɓuwii tumi ga kakayɗa nam kiꞌapoh kaci hen bi ken kaañoo gaca sah kiwoꞌ. 
EPH.5.13	Wayee binaa ca teewohu fagaa, iñaa ca en kayoh-kayohɗa dal kimeƴ lañ ga leeꞌlaataa. 
EPH.5.14	En kiꞌenaa, iñaa faanu ga leeꞌlaat tóoh en iñaa leerin. Kërí tah woꞌu an:
EPH.5.14	«Yúuduka, fu yii fu en na kineehɗa,
EPH.5.14	kolukohaa ga leeloo ɓuwii kaaninɗa,
EPH.5.14	ee Kiristaanii hayyaa kiniit na leeꞌlatiigari.»
EPH.5.15	Kon malkiskohat bi jof ga dum ɗú en na kipesɗa: hanat kiꞌen fodii ɓuwaa ñaañnjii, wayee enat fodii ɓuwaa lak kiñaañkaa meyoh ga Kooh. 
EPH.5.16	Ɗú gaaw kitum tóoh yijófíꞌyaa Kooh onndúu kimín watiɗa, ndaga jamaanii ɗu enohɗa, ɓuwii yewinin kitumi yibóníꞌ. 
EPH.5.17	Kon nak kaa enat dof wayee namat kiꞌínoh iñii Haꞌmudii waaꞌ ɗú tumɗa. 
EPH.5.18	Kaa laalat ga biiñ: iñaama ƴah kiyasoh kipeskiigarúu. Namat kilíifi na Helii yiselaꞌíꞌyii. 
EPH.5.19	Daasohat ga díkaantirúu, ɗú ƴeekɗi Haꞌmudii na ɓéeɓ keeñciirúu ƴeek-kañ, ƴeek-bak, na ɓéeɓ ƴeekcaa Helii Kooh onndúu kiƴeek. 
EPH.5.20	Ga wahtaa en ɓéeɓ, na ga iñaa en tóoh, gërëmat Kooh, Paamudii ga teekii Yéesu Kiristaa, Haꞌmudiigaruu. 
EPH.5.21	Ɗú ɓii ɗú eꞌ Yéesu Kiristaa céeꞌɗa, yaa en ɓéeɓ kelohɗat mooroomci.
EPH.5.22	Ɗú ɓeticii, kelohɗat ƴaalciigarúu fodii dii ɗú kelohiꞌ Haꞌmudiiɗa. 
EPH.5.23	En kiꞌenaa, ƴaal yërí kuliyuk, ɓetici taam ga, fodii dii 
EPH.5.24	Fodii dii jaangii kelohiꞌ Kiristaaniiɗa, ɓeticii jom kikelohiꞌ ɓiƴaalɓa fodaama ga iñaa en tóoh.
EPH.5.25	Ɗú ƴaalcii, waarat ɓeticiigarúu fodii dii ɓan Kiristaanii waaree jaangii bi ya erohha kumuunkaagari ndaga waɗa. 
EPH.5.26	Ya tumin iñaama, kooroh ga músú na Woꞌeeniigari, kisétíꞌwa, wa en wuu Kooh. 
EPH.5.27	Ya waaꞌ jaangii, ga fíkíici, wa en jaangaa morin, waa setin wic, waa laakoo sík ee laakoo iñaa jekkii ga. Wayee wa selaꞌ, ee wa en waa laakoo dara iñaa ɓoꞌ woꞌan ga yibóníꞌ.
EPH.5.28	Fodaama ɓan, ƴaalcii jomin kiwaaꞌ ɓeticiigaɓa fodaa daa ɓa waaꞌ faanɓaɗa. Ƴaal waaꞌ ɓeticinaa, lak ya waaꞌ hafci. 
EPH.5.29	En kiꞌenaa, laakoo ɓaa saŋ faanfaagari. Ya namifa kiñëmíri hen, ya toputuꞌifa fodii dii ɓan Kiristaanii tumɗi jaangiiɗa. 
EPH.5.30	Ee ɗu ɓërí en céeꞌcii faanfiigari. 
EPH.5.31	Bíduunun an: «Kërí tah ƴaal hay kifoñ paamci na eeci, ya aboh na ɓetici, ee ɓa ɓanak, ɓa en faan fíinoo»
EPH.5.32	Woꞌeenuma enin kúmpa fiyaak. Ee mi woꞌ an kërí laak ga díkaanti Kiristaanii na jaangii. 
EPH.5.33	Moona ka laak fodaama garúu ɓan: ƴaalaa en ɓéeɓ waarat ɓetici fodaa daa ya waaꞌ hafciɗa, ee ɓan ɓetifaa en ɓéeɓ onat ƴaalci céeꞌ.
EPH.6.1	Ɗú oomaacii nak, fodii dii 
EPH.6.2	Bídu ga Këyítfaa an: «Kelohɗaa paapu na eefu.» Iñaama yërí Kooh ɗeɓ kiꞌebaloh kitum, waa taam na iñaa ya dígoh ga, woꞌ an: 
EPH.6.3	«En ɗanaa, kipesfu neɓ ee fu hooꞌ kumuun ga ëldúna»
EPH.6.4	Ɗú nak paamuncii, kaa tëmírat keeñcii towutiigarúu, wayee koratɓa, ɗú jëgíriɓa fodaa daa Haꞌmudii waarohkaɗa.
EPH.6.5	Ɗú ñaamcii, kelohɗat haꞌmuncaagarúu ga ëldúnaɗa. Niikatɓa, ɗú eꞌɓa céeꞌ, taam na keeñ wisétíꞌ fodii dii ɗú tumɗi 
EPH.6.6	Ka hanat kiꞌen ga daa ɓa malaki garúuɗa tah ɗú tumi lëgëyaagarúu, kiheel ndam ɓoꞌ-súusúus. Wayee lëgëyat fodii ñaam Kiristaanii, fodii ɓaa eki keeñɓa tóoh ga kitum iñaa Kooh waaꞌ. 
EPH.6.7	Tumat lëgëyumgarúu na keeñ wisóosíꞌ. Hanat kiꞌen fodii ɓuwaa lëgëyiꞌ ɓoꞌ-súusúus wayee enat fodii ɓuwaa lëgëyiꞌ Haꞌmudii. 
EPH.6.8	Ínohat gaka an, yaa en ɓéeɓ garúu, ennda ñaam, ennda ɓaa enndii ñaam, iñaa ya lëgëy ga yijófíꞌɗa, yërí Haꞌmudii íkanndi.
EPH.6.9	Ɗú nak, Haꞌmuncii ñaamcii, tumat fodaama ga díkaantirúu na ñaamcumgarúu. Kaa dígukatɓa. Ɗú ínohin an ennda ɗú, ennda ñaamciigarúu, ɗú ɓërí bok Haꞌmun yíinoo, yii en ga asamaanɗa ee ɓéeɓ ɓuwii ɓërí hín ga fíkíici.
EPH.6.10	Iñii mi mëeñjohhúu kiwoꞌɗa yërí en an: Ɓaatukat dooli ga Haꞌmudii, na ga doolii wiyaakwii en gariɗa! 
EPH.6.11	Níkukat ganaaycii Kooh eꞌtúuɗa tóohca, doonaa fíraa Seytaani waaꞌtúu kiyeꞌoh tóoh, ɗú tëhhi tëc. 
EPH.6.12	Ndaga ɗu heñohii na ɓoꞌ-súusúus, wayee ɗu heñoh na iñcii ga díkaanti ɗook na kakay, ca cii nguuruk, ca kaañukoo, ee ca ɓay doolaa ga nguuꞌcaa ga ëldúnaanaama en ga ñúusɗa, na ɓéeɓ hel-nof-moroocii enu ga díkaanti ɗook na kakayɗa.
EPH.6.13	Kërí tah nak, ɓewat ganaaycii Kooh eꞌtúuɗa tóohca, en ɗanaa, bescaa ciméeskíꞌcaa hayaa, ɗú mín kitëh yibóníꞌyii heñohhúuɗa. Ee ɗú heñoh bi ga siñdaanaa, ɗú lís kituuk tek. 
EPH.6.14	Kon tuukat tek! Ɓewat kayohfii ɗú pëkírukfa ndíŋ ee ɗú ɓeɓ kijúɓ, ɗú tumfa kúltí-pewiñfaa ɗú ekukan kiheñohneeɗa. 
EPH.6.15	Ɓewat kikaantukohkii ga kiyéegaloh Hewhew winéwíꞌwii onohi jamɗa, ɗú ekukwa fodii ñafaꞌ ga kotciigarúu.
EPH.6.16	Wahtaa en ɓéeɓ na daa en ɓéeɓ, ɓewat ngëmii ɗú laak ga Yéesuɗa, wa en iñaa ɗú ƴímohan ɓescii abin kiwii; cii sépíꞌíꞌ-ga-nofii weesirúuɗa. 
EPH.6.17	Ɓewat ɓan kimúckii, ɗú ekukwa fodii baanu-pewiñ ga hafciigarúu ee ɗú ɓeɓ woꞌeenii Kooh, wa en kalaɓfii Helii yiselaꞌíꞌyii.
EPH.6.18	Ga wahtaa en ɓéeɓ, kíimat Kooh ga iñaa en ɓéeɓ, ɗú dímalukiri kooroh ga Helii yiselaꞌíꞌyii. Kaa neehat ee dëkat ga iñaama, ɗú kíimɗi ɓéeɓ ɓuwii enu ɓuu Koohɗa. 
EPH.6.19	Kíimɗattoo Kooh ɓan, doonaa saycaa mi lëgís kúuwroo kiwoꞌ tóoh, ya onndoo woꞌeencaa mi jom kiwoꞌɗa ee mi kaañ kiyéegaloh kúmpafii en ga 
EPH.6.20	Mi enin ɓaa Kooh wos kiyéegaloh Hewhewiima, luu enee an mi yii ga kasu. Kon kíimɗattoo bi mi kaañwa kiyéegaloh fodaa daa mi jomka kitumɗa.
EPH.6.21+EPH.6.22	Mi yii wosohhúu Tísík, ya woꞌꞌúu tóoh iñii mi enukoh diiɗa na iñii mi tumɗa. Ya mbok-kerceen, yaa mi waarin lool ee ya yii tum dijúwíꞌ lëgëyii Haꞌmudii nakohɗa. Ya hayyúu kiwoꞌ iñaa aaw garíi dii, ee ya dëlíꞌ keeñnjúu.
EPH.6.23	Kon mi yii kíim Kooh Paamudii ya na Yéesu 
EPH.6.24	Mi yii kíim Kooh barkeel ɓéeɓ ɓuwii waaruunun Yéesu Kiristaa, Haꞌmudiigaruu, ee kiwaarohkaagaɓa kaama laakoo koocɗa.
PHP.1.1	Mi 
PHP.1.2	Mi yii kíim Kooh Paamudiigaruu, ya na Yéesu Kiristaa Haꞌmudiigaruu, ɓa barkeellúu, ɓa onndúu jam.
PHP.1.3	Saycaa heliigoo kaꞌ garúu tóoh, mi gërëm Koohyii mi gëmɗa. 
PHP.1.4	Ee saycaa mi kíimiꞌtúu Kooh tóoh, mi taabi ga na keeñ wisóosíꞌ, 
PHP.1.5	ndaga ɗú amɗohinndoo dijófíꞌ ga kiyéegaloh 
PHP.1.6	Iñii yii wóorinndoo: Kooh, yii dalin kitum lëgëyii wijófíꞌ wii wiima ga ɗuuƴcúuɗa haywa kitumi bi ga daa wa matan ga bëríinaa Yéesu 
PHP.1.7	Binaa ɗú ɓéeɓpúu, mi halaat iñuma garúunaa, mi ëldohhii ndaga mi ekinndúu ga keeñiigoo. En kiꞌenaa, ɗú abin ga lëgëyii Kooh sassoo kitumɗa, ee ɗú ɓéeɓpúu ɗú hotin kijofkiigari ya laak garuuɗa. Ɗú ɓii tumka, hídaa dii mi en ga kasuɗa, ee ɗú ɓii tumka ga dii mi lebiroh kituukiꞌ Hewhewii winéwíꞌwii, mi yaa jangatwa ga daa mi wëñ kimínɗa. 
PHP.1.8	Ehee! Ɓéeɓpúu, mi waarinndúu lool fodii dii Yéesu Kiristaa waaꞌtuuɗa. Ee iñaama Kooh ínohin an kayoh. 
PHP.1.9	Iñii yii, yërí mi kíimiꞌtúu Kooh: Mi kíim kiwaarohkii en ga keeñnjúuɗa wëñ kiyak, aaw fíkíi, ɗú wëñ kiꞌínoh kayoh-kayohɗa, ee ɗú mín kiꞌínohsoh iñaa en tóoh. 
PHP.1.10	Fodaama, ɗú hay kimín kiꞌínoh iñaa gënɗa, doonaa bëríinaa Kiristaanii hayisanɗa, ɗú en ɓiɓoꞌ ɓisétíꞌ, ee ken laakoo iñaa ya woꞌan garúu yibóníꞌ. 
PHP.1.11	Kipeskiigarúu, kooroh ga Yéesu Kiristaa, ka líif na tumeen cijúwíꞌ, caa ndaman Kooh ee ca kañiri.
PHP.1.12	Mbokcii, mi waaꞌ ɗú ínoh an iñii dallooɗa nam kiꞌon Hewhewii winéwíꞌwii kiɓaat kisíw. 
PHP.1.13	Karin sah bi ɓéeɓ soldaaꞌcii watuki kaanfii gúwernëeꞌɗa na ɓéeɓ ɓuwii ɓíinoo ínohuunun diima an kisúrgaꞌuk ga 
PHP.1.14	Ee iñii wëñ kiyewin ga mbok-kerceenciiɗa, daa ɓa hotee an mi laguunun ga kasu, ɓa wëñnja kiꞌam 
PHP.1.15	Laakin gaɓa nak ee kayoh, ɓuwaa en na kijangat ga teekii 
PHP.1.16	Ɓuwii mi mëeñjoh kiwoꞌ ɓii taabu ga na kiwaaroh. Ɓa ínohin an Kooh yërí sassoo kilebiroh kituukiꞌ Hewhewii winéwíꞌwii. 
PHP.1.17	Ɓuwii mi ɗeɓ kiwoꞌɗa nak, enndii keeñ wisétíꞌ ekɓa ga, wayee ɓa heel kinookoh doŋ. Ɓa halaat fodaama kiɓaattoo coonu ga dii mi en ga kasuɗa. 
PHP.1.18	Iñaama ɓa tum ga helɓaɗa, waa wa jof, waa wa joffii tóoh, dara ɓíttiiroo ga! Iñii laak soluɗa wërí en an Kiristaanii yii yéegalohu; mi yii neɓluk ga ee mi hay ɗa kiwëñ kineɓluk ga.
PHP.1.19	En kiꞌenaa, wóorinndoo híl an iñcii mi daƴɗa onanndoo kimúc ndaga kíimcii ɗú kíimɗiroo Koohɗa na ɓan amɗohii Helii Yéesu Kiristaa amɗohirooɗa. 
PHP.1.20	Mi abin yaakaaꞌ wiyëgísíꞌ an mi kaciꞌanndii múk ga fíkíi Kooh. Hanaa kay, ennda diimaɗa ee bi taaꞌ, waa mi kaan waa mi pes, mi laakan hel widëlíꞌ, ee fodaama mi hay kiteewoh kiyakkii ndamii Kiristaanii ga ɓéeɓ kipeskiigoo. 
PHP.1.21	En kiꞌenaa, mi ga kihaffoo, Kiristaanii en kipeskiigoo ee kikaan ɓaatanndoo hen. 
PHP.1.22	Ee en lak mi lís kipesaa, mi mín kiɓaat kilaak jeriñ, kon mi jom ya kitanuk? 
PHP.1.23	Mi nak, mi laak hel kanak: mi waarin kimeyoh ga kipeskii kii, mi ennee na Kiristaa. Iñaama yërí gën garoo fúuf. 
PHP.1.24	Wayee iñaa wëñ kilaak soluɗa wërí en mi tes ga ëldúna ndaga ɗú. 
PHP.1.25	Iñaama wóorinndoo ee mi ínohin an mi hay kites, mi en narúu ɗú ɓéeɓpúu kiꞌamɗohhúu doonaa ɗú aaw fíkíi ga ngëmii, ee keeñnjúu soos ga ngëmii ɗú laakɗa. 
PHP.1.26	Fodaama, binaa mi hayis garúunaa, ɗú hay kiɓaat kindamukoh Yéesu Kiristaa ndaga mi. 
PHP.1.27	Ga iñaa mín kilaak tóoh, pesat fodii dii Hewhewii winéwíꞌwii woꞌ ga loo Kiristaa nakoh kaɗa. En ɗanaa, waa mi hayyúu kiwaaknee, waa mi en diliis tóoh, mi hay kimín kikeloh an ɗú bokin hel ee ɗú bokin fít wíinoo kilebiroh kituukiꞌ ngëmii Hewhewii winéwíꞌwii haydohɗa. 
PHP.1.28	Mi hay kikeloh ɓan an ɗú niikoo ɓuwii heñohirúuɗa. Iñaama nak hayɓa kiteeɓ an ɓa aaw ga kisaŋkuꞌuk, teeɓɓa ɓan an ɗú, ɗú aaw ga kimúc. Ee iñaama meyoh ga Kooh. 
PHP.1.29	En kiꞌenaa, Kooh yërí onndúu, eemmbii rek ga kigëm ga Kiristaanii, wayee bi ga kitook kisodalu ndaga Kiristaanii. 
PHP.1.30	Fodaama, ɗú naroo, ɗu ɓërí bok lebirii, wa wíinoo ee wa wërí ɗú hotee mi lebirohee kuɗewaa ee wërí ɗú keloh mi lís lebiroh.
PHP.2.1	Man enii ɗú en wíinoo na 
PHP.2.2	Kon júwohat ga díkaantirúu, ɗú waaroh, ɗú bok hel, ɗú bok halaat. En ɗanaa, keeñnjoo soos seɓ. 
PHP.2.3	Kaa tumat dara kiheel kikuliyuk ɓimooroommbúu wala kiheel ndamaa enndii tús, wayee namat haffúu kiyóoskíꞌ hen, ɓaa en ɓéeɓ tík mooroomci daa paafin daa ya tík hafciɗa. 
PHP.2.4	Kaa eemat rek ga kiheel iñaa gën garúu, yaa en ɓéeɓ halaatat ga iñaa gën ga mooroomci ɓan. 
PHP.2.5	Ɓayat ɓadukeenaa man na waa Yéesu Kiristaa teeweerúuɗa.
PHP.2.6	Ya mos kiꞌen Kooh wayee ya mosoo kinookuk kihín na Kooh.
PHP.2.7	Wayee ya nammba kifoñ na kihafci tóoh iñaa ya laakeeɗa, ya tummba hafci súrga.
PHP.2.7	Ya mannda na ɓuwii, ee ɓaa hotti tóoh, ínoh an ya ɓay faan ɓoꞌ-súusúus.
PHP.2.8	Ya yóoskíꞌta hafci, ya teewohha kikelohiꞌ Kooh bi ga kikaan, kikaan sah ga kuraanaa.
PHP.2.9	Kërí tah, Kooh ɓëwíꞌtari, ya hanohha ɓéeɓ ɗook, ya eꞌtari teek waa wëñ kiyak teekoo teek.
PHP.2.10	En ɗanaa, ga teekii Yéesu Kiristaa, ɓéeɓ bok kiƴíꞌ ga fíkíici, ennda ga asamaan, ennda ga kakayfii, ennda ga fíldoo kakayfii,
PHP.2.11	ee yaa en ɓéeɓ meƴdoh ga kúuwci an Yéesu 
PHP.2.12	Kon nak, ɗú ɓii mi keeñukinɗa, ɗú ɓii saycaa en tóoh ɗú kelohɗeeraroo, ga waa mi en narúuɗa, wëñattoo kikelohiꞌ wati, hídaa ga dii mi enissii narúuɗa tóoh. Lëgëyat kiteewoh an ɗú múcin, taam na kiniik Kooh, na kiꞌeꞌti céeꞌ wiyaak. 
PHP.2.13	En kiꞌenaa, Kooh yërí lëgëyi ga ɗuuƴcúu, kiꞌonndúu kimín kiwaaꞌ na kitum iñaa taaboh na iñii ya natɗa. 
PHP.2.14	Iñaa ɗú tum tóoh nak, kaa taabat ga na kicapatuk wala kiñaꞌsukoh. 
PHP.2.15	En ɗanaa, ɗú laakoo sík, ɗú set wic, ɗú en ɓitowu Kooh taa laakoo dara iñaa ɓoꞌ woꞌan gaɓa yibóníꞌ ee ɗú kíndohsoo ga ɓuwii ga ëldúna júwussii ee ɓa ɓiɓoꞌ ɓibóníꞌɗa. 
PHP.2.16	Ɗú jom kimelic ga ɗuuƴ ɓuwii fodii dii olcii melici ga asamaanɗa, ɗú haydohiꞌɓa Woꞌeenii onohi kipesɗa. Binaa ɗú tum iñaamanaa, mi hayyúu kimín kindamukoh, bëríinaa 
PHP.2.17	Luu enee an mi apsan hen, ñífiigoo aamuk doonaa ngëmii ɗú laak ga Koohɗa mat, ee mi man na anah waa akitohu na sarah waa tumɗu Kooh, mi neɓlukin ga iñaama ee mi neɓluk ga narúu ɗú ɓéeɓpúu. 
PHP.2.18	Ɗú ɓan, neɓlukat fodaama ee ɗú bok naroo kineɓluk.
PHP.2.19	Mi abin yaakaaꞌ kiwosohhúu Tímotée ga iñaa maañanndii, neɓ Yéesu, Haꞌmudiinaa. En ɗanaa helloo mín kidal ga iñaa ya ƴahhoo kiɓéestíꞌ ga loorúuɗa. 
PHP.2.20	Enndii Tímotéenaa, mi laakoo ken dii ɓaa bok naroo kiɓítuk na kihalaati garúu. 
PHP.2.21	Ɓii tesɗa tóohɓa, hafɓa wëñɓa kiɓít loo Yéesu 
PHP.2.22	Ɗú ga kihaffúu, ɗú ínohin an Tímotée teewohin dii ya hín kiꞌam bi yëgísin ga lëgëyii kiyéegaloh 
PHP.2.23	Kon, yërí mi am yaakaaꞌ kiwossi garúu, mi laaki iñaa leeꞌtoo ga iñii mi enukohɗanaa. 
PHP.2.24	Ee mi abin yaakaaꞌ wiyëgísíꞌ an Haꞌmudii hayyoo kiꞌon, mi hayyúu kiwaaknee, mi ɓan, ga iñaa maañanndii.
PHP.2.25	Mi abin an mi jominndúu kiwosohis Epaforodít, mbok-kerceeniigaruu, yii mi bok nari ga lëgëyii na lebirii kiyéegaloh Hewhewii winéwíꞌwii, ee ɗú woseeri garoo kihaydohiꞌtoo iñaa mi dímalukohanɗa. 
PHP.2.26	Ya waarin lool kihotissúu ɗú ɓéeɓpúu ee dii ɗú kelohin an ya ɗúukoolee henɗa, ɓítinndi bi hëpin. 
PHP.2.27	En kiꞌenaa, ya ɗúukooleera bi ya deeƴca kikaan. Wayee, Kooh laakka yërmaandi gari. Ee ya yërëmmbiiri haŋci doŋ, wayee bi ga mi ɓan, doonaa keeñnjoo leehoo lool. 
PHP.2.28	Kërí tah, mi wosohhúuri ga iñaa wëñ kigaaw doonaa ɗú hottinaa keeñnjúu soos ee mi ga kihaffoo helloo mín kidal. 
PHP.2.29	Kon binaa ya hayaa, toputuꞌatti na keeñ wisóosíꞌ ee ɗú abohhi fodii mbok-kerceen ga Haꞌmudii. Ɓuwum fodum gariɗa ɗú jominɓa kiꞌeꞌ céeꞌ. 
PHP.2.30	Tesee ga jutuut ya kaan ndaga kilëgëyiꞌ 
PHP.3.1	Ee diimaɗa mbokcii, neɓlukat ga enii ɗú en wíinoo na 
PHP.3.2	Watukat haffúu ga baay-baaycii
PHP.3.3	En kiꞌenaa, ɗu, ɗu ɓërí tum kigúrukkii kukayohkii, enndiiɓa. Ɗu jaamuki Kooh, kooroh ga Heliigari ee ɗu ndamukohi Yéesu 
PHP.3.4	Moona déy, mi ɓan mi míneera kilík yaakaaꞌtoo ga fodaama. En an laakin ɓaa fooŋ an ya mín kilík yaakaaꞌcii ga ɓoꞌaa, mi jommbika kiwëñ kimín. 
PHP.3.5	Mi gúru ga besaa wiyitnakaahaywaa mi límohuɗa. Mi bok ga heetii 
PHP.3.6	Mi kaantukohee ga hen bi mi ennda kihatal kerceencii ga kipesɓa. En ga loo kitaabuk iñii Waasii Móyíis nakohɗanaa, laakéeríi dara iñaa mi ɗeeŋ ga, mi taabukeewa hen ga tóoh. 
PHP.3.7	Mi abee an iñcaama laakɗinndoo jeriñ, wayee diimaɗa, mi hotohca sooƴ ndaga Yéesu 
PHP.3.8	Ee sah eemmbii ga iñcuma doŋ. Iñaa en ɓéeɓ mi abohhi sooƴ ndaga iñii wëñ kijof ga tóoh ee wërí en kiꞌínoh Yéesu Kiristaa Haꞌmudiigooɗa. Ya yërí tah mi foñin tóoh. Iñcaama tóohca, mi aaminca caluus doonaa mi mín kilaak Kiristaanii, 
