GEN.1.1	A kipatcilin Pasian in van le lei piangsak hi. 
1CO.16.22	 Mi khatpeuh in Topa a it kei leh hamsiatna thuak ta hen. Topa aw, hong pai ta in! b
1CO.16.23	 Topa Jesu hehpihna note tawh om ta hen.
1CO.16.24	 Christ Jesu sunga om note khempeuh tawh ka itna om ta hen. Amen. c
2CO.1.1	Pasian deihna hanga Christ Jesu sawltakpi Paul le i sanggampa Timothy in,
2CO.1.1	Corinth a Pasian pawlpi tung le Achaia gam sung tenga misiangte khempeuh tungah:
2CO.1.2	 I Pa Pasian le Topa Jesu Christ tung pana hehpihna le lemna no tungah om ta hen.
2CO.1.3	 Eite Topa Jesu Pasian le Pa, khuatuahna Pa le hehnepna khempeuh Pasian kiphat ta hen. 
2CO.1.4	 Pasian tung pana ka ngah uh hehnepna tawh gim thuakte ka hehnep theih nadingun amah in kote ka gim thuakna khempeuh panun hong hehnem hi. 
2CO.1.5	 Ahang in, kote nuntakna sunga hong luang Christ thuaknate bang tektekin Christ tungtawna hong pai kote hehnepna a dimlet hi. 
2CO.1.6	 Kote ka lungdon uh leh note hehnepna le hotkhiat nading ahi hi; kote hong kihehnem leh tua in kote thuak bangbang na thuak zawh nading uh note thuakzawhhatna hong guan hehnepna ahi hi. 
2CO.1.7	 Ko thuakte bang tektek na thuakna uh le kote hehnepna na ngah manun note adinga ka lametna uh a kip hi.
2CO.1.8	 Sanggamte aw, Asia gama ka thuak uh haksatnate thu theihsak lo-a na om ding uh ka deih kei hi. Nuntakna nangawn khahsuah nading zahin kote thuak zawhzah valin hong kinehcih hi. 
2CO.1.9	 Hitakpi hi, ka lungsimun sihna thu khenna a thuak khinin ka kingaihsun uh hi. Ahi zongin ko le ko kimuang loin misite a thosak Pasian ka muan nadingun hih thu a piang ahi hi. 
2CO.1.10	 Amah in kote tua banga lauhuai sihtheihna panin hong hukhia khin a, hong hukhia lai ding hi. Na thungetna uh tawh nong huhna uh hangin amah in hong hukhia lai ding ci-in amah ka lamen uh hi. 
2CO.1.11	 Tua ciangin mi tampite thungetna dawnga, hehpih angvanna ko tungah hong kipia ahi manin kote a
2CO.1.12	 Kote kisialhna hih ahi hi: Leitunga ka gamtatnate uh le a diakdiakin note tawh i kizopna thu ah kote ngaihsutna zang loin Pasian tung pana sianthona le cihtakpina tawh ka gamtatna uh ka lungsim kitheihna un teci a pang hi. Kote in leitung pilna tawh kizui-in hih loin Pasian hehpihna tawh kizui-in tua bangin ka hih uh hi. 
2CO.1.13	 Ahang in, note in na sim theih loh ding uh le na theihtel loh dingun bangmah kong gelh kei uh hi. 
2CO.1.14	 Tua ciangin note in kote a kim lo-a nong theihsa uh bangin Topa Jesu ni ciangin kote in note kong kisialhpih ding bangun note in zong kote hong kisialhpih thei ding ci-in a cingtaka na theihtel takpi ding uh ka lamen hi.
2CO.1.15	 Hih mah ka muan manin nihvei na hamphat theih nadingun note kianga hawh masak dingin ka geel hi. 
2CO.1.16	 Macedonia a ka pai kawmin no kiangah hong hawhin, Macedonia pan kong ciah ciangin hong bang leuleu lenga, Judea ka manawh ciangin hong kha le uhcin ci-in ka geel hi. 
2CO.1.17	 Hici-a ka geel ciangin baihtaka geelziau ka hi hiam? Ahikeh lei mite hih bangin, Hihi, hihi," le "Hikei, hikei," cih a thuah lel ka hi hiam?
2CO.1.18	 Ahi hangin Pasian a muanhuai takpi bangin kote in note tunga kong thupuak uh, "Hihi," le "Hikei," a hikhawm kei hi.
2CO.1.19	 Ahang in, note lakah kei le Silas a
2CO.1.20	 Ahang in, Pasian in bangzah ta in thuciam a bawl khin zongin tuate Christ sungah,"Hihi," cih ahi khin hi. Tua ahi ciangin ama tungtawnin Pasian minthan nadingin eite in, "Amen," i ci hi. 
2CO.1.21	 Tu-in Christ sungah note le kote kiptaka hong ding khawmsakpa Pasian ahi hi. 
2CO.1.22	 Amah in eite sathau hong nilh zo a, ama hong neihna seal eite tungah hong khenin, hong tung ding ciamna-in khamkholhna ama Kha eite lungsungah hong koihsak hi.
2CO.1.23	 Corinth ah kong kileh kik lohna note kong dopna ahilam ka teci ding Pasian ka ko hi. 
2CO.1.24	 Note upna tunga kiliansak hi loin, note na upna hangun kiptaka ding na hi manun, na lungnop nadingun no tawh a semkhawm ka hizaw hi.
2CO.2.1	Tua ciangin note a dahsaka kong hawh nawn loh nadingin ka lungsim ka khensat hi. 
2CO.2.2	 Ahang in, note hong dahsak leng kong dahsak note longal kei hong nuamsak ding kua dang om ahi hiam? 
2CO.2.3	 Kong pai ciangin kei hong lungnuamsak dinga kilawmte in hong lungkhamsak loh nadingin hih bangin lai kong gelh hi. Kei lungnopna hong lungnoppih dingin note khempeuh tungah muanna ka nei hi. 
2CO.2.4	 Ahang in, note kong lungkhamsak nopna hi loin kong itna athukzia kong theihsak nopna-in lungdonna lianpi, lungsung natna le khitui tampi tawh lai hong gelh ka hizaw hi.
2CO.2.5	 Ka uanggenna hi loin mi khatpeuh in lungkhamna a piansak leh note khempeuh hong lungkhamsakna zahin kei hong lungkhamsak lua kei hi. 
2CO.2.6	 Mi a tamzawte in ama tungah gawtna a piak uh ama adingin kicing khin hi. 
2CO.2.7	 Tu-in ahileh tua sangsikin amah a khengvala dahna in a vukcip loh nadingin maisakin na hehnep zawk ding uh kisam hi. 
2CO.2.8	 Tua ahi manin amah na itna uh kipsak kik dingin note kong kun hi. 
2CO.2.9	 Lai kong gelhna pen note in zia-etna thuak zo-in na khempeuh ah na thumang uh hiam, cih kong zia-etna ahi hi. 
2CO.2.10	 Note in mi khatpeuh na maisak uh leh kei zong amah ka maisak hi. A mawhna ka maisak khitin maisak ding dang a om lai leh note tangin Christ muhna ah 
2CO.2.11	 Satan in eite hong nopneh loh nadingin amah ka maisak hi. Ahang in, ama hong sawmnate i haih kei hi.
2CO.2.12	 Troas ah Christ lungdamna-thu gen dingin ka pai lai-in Topa in kei ading kong khat hong honsak hi, cih thei napi, 
2CO.2.13	 tua lai-ah ka sanggampa Titus mu lo ka hi manin ka lung a nuam kei lailai hi. Tua ciangin amaute mangpha ka khaka, Macedonia ah ka paisuak hi.
2CO.2.14	 Ahi zongin Christ hanga gualzawhna ah hong makaih den kote tungtawna ama theihna namtui mun khempeuh ah a kizelsakpa Pasian tungah lungdamna om ta hen. 
2CO.2.15	 Ahang in, a kihonkhiate le a mangthangte lakah kote, Pasian tungah gimnamtui ka hi uh hi. 
2CO.2.16	 Khat tungah sihna gimnam ka hi uh a, adang khat tungah nuntakna gimnamtui ka hi uh hi. Tua bang nasem dingin kua kicing ahi hiam? 
2CO.2.17	 Mi tampite tawh kibang loin met nadingin Pasian thu ka thangbawl kei uh hi. Tua sangsikin Pasian kiang pana kisawl mite bangin Pasian mai-ah cihtakna tawh Christ sungah thu ka gen uh hi.
2CO.3.1	Kote, ko le ko kiphat kik dinga kipan ka hi uh hiam? Ahikeh mi pawlkhatte bangin note tungah ahikeh note tung panin panpihna laite kisam ka hi uh hiam? 
2CO.3.2	 Note mahmah kote lungtang tunga kigelhsa, mi khempeuh in thei-a a sim uh lai na hi uh hi. 
2CO.3.3	 Note Christ tung pana lai na hi uh a, kote nasep gah, laitui tawh kigelh hi lo, a nungta Pasian Kha tawh a kigelh, suangpekte tungah hi lo, mihing lungtang pekte tunga kigelh lai na hina uh na lak uh hi.
2CO.3.4	 Christ tungtawnin kote in Pasian mai-ah tua zahta kimuanna ka nei uh hi. 
2CO.3.5	 Na khatpeuh ko pana piang hi, ci-a ngaihsun dingin ko mahmah in kicinna ka nei kei uh hi. Kote kicinna Pasian tung pan hizaw hi. 
2CO.3.6	 Amah in kote lai-a gelh hi loin Kha in thukhun thak nasemte bangin hong kicingsak zo hi. Ahang in, lai gelh in that a, ahi hangin Kha in nuntakna a pia hi.
2CO.3.7	 Tu-in sihna hong tun nasepna, tua suang tunga kigelhkuak laimalte a mual thei minthanna hi napi-in Israel-te in Moses maitang tangtaka a et theihloh zah a, minthanna tawh hong tung ahileh 
2CO.3.8	 Kha nasepna minthang zawtham lo ding ahi hiam? 
2CO.3.9	 Mihingte a mawhpaih nasepna minthang ahileh thumaanna hong tun nasepna nak minthan zaw ngel ve! 
2CO.3.10	 Ahang in, a minthang ngeisa in a minthang zaw tham tawh tehin tu-in minthanna a nei nawn kei hi, 
2CO.3.11	 A mual thei nangawn minthanna tawh hong tung ahileh a om den minthanna bangzahin a lianzaw tham tam!
2CO.3.12	 Tua ahi manin tua bang lametna ka neih khit nungsangun ka hang mahmah uh hi. 
2CO.3.13	 Kote ka hi uh leh a maitanga a vangtannate a mual hiaihiai lam Israel-te in a muh loh nadinga a maitang puan a khuhpa Moses bang ka hi kei uh hi 
2CO.3.14	 Ahi hangin amaute lungsim kimawlsaka tuni dongin thukhun lui a kisim ciangin tua khuhna puan mah a om lai hi. Christ tungtawnin kilakhia thei bek ahi manin a kihawkkhiatsak nai kei lai hi. 
2CO.3.15	 Tuni dong nangawnin Moses laite a kisim ciangin khuhna puan in amaute lungtang a khuh lai hi. 
2CO.3.16	 Ahi hangin mi khatpeuh Topa lamah a kihei peuhpeuh ciangin khuhna puan a kihawkkhia ahi hi. 
2CO.3.17	 Tua Topa pen tua Kha hi-a, Topa Kha a omna ah suahtakna a om hi. 
2CO.3.18	 Maitang kikhuh lo-a Topa minthanna a tang sawnsak a
2CO.4.1	Tua ahi manin kote in Pasian lainatna tungtawna hih nasep ka neih khit nungsangun ka lungkia kei uh hi. 
2CO.4.2	 Tua sangin a simtham le a zumhuai-a gamtatnate ka tawpsan uh hi. Khem bawlnate zang loin Pasian thu zong ka lehkaih kei uh hi. Tua sangsikin tua thutak teltakin ka pholak uh a, Pasian mitmuh ah mi khempeuh lungsim tawh kituakin ka om zaw uh hi. 
2CO.4.3	 Tua ciangin ko gen lungdamna-thu a kikhuh leh zong a mangthangte adinga kikhuh hi lel hi. 
2CO.4.4	 Pasian lim a hipa Christ minthanna lungdamna-thu khuavak a muh theih loh nadingun a um lote lungsim mit hih khanghun pasian in a tawsak hi. 
2CO.4.5	 Ahang in, kote in ko thu ka gen kei uh a, Jesu Christ Topa a hina le Jesu hanga note nasem ka hina uh ka genzaw uh hi. 
2CO.4.6	 Ahang in, "Khuamial lak panin khuavak tang hen," b
2CO.4.7	 Ahi hangin na khempeuh sanga lianzaw, a vangliatna kote tung pan hi lo Pasian tung pan a hina a kilat nadingin hih gou, leibeelte sungah ka nei uh hi. 
2CO.4.8	 Kote ka kimkot panun nakpi-in hong kinehcih hangin netkhapin ka om kei uh hi; amkhamin ka om uh hangin lung mangin ka om kei uh hi; 
2CO.4.9	 bawlsiatin ka om uh hangin taihsatin ka om kei uh hi; hong kisattuk hangin hong kisusia kei hi. 
2CO.4.10	 Kote pum tungah Jesu nuntakna zong a kilaak theih nadingin kote pumpi ah Jesu sihna ka pua kawikawi uh hi. 
2CO.4.11	 Ahang in, a si thei kote pumpi tungah ama nuntakna a kilat theih nadingin a nungta kote, Jesu hanga si dingin piakkhiatsa in ka om tawntung uh hi. 
2CO.4.12	 Tua ahi tak ciangin kote sungah sihna in na sem a, ahi hangin note sungah nuntakna in na a sem hi.
2CO.4.13	 "Ka um hi; tua ahi manin ka gen zo hi" c
2CO.4.14	 Bang hang hiam cih leh misi pana Topa Jesu a thosakpa in Jesu tawh kote hong thosak khawm dinga, ama omna ah kote tawh note hong tunkhawm ding hi, cih ka thei uh hi. 
2CO.4.15	 Hihte khempeuh note phattuam nading hi-a, mi a tam semsemte kianga tung, tua hehpihna in Pasian minthan nading lungdamkohna a dimlet a piansak theih nading ahi hi.
2CO.4.16	 Tua ahi manin ka lungkia kei uh hi. Ka pualam uh a kiamkiam hangin ka sunglam uh a ni a ni-in hong kithak suaksak hi. 
2CO.4.17	 Ahang in, a cihtak lo le hun tomno sunga ka thuak uh lungkhamnate in tuate khempeuh a khup tawntung minthanna kote hong ngahsak hi. 
2CO.4.18	 Tua ahi ciangin a kimu theite mitsuan loin a kimu thei lote ka mitsuanzaw uh hi. Ahang in, a kimu theite tomkha kal sung bek om a, a kimu thei lo pen ahileh a om tawntung ahi hi.
2CO.5.1	Tu-in eite tenna leibuk a kisiat leh mihing khut tawh kibawl lo, Pasian bawlsa tawntung inn khat vantungah i neih lam i thei hi. 
2CO.5.2	 Tu laitakin vantunga ten nading hong kisilhsak ding lunggulhin i thum i tau hi. 
2CO.5.3	 Bang hang hiam cih leh eite hong kisilhsak ciangin guaktangin i om kei ding hi; 
2CO.5.4	 ahang in, eite hih buk sungah i om laitakin hong kigimsaka i tau hi; tua pen silh loh ding i ut man hi loin i vantung tenna hong kisilhsak ding i ut man le a sithei pen nuntakna in a valh ding i ut man hizaw hi. 
2CO.5.5	 Tua hi-a hih ding mah a eite hong bawl Pasian in hong tung ding khamkholhna-in Kha hong piakhol zo hi.
2CO.5.6	 Tua ahi manin eite muangtakin i om den a, i pumpi-a i om laitengin Topa kiang tawh i kigamlat lam lah i thei hi. 
2CO.5.7	 Eite muhna tawh nungta loin upna tawh i nungta hi. 
2CO.5.8	 Eite lungmuangtakin i om a, pumpi nusia-in Topa tawh inn a omkhawm ding i utzaw lai hi, ka ci hi. 
2CO.5.9	 Tua hi-a i pumpi inn ah i om a, i om kei zongin amah i lungdamsak ding i tuppi pen ahi hi. 
2CO.5.10	 Ahang in, eite khempeuh Christ thukhenna tokhom mai-ah i ding pelmawh ding hi. Tua ciangin mi khempeuh in asia ahi zongin apha ahi zongin, pumpi-a a om sunga a hihsate hangin amau ngah dinga kituakte a sang ding uh hi.
2CO.5.11	 Tua ahi ciangin kote in Topa kihtakzia ding thei ka hi manun mite zol ding ka hahkat uh hi. Kote ka hi bangun Pasian mai-ah a kiteltakin ka kilang uh a, tua pen mah note in zong na lungsim uh tawh na theihtel ding uh ka lamen hi. 
2CO.5.12	 Lung sunga om pen hi lo, a kimu thei pen a kisaktheihpihte na dawn theih nadingun note tungah hong kisial kik ka hi kei uh a, kote nong kisaktheihpih nadingun hun hoih hong bawlsak ka hizaw uh hi. 
2CO.5.13	 Kote ka hai uh leh Pasian hang ahi hi; ka hai kei uh leh note ading ahi hi. 
2CO.5.14	 Ahang in, mi khempeuh adingin mi khat si-a, tua ahi manin mi khempeuh si hi, cih taksang takpi ka hi manun Christ itna in kote hong sawl teitei hi. 
2CO.5.15	 Tua hi-a ama hangin a nungtate amau adingin nungta nawn loin amau adingin si-a, a tho kiksakpa adingin a nuntak theih nadingun amah mi khempeuh tangin a si hi.
2CO.5.16	 Tua ahi ciangin tu-a kipan kote in leitung mite muh bangin kuamah ka mu kei uh hi. Khatvei lai-in hih bangin Christ ka na mu uh a, tu-in ka mu nawn kei uh hi. 
2CO.5.17	 Tua ahi ciangin mi khatpeuh Christ ah a om leh amah piansak thak ahi hi; alui pen beimanga, athak a tung zo hi! 
2CO.5.18	 Hihte khempeuh Christ tungtawna kote amah tawh hong kilemkiksaka kilemna nasep hong piapa Pasian tung pan ahi hi: 
2CO.5.19	 Pasian in Christ tungtawnin leitung amah tawh kilemsaka, mihingte mawhna amaute mawhna-in a simsak kei hi. Tua hi-a, tua kilemkiksakna thupuak kote hong kemsak hi. 
2CO.5.20	 Tua ahi manin kote tungtawnin Pasian in hih ngetna hong bawl bangin kote Christ palaite ka hi uh hi. Kote in Christ tangin: Pasian tawh kilemkik un, ci-in kong thum uh hi. 
2CO.5.21	 Eite ama tungtawnin Pasian thumaanna i suah theih nadingin Pasian in mawhna a nei lo amah eite adingin mawhna a
2CO.6.1	Pasian tawh na semkhawm ka hi uh bangin Pasian hehpihna kimanna a nei lo-a ngah na suah loh nadingun kong thum uh hi.
2CO.6.2	 Ahang in amah in, "Kong angvan hunin note kong za a,
2CO.6.2	hotkhiatna ni-in note kong huh hi," b
2CO.6.2	Pasian angvan hun tuhun hi-a, hotkhiatna ni tuni ahi hi, cih kong gen hi.
2CO.6.3	 Kote nasep a kiminsiatsak loh nadingin kuama lamlai-ah kimuktuk nading ka koih kei uh hi. 
2CO.6.4	 Pasian nasemte ka hi mah bangun lam khempeuh ah ko le ko a phathuai-in ka kilangsakzaw uh a: bawlsiatna thuakna ah; lungmanna ah, haksatna le lungdonna ah; 
2CO.6.5	 satnate ah, koltanna le ngongtatna ah; naham sepna, zana ihmut theihlohna le gilkialna ah; 
2CO.6.6	 siangthona, theihtelna, lungduaina le migitna ah; Khasiangtho le it takpina in; 
2CO.6.7	 thutaka genna le Pasian vangliatna tawh; veilam le taklama thumaanna galhiam tawh; 
2CO.6.8	 minthanna le simmawhna lakah, siatgenna le phatgenna lakah; a taktak hi napi a khema kingawhna bangin, 
2CO.6.9	 kithei napi a kithei lo bangin; sidekdek napi ka nungta uh hi; hong kisatgawp napi hong kithat liang lo a; 
2CO.6.10	 dah napi ka lungnuam tawntung uh a; zawng napi mi tampi ka hausak uh a; bangmah nei lo napi, na khempeuh ka nei uh hi.
2CO.6.11	 Corinth-te aw, note kiangah siit nei loin thu kong gen uh a, ka lungtang uh zapi kong hon uh hi. 
2CO.6.12	 Kote in note tungah ngaihna ka kidaam het kei uh a, kote tungah note na kidaam zaw uh hi. 
2CO.6.13	 Ko aa bangin a kilawma nong thukna-un note in zong na lungtang uh zapi in hong hon un, ci-in tate tunga thugen bangin kong gen uh hi.
2CO.6.14	 Thu um lote tawh hakkol na zawng khawm kei un. Ahang in, thumaanna le gitlohna in bang kikop khawm ahi hiam? Ahikeh khuamial le khuavak in bang kipawl khawmna nei thei ahi hiam? 
2CO.6.15	 Christ le Belial c
2CO.6.16	 Pasian biakinnpi le milimte kikal ah bang kithukimna om ahi hiam? Ahang in, eite a nungta Pasian biakinnpi i hi hi. Pasian in: "Amaute tawh ka teng dinga amaute lakah gamtangin, amaute Pasian ka hi dinga amaute keima mi ahi ding uh hi," d
2CO.6.17	 "Tua ahi manin amaute lak panin paikhia unla,
2CO.6.17	a tuamin om un.
2CO.6.17	Topa in ci hi.
2CO.6.17	A siang lo peumah lawng kei le uhcin
2CO.6.17	note kong sang ding hi." e
2CO.6.18	 "Keimah note Pa ka hi dinga,
2CO.6.18	note ka tanu ka tapate na hi ding uh hi.
2CO.6.18	Thahatpen Topa in ci hi." f
2CO.7.1	Kong it lawmte aw, hih kamciamte i neih khit nungsang, pumpi le kha a buahsakte khempeuh panin ei le ei kisiangthosakin Pasian zahtakna tawh siangthona ah bukimin om ni.
2CO.7.2	 Note lungtang sungah kote mun hong awn un. Kote kuama tungah ka khial kei uh a, kuamah siasak loin, kuamah ka zawhthawhbawl kei uh hi. 
2CO.7.3	 Note mawhpaih nadinga hih thu hong gen ka hi kei hi. Note tawh sihkhawm ahi zongin nuntak khawm nading zah dongin kote lungsim sungah note na teng uh hi, cih kong genkhol khin zo hi. 
2CO.7.4	 Note kong muang mahmah hi; note kong kisaktheihpih mahmah hi. Keimah nakpi-in kihan thawnin, kote lungmanna khempeuh ah ka lungnopna uh a dimlet hi.
2CO.7.5	 Ahang in, kote Macedonia a kong lut lai-un hih ka pumpi uh a tawlnga ngei kei hi. Ahi hangin kote kiheina peuhpeuh ah pualam ah kidona, sunglam ah launate ka tuak den uh hi. 
2CO.7.6	 Ahi hangin a kinengniamte a hehnempa Pasian in, Titus hong tunna tawh hong hehnemin, 
2CO.7.7	 ama hong tunna hang bek hi loin note in amah na hehnemna hang uh zong ahi hi. Amah in kote kiangah kei nong lunggulh uh, na dahluatna uh, kei nong lunghi mawh luatna uh thute hong gena ka lungnopna a lianzaw sem hi.
2CO.7.8	 Lai kong khak hanga note hong dahsak ka hileh zong ka kisik kei hi. Ka kisik ta zongin kong laikhak in na lungsim uh a natsak lam ka thei a, ahi hangin tomcik sung bek ahi hi. 
2CO.7.9	 Note kong dahsak hang hi loin, na dahna un note hong kisiksakna hangin tu-in ka lung a dam hi. Ahang in, Pasian geel banga dah na hi uh hi; banglam banglam ah kote hong natsak hi lo hi. 
2CO.7.10	 Pasian lama dahna in hotkhiatna a tun kisikna piangsak a, a kisuanlah huai kei hi. Ahi hangin leitung dahna in sihna a tun hi. 
2CO.7.11	 En dih un hih Pasian lama dahna in note sungah bang cihtakna, no le no kihahsiang nop nading bang lawpna, bang ngaihdahna, bang patauhna, bang lunggulhna, bang lunghi mawhna, amaana thukhen ding a tunsak lam mu un. Hih thu tawh kisai-in bangmah peuhah na mawhpen’ lam uh na kiciansak zo uh hi. 
2CO.7.12	 Tua hi-a note kiangah ken kong gelh ta zongin a khiala gamtapa hang hi lo a, a thuakte pawl hang zong ahi tuan kei hi, ahi hangin kote tungah note na kipiak zawhna uh nomau le nomau in Pasian mai-ah na muh theih nading uh hizaw hi. 
2CO.7.13	 Hihte khempeuh hangin kote hong kihanthawn hi.
2CO.7.13	Kote hong kihanthawn banah note khempeuh hanga Titus in lungsim thathak a ngah mana a lungdam luatna ka muh uh ciangin ka nuam diak uh hi. 
2CO.7.14	 Ama tungah note kong kisaktheihpih a, tua thu ah nong zahlaksak kei uh hi. Ahi hangin note tunga kong gente khempeuh uh a maan ahi bangin Titus tunga note kong kisaktheihpihna uh zong a maanna hong lak hi. 
2CO.7.15	 Note khempeuh in a thu mangin lau le ling kawmin amah na san uh, a ngaihsut kik ciangin amah in note hong itna a lian semsem hi. 
2CO.7.16	 Note tungah muanna a kim kong neih theih manin ka nuam hi.
2CO.8.1	Sanggamte aw, tu-in Macedonia pawlpite tunga Pasian piak hehpih na thu na theih ding uh ka deih hi. 
2CO.8.2	 Amaute nakpi-a zia-et bawlsiatna lak pan, a lungnopna uh a dimletna le a zawn luat mahmahna panun nakpi-a citna nak nei-in a phulto hi. 
2CO.8.3	 Ahang in, amaute in a piak theih zahzah uh le a piak theihzah val nangawn uh a piak lam uh ka theihpih hi. Amau utthu-in, 
2CO.8.4	 misiangte ading nasepsakna amau zong hamphatna a tanh theih pah nadingun kote kiangah hong ngen uh hi. 
2CO.8.5	 Ko lamet bangin hih loin Topa tungah amau mahmah kipia masa-in tua khit ciangin Topa deihna tawh kituakin ko tungah hong kipia uh hi. 
2CO.8.6	 Tua ahi ciangin Titus in a masa lai-a a na patkhitsa ahi manin hih note hehpihna nasep hong zawhpih vet dingin amah ka na kun uh hi. 
2CO.8.7	 Ahi hangin note upna, thugenna, theihna, cihtakna khempeuh le kote a
2CO.8.8	 Note thu kong pia kei hi. Ahi hangin midangte cihtakna tawh tehin note itna a taktak ahina kong theih nop man ahi hi. 
2CO.8.9	 Ahang in, i Topa Jesu Christ hehpihna na thei uh hi; ama zawnna tungtawna na hauh theih nadingun amah a hau hi napi note hangin a zawng hi.
