GEN.1.1	In the beginning, when God created the universe,
1CO.16.6	I shall probably spend some time with you, perhaps the whole winter, and then you can help me to continue my trip, wherever it is I shall go next. 
1CO.16.7	I want to see you more than just briefly in passing; I hope to spend quite a long time with you, if the Lord allows.
1CO.16.9	There is a real opportunity here for great and worthwhile work, even though there are many opponents.
1CO.16.11	No one should look down on him, but you must help him continue his trip in peace, so that he will come back to me; for I am expecting him back with the believers.
1CO.16.12	Now, about brother Apollos. I have often encouraged him to visit you with the other believers, but he is not completely convinced
1CO.16.13	Be alert, stand firm in the faith, be brave, be strong. 
1CO.16.14	Do all your work in love.
1CO.16.16	to follow the leadership of such people as these, and of anyone else who works and serves with them.
1CO.16.17	I am happy about the coming of Stephanas, Fortunatus, and Achaicus; they have made up for your absence 
1CO.16.18	and have cheered me up, just as they cheered you up. Such men as these deserve notice.
1CO.16.20	All the believers here send greetings.
1CO.16.20	Greet one another with the kiss of peace.
1CO.16.21	With my own hand I write this: 
1CO.16.22	Whoever does not love the Lord—a curse on him!
1CO.16.23	The grace of the Lord Jesus be with you.
1CO.16.24	My love be with you all in Christ Jesus.
2CO.1.1	To the church of God in Corinth, and to all God's people throughout Achaia:
2CO.1.2	May God our Father and the Lord Jesus Christ give you grace and peace.
2CO.1.3	Let us give thanks to the God and Father of our Lord Jesus Christ, the merciful Father, the God from whom all help comes! 
2CO.1.4	He helps us in all our troubles, so that we are able to help others who have all kinds of troubles, using the same help that we ourselves have received from God. 
2CO.1.5	Just as we have a share in Christ's many sufferings, so also through Christ we share in God's great help. 
2CO.1.6	If we suffer, it is for your help and salvation; if we are helped, then you too are helped and given the strength to endure with patience the same sufferings that we also endure. 
2CO.1.7	So our hope in you is never shaken; we know that just as you share in our sufferings, you also share in the help we receive.
2CO.1.9	We felt that the death sentence had been passed on us. But this happened so that we should rely, not on ourselves, but only on God, who raises the dead. 
2CO.1.10	From such terrible dangers of death
2CO.1.11	as you help us by means of your prayers for us. So it will be that the many prayers for us will be answered, and God will bless us; and many will raise their voices to him in thanksgiving for us.
2CO.1.12	We are proud that our conscience assures us that our lives in this world, and especially our relations with you, have been ruled by God-given frankness
2CO.1.13+2CO.1.14	We write to you only what you can read and understand. But even though you now understand us only in part, I hope that you will come to understand us completely, so that in the Day of our Lord Jesus you can be as proud of us as we shall be of you.
2CO.1.15	I was so sure of all this that I made plans at first to visit you, in order that you might be blessed twice. 
2CO.1.16	 For I planned to visit you on my way to Macedonia and again on my way back, in order to get help from you for my trip to Judea. 
2CO.1.17	In planning this, did I appear fickle? When I make my plans, do I make them from selfish motives, ready to say “Yes, yes” and “No, no” at the same time? 
2CO.1.18	As surely as God speaks the truth, my promise to you was not a “Yes” and a “No.” 
2CO.1.19	 For Jesus Christ, the Son of God, who was preached among you by Silas, Timothy, and myself, is not one who is “Yes” and “No.” On the contrary, he is God's “Yes”; 
2CO.1.20	for it is he who is the “Yes” to all of God's promises. This is why through Jesus Christ our “Amen” is said to the glory of God. 
2CO.1.21	It is God himself who makes us, together with you, sure of our life in union with Christ; it is God himself who has set us apart, 
2CO.1.22	who has placed his mark of ownership upon us, and who has given us the Holy Spirit in our hearts as the guarantee of all that he has in store for us.
2CO.1.23	I call God as my witness—he knows my heart! It was in order to spare you that I decided not to go to Corinth. 
2CO.1.24	We are not trying to dictate to you what you must believe; we know that you stand firm in the faith. Instead, we are working with you for your own happiness.
2CO.2.1	So I made up my mind not to come to you again to make you sad. 
2CO.2.2	For if I were to make you sad, who would be left to cheer me up? Only the very persons I had made sad. 
2CO.2.3	That is why I wrote that letter to you—I did not want to come to you and be made sad by the very people who should make me glad. For I am convinced that when I am happy, then all of you are happy too. 
2CO.2.4	I wrote you with a greatly troubled and distressed heart and with many tears; my purpose was not to make you sad, but to make you realize how much I love you all.
2CO.2.5	Now, if anyone has made somebody sad, he has not done it to me but to all of you—in part, at least. (I say this because I do not want to be too hard on him.) 
