GEN.1.1	In the beginning, when God created the universe,
SIR.37.3	This evil impulse we have! Why was it ever formed? How did it manage to cover the earth with deceit? 
SIR.37.4	Some people will be your friend as long as things are going well, but they will turn against you when trouble comes. 
SIR.37.5	A real
SIR.37.6	Never forget such companions in battle;
SIR.37.7	Anyone can give advice, but some people do so only in their own interest. 
SIR.37.8	Be careful when somebody offers you advice. Find out first what his interest in the matter is, because you can be sure that he is thinking primarily of himself. Why should he come out on top instead of you?
SIR.37.9	He will assure you that things look good, and then stand back to watch what happens to you.
SIR.37.10	Don't ask advice of anyone who doesn't trust you, and don't give advice to anyone who is jealous of you.
SIR.37.11	Don't ask a woman for advice about a rival of hers,
SIR.37.11	a coward about war,
SIR.37.11	a merchant about a bargain,
SIR.37.11	a buyer about selling,
SIR.37.11	a stingy person about gratitude,
SIR.37.11	a cruel person about kindness,
SIR.37.11	a lazy person about work,
SIR.37.11	a casual worker about finishing a job,
SIR.37.11	a lazy slave about a difficult task.
SIR.37.11	Pay no attention to any advice they may give.
SIR.37.12	Instead, rely on someone who is religious and known to keep the Lord's commands, someone who is sympathetic with you, who will be sorry to see you fail. 
SIR.37.13	And trust your own judgment; no one's advice is more reliable. 
SIR.37.14	Sometimes your own intuition can tell you more than seven watchmen on a high tower. 
SIR.37.15	Above all, pray to the Most High that he will show you the right thing to do.
SIR.37.16	Planning and thought lie behind everything that is done. 
SIR.37.17+SIR.37.18	The mind concerns itself with four things: these are good and evil, life and death. They all begin in the mind,
SIR.37.19	Someone may have the ability to teach, but still not be of much use to himself. 
SIR.37.20	He may be clever with words, but end up starving because people hate him. 
SIR.37.21	This may happen if he doesn't have good sense, if the Lord has not given him tact. 
SIR.37.22	Someone may consider himself wise and let you know that he is certain about what he knows. 
SIR.37.23	Anyone who really is wise will be the teacher of his people, and they can be certain that what he teaches is the truth. 
SIR.37.24	Everyone will praise such a person and speak of him as fortunate. 
SIR.37.25	A person's life has only a limited number of days, but the life of Israel cannot be measured in days at all. 
SIR.37.26	The wise will win the confidence of others, and will be remembered forever.
SIR.37.27	My child, as you go through life, keep your appetite under control, and don't eat anything that you know is bad for you. 
SIR.37.28	All food doesn't agree with everyone, and everyone doesn't like the same kinds of food. 
SIR.37.29	Don't feel that you just have to have all sorts of fancy food, and don't be a glutton over any food. 
SIR.37.30	If you eat too much, you'll get sick; if you do it all the time, you'll always have stomach trouble. 
SIR.37.31	Gluttony has been the death of many people. Avoid it and live longer.
SIR.38.1	Give doctors the honor they deserve, for the Lord gave them their work to do.
SIR.38.2	Their skill came from the Most High, and kings reward them for it. 
SIR.38.3	Their knowledge gives them a position of importance, and powerful people hold them in high regard.
SIR.38.4	The Lord created medicines from the earth, and a sensible person will not hesitate to use them. 
SIR.38.5	 Didn't a tree once make bitter water fit to drink, so that the Lord's power
SIR.38.6	He gave medical knowledge to human beings, so that we would praise him for the miracles he performs. 
SIR.38.7+SIR.38.8	The druggist mixes these medicines, and the doctor will use them to cure diseases and ease pain. There is no end to the activities of the Lord, who gives health to the people of the world.
SIR.38.9	My child, when you get sick, don't ignore it. Pray to the Lord, and he will make you well. 
SIR.38.10	Confess all your sins and determine that in the future you will live a righteous life. 
SIR.38.11	Offer incense and a grain offering, as fine as you can afford.
SIR.38.12	Then call the doctor—for the Lord created him—and keep him at your side; you need him. 
SIR.38.13	There are times when you have to depend on his skill. 
SIR.38.14	The doctor's prayer is that the Lord will make him able to ease his patients' pain and make them well again. 
SIR.38.15	As for the person who sins against his Creator, he deserves to be sick.
SIR.38.17	Weep bitterly and passionately; observe the proper period of mourning for the person. Mourn for a whole day or maybe two, to keep people from talking, but then pull yourself together and reconcile yourself to the loss. 
SIR.38.18	Grief can undermine your health and even lead to your own death. 
SIR.38.19	Grief lingers on after the death of a loved one, but it is not wise to let it lead you into poverty.
SIR.38.20	Don't lose yourself in sorrow; drive it away.
SIR.38.21	There is no way to bring the dead person back. All your sorrow does him no good, and it hurts you. Don't forget that. 
SIR.38.22	You will die, just as he did. Today it was his turn; tomorrow it will be yours. 
SIR.38.23	When the dead have been laid to rest, let the memory of them fade. Once they are gone, take courage.
SIR.38.24	Scholars must have time to study if they are going to be wise; they must be relieved of other responsibilities. 
SIR.38.25	How can a farm hand gain knowledge, when his only ambition is to drive the oxen and make them work, when all he knows to talk about is livestock? 
SIR.38.26	He takes great pains to plow a straight furrow and will work far into the night to feed the animals.
SIR.38.27	It is the same with the artist and the craftsman, who work night and day engraving precious stones, carefully working out new designs. They take great pains to produce a lifelike image, and will work far into the night to finish the work.
SIR.38.28	It is the same with the blacksmith at his anvil, planning what he will make from a piece of iron. The heat from the fire sears his skin as he sweats away at the forge. The clanging of the hammer deafens him
SIR.38.29	It is the same with the potter, sitting at his wheel and turning it with his feet, always concentrating on his work, concerned with how many objects he can produce. 
SIR.38.30	He works the clay with his feet until he can shape it with his hands; then he takes great pains to glaze it properly, and will work far into the night to clean out the kiln.
SIR.38.31	All of these people are skilled with their hands, each of them an expert at his own craft. 
SIR.38.32	Without such people there could be no cities; no one would live or visit where these services were not available. 
SIR.38.33	These people are not sought out to serve on the public councils, and they never attain positions of great importance. They do not serve as judges, and they do not understand legal matters. They have no education and are not known for their wisdom. You never hear them quoting proverbs. 
SIR.38.34	But the work they do holds this world together. When they do their work, it is the same as offering prayer.
SIR.39.1	But it is different with the person who devotes himself to studying the Law of the Most High. He examines the wisdom of all the ancient writers and concerns himself with the prophecies. 
SIR.39.2	He memorizes the sayings of famous men and is a skilled interpreter of parables. 
