GEN.1.1	Ku lubereberye Katonda yatonda eggulu n'ensi.
1CO.3.6	Nze nnasiga, Apolo n'afukirira; naye Katonda ye yakuza.
1CO.3.7	Kale bwe kityo asiga si kintu, newakubadde afukirira; wabula Katonda akuza. 
1CO.3.8	Naye asiga n'afukirira benkanankana, naye buli muntu aliweebwa empeera okusinziira ku mulimu gw'aliba yakola. 
1CO.3.9	Kubanga ffe tukolera wamu ne Katonda, ate mmwe muli nnimiro ya Katonda, muli nnyumba ya Katonda.
1CO.3.10	Ng'ekisa kya Katonda bwe kiri kye nnaweebwa, ng'omuzimbi omukugu ow'amagezi n'asima omusingi, naye kaakano omulala aguzimbako. Naye buli muntu yeegenderezenga bw'aguzimbako. 
1CO.3.11	Kubanga tewali muntu ayinza kuteekawo musingi mulala wabula ogwo ogwateekebwawo, ye Yesu Kristo.
1CO.3.12	Naye omuntu yenna bw'azimbanga ku musingi ogwo zaabu, ffeeza, amayinja ag'omuwendo omungi, emiti, essubi, ebisasiro; 
1CO.3.13	omulimu ogwa buli muntu gulirabibwa, kubanga ku lunaku luli omuliro guligwolesa, n'omuliro gwennyini gulikema omulimu ogwa buli muntu bwe gufaanana.
1CO.3.14	Omulimu ogwa buli muntu gwe yazimbako bwe gulisigalawo, aliweebwa empeera. 
1CO.3.15	Omulimu ogwa buli muntu bwe gulyokebwa, alifiirwa; naye ye yennyini alirokoka; naye bw'ati, kuyita mu muliro.
1CO.3.16	Temumanyi nga muli Yeekaalu ya Katonda, era nga Omwoyo gwa Katonda abeera mu mmwe?
1CO.3.17	Omuntu yenna bw'azikirizanga Yeekaalu ya Katonda, Katonda alimuzikiriza oyo; kubanga Yeekaalu ya Katonda ntukuvu: ye mmwe.
1CO.3.18	Omuntu yenna teyeerimbanga. Omuntu yenna bwe yeerowoozanga okuba omugezi mu mmwe mu mirembe gino, afuukenga musirusiru, alyoke afuuke omugezi.
1CO.3.19	Kubanga amagezi ag'omu nsi muno bwe busirusiru eri Katonda. Kubanga kyawandiikibwa nti, “Akwatira abagezi mu nkwe zaabwe.” 
1CO.3.20	Era nate nti Mukama ategeera empaka ez'abagezi nga teziriimu.
1CO.3.21	Omuntu yenna kyavanga alema okwenyumiriza mu bantu. Kubanga byonna byammwe; 
1CO.3.22	oba Pawulo, oba Apolo, oba Keefa, oba ensi, oba obulamu, oba okufa, oba ebiriwo, oba ebigenda okubaawo; byonna byammwe; 
1CO.3.23	nammwe muli ba Kristo; ne Kristo wa Katonda.
1CO.4.1	Omuntu asaanidde atutwalenga ng'abaweereza ba Kristo era abawanika b'ebyama bya Katonda.
1CO.4.2	Era kigwanira abawanika okubanga abeesigwa.
1CO.4.3	Naye gye ndi ekyo kintu kitono nnyo mmwe okunsalira omusango, oba omuntu yenna: era nange nzekka sseesalira musango. 
1CO.4.4	Kubanga sseemanyiiko kigambo; naye ekyo tekimpeesa butuukirivu: naye ansalira omusango ye Mukama waffe.
1CO.4.5	Kale temusalanga musango gwa kigambo kyonna, ebiro nga tebinnatuuka, okutuusa Mukama waffe lw'alijja, alimulisa ebikwekebwa eby'omu kizikiza, era alirabisa okuteesa okw'omu mitima; buli muntu n'alyoka aweebwa ettendo lye eri Katonda.
1CO.4.6	Naye ebyo, ab'oluganda, mbigeredde ku nze ne Apolo ku lwammwe; mulyoke muyigire ku ffe obutasukkanga ku byawandiikibwa; omuntu yenna alemenga okwegulumiza olw'omu okusinga omulala.
1CO.4.7	Kubanga akwawula ye ani? Era olina ki ky'otaaweebwa? Naye okuweebwa oba nga waweebwa, kiki ekikwenyumirizisa ng'ataaweebwa?
1CO.4.8	Mumaze okukkuta, mumaze okugaggawala, mwafuga nga bakabaka awatali ffe, era mubeera kufuga nnandyagadde, era naffe tulyoke tufugire wamu nammwe.
1CO.4.9	Kubanga ndowooza nga Katonda ffe abatume yatuteeka ku nkomerero ng'abasibe abalindirira okuttibwa, kubanga twafuuka ekyerolerwa eri ensi, eri ba bamalayika n'eri abantu. 
1CO.4.10	Ffe tuli basirusiru ku bwa Kristo, naye mmwe muli bagezigezi mu Kristo; ffe tuli banafu, naye mmwe muli ba maanyi; mmwe muli ba kitiibwa, ffe tuli ba kunyoomebwa.
1CO.4.11	Era n'okutuusa ekiseera kino, tulumwa enjala era n'ennyonta, era tuba bwereere, era tukubibwa ebikonde, era tetuliiko waffe;
1CO.4.12	era tukola emirimu nga tutegana n'emikono gyaffe, abatuvuma, tubasabira omukisa; bwe tuyigganyizibwa, tugumiikiriza;
1CO.4.13	bwe tuwaayirizibwa, twegayirira; twafuuka ng'ebisasiro eby'ensi, empitambi eza byonna, okutuusa kaakano.
1CO.4.14	Bino ssibiwandiika kubaswaza, wabula lwa kubabuulirira ng'abaana bange abaagalwa. 
1CO.4.15	Kuba newakubadde nga mulina abayigiriza mitwalo mu Kristo, naye temulina bakitammwe bangi; kubanga nze n'afuuka kitammwe mu Kristo Yesu olw'Enjiri. 
1CO.4.16	Kyenva mbeegayirira mulabire ku nze. 
1CO.4.17	Kyenva ntuma Timoseewo gye muli ye mwana wange omwagalwa omwesigwa mu Mukama waffe, anaabajjukiza amakubo gange agali mu Kristo, nga bwe njigiriza yonna yonna mu buli kkanisa.
1CO.4.18	Naye waliwo abalala abeegulumiza nga balowooza nga nze sigenda kujja gye muli. 
1CO.4.19	Naye ndijja gye muli mangu, Mukama waffe bw'alyagala; era ndimanya amaanyi gaabwe abeegulumiza so si mu bigambo obugambo. 
1CO.4.20	Kubanga obwakabaka bwa Katonda tebuli mu bigambo bugambo, wabula mu maanyi.
1CO.4.21	Mwagalako ki? Njije gye muli n'omuggo, oba mu kwagala ne mu mwoyo ogw'obuwombeefu?
1CO.5.1	Ddala kigambibwa nti mulimu obwenzi mu mmwe, ate obwenzi bwe butyo obutali ne mu b'amawanga; omuntu okubeera ne muka kitaawe.
1CO.5.2	Nammwe mwegulumizizza! So temwandinakuwadde bunakuwazi ? Oyo eyakola ekikolwa ekyo mu muggye wakati mu mmwe. 
1CO.5.3	Newakubadde siri nammwe mu mubiri, ndi nammwe mu mwoyo, mmaze okusalira omusango oyo eyayonoona bw'atyo.
1CO.5.4	Mu linnya lya Mukama waffe Yesu, mmwe nga mukuŋŋaanye nange nga ndi nammwe mu mwoyo n'amaanyi ga Mukama waffe Yesu nga gali nammwe, 
1CO.5.5	mumuweeyo omuntu ng'oyo eri Setaani omubiri guzikirizibwe, omwoyo gulyoke gulokolebwe ku lunaku lwa Mukama waffe Yesu.
1CO.5.6	Okwenyumiriza kwammwe si kulungi. Tetumanyi ng'ekizimbulukusa ekitono kizimbulukusa ekitole kyonna?
1CO.5.7	Muggyemu ekizimbulukusa eky'edda, mulyoke mubeere ekitole ekiggya, nga temuliimu kizimbulukusa. Kubanga Kristo, y'endiga y'Okuyitako kwaffe eyattibwa. 
1CO.5.8	Kale tufumbe embaga, eteriimu kizimbulukusa eky'edda, eky'ettima n'obubi, wabula tulye omugaati ogutalimu kizimbulukusa, ogwo bwesimbu n'amazima.
1CO.5.9	Nnabawandiikira mu bbaluwa yange obuteegattanga na benzi; 
1CO.5.10	so si kwewalira ddala abenzi ab'omu nsi muno, oba abeegombi n'abanyazi, oba abasinza ebifaananyi, kubanga bwe kiba kityo kyandibagwanidde okuva mu nsi.
1CO.5.11	Naye kaakano mbawandiikira obuteegattanga naye, omuntu yenna ayitibwa ow'oluganda bw'aba nga mwenzi, oba mwegombi, oba asinza ebifaananyi, oba muvumi, oba mutamiivu, oba munyazi; ali bw'atyo n'okulya temulyanga naye.
1CO.5.12	Kubanga nfaayo ki okusalira omusango abali ebweru? Naye abo ab'omu nnyumba si be musaana okusalira omusango? 
1CO.5.13	Naye ab'ebweru Katonda y'abasalira omusango. Omubi oyo mu muggye mu mmwe.
1CO.6.1	Omuntu yenna mu mmwe bw'aba n'ensonga ku munne, ayaŋŋaanga okuwoleza ensonga abatali batuukirivu, so si eri abatukuvu? 
1CO.6.2	Oba temumanyi ng'abatukuvu be balisalira ensi omusango? Kale oba nga mmwe mulisalira ensi omusango, temusobola kusala nsonga entono eziri mu mmwe? 
1CO.6.3	Temumanyi nga tulisalira bamalayika omusango? Tulemwa tutya okusala emisango egy'omu bulamu buno? 
1CO.6.4	Kale bwe muba n'okusala emisango egy'omu bulamu buno, lwaki mugitwala eri abo abanyoomebwa mu kkanisa? 
1CO.6.5	Njogera kino kubaswaza. Ddala mu mmwe temuyinza kuzuuka muntu mugezi, ayinza okusalira baganda be ensonga, 
1CO.6.6	naye ow'oluganda awoze n'ow'oluganda, era ne mu maaso gaabo abatali bakkiriza? 
1CO.6.7	Naye era bwe mutyo mumaze okubaako akabi, kubanga mulina emisango mwekka na mwekka. Lwaki obutamala gakolwanga bubi? Lwaki obutamala galyazaamaanyizibwanga?
1CO.6.8	Naye mmwe mwennyini mukola bubi, mulyazaamaanya, era n'ab'oluganda. 
1CO.6.9	Oba temumanyi ng'abatali batuukirivu tebalisikira bwakabaka bwa Katonda? Temulimbibwanga: newakubadde abakaba, newakubadde abasinza ebifaananyi, newakubadde abenzi, newakubadde abafuuka abakazi, newakubadde abalya ebisiyaga, 
1CO.6.10	newakubadde ababbi, newakubadde abeegombi, newakubadde abatamiivu, newakubadde abavumi, newakubadde abanyazi, tebalisikira bwakabaka bwa Katonda.
1CO.6.11	Era abamu ku mmwe mwali ng'abo, era mwanaazibwa, era mwatukuzibwa, era mwaweebwa obutuukirivu olw'erinnya lya Mukama waffe Yesu Kristo, n'olw'Omwoyo gwa Katonda waffe.
1CO.6.12	“Ebintu byonna birungi gye ndi,” naye byonna tebingasa. “Byonna birungi gye ndi,” naye nze sigenda kufugibwanga kintu kyonna.
1CO.6.13	“Eby'okulya bya lubuto, n'olubuto lwa bya kulya,” naye byombi Katonda alibiggyawo. Naye omubiri si gwa bwenzi, naye gwa Mukama waffe; ne Mukama waffe avunaana omubiri.
1CO.6.14	Era Katonda yazuukiza Mukama waffe, era naffe alituzuukiza olw'amaanyi ge.
1CO.6.15	Temumanyi ng'emibiri gyammwe bitundu bya Kristo? Kale nzirirenga ebitundu bya Kristo mbifuule bitundu by'omwenzi? Kitalo!
1CO.6.16	Oba temumanyi ng'eyeegatta n'omwenzi gwe mubiri gumu? Kubanga ayogera nti, “Bombi banaafuuka omubiri gumu.”
1CO.6.17	Naye eyeegatta ne Mukama waffe bafuuka omu mu mwoyo. 
1CO.6.18	Mwewalenga obwenzi. Buli kibi kyonna omuntu ky'akola kiri kungulu ku mubiri; naye ayenda akola ekibi ku mubiri gwe ye. 
1CO.6.19	Oba temumanyi ng'omubiri gwammwe ye Yeekaalu y'Omwoyo Omutukuvu ali mu mmwe, gwe mulina eyava eri Katonda? Nammwe temuli ku bwammwe;
1CO.6.20	kubanga mwagulibwa na muwendo, kale mugulumizenga Katonda mu mubiri gwammwe.
1CO.7.1	Kaakano ku ebyo bye mwampandiikira, kirungi omusajja obutakwatanga ku mukazi. 
1CO.7.2	Naye, olw'obwenzi, buli musajja abeerenga ne mukazi we ye, na buli mukazi abeerenga ne bba. 
1CO.7.3	Omusajja asasulenga mukazi we ekyo ekimugwanira ng'omufumbo, era n'omukazi asasulenga bw'atyo bba. 
1CO.7.4	Kubanga omukazi tafuga mubiri gwe ye, wabula bba, era n'omusajja bw'atyo tafuga mubiri gwe ye, wabula mukazi we. 
1CO.7.5	Buli omu alemenga okumma munne, wabula mpozzi nga mulagaanye ekiseera, mulyoke mubeerenga n'ebbanga ery'okusabiramu, ate mulyoke mubeerenga wamu, Setaani alemenga okubakema olw'obuteeziyiza bwammwe. 
1CO.7.6	Naye ekyo nkyogera mu ngeri ya kukkiriziganya, so siteeka tteeka. 
1CO.7.7	Naye nnandyagadde abantu bonna okubeeranga nga nze. Naye buli muntu alina ekirabo kye ye, ekiva eri Katonda, omulala kino, n'omulala kiri.
1CO.7.8	Naye abatannafumbiriganwa ne bannamwandu mbagamba nti Kirungi bo okubeeranga nga nze. 
1CO.7.9	Naye oba nga tebayinza kweziyiza, bafumbirwenga: kubanga kye kirungi okufumbirwa okusinga okwakanga.
1CO.7.10	Naye abaamala okufumbiriganwa mbalagira, so si nze wabula Mukama waffe, omukazi obutanobanga ku bba.
1CO.7.11	naye singa anoba, abeereraawo obutafumbirwa, oba si bwe kityo atabaganenga ne bba; n'omusajja tagobanga mukazi we. 
1CO.7.12	Naye abalala mbagamba nze, si Mukama waffe, ow'oluganda yenna bw'abanga n'omukazi atakkiriza, omukazi nakkiriza okubeera naye, tamugobanga. 
1CO.7.13	N'omukazi bw'abeeranga ne bba atali mukkiriza, naye bba nakkiriza okubeera naye, tamunobangako. 
1CO.7.14	Kubanga omusajja atakkiriza atukuzibwa na mukazi we, n'omukazi atakkiriza atukuzibwa na bba, singa tekiri bwe kityo, abaana bammwe tebandibadde balongoofu; naye kaakano batukuvu.
1CO.7.15	Naye atakkiriza bw'ayagala okwawukana, baawukane; mu nsonga eyo ow'oluganda omusajja oba mukazi tali mu buddu mu bigambo ebiri bwe bityo, kubanga Katonda yatuyitira mirembe.
1CO.7.16	Kubanga, ggwe omukazi, omanyi otya nga tolirokola balo? Oba, ggwe omusajja, omanyi otya nga tolirokola mukazi wo?
1CO.7.17	Kino kyokka, buli muntu nga Mukama waffe bwe yamugabira, buli muntu nga Katonda bwe yamuyita, atambulenga bw'atyo. Ekyo ky'ekiragiro kye mpa ekkanisa zonna.
1CO.7.18	Omuntu yenna yayitibwa nga mukomole? Teyeggyangako bukomole bwe. Omuntu yenna yayitibwa nga si mukomole? Tanoonyanga kukomolebwa. 
1CO.7.19	Okukomolwa si kintu, n'obutakomolwa si kintu, wabula ekikulu kwe kukwatanga ebiragiro bya Katonda.
1CO.7.20	Buli muntu abeerenga mu kuyitibwa kwe yayitirwamu. 
1CO.7.21	Wayitibwa ng'oli muddu? Tokyeraliikiriranga, naye bwewabaawo omukisa ogw'okufuna eddembe, gukozese togufiirwa. 
1CO.7.22	Kubanga mu Mukama waffe eyayitibwanga muddu, aweebwa Mukama waffe eddembe, bw'atyo eyayitibwanga wa ddembe afuuka muddu wa Kristo.
1CO.7.23	Mwagulibwa na muwendo; temufuukanga baddu b'abantu. 
1CO.7.24	Ab'oluganda, buli muntu abeerenga mu mbeera gye yalimu, agibeeremu wamu ne Katonda.
1CO.7.25	Naye ku bikwata ku butafumbiriganwa, sirina kiragiro kya Mukama waffe, naye mbagamba nze ng'omuntu Mukama waffe gwe yasaasira okubeera omwesigwa.
1CO.7.26	Nze ndowooza nga ekirungi olw'okubonaabona okwa kaakano, omuntu okubeera nga bw'ali. 
1CO.7.27	Wasibibwa n'omukazi? Tonoonyanga kusumululwa. Wasumululwa ku mukazi? Tonoonyanga mukazi. 
1CO.7.28	Naye okuwasa bw'owasanga, nga toyonoonye; n'omuwala bw'afumbirwanga, nga tayonoonye. Naye abali bwe batyo banaabeeranga n'emitawaana gy'ensi gye nnandyagadde mwewale.
1CO.7.29	Naye kino kye njogera, ab'oluganda, nti Ebiro biyimpawadde, okuva kaakano abalina abakazi babe ng'abatalina:
1CO.7.30	era n'abo abakaaba babe ng'abatakaaba; n'abo abasanyuka babe ng'abatasanyuka; n'abo abagula babe ng'abatalina; 
1CO.7.31	n'abo abakozesa eby'omu nsi babe ng'abatabikozesa, kubanga engeri ey'omu nsi muno eggwaawo.
1CO.7.32	Naye njagala mmwe obuteeraliikiriranga. Atali mufumbo yeeraliikirira bya Mukama waffe, bw'anaasanyusanga Mukama waffe; 
1CO.7.33	naye omufumbo yeeraliikirira bya mu nsi, bw'anaasanyusanga mukazi we.
1CO.7.34	Era waliwo enjawulo ku mufumbo n'omuwala. Atafumbirwa yeeraliikirira bya Mukama waffe, abeerenga mutukuvu omubiri n'omwoyo; naye afumbirwa yeeraliikirira bya mu nsi, bw'anaasanyusanga bba. 
1CO.7.35	Njogedde ekyo olw'okubagasa mmwe bennyini; si lwakuba nga kyambika, wabula olw'obulungi era mulyoke muweerezenga Mukama waffe obutategananga. 
1CO.7.36	Naye omusajja bw'alowoozanga nti taakole bulungi obutawasa omuwala gw'ayogereza, ate nga tayinza kweziyiza, akolenga nga bw'ayagala, bafumbiriganwe, aba tayonoonye. 
1CO.7.37	Naye oyo alina omutima omunywevu, n'asalawo awatali kuwalirizibwa nti omuwala tajja kumuwasa aba asazeewo bulungi. 
1CO.7.38	Kale oyo awasa omuwala gw'ayogereza aba akoze bulungi, naye oyo atamuwasa y'aba asinze okukola obulungi.
1CO.7.39	Omukazi omufumbo asibibwa bba ng'akyali mulamu; naye bba bw'afa olwo ayinza okufumbirwa omusajja omulala gw'ayagala, kyokka mu Mukama waffe.
1CO.7.40	Naye aba musanyufu okusigala nga bw'ali, nga nze bwe ndowooza, era ndowooza nga nange nnina Omwoyo gwa Katonda.
1CO.8.1	Naye ku ebyo ebiweebwa eri ebifaananyi: tumanyi nga “tulina fenna okutegeera.” Okutegeera kuleeta okwekulumbaza, naye okwagala kuzimba.
1CO.8.2	Omuntu bw'alowoozanga ng'aliko ky'ategedde, aba tannategeera nga bwe kimugwanira okutegeera;
1CO.8.3	naye omuntu bw'ayagala Katonda, amanyibwa Katonda. 
1CO.8.4	Kale ku kulyanga ebiweebwa eri ebifaananyi, tumanyi nti “ng'ekifaananyi si kintu mu nsi,” era nga“ tewali Katonda mulala wabula omu.”
1CO.8.5	Kuba newakubadde nga waliwo abayitibwa bakatonda, oba mu ggulu, oba mu nsi; nga bwe waliwo“ bakatonda” abangi “n'abaami” abangi;
1CO.8.6	naye gyetuli waliwo Katonda omu, Kitaffe, omuva byonna, naffe tuli ku bw'oyo; ne Mukama waffe omu, Yesu Kristo, abeesaawo byonna, era atubeesaawo ffe.
1CO.8.7	Naye okutegeera okwo tekuli mu bantu bonna: naye abalala, kubanga baamanyiira ebifaananyi okutuusa kaakano, balya ekiweereddwa eri ekifaananyi, kubanga omwoyo gwabwe munafu, gusigala mu kwonoona. 
1CO.8.8	Naye eky'okulya tekitusiimisa eri Katonda, era bwe tutalya tetulina kye tusubwa, era bwe tulya tetulina kyetweyongerako.
1CO.8.9	Naye mwekuumenga eddembe lyammwe lireme okufuuka enkonge eri abanafu.
1CO.8.10	Kubanga omuntu omunafu bw'akulaba ggwe alina okutegeera ng'otudde ku mmere mu ssabo ly'ekifaananyi olya, omwoyo gwe bwe guba omunafu, teguliguma kulya ebiweebwa eri ebifaananyi? 
1CO.8.11	Kale ow'oluganda oyo omunafu, Kristo gwe yafiirira, abula olw'okutegeera kwo. 
1CO.8.12	Era bwe kityo, bwe mwonoonanga ab'oluganda, era ne mufumita omwoyo gwabwe, bwe guba nga munafu, nga mwonoona Kristo. 
1CO.8.13	Kale, oba ng'eky'okulya kyesittaza muganda wange, siiryenga nnyama emirembe gyonna, nnemenga okwesittaza muganda wange.
1CO.9.1	Ssiri wa ddembe? Ssiri mutume? Ssaalaba Yesu Mukama waffe? mmwe temuli mulimu gwange mu Mukama waffe?
1CO.9.2	Oba nga ssiri mutume eri abalala, naye ndi mutume eri mmwe; kubanga mmwe kabonero k'obutume bwange mu Mukama waffe.
1CO.9.3	Bwe mpoza bwe ntyo eri abo abankemereza. 
1CO.9.4	Tetulina buyinza okulyanga n'okunywanga?
1CO.9.5	Tetulina buyinza okutwalanga omukazi ow'oluganda awamu naffe, era ng'abatume abalala, ne baganda ba Mukama waffe, ne Keefa bwe bakola? 
1CO.9.6	Oba Balunabba nange, ffe ffekka tetulina buyinza kulekeraawo kukola kweyimirizaawo? 
1CO.9.7	Ani akola ogw'obusirikale n'aba nga yeesasula empeera? Ani asimba olusuku n'atalya ku mmere yaamu? Oba ani alunda ekisibo n'atanywa ku mata g'ekisibo ekyo? 
1CO.9.8	Ebyo mbyogera ku bwange? Etteeka si bwe lyogera? 
1CO.9.9	Kubanga kyawandiikibwa mu mateeka ga Musa nti, “Togisibanga kamwa ente ng'ewuula.” Mulowooza Katonda afa ku bya nte zokka? 
1CO.9.10	Oba ayogera ku lwaffe fekka? Kubanga kyawandiikibwa ku lwaffe: kubanga alima kimugwanira okulima ng'asuubira, era n'awuula kimugwanira okuwuula ng'asuubira okuweebwako.
1CO.9.11	Oba nga ffe twabasigamu eby'omwoyo, kya kitalo ffe bwe tulikungula ebyammwe eby'omubiri?
1CO.9.12	Oba nga abalala balina obuyinza obwo ku mmwe, ffe tetusinga bo? Naye tetwakoza buyinza obwo; naye tugumiikiriza byonna, tulemenga okuleeta ekiziyiza Enjiri ya Kristo.
1CO.9.13	Temumanyi ng'abo abaweereza ebitukuvu balya ku by'omu Yeekaalu, n'abo abaweereza ku kyoto bagabana n'ekyoto?
1CO.9.14	Era ne Mukama waffe bw'atyo yalagira ababuulira Enjiri baliisibwenga olw'Enjiri.
1CO.9.15	Naye nze siriiko na kimu ku ebyo kye nkozesezzaako. Era ssiwandiika bino biryoke binkolerwe, kubanga waakiri nze okufa, okusinga omuntu yenna okufuula okwenyumiriza kwange okw'obwereere.
1CO.9.16	Kubanga bwe mbuulira Enjiri, ekyo tekinneenyumiririzisa, kubanga mpalirizibwa okugibuulira. Ziba zinsanze, bwe ssibuulira njiri.
1CO.9.17	Kuba oba nga nkola bwe ntyo n'okwagala, mbeera n'empeera, naye ne bwe mba nga ssikola na kwagala, nkikola lwa kubanga nnateresebwa omulimu ogwo. 
1CO.9.18	Kale mpeera ki gye nnina? Empeera yange y'eno, kwe kubuulira Enjiri okugifuula ey'obwereere, nneme okukozesa ddala obuyinza bwange mu Njiri.
1CO.9.19	Kuba newakubadde nga ndi wa ddembe eri bonna, nneefuula muddu eri bonna, ndyoke nfunenga abangi.
1CO.9.20	N'eri Abayudaaya nnafuuka nga Omuyudaaya, nfunenga Abayudaaya; eri abo abafugibwa amateeka nnafuuka ng'afugibwa amateeka, nze kennyini nga sifugibwa mateeka, nfunenga abafugibwa amateeka;
1CO.9.21	eri abatalina mateeka nnafuuka ng'atalina mateeka, si butaba na mateeka eri Katonda, naye nga mpulira amateeka eri Kristo, nfunenga abatalina mateeka.
1CO.9.22	Eri abanafu nnafuuka munafu, nfunenga abanafu: eri bonna nfuuse byonna, mu byonna byonna ndyoke ndokolenga abamu.
1CO.9.23	Era nkola byonna olw'Enjiri, ndyoke nzisenga kimu mu yo. 
1CO.9.24	Temumanyi ng'abadduka mu mbiro mu mpaka nga bonna badduka, naye afuna ekirabo abeera omu? Nammwe muddukenga bwe mutyo nga mufubirira okuweebwa ekirabo. 
1CO.9.25	Buli muzanyi asaayo omwoyo okwefuga mu byonna nga alubirira okufuna engule eryonooneka, naye ffe tulifuna etayonooneka.
1CO.9.26	N'olwekyo ssidduka ng'atalina kigendererwa; nnwana naye si ng'akuba ebbanga. 
1CO.9.27	Naye nneebonereza omubiri gwange era ngufuga; mpozzi, nga mmaze okubuulira abalala, nze nzekka nneme okubeera atasiimibwa.
1CO.10.1	Kubanga ssaagala mmwe obutategeera, ab'oluganda, bajjajjaffe bonna bwe baali wansi w'ekire, era bonna bwe baayita mu nnyanja;
1CO.10.2	era bonna bwe baabatizibwa eri Musa mu kire ne mu nnyanja; 
1CO.10.3	era bonna ne balyanga emmere emu ey'omwoyo; era bonna ne banywanga eky'okunywa ekimu eky'omwoyo:
1CO.10.4	kubanga baanywanga mu lwazi olw'omwoyo olwabagobereranga: n'olwazi olwo yali Kristo.
1CO.10.5	Naye bangi ku bo Katonda teyabasiima, kubanga baazikiririzibwa mu ddungu.
1CO.10.6	Naye ebyo byali byakulabirako gyetuli, tulemenga okwegomba ebibi, era nga bo bwe beegomba.
1CO.10.7	So temubanga basinza ba bifaananyi, ng'abamu ku bo, nga bwe kyawandiikibwa nti, “Abantu ne batuula okulya n'okunywa, ne bagolokoka okuzannya.”
1CO.10.8	Era tetwendanga, ng'abamu ku bo bwe baayenda, ne bafa ku lunaku olumu abantu emitwalo ebiri mu enkumi ssatu (23,000). 
1CO.10.9	Era tetukemanga Mukama waffe, ng'abamu ku bo bwe baakema, emisota egyo ne gibatta.
1CO.10.10	Era temwemulugunyanga, ng'abamu ku bo bwe beemulugunya, ne bazikirizibwa omuzikiriza.
1CO.10.11	Naye ebyo byababaako abo okubeeranga ebyokulabirako; era byawandiikibwa olw'okutulabulanga ffe abatuukiddwako enkomerero z'emirembe.
1CO.10.12	Kale alowooza ng'ayimiridde yeekuumenga aleme okugwa. 
1CO.10.13	Tewali kukemebwa okubatuukako okutali kw'abantu; naye Katonda mwesigwa, ataabaganyenga kukemebwa okusinga bwe muyinza; naye awamu n'okukemebwa era anassangawo n'obuddukiro, mulyoke muyinzenga okugumiikiriza.
1CO.10.14	Kale, baganda bange, muddukenga okusinza ebifaananyi.
1CO.10.15	Mbagamba ng'abalina amagezi; mulowooze kye njogera. 
1CO.10.16	Ekikompe eky'omukisa, kye tusabira omukisa, si kwe kusseekimu okw'omusaayi gwa Kristo? Omugaati gwe tumenyaamenya si kwe kusseekimu okw'omubiri gwa Kristo? 
1CO.10.17	Kubanga ffe abangi tuli mugaati gumu, omubiri gumu, kubanga fenna tugabana omugaati gumu.
1CO.10.18	Mulabe Isiraeri ow'omubiri, abalya ssaddaaka tebassa kimu na kyoto?
1CO.10.19	Kale kiki kye ngezaako okutegeeza? Ekiweebwa eri ekifaananyi kintu, oba ekifaananyi kintu? 
1CO.10.20	Nedda. kye ntegeeza kye kino nti ab'amawanga bye bawaayo bawa eri baddayimooni so si eri Katonda, nange ssaagala mmwe okubeeranga abasseekimu ne baddayimooni. 
1CO.10.21	Temuyinza kunywa ku kikompe kya Mukama waffe ne ku kikompe kya baddayimooni. Era temuyinza kugabana ku mmeeza ya Mukama waffe ne ku mmeeza ya baddayimooni. 
1CO.10.22	Tusaanye okunyiiza Mukama waffe? Ffe tumusinga amaanyi?
1CO.10.23	“Byonna birungi;” naye ebisaana si byonna. “ Byonna birungi,” naye ebizimba si byonna.
1CO.10.24	Omuntu yenna tanoonyanga bibye yekka, afengayo ne ku bya munne.
1CO.10.25	Buli kye batundanga mu katale, mukiryanga, nga temubuuzizza kigambo olw'omwoyo;
