GEN.1.1	Tamin’ny fiandohana, fony Andriamanitra nahary ny lanitra sy ny tany
JER.50.43	izany vaovao izany,
JER.50.43	ka miraviravy tanana izy
JER.50.43	sady tratry ny fanaintainana
JER.50.43	toy ny vehivavy raha miteraka.
JER.50.44	Hoy ny Tompo: «Indro Aho ho toy ny liona
JER.50.44	miakatra avy ao an-kirihitralan’i Jôrdàna
JER.50.44	sy mirifatra mankany amin’ny fonenany
JER.50.44	ka ao anatin’ny indray mipi-maso
JER.50.44	no hampandosirako ny Babilônianina.
JER.50.44	Ary hapetrako ao Babilôna
JER.50.44	ilay nofidiko ho lehibeny.
JER.50.44	Koa iza no azo ampitahaina amiko?
JER.50.44	Iza no sahy hifandahatra amiko?
JER.50.44	Ary iza no mpitondra hahatohitra Ahy?»
JER.50.45	Noho izany, henoy àry ny tetika
JER.50.45	novolavolain’ny TOMPO
JER.50.45	hamelezana an’i Babilôna
JER.50.45	sy ny paika nomaniny
JER.50.45	hamelezana ny mponin’i Babilônia.
JER.50.45	Ho toy ny fitondra biby fiompy mihitsy
JER.50.45	no hitondrana azy any an-kafa
JER.50.45	hatramin’ny olona farany indrindra!
JER.50.45	Ny fonenany mihitsy aza no manilika azy.
JER.50.46	Mihorohoro ny tany mandre
JER.50.46	ny vaovao hoe: «Azo i Babilôna»
JER.50.46	Ary horakoraka no manako
JER.50.46	any amin’ireo firenena.
JER.51.1	Izao no lazain’ny TOMPO:
JER.51.1	«Indro misy tafio-drivotra mpandrava
JER.51.1	asaiko mitsoka hamely an’i 
JER.51.1	sy hamely ny mponina ao aminy
JER.51.2	Olona hafa firenena no halefako amin’i Babilôna
JER.51.2	ka hanaparitaka azy toy ny akofa,
JER.51.2	ary hahatonga ny taniny ho foana.
JER.51.2	Amin’izany andro mandoza izany
JER.51.2	dia hipoitra hatraiza hatraiza ireo mpamely azy.»
JER.51.3	–Aoka tsy hanenjan-tsipîka intsony ao Babilôna
JER.51.3	ireo mpitifitra amin’ny tsipîka!
JER.51.3	aoka izy tsy hisalotra intsony
JER.51.3	ny akanjo vy fiarovan-tratra!–
JER.51.3	Aza avela hisy ho afa-mitsoaka ny tovolahiny;
JER.51.3	ataovy ringana ny tafiny manontolo!
JER.51.4	Eny amin’ny tanin’i Babilôna
JER.51.4	dia hiampatrampatra ireo maratra,
JER.51.4	ary eny an-dalambeny
JER.51.4	no hitsitsitra ireo maty an’ady.
JER.51.5	Satria manenika an’i Babilônia
JER.51.5	ny fahotany tamin’ilay Masin’i 
JER.51.5	–Ilay Andriamanitra TOMPOn’izao rehetra izao kosa
JER.51.5	tsy mba namela an’i Israely
JER.51.5	sy i Joda ho mpitondratena.–
JER.51.6	Mandosira hiala an’i Babilôna
JER.51.6	ka samia manavo-tena ianareo,
JER.51.6	fandrao hiara-devona aminy
JER.51.6	noho ny sazim-pahotàny
JER.51.6	fa fotoana famalian’ny TOMPO azy izao
JER.51.6	ka valiany araka ny sahaza azy izy.
JER.51.7	I Babilôna dia tsatokaty volamena
JER.51.7	teo an-tanan’ny Tompo.
JER.51.7	Nahamamo ny tany manontolo izy;
JER.51.7	ny divainy efa nisotroan’ny firenena
JER.51.7	no nahavery saina ireny
JER.51.8	Kanjo tampoka no nianjeran’i Babilôna
JER.51.8	sy nahamontsamontsana azy.
JER.51.8	–Manaova hira fisaonana ho azy,
JER.51.8	makà balsama hatao amin’ny feriny.
JER.51.8	Angamba ho sitrana ihany izy?
JER.51.9	–Efa nitsabo an’i Babilôna izahay
JER.51.9	saingy tsy nety sitrana izy.
JER.51.9	Aoka hilaozantsika izy,
JER.51.9	ka samia mody any an-tanintsika avy!
JER.51.9	Satria goavana ny fanamelohana mihatra aminy
JER.51.9	fa mahatakatra ny lanitra sy ny rahona
JER.51.10	Naneho fanafahana antsika ny TOMPO.
JER.51.10	Andao hotantaraintsika any 
JER.51.10	izay nataon’ny TOMPO Andriamanitsika.
JER.51.11	Nikasa handrava an’i Babilôna ny TOMPO, ka mampirisika ny mpanjakan’i Medianina hanatanteraka izany. Famaizan’ny TOMPO azy izany, famaizana noho ny amin’ny tempoliny masina.
JER.51.11	Koa ranito ny zana-tsipîkanareo,
JER.51.11	ary fenoy ny tranon-jana-tsipîka.
JER.51.12	Atsangano ny fanevam-panairana
JER.51.12	hanafihana ny mandan’i Babilôna.
JER.51.12	Hateveno mafy ny fiambenana
JER.51.12	ka apetraho ny mpiambina sy ny mpitily.
JER.51.12	Tanteraky ny TOMPO izao ny fikasany,
JER.51.12	dia izay efa nambarany
JER.51.12	momba ny mponin’i Babilôna.
JER.51.13	Ry Babilôna izay mipetraka
JER.51.13	eo amoron’ny ony lehibe
JER.51.13	sady manana harena sarobidy ô,
JER.51.13	tonga ny fiafaranao fa feno ny fatranao
JER.51.14	Ny TOMPOn’izao rehetra izao
JER.51.14	dia nianiana tamin’ny tenany hoe:
JER.51.14	«Handefa olona hibosesika ao aminao Aho,
JER.51.14	ka ho maro toy ny valala ireny,
JER.51.14	ary hanao akoran’ady hamelezana anao.»
JER.51.15	Tamin-kery no nanaovan’Andriamanitra ny tany
JER.51.15	tamim-pahendrena no nanorenany izao tontolo izao,
JER.51.15	ary tamim-pahaizana no namelarany ny habakabaka.
JER.51.16	Baikony no mampitoby
JER.51.16	ny ranobe any an-danitra any
JER.51.16	sy mampiakatra ny rahona matevina
JER.51.16	avy eny am-paravodilanitra,
JER.51.16	ary andatsahan’ny tselatra ny ranonorana
JER.51.16	sy ivoahan’ny rivotra avy amin’ny fitoerany.
JER.51.17	Ketrina avokoa ny olona rehetra
JER.51.17	ka tsy mahatakatra ny hevitr’izany.
JER.51.17	Ireo mpandasitra sarivongan-tsampy
JER.51.17	dia menatra avokoa tamin’ny nataony;
JER.51.17	satria fitaka ireo sarivongana ireo
JER.51.17	fa tsy manam-pofonaina akory.
JER.51.18	Zava-poana sy asa mahatsikaiky ireny;
JER.51.18	fa amin’ny andro hamaizana azy,
JER.51.18	no hahalevona ny sarivongan-tsampy.
JER.51.19	Fa tsy mitovy amin’ireo ny Tompo,
JER.51.19	ilay Anjaran’i Jakôba,
JER.51.19	satria Izy no mpamorona ny zava-drehetra;
JER.51.19	ary ny vahoaka Israely dia fananany.
JER.51.19	Ilay TOMPOn’izao rehetra izao no anarany.
JER.51.20	«Ry 
JER.51.20	kanonta sy fitaovam-piadiana ho Ahy ianao.
JER.51.20	Ianao no nampiasaiko hanorotoroana firenena
JER.51.20	sy hanapotehana fanjakana maro.
JER.51.21	Ianao no nampiasaiko
JER.51.21	hanorotoroana ny soavaly sy ny mpitaingina azy.
JER.51.22	Ianao no nampiasaiko
JER.51.22	hanorotoroana lehilahy sy vehivavy,
JER.51.22	na antitra na tanora na ankizy.
JER.51.23	Ianao no nampiasaiko hanorotoroana
JER.51.23	ny 
JER.51.23	ny mpamboly sy ny ombiny mizioga,
JER.51.23	ary ny governora sy ny lefiny.»
JER.51.24	Hoy ny teny hentitry ny TOMPO:
JER.51.24	Ho hitanareo kosa izao
JER.51.24	fa hatsingeriko amin’i Babilôna
JER.51.24	sy ny mponina rehetra any Babilônia
JER.51.24	ny ratsy rehetra nataony tamin’i 
JER.51.25	Indro mamely anao Aho,
JER.51.25	ry Babilôna mpampiavosa fandravana,
JER.51.25	ianao ilay nandrava izay rehetra tamin’ny tany,
JER.51.25	hoy ny teny hentitra avy amiko TOMPO.
JER.51.25	Maninji-tanana hamely anao Aho,
JER.51.25	ka manjera anao avy eny ambony harambato.
JER.51.25	Hataoko vainafo miavosa ianao,
JER.51.26	ka tsy ho azo akàna vato intsony
JER.51.26	hatao vato fehizoro na vato fanorenana.
JER.51.26	Ho toerana mahonena mandrakizay ianao,
JER.51.26	hoy ny teny hentitra avy amiko TOMPO.
JER.51.27	Atsangano ny fanevam-panairana eo amin’ny tany,
JER.51.27	tsofy any amin’ny firenen-kafa ny anjomara;
JER.51.27	entano ny firenena rehetra hamely an’i Babilôna,
JER.51.27	antsoy hamely azy ny fanjakana
JER.51.27	any Ararata sy Menỳ ary Askenaza.
JER.51.27	Manendre mpifehy hamory miaramila;
JER.51.27	soavaly marobe no alefaso hanafika
JER.51.27	toy ny valala
JER.51.28	Entano ny firenena maro hamely azy,
JER.51.28	indrindra fa ny mpanjakan’i Medianina,
JER.51.28	ny governora rehetra sy ny lefiny
JER.51.28	ary ny faritany manontolo izay iadidiany.
JER.51.29	Mihorohoro sy mihovitrovitra ny tany
JER.51.29	fa tanteraka amin’i Babilôna
JER.51.29	ny fikasan’ny TOMPO hamelezana azy
JER.51.29	mba hahatonga an’i Babilônia
JER.51.29	ho tany mahonena tsy misy mponina intsony.
JER.51.30	Tsy mety hiady intsony
JER.51.30	ny miaramila kalazan’i Babilôna,
JER.51.30	fa lasa niery any amin’ny trano fiarovana.
JER.51.30	Lefy herim-po izy,
JER.51.30	ka nalemy toy ny vehivavy.
JER.51.30	Nodorana ny fonenany,
JER.51.30	potika ny hidim-baravarany.
JER.51.31	Mifampita vaovao ny iraka mpihazakazaka
JER.51.31	mba hampandre ny mpanjakan’i Babilôna,
JER.51.31	fa azom-pahavalo ny tanànany manontolo.
JER.51.32	Voatazona ny toeram-pitàna,
JER.51.32	voadoro ny volotara eny an-kady fiarovana,
JER.51.32	kivy ny miaramila babilônianina.
JER.51.33	Izao no lazain’ny TOMPOn’izao rehetra izao sady Andriamanitr’i Israely:
JER.51.33	«Voahosihosy ilay Babilôna fadiranovana
JER.51.33	toy ny famoloana omanina hivelezam-bary;
JER.51.33	fa ho avy tsy ho ela ny fotoam-pijinjana azy.»
JER.51.34	«Nandripaka sy nitsentsitra ahy
JER.51.34	i Nebokadnetsara mpanjakan’i Babilôna;
JER.51.34	dia napetrany toy ny vilia nolelafina aho.
JER.51.34	Tahaka ny fitelin’ny mamba no nitelemany ahy,
JER.51.34	ka ny tsokako no namenoany ny kibony;
JER.51.34	izay aho vao naloany.
JER.51.35	Aoka ny mponin’i 
JER.51.35	Hanody an’i 
JER.51.35	ny herisetra nataony tamiko!
JER.51.35	Aoka i Jerosalema hiteny hoe:
JER.51.35	Hanody azy anie ny heloka nataony
JER.51.35	tamin’ny nandatsahany ny rako!»
JER.51.36	Izao àry no lazain’ny TOMPO amin’i Jerosalema:
JER.51.36	«Horaisiko an-tanana ny momba anao
JER.51.36	ka Izaho no hamalifaty anao:
JER.51.36	hataoko maina ny oniny
JER.51.36	ary horitiko ny loharanony.
JER.51.37	Ho tonga korontam-bato i Babilôna,
JER.51.37	ka ho fonenan’ny amboadia,
JER.51.37	ho toerana tsy misy mponina intsony
JER.51.37	fa mahonena sy mampivarahontsana.
JER.51.38	Miara-mierona toy ny liona tanora
JER.51.38	ny mponina ao Babilôna ankehitriny
JER.51.38	ary mikonainaina toy ny zana-diona.
JER.51.39	Raha mbola eo am-pilendalendana izy,
JER.51.39	dia efa manomana fanasana ho azy Aho:
JER.51.39	Homamoiko izy mba hiravoravo
JER.51.39	dia hatory mandrakizay
JER.51.39	ka tsy hifoha intsony.
JER.51.39	Teny hentitra avy amiko TOMPO izany.
JER.51.40	Any amin’ny toeram-pamonoana
JER.51.40	no hitondrako azy toy ny zanak’ondry
JER.51.40	sy toy ny ondrilahy aman’osilahy.»
JER.51.41	Andray! Nalaza eran-tany ny tanànan’i Sesàka
JER.51.41	nefa azo sy voatazona izy izao!
JER.51.41	Andray! Tonga toerana mahonena i 
JER.51.41	eo anivon’ny firenena maro!
JER.51.42	Tafakatra hatrany aminy ny ranomasina,
JER.51.42	nandrakotra azy ny onjany misafoaka.
JER.51.43	Tonga aolo ny tanànany;
JER.51.43	karankaina sy ngazana ny taniny
JER.51.43	sady tsy misy mponina intsony
JER.51.43	ary tsy misy olona mandalo azy.
JER.51.44	Hoy ny TOMPO hoe:
JER.51.44	«Hirotsaka an-tsehatra hamely an’i Bela
JER.51.44	andriamanitr’i Babilôna Aho,
JER.51.44	hasaiko haloany izay nateliny.
JER.51.44	Hitsahatra tsy hitanjozotra
JER.51.44	ho any aminy ireo firenen-kafa.
JER.51.44	Nirodana ny mandan’i Babilôna!
JER.51.45	Koa ilaozy ny tanànany, ry vahoakako,
JER.51.45	ary samia manavo-tena ianareo
JER.51.45	mba tsy hiharan’ny fahatezerako mirehitra!
JER.51.46	«Tandremo tsy ho kivy na hatahotra ianareo noho ny tsaho izay taterina ao amin’ny tany. Fa hifandimby ny tsaho samihafa arakaraky ny taona: herisetra ao amin’ny tany, fanonganan’ny mpanao didy jadona an’izay talohany...
JER.51.47	Ho avy ny andro hirotsahako an-tsehatra
JER.51.47	hamely ireo sarivongan-tsampin’i Babilôna.
JER.51.47	Afa-baràka ny taniny manontolo;
JER.51.47	hiampatrampatra ao an-tanàna ny maty rehetra.
JER.51.48	Ny lanitra sy ny tany sy izay rehetra ao aminy
JER.51.48	dia hanao hobim-pandresena
JER.51.48	noho ny amin’i Babilôna,
JER.51.48	rehefa tonga avy any avaratra
JER.51.48	ireo tsy maintsy handrava azy.»
JER.51.48	Izany no teny hentitry ny TOMPO.
JER.51.49	Nahatonga fahafatesan’olona maro i Babilôna
JER.51.49	teo amin’ny tany manontolo;
JER.51.49	koa anjarany indray izao ny ho faty
JER.51.49	noho ireo Israelita izay novonoiny
JER.51.50	Koa ianareo izay afaka tamin’ny ady,
JER.51.50	mandehana fa aza mijanona eo.
JER.51.50	Avy any lavitra any no tsarovy ny TOMPO
JER.51.50	ary ataovy ao an-tsainareo i Jerosalema.
JER.51.51	Afa-baràka izahay nandre fandatsana!
JER.51.51	Rakotry ny henatra ny endrikay
JER.51.51	fony nidiran’ireo hafa firenena
JER.51.51	ny 
JER.51.52	Noho izany, hoy ny teny hentitry ny TOMPO,
JER.51.52	dia ho avy ny andro hirotsahako an-tsehatra
JER.51.52	hamely ireo sarivongan-tsampin’i Babilôna.
JER.51.52	Ho re manerana ny taniny
JER.51.52	ny tolokon’ireo maratra.
JER.51.53	Na dia hisondrotra any an-danitra aza i Babilôna
JER.51.53	ka hanao ny fiarovany ho avo tsy azo anihina,
JER.51.53	dia ny baikoko no hahatraran’ny mpandrava azy
JER.51.53	hoy ny teny hentitry ny TOMPO.
JER.51.54	Misy feo miantso vonjy avy any Babilôna:
JER.51.54	fandringanana goavana no re avy ao amin’ny taniny.
JER.51.55	Fa ny TOMPO no mandrava an’i Babilôna,
JER.51.55	sy mampangina ny horakorany.
JER.51.55	Mamelona akoran’ady ny fahavalo
JER.51.55	ka toy ny feon’onjan-dranomasina
JER.51.55	ao anaty kotro-baratra izany.
JER.51.56	Tonga hanafika an’i Babilôna ny mpandrava,
JER.51.56	ka hanao sambo-belona ireo maherifony,
JER.51.56	sy hanapotika ny tsipîkany.
JER.51.56	Fa ny TOMPO dia Andriamanitra mamaly ny natao
JER.51.56	ka mampihatra tokoa ny valifatiny.
JER.51.57	«Homamoiko ireo mpitondra azy sy ny olon-kendriny, ireo governorany sy ny lefiny ary ireo maherifony. Hatory mandrakizay ireny ka tsy hifoha intsony, hoy ny teny hentitr’ilay Mpanjaka, izay antsoina hoe TOMPOn’izao rehetra izao
JER.51.58	Dia nampian’ny TOMPOn’izao rehetra izao hoe:
JER.51.58	«Rava tanteraka ny manda matevin’i Babilôna,
JER.51.58	ary voadoro ny vavahadiny avo;
JER.51.58	ka dia sahiram-poana ny vahoaka,
JER.51.58	zavatra ho kilan’ny afo
JER.51.58	no isasaran’ireo firenena.»
JER.51.59+JER.51.60	I Seraià, zanakalahin’i Nerià sady zafikelin’i Mahaseià, no lehiben’ny tobin’i Tsedekià mpanjakan’i Joda. Koa ny taona fahefatra nanjakan’i Tsedekià dia nanaraka ny mpanjaka tany 
JER.51.61	«Rehefa tonga any Babilôna ianao, dia imasoy ny hamaky mafy ireo teny rehetra ireo; 
JER.51.62	avy eo dia milazà hoe: ‹Ny tenanao mihitsy, TOMPO ô, no niteny taminay fa handringana ity tanàna ity ka tsy hisy hitoetra eto intsony na olona na biby fa fahonenana mandrakizay izy.› 
JER.51.63	Rehefa vitanao ny famakiana ny horonan-taratasy, dia afatory amin’ny vato iray izy, ary atsipazo ao amin’ny ony Eofrata; 
JER.51.64	sady ataovy hoe: «Tahaka an’izao no hilentehan’i Babilôna ka tsy hipoirany intsony noho ny loza hataon’ny Tompo mihatra aminy.»
JER.51.64	«Izany no isasaran’ireo firenena»: mifarana eto ny tenin’i Jeremià
JER.52.1	Feno 21 taona i Tsedekià fony tonga mpanjakan’i Joda; ary naharitra 11 taona no nanjakany tao Jerosalema. Ny anaran-dreniny dia Hamotala zanakavavin’i Jeremià avy ao Libnà
JER.52.2	Ary nanao izay ratsy eo imason’ny TOMPO izy tahaka izay rehetra nataon’i Jôiakima.
JER.52.3	Fa ny fahatezeran’ny TOMPO no nahatonga izany loza izany tamin’i Jerosalema sy tamin’i Joda, ka niafara tamin’ny fandroahany an’ireo Jodeanina hiala teo anatrehany.
JER.52.3	Ary nikomy tamin’i Nebokadnetsara mpanjakan’i 
JER.52.4	Koa tonga tao Jerosalema niaraka tamin’ny tafiny manontolo i Nebokadnetsara. Nitoby manoloana ny tanàna ireo miaramilany, ary nanao tovon-tany manodidina an’i Jerosalema. Taona fahasivy nanjakan’i Tsedekià tamin’izay, ary andro fahafolon’ny volana fahafolo
JER.52.5	Naharitra hatramin’ny taona faha-11 nanjakàn’i Tsedekià ny fanaovana fahirano
JER.52.6	Mafy dia mafy ny mosary tao an-tanàna fa tsy nanan-kohanina ny mponina. Ary tamin’ny andro fahasivin’ny volana fahefatra
JER.52.7	dia nisy noloahan’ireo Babilônianina ny mandan’ny tanàna. Koa nony alina dia nitsoaka nandositra ny miaramila jodeanina rehetra. Na dia voahodidin’ny Babilônianina aza ny tanàna, dia niala tao Jerosalema ihany ireo, ka nandalo ny vavahady tanelanelan’ny manda roa sady takaikin’ny sahan’ny mpanjaka
JER.52.8	Kanjo nenjehin’ny miaramila babilônianina i Tsedekià mpanjaka ary tratrany teo amin’ny lemak’i Jerikao; dia nihahaka nandao an’i Tsedekià ny tafiny manontolo. 
JER.52.9	Rehefa voasambotra ny mpanjaka, dia nentina tany amin’ny mpanjakan’i Babilôna izay tao Riblà anatin’ny faritr’i Hamata
JER.52.10	Novonoina ho faty teo imason-drainy ireo zanakalahin’i Tsedekià; ary tao Riblà koa no namonoana ho faty ireo mpiasam-panjakana jodeanina. 
JER.52.11	Avy teo dia nasain’i Nebokadnetsara nopotsirina ny mason’i Tsedekià; ary nasainy nafatotra gadra halimo sy nentina ho any Babilôna izy mba hatao an-tranomaizina ka nahibony tao ambara-pahafatiny
JER.52.12	Tamin’ny taona faha-19 nanjakàn’i Nebokadnetsara, nony andro fahafolon’ny volana fahadimy
JER.52.13	Izy no nandoro ny tranon’ny TOMPO
JER.52.14	Ny manda manodidina an’i Jerosalema dia narodan’ny miaramila babilônianina rehetra izay niaraka tamin’ny filohan’ny mpiambina.
JER.52.15	Ary nentin’i Nebozaradàna ho babo ireo mponina sisa tao an-tanàna, dia ireo fianakaviana mahantra vitsivitsy sy ireo olona nitolo-batana tamin’ny mpanjakan’i Babilôna ary ny sisa tamin’ireo mpahay taozavatra
JER.52.16	Kanefa dia nisy ampahan’ny vahoaka mahantra navelany mba hamboly ny tanimboaloboka sy ny saha.
JER.52.17	Nopotehin’ny Babilônianina ireo andry halimo tao an-tranon’ny TOMPO mbamin’ireo kalesy ary ilay fitobian-drano halimo goavana teo an-kianja
JER.52.18	Nalainy koa ny fanaka halimo rehetra fampiasa tamin’ny fanompoam-pivavahana, dia ny vilany fasian-davenona sy ny sotron’afo mbamin’ny antsy sy ny tsatokaty famafazana ary ireo lovia madinika. 
JER.52.19	Nentin’ny filohan’ny mpiambina koa ny fitaovana volamena sy volafotsy rehetra: ny lovia, ny fandoroana zava-manitra, ny tsatokaty famafazana, ny fandraofan-davenona, ny fitoeran-jiro ary ny kaopy sy ny tavoara
JER.52.20	Tsy hita lanja ny halimo tamin’ireo fanaka rehetra izay namboarin’i Salômôna ho an’ny tranon’ny TOMPO: dia ireo andry anankiroa sy ilay fitobian-drano goavana miaraka amin’ireo ombilahy halimo 12 mitondra azy, ary ireo kalesy. 
JER.52.21	Ny andry tsirairay dia sivy metatra ny haavony ary enina metatra ny manodidina. Poakaty izy nefa misy valo santimetatra ny hatevin’ny metaly. 
JER.52.22	Misy lohany halimo tsirairay avy ny andry ka mahatratra roa metatra sy sasany ny haavony sady voaravaka harato sy ampongabendanitra halimo ny manodidina azy. Mitovy ireo andry roa sy ny ravaka natao taminy. 
JER.52.23	Miisa 96 ireo ampongabendanitra teo amin’ny lafiny efatra, izany hoe ampongabendanitra zato no tontaliny tamin’ny manodidina ny harato
JER.52.24	Nosamborin’ny filohan’ny mpiambina i Seraià mpisorombe sy i Tsefanià lefiny ary ireo mpisorona telo lahy mpiandry varavarana. 
JER.52.25	Nosamboriny koa ny mpiasam-panjakana iray mpiandraikitra ny miaramila sy ny olona fito lahy mpanolotsainan’ny mpanjaka, sy ny mpitantsoratr’ilay manamboninahitra misahana ny fiantsoana ho miaramila, ary ny teratany jodeanina miisa enimpolo lahy; fa samy hitany tao Jerosalema avokoa ireo. 
JER.52.26	Nentin’i Nebozaradàna ho any amin’ny mpanjakan’i Babilôna tao Riblà anatin’ny faritr’i Hamata izy rehetra 
JER.52.27	ary nasain’ny mpanjakan’i Babilôna novonoina ho faty tao ihany. Toy izany no nitondrana ny vahoaka jodeanina ho babo lavitry ny taniny.
JER.52.28	Ireto no isan’ireo olona nasain’i Nebokadnetsara nentina ho babo: tamin’ny taona fahafito nanjakany
JER.52.29	tamin’ny taona faha-18 nanjakany
JER.52.30	Tamin’ny taona faha-23 nanjakany
JER.52.31	Fony 37 taona taorian’ny fanaovana sesitany an’i Jôiakina mpanjakan’i Joda, dia i Evila-Merôdaky no tonga mpanjakan’i Babilôna. Koa tamin’ny volana faha-12 tao anatin’io taona io, nony andro faha-27,
JER.52.32	Dia nanaovany teny mamy izy, ary nomeny toerana ambony kokoa noho ny an’ireo mpanjaka niaraka taminy tao Babilôna. 
JER.52.33	Tsy navela hanao ny fitafian’ny mpigadra intsony i Jôiakina; ary niara-nisakafo isan’andro tamin’ny mpanjakan’i Babilôna izy nandritra ny andro sisa rehetra niainany. 
JER.52.34	Izany koa no nahazoan’i Jôiakina tamin’ny mpanjakan’i Babilôna ny zavatra nilainy araka ny sahaza azy isan’andro mandra-pahafatiny.
LAM.1.1	Indrisy
LAM.1.1	ilay tanàna feno olona fahiny!
LAM.1.1	Tonga toy ny mpitondratena
LAM.1.1	ilay nalaza tamin’ireo hafa firenena;
LAM.1.1	manao ny asan’ny mpanompo izao
LAM.1.1	ilay andriambavy nifehy faritany maro!
LAM.1.2	Mitomany foana izy amin’ny alina,
LAM.1.2	mirotsa-dranomaso eny an-takolany;
LAM.1.2	izay rehetra tia azy
LAM.1.2	dia tsy misy mampionona azy.
LAM.1.2	Nanary azy avokoa ny sakaizany,
LAM.1.2	ary tonga fahavalony ankehitriny.
LAM.1.3	Difotry ny fahoriana sy vesaram-panompoana
LAM.1.3	no lasan-ko babo ny fokon’i Joda.
LAM.1.3	Mitoetra any amin’ny hafa firenena izy izao
LAM.1.3	kanefa tsy mahita hifaharana.
LAM.1.3	Izay rehetra mpanenjika azy
LAM.1.3	dia nahatratra azy an-katerena.
LAM.1.4	Misaona ny lalana mankany 
LAM.1.4	satria tsy misy miakatra amin’ny fety.
LAM.1.4	Mangina avokoa ny kianjany
LAM.1.4	ary sentom-pahakiviana no ataon’ny mpisorony.
LAM.1.4	Ory fatratra ireo tovovaviny,
LAM.1.4	ka mangidy amin’i Tsiôna izany!
LAM.1.5	Ny fahavalony no lasa ambony
LAM.1.5	ary ny mpiady aminy no miadana;
LAM.1.5	satria ny TOMPO no mampahory an’i Tsiôna
