MAT.1.2	Abraham Isak ka abatii, ho Isak Jakob ka aba, ho Jakob Juda la mohka anuabañ atañka aba, 
HEB.7.27	Mo anna matii, bukuñ nyibu atañ hiilyañ, kiirañ membi nii, kapyopa mohka atoh ingyamiigyanii atañpa ho hiikahiiba ho miyu atañpa; mo siika atañmi ronge pada miida tii mo atohmika bipa siilyi ho. 
HEB.7.28	Jijelusu dokoda, dapo hii miyu atañmi kahetii mohluka ajju ho bukuñ nyibupa, hojalo hemme niika aguñsi, niihna dapo mi kami yapa ahtiinii, Oho mi kahetii humina miitiinii ayudahepa digoabiaya dopa.
HEB.8.1	Siisi drih niihna ngunu ludunii hii sike: ngunukii sitañ bukuñ nyibu du, kone huna dunii dariiganda ho Pinii raddeduko ka lahbi alah ho, 
HEB.8.2	dariinenchañ ho miihoniiñ ho jije tabyoude
HEB.8.3	Niimpalukoda koneabi bukuñ nyibu mi ahmiñayiñ ho membi niipa kahetii; hopa siika nyibu tiirḛ hang drih ako bidupa loda lyitii. 
HEB.8.4	Siisi mo matiirḛ kiiddiapiñ so datii koda, mo pema nyibu pa lyidiima, niimpalukoda nyibu atañ danyada huna dapo hoka keniiñ chuli ahmiñayiñ bidonii. 
HEB.8.5	Mohlu dariiganda ka dariinenchañ ka kapu ho yallo misu miilyañ mondonii; niimpalukoda Mose ka tabyoude mika pempa miilyiho, mo Pinii lo luko kotii, lubiidola, “Kato no kapane drihmi niimika putoo hoka kakiñniiñ hiilyañ jaho miito.” 
HEB.8.6	Hojalo siikasi hiilatii, Kristo patii siika miihoniiñ simi niihna ano khiiniiñ yanii khu hemmesiiniiñ mi hentola, mohka lulyañluda niisi ayayado, niimpalukoda siikasi ayaya hemme niiho miigii biitii. 
HEB.8.7	Niimpalukoda matiirḛ kapyo daka hemmesiiniiñ hang miigyanii giima tiikoda, anye nii bosimi anna dopa myodu lyikiñmatii.
HEB.8.8	Niimpalukoda mo mohluko ho miigya nii kappatii mohka hiila lulyiho:
HEB.8.8	“Allo hii ahkiñ doke, Attoh lutii,
HEB.8.8	niidana ngo niti hemmesiiniiñ miicha talyinii Isrel ka ude ho
HEB.8.8	ho Juda ka ude ho;
HEB.8.9	ngiika mohluka aba atañka agiñ hoka hemmesiiniiñ hiilyañ mapa
HEB.8.9	hiika allo ho niido hona ngo mohlumi alah lo sebii tonii
HEB.8.9	mohlumi ingiila Egip ganda hokii agoho lingii lupa;
HEB.8.9	niimpalukoda mohlu ngiika hemmesiiniiñ ho dakañ mane,
HEB.8.9	ho hopa ngo mohlumi tage mato, Attoh ludo.
HEB.8.10	Siika sike hemmesiiniiñ ngiika Isrel ka ude agiñ hoka
HEB.8.10	hiika allo atañka hiiba ho, Attoh ludo:
HEB.8.10	Ngo ngiika dapo atañmi mohluka punyu ho atii talyi,
HEB.8.10	ho mohluka ahha atañ ho kechi,
HEB.8.10	ho ngo mohluka Pinii pa lyichi,
HEB.8.10	ho mohlu ngiika miyupa lyikiñdo.
HEB.8.11	Ho mohlu tonsḛr kema kone abimi mohluka ajiñmi
HEB.8.11	malo kone abi mohluka anubarmii mi, lubiidola, ‘Attoh mi chinto,’
HEB.8.11	niimpalukoda miilañru ngiimi chinkiñdo,
HEB.8.11	atujaho hokii khiiri biila kaheja lohe.
HEB.8.12	Niimpalukoda ngo mohluka ingyamiigya miiju atañmi aroh talyi,
HEB.8.12	ho ngo mohluka ingyamiigyanii atañmi henge giite kuma.”
HEB.8.13	Niti hemmesiiniiñ ho lusu dokoda mo kapyo mi gordu akuma lukiñdo. Ho niihna gordu akumanii ho khu dokunii hii lyupa kendoku.
HEB.9.1	Siisi kapyo hemmesiiniiñ ho lutola done kiiddiapiñ ka dariinenchañ hoka heriinaniiñpa. 
HEB.9.2	Niimpalukoda tabyoude
HEB.9.3	Bernye niipaka tonkhu naniiñ ka kiiliñ ho tabyoude dotii hiimi Darii jaka Darii hiila lutii, 
HEB.9.4	ayyiñ agyañ ka byamunanii mi giitola ho hemmesiiniiñ ka bako hii hikha aruñho ayyiñ loka mupunii, niihona dotiinii ayyiñ pinchu ho manna, ho Aron ka panyi ho annii armyuñ lintii, ho hemmesiiniiñ ka miitananii; 
HEB.9.5	hiimi hahoyaho cherubim ka tatukatu hii aroh duko mi hipu biitii. siika drih atañmi siisi ngunu didḛr pa lusu lakiñma.
HEB.9.6	Siika miimyo biniiñ atañmi miitii, nyibu hii inkañ ari tabyoude ka agoho intii, mohluka uyimuju mi miila; 
HEB.9.7	hojalo anyeniiho bukuñ nyibu kontiisii ahsu tiinii, ho mo nyange ho ronge sii, ho ai mi biima pa ahma nii mi mo atohpa bisutii ho miyu atañka miigya niipa. 
HEB.9.8	Siika silo Darii Yajiyallo kakiñdo dariinenchañ ka lembo hii siisi lohe pa miiko marañ nii dahepa ago daka tabyoude hii dochirañ 
HEB.9.9	(niihna siilobiilyo ka santuñ ho kagiñnaniipa donii). Siika miiniiñlo, ahmiñayiñ la membi niimi bikañ la do niihna heriiboka henju mi digoabiaya dopa miila kemanii, 
HEB.9.10	hojalo diigo la tango nyilo miita nando ho ponsa ponsa dariiasenii miiniiñlo, apopaka miijulujulo nii dahepa hikha niti dopa miita nantema.
HEB.9.11	Hojalo Kristo ahtii aya drih atañka bukuñ nyibu pa niihna ahto kula dotiinii, kayeya hokii ho uroya digoabiaya ya tabyoude hokii (alah atañ loka puniiñ mapa, hiika hii, pulyi hoka puta maniiñ) 
HEB.9.12	mo ronge pada hikha rupa Darii Lengo ho ahtii, siibiñ la siih atu nyika ai biito lamapa hojalo mohka atoh ai mi, hiilo ayudahepa tupyabiniiñ mi patiiku. 
HEB.9.13	Niimpalukoda miibḛrnii miyu mika pyappu nii matiirḛ siibiñ la hiibo nyika ai lo ho siih hiiniiñ byamu naniika mubulo dardḛ dokoda asiialyo darii miila, 
HEB.9.14	niimkane abulyakiñdo Kristo ka ai hii, huna santḛrlamanii yajiyallo lo atohmi bisu tiinii hang Pinii mi pahañ hansa giima dopa, nunuka henjumi darii miibila shiiniiñ miigo miiniiñ hokii turnii Pinii mi miiho dupa.
HEB.9.15	Hopa mo niti hemmesiiniiñ ka punko hoka lubinii, niimpalukoda humi jalo gyotii labii kiine dupa hemme biniiñ ayudahe paka pensi kosa niimi, niido hokii shiiniiñ hii ahtii hiiko hokii mohlumi darii miitii ku ingyamiigyanii atañmi kapyo hemmesiiniiñ ka ura ho. 
HEB.9.16	Niimpalukoda nohna shiihiñ luniiñ hii donii, huna hiimi lutii nii hiika shiilyi ko hiimi luliñ duku. 
HEB.9.17	Niimpalukoda shiihiñ luniiñhii shiilyi ko hosu hiimi miila siidonii, hiimi cheche pa lula ma nii dahepa hiimika luniiñbo turla duchirañ. 
HEB.9.18	Hopa kapyo daka hemmesiiniiñ hiitiirḛ ai nyimapa miila matii. 
HEB.9.19	Niimpalukoda kapane lujubiniiñ dapo mika Mose ka hikha miyuatañ mika luko lyiho, mo siih atula siibiñ lyika ai mi latii, yasie ho lanchañkoma la tajer nyika agiñho, ho kheta tanye rumi pippu biido ho hikha miyu atañmi, 
HEB.9.20	lubiidola, “Siikasi ai loka hemmesiiniiñ ke Pinii ka nunu paka lujju biniiñ.” 
HEB.9.21	Ho hii chulipa mo tabyoude penye rumi ai lo pippu biido ho hikha piichañ turla herii koka miina naniiñ mi. 
HEB.9.22	Jije lusu dokoda, dapo ka miijuhii kapane drih mi ai lo darii miidu, ho ai bipa kiine mapa ingyamiigyanii atañmi hello ko hiila nyima.
HEB.9.23	Hiikohopa siimi dariiganda ka drih atañka kapu atañmi siika miijulo darii miidupa lyido, hojalo dariiganda ka drih atañ siika atañ mitrḛ ayaya membi siinyatii atoh atohpa. 
HEB.9.24	Niimpalukoda Kristo ahtii, alah loka dariinenchañ peniiñ homa, jije kapu kone ako, hojalo dariiganda loda ho, siisi Pinii ka dako ho ahtii ngunuka ahsa niipa. 
HEB.9.25	Hiilamaje mo atohmi bitie bitie bisu pama, niihtañpa bukuñ nyibu Darii Lengo ho ahdu anya menda mi ai biitola hiitiirḛ mohka atoh ai ma; 
HEB.9.26	niimpalukoda hopa mo hiimi heru hentiñ hentiñ hendo pa lyitii dohadolo mika liidi rabii jaho hokii. Hojalo hii hiila siila, mo ronge pada hikha rupa ahtii kamikalo ka santuñho ingyamiigya mi lapa bidupa hiila mo atohmi membi shiibii dola. 
HEB.9.27	Ho niihtañpa miyuatañ mo ronge shiido pa miimyo tola do, ho hiika hiiba ho ayakacho kako kendo, 
HEB.9.28	hopa Kristo, rongepa bisutii abujeka ingyamiigya atañmi bagii dupa, ahti kendo ronye niipa, ingyamiigyaniimi miilyañ dupa hiilama hojalo lyangur dupa huna mohmi kalya rela dunii.
HEB.10.1	Niimpalukoda dapo hii dosutii hojalo aya drih ahsa niimika kagiñnanii ka yallo sii, siika doje sanii atañka jije ajumi hentola, si pema lyila kema, membinii jami menti menti menka ari anyañ karmyañmi membido, si digoabiaya giila kendo peha huna Pinii ko ahde donii. 
HEB.10.2	Hiilamakoda, mohlu biniiñ mi bingo keñku masu peha? Heriibomi matiirḛ ronge darii miitii kukoda, mohluko hang ingyamiigya hiila heniiñ hii giikiñ kuma. 
HEB.10.3	Hojalo siika membiko atañso ingyamiigya niimi hempa dopa miikañdo anyañ karmyañmi. 
HEB.10.4	Niimpalukoda siikasi miila kema lodake siihhiibo la siibiñ nyika ai lo ingyamiigya atañmi lapa biidupa.
HEB.10.5	Siika piigopa, Kristo ka dohadolo soka ahlyiho, mo lutii,
HEB.10.5	“membiniimi la biniiñkeniiñ mi no hembyo make,
HEB.10.5	hojalo apo no ngiipaka miimyo biniiñmi;
HEB.10.6	byamu biniiñho ho ingyamiigya paka biniiñho no hempyo biimake.
HEB.10.7	Ho ngo luto, ‘kato, ngo ahdu niika heniiñjami miidupa, O Pinii,’
HEB.10.7	niihtañpa ketola do ngiimi dapo ka kheta ho.”
HEB.10.8	Mohka lupyo paka luniiñhii, “No hemmima malo siika siimi hempyo biima membi niiso ho biniiñso ho byamu bikoso ho ingyamiigya paka biniiñ atañso” (siika atañsi dapo hoka keniiñ chulipa bido), 
HEB.10.9	ho mo lubyañtii, “Kato, ngo niika heniiñjami miidu pasu ke ahsu dunii.” Mo kapyo mi lapatii anyeniimi miiribiidu pa hiila. 
HEB.10.10	Ho hiika henko jaho miiko hopa ngunumi darii miitii ku Jisu Kristo ka apo mika bisu kopa hikha ronge pada.
HEB.10.11	Ho nyibu kone abi dadu kiirañ mohka miigo miidupa, bido membi niijami menti menka biidola, hiikahii pema taliinii atañmi lapa biila kema. 
HEB.10.12	Hojalo Kristo ka bisuniisi kiirañ bisa niipa rongepada ingyamiigyanii atañpa bitii, mo dutii ku Pinii ka lahbi alah ho, 
HEB.10.13	ho mo kalyada mohka ahha-banii atañmi mohka alih nyota naniiñpa miimiñ menda hemi. 
HEB.10.14	Niimpalukoda ronge paka biniiñlo mo digoabiaya dopa miitii hikha myodupa hutii mina darii miitii kunii. 
HEB.10.15	Ho Darii Yajiyallo tiirḛ ngunupa haki bido; niimpalukoda lubiidola,
HEB.10.16	“Siika sike ngiika mohluka agiñ hoka hemmesiiniiñ
HEB.10.16	hiika allo atañka hiiba, Attoh ludo:
HEB.10.16	ngo ngiika dapo atañmi mohluka ahha ho atii talyi,
HEB.10.16	ho kechi mohluka henju ho,”
HEB.10.17	ho mo lubyañtii,
HEB.10.17	“Ngo mohluka ingyamiigyanii atañmi ho mohluka miigya kuniiñmi henge giite kuma.”
HEB.10.18	Nohna siika sipa hello biniiñ hii donii, hiikoho ingyamiigya pa bido pa lyima.
HEB.10.19	Hiikohopa, anubarmii atañ, ngunu hentiñdo dariinenchañ ho ahdupa Jisu ka ai lo, 
HEB.10.20	niti ho turnii lembolo nii mina mo ngunupa miiko bitiinii pulye tonkhu niilo, hiika hii, mohka apo lo, 
HEB.10.21	ho ngunu kii kahe nyibu du Pinii ka ude ho, 
HEB.10.22	kiije ngunu ahdesa jije ahha ka agiñho poteje jijeka henje giitola, ngunuka ahha mi dariipa pisse giila kacho henju hokii ho ngunuka ahuapo mi darii yasie lo hasu giila. 
HEB.10.23	Kiije ngunu giikañ ari giisa ngunuka hentiñ naniiñ mika khako siiniiñmi alyemapa, niimpalukoda mo huna hemme bitiinii hii lotii ke; 
HEB.10.24	ho kiije ngunu hensusa niihtañ pana kone anya mi haro lupa siikiñ donii hensu niiho ho aya miigo atañ ho, 
HEB.10.25	tonge paka kapa siisa niimi assuale mapa, tonge hiila miinya data, hojalo kone anyañmi haro lupa siito, ho hiimi tiirḛ uro yapa nunu kapado Allo hii tunii dokuke.
HEB.10.26	Niimpalukoda ngunu matiirḛ ingyamiigya niimi miikañ ari jije mi chimbiidola miido koda, hiiko ingyamiigyanii atañpaka membi nii nyiku make, 
HEB.10.27	hojalo biiso loda ayakacho kako saniiñ hiike donii, ho hadii ka yamu yaniiñ niihna ahha-banii atañmi yakiñ donii. 
HEB.10.28	Miyu huna Mose ka dapo mi chekhola miitiinii shiinyane hang aroh komapa anye malo hinge ka pyako laka haki biniiñho. 
HEB.10.29	Niimkane heruyapa pamyokenko kendo nunu henka duha hiika miyu mi huna Pinii ka Oho mi khiipa donii, ho khiimapama miidonii hemmesiiniiñ ka ai mi niilona mo darii miitiikunii, ho hadii dopa miitiinii aroh-aya ka Yajiyallo mi? 
HEB.10.30	Niimpalukoda ngunu mohmi chindo huna lutiinii, “Miili sanii ngiika miigoke, ngo bili talyike.” Ho hiira, “Attoh mohka miyu atañmi halii kendoke.” 
HEB.10.31	Siikasi biisokacho ka drih ke turnii Pinii ka alah hoka huha niisi.
HEB.10.32	Hojalo hempa nyato bilo allo atañmi niido hona, nunu byohu koku lala, nunu hempḛr uro herumyanka pitii, 
HEB.10.33	ronge milo hikha butii kadopa miipyutii ho pamyotakho agiitii, ho ronge milo sitañ miiko niika agiñho dabo kiinetii. 
HEB.10.34	Niimpalukoda nunu arohtii patiihtunko nii atañmi, ho nunu hempyo biidola taliimontii nunuka gandanencha mika robii lyiho, niimpalukoda nunu chintii nunupa siimi ayaya gandanencha do ho ayudahe dokañ saniiñ. 
HEB.10.35	Hopa nunuka hentiñnanii mi ripa siiyo, nohna ano kahe ajunii donii. 
HEB.10.36	Niimpalukoda nunu pigii niimi anna doke, niimpalukoda nunu Pinii ka henko jaho miidupa ho lariidupa hemme biniiñmi.
HEB.10.37	“Niimpalukoda ichuche myodu ka hiibaho,
HEB.10.37	ho ahsabo ahkiñ doke ho diirii miikiñ make;
HEB.10.38	hojalo ngiika denki kone henje loke sankiñ donii,
HEB.10.38	ho mo matiirḛ inku doku koda,
HEB.10.38	ngiika yallo mohko hempyo make.”
HEB.10.39	Hojalo ngunu hiika atañ make huna inkuñ nyado kunii ho pyadu loko tiinii, hojalo hiika atañke huko hona henje giidonii ho mohluka yallo mi atii biinya donii.
HEB.11.1	Siisi henje si hentinii drih mika jije pakiñ do hiila ka heniiñ mike, kapa masujalo pakiñdo loda hiila ka heniiñ. 
HEB.11.2	Niimpalukoda siika silo bilo miyuatañ lariinyatii piniimiito luniiñmi. 
HEB.11.3	Henje lo ngunu talado dohadolo mi Pinii ka aguñlo putii hiila, niimpalukoda nii mina kapa donii kapa manii drih atañ hokii linke nentii.
HEB.11.4	Henjelo Abel Pinii mi bitii khiiniiñya membinii Ken mi hentola, hiilo mo denki do hiila khiikotii, Pinii haki bido mohka ahmiñayiñ biniiñ mi larii biidola; mo shiitii, hojalo mohka henje lo mo siisi jalo ludorañ. 
HEB.11.5	Henjelo Enok ayoh ho chagii kotii niimpalukoda mo shiiniiñ mi kapa matii; ho mohmi mepa kumatii, niimpalukoda Pinii mohmi ingii tiiku. Siisi mohmika ingii marañpa mo Pinii mi hempyo miipatii. 
HEB.11.6	Ho henje giimapa mohmi hempyo miipa lakiñma. Niimpalukoda hujalo Pinii ka aruñho ahchi henje kendo loda mo du hiila ho mo ajudu hiika atañmi huna mohmi medonii. 
HEB.11.7	Henje lo Noah, Pinii lo luluñ kobiidola ahsanii lyisa niimi kapa masu tiirḛ, tagiila ho hempḛr kahe hulu tare pentii mohka uru atañmi lyangur naniipa; siika silo mo dohadolo mi khiipatii ho denki mika pensi koniiñpa lyitii niihna henjelo ahdonii.
HEB.11.8	Henje lo Abraham taliitii mohmika gyola lala inge lulyiho gandaho nii mina mo pensikokiñ tiinii; ho mo intii, hang chimapa mo no ilyi hiila. 
HEB.11.9	Henjelo mo gyajotii hemmebiniiñ kiiddi ho, nyibo ganda hokii hiilyañ, tabyo ude ho dubii dola Isak la Jakob nyi hiilyañ, mo agiñho pensi kotii hiika hemme biniiñ ahiñmi. 
HEB.11.10	Niimpalukoda mo metii citi mi nii mina liidi ratii kunii, hiimika penchanii ho punii bo Pinii. 
HEB.11.11	Henjelo Sarah wiinga giina nanii harchichike mi kappatii, mo akha siitii kutrḛ, niimpalukoda mo mohmi lotii hiila khiitii huna hemme bitiinii. 
HEB.11.12	Hiikohopa miyu kone kokii, ho mo kokii huna shiiniiñ mi gabii tokula dutii kunii, hiiko hokii halugiira mi biitii ohoasi hiimkane abuje yapuñ daka takḛr atañmi ho siimie biilyo daka khiikha lamanii sumu kane.
HEB.11.13	Hikha siika atañsi henje ho shiitii, niihna hemme bitii nii hiimi kapa mapa, hojalo hiimi kapa tela ho hiimi adho hokiila ayahelyi lute hela, ho hiila chintii hekula mohlu kiiddiapiñ so nyibo ho dulya lasu hiila. 
HEB.11.14	Niimpalukoda miyuatañ huna ludonii siimi didḛrpa miitii mohlu atoh ganda mi metii hiila. 
HEB.11.15	Mohlu matiirḛ hiika ganda mi hentii koda nii hokiina mohlu iritiinii, mohlu hiiko ahku lakiñ tiiku. 
HEB.11.16	Hojalo siikasi, mohlu ayaya ganda mi kapa nala hentii, hiika hii, dariiganda hokii. Hiikohopa Pinii hiinyañ matii mohluka Pinii hiila ka gyoko saniiñmi, niimpalukoda mo mohlupa citi miimyo bitii.
HEB.11.17	Henjelo Abraham, mohmika tenka lyiho, Isak mi bitii, ho huna hemme niimi kapa tiikunii mohka oho ako lohe bidupa miitii, 
HEB.11.18	hopa humina siikasi lutiinii, “Isak kokiila niika ohoasi mi myari biikiñdo.” 
HEB.11.19	Mo hiila hentii Pinii shiila ka doku niimi miina seri lakiñdo hiila; hopa, lumunala ludo koda, mo mohmi laku biitii ku. 
HEB.11.20	Henjelo Isak ahsanii lyansa niimi luliñtii Jakob la Isau nyimi. 
HEB.11.21	Henje lo Jakob, shiipa miilyi kula, Josep ka oho kone abimi lyambiido, mohka panyi ka hataho adiñ chukila herii kiinetii. 
HEB.11.22	Henjelo Josep, mohka santuñ ka kamikalo ho, Isrel miyu atañka linku sanii mi lupatii ho mohmika alie saniiñmi luko lumyo tii.
HEB.11.23	Henjelo Mose, mohmika bulyi ho, piilo bariñhe mohmi mohka annii-aba achuñ biitola biitii, niimpalukoda mohlu kappatii wiinga si ano kapyodo hiila; ho mohlu biiso matii radde ka pota biliñ laka luniiñmi. 
HEB.11.24	Henjelo Mose, mohka sancha lyiho, gyoko tama lutii Paraoh ka nyimii wiinga ka oho hiila, 
HEB.11.25	miihimiire khiimapama miiko niimi ya kahetii Pinii ka miyuatañ agiñho hempyo paka ingyamiigya hoka sobo saniimi hentola. 
HEB.11.26	Mo Kristo paka heru hembi niimi uro mingotamo yapa hentii Egip hoka alḛrdrih doniimi hentola, niimpalukoda mo ajju kosa niimi katii. 
HEB.11.27	Henjelo mo Egip mi apatii, radde ka hadii mitrḛ hang biiso mapa; niimpalukoda mo pigiitii mohmi kapa biido niihtañpa hembiidola humina kapa lamanii. 
HEB.11.28	Henjelo mo Impobiiniiñ mi atiitii ho ai mi pipputii, niimpalukoda butu wiinga mika mennii bomi mohlumi tenne lama dopa.
HEB.11.29	Henjelo miyuatañ Lanchañ siimie mi repo botii pitañ kiiddi hoka indo niihtañpa; hojalo Egip daka miyuatañ, mohlu hiika ahiñpa miipa miika du hiila, huhatii. 
HEB.11.30	Henjelo Jeriko daka sulu hii tehyitii mohlu allo lokanuhe pakḛr kiile. 
HEB.11.31	Henjelo Rahab pfyoaridiisuniibo lyumatii hiika atañ agiñho hutiina luniiñ tama tiinii, niimpalukoda mo hemihenja karii katañ tii ruha laka ahnii atañmi.
HEB.11.32	Ho siimi uro yapa nii hiila ngo luchi? Myodu si ngiipa nyima lyita Gideon, Barak, Samson, Jepta, David ka piigomi, ho Samuel ho nyibuheniiñ atañmi luko dupa, 
HEB.11.33	huna henjelo raddeganda mi pamiñbiinii, miidikomiigii tiinii, hemme biniiñmi kapatiinii, abañpatii atañka aguñmi gapiñtii, 
HEB.11.34	yamu yala doniimi miimitii, ilyo pakhii kosaniihokii hargii tiiku, ajjulo tamonyatii, gyambo pasuko tamopa datii, nyibo ka sipahi atañmi hargii dopa miitii. 
HEB.11.35	Annii akha mohluka henii-myanii mi shiinii hokii turiturku dopa kapa biido. Tonge miihimiire kotii, tiipatama hiila lutii, niimpalukoda mohlu hiira aya yapa sango sancha kendo. 
HEB.11.36	Khiibe atañ nyapa kola heru hentii ho tarulo hikotii, ho dachañranyi kolii kotiita ho patiih tunkotii. 
HEB.11.37	Mohlu yalañ kukotii, mohlu tanye piche kotii, mohlu ilyolo pakhii kotii; mohlu subuñ ho siibiñ ka alyo mi giitola intii, arrokapa, achihchila, khiimapama miikotii, 
HEB.11.38	hupana dohadolo si khiiniiñpa nyimatiinii-gyajola siimuganda hola putoo atañ ho, ho miru hola kiiddi daka lampii atañ ho.
HEB.11.39	Ho hikha siika atañsi, henjemi ayaloda mohluko giisutii, hojalo kapa matii nii mina hemme bitii nii, 
HEB.11.40	niimpalukoda Pinii kakiñ kempyotii ayayapa ngunupa, niimpalukoda ngunumi apalala mohlumi digoabiaya dopa miila kema.
HEB.12.1	Hopa, ngunumi hiimkane kahe jomii dagur kobiidola hakipa, kiije ngunu tiirḛ apalyasa kapane drihmi, ho ingyamiigya niihna hempḛr ageh giitola giidonii, ho kiije ngunu harkañ ari hasa pigii biidola nii mina ngunupa miitola atii bitiinii, 
HEB.12.2	Jisu mi kabii dola miitu rigiibo ho digoabiaya dopaka miinii ngunu henjemi, huna mohka hata hoka hempyo atii tola doniiñ kiipa pogyañ mi pitii nii, hiinyañ mitrḛ hempa kapa biidola, ho duku Pinii ka duko lahbi alah ho.
HEB.12.3	Henkato mohmi huna ingyamiigyanii atañ kokii sitañ khiimaniimi mohko pigiitiinii, niimpalukoda nunumi renge mayapa malo ahhahame mayapa. 
HEB.12.4	Nunuka ingyamiigya mika miitrḛ siila miiko siisi loyepa nunuka ai linda dohepa miima. 
HEB.12.5	Ho nunu helyu dadokuha nunumi oho atañ hiila lubii dola ka haro lupa niimi?
HEB.12.5	“Ngiika oho, ano hajupa heyo Attoh ka miilyañ niimi,
HEB.12.5	malo hame giiyo niidana nunu mohlo miikhiiñ kochinii.
HEB.12.6	Niimpalukoda Attoh hiimi miilyañ duke humina mo hendu nii,
HEB.12.6	ho miikhiiñdu oho kone abimi humina mo larii tiikunii.”
HEB.12.7	Siikasi miilyañ kodu pake nunu pigii dunii. Pinii nunumi oho mika miichañ hoke miidonii; niimpalukoda mo niihtañ ka oho humina hiika aba hii miilyañ manii? 
HEB.12.8	Nunumi matiirḛ miilyañ mapa apa dokoda, nii hona hikharu miibo donii, hokoda nunu ipfyo oho ke ho oho loda make. 
HEB.12.9	Hiika hahoho, ngunukii kiiddiapiñ ka aba dunya du ngunumi miilyañ dupa ho ngunu mohlumi khiidu. Ngunu uro yapa khiikiñ masu peha Yajiyallo ka Aba mi ho sandupa? 
HEB.12.10	Niimpalukoda mohlu ngunumi miilyañdu echuche myodu pasu mohluka hempyo kiipa, hojalo mo ngunumi miilyañ du ngunuka aya kiipa, niimpalukoda ngunu mohka darii mi henche mondupa. 
HEB.12.11	Myodu hepahe kapane miilyañ nii kako achih heru giido hempyo giisa niimi hentola; Kamikalo ho siikasi chimie denki ahee miya higiido humina siika silo miilyañ tiiku nii.
HEB.12.12	Hopa nunuka lyuhikunii alah atañmi yuchato ho nunuka ajju liibañ atañmi alḛr dopa miigiito, 
HEB.12.13	ho lembo mi parda pa miito nunuka alih kiipa, niimpalukoda liichabomi inji mapa lyima dopa hojalo hiilamapa miipya kodo paya. 
HEB.12.14	Hikha miyuatañ agiñho chimie mi meto, ho darii hii nyimapa kone hetrḛ Attoh mi kapa lakiñma. 
HEB.12.15	Hendi nyatolya kone mitrḛ Pinii ka aroh-aya mi larii mapa lyike nelyayo; niimpalukoda hang “kochi ka liima” saliñ madopa ho ahiare mi lingii madopa, ho siika silo abuje miibḛr konya da; 
HEB.12.16	kone mitrḛ kalyikabyo malo Isau kii hiilyañ piniihenju mi heriimanii pa dake neyo, huna apiñ purepa pyudo siibii donii mohka oho abañ hiila khiiko saniiñmi. 
HEB.12.17	Niimpalukoda nunu chindo hiikahiiba ho, mo lyaniiñ mi pensi kona la hensu dotrḛ, mohmi khiipa tiiku, niimpalukoda mo henkur dopa myodu kapa kumatii, mo mila bibii dola hiimi mesu dotrḛ.
HEB.12.18	Niimpalukoda nunu ahma ke nii mina tenka tiinii, yamuyala donii, ho kamoramba, ho domu, ho allyiaro, 
HEB.12.19	ho siirii muniiñ mika tapanii, ho aguñluniiñ huka luniiñ atañ na taniibo atañmi lyardopa miitiinii niimpalukoda mohlumi puyu luko lubyañ kuyo hiila. 
