GEN.1.1	I begyndelsen skabte Gud himlen og jorden. 
ACT.17.20	„Det lyder jo temmelig fremmed for os, men vi vil gerne vide, hvad det hele går ud på.” 
ACT.17.21	Det var nemlig sådan, at både byens indfødte borgere og tilflytterne fik meget tid til at gå med at fortælle og høre sidste nyt.
ACT.17.22	Så stod Paulus frem midt i Areopagos forsamlingen og sagde: „Højtærede mænd her i Athen! Jeg har lagt mærke til, at I er meget interesserede i åndelige spørgsmål. 
ACT.17.23	Da jeg spadserede gennem byen, så jeg de mange religiøse symboler, som I bruger i jeres gudsdyrkelse. Der var blandt andet et alter med inskriptionen: ‚For en ukendt gud’. Den Gud, som I dyrker uden at kende, ham vil jeg gerne fortælle jer om. 
ACT.17.24	Der er en Gud, som har skabt verden og alt, hvad der er i den. Han er Herre over både himlen og jorden. Han bor ikke i menneskeskabte templer. 
ACT.17.25	Han har heller ikke brug for, at mennesker skal sørge for hans fornødenheder. Tværtimod, det er ham, der giver menneskene liv og ånde og alt andet. 
ACT.17.26	Han lod alle racer nedstamme fra det samme menneske og spredte folkeslagene ud over hele jorden. Han har fastsat, hvor længe hvert folkeslag skal bestå, og hvor dets grænser skal gå. 
ACT.17.27	Han skabte menneskene med en længsel efter Gud, så de i deres famlen måske kunne finde ham. Han er nemlig ikke ret langt borte fra en eneste af os, 
ACT.17.28	for han giver os liv, bevægelse og eksistens, ligesom en af jeres egne digtere har sagt: ‚Vi tilhører også hans slægt.’ 
ACT.17.29	Når vi er i slægt med Gud, så ligner vi ham, og så skal vi ikke tænke på Gud som et billede i guld, sølv eller sten, et billede, der er formet ud fra menneskelig tankegang og kunstnerisk dygtighed. 
ACT.17.30	Nok har Gud båret over med tidligere tiders uvidenhed, men nu befaler han, at alle mennesker, hvor de end er, skal vende om til ham. 
ACT.17.31	Han har nemlig fastsat en dag, hvor han vil afsige sin retfærdige dom over alle mennesker i hele verden. Det vil han gøre sammen med en bestemt mand, som han har udvalgt til den opgave, og for at hjælpe alle mennesker til at tro det, har han oprejst ham fra de døde.”
ACT.17.32	Da forsamlingen hørte, at nogen skulle være genopstået fra de døde, gav nogle sig til at le, mens andre sagde: „Det vil vi høre mere om en anden gang.” 
ACT.17.33	Så forlod Paulus dem, 
ACT.17.34	men der var nogle få mænd, der sluttede sig til ham og kom til tro, blandt andre Dionysios, som selv var medlem af Areopagos forsamlingen. Desuden var der en kvinde, der hed Damaris, og flere andre.
ACT.18.1	Derefter forlod Paulus Athen og rejste videre til Korinth. 
ACT.18.2+ACT.18.3	Dér traf han en jøde, som hed Akvila. Hans kone hed Priskilla. Deres arbejde var at sy telte, ligesom Paulus gjorde, så han fik lov til at bo hos dem og arbejde sammen med dem. Akvila stammede oprindelig fra Pontus, men han og hans kone var netop ankommet fra Italien, for kejser Claudius havde givet ordre til, at alle jøder skulle forvises fra Rom. 
ACT.18.4	Hver sabbat var Paulus i synagogen, hvor han debatterede med og søgte at overbevise både jøder og grækere. 
ACT.18.5	Da Silas og Timoteus kom ned til Korinth fra Makedonien, var Paulus helt opslugt af at forkynde Guds ord og søge at overbevise jøderne om, at Jesus virkelig var den ventede Messias. 
ACT.18.6	Men da jøderne hånende afviste ham, rystede Paulus symbolsk
ACT.18.7	Han flyttede så sin undervisning fra synagogen over til et hus, som lå lige ved siden af og tilhørte Titius Justus, en græker som var gået over til jødedommen, men nu var kristen. 
ACT.18.8	Synagogeforstanderen Krispus og hele hans husstand kom også til tro på Herren. Mange af byens indbyggere kom for at lytte til Paulus, og mange kom til tro, hvorefter de blev døbt.
ACT.18.9+ACT.18.10	En nat havde Paulus et syn, i hvilket Herren sagde til ham: „Du skal ikke være bange, for jeg vil beskytte dig, så ingen gør dig fortræd. Fortsæt med at tale og giv ikke op, for jeg har et stort folk i denne by.” 
ACT.18.11	Så blev Paulus i Korinth i halvandet år og underviste i Guds ord.
ACT.18.12	Mens Gallio var guvernør i den romerske provins Akaja,
ACT.18.13	Dér kom de frem med følgende anklage: „Manden her overtaler folk til at dyrke Gud på en måde, som er imod vores lov.” 
ACT.18.14	Men da Paulus skulle til at forsvare sig, vendte Gallio sig til jøderne og sagde: „Hør engang, I jøder, havde der været tale om en grov forbrydelse eller anden lovovertrædelse, så ville jeg godt have hørt på jer. 
ACT.18.15	Men når det drejer sig om ordstrid og magtkampe inden for jeres egen religion, så må I klare det selv. Den slags sager vil jeg ikke dømme i.” 
ACT.18.16	Så jog han dem væk fra domstolen.
ACT.18.17	Alle
ACT.18.18	Efter den hændelse blev Paulus endnu en tid i Korinth, før han besluttede at tage tilbage til provinsen Syrien sammen med Priskilla og Akvila. Så tog de afsked med menigheden og kom ned til havnebyen Kenkrea. Her lod Paulus sit hår klippe, da tiden for hans naziræerløfte var udløbet.
ACT.18.19	De gik om bord i et fragtskib og ankom til Efesos, hvor Paulus efterlod Akvila og Priskilla. Mens skibet lossede i havnen, havde Paulus tid til at aflægge et besøg i synagogen for at debattere med jøderne der. 
ACT.18.20	De bad ham blive nogle dage, men det kunne han ikke. 
ACT.18.21	Da han tog afsked med dem, sagde han: „Om Gud vil, kommer jeg tilbage til jer.” Derefter sejlede han videre med skibet sydpå langs kysten.
ACT.18.22	Da de ankom til Cæsarea, fortsatte Paulus rejsen til fods mod Jerusalem. Efter at have aflagt et kort besøg i menigheden dér, tog han videre til Antiokia. 
ACT.18.23	Dér blev han et godt stykke tid, og da han igen rejste ud, tog han til den frygiske del af provinsen Galatien, hvor han tog rundt og styrkede disciplene i troen.
ACT.18.24	På den tid kom en jøde ved navn Apollos fra Alexandria i Egypten til Efesos. Han var en veltalende mand og var godt kendt med Skrifterne. 
ACT.18.25	Hjemme i Alexandria havde han lært om Jesus, og nu talte han begejstret om det og underviste korrekt ud fra det, han vidste, selv om den eneste dåb, han havde hørt om, var Johannesʼ dåb. 
ACT.18.26	Da han frimodigt stod og talte om Jesus i synagogen, inviterede Priskilla og Akvila ham med hjem og gav ham yderligere undervisning. 
ACT.18.27	Apollos ville gerne rejse over til Akaja, og menighedens ledelse opmuntrede ham til at gøre det. De skrev til de kristne menigheder dér og bad dem tage godt imod ham. Og da han kom derover, blev han ved Guds nåde til stor hjælp for de troende der. 
ACT.18.28	Når der var offentlig debat, tilbageviste han med stor kraft alle de jødiske argumenter, idet han ud fra Skrifterne beviste, at Jesus var den lovede Messias.
ACT.19.1	Mens Apollos opholdt sig i Korinth, rejste Paulus videre fra Galatien gennem det indre højland og kom ned til Efesos. 
ACT.19.2	Der traf han en flok disciple og spurgte dem: „Fik I Helligånden, dengang I kom til tro?”
ACT.19.2	„Vi har ikke engang hørt, at der findes en hellig Ånd,” svarede de.
ACT.19.3	„Hvilken dåb blev I da døbt med?” spurgte han.
ACT.19.3	„Johannes Døbers dåb,” svarede de.
ACT.19.4	„Johannes døbte dem, der havde taget afstand fra deres synd, og han sagde til folk, at de skulle tro på én, som kom bagefter ham, det vil sige Jesus.” 
ACT.19.5	Så snart de hørte det, lod de sig døbe til at tilhøre Herren Jesus. 
ACT.19.6	Og da Paulus lagde hænderne på dem, kom Helligånden over dem, og de talte i tunger og profeterede. 
ACT.19.7	Der var omkring 12 mænd i alt.
ACT.19.8	I de følgende tre måneder kom Paulus til stadighed i synagogen, hvor han frimodigt debatterede med jøderne og talte overbevisende om Guds rige. 
ACT.19.9	Men nogle af dem nægtede hårdnakket at tage imod budskabet, og de talte offentligt imod dem, som blev kaldt „Vejen”. Så forlod Paulus synagogen og tog gruppen af disciple med sig over i Tyrannosʼ forelæsningssal, hvor de holdt daglige samtaler. 
ACT.19.10	Det fortsatte de næste to år, så alle indbyggere i provinsen Asien, både jøder og grækere, fik anledning til at høre Herrens ord.
ACT.19.11	Gud udførte usædvanlige undere gennem Paulusʼ tjeneste 
ACT.19.12	med det resultat, at folk kappedes om at få fat i de arbejdsforklæder eller tøjstykker, som Paulus havde brugt. Når tøjstykkerne derefter blev lagt på syge mennesker, blev de syge helbredt, mens andre blev befriet fra onde ånder.
ACT.19.13	Nogle jødiske eksorcister, som rejste fra by til by, brugte også Jesu navn, når de prøvede at uddrive onde ånder. De sagde: „Jeg befaler jer at forsvinde i kraft af den Jesus, som Paulus forkynder!” 
ACT.19.14	Der var blandt andet syv sønner af den jødiske ypperstepræst Skeuas, som prøvede det. 
ACT.19.15	Men da de gjorde det, svarede den onde ånd: „Jesus kender jeg, og jeg ved, hvem Paulus er, men I—hvem er I?” 
ACT.19.16	Manden, der havde den onde ånd i sig, fór løs på dem og mishandlede dem, så de til sidst måtte flygte ud af huset, forslåede og med tøjet revet af.
ACT.19.17	Den historie blev hurtigt kendt blandt både jøder og grækere i Efesos. Alle blev grebet af ærefrygt, og de var fulde af lovord om Herren Jesus og hans magt. 
ACT.19.18	Som følge af den hændelse kom mange af de nye troende og fortalte åbent om de hemmelige ting, de før havde været involveret i, 
ACT.19.19	og en hel del kom med deres okkulte bøger, som så blev brændt på et stort bål. Man optegnede bøgernes værdi og fandt ud af, at det svarede til 50.000 sølvstykker. 
ACT.19.20	Som følge af Herrens magt fik budskabet flere og flere tilhængere.
ACT.19.21	Derefter besluttede Paulus under ledelse af Helligånden at rejse gennem Makedonien og Akaja til Jerusalem. „Og når jeg har været dér, må jeg videre til Rom,” sagde han. 
ACT.19.22	Han sendte sine to hjælpere, Timoteus og Erastos, i forvejen til Makedonien, mens han selv blev endnu en tid i provinsen Asien.
ACT.19.23	På den tid opstod der en del røre i Efesos omkring dem, der blev kaldt „Vejen”. 
ACT.19.24	En velstående forretningsmand ved navn Demetrios havde mange folk i arbejde med fremstilling af små sølvkopier af Artemistemplet. 
ACT.19.25	Han sammenkaldte til et møde med alle byens øvrige sølvsmede og sagde til dem: „Mine herrer! I ved alle, at vi tjener godt ved at lave vores sølvting. 
ACT.19.26	I har også hørt om den mand, der hedder Paulus. Han har fået en masse mennesker både her i Efesos og i hele Asien til at tro på, at de guder, vi fremstiller, ikke er sande guder. 
ACT.19.27	Ikke alene giver det vores erhverv et dårligt ry, men der er fare for, at vores store gudinde Artemisʼ tempel vil miste sin betydning, og at den gudinde, som hele Asien, ja hele verden, dyrker, vil blive vanæret!” 
ACT.19.28	Den tale satte blodet i kog hos folk, og de begyndte at råbe: „Stor er efesernes Artemis!” 
ACT.19.29	Ophidselsen bredte sig, og snart var hele byen i oprør. Alle stormede mod friluftsteatret. De greb fat i Paulusʼ to rejsekammerater, Aristark og Gajus fra Makedonien, og slæbte dem med for at anklage dem. 
ACT.19.30	Paulus ville også selv være gået hen på teaterpladsen, men disciplene holdt ham tilbage. 
ACT.19.31	Desuden sendte nogle af provinsens ledende mænd, som var venner med Paulus, bud til ham om ikke at sætte livet på spil.
ACT.19.32	Inde i teatret råbte og skreg folk i munden på hinanden, og det hele var én stor forvirring. De fleste var ikke engang klar over, hvad de var der for. 
ACT.19.33	Nogle af jøderne fik øje på Alexander. De satte ham hurtigt ind i sagen og fik ham skubbet frem. Han vinkede med hånden og forsøgte at komme med et forsvar. 
ACT.19.34	Men da alle kunne se, at han var jøde, råbte de i kor i næsten to timer: „Stor er efesernes Artemis!” 
ACT.19.35	Til sidst lykkedes det byrådets formand at berolige dem så meget, at han kunne få ørenlyd. „Borgere i Efesos!” råbte han. „Alle ved, at Efesos er centrum for tilbedelsen af vores berømte Artemis, hvis billede faldt ned til os fra himlen. 
ACT.19.36	Når det er en kendsgerning, som ikke kan diskuteres, så er der ingen grund til at blive foruroliget eller gribe til overilede handlinger. 
ACT.19.37	I har ført de mænd herhen, skønt de hverken har stjålet noget i templet eller har hånet vores gudinde. 
ACT.19.38	Hvis Demetrios og hans sølvsmede har en klage imod dem, er der domstole og fastlagte dage for retsmøder, og dommerne kan straks tage sig af sagen. Lad os derfor bruge de lovlige instanser. 
ACT.19.39	Og hvis I har andre ting at klage over, så kan det ordnes ved et lovligt indkaldt folkemøde, 
ACT.19.40	for vi risikerer at blive anklaget for oprør efter det, der er sket i dag. Der er ingen fornuftig grund til at lave sådan et spektakel.” Med disse ord fik han forsamlingen opløst.
ACT.20.1	Da uroen havde lagt sig, sendte Paulus bud efter disciplene. Han opmuntrede dem til at holde fast ved troen, tog afsked med dem og tog af sted til Makedonien. 
ACT.20.2	I alle de byer, han kom igennem, talte han opmuntrende ord til menigheden.
ACT.20.2	Efter rejsen gennem Makedonien ankom han til den græske halvø, 
ACT.20.3	hvor han blev i tre måneder.
ACT.20.4	Adskillige mænd var med Paulus på rejsen. Det var Sopatros fra Berøa,
ACT.20.5	De var i forvejen sejlet til Troas og ventede på os der. 
ACT.20.6	Vi andre sejlede ud fra Filippi, så snart påskehøjtiden var forbi, og fem dage senere mødtes vi med dem i Troas, hvor vi blev i syv dage.
ACT.20.7	Om søndagen var vi samlet til fællesskabsmåltidet, og Paulus ledte samtalen i menigheden. Da vi skulle videre allerede næste dag, fortsatte samtalen lige til midnat. 
ACT.20.8	Lokalet, som vi var samlet i, lå på anden sal, og der var trykkende varmt på grund af de mange olielamper, der brændte i rummet. 
ACT.20.9	En ung mand, Eutykos, sad i vindueskarmen, og da Paulus holdt samtalen i gang så længe, faldt han til sidst i søvn, styrtede ud ad vinduet og faldt ned på gaden. Da man tjekkede efter, var han død. 
ACT.20.10	Paulus løb også derned, lagde sig oven på ham og slog armene om ham. „I skal ikke være kede af det,” sagde han, „der er liv i ham!” 
ACT.20.11	Paulus gik så op igen, brød brødet til måltidet, hvorefter de spiste, og han fortsatte med at tale med dem indtil daggry. Først derefter rejste han videre. 
ACT.20.12	De bragte den unge mand hjem i live, og de var i det hele taget meget opmuntrede over Paulusʼ besøg.
ACT.20.13	Paulus havde valgt at gå til fods ned til Assos, mens vi andre sejlede med skibet uden om pynten. 
ACT.20.14	Da vi atter mødtes i Assos, sejlede vi sammen videre og lagde til ved øen Mitylene. 
ACT.20.15	Næste dag ankom vi til Kios, den efterfølgende dag nåede vi øen Samos, og dagen efter ankom vi til Milet.
ACT.20.16	Paulus havde besluttet sig til denne gang at sejle forbi Efesos, for at han ikke skulle bruge for megen tid i provinsen Asien. Han ville nemlig skynde sig til Jerusalem for om muligt at nå frem inden pinse.
