GEN.1.1	Sa kauna-unahan, gingtuga it Dios kag langit ag duta. 
REV.16.13	Pagkatapos, nakita nako kag tatlong mayaot nak tuyar sa hitsura it marakong paka. Kag usa ay nagliwas sa yuba it bakunawa, kag usa ray ay sa yuba it kinang unang kahahadlok nak hadop, ag kag usa ay halin sa yuba it kinang ingsisiling nak propetang nagpapangluko sa tawo nak imaw kinang pangruhang kahahadlok nak hadop.
REV.16.14	Kaling mga mayaot ay di gahom nak maghuman it mga katitingayang mga buhat. Ag sa kahahadlok nak adlaw it paghukom sa tanan it Dios nak Makagagahom, ay inglibot ninra kag tanang hari sa bug-os nak kalibutan pramas tipunon para sa pagpakiglaban sa Ida.
REV.16.15	Kada, nagbisaya kag Ginoong Hesu-Kristo, “Maging listo kamo! Dahil Ako ay gulping maabot tuyar sa pagsuyor it usang mananakaw. Abang buynas kag perming listo nak nakailisey, dahil kahuhuda kung maabutan sida nak nakauba pa.”
REV.16.16	Ag ingtitipon it kinang mga mayaot kag tanang mga hari nak nagkampey sa inra, kanunot kag inra mga sundalo, sa lugar nak ingtatawag nak Armagedon sa bisayang Hebreo.
REV.16.17	Imaw kag oras kung sauno nagginaney kag pang-pitong anghel ag ingbubo nida sa hangin kag suyor it ida marakong mayukong. Ag pagkabubo nida it kali sa hangin, ay nagkainggwa it Boses nak makusog halin sa trono sa Templo, nak nagsiling, “Nataposey kag tanan!” 
REV.16.18	Sa nak raan ay nagpinangilat ag nagpakapangrayugrog nak di rayang linog nak abang kusog. Imaw kali kag pinaka-makusog nak linog sa bug-os nak istorya it mga katawuhan sa kalibutan. Talagang imaw kali kag pinaka-makusog sa tanan! 
REV.16.19	Kada kinang bantog nak syudad
REV.16.20	Kag tanang isla ay nawagit ag kag mga baguntor ay nagpanas. 
REV.16.21	Ag nagpakarugos ra it maragkong yelo nak kag bug-at ay naabot it singkwenta kilo, ag nabuyagsakan ngani kag mga tawo. Kada dahil sa subrang pagpahirap sa inra it kali, sinra ay nagbinisaya it rakong pagpasipala laban sa Dios.
REV.17.1	Tong nataposey kinang tanan, kag usa rutong pitong anghel nak di hudot nak pitong marakong mayukong ay nagpayungot sa ako ag nagsiling, “Maley, ipakita nako sa imo kag pagparusa sa mayaing kabade
REV.17.2	Ingrahuyo nida kag mga hari sa bug-os nak kalibutan nak maging ida pay kawatan, ag kag mga tawo dili sa kalibutan ay nupay nayango sa ayak it ida kayainan.”
REV.17.3	Masunor, inggamhan ako it Ispirito it Dios, ag pay ingraya ako sa mabatong mga bukir kung hariin waya it aber usang tawo nak nakaistar. Ag pag-abot nako ruto, nakita nako kag usang kabade nak nakasakay sa kahahadlok nak puyang hadop, nak imaw katong hadop nak inggwa it pitong uyo ag sampuyong sungay. Ag kag ida yawas ay puno it mga nakasuyat nak pangayan bilang pagpasipala laban sa Dios.
REV.17.4	Ag kaling kabade ay nakasuksok it mamahayong baro nak kulay-ubi ag puya nak maramong ribiti nak mga buyawan, mamahayong bato ag perlas. Hudot nida kag usang buyawang kupa nak puno it kayainan ag kadupitan it tanang kalaw-ayan nak ida inghuman.
REV.17.5	Ag nakasuyat sa ida yupa kag nupay pangayan nida nak inggwa it tinago nak gustong bisayahon nak,
REV.17.5	“SYUDAD NAK BABILONYA NAK BANTOG!
REV.17.5	NANAY IT TANANG MGA MAYAING KABADE
REV.17.5	AG TANANG KALAW-AYAN SA KALIBUTAN.”
REV.17.6	Ag namalayan nako nak yango kaling kabade, ag nupay nayango sida sa pag-inom it rugo it mga sinakupan it Dios nak ingpamatay alang-alang sa inra pagpamatuor tungor kang Hesus. Pagkakita nako dili, natingaya nak gador ako.
REV.17.7	Ag nagsiling ray kinang anghel sa ako, “Asing natingaya ka? Ipahadag nako sa imo kag tinagong gustong bisayahon tungor riling kabade ag sa ida ingsasakyan nak hadop nak inggwa it pitong uyo ag sampuyong sungay. 
REV.17.8	Kaling imo nakita nak unang kahahadlok nak hadop ay buhi it katong una pa, pero wayaey ngasing. Ugaling, indiey marugay, sida ay mayuaw ray halin ruto sa pinaka-irayom nak lugar kung hariin ay indi matugkar. Ag halin ruto, aray-on ray sida sa lugar kung hariin aparusahan sida hastang sa waya't katapusan. Ag maabot kag oras nak makita kaling hadop it mga tawo sa kalibutan nak kag inra mga ngayan ay waya nakasuyat sa libro kung hariin ay ingsusuyat kag mga ngayan it mga inggwa it kabuhi nak waya't katapusan, nak nakasuyat raha aber bag-o pa sa pagtuga it kalibutan. Ag pag nakita ninra kali, matitingaya nak gador sinra dahil kaling unang hadop nak kahahadlok ay buhi aber it kato pa, pero wayaey ngasing, ag sa palaabuton ay mapakita ray liwat.”
REV.17.9	Nagpadayon gihapon kinang anghel sa pagsiling, “Kinahangyan nak maging maayam kag tawo nak intyendihon kag gustong bisayahon it kaling unang kahahadlok nak hadop. Kag pitong uyo nida ay ingpapatuyar sa pitong baguntor kung hariin ing-iingkuran it kaling mayaing kabade,
REV.17.10	Ag tungor sa kaling mga hari, kag lima ay nabaoyey. Kag usa ay naghahari pa hastang ngasing, ag inggwa pa it usa nak maabot pa yang sa palaabutong panahon, pero kag ida paghari ay indi yang marugay.
REV.17.11	“Ag kaling unang kahahadlok nak hadop nak buhi it katong una pa, pero ngasing ay wayaey, ay imaw sida kag magiging pangwayong hari. Pero usa gihapon sida rili sa pito. Ag pagpakita ray nida, sida ay aray-on sa lugar kung hariin aparusahan sida hastang sa waya't katapusan.
REV.17.12	“Ag kag sampuyong sungay nida nak imo nakita, ay ingpapatuyar sa sampuyong hari nak waya pa ighahari. Pero sinra ay matataw-an it karapatan nak maghari kaibahan it kaling unang hadop nak kahahadlok sa suyor it usang oras. 
REV.17.13+REV.17.14	Kaling sampuyong hari ay nagkausa sa inra tuyo nak makikipaglaban rahang ingsisiling nak Anak it Karnero, kada ingpairayom ninra kag inra sarili sa gahom ag karapatan it kaling unang hadop nak kahahadlok. Pero kinang ingsisiling nak Anak it Karnero kag mapirde sa inra, kaibahan kag mga matutom ag piniling tawo nak Ida ingtawag nak magsunor sa Ida. Ag sinra kag mapirde raha sa sampuyong hari dahil kinang ingsisiling nak Anak it Karnero kag Gino-o it mga gino-o ag Hari it mga hari.”
REV.17.15	Ag nagpadayon pa kinang anghel sa pagbisaya sa ako sa pagsiling, “Kinang mga suba nak imo nakita kung hariing ing-iingkuran it mayaing kabade, ay sinra kag ingpapatuyar sa maramong tawo, sa mga angkan, nasyon ag linggwahe. 
REV.17.16	Maabot kag adlaw kung sauno kinang sampuyong sungay nak ingpapatuyar sa mga hari, nak imo nakita, ag kaling unang hadop nak kahahadlok ay mahahangit rili sa mayaing kabade. Aagawon ninra kag tanang mga pag-aari nida ag ibilin sida nak nakauba, bag-o pay akaunon ninra kag ida unor ag sunugon kag natutura. 
REV.17.17	Matatabo kali dahil ingpaabot it Dios sa inra tagipusuon nak magkausa sa inra tuyo nak ipairayom kag inra mga gingharian rili sa unang hadop nak kahahadlok, hastang waya pa natutupar kag tanang gingbisaya it Dios. 
REV.17.18	Ag para rili sa kabade nak imo nakita, sida ay ingpapatuyar ruto sa bantog nak syudad nak nasasakupan it tanang mga hari sa kalibutan.”
REV.18.1	Pagkatapos it kaling tanan, nakita nako kag usa pang anghel nak nagpipilhig halin sa langit. Sida ay abang gamhanan, ag kag bug-os nak kalibutan ay inghahadagan it ida rakong kahimayaan. 
REV.18.2	Nag-ukaw sida it makusog,
REV.18.2	“Bagsakey! Bagsakey nak gador katong bantog nak
REV.18.2	syudad it Babilonya!
REV.18.2	Palhit nak istaran yangey sida ngasing
REV.18.2	ag kulungan it mga mayaot,
REV.18.2	pati pugar it madupit nak mga pispis
REV.18.2	ag yukuhan it mga ilahas.
REV.18.3	Dahil kag mga tawo nak halin sa tanang nasyon ay
REV.18.3	pay ingyayango it mga taga-ruto,
REV.18.3	kaumir kag inra mga hari, nak kag gustong bisayahon ay,
REV.18.3	kag mga nasyon ay nararayhan it inra malaw-ay nak pagpangabuhi.
REV.18.3	Ag kag mga negosyante halin sa bug-os nak kalibutan
REV.18.3	ay naging manggaranon dahil sa mga tawo ruto nak
REV.18.3	nagpapaka-hanap it subrang luho.”
REV.18.4	Pagkatapos, narunggan nako kag ibang Boses halin sa langit nak nagsiling,
REV.18.4	“Ako katawuhan, liwas ag magpayado sa ida!
REV.18.4	Badaey ig-iba sa ida mga kasal-anan pramas indi kamo
REV.18.4	maparusahan kaibahan nida.
REV.18.5	Kumo sa subrang ramoey it ida mga sala,
REV.18.5	kada pay abotey kina hastang langit,
REV.18.5	ag inding gador malimtan it Dios kag mga kayainan nak ida inghuman.
REV.18.6	Kada, abayusan sida it parehong hirap nak ida inghimo sa iba.
REV.18.6	Ag buko yang kina, kundi duble-duble
REV.18.6	kag maaaguman nak parusa
REV.18.6	dahil sa ida inghuman nak kayainan.
REV.18.6	Kag isog it inumon nak ida ingtempla para ipainom sa iba,
REV.18.6	ay mas dubli kag isog nak ipainom sa ida.
REV.18.7	Kung paunong sida ay nagpasasa ag nagminataas sa iba ay imaw ra,
REV.18.7	kag kabaydo it kali ay pagpahirap ag kalisor.
REV.18.7	Dahil siling nida sa ida sarili,
REV.18.7	‘Haley akong naggagahom bilang reyna!
REV.18.7	Bukoey ako balo,
REV.18.7	ag indiey nak gador ako magranas it kalisuran!’
REV.18.8	Kada dahil diling ida pagmarako,
REV.18.8	sa suyor it usang adlaw ay marinungan it abot sa ida kag kahirapan,
REV.18.8	kamatayon, kalisuran ag kagutuman,
REV.18.8	bag-o asunugon pa sida.
REV.18.8	Dahil kag maparusa sa ida ay waya't iba
REV.18.8	kundi kag Ginoong Dios nak gamhanan.”
REV.18.9	“Mapakapanambitan ag mahaguyhoy kinang mga hari sa kalibutan nak ida naging pay kawatan nak nagpasasa sa ida, pag maantaw ninra kag aso nak nagpapaibabaw halin sa pagkasunog sa ida. 
REV.18.10	Matulay yang sinra sa mayado dahil hadlok ra sinra nak marayahig sa ingraranas nida nak parusa. Napasiling sinra,
REV.18.10	“ ‘Kaluluoy! Kaluluoy talaga kinang bantog nak syudad it Babilonya!
REV.18.10	Aber sida ay bantog, sa suyor it usang oras yang, sida ay tinamaan it parusa!’
REV.18.11	“Ag dahil sa ida, mapanambitan ra ag mapakalisor kinang mga negosyante halin sa tanang parti it kalibutan, dahil wayaey it mabakay it inra mga paninra. 
REV.18.12	Wayaey it mabakay it inra mga ingbabaligya nak mga buyawan, pilak, mamahayong bato ag perlas, pati kag inra magandang tela, tuyar sa lino
REV.18.13	Imaw ra, kag inra mga panamda ag pangpalasa, buyong ag pabangyo tuyar sa mira ag insenso, pati kag inra ingbabaligya nak ayak, lana it olibo, maadong klase it arina, ag trigo. Ag wayaey ra it mabakay it inra mga baka, karnero, kabayo ag karwahe, ag aber mga tawo nak inra ingbabaligya bilang ulipon.
REV.18.14	“Tanang mga negosyante ay makakasiling, ‘Kanugon, wayaey kag tanang mga maado ag malasang prutas nak inro inghahanrom. Indiey ninro makita liwat kag tanang mga mamahayon ag magandang ari-arian nak inro nakasanayan.’
REV.18.15	“Matulay yang ra sa mayado kinang mga negosyante nak naging manggaranon parayan sa inra pagnegosyo sa mga taga-ruto, dahil hadlok ra sinra nak madamay sa ingraranas nida nak parusa. Mapakapanambitan ag mahaguyhoy nak gador sinra, 
REV.18.16	sa pagsiling,
REV.18.16	“ ‘Kaluluoy! Kaluluoy talaga kinang bantog nak
REV.18.16	syudad it Babilonya!
REV.18.16	Dati sida ay manggaranon ag kag mga taga-ruto ay
REV.18.16	nakasuksok it magandang baro
REV.18.16	nak kulay-ubi ag puya, nak yari sa lino,
REV.18.16	ag di maramong ribiti nak mga buyawan,
REV.18.16	mamahayong bato ag perlas.
REV.18.17	Hamak, sa suyor it usang oras yang,
REV.18.17	kag ida tanang marakong manggar ay napangwagit!’ ”
REV.18.17	“Ag kag tanang mga timunel, mga pasahero, mga tripulanti ag tanang mga mangingisra, sinra tanan ay matulay yang ra sa mayado 
REV.18.18	ag mapanambitan it makusog habang ing-aantaw ninra kag aso nak nagpapaibabaw halin sa pagkasunog ruto sa syudad. Makakasiling sinra, ‘Abaaaah! Wayaey it kapareho kag kauswagan it syudad nak kato!’
REV.18.19	“Ag sa inra kalisor, awisikan ninra it taybo kag inra uyo habang padayon kag inra pagpanambitan, pagtibaw ag pagpakalisor. Ag masiling sinra,
REV.18.19	“ ‘Kaluluoy! Kaluluoy talaga kinang bantog nak
REV.18.19	syudad it Babilonya!
REV.18.19	Kag ida subrang rako nak manggar ay imaw it mas lalo pang
REV.18.19	nagpapayaman sa tanang mga tag-iya it mga sasakyang pangragat,
REV.18.19	pero sa suyor it usang oras yang ay kinang tanan ay napangwagit!
REV.18.20	Pero kamo nak asa langit, magkinasadya kamo!
REV.18.20	Kamo nak mga sinakupan it Dios,
REV.18.20	mga apostoles ag mga propeta,
REV.18.20	ay magkinasadya,
REV.18.20	dahil ginghusgaraney ag gingparusahaney it Dios katong mga taga-Babilonya,
REV.18.20	bilang bayos sa inra paghusgar
REV.18.20	ag pagpahirap sa inro.’ ”
REV.18.21	Pagkatapos, inggwa ray it usa pang anghel nak abang kusog nak nag-alsa it marakong bato tuyar sa pinaka-marakong pangibabaw nak bato it gilingan,
REV.18.21	“Tuyar kali kag pagwasak sa imo, bantog nak syudad it Babilonya!
REV.18.21	Mawawagit ikaw ag indiey nak gador ikaw makita liwat.
REV.18.22	Kada, kag boses it mga manganganta,
REV.18.22	ag tunog it mga manugkaskas it arpa,
REV.18.22	ag manughuyop it plawta ag trumpeta,
REV.18.22	ay indiey marunggan liwat ruto sa imo.
REV.18.22	Ag imaw ra katong mga maayam magyaya it yantok,
REV.18.22	magkorte sa kahoy ag magtiltil sa bato, ay indiey makita liwat.
REV.18.22	Ag aber kag tunog it gilingan ay indiey marunggan liwat.
REV.18.23	Wayaey nak gador it aber iwag nak naaaninag ruto sa imo,
REV.18.23	ag wayaey ra it masadyang boses nak narurunggan it ingkakasay nak magnobyo.
REV.18.23	Dati kag imo mga negosyante ay imaw it nagpanguna sa mga nagnenegosyo
REV.18.23	dili sa kalibutan,
REV.18.23	ag kag mga tawo nak imo narayhan ay maramo dahil nagpatuyar sinra
REV.18.23	sa kayainan nak imo perming ginghihimo.
REV.18.23	Pero ngasing imawey kali kag pagparusa sa imo.
REV.18.24	Ag subra pa hina kag parusa sa inro nak taga-Babilonya,
REV.18.24	kumo sa inro nakita kag pagbuhos it rugo
REV.18.24	it tanang mga propeta ag ibang mga sinakupan it Dios
REV.18.24	nak ingmatay it mga tawo sa bug-os nak kalibutan.”
REV.19.1	Pagkatapos it kina, narunggan nako kag nupay ingpag-usang makusog nak boses it abang ramong mga tawo sa langit nak nagkakanta it tuyar it kali,
REV.19.1	“Haleluya!
REV.19.1	Dayawon nato kag Dios nak imaw kag ato Manluluwas
REV.19.1	nak Mahimayaon ag Makagagahom.
REV.19.2	Dahil matuor ag matarong kag Ida paghusgar,
REV.19.2	kumo inghusgaran Nida ag ingparusahan katong mayaing kabading bantog,
REV.19.2	nak nagrarahuyo sa mga tawo sa kalibutan nak mag-iba
REV.19.2	sa ida malaw-ay nak parayan it pagpangabuhi.
REV.19.2	Ag nagbayos ra Sida rutong kabade sa pagkamatay sa Ida mga sinakupan.”
REV.19.3	Masunor, sinra ay nagkanta liwat,
REV.19.3	“Haleluya!
REV.19.3	Dahil kag aso nak halin rutong kabade nak imaw katong nasusunog nak syudad
REV.19.3	ay waya puat it paibabaw hastang sa waya't katapusan.”
REV.19.4	Masunor ray, katong baynti-kwatrong pinuno ag katong ap-at nak buhing tinuga nak perming nagdadayaw sa Dios nak nakaingkor sa trono ay nagyinuhor it pasubsob sa Ida atubangan ag nagsiling,
REV.19.4	“Kabay pa! Haleluya!”
REV.19.5	Pagkatapos it kina, inggwa it boses nak halin sa bandang trono nak nagsiling,
REV.19.5	“Dayawon ninro kag ato Dios!
REV.19.5	Kamong tanan nak Ida mga suguon
REV.19.5	nak inggwa't kahadlok sa Ida, maisot man o marako.”
REV.19.6	Masunor, narunggan ray nako kinang nupay ingpag-usang boses it abang ramong mga tawo nak naambit sa makusog nak ragasras it marakong busay ag nupay dagundong it pangrayugrog. Ag sinra ay nagkinanta,
REV.19.6	“Haleluya!
REV.19.6	Dahil kag ato Ginoong Dios nak Makagagahom ay naghahari sa tanan.
REV.19.7	Mayukso kita sa kasadya ag ita-o sa Ida kag tanang kadayawan,
REV.19.7	kumo nag-abotey kag oras it kasay it kinang ingsisiling nak Anak it Karnero,
REV.19.7	ag nakahanraey kag Ida nobya.
REV.19.8	Ingsuksukaney sida it magandang baro nak purong puti,
REV.19.8	kasusilaw ag abang limpyo.”
REV.19.8	Kag gustong bisayahon it kaling puti nak baro ay kag mga maadong buhat nak inghimo it mga sinakupan it Dios.
REV.19.9	Bag-o inggwa it anghel nak nagbisaya sa ako, “Suyatan kali: Abang buynas kag tawo nak ing-ikag nak makikaon sa rungawan sa kasay it kinang ingsisiling nak Anak it Karnero.”
REV.19.9	Ag ingrugang pa nida, “Kali kag klaro nak mga bisaya it Dios.”
REV.19.10	Pagkasiling nida it kina, ako ay napasubsob sa ida sikihan pramas dayawon sida. Pero nagpaindi sida, “Aya! Badaey gihumana! Dahil ako ay suguon rang pareho sa imo ag imo mga hali sa pagtu-o nak nagpapamatuor tungor kang Hesus. Kag Dios kag dapat dayawon, dahil kag ingpamatuor ni Hesus ay kag ingtuytoy it Ispirito it Dios para ibantala it mga propeta.”
REV.19.11	Ngasing, nakita nako nak kag langit ay nabuksan, ag abi ninro, inggwa it yang gulping nag-abot nak puting kabayo kung hariin nakasakay kag usa nak ingtatawag nak Masasaligan ag Matuor. Matarong kag Ida paghusgar ag pagpakiglaban sa Ida mga kaaway. 
REV.19.12	Kag Ida mata ay pay kayado nak nagbabaga ag maramong kuruna kag Ida uyo. Ag inggwa it usa pang pangayan Nida nak nakasuyat sa Ida, pero waya it aber siong nakakaayam it gustong bisayahon it kali, kundi Sida yang.
REV.19.13	Sida ay nakasuksok it baro nak pay ingyubyob sa rugo, ag kag tawag sa Ida ay Bisaya it Dios. 
REV.19.14	Ag kag nagsusunor sa Ida ay kag mga kasundaluhan it langit. Sinra ay nakasakay ra sa puting mga kabayo ag sinra ay nakasuksok it magandang baro nak abang puti ag wayang gador it tubag. 
REV.19.15	Ag Sida nak ingtatawag nak Bisaya it Dios ay inggwa it pay matayom nak espada nak nagliliwas sa Ida yuba, nak imaw kag Ida agamiton pramas perdihon kag mga nasyon nak indi magsuko sa Ida. Bag-o agahuman Nida sinra tuyar sa di rayang pamakoy nak bakal. Ag Sida kag mapatupar sa inra it rakong kahangit ag pagparusa it Dios nak Makagagahom, tuyar sa pay inggigiok nak ubas pramas maliwas kag duga.
REV.19.16	Raha sa bandang pa-a it Ida baro ay inggwa it nakasuyat nak pangayan:
REV.19.16	“HARI IT MGA HARI AG GINO-O IT MGA GINO-O.”
REV.19.17	Pagkatapos, nakita nako kag ibang anghel nak nakatulay sa adlaw, ag sida ay nag-ayaba it makusog sa tanang mga pispis nak nagyuyupar sa kauibabawan, sa pagsiling, “Maley! Tipon kamo para makaibahan sa maramong pagkaon nak inghanra it Dios para sa inro. 
REV.19.18	Maley kamo! Apasugtan kamo Nida nak kaunon kag unor it minatay nak mga hari, mga sundalo ag inra mga pinuno, mga kabayo ag mga nakasakay raha, pati kag mga tawo nak waya igpasakop sa Dios, ulipon man o buko, maisot man o marako.”
REV.19.19	Pagkatapos it kina, nakita ray nako katong unang hadop nak kahahadlok. Kag ida mga kaibahan ay kinang mga hari sa kalibutan kanunot kag inra mga sundalo nak nakatipon agor magyusob ag makikipaglaban raha sa nakasakay sa puting kabayo ag ida mga kaibahang sundalo. 
REV.19.20	Pero katong unang hadop nak kahahadlok ay narakop, ag imaw ra katong pangruhang hadop nak nagpapatuyar sa propeta
REV.19.21	Tanang inra mga sundalo ay ingpangmatay parayan sa matayom nak pay espada nak nagliliwas sa yuba it kinang nakasakay sa puting kabayo. Ag pagkatipon it kinang mga pispis, sinra ay nagpakatuka raha sa unor it kinang mga ingpangmatay, hastang napakabusogey sinra.
REV.20.1	Ngasing, nakita nako kag usang anghel nak nagbababa halin sa langit, nak di hudot nak marakong kadina ag dawi para sa pwertahan it katong pinaka-irayom nak lugar kung hariin ay indi matugkar. 
