GEN.1.1	Дар ибтидо Худо замину осмонро офарид. 
ACT.15.33+ACT.15.34	Пас аз он ки муддате дар он ҷо буданд, имондорон онҳоро бо хушӣ ба назди фиристодагонашон гусел карданд. 
ACT.15.35	Аммо Павлусу Барнаббо дар шаҳри Антокия монданд. Онҳо ҳамроҳи нафарони зиёд ба мардум каломи Худовандро таълим медоданду нақл мекарданд.
ACT.15.36	Пас аз чанд рӯз Павлус ба Барнаббо гуфт:
ACT.15.36	«Биё, баргашта, ба шаҳрҳое равем, ки дар он ҷо каломи Худовандро эълон карда будем ва имондоронро хабар гирифта, бинем, ки чӣ ҳол доранд».
ACT.15.37	Барнаббо хост, ки Юҳаннои лақабаш Марқусро бо худ баранд. 
ACT.15.38	Лекин Павлус розӣ нашуд, чунки Юҳанно дар вилояти Памфилия аз онҳо ҷудо шуда, дигар ҳамкорӣ накарда буд.
ACT.15.39	Чунин норозигии сахт сабаб шуд, ки онҳо аз ҳамдигар ҷудо шаванд. Барнаббо бо худ Марқусро гирифта, дар киштӣ ба ҷазираи Қиприс рафт. 
ACT.15.40	Павлус бошад, Силоро бо худ гирифт ва чун имондорон ӯро ба файзу меҳрубонии Худованд супурданд, ба роҳ даромад. 
ACT.15.41	Ӯ аз вилоятҳои Сурия ва Киликия гузашта, ҷамоатҳоро устувор мекард.
ACT.16.1	Павлус ба шаҳри Дарба расид ва аз он ҷо ба шаҳри Лустра рафт. Дар он ҷо Тимотиюс ном шогирди Исо зиндагӣ мекард. Модараш яҳудии имондор, аммо падараш юнонӣ буд. 
ACT.16.2	Имондорони лустрагӣ ва қуниягӣ Тимотиюсро таъриф мекарданд. 
ACT.16.3	Павлус хост ӯро бо худ барад. Аз ин рӯ ӯро хатна намуд, чунки ҳамаи яҳудиёни он ноҳия медонистанд, ки падари Тимотиюс юнонӣ буд. 
ACT.16.4	Онҳо аз шаҳр ба шаҳр гашта, талаб менамуданд, ки фармони дар Уршалим баровардашудаи фиристодагону роҳбарони ҷамоатро иҷро намоянд. 
ACT.16.5	Ҳамин тавр ҷамоатҳо дар имон устувор гардида, рӯз ба рӯз зиёд мешуданд.
ACT.16.6	Павлус ва ҳамроҳонаш замини байни ноҳияҳои Фриҷия ва Ғалотияро тай намуда гузаштанд, чунки Рӯҳулқудс нагузошт, ки хушхабарро дар вилояти Осиё паҳн кунанд. 
ACT.16.7	Вақте ба ноҳияи Мисия расиданд, кӯшиш намуданд, ки ба вилояти Битуния равона шаванд, лекин Рӯҳи Исо ба онҳо иҷозат надод. 
ACT.16.8	Аз ин сабаб онҳо Мисияро гузашта, ба шаҳри Трӯос рафтанд. 
ACT.16.9	Шабона дар назари Павлус аён шуд, ки марди мақдуние истода, аз ӯ чунин хоҳиш мекунад:
ACT.16.9	«Ба вилояти Мақдуния омада, ба мо ёрӣ деҳ».
ACT.16.10	Пас аз аён шудани ин мард, мо дарҳол омода шудем, ки ба Мақдуния равем. Зеро фаҳмидем, ки Худо моро даъват кардааст, ки ба онҳо хушхабарро расонем.
ACT.16.11	Дар шаҳри Трӯос мо ба киштӣ савор шуда, рост ба ҷазираи Сомӯтрокӣ шино кардем ва рӯзи дигар ба бандари Ниёпулис расидем. 
ACT.16.12	Сипас аз он ҷо ба шаҳри Филиппӣ рафтем, ки шаҳри асосии вилояти Мақдуния ва зери итоати Рум буд. Дар он шаҳр мо якчанд рӯз истодем. 
ACT.16.13	Рӯзи шанбе, яъне рӯзи истироҳат мо аз дарвозаи шаҳр баромада, ба лаби дарё рафтем. Гумон кардем, ки он ҷойи дуогӯйӣ буд. Чун расидем, нишаста, бо заноне, ки ҷамъ омада буданд, сӯҳбат кардем. 
ACT.16.14	Яке аз онҳо савдогари матои бунафшранги қиматбаҳо аз шаҳри Тиётиро буд. Ӯ зани худотарс буда, Лидия ном дошт. Ӯ ба суханони мо гӯш мекард ва Худованд дили вайро барои қабул кардани суханони Павлус кушод. 
ACT.16.15	Баъд аз он ки вай бо аҳли хонаводааш таъмид гирифт, аз мо хоҳиш кард:
ACT.16.15	«Агар маро дар ҳақиқат пайрави Худованд шуморед, омада, дар хонаи ман меҳмон шавед».
ACT.16.15	Ӯ бисёр илтимос кард ва мо розӣ шудем.
ACT.16.16	Рӯзе, вақте ки ба ҷойи дуогӯйӣ мерафтем, канизе ба мо вохӯрд, ки рӯҳи фолбинӣ дошт ва аз фолбинӣ ба соҳибонаш даромади калон меовард. 
ACT.16.17	Вай аз паси мову Павлус гашта, фарёдкунон мегуфт:
ACT.16.17	«Ин одамон хизматгорони Худои Таоло ҳастанд. Онҳо ба шумо роҳи наҷотро эълон мекунанд».
ACT.16.18	Вай якчанд рӯз ҳамин тавр мекард. Дар охир ин кор ба ҷони Павлус зад ва ӯ гашта ба рӯҳи фол гуфт:
ACT.16.18	«Ба номи Исои Масеҳ ба ту фармон медиҳам, аз вай баро!»
ACT.16.18	Рӯҳи фол дарҳол аз вай берун шуд. 
ACT.16.19	Аммо чун соҳибони каниз диданд, ки умеди даромадашон барбод рафт, Павлусу Силоро дастгир намуда, ба майдони шаҳр, назди қудратмандон кашолакунон бурданд. 
ACT.16.20	Онҳоро ба назди сардорони шаҳр оварда, гуфтанд:
ACT.16.20	«Ин одамони яҳудӣ сабабгори нооромии шаҳрамон шудаанд. 
ACT.16.21	Онҳо расму ойинеро таълим медиҳанд, ки ба мо – румиён, манъ ва қабулнопазир аст».
ACT.16.22	Тӯдаи одамон ба онҳо ҳамроҳ шуда, ба Павлусу Сило зид баромаданд. Сардорон фармон доданд, ки либоси Павлусу Силоро кашида, онҳоро калтаккорӣ кунанд. 
ACT.16.23	Ҳамин тавр онҳоро хуб кӯфта, ба зиндон партофтанду ба зиндонбон фармуданд, ки онҳоро бодиққат посбонӣ кунад. 
