MAT.1.1	Dja nau nkoch yao u che Brah Yêsu Krist
COL.3.10	Khân ay may lĕ geh nuih n'hâm mhe i lơ ma mhe, yor ma khân ay may lơ ma hô gĭt năl Nơm rhăk njêng khân ay may. Khân ay may lơ ma jêng tâm ban ma Păng. Ndơ i nây tâm ban ma droh lơi kho ao ơm, nsoh kho ao mhe. 
COL.3.11	Mâu hôm geh ôh phung i mâu di phung Israel, mâu lah phung Israel đŏng, phung i lĕ koh ntô, mâu lah phung i mâu koh ntô đŏng, phung bunuyh bri, mâu lah phung bu năch êng đŏng, phung dâk bu, mâu lah phung kon me đŏng, yorlah Brah Krist dơm geh nau khlay, Păng gŭ ndrel dâng lĕ bân.
COL.3.12	Kôranh Brah lĕ kơih jêh khân ay may jêng phung ƀon lan Păng nơm, ndrel ma Păng rŏng khân ay may. Lah ndri ăn khân ay may geh nuih n'hâm yô̆ nđach, nuih n'hâm ueh, nuih n'hâm dêh rhêt, nau blao njŭr êng săk, nđâp ma nau ăt nuih.
COL.3.13	Ăn nsrôyh gŭ ndrel băl, bol lah geh nau bu mâu lăng jan ueh kađôi. Lah geh du huê bunuyh nduih bunuyh a êng jan djơh, ăn tâm yô̆, lơi hôm tâm klăp ndăng. Brah Yêsu lĕ yô̆ jêh khân ay may, mâu hôm klăp ndăng, lah ndri ăn khân ay may jan tâng kơt Păng đŏng.
COL.3.14	Rlau bơh nây jât, ăn khân ay may geh nuih n'hâm rŏng dâng lĕ bunuyh, yorlah nau rŏng jan ăn tâm gŭ ndrel dŭt ueh ngăn, ăn geh nuih n'hâm nau mân du ntôr nau. 
COL.3.15	Ăn nau đăp mpăn Brah Krist jêng kôranh ta nuih n'hâm khân ay may, gay ma gŭ ta nau đăp mpăn ndrăng phung nsing. Jan kơt nây yorlah lĕ Kôranh Brah kuăl jêh khân ay may nơh jêng du mpôl tâm ban ma du săk jăn dơm. Jêh ri ăn lah ueh ma Kôranh Brah nâng.
COL.3.16	Ăn nau ntŭm nti Brah Krist jêng kôranh ma dâng lĕ ndơ khân ay may gĭt, khân ay may jan. Jêh ri tâm ntŭm nti, tâm nkah ndrăng nơm ma nau gĭt blao ăp ntil. Ăn mprơ geh nuih n'hâm lah ueh ma Kôranh Brah, ma nau mprơ ơm, ma nau mprơ rnê ma Kôranh Brah, ndrel ma nau mprơ tă bơh Brah Huêng Ueh.
COL.3.17	Dâng lĕ ndơ khân ay may jan, bol lah nau mbơh ngơi, mâu lah nau a êng kađôi, iăt ma jan tâng nau ŭch Kôranh Yêsu dadê, nđâp ma lah ueh Kôranh Brah Bơ̆ bân, yor ma khân ay may tâm rnglăp ma Kôranh Yêsu.
COL.3.18	Ơ rôh me i lĕ geh sai, ăn iăt sai khân ay nơm, yorlah nau i nây jêng di ma phung nsing ma Kôranh Yêsu.
COL.3.19	Ơ kônh va i lĕ geh ur, rŏng hŏm đah ur khân may nơm, lơi ôh jan djơh ma păng.
COL.3.20	Ơ phung kon se, ăn iăt hŏm nau mê̆ bơ̆ ma dâng lĕ ndơ jan, yorlah jan kơt nây di nuih n'hâm Kôranh Brah ngăn.
COL.3.21	Ơ phung i lĕ jêng bơ̆, lơi ôh gŏ lŏk kon khân may, klach lah khân păng rdja nuih n'hâm.
COL.3.22	Ơ khân ay may i jêng dâk bu, iăt hŏm kôranh khân ay may nơm ta neh ntu dja ma dâng lĕ ndơ i khân ay may jan. Mâu ôh di jan kơt nây nôk kôranh say gay ma ăn păng rnê dơm, ăn khân ay may jan ma lĕ nuih n'hâm, yorlah khân ay may klach yơk ma Kôranh Yêsu.
COL.3.23	Dâng lĕ ndơ i khân ay may jan, ăn khân ay may jan hŏm ma lĕ nuih n'hâm, tâm ban ma jan ăn ma Kôranh Yêsu, mâu di ôh jan ăn ma bunuyh dơm. 
COL.3.24	Yorlah khân ay may lĕ gĭt jêh geh nau nkhôm tă bơh Kôranh Yêsu, ndri khân ay may mâu di ôh sơm kơl jan kar ma bunuyh, yơn ma sơm kơl jan kar ma Brah Krist kôranh bân. 
COL.3.25	Bu moh jan tih, Kôranh Brah mra plơng ma ndơ tih păng jan, Kôranh Brah mâu ôh kơih bunuyh.
COL.4.1	Ơ phung i jan kôranh bu, ăn khân ay may jan ma dâk khân ay may nơm ma nau sŏng, ma nau tâm di ma ndơ khân păng jan, yorlah khân ay may lĕ gĭt jêh, khân ay may nơm, ndrel ma dâk khân ay may lĕ geh du huê kôranh dơm i gŭ ta kalơ trôk.
COL.4.2	Ơ phung nsing ta ƀon Kôlôh, ăn khân ay may nsrôyh ma nau mbơh sơm nâng, ăn mbơh sơm ma lĕ nuih n'hâm, nđâp ma lah ueh Kôranh Brah.
COL.4.3	Dăn kơl mbơh sơm ăn hên ƀă, gay ma Kôranh Brah pơk trong
COL.4.4	Dăn kơl mbơh sơm ma Kôranh Brah ăn gâp dơi mbơh nkoch nau Kôranh Brah n'hêl nanê̆ ngăn. Kôranh Brah lĕ đă gâp jan kơt nây. 
COL.4.5	Ăn khân ay may gŭ ngao ma nau mân gĭt blao đah ma bunuyh i mâu ôh nsing ma Brah Krist. Ăn khân ay may gŭ ndrăp nâng ma jan ueh ma bu, nđâp ma mbơh nkoch nau Brah Krist ma bu.
COL.4.6	Dăn khân ay may mbơh ngơi ma nau rdơ̆ rbăn ƀaƀơ, nđâp ma ngơi geh nau khlay, gay ma ăn khân ay may gĭt mơm ƀă nau ơh ueh ma nau ôp ma dâng lĕ bunuyh.
COL.4.7	Nô Tikhikus i bunuyh gâp rŏng, păng jêng bunuyh jan kar sŏng, ndrel ma kơl gâp ta nau sơm kơl jan kar ăn ma Kôranh Brah. Păng mra mbơh nkoch ăn khân ay may gĭt dâng lĕ nau geh ta gâp.
COL.4.8	Gâp đă păng hăn a khân ay may, gay ma ăn khân ay may tăng nau bơh gâp, nđâp ma ăn păng n'hao nuih khân ay may đŏng. 
COL.4.9	Gâp ăn păng hăn ndrel nô Ônêsim i gâp rŏng, Ônêsim jêng bunuyh jan kar sŏng, jêng bunuyh i lôh tă bơh bri khân ay may nơm đŏng. Bar hê khân păng i nây mra mbơh nkoch ăn ma khân ay may gĭt, moh ƀă nau geh ta ntŭk dja.
COL.4.10	Nô Arisđarkus i bunuyh geh ndrung ndrel gâp, păng ôp nau ueh lăng khân ay may, jêh ri nô Markôs i oh nô du u ndrel Ƀarnaƀas, păng ôp nau ueh lăng khân ay may đŏng. Lĕ gâp đă khân ay may rom păng, lah păng hăn a khân ay may.
COL.4.11	Nđâp ma nô Yêsu i bu kuăl Yustus đŏng, păng ôp nau ueh lăng khân ay may đŏng. Ta mpôl bunuyh jan kar mbơh nkoch ma nau Kôranh Brah mât uănh ndrel gâp, geh pe nuyh khân păng i nây dơm i tă bơh phung Israel, jêh ri khân păng i nây đŏng n'hao nuih n'hâm gâp. 
COL.4.12	Nô Êpapras i tă bơh bri khân ay may nơm, păng ôp nau ueh lăng khân ay may đŏng. Păng jêng bunuyh sơm kơl jan kar ma
COL.4.13	Gâp bănh mbơh nkoch ngăn păng ma khân ay may, păng lĕ nsrôyh ngăn jan kar ăn ma khân ay may, ăn ma phung ta ƀon Laođisê, nđâp ma dâng lĕ phung ta bri Hêrpôl.
COL.4.14	Nô Luka i kôranh dak si jêng bunuyh i hên rŏng, ndrel ma nô Đêmas, khân păng ôp nau ueh lăng khân ay may đŏng.
COL.4.15	Dăn ôp nau ueh lăng oh nô ta nau nsing ta ƀon Laođisê, dăn ôp nau ueh lăng yôh Nimphas, nđâp ma phung i gŭ rƀŭn ta jay păng nây đŏng. 
COL.4.16	Jêh khân ay may rŏ samƀŭt dja ăn ma oh nô khân ay may nơm ta nau nsing iăt, leo đŏng samƀŭt dja ăn ma phung nsing ta ƀon Laođisê ăn khân păng rŏ đŏng, jêh ri samƀŭt i gâp nchih ma phung khân păng ăn khân ay may rŏ ta ntŭk khân ay may đŏng. 
COL.4.17	Jêh ri dăn mbơh ăn ma nô Akhipus, ăn păng nsrôyh jan jêh kar i păng lĕ sŏ dơn bơh Brah Yêsu. 
COL.4.18	Nau ôp ueh lăng dja jêng ti gâp nơm Pôl nchih. Khân ay may lơi ôh chuêl gâp gŭ ta trôm ndrung. Dăn nau ueh Kôranh Brah gŭ ndrel dâng lĕ khân ay may.
1TH.1.1	Samƀŭt gâp Pôl nchih. Gâp, Silas
1TH.1.2	Hên lah ueh Kôranh Brah ƀaƀơ ma dâng lĕ khân ay may, hên mbơh sơm ăn ma khân ay may ƀaƀơ đŏng. 
1TH.1.3	Hên kah gĭt dâng lĕ khân ay may ƀaƀơ ngăn ta năp măt Kôranh Brah Bơ̆ bân nơm. Hên kah gĭt dâng lĕ ndơ i khân ay may jan yor ma nau nsing khân ay may, hên kah gĭt đŏng ndơ i khân ay may jan rơah rgănh yor ma nau rŏng khân ay may ma bu, ndrel ma ndơ i khân ay may geh nau rnơm nâp rkâk ma Brah Yêsu Krist i Kôranh bân.
1TH.1.4	Ơ oh nô ta nau nsing i Kôranh Brah nơm rŏng, hên gĭt ngăn jêh Kôranh Brah lĕ kơih khân ay may,
1TH.1.5	yorlah nôk hên mbơh nkoch nau mhe mhan ueh ma khân ay may nơh, mâu ôh dơn ma nau mbơh ngơi dơm, jêng geh nau Brah, geh Brah Huêng Ueh i kloh ueh gŭ ndrel, nđâp ma khân ay may geh nuih n'hâm nsing dŭt nâp rkâk đŏng. Nôk hên hôm gŭ ndrel khân ay may nơh, khân ay may lĕ gĭt say đŏng nau gŭ rêh hên gay ma kơl khân ay may.
1TH.1.6	Khân ay may lĕ jan tâng kơt hên, ndrel ma lĕ jan tâng kơt Kôranh Yêsu. Bol lah khân ay may geh mâp ma nau jêr jŏt dŭt hô kađôi, khân ay may sŏ dơn nau Kôranh Brah ma nau răm maak i tă bơh Brah Huêng Ueh i kloh ueh đŏng.
1TH.1.7	Kơt ndri dâng khân ay may jêng nơm leo dâng lĕ phung nsing ta bri Masêđôn, ta bri Akhây ăn tâng jan ueh đŏng. 
1TH.1.8	Yorlah nau Kôranh Brah i lôh tă bơh khân ay may nơh, mâu ôh dơn ma bu lư ta bri Masêđôn, ndrel ma ta bri Akhây dơm, lam ntŭk ngăn bu lư khân ay may nsing ma Kôranh Brah. Lah ndri nau nsing khân ay may nây, hên mâu hôm ôh khăch mbơh nkoch.
1TH.1.9	Ŏk ngăn bunuyh ta bri i nây mbơh nkoch ma hên, nau i khân ay may rom hên nôk hên hăn a khân ay may nơh, nau i khân ay may mƀăr lơi brah nklă, jêh ri sât ma Kôranh Brah, gay ma yơk mbah ma Păng i Brah rêh mâu blao khât, Păng i Brah ngăn.
1TH.1.10	Bu mbơh nkoch đŏng nau khân ay may hôm gŭ kŏp Kon Kôranh Brah nơm i mra jŭr tă bơh trôk. Păng Brah Yêsu i Kôranh Brah de lĕ jan ăn dâk rêh jêh. Păng i nây rklaih bân bơh nau tê̆ dôih Kôranh Brah ta nar jât năp tay.
1TH.2.1	Ơ oh nô ta nau nsing, khân ay may nơm lĕ gĭt jêh, hên hăn a khân ay may nơh mâu ôh jêng dơm dam.
1TH.2.2	Khân ay may lĕ gĭt jêh, jêh hên dơn nau jêr jŏt, nau bu rak suai hên ta ƀon Philip nơh, Kôranh Brah ăn hên geh nuih n'hâm bănh mbơh nkoch nau mhe mhan ueh Păng tât ma khân ay may đŏng, bol lah geh nau tâm rdâng dŭt hô kađôi.
1TH.2.3	Hên geh nuih n'hâm bănh, yorlah nau i hên ntŭm nti nây nơh, mâu geh rlăm, mâu geh ƀơ̆ ƀơch, mâu geh mƀrôh ôh.
1TH.2.4	Kôranh Brah kơp hên di, ndri dâng Păng njŭn nau jan kar mbơh nkoch nau mhe mhan ueh dja ăn ma hên, jêh ri hên mbơh nkoch tâng ndơ i nây đŏng. Hên mâu ôh mbơh nkoch gay ma bunuyh rnê, yơn ma hên mbơh nkoch gay ma Kôranh Brah rnê, jêh ri Păng rlong nuih n'hâm hên đŏng. 
1TH.2.5	Khân ay may lĕ gĭt jêh, hên mâu prot ôh mbơh ngơi lĕ ueh rlau keh ir, hên mâu prot đŏng mbơh ngơi gay ma geh sŏ dơn prăk sŏ dơn drăp ndơ bơh khân ay may. Geh Kôranh Brah i năk tơm say.
1TH.2.6	Hên mâu đŏng joi nau rnê i tă bơh bunuyh, bol lah tă bơh khân ay may, mâu lah tă bơh bunuyh êng kađôi. 
1TH.2.7	Hên jêng kôranh oh mon Brah Krist geh nau dơi đă khân ay may, yơn ma hên gŭ ndrel khân ay may mleh rmên ngăn, tâm ban ma mê̆ mât kon bê păng nơm đŏng. 
1TH.2.8	Yor ma hên geh nuih n'hâm rŏng ma khân ay may dŭt hô kơt nây, hên ŭch ăn ma khân ay may mâu ôh dơn ma nau mhe mhan ueh Kôranh Brah dơm, nđâp ma nau rêh hên nơm ăn ma khân ay may jât, yorlah hên rŏng khân ay may dŭt hô ngăn.
1TH.2.9	Ơ oh nô ta nau nsing, khân ay may hôm kah gĭt nôk hên gŭ ndrel khân ay may nơh, hên jan kar jŏk rơah ngăn, jan kar dâng măng dâng nar, gay ma lơi ăn khân ay may jêr kơl siăm hên, nôk hên mbơh nkoch nau mhe mhan ueh Kôranh Brah ăn ma khân ay may.
1TH.2.10	Hên gŭ ndrel khân ay may i bunuyh nsing ma Brah Yêsu, ma nau kloh, ma nau sŏng, mâu ôh geh nau ma nduih. Geh khân ay may, geh Kôranh Brah i năk tơm say hên.
1TH.2.11	Khân ay may lĕ gĭt đŏng, hên lĕ jan ma du huê du huê khân ay may nơh tâm ban ma bơ̆ jan ma kon ngăn. 
1TH.2.12	Hên ntrôl, nđâp ma n'hao nuih n'hâm khân ay may, jêh ri dăn khân ay may hô ngăn hôm gŭ rêh tâm di đah nau Kôranh Brah ŭch. Păng kuăl khân ay may lăp gŭ ta nau mât uănh Păng nơm, ndrel ma gŭ ta nau chrêk lơp Păng nơm.
1TH.2.13	Kơt ndri dâng hên lah ueh ma Kôranh Brah ƀaƀơ ngăn, yorlah nôk hên leo nau mhe mhan ueh mbơh nkoch ăn ma khân ay may nơh, khân ay may sŏ dơn ro, mâu ôh kơp nau i nây jêng nau ngơi bunuyh, khân ay may kơp nau i nây jêng nau ngơi Kôranh Brah ngăn. Di ngăn jêng nau ngơi Kôranh Brah nơm i ăn geh nuih n'hâm lơ ma ueh ma bunuyh i nsing ma Păng.
1TH.2.14	Ơ oh nô ta nau nsing, khân ay may lĕ jêng tâm ban ma phung êng êng i nsing ma Kôranh Brah ta bri Yuđa i phung gŭ ndrel Brah Krist Yêsu, yorlah khân ay may geh nau jêr jŏt tă bơh băl mpôl khân ay may nơm jan djơh ma khân ay may, kơt phung êng êng i nsing ma Kôranh Brah ta bri Yuđa geh sŏ dơn nau jêr jŏt tă bơh băl mpôl khân păng nơm i phung Israel jan djơh ma khân păng.
1TH.2.15	Phung Israel jan djơh i nây lĕ nkhât lơi Kôranh Yêsu, ndrel ma lĕ nkhât lơi mpôl bunuyh ntơyh nau ngơi Kôranh Brah kăl e nơh, jêh ri mprơh hên đŏng. Dâng lĕ khân păng i nây mâu ôh jan maak ma Kôranh Brah, jêh ri jêng phung tâm rdâng ma dâng lĕ bunuyh đŏng!
1TH.2.16	Khân păng buay hên mâu ăn ôh mbơh nkoch nau mhe mhan ueh tât ma phung i mâu di phung Israel gay ma geh nau rklaih. Khân păng jan kơt nây nau tih khân păng lơ ma hô ŏk tât ma di Kôranh Brah tê̆ dôih, yơn ma nau Kôranh Brah tê̆ dôih tât ta khân păng i nây ngăn ro.
1TH.2.17	Ơ oh nô ta nau nsing, bol lah rnglay săk bân tâm ƀah ngai du ƀlât, yơn ma nuih n'hâm hôm tâm dăch đah khân ay may mro. Hên ŭch ngăn gay ma say muh măt khân ay may, yorlah hên klŏng khân ay may hô ngăn.
1TH.2.18	Kơt ndri dâng hên hô ngăn ŭch hăn a khân ay may, gâp nơm Pôl i dja bar pe tơ̆ ngăn ŭch hăn a khân ay may, tih ma Satăng i kôranh mpôl brah djơh nking mâu ăn hăn ôh. 
1TH.2.19	Bơh tă nau rnơm hên, nau răm maak hên, nau rnê êng săk
1TH.2.20	Yor ma khân ay may hên geh nau rnê, hên geh nau răm maak.
1TH.3.1	Yor ma hên rvê hô ir, dâng hên hôm ŭch gŭ bar hê êng ta ƀon Athen. 
1TH.3.2	Jêh ri đă Timôthê hăn, gay ma kơl n'hao nuih n'hâm, ndrel ma kơl ăn nau nsing khân ay may nâp rkâk ngăn. Păng i oh hên i bunuyh jan kar Kôranh Brah mbơh nkoch nau mhe mhan ueh Brah Krist ndrel hên.
1TH.3.3	Hên đă păng hăn gay ma lơi ôh ăn du huê bah nsing yor ma nau jêr jŏt i bu jan jêr geh aƀaơ dja. Khân ay may lĕ gĭt jêh nau i nây, Kôranh Brah lĕ ăn ma bân geh nau jêr jŏt kơt nây.
1TH.3.4	Nôk hên hôm gŭ ndrel khân ay may nơh, hên lĕ mbơh jêh ma khân ay may lor: Bân mra geh nau jêr jŏt. Jêh ri nau jêr jŏt geh ngăn ro, kơt khân ay may lĕ gĭt jêh. 
1TH.3.5	Kơt ndri gâp ăt mâu hôm dơi, dâng gâp ăn Timôthê hăn a khân ay may gay ma gĭt nau nsing khân ay may. Gâp klach Satăng
1TH.3.6	Aƀaơ dja Timôthê lĕ sât tât a hên dja, păng lĕ mbơh nkoch ma hên nau nsing khân ay may, ndrel ma nau rŏng khân ay may ma bu. Păng mbơh ma hên, khân ay may hô ngăn klŏng hên, ŭch mâp hên hô ngăn, kơt hên ŭch mâp khân ay may đŏng.
1TH.3.7	Ơ oh nô ta nau nsing, yor ma nau nsing khân ay may, jan ăn nuih n'hâm hên lĕ ueh đăp mpăn jêh, bol lah geh nau jêr jŏt bu jan jêr dŭt hô kađôi.
1TH.3.8	Aƀaơ dja nuih n'hâm hên lĕ răm ngăn yor ma lĕ gĭt khân ay may hôm gŭ nâp ta nau nsing ma Kôranh Yêsu kơt nây. 
1TH.3.9	Hên joi nau ma lah ueh Kôranh Brah mâu hôm blao lĕ, yor ma ndơ i khân ay may hôm nsing nâp rkâk jan ăn hên răm maak ta năp măt Kôranh Brah. 
1TH.3.10	Dâng măng dâng nar ngăn hên nsrôyh mbơh sơm dăn ma Kôranh Brah, ăn say muh măt khân ay may, jêh ri ăn nau nsing khân ay may lĕ râng ngăn, mâu hôm ôh geh ntŭk mâu tŏng. 
1TH.3.11	Dăn Kôranh Brah i Bơ̆ bân, ndrel ma Brah Yêsu i Kôranh bân, sơm ndrăp trong ăn hên hăn a khân ay may. 
1TH.3.12	Dăn Kôranh Brah ăn khân ay may geh nau rŏng lơ ma ŏk bêng ler ngăn, ma tâm rŏng ndrăng nơm, nđâp ma rŏng ma dâng lĕ bunuyh, kơt hên lĕ rŏng ma khân ay may đŏng.
1TH.3.13	Dăn Kôranh Brah ăn khân ay may geh nau nsing nâp rkâk, gay ma khân ay may gŭ rêh kloh ueh mâu ôh geh nau ma nduih ta năp măt Kôranh Brah i Bơ̆ bân, tât Brah Yêsu i Kôranh bân văch ndrel phung lĕ rklaih!
1TH.4.1	Ơ oh nô ta nau nsing, khân ay may lĕ sŏ dơn jêh nau ntŭm nti tă bơh hên ma nau gŭ rêh i Kôranh Brah ŭch, jêh ri n'ho ma lĕ jan tâng kơt. Yơn ma du tơ̆ jât hên dăn khân ay may hô ngăn, ndrel ma ntrôl khân ay may yor ma Kôranh Yêsu, dăn ăn khân ay may jan ndơ i nây lơ ma hô ueh jât!
1TH.4.2	Yorlah khân ay may lĕ gĭt jêh moh nau hên đă khân ay may ma nau dơi i tă bơh Kôranh Yêsu đă nơh. 
1TH.4.3	Kôranh Brah ŭch khân ay may jan tâng nau ŭch Păng nơm lĕ bơh nuih n'hâm khân ay may. Ăn khân ay may der bơh nau tâm dŏng,
1TH.4.4	jêh ri ăn khân ay may du huê du huê blao mât njrăng săk khân ay may nơm
1TH.4.5	Lơi ôh ƀok gor tâng nau khơh kler ƀoi rnglay săk ŭch kơt phung i mâu di phung Israel i mâu gĭt năl Kôranh Brah.
1TH.4.6	Lơi ôh ăn du huê bunuyh jan tih jan djơh ndơ i nây ma oh nô phung nsing a êng, yorlah Kôranh Brah tê̆ dôih ma bu moh i jan tih dâng lĕ ndơ i nây, kơt hên lĕ jêh mbơh, lĕ jêh buay ma khân ay may nơh.
1TH.4.7	Yorlah Kôranh Brah kuăl bân gay ma kloh ueh, mâu ŭch ôh ăn bân jêng ƀơ̆ ƀơch. 
1TH.4.8	Ndri dâng bu moh i mâu ŭch sŏ dơn nau ntŭm nti i nây, mâu ôh di rlăch ma bunuyh dơm, jêng rlăch ma Kôranh Brah i ăn Brah Huêng Ueh i kloh ueh Păng nơm ma khân ay may đŏng.
1TH.4.9	Lŏng nau tâm rŏng ndrăng oh nô phung nsing, hên mâu ôh khăch nchih mbơh ăn ma khân ay may, yorlah lĕ Kôranh Brah ntŭm nti jêh khân ay may ăn blao tâm rŏng ndrăng khân ay may nơm,
1TH.4.10	kơt khân ay may lĕ rŏng jêh ma oh nô phung nsing lam bri Masêđôn đŏng. Ơ oh nô ta nau nsing, hên ŭch khân ay may ăn nau rŏng khân ay may ma bu lơ ma hô ŏk jât. 
1TH.4.11	Ăn khân ay may nsrôyh nsram ngăn, gŭ rêh ndrel bu ta nau đăp mpăn, mân jan i ndơ khân ay may nơm hŏ, lơi mân ir ma ndơ bu, jêh ri jan kar ma siăm săk khân ay may nơm, kơt hên lĕ đă jêh ma khân ay may nơh.
1TH.4.12	Lah jan kơt nây bunuyh i mâu nsing ma Brah Yêsu rnê ma khân ay may ngăn, jêh ri khân ay may mâu ôh khăch dăn bu ma kơl siăm săk jât.
1TH.4.13	Ơ oh nô ta nau nsing, hên ŭch ăn khân ay may gĭt n'hêl ma phung i lĕ khât jêh, gay ma khân ay may lơi hôm rngot ôh tâm ban ma phung aƀă êng i mâu geh rnơm ma nau rêh n'ho ro yor ma khân păng mâu nsing ma Brah Yêsu. 
1TH.4.14	Bân iăt lah Brah Yêsu lĕ khât ngăn, jêh ri lĕ dâk rêh ngăn đŏng. Lah ndri bân gĭt lah Kôranh Brah mra leo phung nsing i lĕ khât nây ăn dâk rêh gŭ ndrel Păng nơm yor ma ndơ Brah Yêsu lĕ jan đŏng.
1TH.4.15	Gâp mbơh ma khân ay may tâng nau ngơi tă bơh Kôranh Brah nơm ma bân i hôm gŭ rêh dja: Tât Brah Yêsu plơ̆ văch bân i hôm gŭ rêh dja mâu ôh hăn lor phung i lĕ khât nây.
1TH.4.16	Yorlah tât Păng jŭr bơh kalơ trôk i ntŭk Kôranh Brah nơm, Păng nter đă, jêh ri nteh bŏr kôranh tông păr dŭt kuŏng, ndrel ma nteh nŭng Kôranh Brah nơm. Jêh ri dâng lĕ phung i nsing ma Brah Krist i lĕ khât, dâk rêh lor. 
