MAT.1.1	Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:
REV.13.1	Pʋwayɩ lɛ, mana kpɩnɛ naɖɩyɛ, ɖɩlɩɣaɣnɩ teŋgu taa. Đɩñɔ hɩŋ hiu nɛ ɖɩwɛnɩ ñʋŋ lʋbɛ. Paa hɩlʋʋ ŋgʋ́ kʋ-nɔɔ taa nɛ awiya hulaɣ, pama paa ñʋʋ ŋgʋ́ kʋ-yɔɔ hɩla wena atʋʋ Ɛsɔ yɔ. 
REV.13.2	Kpɩnɛ nɖɩ́ manawa yɔ, ɖɩwɛ ɛzɩ kpou yɔ. Đɩ-naŋgbanzɩ wɛ ɛzɩ kpemiɣa ñɩnzɩ yɔ nɛ ɖɩ-nɔɔ ñɛwɛɛ ɛzɩ tɔɔyʋʋ ñɩŋga yɔ. Coojo ha-ɖɩ e-ɖoŋ nɛ ɛ-abalɩtʋ sɔsɔtʋ nɛ ɛcɛlɩ-ɖɩ e-kewiyaɣ kpelaɣ. 
REV.13.3	Ɛlɛ́, mana ɖɩ-ñʋʋ lɛɛkʋ, pʋkʋ-kʋ sɩm yɔɔ sɩm yɔɔ nɛ pʋwaa. Ɛyáa tɩŋa na-ɖɩ lɛ, pɩɖɩɣzɩ-wɛ nɛ patɩŋɩɣ-ɖɩ. 
REV.13.4	Poluŋaɣ coojo tɛɛ, mbʋ́ pʋyɔɔ yɔ, ɛnʋ hanɩ kpɩnɛ ńɖɩ́ ɖoŋ. Poluŋaɣ ɖɔɖɔ kpɩnɛ ńɖɩ́ ɖɩ-tɛɛ nɛ pɔtɔŋ se: «Anɩɣzɩnɩ kpɩnɛ ɖɩnɛ? Apɩzɩɣ eyoni-ɖɩ?»
REV.13.5	Coojo sɔsɔ ɛnʋ, ɛha-ɖɩ nɔɔ nɛ ɖɩyɔɔdʋʋ cɛjɛyɛ tɔm nɛ ɖɩtʋʋ Ɛsɔ. Paha-ɖɩ ɖɔɖɔ ɖoŋ se ɖɩlabɩnɩ tʋmɩyɛ fenasɩ nɩɩnaza nɛ naalɛ. 
REV.13.6	Peeɖe kpɩnɛ ńɖɩ́ ɖikuli ɖɩ-nɔɔ nɛ ɖɩtʋʋ Ɛsɔ. Đɩwɛɛkɩ ɛ-hɩɖɛ nɛ ɖɩkpɛndɩnɩ ɖenɖe ɛwɛɛ yɔ nɛ mbá pɛwɛ ɛsɔdaa yɔ. 
REV.13.7	Đɔɖɔ lɛ, ɛha-ɖɩ waɖɛ se ɖiyooni Ɛsɔ ñɩma nɛ ɖɩwabɩ-wɛ. Ɛha-ɖɩ ɖɔɖɔ ɖoŋ cejewee tɩŋa nɛ samaɣ tɩŋa nɛ kʋnʋmɩŋ tɩŋa nɛ ajɛya tɩŋa pa-taa ñɩma yɔɔ. 
REV.13.8	Pʋ-yɔɔ kedeŋa yɔɔ ɛyáa kpeekpe kɔŋ luŋuu ɖɩ-tɛɛ. Ḿbá lɛ mbá patɩŋa payɩ patama pa-hɩla wezuu takayaɣ taa ɖooo ɛzɩ Ɛsɔ labʋ kedeŋa yɔ. Takayaɣ ŋ́gá lɛ Heɣa ŋgá palawa yɔ ka-ñɩŋga.
REV.13.9	Weyi ɛwɛnɩ nɩŋgbaaŋ lɛ, ɛnɩɩ!
REV.13.10	Yee pʋɖʋwa se nɔɔyʋ ɛsʋʋ salaka yɔ,
REV.13.10	ɛsʋʋ ka-taa ɖɔɖɔ.
REV.13.10	Yee pʋɖʋwa se pakʋ nɔɔyʋ nɛ sɩɣa yɔ,
REV.13.10	pakʋʋ-ɩ nɛ kɛ ɖɔɖɔ.
REV.13.10	Pʋnɛ pɩ-taa panaɣ Ɛsɔ ñɩma tɩ ɖɔkʋʋ nɛ pe-lidaʋ wɛnaʋ.
REV.13.11	Pʋwayɩ lɛ, mana kpɩnɛ lɛɛɖɛ, ɖɩlɩɣaɣnɩ tɛtɛɛ. Đɩñɔ hɩŋ naalɛ ɛzɩ heɣa yɔ nɛ ɖɩyɔɔdʋʋ ɛzɩ coojo yɔ. 
REV.13.12	Đɩɩwɛnɩ kajalaɣ ñɩnɖɛ ɖoŋ tɩŋa nɛ ɖɩlakɩ tʋmɩyɛ nɛ ɖɩ-nɔɔ ɖɩ-ɛsɩndaa. Điyekaɣ nɛ kedeŋa nɛ kɔ-yɔɔ ñɩma poluŋuu kajalaɣ ñɩnɖɛ nɖɩ́ ɖɩ-kɩcɩkpʋʋ kɔŋaɣnɩ-ɖɩ sɩm nɛ kʋwaa yɔ ɖɩ-tɛɛ. 
REV.13.13	Đɩlakaɣ hama lakasɩ sɔsɔsɩ nɛ halɩ ɖɩkɔɔ ɖɩla nɛ miŋ nɩɩyɩ lɩɩnɩ ɛsɔdaa nɛ etii tataa nɛ ɛyáa na. 
REV.13.14	Đɩcɛzaɣ kedeŋa yɔɔ ɛyáa nɛ hama lakasɩ nzɩ́ coojo ha-ɖɩ waɖɛ se ɖɩla kajalaɣ ñɩnɖɛ ɛsɩndaa yɔ. Điheyaɣ-wɛ ɖɔɖɔ se pama sɩʋ kpelaɣ nakɛyɛ nɛ paɖʋnɩ kpɩnɛ nɖɩ́ paalom sɩɣa nɛ ɖɩɖaɣnɩ wɛʋ wezuu yɔ hɩɖɛ. 
REV.13.15	Ɛha-ɖɩ waɖɛ se ɖɩla nɛ sɩʋ kpelaɣ ŋgá pama ɛzɩ kajalaɣ kpɩnɛ ńɖɩ́ yɔ, kɛwɛɛ wezuu nɛ kɔyɔɔdɩ nɛ kala nɛ mbá patɩŋa payɩ paaluŋuu kɛ-tɛɛ yɔ, pasɩ. 
REV.13.16	Điiyeba nɛ payʋsɩ ajamaa nɛ ɖoŋ tɩnaa nɛ ñɩm tɩnaa nɛ kʋñɔndɩnaa nɛ mbá pɛwɛ pa-tɩ yɔɔ yɔ nɛ yomaa patɩŋa payɩ pe-nesi kɩbanzɩ yɔɔ yaa pe-kila taa. 
REV.13.17	Yee yʋsaɣ ŋ́gá yaa kpɩnɛ ńɖɩ́ ɖɩ-hɩɖɛ yaa ɖɩ-hɩɖɛ ñʋʋ ɛfɛyɩ nɔɔyʋ yɔɔ yɔ, ɛɛpɩzɩɣ ɛya pʋyʋ yaa ɛpɛdɩ.
REV.13.18	Cɩnɛ panaɣ lɔŋsɩnɖɛ: weyi ɛwɛnɩ lɛɣtʋ yɔ, ɛla kpɩnɛ ńɖɩ́ ɖɩ-hɩɖɛ ñʋʋ akɔnta. Mbʋ́ pʋyɔɔ yɔ, kɩkɛ ɛyʋ mayaɣ. Ŋ́gʋ́ lɛ taŋga nɛ mɩnʋʋ nɛ nɩɩnʋwa nɛ hiu nɛ loɖo.
REV.14.1	Pʋwayɩ lɛ, mantasɩ cɔnaʋ nɛ manaɣ Heɣa sɩŋ Siiyɔɔ pʋʋ yɔɔ, ka nɛ ɛyáa kutokiŋ mɩnʋʋ nɛ nɩɩnaza nɛ naanza. Pama ka-hɩɖɛ nɛ ka-Caa ñɩnɖɛ pe-kila taa. 
REV.14.2	Đɔɖɔ lɛ, manɩ pʋyɔɔdʋʋnɩ ɛsɔdaa ɛzɩ lɩm sɔsɔm falʋʋ yɔ yaa ɛzɩ tɛʋ nazʋʋ ɖoŋ yɔ. Kɔkɔɖɛ nɖɩ́ manɩɣaɣ yɔ, ɖɩwɛ ɛzɩ cɩmɩŋ maɖaa makʋʋ cɩmɩŋ yɔ. 
REV.14.3	Ɛyáa ḿbá, peteɣ hendu kɩfatʋ kewiyaɣ kpelaɣ nɛ kpɩna ana a-naanza nɛ sɔsaa pɛ-ɛsɩndaa. Nɔɔyʋ tapɩzɩɣ se ɛkpɛlɩkɩ-tʋ nɛ pɩtasɩnɩ-wɛ. Pa-ñʋʋ paayabɩnɩ tataa.
REV.14.4	Pɩtɛ ɛyáa ḿbá lɛ mbá petepisi pa-tɩ nɛ halaa yɔ, pototukuni-wɛ kaʋ. Paa Heɣa ewoki le yɔ, patɩŋɩɣ-kɛ. Payabɩ pa-ñʋʋ nɛ ɛyáa hɛkʋ taa se pɛkɛ ɛzɩ kajalaɣ kʋmtʋ ndʋ́ pahaɣ Ɛsɔ nɛ Heɣa yɔ. 
REV.14.5	Cɛtɩm tɔm talɩɩ pɔ-nɔsɩ taa wiɖiyi kaʋ, natʋyʋ fɛyɩ se paawanɩ-wɛ.
REV.14.6	Pʋwayɩ lɛ, mana Ɛsɔ tiyiyu lɛlʋ, ɛkʋyaɣ ɖooo ɛsɔdaa. Ɛɛwɛnɩ Laŋhɛzɩyɛ Tɔm ndʋ́ tɩwɛ tam yɔ se esusuu kedeŋa yɔɔ ɛyáa nɛ ajɛya tɩŋa nɛ cejewee tɩŋa nɛ kʋnʋmɩŋ tɩŋa nɛ samaɣ tɩŋa. 
REV.14.7	Eholaɣ ɖoŋ se: «Ɩsɔɔndɩ Ɛsɔ nɛ ɩɖʋ-ɩ hɩɖɛ, mbʋ́ pʋyɔɔ yɔ, ɛ-tɔm hʋʋ alɩwaatʋ talaa. Iluŋ ɛ-tɛɛ! Ɛnʋ labɩnɩ ɛsɔdaa nɛ tɛtʋ nɛ teŋgu nɛ hila.»
REV.14.8	Pʋwayɩ lɛ, mantasɩ lɛlʋ naʋ, ɛtɩŋaɣ ɛ-wayɩ nɛ ɛtɔŋ se: «Tɩtɔlaa! Babilooni tɛtʋ sɔsɔtʋ tɔlaa kpem! Ńdʋ́ ñɔzɩnɩ ajɛya kpeekpe taa ɛyáa tɩ-sʋlʋm nɛ pʋkʋʋ-wɛ, ḿbʋ́ lɛ tɩ-acɛyɛ ndʋ́ tɩlakɩ yɔ.»
REV.14.9	Peeɖe mana tozo tʋ, ɛtɩŋaɣ kajalaɣ ñɩma wayɩ nɛ eholuu ɖoŋ se: «Yee nɔɔyʋ eluŋ kpɩnɛ nɛ ɖɩ-sɩʋ kpelaɣ pɛ-tɛɛ nɛ pala e-kiɖe taa yaa e-nesi yɔɔ yʋsaɣ yɔ, 
REV.14.10	pʋdʋ kɔŋ ñɔʋ Ɛsɔ pana sʋlʋm mbʋ́ papɩyɩ ɛ-pana caɖaɣ taa nɛ pataca pɩ-taa pʋyʋ kaʋ se pu-ɖoŋ ɛpasɩ yɔ: pɩtɛ ɛyáa kɔŋ tɔɔʋ kʋñɔŋ siŋŋ miŋ sɔsɔŋ nɛ tɩm pa-taa, Ɛsɔ tiyiyaa cɩɖɩcɩɖɩ ñɩma nɛ Heɣa pɛ-ɛsɩndaa. 
REV.14.11	Miŋ sɔsɔŋ ɛnʋ, ɛ-ñɔsɩ ñɛyɩɣ pɩnzɩ ɛgbaŋ ɛgbaŋ. Mbá poluŋuu kpɩnɛ nɛ ɖɩ-sɩʋ kpelaɣ pɛ-tɛɛ yɔ nɛ mbá palabɩ pɔ-yɔɔ ɖɩ-hɩɖɛ yʋsaɣ yɔ, paahɛzɩɣ wɩsɩ nɛ ɖoó.»
REV.14.12	Cɩnɛ panaɣ ɛzɩma mbʋ́ Ɛsɔ ñɩma mbá pɔɖɔŋ ɛ-paɣtʋ yɔɔ nɛ pɛwɛnɩ lidaʋ Yesu yɔɔ yɔ pɔɖɔkɩ pa-tɩ yɔ. 
REV.14.13	Peeɖe manɩ pʋyɔɔdʋʋnɩ-m nɛ ɛsɔdaa se: «Ma se pɩkpaɣʋnɩ lɛɛlɛɛyɔ yɔ, mbá pasɩkɩ pa nɛ Kɩpaɣlʋ pɛ-kpɛndʋʋ taa yɔ, pehiɣ pa-tɩ!» Ɛlɛ́, Fezuu Kiɖeɖeu tisi se: «Ḿbʋ́ lɛ! Piyeki nɛ pɛhɛzɩnɩ pa-tʋma: pɔkɔŋ-wɛ hɛyʋʋ a-yɔɔ.»
REV.14.14	Mantasɩ cɔnaʋ lɛ, mana ɛsɔmɩnʋʋ kʋhʋlʋmʋʋ nakʋyʋ. Nɔɔyʋ caɣ kʋ-yɔɔ, ɛpam sika hulaɣ nɛ ɛɖɔkɩ loozo ŋgʋ́ kɩpɩɣ camɩyɛ yɔ e-nesi taa. 
REV.14.15	Ɛsɔ tiyiyu lɛlʋ ñalɩnɩ Ɛsɔ ɖɩɣa taa nɛ ɛmakɩ kubusi ɖoŋ nɛ ɛyɔɔdʋʋnɩ weyi ɛcaɣ ɛsɔmɩnʋʋ yɔɔ yɔ se: «Tisi ño-loozo nɛ ŋkʋ. Alɩwaatʋ talaa se pakʋ, mbʋ́ pʋyɔɔ yɔ, tɔɔnaɣ pɩ kedeŋa yɔɔ kpem!» 
REV.14.16	Peeɖe weyi ɛcaɣ mɩnʋʋ yɔɔ yɔ, etisi e-loozo nɛ ɛkʋ kedeŋa yɔɔ tɔɔnaɣ tɩŋa.
REV.14.17	Pʋwayɩ lɛ, lɛlʋ lɩɩnɩ Ɛsɔ ɖɩɣa ŋgá kɛwɛ ɛsɔdaa yɔ ka-taa, ɛɖɔkɩ ɖɔɖɔ loozo ŋgʋ́ kɩpɩɣ yɔ.
REV.14.18	Tiyiyu lɛlʋ weyi ɛwɛnɩ ɖoŋ miŋ yɔɔ yɔ, ɛ́lɛ́ ñalɩnɩ tɩlaaɖɩ ɖɩhɔɖɛ nɛ eholuuni weyi ɛɖɔkɩ loozo ŋgʋ́ kɩpɩɣ yɔ se: «Tisi ño-loozo ŋgʋ́ kɩpɩɣ yɔ nɛ ŋkoyi tɩŋ weyi popuu i-pee sʋlʋm yɔ i-pee kedeŋa yɔɔ, mbʋ́ pʋyɔɔ yɔ, apɩwa.» 
REV.14.19	Peeɖe Ɛsɔ tiyiyu ɛnʋ etisi e-loozo nɛ ekoyi tɩŋ ɩnʋ i-pee kedeŋa yɔɔ nɛ ɛlɔ-yɛ Ɛsɔ pana pulone sɔsɔɖɛ taa ɖenɖe pɔhɔyʋʋ-yɛ yɔ. 
REV.14.20	Ɛlɛ́, palɩzɩ pulone ńɖɩ́ nɛ tɛtʋ wayɩ nɛ pɔhɔyɩ-yɛ nɛ calɩm lɩɩnɩ ɖɩ-taa nɛ pikpe nɛ pɩtalɩ kiloomɛtanaa nasidozo nɛ cukaŋ taa ñɛwɛ ɛzɩ mɛta nɛ hɔɔlʋʋ yɔ.
REV.15.1	Pʋwayɩ lɛ, mana yʋsaɣ sɔsɔɔ lɛɛka nakɛyɛ ɛsɔdaa, kɛfɛyɩ yɔɔdʋʋ: Ɛsɔ tiyiyaa lʋbɛ nabɛyɛ ɖɔkɩ kɛtɛzaɣ kʋñɔmɩŋ lʋbɛ. Ɩnʋ tɛŋna nɛ Ɛsɔ pana hɛɛ.
REV.15.2	Đɔɖɔ lɛ, mana nabʋyʋ, pʋwɛ ɛzɩ teŋgu yɔ, pɩñɩlɩzɩɣ ɛzɩ ñɩnʋʋ yɔ, pisidini miŋ. Mana ɖɔɖɔ mbá pawabɩ kpɩnɛ nɛ ɖɩ-sɩʋ kpelaɣ nɛ ɖɩ-hɩɖɛ ñʋʋ yɔ, pasɩŋ teŋgu ŋ́gʋ́ kʋ-nɔɔ. Pɔɖɔkɩ pe-nesi taa Ɛsɔ cɩmɩŋ. 
REV.15.3	Peteɣaɣ hendu ndʋ́ Ɛsɔ tʋmlaɖʋ Mooyiizi ketewa yɔ. Ńdʋ́ ɖɔɖɔ Heɣa ketewa. Ńdʋ́ lɛ se:
REV.15.3	«Kɩpaɣlʋ Ɛsɔ, Đoŋ Tɩŋa Tʋ!
REV.15.3	Tʋma wena ŋlakɩ yɔ, apaɣlaa kpem, pɩfɛyɩ yɔɔdʋʋ!
REV.15.3	Ajɛya Wiyaʋ!
REV.15.3	Ña-nʋmɔŋ tʋʋzaa, ɩnʋ lɛ nʋmɔŋ siŋŋ.
REV.15.4	Kɩpaɣlʋ! Awɛɛ se ɛɛsɔɔndʋʋ-ŋ
REV.15.4	nɛ eeyeki se ña-hɩɖɛ ɛsɛɛ?
REV.15.4	Ñe-ɖeke koŋ lɛ cɩɖɩcɩɖɩ tʋ.
REV.15.4	Ajɛya kpeekpe taa ɛyáa kaɣ kɔm
REV.15.4	nɛ poluŋ ñɛ-tɛɛ,
REV.15.4	mbʋ́ pʋyɔɔ yɔ, pana ɛzɩma mbʋ́ ŋtʋʋzɩ ña-lakasɩ taa yɔ.»
REV.15.5	Pʋwayɩ lɛ, manaɣ Ɛsɔ ɖɩɣa ŋgá kɛwɛ ɛsɔdaa nɛ ka-taa nɛ kɩɖanɖʋʋ ŋgʋ́ kɩlɩzɩɣ aseɣɖe yɔ, kɔ-nɔnɔɔ tʋlaa 
REV.15.6	nɛ Ɛsɔ tiyiyaa lʋbɛ mbá pɔɖɔkɩ kʋñɔmɩŋ lʋbɛ yɔ, palɩɣnɩ ka-taa. Posu wondu ndʋ́ tɩwɛ cɩɖɩcɩɖɩ nɛ tɩñɩlɩzɩɣ siŋŋ yɔ nɛ pata tambala pa-laŋa taa. 
REV.15.7	Peeɖe kpɩna naanza ana a-taa lɛɛɖɛ cɛlɩ Ɛsɔ tiyiyaa ḿbá pa-lʋbɛ sika caɖasɩ lʋbɛ. Sɩ-taa su Ɛsɔ pana ɖo. Ɛsɔ ɛnʋ ɛwɛnɩ wezuu pɩnzɩ ɛgbaŋ ɛgbaŋ. 
REV.15.8	Ɛlɛ́, Ɛsɔ koboyaɣ nɛ e-ɖoŋ peyele nɛ ñɔsɩ nasɩyɩ ñɛyɩ ɖɩɣa ŋ́gá ka-taa. Nɔɔyʋ tapɩzɩɣ se ɛsʋʋ nɛ pʋkɔɔ pɩsɩɩnɩ alɩwaatʋ ndʋ́ kʋñɔmɩŋ lʋbɛ weyi tiyiyaa ḿbá pɔkɔnɩ pa-lʋbɛ yɔ, ɩtɛma yɔ.
REV.16.1	Pʋwayɩ lɛ, manɩɩ pʋyɔɔdʋʋnɩ tiyiyaa ḿbá pa-lʋbɛ nɛ Ɛsɔ ɖɩɣa taa se: «Iwolo ihuti kedeŋa yɔɔ Ɛsɔ pana ana a-caɖasɩ lʋbɛ!»
REV.16.2	Peeɖe kajalaɣ tʋ woba nɛ ehuti ɛ-caɖaɣ kedeŋa yɔɔ nɛ piyele kɩcɩkpɩŋ kɩdɛkɛdɩŋ weyi ɩnazɩɣ ɛyáa yɔ, ɩkpa mbá palabɩ pɔ-yɔɔ kpɩnɛ yʋsaɣ nɛ poluŋuu ɖɩ-sɩʋ kpelaɣ tɛɛ yɔ.
REV.16.3	Naalɛ tʋ ñohuti ɛ-caɖaɣ teŋgu taa nɛ lɩm pɩsɩ ɛzɩ sɩɖʋ calɩm yɔ nɛ mbʋ́ pɩtɩŋa pʋwɛ wezuu pɩ-taa yɔ, pɩsɩ.
REV.16.4	Tozo tʋ ñohuti ɛ-ñɩŋga pɔsɩ nɛ hila pa-taa nɛ lɩm pɩsɩ calɩm. 
REV.16.5	Peeɖe manɩ Ɛsɔ tiyiyu weyi ɛcɔŋnɩ lɩm yɔɔ yɔ, ɛyɔɔdaɣ se:
REV.16.5	«Weyi ña ŋwɛɛ nɛ ŋŋwɛɛ yɔ, ŋtʋʋzaa. Weyi ña ŋwɛ cɩɖɩcɩɖɩ yɔ,
REV.16.5	mbʋ́ ŋlaba ɛzʋnɔ nɛ ŋhʋʋnɩ ɛyáa yɔ, pʋtʋʋzaa.
REV.16.6	Mbʋ́ pʋyɔɔ yɔ, pakʋ
REV.16.6	Ɛsɔ ñɩma nɛ náyaa nɛ pɛkpɛdɩ pa-calɩm.
REV.16.6	Pʋ-yɔɔ ŋcɛlɩ-wɛ calɩm se pɔñɔɔ,
REV.16.6	pamʋnɩ ḿbʋ́.»
REV.16.7	Ɛlɛ́, manɩɩ tɩlaaɖɩ ɖɩhɔɖɛ yɔɔdʋʋ se:
REV.16.7	«Ɛɛ, Kɩpaɣlʋ Ɛsɔ Đoŋ Tɩŋa Tʋ!
REV.16.7	Ŋhʋʋ tɔm nɛ toovenim, ñɔ-tɔm hʋʋ tʋʋzaa.»
REV.16.8	Naanza tʋ ñohuti ɛ-ñɩŋga wɩsɩ yɔɔ nɛ paha-sɩ waɖɛ se sɩ-miŋ ɛñaɣ ɛyáa. 
REV.16.9	Peeɖe hohou sɔsɔʋ nakʋyʋ kpa-wɛ nɛ pɛwɛɛkɩɣ Ɛsɔ hɩɖɛ. Ŋgʋ́, ɛnʋ wɛnɩnɩ ɖoŋ kʋñɔmɩŋ ɩnʋ ɩ-yɔɔ. Ɛlɛ́, pɛtɛlɛɣzɩ wɛtʋ se peyele nɛ ɛ-hɩɖɛ sɛɛ.
REV.16.10	Kagbaanzɩ tʋ ñohuti ɛ-ñɩŋga kpɩnɛ ńɖɩ́ ɖi-kewiyaɣ kpelaɣ yɔɔ nɛ cɩkpɛndʋʋ yu ɖi-kewiyaɣ yɔɔ. Ɛyáa nɩɣaɣ siziŋ nɛ pasalɩɣ pe-kela 
REV.16.11	nɛ pɛwɛɛkɩɣ Ɛsɔ weyi ɛwɛ ɛsɔdaa yɔ ɛ-hɩɖɛ pe-siziŋ nɩʋ nɛ pa-kɩcɩkpɩŋ pɔ-yɔɔ. Ɛlɛ́, pɛtɛlɛɣzɩ wɛtʋ.
REV.16.12	Loɖo tʋ ñohuti ɛ-ñɩŋga pɔɔ sɔsɔɔ ŋgá payaɣ se Efraatɩ yɔ ka-taa nɛ lɩm sɔɔ se awiya wena alɩɣnɩ wɩsɩ ɖɩlɩyɛ yɔ, apɩzɩ akɔɔ. 
REV.16.13	Peeɖe mana feziŋ kɩdɛkɛdɩŋ nɩɩyɩ naadozo, ɩwɛ ɛzɩ sayɛɛ yɔ. Ɩlɩɣaɣnɩ coojo nɛ kpɩnɛ nɛ weyi ɛcɛtɩɣ se ɛkɛ náyʋ yɔ pɔ-nɔsɩ taa. 
REV.16.14	Ɩkɛ aleewaa feziŋ weyi ɩwɩlɩɣ kawɩlɩsɩ yɔ. Iwoki kedeŋa kpeekpe yɔɔ awiya cɔlɔ se ikpeɣli-wɛ nɛ pala you Ɛsɔ Đoŋ Tɩŋa Tʋ kɩyakʋ sɔsɔʋ wiye.
REV.16.15	Ɛlɛ́, Kɩpaɣlʋ tɔ se: «Ɩna, montuduu-mɩ ɛzɩ mɩ́lʋ́ yɔ. Weyi ɛcakɩnɩ ɛ-ɛsɛ nɛ ɛɖaŋ e-wondu se ɛtaaɖɔ ndaakpeɖe nɛ pana ɛ-fɛyɛ yɔ, ehiɣ ɛ-tɩ!»
REV.16.16	Piyele feziŋ ɩnɩ, ikpeɣli awiya ana lone nɖɩ́ payaɣnɩ Ebree taa se Armaagedɔɔ
REV.16.17	Lʋbɛ tʋ ñohuti ɛ-ñɩŋga ɛsɔdaa nɛ puholuuni Ɛsɔ ɖɩɣa taa kewiyaɣ kpelaɣ cɔlɔ ɖoŋ se: «Pɩlabɩ ḿbʋ́!» 
REV.16.18	Peeɖe tɛʋ ñɩlɩsaa nɛ kɔkɔɖɛ ya nɛ tɛʋ nazɩ nɛ tɛtʋ ñamsɩ ñamsʋʋ nabʋyʋ kpem. Đooo ɛzɩ ɛyáa wɛʋ kedeŋa yɔɔ yɔ, wiɖiyi tɩtañamsɩ ḿbʋ́. 
REV.16.19	Tɛtʋ sɔsɔtʋ tayɩ tam naadozo taa nɛ ajɛya taa ñɩndʋ ñɛkpɛzɩɣ tɩɖakɩ. Ḿbʋ́ Ɛsɔ tɔzɩnɩ Babilooni tɛtʋ sɔsɔtʋ yɔɔ nɛ ɛñɔzɩ tɩ-taa ñɩma ɛ-pana sɔsɔna sʋlʋm caɖaɣ. 
REV.16.20	Đɔɖɔ lɛ, ajɛya wena atɩŋa payɩ lɩm cɔ-yɛ pɩta yɔ, ase nɛ paatasɩɣ pʋŋ naʋ. 
REV.16.21	Đɔmbɛɛ sɔsɔna naayɛ lɩɣaɣnɩ ɛsɔdaa nɛ atɔlʋʋ ɛyáa yɔɔ. Kʋɖʋmɖɩyɛ yuŋ talɩ ɛzɩ kiiloonaa nɩɩnaza yɔ nɛ ɛyáa wɛɛkɩɣ Ɛsɔ hɩɖɛ kʋñɔŋ ŋgʋ́ ɖɔmbɛɛ kɔnɩ-wɛ yɔ kʋ-yɔɔ. Mbʋ́ pʋyɔɔ yɔ, kɩɩɖɛlɛsɩ niye.
REV.17.1	Pʋwayɩ lɛ, Ɛsɔ tiyiyaa lʋbɛ mbá pɔɖɔkɩ sʋlʋm caɖasɩ ńzɩ́ sɩ-lʋbɛ yɔ, pa-taa lɛlʋ kɔɔ ɛyɔɔdʋʋnɩ-m se: «Kɔɔ, mawɩlɩɣ-ŋ ɛzɩma mbʋ́ Ɛsɔ hʋʋnɩ abiɖe nɖɩ́ ɖɩpɛdɩɣ ɖɩ-tɩ yɔ. Ńɖɩ́ lɛ tɛtʋ sɔsɔtʋ ndʋ́ tɩwɛ pɔsɩ nɔsɩ yɔ. 
REV.17.2	Tɩ nɛ kedeŋa yɔɔ awiya palabɩ acɛyɛ nɛ kɔ-yɔɔ ñɩma ñɔɔ ɖɩ-acɛyɛ sʋlʋm nɛ pʋkʋʋ-wɛ.»
REV.17.3	Ɛlɛ́, Fezuu Kiɖeɖeu tii mɔ-yɔɔ nɛ e-tiyiyu ɛnʋ ɛkpaɣ-m nɛ ewoni lakʋ nakʋyʋ taa. Peeɖe mana halʋ nɔɔyʋ, ɛcaɣ kpɩnɛ kɩsɛmɖɩyɛ cɩɩɩ naɖɩyɛ yɔɔ. Đɩwɛnɩ hɩla wena atʋʋ Ɛsɔ yɔ ɖɩ-yɔɔ tɔtɔ nɛ ñʋŋ lʋbɛ nɛ hɩŋ hiu. 
REV.17.4	Halʋ ɛnʋ, esu wondu ndʋ́ tiwobini sɛmɩŋ yɔɔ yɔ nɛ ndʋ́ tɩsɛ cɩɩɩ yɔ nɛ ɛlɛɛ sika nɩŋgbacaɣlɩnaa nɛ ñɩɣlɩ́m pɛɛ nɛ lɩtʋ. Ɛɖɔkɩ sika caɖaɣ nakɛyɛ, ɛ-azuluma nɛ ɛ-acɛyɛ lakasɩ nzɩ́ sipisiɣ-i yɔ posuni ka-taa ɖo. 
REV.17.5	Pama e-kiɖe taa hɩɖɛ naɖɩyɛ. Paanɩɣ ɖɩ-tɔbʋʋ, ńɖɩ́ lɛ se: «Babilooni tɛtʋ sɔsɔtʋ, halaa mbá pɛpɛdɩɣ pa-tɩ yɔ nɛ kedeŋa yɔɔ azuluma po-ɖoo.» 
REV.17.6	Peeɖe manawa se halʋ ɛnʋ ɛñɔ Ɛsɔ ñɩma nɛ Yesu aseɣɖe tɩnaa mbá pakʋ-wɛ yɔ pa-calɩm nɛ pʋkʋʋ-ɩ ɛzɩ sʋlʋm yɔ.
REV.17.6	Mana-ɩ lɛ, pɩɖɩɣzɩ-m yem ɖɩɣ ɖɩɣ. 
REV.17.7	Ɛlɛ́, Ɛsɔ tiyiyu pɔzɩ-m se: «Pɩlabɩ ɛzɩma nɛ pɩɖɩɣzɩɣ-ŋ ḿbʋ́? Malɩzɩɣ-ŋ halʋ nɛ kpɩnɛ nɖɩ́ ɖɩwɛnɩ ñʋŋ lʋbɛ nɛ hɩŋ hiu nɛ ɛcaɣ-ɖɩ yɔ pɛ-mɛsaɣ tɛɛ tɔm tɔbʋʋ. 
