GEN.1.1	Kerrngehkenh duninjh God bolkmarnbom rowk, kaddum dja kurorre. 
1CO.7.30	Yuwn bu mak ngurrimarnenalkbun bu nangale ngunmarnedowe. Ngurridjalngurdmen. Dja bu nangale bininj nawu kadjekme, wanjh ngurdmen nanu dja kaburrbun bu kunnjilngwarre. Nangale mak nawu bininj kahbayahme nawu yehyeng, wanjh nanu marnburrimen yiman namarladj yerreh. 
1CO.7.31	Yikahwi nawu ngudda bininj ngurridjalburrbun kore kondanjkunu kurorrewaken, wanjh kunukka minj munguyh ngurriwernhburrbun. Dja yikahwi ngurribolknan kondanjkunu kunred, wanjh makka kaluk kadjalyakmen rowk.
1CO.7.32	Ngaye minj ngadjare bu ngudda ngurrikangewarre bu njalehnjale ngurriburrbun. Bininj nawu djadmud, nakka munguyh kadjalburrbun bu kabimarnedurrkmirri nawu Kawohrnan Rowk nuye ba bu kabinjilngmarnbunkenh. 
1CO.7.33	Dja nawu kaliyi bininj wanjh nakka munguyh kadjalnjilngwarre bu kahni kondanjkunu kunred ba bu kabimarnbun ngalbininjkobeng nuye kanjilngmakmen. 
1CO.7.34	Kaluk nungka yiman kamayaliyarlarrme!
1CO.7.34	Kaluk kadjalrohrok, ngalbu kamarrdjukun daluk, dja daluk ngalbu ngaldjadmud, bedda wanjh kabirridjalburrbun bu kabirridjalmarnedurrkmirri nawu Kawohrnan Rowk. Bedda wanjh kabirridjaldjare bu kabirridjalkurduyime kunmak munguyh kore kunmayali dja kunburrk bedberre. Dja ngalbu ngalkaliyi daluk, ngalka munguyh kadjalburrbun nawu kurorrewaken dja bu kabimarnbun ngarre nabininjkobeng kanjilngmakmen. 
1CO.7.35	Ngaye minj ngadjare kunrayek ngamarnbun ngudberre. Dja djahdjalmarneyime ngudberre ba bu bidyikarrmekenh. Ngadjare bu ngurrimarnekurduyime kunmak duninjh kore ngurrimarnedjare nawu Kawohrnan Rowk, bu minj mak kunbuyika ngurriburrbun.
1CO.7.36	Ngadjare marneyime ngudberre binihbininj nawu ngundiberrebbun ngudberre daluk nawu beneyimerrinj med, dja minj benemarrimeninj. Bu ngalmekbe daluk kabekkarren bu kunkuyeng kabenemadbun, dja namekbe bininj kadjaldjare kabeneyo, wanjh benedjalmarrimen, dja yuwn bu kabenedjalmadbun bu kunkuyeng. Wanjh kunmak. Minj kabenewokburriwe God. 
1CO.7.37	Dja bu namekbe bininj bu kamarrkmarnburren dja minj kadjare kabenemarren daluk, bu kadjalkangerayek, dja bu minj nangale nabuyika kabiyurrhke, wanjh kamak bu kadjaldi djadmud. Minj kabenemarren, dja wanjh kunmak. 
1CO.7.38	Dja bu nangale nawu bininj kabenemarren ngalbu birriberrebbuni daluk, wanjh kunu kunmak warridj. Dja bu kadjare kadjadmuddi, wanjh kunukka kundjalwernhmak.
1CO.7.39	Kuhni mak kunbadbuyika ngadjare ngayolyolme ngudberre. Ngalbu ngalbininjkobeng benedjalnin munguyh nawu nabininjkobeng ngarre kaluk yerrekah bu karrowen. Kaluk bu nungka karrowen, wanjh ngalmekbe kamak kabimang nabuyika bininj. Dja med, ngaleng bidjalma bininj nawu Kawohrnan Rowk nuye. 
1CO.7.40	Dja bu yiman ngalmekbe kamarrdjukun kadjaldjadmuddi, wanjh ngaye ngayime bu ngalmekbe daluk kadjalnjilngmak. Ngaye bu kuhni ngayime wanjh djal ngaye ngardduk kunwok, dja bonj, ngaye warridj ngahkarrme Namalngmakkaykenh nuye God.
1CO.8.1	Ngaye yawoyhmarneyime ngudberre kunbadbuyika kore ngudda ngaye kandimarnebimbom bu kandidjawam manbu manmekenh nawu birribuyika bininj birrimarnekurrmeng kore bedberre nawu idols.
1CO.8.1	Yikahwi ngudda ngurriyime, “Ngad ngarridjalburrbun yehyeng rowk!” Bu ngudda ngurriyime yimankek ngurriburrbun rowk, wanjh kunukka ngurridjalburlumerren. Kawarre. Wanjh kunbuyika ngurrikurduyimen. Ngurrbenmarnedjaremen birribuyika bininj nawu kabirriwoybukwon Jesus, wanjh kunukka ngurrbenmurrngrayekworren. 
1CO.8.2	Nangale bininj kayime kaburrbun yehyeng rowk, wanjh minj kunu nungka kawernhkarreburrbun bulkkidj. 
1CO.8.3	Dja bu nangale bininj kabimarnedjare God, wanjh kunukka God nungan kabiburrbun naninjnanu bininj.
1CO.8.4	Kuninjkunu wanjh ngaye ngahyime ngudberre. Ngad wanjh karriburrbun bu idols nawu bininj kabirrimarneboddan, wanjh minj woybukkih duninjh god. Dja ngaleng ngad karriyime nawu nadjalkudji God nawu nawoybuk duninjh. 
1CO.8.5	Kaluk bininj kabirriyime nadjalwern nawu gods kabirridi kore heaven dja mak kore kondanjkunu kurorre. Wanjh kunu woybukkih kabirribadyime nawern yimankek god dja mak nawu yimankek kabirriwohrnawohrnan kondah kurorre. 
1CO.8.6	Dja ngad kunu karridjalburrbun nadjalkudji God nawu Kornkumo, nawu marnbom yehyeng rowk. Dja mak ngad warridj kankunimarnbom kore djareminj kadberre, wanjh ngad karridjare karriyimerran nuyekih bininj.
1CO.8.6	Dja mak Jesus Christ wanjh nadjalkudji nawu Kawohrnan Rowk. Nawu nungka bimarnemarnbom yehyeng rowk kore God djareminj, dja ngad warridj kanmimbiwon kore karridjaldarrkid.
1CO.8.7	Yikahwi nawu bininj kabirrimunkekadjung Jesus minj kabirriwernhburrbun bu kuninjkunukenh. Dja kabirridjalburrbun munguyh kore idolskenh. Dja ngaleng bu kabirringun manme, wanjh kabirriyime bu birribuyika bininj kunubewu ngokko birrikurrmi maninjmanu manme kore kumirrk nuye idol. Kaluk bu bedda kabirringun manmekbe manme, wanjh kunu kabirriburrbun bu yimankek kabirrikurduyime kunwarre, dja kunu kabirriyimerren bu birriwarre. 
1CO.8.8	Dja kawarre! Kuhni ngurriburrbu. Manbu djal manme minj kankan darnkih kore God. Dja mak minj kanmarnbun bu karriwarre. Wanjh woybukkih, bu karridjalngun njalehnjale manbubuyika manme wanjh kamak karrire darnkih kore God.
1CO.8.9	Kunu wanjh kamak bu ngurridjare ngurringun mandjalbubuyika manme, dja bonj, ngaleng ngurrinahnarrimen. Bu ngudda bininj yimankek ngurriyime kamak bu ngurringun manme manbu birribuyika bininj ngokko birrikurrmi kore kumirrk nuye idols, wanjh kamak. Dja med, wardi ngurrbenbalburrbu birribuyika bininj nawu ngurridjarrkdi yiwarrudj. Yikahwi minj kabirriwernhwoybukwon Jesus dja kabirridjalnjilngwarre bu idolskenh. Yuwn bu ngurrbenwarrewon birrimekbe nawu ngurridangerrinj! 
1CO.8.10	Ngayime bu ngundihnan ngurrihngun kore kumekbe birribuyika bininj kabirrimarneboddan idols, dja kabirriyime ngudberre, “Ngayh! Birrimekbe bininj nawu birrikodjkulumak yiwarrudj bedberre, wanjh kabirribalhngun manmekbe manme. Wanjh kunubewu kamak bu ngad warridj karringun.” Wanjh kunu bedda bu kabirringun, wardi kabirribalbengkan bu yimankek kunwarre kabirrikurduyime. 
1CO.8.11	Wanjh ngurribekka. Bu bedda ngundibalngunjdjikan ngudda, wanjh kunukka ngurrbendjalmarnekurduyimeng kundjalwarre duninjh. Bu yimankek ngurriyime ngurriburrbun rowk dja kunukka ngurrbendjalwernhwarrewon birrimekbe nawu ngurridangerrinj kore Christ. Ngudda ngurrbenmarnbun kabirrikurduyime kunwarre bu kabirridjalnjilngwarre kore idolskenh. Kaluk Christ nawu nungka doweng bedberre birrimekbe bininj. 
1CO.8.12	Nawu birridjalmekbewi bininj ngudberre nawu kabirridjalwerhkangewarre idols, wanjh kunukka ngudda ngurrbendjalmarnbun kabirrikurduyime kunwarre dja wanjh kabirriyemekarremulewarren. Bu ngudda kuninjkunu ngurrbenhmarnekurduyime nawu kabirrihwoybukwon Jesus, wanjh kunukka kadjalrohrok bu ngudda ngurrimarnekurduyime kunwarre kore Christ nuye. 
1CO.8.13	Mah wanjh, kunukka kab ngudmandeleng, ngurrimarneyimerrimen, “Bu ngaye ngangun maninjmanu manme, wardi birribuyika nawu karridangerren ngandingunjdjikan dja kunu kabirrikurduyime kunwarre. Wanjh bonj, kunukka minj ngayawoyhngun maninjmanu manme. Dja ngadjalbawon munguyh ba bu minj ngabenmarnbun kabirrikurduyime kunwarre.”
1CO.9.1	Kandibekka. Yikahwi binihbininj ngaye ngandikukmarnmarnbun. Ngaye wanjh ngadjare ngayolyolme kunmekbekenh. Bonj, wanjh ngaye minj ngayawoyhbongdi! Dja woybukkih ngaye wanjh apostle duninjh, dja ngaye nawu nganani Jesus nawu Kawohrnan Rowk kadberre. Dja mak ngaye ngamarnedurrkmirri nungka nuye, wanjh kunmekbekenh kunu ngudda bolkkime ngurriyimerranj nuyekih rowk bininj. 
1CO.9.2	Wanjh ngudda ngurriburrbun bu ngaye wanjh apostle nuye nawu Kawohrnan Rowk. Kunubewu birribuyika bininj minj kabirribadburrbun, dja nawu ngudda wanjh ngurriwernhburrbun. Ngudda ngurribelbmerrinj nawu Kawohrnan Rowk, wanjh kunmekbekenh kunu ngurriwernhburrbun bu ngaye apostle nuye.
1CO.9.3	Yikahwi bininj wanjh ngaye ngandidjadme. Wanjh kuhni ngayime bedberre bu ngayolyolmerren bu ngabenwokdurndiwe bedberre. 
1CO.9.4	Yiddok ngaye dja mak birribuyika ngad bininj nawu apostles minj kunmak bu manme ngarringun, dja nuk ngarribongun? 
1CO.9.5	Yiddok minj kunmak bu ngad nawu apostles ngarrbenkan ngalbihbininjkobeng ngadberre ngalbu kabirriwoybukwon Jesus bu ngarridjalwohrewohre? Ngurriburrbun bu yikahwi nawu birribuyika apostles kabindikarrme ngalbihbininjkobeng, ngayime nawu Kawohrnan Rowk birridangerrinj, dja mak nawu Peter
1CO.9.6	Dja kunbuyika djawahdjawan. Ngudda kandibawon ngaye dja mak Barnabas, bu nganedurrkmirri ba bu nganedjalbayahme manbu manme ngarrewoneng! Dja njalekenh? Nawu birribuyika apostles kuhni minj kabirrikurduyime, dja njalekah minj kandimarnekarremulewayi ngadberre?
1CO.9.7	Adju. Bu ngad ngarridjamunniwirrinj, wanjh kunu ngarrimayi kunwardde bu kandimarnekarremulewankenh. Bu ngaleng ngad bu ngarridudjeyi manbu manrakel grapes, wanjh kunukka ngarringuyi kaluk bu kadjolengmen. Dja bu ngad ngarrinahnayi mayh nawu nanikud, wanjh kunukka ngad warridj ngarribonguyi manbu milk ngarre! 
1CO.9.8	Kuhni ngayime bu minj djalbininjkenh. Dja ngokko kuhni bimbuyindanj kore mankarre kadberre. 
1CO.9.9	Ngurriburrbun kore Moses bimbom maninjmanu mankarre, dja yimeng, “Yuwn mak ngurridangdukkan nawu bulikki narangem kore kahmimmelme manbu wheat manme.” [Deuteronomy 25:4]
1CO.9.9	Yiddok ngurriburrbun God yimankek karremarnbom maninjmanu mankarre bu kongibuyi namekbe nawu bulikki? 
1CO.9.10	Dja burrkyak, nungka karremarnbom kuninjkunukenh kandarrkidburrbuni ngad nawu bininj. Yoh, wanjh manekke mankarre bimbuyindanj bu God kannahnan ngad bininj. Mah wanjh, ngurriburrbu, bu yiman bininj kahdurrkmirri kunrayek, kore kahbolkkarung manme kahdudjindi, wanjh kunukka kunmak bu kadjalburrbun bu yerrekah kamang yikahwi manbu manme. Dja bu bininj kahbenmarnedurrkmirri kunrayek kore kahmimmoyhmang manmim manbu wheat bedberre nawu kabirrihwohrnawohrnan, wanjh kunukka kunmak bu kaburrbun bu kamang mahni manme nungandeleng bu yerrekah.
1CO.9.11	Wanjh kunmekbe kadjalrohrok ngad nawu apostles ngarrikurduyime. Ngad wanjh ngarridurrkmirri bu yiman ngarriweykani kunwok nuye God ngudberre dja kunmekbe yiman ngad ngarribolkkaruyi, dja ngarrimimdudjengi manmim kore kurorre. Wanjh bolkkime ngudda ngurrimalngmakminj, dja ngurridjordminj yiman kayime manrakel. Wanjh kunubewu ngudmanwali kandikarremulewayi ngad nawu apostles. 
1CO.9.12	Ngudda wanjh ngurrbenkarremulewan birribuyika bininj nawu ngundibidyikarrme ngudberre, dja ngad ngaleng kandiwernhkarremulewayi nawern. Wanjh kunu kunmakniwirrinj ngurrikurduyimeninj ngadberre. Dja ngad minj ngundiyingkihdjawayi.
1CO.9.12	Bonj, ngad minj ngarrinjilngwarre bu ngarrikoldan. Wardi bu ngad ngundidjawayi kunwarddekenh, dja med, kunukka nganewarreworrimeninj kore ngarrbenmarnemulewayi birribuyika bininj kunwok kunmak manbu Christkenh.
1CO.9.13	Yiddok minj ngudda ngurriburrbun bu birrimekbe bininj nawu kabirridurrkmirri kore Temple, wanjh kabirrimang manme bedberre kore Templebeh. Bu mayh kabindimarnekinje bedberre nawu kabirriwon nuye God, wanjh birrimekbe warridj kabirrimang manme bedberre kore kabirridurrkmirri kumekbe. [Deuteronomy 18:1] 
1CO.9.14	Mah, wanjh kuhni kadjalrohrok, nawu Kawohrnan Rowk kanwokrayekwong bu yimeng bininj nawu kabirrimulewan kunwok kunmak nuye, wanjh nawu kabindibekkabekkan bininj wanjh bindidjalkarremulewa. [Matthew 10:10]
1CO.9.15	Mah, wanjh, ngurrina! Ngaye yimankek kuyinjdjawayi ngudberre kunwardde bu marneyolyolmi ngudberre bu Jesuskenh, dja burrkyakni, ngaye minj bangmedjawayinj nawu kandimarnekarremulewayikenh. Dja mak bolkkime minj yawoyhdjawan ngudberre bu ngahbimbun naninjnanu djurra. Burrkyak. Ngaye ngadjare ngamulewan God nuye kunwok kunmak bu djalburudjang, ba bu yiman ngaburlumerren bu ngaye minj ngadjareniwirrinj bininj ngandikarremulewayi.
1CO.9.16	Bu ngaye ngahmulewan bedberre bininj kunwok kunmak, wanjh minj ngayeman bu ngakurduyime. Dja burrkyak. God nungan nganwokrayekwong ngamulewan kunwok kunmak, dja bu minj ngakurduyime kunmekbe, wanjh kunukka God nungan ngandjaldung ngaye, dja ngakele. Kunmekbekenh kunu minj ngaburlumerren, dja ngadjalwokmarrkmang nuye. 
1CO.9.17	Bu ngaye ngamulewayi manbu kunwok kunmak bu djal ngayekenh kore ngadjareniwirrinj, wanjh kunukka yiman kakarremakmen ngardduk bu bininj kandimarnekarremulewan bu kunmekbekenh. Dja bonj, ngaye ngadjalwokmang God kore nungka kadjare, dja nganwong bu ngayolyolme nuye kunwok kunmak. 
1CO.9.18	Yiddok ngudda ngurriburrbun nawu ngahyolyolme? Wanjh kunu ngaye ngadjalwernhnjilngmakmen bu ngabenmarnemulewan bininj God nuye kunwok kunmak bu djalburudjang. God nganmakwan ngaye bu ngakurduyime, dja kuhni wanjh ngannjilngmarnbun. Nungka yimeng bu yimankek kamak bu bininj ngandikarremulewayi kunwardde, dja bonj, ngayeman ngadjalnjilngmakni bu minj ngabendjawayi kunwarddekenh.
1CO.9.19	Ngaye minj nangale bininj nganhbongkarrme bu kuninjkunukenh ngahdurrkmirri bininj bedberre. Dja ngaleng ngaye kunu ngadjalkurrmerren kore ngabenmarnedurrkmirri birribuyika bininj yiman kayime bu ngandibongkarrme, ba bu kunubewu ngabenmarnbun kabirriwoybukwon Jesus. 
1CO.9.20	Bu ngaye ngarridjarrkni nawu Jews bininj, wanjh kunukka ngaye ngayimerranj yiman kayime bedda nawu Jews bininj, bu ngabenmarnbuyi yikahwi bedda bu kabirriwoybukwon Jesus. Dja bu ngarridjarrkdi Jews bininj wanjh kunukka ngayimerranj yiman kayime bedda nawu kabirrikarrme mankarrekare. Kaluk minj ngaye ngakangewarre kore manekke manbu mankarrekare, dja ngadjalyimerranj yiman bedda ba bu ngabenmarnbuyi bu kabirriwoybukwon Jesus. 
1CO.9.21	Dja bu ngaye ngarrihdjarrkdi bininj nawu minj Jews, nawu minj kabirrikarrme mankarre manbu Jews bedberre, wanjh ngayimerranj yiman bedda rerrih. Dja ngaye kunu minj ngabawoyi God nuye mankarre, dja ngaleng ngadjalmarrkmang Christ nuye mankarre. Dja bonj, ngayimerranj yiman bedda nawu minj kabirrikarrekarrme, ba bu ngabenmarnbuyi kabirriwoybukwon Jesus. 
1CO.9.22	Bu ngaye ngarridjarrkdi bininj nawu birringudjwarre, wanjh ngayemanwali ngamarnburrinj bu ngangudjwarreni, ba bu ngaye nakka ngabenkangeborledke.
1CO.9.22	Kaluk ngaye wanjh munguyh ngadjalyimerrangeni yiman birribubuyika binihbininj nawu ngarrihbebbehdjarrkni, ba bu ngaye ngabenngehkemeninj bedberre. Kuhni ngadjaldjareni bu munguyh. 
1CO.9.23	Yoh, ngaye kuninjkunu ngadjalkurduyime rowk ba bu kabirribekkan birriwern bininj manbu kunwok kunmak, dja mak bu kabirriwoybukwon nawu Jesus. Wanjh kunu God kabenmarnekurduyime kunmak bedberre, dja mak ngaye warridj nganmarneyime kunmak nuye.
1CO.9.24	Kandibekka. Ngudda ngurriburrbun bu bininj nawu kabirrirlobme bu kabirringudjrohrok, kaluk nadjalkudji bininj kabendjalyurrhke birribuyika rowk. Wanjh ngudda munguyh ngurridjalrohrokmen bu yiman ngurridjalrlobmen kore Christ, ba bu kaluk yerrekah ngurrimang nawu God ngunwon. 
1CO.9.25	Dja kunbuyika. Bininj nawu yiman kayime kabirridirri kore sports, nakka wanjh munguyh kabirridjalngudjrohrokmerren. Bedda wanjh kabirridjare kabirrimang njalehnjale namak bu kabirriwinhme, nawu kahyingkihyo bedberre. Dja nakka minj kunkuyeng kahyo. Ngad ngaleng karridurrkmirri ba bu karrimang nawu kahdjalyingkihyo kadberre nawu minj kayakmen dja kadjalyo munguyh munguyh. 
1CO.9.26+1CO.9.27	Wanjh kunmekbekenh ngaye minj djal warrewarrekah bu ngarrurrkmirri. Ngaye ngaleng ngaburrkrayekworren kunburrk ngardduk ba minj ngawarreworren kore ngarrurrkmirrikenh.
1CO.9.26+1CO.9.27	Ngaye wanjh ngaburrkmarnburren bu ngamurrngrayekmen dja ngamarnburren bu ngadjaldurrkmirri munguyh. Ngaye ngabenhmarneyolyolme birribuyika bininj, dja bonj, kaluk bu wardi ngangudjwarremulewarremeninj, wanjh kunu ngaye ngakoldayi nawu kayingkihdjehdjenyo ngardduk, dja minj mak ngamayi.
1CO.10.1	Ngudda nawu karridangerrinj, ngadjare ngurriwernhburrbun bu kunkareni wanjh nawu kadberre mawahmawah birrirey rowk kore manbu kunkodjngol benmikani, dja mak birridjowkkeng rowk kore kurrula bodjalkmiwam. 
1CO.10.2	Bedda wanjh birrimunkekadjungi nawu Moses kore kurrula dja kanjdji kore kunkodjngol. Kuhni yiman kayime bu bedda birrikodjdjuhmi baptism nuye Moses. 
1CO.10.3	Dja mak birridjarrknguneng rowk mandjalkudji manme manbu God benwong bedberre kundulkarre nuye dorrengh, 
1CO.10.4	dja mak birridjarrkbonguneng rowk mahni kukku manbu God benbowong bedberre kundulkarre nuye dorrengh. Nawu Christ nungan birrihdjarrkrey kore kubolkdarleh bu birrihrey. Wanjh nungka yiman kayime kunwardde mankimuk rerrih manbu kukku bokarrmi kore birribonguni. [Exodus 16:35; 17:6] 
1CO.10.5	Dja bonj, kunu God bendjaldungi yikahwi birriwern bedberre nawu kandikebmawahmeng, wanjh kumekbekenh birridoweng dja birrikukyoy kumekbe kore kubolkdarleh birrirey. [Numbers 14:29-30]
1CO.10.6	Wanjh kunu karriburrbu bu kunkareni benmarnekurduyimerranj bedberre, ba bu karrinahnarren, dja minj mak karrbenngunjdjikan kore kunwarre birridjaldjareni. 
1CO.10.7	Wanjh yuwn bu karrimarneboddan nawu idols, yiman yikahwi bedda birrikurduyimi. Ngudda ngurriburrbun kore bimbuyindanj bedberre, dja kayime, “Birrrimekbe bininj birriyerrkang bu birringuneng manme dja birribonguneng, dja mak birridolkkang bu birrimarlelmarlelni kore kunwarre birrikuniyimeng.” [Exodus 32:6]
1CO.10.8	Kaluk yuwn bu ngad karriwohkaliyongohyo yiman bedda. Yikahwi kunmekbe birrikurduyimi nawu mawahmawah kadberre, wanjh kunmekbekenh kunu bininj nawu nadjalmirndewernkenhni rowk birridjaldowerrinj bu kundungkudjini. [Numbers 25:1-18] 
1CO.10.9	Dja mak yuwn bu ngad karrirohrokme bu karridjurrkkan nawu Kawohrnan Rowk, yiman bu yikahwi kunmekbe birrikurduyimeng. Wanjh kunu nabang nayin wernmerrinj dja wanjh benbom birrimekbe bininj. [Numbers 21:5-6] 
1CO.10.10	Dja mak yuwn bu ngad karrimarnedjarokdi God bu karridjalnjiwkmire. Wanjh kunmekbe kunu yikahwi birrihyimi yikahwi nawu kankebmawahmeng bininj, wanjh kunu God nuye angel nawu kundowikenh, wanjh benbularrbom bedberre. [Numbers 16:41-49]
1CO.10.11	Yoh, kuninjkunu rowk wanjh kurduyimerranj bedberre ba bu minj ngad mak karrbengunjdjikan bu karridurduyime kunwarre. Kuninjkunu wanjh bimbuyindanj ba bu karriborlhme, ngad nawu bolkkime karribaldarrkiddi bu kayiburnbunkenh kabolkyime ngarre kondanjkunu kurorre. 
1CO.10.12	Bu ngudda yimankek ngurrimurrngrayekworren bu ngurridi, wanjh ngurrinahnarrimen kore kunubewu ngudda warridj ngurriyawoyhkurduyime kunwarre. 
1CO.10.13	Kunwarre kandjurrkkan kadberre karriwarlahkenh bininj rowk. Wanjh kuninjkunu kadjalrohrok kore ngudda ngudberre. Dja bonj, God nungan ngunbidyikarrme, dja minj ngunbawon bu ngunmarnekurduyime kore kunwarre duninjh ngunwernhdjurrkkan bu ngunwarrewoyi. Dja burrkyak, bu kuhni kunwarre ngundjurrkkan kunkimuk, wanjh God ngunbidyikarrme kore yingkihwokkurrmerrinj, ba bu minj ngurrikurduyime kore kunwarrekenh ngundjurrkkan.
1CO.10.14	Mah, nawu ngaye marnedjare ngudberre, wanjh kandidjalbekka. Ngurrbendjalmarneyarlarrmen werrk kore bininj nawu kabirrimarneboddan nawu idols. 
1CO.10.15	Ngaye ngaburrbun bu ngudda ngurridjalmayaliwern bininj, ba bu wanjh ngaye marneyime mandjad ngudberre. Kandibekka ngaye ba bu ngudmandeleng ngurriburrburren bu yiddok ngaye kunwoybuk marnemarneyime. 
1CO.10.16	Bu ngad karridjarrkboyikadjurren rowk nangalngkudji banikkin, wanjh kunu karrimanjbun rowk God nawu kunmak kurduyimeng kadberre. Wanjh kunu karrikukbelbmerren nawu Christ, dja karridjarrkkurlbabongun manbu kunkurlba nuye. Wanjh kunu kadjalrohrok manbu buriddi manlodkudji karribakke, ba karrikukbelbmerren Christ bu karridjarrkngun kunburrk nuye. 
1CO.10.17	Maninjmanu buriddi, wanjh mandjallodkudji. Ngad karriwern karridjarrkyikadjurren rowk, wanjh kunmekbekenh kunu yiman karriburrkkudjihmen.
1CO.10.18	Kunbadbuyika mak bu marneyime. Wardi ngurrbenbalburrbu bininj nawu Israel benkebmawahmeng. Bu birribuni dja birrikinjeng mayh kore altar, wanjh birridjarrknguneng birriyakwong maninjmanu kunkanj, dja kunu yiman benmarnbom bininj nawu birridjalmarneboddanj nawu God. [Leviticus 7:6] 
1CO.10.19	Kunubewu minj ngudda nuk kandiwokburrkburrkbekkan kore ngaye marnemarneyime ngudberre. Wanjh ngad karriburrbun nawu idols nakka wanjh minj nawoybuk gods, dja djal yeng, dja mak manbu manme bu bininj kabirrihkurrme kore idols, wanjh minj kakukenmen. 
1CO.10.20	Bininj nawu minj kabirriwoybukwon God duninjh, bu kabirriwon manme nawu idols, wanjh nakka kabindiwon namarnde bedberre, dja nakka minj God kabirriwon. Wanjh kunmekbekenh yuwn ngurriraworren birrimekbe nawu kabirrimarneboddan idols, wardi kunubewu ngurrikukbelbmerren nawu birriwarre bininj, dja mak nawu namarnde. 
1CO.10.21	Ngudda ngurridjarrkbongun nawu banikkin nuye nawu Kawohrnan Rowk. Dja yuwn bu mak ngurribongun warridj nawu banikkin namarnde bedberre. Ngudda ngurridjarrkngun manme kore nawu Kawohrnan Rowk nuye kunred. Dja yuwn bu mak ngurringun manme manbu namarnde bedberre kore bedda. 
1CO.10.22	Dja bu ngad kunmekbe karrikurduyimeninj nuye, wanjh kunukka karrimarnbuyi nawu Kawohrnan Rowk bu kakirndangen kadberre. Kaluk bu nungka kandung, minj mak ngad karrikuniyurrme bu yimankek karribuyi.
1CO.10.23	Yikahwi ngurriyime, “God nganyerrkkeng kore ngabongdibeh, wanjh bolkkime ngadjalkurduyime kore ngayeman ngadjare.” Dja ngaleng marneyime ngudda kunubewu ngurrbenkangewarrewon nawu birribuyika bininj bu kuninjkunu ngurrikurduyime. Dja ngaye marnemarneyime ngudberre, bu munguyh ngurrbenbidyikarrmen ngudda nawu ngurrimunkekadjung Jesus. 
1CO.10.24	Yuwn bu ngudmandeleng ngurrihdjalbebbehnahnarren, dja kab ngurrinahnarrimen ba ngurridjarrkdi kamak rowk.
1CO.10.25	Kuhni wanjh ngurrikurduyimen bu ngurrikanjmang kunkanj manbu birribuyika bininj ngokko birriyingkihkanjwoni nawu idols. Bu ngudda ngurribayahme mankanjbubuyika kore shopbeh, wanjh kunu ngurridjalkinjemen, dja ngurringun kamak rowk. Yuwn mak ngurribaldjawan bininj nawu shop kahdurrkmirri bu yimankek kurrmeng kore idols nuye. Yuwn bu ngurribalkarreburrbun bu kuninjkunukenh ngarre. 
