MAT.1.1	Ie sab naam Jiesoe Kriest ke baap-daada log ke hai. Oe Daawied aur Aabraaham ke aulaad hai.
TIT.3.3	Pahiele hamlog to bhie be-samadjh ke rahielie aur Parmeswar ke baat na maanat rahielie. Hamlog kharaab rasta par tjalat rahielie aur har ek rakam laalietj aur maudj me boeral rahielie. Hamlog kharaab rahielie aur doesar log ke djaran karat rahielie. Hamlog ek doesare ke dekhke djarat rahielie. 
TIT.3.4+TIT.3.5	Bakie hamlogke Parmeswar aapan bhalaai aur prem iensaan logan khaatien dekhaais, aur oe hamlogke ie sab tjiedj me se batjaais hai. Na kie hamlog koetjh barhia kaam karlie rahielie, bakie oe hamlogke daaja karies hai aur aapan Pawietr Aatma deis hai hamlogke batjaawe khaatien. Djaise hamlog paanie se koetjh dhoila, oisane Pawietr Aatma hamlogke diel safa kar deis hai. Tab hamlog ek naawa djiewan pailie. 
TIT.3.6	Parmeswar Jiesoe Kriest ke batjaawe ke kaam dwaara aapan Pawietr Aatma hamlogke oeppar bahoet barsaais hai. 
TIT.3.7	Aisane oe bhalaai karke hamlogke be-kasoerie aur apane se ek karies hai, aur hamlogke hak deis hai hardam khaatien okar sanghe rahe ke. Ab hamlog okar waada bieswaas karke agoriela djab talak oe na poera kariega.
TIT.3.8	Ie baat satj hai, aur ham maangiela kie toe ie baat khoeb thiek se siekhaaw djeme Parmeswar ke bieswaasie logan bhala kaam karat rahe. Ie thiek hai aur eman sab koi ke faida rahiega. 
TIT.3.9	Bakie toke tjaahie and-band baat, baap-daada log ke naam ke liest aur Israel ke dharam ke nem ke biese me djhagara na kare ke. Ie to be-kaamiel hai. 
TIT.3.10	Djab koi maange hai ie tjiedj ke biese me djhagara karwaaike iesaai ke samaadj ke toekkara toekkara me baate, tab toke tjaahie oke doei tien dafe mienaahie kare ke. Aur djab oe baat na soeniega, tab oke samaadj me se niekaar de. 
TIT.3.11	Aisan manai kharaab rasta par tjale hai aur aapan tjaal-tjalan se dekhaawe hai kie oe kasoerwaar hai.
TIT.3.12	Djab ham Artemes kie to Tiekiekas ke tore lage pathaabe, tab kausies kar halieje se hamare lage aawe ke. Ham Niekopoles sahar me baatie aur ham maangiela thandha ke tem bhar hia rahe.
TIT.3.13	Djadj Senas aur Aapolos ke sahaara kariehe auro aage djaai ke. Oe doeno ke sab tjiedj deihe djaun oelogke djaroerie hai. 
TIT.3.14	Hamlogke iesaai bhaai-bahien ke bhie tjaahie siekhe ke ek doesare ke sahaara karat rahe ke. Tab dje ke koetjh djaroerat rahie, oe otane paai. Ie rakam se oesab kaamiel rahiega.
TIT.3.15	Hia ke sab koi toke jaad kare hai. Hamlog khaatien sab pjaara iesaai bhaai-bahien log ke aasier-baat dei deihe.
TIT.3.15	Parmeswar toelogke bhalaai kare.
PHM.1.1	Ham Paulas baatie aur aapan iesaai bhaai Tiemotias ke sanghe ie tjietthie liekhiela. Ham Kriest Jiesoe khaatien kaam karke ab ekgo djahalia hoi gailie.
PHM.1.1	Ie tjietthie hamaar pjaara saamiel waala Fielemon khaatien hai, 
PHM.1.2	aur hamaar bahien Apfia khaatien bhie, aur Arkiepas khaatien. Oe hamaar saath moesiebat sahies hai. Ie tjietthie bhie sab iesaai ke samaadj log khaatien hai djaun hardam toelog ke ghare ekattha howe hai.
PHM.1.3	Pieta Parmeswar aur Prabhoe Jiesoe Kriest toelog ke bhalaai kare aur sjaantie dewe.
PHM.1.4+PHM.1.5	Ham soenlie hai kie toe kaise Prabhoe Jiesoe aur okar sab bieswaasie log ke prem kare hai aur toe ketana bharosaadaar baate. Ohie se djab ham tore khaatien praatna kariela tab ham aapan Parmeswar ke hardam dhanbaad deila. 
PHM.1.6	Ham ose maangiela kie hamlogke ekahie bieswaas dwaara toe hardam auro dekhaihe kie Kriest hamlogse ketana barhia kaam karwaai sake hai. 
PHM.1.7	Bhaija, djab ham soenlie kaise toe doesar iesaai logan ke pjaar kare hai aur tieha dewe hai, tab hamaar diel khoesiaalie aur hiemmat se bhar gail.
PHM.1.8	Ham tor iesaai ke barka bhaai baatie, aur hamke hoekoem hai tose bole ke ka kare ke. 
PHM.1.9	Bakie hamlog to pjaara bhaai baatie, ohie se ham tose koetjh bientie kariela. Toe djaane hai kie ham boerhwa baatie, aur ham Kriest Jiesoe ke kaam kare ke dwaara djahal me pahoetj gailie. 
PHM.1.10	Ham tose koetjh bientie kariela aapan bieswaasie beta khaat. Ham djahal me ose Prabhoe Jiesoe ke biese me batailie hai. Tab oe bieswaas kare lagal aur aisane ham okar bieswaasie baap ban gailie. Oe aadmie Onesiemas hai. 
PHM.1.11	Pahiele oe tor be-kaamiel goelaam raha. Bakie ab oe bahoet kaamiel hoi gail hai. Aur hamaar khaatien bhie.
PHM.1.12	Oe hamaar diel ke ek toekkara hoi gail hai, aur ab ham oke tore paas lautaariela. 
PHM.1.13	Ham bahoet maangat rahielie oke aapan lage rakhe. Tab oe tor darie par hamaar sewa kar sakat djab talak ham khoes khabar bataawe ke dwaara djahal me baatie. 
PHM.1.14	Bakie ham koetjh na maangat rahielie kare biena tor sallaah. Ham na maangiela kie toe karaai se barhia kaam kar, bakie aapan diel se.
PHM.1.15	Saait oe koetjh dien khaat tor lage se tjal gail raha djeme oe ab hardam tore lage rahie sake, 
PHM.1.16	na ek nietja goelaam ghat djaise pahiele, bakie ekgo pjaara bieswaasie bhaai ghat. Djab ham oke etana tjaahiela, tab toe oke ketana tjahiehe. Ab oe na khaalie tor goelaam hai bakie Prabhoe dwaara tor bhaai bhie hoi gail hai.
PHM.1.17	Djab toe bieswaas me ham se ek baate, tab toe oke phien se bhiettar lei le djaise toe hamke bhiettar leite. 
PHM.1.18	Aur djab okar tjaltie se tor haanie bhail hai aur oe tor kasoerwaar hai, tab toe hamse bharwa leihe. 
PHM.1.19	Ham ie baat apane liekhiela: ham toke oe paisa bharab! Aur ham toke na jaad karwaaila kie hamaar baat dwaara toke hardam khaatien naawa djiewan mielal hai, aur toe aisane hamaar kasoerwaar hoi gaile hai. 
PHM.1.20	E bhaai, hamlog to bieswaasie bhaai-bhaai baatie, ohie se hamaar khaatien ie bhala kaam kar deihe aur hamaar diel me Kriest dwaara khoesiaalie pahoetjaaw. 
PHM.1.21	Ham tor oeppar bharosa kariela kie toe kariehe djaise ham ie tjietthie me liekhlie baatie. Ham to djaaniela kie toe ie liekhal baat se djaada kariehe.
PHM.1.22	Toelog to praatna kare hai kie ham djahal me se tjhoetkaara paabe aur toelog ke paas aai sakab. Ham bieswaas kariela kie Parmeswar toelogke praatna soeniega. Ohie se hamaar khaatien ekgo kothrie tajaar kar deihe. 
PHM.1.23	Bhaai Epaafraas bhie Kriest Jiesoe me saamiel hai aur ekare dwaara hamare saath djahal me hai. Oe toelog ke jaad kare hai. 
PHM.1.24	Aur Markas, Aarestaarkas, Demaas aur Loekaas djaun hamaar sanghe kaam kare hai, oesab toke bhie jaad kare hai.
PHM.1.25	Prabhoe Jiesoe Kriest ke bhalaai toelogke oeppar rahe.
HEB.1.1	Dher dien pahiele Parmeswar har ek rakam se hamlogke baap-daada log se aapan sanesian dwaara aapan baat bataais raha. Bakie ie djoeg ke ant me oe hamlogse aapan Beta dwaara bataais. 
HEB.1.2	Oe okar dwaara saara sansaar aur oke sab tjiedj ke hakdaar banaais hai. 
HEB.1.3	Parmeswar ke Beta aapan Pieta ke maahaan djotie se tjamke hai. Okar dwaara hamlog safa se dekh sakiela kie Parmeswar kaisan hai. Oe bhie saara sansaar ke sab kaam aapan maahaan baat se ant talak tjalaaiga. Aur oe paap mietaawe ke kaam poera karke oeppar djaaike swarag me sab se maahaan Parmeswar ke dahiena bagal baithal hai.
HEB.1.4	Parmeswar ke Beta sab parie log se bahoet barka hai. Oke oelogse ek auro biesaal naam mielal hai. 
HEB.1.5	Parmeswar aapan ekko parie se thoro bolies raha kie:
HEB.1.5	„Toe hamaar Beta baate, aadj ham sab koi ke djanaaila kie ham tor Baap baatie.”
HEB.1.5	Aur oe ekko parie ke biese me na bolies raha kie:
HEB.1.5	„Ham okar Pieta ghat rahabe aur oe hamaar Beta ghat rahiega.”
HEB.1.6	Aur djab oe aapan ekahie Beta ke doenia me phier se pathaaiga, tab oe boliega:
HEB.1.6	„Hamaar sab parie logan ke oke poedje ke parie.”
HEB.1.7	Oe parie log ke biese me bole hai:
HEB.1.7	„Ham aapan parie ke hauwa ghat aur aapan kamkartan ke tedj aagie ghat banaaila.”
HEB.1.8	Bakie oe aapan Beta se bole hai:
HEB.1.8	„He Parmeswar, toe sattjaai se raadj tjalaawe hai aur tor raadj sada ke lieje rahiega.
HEB.1.9	Attjhaai toke attjha lage hai aur boeraai toke kharaab lage hai. Ohie se ham toke ekwan se auro barka banaaike tore oeppar auro khoesiaalie barsaais hai.”
HEB.1.10	Oe bhie ose bole hai:
HEB.1.10	„He Prabhoe, soeroe me toe aapan haath se dhartie, aasmaan aur swarag banaile.
HEB.1.11	Aur ie sab poeraan kapra ghat khiaai djaaiga aur alop hoi djaaiga, bakie toe rahie djaihe.
HEB.1.12	Toe oesabke djaise koerta lapetiehe aur djaise kapra badaliehe. Bakie toe ekahie rahiehe aur tor oemier kabhie na ghatie.”
HEB.1.13	Oe aapan Beta se bhie bole hai:
HEB.1.13	„Aaw, hamaar dahiena bagal baith djab talak ham tor doesman log ke tor gor ke nietje na dhar debe.”
HEB.1.13	Oe aisan baat aapan ekko parie se kabhie na bolies hai. 
HEB.1.14	Oesab okar kamkartan hai. Aur Parmeswar oesabke pathaawe hai oelogke sahaaita kare ke djaun ke okar soekh mieliega.
HEB.2.1	Ohie se hamlogke tjaahie khoeb thiek se dhiaan lagaawe ke oe sab baat par djaun hamlog soenlie hai, nahie to hamlog bahie djaabe. 
HEB.2.2	Parmeswar ke parie logan ke sanesa hardam satj raha. Dje oelogke baat na maanat raha, oe aapan karnie ke phal paawat raha. 
HEB.2.3+HEB.2.4	Prabhoe Jiesoe Pieta Parmeswar ke hiettjha poera karke partjaar karies hai ekgo iensaan kaise batj sake hai. Tab okar soene waalan hamlogse oisahie bataais hai. Aur Parmeswar dekhaais kie oelogke baat satj hai. Oe barka aur atjambho kaam karwaaike aur Pawietr Aatma deike hamlogke aapan baat djanaais hai. Tab djab hamlog ie baat par dhiaan na lagaabe, tab hamlog kaise batjab?
HEB.2.5	Hamlog aane waala doenia ke biese me batiaaila. Hoewa par Parmeswar aapan parie logan ke na deis hai raadj tjalaawe ke, bakie iensaan logan ke. 
HEB.2.6	Okar poestak me koi gawaahie deis hai kie:
HEB.2.6	„He Prabhoe, ek iensaan ke hai kie toe oke sotje hai, aur ek iensaan ke beta ke hai kie toe okar dekh-bhaal kare hai?
HEB.2.7	Thora dien khaat toe oke parie logan se nietja dharle hai. Bakie ab toe oke aadar aur maahaanta deile.
HEB.2.8	Aur saara sansaar ke sab tjiedj toe okar gor ke nietje dhar deile.”
HEB.2.8	Djab liekhal hai kie Parmeswar sab tjiedj okar nietje karies hai, tab koetjh na baakie hai. Tabbo abbe talak hamlog na dekhiela kie aise hai. 
HEB.2.9	Bakie hamlog Jiesoe ke dekhiela. Oe thora dien khaat parie log se nietja raha maut ke doekh oethaawe khaatien. Aur Parmeswar ke bhalaai dwaara oe har ek iensaan ke lieje mar gail raha. Ohie khaatien ab Parmeswar okar aadar karke oke maahaanta deis hai. 
HEB.2.10	Parmeswar khaatien aur okar dwaara saara sansaar abbe talak hai. Bakie oe maangat raha dher bieswaasie logan ke aapan betwan ghat swarag ke biesaal soekh dewe. Oesabke batjaawe khaatien Jiesoe ke tjaahat raha dher doekh oethwaawe ke. Aur ie doekh dwaara oe tajaar karal gail oesabke Barkwa howe khaatien aur oesabse aage swarag ke soekh me djaai ke. 
HEB.2.11	Aur sab bieswaasie log ke paap mietaaike Jiesoe oesabke Parmeswar khaatien alag kare hai. Oe aur djaun log alag karal dja hai, oelogke ek Baap hai. Ohie se oe na sarma hai oesabke aapan bhaai-bahien bolaawe ke. Oe bole hai:
HEB.2.12	„He Parmeswar, ham aapan bhaai-bahien log se phor-phorke tore biese me bataabe aur oesabke samaadj me ham tor goen gaabe.”
HEB.2.13	Aur bhie:
HEB.2.13	„Ham Parmeswar par bharosa karab.”
HEB.2.13	Aur bhie:
HEB.2.13	„Dekh, ham hia baatie oe manai log ke sanghe djaun ke Parmeswar hamaar oeppar saup deis hai. Oesab okar larkan hai.”
HEB.2.14+HEB.2.15	Larkan khoen aur maas ke bhaagie hai. Ohie se Jiesoe bhie iensaan hoi gail hai djeme oe mar sake. Maut saitaan ke moettha me hai, bakie Jiesoe marke okar saktie toeries hai. Manai logan djiewan bhar maut ke dera hai, bakie Jiesoe oesabke batjaai sake hai. 
HEB.2.16	Aise dekha hai kie Jiesoe parie log ke sahaaita na kare hai, bakie Aabraaham ke aulaad log ke. 
HEB.2.17	Ohie khaatien oke tjaahat raha har ek rakam se aapan bhaai log ner howe ke. Tab oe sab se barka agwa ghat daaja kar sake hai aur bharosaadaar rahie sake hai aapan djaatie ke tjhama dewe aur oesabke Parmeswar se ek karwaawe khaatien. 
HEB.2.18	Djaise oe adjmaawal djaaike doekh oethaais, oisane djab koi adjmaawal dja hai, tab oe oke sahaaita kar sake hai.
HEB.3.1	Bhaai logan, Parmeswar toelogke apane khaatien alag karies hai aur bolaais hai swarag me rahe ke. Ohie se toelog aapan dhiaan okar pathaawal Waala par lagaaw. Oe to hamlogke sab se barka agwa Jiesoe hai. Okar biese me hamlog gawaahie deila. 
HEB.3.2	Djaise Mosas aapan kaam Parmeswar ke djaatie khaatien poera karies raha, oisane Jiesoe poera karies hai djaun kaam Parmeswar okar oeppar saupies raha. 
HEB.3.3	Ek ghar ke aadar na howe hai, bakie banaawe waala ke. Aisane Jiesoe ke Mosas se auro aadar mielal. 
HEB.3.4	Sab ghar iensaan banaawe hai, bakie saara sansaar ke banaawe Waala Parmeswar hai. 
HEB.3.5	Mosas aapan kaam Parmeswar ke djaatie khaatien bharosaadaar kamkarta ghat poera karies raha. Okar kaam raha oesabse bataawe ke kie baad me ka hoiga. 
HEB.3.6	Bakie Kriest Parmeswar ke Beta hai, aur aapan djaatie ke Barkwa. Oe bhie aapan kaam oe djaatie khaatien poera karies hai. Djab hamlog okar oeppar bharosa karab, hiemmat ant talak pakarle rahabe aur kholke bolab kie hamlogke aasa hai sada ke lieje Parmeswar ke lage rahe ke, tab hamlog okar djaatie baatie.
HEB.3.7	Aise dekha hai kie Jiesoe Mosas se auro barka hai. Ohie se Pawietr Aatma bole hai:
HEB.3.7	„Djab toelog aadj Parmeswar ke aawaadj soeniehe,
HEB.3.8+HEB.3.9	tab aapan man kathor na kariehe djaise toelogke baap-daada log maidaan me karat raha. Oesab hamaar atjambho kaam dekhke tabbo tjaalies baries talak hamme adjmaawat raha.
HEB.3.10	Ohie khaat ie koel se hamaar diel toet gail aur ham bollie kie:
HEB.3.10	‘Oesab hardam bhatkat rahe hai aur na maange hai hamaar rasta par tjale.’
HEB.3.11	Tab ham goessaaike kasam khaaike bollie kie: ‘Oesabke hamaar sjaantie kabhie na mieliega.’ ”
HEB.3.12	Bhaai log soen, toelog hardam batjaaike rahiehe kie toelog me se koi ke diel kharaab aur be-bieswaas na rahiega aur djienda Parmeswar se na doer hoi djaaiga. 
HEB.3.13	Ohie se djab talak mauka rahiega toelogke tjaahie rodj apane apane me soedhaare ke, djeme ekko bhaai-bahien na bahakaawal djaai aur paap me boer djaaike thetharai kare. 
HEB.3.14	Djab hamlog ant talak Kriest me saamiel rahabe djaise pahiele, tab hamlog okar saathie baatie. 
HEB.3.15	Pawietr Aatma bolies hai kie:
HEB.3.15	„Djab toelog aadj Parmeswar ke aawaadj soeniehe, tab aapan man kathor na kariehe djaise toelogke baap-daada log karat raha.”
HEB.3.16	Ke okar aawaadj soenke thetharai karat raha? Israel ke djaatie log karies, tjaahe Mosas oesabke Egypte des me se legail raha. 
HEB.3.17	Aur Parmeswar ke diel tjaalies baries talak ke se toetal? Oelogse djaun paap-boeraai karat raha aur mar-marke maidaan me paral raha. 
HEB.3.18	Oe kekar biese me kasam khaaike bolies kie:
HEB.3.18	„Oesabke hamaar sjaantie kabhie na mieliega?”
HEB.3.18	Oe ie sab baat bolies oelogke biese me djaun na maangat raha okar baat soene. 
HEB.3.19	Aise hamlog dekhiela kie oesabke okar sjaantie na mielal raha oelogke be-bieswaas ke dwaara.
HEB.4.1	Parmeswar waada karies raha kie oe hamlogke sjaantie dei. Aur ie waada abbe talak hamlogke khaat hai. Ohie se bahoet batjaaike rahiehe kie koi na sotj sake kie hamlog patjhariela. 
HEB.4.2	Djaise hamlogke baap-daada log ie khoes khabar soenies raha, oisane hamlog bhie soenlie rahielie. Bakie oelog soenke na bieswaas karies. Ohie se oesabke khaatien oman faida na raha. 
HEB.4.3	Bakie hamlog okar waada me bieswaas kariela, ohie se Parmeswar hamlogke aapan sjaantie deiga. Aur be-bieswaasie logan ke biese me oe bolies hai:
HEB.4.3	„Ham goessaaike kasam khailie hai kie:
HEB.4.3	‘Hamaar sjaantie oelogke kabhie na mieliega.’ ”
HEB.4.3	Djab Parmeswar doenia ke soeroe me aapan sab kaam poera karies raha, tab okar sjaantie iensaan logan khaatien bhie raha. 
HEB.4.4	Okar poestak me doenia ke soeroe ke satwa dien ke biese me liekhal hai kie:
HEB.4.4	„Parmeswar satwa dien par aapan sab kaam poera karke soestaais.”
HEB.4.5	Aur bhie liekhal hai kie:
HEB.4.5	„Oesabke hamaar sjaantie kabhie na mieliega.”
HEB.4.6	Dje pahiele ie khoes khabar soenke na bieswaas karies, oe okar sjaantie na paais. Tabbo koi koi ke abbe Parmeswar ke sjaantie mieliega. 
HEB.4.7	Ohie se dher dien baad Parmeswar raadja Daawied ke ek giet me „‘aadj ke dien”’ ke biese me gawaais hai kie:
HEB.4.7	„Djab toelog aadj Parmeswar ke aawaadj soeniehe, tab aapan man kathor na kariehe.”
HEB.4.8	Djab Josoewa
HEB.4.9	Aise hamlog dekh sakiela kie Parmeswar ke djaatie log khaatien ek dien poera sjaantie aaiga. 
HEB.4.10	Dje Parmeswar ke sjaantie paais hai, oe okar ghat aapan kaam poera karke bhie soesta hai. 
HEB.4.11	Ohie se hamlogke tjaahie kausies kare ke okar sjaantie paawe ke, nahie to hamahoelog me koi hamlogke baap-daada ner Parmeswar ke baat tjhorke ose doer hoi djaai. 
HEB.4.12	Parmeswar ke baat djienda hai aur oman bahoet saktie hai. Oe ek doeno bagal tjokh talwaar se auro tjokh hai. Aur ek iensaan ke andar me aisan ghoes dja hai kie oe okar djiew aur aatma, okar haddie-goeddie, aur okar sotj-bietjaar alag-alag kar dewe hai. 
HEB.4.13	Parmeswar ke aakhie ke saamne sab tjiedj khoelal hai. Okar khaatien koetjh na tjhiepal hai. Aur hamlogke oke lekha dewe ke parie.
HEB.4.14	Hamlogke sab se barka Agwa Parmeswar ke Beta Jiesoe hai. Oe swarag ke dwaara oeppar gail hai. Aur hamlogke tjaahie ie baat pakarle rahe ke. 
HEB.4.15	Oe khoeb thiek se samdjhe hai kie hamlog kamdjor baatie. Oe hamlogke ner sab tjiedj me adjmaawal gail hai aur oe ekko paap na karies hai. 
HEB.4.16	Parmeswar hamlogke bhalaai kare hai. Ohie khaatien aaw, hamlog be-dar se ose sab koetjh maangie dja, djeme oe hamlogke daaja kare aur haath lagaawe djab hamlogke djaroerie rahie.
HEB.5.1	Israel ke sab se barka agwa ek iensaan hai djaun Parmeswar dwaara tjoenal hai aur djaatie ke darie par oke koetjh daan dewe hai aur paap mietaawe khaatien baliedaan kare hai. 
HEB.5.2	Djab koi Parmeswar ke baat na thiek se djaane hai aur bhatke hai, tab agwa oke daaja kar sake hai. Ohoe to poera na hai. 
HEB.5.3	Ohie se oke na khaalie djaatie log ke paap khaatien baliedaan kare ke parie, bakie bhie aapan paap khaatien. 
HEB.5.4	Koi kabhie na apane ke sab se barka agwa banaai sake hai. Ie oetja dardja khaalie Parmeswar dei sake hai, djaise oe Aaron
HEB.5.5	Aur Kriest bhie na aapan aadar ke biese me sotjke apane ke sab se barka Agwa banaais. Bakie Parmeswar aise karies djab oe ose bolies kie:
HEB.5.5	„Toe hamaar Beta baate, aadj ham sab koi ke djanaaila kie ham tor Baap baatie.”
HEB.5.6	Aur oe bhie bolies kie:
HEB.5.6	„Toe djaise Melkiesedek sada khaatien agwa rahiehe.”
HEB.5.7	Djab Jiesoe doenia par aapan djiewan iensaan ghat bietaawat raha, tab oe roi-roike praatna karke Pieta Parmeswar ke gohoraawat raha. Oe to oke maut me se batjaai sakat. Oe khaalie maangat raha aapan Baap ke hiettjha poera kare, ohie se Parmeswar okar praatna soenies aur okar dar doer kar deis. 
HEB.5.8	Aisane, oe tjaahe Parmeswar ke Beta hai, tabbo oe doekh sahe ke dwaara siekhies hai aapan Baap ke baat maane ke. 
HEB.5.9	Ab oe aapan sab kaam poera karke sada ke lieje batjaawe hai dje okar baat soene hai. 
HEB.5.10	Aur Parmeswar oke djaise Melkiesedek sab se barka agwa ghat baithaais hai.
HEB.5.11	Hamlog Melkiesedek ke biese me dher baat bataai sakab, bakie toelog etana patjhar gaile hai kie moeskiel hai ie sab baat samdjhaawe ke. 
HEB.5.12	Toelog dher dien se Jiesoe ke rasta par tjale hai, tabbo abbe lek toelog ek doesare ke na siekhaai paawe hai. Toelogke tjaahie Parmeswar ke baat abbe soeroe se siekhe ke. Ie pahiela baat djaise doedh hai aur toelog djaise tjhota larkan baate djaun khaalie doedh pieje hai. Toelog ab talak karer khaaik na khaai paawe hai. 
HEB.5.13	Dje doedh pieje hai, oe Parmeswar ke baat pakka iesaai ghat abbe na samadjh paawe hai. 
HEB.5.14	Pakka iesaai to karer khaaik kha hai. Ekar matlab hai kie oelog djab koetjh soene hai, tab thiek se bietjaar kar sake hai kie attjha hai kie na.
HEB.6.1	Ohie khaatien hamlogke tjaahie pakka iesaai ghat pahiela partjaar Kriest ke baare me djaanke aur barhe ke.
HEB.6.1	Ab hamlog phien se na siekhaabe kaise hamlogke tjaahie sab be-kaamiel kaam tjhore ke. Aisan kaam hamlogke to maut talak pahoetjaai deiga. Aur ham bhie na phien se siekhaabe kaise hamlogke aapan djiewan badale ke tjaahie Parmeswar me bieswaas kare khaatien. 
HEB.6.2	Aur kaise dopoe kare ke tjaahie aur bieswaasie log ke oeppar haath rakhe ke. Aur Parmeswar kaise bieswaasie ke djie oethaaiga aur be-bieswaasie ke faisala karke hardam ke lieje sadja deiga. 
