MAT.1.1	Nönca tlapoale de tiebiebetcöhua de Jesucristo, öque iloac iconie David, hua iconie Abraham.
2TH.2.11	Por inu Deus quenchihualtisque ma mocajcayöhuacö hua ma moneltocacö ica istlacatelestle. 
2TH.2.12	Ejqueu Deus quencuntenörusque noche nieca giente tli amo moneltocaque ca tlin melöhuac, tlöcamo quecualejtaque tlajtlacule.
2TH.2.13	Pero tejua tecpea que seme tetietlasojcömatelisque Deus por nemejua, tocnihua öque yejuatzi nemiechtlasojtlalo. Pos yejuatzi nemiechixpejpenque para nemejua cachto que ocseque nemomöquextisque. Nemiechmöquextilo por tieEspíritu öque nemiechyectelea, hua por nemoneltoqueles ca tlin melöhuac. 
2TH.2.14	Pos para inu nemiechnutzque Deus por medio de inu cuale tlamachestelestle tli tejua nemiechpubelejque. Nemiechnutzque para ma xecpeacö pörte ipa tietlaniexteles Tlöcatzintle Jesucristo.
2TH.2.15	Por inu noso, tocnihua, xomoyulcuajpetzojtacö. Hua amo xejcöhuacö lo que tli tejua nemiechmachtejque ca totlajtulhua hua ca cörtas tli nemiechtitlanelea. 
2TH.2.16	ToTlöcatzintle Jesucristo mismo, hua toTajtzin Deus, öque por tiefavur tiechmachestiluc que tiechtlasojtlalo hua tiechyulöliluteca nochepa, hua tiechmacalo cuale nemöchealestle, 
2TH.2.17	yejuantzetzi ma nemiechyulölicö nemoyulo, hua ma nemiechmacacö fuiersa para seme nenquejtusque hua nenquechihuasque noche tlin cuale.
2TH.3.1	Öxö, tocnihua, xomotlajtlötlajticö por tejua, para que tietlajtultzi Tlöcatzintle ma mocuasemana isejco ipa meyac pörtes, hua giente ma queselicö ca tlasojtelestle, quiename onnenqueselejque nemejua. 
2TH.3.2	Nuyejque xomotlajtlötlajticö para ma tiechcöhuacö inu tlöca amo cualteque tli quechihua tli amo conbenierebe. Pos oncate meyactie tli amo moneltoca tieca Cristo. 
2TH.3.3	Pero Tlöcatzintle iloac de confiönsa, hua yejuatzi nemiechmacasque fuiersa hua nemiechmalfisque de Amo Cuale Tlöcatl. 
2TH.3.4	Hua tecmachelea por toTlöcatzintle que nemejua nenquechijtecate hua nequechijtasque lo que tli tejua nemiechtlajtulmacaque. 
2TH.3.5	Yejuatzi Tlöcatzintle ma nemiechyecönacö nemoyulo para xecmachelicö cache hua cache inu tlasojtelestle de Deus, hua para cache cuale nenquexicusque meyac sösantle quiename Cristo oquexicojque.
2TH.3.6	Öxö, tejua nemiechtlajtulmaca, tocnihua, tietucöyupantzinco Tlöcatzintle Jesucristo, xejcöhuacö sie löro öque quejtoa que yaja tocni pero ica tlatzejque hua inemeles amo ica de acuierdo ca inu enseñönsa tli yaja oquesele de tejua. 
2TH.3.7	Pues nemejua mismo nenquemajmate quiene conbenierebe ma xecchihuacö para nenquechihuasque quiename tejua. Tejua amo tenenque sin que amo tontejtequetque cuöc teyejyeya nemotlac, 
2TH.3.8	nimpor amo tejcuajque tlacuale de yeca sin que amo tectlaxtlöjque. Cache cuale tetejtequeteya ca meyac tequetl hua traböjo ca yohuale hua ca tunale, para majcamo quepea que tiechtlacualtejtas canajyeca de nemejua. 
2TH.3.9	Amo quejtusneque que tejua amo tecpeaya deriecho de que nemejua nentiechtlacualtisque, pero tecchijque para ma xequejtacö totech quiene tecchijque, hua ma xecchihuacö ejqueu. 
2TH.3.10	Hua cuöc ompa teyejyeya nemotzölö, ejqueu nemiechtlajtulmacaque, que tlö canajyeca amo queneque tequetes, majcamo tlacua. 
2TH.3.11	Pues tecmajmate que seque tli cate nemotzölö sa tlatzcöchijteneme, hua amo tejtequete tlöcamo quepujteneme istlacatlajtulme hua lo que tli amo quepea proviecho. 
2TH.3.12	Inu niecate tejua tequenmandöroa hua tequentlajtulmaca tietucöyupantzinco Tlöcatzintle Jesucristo, ma tejtequetecö para tlacuösque. Ma ayecmo quecuöcö intlacual de ocseque, hua ma ayecmo quechijtenemecö lo que tli amo conbenierebe.
2TH.3.13	Pero nemejua, tocnihua, ayec xeseyabecö de nenquechijtasque tlin cuale. 
2TH.3.14	Tlö canajyeca amo quechihua cöso de lo que tli tequejtoa ipa ini nönca cörta, xequejtacö cuale öquenu yaja, hua ayecmo tli xecpeacö ca yaja, para que yaja mismo quepinöhuas. 
2TH.3.15	Pero amo xecpeacö quieme nemocontrörio, tlöcamo cache cuale xectlajtulmacacö quiename nemocni.
2TH.3.16	Öxö, yejuatzi Tlöcatzintle, öque yejuatzi quetiemacalo yulsiebelestle, ma nemiechmeyaquelicö yulsiebelestle seme ipa noche tli nemopa mochihuas, cox cuale noso cox amo cuale. Tlöcatzintle ma iloa ca nemonochtie.
2TH.3.17	Naja nePöblo nemiechtlajpaloa. Nemiechejcuelfea nöncate tlajtulte ca belaja nomö. Noche nocörtas ejqueu nequemejcueloa para nenquematesque que melöhuac naja nequentitla. 
2TH.3.18	Tiefavur Tlöcatzintle Jesucristo ma iye ca nemonochtie.
1TI.1.1	Naja nePöblo, que neca netlateotitlantle de Cristo Jesús. Deus öque tiechmöquextilo hua Cristo Jesús öque tetiechixtecate, yejuantzetzi niechtlölejque quieme netlateotitlantle. 
1TI.1.2	Temetzejcuelfea ini nönca cörta para taja, Timoteo, tli tecaca quieme tenoconie de melöhuac, ipampa tomoneltocac ca Cristo por medio de naja. Deus toTajtzi hua toTlöcatzintle Cristo Jesús ma metzmacacö tieinfavur, hua tieintlöocolteles, hua yulsiebelestle.
1TI.1.3	Ejqueu quieme oyeya temetzontlötlajte cuöc oneya pa inu estado de Macedonia, ejqueu temetztlötlajtea ocsajpa: xomocöhua ompa Efeso. Xequemelfe niecate tlöca tli tlamachtea ocsente tlamachestelestle ma ayecmo quesequirucö ca inu. 
1TI.1.4	Xequemelfe majcamo quepolojtacö tiempo ca inu cuientos hua tlapoalestle de pa nieca tiempo, que amo quepea itlamejyo. Ca inu nieca sösantle solamiente öque quepoloa tiempo de öque tladiscutiroa. Pues amo tiechbiquelitz proviecho hua amo tiechpaliebea para ma tecchihuacö por toneltoqueles lo que tli Deus tiechencargörfejque.
1TI.1.5	Pos tecpejpea ini nönca mandamiento para ma tecpeacö tlasojtelestle. Inu tlasojtelestle quepea öque yectec iyulo, hua iyulo pinöhua tlö quechihua tlin amo cuale, pues yaja de melöhuac moneltoca. 
1TI.1.6	Seque ye quecöjque ini sösantle tlin cuale, hua mixpolojque ca inu tlajtulme tli amo quepea proviecho. 
1TI.1.7	Ejqueu oquechijque ipampa quenejneque yesque quieme maestros de inu ley de Moisés, mösque de melöhuac amo quemajmate lo que tli quejejtoa, hua amo cajasojcömate inu sösantle de tli cafirmöroa yejua.
1TI.1.8	Pues tejua tecmajmate que ica cuale inu ley tlö tecojusöroa quiene conbenierebe. 
1TI.1.9	Pues tecmate que inu ley amo ica para öque yectec. Cache inu ley ica para niecate tli amo quechihua cöso de tieley de Deus, niecate tli amo tlaneltocaneme hua tli amo tierespetöroa, hua tlajtlaculteque, hua amo yecteque, hua niecate tli amo quechihua cöso de tlin cuale, niecate tli quenmejmectea intajtzi hua innöntzi, hua innochtie tlajtlamectiöneme, 
1TI.1.10	hua niecate tli mopöctea ca sohuame tli amo cate insohua, niecate tlöca tli entre yejua mojeliebea, niecate tlajtlachtejque de giente, hua istlacateneme, hua niecate tli cafirmöroa mös amo melöhuac, hua niecate tli quechihua lo que tli ica cuntra de inu machestelestle tlin cuale: para noche niecate giente icaca inu ley de Moisés. 
1TI.1.11	Ejqueu quejtoa inu cuale tlamachestelestle tli tiechelfea de tieyectlaniexteles de Deus öque quepealo pöquelestle. Yejuatzi niechmöctejque ini tlamachestelestle para ma necpoa ca nobeyo.
1TI.1.12	Netietlasojcömatelea toTlöcatzintle Cristo Jesús, öque niechmacalo checöhualestle, ipampa niechpilejque confiönsa hua niechtlölejque ma neye netietlatequepano. 
1TI.1.13	Ejqueu oquechijque mösque oyeya nechecuatlajtoöya cuntra yejuatzi hua nequentepotztocaya inu giente tli tiehuöxcahua, hua netiepöpöcaya. Pero amo necmateya tli necchijtaya cuöc ayemo noneltocaya, hua por inu Deus niechperdonörfejque noche tli netiechibeliöya. 
1TI.1.14	Hua de inu maniera Deus niechmeyaquelejque lalebes tiefavur, hua ejqueu niechchihualtejque ma netieneltoca hua ma necpea tlasojtelestle por Cristo Jesús.
1TI.1.15	Nöncate tlajtulte cate de confiönsa, hua conbenierebe ma noche giente ma momacacö cuienta que ica melöhuac ini nönca: que Cristo Jesús hualiloac ipan tlöltecpactle para quenmöquextisque tlajtlaculteque. Hua naja netlajtlacultec cache que ocseque. 
1TI.1.16	Yaja por ini nönca Deus niechperdonörojque, para que Cristo Jesús tiechmachestisque que cuale quexiculo meyac sösantle. Pues quexicojque tli naja necchihuaya cuntra yejuatzi. De inu maniera ocseque giente cuale quejtasque notech quiene Deus niechperdonörojque, hua ejqueu moneltocasque tieca Cristo hua quepeasque innemeles nochepa. 
1TI.1.17	Yejuatzi öque iloac Rey nochepa, öque ayec mecoas, öque abele tetieyejtasque, öque solamiente yejuatzi iloac Deus, yejuatzi ma quepeacö yectieniebelestle hua chamöhualestle nochepa. Amén. Ma ejqueu iye.
1TI.1.18	Timoteo, noconie, ocsajpa temetzencargörfea, xequennunutza niecate tlöca. Tequelnömeques de quiene Deus quenmachestejque inu tlayulepantejque acerca de taja. Xequelnömecta de inu hua xomopeleöro inu cuale guierra tli ica encuntra de noche sösantle tli amo cuale. 
1TI.1.19	Amo xejcöhua de seme tomoneltocas hua seme tecmachelejtas ipa moyulo lo que tli tecchijteca, tlö cuale o noso amo cuale. Ocseque oquecöjque de quemachelejtasque ipa inyulo lo que tli quechihua, hua de inu maniera oniempole inneltoqueles. 
1TI.1.20	Ejqueu quenpasöro Himeneo hua Alejandro, öque naja nequencö ma yöcö ca Satanás, para ma momachticö para ma ayecmo checuatlajtucö cuntra Deus.
1TI.2.1	Öxö, necneque nemiechelfis, que ma tetietlajtlanelicö Deus, ma tetietlötlajtelicö, ma tetieyelficö hua ma tetietlasojcömatelicö por noche giente. 
1TI.2.2	Ma totlötlajticö por reyes hua noche tlajtoönejme. Ejqueu ma tenemecö ca siebelestle hua ca cuale, para majcamo tiechtzacuele niontle, cache ma tenemecö tieca Deus quiene conbenierebe. 
1TI.2.3	Pos ica cuale ma tenemecö ejqueu, hua ejqueu quecualejtalo Deus, öque tiechmöquextilo. 
1TI.2.4	Pos yejuatzi quenequihua ma innochtie ma momöquexticö, hua ma quixomatecö tlin melöhuac. 
1TI.2.5	Iloac sa sente Deus, hua iloac sa sie tlöcatl representönte öque cuale quechihuasque totlölisque de acuierdo ca Deus. Yejuatzi iloac Cristo Jesús, öque iloac tlöcatl quieme tejua. 
1TI.2.6	Yejuatzi netiemacuc para ma tiemecticö, para ejqueu quetlaxtlöjque ipatie de nemöquextelestle para noche giente. Hua ini nönca omacheac pa nönca tiempo tli conbenierebe. 
1TI.2.7	Hua Deus niechtlölejque naja quieme netlateotitlantle para netlamachestis de inu mensöje, pos ica melöhuac. Niechtlölejque para ma nequenmachte inu giente tli amo joriojte de quiene omecoac Cristo, para ma moneltocacö. Lo que tli nequejtoa ica melöhuac; amo neistlacatlajtoa.
1TI.2.8	Necneque, noso, ma tlöca ipa noche locör ma motlajtlötlajticö. Cuöc nenquemajcoquesque nemomöhua cuöc nemotlatzajtzelea, ma yecö yecteque nemomöhua. Amo xomotlajtlötlajticö ca tlabiele nimpor ca chöchalönelestle. 
1TI.2.9	Hua sohuame, ma motlaquenticö quiene conbenierebe, hua ma pinöhuacö tlö amo quebica intlaquie quiene conbenierebe. Ma moyecchejchihuacö pero amo para mochamöhuasque. Majcamo moxoniepalficö ca sösantle tli pateyo. Majcamo motlölelicö meyac sösantle de oro o noso perlas noso ocseque sösantle tli lalebes pateyo. Nimpor majcamo motlaquenticö ca intlaquie tli lalebes pateyo. 
1TI.2.10	Cache ma iye incualejteles que quechihuasque tlin cuale. Pues ejqueu conbenierebe para sohuame tli quejejtoa que innemeles ica para Deus. 
1TI.2.11	Cuöc yabe sohuame para estudio para quetzecusque, sa ma tlacactacö, hua ma quematecö que amo quentocöroa inu primier locör quieme tlöca. 
1TI.2.12	Pos naja amo nejcöhua sohuatl ma tlamachte noso ma tlamandöro ca tlöca, tlöcamo sa ma tlacacta. 
1TI.2.13	Porque Deus oquechejchijque Adán primiero, hua sötiepa Eva. 
1TI.2.14	Hua amo mocajcayö Adán, tlöcamo sohuatl mocajcayö hua obetz ipa tlajtlacule. 
1TI.2.15	Pero sohuame momöquextisque ca ma quenbepöhuacö pelantzetzi, tlö cana quesequiroa ca inneltoqueles hua ca intlasojteles hua ca innemeles tli yectec hua quieme conbenierebe.
1TI.3.1	Nöncate tlajtulte cate de confiönsa: que tlö canajyeca queneque inu tequetl de obispo, quejtusneque öque quemixutis creyentes, cuale tequetl queneque. 
1TI.3.2	Por inu conbenierebe para öque quepeas inu tequetl de obispo, majcamo tli quepea de tli öque quetieyelfis de inemeles. Ma quepea sa sente sohuatl. Ma quemate queyecpensörus. Ma cuale modominöro. Ma quemate cuale quebicas inemeles hua lo que tli quepensöroa. Ma quecualejta quenselis pa ichö noche tli comentlajpaloa. Ma cuale tlamachte. 
1TI.3.3	Majcamo iye tlöhuönque, nimpor majcamo quecualejta peleitos, tlöcamo ma iye cuale tlöcatl hua majcamo quecualejta momagas. Majcamo quetiemo tomi. 
1TI.3.4	Ma quemate cuale quebicas ichö, hua ipelhua ma yecö tlaneltocaneme hua ma quepeacö respieto. 
1TI.3.5	Pos tlö öque amo quemate cuale quebicas ichö hua ipelhua, ¿quiene cuale quemixutis sente grupo de creyentes ca Deus? 
1TI.3.6	Tli iyes obispo majcamo iye tli quiemach omoneltocac. Porque cuale mochamöhuas, hua Deus quecuntenörusque quiename oyeya quecuntenörojque inu Diöblo porque omochamö. 
1TI.3.7	Nuyejque conbenierebe ma ocseque giente tli amo creyentes ma seme queyectieniehuacö. Ejqueu giente amo ica tlajtusque, hua inu Diöblo abele quechihualtis ma betze ipa tlajtlacule.
1TI.3.8	Nuyejque ejqueu inu diáconos, o noso tlatequepanojque de grupo de creyentes, ma yecö tlöca de respieto. Ma seme quejtucö sa tli melöhuac. Majcamo conicö meyac mescöl. 
1TI.3.9	Majcamo quetiemucö tomi sin que amo tequetesque. Ma quixomatecö cuale inu machestelestle secrieto de toneltoqueles. Hua majcamo quepeacö niontle sösantle tli quenpinöjtis pa inyulo. 
1TI.3.10	Inu tli yesque diáconos, cachto xequenprobörucö, hua sötiepa, tlö amo tli quepejpea encuntra de tli öque quentieyelfis, entunses ma quechihuacö inu tequetl. 
1TI.3.11	Insojsohuahua nuyejque ma yecö de respieto, majcamo yecö istlacateneme. Ma quematecö quebicasque cuale de lo que tli quepejpensöroa. Ma yecö de confiönsa ipa noche sösantle. 
1TI.3.12	Diáconos ma quepeacö sa sente sohuatl, hua ma cuale quebicacö inchö hua inpelhua. 
1TI.3.13	Pos inu diáconos tli cuale quechejchihua intraböjo motlönelea respieto hua deriecho para tlamachestisque ca confiönsa de toneltoqueles tieca Cristo Jesús.
1TI.3.14+1TI.3.15	Necchea que isejco neyös motlac, Timoteo, pero temetzejcuelfea ini nönca sösantle por tlö cana de repiente abele nima neyös, para tecmates quiene conbenierebe öque nemes ipa tiechö de Deus. Pos tejua tli tecreyentes ca Deus öque nemoateca, tejua tecate quieme tiechö de yejuatzi. Tecate quieme tepelörte tli tecmömajtecate hua tequejquitzquejtecate inu machestelestle tli melöhuac. 
1TI.3.16	Hua melöhuac, tlö öque quemate de cöne yebitz toreligión quemate sente secrieto lalebes bieye hua importönte. Pos yebitz de:
1TI.3.16	Öque neniextiluc quieme tlöcatl,
1TI.3.16	hua tieEspíritu Deus tieaprobörojque,
1TI.3.16	hua öngeles tieijtaque,
1TI.3.16	hua omacheac de yejuatzi ipa noche naciones,
1TI.3.16	hua giente pa noche tlöltecpactle omoneltocaque tieca,
1TI.3.16	hua Deus tieselejque ipa tlaniextelestle.
1TI.4.1	TieEspíritu de Deus quejtulo para ma cuale öque quemate, que sö ca itlamejyo tunalte seque moxelusque de inu sösantle tli tejua toneltoca. Pos yejua quencactasque niecate espíritus tli tlacajcayöhua, hua quetocasque inu machestelestle tli yebitz de demunios. 
1TI.4.2	Quencactasque giente tli istlacatque de intlajtul hua nuyejque de innemeles, tli ayecmo pejpinöhua cuöc quechihua amo cuale. 
1TI.4.3	Nöncate giente tlamachtisque que amo cuale öque mosohuajtis, hua uyes tlacuale que yejua quejtusque que amo cuale öque quecuös. Pero amo ejqueu ica, tlöcamo Deus oquechejchijque noche inu sösantle para tejua tli toneltoca. Pos tejua tli tecmajmate tlin melöhuac ma tecselicö inu sösantle hua ma tetietlasojcömatelicö Deus. 
1TI.4.4	Porque noche sösantle tli oquechejchijque Deus ica cuale, hua niontle ma tequejtucö que amo cuale. Sa ma tecselicö ca tlasojcömatelestle. 
1TI.4.5	Pues tietlajtultzi Deus hua totlajtlötlajteles queyectelea.
1TI.4.6	Nönca sösantle xequemejtete tocnihua, hua de inu maniera teyes tecuale tietlatequepano de Cristo Jesús. Tecmachelis pa moyulo que ye tectzeco cuale inu tlajtulme de neltoquelestle hua de inu cuale machestelestle tli tectocateca. 
1TI.4.7	Pero amo xecchihua cöso de inu cuientos tuntos tli amo quepea proviecho para ca Deus. Cache cuale xomopracticöro de toreligión. 
1TI.4.8	Pos inu de cuöc öque mopracticöroa para iyes checactec icuierpo, inu ejersisio tlapaliebea tepetzi, pero cuöc öque mopracticöroa de toreligión, cache tlapaliebea para noche sösantle. Pos tiechserbirus pa ini nönca nemelestle hua nuyejque ipa inu nieca nemelestle tli sötiepa huölös. 
1TI.4.9	Nöncate tlajtulte cate de confiönsa, hua conbenierebe ma tonochtie ma toneltocacö. 
1TI.4.10	Por ini nönca arrasu tetejtequete hua tecsojsufriroa, porque tetiechixtecate Deus öque nemoateca, öque iloac Tiemöquextiöne de noche giente, hua cache ca meyac arrasu iloac toTiemöquextejcötzi de tejua tli tecreyentes.
1TI.4.11	Xequenmandörojta ini nöncate sösantle, hua xequenmachtejta. 
1TI.4.12	Amo xectiemaca locör para amo metzchibelisque cöso ipampa ayemo tebiebentzi. Cache xeye xeejiemplo, para cuale monunutzasque creyentes quieme taja tequennunutza, hua cuale quechihuasque quieme taja tecchijteca, hua cuale quentlasojtlasque giente quieme taja tequentlasojtla, hua cuale moneltocasque queme taja tomoneltoca, hua mochihuasque yecteque quieme taja teyectec. 
1TI.4.13	Hasta que naja neyös motlac, xomodedicörojta xectlajtultejta tietlajtultzi Deus, hua xequenyuliehua tocnihua, hua xequenmachte. 
1TI.4.14	Amo xequelcöhua de tecusörus inu beletelestle tli Deus metzmöctiluc cuöc inu biebentzetzi quentlölejque inmöhua mopa, hua Deus ontlamachestiluc de taja.
1TI.4.15	Xomodedicöro lalebes ca ini nöncate sösantle para que innochtie metzejtasque quiene tetlayecöna ipa ini nönca sösantle cuale. 
1TI.4.16	Xomopile cueröro de taja mismo hua de lo que tli tetlamachtea. Seme xecpensörojta hua xecchijta ini nönca sösantle, hua de inu maniera tomomöquextis taja hua tequenmöquextis nuyejque tli metzcaque.
1TI.5.1	Amo xecajajua ca cualönelestle sente tli biebentzi. Cache cuale xectlajtulmaca quieme tlö oyene motajtzi. Hua niecate tli amo biebentzetzi xequentratöro quieme tlö oyejyene mocnihua. 
1TI.5.2	Hua sente lamatzi nuyejque xectratöro quieme tlö oyene monöna, hua nuyejque sohuame tli ayemo lamatzetzi xequentratöro quieme tlö oyene mocnihua, ca noche yectelestle.
1TI.5.3	Xequentlasojtla ca meyac respieto icnusohuame tli de melöhuac cate icnusohuame, quejtusneque tli amo quepejpea nionöque tli inca moquetzas. 
1TI.5.4	Pero tlö sente icnusohuatl quepea ipelhua o noso ixbihua, ma yejua momachticö quechihuasque quiene conbenierebe ca infamiliares, hua ma quencuepelicö inu tlasojtelestle de intötajua. Pos Deus quecualejtalo ma quechihuacö ini nönca. 
1TI.5.5	Pero sente tli de melöhuac ica icnusohuatl, tli icaca sa isiesiel, yaja quechea que Deus quepaliebisque, hua quededicöroa itiempo para motlajtlötlajtejtas hua motlajtzajtzelejtas tieca Deus yohualen tunale. 
1TI.5.6	Pero sente icnusohuatl tli modedicöroa sa para mopöctis, yaja ica quieme sente mejque mösque neme. Pos inemeles amo serbirebe para niontle. 
1TI.5.7	Xequenmandöro ma quechihuacö ini nöncate sösantle para majcamo tli uye de tli öque quemajajuas. 
