MAT.1.1	Tüfa Jesucristo tañi kuyfike tuwün pu che em, David em ka Abraam em tañi pu yomel ürke:
EPH.4.28	Tati weñekefulu, weñewekilpe; eluwpe tañi küdawael, tañi küme küdawael kisu tañi kuwü mew, femngechi nieay chem rume tañi eluafiel kütu ti fillaluwkülelu.
EPH.4.29	Nütramkakelayaymün ta wesake dungu, welu may feley tamün nütramyeael re kümeke dungu müten, femngechi tati allküyelu ñi ayüwmayael ñi femael kümeke dungu ka ñi llowael engün küme felen. 
EPH.4.30	Weñangkülkefilmün Ngünechen tañi Lif Küme Püllü, kisu mew ta eymün markakünungeymün reke femngechi tamün kimngeael Ngünechen ñi ngenngelen ta eymün mew puwle ti antü tamün montulngeael.
EPH.4.31	Famentuafimün tamün piwke mew ti wesake rakiduam, ti wesake illutun, ti lladken, wirarün, ti wesake piwün, ka itrofill wesake dungu tati femkeel. 
EPH.4.32	Küme piwkengeaymün ka welukonke kutranpiwkeyewaymün ka welukonkechi wiñoduamawaymün chumngechi ta Ngünechen wiñoduamaeymünmew ta Cristo mew.
EPH.5.1	Eymün am Ngünechen ñi sakin pu yall, eluwkülemün tamün inayentuafiel chumngechi mongen ñi nieel ta Cristo. 
EPH.5.2	Welukonkechi piwkeyewmün, chumngechi ta Cristo piwkeyeeiñmew ta iñchiñ ka wültukuwi tañi layael iñchiñ taiñ duam, kiñe kümechi mañumtun reke ta Ngünechenngealu.
EPH.5.3	Eymün am koneltulelu Ngünechen ñi trokiñche mew, ngelay tamün nütramyeafiel no rume tati wesake ñiwaluwün dungu, ka chem fill wesake dungu no rume kam ta diñmatun dungu no rume. 
EPH.5.4	Pofolka dungukelayaymün, ka wedwedka dungukelayaymün rume ka pekanka nütramlayaymün rume, fey tüfachi dungu am ta kümenolu. Welu may tamün femafel, püramyenieafimün ta Ngünechen. 
EPH.5.5	Fey dew kimnielu am eymün, iney rume ta wedwedkawle ta domo mew kam ti femkelu chem wesake dungu rume kam ti diñmangelu (fey tüfachi dungu ta adentun ngünechen reke müley), fey tüfa engün ta pepi koneltulayay ta Cristo ka Ngünechen ñi longko ülmen küme mülewe mew. 
EPH.5.6	Fey iney no rume ta ngünenkakeelmünmew ti falinochi dungu mew, fey tüfachi dungu mew am küpakelu ta Ngünechen ñi fütra kutrankachen tüfey engün mew tañi müngeltukenoetew. 
EPH.5.7	Eymün ta niekilmün ta chem koneltun no rume ta kisu engün mew.
EPH.5.8	Kuyfi mew eymün dumiñ reke felechi wesake dungu mew miyawkefuymün, welu fewla tamün kiñewkülen ta Cristo mew, miyawtuymün pelon reke felechi kümeke dungu mew. Fey miyawtulu am eymün ti pelon mew reke, feley tamün nieael lif mongen, 
EPH.5.9	fey tati pu che pelon
EPH.5.10	Adngelluwkülemün tamün femael Ñidol tañi tutekeetewchi dungu. 
EPH.5.11	Keyükonkilmün ti falinochi wesake dungu mew, ñi femkeel tati pu miyawkelu dumiñ mew reke, welu may feypiafimün feyti dungu ñi femkeel engün ñi kümenon. 
EPH.5.12	Yewenngefuy kütu tukulpan mew kisu engün tañi ellkankechi femkeel. 
EPH.5.13	Welu femngechi ta itrokom dungu pengelngeyüm ta pelon mew, fey ta küme kimngekey, 
EPH.5.14	pelon am ta kom pengelkelu. Feymew feypiley:
EPH.5.14	“Trepenge, eymi tati umawkülelu reke.
EPH.5.14	Witrapürange rangi ti pu lalelu mew,
EPH.5.14	fey Cristo ta pelontuaeymew.”
EPH.5.15	Feymew llemay, küme kuñiwtukuwkeaymün tamün femkeelchi dungu mew. Wedwed reke mongelekilmün, welu küme rakiduam mew mayfe. 
EPH.5.16	Fente küme küdawyenieaymün tamün dungu rupalechi tripantu mew, tüfa am mülelu iñchiñ ti kutrankawünngechi antü mew. 
EPH.5.17	Kiñe wedwed reke femkilmün chem wesa dungu no rume, welu may ayütumün tamün femael chem dungu ñi ayükeel ta Ñidol. 
EPH.5.18	Eymün inakefilmün putun dungu, fey tüfachi dungu ta yelümkey fill wesake femün mew. Tamün femafel, elufimün ti Lif Küme Püllü tamün ngünenieaetew, 
EPH.5.19	femngechi tamün welukonke dunguwael ta salmo mew, tamün ülkantuael himno, ka ülkantun mew tamün püramyeafiel ta Ñidol tamün piwke mew. 
EPH.5.20	Rumel mañumtukeafimün ta Chaw Ngünechen itrofill dungu mew Ñidol Jesucristo tañi üy mew.
EPH.5.21	Welukonkechi yamniewmün, chumngechi tamün yamniefiel ta Cristo. 
EPH.5.22	Eymün pu domo, yamniemün tamün füta chumngechi yamniefimün ta Ñidol. 
EPH.5.23	Fey füta am ta longkolelu tañi kure mew chumngechi ta Cristo longkoley tañi trokiñche mew, ka femngechi ta Cristo Montulchefe kisu ñi trokiñche mew, fey ñi trokiñche kisu ñi kuerpu reke feley. 
EPH.5.24	Fey chumngechi ta Cristo ngüneniey tañi trokiñche, fey ka femngechi feley ta domo itrokom mew ñi ngünenieaetew kisu ñi füta.
EPH.5.25	Eymün pu wentru piwkeyemün tamün kure, chumngechi ta Cristo piwkeyefi tañi trokiñche ka chalintukuwi ñi mongen kisu engün mew. 
EPH.5.26	Fey tüfa femi femngechi tañi küme lif mongen ñi eluafiel. Küme liftufi kisu ñi dungun mew ka küchafi reke ta ko mew. 
EPH.5.27	Femngechi tañi pengelpuafiel nienolu chem wesa korpa no rume ka nonikalenolu rume ka chem femngerumenolu rume, welu may fente küme lif mongen mew felelu. 
EPH.5.28	Chumngechi ta kiñe wentru piwkeyeniey kisu ñi kuerpu, ka femngechi feley ñi piwkenieael kisu ñi kure. Fey ti piwkeyelu kisu ñi kure, kisutu ta piwkeyewkay müten. 
EPH.5.29	Fey iney no rume am üdekenolu kisu ñi kuerpu, welu may ta iltukefi ka poyekefi, chumngechi ta Cristo femkefi tañi trokiñche. 
EPH.5.30	Fey tüfeychi trokiñche am kisu tañi kuerpu. Fey iñchiñ ta koneltuleiñ tüyechi kuerpu mew. 
EPH.5.31	“Feymew ta, wentru wichuay tañi chaw ka ñi ñuke mew, femngechi ñi wichu amayewael tañi kure engu, fey mür kiñe che reke müten ñi feleael.”
EPH.5.32	Fey tüfa ta kiñe fütra ellkan dungu reke feley, welu iñche konümpapefiñ ta Cristo ka kisu tañi trokiñ feyentulechi pu che. 
EPH.5.33	Welu kake kiñeke eymün piwkeyepe kisu ñi kure, kisu ñi kuerpu reke, fey ti kure kay yamniepe tañi füta itrokom dungu mew.
EPH.6.1	Pu wechekeche, müngeltukeaymün tamün fütakeche tamün piwkeyekefiel mew ta Ñidol, fey femngechi femkelu am nielu ta nor mongen. 
EPH.6.2	Fey tati wünelechi werken dungu ta niey tüfachi tukulpan dungu, fey tüfa tati: “Yamniefinge tami chaw ka tami ñuke, 
EPH.6.3	femngechi ta ayüwünngechi mongen nieaymi, ka alüntuay tami mongen ta mapu mew.”
EPH.6.4	Fey eymün kay pu chaw, wesa dungukelayaymün tamün pu fotüm kam ñawe, welu küme tremümafimün ka kimeltuafimün ñi poyeafiel ta Ñidol. 
EPH.6.5	Pu küdawfe müngeltukeafimün iney rume ñidolkülelu ta eymün mew ta tüfachi mapu mew. Femkeaymün ta kom yamün mew, ekun mew ka nor piwke mew, petu poyeniefilu reke ta Cristo. 
EPH.6.6	Poyeafimün, femngechi ta kisu engün petu lelinieelmünmew müten no, fey tamün kümelkawküleael ta kisu eymün, welu may kiñe müngeltulelu Cristo ñi kiñe kona reke, femkeaymün rüf piwke mew Ngünechen tañi ayükeel. 
EPH.6.7	Küme duamkechi küdawkeaymün, petu poyefilu reke ta Ñidol, welu che ta poyepefilu reke no. 
EPH.6.8	Fey dew kimnieymün ta kake kiñeke eymün, küdawfengele kam feyngenole rume, fey lloway ta Ñidol mew chem küme dungu rume femle. 
EPH.6.9	Fey eymün kay, pu ñidolkülelu, ka femngechi müten küme piwketumün tamün pu küdawfe, tamün fill llükalkantu dungu mekenoafiel. Konümpamün, eymün ka kisu engün feley tañi ngünenieaetew ta Ñidol ti mülelu ta wenu mapu, fey kisu ta dullitukelafi ta kiñe che ta kangelu mew.
EPH.6.10	Welu fewla, pu peñi ka lamngen, yafüluwküleaymün tamün kiñewküleael ta Ñidol mew, kisu ñi pepiluwün mew. 
EPH.6.11	Ingkawkülemün kom ti weychawe mew Ngünechen tamün eluetew, femngechi newenngeaymün tamün ingkawael weküfü ñi ngünen mew. 
EPH.6.12	Fey iñchiñ am petu weychanolu tati pu che iñchiñ nielu ta kuerpu ka foro, welu may ti pu weküfü kom püle miyawkelu ta mapu mew, fey tüfa engün ta niey kisu ñi werken dungu, ka awtoridad ka ngüneniefilu ta tüfachi dumiñmalechi mapu. 
EPH.6.13	Feymew, nüfimün kom ti weychawe reke felelu Ngünechen tamün eluetew, femngechi tamün newenngeael ti küpalechi kuñiwünngechi antü mew. Fey küme pepikawkülelmün tamün wechayael ka femngechi newentulelmün, wewlayaeymünmew ta weküfü.
EPH.6.14	Fey tüfa famngechi küme newentuwküleaymün, tukutuwkülemün reke ti rüfngechi dungu mew ka ingkawkülemün kiñe lif mongen mew. 
EPH.6.15	Rumel eluwkülemün tamün wewpiael ka tamün kimeltuael ti küme tüngün werken dungu. 
EPH.6.16	Doyelchi may, tamün mupiltun ta kiñe eskudo reke feley tamün montulaetew ti pu weküfü ñi üykülechi wechuñ wayki mew. 
EPH.6.17	Fey ti montuluwün ta kiñe kasku chumpiru reke nieafimün, munulafilu tamün longko. Fey Ngünechen ñi dungu ta yungechi wayki reke feley, fey tamün elukeetew tati Lif Küme Püllü.
EPH.6.18	Elkünukilmün tamün ngillatuleael. Llellipulemün ka rumel ngillatuniefimün ta Ngünechen, tati Lif Küme Püllü ñi kellun mew. Trepeluwkülemün, ka ngañwadkilmün rume. Ka ngillatuñmaniefimün ta Ngünechen ñi trokiñche. 
EPH.6.19	Ka femngechi ngillatuñmamuchi ta iñche, femngechi ta Ngünechen eluaenew ta dungu chumngechi feley tañi feypiael. Ka femngechi ta pepi küme dunguan yafüluwün mew fey ta famngechi wülafiñ tañi kimngeael ti kimeltungekenofelchi werken montuluwün dungu. 
EPH.6.20	Ngünechen ta werküenew kiñe yedungualu reke tüfachi werken dungu mew, fey tüfachi dungu mew ta fewla püresulen. Ngillatuñmamuchi femngechi ta iñche ñi dunguael kisu mew chem rume ñi llükanienoafiel.
EPH.6.21	Tikiko, iñchiñ taiñ sakin peñi, ka rüf mew ta kellukelu Ñidol ñi küdaw mew, fey yelelaeymünmew itrokom ti kimelün dungu ñi chumlen ta iñche ka petu ñi chem küdawün ta iñche. 
EPH.6.22	Feymew werküleluwiyiñ ta eymün, fey tamün feypipuaetew taiñ chumlen ta iñchiñ, fey tüfa famngechi tamün yafültukuaetew.
EPH.6.23	Fey Chaw Ngünechen, ka Ñidol Jesucristo, eluafi tati pu peñi ka lamngen küme tüngün ka piwkeyen, mupiltun engu. 
EPH.6.24	Ka eluaeymünmew kisu ñi piwkeyechen kom eymün mew tati piwkeyeniefilu iñchiñ taiñ Ñidol Jesucristo kiñe afkenochi piwkeyen mew. Felepe may.
PHP.1.1	Pablo ka Timotew, Jesucristo ñi kona ta iñchiw wirilelfiyu ta tüfachi karta Filipo waria mew mülechi pu che, koneltulelu Ngünechen tañi trokiñche mew, ka kiñewkülelu ta Cristo Jesus engün, tüfachi che kom feyentulelu Cristo mew tati longkolelu engün ka ti pu che kellukelu tati trokiñ feyentulechi che mew. 
PHP.1.2	Fey Ngünechen iñchiñ taiñ Chaw ka taiñ Ñidol Jesucristo füreneaeymünmew tañi piwkeyechen mew ka eluaeymünmew ñi küme tüngün eymün tamün mongen mew.
PHP.1.3	Dewma tukulpawiyiñ ta eymün, mañumtukefiñ ta Ngünechen. 
PHP.1.4	Fey ngillatuyüm ta iñche, rume ayüwkülen ngillatuñmawkeyiñ 
PHP.1.5	eymün iñchiñ am kiñentrür küdawkelu Cristo tañi küme dungu mew, feychi antü llitulu iñchiñ fey fantepu mew küdawküleiñ. 
PHP.1.6	Kiñe dungu ta fente küme kimnien: Ngünechen llituy ñi femael ti küme dungu ta eymün mew, fey ka femngechi kellunieaeymünmew ka küme wechunentuay ñi femael ti küme dungu ta eymün mew, feychi antü wiñometule wüla ta Jesucristo.
PHP.1.7	Feyngey llemay iñche tañi famngechi rakiduamael ta itrokom eymün mew, kiñentrür eymün iñchiñ am llowlu Ngünechen ñi piwkeyen, iñche ta rume piwkeyewiyiñ ta eymün. Fey iñche karsel mew rume ta püresulean kam felenoli rume tañi ingkayafiel ka tañi dunguñpeafiel tati werken montuluwün dungu, kiñentrür eymün iñchiñ llowiyiñ Ngünechen ñi piwkeyechen. 
PHP.1.8	Ngünechen ta kimnieenew iñche ñi ayülen tamün wiñome pewtuafiel ta eymün, iñche am piwkeyefilu ta eymün Jesucristo ñi eluetewchi küme piwkeyen mew.
PHP.1.9	Llellipuken ta ngillatun mew tamün nieael doy fentren piwkeyewün, ka fentren kimün ka tamün doy adümael Ngünechen ñi küme dungu. 
PHP.1.10	Femngechi kimaymün tamün dulliael tati doy kümechi dungu ka femngechi nieaymün ta kiñe lif mongen, fey tamün nienoael chem wesa dungu no rume tamün famentuaetew feychi wiñometule ta Cristo. 
PHP.1.11	Ka tamün rumel femael re kümeke dungu müten, eymün am dew koneltulelu ta Jesucristo mew, fey femngechi ñi püramyengeael ta Ngünechen.
PHP.1.12	Pu peñi ka lamngen, ayülen tamün kimael feytichi dungu mew ñi rupael ta iñche, fey ta doyelchi yafültukukeenew tañi wewpiafiel ta tüfachi werken montuluwün dungu. 
PHP.1.13	Kom tati pu soltaw ñi llüwatunieetew ta iñche karsel mew, ka kom ti kakelu pu che, kimniey engün iñche tañi püresulen ñi inafiel mew ta Cristo. 
PHP.1.14	Fey kimngelu iñche ñi püresulen, itrokom reke tati pu che feyentulelu Cristo mew doy yafüluwi engün tañi kimelael tati werken dungu, fey llükalay rume ka doy maneluwi engün ta Ñidol mew.
PHP.1.15	Rüfngey ta kiñeke che ñi nütramyekefiel ta Cristo ñi re ütrirtuetew ta iñche ka ñi re kayñetuetew, welu kakelu wewpitukey küme nor duamkechi mew 
PHP.1.16	ka nütramyekefi engün ta Cristo piwkeyen mew, kimnielu engün am Ngünechen tañi femngechi femkünuetew ta iñche tüfa mew tañi ingkañpeafiel tati werken montuluwün dungu. 
PHP.1.17	Welu tüfeychi pu che tañi ütrirtuetew, femkey engün tañi re kayñetuetew mew ta iñche, fey ayüniey engün tañi doy wesalkayaetew iñche tañi püresulen mew. 
PHP.1.18	Welu ¿chem chumngeafuy am? Fey chumngechi rume, dungule engün nor piwke mew kam feyngenole rume, nütramyekefi engün ta Cristo. Fey tüfachi dungu ta ayüduamaken.
PHP.1.18	Fey ka petu feley tañi doy ayüwael, 
PHP.1.19	fey kimnielu am iñche tañi montulngeael eymün tamün ngillatun mew ka Jesucristo ñi Küme Püllü ñi kellun mew. 
PHP.1.20	Rüf mew maneluwkülen ta Ngünechen mew tañi yewenngenoael chem mew no rume, welu may feley tañi wewpiael kom maneluwün mew itrokom che ñi adkiñ mew. Fey fewla ka rumel, doy kimfalay Cristo tañi fütra pepiluwün iñche mew, mongeleli ka tunte lalleli rume. 
PHP.1.21	Fey iñche ñi mongen mew am mülelu ta Cristo, fey lali doy kümeafuy rüf mew mülelu am iñche ta kisu mew. 
PHP.1.22	Welu mongeleli tüfachi kuerpu mew, pepi küme amulniean tañi küdaw, femngechi tañi kümelkayafiel Ñidol tañi dungu. Feymew kimlan chuchi müngell tañi dulliael. 
PHP.1.23	Rume küdawngey ñi dulliafiel ta kiñeke ti epu dungu: kiñe dungu mew, doy kümeafuy ta lali femngechi ñi müleputuael chew ñi mülemum ta Cristo, fey tüfachi dungu doy kümeafuy ta iñchengealu. 
PHP.1.24	Welu, kangelu dungu mew, eymün tamün duam doy kümeay ñi amuleael tañi mongelen ta iñche. 
PHP.1.25	Fey kom küme kimnielu am iñche tüfachi dungu ka küme kimnien tañi petu müleael eymün iñchiñ, femngechi kelluwayiñ tamün küme amuleael ka tamün doy nieael ayüwün ta mupiltun mew. 
PHP.1.26	Fey ta famngechi ka wiñome niemutuan ta eymün mew tamün küme tüngduamküleael ta Cristo Jesus mew.
PHP.1.27	Fey tüfachi dungu ta kümey tamün mongeleael chumngechi ñi feypilen ta Cristo tañi küme dungu. Fey femngechi amuli rume tamün pewmeafiel kam amullenoli rume, ayülen tañi kimael eymün tamün yafüluwkülen ka tamün rume küme kiñewkülen ta mupiltun mew ti küpalu ta werken montuluwün dungu mew, 
PHP.1.28	tamün chem llükalenoael rume tamün pu kayñe mew. Fey tüfa fente küme ngünelküley kisu engün tañi amulen ñi apümkangeael, ka femngechi tati montun dungu ngünelküley ta eymünngealu. Fey tüfachi dungu küpay ta Ngünechen mew. 
PHP.1.29	Ngünechen ta Cristo mew füreneeymünmew tamün feyentuleael ta kisu mew, welu ka feley tamün kutrankawael ta kisu mew. 
PHP.1.30	Kiñentrür kutrankawküleiñ eymün iñchiñ. Dew kimnieymün chem fütrake kutrankawün mew tañi rupan, ka chem dungu mew tañi mületun ta fewla.
PHP.2.1	Fey famngechi lle, fey Cristo ta yafülkeeymünmew ñi piwkeyechen mew, feyti Lif Küme Püllü müley ta eymün mew, fey kimnieymün ta küme chemchingen ka ti kutranpiwkeyen, 
PHP.2.2	elumuchi may ñi ayüwael tamün kümelkalen mew kom küme kiñewün mew kiñe piwkeyewün mew müten, ka kiñe Küme Püllü mew müten, ka femngechi ti ayüelchi küme dungu mew. 
PHP.2.3	Chem dungu rume femkilmün ta kayñetuwün mew kam mallmawün mew no rume, welu may ta ñom piwke mew, fey kake kiñeke eymün doy kümelu tamün trokiafiel ta kakelu pu che. 
PHP.2.4	Iney no rume ayükilpe kisu müten tañi küme feleael, welu may ka femngechi kakelu tañi ayülngeael ñi küme feleael engün.
PHP.2.5	Nieaymün ta eymün ka femngechi rakiduamün Cristo Jesus reke,
PHP.2.6	fey kisu ta Ngünechenfel,
PHP.2.6	welu ngangewlay “iñche ta Ngünechen” ñi piael.
PHP.2.7	Ñi femafel, famentukünuy kisu ñi pepiluwün ka tañi Ngünechenngen.
PHP.2.7	Fey kiñe kona reke femkünuwpay, choyüngey kiñe pichiche reke.
PHP.2.7	Fey pewfaluwlu ta kiñe wentru reke,
PHP.2.8	chem kisutu mallmawlay rume,
PHP.2.8	fey tañi müngeltun mew eluwi ñi layael tati yewenngechi kürus mew.
PHP.2.9	Feymew, Ngünechen elueyew ti doy küme püramyen
PHP.2.9	ka doy küme üy ta kom kakelu pu üy mew,
PHP.2.10	fey ta famngechi, Jesus tañi üy mew,
PHP.2.10	ñi lukutuael kom tati müleyelu wente kallfü wenu, ka mapu mew, ka miñche mapu,
PHP.2.11	ka itrokom che tañi küme kimafiel ta Jesucristo ñi Ñidolngen,
PHP.2.11	Chaw Ngünechen tañi püramyengeael.
PHP.2.12	Feymew llemay, iñche ñi sakin pu peñi ka lamngen, chumngechi ta eymün müngeltumuken müleyüm iñche kiñentrür eymün iñchiñ, doy müngeltuniemuchi may fewla tañi alü kamapuletun mew. Küdawyeniefimün tati werken montuluwün dungu mew kom küme yamün mew, 
PHP.2.13	Ngünechen am eluetew tamün femael ti kümeke dungu, ka femngechi kisu ta kelluaeymünmew tamün küme amulnieafiel tati dungu, chumngechi ta kisu ñi ayükeel.
PHP.2.14	Femkeaymün ta kom kümeke dungu, welu tamün fillpimekewnoael ka tamün üyawtumekewnoael ta eymün, 
PHP.2.15	femngechi ta iney no rume ñi penoael ta eymün mew kiñe yafkan no rume ka welulkan no rume. Ngünechen ñi Fotüm reke felemün chem wesa dungu no rume tamün nienoael tüfachi wesa piwkengechi pu che ñi adkiñ mew, tati rume welulkawkülelu. Kisu engün mew alofküleymün ta eymün wangülen reke tati dumiñkülechi mapu mew. 
PHP.2.16	Wewpinieafimün tati werken montuluwün dungu. Feychi küpatule ta Cristo, iñche ta küme norduamkülean eymün mew, kimnien tañi refalta yafüluwnon ta iñche ñi küdaw mew. 
PHP.2.17	Tunte iñche wültukuan rume ñi mongen tañi layael eymün tamün duam, femngechi tañi wülafiel ofrenda reke Ngünechen mew eymün tamün feyentulen mew, feymew ayüwken kiñentrür itrokom eymün iñchiñ. 
PHP.2.18	Ka femngechi feley tamün ayüwküleael ta eymün, fey kiñeway taiñ ayüwkülen.
PHP.2.19	Maneluwkülen ta Ñidol Jesus mew, ka ayülen pürüm tamün werküleluwafiel ta Timotew, tañi ayüwam kimelpatuelimew tamün chumlen ta eymün. 
PHP.2.20	Fey ngenolu am ta iney no rume ka femngechi rakiduam nielu iñche reke ka rüf dungu mew ñi rakiduamkülen eymün tamün füreneaetew. 
PHP.2.21	Kom kakelu pu che kintukey kisuke müten tañi küme feleael, welu Jesucristo tañi küme dungu no. 
PHP.2.22	Welu eymün dew kimnieymün Timotew tañi rume küme mongen ñi nien ka chumngechi tayu küdawken ta iñchiw tayu kimelafiel tati werken kimelün dungu, kisu kelluniekeenew ta iñche, tañi fotüm reke. 
PHP.2.23	Feymew ta eluwkülen tamün werküleluwafiel kimli müten chumngechi ñi amulen iñche tañi dungu. 
PHP.2.24	Ka femngechi maneluwkülen ta Ñidol mew iñche kay ka femngechi pürümka tañi amuael.
PHP.2.25	Ka femngechi kümelu trokiniefiñ tamün werküleluwafiel tati peñi Epafrodito, iñche ñi kompañ ta küdaw mew tati weychan dungu reke felelu, fey tüfa ta eymün tamün werkülelmufiel tañi kelluaetew iñche ñi duamtunieelchi chemkün. 
PHP.2.26	Kisu ta rume ayüley tamün peaetew ta kom eymün, ka rume fill rakiduamküley eymün am kimlu kisu ñi kutranküleken. 
PHP.2.27	Rüfngey tañi feleken, ka epe lafuy kütu, welu Ngünechen kutranpiwkeyeeyew ta kisu, kisu müten no ka femngechi kutranpiwkeyeenew ta iñche, femngechi tañi ingentu weñangkülenoael, fey iñche tañi dew niekeelchi weñangkün dungu. 
PHP.2.28	Feymew ta pürümka müten werküleluwiyiñ, eymün tamün ayüwael ka tamün wiñome petuafiel ka femngechi iñche ñi ayüwküleael kisu ñi müleputun eymün mew. 
