MAT.1.1	Na‘e tupu ‘a Sīsū Kalaisi mei he hako ‘o e Tu‘i ko Tēvitá, mei he hako ‘o ‘Ēpalahamé. 
TIT.1.14	‘Oua te ke tokanga ki ha ngaahi talatupu‘a ‘a e kakai Siú, pe ko ha ngaahi tu‘utu‘uni ‘a ha fa‘ahinga ‘oku nau fakasītu’a‘i e mo‘oní.
TIT.1.15	‘Oku ma‘a ‘a e me‘a kotoa pē ki he vakai ‘a e kakai ‘oku loto-ma‘á. Ka ‘oku ‘ikai ha me‘a ‘e taha ‘e ma‘a ki he vakai ‘a e kakai ‘oku ‘uli honau lotó 
TIT.1.16	‘Oku lau ‘e he kakai peheé ‘oku nau ‘ilo ‘a e ‘Otuá. Ka ‘oku ‘ilonga pē ‘i honau ‘ulungāangá ‘oku ‘ikai. Ko e kakai anga-fakalielia kinautolu. ‘Oku ‘ikai te nau fie talangofua ki he ‘Otuá. Pea ‘oku ‘ikai ke nau ‘aonga ki ha me‘a ‘e taha.
TIT.2.1	‘E Taitusi, fai pē ‘e koe ‘a e ngaahi fakahinohino ‘oku tonú. 
TIT.2.2	Fale‘i e mātu‘a tangatá ke nau anga fa‘a kātaki, fakamatāpule, mo fakapotopoto, pea ‘ouana‘a vaivai ‘enau tuí, mo ‘enau ‘ofá, pea mo ‘enau kātakí.
TIT.2.3	Fale‘i e finemātu‘ake taau honau‘ulungāanga mo e kakai ‘oku ‘ofa mo‘oni he ‘Eikí. Vakai na‘a nau ngutu lau, pe ‘e fu‘u hulu ‘enau inu uainé. Fekau ke nau fakahinohino ha ngaahi me‘a ‘oku hoa mo tāú, 
TIT.2.4	hei‘ilo ‘e hoko ai ‘a e kau fefine toki malí ko ha uaifi ‘ofa, mo ha fa‘ē ‘ofa. 
TIT.2.5	‘Io, ‘oku taau mo kinautolu ke nau anga-fakapotopoto mo anganofo, ke nau poto he ngaahi ngāue faka‘apí, mo fakamu‘omu‘a honau husepānití. Pea ‘e ‘ikai leva ke faifai ange pea lau‘ikoviae Ongoongo Lelei ‘a e ‘Otuá.
TIT.2.6	Fale‘i ‘a e kau talavoú ke nau mapule‘i kinautolu ‘i he me‘a kotoa pē.
TIT.2.7	‘Ai ma‘u pē ho‘o mo‘uí ko e fa‘ifa‘itaki‘anga. Pea ka ke ka malanga, ‘ai ke ke anga-fakamātoato mo fakamatāpule. 
TIT.2.8	‘Ai ma‘u pē ke hoa mo taau ho‘o leá, ke ‘oua na‘a fakaanga‘i ‘e ha taha. Pea ‘e mā ai ho ngaahi filí ko e ‘ikai ha‘anau lau kovi ‘e ala fai mai kiate kitautolú.
TIT.2.9	Fale‘i e kau pōpulá ke nau fakaongoongo ki he fa‘ahinga ‘oku ‘anautolu kinautolú, pea nau feinga ke fiemālie ‘a e loto ‘o honau ngaahi pulé ‘i he me‘a kotoa pē. Vakai na‘a nau taungutu ki honau kaupulé, 
TIT.2.10	pe alaalanoa ki he‘enau koloá. ‘Ai ke nau fai totonu ma‘u pē mo falala‘anga kakato. Pea ‘e faka‘apa‘apa‘i leva ‘e he kakai kotoa pē ‘a e ngaahi fakahinohino ‘oku fai ‘o fekau‘aki mo hotau ‘Eiki mo Fakamo‘uí.
TIT.2.11	Kuo fakahaa‘i mai ‘e he ‘Otuá ‘a e lahi ‘ene ‘ofá ‘aki ‘ene hoko mai ke fakamo‘ui ‘a e kakaikotoa pē. 
TIT.2.12	Na‘á ne ako‘i kitautolu ke tau tuku ‘etau mo‘ui ta‘e faka-‘Otuá, mo ‘etau ngaahi holi fakaekakanó, katau mo‘ui maau mo faitotonu ‘i māmani, 
TIT.2.13	mo talitali ai pē ki he ‘aho ‘e toe hā‘ele lāngilangi‘ia mai ai hotau mafi ‘Otua mo Fakamo‘ui ko Sīsū Kalaisí. He toki ‘aho fakakoloa ia! 
TIT.2.14	Na‘á ne foaki mai ‘e ia ia ke fakahaofi kitautolu mei he me‘a kotoa pē ‘oku koví, mo ngaohi kitautolu ke tau hoko ko ha kakai ‘e mo‘ui taau mo fie fai lelei.
TIT.2.15	Fai e ngaahi fakahinohino ko iá. Fakalotolahi‘i mo fakatonutonu e kakaí ‘aki ‘a e mafai kakato ‘o ho lakangá.
TIT.3.1	Fakamanatu ange ki hokāinga lotú ke nau fakaongoongo ki he kau pulé mo e ma‘u mafaí. ‘Oua te nau angatu‘u kiate kinautolu. Pea ‘ai ma‘u pē kenau fie fai ha ngāue ‘oku ‘aongá. 
TIT.3.2	‘Oua te nau fa‘a fasitu‘u, pe fakafekiki, kae ‘ai ma‘u pē ke nau anga-vaivai, mo anga-fakamaheningofua, mo anga-fakamatāpule ki he kakai kotoa pē. 
TIT.3.3	‘I he kuo hilífoki, na‘a tau fakavalevale, mo talangata‘a, mo hē. Na‘a tau pōpula kitautolu ki he ngaahi holi, mo e ngaahi mālie kehekehe ‘o māmani. Na‘a tau mo‘ui‘aki ‘a e fakafāsifasí, mo e meheká. Na‘e fehi‘a mai ‘a e kakai kotoa pē kiatekitautolu, pea na‘e ‘ange‘ange ia‘i he‘etau fehi‘a kiate kinautolú. 
TIT.3.4	Kana‘e fakahaa‘i maie ‘ofa ‘aufuatō ‘ae ‘Otuá ko hotau Fakamo‘ui, 
TIT.3.5+TIT.3.6	peá ne fakamo‘u kitautolu. Na‘e ‘ikai tu‘unga ia ‘i ha failelei ‘atautolu, ka ko ‘ene ‘alo‘ofá. Na‘á ne fufulu ‘aki kitautolue ivi ‘o e Laumālie Mā‘oni‘oní, ‘a ē na‘á ne lilingi mai ‘o fonu mahuohua ‘i he‘etau mo‘uí. Pea na‘e fanau‘i-fo‘ou ai kitautolu, mo faka‘inasi ai kitautolu‘iha mo‘ui fo‘ou. 
TIT.3.7	Pea kuo fakalelei ai ‘e he ‘Otuá kitautolu mo ia, ko ‘ene me‘a‘ofa ‘ata‘atā, ‘o tau hoko ai pēko hono ngaahi ‘ea kuo ‘i ai ‘etau ‘amanaki lelei ki he mo‘ui ta‘engatá. 
TIT.3.8	Ko e ongoongo lelei ia ‘oku mo‘oni.
TIT.3.8	Pea ‘oku ou faka‘amu ke ke fakamamafa‘i e ngaahi me‘a kuó u lau ki aí, koe‘uhí ke fai ‘e he kakai ‘oku tui ki he ‘Otuá ha ngaahi ngāue ‘aonga. 
TIT.3.9	‘Oua ‘e kau ‘i ha ngaahi fekihiaki fakapiko ‘i ha ‘ū tohi hokoko. Pea ‘oua pē ‘e kau ‘i ha ngaahi fakakikihi mo tau‘aki ‘uhinga he Lao ‘a Mōsesé, ko e fa‘ahinga me’afakamole ivi mo ta‘e ‘aonga ia.
TIT.3.10	Fai ha fakatokanga tu‘otaha pe tu‘oua ki ha taha fakatupu-moveuveu. Pea ka ‘osi ia, pea ‘oua‘e toe fetu‘utaki mo ia. 
TIT.3.11	He ko e fa‘ahinga ia kuo ‘atamai kovi mo angahala. ‘Oku ‘ilonga ‘aupito pē ‘enau halaiá.
TIT.3.12	‘Oku ou fakakaukau ke fekau ‘a ‘Ātema pe ko Tikiko ke ‘alu atu. Ka a‘u atu ia, peá ke feinga lahi mu‘a ke ke ‘alu ange ki Naikopoli ‘o tali au. He kuó u pehēke u nofo ai ke ‘osi ‘a e fa’ahita‘u momokó.
TIT.3.13	Ka teu ō ‘a e tufunga lao ko Sená, mo ‘Āpolosi, peá ke fai mu‘a kiate kinaua ‘a e tokoni lahi taha ‘okú ke ala lavá, ke ‘oua te na fe‘amokaki ‘i ha me‘a.
TIT.3.14	Fei mo fie faka‘aonga‘i ‘e hotau kakaí honau iví ki ha ngaahi ngāue ‘aonga, ke tokoni‘i ‘aki ha ni‘ihi ‘oku faingata‘a‘ia. ‘Oku ‘ikai ke totonu ke nau nofo noa. 
TIT.3.15	‘Oku ‘ofa atu kiate koe ‘a e kāinga kotoa pē ‘i hení. ‘Ofa atu ki he kāinga lotu ‘i hená. Pea tauange ke mou kei ‘inasi ai pē he ‘ofa hulu ‘a e ‘Otuá.
PHM.1.1+PHM.1.2	Si‘i Filimone, mo hotau tuofefine ko ‘Apafia, mo hotau kaungāsōtia ko ‘Akipō, mo e kāinga lotu kotoa ‘oku fa‘a fakataha ‘i homou ‘apí.
PHM.1.1+PHM.1.2	Ko au Paula, ko e pōpula koe‘uhi ko Kalaisi Sīsū, ‘oku ou tohi atú, mo hotau tokoua ko Tīmote. 
PHM.1.3	Tauange ke mou ‘inasi ai pē he ‘ofa lī‘oa mo e tāpuaki ‘a e ‘Otuá ko e Tamai mo e ‘Eiki ko Sīsū Kalaisí.
PHM.1.4	Ko ‘eku lotu ma‘u pē ma‘amoutolú peá u fakamālō ai ki he ‘Otuá 
PHM.1.5	koe‘uhí ko e ongo mai kiate au ho‘omou tui ki he ‘Eiki ko Sisuú mo ho‘omou ‘ofa ki he kakai kotoa pē ‘a e ‘Otuá. 
PHM.1.6	‘Oku ou kole ki he ‘Otuá ke hoko ho‘omou talaki ki he kakai kehé ho‘omou tuí ko ha me‘a ke fakautuutu ai ‘enau ‘ilo ki he ngaahi tāpuaki kuo faka‘inasi ‘aki kitautolu ‘e Kalaisí.
PHM.1.7	Si‘oku tokoua, ‘oku fakafiefia mo fakalotolahi kiate au ho‘o ‘ofá, pea kuo māfana ai e loto ‘o e kāinga lotú.
PHM.1.8	‘I he‘ene peheé leva, te u fakato‘oto‘a au ke fai atu ha tu‘utu‘uni, he ko ho tokoua au ‘ia Kalaisi. 
PHM.1.9	Ka koe‘uhí ko ‘eku ‘ofa ‘iate koé, ‘oku sai ange kiate au ke u fai atu pē ha kole. 
PHM.1.10	‘Oku ou kole fakamātoato atu ke ke tokoni‘i ‘a si‘i ‘Onesemá. ‘Okú ne hangē ha foha mo‘oni ‘o‘okú, he na‘á ne tali ‘a Kalaisi ‘i ‘api pōpulá ni koe‘uhí ko au. 
PHM.1.11	Ki mu‘a atú, ko ha toko taha ia na‘e ta‘e ‘aonga kiate koe. Ka kuó ne ‘aonga eni kiate kitaua.
PHM.1.12	‘Oku ou teu eni ke fakafoki atu ia kiate koe, pea ‘oku mafasia lahi ai hoku lotó. 
PHM.1.13	‘E lelei ange kiate au ke nofo pōpula ai pē heni mo au ke ne fetongi koe he tokoni mai kiate aú. 
PHM.1.14	Ka ‘oku ‘ikai te u fie fakakouna koe. ‘Oku ou loto ke ke fai tau‘atāina pē ho‘o ‘ofa ‘iate aú, pea ‘oua ‘e fakapu‘ia.
PHM.1.15	Na‘a ko homo fakamāvae fuonounou mo ‘Onisemá kae toki fakafoki atu ia ke ne nofo ai leva ‘iate koe, 
PHM.1.16	‘o ‘ikai ko ha pōpula pē eni, he kuo hulu atu ia ai. He ko ho toe tokoua ‘ofeina ia ‘ia Kalaisi. ‘Oku mahu‘inga ‘aupito ia kiate au. Pea huanoa ha‘ane mahu‘inga kiate koe. He ko ho‘o pōpula ia mo ho toe tokoua ‘i he ‘Eikí. 
PHM.1.17	‘I he‘ene peheé leva, kapau ‘okú ke lau au ko ho kaume‘a, peá ke ‘ai ā mu‘a ke tatau ho‘o tali ‘ene foki atú mo ha‘o tali ha‘aku ‘alu atu ‘a‘aku. 
PHM.1.18	Pea kapau na‘á ne fai ha kovi kiate koe, pe ‘oku mo‘ua kiate koe, peá ke tohi ia kiate au. 
PHM.1.19	Ko e tohi nima ena ‘a‘aku: KO AU, PAULA, TE U TOTONGI FAKAFOKI ATU. Ka ke manatu‘i, na‘a mo e mo‘ui ho laumālié ‘okú ke mo‘ua mai ai kiate au.
PHM.1.20	Si‘oku tokoua ‘ia Kalaisi ko hotau ‘Eiki, ‘ofa mu‘a ‘o tali ‘eku kolé, kae fei mo nonga hoku lotó. 
PHM.1.21	‘Oku ou tui te ke tali ‘eku kolé, pea te ke toe fai ‘o mahulu atu.
PHM.1.22	Kātaki kae teuteu ange ha ki‘i feitu‘u hena ke u mālōlō ai. He ‘oku ou ‘amanaki ‘e tali ho‘omou ngaahi lotu ‘oku fai ma‘akú, pea ‘e lava ai ke u ‘a‘ahi atu kiate kimoutolu.
PHM.1.23	‘Okú ma ‘i ‘api pōpulá ni mo ‘Epafasi koe‘uhi ko ‘ene kau mo Kalaisi Sīsuú. ‘Okú ne ‘ofa atu kiate kimoutolu, 
PHM.1.24	pea pehē pē mo Ma‘ake, ‘Ālisitako, Tīmasi, mo Luke, ‘a ia ‘oku mau kaungāngāue mo au heni.
PHM.1.25	‘Ofa ke mou ‘inasi ai pē he ‘ofa lī‘oa ‘a e ‘Eiki ko Sīsū Kalaisí.
HEB.1.1	‘I he kuo hilí na‘e tu‘olahi mo founga kehekehe ‘a e folofola mai ‘a e ‘Otuá ki he‘etau ngaahi kuí, ‘o fakafou mai ‘i he kau palōfitá. 
HEB.1.2	Ka ‘i he ngaahi ‘aho faka‘osi ko ení kuó ne folofola mai kiate kitautolu ‘i hono ‘Aló. Ko hono ‘Aló na‘e fakatupu ai ‘e he ‘Otuá ‘a e me‘a kotoa pē, pea ‘e ‘i ai e ‘aho ‘e hoko ai e me‘a kotoa pē ko ‘ene me‘a. 
HEB.1.3	‘Oku hā sino ‘iate ia ‘a e nāunau kotoa ‘o e ‘Otuá, pea ‘okú ne tatau tofu pē mo e ‘Otuá, he ‘okú ne pukepuke ‘a e me‘a kotoa pē ‘aki ‘ene folofola māfimafí.
HEB.1.3	‘I he hili pē ‘ene lava‘i e fakamolemole ‘o e ngaahi angahala ‘a māmaní, na‘á ne nofo hifo ‘i hēvani ‘i he to‘omata‘u ‘o e ‘Otua lāngilangi‘iá.
HEB.1.4	Na‘á ne hoko ‘o lahi ange ‘i he kau ‘āngeló, ‘o hangē pē ko hono ui‘aki e hingoa ‘oku lahi ange ‘i he ngaahi hingoa ‘o e kau ‘āngeló.
HEB.1.5	Kuo te‘eki ai ke pehē ange ‘e he ‘Otuá ki ha ‘āngelo,
HEB.1.5	“Ko hoku Fohá koe,
HEB.1.5	he ko e ‘ahó ni
HEB.1.5	kuó u hoko au ko ho‘o Tamai!”
HEB.1.5	Pea kuo te‘eki ai pē ke ne pehē ange ki ha ‘āngelo,
HEB.1.5	“Te u hoko au ko ‘ene Tamai
HEB.1.5	pea ‘e hoko ia ko hoku Foha!”
HEB.1.6	Na‘e teu ke tuku mai ‘e he ‘Otuá hono ‘Alo Lahí ki māmani, peá ne fekau ‘a e kau ‘āngeló ke nau lotu kiate ia.
HEB.1.7	Pea ka lau ‘a e ‘Otuá ki he kau ‘āngeló, ‘okú ne pehē,
HEB.1.7	“‘Oku ou ‘ai ‘eku kau ‘āngeló ke nau hangē ko e matangí,
HEB.1.7	mo ‘eku kau fai fatongiá ke nau hangē ha ulo‘i afí.”
HEB.1.8	Ka ko e lau eni ‘a e ‘Otuá ‘o kau ki hono ‘Aló,
HEB.1.8	“Ko ho Taloní, ‘e ‘Otua, ‘e tu‘uloa ‘o tuputupu‘a.
HEB.1.8	‘Oku faitotonu ho‘o pule ki ho kakaí.
HEB.1.9	‘Okú ke mateaki‘i e faitotonú
HEB.1.9	kae fehi‘a ki he faikoví.
HEB.1.9	Pea kuó u fili mo fakanofo koe ‘e au, ko ho ‘Otuá,
HEB.1.9	mo ‘ai ke ke fiefia ange ‘i ho ngaahi kaungāme‘á.”
HEB.1.10	Pea ko e toe lau eni ‘e taha ‘a e Folofolá,
HEB.1.10	“Ko koe, ‘Eiki, na‘á ke fakatupu ‘a māmani
HEB.1.10	‘i he kamata‘angá,
HEB.1.10	pea ko e ngāue tonu pē ‘a ho nimá ‘a e langí.
HEB.1.11	‘E ‘auha ia, ka te ke ‘i ai ai pē koe.
HEB.1.11	‘E popo ia, ‘o hangē ha tupenú.
HEB.1.12	‘E pelupelu ia, ‘o hangē ha kofú
HEB.1.12	pea fetongi ‘o hangē ha valá.
HEB.1.12	Ka he‘ikai te ke liliu koe,
HEB.1.12	Pea ‘e ‘ikai ha ngata‘anga ‘o ho‘o mo‘uí.”
HEB.1.13	Kuo te‘eki ai ke pehē ange ‘e he ‘Otuá ki ha ‘āngelo,
HEB.1.13	“Nofo koe ‘i hoku to‘omata‘ú
HEB.1.13	kae ‘oua kuó u ‘ai ho ngaahi filí
HEB.1.13	ko ho tu‘unga va‘e!”
HEB.1.14	He ko e hā ‘a e kau ‘āngeló?
HEB.1.14	Ko e ngaahi laumālie pē kinautolu ‘oku nau fai fatongia ma‘á e ‘Otuá, pea ‘oku fekau mai kinautolu ‘e he ‘Otuá ke tokoni ki he kakai ‘e fakahaofí.
HEB.2.1	Ko hono ‘uhinga ia kuo pau ke tau ‘āsili piki ma‘u ai ki he ngaahi mo‘oni kuo fakahā mai kiate kitautolú, telia na‘a tau hē mei ai. 
HEB.2.2	Na‘e fakamo‘oni‘i ‘a e ngaahi fekau na‘e fakahoko mai ‘e he kau ‘āngeló ki he‘etau ngaahi kuí, pea ‘ilonga ha taha na‘e ‘ikai ke fakaongo pe talangofua ki ai na‘e tautea ‘o fakatatau ki he‘ene hiá. 
HEB.2.3	‘E lava fēfē leva ke tau hao ‘o kapau he‘ikai ke tau tokanga ki ha fakamo‘ui lahi fau pehē? Ko e ‘Eikí pē na‘á ne mu‘aki fakahā mai ‘a ‘ene fakamo‘ui ko ení, pea na‘e fakamo‘oni‘i mai ia kiate kitautolu ‘e he fa‘ahinga na‘e fanongo ki aí. 
HEB.2.4	Pea ko e ‘Otuá tonu pē na‘e fakamo‘oni ki ai ‘aki ha ngaahi mana mo ha ngaahi ngāue fakaofo, pea mo ‘ene tufotufa e ngaahi me‘a‘ofa ‘a e Laumālie Mā‘oni‘oní ‘o fakatatau ki hono finangaló.
HEB.2.5	Na‘e ‘ikai ke fekau ‘e he ‘Otuá ‘a e kau ‘āngeló ke pule ki he maama ka hokó, ‘a ia ‘oku tau lau ki aí. 
HEB.2.6	He ko e lau eni ‘a e potu Folofola ‘e taha,
HEB.2.6	“‘E ‘Otua, ko e hā ‘a e tangatá
HEB.2.6	ke ke fakakaukau ki aí?
HEB.2.6	Ko e hā ‘okú ke tokanga mai ai kiate iá,
HEB.2.6	he ko e vaivai ange fau?
HEB.2.7	Kuó ke fakatupu e tangatá
HEB.2.7	ke ki‘i mā‘ulalo si‘i ‘i he kau ‘āngeló,
HEB.2.7	peá ke fakakalauni‘aki ia ‘a e ngeia mo e lāngilangi,
HEB.2.8	‘o fakanofo ke pule ki he me‘a kotoa pē.”
HEB.2.8	Ko e pehē na‘e fakatupu ‘e he Otuá e tangatá “ke pule ki he me‘a kotoa pē” ‘oku ‘ikai ke toe fakatoe ai ha me‘a. Ka ‘oku te‘eki ai ke tau sio kitautolu kuo ‘osi pule ‘a e tangatá ki he me‘a kotoa pē. 
HEB.2.9	Ko e me‘a ‘oku tau sio ki aí, ko Sīsū, ‘a ia na‘e ‘ai ke ki‘i mā‘ulalo si‘i he kau ‘āngeló, koe‘uhí ka ne pekia ma‘á e kakai kotoa pē ‘i he ‘ofa tu‘unga‘a ‘a e ‘Otuá. Pea ko eni kuo fakakalauni‘aki ia ‘a e ngeia mo e lāngilangi koe‘uhí ko e pekia na‘á ne a‘usiá.
HEB.2.10	Ko e ‘Otuá, ‘a ia ‘oku ‘a‘ana e me‘a kotoa pē, mo ne pule ki he me‘a kotoa pē, na‘e taau pē mo ia ‘ene fakahaohaoa ‘a Sīsū ‘aki e mamahí, koe‘uhí kae lava ke tokolahi ‘ene fānau te nau ‘inasi ‘i hono lāngilangí. He ko Sīsū ‘okú ne tataki atu kinautolu ke nau haó.
HEB.2.11	‘Oku fakatāpui ‘e Sīsū ‘a e kakaí, pea ‘oku Tamai taha pē ia mo kinautolu kuo fakatāpuí. Ko hono ‘uhinga ia ‘oku ‘ikai ke mā ai ‘a Sīsū he ui kinautolu ko hono ngaahi tehina, 
HEB.2.12	he‘ene pehē,
HEB.2.12	“Te u ongoongoa ho huafá ki hoku ngaahi tehiná
HEB.2.12	mo hiva ‘o fakahīkihiki‘i koe
HEB.2.12	he lotolotonga ‘o e kāinga lotú.”
HEB.2.13	Peá ne toe pehē,
HEB.2.13	“Te u falala ki he ‘Otuá.”
HEB.2.13	Pea mo eni, “Ko au eni mo ‘eku fānau kuo tuku mai ‘e he ‘Otuá.”
HEB.2.14	‘Okú ne ui kinautolu ko e fānaú, pea ko e kakai ‘oku kakano mo toto. Pea ko hono ‘uhinga ia na‘e hoko mai ai ‘o tatau mo kinautolu. Pea ko ‘ene pekiá ke faka‘auha ‘a e ivi ‘o e Tēvoló, he ko ia na‘e mafai ki he maté. 
HEB.2.15	Na‘á ne fakatau‘atāina ai ‘a kinautolu na‘e talu ‘enau tupu mo ‘enau mo‘ui pōpula he ilifia ki he maté. 
HEB.2.16	Na‘e ‘ikai foki ke ne hoko maí ke tokoni‘i e kau ‘āngeló, ka ko e hako ‘o ‘Ēpalahamé. 
HEB.2.17	‘A ia na‘e pau ke ne hoko ‘o tatau mo hono ngaahi tehiná ‘i he me‘a kotoa pe, kae lava ke ne hoko ko honau taula‘eiki falala‘anga mo mānava‘ofa ‘i he‘ene fai fatongia ma‘á e ‘Otuá, ‘o fakamolemole‘i ‘enau ngaahi angahalá. 
HEB.2.18	Pea ‘okú ne lava eni ‘o tokoni‘i ‘a kinautolu ‘oku ‘ahi‘ahi‘í, koe‘uhí he kuó ne a‘usia tonu ‘e ia ‘a e mamahí mo e ‘ahi‘ahí.
HEB.3.1	Pea ko ia, si‘i kainga ma’oni’oni, ‘a kimoutolu kuo ‘inasi ‘i he ui fakahevaní, mou vakai ange kia Sīsū, ko e ‘apōsitolo mo e taula‘eiki lahi ‘o e lotu ‘oku tau tu‘uakí. 
HEB.3.2	Na‘á ne fai tōnunga ki he ‘Otuá, ‘a ia na‘á ne fili ia ke ne fai e ngāue ko ení, ‘o hangē pē ko e fai tōnunga ‘a Mōsese ‘i he fale ‘o e ‘Otuá. 
HEB.3.3	Ka ‘oku mahulu hake ‘a e lāngilangi ‘o Sīsuú ‘ia Mōsese, ‘o hangē pē ko e mahulu hake ‘a e lāngilangi ‘o e tufungá ‘i he lāngilangi ‘o e fale ‘okú ne langá. 
HEB.3.4	Ko e fale kotoa pē ko e langa ‘e ha taha, pea ko e ‘Otuá foki na‘á ne fa‘u e me‘a kotoa pē. 
HEB.3.5	Ko Mōsesé na‘e fai tōnunga ko e sevāniti he fale ‘o e ‘Otuá, pea na‘á ne fakahā ‘a e ngaahi me‘a ‘e toki folofola‘aki ‘e he ‘Otuá. 
HEB.3.6	Ka ko Kalaisi, na‘e fai tōnunga ko e ‘Alo he fale ‘o e ‘Otuá. Pea ko hono falé ‘a kitautolu ‘o kapau te tau loto-to‘a mo fakatu‘amelie ai pē.
HEB.3.7	‘Oku hangē pē ko e folofola ‘a e Laumālie Mā‘oni‘oní,
HEB.3.7	“Ka ke fanongo leva ki he le‘o ‘o e ‘Otuá he ‘ahó ni,
HEB.3.8	pea ‘oua ‘e loto ta‘e fieauna,
HEB.3.8	‘o hangē ko e angatu‘u ho‘omou ngaahi kuí ki he ‘Otuá
HEB.3.8	‘o nau ‘ahi‘ahi‘i ai ia he toafá.
HEB.3.9	Pea folofola ‘a e ‘Otuá, “Na‘a nau sivi‘i ai au,
HEB.3.9	neongo ‘enau mamata tonu he‘eku ngaahi ngāue na‘e fai he ta‘u ‘e fāngofulu.
HEB.3.10	Na‘á ku ‘ita ai ‘iate kinautolu,
HEB.3.10	peá u pehē, “Ko e kakai ta‘e falala‘anga kinautolu,
HEB.3.10	pea ta‘e maheni mo ‘eku ngaahi foungá.
HEB.3.11	Pea lolotonga ‘eku kei ‘itá na‘á ku tukupā,
HEB.3.11	“He‘ikai ke nau a‘u ki he fonua na‘á ku loto ke nau nofo fiemālie aí.”
HEB.3.12	Kāinga, mou vakai na‘a ‘i ai ha taha ‘iate kimoutolu ‘e fu‘u fakakaukau kovi mo ta‘e tui ‘o afe ai mei he ‘Otua mo‘uí.
HEB.3.13	‘Ai ke mou fetokoni‘aki he ‘aho kotoa pē, kae ‘oua ke ‘osi ‘a e kuonga ‘oku ui he Folofolá ko e “‘Ahó ni,” na‘a faifai kae loto ta‘e fieauna ha taha ko e ngāue ‘a e angahalá. 
HEB.3.14	He kuo tau hoko ko e ngaahi kaungāme‘a ‘o Kalaisi, kaekehe ke tau pukepuke ‘o a‘u ki he ngata‘angá ‘a e tui na‘e ‘iate kitautolu ‘i he kamata‘angá.
HEB.3.15	Ko e lau eni ‘a e Folofolá,
HEB.3.15	“Kapau te ke fanongo ki hono le‘ó he ‘ahó ni,
HEB.3.15	pea vakai na‘á ke ta‘e fieauna,
HEB.3.15	‘o hangē ko e angatu‘u ‘a ho‘o ngaahi kuí.”
HEB.3.16	Ko hai koā ‘a kinautolu na‘a nau fanongo ki hono le‘ó ka nau angatu‘u pē kiate iá? ‘Ikai ko kinautolu kotoa ko ē na‘e taki mai ‘e Mōsese mei ‘Isipité? 
HEB.3.17	Ko e kakai fē koā na‘e houhau ai ‘a e ‘Otuá ‘o ta‘u e fāngofulú? ‘Ikai ko e kakai na‘a nau faihala ‘o mate kotoa ai he toafá? 
HEB.3.18	Ko e kakai fē koā na‘e fuakava ai ‘a e ‘Otuá ‘o pehē, “He‘ikai ke nau a‘u ki he fonua na‘á ku loto ke nau nofo fiemālie aí” — ko ‘ene lau kia hai? ‘Io, kiate kinautolu na‘e angatu‘ú.
HEB.3.19	‘Oku mahino leva na‘e ‘ikai lava ke nau a‘u ki he fonuá koe‘uhí ko ‘enau ta‘e tuí.
HEB.4.1	‘Oku kei tu‘u pē ‘a e tala‘ofa ‘o pehē te tau ‘inasi he nofo fiemālié, pea vakai na‘a ‘i ai ha taha ‘iate kimoutolu ‘e ‘ikai ke ‘inasi ai.
HEB.4.2	Na‘a tau fanongo foki mo kitautolu ki he Ongoongo Leleí, ‘o tatau pē mo kinautolu. Ka na‘e ‘ikai ke ‘aonga kiate kinautolu ‘enau fanongo ki aí, he na‘e ‘ikai ke nau tui ai.
HEB.4.3	Ko kitautolu kuo tau tuí, kuo tau a‘usia ‘a e nofo fiemālie na‘e tala‘ofa‘aki maí. ‘Oku hangē pē ko ‘ene folofolá,
HEB.4.3	“Na‘á ku ‘ita peá u fuakava ai,
HEB.4.3	‘He‘ikai pē te nau teitei a‘u ki he fonua na‘á ku loto ke nau nofo fiemālie aí.’”
HEB.4.3	Na‘á ne folofola pehē neongo ne ‘osi maau ‘ene ngāue ne tokateu mei he kamata‘anga ‘o māmaní.
HEB.4.4	He ‘oku ‘i ai e lau ‘a e Folofolá ‘oku pehē, “Na‘e mālōlō ‘a e ‘Otuá mei he‘ene ngāué kotoa ‘i he ‘aho hono fitú.”
HEB.4.5	Pea ko e toe lau eni ‘e taha ki ai, “He‘ikai pē ke nau a‘u ki he fonua na‘á ku loto ke nau nofo fiemālie aí.”
HEB.4.6	Na‘e ‘ikai ke a‘u ki he nofo fiemālie ko iá ‘a e fa‘ahinga na‘e ‘uluaki tala ia kiate kinautolú, he na‘e ‘ikai te nau tui. Pea tā ‘oku ‘i ai ‘a e ni‘ihi kehe ‘oku ‘atā ke nau a‘u ki ai. 
HEB.4.7	‘Oku hā mahino eni ‘i hono vahe‘i ‘e he Otuá ‘a e ‘aho kehe, ‘a ia ‘oku ui ko e “‘Ahó ni.” Peá ne folofola ki ai ‘ia Tēvita ki mui mai ‘aupito ‘i he potu Folofola na‘e ‘osi lau ki aí,
HEB.4.7	“Kapau te ke fanongo ki hono le‘ó he ‘ahó ni,
HEB.4.7	pea vakai na‘á ke ta‘e fieauna.”
HEB.4.8	Kapau na‘e fakaa‘u ‘e Siosiua ‘a e kakaí ki he nofo fiemālie ko iá, na‘e ‘ikai ke toe folofola ‘a e ‘Otuá ‘o kau ki ha toe ‘aho kehe.
