MAT.1.1	Ene pitiiŋ to Yesu Krisi puughu tooni. Yesu, i siŋ to kinik David, ve David i siŋ to Abaram. 
HEB.10.27	Ighe tagham tauvene, iit leen eez eta muul mako. Tauvene roiŋ tiina pale igham ghiit ve talepleep, ve tasasaŋan mon pa gabizooŋ to Maaron ve atuya tau pale ighuru pait. Atuya tawe, ene yav tiina tau pale ighan yes tau tizorzoor Maaron. 
HEB.10.28	Matamim iŋgal tutuuŋ to Mose. Tutuuŋ tawe, ariaaŋa kat. Isaav ighe ŋeer eta maata veleghini ve imalaaŋ pani, ve ighe tamtamon ru, ma tol tighita, ve tipariaaŋ saveeŋ tighe i igham ŋgar tawe, i aat imaat. Irau lolozi isaghatini mako. 
HEB.10.29	Laak, isaav ighe ŋgar tauvene ivotvot pa yes tau matazi veleghin tutuuŋ to Mose, ene pale mindai pa tamtamon tau ighe maata veleghin Maaron tauu Naatu? I pale igham atuya tau saghati le saghati kat. Onoon, Krisi siŋ tooni imaliŋ, leso ipariaaŋ saveeŋ mbuaaŋ to eez paaghu, ve igham ŋeer tana imin Maaron le. Eemon ŋeer tana ivelegh siŋ patabuyaaŋ to Krisi imin kaut sorok, ve maata iveleghin Maaron Avuvu tau poia puughu na. 
HEB.10.30	Iit tawatagh Ŋeer tau isaav ighe:
HEB.10.30	Ve saveeŋ tooni ziiri ite isaav tauvene:
HEB.10.30	“Ŋeer Tiina pale igabiiz tamtamon tooni ve ighur atuya pazi.” 
HEB.10.31	Tauvene iit taroi pa Maaron maata yaryaare. Pa i niima malaua. Isaav ighe ikis ghiit ve ighur atuya pait, ene pale saghatiiŋ tiina igham ghiit. 
HEB.10.32	Matamim iŋgal imuul ila pa muuŋ, saawe imin maata tau Maaron ipaghazoŋai gham pa vaaru poia na. Saawe tana, tamtamon tighur pataŋani tiina kat payam pasaa, yam ataghon Krisi. Eemon yam apul ghuruuŋ ila tsiam mako, ve ayooz ariaaŋ pa badooŋ pataŋani. 
HEB.10.33	Saawe siriv, tipayooz gham ila eval tiina matazi, ve tisik saveeŋ veleghiiŋ payam, ve tigham saghatin gham. Ve saawe siriv, tigham ŋgar tauvene pa zeetmimŋa paam. Tauta lolomim isaghatin zi, ve ayooz tomani zi pa badooŋ pataŋani toozi tawe. 
HEB.10.34	Ve saawe tau tikis zeetmimŋa siriv ve tighur zi tiloŋ tila ruum to yavyavuuŋ, ene paam, lolomim isaghatin zi ve auul zi. Ve saawe tau tamtamon tilat gha tiyauur gabua tsiam imin lezi na, lolomim poia mon. Pasaa, awatagh aghe: Yam lemim gabua poia tau iliiv kat pa gabua tsiam tau tiyau zi na. Gabua tawe, ene gabua tauu, ve igheen le alok. 
HEB.10.35	Tauvene ŋgar tsiam tau aroi mako ve ayooz ariaaŋ pa ghuruuŋ ila tsiam na, apuli sov. Pa ighe akis ŋgar tana, ene pale aghita atuya tiina tau poia kat. 
HEB.10.36	Tauvene yam aat ayooz ariaaŋ, ve ataghon Maaron loolo. Leso aghita saveeŋ mbuaaŋ tooni anooŋa. 
HEB.10.37	Pasaa, Maaron saveeŋ tooni isaav tauvene. Ighe:
HEB.10.39	Ve iit tamin yes tau tiroi ve tighur murizi pa Maaron gha tilalez ne mako. Iit tamtamon to takis ghuruuŋ ila toit tuŋia, leso taleep mataan yaryaare le alok.
HEB.11.1	Ŋgar to ghuruuŋ ila, ene vene: Gabua popoia tau taghurghur mataan pani na, loloon ruru pani mako, ve ŋgar toit iyaryaaŋ taghe onoon, gabua tawe pale tivot. Ve gabua tau aazne taghit zi pa mataan mako na, ŋgar toit iyaryaaŋ taghe onoon, gabua tawe tighengheen. 
HEB.11.2	Timbuunŋa to muuŋ, ghuruuŋ ila toozi iyaryaaŋ tauvene. Tauta Maaron loolo poia pazi ve ipait zi.
HEB.11.3	Ghuruuŋ ila toit, ta igham ghiit taghilaal taghe: Maaron isaav mon, ve sambam ve taan tomania gabua ta naol ne tivot. Tauvene gabua isov tau aazne taghit zi ne, Maaron igharaat zi pa gabua eta tau iit irau taghita pa mataan ne mako. 
HEB.11.4	Muuŋ, Avel ighur ila to Maaron. Tauta igham watooŋrau poia le iliiv watooŋrau to toogha Kain. Ghuruuŋ ila tooni tawe tauta igham Maaron loolo poia pani ve watooŋrau tau i igham pani na, ve ipaiti ighe i ŋeer duduuŋa ee. Tauvene onoon, Avel imaat wa. Eemon ghuruuŋ ila tooni tana, ene imin Avel isavsaav pait soone. 
HEB.11.5	Enok ighur ila to Maaron. Tauta imaat mako, ve Maaron ighamu gha izala pa sambam. Murei, tamtamon tiilo le mako. Pasaa, Maaron ighamu gha izala wa. Ve saawe tau Enok ilepleep izi taan, tipait vaaru tighe ŋgar tau i itaghoni na, igham Maaron loolo poia. 
HEB.11.6	Eemon isaav ighe taghur ila to Maaron mako, ene irau i loolo poia pait mako. Pasaa, tamtamon tau ighe ila igharau Maaron, i aat ighur ila ighe Maaron ilepleep ve ighamgham atuya popoia pa yes tau tizuari zi pani.
HEB.11.7	Noa ighur ila to Maaron ve iroron pani. Tauvene saawe tau Maaron isaav taraini pa pataŋani tau ighe ivot na, i itaghon Maaron aliiŋa ve igharaat waaŋ. Onoon, pataŋani tauvene ivot aaz eta gha tamtamon tighita soone. Eemon Noa ighur ila Maaron aliiŋa. Tauta iuul tauu tomania azaawa, ve natŋa tomania azuwazŋa ve tileep poi. Tilalez mako. Ŋgar tau i ighamu, ene ipaghazoŋai ŋgar saghati to tamtamon tau tileep izi taan pa saawe tana gha ivot ighazooŋ. Ghuruuŋ ila tooni tawe, tauta Maaron ighita ighe i ŋeer duduuŋa. 
HEB.11.8	Saawe tau Maaron ipoi Abaram, i isaav pani ighe ipul nugh tooni, ve ila pa taan tau i ighe igham pani, leso imin le motot. Onoon, saawe tana, Abaram ikankaan pa saa nugh tau pale i ila ileep pani. Eemon i ighur ila to Maaron. Tauta ilooŋ aliiŋa, ve iburig gha ipul nugh tooni, ve ila. 
HEB.11.9	Abaram ighur ila. Tauta ileep imin loom izi taan tau Maaron imbu saveeŋ pani na. I le ruum tauu mako. Ipapayooz balbaal mon, ve ilepleep ila. Ve murei, naatu Isak ve tiimbu Yakop titaghon ŋgar eemon. Ve saveeŋ mbuaaŋ tau Maaron igham pa Abaram na, saveeŋ eemon, tauta i isavia pazi paam. 
HEB.11.10	Abaram ileep tauvene pasaa, i ighurghur maata pa nugh tiina tau Maaron igharaata itaghon i tauu ŋgar tooni na. Nugh tawe, puughu ariaaŋa, ve igheen tauvene irau saawe. 
HEB.11.11	Abaram ighur ila. Tauta Maaron tapiri izaa to yesuru Sara ve tipoop. Onoon, yesuru timin zikooŋ ve saawe toozi to popaaŋ isov wa. Eemon Abaram ighur ila ighe Maaron itataghon saveeŋ mbuaaŋ tooni. Tauta ighita saveeŋ tawe anooŋa. 
HEB.11.12	Tauvene aghita. Abaram, i ŋeer eemon geeg ve imin kooŋ wa. Eemon yesuru azaawa Sara tipoop, ve tamtamon tau tivot ila tooni na, katini kat. Irau tanin zi mako. Pasaa, timasa timin naol imin pitum to sambam saamba, ve sausau to nari. 
HEB.11.13	Yes tisov tawe, ghuruuŋ ila toozi ighamgham pooz pazi le irau mateegh toozi. Onoon, saveeŋ tau Maaron imbua tomani zi na, yes tighita anooŋa mako. Pasaa, saawe to saveeŋ tawe ighur anooŋa, ene ighengheen malau soone. Eemon lolozi poia pa saveeŋ mbuaaŋ to Maaron imin tighita anooŋa wa. Ve tivotia tauzi tighe: “Taan, ene nugh tsiei duduuŋ mako. Lepoogh tsiei to taan, ene nileep nimin loom mon. Pasaa, nugh tsiei duduuŋ, ene sambam.” 
HEB.11.14	Tamtamon tau tisaav tauvene, ene tipaghazoŋai tauzi tighe nugh toozi duduuŋ eta aat ighengheen. Tauta tiliilo soone. 
HEB.11.15	Ve imin ta tigham ŋgar tiina pa taan toozi tau tipuli na, ve tipasawal pani, kanaŋ yes irau timuul tila. 
HEB.11.16	Eemon mako. Pasaa, ŋgar toozi iyaryaaŋ pa nugh ite tau poia kat iliiv nugh tau tipuli na. Nugh tawe igheen izi sambam. Tauta saawe tau tipoi Maaron tighe i Maaron toozi, i maaya pa saveeŋ toozi tawe mako. Pasaa, nugh tau tighurghur matazi pani na, i ighuru pazi pataghaaŋ ve isasaŋan zi. 
HEB.11.17+HEB.11.18	Abaram ighur ila to Maaron. Tauta saawe tau Maaron itoova ve isaav pani ighe irav naatu eemon Isak imaat imin watooŋrau, i ighe igham tauvene itaghon Maaron aliiŋa. Onoon, muuŋ Maaron imbu saveeŋ pani ighe: “Paaghu tsio duduuŋ pale tivot ila to natum Isak.” Eemon Abaram iŋguruut naatu tawe mako. 
HEB.11.19	Pasaa, i igham ŋgar ighe: Isaav ighe Isak imaat, ene Maaron irau ipaburigini pa mateegh. Ve ŋgar tau ivot pa Isak na, ene imin ta i imaat wa, eemon Maaron ipaburigini pa mateegh, ve ighuru imuul ila to taama Abaram. 
HEB.11.20	Isak ighur ila to Maaron. Tauta ighur poia to Maaron izaa to natŋa ru, Yakop gha Esau, ve isaav pa gabua tau murei pale ivot pazi. 
HEB.11.21	Yakop ighur ila to Maaron. Tauta saawe tau iyamaan tauu ighe mateegh tooni igharau, i ighur poia to Maaron izaa to Yosep natŋa ru le isov, ra iwat aaze ila titi tooni, ve isuŋ pa Maaron. 
HEB.11.22	Yosep paam ighur ila to Maaron. Tauta saawe tau iyamaan tauu ighe mateegh tooni igharau, i isaav pa yes Israela ighe murei Maaron pale igham zi tipul Isip. Ve isaav pazi pataghaaŋ pa tuua. Leso saawe to tiburig, matazi iŋgal tuua, ve tighamu tila ve titavia izi taan Kanaan. 
HEB.11.23	Mose taama gha tiina tighur ila to Maaron. Tauta saawe tau tipoopa, tiroi pa kinik to Isip aliiŋa mako, ve tiŋgooz natuzi tawe irau kaiyo tol. Pasaa, tighita imin geegeu siriv mako. Naagho poia le poia kat. 
HEB.11.24	Mose paam ighur ila to Maaron. Tauta saawe tau itum gha imin olman, loolo pa tamtamon tiwaato tighe i kinik to Isip natliva naatu mako. 
HEB.11.25	I irau itaghon yes Isipa ve yesŋa tigham ŋgar sasaghati naol to uliin tau igham loloon poia rigmon ve isov. Eemon i loolo pa ŋgar tawe mako. I ighita ighe poia pa ila ipaak Maaron tamtamon tooni, ve yesŋa tibaad pataŋani. 
HEB.11.26	Mose igham ŋgar tauvene: Isaav ighe tamtamon tipamayaŋini, ve tighur pataŋani pani imin tigham pa Mesia, ene poia. Pasaa, i ighurghur maata pa atuya poia tau murei pale Maaron igham pani. Ve ighita ighe atuya tawe, ene iliiv kat pa kuaz isov to yes Isipa. 
HEB.11.27	Mose ighur ila. Tauta iburig ve ipul Isip. I iroi pa aatyavyav to kinik mako. Onoon, iit tamtamon irau taghita Maaron pa mataan mako. Eemon Mose, i iyooz ariaaŋ imin ighitghita Maaron pa tauu maata. 
HEB.11.28	Mose ighur ila to Maaron. Tauta ipaburigin ŋgar to Pasova, ve isaav pa yes Israela gha tikum siŋ izala ataman toz toz. Leso aŋela tau Maaron imbaaŋo ila pa ravuuŋ yes Isipa natuzŋa aidabazŋa na, igham gabua eta pazi sov. 
HEB.11.29	Eval tiina to Israel tighur ila to Maaron. Tauta saawe tau timbut Te Siŋsiŋai gha tila tivool ziige ite, yes tilaagh imin tilaagh ila taan mamaasa. Eemon saawe tau yes Isipa titoova to titaghon zi, te ipol imuul ilam izala pavozi, le tisov tighun te gha timataar. 
HEB.11.30	Eval tiina to Israel tighur ila. Tauta tilaagh livutin nugh tiina Yeriko irau mataaz liim ve ru. Ra didiiŋ ariaŋazi tau tilivutin nugh na tisov tipolpol tizi. 
HEB.11.31	Reap, i livaa to eez. Eemon ighur ila to Maaron. Tauvene saawe tau Yosua imbaaŋ yes padewaaŋa tila to tighita nugh, Reap igham zi tila ruum tooni, ve iŋgin poghani zi. Tauta saawe tau yes Israela tiravuur eval tiina to Yeriko tau tizorzoor Maaron aliiŋa na, tirav Reap mako. Tipuli ileep. 
HEB.11.32	Poia, irau nayoot saveeŋ ila malau mako. Pasaa, leg saawe to nasinai pa Gideon, Barak, Samson, Yepta, David, Samuel, ve yes propet tau muuŋ tivotia Maaron aliiŋa ne mako. 
HEB.11.33	Zeran tawe tighur ila to Maaron. Tauta i ipalot zi gha siriv tiparav le tiliiv kinik siriv tau tiŋgin taan tintiina na. Ve yes siriv tau tighamgham pooz na, tipalot tamtamon to titaghon ŋgar duduuŋa. Ve tamtamon toozi siriv tighita saveeŋ tau Maaron imbua tomani zi na anooŋa. Ve siriv, laion irau to tighan zi mako. 
HEB.11.34	Siriv, tisik zi tila yav tiina loolo. Eemon yav le tapiri irau to ivaghamun zi mako. Ve siriv, Maaron ipaghau zi pa mbuzaagh maata. Siriv, tapirizi imbool. Eemon Maaron ipalot zi, tauta tiparav ariaaŋ le tiliiv zaaba to nugh siriv, ve tinaan koiazŋa tawe tila. 
HEB.11.35	Ve zilivaa siriv, Maaron ipaburigin mateegha toozi. 
HEB.11.35	Tamtamon siriv, koiazŋa tighur yavyavuuŋ maata maata pazi, ve tisaav pazi tauvene: “Isaav ighe yam aghur murimim pa Maaron tsiam, ene pale nipul gham ala.” Eemon yes tilooŋ aliŋazi mako, ve tiyooz ariaaŋ pa badooŋ pataŋani. Pasaa, tighur ila tighe Maaron pale ipaburigin zi pa mateegh, ve tigham lepoogh poia kat tau iliiv pataŋani naol tau tibaad zi izi taan. 
HEB.11.36	Ve siriv, tamtamon tipaŋiŋizai zi ve tilos zi. Siriv, tikau nimazi ma aghezi pa sen, ve tighur zi tiloŋ tila ruum to yavyavuuŋ. 
HEB.11.37	Ve siriv, tirav zi pa maet. Siriv, tighorot zi pa so timin sirivu ru. 
HEB.11.38	Zeran tawe, tamtamon popoiazi kat. Timin eval tiina tau titaghon ŋgar to taan ne mako. Zeran tauvene, taan tane poia irau to tileep pani ne mako. Aghita. Lepoogh toozi, poia mako. Lezi niazi poia eta to lepoogh mako. Tauta tivalaghlaagh taghon nugh ŋginaaŋa ve loloz. Ve tilepleep iloŋ ila taan ve maet purazi. 
HEB.11.39	Tamtamon tisov tau nasavi zi na, tighur ila to Maaron. Tauta Maaron loolo poia pazi ve ipait zi. Eemon saawe tau tileep izi taan, toozi eta ighita saveeŋ mbuaaŋ to Maaron anooŋa mako. 
HEB.11.40	Pasaa, muuŋ geeg, Maaron loolo ighur pataghaaŋ ighe igham gabua poia ee 
HEB.12.1	Eval tiina to muuŋ tau ŋgarig nasavi zi ne, ene imin tiyooz livutin ghiit ve tipariaaŋ ghiit to taghur ila. Ighe tauvene, ene pale tagham mindai? Lepoogh toit, ene imin taparloos pa landooŋ tiina, ve talaan sooso malau. Tauvene gabua naol tau tipataŋan ghiit pa landooŋ, tomania ŋgar sasaghati isov tau ikau ghiit ne, iit aat tapuliir zi tizi. Ve talaan toman tapiriin taghon eez tau Maaron ighuru pait na, ve takiskisi tauvene le tapasov landooŋ toit. 
HEB.12.2	Ve mataan ila pa gabua ite paam sov. Mataan ila pa Yesu mon, ve talaan ŋaruini tala. Pasaa, i ta imuuŋ pait ve itotoi ghiit pa eez to ghuruuŋ ila. Ve i ta pale igham uratoi ghiit le ghuruuŋ ila toit ivot le iduduuŋ kat ila Maaron maata. Aghita. I ibaad pataŋani, ve tiravu imaat izala ai pambarooŋ. Eemon i ighita mayaŋa tawe imin kaut sorok. Pasaa, i iwatagh: Isaav ighe itaghon duduŋai Maaron ŋgar tooni, ene pale murei ileep poia toman tintini. Tauta aazne, i ileep ila Taama Maaron niima tapir igharau niia to ghamuuŋ pooz. 
HEB.12.3	Onoon, saawe tau i ileep izi taan, zeran sasaghati tighur koi pani, ve tizorzoora. Eemon i iyooz ariaaŋ pa badooŋ pataŋani tawe. Tauvene matamim kisin ŋgar tau i ighamu na, ve ataghoni. Mako pale pataŋani tsiam itatan gham le tapirimim isov. 
HEB.12.4	Onoon, yam aparav ariaaŋ to atatan saghati tapiri. Eemon tsiam eta siŋ tooni imaliŋ soone. 
HEB.12.5	Yam aat lolomim iveegh pa saveeŋ palotiiŋ ee tau iŋarui yam tau amin Maaron natŋa na? Isaav ighe:
HEB.12.7+HEB.12.8	Tauvene isaav ighe pataŋani eta ivot payam, na ayooz ariaaŋ, ve abaado mon. Pa pataŋani tana, ene eez to Maaron ipaduduuŋ gham. I ighamgham tauvene pa natŋa tisov. Aghita. Isaav ighe marani eta igham sosor, pale taama ipuli? Mako. Geegeu tisov, tamazŋa tipaduduuŋ zi. Ve Maaron tauvene paam. I ighurghur pataŋani ivotvot pa natŋa tisov, leso ipaduduuŋ zi. Eemon isaav ighe i ipaduduuŋ ghom mako, ene aat i naatu yo mako. Yo umin ŋeer tau le taama mako. 
HEB.12.9	Ve gabua ite paam. Iit tawatagh: Tamaanŋa to taan tiloslos ghiit, leso tipaduduuŋ ghiit. Ve saawe tau tigham tauvene, iit taroron pazi ve taneneeŋ mon. Ighe tauvene, mindai pa Tamaan Maaron tau iŋgin anunuun na? Pasaa, i iliiv tamaanŋa to taan. Tauvene isaav ighe i ighur pataŋani eta pait to ipaduduuŋ ghiit, na tapul tauun ila i niima, ve tabaado mon. Leso murei, tagham lepoogh poia. 
HEB.12.10	Tamaanŋa to taan tipaduduuŋ ghiit pa saawe tuuku mon, itaghon ŋgar toozi tau tauzi tighita tighe poia. Eemon Tamaan Maaron, i ipapaduduuŋ ghiit leso iuul ghiit kat, ve tataghon ŋgar patabuyaaŋ imin i tauu. 
HEB.12.11	Onoon, saawe tau tilos ghiit, loloon poia mako. Loloon ipataŋan. Ve isaav ighe Maaron ighur pataŋani pait to ipaduduuŋ ghiit, ene pale ŋgara raraate mon. Eemon loloon ipataŋan pani geeg sov. Pa ighe pataŋani tana igham ŋgar toit ivot, ene pale murei tataghon ŋgar duduuŋa, ve taghita anooŋa tauvene: Itiŋa Maaron pale tavalupu ghiit tamin eemon, ve taleep toman loloon luuma. 
HEB.12.12	Yam siriv amin tamtamon tau ilaan sooso malau, le tapiri isov, ve niima ma aaghe imatmaat. Eemon apariaaŋ taumim ve akiskis landooŋ le apasovu! 
HEB.12.13	Ve matamim iŋgal to ataghon eez duduuŋa to Maaron mon. Leso apalot zeetmimŋa siriv tau tiyooz ariaaŋ soone na, ve ghuruuŋ ila toozi ivot imin tiina le iyaryaaŋ. Tauvene matamim imomoos poi pa taumim. Pa ighe asosor pa eez to Maaron, ene pale agham zi titap le tisaghat kat. 
HEB.12.14	Azuari gham to atotoi ŋgar luuma pa tamtamon tisov. Leso yamŋa avalupu gham amin eemon. Ve azuari gham pa ŋgar patabuyaaŋ. Pa tamtamon tau ighe itaghon ŋgar patabuyaaŋ mako, ene irau ighita Ŋeer Tiina mako. 
HEB.12.15	Matamim imomoos poi pa taumim. Mako pale ŋgar saghati izeev tsiam eta, ve ighur muuri pa Maaron ve poia tooni. Tamtamon tauvene, i imin waar waraman tau itum izaa ila sosomim. I pale ivaghamunia tamtamon katini, ve igham zi tisaghat ila Maaron maata. 
HEB.12.16	Ve tsiam eta ighur boog sov. Ve eta ighur muuri pa Maaron ve ŋgar tooni iyaryaaŋ pa gabua to taan imin Esau sov. Iit tawatagh: Esau, i ŋeer aidaaba, ve eeza pa ghamuuŋ gabua naol to taama. Eemon i igham ŋgar pa gabua tana mako, ve iravol eeza tawe pa sur rubruub eemon geeg. 
HEB.12.17	Ve yam awatagh. Murei Esau ila to taama ve ighasoni ighe ighur poia to Maaron izaa tooni, eemon taama izori. Esau imbuur ariaaŋ toman taŋiiz tiina. Eemon sosor tau i ighamu na, ene le eez eta to igharaata muul mako. 
HEB.12.18+HEB.12.19	Aazne, yam alam avot nugh tau irau aghita pa matamim ve akisi pa nimamim imin yes Israela na mako. Muuŋ, saawe tau Maaron ivot pazi izi loloz Sinai, yes tighita yav tau ighanghan izala loloz Sinai daaba, tomania taitai gabgabuai tau ikau loloz tawe, ve ndoroom tiina, nugh ighani milmilia, ve yaghur tiina. Ve tilooŋ gabua tau luutu imin tavuur itaŋ toman aliiŋa tiina. Ra tilooŋ Maaron aliiŋa. Tauta roiŋ tiina igham zi le tisaghat kat. Ve titaŋ rarai Mose tighe isaav pa Maaron, leso isavsaav pazi muul sov. 
HEB.12.20	Pasaa, tiroi pa tutuuŋ ariaaŋa tau Maaron isavia pazi ighe: “Tamtamon ma ŋgai eta ighe ila itut loloz puughu, ene aat tiravu pa maet le imaat.” 
HEB.12.21	Mose ighita gabua naol tawe, le i paam iroi kat, ve isaav ighe: “Roiŋ igham ghau le tinig irur kat!”
HEB.12.22	Eemon yam aazne, alam avot nugh tauvene mako. Krisi igham gham alam avot loloz Zion wa. Ene Yerusalem to sambam, nugh tiina to Maaron maata yaryaare. Aŋela ndiŋndiŋ ndiŋndiŋ tiluplup zi ta sewe toman tintinizi. 
HEB.12.23	Ve yam aleep ila lupuuŋ to Maaron natŋa aidabazŋa. 
HEB.12.24	Ve aazne, ala avot to Yesu. I ta iyooz bodbodaaŋ pait ve Maaron, ve igharaat eez paaghu to itiŋa Maaron tavalupu ghiit tamin eemon. Siŋ tooni, tauta ipariaaŋ saveeŋ mbuaaŋ to eez paaghu tawe. Tauvene siŋ tooni iliiv siŋ to Avel. Pasaa, Avel siŋ tooni ipoipoi Maaron ighe iyatu. Eemon siŋ to Krisi, ene ipoipoi Maaron ighe ireu sosor toit. 
HEB.12.25	Alooŋ. Aazne, Maaron tauu isavsaav pait. Tauvene apoon taliŋamim ve azoor saveeŋ tooni sov. Aghita. Yes Israela tau muuŋ tipoon taliŋazi pa Maaron aliiŋa na, irau tipaghau tauzi pa aatyavyav tooni mako. Eemon saawe tana, i ivotia aliiŋa pazi izi taan. Ve aazne, Yesu ileep izi sambam, ve isavsaav pait. Tauvene isaav ighe taghur muriin pani, pale tapaghau tauun pa aatyavyav tooni mindai? Mako le mako kat! 
HEB.12.26	Saawe tau Maaron isavsaav pa yes Israela, aliiŋa itok taan le katia imin yogyoog. Ve aazne, i imbu saveeŋ ighe:
HEB.12.27	Saveeŋ ziiri tau isaav ighe i pale itok taan “pai eemon ve isov”, ene ŋgara tauvene: Maaron pale itok gabua isov tau i ighur zi na. Leso gabua tau ariaŋazi mako na, timbiriis gha tilalez, ve gabua ariaŋazi tau irau katia mako na, tana mon ta tigheen. 
HEB.12.28	Pooz to Maaron tomania nugh tooni, ene gabua ariaŋazi. Irau katia mako, ve tigheen tauvene irau saawe. Tauvene iit tau i igham ghiit taleep ila pooz tooni loolo ve ezaan pa taloŋ tala nugh tooni na, tatotoi loloon poia ila pani, ve taroron pani. Leso suŋuuŋ tomania besooŋ toit itaghon i loolo. 
HEB.12.29	Pasaa, Maaron toit, i patabuyaaŋ kat.
HEB.13.1	Ŋgar to ghuruuŋ loloon pa toŋvetaz to Krisi, apuli sov. Akiskisi. 
HEB.13.2	Ve isaav ighe loomba tilat, na agham zi tila ruum tsiam toman lolomim poia, ve aŋgin poghani zi. Ŋgar tauvene, lolomim iveegh pani sov. Pa muuŋ, tamtamon siriv tigham yes loomba, ve tighe pa yes tamtamon sorok. Eemon mako. Yes tau tigham zi tila ruum toozi na, ene yes aŋela. 
HEB.13.3	Ve matamim iŋgal Maaron tamtamon tooni tau tileep ila ruum to yavyavuuŋ loolo. Agham ŋgar imin ta yam alepleep tomani zi ta sewe. Ve matamim iŋgal yes tau tamtamon tigham saghatin zi. Agham ŋgar pa pataŋani toozi tawe imin yavyavuuŋ igham gham paam, ve auul zi. 
HEB.13.4	Yam asov aat aghita ŋgar to vaiŋ imin gabua tiina, ve matamim iŋgal taumim azuwamimŋa, ve aleep tomani zi mon. Leso asaghat ila Maaron maata sov. Iit tawatagh: Yes tau matazi saghati imin ŋgavuun, ve yes tau tighurghur boog na, i pale ighur atuya pazi. 
HEB.13.5	Ve lolomim ighaar pa maet sov. Isaav ighe lemim rigta, ene irao. Pa Maaron tauu isaav ighe:
HEB.13.5	“Yau irau napul ghom, ma naghur murig payo ne mako.” 
HEB.13.6	Tauvene iit taroi sov. Taghur ila ariaaŋ to Maaron, ve tasaav taghe:
HEB.13.7	Matamim iŋgal yes tau timuuŋ payam ve tivotia Maaron aliiŋa payam na. Matamim kisin ŋgar poia tau tighamghamu na anooŋa tooni, ve ataghon zi pa ghuruuŋ ila toozi. 
HEB.13.8	Pa Yesu Krisi, i itortoor ŋgar tooni mako. Muuŋ, aazne, ve murei paam, ŋgar tooni ighengheen tauvene irau saawe. 
HEB.13.9	Tauvene saveeŋ soroksorok tau isapir pa saveeŋ to Maaron na, igherev gham gha apul eez tooni sov. Onoon, zeran siriv tizuari zi tighe le titaghon katin tutuuŋ maata maata tau iŋarui aniiŋ ma gabua siriv. Eemon ŋgar tau tighamghamu na, iuul zi mako. Tagham tapiriin ila poia to Maaron, o poia. 
HEB.13.10	Iit leen artaal ee ighengheen. Eemon yes zeran to watooŋrau tau tibesbees pa Maaron iloŋ ila balbaal patabuyaaŋ to yes Yuda na, lezi ezazi to tighan aniiŋ tau igheen ila artaal toit tawe mako. 
HEB.13.11	Aghita. Ndaman isov, ighe saawe tiina to rewaaŋ sosor ivot, ene daaba to watooŋrau igham siŋ to ŋgai, ve iloŋ ila balbaal loolo tau patabuyaaŋ kat na, ve igham watooŋrau pa rewaaŋ sosor to tamtamon. Eemon ŋgai anoŋazi, ene tigham zi tila soghan pa nugh toozi to lepoogh, mako tighur zi izala yav ighan zi. 
